42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd
"0","17","6","103601","0","40","6269","22","367","0","2480","0","133","493","1080","0","0","17","60"
"0","18","6","103601","0","46","7053","22","397","0","2480","0","142","582","1080","0","0","17","60"
"0","19","6","103601","0","51","7941","22","397","0","2480","0","149","715","1080","0","0","17","60"
"0","20","6","103601","0","61","8862","22","397","0","2480","0","163","872","1080","0","0","17","60"
"0","21","6","103601","0","67","9881","22","397","0","2480","0","171","1074","1180","0","0","17","60"
"0","22","6","103601","0","72","11078","22","397","0","2480","0","178","1292","1280","0","0","17","60"
"0","23","6","103601","0","78","12401","22","397","0","2480","0","194","1476","1280","0","0","17","60"
"0","24","6","103601","0","84","13876","22","397","0","2480","0","211","1619","1280","0","0","17","60"
"0","25","6","103601","0","90","15586","22","397","0","2480","0","219","1728","1280","0","0","17","60"
"0","26","6","103601","0","96","17426","22","397","0","2940","0","228","1800","1280","0","0","17","60"
"0","27","6","103601","0","102","19461","22","397","0","2940","0","236","1845","1280","0","0","17","60"
"0","28","6","103601","0","107","21659","22","397","0","2940","0","241","1877","1280","0","0","17","60"
"0","29","6","103601","0","111","23981","22","397","0","3400","0","245","1910","1280","0","0","17","60"
"0","30","6","103601","0","115","26502","22","397","0","3400","0","249","1944","1280","0","0","17","60"
"0","31","6","103601","0","119","29081","22","397","0","3860","0","253","1978","1280","0","0","17","60"
"0","32","6","103601","0","123","31823","22","397","0","3860","0","257","2012","1280","0","0","17","60"
"0","33","6","103601","0","127","34656","22","397","0","4360","0","261","2045","1280","0","0","17","60"
"0","34","6","103601","0","131","37638","22","397","0","4860","0","265","2077","1280","0","0","17","60"
"0","35","6","103601","0","135","40825","22","397","0","4860","0","269","2109","1280","0","0","17","60"
"0","36","6","103601","0","139","44124","22","397","0","4860","0","273","2141","1280","0","0","17","60"
"0","37","6","103601","0","144","47468","22","397","0","5360","0","278","2173","1280","0","0","17","60"
"0","38","6","103601","0","149","50916","22","397","0","5860","0","283","2205","1280","0","0","17","60"
"0","2","0","103701","0","2","0","0","0","0","95","0","0","0","50","0","25","0","0"
"0","3","0","103701","0","5","0","0","5","0","310","0","1","0","100","0","79","0","0"
"0","4","0","103701","0","9","0","0","10","0","750","0","2","0","130","0","187","0","0"
"0","5","0","103701","0","14","0","0","45","0","1150","0","4","0","130","3","341","0","10"
"0","6","0","103701","0","25","0","0","60","0","1905","0","6","0","220","3","563","0","10"
"0","7","5","103701","0","37","0","0","60","0","2655","0","8","0","690","3","810","0","10"
"0","8","5","103701","0","45","0","8","85","0","3310","0","10","0","925","3","1166","0","10"
"25","9","5","103701","0","54","0","13","110","0","3845","0","12","0","1225","3","1564","0","10"
"65","10","8","103701","0","60","0","22","125","0","3915","0","18","0","1325","3","2035","0","20"
"115","11","8","103701","18","64","0","26","125","0","4175","0","23","0","1475","5","2500","0","30"
"169","12","10","103701","38","68","0","26","125","0","4805","0","25","0","1625","5","2987","0","36"
"236","13","12","103701","51","74","0","28","150","0","5115","0","31","0","1625","5","3522","0","36"
"315","14","12","103701","54","79","0","28","175","0","5375","0","35","0","1745","5","4142","0","36"
"397","15","12","103701","54","89","0","28","201","0","5725","0","41","0","1745","5","4760","0","36"
"512","16","12","103701","59","97","0","28","201","0","5885","0","43","0","1745","5","5460","0","36"
"614","17","12","103701","62","103","0","28","201","0","5995","0","47","0","1745","5","6222","0","36"
"771","18","12","103701","66","106","0","28","201","0","6125","0","52","0","1745","5","7041","0","36"
"954","19","12","103701","66","110","0","28","201","0","6280","0","56","0","1745","5","7969","0","36"
"1110","20","12","103701","71","123","0","28","201","0","6880","0","61","0","1745","5","8914","0","36"
"1279","21","12","103701","71","129","0","28","201","0","7145","0","66","0","1745","10","10009","0","36"
"1442","22","12","103701","71","140","0","28","201","0","7355","0","72","0","1745","10","11300","0","36"
"1573","23","12","103701","71","145","0","28","201","0","7485","0","80","0","1745","10","12772","0","36"
"1676","24","12","103701","71","145","0","28","201","0","8225","0","80","0","1745","10","14369","0","36"
"1769","25","12","103701","71","158","0","28","201","0","8695","0","93","0","1745","10","16029","0","36"
"1835","26","12","103701","71","164","0","28","201","0","9165","0","102","0","1745","10","17908","0","36"
"1874","27","12","103701","71","177","0","28","201","0","9575","0","115","0","1745","10","19864","0","36"
"1905","28","12","103701","71","177","0","28","201","0","10350","0","115","0","1745","10","22042","0","36"
"1937","29","12","103701","71","182","0","28","201","0","10920","0","120","0","1745","10","24357","0","36"
"1970","30","12","103701","71","187","0","28","201","0","11170","0","125","0","1745","10","26857","0","36"
"2003","31","12","103701","71","187","0","28","201","0","11945","0","125","0","1745","10","29459","0","36"
"2036","32","12","103701","71","193","0","28","201","0","12205","0","131","0","1745","10","32169","0","36"
"2068","33","12","103701","71","199","0","28","201","0","12835","0","137","0","1745","10","34984","0","36"
"2099","34","12","103701","71","205","0","28","201","0","13195","0","143","0","1745","10","37980","0","36"
"2130","35","12","103701","71","211","0","28","201","0","13925","0","149","0","1745","10","41082","0","36"
"2161","36","12","103701","71","218","0","28","201","0","14285","0","156","0","1745","10","44327","0","36"
"2192","37","12","103701","71","225","0","28","201","0","15065","0","163","0","1745","10","47636","0","36"
"2223","38","12","103701","71","232","0","28","201","0","15845","0","170","0","1745","10","51055","0","36"
"0","2","0","103801","0","2","0","0","0","0","15","0","2","0","75","1","18","0","0"
"0","3","0","103801","0","5","0","0","5","0","135","0","3","0","125","2","72","0","0"
"0","4","0","103801","0","7","0","0","30","0","195","0","6","0","185","4","191","0","0"
"0","5","0","103801","0","14","0","0","55","0","435","0","11","0","435","6","350","0","5"
"0","6","0","103801","0","22","0","0","55","0","850","0","19","0","1130","6","564","0","5"
"0","7","0","103801","0","30","0","0","55","0","1155","0","30","0","1575","6","862","0","5"
"0","8","0","103801","0","41","0","4","55","0","1585","0","47","0","2020","6","1161","0","5"
"25","9","0","103801","0","52","0","13","55","0","1835","0","64","0","2140","7","1539","0","5"
"70","10","0","103801","5","57","0","22","55","0","2035","0","82","0","2320","7","1950","0","15"
"111","11","0","103801","10","57","0","24","55","0","2235","0","101","0","2380","12","2387","0","35"
"144","12","2","103801","35","61","0","26","55","0","2605","0","114","0","2440","12","2849","0","35"
"193","13","4","103801","48","67","0","28","80","0","2755","0","127","0","2440","12","3375","0","35"
"262","14","6","103801","51","74","0","28","105","0","2755","0","136","0","2440","12","3994","0","35"
"341","15","6","103801","54","84","0","28","105","0","2755","0","143","0","2440","12","4661","0","35"
"398","16","6","103801","62","99","0","28","105","0","2755","0","150","0","2440","12","5339","0","35"
"478","17","6","103801","65","112","0","28","105","0","2805","0","159","0","2440","12","6059","0","35"
"587","18","6","103801","65","124","0","28","105","0","2855","0","178","0","2440","12","6809","0","35"
"697","19","6","103801","65","133","0","28","105","0","2950","0","202","0","2440","12","7655","0","35"
"786","20","6","103801","65","144","0","28","105","0","3145","0","236","0","2440","12","8560","0","35"
"889","21","6","103801","65","156","0","28","105","0","3335","0","265","0","2440","12","9579","0","35"
"986","22","6","103801","65","167","0","28","105","0","3425","0","293","0","2440","12","10806","0","35"
"1059","23","6","103801","65","179","0","28","105","0","3515","0","319","0","2440","12","12186","0","35"
"1134","24","6","103801","65","189","0","28","105","0","3925","0","346","0","2440","12","13650","0","35"
"1208","25","6","103801","65","197","0","28","105","0","3925","0","368","0","2440","12","15353","0","35"
"1258","26","6","103801","65","203","0","28","105","0","4245","0","386","0","2440","12","17212","0","35"
"1292","27","6","103801","65","208","0","28","105","0","4565","0","398","0","2440","12","19226","0","35"
"1320","28","6","103801","65","214","0","28","105","0","4565","0","406","0","2440","12","21423","0","35"
"1351","29","6","103801","65","221","0","28","105","0","4885","0","413","0","2440","12","23748","0","35"
"1383","30","6","103801","65","229","0","28","105","0","4885","0","421","0","2440","12","26247","0","35"
"1415","31","6","103801","65","232","0","28","105","0","5410","0","424","0","2440","12","28847","0","35"
"1447","32","6","103801","65","235","0","28","105","0","5935","0","427","0","2440","12","31558","0","35"
"1478","33","6","103801","65","244","0","28","105","0","6305","0","436","0","2440","12","34373","0","35"
"1508","34","6","103801","65","253","0","28","105","0","6305","0","445","0","2440","12","37379","0","35"
"1538","35","6","103801","65","262","0","28","105","0","6675","0","454","0","2440","12","40491","0","35"
"1568","36","6","103801","65","272","0","28","105","0","6675","0","464","0","2440","12","43747","0","35"
"1598","37","6","103801","65","282","0","28","105","0","7095","0","474","0","2440","12","47067","0","35"
"1628","38","6","103801","65","292","0","28","105","0","7515","0","484","0","2440","12","50497","0","35"
"0","2","0","104001","0","1","0","0","0","0","65","0","2","0","50","1","17","0","0"
"0","3","0","104001","0","4","0","0","5","0","185","0","3","0","100","2","71","0","0"
"0","4","0","104001","0","7","0","0","30","0","365","0","6","0","270","4","170","0","0"
"0","5","0","104001","0","12","0","0","65","0","635","0","11","0","430","7","318","0","10"
"0","6","0","104001","0","17","0","0","80","0","985","0","18","0","730","11","544","0","10"
"0","7","0","104001","0","23","0","0","80","0","1305","0","27","0","1570","15","807","0","10"
"0","8","0","104001","0","39","0","4","80","0","2005","0","46","0","2015","15","1045","0","10"
"25","9","0","104001","0","54","0","13","80","0","2420","0","61","0","2135","22","1359","0","10"
"70","10","0","104001","5","62","0","18","80","0","2840","0","78","0","2195","27","1695","0","35"
"99","11","0","104001","10","75","0","20","80","0","3240","0","100","0","2505","27","2050","0","55"
"122","12","2","104001","15","91","0","25","80","0","3740","0","121","0","2665","27","2446","0","55"
"171","13","4","104001","28","102","0","27","105","0","3810","0","138","0","2765","27","2930","0","55"
"206","14","6","104001","31","121","0","27","130","0","3890","0","158","0","2765","27","3426","2","55"
"245","15","6","104001","34","140","0","27","130","0","3890","0","176","0","2865","29","3993","2","55"
"273","16","6","104001","39","169","0","27","130","0","3940","0","192","0","2865","29","4573","2","55"
"324","17","6","104001","42","192","0","27","130","0","4000","0","213","0","3015","32","5169","2","55"
"387","18","6","104001","42","220","0","27","130","0","4050","0","245","0","3015","34","5785","2","55"
"447","19","6","104001","42","249","0","27","130","0","4050","0","287","0","3110","34","6472","2","55"
"495","20","6","104001","42","284","0","27","130","0","4180","0","336","0","3110","34","7210","2","55"
"554","21","6","104001","42","313","0","27","130","0","4390","0","382","0","3110","34","8079","2","55"
"621","22","6","104001","42","346","0","27","130","0","4795","0","430","0","3110","34","9076","2","55"
"683","23","6","104001","42","392","0","27","130","0","4795","0","484","0","3110","34","10161","2","55"
"740","24","6","104001","42","428","0","27","130","0","5205","0","536","0","3110","34","11378","2","55"
"816","25","6","104001","42","467","0","27","130","0","5500","0","589","0","3110","34","12737","2","55"
"857","26","6","104001","42","493","0","27","130","0","6480","0","624","0","3110","34","14339","2","55"
"891","27","6","104001","42","527","0","27","130","0","7025","0","665","0","3110","34","16037","2","55"
"919","28","6","104001","42","565","0","27","130","0","7645","0","705","0","3110","34","17844","2","55"
"959","29","6","104001","42","577","0","27","130","0","7645","0","717","0","3110","34","20151","2","55"
"1000","30","6","104001","42","590","0","27","130","0","7645","0","730","0","3110","34","22595","2","55"
"1041","31","6","104001","42","603","0","27","130","0","7645","0","743","0","3110","34","25149","2","55"
"1082","32","6","104001","42","616","0","27","130","0","7645","0","756","0","3110","34","27814","2","55"
"1121","33","6","104001","42","630","0","27","130","0","7645","0","770","0","3110","34","30617","2","55"
"1159","34","6","104001","42","644","0","27","130","0","7645","0","784","0","3110","34","33568","2","55"
"1197","35","6","104001","42","658","0","27","130","0","7645","0","798","0","3110","34","36667","2","55"
"1235","36","6","104001","42","673","0","27","130","0","7645","0","813","0","3110","34","39869","2","55"
"1273","37","6","104001","42","688","0","27","130","0","7645","0","828","0","3110","34","43182","2","55"
"1311","38","6","104001","42","703","0","27","130","0","7645","0","843","0","3110","34","46599","2","55"
"0","2","0","104201","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","104201","0","0","84","0","0","0","150","0","9","0","100","0","0","0","0"
"0","4","0","104201","0","2","186","0","5","0","270","0","18","0","125","0","0","0","10"
"0","5","0","104201","0","2","363","0","15","0","450","0","34","0","125","0","0","0","10"
"0","6","0","104201","0","7","566","0","40","0","800","0","50","0","125","0","0","0","25"
"0","7","0","104201","0","9","834","0","110","0","1160","0","64","0","125","0","0","0","30"
"0","8","0","104201","0","16","1070","4","145","0","1760","0","88","0","125","0","0","0","60"
"0","9","0","104201","0","27","1334","9","145","0","2295","0","115","0","125","0","0","5","95"
"0","10","0","104201","0","41","1625","14","160","0","2985","0","137","11","225","0","0","10","105"
"0","11","0","104201","0","46","1996","14","176","0","3405","0","163","29","765","0","0","10","119"
"0","12","0","104201","0","63","2333","17","202","0","3765","0","188","46","985","0","0","14","125"
"0","13","0","104201","0","89","2673","17","224","0","3925","0","218","62","1105","0","0","19","127"
"0","14","0","104201","0","117","3013","17","236","0","4185","0","255","72","1225","0","0","21","131"
"0","15","0","104201","0","144","3409","17","236","0","4385","0","289","86","1445","0","0","21","140"
"0","16","0","104201","0","174","3855","17","236","0","4615","0","320","102","1445","0","0","21","146"
"0","17","0","104201","0","199","4322","17","236","0","4745","0","358","137","1445","3","0","21","147"
"0","18","0","104201","0","232","4786","17","246","0","5090","0","403","167","1445","3","0","21","147"
"0","19","0","104201","0","273","5257","17","246","0","5735","0","455","192","1540","3","0","21","147"
"0","20","0","104201","0","315","5846","17","246","0","6320","0","502","228","1540","3","0","21","147"
"0","21","0","104201","0","364","6422","17","246","0","6905","0","564","263","1540","3","0","21","147"
"0","22","0","104201","0","416","7086","17","246","0","8110","0","626","299","1640","3","0","21","147"
"0","23","0","104201","0","475","7846","17","246","0","9570","0","692","329","1640","3","0","21","147"
"0","24","0","104201","0","536","8687","17","246","0","11095","0","767","329","1640","3","0","21","147"
"0","25","0","104201","0","590","9793","17","246","0","12390","0","828","354","1640","3","0","21","147"
"0","26","0","104201","0","633","11190","17","246","0","13385","0","877","381","1640","3","0","21","147"
"0","27","0","104201","0","674","12730","17","246","0","14500","0","921","398","1640","3","0","21","147"
"0","28","0","104201","0","717","14376","17","246","0","15720","0","965","415","1640","3","0","21","147"
"0","29","0","104201","0","765","16124","17","246","0","17095","0","1013","432","1640","3","0","21","147"
"0","30","0","104201","0","816","17979","17","246","0","18550","0","1064","450","1640","3","0","21","147"
"0","31","0","104201","0","868","19924","17","246","0","20085","0","1116","468","1640","3","0","21","147"
"0","32","0","104201","0","921","21959","17","246","0","21695","0","1169","486","1640","3","0","21","147"
"0","33","0","104201","0","975","24110","17","246","0","23475","0","1223","504","1640","3","0","21","147"
"0","34","0","104201","0","1031","26377","17","246","0","25495","0","1279","521","1640","3","0","21","147"
"0","35","0","104201","0","1087","28755","17","246","0","27685","0","1335","538","1640","3","0","21","147"
"0","36","0","104201","0","1144","31215","17","246","0","30045","0","1392","555","1640","3","0","21","147"
"0","37","0","104201","0","1203","33756","17","246","0","32480","0","1451","572","1640","3","0","21","147"
"0","38","0","104201","0","1262","36386","17","246","0","35080","0","1510","589","1640","3","0","21","147"
"0","2","0","104301","0","2","0","0","0","0","110","0","0","0","25","0","25","0","0"
"0","3","0","104301","0","4","0","0","0","0","370","0","1","0","50","0","82","0","0"
"0","4","0","104301","0","8","0","0","5","0","810","0","2","0","80","0","190","0","0"
"0","5","0","104301","0","13","0","0","15","0","1245","0","3","0","170","0","382","0","5"
"0","6","0","104301","0","24","0","0","15","0","2090","0","5","0","260","0","604","0","5"
"0","7","2","104301","0","34","0","0","15","0","2980","0","7","0","495","0","872","0","5"
"0","8","4","104301","0","43","0","8","15","0","3855","0","14","0","730","0","1181","0","5"
"25","9","6","104301","0","52","0","21","40","0","4255","0","16","0","730","0","1608","0","5"
"70","10","6","104301","0","58","0","34","40","0","4555","0","28","0","830","0","2063","0","15"
"125","11","6","104301","13","65","0","34","40","0","4755","0","30","0","1180","2","2550","0","25"
"181","12","6","104301","26","71","0","37","40","0","5125","0","34","0","1280","2","3068","0","31"
"242","13","8","104301","39","77","0","37","65","0","5275","0","40","0","1280","2","3621","0","37"
"321","14","10","104301","39","84","0","37","90","0","5435","0","45","0","1280","2","4230","0","43"
"413","15","12","104301","39","94","0","37","102","0","5615","0","51","0","1280","2","4863","0","43"
"530","16","12","104301","44","106","0","37","102","0","5795","0","53","0","1280","2","5539","0","43"
"643","17","12","104301","49","116","0","37","102","0","5945","0","57","0","1280","2","6265","0","43"
"801","18","12","104301","51","119","0","37","102","0","5995","0","62","0","1280","2","7100","0","43"
"962","19","12","104301","51","128","0","37","102","0","6090","0","69","0","1280","2","8006","0","43"
"1145","20","12","104301","56","141","0","37","102","0","6285","0","74","0","1280","2","8983","0","43"
"1358","21","12","104301","61","147","0","37","102","0","6475","0","79","0","1280","2","10081","0","43"
"1544","22","12","104301","66","158","0","37","102","0","6565","0","85","0","1280","2","11358","0","43"
"1689","23","12","104301","66","168","0","37","102","0","6655","0","93","0","1280","2","12802","0","43"
"1803","24","12","104301","66","173","0","37","102","0","7310","0","93","0","1280","2","14378","0","43"
"1906","25","12","104301","66","179","0","37","102","0","7390","0","102","0","1280","2","16132","0","43"
"1973","26","12","104301","66","185","0","37","102","0","7840","0","111","0","1280","2","18012","0","43"
"2015","27","12","104301","66","190","0","37","102","0","8300","0","118","0","1280","2","20030","0","43"
"2046","28","12","104301","66","195","0","37","102","0","8450","0","123","0","1280","2","22228","0","43"
"2079","29","12","104301","66","200","0","37","102","0","8920","0","128","0","1280","2","24554","0","43"
"2114","30","12","104301","66","205","0","37","102","0","9070","0","133","0","1280","2","27064","0","43"
"2149","31","12","104301","66","205","0","37","102","0","9745","0","133","0","1280","2","29675","0","43"
"2184","32","12","104301","66","211","0","37","102","0","9905","0","139","0","1280","2","32396","0","43"
"2218","33","12","104301","66","217","0","37","102","0","10445","0","145","0","1280","2","35221","0","43"
"2251","34","12","104301","66","223","0","37","102","0","10625","0","151","0","1280","2","38236","0","43"
"2284","35","12","104301","66","229","0","37","102","0","11175","0","157","0","1280","2","41357","0","43"
"2317","36","12","104301","66","236","0","37","102","0","11355","0","164","0","1280","2","44621","0","43"
"2350","37","12","104301","66","243","0","37","102","0","11955","0","171","0","1280","2","47949","0","43"
"2383","38","12","104301","66","250","0","37","102","0","12555","0","178","0","1280","2","51387","0","43"
"0","2","0","104401","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","104401","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","104401","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","104401","0","2","405","0","25","0","360","0","27","0","100","0","0","0","10"
"0","6","0","104401","0","4","634","0","75","0","710","0","40","0","100","0","0","0","10"
"0","7","0","104401","0","8","894","0","110","0","1305","0","54","0","100","0","0","0","15"
"0","8","1","104401","0","10","1255","4","145","0","1470","0","64","0","100","0","0","0","45"
"0","9","2","104401","0","10","1679","9","180","0","1610","0","71","16","100","0","0","0","60"
"0","10","4","104401","0","11","2114","14","195","0","1880","0","83","40","520","0","0","0","60"
"0","11","5","104401","0","11","2626","14","211","0","2040","0","88","85","740","0","0","5","60"
"0","12","6","104401","0","14","3150","14","247","0","2140","0","93","138","840","0","0","11","60"
"0","13","6","104401","0","19","3683","16","267","0","2280","0","100","200","840","0","0","17","60"
"0","14","6","104401","0","23","4263","18","297","0","2420","0","107","276","960","0","0","17","60"
"0","15","6","104401","0","31","4868","22","307","0","2450","0","116","346","1080","0","0","17","60"
"0","16","6","104401","0","36","5541","22","337","0","2480","0","124","421","1080","0","0","17","60"
"0","17","6","104401","0","40","6269","22","367","0","2480","0","133","493","1080","0","0","17","60"
"0","18","6","104401","0","46","7053","22","397","0","2480","0","142","582","1080","0","0","17","60"
"0","19","6","104401","0","51","7941","22","397","0","2480","0","149","715","1080","0","0","17","60"
"0","20","6","104401","0","61","8862","22","397","0","2480","0","163","872","1080","0","0","17","60"
"0","21","6","104401","0","67","9881","22","397","0","2480","0","171","1074","1180","0","0","17","60"
"0","22","6","104401","0","72","11078","22","397","0","2480","0","178","1292","1280","0","0","17","60"
"0","23","6","104401","0","78","12401","22","397","0","2480","0","194","1476","1280","0","0","17","60"
"0","24","6","104401","0","84","13876","22","397","0","2480","0","211","1619","1280","0","0","17","60"
"0","25","6","104401","0","90","15586","22","397","0","2480","0","219","1728","1280","0","0","17","60"
"0","26","6","104401","0","96","17426","22","397","0","2940","0","228","1800","1280","0","0","17","60"
"0","27","6","104401","0","102","19461","22","397","0","2940","0","236","1845","1280","0","0","17","60"
"0","28","6","104401","0","107","21659","22","397","0","2940","0","241","1877","1280","0","0","17","60"
"0","29","6","104401","0","111","23981","22","397","0","3400","0","245","1910","1280","0","0","17","60"
"0","30","6","104401","0","115","26502","22","397","0","3400","0","249","1944","1280","0","0","17","60"
"0","31","6","104401","0","119","29081","22","397","0","3860","0","253","1978","1280","0","0","17","60"
"0","32","6","104401","0","123","31823","22","397","0","3860","0","257","2012","1280","0","0","17","60"
"0","33","6","104401","0","127","34656","22","397","0","4360","0","261","2045","1280","0","0","17","60"
"0","34","6","104401","0","131","37638","22","397","0","4860","0","265","2077","1280","0","0","17","60"
"0","35","6","104401","0","135","40825","22","397","0","4860","0","269","2109","1280","0","0","17","60"
"0","36","6","104401","0","139","44124","22","397","0","4860","0","273","2141","1280","0","0","17","60"
"0","37","6","104401","0","144","47468","22","397","0","5360","0","278","2173","1280","0","0","17","60"
"0","38","6","104401","0","149","50916","22","397","0","5860","0","283","2205","1280","0","0","17","60"
"0","2","0","104501","0","2","3","0","0","0","65","0","1","0","125","1","8","0","0"
"0","3","0","104501","0","6","14","0","5","0","160","0","5","0","225","2","23","0","10"
"0","4","0","104501","0","12","28","0","20","0","450","0","13","0","275","4","66","0","20"
"0","5","0","104501","0","19","68","0","35","0","1050","0","28","0","275","4","119","0","20"
"0","6","3","104501","0","30","127","0","35","0","1875","0","48","0","275","4","180","0","20"
"0","7","3","104501","0","47","174","0","60","0","2740","0","69","0","275","4","279","0","25"
"0","8","3","104501","0","68","248","4","60","0","3660","0","93","0","575","4","380","0","25"
"0","9","3","104501","0","84","322","9","60","0","4515","0","119","0","1025","4","535","0","30"
"0","10","3","104501","5","103","414","14","60","0","5385","0","144","5","1325","4","699","0","35"
"20","11","3","104501","10","123","454","14","60","0","6405","0","173","5","1825","4","883","0","48"
"60","12","3","104501","10","142","552","16","60","0","7105","0","195","20","2075","4","1098","2","58"
"96","13","3","104501","10","175","572","21","60","0","7745","0","226","20","2295","6","1333","2","60"
"132","14","3","104501","10","206","663","21","66","0","7975","0","258","38","2415","6","1577","4","62"
"172","15","3","104501","10","236","754","21","72","0","8165","0","294","48","2515","6","1847","6","62"
"206","16","3","104501","10","273","823","21","72","0","8365","0","333","48","2615","6","2154","6","62"
"250","17","3","104501","14","310","885","21","87","0","8545","0","374","48","2615","9","2468","6","62"
"322","18","3","104501","18","348","949","21","102","0","8605","0","422","48","2615","12","2819","6","62"
"379","19","3","104501","18","393","1020","21","102","0","8980","0","476","48","2710","12","3216","6","62"
"406","20","3","104501","18","437","1185","21","102","0","9390","0","522","60","2805","17","3627","6","62"
"458","21","3","104501","18","492","1234","21","102","0","9600","0","588","60","2805","22","4124","6","62"
"539","22","3","104501","18","551","1314","21","102","0","10435","0","656","60","2805","22","4687","6","62"
"615","23","3","104501","18","619","1476","21","102","0","11470","0","726","60","2805","22","5260","6","62"
"680","24","3","104501","18","695","1641","21","102","0","12305","0","804","60","2805","22","5890","6","62"
"730","25","3","104501","18","773","1724","21","102","0","13320","0","883","60","2805","22","6734","6","62"
"764","26","3","104501","18","846","1724","21","102","0","14330","0","961","60","2805","22","7845","6","62"
"783","27","3","104501","18","920","1724","21","102","0","15590","0","1040","60","2805","22","9036","6","62"
"802","28","3","104501","18","997","1724","21","102","0","17015","0","1117","60","2805","22","10333","6","62"
"821","29","3","104501","18","1080","1724","21","102","0","20500","0","1200","60","2805","22","11501","6","62"
"831","30","3","104501","18","1174","1724","21","102","0","26375","0","1294","60","2805","22","12440","6","62"
"841","31","3","104501","18","1272","1724","21","102","0","32540","0","1392","60","2805","22","13416","6","62"
"851","32","3","104501","18","1373","1724","21","102","0","39075","0","1493","60","2805","22","14429","6","62"
"861","33","3","104501","18","1476","1724","21","102","0","46225","0","1596","60","2805","22","15499","6","62"
"871","34","3","104501","18","1581","1724","21","102","0","54155","0","1701","60","2805","22","16626","6","62"
"881","35","3","104501","18","1687","1724","21","102","0","62795","0","1807","60","2805","22","17791","6","62"
"891","36","3","104501","18","1794","1724","21","102","0","71995","0","1914","60","2805","22","18993","6","62"
"901","37","3","104501","18","1903","1724","21","102","0","81660","0","2023","60","2805","22","20232","6","62"
"911","38","3","104501","18","2013","1724","21","102","0","91815","0","2133","60","2805","22","21508","6","62"
"0","2","0","104601","0","2","0","0","0","0","65","0","0","0","100","1","20","0","0"
"0","3","0","104601","0","6","0","0","5","0","160","0","0","0","150","3","73","0","0"
"0","4","0","104601","0","9","0","0","30","0","375","0","2","0","320","5","175","0","0"
"0","5","0","104601","0","16","0","0","50","0","800","0","5","0","480","11","293","0","10"
"0","6","3","104601","0","24","0","0","50","0","1215","0","6","0","870","15","517","0","10"
"0","7","6","104601","0","30","0","0","75","0","1535","0","8","0","1710","19","780","0","10"
"0","8","9","104601","0","38","0","0","100","0","2015","0","10","0","2570","19","1097","0","10"
"10","9","9","104601","0","53","0","5","100","0","2480","0","20","0","3020","26","1416","0","10"
"30","10","9","104601","5","72","0","10","100","0","3260","0","35","0","3320","27","1726","0","10"
"82","11","9","104601","10","75","0","10","100","0","3880","0","42","0","3620","32","2137","0","30"
"140","12","9","104601","30","87","0","12","100","0","4310","0","45","0","4020","36","2554","0","30"
"199","13","9","104601","50","97","0","14","125","0","4660","0","53","0","4140","36","3013","0","30"
"282","14","9","104601","50","108","0","14","156","0","4990","0","67","0","4260","38","3508","0","30"
"396","15","9","104601","50","118","0","14","162","0","5100","0","75","0","4260","38","4115","0","30"
"499","16","9","104601","58","129","0","14","162","0","5100","0","81","0","4260","38","4758","0","30"
"601","17","9","104601","70","142","0","14","162","0","5150","0","88","0","4410","38","5405","0","30"
"752","18","9","104601","74","155","0","14","162","0","5200","0","98","0","4560","40","6101","0","30"
"909","19","9","104601","74","165","0","14","162","0","5545","0","107","0","4560","42","6913","0","30"
"1027","20","9","104601","74","175","0","14","162","0","5990","0","117","0","4560","47","7807","0","30"
