059d38e829ec2a289efde84689c8d31cd1d8793f0bd0852f760a38465c37bc06,fb692c91a458780dc63591783e9206a81428d0bb9d40a6173308287211717e2a,9f79d4adb4461767e930115a3a2c7aeae141bf812d9a07426640bf89d9bcb66a,5ffd8798ed0dbf6ad76acb80173cc6d80cdd483540eaf41925bf7003ba9c7da8,b032cc8056b4bff193dd9873419901e2cde0d921dc061258f5f225707617786e,b42cd0d71305173f166113cabb6aa4917b0ce30e4d53689432258d8d0d5a15f4,c70924df1e1d1286a022ba3494fe1a5b52dafde295d866cb33238ad90d093fbd,cf64b525a215d710d537e5773208fe0fe9c921819cddd16bc5ef38daaeb5bf8e
"710041903","710000419","712104191","710041902","100","710041901","710041905","710041904"
"710042001","710000420","712104201","710042003","100","710042004","710042002","710042005"
"710042103","710000421","712204211","710042104","100","710042101","710042105","710042102"
"710042204","710000422","712204221","710042202","100","710042203","710042205","710042201"
"710042301","710000423","712204231","710042302","100","710042303","710042305","710042304"
"710042401","710000424","712204241","710042402","100","710042403","710042405","710042404"
"710042503","710000425","712204251","710042504","100","710042501","710042505","710042502"
"710042604","710000426","712204261","710042602","100","710042603","710042605","710042601"
"710042701","710000427","712204271","710042702","100","710042703","710042705","710042704"
"710042801","710000428","712204281","710042802","100","710042803","710042805","710042804"
"710042903","710000429","712204291","710042902","100","710042901","710042905","710042904"
"710043001","710000430","712204301","710043003","100","710043004","710043002","710043005"
"710043101","710000431","712304311","710043102","100","710043103","710043105","710043104"
"710043203","710000432","712304321","710043204","100","710043201","710043205","710043202"
"710043301","710000433","712304331","710043302","100","710043303","710043305","710043304"
"710043404","710000434","712304341","710043402","100","710043403","710043405","710043401"
"710043501","710000435","712304351","710043502","100","710043503","710043505","710043504"
"710043601","710000436","712304361","710043604","100","710043603","710043605","710043602"
"710043701","710000437","712304371","710043702","100","710043703","710043705","710043704"
"710043801","710000438","712304381","710043802","100","710043803","710043805","710043804"
"710043901","710000439","712304391","710043904","100","710043903","710043905","710043902"
"710044001","710000440","712304401","710044003","100","710044004","710044002","710044005"
"710044101","710000441","712404411","710044102","100","710044103","710044105","710044104"
"710044201","710000442","712404421","710044202","100","710044203","710044205","710044204"
"710044304","710000443","712404431","710044302","100","710044303","710044305","710044301"
"710044401","710000444","712404441","710044402","100","710044403","710044405","710044404"
"710044503","710000445","712404451","710044502","100","710044501","710044505","710044504"
"710044601","710000446","712404461","710044602","100","710044603","710044605","710044604"
"710044703","710000447","712404471","710044704","100","710044701","710044705","710044702"
"710044804","710000448","712404481","710044802","100","710044803","710044805","710044801"
"710044904","710000449","712404491","710044902","100","710044903","710044905","710044901"
"710045004","710000450","712404501","710045003","100","710045001","710045002","710045005"
"710045103","710000451","712504511","710045102","100","710045101","710045105","710045104"
"710045201","710000452","712504521","710045202","100","710045203","710045205","710045204"
"710045301","710000453","712504531","710045304","100","710045303","710045305","710045302"
"710045401","710000454","712504541","710045404","100","710045403","710045405","710045402"
"710045501","710000455","712504551","710045502","100","710045503","710045505","710045504"
"710045601","710000456","712504561","710045604","100","710045603","710045605","710045602"
"710045704","710000457","712504571","710045702","100","710045703","710045705","710045701"
"710045801","710000458","712504581","710045804","100","710045803","710045805","710045802"
"710045901","710000459","712504591","710045902","100","710045903","710045905","710045904"
"710046001","710000460","712504601","710046003","100","710046004","710046002","710046005"
"710046103","710000461","712604611","710046104","100","710046101","710046105","710046102"
"710046201","710000462","712604621","710046202","100","710046203","710046205","710046204"
"710046301","710000463","712604631","710046305","100","710046303","710046302","710046304"
"710046403","710000464","712604641","710046402","100","710046401","710046405","710046404"
"710046501","710000465","712604651","710046502","100","710046503","710046505","710046504"
"710046601","710000466","712604661","710046602","100","710046603","710046605","710046604"
"710046701","710000467","712604671","710046705","100","710046703","710046702","710046704"
"710046804","710000468","712604681","710046802","100","710046803","710046805","710046801"
"710046901","710000469","712604691","710046902","100","710046903","710046905","710046904"
"710047001","710000470","712604701","710047003","100","710047004","710047005","710047002"
"710047101","710000471","712704711","710047104","100","710047103","710047105","710047102"
"710047203","710000472","712704721","710047204","100","710047201","710047205","710047202"
"710047301","710000473","712704731","710047305","100","710047303","710047302","710047304"
"710047401","710000474","712704741","710047405","100","710047403","710047402","710047404"
"710047503","710000475","712704751","710047502","100","710047501","710047505","710047504"
"710047604","710000476","712704761","710047602","100","710047603","710047605","710047601"
"710047702","710000477","712704771","710047704","100","710047701","710047705","710047703"
"710047801","710000478","712704781","710047805","100","710047803","710047802","710047804"
"710047903","710000479","712704791","710047902","100","710047901","710047905","710047904"
"710048002","710000480","712704801","710048003","100","710048001","710048005","710048004"
"710048101","710000481","712804811","710048102","100","710048103","710048105","710048104"
"710048201","710000482","712804821","710048205","100","710048203","710048202","710048204"
"710048304","710000483","712804831","710048302","100","710048303","710048305","710048301"
"710048404","710000484","712804841","710048402","100","710048403","710048405","710048401"
"710048504","710000485","712804851","710048502","100","710048503","710048505","710048501"
"710048601","710000486","712804861","710048602","100","710048603","710048605","710048604"
"710048701","710000487","712804871","710048705","100","710048703","710048702","710048704"
"710048804","710000488","712804881","710048802","100","710048803","710048805","710048801"
"710048904","710000489","712804891","710048902","100","710048903","710048905","710048901"
"710049004","710000490","712804901","710049003","100","710049001","710049005","710049002"
"710049101","710000491","712904911","710049102","100","710049103","710049105","710049104"
"710049203","710000492","712904921","710049204","100","710049201","710049205","710049202"
"710049301","710000493","712904931","710049305","100","710049303","710049302","710049304"
"710049403","710000494","712904941","710049402","100","710049401","710049405","710049404"
"710049501","710000495","712904951","710049502","100","710049503","710049505","710049504"
"710049601","710000496","712904961","710049602","100","710049603","710049605","710049604"
"710049701","710000497","712904971","710049704","100","710049703","710049705","710049702"
"710049801","710000498","712904981","710049804","100","710049803","710049805","710049802"
"710049903","710000499","712904991","710049902","100","710049901","710049905","710049904"
"710050004","710000500","712905001","710050003","100","710050001","710050005","710050002"
"710050101","710000501","713005011","710050102","100","710050103","710050105","710050104"
"710050201","710000502","713005021","710050205","100","710050203","710050202","710050204"
"710050301","710000503","713005031","710050305","100","710050303","710050302","710050304"
"710050403","710000504","713005041","710050402","100","710050401","710050405","710050404"
"710050501","710000505","713005051","710050504","100","710050503","710050505","710050502"
"710050601","710000506","713005061","710050602","100","710050603","710050605","710050604"
"710050704","710000507","713005071","710050702","100","710050703","710050705","710050701"
"710050801","710000508","713005081","710050804","100","710050803","710050805","710050802"
"710050901","710000509","713005091","710050905","100","710050903","710050902","710050904"
"710051001","710000510","713005101","710051003","100","710051004","710051002","710051005"
"710051101","710000511","713105111","710051102","100","710051103","710051105","710051104"
"710051203","710000512","713105121","710051204","100","710051201","710051205","710051202"
"710051301","710000513","713105131","710051305","100","710051303","710051302","710051304"
"710051401","710000514","713105141","710051404","100","710051403","710051405","710051402"
"710051501","710000515","713105151","710051504","100","710051503","710051505","710051502"
"710051603","710000516","713105161","710051602","100","710051601","710051605","710051604"
"710051701","710000517","713105171","710051704","100","710051703","710051705","710051702"
"710051801","710000518","713105181","710051802","100","710051803","710051805","710051804"
"710051901","710000519","713105191","710051905","100","710051903","710051902","710051904"
"710052001","710000520","713105201","710052003","100","710052004","710052002","710052005"
"710052101","710000521","713205211","710052102","100","710052103","710052105","710052104"
"710052203","710000522","713205221","710052204","100","710052201","710052205","710052202"
"710052301","710000523","713205231","710052305","100","710052303","710052302","710052304"
"710052401","710000524","713205241","710052402","100","710052403","710052405","710052404"
"710052504","710000525","713205251","710052502","100","710052503","710052505","710052501"
"710052601","710000526","713205261","710052604","100","710052603","710052605","710052602"
"710052701","710000527","713205271","710052705","100","710052703","710052702","710052704"
"710052801","710000528","713205281","710052804","100","710052803","710052805","710052802"
"710052901","710000529","713205291","710052902","100","710052903","710052905","710052904"
"710053001","710000530","713205301","710053003","100","710053004","710053002","710053005"
"710053104","710000531","713305311","710053102","100","710053103","710053105","710053101"
"710053201","710000532","713305321","710053202","100","710053203","710053205","710053204"
"710053301","710000533","713305331","710053304","100","710053303","710053305","710053302"
"710053403","710000534","713305341","710053402","100","710053401","710053405","710053404"
"710053504","710000535","713305351","710053505","100","710053503","710053502","710053501"
"710053601","710000536","713305361","710053602","100","710053603","710053605","710053604"
"710053704","710000537","713305371","710053705","100","710053703","710053702","710053701"
"710053803","710000538","713305381","710053804","100","710053801","710053805","710053802"
"710053904","710000539","713305391","710053902","100","710053903","710053905","710053901"
"710054001","710000540","713305401","710054003","100","710054004","710054002","710054005"
"710054104","710000541","713405411","710054102","100","710054103","710054105","710054101"
"710054204","710000542","713405421","710054205","100","710054203","710054202","710054201"
"710054301","710000543","713405431","710054304","100","710054303","710054305","710054302"
"710054401","710000544","713405441","710054405","100","710054403","710054402","710054404"
"710054501","710000545","713405451","710054502","100","710054503","710054505","710054504"
"710054601","710000546","713405461","710054604","100","710054603","710054605","710054602"
"710054704","710000547","713405471","710054701","100","710054703","710054702","710054705"
"710054801","710000548","713405481","710054804","100","710054803","710054805","710054802"
"710054903","710000549","713405491","710054904","100","710054901","710054905","710054902"
"710055001","710000550","713405501","710055003","100","710055004","710055002","710055005"
"710055103","710000551","713505511","710055104","100","710055101","710055105","710055102"
"710055204","710000552","713505521","710055205","100","710055203","710055202","710055201"
"710055303","710000553","713505531","710055304","100","710055301","710055305","710055302"
"710055401","710000554","713505541","710055405","100","710055403","710055402","710055404"
"710055504","710000555","713505551","710055502","100","710055503","710055505","710055501"
"710055601","710000556","713505561","710055604","100","710055603","710055605","710055602"
"710055704","710000557","713505571","710055702","100","710055703","710055705","710055701"
"710055804","710000558","713505581","710055802","100","710055803","710055805","710055801"
"710055901","710000559","713505591","710055904","100","710055903","710055905","710055902"
"710056001","710000560","713505601","710056003","100","710056004","710056002","710056005"
"710056103","710000561","713605611","710056104","100","710056101","710056105","710056102"
"710056201","710000562","713605621","710056204","100","710056203","710056205","710056202"
"710056301","710000563","713605631","710056305","100","710056303","710056302","710056304"
"710056401","710000564","713605641","710056405","100","710056403","710056402","710056404"
"710056501","710000565","713605651","710056505","100","710056503","710056502","710056504"
"710056603","710000566","713605661","710056602","100","710056601","710056605","710056604"
"710056701","710000567","713605671","710056704","100","710056703","710056705","710056702"
"710056804","710000568","713605681","710056801","100","710056803","710056802","710056805"
"710056901","710000569","713605691","710056902","100","710056903","710056905","710056904"
"710057001","710000570","713605701","710057002","100","710057004","710057005","710057003"
"710057101","710000571","713705711","710057102","100","710057103","710057105","710057104"
"710057201","710000572","713705721","710057205","100","710057203","710057202","710057204"
"710057303","710000573","713705731","710057304","100","710057301","710057305","710057302"
"710057404","710000574","713705741","710057405","100","710057403","710057402","710057401"
"710057501","710000575","713705751","710057502","100","710057503","710057505","710057504"
"710057603","710000576","713705761","710057602","100","710057601","710057605","710057604"
"710057703","710000577","713705771","710057705","100","710057701","710057702","710057704"
"710057801","710000578","713705781","710057804","100","710057803","710057805","710057802"
"710057901","710000579","713705791","710057905","100","710057903","710057902","710057904"
"710058004","710000580","713705801","710058003","100","710058001","710058005","710058002"
"710058101","710000581","713805811","710058102","100","710058103","710058105","710058104"
"710058203","710000582","713805821","710058204","100","710058201","710058205","710058202"
"710058304","710000583","713805831","710058302","100","710058303","710058305","710058301"
"710058401","710000584","713805841","710058402","100","710058403","710058405","710058404"
"710058501","710000585","713805851","710058504","100","710058503","710058505","710058502"
"710058603","710000586","713805861","710058604","100","710058601","710058605","710058602"
"710058703","710000587","713805871","710058702","100","710058701","710058705","710058704"
"710058801","710000588","713805881","710058804","100","710058803","710058805","710058802"
"710058901","710000589","713805891","710058902","100","710058903","710058905","710058904"
"710059002","710000590","713805901","710059005","100","710059001","0","710059004"
"710059101","710000591","713905911","710059102","100","710059103","710059105","710059104"
"710059204","710000592","713905921","710059201","100","710059203","710059202","710059205"
"710059301","710000593","713905931","710059302","100","710059303","710059305","710059304"
"710059401","710000594","713905941","710059402","100","710059403","710059405","710059404"
"710059503","710000595","713905951","710059504","100","710059501","710059505","710059502"
"710059601","710000596","713905961","710059602","100","710059603","710059605","710059604"
"710059704","710000597","713905971","710059702","100","710059703","710059705","710059701"
"710059804","710000598","713905981","710059802","100","710059803","710059805","710059801"
"710059901","710000599","713905991","710059902","100","710059903","710059905","710059904"
"710060005","710000600","713906001","710060004","100","710060001","0","710060002"
"710060101","710000601","714006011","710060104","100","710060103","710060105","710060102"
"710060201","710000602","714006021","710060204","100","710060203","710060205","710060202"
"710060301","710000603","714006031","710060304","100","710060303","710060305","710060302"
"710060401","710000604","714006041","710060402","100","710060403","710060405","710060404"
"710060504","710000605","714006051","710060502","100","710060503","710060505","710060501"
"710060604","710000606","714006061","710060602","100","710060603","710060605","710060601"
"710060701","710000607","714006071","710060704","100","710060703","710060705","710060702"
"710060804","710000608","714006081","710060802","100","710060803","710060805","710060801"
"710060901","710000609","714006091","710060902","100","710060903","710060905","710060904"
"710061002","710000610","714006101","710061004","100","710061001","0","710061005"
"710061104","710000611","714106111","710061102","100","710061103","710061105","710061101"
"710061201","710000612","714106121","710061204","100","710061203","710061205","710061202"
"710061303","710000613","714106131","710061304","100","710061301","710061305","710061302"
"710061401","710000614","714106141","710061402","100","710061403","710061405","710061404"
"710061503","710000615","714106151","710061502","100","710061501","710061505","710061504"
"710061604","710000616","714106161","710061602","100","710061603","710061605","710061601"
"710061703","710000617","714106171","710061704","100","710061701","710061705","710061702"
"710061801","710000618","714106181","710061804","100","710061803","710061805","710061802"
"710061901","710000619","714106191","710061902","100","710061903","710061905","710061904"
"710062001","710000620","714106201","710062004","100","710062005","0","710062002"
"710062103","710000621","714206211","710062105","100","710062101","710062102","710062104"
"710062204","710000622","714206221","710062205","100","710062203","710062202","710062201"
"710062303","710000623","714206231","710062304","100","710062301","710062305","710062302"
"710062401","710000624","714206241","710062404","100","710062403","710062405","710062402"
"710062503","710000625","714206251","710062504","100","710062501","710062505","710062502"
"710062604","710000626","714206261","710062602","100","710062603","710062605","710062601"
"710062701","710000627","714206271","710062702","100","710062703","710062705","710062704"
"710062804","710000628","714206281","710062802","100","710062803","710062805","710062801"
"710062901","710000629","714206291","710062904","100","710062903","710062905","710062902"
"710063005","710000630","714206301","710063004","100","710063001","0","710063002"
"710063104","710000631","714306311","710063102","100","710063103","710063105","710063101"
"710063201","710000632","714306321","710063202","100","710063203","710063205","710063204"
"710063301","710000633","714306331","710063304","100","710063303","710063305","710063302"
"710063401","710000634","714306341","710063402","100","710063403","710063405","710063404"
"710063504","710000635","714306351","710063501","100","710063503","710063502","710063505"
"710063601","710000636","714306361","710063602","100","710063603","710063605","710063604"
"710063703","710000637","714306371","710063704","100","710063701","710063705","710063702"
"710063801","710000638","714306381","710063802","100","710063803","710063805","710063804"
"710063904","710000639","714306391","710063901","100","710063903","710063902","710063905"
"710064005","710000640","714306401","710064004","100","710064001","0","710064002"
"710064101","710000641","714406411","710064103","100","710064105","710064104","710064102"
"710064201","710000642","714406421","710064202","100","710064203","710064205","710064204"
"710064304","710000643","714406431","710064302","100","710064303","710064305","710064301"
"710064403","710000644","714406441","710064404","100","710064401","710064405","710064402"
"710064501","710000645","714406451","710064502","100","710064503","710064505","710064504"
"710064604","710000646","714406461","710064602","100","710064603","710064605","710064601"
"710064703","710000647","714406471","710064704","100","710064701","710064705","710064702"
"710064804","710000648","714406481","710064805","100","710064803","710064802","710064801"
"710064901","710000649","714406491","710064902","100","710064903","710064905","710064904"
"710065001","710000650","714406501","710065004","100","710065005","0","710065002"
"710065101","710000651","714506511","710065102","100","710065103","710065105","710065104"
"710065201","710000652","714506521","710065202","100","710065203","710065205","710065204"
"710065301","710000653","714506531","710065302","100","710065303","710065305","710065304"
"710065401","710000654","714506541","710065402","100","710065403","710065405","710065404"
"710065501","710000655","714506551","710065502","100","710065503","710065505","710065504"
"710065603","710000656","714506561","710065604","100","710065601","710065605","710065602"
"710065701","710000657","714506571","710065702","100","710065703","710065705","710065704"
"710065803","710000658","714506581","710065804","100","710065801","710065805","710065802"
"710065904","710000659","714506591","710065902","100","710065903","710065905","710065901"
"710066005","710000660","714506601","710066004","100","710066001","0","710066002"
"710066101","710000661","714606611","710066104","100","710066103","710066105","710066102"
"710066201","710000662","714606621","710066204","100","710066203","710066205","710066202"
"710066301","710000663","714606631","710066302","100","710066303","710066305","710066304"
"710066403","710000664","714606641","710066402","100","710066401","710066405","710066404"
"710066504","710000665","714606651","710066502","100","710066503","710066505","710066501"
"710066603","710000666","714606661","710066604","100","710066601","710066605","710066602"
"710066701","710000667","714606671","710066704","100","710066703","710066705","710066702"
"710066801","710000668","714606681","710066802","100","710066803","710066805","710066804"
"710066903","710000669","714606691","710066905","100","710066901","710066902","710066904"
"710067004","710000670","714606701","710067005","100","710067001","0","710067002"
"710067103","710000671","714706711","710067102","100","710067101","710067105","710067104"
"710067203","710000672","714706721","710067204","100","710067201","710067205","710067202"
"710067304","710000673","714706731","710067302","100","710067303","710067305","710067301"
"710067401","710000674","714706741","710067404","100","710067403","710067405","710067402"
"710067501","710000675","714706751","710067504","100","710067503","710067505","710067502"
"710067604","710000676","714706761","710067602","100","710067603","710067605","710067601"
"710067703","710000677","714706771","710067705","100","710067701","710067702","710067704"
"710067804","710000678","714706781","710067805","100","710067803","710067802","710067801"
"710067901","710000679","714706791","710067904","100","710067903","710067905","710067902"
"710068004","710000680","714706801","710068005","100","710068001","0","710068002"
"710068104","710000681","714806811","710068102","100","710068103","710068105","710068101"
"710068204","710000682","714806821","710068202","100","710068203","710068205","710068201"
"710068301","710000683","714806831","710068302","100","710068303","710068305","710068304"
"710068402","710000684","714806841","710068404","100","710068401","710068405","710068403"
"710068501","710000685","714806851","710068502","100","710068503","710068505","710068504"
"710068604","710000686","714806861","710068602","100","710068603","710068605","710068601"
"710068703","710000687","714806871","710068705","100","710068701","710068702","710068704"
"710068804","710000688","714806881","710068802","100","710068803","710068805","710068801"
"710068901","710000689","714806891","710068904","100","710068903","710068905","710068902"
"710069002","710000690","714806901","710069005","100","710069001","0","710069004"
"710069104","710000691","714906911","710069102","100","710069103","710069105","710069101"
"710069201","710000692","714906921","710069202","100","710069203","710069205","710069204"
"710069301","710000693","714906931","710069302","100","710069303","710069305","710069304"
"710069401","710000694","714906941","710069402","100","710069403","710069405","710069404"
"710069504","710000695","714906951","710069502","100","710069503","710069505","710069501"
"710069604","710000696","714906961","710069602","100","710069603","710069605","710069601"
"710069704","710000697","714906971","710069705","100","710069703","710069702","710069701"
"710069801","710000698","714906981","710069802","100","710069803","710069805","710069804"
"710069904","710000699","714906991","710069902","100","710069903","710069905","710069901"
"710070004","710000700","714907001","710070005","100","710070001","0","710070002"
"710070102","710000701","715007011","710070104","100","710070101","710070105","710070103"
"710070201","710000702","715007021","710070204","100","710070203","710070205","710070202"
"710070301","710000703","715007031","710070304","100","710070303","710070305","710070302"
"710070403","710000704","715007041","710070405","100","710070401","710070402","710070404"
"710070504","710000705","715007051","710070505","100","710070503","710070502","710070501"
"710070603","710000706","715007061","710070602","100","710070601","710070605","710070604"
"710070701","710000707","715007071","710070704","100","710070703","710070705","710070702"
"710070803","710000708","715007081","710070804","100","710070801","710070805","710070802"
"710070904","710000709","715007091","710070902","100","710070903","710070905","710070901"
"710071004","710000710","715007101","710071005","100","710071001","0","710071002"
"710071101","710000711","715107111","710071105","100","710071103","710071102","710071104"
"710071203","710000712","715107121","710071202","100","710071204","710071205","710071201"
"710071303","710000713","715107131","710071302","100","710071301","710071305","710071304"
"710071402","710000714","715107141","710071404","100","710071401","710071405","710071403"
"710071503","710000715","715107151","710071504","100","710071501","710071505","710071502"
"710071601","710000716","715107161","710071602","100","710071603","710071605","710071604"
"710071704","710000717","715107171","710071702","100","710071703","710071705","710071701"
"710071803","710000718","715107181","710071804","100","710071801","710071805","710071802"
"710071901","710000719","715107191","710071905","100","710071903","710071902","710071904"
"710072001","710000720","715107201","710072005","100","710072004","0","710072002"
"710072101","710000721","715207211","710072102","100","710072103","710072105","710072104"
"710072204","710000722","715207221","710072202","100","710072203","710072205","710072201"
"710072301","710000723","715207231","710072305","100","710072303","710072302","710072304"
"710072401","710000724","715207241","710072402","100","710072403","710072405","710072404"
"710072501","710000725","715207251","710072505","100","710072503","710072502","710072504"
"710072601","710000726","715207261","710072602","100","710072603","710072605","710072604"
"710072704","710000727","715207271","710072702","100","710072703","710072705","710072701"
"710072801","710000728","715207281","710072802","100","710072803","710072805","710072804"
"710072903","710000729","715207291","710072904","100","710072901","710072905","710072902"
"710073004","710000730","715207301","710073005","100","710073001","0","710073002"
"710073101","710000731","715307311","710073104","100","710073103","710073105","710073102"
"710073202","710000732","715307321","710073204","100","710073201","710073205","710073203"
"710073301","710000733","715307331","710073302","100","710073303","710073305","710073304"
"710073401","710000734","715307341","710073402","100","710073403","710073405","710073404"
"710073503","710000735","715307351","710073504","100","710073501","710073505","710073502"
"710073601","710000736","715307361","710073605","100","710073603","710073602","710073604"
"710073703","710000737","715307371","710073705","100","710073701","710073702","710073704"
"710073801","710000738","715307381","710073802","100","710073803","710073805","710073804"
"710073901","710000739","715307391","710073904","100","710073903","710073905","710073902"
"710074001","710000740","715307401","710074005","100","710074004","0","710074002"
"720007004","720000001","720100701","720007005","100","720007003","720007002","720007001"
"720011004","720000002","720201101","720011005","100","720011003","720011002","720011001"
"720013004","720000003","720301301","720013005","100","720013003","720013002","720013001"
"720015002","720000004","720401501","720015004","100","720015001","720015005","720015003"
"720017002","720000005","720501701","720017004","100","720017001","720017005","720017003"
"720019002","720000006","720601901","720019003","100","720019001","720019005","720019004"
"720021002","720000007","720702101","720021004","100","720021001","720021005","720021003"
"720023003","720000008","720802301","720023004","100","720023002","0","720023001"
"720025002","720000009","720902501","720025004","100","720025001","0","720025003"
"720027002","720000010","721002701","720027004","100","720027001","720027005","720027003"
"720029002","720000011","721102901","720029004","100","720029001","720029005","720029003"
"720031003","720000012","721203101","720031004","100","720031001","720031005","720031002"
"720033002","720000013","721303301","720033004","100","720033001","720033005","720033003"
"720035002","720000014","721403501","720035003","100","720035001","720035005","720035004"
"720036002","720000015","721503601","720036003","100","720036001","720036005","720036004"
"720037002","720000016","721603701","720037003","100","720037001","720037005","720037004"
"720038002","720000017","721703801","720038003","100","720038001","720038005","720038004"
"720039002","720000018","721803901","720039003","100","720039001","720039005","720039004"
"720040002","720000019","721904001","720040003","100","720040001","720040005","720040004"
"720041002","720000020","722004101","720041003","100","720041001","720041005","720041004"
"720042002","720000021","722104201","720042003","100","720042001","720042005","720042004"
"720043002","720000022","722204301","720043003","100","720043001","720043005","720043004"
"720044002","720000023","722304401","720044003","100","720044001","720044005","720044004"
"720045002","720000024","722404501","720045003","100","720045001","720045005","720045004"
"720046002","720000025","722504601","720046003","100","720046001","720046005","720046004"
"720047002","720000026","722604701","720047003","100","720047001","720047005","720047004"
"720048002","720000027","722704801","720048003","100","720048001","720048005","720048004"
"720049002","720000028","722804901","720049003","100","720049001","720049005","720049004"
"720050002","720000029","722905001","720050003","100","720050001","720050005","720050004"
"720051002","720000030","723005101","720051003","100","720051001","720051005","720051004"
"720052002","720000031","723105201","720052003","100","720052001","720052005","720052004"
"720053002","720000032","723205301","720053003","100","720053001","720053005","720053004"
"720054002","720000033","723305401","720054003","100","720054001","720054005","720054004"
"720055002","720000034","723405501","720055003","100","720055001","720055005","720055004"
"720056002","720000035","723505601","720056003","100","720056001","720056005","720056004"
"720057002","720000036","723605701","720057003","100","720057001","720057005","720057004"
"720058002","720000037","723705801","720058003","100","720058001","720058005","720058004"
"720059002","720000038","723805901","720059005","100","720059001","0","720059004"
"720060002","720000039","723906001","720060005","100","720060001","0","720060004"
"720061002","720000040","724006101","720061005","100","720061001","0","720061004"
"720062002","720000041","724106201","720062005","100","720062001","0","720062004"
"720063002","720000042","724206301","720063005","100","720063001","0","720063004"
"720064002","720000043","724306401","720064005","100","720064001","0","720064004"
"720065002","720000044","724406501","720065005","100","720065001","0","720065004"
"720066002","720000045","724506601","720066005","100","720066001","0","720066004"
"720067002","720000046","724606701","720067005","100","720067001","0","720067004"
"720068002","720000047","724706801","720068005","100","720068001","0","720068004"
"720069002","720000048","724806901","720069005","100","720069001","0","720069004"
"720070002","720000049","724907001","720070005","100","720070001","0","720070004"
"720071002","720000050","725007101","720071005","100","720071001","0","720071004"
"720072002","720000051","725107201","720072005","100","720072001","0","720072004"
"720073002","720000052","725207301","720073005","100","720073001","0","720073004"
"720074002","720000053","725307401","720074005","100","720074001","0","720074004"
"730035014","730000001","731403501","730035015","100","730035011","0","730035012"
"730035024","730000002","731403502","730035025","100","730035021","730035023","730035022"
"730035032","730000003","731403503","730035033","100","730035031","730035035","730035034"
"730036011","730000004","731503601","730036012","100","730036015","0","730036014"
"730036024","730000005","731503602","730036023","100","730036021","730036025","730036022"
"730036034","730000006","731503603","730036033","100","730036031","730036035","730036032"
"730037011","730000007","731603701","730037012","100","730037014","0","730037015"
"730037022","730000008","731603702","730037025","100","730037021","730037023","730037024"
"730037031","730000009","731603703","730037035","100","730037034","730037033","730037032"
"730038011","730000010","731703801","730038015","100","730038014","0","730038012"
"730038021","730000011","731703802","730038025","100","730038024","730038023","730038022"
"730038031","730000012","731703803","730038032","100","730038034","730038033","730038035"
"730039011","730000013","731803901","730039015","100","730039014","0","730039012"
"730039021","730000014","731803902","730039023","100","730039024","730039025","730039022"
"730039031","730000015","731803903","730039035","100","730039034","730039033","730039032"
"730040015","730000016","731904001","730040012","100","730040014","0","730040011"
"730040024","730000017","731904002","730040025","100","730040021","730040023","730040022"
"730040032","730000018","731904003","730040033","100","730040031","730040035","730040034"
"730041011","730000019","732004101","730041012","100","730041014","0","730041015"
"730041021","730000020","732004102","730041023","100","730041024","730041025","730041022"
"730041034","730000021","732004103","730041032","100","730041031","730041033","730041035"
"730042015","730000022","732104201","730042012","100","730042014","0","730042011"
"730042021","730000023","732104202","730042025","100","730042024","730042023","730042022"
"730042031","730000024","732104203","730042032","100","730042034","730042033","730042035"
"730043011","730000025","732204301","730043012","100","730043014","0","730043015"
"730043021","730000026","732204302","730043025","100","730043024","730043023","730043022"
"730043031","730000027","732204303","730043033","100","730043034","730043035","730043032"
"730044014","730000028","732304401","730044015","100","730044011","0","730044012"
"730044021","730000029","732304402","730044025","100","730044024","730044023","730044022"
"730044031","730000030","732304403","730044033","100","730044034","730044035","730044032"
"730045015","730000031","732404501","730045012","100","730045014","0","730045011"
"730045021","730000032","732404502","730045023","100","730045024","730045025","730045022"
"730045031","730000033","732404503","730045035","100","730045034","730045033","730045032"
"730046011","730000034","732504601","730046012","100","730046014","0","730046015"
"730046022","730000035","732504602","730046023","100","730046021","730046025","730046024"
"730046031","730000036","732504603","730046035","100","730046034","730046033","730046032"
"730047011","730000037","732604701","730047012","100","730047014","0","730047015"
"730047022","730000038","732604702","730047025","100","730047021","730047023","730047024"
"730047031","730000039","732604703","730047035","100","730047034","730047033","730047032"
"730048011","730000040","732704801","730048015","100","730048014","0","730048012"
"730048021","730000041","732704802","730048025","100","730048024","730048023","730048022"
"730048031","730000042","732704803","730048035","100","730048034","730048033","730048032"
"730049014","730000043","732804901","730049015","100","730049011","0","730049012"
"730049022","730000044","732804902","730049025","100","730049021","730049023","730049024"
"730049031","730000045","732804903","730049032","100","730049034","730049033","730049035"
"730050011","730000046","732905001","730050015","100","730050014","0","730050012"
"730050021","730000047","732905002","730050025","100","730050024","730050023","730050022"
"730050034","730000048","732905003","730050033","100","730050031","730050035","730050032"
"730051014","730000049","733005101","730051015","100","730051011","0","730051012"
"730051024","730000050","733005102","730051023","100","730051021","730051025","730051022"
"730051034","730000051","733005103","730051035","100","730051031","730051033","730051032"
"730052011","730000052","733105201","730052012","100","730052014","0","730052015"
"730052021","730000053","733105202","730052025","100","730052024","730052023","730052022"
"730052034","730000054","733105203","730052035","100","730052031","730052033","730052032"
"730053011","730000055","733205301","730053015","100","730053014","0","730053012"
