47bd596422f28692d2ef3fa6fcdc71613979f0cbec9adf65eae3b121d226371f,89d217e4134c2e6a3f12ca625cf5c17b00b628c2f17319f96b50649c21a32d16,8c2e420605f9af3834bfb2aaa398a908b6e107dcdceb462561977fa97d60cdf6,0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1,17c3f74aa228d197afc5b7ba4ebf627659b2a236be00379af2c1c2db7b937b6a,c165c49bc3e6960a4d43ed9dfd7478689815278743f555239bb8f47db0c08866,ababf45a32f314ff2630510e91d7e2b520291d281714dc93ca7024132b4b5839,d85a59b54fcd72a501eb872c1c5a94c92417ceb030105cfb718e48e9d7c2a763,7f16e974c284692e2e7fb8fdc9caf3c8e0aea8ad6ce37b92e8c76cb505f0d6df,f272dbd4260613d9a1821ff999d6f404112644d96f2219dd0d4c8a72e9019761,e07b5ca06562e1a8192253e5c688c36f7064c44c764460bf6083a3779b41f22c
"","3","131011","5146062","","","62157","0.2","","wish_talk_joy","1"
"0","21","vo_apg","5146062","","","62158","","","vo_apg_0214","0"
"1","11","131011","5146062","1","0","62159","0","0","雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","9"
"","91","0","5146062","","","62160","","","",""
"","22","0","5146062","","","62161","","","0",""
"","3","131011","5146062","","","62162","0.2","","wish_idle_joy","1"
"0","12","100911","5146062","0","0","62163","-30","0","10","2"
"0","12","131011","5146062","0","0","62164","0","0","7","2"
"","93","2","5146062","","","62165","","","0",""
"","101","62167","5146062","","","62166","","","",""
"","22","0","5146062","","","62167","","","0.2",""
"-10","1","1","5146063","-288","walk_surprise_sad_blue","63001","1.8","1","106611","110"
"-10","5","3","5146063","-288","walk_surprise_sad_blue","63002","1.8","1","1066","111"
"260","1","1","5146063","-288","idle_normal_noface","63003","1.8","1","130911","100"
"260","5","1","5146063","-288","idle_normal_kururu","63004","1.8","1","99","101"
"-420","1","1","5146063","-268","empty","63005","1.8","0","126411","103"
"-420","5","1","5146063","-268","empty","63006","1.8","0","98","113"
"","13","106611","5146063","","","63007","","","210",""
"","13","130911","5146063","","","63008","","","200",""
"","13","126411","5146063","","","63009","","","203",""
"0","5","7","5146063","-174","idle","63010","0.85","0","7","15"
"0","5","20","5146063","156","empty","63011","1","0","20","210"
"0","5","22","5146063","66","empty","63012","1","0","22","211"
"0","5","21","5146063","153","empty","63013","1","0","211","60"
"0","5","21","5146063","0","empty","63014","1","0","212","190"
"0","31","1","5146063","1","","63015","1","","1","0"
"-57.7","31","2","5146063","1","","63016","1","","2","0"
"","37","2","5146063","","","63017","","","black",""
"0","31","10","5146063","1","","63018","0","","10","0"
"-268","31","16","5146063","1","","63019","0","","16","-420"
"0","31","20","5146063","1","","63020","1","","20","0"
"","36","20","5146063","","","63021","","","20",""
"","36","20","5146063","","","63022","","","22",""
"","91","0","5146063","","","63023","","","0",""
"","102","0","5146063","","","63024","","","0","0"
"","93","0.4","5146063","","","63025","","","0",""
"","37","2","5146063","","","63026","","","iris_out",""
"2.5","2","106611","5146063","0","","63027","","","-260","-288"
"2.5","2","1066","5146063","0","","63028","","","-260","-288"
"","93","2.5","5146063","","","63029","","","0",""
"","3","106611","5146063","","","63030","0.2","","sad_idle_blue","1"
"","3","1066","5146063","0","","63031","0.2","","sad_idle_blue","1"
"","93","0.1","5146063","","","63032","","","0",""
"","3","106611","5146063","","","63033","0.2","","tired_talk1","1"
"","3","1066","5146063","","","63034","0.2","","tired_talk1","1"
"0","21","vo_apg","5146063","","","63035","","","vo_apg_0301","0"
"1","11","106611","5146063","1","0","63036","0","0","嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","10"
"","91","0","5146063","","","63037","","","",""
"","3","106611","5146063","","","63038","0.2","","tired_talk2","1"
"","3","1066","5146063","","","63039","0.2","","tired_talk2","1"
"0","21","vo_apg","5146063","","","63040","","","vo_apg_0302","0"
"1","11","106611","5146063","1","0","63041","0","0","我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","10"
"","91","0","5146063","","","63042","","","",""
"","3","106611","5146063","","","63043","0.2","","tired_idle","1"
"","3","1066","5146063","","","63044","0.2","","tired_idle","1"
"","3","130911","5146063","","","63045","0.2","","talk_normal","1"
"","3","99","5146063","","","63046","0.2","","talk_normal","1"
"0","21","vo_apg","5146063","","","63047","","","vo_apg_0303","0"
"1","11","130911","5146063","1","0","63048","0","0","祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","10"
"","91","0","5146063","","","63049","","","",""
"","3","130911","5146063","","","63050","0.2","","idle_normal","1"
"","3","211","5146063","","","63051","0","","coaster_3_in","0"
"","4","106611","5146063","","","63052","","","0",""
"","4","1066","5146063","","","63053","","","0",""
"doya_talk_nervous_furimuki","3","106611","5146063","1","","63054","0","0","doya_in_nervous_furimuki","0"
"doya_talk_nervous_furimuki","3","1066","5146063","1","","63055","0","0","doya_in_nervous_furimuki","0"
"0","21","vo_apg","5146063","","","63056","","","vo_apg_0304","0"
"1","11","106611","5146063","1","0","63057","0","0","哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","10"
"","91","0","5146063","","","63058","","","",""
"","3","106611","5146063","","","63059","0.2","","cool_talk_dere","1"
"","3","1066","5146063","","","63060","0.2","","cool_talk_dere","1"
"0","21","vo_apg","5146063","","","63061","","","vo_apg_0305","0"
"1","11","106611","5146063","1","0","63062","0","0","雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","10"
"","91","0","5146063","","","63063","","","",""
"","3","106611","5146063","","","63064","0.2","","cool_idle_doya","1"
"","3","1066","5146063","","","63065","0.2","","cool_idle_doya","1"
"","3","211","5146063","","","63066","0","","coaster_3_out","0"
"","3","130911","5146063","","","63067","0.2","","kururu_sad_talk","1"
"","3","99","5146063","","","63068","0.2","","kururu_sad_talk","1"
"0","21","vo_apg","5146063","","","63069","","","vo_apg_0306","0"
"1","11","130911","5146063","1","0","63070","0","0","這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","10"
"","91","0","5146063","","","63071","","","",""
"","22","0","5146063","","","63072","","","0",""
"","3","130911","5146063","","","63073","0.2","","idle_normal_noface","1"
"","3","99","5146063","","","63074","0.2","","idle_normal_kururu","1"
"","3","106611","5146063","","","63075","0.2","","cool_idle_surprise","1"
"","3","1066","5146063","","","63076","0.2","","cool_idle_surprise","1"
"kuroche_pose_talk_anger","3","126411","5146063","1","","63077","0","0","kuroche_appear","0"
"kuroche_pose_talk_anger","3","98","5146063","1","","63078","0","0","kuroche_appear","0"
"","93","0.5","5146063","","","63079","","","0",""
"","122","15","5146063","","","63080","","","15","0.5"
"","32","16","5146063","","","63081","","","1",""
"","3","106611","5146063","","","63082","0","","inori_dodge_in","0"
"","3","1066","5146063","","","63083","0","","inori_dodge_in","0"
"","93","0.6","5146063","","","63084","","","0",""
"0","21","vo_apg","5146063","","","63085","","","vo_apg_0307","0"
"1","11","126411","5146063","1","0","63086","20","0","好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","10"
"","91","0","5146063","","","63087","","","",""
"","3","126411","5146063","","","63088","0.2","","kuroche_pose_idle_doya","1"
"inori_anger_talk","3","106611","5146063","1","","63089","0.1","0","inori_dodge_out","0"
"inori_anger_talk","3","1066","5146063","1","","63090","0.1","0","inori_dodge_out","0"
"0","21","vo_apg","5146063","","","63091","","","vo_apg_0308","0"
"1","11","106611","5146063","1","0","63092","0","0","啥？不是，我完全不懂\n妳們想做什麼……","10"
"","91","0","5146063","","","63093","","","",""
"","3","106611","5146063","","","63094","0.2","","inori_anger_idle","1"
"","3","1066","5146063","","","63095","0.2","","inori_anger_idle","1"
"","3","130911","5146063","","","63096","0.2","","kururu_guid_talk","1"
"","3","99","5146063","","","63097","0.2","","kururu_guid_talk","1"
"0","21","vo_apg","5146063","","","63098","","","vo_apg_0309","0"
"1","11","130911","5146063","1","0","63099","0","0","那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","10"
"","91","0","5146063","","","63100","","","",""
"","3","130911","5146063","","","63101","0.2","","idle_normal_noface","1"
"","3","99","5146063","","","63102","0.2","","idle_normal_kururu","1"
"","37","16","5146063","","","63103","","","low",""
"","23","se_10055900","5146063","","","63104","","","se_10055900_chroche_01","1"
"inori_jitabata_loop","3","106611","5146063","1","","63105","0.2","0","inori_jitabata_in","0"
"inori_jitabata_loop","3","1066","5146063","1","","63106","0.2","0","inori_jitabata_in","0"
"kuroche_catch_loop","3","126411","5146063","1","","63107","0.2","0","kuroche_catch_in","0"
"kuroche_catch_loop","3","98","5146063","1","","63108","0.2","0","kuroche_catch_in","0"
"0","21","vo_apg","5146063","","","63109","","","vo_apg_0310","0"
"1","11","126411","5146063","1","0","63110","112","-27","那麼那麼♪\n請牢牢抓住我喔～♪","10"
"","91","0","5146063","","","63111","","","",""
"","22","0","5146063","","","63112","","","0",""
"","24","se_10055900_chroche_01","5146063","","","63113","","","0.2",""
"","23","se_10055900","5146063","","","63114","","","se_10055900_chroche_02","0"
"","37","16","5146063","","","63115","","","high",""
"","122","5","5146063","","","63116","","","5","1"
"","93","1","5146063","","","63117","","","0",""
"","3","106611","5146063","","","63118","0","","inori_jitabata_takeoff","0"
"","3","1066","5146063","","","63119","0","","inori_jitabata_takeoff","0"
"","3","126411","5146063","","","63120","0","","kuroche_catch_takeoff","0"
"","3","98","5146063","","","63121","0","","kuroche_catch_takeoff","0"
"","122","100","5146063","","","63122","","","100","0.5"
"","93","0.4","5146063","","","63123","","","0",""
"","4","130911","5146063","","","63124","","","0",""
"","3","130911","5146063","","","63125","0","","kururu_furimuki_watch","0"
"","3","99","5146063","","","63126","0","","empty","0"
"","93","1.5","5146063","","","63127","","","0",""
"","37","2","5146063","","","63128","","","fade_in",""
"","93","1.5","5146063","","","63129","","","0",""
"","3","98","5146063","","","63130","0","","empty","0"
"","23","se_10055900","5146063","","","63131","","","se_10055900_chroche_03","1"
"","3","212","5146063","","","63132","0","","coaster_4_in","0"
"","23","se_10055900","5146063","","","63133","","","se_10055900_photo","0"
"","93","0.3","5146063","","","63134","","","0",""
"","122","30","5146063","","","63135","","","30","0.5"
"0","21","vo_apg","5146063","","","63136","","","vo_apg_0311","0"
"","3","20","5146063","","","63137","0","","0311_in","0"
"","93","3.6","5146063","","","63138","","","1",""
"","3","20","5146063","","","63139","0","","0311_mid","0"
"","92","","5146063","","","63140","","","",""
"","3","20","5146063","","","63141","0","","0311_out","0"
"","93","0.2","5146063","","","63142","","","0",""
"","122","30","5146063","","","63143","","","30","0.5"
"0","21","vo_apg","5146063","","","63144","","","vo_apg_0312","0"
"","3","20","5146063","","","63145","0","","0312_in","0"
"","93","2.4","5146063","","","63146","","","1",""
"","3","20","5146063","","","63147","0","","0312_mid","0"
"","92","","5146063","","","63148","","","",""
"","3","20","5146063","","","63149","0","","0312_out","0"
"","93","0.2","5146063","","","63150","","","0",""
"","37","20","5146063","","","63151","","","scale15",""
"","3","212","5146063","","","63152","0","","coaster_4_change","0"
"0","21","vo_apg","5146063","","","63153","","","vo_apg_0313","0"
"0","2","20","5146063","0","","63154","","","0","76"
"","3","20","5146063","","","63155","0","","empty","1"
"","3","22","5146063","","","63156","0","","0313_in","0"
"","93","2.4","5146063","","","63157","","","1",""
"","3","22","5146063","","","63158","0","","0313_mid","1"
"","92","","5146063","","","63159","","","",""
"","3","22","5146063","","","63160","0","","0313_out","0"
"","93","0.2","5146063","","","63161","","","0",""
"","22","0","5146063","","","63162","","","0",""
"","24","se_10055900_chroche_03","5146063","","","63163","","","0.5",""
"","37","2","5146063","","","63164","","","white",""
"","93","2","5146063","","","63165","","","0",""
"","37","20","5146063","","","63166","","","scale1",""
"","3","212","5146063","","","63167","0","","empty","0"
"","3","130911","5146063","","","63168","0.2","","kururu_wish_idle_joy","1"
"","3","99","5146063","","","63169","0.2","","idle_normal","1"
"","3","106611","5146063","","","63170","0.2","","see_guru","1"
"","3","1066","5146063","","","63171","0.2","","see_guru","1"
"","3","126411","5146063","","","63172","0.2","","idle_normal_joy","1"
"","4","130911","5146063","","","63173","","","1",""
"0","2","130911","5146063","0","","63174","","","225","-278"
"0","2","106611","5146063","0","","63175","","","0","-288"
"0","2","1066","5146063","0","","63176","","","0","-288"
"0","2","126411","5146063","0","","63177","","","-225","-278"
"","93","2","5146063","","","63178","","","0",""
"","3","126411","5146063","","","63179","0.2","","joy_talk","1"
"0","21","vo_apg","5146063","","","63180","","","vo_apg_0314","0"
"1","11","126411","5146063","1","0","63181","0","0","好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","10"
"","91","0","5146063","","","63182","","","",""
"","3","126411","5146063","","","63183","0.2","","idle_normal_joy","1"
"0","33","2","5146063","0","","63184","","","23","-108"
"","37","2","5146063","","","63185","","","iris_end_1",""
"","3","106611","5146063","","","63186","0.2","","gakkari","0"
"","3","1066","5146063","","","63187","0.2","","gakkari","0"
"0","21","vo_apg","5146063","","","63188","","","vo_apg_0315","0"
"0","11","106611","5146063","0","1.1","63189","23","-31","嗚噗……我已經受夠了啦……","4"
"","93","6","5146063","","","63190","","","0",""
"","37","2","5146063","","","63191","","","iris_end_2",""
"","93","1","5146063","","","63192","","","0",""
"","101","63194","5146063","","","63193","","","",""
"","22","0","5146063","","","63194","","","0.2",""
"-130","1","1","5146064","-480","walk_normal","64001","1.8","1","105811","106"
"-130","5","6","5146064","-480","walk_normal","64002","1.8","1","1058","107"
"130","1","1","5146064","-480","walk_normal","64003","1.8","1","131511","103"
"290","1","1","5146064","-278","idle_normal_noface","64004","1.8","1","130911","100"
"290","5","1","5146064","-278","idle_normal_kururu","64005","1.8","1","99","101"
"","13","105811","5146064","","","64006","","","206",""
"","13","131511","5146064","","","64007","","","203",""
"","13","130911","5146064","","","64008","","","200",""
"0","5","8","5146064","-174","idle","64009","0.85","0","8","15"
"-242","5","20","5146064","-53","empty","64010","1","0","20","210"
"-128","5","22","5146064","-194","empty","64011","1","0","22","211"
"0","31","1","5146064","1","","64012","1","","1","0"
"-57.7","31","2","5146064","1","","64013","0","","2","0"
"0","31","12","5146064","1","","64014","0","","12","0"
"0","31","13","5146064","1","","64015","0","","13","0"
"0","31","20","5146064","1","","64016","1","","20","0"
"","36","20","5146064","","","64017","","","105811",""
"","36","20","5146064","","","64018","","","131511",""
"","36","20","5146064","","","64019","","","20",""
"","36","20","5146064","","","64020","","","22",""
"","91","0","5146064","","","64021","","","0",""
"","102","0","5146064","","","64022","","","0","0"
"","32","13","5146064","","","64023","","","1",""
"","37","20","5146064","","","64024","","","scale15",""
"","93","2","5146064","","","64025","","","",""
"0","21","vo_apg","5146064","","","64026","","","vo_apg_0401","0"
"","3","22","5146064","","","64027","0","","0401_in","0"
"","93","2.7","5146064","","","64028","","","1",""
"","3","22","5146064","","","64029","0","","0401_mid","0"
"","92","","5146064","","","64030","","","",""
"","3","22","5146064","","","64031","0","","0401_out","0"
"","93","0.2","5146064","","","64032","","","0",""
"0","2","22","5146064","0","","64033","","","129","-194"
"0","21","vo_apg","5146064","","","64034","","","vo_apg_0402","0"
"","3","22","5146064","","","64035","0","","0402_in","0"
"","93","2.9","5146064","","","64036","","","1",""
"","3","22","5146064","","","64037","0","","0402_mid","0"
"","92","","5146064","","","64038","","","",""
"","3","22","5146064","","","64039","0","","0402_out","0"
"","93","0.2","5146064","","","64040","","","0",""
"","22","0","5146064","","","64041","","","0",""
"","3","22","5146064","","","64042","0","","empty","1"
"","93","0.5","5146064","","","64043","","","0",""
"","32","2","5146064","","","64044","","","1",""
"","37","2","5146064","","","64045","","","fade_in",""
"","93","1","5146064","","","64046","","","0",""
"","32","13","5146064","","","64047","","","0",""
"","37","20","5146064","","","64048","","","scale1",""
"0","2","105811","5146064","0","","64049","","","-194","-298"
"0","2","1058","5146064","0","","64050","","","-194","-298"
"0","2","131511","5146064","0","","64051","","","-34","-288"
"","37","2","5146064","","","64052","","","iris_out",""
"2","2","105811","5146064","0","","64053","","","-385","-298"
"2","2","1058","5146064","0","","64054","","","-385","-298"
"2","2","131511","5146064","0","","64055","","","-225","-288"
"","93","2","5146064","","","64056","","","0",""
"","4","105811","5146064","","","64057","","","0",""
"","4","1058","5146064","","","64058","","","0",""
"","4","131511","5146064","","","64059","","","0",""
"","3","105811","5146064","","","64060","0.2","","idle_normal","1"
"","3","1058","5146064","0","","64061","0.2","","idle_normal","1"
"","3","131511","5146064","","","64062","0.2","","idle_normal","1"
"","93","0.5","5146064","","","64063","","","0",""
"","3","130911","5146064","","","64064","0.2","","talk_normal","1"
"","3","99","5146064","","","64065","0.2","","talk_normal","1"
"0","21","vo_apg","5146064","","","64066","","","vo_apg_0403","0"
"1","11","130911","5146064","1","0","64067","0","0","好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","7"
"","91","0","5146064","","","64068","","","",""
"","3","130911","5146064","","","64069","0.2","","kururu_wish_talk_joy","1"
"","3","99","5146064","","","64070","0.2","","kururu_wish_talk_joy","1"
"0","21","vo_apg","5146064","","","64071","","","vo_apg_0404","0"
"1","11","130911","5146064","1","0","64072","0","0","摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","8"
"","91","0","5146064","","","64073","","","",""
"","3","130911","5146064","","","64074","0.2","","idle_normal_noface","1"
"","3","99","5146064","","","64075","0.2","","idle_normal_kururu","1"
"guts2_talk_joy","3","105811","5146064","1","","64076","0.2","0","guts2_in_joy","0"
"guts2_talk_joy","3","1058","5146064","1","","64077","0.2","0","guts2_in_joy","0"
"0","21","vo_apg","5146064","","","64078","","","vo_apg_0405","0"
"1","11","105811","5146064","1","0","64079","0","0","是的！看上去\n非常美味☆","7"
"","91","0","5146064","","","64080","","","",""
"","3","105811","5146064","","","64081","0.2","","guts2_idle_joy","1"
"","3","1058","5146064","","","64082","0.2","","guts2_idle_joy","1"
"","3","131511","5146064","","","64083","0.5","","memory_talk","1"
"0","21","vo_apg","5146064","","","64084","","","vo_apg_0406","0"
"1","11","131511","5146064","1","0","64085","0","0","肚子。\n咕嚕嚕……","10"
"","91","0","5146064","","","64086","","","",""
"","3","131511","5146064","","","64087","0.2","","memory_idle","1"
"","3","130911","5146064","","","64088","0.2","","joy_talk","1"
"","3","99","5146064","","","64089","0.2","","joy_talk","1"
"0","21","vo_apg","5146064","","","64090","","","vo_apg_0407","0"
"1","11","130911","5146064","1","0","64091","0","0","就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","9"
"","91","0","5146064","","","64092","","","",""
"","3","130911","5146064","","","64093","0.5","","kururu_joy_slow","1"
"","3","131511","5146064","","","64094","0.5","","anger_idle_anger","1"
"0","21","vo_apg","5146064","","","64095","","","vo_apg_0408","0"
"1","11","131511","5146064","1","0","64096","0","0","衝刺。","8"
"","91","0","5146064","","","64097","","","",""
"","3","131511","5146064","","","64098","0.2","","walk_jog_dere","1"
"3","2","131511","5146064","0","","64099","","","1100","-288"
"","93","0.5","5146064","","","64100","","","0",""
"anger_talk_normal2","3","105811","5146064","1","","64101","0.2","0.2","notice_in_normal2","0"
"anger_talk_normal2","3","1058","5146064","1","","64102","0.2","0.2","notice_in_normal2","0"
"0","21","vo_apg","5146064","","","64103","","","vo_apg_0409","0"
"1","11","105811","5146064","1","0","64104","0","0","啊，請等一下\n普蕾西亞～！\n我也要去！","7"
"","91","0","5146064","","","64105","","","",""
"","22","0","5146064","","","64106","","","0",""
"","3","105811","5146064","","","64107","0.2","","run_dash_doya","1"
"","3","1058","5146064","","","64108","0.2","","run_dash_doya","1"
"1.8","2","105811","5146064","0","","64109","","","1100","-298"
"1.8","2","1058","5146064","0","","64110","","","1100","-298"
"","93","1.8","5146064","","","64111","","","0",""
"","4","130911","5146064","","","64112","","","0",""
"anger_talk_surprise2_shy","3","130911","5146064","1","","64113","0","0.2","hawawa","0"
"0","21","vo_apg","5146064","","","64114","","","vo_apg_0410","0"
"1","11","130911","5146064","1","0","64115","0","0","哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","9"
"","91","0","5146064","","","64116","","","",""
"","22","0","5146064","","","64117","","","0",""
"","93","0.1","5146064","","","64118","","","0",""
"","37","1","5146064","","","64119","","","alter",""
"","32","12","5146064","","","64120","","","1",""
"","93","0.4","5146064","","","64121","","","0",""
"1","6","8","5146064","0","","64122","0","0","1","1"
"0","2","105811","5146064","0","","64123","","","-725","-278"
"0","2","1058","5146064","0","","64124","","","-725","-278"
"0","2","131511","5146064","0","","64125","","","-925","-278"
"","3","105811","5146064","","","64126","0","","run_dash_peko","1"
"","3","1058","5146064","","","64127","0","","run_dash_peko","1"
"","3","131511","5146064","","","64128","0","","run_dash_presia","1"
"","3","130911","5146064","","","64129","0","","empty","1"
"10","2","105811","5146064","0","","64130","","","1185","-278"
"10","2","1058","5146064","0","","64131","","","1185","-278"
"10","2","131511","5146064","0","","64132","","","985","-278"
"","93","0.3","5146064","","","64133","","","0",""
"","93","0.8","5146064","","","64134","","","0",""
"0","21","vo_apg","5146064","","","64135","","","vo_apg_0411","0"
"0","11","105811","5146064","0","1","64136","40","0","首先就從那間攤販開始～☆","11"
"","93","3","5146064","","","64137","","","0",""
"0","21","vo_apg","5146064","","","64138","","","vo_apg_0412","0"
"0","11","131511","5146064","0","1.3","64139","40","0","全部，\n都要吃喔。","9"
"","93","0.3","5146064","","","64140","","","0",""
"","93","3.6","5146064","","","64141","","","0",""
"","101","64143","5146064","","","64142","","","",""
"","22","0","5146064","","","64143","","","0.2",""
"-225","1","1","5146065","-278","wish_idle_normal_lookup","65001","1.8","0","131011","110"
"-225","5","1","5146065","-278","idle_normal","65002","1.8","0","99","111"
"-225","5","1","5146065","-278","idle_normal","65003","1.8","0","98","109"
"225","1","1","5146065","-278","idle_normal_noface","65004","1.8","1","130911","101"
"225","5","1","5146065","-278","idle_normal_kururu","65005","1.8","1","97","102"
"225","5","1","5146065","-278","idle_normal","65006","1.8","1","96","100"
"-920","1","1","5146065","-305","empty","65007","1.85","0","106011","105"
"-920","5","4","5146065","-305","empty","65008","1.85","0","1060","106"
"","13","131011","5146065","","","65009","","","210",""
"","13","130911","5146065","","","65010","","","201",""
"","13","106011","5146065","","","65011","","","205",""
"0","5","8","5146065","-174","idle","65012","0.85","0","8","15"
"0","31","1","5146065","1","","65013","1","","1","0"
"","91","0","5146065","","","65014","","","0",""
"","102","0","5146065","","","65015","","","0","0"
"","93","1","5146065","","","65016","","","0",""
"","3","131011","5146065","","","65017","0.2","","wish_idle_joy_lookup","1"
"0","21","vo_apg","5146065","","","65018","","","vo_apg_0501","0"
"1","11","131011","5146065","1","0","65019","0","0","咕嚕轉～\n咕嚕轉～","13"
"","91","0","5146065","","","65020","","","",""
"","3","130911","5146065","","","65021","0.2","","talk_normal_surprise","1"
"","3","97","5146065","","","65022","0.2","","talk_normal_surprise","1"
"0","21","vo_apg","5146065","","","65023","","","vo_apg_0502","0"
"1","11","130911","5146065","1","0","65024","0","0","真步小小姐，\n怎麼了嗎？","7"
"","91","0","5146065","","","65025","","","",""
"","3","130911","5146065","","","65026","0.2","","idle_normal_noface","1"
"","3","97","5146065","","","65027","0.2","","idle_normal_kururu","1"
"","3","131011","5146065","","","65028","0.2","","sad_talk_normalR","1"
"0","21","vo_apg","5146065","","","65029","","","vo_apg_0503","0"
"1","11","131011","5146065","1","0","65030","0","0","嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","10"
"","91","0","5146065","","","65031","","","",""
"notice_loop_normal2","3","131011","5146065","1","","65032","0.2","0","notice_in_normal2","0"
"0","21","vo_apg","5146065","","","65033","","","vo_apg_0504","0"
"1","11","131011","5146065","1","0","65034","0","0","對了♪","10"
"","91","0","5146065","","","65035","","","",""
"","3","130911","5146065","","","65036","0.2","","kururu_wish_idle_light","1"
"","3","97","5146065","","","65037","0.2","","kururu_wish_idle_light","1"
"maho_kururinpa_loop","3","131011","5146065","1","","65038","0","0","maho_kururinpa_in","0"
"maho_kururinpa_loopF","3","99","5146065","1","","65039","0","0","maho_kururinpa_inF","0"
"maho_kururinpa_loopB","3","98","5146065","1","","65040","0","0","maho_kururinpa_inB","0"
"0","21","vo_apg","5146065","","","65041","","","vo_apg_0505","0"
"1","11","131011","5146065","1","0","65042","0","0","神奇真步魔法靈咕嚕靈波～♪","9"
"","91","0","5146065","","","65043","","","",""
"","3","130911","5146065","","","65044","0.2","","kururu_wish_talk_joy","1"
"0","21","vo_apg","5146065","","","65045","","","vo_apg_0506","0"
"1","11","130911","5146065","1","0","65046","0","0","哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","8"
"","91","0","5146065","","","65047","","","",""
"idle_normal","3","131011","5146065","1","","65048","0","0.2","maho_kururinpa_out","0"
"idle_normal","3","99","5146065","1","","65049","0","0.2","maho_kururinpa_outF","0"
"idle_normal","3","98","5146065","1","","65050","0","0.2","maho_kururinpa_outB","0"
"kururu_kururinpa_loop","3","130911","5146065","0","","65051","0.2","0","kururu_sad_talk_surprise_to_kururinpa","0"
"kururu_kururinpa_loopF","3","97","5146065","0","","65052","0.2","0","kururu_sad_talk_surprise_to_kururinpaF","0"
"kururu_kururinpa_loopB","3","96","5146065","0","","65053","0.2","0","kururu_sad_talk_surprise_to_kururinpaB","0"
"0","21","vo_apg","5146065","","","65054","","","vo_apg_0507","0"
"1","11","130911","5146065","1","0","65055","0","0","我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","9"
"","91","0","5146065","","","65056","","","",""
"idle_normal_noface","3","130911","5146065","1","","65057","0","0","kururu_kururinpa_out","0"
"idle_normal_kururu","3","97","5146065","1","","65058","0","0","kururu_kururinpa_outF","0"
"idle_normal","3","96","5146065","1","","65059","0","0","kururu_kururinpa_outB","0"
"","3","131011","5146065","","","65060","0.2","","joy_talk","1"
"0","21","vo_apg","5146065","","","65061","","","vo_apg_0508","0"
"1","11","131011","5146065","1","0","65062","0","0","妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","11"
"","91","0","5146065","","","65063","","","",""
"","3","131011","5146065","","","65064","0.2","","idle_normal","1"
"kururu_kururinpa_loop","3","130911","5146065","0","","65065","0.2","0","kururu_hello_fast_to_kururinpa","0"
"kururu_kururinpa_loopF","3","97","5146065","0","","65066","0.2","0","kururu_hello_fast_to_kururinpaF","0"
"kururu_kururinpa_loopB","3","96","5146065","0","","65067","0.2","0","kururu_hello_fast_to_kururinpaB","0"
"0","21","vo_apg","5146065","","","65068","","","vo_apg_0509","0"
"1","11","130911","5146065","1","0","65069","0","0","好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","9"
"","91","0","5146065","","","65070","","","",""
"idle_normal_noface","3","130911","5146065","1","","65071","0","0","kururu_kururinpa_out","0"
"idle_normal_kururu","3","97","5146065","1","","65072","0","0","kururu_kururinpa_outF","0"
"idle_normal","3","96","5146065","1","","65073","0","0","kururu_kururinpa_outB","0"
"sad_talk_normalR","3","131011","5146065","1","","65074","0.2","0.2","smile2","0"
"sad_talk_normalR","3","99","5146065","1","","65075","0.2","0.2","smile2","0"
"sad_talk_normalR","3","98","5146065","1","","65076","0.2","0.2","smile2","0"
"0","21","vo_apg","5146065","","","65077","","","vo_apg_0510","0"
"1","11","131011","5146065","1","0","65078","0","0","呵呵♪\n好像在繞口令呢♪","10"
"","91","0","5146065","","","65079","","","",""
"maho_kurukuru_loop","3","131011","5146065","1","","65080","0.2","0","maho_kurukuru_in","0"
"maho_kurukuru_loopF","3","99","5146065","1","","65081","0.2","0","maho_kurukuru_inF","0"
