7d5ca8a1ff8219366586c3425a8e6ee8ae9d085fbd2a351f44fdc3a148385349,1f6bc08671be2246ae3a65be71e300cef6efc03543e4f06124f4cd64ad0b72a2,5658b958e46de82ae20d11c7c6b5b71c703567f4c71d3fec233932fd377a1c5f,233e4b47a8c6a4dfde5909c1ee04109179bc81c3d526a270a5bad713b294eb32,c988c866164772973cd6fb262226e03c1d0b2b7a00f48cd30c5941522cfd11cc,f54575ae38935999695715bedf281c640e74e55779f94109b66fee96549e6163,7dce408cbfdc00506d4e14ece9c462a69c083d51da76a30c4442bf04f5d5a5f0,0e4b58733d4962782b249b449957ba9ea44e200a2e8e628c1e9f7ea0b8bf8cf4,0c2cb4a997a324ae33b667515d64c27654c8c47092bd1776a37b1e19564afccb,5e6e8f35f25f4b255372a04aa619639bf5095e4f0b409088dd71cbae1f2a9161,d810aa0a106b9bb364fd94179601da58d4b7515a2cb77c2f6d6b442fa7e3dcdc
"","","0.6","0","3112","","","93","","","131120044"
"0.2","","3","round_monster_idle","3112","","1","3","","","131120045"
"","","0.4","0","3112","","","93","","","131120046"
"","","1000001","0","3112","","-250","2","0","0","131120047"
"","","1000001","escape","3112","","1","3","","","131120048"
"","","1000001","-600","3112","","-250","2","0","1","131120049"
"","","1","0","3112","","","93","","","131120050"
"0.2","","1000001","1","3112","","1","6","0","1","131120051"
"","","0.4","0","3112","","","93","","","131120052"
"","","2","0","3112","","","113","","","131120053"
"0","","311300","311300","3113","","345.4","31","1","0","131130001"
"","","0","","3113","","","91","","","131130002"
"0.2","","1000001","wait_gradeUp","3113","","0","3","","","131130003"
"","","311300","1","3113","","","32","","","131130004"
"","","0.1","0","3113","","","93","","","131130005"
"","","3","0","3113","","","32","","","131130006"
"","","0.8","0","3113","","","93","","","131130007"
"0","","1.05","1.05","3113","","1.05","123","0","1.05","131130008"
"","","5","5","3113","","0.5","122","","","131130009"
"","","1.1","0","3113","","","93","","","131130010"
"0","","1.05","1.05","3113","","1.05","123","0","1.05","131130011"
"","","10","10","3113","","0.5","122","","","131130012"
"","","0.8","0","3113","","","93","","","131130013"
"0.2","","1000001","glad_dot_light","3113","","0","3","","","131130014"
"","","0.1","0","3113","","","93","","","131130015"
"5","","0.907","0.907","3113","","0.907","123","0.4","0.907","131130016"
"","","1","0","3113","","","93","","","131130017"
"0.2","","1000001","disappoint","3113","","0","3","","","131130018"
"","","1","0","3113","","","93","","","131130019"
"","","2","","3113","","","113","","","131130020"
"0","","311400","311400","3114","","345.4","31","1","0","131140001"
"","","0","","3114","","","91","","","131140002"
"0","","1.05","1.05","3114","","1.05","123","7.4","1.05","131140003"
"0.2","","1000001","wait","3114","","0","3","","","131140004"
"","","311400","1","3114","","","32","","","131140005"
"","","0.1","0","3114","","","93","","","131140006"
"","","2","0","3114","","","32","","","131140007"
"","","3.4","0","3114","","","93","","","131140008"
"5","","0.95","0.95","3114","","0.95","123","3.2","0.95","131140009"
"0.1","0","1000001","shock_short_in","3114","","0","3","1","shock_short_loop","131140010"
"","","1.4","0","3114","","","93","","","131140011"
"0.2","","1000001","disappoint","3114","","0","3","","","131140012"
"","","0.7","0","3114","","","93","","","131140013"
"","","2","","3114","","","113","","","131140014"
"0","","312100","312100","3121","","345.4","31","1","0","131210001"
"","","0","","3121","","","91","","","131210002"
"0","","1.05","1.05","3121","","1.05","123","7.4","1.05","131210003"
"0.2","","1000001","wait","3121","","0","3","","","131210004"
"","","2","1","3121","","","35","","","131210005"
"","","se_travel","se_travel_treasure_big_rock","3121","","0","23","","","131210006"
"","","3.7","0","3121","","","93","","","131210007"
"","","312100","1","3121","","","32","","","131210008"
"","","15","15","3121","","0.65","122","","","131210009"
"","","0.5","0","3121","","","93","","","131210010"
"","","20","20","3121","","3.2","122","","","131210011"
"0.2","","1000001","shock_jump_short","3121","","0","3","","","131210012"
"","","0","0","3121","","","91","","","131210013"
"0","","1000001","escape","3121","","1","3","","","131210014"
"","","1000001","-880","3121","","-240","2","0","2","131210015"
"","","0.8","0","3121","","","93","","","131210016"
"","","2","","3121","","","113","","","131210017"
"0.2","","1000001","idle","3122","","1","3","","","131220001"
"0","","312200","11","3122","","345","31","1","-65","131220002"
"0","","312201","12","3122","","345","31","1","-65","131220003"
"","","0","","3122","","","91","","","131220004"
"0","0","1.05","1.05","3122","","1.05","123","6.8","1.05","131220005"
"0.2","","1000001","wait","3122","","0","3","","","131220006"
"","","2","1","3122","","","35","","","131220007"
"","","4","0","3122","","","93","","","131220008"
"0","","0.95","0.95","3122","","0.95","123","0.4","0.95","131220009"
"","","11","1","3122","","","32","","","131220010"
"","","12","1","3122","","","32","","","131220011"
"","","1000001","arrow_panic","3122","","0","3","","","131220012"
"","","2.7","0","3122","","","93","","","131220013"
"","","2","0","3122","","","113","","","131220014"
"0","","6","6","3123","","345.4","31","1","0","131230001"
"0","","7","7","3123","","345.4","31","1","0","131230002"
"0","","310000","310000","3123","","345.4","31","1","0","131230003"
"0","","312300","312300","3123","","345.4","31","1","0","131230004"
"1","","990001","990001","3123","","345.4","31","1","0","131230005"
"1.1","0","4","14","3123","reward_loop","14","5","-180","345","131230006"
"","","0","","3123","","","91","","","131230007"
"0","","1.05","1.05","3123","","1.05","123","7.4","1.05","131230008"
"0.2","","1000001","wait","3123","","0","3","","","131230009"
"","","2","1","3123","","","35","","","131230010"
"","","4.9","0","3123","","","93","","","131230011"
"","","30","30","3123","","0.4","122","","","131230012"
"","","312300","1","3123","","","32","","","131230013"
"","","6","1","3123","","","32","","","131230014"
"","","0.1","0","3123","","","93","","","131230015"
"","","2","0","3123","","","32","","","131230016"
"","","3","0","3123","","","32","","","131230017"
"","","1000001","dotEyes_noEmotion","3123","","0","3","","","131230018"
"","","vo_travel_round_event","vo_travel_round_event_3123","3123","","0","21","","0","131230019"
"","","2.5","0","3123","","","93","","","131230020"
"","","7","1","3123","","","32","","","131230021"
"","","0.1","0","3123","","","93","","","131230022"
"","","6","0","3123","","","32","","","131230023"
"","","0.2","0","3123","","","93","","","131230024"
"0","","0.95","0.95","3123","","0.95","123","0.3","0.95","131230025"
"","","310000","1","3123","","","32","","","131230026"
"","","0.2","0","3123","","","93","","","131230027"
"","","50","50","3123","","0.6","122","","","131230028"
"","","1.6","0","3123","","","93","","","131230029"
"","","2","","3123","","","113","","","131230030"
"0","","312400","312400","3124","","345.4","31","1","0","131240001"
"0","","8","8","3124","","345.4","31","1","0","131240002"
"","","8","0","3124","","","35","","","131240003"
"","","8","1","3124","","","32","","","131240004"
"1","","990002","990002","3124","","345.4","31","1","0","131240005"
"0.5","0","2","3124","3124","empty","56","5","-240","345.4","131240006"
"","","0","","3124","","","91","","","131240007"
"0","","1.05","1.05","3124","","1.05","123","7.4","1.05","131240008"
"0.2","","1000001","wait","3124","","0","3","","","131240009"
"","","2","1","3124","","","35","","","131240010"
"","","5.4","0","3124","","","93","","","131240011"
"","","312400","1","3124","","","32","","","131240012"
"","","0.1","0","3124","","","93","","","131240013"
"","","2","0","3124","","","32","","","131240014"
"0","","0.95","0.95","3124","","0.95","123","0.4","0.95","131240015"
"0.2","","1000001","glad","3124","","0","3","","","131240016"
"0","","3124","drop","3124","","0","3","","","131240017"
"","","0.7","0","3124","","","93","","","131240018"
"0.2","","1000001","joy_short","3124","","0","3","","","131240019"
"","","0.7","0","3124","","","93","","","131240020"
"0","","3124","shock","3124","","0","3","","","131240021"
"","","0.8","0","3124","","","93","","","131240022"
"0.2","","1000001","shock_jump_mimic","3124","","0","3","0","","131240023"
"","","2.4","0","3124","","","93","","","131240024"
"","","2","","3124","","","113","","","131240025"
"0","","320000","320000","3200","","345.4","31","1","0","132000001"
"0","","110","110","3200","","345.4","31","1","0","132000002"
"0","","111","111","3200","","345.4","31","1","0","132000003"
"1","","990001","990001","3200","","345.4","31","1","0","132000004"
"","","0","","3200","","","91","","","132000005"
"0","","1.05","1.05","3200","","1.05","123","7.4","1.05","132000006"
"0.2","","1000001","wait","3200","","0","3","","","132000007"
"","","2","1","3200","","","35","","","132000008"
"","","5.4","0","3200","","","93","","","132000009"
"0.2","","1000001","glad","3200","","0","3","","","132000010"
"","","320000","1","3200","","","32","","","132000011"
"","","1","0","3200","","","93","","","132000012"
"5","","0.95","0.95","3200","","0.95","123","0.8","0.95","132000013"
"","","110","1","3200","","","32","","","132000014"
"","","111","1","3200","","","32","","","132000015"
"","","0.1","0","3200","","","93","","","132000016"
"","","2","0","3200","","","32","","","132000017"
"","","3","0","3200","","","32","","","132000018"
"","","1.1","0","3200","","","93","","","132000019"
"0.2","0","1000001","joy_round3_in","3200","","0","3","1","joy_round3_loop","132000020"
"","","0.5","0","3200","","","93","","","132000021"
"","","998","1","3200","","","32","","","132000022"
"","","5.2","0","3200","","","93","","","132000023"
"","","1","","3200","","","113","","","132000024"
"0","","320000","320000","3201","","345.4","31","1","0","132010001"
"0","","110","110","3201","","345.4","31","1","0","132010002"
"0","","111","111","3201","","345.4","31","1","0","132010003"
"1","","990002","990002","3201","","345.4","31","1","0","132010004"
"","","0","","3201","","","91","","","132010005"
"0","","1.05","1.05","3201","","1.05","123","7.4","1.05","132010006"
"0.2","","1000001","wait","3201","","0","3","","","132010007"
"","","2","1","3201","","","35","","","132010008"
"","","5.4","0","3201","","","93","","","132010009"
"0.2","","1000001","glad","3201","","0","3","","","132010010"
"","","320000","1","3201","","","32","","","132010011"
"","","1","0","3201","","","93","","","132010012"
"5","","0.95","0.95","3201","","0.95","123","0.8","0.95","132010013"
"","","110","1","3201","","","32","","","132010014"
"","","111","1","3201","","","32","","","132010015"
"","","0.1","0","3201","","","93","","","132010016"
"","","2","0","3201","","","32","","","132010017"
"","","3","0","3201","","","32","","","132010018"
"","","1.1","0","3201","","","93","","","132010019"
"0.2","0","1000001","joy_round3_in","3201","","0","3","1","joy_round3_loop","132010020"
"","","0.5","0","3201","","","93","","","132010021"
"","","998","1","3201","","","32","","","132010022"
"","","5.2","0","3201","","","93","","","132010023"
"","","1","","3201","","","113","","","132010024"
"0","","320000","320000","3202","","345.4","31","1","0","132020001"
"0","","320001","320001","3202","","345.4","31","1","0","132020002"
"0","","110","110","3202","","345.4","31","1","0","132020003"
"0","","111","111","3202","","345.4","31","1","0","132020004"
"1","","990003","990003","3202","","345.4","31","1","0","132020005"
"","","0","","3202","","","91","","","132020006"
"0","","1.05","1.05","3202","","1.05","123","7.4","1.05","132020007"
"0.2","","1000001","wait","3202","","0","3","","","132020008"
"","","320001","1","3202","","","32","","","132020009"
"","","0.1","0","3202","","","93","","","132020010"
"","","2","0","3202","","","32","","","132020011"
"","","5.3","0","3202","","","93","","","132020012"
"0.2","","1000001","glad","3202","","0","3","","","132020013"
"","","320000","1","3202","","","32","","","132020014"
"","","1","0","3202","","","93","","","132020015"
"5","","0.95","0.95","3202","","0.95","123","0.8","0.95","132020016"
"","","110","1","3202","","","32","","","132020017"
"","","111","1","3202","","","32","","","132020018"
"","","0.1","0","3202","","","93","","","132020019"
"","","320001","0","3202","","","32","","","132020020"
"","","3","0","3202","","","32","","","132020021"
"","","1.1","0","3202","","","93","","","132020022"
"0.2","0","1000001","joy_round3_in","3202","","0","3","1","joy_round3_loop","132020023"
"","","0.5","0","3202","","","93","","","132020024"
"","","998","1","3202","","","32","","","132020025"
"","","5.2","0","3202","","","93","","","132020026"
"","","1","","3202","","","113","","","132020027"
"0","","6","6","3211","","345.4","31","1","0","132110001"
"0","","7","7","3211","","345.4","31","1","0","132110002"
"0","","8","8","3211","","345.4","31","1","0","132110003"
"0","","111","111","3211","","345.4","31","1","0","132110004"
"0","","110","110","3211","","345.4","31","1","0","132110005"
"0","","321100","321100","3211","","345.4","31","1","0","132110006"
"0","","321101","321101","3211","","345.4","31","1","0","132110007"
"0","","321102","321102","3211","","345.4","31","1","0","132110008"
"1.3","0","3","13","3211","appear","55","5","0","8000","132110009"
"0.89","1","2","100711","3211","03_run","56","1","-250","8000","132110010"
"","","0","","3211","","","91","","","132110011"
"0","0","13","1","3211","","1","6","0","1","132110012"
"","","13","95","3211","","-250","2","0","0","132110013"
"","","100711","1100","3211","","-250","2","0","0","132110014"
"0","","1.05","1.05","3211","","1.05","123","7.4","1.05","132110015"
"0.2","","1000001","wait","3211","","0","3","","","132110016"
"","","2","1","3211","","","35","","","132110017"
"","","4.9","0","3211","","","93","","","132110018"
"0","","0.95","0.95","3211","","0.95","123","0.3","0.95","132110019"
"","","se_travel","se_travel_treasure_ghost_special_success","3211","","0","23","","","132110020"
"","","8","1","3211","","","32","","","132110021"
"","","8","0","3211","","","35","","","132110022"
"","","6","1","3211","","","32","","","132110023"
"","","0.1","0","3211","","","93","","","132110024"
"","","2","0","3211","","","32","","","132110025"
"","","3","0","3211","","","32","","","132110026"
"0.2","","1000001","dotEyes","3211","","0","3","","","132110027"
"","","0.3","0","3211","","","93","","","132110028"
"","","13","appear","3211","","0","3","","","132110029"
"0","0","13","1","3211","","1","6","1","1","132110030"
"","","0.67","0","3211","","","93","","","132110031"
"","","1000001","shock_jump","3211","","0","3","","","132110032"
"","","1000001","70","3211","","-250","2","0","1","132110033"
"","","1.1","0","3211","","","93","","","132110034"
"","","1000001","escape","3211","","1","3","","","132110035"
"","","1000001","-350","3211","","-250","2","0","1.2","132110036"
"","","13","march_pudding","3211","","0","3","","","132110037"
"","","7","1","3211","","","32","","","132110038"
"","","0.1","0","3211","","","93","","","132110039"
"","","6","0","3211","","","32","","","132110040"
"","","0.3","0","3211","","","93","","","132110041"
"","","321100","1","3211","","","32","","","132110042"
"","","0.4","0","3211","","","93","","","132110043"
"","","100711","630","3211","","-250","2","0","1.1","132110044"
"","","0.9","0","3211","","","93","","","132110045"
"","","vo_travel_round_event","vo_travel_round_event_3211","3211","","1","21","","0","132110046"
"","","0.2","0","3211","","","93","","","132110047"
"","0","100711","03_idle","3211","","1","3","","","132110048"
"","","0.3","0","3211","","","93","","","132110049"
"0.2","0.2","100711","03_attack","3211","","0","3","","03_idle","132110050"
"","","321101","1","3211","","","32","","","132110051"
"","","1000001","run","3211","","1","3","","","132110052"
"","","1000001","0","3211","","","4","","","132110053"
"","","1000001","70","3211","","-250","2","0","2","132110054"
"","","0.6","0","3211","","","93","","","132110055"
"","","321102","1","3211","","","32","","","132110056"
"","","110","1","3211","","","32","","","132110057"
"","","111","1","3211","","","32","","","132110058"
"","","0.1","0","3211","","","93","","","132110059"
"","","7","0","3211","","","32","","","132110060"
"","","1.2","0","3211","","","93","","","132110061"
"","","8","0","3211","","","32","","","132110062"
"","","0.1","0","3211","","","93","","","132110063"
"0.2","","100711","03_joy_short","3211","","0","3","","","132110064"
"0.2","0.2","1000001","joy_round3_in","3211","","0","3","1","joy_round3_loop","132110065"
"","","998","1","3211","","","32","","","132110066"
"","","0.7","0","3211","","","93","","","132110067"
"","","13","pudding_loop","3211","","1","3","","","132110068"
"","","4.5","0","3211","","","93","","","132110069"
"","","1","","3211","","","113","","","132110070"
"0.2","","1000001","idle","3212","","1","3","","","132120001"
"0","","301200","13","3212","","0","31","1","0","132120002"
"0","","101","14","3212","","0","31","1","0","132120003"
"0","","301204","16","3212","","260","31","1","-150","132120004"
"0","","301204","19","3212","","320","31","1","-120","132120005"
"0","","301205","17","3212","","0","31","1","0","132120006"
"0","","6","18","3212","","345.4","31","1","0","132120007"
"0","","301201","20","3212","","345.4","31","1","0","132120008"
"0","","301202","21","3212","","345.4","31","1","0","132120009"
"0","","111","111","3212","","345.4","31","1","0","132120010"
"","","111","0","3212","","","35","","","132120011"
"0","","110","110","3212","","345.4","31","1","0","132120012"
"1","0","1","3","3212","round_monster_walk","55","5","-234","9340","132120013"
"","","0","","3212","","","91","","","132120014"
"0","0","3","1","3212","","1","6","0","1","132120015"
"0","0","3","345","3212","","-234","2","0","0","132120016"
"0","0","1.05","1.05","3212","","1.05","123","7.4","1.05","132120017"
"0.2","","1000001","wait","3212","","0","3","","","132120018"
"","","2","1","3212","","","35","","","132120019"
"0","","301203","15","3212","","0","31","1","0","132120020"
"0.89","0","2","1000003","3212","<weapon>_run","57","1","-250","9340","132120021"
"0.89","0","2","1000004","3212","<weapon>_run","58","1","-290","9340","132120022"
"","","4.3","0","3212","","","93","","","132120023"
"0","","0.95","0.95","3212","","0.95","123","0.4","0.95","132120024"
"","","21","1","3212","","","32","","","132120025"
"","","21","0","3212","","","35","","","132120026"
"","","se_travel","se_travel_treasure_success_monster_helper_2","3212","","","23","","","132120027"
"","","18","1","3212","","","32","","","132120028"
"","","0.1","0","3212","","","93","","","132120029"
"","","2","0","3212","","","32","","","132120030"
"0.3","0","3","1","3212","","1","6","1","1","132120031"
"","","13","1","3212","","","32","","","132120032"
"","","3","round_monster_appear","3212","","0","3","","","132120033"
"","","1000001","back","3212","","0","3","","","132120034"
"","","0.67","0","3212","","","93","","","132120035"
"0.1","","3","round_monster_walk","3212","","0","3","","","132120036"
"","","3","220","3212","","-234","2","0","1.4","132120037"
"","","20","1","3212","","","32","","","132120038"
"","","0.1","0","3212","","","93","","","132120039"
"","","18","0","3212","","","32","","","132120040"
"","","0.5","0","3212","","","93","","","132120041"
"","","1000003","1","3212","","","4","","","132120042"
"","","1000003","1545","3212","","-240","2","0","0","132120043"
"","","1000004","1","3212","","","4","","","132120044"
"","","1000004","1635","3212","","-280","2","0","0","132120045"
"","","0.5","0","3212","","","93","","","132120046"
"0.3","","3","round_monster_attack","3212","","0","3","","","132120047"
"","","0.5","0","3212","","","93","","","132120048"
"","","17","1","3212","","","32","","","132120049"
"0.1","","1000001","back_loop","3212","","0","3","","","132120050"
"","","0.5","0","3212","","","93","","","132120051"
"","","1000003","920","3212","","-240","2","0","0","132120052"
"","","1000003","620","3212","","-240","2","0","0.16","132120053"
"0.2","","1000003","<weapon>_run","3212","","0","3","","","132120054"
"","","0.16","0","3212","","","93","","","132120055"
"0.2","","1000003","<weapon>_attack_skipQuest","3212","","0","3","","","132120056"
"","","0.1","0","3212","","","93","","","132120057"
"","","3","280","3212","","-234","2","0","0","132120058"
"","","3","1","3212","","","4","","","132120059"
"0","","3","round_monster_die","3212","","0","3","","","132120060"
"","","16","1","3212","","","32","","","132120061"
"","","0.15","0","3212","","","93","","","132120062"
"","","1000004","910","3212","","-280","2","0","0","132120063"
"","","1000004","710","3212","","-280","2","0","0.16","132120064"
"0.2","","1000004","<weapon>_run","3212","","0","3","","","132120065"
"","","0.16","0","3212","","","93","","","132120066"
"0.2","","1000004","<weapon>_attack_skipQuest","3212","","0","3","","","132120067"
"","","0.1","0","3212","","","93","","","132120068"
"","","0.1","0","3212","","","93","","","132120069"
"0","","3","round_monster_die","3212","","0","3","","","132120070"
"","","19","1","3212","","","32","","","132120071"
"","","0.4","0","3212","","","93","","","132120072"
"","","1000001","20","3212","","-240","2","0","0","132120073"
"0","","1000001","back_origin","3212","","0","3","","","132120074"
"0.2","","1000001","surprise","3212","","0","3","","","132120075"
"0.2","","1000003","<weapon>_idle","3212","","1","3","","","132120076"
"","","0.2","0","3212","","","93","","","132120077"
"","","110","1","3212","","","32","","","132120078"
"","","111","1","3212","","","32","","","132120079"
"","","0.2","0","3212","","","93","","","132120080"
"0.2","","1000004","<weapon>_idle","3212","","1","3","","","132120081"
"","","0.46","0","3212","","","93","","","132120082"
"0.6","","3","1","3212","","1","6","0","1","132120083"
"","","18","1","3212","","","32","","","132120084"
"","","0.02","0","3212","","","93","","","132120085"
"","","20","0","3212","","","32","","","132120086"
"","","21","0","3212","","","32","","","132120087"
"0.2","","1000001","joy_round3_in","3212","","0","3","1","joy_round3_loop","132120088"
"","","0.1","0","3212","","","93","","","132120089"
"0","","1000003","<weapon>_joy_short","3212","","0","3","","","132120090"
"","","0.1","0","3212","","","93","","","132120091"
"0","","1000004","<weapon>_joy_short","3212","","0","3","","","132120092"
"","","0.9","0","3212","","","93","","","132120093"
"","","998","1","3212","","","32","","","132120094"
"","","3.8","0","3212","","","93","","","132120095"
"","","1","0","3212","","","113","","","132120096"
"0","","321300","321300","3213","","345.4","31","1","0","132130001"
"0","","111","111","3213","","345.4","31","1","0","132130002"
"","","111","0","3213","","","35","","","132130003"
"0","","110","110","3213","","345.4","31","1","0","132130004"
"","","0","","3213","","","91","","","132130005"
"0.2","","1000001","wait_gradeUp","3213","","0","3","","","132130006"
"","","321300","1","3213","","","32","","","132130007"
"","","0.1","0","3213","","","93","","","132130008"
"","","2","0","3213","","","32","","","132130009"
"","","0.8","0","3213","","","93","","","132130010"
"0","","1.05","1.05","3213","","1.05","123","0","1.05","132130011"
"","","5","5","3213","","0.5","122","","","132130012"
"","","1.1","0","3213","","","93","","","132130013"
"0","","1.05","1.05","3213","","1.05","123","0","1.05","132130014"
"","","10","10","3213","","0.5","122","","","132130015"
"","","0.8","0","3213","","","93","","","132130016"
"0.2","","1000001","glad_dot_light","3213","","0","3","","","132130017"
"","","0.1","0","3213","","","93","","","132130018"
"5","","0.907","0.907","3213","","0.907","123","0.4","0.907","132130019"
"","","1.5","0","3213","","","93","","","132130020"
"","","20","20","3213","","0.7","122","","","132130021"
"","","1.4","0","3213","","","93","","","132130022"
"","","110","1","3213","","","32","","","132130023"
"","","111","1","3213","","","32","","","132130024"
"","","1.2","0","3213","","","93","","","132130025"
"0.2","0","1000001","joy_round3_in","3213","","0","3","1","joy_round3_loop","132130026"
"","","0.3","0","3213","","","93","","","132130027"
"","","998","1","3213","","","32","","","132130028"
"","","3.8","0","3213","","","93","","","132130029"
"","","1","","3213","","","113","","","132130030"
"0","","321400","321400","3214","","345.4","31","1","0","132140001"
"0.89","1","2","103111","3214","05_idle","57","1","-240","1088","132140002"
"0","","110","110","3214","","345.4","31","1","0","132140003"
"0","","111","111","3214","","345.4","31","1","0","132140004"
"","","0","","3214","","","91","","","132140005"
"0","","1.05","1.05","3214","","1.05","123","7.4","1.05","132140006"
"0.2","","1000001","wait","3214","","0","3","","","132140007"
"","","321400","1","3214","","","32","","","132140008"
"","","0.1","0","3214","","","93","","","132140009"
"","","2","0","3214","","","32","","","132140010"
"","","3.4","0","3214","","","93","","","132140011"
"5","","0.95","0.95","3214","","0.95","123","3.2","0.95","132140012"
"0.2","","1000001","shock_jump_aura","3214","","0","3","","","132140013"
"","","0.1","0","3214","","","93","","","132140014"
"","","1000001","70","3214","","-240","2","2","0.6","132140015"
"","","0.5","0","3214","","","93","","","132140016"
"0","","103111","05_run_gamestart","3214","","1","3","","","132140017"
"","","103111","586","3214","","-240","2","0","0.5","132140018"
"","","0.5","0","3214","","","93","","","132140019"
"0.2","","103111","05_idle","3214","","1","3","","","132140020"
"","","0.5","0","3214","","","93","","","132140021"
"0.2","0","103111","shinobu_exorcise","3214","","0","3","1","05_idle","132140022"
"","","vo_travel_round_event","vo_travel_round_event_3214","3214","","0","21","","0","132140023"
"","","1","0","3214","","","93","","","132140024"
"","","110","1","3214","","","32","","","132140025"
"","","111","1","3214","","","32","","","132140026"
"","","0.1","0","3214","","","93","","","132140027"
"","","3","0","3214","","","32","","","132140028"
"","","1.1","0","3214","","","93","","","132140029"
"0.2","0","1000001","joy_round3_in","3214","","0","3","1","joy_round3_loop","132140030"
"0.2","","103111","05_joy_short","3214","","0","3","","","132140031"
"","","0.5","0","3214","","","93","","","132140032"
"","","998","1","3214","","","32","","","132140033"
"","","3.8","0","3214","","","93","","","132140034"
"","","1","","3214","","","113","","","132140035"
"1","","321500","321500","3215","","345.4","31","1","0","132150001"
"1","","321501","321501","3215","","345.4","31","1","0","132150002"
"0","","120","120","3215","","345.4","31","1","0","132150003"
"0","","121","121","3215","","345.4","31","1","0","132150004"
"1","","990001","990001","3215","","345.4","31","1","0","132150005"
"","","0","","3215","","","91","","","132150006"
"0","","1.05","1.05","3215","","1.05","123","7.4","1.05","132150007"
"0.2","","1000001","wait_wakuwaku","3215","","0","3","","","132150008"
"","","2","1","3215","","","35","","","132150009"
"","","5.2","0","3215","","","93","","","132150010"
"5","","0.95","0.95","3215","","0.95","123","0.8","0.95","132150011"
"","","120","1","3215","","","32","","","132150012"
"","","121","1","3215","","","32","","","132150013"
"","","0.1","0","3215","","","93","","","132150014"
"","","321501","0","3215","","","32","","","132150015"
"","","2","0","3215","","","32","","","132150016"
"","","3","0","3215","","","32","","","132150017"
"","","998","1","3215","","","32","","","132150018"
"","","0.4","0","3215","","","93","","","132150019"
"0.2","","1000001","dance","3215","","1","3","","","132150020"
"","","4.8","0","3215","","","93","","","132150021"
"","","1","","3215","","","113","","","132150022"
"0","","6","6","3216","","345.4","31","1","0","132160001"
"0","","8","8","3216","","345.4","31","1","0","132160002"
"0","","110","110","3216","","345.4","31","1","0","132160003"
"0","","111","111","3216","","345.4","31","1","0","132160004"
"0","","301600","301600","3216","","345.4","31","1","-80","132160005"
"1","","990002","990002","3216","","345.4","31","1","0","132160006"
"","","0","","3216","","","91","","","132160007"
"0","","1.05","1.05","3216","","1.05","123","7.4","1.05","132160008"
"0.2","","1000001","wait","3216","","0","3","","","132160009"
"","","2","1","3216","","","35","","","132160010"
"","","5.4","0","3216","","","93","","","132160011"
"0","","0.95","0.95","3216","","0.95","123","0.4","0.95","132160012"
"","","8","1","3216","","","32","","","132160013"
"","","8","0","3216","","","35","","","132160014"
"","","301600","1","3216","","","32","","","132160015"
"","","6","1","3216","","","32","","","132160016"
"","","111","1","3216","","","32","","","132160017"
"","","111","0","3216","","","35","","","132160018"
"","","0.1","0","3216","","","93","","","132160019"
"","","2","0","3216","","","32","","","132160020"
"","","3","0","3216","","","32","","","132160021"
"0.1","","1000001","glad","3216","","0","3","","","132160022"
"","","0.1","0","3216","","","93","","","132160023"
"","","8","1","3216","","","35","","","132160024"
"","","110","1","3216","","","32","","","132160025"
"","","se_travel","se_travel_treasure_special_success_butterfly","3216","","0","23","","","132160026"
"","","1.5","0","3216","","","93","","","132160027"
"","","998","1","3216","","","32","","","132160028"
"0.2","","1000001","joy_round3_in","3216","","0","3","1","joy_round3_loop","132160029"
"","","5.2","0","3216","","","93","","","132160030"
"","","1","","3216","","","113","","","132160031"
"0","","310000","310000","3217","","345.4","31","1","0","132170001"
"0","","310001","310001","3217","","0","31","1","0","132170002"
"0","","301700","301700","3217","","345.4","31","1","0","132170003"
"0","","301701","301701","3217","","740","31","1","-115","132170004"
"0","","301702","301702","3217","","345.4","31","1","0","132170005"
"0","","120","120","3217","","345.4","31","1","0","132170006"
"0","","321700","321700","3217","","345.4","31","1","0","132170007"
"0.44","0","5","15","3217","empty","100","5","-235","610","132170008"
"0.44","0","5","16","3217","empty","55","5","-235","610","132170009"
"","","0","","3217","","","91","","","132170010"
"0","","1.05","1.05","3217","","1.05","123","7.4","1.05","132170011"
"0.2","","1000001","wait","3217","","0","3","","","132170012"
"","","2","1","3217","","","35","","","132170013"
"","","5.4","0","3217","","","93","","","132170014"
"0","","0.95","0.95","3217","","0.95","123","0.3","0.95","132170015"
"","","310000","1","3217","","","32","","","132170016"
"","","310001","1","3217","","","32","","","132170017"
"","","0.2","0","3217","","","93","","","132170018"
"","","50","50","3217","","0.6","122","","","132170019"
"0.2","","1000001","shock","3217","","0","3","","","132170020"
"","","1.6","0","3217","","","93","","","132170021"
"","","301700","1","3217","","","32","","","132170022"
"","","1.2","0","3217","","","93","","","132170023"
"","","se_travel","se_travel_treasure_croce_ui","3217","","0","23","","","132170024"
"","","15","punch","3217","","0","3","","","132170025"
"","","16","punch_B","3217","","0","3","","","132170026"
"","","0.2","0","3217","","","93","","","132170027"
"11","","1.05","1.05","3217","","1.05","123","0.1","1.05","132170028"
"","","0.1","0","3217","","","93","","","132170029"
"0","","0.95","0.95","3217","","0.95","123","0.3","0.95","132170030"
"","","1","0","3217","","","93","","","132170031"
"","","se_travel","se_travel_treasure_croce_door","3217","","0","23","","","132170032"
"","","0.4","0","3217","","","93","","","132170033"
"","","301701","1","3217","","","32","","","132170034"
