0350c7d13eca92ded67d0082dfd166447442a4860baa7cb396700293a880cc43,2cb3ec20770a339c86f63adb63c3c0196abf415841bab0e8a2493a8f61e10c53,f06bd6ad977a8987fc9c33de517252eba3a0718cf9e4addfd02c9e2201641aaa,18625dcdf6de7d6fa4156df9120edd5bb02d9c5fdceabfccaef6540ff80ec235,14c429f59ee47d12fda69f83dfbedc744b873c885c9bd06937826874e6ae3f51,918dd81be6c0dabedea0b657b7438e5f79fb0673e411f5f9f6f5dce54b3cc181,1b3ee4d911a19b748023bfacd3617f4e02922b62454980cce54f84e6df6595af,b7c0f024de80995a96ae54bc06ff167c1ba22a901392cd3979d4033d7b284f52,9fee73156f2f54ed20cbabaf5bf64569beb2c3a1f4dec756f49c68a785c50e27,5c019cffd230c52be7ae5d7c43fe75b71788d44a21394ce26efc75de69bc393e,5c4e367581d79f9bc9e75af5bb067e1dd86c27efb0a661b3729cca656dbf72ec,0930dcea7b472d0c2be024e41b2568e43357200276df3915f3213c2b4a3755de,f7004e0c5e94c394fc045b9bfd21bff88208393590a3705cde7528ecd45c5551,5ef7c2f59907f8ef31eea4448db6c3aa1d3f212aa7ae0a24da5e3920fce4cef1,3218c01edcbf4675db4d987359ce9345aa693c5c4d9902f8b2f49d769b89c5b4,272545acbbcef56972e1601ed985679b988d637478933762c7a0066b610ff769,7fcf5efd4278180ddb69db88eb303b6292bda1c1dcdc0e910c3631f0eb8a4f7a,d59e1eb7b049741f840c4fc12d10f2bc5e7495f2761173873c5e60d4807d1256,6279b37776e92445c63101b81d126cc80dcbae261efaf800921e56be66482a45,73603ca90b352a543806cc639f6bd1b200a88adf8a58b647d6356434a19dd3bc,9524250bd0cc258e6d4ea5aac5efde294ed4f9b56fc7ff42946c7b1f60d2e0c1,7283efb177c6f40bd2a31e0a170f572aa3355e67667aa4c3a9b6156daebd0aef,1b75654f5eba37359f9da5365b122b9eebf643774ad46484844001ec6d724911,c74f509f23e7153bdebd127b295578279734bde5ac91b929bb6e8a3a973cfe71,e817da69123cb17f826774567bd05efe8970ad09911eddbb80e940baae974c4a,a6e23832e0049ac7b75e87810cbe2bed916be02e18a0b19f0cd18ac6cb7c70c2,469387ea59d3494702e9649e7fcf99e620991ef000b773b5547201f75709fe60,0b2ad92307d72445f040f7b3e686954f8affc505243a44dd8834b3b0ad759352,9ab4823b9f43b8b5a2fd7962868dceff3ef096ca8eea74fe4be47ba8284c145e,8e30079c5484fb49ca397f409d86dfcc1a0f67dfc41b2d27c633ae4fa8cc6ea9,6bd10b51252d704db43e2fc31d95e2fc13f72997112b50d7c39532bbf58921ec,ee1dc1a95816cb444be9c5aabe9894226cb00b6d1cab292a3f281d5b1643ee20,8b6c559252cae686c1864e6650b791b9e20926e939d80f6fa4f8f6686081f605,fdf748b63bb3820cc67273964b8c68b11a401ad8e7172f5ada39fc9f246c6c9a,cc19e44c9b7043ea7ca4e6d2e8a39fc33230286b417601bcc43bec59e4f9edd0,2f75ebe7c4c97b0887716300e4b36d013c00410aea5a03a76ee593a98bec2838,6bdc6f3f6161fbad2603430dca3d998b4e1b224cb8bc6021086f256bdbd933ed,494701e3735650a98e4dc2b59bea3af0dccf40991d6bb6942a66ddbeeda17360,58752cfc846ebe34b13dfa7a0ee7888a7f559d2398c98aa33884db66ab96dabd,54e33196b8a46ee24a6596a928001612aab6f236bd03de89d5c28be289e13dd4,4ede8ce2927c64f495a1c7e9d75fce71eaeb4e5c26309f0c4a6f4a2bcd853ad4,97678ddfa018bbc1b646f6d142965174dd68688cc30eca06db79f5b38b21b46f,952caea9fafacf660a97349f2c1840553b694235d66699adb962b09a1544c5a2,2257c75a6d9c512cc98c643587e1c25c2085bd4331296d33cdf1f92819d75eb1
"0","44","30","2","10","1","0","0","2","10","2","0","2","203801","0","5","2","2","2","0","0","2","0","2","3","高等獸人","600380102","2","2","0","200000001","2","0","2","1","2","539","0","2","0","2","0","2","1"
"0","48","30","3","10","1","0","0","3","10","3","0","3","203801","0","6","3","3","3","0","0","3","0","3","4","高等獸人","600380103","3","3","0","200000001","3","0","3","1","3","899","0","3","0","3","0","3","1"
"0","289","30","13","10","1","0","0","13","10","13","0","13","203801","0","14","13","13","13","0","0","13","0","13","9","高等獸人","600380113","13","13","0","200000001","13","0","13","1","13","1865","0","13","0","13","0","13","1"
"0","344","30","15","10","1","0","0","15","10","15","0","15","203801","0","15","15","15","15","0","0","15","0","15","10","高等獸人","600380115","15","15","0","200000001","15","0","15","1","15","2447","0","15","0","15","0","15","1"
"0","508","30","22","10","1","0","0","22","10","22","0","22","203801","0","20","22","22","22","0","0","22","0","22","13","高等獸人","600380122","22","22","0","200000001","22","0","22","1","22","4328","0","22","0","22","0","22","1"
"0","522","30","23","10","1","0","0","23","10","23","0","23","203801","0","20","23","23","23","0","0","23","0","23","13","高等獸人","600380123","23","23","0","200000001","23","0","23","1","23","4542","0","23","0","23","0","23","1"
"0","96","30","3","10","1","0","0","3","10","3","0","3","203900","0","5","3","3","3","0","0","3","0","3","5","惡魔加農","600390003","3","3","0","200000006","3","0","3","1","3","349","0","3","0","3","0","3","1"
"0","304","30","14","10","1","0","0","14","10","14","0","14","203900","0","14","14","14","14","0","0","14","0","14","13","惡魔加農","600390014","14","14","0","200000006","14","0","14","1","14","740","0","14","0","14","0","14","1"
"0","554","30","20","10","1","0","0","20","10","20","0","20","203900","0","17","20","20","20","0","0","20","0","20","16","惡魔加農","600390020","20","20","0","200000006","20","0","20","1","20","1572","0","20","0","20","0","20","1"
"0","469","30","22","10","1","0","0","22","10","22","0","22","204000","0","24","22","22","22","0","0","22","0","22","17","小小格里芬","600400022","22","22","0","200000001","22","0","22","1","22","2724","0","22","0","22","0","22","1"
"0","521","30","23","10","1","0","0","23","10","23","0","23","204000","0","28","23","23","23","0","0","23","0","23","21","小小格里芬","600400023","23","23","0","200000001","23","0","23","1","23","2788","0","23","0","23","0","23","1"
"17","0","30","1","10","1","0","0","1","10","1","0","1","204200","0","3","1","1","1","0","0","1","0","1","2","女中音之鳥","600420001","1","1","0","200000001","1","0","1","1","1","368","0","1","0","1","0","1","1"
"22","0","30","4","10","1","0","0","4","10","4","0","4","204200","0","4","4","4","4","0","0","4","0","4","5","女中音之鳥","600420004","4","4","0","200000001","4","0","4","1","4","420","0","4","0","4","0","4","1"
"175","0","30","13","10","1","0","0","13","10","13","0","13","204200","0","11","13","13","13","0","0","13","0","13","15","女中音之鳥","600420013","13","13","0","200000001","13","0","13","1","13","1269","0","13","0","13","0","13","1"
"206","0","30","16","10","1","0","0","16","10","16","0","16","204200","0","11","16","16","16","0","0","16","0","16","16","女中音之鳥","600420016","16","16","0","200000001","16","0","16","1","16","1562","0","16","0","16","0","16","1"
"267","0","30","22","10","1","0","0","22","10","22","0","22","204200","0","12","22","22","22","0","0","22","0","22","18","女中音之鳥","600420022","22","22","0","200000001","22","0","22","1","22","2149","0","22","0","22","0","22","1"
"0","202","30","22","10","1","0","0","22","10","22","0","22","204300","0","11","22","22","22","0","0","22","0","22","15","毒莢花","600430022","22","22","0","200000009","22","0","22","1","22","1676","0","22","0","22","0","22","1"
"43","0","30","4","10","1","0","0","4","10","4","0","4","204400","0","5","4","4","4","0","0","4","0","4","7","惡魔寶寶","600440004","4","4","0","200000006","4","0","4","1","4","399","0","4","0","4","0","4","1"
"110","0","30","16","10","1","0","0","16","10","16","0","16","204400","0","10","16","16","16","0","0","16","0","16","16","惡魔寶寶","600440016","16","16","0","200000006","16","0","16","1","16","1875","0","16","0","16","0","16","1"
"3000","3000","130","0","0","1","0","0","200","0","0","0","0","322500","0","350","5000","0","0","50","0","0","0","0","350","妖狐神荒尾‧始源","610201101","5000","0","0","300000022","0","0","0","1","5000","50000000","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","200","0","0","0","50","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201102","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"10000","10000","90","0","0","1","0","0","200","0","0","0","12","322600","0","150","5000","0","0","50","0","0","0","0","150","始源‧七重冠冕","610201151","3000","0","0","300000022","0","0","12","1","5000","60000000","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","200","0","0","0","50","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201152","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"10000","10000","0","10000","0","1","0","0","300","0","0","0","1000","322501","0","150","0","0","0","50","0","0","0","0","150","妖狐神荒尾‧始源","610201201","0","0","0","300000022","0","0","0","1","0","300000000","0","0","0","10000","0","2000","0"
"10000","10000","180","0","0","1","0","0","300","0","0","0","0","322502","0","99999","10000","0","0","50","0","0","0","0","99999","妖狐神荒尾‧始源","610201202","0","0","0","300000033","0","0","10000","1","10000","300000000","0","0","0","0","0","0","0"
"10000","10000","130","0","0","1","0","0","300","0","0","0","0","322503","0","350","10000","0","0","50","0","0","0","0","350","妖狐神荒尾‧始源","610201203","10000","0","0","300000022","0","0","0","1","10000","300000000","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201204","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","50","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201205","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","50","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201206","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"50000","50000","0","0","0","1","0","0","300","0","0","0","0","322601","0","99999","20000","0","0","50","0","0","0","0","99999","始源‧七重冠冕","610201251","0","0","0","300000033","0","0","0","1","0","300000000","0","0","0","0","0","0","0"
"50000","50000","130","0","0","1","0","0","300","0","0","0","0","322602","0","500","20000","0","0","50","0","0","0","0","500","始源‧七重冠冕","610201252","6000","0","0","300000022","0","0","0","1","10000","300000000","0","0","0","0","0","50000","0"
"50000","50000","90","0","0","1","0","0","300","0","0","0","18","322603","0","150","20000","0","0","50","0","0","0","0","150","始源‧七重冠冕","610201253","6000","0","0","300000022","0","0","18","1","20000","300000000","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201254","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","50","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201255","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","50","216902","0","9999","0","0","0","300","0","0","0","0","9999","氣勢敵人","610201256","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","0","0","0","0"
"30000","30000","0","50000","0","1","0","0","440","0","0","0","5000","322504","0","300","0","0","0","50","0","0","0","0","300","妖狐神荒尾‧始源","610201301","0","0","0","300000022","0","0","0","1","0","1000000000","0","0","0","50000","0","10000","0"
"30000","30000","180","0","0","1","0","0","440","0","0","0","0","322505","0","99999","50000","0","0","50","0","0","0","0","99999","妖狐神荒尾‧始源","610201302","0","0","0","300000033","0","0","50000","1","50000","1000000000","0","0","0","0","0","0","0"
"30000","30000","130","0","0","1","0","0","440","0","0","0","0","322506","0","700","50000","0","0","50","0","0","0","0","700","妖狐神荒尾‧始源","610201303","50000","0","0","300000022","0","0","0","1","50000","1000000000","0","0","0","0","0","0","0"
"0","0","0","400","0","1","0","0","440","0","0","0","0","216902","0","9999","0","0","0","300","0","400","0","0","9999","氣勢敵人","610201304","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","400","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","50","216902","0","9999","0","0","0","300","0","400","0","0","9999","氣勢敵人","610201305","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","400","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","50","216902","0","9999","0","0","0","300","0","400","0","0","9999","氣勢敵人","610201306","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","400","0","400","0"
"100000","100000","0","0","0","1","0","0","440","0","0","0","0","322604","0","99999","50000","0","0","50","0","0","0","0","99999","始源‧七重冠冕","610201351","0","0","0","300000033","0","0","0","1","0","800000000","0","0","0","0","0","0","0"
"100000","100000","130","0","0","1","0","0","440","0","0","0","0","322605","0","1000","50000","0","0","50","0","0","0","0","1000","始源‧七重冠冕","610201352","9000","0","0","300000022","0","0","0","1","20000","800000000","0","0","0","0","0","50000","0"
"100000","100000","90","0","0","1","0","0","440","0","0","0","18","322606","0","300","50000","0","0","50","0","0","0","0","300","始源‧七重冠冕","610201353","9000","0","0","300000022","0","0","18","1","50000","800000000","0","0","0","0","0","0","0"
"0","0","0","400","0","1","0","0","440","0","0","0","0","216902","0","9999","0","0","0","300","0","400","0","0","9999","氣勢敵人","610201354","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","400","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","50","216902","0","9999","0","0","0","300","0","400","0","0","9999","氣勢敵人","610201355","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","400","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","50","216902","0","9999","0","0","0","300","0","400","0","0","9999","氣勢敵人","610201356","200","0","0","300000001","0","0","200","1","0","99999999","0","0","0","400","0","400","0"
"5000","5000","0","10000","0","1","0","0","300","0","0","0","10000","215903","0","300","10000","0","0","50","0","0","0","0","300","妖狐_式神1","610201401","10000","0","0","200000011","0","0","10000","1","0","6000000","0","0","0","0","0","10000","0"
"5000","5000","0","10000","0","1","0","0","300","0","0","0","10000","215904","0","300","10000","0","0","50","0","0","0","0","300","妖狐_式神2","610201402","10000","0","0","200000011","0","0","10000","1","0","3000000","0","0","0","0","0","10000","0"
"5000","5000","0","10000","0","1","0","0","300","0","0","0","10000","215905","0","300","10000","0","0","50","0","0","0","0","300","妖狐_式神3","610201403","10000","0","0","200000011","0","0","10000","1","0","1500000","0","0","0","0","0","10000","0"
"0","38908","37","0","0","27","0","0","255","1729","0","0","255","607101","0","875","255","0","0","44","0","0","0","0","655","克莉絲提娜的闇影","610201451","255","0","30","200000011","0","0","255","6","255","35100761","0","0","1","0","0","255","3"
"0","31761","34","0","0","27","0","0","255","1365","0","0","255","606901","0","983","255","0","0","41","0","0","0","0","890","霸瞳皇帝的闇影","610201452","255","0","40","200000011","0","0","255","1","255","29668894","0","0","0","0","0","255","7"
"36637","0","33","0","2144","27","17","0","255","0","0","0","255","607001","0","627","255","0","0","41","0","0","0","0","752","似似花的闇影","610201453","255","0","45","200000011","0","0","255","1","255","21234405","0","0","1","0","0","255","0"
"30000","30000","0","50000","0","1","0","0","440","0","0","0","50000","215903","0","300","50000","0","0","50","0","0","0","0","300","妖狐_式神1","610201501","50000","0","0","200000011","0","0","50000","1","0","30000000","0","0","0","0","0","50000","0"
"30000","30000","0","50000","0","1","0","0","440","0","0","0","50000","215904","0","300","50000","0","0","50","0","0","0","0","300","妖狐_式神2","610201502","50000","0","0","200000011","0","0","50000","1","0","15000000","0","0","0","0","0","50000","0"
"30000","30000","0","50000","0","1","0","0","440","0","0","0","50000","215905","0","300","50000","0","0","50","0","0","0","0","300","妖狐_式神3","610201503","50000","0","0","200000011","0","0","50000","1","0","7500000","0","0","0","0","0","50000","0"
"0","117096","37","0","0","35","0","0","331","1947","0","0","331","607101","0","1745","331","0","0","44","0","0","0","0","1477","克莉絲提娜的闇影","610201551","331","0","30","200000011","0","0","331","6","331","132587056","0","0","1","0","0","331","3"
"0","101488","34","0","0","35","0","0","331","1565","0","0","331","606901","0","1886","331","0","0","41","0","0","0","0","1786","霸瞳皇帝的闇影","610201552","331","0","40","200000011","0","0","331","1","331","116402190","0","0","0","0","0","331","7"
"115888","0","33","0","2455","35","17","0","331","0","0","0","331","607001","0","1421","331","0","0","41","0","0","0","0","1543","似似花的闇影","610201553","331","0","45","200000011","0","0","331","1","331","78805071","0","0","1","0","0","331","0"
"2000","2000","180","0","0","1","0","0","200","0","0","0","0","322900","0","300","0","0","0","50","0","0","0","0","300","歪音之精靈","610202101","10000","0","0","300000022","0","0","10000","1","10000","50000000","0","0","0","0","0","10000","0"
"0","0","0","0","0","1","0","0","200","0","0","0","0","216903","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610202102","200","0","0","300000001","0","0","50","1","0","99999999","0","0","0","0","0","0","0"
"10000","10000","0","0","0","1","0","0","300","0","0","0","0","322901","0","99999","25000","0","0","50","0","0","0","0","99999","歪音之精靈","610202201","0","0","0","300000031","0","0","0","1","0","300000000","0","0","0","0","0","25000","0"
"5000","5000","0","0","0","1","0","0","300","0","0","0","25000","322902","0","750","0","0","0","50","0","0","0","0","750","歪音之精靈","610202202","25000","0","0","300000022","0","0","0","1","0","300000000","0","0","0","0","0","0","0"
"10000","10000","180","0","0","1","0","0","300","0","0","0","0","322903","0","300","0","0","0","50","0","0","0","0","300","歪音之精靈","610202203","25000","0","0","300000022","0","0","25000","1","25000","300000000","0","0","0","0","0","25000","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216903","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610202204","200","0","0","300000001","0","0","0","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216903","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610202205","200","0","0","300000001","0","0","0","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216903","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610202206","200","0","0","300000001","0","0","50","1","0","99999999","0","0","0","0","0","0","0"
"20000","20000","0","0","0","1","0","0","440","0","0","0","0","322904","0","99999","50000","0","0","50","0","0","0","0","99999","歪音之精靈","610202301","0","0","0","300000031","0","0","0","1","0","800000000","0","0","0","0","0","50000","0"
"10000","10000","0","0","0","1","0","0","440","0","0","0","50000","322905","0","1100","0","0","0","50","0","0","0","0","1100","歪音之精靈","610202302","50000","0","0","300000022","0","0","0","1","0","800000000","0","0","0","0","0","0","0"
"20000","20000","180","0","0","1","0","0","440","0","0","0","0","322906","0","600","0","0","0","50","0","0","0","0","600","歪音之精靈","610202303","50000","0","0","300000022","0","0","50000","1","50000","800000000","0","0","0","0","0","50000","0"
"0","0","0","400","0","1","0","0","440","0","0","0","400","216903","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610202304","200","0","0","300000001","0","0","0","1","0","99999999","0","0","0","400","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","400","216903","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610202305","200","0","0","300000001","0","0","0","1","0","99999999","0","0","0","400","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","400","216903","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610202306","200","0","0","300000001","0","0","50","1","0","99999999","0","0","0","400","0","400","0"
"0","9424","0","0","0","1","0","0","255","0","0","0","2550","251600","0","1024","2550","0","0","41","0","0","0","0","1536","狂野角鹿","610202401","2550","0","0","200000011","0","0","2550","0","2550","36898780","0","0","0","0","0","2550","0"
"0","34315","0","0","0","1","0","0","255","0","0","0","2550","254800","0","640","2550","0","0","41","0","0","0","0","960","毒蟾蜍","610202402","2550","0","0","200000011","0","0","2550","0","2550","46091856","0","0","0","0","0","2550","0"
"0","41941","0","0","0","1","0","0","255","0","0","0","2550","256100","0","384","2550","0","0","41","0","0","0","0","576","流浪之鴉","610202403","2550","0","0","200000011","0","0","2550","0","2550","47784473","0","0","0","0","0","2550","0"
"37461","0","0","0","0","1","0","0","255","0","0","0","2550","258200","0","256","2550","0","0","41","0","0","0","0","384","幼年巨蜥","610202404","2550","0","0","200000011","0","0","2550","0","2550","46732046","0","0","0","0","0","2550","0"
"0","28983","0","0","0","1","0","0","334","0","0","0","3340","251600","0","1340","3340","0","0","41","0","0","0","0","2010","狂野角鹿","610202501","3340","0","0","200000011","0","0","3340","0","3340","122105523","0","0","0","0","0","3340","0"
"0","105715","0","0","0","1","0","0","334","0","0","0","3340","254800","0","838","3340","0","0","41","0","0","0","0","1257","毒蟾蜍","610202502","3340","0","0","200000011","0","0","3340","0","3340","153796447","0","0","0","0","0","3340","0"
"0","129223","0","0","0","1","0","0","334","0","0","0","3340","256100","0","503","3340","0","0","41","0","0","0","0","754","流浪之鴉","610202503","3340","0","0","200000011","0","0","3340","0","3340","159726218","0","0","0","0","0","3340","0"
"136737","0","0","0","0","1","0","0","334","0","0","0","3340","258200","0","335","3340","0","0","41","0","0","0","0","503","幼年巨蜥","610202504","3340","0","0","200000011","0","0","3340","0","3340","156898666","0","0","0","0","0","3340","0"
"10000","10000","130","0","0","1","0","0","200","0","0","0","10000","323000","0","500","10000","0","0","50","0","0","0","0","500","巨鋼機獸‧改造蓋登","610203101","10000","0","0","300000022","0","0","10000","1","10000","50000000","0","0","0","0","0","10000","0"
"0","0","0","0","0","1","0","0","200","0","0","0","0","216904","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610203102","200","0","0","300000001","0","0","100","1","0","99999999","0","0","0","0","0","0","0"
"50000","50000","0","0","0","1","0","0","300","0","0","0","0","323001","0","99999","0","0","0","50","0","0","0","0","99999","巨鋼機獸‧改造蓋登","610203201","0","0","0","300000031","0","0","25000","1","0","300000000","0","0","0","0","0","0","0"
"12500","12500","130","5000","0","1","0","0","300","0","0","0","0","323002","0","300","25000","0","0","50","0","0","0","0","300","巨鋼機獸‧改造蓋登","610203202","0","0","0","300000022","0","0","25000","1","50000","300000000","0","0","0","0","0","0","0"
"25000","25000","130","0","0","1","0","0","300","0","0","0","25000","323003","0","800","25000","0","0","50","0","0","0","0","800","巨鋼機獸‧改造蓋登","610203203","25000","0","0","300000022","0","0","25000","1","25000","300000000","0","0","0","0","0","25000","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216904","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610203204","200","0","0","300000001","0","0","0","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216904","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610203205","200","0","0","300000001","0","0","100","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216904","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610203206","200","0","0","300000001","0","0","100","1","0","99999999","0","0","0","0","0","0","0"
"100000","100000","0","0","0","1","0","0","440","0","0","0","0","323004","0","99999","0","0","0","50","0","0","0","0","99999","巨鋼機獸‧改造蓋登","610203301","0","0","0","300000031","0","0","50000","1","0","900000000","0","0","0","0","0","0","0"
"25000","25000","130","100000","0","1","0","0","440","0","0","0","0","323005","0","1000","50000","0","0","50","0","0","0","0","1000","巨鋼機獸‧改造蓋登","610203302","0","0","0","300000022","0","0","50000","1","100000","900000000","0","0","0","0","0","0","0"
"50000","50000","130","0","0","1","0","0","440","0","0","0","50000","323006","0","1000","50000","0","0","50","0","0","0","0","1000","巨鋼機獸‧改造蓋登","610203303","50000","0","0","300000022","0","0","50000","1","50000","900000000","0","0","0","0","0","50000","0"
"0","0","0","400","0","1","0","0","440","0","0","0","400","216904","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610203304","200","0","0","300000001","0","0","0","1","0","99999999","0","0","0","0","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","400","216904","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610203305","200","0","0","300000001","0","0","100","1","0","99999999","0","0","0","0","0","400","0"
"0","0","0","400","0","1","0","0","440","0","0","0","400","216904","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610203306","200","0","0","300000001","0","0","100","1","0","99999999","0","0","0","0","0","400","0"
"0","57528","47","0","0","1","0","0","255","1669","0","0","255","259900","0","543","255","0","0","55","0","0","0","0","510","克蘿茜的闇影","610203401","255","0","30","200000011","0","0","255","1","0","88496058","0","0","0","0","0","255","18"
"0","57528","47","0","0","1","0","0","255","1669","0","0","255","259901","0","543","255","0","0","55","0","0","0","0","510","克蘿茜的闇影","610203402","255","0","30","200000011","0","0","255","1","0","70796847","0","0","0","0","0","255","18"
"0","57528","47","0","0","1","0","0","255","1669","0","0","255","259902","0","543","255","0","0","55","0","0","0","0","510","克蘿茜的闇影","610203403","255","0","30","200000011","0","0","255","1","0","53097635","0","0","0","0","0","255","18"
"0","57528","47","0","0","1","0","0","255","1669","0","0","255","259903","0","543","255","0","0","55","0","0","0","0","510","克蘿茜的闇影","610203404","255","0","30","200000011","0","0","255","1","0","35398424","0","0","0","0","0","255","18"
"0","194070","47","0","0","1","0","0","337","2065","0","0","337","259900","0","713","337","0","0","55","0","0","0","0","689","克蘿茜的闇影","610203501","337","0","30","200000011","0","0","337","1","0","268169872","0","0","0","0","0","337","18"
"0","194070","47","0","0","1","0","0","337","2065","0","0","337","259901","0","713","337","0","0","55","0","0","0","0","689","克蘿茜的闇影","610203502","337","0","30","200000011","0","0","337","1","0","214535898","0","0","0","0","0","337","18"
"0","194070","47","0","0","1","0","0","337","2065","0","0","337","259902","0","713","337","0","0","55","0","0","0","0","689","克蘿茜的闇影","610203503","337","0","30","200000011","0","0","337","1","0","160901924","0","0","0","0","0","337","18"
"0","194070","47","0","0","1","0","0","337","2065","0","0","337","259903","0","713","337","0","0","55","0","0","0","0","689","克蘿茜的闇影","610203504","337","0","30","200000011","0","0","337","1","0","107267949","0","0","0","0","0","337","18"
"0","10000","0","0","0","1","0","0","200","0","0","0","0","323100","0","300","10000","0","0","50","0","0","0","0","300","戀愛的鍊僕‧荷姆荷姆","610204101","0","0","0","300000022","0","0","10000","1","10000","67000000","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","200","0","0","0","0","216905","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610204102","200","0","0","300000001","0","0","50","1","0","99999999","0","0","0","0","0","0","0"
"0","50000","0","0","0","1","0","0","300","0","0","0","0","323101","0","99999","0","0","0","50","0","0","0","0","99999","戀愛的鍊僕‧荷姆荷姆","610204201","0","0","0","300000031","0","0","25000","1","0","380000000","0","0","0","0","0","0","0"
"0","50000","0","0","0","1","0","0","300","0","0","0","0","323102","0","300","0","0","0","50","0","0","0","0","300","戀愛的鍊僕‧荷姆荷姆","610204202","5000","0","0","300000022","0","0","25000","1","25000","380000000","0","0","0","0","0","0","0"
"0","50000","0","0","0","1","0","0","300","0","0","0","0","323103","0","300","25000","0","0","50","0","0","0","0","300","戀愛的鍊僕‧荷姆荷姆","610204203","0","0","0","300000022","0","0","25000","1","25000","380000000","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216905","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610204204","200","0","0","300000001","0","0","0","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216905","0","9999","200","0","0","300","0","0","0","0","9999","氣勢敵人","610204205","200","0","0","300000001","0","0","100","1","0","99999999","0","0","0","0","0","0","0"
"0","0","0","0","0","1","0","0","300","0","0","0","0","216905","0","9999","100","0","0","300","0","0","0","0","9999","氣勢敵人","610204206","100","0","0","300000001","0","0","50","1","0","99999999","0","0","0","0","0","0","0"
