b2069d2917372f4912840d575cfafd1222c91378936c316176f54991ea00cdf6,0babdff20a66db6eb6e99a8caee2f68797092bc8bb1816962f7046c119c20967,45cfd6c62894fe4c0504a5ce4345c99c14bbef4113fbb0fc6be7cf75ef453900,a6b4bb5cd9beedbc063ac3c7f9bd2293118afc1a111b8e92c1b225446d776ebf,787a6683e5b01c65ec1fb22f102551ec79eeba803d7f4fc7d02ce94954c982be,114b146b9767ff38deb399c7e32254e2970fb31aeffd8a16424ac45ef9c210b4,b4d3bd1064e5ebda05595dcda5073b33e051b8c222f002ef1163bcb408bb36ee,b7d32b18dd067415e8da1212afc19f1a2fa6b344646a37fe0ab64afba343c1e4,6dc6aa4f5df5e809e744854ecd172526d42a90b0e9280694ebe290fa12877094,5f49f9089bb9ff2fc1035f57235c154e662d2b02b9cb363b3f73061811145121,40e4b218d6ea4696504d5003b06afcda14be42a91944a4e3f261ffc19755ca61,96acb87a04d06ec3c159da6ae4c0af27e7efad536e2d4fcfa3f0ece0f779df96,89f875909cf786bf9f930ff4e5dceaee0737857177d5853ab0802967e1e1aa64,90f4715e2e0aada068b72c6ccc33ff2db24eb6b34bde8545e41199b9423ad557,440a39130a9c4fb8cc5a6f4d381c73e532cf1378033ebb4bd977bb9ee1221802,8f471c44e82ffe26ce57bcb3d30e471f9654209b81fad68b46567b8508ee9510,60c7c54ac422b893adc97d34cfe0967f410a28fc72631d1b9eda8ce4f7622d2e,ceac99ace7d823ded739fd1aa365ca26c1c5f0f2aa5d94e1df44d13700d44357,cbe561d8008b11d14acf8654c48caa42281838cfb7f392545a56229b9a510b55,88e6b3ee63f4b15554eceb15cb80b88ac2e690fb7f4f50938efe81aa4e865d73,a172e728a34d8d8528c2005b634114d3b9e1ad8e34c381370e19141f409b435c,413bb8fdffc2cd4b7d9faaaf2abe7aff302ee1f4246696a2b6958cdb55f4230f,5cb14495d2596a16ac7d8a49023d1b0aeefd3502295f319f0184278076d2dea8,8d8602d14491260336c4c774ca80c9309f8a638efa779c59120dcc171219e011,4659b946fe4f4f193e943de6e995af6c721fff631e0b8ed9b78ede1ce907e30f,2c3e00f945979270950aeda14a7d762a7743d90fd8a88751ed2b94e1ed332356,12175aa1298ab94f769709766146830734a403e1120cef11e1c291ac47a0dc55,58f986e5126f702c73c887d1af272d3d44ee4c8c7d212fb2814d49f2969bde87,ea3be65ff6e4e5049f743756569d9d1416526f3f268121d14cab7f4f509c161d,763135d259fe0a5f727ab91682709dde9c1ea2722ad3d98f952d1082fafb8384,b300d1621d3ae09b6a058e277ddbba5b00943d2da228e07165760647564b682b,9c6c6e6d62925d10b0d8c8a819ae0b4cb3e38414121a21820f8e0fe010032c5d,4958a0a3da0bd85092d1f0303fa86f3762427df33cee5805ce44000d9acf6304,d7bea6da004041ae500068e24794b75a303e3e863eb2637713413399c5fff27c
"510331","1.75","bgm_M57","0","26","1.1","1","Boss戰（NORMAL）","5","0","0.45","0","100023","0","0","bgm_M57","1","50","5058301","251","660033001","1","20033","-40","0","650033011","90","100023","450","2003301","-13","20033101","0.8","0"
"510332","1.75","bgm_M57","0","18","1.1","1","Boss戰（HARD）","5","0","0.45","0","100693","0","0","bgm_M57","2","50","5058302","-4","660033002","1","20033","-40","0","650033021","90","100693","450","2003302","-13","20033201","0.8","0"
"510333","1.75","bgm_M57","0","-178","1.1","1","Boss戰（VERYHARD）","5","0","0.45","0","100693","0","0","bgm_M57","3","50","5058308","432","660033003","1","20033","-40","0","650033031","90","100693","450","2003303","-13","20033201","0.8","0"
"510331","1.5","bgm_M447","0","0","0.8","1","Boss戰（NORMAL）","-20","0","0.75","0","101823","0","0","bgm_M447","1","180","5059301","577","660034001","1","20034","-85","0","650034011","90","101823","800","2003401","0","20034101","0.75","0"
"510332","1.5","bgm_M447","0","4","0.8","1","Boss戰（HARD）","-20","0","0.75","0","101843","0","0","bgm_M447","2","180","5059302","111","660034002","1","20034","-10","0","650034021","90","101843","145","2003402","0","20034201","0.75","0"
"510333","1.5","bgm_M447","0","-77","0.8","1","Boss戰（VERY HARD）","-20","0","0.75","0","101843","0","0","bgm_M447","3","180","5059308","528","660034003","1","20034","-70","0","650034031","90","101843","480","2003403","0","20034201","0.75","0"
"510341","0.83","bgm_M455","0","-51","0.5","1.15","Boss戰（NORMAL）","-47","0","1.22","0","81006101","0","0","bgm_M455","1","140","5061301","395","660035001","1.15","20035","-85","0","650035011","90","81006101","800","2003501","0","20035102","1.5","0"
"510342","0.83","bgm_M455","0","18","0.5","1.15","Boss戰（HARD）","-47","0","1.22","0","81006102","0","0","bgm_M455","2","140","5061302","-17","660035002","1.15","20035","-10","0","650035021","90","81006102","145","2003502","0","20035201","1.5","0"
"510342","0.83","bgm_M455","0","-51","0.5","1.15","Boss戰（VERY HARD）","-47","0","1.22","0","81006102","0","0","bgm_M455","3","140","5061308","514","660035003","1.15","20035","-70","0","650035031","90","81006102","480","2003503","0","20035201","1.75","0"
"510331","1.25","bgm_M461","0","-70","0.67","1","Boss戰（NORMAL）","-50","0","0.85","0","81006401","0","0","bgm_M461","1","250","5064301","875","660036001","1","20036","-105","0","650036011","90","81006401","770","2003601","0","20036101","0.85","0"
"510332","1.25","bgm_M461","0","-140","0.67","1","Boss戰（HARD）","-50","0","0.85","0","81006402","0","0","bgm_M461","2","250","5064302","-229","660036002","1","20036","-35","0","650036021","90","81006402","145","2003602","0","20036201","0.85","0"
"510333","1.25","bgm_M461","0","-60","0.67","1","Boss戰（VERY HARD）","-50","0","0.85","0","81006402","0","0","bgm_M461","3","250","5064308","512","660036003","1","20036","-70","0","650036031","90","81006402","480","2003603","0","20036201","0.85","0"
"510331","1","bgm_M470","0","-35","0.5","1","Boss戰（NORMAL）","-54","0","1","0","81006601","0","0","bgm_M470","1","420","5066301","482","660037001","1","20037","-85","0","650037011","90","81006601","770","2003701","0","20037102","0.7","0"
"510332","1","bgm_M470","0","-152","0.5","1","Boss戰（HARD）","-54","0","1","0","81006602","0","0","bgm_M470","2","420","5066302","-251","660037002","1","20037","110","0","650037021","90","81006602","720","2003702","0","20037201","0.7","0"
"510333","1","bgm_M470","0","-51","0.5","1","Boss戰（VERY HARD）","-54","0","1","0","81006602","0","0","bgm_M470","3","420","5066308","502","660037003","1","20037","-40","0","650037031","90","81006602","490","2003703","0","20037201","0.7","0"
"510331","1.7","bgm_M481","0","-51","0.8","1","Boss戰（NORMAL）","-47","0","0.65","0","81006801","0","0","bgm_M481","1","400","5068301","395","660038001","1","20038","-85","0","650038011","90","81006801","800","2003801","0","20038102","0.8","0"
"510332","1.7","bgm_M481","0","18","0.8","1","Boss戰（HARD）","-47","0","0.65","0","81006802","0","0","bgm_M481","2","400","5068302","-17","660038002","1","20038","-10","0","650038021","90","81006802","145","2003802","0","20038201","0.8","0"
"510333","1.7","bgm_M481","0","-51","0.8","1","Boss戰（VERY HARD）","-47","0","0.65","0","81006802","0","0","bgm_M481","3","400","5068308","496","660038003","1","20038","-70","0","650038031","90","81006802","480","2003803","0","20038201","0.8","0"
"510351","2","bgm_M489","-13","-25","0.94","1","Boss戰（NORMAL）","-50","1","0.5","10","81007001","0","0","bgm_M489","1","140","5070301","316","660039001","1","20039","-105","0","650039011","90","81007001","185","2003901","0","20039103","0.65","1"
"510352","2","bgm_M489","-13","-200","0.94","1","Boss戰（HARD）","-50","1","0.5","10","81007002","0","0","bgm_M489","2","140","5070302","-239","660039002","1","20039","-35","0","650039021","90","81007002","145","2003902","0","20039201","0.65","1"
"510353","2","bgm_M489","-13","-75","0.94","1","Boss戰（VERY HARD）","-50","1","0.5","10","81007002","0","0","bgm_M489","3","140","5070308","468","660039003","1","20039","-70","0","650039031","90","81007002","480","2003903","0","20039201","0.65","1"
"510331","1.3","bgm_M499","0","-103","0.7","1","Boss戰（NORMAL）","-120","0","0.8","0","81007201","0","0","bgm_M499","1","380","5072301","877","660040001","0.8","20040","-85","0","650040011","90","81007201","800","2004001","60","20040101","0.7","0"
"510332","1.3","bgm_M499","0","12","0.7","1","Boss戰（HARD）","-120","0","0.8","0","81007202","0","0","bgm_M499","2","380","5072302","189","660040002","0.8","20040","-10","0","650040021","90","81007202","145","2004002","60","20040201","0.7","0"
"510333","1.3","bgm_M499","0","-72","0.7","1","Boss戰（VERY HARD）","-120","0","0.8","0","81007202","0","0","bgm_M499","3","380","5072308","510","660040003","0.8","20040","-70","0","650040031","90","81007202","480","2004003","60","20040201","0.7","0"
"510331","1.55","bgm_M511","0","-35","0.95","1","Boss戰（NORMAL）","-45","0","0.75","0","81007401","0","0","bgm_M511","1","205","5074301","578","660041001","1","20041","-85","0","650041011","90","81007401","770","2004101","0","20041102","0.83","1"
"510332","1.55","bgm_M511","0","-188","0.95","1","Boss戰（HARD）","-45","0","0.75","0","81007402","0","0","bgm_M511","2","205","5074302","-237","660041002","1","20041","110","0","650041021","90","81007402","720","2004102","0","20041201","0.83","1"
"510333","1.55","bgm_M511","0","-51","0.95","1","Boss戰（VERY HARD）","-45","0","0.75","0","81007402","0","0","bgm_M511","3","205","5074308","502","660041003","1","20041","-40","0","650041031","90","81007402","490","2004103","0","20041201","0.87","1"
"510331","2.4","bgm_M523","0","-41","1.05","1","Boss戰（NORMAL）","-40","0","0.45","0","81007601","0","0","bgm_M523","1","300","5076301","395","660042001","1","20042","-85","0","650042011","90","81007601","800","2004201","0","20042102","0.6","1"
"510332","2.4","bgm_M523","0","-195","1.05","1","Boss戰（HARD）","-40","0","0.45","0","81007602","0","0","bgm_M523","2","300","5076302","-76","660042002","1","20042","-10","0","650042021","90","81007602","145","2004202","0","20042201","0.6","1"
"510333","2.4","bgm_M523","0","-81","1.05","1","Boss戰（VERY HARD）","-40","0","0.5","0","81007602","0","0","bgm_M523","3","300","5076308","478","660042003","1","20042","-70","0","650042031","90","81007602","480","2004203","0","20042201","0.6","1"
"510361","1.55","bgm_M529","0","-79","0.8","1","Boss戰（NORMAL）","-45","0","0.75","-40","81007801","0","0","bgm_M529","1","205","5078301","503","660043001","1","20043","-85","0","650043011","90","81007801","770","2004301","0","20043102","0.83","1"
"510362","1.55","bgm_M529","0","58","0.8","1","Boss戰（HARD）","-45","0","0.75","-40","81007802","0","0","bgm_M529","2","205","5078302","-295","660043002","1","20043","110","0","650043021","90","81007802","720","2004302","0","20043201","0.83","1"
"510362","1.55","bgm_M529","0","-84","0.8","1","Boss戰（VERY HARD）","-45","0","0.75","-40","81007802","0","0","bgm_M529","3","205","5078308","476","660043003","1","20043","-40","0","650043031","90","81007802","490","2004303","0","20043201","0.87","1"
"510331","1.5","bgm_M539","0","-79","0.8","1","Boss戰（NORMAL）","-70","0","0.75","0","81000906","0","0","bgm_M539","1","300","5080301","741","660044001","1","20044","-85","0","650044011","90","81000906","800","2004401","0","20044101","0.8","1"
"510332","1.5","bgm_M539","0","11","0.8","1","Boss戰（HARD）","-70","0","0.75","0","81008002","0","0","bgm_M539","2","300","5080302","-67","660044002","1","20044","-10","0","650044021","90","81008002","145","2004402","0","20044201","0.8","1"
"510333","1.5","bgm_M539","0","-56","0.8","1","Boss戰（VERY HARD）","-70","0","0.75","0","81008002","0","0","bgm_M539","3","300","5080308","411","660044003","1","20044","-70","0","650044031","90","81008002","480","2004403","0","20044201","0.8","1"
"510331","2","bgm_M546","0","-25","0.9","1","Boss戰（NORMAL）","-20","0","0.55","0","81008201","0","0","bgm_M546","1","150","5082301","416","660045001","1","20045","-85","0","650045011","90","81001005","800","2004501","0","20045104","0.75","1"
"510332","2","bgm_M546","0","-175","0.9","1","Boss戰（HARD）","-20","0","0.55","0","81008202","0","0","bgm_M546","2","150","5082302","-191","660045002","1","20045","-10","0","650045021","90","81001006","145","2004502","0","20045201","0.75","1"
"510333","2","bgm_M546","0","-47","0.9","1","Boss戰（VERY HARD）","-20","0","0.55","0","81008202","0","0","bgm_M546","3","150","5082308","479","660045003","1","20045","-70","0","650045031","90","81001006","480","2004503","0","20045201","0.75","1"
"510331","1.35","bgm_M57","0","-25","0.9","1","Boss戰（NORMAL）","5","0","0.75","0","100113","0","0","bgm_M57","1","50","5084301","455","660046001","1","20046","-85","0","650046011","90","100113","800","2004601","0","20046104","0.8","1"
"510332","1.35","bgm_M57","0","-175","0.9","1","Boss戰（HARD）","5","0","0.75","0","100433","0","0","bgm_M57","2","50","5084302","-191","660046002","1","20046","-10","0","650046021","90","100433","145","2004602","0","20046201","0.8","1"
"510333","1.35","bgm_M57","0","-47","0.9","1","Boss戰（VERYHARD）","5","0","0.75","0","100433","0","0","bgm_M57","3","50","5084308","479","660046003","1","20046","-70","0","650046031","90","100433","480","2004603","0","20046201","0.8","1"
"510331","1.2","bgm_M559","0","-83","0.65","1","Boss戰（NORMAL）","-20","0","0.9","0","81008507","0","0","bgm_M559","1","20","5085301","515","660047001","1","20047","-85","0","650047011","90","81008507","770","2004701","0","20047102","0.65","1"
"510332","1.2","bgm_M559","0","47","0.65","1","Boss戰（HARD）","-20","0","0.9","0","81008508","0","0","bgm_M559","2","20","5085302","-277","660047002","1","20047","110","0","650047021","90","81008508","720","2004702","0","20047201","0.65","1"
"510333","1.2","bgm_M559","0","-85","0.65","1","Boss戰（VERY HARD）","-20","0","0.9","0","81008508","0","0","bgm_M559","3","20","5085308","484","660047003","1","20047","-40","0","650047031","90","81008508","490","2004703","0","20047201","0.65","1"
"510331","1.5","bgm_M568","0","-28","0.8","1","Boss戰（NORMAL）","-70","0","0.75","0","81008801","0","0","bgm_M568","1","300","5088301","451","660048001","1","20048","-85","0","650048011","90","81008801","800","2004801","-30","20048102","0.8","1"
"510332","1.5","bgm_M568","0","31","0.8","1","Boss戰（HARD）","-70","0","0.75","0","81008802","0","0","bgm_M568","2","300","5088302","-230","660048002","1","20048","-10","0","650048021","90","81008802","145","2004802","-30","20048201","0.8","1"
"510333","1.5","bgm_M568","0","-56","0.8","1","Boss戰（VERY HARD）","-70","0","0.75","0","81008802","0","0","bgm_M568","3","300","5088308","444","660048003","1","20048","-70","0","650048031","90","81008802","480","2004803","-30","20048201","0.8","1"
"510331","1.18","bgm_M577","0","-85","0.57","1","Boss戰（NORMAL）","-45","0","0.9","0","81009001","0","0","bgm_M577","1","240","5090301","510","660049001","1","20049","-85","0","650049011","90","81009001","500","2004901","13","20049102","1","1"
"510332","1.18","bgm_M577","0","-10","0.57","1","Boss戰（HARD）","-45","0","0.9","0","81009002","0","0","bgm_M577","2","240","5090302","-20","660049002","1","20049","-10","0","650049021","90","81009002","145","2004902","13","20049201","1","1"
"510333","1.18","bgm_M577","0","-50","0.57","1","Boss戰（VERY HARD）","-45","0","0.9","0","81009002","0","0","bgm_M577","3","240","5090308","514","660049003","1","20049","-70","0","650049031","90","81009002","480","2004903","13","20049201","0.8","1"
"510021","1.5","bgm_M585","0","-50","0.75","1","Boss戰（NORMAL）","-70","0","0.75","0","103021","0","0","bgm_M585","1","150","5092301","410","660050001","1","20050","-125","0","650050011","90","103021","0","2005001","0","20050101","0.75","1"
"510022","1.5","bgm_M585","0","10","0.75","1","Boss戰（HARD）","-70","0","0.75","0","103011","0","0","bgm_M585","2","150","5092302","-20","660050002","1","20050","-10","0","650050021","90","103011","145","2005002","0","20050201","0.75","1"
"510022","1.5","bgm_M585","0","-50","0.75","1","Boss戰（VERY HARD）","-70","0","0.75","0","103011","0","0","bgm_M585","3","150","5092308","514","660050003","1","20050","-70","0","650050031","90","103011","480","2005003","0","20050201","0.75","1"
"510331","2.2","bgm_M598","0","-59","1.05","1","Boss戰（NORMAL）","-50","0","0.45","0","102093","0","0","bgm_M598","1","250","5094301","898","660051001","1","20051","-85","0","650051011","90","102093","800","2005101","0","20051101","0.6","1"
"510332","2.2","bgm_M598","0","-204","1.05","1","Boss戰（HARD）","-50","0","0.45","0","102113","0","0","bgm_M598","2","250","5094302","-76","660051002","1","20051","-10","0","650051021","90","102113","145","2005102","0","20051201","0.6","1"
"510333","2.2","bgm_M598","0","-81","1.05","1","Boss戰（VERY HARD）","-50","0","0.44","0","102113","0","0","bgm_M598","3","250","5094308","478","660051003","1","20051","-70","0","650051031","90","102113","480","2005103","0","20051201","0.6","1"
"510331","1.3","bgm_M604","0","-51","0.6","1","Boss戰（NORMAL）","-120","0","0.8","0","102593","0","0","bgm_M604","1","380","5096301","900","660052001","0.8","20052","-85","0","650052011","90","102593","800","2005201","0","20052102","1.1","1"
"510332","1.3","bgm_M604","0","-15","0.6","1","Boss戰（HARD）","-120","0","0.8","0","102603","0","0","bgm_M604","2","380","5096302","172","660052002","0.8","20052","-10","0","650052021","90","102603","145","2005202","0","20052201","1.1","1"
"510333","1.3","bgm_M604","0","-51","0.6","1","Boss戰（VERY HARD）","-120","0","0.8","0","102603","0","0","bgm_M604","3","380","5096308","514","660052003","0.8","20052","-70","0","650052031","90","102603","480","2005203","0","20052201","1.1","1"
"510331","1.35","bgm_M611","-5","-69","0.8","1","Boss戰（NORMAL）","-85","0","0.8","0","81000405","0","0","bgm_M611","1","260","5098301","439","660053001","0.9","20053","-85","0","650053011","90","81000405","800","2005301","0","20053103","0.8","1"
"510332","1.35","bgm_M611","-5","-4","0.8","1","Boss戰（HARD）","-85","0","0.8","0","81000406","0","0","bgm_M611","2","260","5098302","-184","660053002","0.9","20053","-10","0","650053021","90","81000406","145","2005302","0","20053201","0.8","1"
"510333","1.35","bgm_M611","-5","-82","0.8","1","Boss戰（VERY HARD）","-85","0","0.8","0","81000406","0","0","bgm_M611","3","260","5098308","525","660053003","0.9","20053","-70","0","650053031","90","81000406","480","2005303","0","20053201","0.8","1"
"510401","1.5","bgm_M621","0","-74","0.67","1.1","Boss戰（NORMAL）","-70","0","0.75","0","81010001","0","0","bgm_M621","1","150","5100301","555","660054001","1.1","20054","-125","0","650054011","90","81010001","0","2005401","25","20054102","1","1"
"510402","1.5","bgm_M621","0","12","0.67","1.1","Boss戰（HARD）","-70","0","0.75","0","81010002","0","0","bgm_M621","2","150","5100302","-242","660054002","1.1","20054","-10","0","650054021","90","81010002","145","2005402","25","20054201","1","1"
"510402","1.5","bgm_M621","0","-67","0.67","1.1","Boss戰（VERY HARD）","-70","0","0.75","0","81010002","0","0","bgm_M621","3","150","5100308","483","660054003","1.1","20054","-70","0","650054031","90","81010002","480","2005403","25","20054201","1","1"
"510411","1.25","bgm_M625","-5","-93","0.7","1","Boss戰（NORMAL）","-85","0","0.8","0","81010201","0","0","bgm_M625","1","185","5102301","883","660055001","0.8","20055","-85","0","650055011","90","81010201","800","2005501","70","20055101","0.7","1"
"510412","1.25","bgm_M625","-5","-197","0.7","1","Boss戰（HARD）","-85","0","0.8","0","81010202","0","0","bgm_M625","2","185","5102302","-64","660055002","0.8","20055","-10","0","650055021","90","81010202","145","2005502","70","20055201","0.7","1"
"510412","1.25","bgm_M625","-5","-88","0.7","1","Boss戰（VERY HARD）","-85","0","0.8","0","81010202","0","0","bgm_M625","3","185","5102308","485","660055003","0.8","20055","-70","0","650055031","90","81010202","480","2005503","70","20055201","0.7","1"
"510331","1.5","bgm_M634","0","-74","0.9","1","Boss戰（NORMAL）","-40","0","0.65","0","100092","0","0","bgm_M634","1","150","5104301","613","660056001","1","20056","-125","0","650056011","90","100092","0","2005601","25","20056102","0.9","1"
"510332","1.5","bgm_M634","0","12","0.9","1","Boss戰（HARD）","-40","0","0.65","0","100382","0","0","bgm_M634","2","150","5104302","-242","660056002","1","20056","-10","0","650056021","90","100382","145","2005602","25","20056201","0.9","1"
"510333","1.5","bgm_M634","0","-67","0.9","1","Boss戰（VERY HARD）","-40","0","0.65","0","100382","0","0","bgm_M634","3","150","5104308","498","660056003","1","20056","-70","0","650056031","90","100382","480","2005603","25","20056201","0.9","1"
