090106a213296c88aef6a600a7fc1a6f9d724bf67b74d324bc2f8def7ac50f37,387f7ab0f93824ab99b6b33bb62232c7d2e19997a092641988fe50b3eef44f5e,7921fe96324ceb3401691d956f7c27b4fe41d39d09f3babc72529fca95e189aa,263b0cc2139e88863b2f61dd8a9465b6dd3d4b7ce074bd6d5f383adbd9edf884,7aa43d2802a649237985e433082749e98359eaef3db5b8537e96e207a6acf94b,63bce0b2bb0f63f98125c184e209bf6397eae8596735741d9487d0933680bdff
"3003","118201","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2026/04/01 16:00:00","10211501","10211001"
"3010","118201","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211002"
"3010","100201","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211003"
"3010","100201","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2026/04/01 16:00:00","10211501","10211004"
"3003","131201","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2026/04/01 16:00:00","10211501","10211005"
"3010","131201","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211006"
"3003","136301","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2026/04/16 16:00:00","10211501","10211007"
"3014","136301","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/04/16 16:00:00","10211501","10211008"
"3010","108801","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211009"
"3010","108801","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2026/04/01 16:00:00","10211501","10211010"
"3003","180201","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2026/04/01 16:00:00","10211501","10211011"
"3010","180201","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211012"
"3001","115601","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/04/01 16:00:00","10211501","10211013"
"3014","115601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/04/01 16:00:00","10211501","10211014"
"3003","122601","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2026/04/01 16:00:00","10211501","10211015"
"3014","122601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/04/01 16:00:00","10211501","10211016"
"3003","128901","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2026/04/01 16:00:00","10211501","10211017"
"3010","128901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211018"
"3002","136401","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2026/04/01 16:00:00","10211501","10211019"
"3004","136401","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2026/04/01 16:00:00","10211501","10211020"
"3003","101201","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2026/04/01 16:00:00","10211501","10211021"
"3010","101201","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211022"
"3001","104301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/04/01 16:00:00","10211501","10211023"
"3010","104301","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/04/01 16:00:00","10211501","10211024"
"3005","104901","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2026/05/01 16:00:00","10212501","10212001"
"3013","104901","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2026/05/01 16:00:00","10212501","10212002"
"3010","106801","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2026/05/01 16:00:00","10212501","10212003"
"3010","106801","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2026/05/01 16:00:00","10212501","10212004"
"3001","101101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/05/01 16:00:00","10212501","10212005"
"3010","101101","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/05/01 16:00:00","10212501","10212006"
"3005","109101","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2026/05/01 16:00:00","10212501","10212007"
"3013","109101","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2026/05/01 16:00:00","10212501","10212008"
"3002","117101","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2026/05/01 16:00:00","10212501","10212009"
"3004","117101","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2026/05/01 16:00:00","10212501","10212010"
"3002","120001","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2026/05/01 16:00:00","10212501","10212011"
"3004","120001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2026/05/01 16:00:00","10212501","10212012"
"3002","136501","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2026/05/04 16:00:00","10212501","10212013"
"3004","136501","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2026/05/04 16:00:00","10212501","10212014"
"3001","181101","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/05/01 16:00:00","10212501","10212015"
"3014","181101","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/05/01 16:00:00","10212501","10212016"
"3011","121201","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2026/05/01 16:00:00","10212501","10212017"
"3011","121201","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2026/05/01 16:00:00","10212501","10212018"
"3003","133701","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2026/05/01 16:00:00","10212501","10212019"
"3014","133701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/05/01 16:00:00","10212501","10212020"
"3001","112901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/05/01 16:00:00","10212501","10212021"
"3010","112901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/05/01 16:00:00","10212501","10212022"
"3001","119301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/05/01 16:00:00","10212501","10212023"
"3010","119301","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/05/01 16:00:00","10212501","10212024"
