8d0803f3465f82d9d74db51d3d97ab3f10906cff0e862d83b1751c3e337bb4e1,8135f366f9672af977f18b4ac7da834460fe7ce6e165996807e2f0df13dce144,8adb4c81c0632d8aa3fcdc37ec9dbf4b70ffbad8e5de59a77f896e18023e1c0c,c636165243efe2d2c032156de98d1cdfcc460d1339e1be6a705b2869e96aa885,438f05d5f23909830f17ad0e63204eacdc6cfccacf3a85208c328951fa744ee3,f0260f7989e86ddee7901c681a1afe6bec7e152d0c2b5509afd1cc7dccfc6468,5d01fa80af2eab4d435fb9e688dba440ffe6cc601c53de9c45041e9ae1be74fd,c5c9d9b7f7eb9b2016625888ff0ee8bba002f368c06cad0d9a8b88e82047eea4,ea4643f8ae45cdf87323b9bd5b1c787a516c7058d699d8cd83f6bdc78153a814,f89ad5d1c5d104888147b8b6c4b628342698b21a6a4a952a02e0f07b2d4811d6,a291064b863ffa1daac22faaa46dd47713f906bb2b118e9f145e130a2f2a978e,9b23f7e92005f84732b47ba78716ef0d018c6a1c22f7e3c34adb9e2c618e43f4,9f5c6fb0df2073b097f5dd77365c0fefe6e7e15b93b9650ed54dae279684ebdd,102a05fbcbf286a8e94517374bf63d46e840f235cbf27a238ca48467606c1d7d,4308f547e8686225f584e1ffb08c09703ed2314d7bf5dc3d65db86e77fe20b8b,b78bb6b176ab19579adf04dc117387c1a1ba2d22f6413c1820cd5b9a3eb270bd
"32101","32105","318","32103","10064","0","321","32102","0","5","6","0","0","3","38","32104"
"32201","32205","319","32203","10074","0","322","32202","0","8","7","0","0","3","38","32204"
"32301","0","320","0","11015","0","323","0","0","2","101","0","0","3","39","0"
"32401","32405","321","32403","10072","0","324","32402","0","5","7","0","0","3","39","32404"
"32501","32505","322","32503","10045","0","325","32502","0","8","4","0","0","3","39","32504"
"32601","32605","323","32603","10056","325","326","32602","0","5","5","0","324","3","40","32604"
"32701","0","0","0","11002","0","327","0","0","2","100","0","0","4","1","0"
"32801","32805","0","32803","10023","0","328","32802","0","5","2","0","0","4","1","32804"
"32901","0","0","0","11015","0","329","0","0","8","101","0","0","4","1","0"
"33001","33005","327","33003","10041","0","330","33002","0","2","4","0","0","4","2","33004"
"33101","33105","328","33103","10024","0","331","33102","0","5","2","0","0","4","2","33104"
"33201","0","329","0","11012","0","332","0","0","8","101","0","0","4","2","0"
"33301","33305","330","33303","10063","0","333","33302","0","2","6","0","0","4","3","33304"
"33401","33405","331","33403","10064","0","334","33402","0","5","6","0","0","4","3","33404"
"33501","33505","332","33503","10075","0","335","33502","0","8","7","0","0","4","3","33504"
"33601","33605","333","33603","10044","0","336","33602","0","2","4","0","0","4","4","33604"
"33701","33705","334","33703","10021","0","337","33702","0","5","2","0","0","4","4","33704"
"33801","0","335","0","11003","0","338","0","0","8","100","0","0","4","4","0"
"33901","33905","336","33903","10016","338","339","33902","0","5","1","0","337","4","5","33904"
"34001","34005","339","34003","10023","0","340","34002","0","2","2","0","0","4","6","34004"
"34101","34105","339","34103","10042","0","341","34102","0","5","4","0","0","4","6","34104"
"34201","34205","339","34203","10045","0","342","34202","0","8","4","0","0","4","6","34204"
"34301","0","340","0","11014","0","343","0","0","2","101","0","0","4","7","0"
"34401","34405","341","34403","10071","0","344","34402","0","5","7","0","0","4","7","34404"
"34501","0","342","0","11005","0","345","0","0","8","100","0","0","4","7","0"
"34601","34605","343","34603","10042","0","346","34602","0","2","4","0","0","4","8","34604"
"34701","0","344","0","11013","0","347","0","0","5","101","0","0","4","8","0"
"34801","34805","345","34803","10074","0","348","34802","0","8","7","0","0","4","8","34804"
"34901","34905","346","34903","10022","0","349","34902","0","2","2","0","0","4","9","34904"
"35001","35005","347","35003","10024","0","350","35002","0","5","2","0","0","4","9","35004"
"35101","35105","348","35103","10061","0","351","35102","0","8","6","0","0","4","9","35104"
"35201","35205","349","35203","10056","351","352","35202","0","5","5","0","350","4","10","35204"
"35301","35305","352","35303","10025","0","353","35302","0","2","2","0","0","4","11","35304"
"35401","0","352","0","11011","0","354","0","0","5","101","0","0","4","11","0"
"35501","35505","352","35503","10064","0","355","35502","0","8","6","0","0","4","11","35504"
"35601","35605","353","35603","10042","0","356","35602","0","2","4","0","0","4","12","35604"
"35701","35705","354","35703","10041","0","357","35702","0","5","4","0","0","4","12","35704"
"35801","35805","355","35803","10045","0","358","35802","0","8","4","0","0","4","12","35804"
"35901","35905","356","35903","10043","0","359","35902","0","2","4","0","0","4","13","35904"
"36001","36005","357","36003","10073","0","360","36002","0","5","7","0","0","4","13","36004"
"36101","36105","358","36103","10065","0","361","36102","0","8","6","0","0","4","13","36104"
"36201","0","359","0","11014","0","362","0","0","2","101","0","0","4","14","0"
"36301","36305","360","36303","10022","0","363","36302","0","5","2","0","0","4","14","36304"
"36401","36405","361","36403","10072","0","364","36402","0","8","7","0","0","4","14","36404"
"36501","36505","362","36503","10016","364","365","36502","0","5","1","0","363","4","15","36504"
"36601","36605","365","36603","10071","0","366","36602","0","2","7","0","0","4","16","36604"
"36701","0","365","0","11013","0","367","0","0","5","101","0","0","4","16","0"
"36801","36805","365","36803","10025","0","368","36802","0","8","2","0","0","4","16","36804"
"36901","0","366","0","11004","0","369","0","0","2","100","0","0","4","17","0"
"37001","0","367","0","11012","0","370","0","0","5","101","0","0","4","17","0"
"37101","37105","368","37103","10044","0","371","37102","0","8","4","0","0","4","17","37104"
"37201","0","369","0","11015","0","372","0","0","2","101","0","0","4","18","0"
"37301","37305","370","37303","10061","0","373","37302","0","5","6","0","0","4","18","37304"
"37401","37405","371","37403","10041","0","374","37402","0","8","4","0","0","4","18","37404"
"37501","37505","372","37503","10062","0","375","37502","0","2","6","0","0","4","19","37504"
"37601","0","373","0","11002","0","376","0","0","5","100","0","0","4","19","0"
"37701","37705","374","37703","10024","0","377","37702","0","8","2","0","0","4","19","37704"
"37801","37805","375","37803","10056","377","378","37802","0","5","5","0","376","4","20","37804"
"37901","37905","378","37903","10072","0","379","37902","0","2","7","0","0","4","21","37904"
"38001","0","378","0","11001","0","380","0","0","5","100","0","0","4","21","0"
"38101","0","378","0","11005","0","381","0","0","8","100","0","0","4","21","0"
"38201","0","379","0","11003","0","382","0","0","2","100","0","0","4","22","0"
"38301","38305","380","38303","10062","0","383","38302","0","5","6","0","0","4","22","38304"
"38401","38405","381","38403","10043","0","384","38402","0","8","4","0","0","4","22","38404"
"38501","0","382","0","11004","0","385","0","0","2","100","0","0","4","23","0"
"38601","38605","383","38603","10021","0","386","38602","0","5","2","0","0","4","23","38604"
"38701","38705","384","38703","10022","0","387","38702","0","8","2","0","0","4","23","38704"
"38801","38805","385","38803","10065","0","388","38802","0","2","6","0","0","4","24","38804"
"38901","38905","386","38903","10074","0","389","38902","0","5","7","0","0","4","24","38904"
"39001","39005","387","39003","10063","0","390","39002","0","8","6","0","0","4","24","39004"
"39101","39105","388","39103","10036","390","391","39102","0","5","3","0","389","4","25","39104"
"39201","0","391","0","11011","0","392","0","0","2","101","0","0","4","26","0"
"39301","39305","391","39303","10075","0","393","39302","0","5","7","0","0","4","26","39304"
"39401","39405","391","39403","10044","0","394","39402","0","8","4","0","0","4","26","39404"
"39501","39505","392","39503","10073","0","395","39502","0","2","7","0","0","4","27","39504"
"39601","39605","393","39603","10042","0","396","39602","0","5","4","0","0","4","27","39604"
"39701","39705","394","39703","10062","0","397","39702","0","8","6","0","0","4","27","39704"
"39801","0","395","0","11005","0","398","0","0","2","100","0","0","4","28","0"
"39901","0","396","0","11011","0","399","0","0","5","101","0","0","4","28","0"
"40001","40005","397","40003","10063","0","400","40002","0","8","6","0","0","4","28","40004"
"40101","0","398","0","11001","0","401","0","0","2","100","0","0","4","29","0"
"40201","0","399","0","11004","0","402","0","0","5","100","0","0","4","29","0"
"40301","0","400","0","11003","0","403","0","0","8","100","0","0","4","29","0"
"40401","40405","401","40403","10016","403","404","40402","0","5","1","0","402","4","30","40404"
"40501","40505","404","40503","10041","0","405","40502","0","2","4","0","0","4","31","40504"
"40601","40605","404","40603","10025","0","406","40602","0","5","2","0","0","4","31","40604"
"40701","40705","404","40703","10064","0","407","40702","0","8","6","0","0","4","31","40704"
"40801","40805","405","40803","10023","0","408","40802","0","2","2","0","0","4","32","40804"
"40901","40905","406","40903","10021","0","409","40902","0","5","2","0","0","4","32","40904"
"41001","41005","407","41003","10065","0","410","41002","0","8","6","0","0","4","32","41004"
"41101","41105","408","41103","10022","0","411","41102","0","2","2","0","0","4","33","41104"
"41201","41205","409","41203","10024","0","412","41202","0","5","2","0","0","4","33","41204"
"41301","0","410","0","11013","0","413","0","0","8","101","0","0","4","33","0"
"41401","0","411","0","11012","0","414","0","0","2","101","0","0","4","34","0"
"41501","41505","412","41503","10075","0","415","41502","0","5","7","0","0","4","34","41504"
"41601","41605","413","41603","10044","0","416","41602","0","8","4","0","0","4","34","41604"
"41701","41705","414","41703","10036","416","417","41702","0","5","3","0","415","4","35","41704"
"41801","0","417","0","11014","0","418","0","0","2","101","0","0","4","36","0"
"41901","41905","417","41903","10073","0","419","41902","0","5","7","0","0","4","36","41904"
"42001","42005","417","42003","10025","0","420","42002","0","8","2","0","0","4","36","42004"
"42101","42105","418","42103","10071","0","421","42102","0","2","7","0","0","4","37","42104"
"42201","0","419","0","11015","0","422","0","0","5","101","0","0","4","37","0"
"42301","0","420","0","11001","0","423","0","0","8","100","0","0","4","37","0"
"42401","42405","421","42403","10043","0","424","42402","0","2","4","0","0","4","38","42404"
"42501","42505","422","42503","10074","0","425","42502","0","5","7","0","0","4","38","42504"
"42601","42605","423","42603","10061","0","426","42602","0","8","6","0","0","4","38","42604"
"42701","0","424","0","11002","0","427","0","0","2","100","0","0","4","39","0"
"42801","42805","425","42803","10072","0","428","42802","0","5","7","0","0","4","39","42804"
"42901","42905","426","42903","10045","0","429","42902","0","8","4","0","0","4","39","42904"
"43001","43005","427","43003","10016","429","430","43002","0","5","1","0","428","4","40","43004"
"43101","43105","0","43103","10061","0","431","43102","0","2","6","0","0","5","1","43104"
"43201","0","0","0","11005","0","432","0","0","5","100","0","0","5","1","0"
"43301","43305","0","43303","10043","0","433","43302","0","8","4","0","0","5","1","43304"
"43401","43405","431","43403","10072","0","434","43402","0","2","7","0","0","5","2","43404"
"43501","43505","432","43503","10074","0","435","43502","0","5","7","0","0","5","2","43504"
"43601","43605","433","43603","10021","0","436","43602","0","8","2","0","0","5","2","43604"
"43701","43705","434","43703","10025","0","437","43702","0","2","2","0","0","5","3","43704"
"43801","43805","435","43803","10042","0","438","43802","0","5","4","0","0","5","3","43804"
"43901","0","436","0","11011","0","439","0","0","8","101","0","0","5","3","0"
"44001","0","437","0","11013","0","440","0","0","2","101","0","0","5","4","0"
"44101","44105","438","44103","10045","0","441","44102","0","5","4","0","0","5","4","44104"
"44201","44205","439","44203","10024","0","442","44202","0","8","2","0","0","5","4","44204"
"44301","44305","440","44303","10036","442","443","44302","0","5","3","0","441","5","5","44304"
"44401","44405","443","44403","10022","0","444","44402","0","2","2","0","0","5","6","44404"
"44501","44505","443","44503","10041","0","445","44502","0","5","4","0","0","5","6","44504"
"44601","44605","443","44603","10023","0","446","44602","0","8","2","0","0","5","6","44604"
"44701","0","444","0","11004","0","447","0","0","2","100","0","0","5","7","0"
"44801","44805","445","44803","10065","0","448","44802","0","5","6","0","0","5","7","44804"
"44901","0","446","0","11014","0","449","0","0","8","101","0","0","5","7","0"
"45001","45005","447","45003","10021","0","450","45002","0","2","2","0","0","5","8","45004"
"45101","45105","448","45103","10062","0","451","45102","0","5","6","0","0","5","8","45104"
"45201","0","449","0","11003","0","452","0","0","8","100","0","0","5","8","0"
"45301","45305","450","45303","10044","0","453","45302","0","2","4","0","0","5","9","45304"
"45401","45405","451","45403","10063","0","454","45402","0","5","6","0","0","5","9","45404"
"45501","0","452","0","11005","0","455","0","0","8","100","0","0","5","9","0"
"45601","45605","453","45603","10056","455","456","45602","0","5","5","0","454","5","10","45604"
"45701","45705","456","45703","10064","0","457","45702","0","2","6","0","0","5","11","45704"
"45801","45805","456","45803","10022","0","458","45802","0","5","2","0","0","5","11","45804"
"45901","0","456","0","11015","0","459","0","0","8","101","0","0","5","11","0"
"46001","46005","457","46003","10075","0","460","46002","0","2","7","0","0","5","12","46004"
"46101","46105","458","46103","10071","0","461","46102","0","5","7","0","0","5","12","46104"
"46201","0","459","0","11002","0","462","0","0","8","100","0","0","5","12","0"
"46301","46305","460","46303","10043","0","463","46302","0","2","4","0","0","5","13","46304"
"46401","0","461","0","11015","0","464","0","0","5","101","0","0","5","13","0"
"46501","0","462","0","11001","0","465","0","0","8","100","0","0","5","13","0"
"46601","0","463","0","11014","0","466","0","0","2","101","0","0","5","14","0"
"46701","46705","464","46703","10022","0","467","46702","0","5","2","0","0","5","14","46704"
"46801","0","465","0","11013","0","468","0","0","8","101","0","0","5","14","0"
"46901","46905","466","46903","10016","468","469","46902","0","5","1","0","467","5","15","46904"
"47001","47005","469","47003","10041","0","470","47002","0","2","4","0","0","5","16","47004"
"47101","47105","469","47103","10072","0","471","47102","0","5","7","0","0","5","16","47104"
"47201","47205","469","47203","10025","0","472","47202","0","8","2","0","0","5","16","47204"
"47301","47305","470","47303","10024","0","473","47302","0","2","2","0","0","5","17","47304"
"47401","47405","471","47403","10073","0","474","47402","0","5","7","0","0","5","17","47404"
"47501","47505","472","47503","10062","0","475","47502","0","8","6","0","0","5","17","47504"
"47601","47605","473","47603","10063","0","476","47602","0","2","6","0","0","5","18","47604"
"47701","47705","474","47703","10044","0","477","47702","0","5","4","0","0","5","18","47704"
"47801","47805","475","47803","10061","0","478","47802","0","8","6","0","0","5","18","47804"
"47901","0","476","0","11003","0","479","0","0","2","100","0","0","5","19","0"
"48001","48005","477","48003","10065","0","480","48002","0","5","6","0","0","5","19","48004"
"48101","48105","478","48103","10042","0","481","48102","0","8","4","0","0","5","19","48104"
"48201","48205","479","48203","10016","481","482","48202","0","5","1","0","480","5","20","48204"
"48301","48305","482","48303","10063","0","483","48302","0","2","6","0","0","5","21","48304"
"48401","0","482","0","11002","0","484","0","0","5","100","0","0","5","21","0"
"48501","48505","482","48503","10045","0","485","48502","0","8","4","0","0","5","21","48504"
"48601","0","483","0","11011","0","486","0","0","2","101","0","0","5","22","0"
"48701","48705","484","48703","10074","0","487","48702","0","5","7","0","0","5","22","48704"
"48801","48805","485","48803","10075","0","488","48802","0","8","7","0","0","5","22","48804"
"48901","48905","486","48903","10044","0","489","48902","0","2","4","0","0","5","23","48904"
"49001","49005","487","49003","10023","0","490","49002","0","5","2","0","0","5","23","49004"
"49101","49105","488","49103","10064","0","491","49102","0","8","6","0","0","5","23","49104"
"49201","49205","489","49203","10021","0","492","49202","0","2","2","0","0","5","24","49204"
"49301","49305","490","49303","10022","0","493","49302","0","5","2","0","0","5","24","49304"
"49401","0","491","0","11012","0","494","0","0","8","101","0","0","5","24","0"
"49501","49505","492","49503","10056","494","495","49502","0","5","5","0","493","5","25","49504"
"49601","49605","495","49603","10025","0","496","49602","0","2","2","0","0","5","26","49604"
"49701","0","495","0","11001","0","497","0","0","5","100","0","0","5","26","0"
"49801","0","495","0","11003","0","498","0","0","8","100","0","0","5","26","0"
"49901","49905","496","49903","10024","0","499","49902","0","2","2","0","0","5","27","49904"
"50001","50005","497","50003","10023","0","500","50002","0","5","2","0","0","5","27","50004"
"50101","50105","498","50103","10072","0","501","50102","0","8","7","0","0","5","27","50104"
"50201","0","499","0","11014","0","502","0","0","2","101","0","0","5","28","0"
"50301","50305","500","50303","10065","0","503","50302","0","5","6","0","0","5","28","50304"
"50401","50405","501","50403","10042","0","504","50402","0","8","4","0","0","5","28","50404"
"50501","50505","502","50503","10043","0","505","50502","0","2","4","0","0","5","29","50504"
"50601","0","503","0","11004","0","506","0","0","5","100","0","0","5","29","0"
"50701","50705","504","50703","10071","0","507","50702","0","8","7","0","0","5","29","50704"
"50801","50805","505","50803","10016","507","508","50802","0","5","1","0","506","5","30","50804"
"50901","0","508","0","11014","0","509","0","0","2","101","0","0","5","31","0"
"51001","51005","508","51003","10062","0","510","51002","0","5","6","0","0","5","31","51004"
"51101","51105","508","51103","10041","0","511","51102","0","8","4","0","0","5","31","51104"
"51201","0","509","0","11013","0","512","0","0","2","101","0","0","5","32","0"
"51301","51305","510","51303","10074","0","513","51302","0","5","7","0","0","5","32","51304"
"51401","51405","511","51403","10061","0","514","51402","0","8","6","0","0","5","32","51404"
"51501","51505","512","51503","10045","0","515","51502","0","2","4","0","0","5","33","51504"
"51601","51605","513","51603","10024","0","516","51602","0","5","2","0","0","5","33","51604"
"51701","51705","514","51703","10063","0","517","51702","0","8","6","0","0","5","33","51704"
"51801","0","515","0","11005","0","518","0","0","2","100","0","0","5","34","0"
"51901","0","516","0","11012","0","519","0","0","5","101","0","0","5","34","0"
"52001","0","517","0","11011","0","520","0","0","8","101","0","0","5","34","0"
"52101","52105","518","52103","10036","520","521","52102","0","5","3","0","519","5","35","52104"
"52201","0","521","0","11013","0","522","0","0","2","101","0","0","5","36","0"
"52301","52305","521","52303","10041","0","523","52302","0","5","4","0","0","5","36","52304"
"52401","0","521","0","11015","0","524","0","0","8","101","0","0","5","36","0"
"52501","52505","522","52503","10073","0","525","52502","0","2","7","0","0","5","37","52504"
"52601","52605","523","52603","10025","0","526","52602","0","5","2","0","0","5","37","52604"
"52701","52705","524","52703","10072","0","527","52702","0","8","7","0","0","5","37","52704"
"52801","0","525","0","11001","0","528","0","0","2","100","0","0","5","38","0"
"52901","52905","526","52903","10064","0","529","52902","0","5","6","0","0","5","38","52904"
"53001","53005","527","53003","10075","0","530","53002","0","8","7","0","0","5","38","53004"
"53101","53105","528","53103","10022","0","531","53102","0","2","2","0","0","5","39","53104"
"53201","0","529","0","11004","0","532","0","0","5","100","0","0","5","39","0"
"53301","53305","530","53303","10023","0","533","53302","0","8","2","0","0","5","39","53304"
"53401","53405","531","53403","10056","533","534","53402","0","5","5","0","532","5","40","53404"
"53501","0","0","0","11004","0","535","0","0","2","100","0","0","6","1","0"
"53601","0","0","0","11015","0","536","0","0","5","101","0","0","6","1","0"
"53701","0","0","0","11013","0","537","0","0","8","101","0","0","6","1","0"
"53801","0","535","0","11014","0","538","0","0","2","101","0","0","6","2","0"
"53901","0","536","0","11011","0","539","0","0","5","101","0","0","6","2","0"
"54001","0","537","0","11002","0","540","0","0","8","100","0","0","6","2","0"
"54101","54105","538","54103","10041","0","541","54102","0","2","4","0","0","6","3","54104"
"54201","54205","539","54203","10063","0","542","54202","0","5","6","0","0","6","3","54204"
"54301","54305","540","54303","10072","0","543","54302","0","8","7","0","0","6","3","54304"
"54401","54405","541","54403","10065","0","544","54402","0","2","6","0","0","6","4","54404"
"54501","0","542","0","11001","0","545","0","0","5","100","0","0","6","4","0"
"54601","0","543","0","11012","0","546","0","0","8","101","0","0","6","4","0"
"54701","54705","544","54703","10016","546","547","54702","0","5","1","0","545","6","5","54704"
"54801","0","547","0","11005","0","548","0","0","2","100","0","0","6","6","0"
"54901","54905","547","54903","10071","0","549","54902","0","5","7","0","0","6","6","54904"
"55001","55005","547","55003","10073","0","550","55002","0","8","7","0","0","6","6","55004"
"55101","55105","548","55103","10064","0","551","55102","0","2","6","0","0","6","7","55104"
"55201","55205","549","55203","10044","0","552","55202","0","5","4","0","0","6","7","55204"
"55301","55305","550","55303","10021","0","553","55302","0","8","2","0","0","6","7","55304"
"55401","55405","551","55403","10075","0","554","55402","0","2","7","0","0","6","8","55404"
"55501","55505","552","55503","10042","0","555","55502","0","5","4","0","0","6","8","55504"
"55601","55605","553","55603","10043","0","556","55602","0","8","4","0","0","6","8","55604"
"55701","55705","554","55703","10025","0","557","55702","0","2","2","0","0","6","9","55704"
"55801","0","555","0","11004","0","558","0","0","5","100","0","0","6","9","0"
"55901","0","556","0","11012","0","559","0","0","8","101","0","0","6","9","0"
"56001","56005","557","56003","10036","559","560","56002","0","5","3","0","558","6","10","56004"
"56101","0","560","0","11011","0","561","0","0","2","101","0","0","6","11","0"
"56201","0","560","0","11003","0","562","0","0","5","100","0","0","6","11","0"
"56301","56305","560","56303","10072","0","563","56302","0","8","7","0","0","6","11","56304"
"56401","56405","561","56403","10045","0","564","56402","0","2","4","0","0","6","12","56404"
"56501","56505","562","56503","10022","0","565","56502","0","5","2","0","0","6","12","56504"
"56601","56605","563","56603","10044","0","566","56602","0","8","4","0","0","6","12","56604"
"56701","56705","564","56703","10061","0","567","56702","0","2","6","0","0","6","13","56704"
"56801","0","565","0","11002","0","568","0","0","5","100","0","0","6","13","0"
"56901","56905","566","56903","10023","0","569","56902","0","8","2","0","0","6","13","56904"
"57001","57005","567","57003","10065","0","570","57002","0","2","6","0","0","6","14","57004"
"57101","57105","568","57103","10041","0","571","57102","0","5","4","0","0","6","14","57104"
"57201","57205","569","57203","10074","0","572","57202","0","8","7","0","0","6","14","57204"
"57301","57305","570","57303","10016","572","573","57302","0","5","1","0","571","6","15","57304"
"57401","0","573","0","11005","0","574","0","0","2","100","0","0","6","16","0"
"57501","57505","573","57503","10042","0","575","57502","0","5","4","0","0","6","16","57504"
"57601","0","573","0","11001","0","576","0","0","8","100","0","0","6","16","0"
"57701","57705","574","57703","10061","0","577","57702","0","2","6","0","0","6","17","57704"
"57801","57805","575","57803","10024","0","578","57802","0","5","2","0","0","6","17","57804"
"57901","57905","576","57903","10025","0","579","57902","0","8","2","0","0","6","17","57904"
"58001","0","577","0","11013","0","580","0","0","2","101","0","0","6","18","0"
"58101","0","578","0","11014","0","581","0","0","5","101","0","0","6","18","0"
"58201","0","579","0","11012","0","582","0","0","8","101","0","0","6","18","0"
"58301","0","580","0","11015","0","583","0","0","2","101","0","0","6","19","0"
"58401","58405","581","58403","10063","0","584","58402","0","5","6","0","0","6","19","58404"
"58501","0","582","0","11011","0","585","0","0","8","101","0","0","6","19","0"
"58601","58605","583","58603","10036","585","586","58602","0","5","3","0","584","6","20","58604"
"58701","0","586","0","11012","0","587","0","0","2","101","0","0","6","21","0"
"58801","58805","586","58803","10071","0","588","58802","0","5","7","0","0","6","21","58804"
"58901","58905","586","58903","10075","0","589","58902","0","8","7","0","0","6","21","58904"
"59001","59005","587","59003","10044","0","590","59002","0","2","4","0","0","6","22","59004"
"59101","59105","588","59103","10022","0","591","59102","0","5","2","0","0","6","22","59104"
"59201","59205","589","59203","10045","0","592","59202","0","8","4","0","0","6","22","59204"
"59301","0","590","0","11003","0","593","0","0","2","100","0","0","6","23","0"
"59401","59405","591","59403","10021","0","594","59402","0","5","2","0","0","6","23","59404"
"59501","59505","592","59503","10074","0","595","59502","0","8","7","0","0","6","23","59504"
"59601","59605","593","59603","10062","0","596","59602","0","2","6","0","0","6","24","59604"
"59701","59705","594","59703","10073","0","597","59702","0","5","7","0","0","6","24","59704"
"59801","59805","595","59803","10065","0","598","59802","0","8","6","0","0","6","24","59804"
"59901","59905","596","59903","10016","598","599","59902","0","5","1","0","597","6","25","59904"
"60001","60005","599","60003","10041","0","600","60002","0","2","4","0","0","6","26","60004"
"60101","60105","599","60103","10043","0","601","60102","0","5","4","0","0","6","26","60104"
"60201","60205","599","60203","10064","0","602","60202","0","8","6","0","0","6","26","60204"
"60301","60305","600","60303","10023","0","603","60302","0","2","2","0","0","6","27","60304"
"60401","60405","601","60403","10021","0","604","60402","0","5","2","0","0","6","27","60404"
"60501","0","602","0","11015","0","605","0","0","8","101","0","0","6","27","0"
"60601","0","603","0","11002","0","606","0","0","2","100","0","0","6","28","0"
"60701","0","604","0","11004","0","607","0","0","5","100","0","0","6","28","0"
"60801","60805","605","60803","10071","0","608","60802","0","8","7","0","0","6","28","60804"
"60901","60905","606","60903","10073","0","609","60902","0","2","7","0","0","6","29","60904"
"61001","61005","607","61003","10042","0","610","61002","0","5","4","0","0","6","29","61004"
"61101","61105","608","61103","10045","0","611","61102","0","8","4","0","0","6","29","61104"
"61201","61205","609","61203","10056","611","612","61202","0","5","5","0","610","6","30","61204"
"61301","61305","612","61303","10024","0","613","61302","0","2","2","0","0","6","31","61304"
"61401","61405","612","61403","10062","0","614","61402","0","5","6","0","0","6","31","61404"
"61501","61505","612","61503","10025","0","615","61502","0","8","2","0","0","6","31","61504"
"61601","61605","613","61603","10043","0","616","61602","0","2","4","0","0","6","32","61604"
"61701","61705","614","61703","10064","0","617","61702","0","5","6","0","0","6","32","61704"
"61801","61805","615","61803","10022","0","618","61802","0","8","2","0","0","6","32","61804"
"61901","0","616","0","11001","0","619","0","0","2","100","0","0","6","33","0"
"62001","62005","617","62003","10075","0","620","62002","0","5","7","0","0","6","33","62004"
"62101","0","618","0","11003","0","621","0","0","8","100","0","0","6","33","0"
"62201","62205","619","62203","10074","0","622","62202","0","2","7","0","0","6","34","62204"
"62301","62305","620","62303","10023","0","623","62302","0","5","2","0","0","6","34","62304"
"62401","62405","621","62403","10061","0","624","62402","0","8","6","0","0","6","34","62404"
"62501","62505","622","62503","10036","624","625","62502","0","5","3","0","623","6","35","62504"
"62601","62605","625","62603","10044","0","626","62602","0","2","4","0","0","6","36","62604"
"62701","62705","625","62703","10071","0","627","62702","0","5","7","0","0","6","36","62704"
"62801","0","625","0","11002","0","628","0","0","8","100","0","0","6","36","0"
"62901","0","626","0","11005","0","629","0","0","2","100","0","0","6","37","0"
"63001","63005","627","63003","10042","0","630","63002","0","5","4","0","0","6","37","63004"
"63101","0","628","0","11014","0","631","0","0","8","101","0","0","6","37","0"
"63201","63205","629","63203","10021","0","632","63202","0","2","2","0","0","6","38","63204"
"63301","63305","630","63303","10073","0","633","63302","0","5","7","0","0","6","38","63304"
"63401","63405","631","63403","10045","0","634","63402","0","8","4","0","0","6","38","63404"
"63501","63505","632","63503","10024","0","635","63502","0","2","2","0","0","6","39","63504"
"63601","63605","633","63603","10062","0","636","63602","0","5","6","0","0","6","39","63604"
"63701","63705","634","63703","10043","0","637","63702","0","8","4","0","0","6","39","63704"
"63801","63805","635","63803","10056","637","638","63802","0","5","5","0","636","6","40","63804"
