592b6396fc1d24e127b4c5b96682c1233e44d511662a3f55eab472ce206a549b,8b27624189dedbb4737518e400747d3a0859daa755e250dcf6a1d2904c57e320,1281de4c9eed8a908e762dc87fae41de9e5365ef2caaf40ed5370435f3d85fb9,f7cd8737f6a8f0c54d969adacb8d13fd7fce73498fe8ea6a108aa3a4ea5a14ef,2f103e0985e1a5263a8c28dc7efd206fd23cc85a51022d53d463da314adfde6a,11f69c1ea028c737426c0ea971da9c6672c819a3129eb95d9bf34fe53cb982ed,e1ea5dcbe5402abfc96ac756dd0d4dc66e7b2d1cb9d2efcae995b08d0e0ee3da,28a07b7dd2ea40907f59c463da08ea5039210bfc2b1aabe95e94529a5e5c910a,0f47c302f29736cb4c714de6c604e6c87aa0b07de1fae0869cb778cb11d83a39,8b0adea92dd091565e026a454e941ce44da02f66759df218541bbf07073039e8,3aa34f293d8061700bf78cd43967fbeccb366114c76b2648f950cc69ca81d729
"910","11214","0","0.01","11214034","33","","0","","",""
"104011","11214","0","wac_birthday_wish_01","11214035","3","","wac_birthday_blowout_03","1","0.2","0.2"
"104011","11214","-330","0.01","11214036","2","","-200","","",""
"101511","11214","1","","11214037","3","","wac_birthday_idle_wish","","0.2",""
"101511","11214","-320","0.01","11214038","2","","180","","",""
"101211","11214","1","","11214039","3","","wac_birthday_idle_smile","","0.2",""
"101211","11214","-340","0.01","11214040","2","","320","","",""
"0","11214","","","11214041","93","","","","",""
"800","11214","","","11214042","32","","1","","",""
"0.7","11214","","","11214043","93","","","","",""
"702","11214","","","11214044","32","","1","","",""
"0.5","11214","","","11214045","93","","","","",""
"se_common","11214","0","","11214046","23","","se_sys_login_birthday_blow_candle","","",""
"701","11214","","","11214047","32","","0","","",""
"0.4","11214","","","11214048","93","","","","",""
"se_common","11214","0","","11214049","23","","se_sys_login_birthday_cracker","","",""
"700","11214","","","11214050","32","","1","","",""
"se_common","11214","0","","11214051","23","","se_sys_login_birthday_calendar_applause","","",""
"101511","11214","0","wac_birthday_idle_wish","11214052","3","","wac_birthday_clap_to_wish","1","0.2","0.2"
"0.1","11214","","","11214053","93","","","","",""
"101211","11214","0","wac_birthday_idle_smile","11214054","3","","wac_birthday_clap","1","0.2","0.2"
"2","11214","","","11214055","93","","","","",""
"1","11214","","","11214056","131","","","","",""
"vo_wac_11214","11214","0","0","11214057","21","","vo_wac_11214_000","","",""
"104011","11214","10","1","11214058","11","0.5","哦？這蛋糕是……\n而且還大家聚在一起……\n到底是怎麼了？","1","0","0"
"0","11214","","","11214059","91","","","","",""
"104011","11214","1","","11214060","3","","wac_birthday_idle_normal","","0.2",""
"101511","11214","1","","11214061","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_11214","11214","0","0","11214062","21","","vo_wac_11214_001","","",""
"101511","11214","10","1","11214063","11","0.5","當然是為了幫小碧慶生啊♪","1","0","0"
"0","11214","","","11214064","91","","","","",""
"101511","11214","1","","11214065","3","","wac_birthday_idle_smile","","0.2",""
"101211","11214","1","","11214066","3","","wac_birthday_talk_kyapi","","0.2",""
"vo_wac_11214","11214","0","0","11214067","21","","vo_wac_11214_002","","",""
"101211","11214","10","1","11214068","11","0.5","對啊～♪\n這是大家一起精心準備的！\n好了，快來吃快來吃！","1","0","0"
"0","11214","","","11214069","91","","","","",""
"101211","11214","1","","11214070","3","","wac_birthday_idle_kyapi","","0.2",""
"104011","11214","1","","11214071","3","","wac_birthday_talk_wish","","0.2",""
"vo_wac_11214","11214","0","0","11214072","21","","vo_wac_11214_003","","",""
"104011","11214","10","1","11214073","11","0.5","居然為了我這種邊緣人……\n是你邀請其他兩人過來的對吧！\n謝、謝、謝謝你！","1","0","0"
"0","11214","","","11214074","91","","","","",""
"0","11214","","","11214075","22","","","","",""
"bgm_M321","11514","","","11514001","25","","bgm_M321_2C","","",""
"1","11514","250","-1000","11514002","1","wac_birthday_idle_normal","102111","-70","2","0"
"1","11514","256","200","11514003","1","wac_birthday_idle_smile","102311","-270","2","1"
"1","11514","258","320","11514004","1","wac_birthday_idle_normal","102511","-310","2","1"
"1","11514","257","450","11514005","1","wac_birthday_idle_doya","102811","-290","2","1"
"102111","11514","","","11514006","13","","300","","",""
"102311","11514","","","11514007","13","","300","","",""
"500","11514","0","0","11514008","31","","500","1","0",""
"600","11514","0","0","11514009","31","","600","1","1",""
"602","11514","0","0","11514010","31","","602","1","0",""
"603","11514","0","0","11514011","31","","603","1","0",""
"604","11514","30","60","11514012","31","","604","1","1",""
"612","11514","0","0","11514013","31","","612","1","1",""
"700","11514","0","0","11514014","31","","700","1","0",""
"701","11514","0","0","11514015","31","","701","1","0",""
"702","11514","0","0","11514016","31","","702","1","0",""
"800","11514","0","0","11514017","31","","800","1","0",""
"911","11514","30","60","11514018","31","","911","1","1",""
"1","11514","","","11514019","93","","","","",""
"102511","11514","0","wac_birthday_reaction_03","11514020","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.1","11514","","","11514021","93","","","","",""
"102311","11514","0","wac_birthday_reaction_03","11514022","3","","wac_birthday_reaction_01","1","0.2","0.2"
"102811","11514","0","wac_birthday_reaction_04","11514023","3","","wac_birthday_reaction_05","1","0.2","0.2"
"0.3","11514","","","11514024","93","","","","",""
"102111","11514","1","","11514025","3","","wac_birthday_run_01","","0.2",""
"102111","11514","-70","3","11514026","2","","0","","",""
"2.5","11514","","","11514027","93","","","","",""
"602","11514","","","11514028","32","","1","","",""
"0.6","11514","","","11514029","93","","","","",""
"500","11514","","","11514030","32","","1","","",""
"600","11514","","","11514031","32","","0","","",""
"612","11514","","","11514032","32","","0","","",""
"604","11514","","","11514033","32","","0","","",""
"701","11514","","","11514034","32","","1","","",""
"911","11514","0","0.01","11514035","33","","0","","",""
"102111","11514","0","wac_birthday_wish_04","11514036","3","","wac_birthday_blowout_03","1","0.2","0.2"
"102111","11514","-330","0.01","11514037","2","","-200","","",""
"102311","11514","1","","11514038","3","","wac_birthday_idle_smile","","0.2",""
"102311","11514","-320","0.01","11514039","2","","180","","",""
"102511","11514","1","","11514040","3","","wac_birthday_idle_normal","","0.2",""
"102511","11514","-360","0.01","11514041","2","","290","","",""
"102811","11514","1","","11514042","3","","wac_birthday_idle_doya","","0.2",""
"102811","11514","-340","0.01","11514043","2","","430","","",""
"0","11514","","","11514044","93","","","","",""
"800","11514","","","11514045","32","","1","","",""
"0.7","11514","","","11514046","93","","","","",""
"702","11514","","","11514047","32","","1","","",""
"0.5","11514","","","11514048","93","","","","",""
"se_common","11514","0","","11514049","23","","se_sys_login_birthday_blow_candle","","",""
"701","11514","","","11514050","32","","0","","",""
"0.4","11514","","","11514051","93","","","","",""
"se_common","11514","0","","11514052","23","","se_sys_login_birthday_cracker","","",""
"700","11514","","","11514053","32","","1","","",""
"se_common","11514","0","","11514054","23","","se_sys_login_birthday_calendar_applause","","",""
"102311","11514","0","wac_birthday_idle_smile","11514055","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","11514","","","11514056","93","","","","",""
"102511","11514","0","wac_birthday_idle_normal","11514057","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","11514","","","11514058","93","","","","",""
"102811","11514","0","wac_birthday_idle_doya","11514059","3","","wac_birthday_clap","1","0.2","0.2"
"2","11514","","","11514060","93","","","","",""
"1","11514","","","11514061","131","","","","",""
"vo_wac_11514","11514","0","0","11514062","21","","vo_wac_11514_000","","",""
"102111","11514","10","1","11514063","11","0.5","呀唔……！\n嚇、嚇了我一跳……！\n有這麼棒的蛋糕和布置……\n這該不會是我的慶生派對……？","1","0","0"
"0","11514","","","11514064","91","","","","",""
"102111","11514","1","","11514065","3","","wac_birthday_idle_wish","","0.2",""
"102311","11514","1","","11514066","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_11514","11514","0","0","11514067","21","","vo_wac_11514_001","","",""
"102311","11514","10","1","11514068","11","0.5","嘿嘿，我們想讓胡桃開心，\n所以特地準備了驚喜！\n咲戀媽媽、鈴莓和哥哥\n也有一起幫忙做蛋糕喔！","1","0","0"
"0","11514","","","11514069","91","","","","",""
"102311","11514","1","","11514070","3","","wac_birthday_idle_smile","","0.2",""
"102111","11514","1","","11514071","3","","wac_birthday_talk_sad","","0.2",""
"vo_wac_11514","11514","0","0","11514072","21","","vo_wac_11514_002","","",""
"102111","11514","10","1","11514073","11","0.5","光是大家記得我的生日就讓人很開心了，\n沒想到還準備了這麼豪華的派對……","1","0","0"
"0","11514","","","11514074","91","","","","",""
"102111","11514","1","","11514075","3","","wac_birthday_talk_wish","","0.2",""
"vo_wac_11514","11514","0","0","11514076","21","","vo_wac_11514_003","","",""
"102111","11514","10","1","11514077","11","0.5","綾音和大家……！\n還有哥哥……！\n今天真的很謝謝你們……！\n我覺得非常幸福……♪","1","0","0"
"0","11514","","","11514078","91","","","","",""
"0","11514","","","11514079","22","","","","",""
"bgm_M321","12314","","","12314001","25","","bgm_M321_2C","","",""
"1","12314","250","-1000","12314002","1","wac_birthday_idle_normal","106311","-70","2","0"
"1","12314","256","310","12314003","1","wac_birthday_idle_normal","118511","-280","2","1"
"106311","12314","","","12314004","13","","300","","",""
"118511","12314","","","12314005","13","","300","","",""
"500","12314","0","0","12314006","31","","500","1","0",""
"600","12314","0","0","12314007","31","","600","1","1",""
"602","12314","0","0","12314008","31","","602","1","0",""
"603","12314","0","0","12314009","31","","603","1","0",""
"604","12314","30","60","12314010","31","","604","1","1",""
"612","12314","0","0","12314011","31","","612","1","1",""
"700","12314","0","0","12314012","31","","700","1","0",""
"701","12314","0","0","12314013","31","","701","1","0",""
"702","12314","0","0","12314014","31","","702","1","0",""
"800","12314","0","0","12314015","31","","800","1","0",""
"912","12314","30","60","12314016","31","","912","1","1",""
"1","12314","","","12314017","93","","","","",""
"118511","12314","0","wac_birthday_reaction_03","12314018","3","","wac_birthday_reaction_05","1","0.2","0.2"
"0.4","12314","","","12314019","93","","","","",""
"106311","12314","1","","12314020","3","","wac_birthday_run_01","","0.2",""
"106311","12314","-70","3","12314021","2","","0","","",""
"2.5","12314","","","12314022","93","","","","",""
"602","12314","","","12314023","32","","1","","",""
"0.6","12314","","","12314024","93","","","","",""
"500","12314","","","12314025","32","","1","","",""
"600","12314","","","12314026","32","","0","","",""
"612","12314","","","12314027","32","","0","","",""
"604","12314","","","12314028","32","","0","","",""
"701","12314","","","12314029","32","","1","","",""
"912","12314","0","0.01","12314030","33","","0","","",""
"106311","12314","0","wac_birthday_wish_01","12314031","3","","wac_birthday_blowout_01","1","0.2","0.2"
"106311","12314","-330","0.01","12314032","2","","-200","","",""
"118511","12314","1","","12314033","3","","wac_birthday_idle_normal","","0.2",""
"118511","12314","-330","0.01","12314034","2","","200","","",""
"0","12314","","","12314035","93","","","","",""
"800","12314","","","12314036","32","","1","","",""
"0.7","12314","","","12314037","93","","","","",""
"702","12314","","","12314038","32","","1","","",""
"0.5","12314","","","12314039","93","","","","",""
"se_common","12314","0","","12314040","23","","se_sys_login_birthday_blow_candle","","",""
"701","12314","","","12314041","32","","0","","",""
"0.4","12314","","","12314042","93","","","","",""
"se_common","12314","0","","12314043","23","","se_sys_login_birthday_cracker","","",""
"700","12314","","","12314044","32","","1","","",""
"se_common","12314","0","","12314045","23","","se_sys_login_birthday_calendar_applause","","",""
"118511","12314","0","wac_birthday_idle_normal","12314046","3","","wac_birthday_clap","1","0.2","0.2"
"2.1","12314","","","12314047","93","","","","",""
"1","12314","","","12314048","131","","","","",""
"vo_wac_12314","12314","0","0","12314049","21","","vo_wac_12314_000","","",""
"106311","12314","10","1","12314050","11","0.5","這個蛋糕該不會是……！\n那個、那個……\n謝……謝謝泥！！","1","0","0"
"0","12314","","","12314051","91","","","","",""
"106311","12314","1","","12314052","3","","wac_birthday_idle_sad","","0.2",""
"118511","12314","1","","12314053","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_12314","12314","0","0","12314054","21","","vo_wac_12314_001","","",""
"118511","12314","10","1","12314055","11","0.5","呵呵……\n看妳這麼開心，\n這次的驚喜非常成功呢♪","1","0","0"
"0","12314","","","12314056","91","","","","",""
"118511","12314","1","","12314057","3","","wac_birthday_idle_smile","","0.2",""
"106311","12314","1","","12314058","3","","wac_birthday_talk_sad","","0.2",""
"vo_wac_12314","12314","0","0","12314059","21","","vo_wac_12314_002","","",""
"106311","12314","10","1","12314060","11","0.5","唔唔……好難為情……\n沒想到偏偏在關鍵時刻咬螺絲……\n但是妳說得沒錯，我真的好開心！\n謝謝妳花凜小姐！","1","0","0"
"0","12314","","","12314061","91","","","","",""
"106311","12314","1","","12314062","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_12314","12314","0","0","12314063","21","","vo_wac_12314_003","","",""
"106311","12314","10","1","12314064","11","0.5","還有也謝謝你……\n沒想到能讓人像這樣為自己慶生，\n讓我內心充滿了感動都要滿出來了！\n那個！下次請再讓我帶大家去森林走走！","1","0","0"
"0","12314","","","12314065","91","","","","",""
"0","12314","","","12314066","22","","","","",""
"bgm_M321","13114","","","13114001","25","","bgm_M321_2C","","",""
"1","13114","250","-1000","13114002","1","wac_birthday_idle_normal","106511","-70","2","0"
"1","13114","256","230","13114003","1","wac_birthday_idle_doya","106611","-270","2","1"
"1","13114","257","370","13114004","1","wac_birthday_idle_normal","106711","-310","2","1"
"106511","13114","","","13114005","13","","300","","",""
"106611","13114","","","13114006","13","","300","","",""
"500","13114","0","0","13114007","31","","500","1","0",""
"600","13114","0","0","13114008","31","","600","1","1",""
"602","13114","0","0","13114009","31","","602","1","0",""
"603","13114","0","0","13114010","31","","603","1","0",""
"604","13114","30","60","13114011","31","","604","1","1",""
"612","13114","0","0","13114012","31","","612","1","1",""
"700","13114","0","0","13114013","31","","700","1","0",""
"701","13114","0","0","13114014","31","","701","1","0",""
"702","13114","0","0","13114015","31","","702","1","0",""
"800","13114","0","0","13114016","31","","800","1","0",""
"913","13114","30","60","13114017","31","","913","1","1",""
"1","13114","","","13114018","93","","","","",""
"106711","13114","0","wac_birthday_reaction_03","13114019","3","","wac_birthday_homare_reaction_05","1","0.2","0.2"
"0.1","13114","","","13114020","93","","","","",""
"106611","13114","0","wac_birthday_reaction_03","13114021","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.3","13114","","","13114022","93","","","","",""
"106511","13114","1","","13114023","3","","wac_birthday_run_01","","0.2",""
"106511","13114","-70","3","13114024","2","","0","","",""
"2.5","13114","","","13114025","93","","","","",""
"602","13114","","","13114026","32","","1","","",""
"0.6","13114","","","13114027","93","","","","",""
"500","13114","","","13114028","32","","1","","",""
"600","13114","","","13114029","32","","0","","",""
"612","13114","","","13114030","32","","0","","",""
"604","13114","","","13114031","32","","0","","",""
"701","13114","","","13114032","32","","1","","",""
"913","13114","0","0.01","13114033","33","","0","","",""
"106511","13114","0","wac_birthday_wish_02","13114034","3","","wac_birthday_blowout_01","1","0.2","0.2"
"106511","13114","-330","0.01","13114035","2","","-200","","",""
"106611","13114","1","","13114036","3","","wac_birthday_idle_doya","","0.2",""
"106611","13114","-320","0.01","13114037","2","","180","","",""
"106711","13114","1","","13114038","3","","wac_birthday_idle_normal","","0.2",""
"106711","13114","-340","0.01","13114039","2","","320","","",""
"0","13114","","","13114040","93","","","","",""
"800","13114","","","13114041","32","","1","","",""
"0.7","13114","","","13114042","93","","","","",""
"702","13114","","","13114043","32","","1","","",""
"0.5","13114","","","13114044","93","","","","",""
"se_common","13114","0","","13114045","23","","se_sys_login_birthday_blow_candle","","",""
"701","13114","","","13114046","32","","0","","",""
"0.4","13114","","","13114047","93","","","","",""
"se_common","13114","0","","13114048","23","","se_sys_login_birthday_cracker","","",""
"700","13114","","","13114049","32","","1","","",""
"se_common","13114","0","","13114050","23","","se_sys_login_birthday_calendar_applause","","",""
"106611","13114","0","wac_birthday_idle_doya","13114051","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","13114","","","13114052","93","","","","",""
"106711","13114","0","wac_birthday_idle_normal","13114053","3","","wac_birthday_clap","1","0.2","0.2"
"2","13114","","","13114054","93","","","","",""
"1","13114","","","13114055","131","","","","",""
"vo_wac_13114","13114","0","0","13114056","21","","vo_wac_13114_000","","",""
"106511","13114","10","1","13114057","11","0.5","喂喂，\n這蛋糕真是相當精緻耶。\n這該不會是為了我的生日\n特地準備的吧？","1","0","0"
"0","13114","","","13114058","91","","","","",""
"106511","13114","1","","13114059","3","","wac_birthday_idle_smile","","0.2",""
"106611","13114","1","","13114060","3","","wac_birthday_talk_doya","","0.2",""
"vo_wac_13114","13114","0","0","13114061","21","","vo_wac_13114_001","","",""
"106611","13114","10","1","13114062","11","0.5","呵呵呵，這當然啊！\n好了好了，嘉夜夜！\n妳就儘管好好感謝我吧！","1","0","0"
"0","13114","","","13114063","91","","","","",""
"106611","13114","1","","13114064","3","","wac_birthday_idle_doya","","0.2",""
"106711","13114","1","","13114065","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_13114","13114","0","0","13114066","21","","vo_wac_13114_002","","",""
"106711","13114","10","1","13114067","11","0.5","祈梨妳不是只有\n偷吃他準備的東西，\n還有在旁邊看而已嗎？","1","0","0"
"0","13114","","","13114068","91","","","","",""
"106711","13114","1","","13114069","3","","wac_birthday_idle_smile","","0.2",""
"106511","13114","1","","13114070","3","","wac_birthday_talk_doya","","0.2",""
"vo_wac_13114","13114","0","0","13114071","21","","vo_wac_13114_003","","",""
"106511","13114","10","1","13114072","11","0.5","哈哈，\n不過老大和祈梨也都有幫忙吧？\n也謝謝你了。託大家的福，\n我似乎能有個難忘的生日。","1","0","0"
"0","13114","","","13114073","91","","","","",""
"0","13114","","","13114074","22","","","","",""
"bgm_M321","14114","","","14114001","25","","bgm_M321_2C","","",""
"1","14114","250","-1000","14114002","1","wac_birthday_idle_normal","100911","-70","2","0"
"1","14114","256","170","14114003","1","wac_birthday_idle_smile","105611","-260","2","1"
"1","14114","259","270","14114004","1","wac_birthday_idle_normal","102711","-310","2","1"
"1","14114","257","390","14114005","1","wac_birthday_idle_kyapi","101311","-270","2","1"
"1","14114","258","500","14114006","1","wac_birthday_idle_wish","105111","-310","2","1"
"100911","14114","","","14114007","13","","300","","",""
"105611","14114","","","14114008","13","","300","","",""
"501","14114","0","0","14114009","31","","501","1","0",""
"600","14114","0","0","14114010","31","","600","1","1",""
"602","14114","0","0","14114011","31","","602","1","0",""
"603","14114","0","0","14114012","31","","603","1","0",""
"604","14114","30","60","14114013","31","","604","1","1",""
"613","14114","0","0","14114014","31","","613","1","1",""
"700","14114","0","0","14114015","31","","700","1","0",""
"701","14114","0","0","14114016","31","","701","1","0",""
"702","14114","0","0","14114017","31","","702","1","0",""
"800","14114","0","0","14114018","31","","800","1","0",""
"914","14114","30","60","14114019","31","","914","1","1",""
"1","14114","","","14114020","93","","","","",""
"102711","14114","0","wac_birthday_reaction_05","14114021","3","","wac_birthday_reaction_03","1","0.2","0.2"
"105611","14114","0","wac_birthday_reaction_03","14114022","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.1","14114","","","14114023","93","","","","",""
"101311","14114","0","wac_birthday_reaction_03","14114024","3","","wac_birthday_reaction_05","1","0.2","0.2"
"105111","14114","0","wac_birthday_reaction_05","14114025","3","","wac_birthday_reaction_04","1","0.2","0.2"
"0.3","14114","","","14114026","93","","","","",""
"100911","14114","1","","14114027","3","","wac_birthday_anna_run_01","","0.2",""
"100911","14114","-70","3","14114028","2","","0","","",""
"2.5","14114","","","14114029","93","","","","",""
"602","14114","","","14114030","32","","1","","",""
"0.6","14114","","","14114031","93","","","","",""
"501","14114","","","14114032","32","","1","","",""
"600","14114","","","14114033","32","","0","","",""
"613","14114","","","14114034","32","","0","","",""
"604","14114","","","14114035","32","","0","","",""
"701","14114","","","14114036","32","","1","","",""
"914","14114","0","0.01","14114037","33","","0","","",""
"100911","14114","0","wac_birthday_anna_wish_02","14114038","3","","wac_birthday_blowout_01","1","0.2","0.2"
"100911","14114","-330","0.01","14114039","2","","-200","","",""
"105611","14114","1","","14114040","3","","wac_birthday_idle_smile","","0.2",""
"105611","14114","-320","0.01","14114041","2","","150","","",""
"102711","14114","1","","14114042","3","","wac_birthday_idle_normal","","0.2",""
"102711","14114","-360","0.01","14114043","2","","260","","",""
"101311","14114","1","","14114044","3","","wac_birthday_idle_kyapi","","0.2",""
"101311","14114","-320","0.01","14114045","2","","380","","",""
"105111","14114","1","","14114046","3","","wac_birthday_idle_wish","","0.2",""
"105111","14114","-340","0.01","14114047","2","","480","","",""
"0","14114","","","14114048","93","","","","",""
"800","14114","","","14114049","32","","1","","",""
"0.7","14114","","","14114050","93","","","","",""
"702","14114","","","14114051","32","","1","","",""
"0.5","14114","","","14114052","93","","","","",""
"se_common","14114","0","","14114053","23","","se_sys_login_birthday_blow_candle","","",""
"701","14114","","","14114054","32","","0","","",""
"0.4","14114","","","14114055","93","","","","",""
"se_common","14114","0","","14114056","23","","se_sys_login_birthday_cracker","","",""
"700","14114","","","14114057","32","","1","","",""
"se_common","14114","0","","14114058","23","","se_sys_login_birthday_calendar_applause","","",""
"105611","14114","0","wac_birthday_idle_smile","14114059","3","","wac_birthday_clap","1","0.2","0.2"
"101311","14114","0","wac_birthday_idle_kyapi","14114060","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","14114","","","14114061","93","","","","",""
"102711","14114","0","wac_birthday_idle_normal","14114062","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","14114","","","14114063","93","","","","",""
"105111","14114","0","wac_birthday_idle_wish","14114064","3","","wac_birthday_clap_to_wish","1","0.2","0.2"
"2","14114","","","14114065","93","","","","",""
"1","14114","","","14114066","131","","","","",""
"vo_wac_14114","14114","0","0","14114067","21","","vo_wac_14114_000","","",""
"100911","14114","10","1","14114068","11","0.5","這是給我的生日禮物……！？\n唔，被這樣對待的話，\n魔瞳的封印會解開的！\n平、平靜，給我平靜下來……！","1","0","0"
"0","14114","","","14114069","91","","","","",""
"100911","14114","1","","14114070","3","","wac_birthday_idle_sad","","0.2",""
"105611","14114","1","","14114071","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_14114","14114","0","0","14114072","21","","vo_wac_14114_001","","",""
"105611","14114","10","1","14114073","11","0.5","哈哈，封印在那隻眼裡\n某人，也高興到流淚了吧？\n這樣費時費力地準備蛋糕\n也值得了呢。","1","0","0"
"0","14114","","","14114074","91","","","","",""
"105611","14114","1","","14114075","3","","wac_birthday_idle_smile","","0.2",""
"100911","14114","1","","14114076","3","","wac_birthday_talk_anger","","0.2",""
"vo_wac_14114","14114","0","0","14114077","21","","vo_wac_14114_002","","",""
"100911","14114","10","1","14114078","11","0.5","我、我可沒在哭喔！？\n剛剛只是稍微把\n沾到臉上的顏料擦掉而已……！\n才不是因為覺得被看到很丟臉……","1","0","0"
"0","14114","","","14114079","91","","","","",""
"100911","14114","1","","14114080","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_14114","14114","0","0","14114081","21","","vo_wac_14114_003","","",""
"100911","14114","10","1","14114082","11","0.5","但、但是那個……謝謝你們大家！\n這真的是幾乎要使我內在封印解開的……\n意外驚喜！所以……\n我會用心品嚐的！我要吃囉！","1","0","0"
"0","14114","","","14114083","91","","","","",""
"0","14114","","","14114084","22","","","","",""
"bgm_M321","14314","","","14314001","25","","bgm_M321_2C","","",""
"1","14314","250","-1000","14314002","1","wac_birthday_idle_normal","101711","-70","2","0"
"1","14314","256","200","14314003","1","wac_birthday_idle_normal","104311","-270","2","1"
"1","14314","258","320","14314004","1","wac_birthday_idle_wish","101011","-310","2","1"
"1","14314","257","450","14314005","1","wac_birthday_idle_smile","101411","-290","2","1"
"101711","14314","","","14314006","13","","300","","",""
"104311","14314","","","14314007","13","","300","","",""
"501","14314","0","0","14314008","31","","501","1","0",""
"600","14314","0","0","14314009","31","","600","1","1",""
"602","14314","0","0","14314010","31","","602","1","0",""
"603","14314","0","0","14314011","31","","603","1","0",""
"604","14314","30","60","14314012","31","","604","1","1",""
"613","14314","0","0","14314013","31","","613","1","1",""
"700","14314","0","0","14314014","31","","700","1","0",""
"701","14314","0","0","14314015","31","","701","1","0",""
"702","14314","0","0","14314016","31","","702","1","0",""
"800","14314","0","0","14314017","31","","800","1","0",""
"915","14314","30","60","14314018","31","","915","1","1",""
"1","14314","","","14314019","93","","","","",""
"101011","14314","0","wac_birthday_reaction_05","14314020","3","","wac_birthday_reaction_03","1","0.2","0.2"
"0.1","14314","","","14314021","93","","","","",""
"104311","14314","0","wac_birthday_reaction_03","14314022","3","","wac_birthday_reaction_02","1","0.2","0.2"
"101411","14314","0","wac_birthday_reaction_03","14314023","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.3","14314","","","14314024","93","","","","",""
"101711","14314","1","","14314025","3","","wac_birthday_run_01","","0.2",""
"101711","14314","-70","3","14314026","2","","0","","",""
"2.5","14314","","","14314027","93","","","","",""
"602","14314","","","14314028","32","","1","","",""
"0.6","14314","","","14314029","93","","","","",""
"501","14314","","","14314030","32","","1","","",""
"600","14314","","","14314031","32","","0","","",""
"613","14314","","","14314032","32","","0","","",""
"604","14314","","","14314033","32","","0","","",""
"701","14314","","","14314034","32","","1","","",""
"915","14314","0","0.01","14314035","33","","0","","",""
"101711","14314","0","wac_birthday_wish_02","14314036","3","","wac_birthday_blowout_02","1","0.2","0.2"
"101711","14314","-330","0.01","14314037","2","","-200","","",""
"104311","14314","1","","14314038","3","","wac_birthday_idle_normal","","0.2",""
"104311","14314","-320","0.01","14314039","2","","180","","",""
"101011","14314","1","","14314040","3","","wac_birthday_idle_wish","","0.2",""
"101011","14314","-360","0.01","14314041","2","","300","","",""
"101411","14314","1","","14314042","3","","wac_birthday_idle_smile","","0.2",""
"101411","14314","-340","0.01","14314043","2","","430","","",""
"0","14314","","","14314044","93","","","","",""
"800","14314","","","14314045","32","","1","","",""
"0.7","14314","","","14314046","93","","","","",""
"702","14314","","","14314047","32","","1","","",""
"0.5","14314","","","14314048","93","","","","",""
"se_common","14314","0","","14314049","23","","se_sys_login_birthday_blow_candle","","",""
"701","14314","","","14314050","32","","0","","",""
"0.4","14314","","","14314051","93","","","","",""
"se_common","14314","0","","14314052","23","","se_sys_login_birthday_cracker","","",""
"700","14314","","","14314053","32","","1","","",""
"se_common","14314","0","","14314054","23","","se_sys_login_birthday_calendar_applause","","",""
"104311","14314","0","wac_birthday_idle_normal","14314055","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","14314","","","14314056","93","","","","",""
"101011","14314","0","wac_birthday_idle_wish","14314057","3","","wac_birthday_clap_to_wish","1","0.2","0.2"
"0.1","14314","","","14314058","93","","","","",""
"101411","14314","0","wac_birthday_idle_smile","14314059","3","","wac_birthday_clap","1","0.2","0.2"
"2","14314","","","14314060","93","","","","",""
"1","14314","","","14314061","131","","","","",""
"vo_wac_14314","14314","0","0","14314062","21","","vo_wac_14314_000","","",""
"101711","14314","10","1","14314063","11","0.5","哇啊，這個生日蛋糕……！\n是大家一起做給我的呀～？\n我從沒看過\n這麼大的蛋糕耶──！","1","0","0"
"0","14314","","","14314064","91","","","","",""
"101711","14314","1","","14314065","3","","wac_birthday_idle_kyapi","","0.2",""
"104311","14314","1","","14314066","3","","wac_birthday_talk_doya","","0.2",""
"vo_wac_14314","14314","0","0","14314067","21","","vo_wac_14314_001","","",""
"104311","14314","10","1","14314068","11","0.5","嘿嘿，做了不習慣的事，\n但我也有幫了一點忙喔。\n那個、像切草莓之類的……\n真的只有幫到一點點就是了！","1","0","0"
"0","14314","","","14314069","91","","","","",""
"104311","14314","1","","14314070","3","","wac_birthday_idle_doya","","0.2",""
"101711","14314","1","","14314071","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_14314","14314","0","0","14314072","21","","vo_wac_14314_002","","",""
