e1c4450a69229507a0ef866f508e0400328edb6a4c69f3fe83ae713dcc56dc96,91ac056b8d1af82333ee0c17e45f1ad5407bb85e7e444b7e436499b5b35eacce,6fa5880f6a0e3d9d83d55638a620b0bdf45df23b35c5121cb001b6bb323434ed,8fd30c3a32f5661c3d5093d4b9bc494ae2ca3f2c4c728e9134517f573af7ce89,9cbf96b29d9421bcfe5a4b4b18e427446252100d457b93651eaf07adb7957c8d,6d358a4f5224a827831dac7e4214197a2e55eb2450a6f227563e627cde8af1a9,5715b300989ad23dbbd77af7ec710eedaa133cd98c1b74173d45c83851e6c579,44f8c6d0f6ae8d2b7fc0643db5c4ff56b9c8dc2723e3206994879148ca73ed61,0c498e90b0d5c4d13f0621b4cc71e0e7e5b9e63d396ed4ad73506d35ea46e6ca
"320120206","520","0.7","2","1","0","502012201","40","-74"
"320120206","521","1","3","2","0","502012203","67","10"
"320120206","522","0.65","1","3","0","0","11","43.5"
"320120207","523","0.7","2","1","0","502012206","50","-98"
"320120207","524","1","3","2","0","502012208","72","0"
"320120207","525","0.65","1","3","0","0","13","49"
"320120208","526","1.2","1","1","0","0","30","10"
"320120209","527","0.9","1","1","0","0","40","40"
"320120210","528","1.1","1","1","0","0","-35","-20"
"320120306","529","0.7","2","1","0","502012301","40","-74"
"320120306","530","1","3","2","0","502012303","67","10"
"320120306","531","0.65","1","3","0","0","11","43.5"
"320120307","532","0.7","2","1","0","502012306","50","-98"
"320120307","533","1","3","2","0","502012308","72","0"
"320120307","534","0.65","1","3","0","0","13","49"
"320120308","535","1.2","1","1","0","0","30","10"
"320120309","536","0.9","1","1","0","0","40","40"
"320120310","537","1.1","1","1","0","0","-35","-20"
"320120406","538","0.7","2","1","0","502012401","40","-74"
"320120406","539","1","3","2","0","502012403","67","10"
"320120406","540","0.65","1","3","0","0","11","43.5"
"320120407","541","0.7","2","1","0","502012406","50","-98"
"320120407","542","1","3","2","0","502012408","72","0"
"320120407","543","0.65","1","3","0","0","13","49"
"320120408","544","1.2","1","1","0","0","30","10"
"320120409","545","0.9","1","1","0","0","40","40"
"320120410","546","1.1","1","1","0","0","-35","-20"
"320120506","547","0.7","2","1","0","502012501","40","-74"
"320120506","548","1","3","2","0","502012503","67","10"
"320120506","549","0.65","1","3","0","0","11","43.5"
"320120507","550","0.7","2","1","0","502012506","50","-98"
"320120507","551","1","3","2","0","502012508","72","0"
"320120507","552","0.65","1","3","0","0","13","49"
"320120508","553","1.2","1","1","0","0","30","10"
"320120509","554","0.9","1","1","0","0","40","40"
"320120510","555","1.1","1","1","0","0","-35","-20"
