09d23c8c997b267dc82e58da9f097f4e0aee7862fb7ed2e71b6087ac95984f8d,f903f6e06a9d087a68fc66293c461149062e521473ea6f23bc492691e004ff8e,38d0532ac2c864c78a858cd67a8d9414930210afff01de28b6c7d11afbf8a1d3,8a0ba5091f304fe3d29e2c6665d4b649b039318f82a7e27fdf37ad3881978017,ae4e5d569a5e0e60a52b6ebaccbc106603af2324de1ddedc82f78d9527107ff4,c6d073702ec787ae219de9c6cceb081dc344ad5f7354a3b213bf70288169ac5a,a1f92e96425fa937c3e9670a2b47ac1f04f31a1968606c12f35f194d8408a941,fff7743c4a0865b2b8ce262c6d598d0c02efa6770a0fc2aa6db3b7db7fcc3387,cb5e2ba2305f2bbad2ae5f696763ab020fe7409d0a485b68388a17644fd3e623,578a2eef26bb8fc7f44239baafef8216fe15ee5fcb3eb5aa9413f54fe9acf8b7,f1676ea35b561af7efef3eb6818950d01aecb782123ea76cbae32bac91534e02
"3","102","270","3","10004","idle_normal_talkJoy","1.37","-120","0","10","5"
"0","","","0","10005","","","","","10","91"
"","","","1.5","10006","","","","","10","93"
"vo_alces_1000","0","0","vo_alces","10007","","","","","10","21"
"呼……\n呼……\n……呼嚕。","3","1","2","10008","4","0","0","0","10","11"
"","0","0","0","10009","","","","","10","91"
"","","","0","10010","","","","","10","93"
"sad_talk_Ex0007","1","","3","10011","","0.2","","","10","3"
"vo_alces_1001","0","0","vo_alces","10012","","","","","10","21"
"呵呵，看起來睡得很香呢。\n……這樣會感冒喔～","10","1","3","10013","2","0","0","0","10","11"
"","0","0","0","10014","","","","","10","91"
"0.5","","","0","10015","","","","","10","22"
"iroha_sleep_hung","0","iroha_sleep2","2","10016","","0.2","1","0","10","3"
"iroha_sleep_hung","0","iroha_sleep2","12","10017","","0.2","1","0","10","3"
"sono_hung","0","idle_normal_talkJoy","3","10018","","0.2","1","0","10","3"
"0","","","1.2","10019","","","","","10","93"
"se_alces_futon","0","","se_alces","10020","","","","","10","23"
"0","","","2.5","10021","","","","","10","93"
"iroha_sleep2_to_sleep3","0","iroha_sleep3","2","10022","","0.2","1","0","10","3"
"iroha_sleep2_to_sleep3","0","iroha_sleep3","12","10023","","0.2","1","0","10","3"
"0","","","0.6","10024","","","","","10","93"
"idle_surprise_in","0","idle_surprise","3","10025","","0.2","1","0","10","3"
"0","","","1.4","10026","","","","","10","93"
"se_alces_sleep","0","","se_alces","10027","","","","","10","23"
"iroha_sleep","0","empty","10","10028","","0","1","0","10","3"
"0","","","2.4","10029","","","","","10","93"
"relief_idle_Ex0010","1","","3","10030","","0.2","","","10","3"
"vo_alces_1002","0","0","vo_alces","10031","","","","","10","21"
"呵呵呵♪","10","1","3","10032","0.5","0","0","0","10","11"
"","0","0","0","10033","","","","","10","91"
"0","","","0","10034","","","","","10","22"
"1","","","3","10035","","","","","10","93"
"","0","0","10035","10036","","","","","10","101"
"3","100","350","3","11001","sit_readPaper","1.4","-130","1","11","5"
"1","102","950","1","11002","empty","1.5","-150","0","11","5"
"10","475","-18","10","11003","","1","1","","11","31"
"11","350","-130","11","11004","","0","1","","11","31"
"0","","","0","11005","","","","","11","91"
"1","","","0.5","11006","","","","","11","93"
"vo_alces_1100","0","0","vo_alces","11007","","","","","11","21"
"…………\n…………","10","1","3","11008","0.5","10","0","0","11","11"
"","0","0","0","11009","","","","","11","91"
"sit_readPaperTurn","0","sit_readPaper","3","11010","","0.2","1","0","11","3"
"1","","","1","11011","","","","","11","93"
"0","","","1","11012","","","","","11","93"
"sit_readPaper_surprise","1","","3","11013","","0.2","","","11","3"
"vo_alces_1101","0","0","vo_alces","11014","","","","","11","21"
"…………\n…………","10","1","3","11015","0.5","10","0","0","11","11"
"","0","0","0","11016","","","","","11","91"
"0","","","1","11017","","","","","11","93"
"se_alces_emotion_exQuestion","","","se_alces","11018","","","","","11","23"
"3","0.2","0","3","11019","","10","0","0","11","12"
"sit_readPaper_notice_in","0","sit_readPaper_notice_loop","3","11020","","0.1","1","0","11","3"
"0","","","1.2","11021","","","","","11","93"
"sit_readPaper_kira_in","0","sit_readPaper_kira_talk","3","11022","","0.2","1","0","11","3"
"vo_alces_1102","0","0","vo_alces","11023","","","","","11","21"
"……！！\n番茄一包三顆只要150盧幣！？\n太神了吧！？","10","1","3","11024","3.2","0","0","0","11","11"
"","","","0","11025","","","","","11","91"
"0.5","","","0","11026","","","","","11","22"
"sit_out_readPaper_light","1","","3","11027","","0.2","","","11","3"
"0","","","0.5","11028","","","","","11","93"
"sono_walletPick_in","1","","3","11029","","0.2","","","11","3"
"0","","","1.8","11030","","","","","11","93"
"sono_walk_quick_R_in","0","sono_walk_quick_R","3","11031","","0.2","1","0","11","3"
"1","","","11","11032","","","","","11","32"
"1500","-130","3.3","3","11033","","","0","","11","2"
"1500","-130","3.3","11","11034","","","0","","11","33"
"0","","","1","11035","","","","","11","93"
"luis_walk_furimuki_in","0","luis_walk_furimuki","1","11036","","0.2","1","0","11","3"
"350","-150","4","1","11037","","","0","","11","2"
"0","","","4","11038","","","","","11","93"
"luis_walk_to_idle","0","luis_sad_idle","1","11039","","0.2","1","0","11","3"
"se_alces_emotion_question","","","se_alces","11040","","","","","11","23"
"5","1.3","0","1","11041","","0","0","0","11","12"
"0","","","2.1","11042","","","","","11","93"
"idle_normal","1","","1","11043","","0.2","","","11","3"
"0","","","0","11044","","","","","11","22"
"0","","","3","11045","","","","","11","93"
"","0","0","11045","11046","","","","","11","101"
"1","101","400","1","12001","luis_run_dash_pain","1.45","-190","0","12","5"
"1001","102","-85","10","12002","empty","1.45","-190","0","12","5"
"11","400","-190","11","12003","","","1","","12","31"
"130","","","1","12004","","","","","12","13"
"105111","102","1050","1","12005","empty","1.45","-190","1","12","1"
"1002","103","1050","10","12006","empty","1.45","-190","1","12","5"
"12","-85","-190","12","12007","","0","1","","12","31"
"0","","","0","12008","","","","","12","91"
"-85","-190","1.3","1","12009","","","0","","12","2"
"-85","-190","1.3","11","12010","","","0","","12","33"
"1","","","11","12011","","","","","12","32"
"sweatR_run","","","11","12012","","","","","12","37"
"0","","","1.3","12013","","","","","12","93"
"luis_run_turn","0","anger_talk_Ex0001","1","12014","","0.2","1","0","12","3"
"vo_alces_1200","0","0","vo_alces","12015","","","","","12","21"
"等等，為什麼\n那個人在追我啊！？","10","1","1","12016","1","0","0","0","12","11"
"","0","0","0","12017","","","","","12","91"
"sad_talk_normalR","1","","1","12018","","0.2","","","12","3"
"vo_alces_1201","0","0","vo_alces","12019","","","","","12","21"
"氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","10","1","1","12020","1.6","0","0","0","12","11"
"","0","0","0","12021","","","","","12","91"
"luis_drink","0","","1","12022","","0.2","","","12","3"
"0.5","","","0","12023","","","","","12","22"
"0","","","1.6","12024","","","","","12","93"
"vo_alces_1202","0","0","vo_alces","12025","","","","","12","21"
"咕嚕！！","10","1","1","12026","0.5","0","0","0","12","11"
"0","","","2","12027","","","","","12","93"
"se_alces_invisible","","","se_alces","12028","","","","","12","23"
"1","","","12","12029","","","","","12","32"
"1","1","1","1","12030","","0.2","0","0","12","6"
"0","","","1.8","12031","","","","","12","93"
"250","-190","2","105111","12032","","","0","","12","2"
"250","-190","2","1002","12033","","","0","","12","2"
"mitsuki_run_dash_noface","1","","105111","12034","","0.2","","","12","3"
"mitsuki_run_dash","1","","1002","12035","","0.2","","","12","3"
"0","","","2","12036","","","","","12","93"
"mitsuki_anger_talk_noface","1","","105111","12037","","0.2","","","12","3"
"mitsuki_anger_talk","1","","1002","12038","","0.2","","","12","3"
"vo_alces_1203","0","0","vo_alces","12039","","","","","12","21"
"把妳逼入絕境了吧鍊金術師！","10","1","105111","12040","0.5","0","0","0","12","11"
"","0","0","0","12041","","","","","12","91"
"0.5","","","0","12042","","","","","12","22"
"mitsuki_look_in_noface","0","sad_talk_anger","105111","12043","","0.2","1","0","12","3"
"mitsuki_look_in","0","","1002","12044","","0.2","","","12","3"
"0","","","1.5","12045","","","","","12","93"
"vo_alces_1204","0","0","vo_alces","12046","","","","","12","21"
"……嘖，讓她逃走了嗎……","10","1","105111","12047","1.2","0","0","0","12","11"
"","0","0","0","12048","","","","","12","91"
"mitsuki_armcrossed_in_noface","0","mitsuki_armcrossed_talk_noface","105111","12049","","0.2","1","0","12","3"
"mitsuki_armcrossed_in","0","mitsuki_armcrossed_talk","1002","12050","","0.2","1","0","12","3"
"vo_alces_1205","0","0","vo_alces","12051","","","","","12","21"
"真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","10","1","105111","12052","2.3","0","0","0","12","11"
"","0","0","0","12053","","","","","12","91"
"mitsuki_ecstatic_talk_noface","1","","105111","12054","","0.2","","","12","3"
"mitsuki_ecstatic_talk","1","","1002","12055","","0.2","","","12","3"
"vo_alces_1206","0","0","vo_alces","12056","","","","","12","21"
"……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","10","1","105111","12057","1","0","0","0","12","11"
"","0","0","0","12058","","","","","12","91"
"0.5","","","0","12059","","","","","12","22"
"mitsuki_turnR_noface","0","mitsuki_walkR_noface","105111","12060","","0.2","1","0","12","3"
"mitsuki_turnR","0","mitsuki_walkR","1002","12061","","0.2","1","0","12","3"
"1050","-190","5","105111","12062","","","0","","12","2"
"1050","-190","5","1002","12063","","","0","","12","2"
"0","","","4.5","12064","","","","","12","93"
"idle_normal_Ex0001","1","","1","12065","","0.2","","","12","3"
"se_alces_invisible","","","se_alces","12066","","","","","12","23"
"0","","","12","12067","","","","","12","32"
"1","","","12","12068","","","","","12","32"
"0","","","0.1","12069","","","","","12","93"
"1","1","1","1","12070","","0.3","1","0","12","6"
"0","","","1.5","12071","","","","","12","93"
"se_alces_breath","","","se_alces","12072","","","","","12","23"
"relief_in","0","relief_idle","1","12073","","0.2","1","0","12","3"
"relief_in","0","","1001","12074","","","","","12","3"
"0","","","0","12075","","","","","12","22"
"0","","","3","12076","","","","","12","93"
"","0","0","12076","12077","","","","","12","101"
"2","101","0","2","13001","iroha_wait","1.45","-130","0","13","5"
"14","102","0","14","13002","nebia_wait","1.45","-130","0","13","5"
"20","103","0","2","13003","iroha_wait_ziriziri_idle_empty","1.45","-130","0","13","5"
"0","","","0","13004","","","","","13","91"
"0","","","0.1","13005","","","","","13","93"
"nebia_talk_in","0","nebia_talk","14","13006","","0.2","1","0.2","13","3"
"0","","","2.8","13007","","","","","13","93"
"vo_alces_1300","0","0","vo_alces","13008","","","","","13","21"
"嘿～\n這裡放了各式各樣的東西呢。","10","1","14","13009","2","0","0","0","13","11"
"","0","0","0","13010","","","","","13","91"
"nebia_talk2_in","0","nebia_talk2","14","13011","","0.2","1","0","13","3"
"0","","","1.6","13012","","","","","13","93"
"se_alces_steal","0","","se_alces","13013","","","","","13","23"
"","0","0","13011","13014","","","","","13","91"
"vo_alces_1301","0","0","vo_alces","13015","","","","","13","21"
"呵呵♪\n要拿去做什麼惡作劇好呢♪","10","1","14","13016","1.5","0","0","0","13","11"
"0","","","0.5","13017","","","","","13","93"
"iroha_wait2_in","0","iroha_wait2","2","13018","","0.1","1","0.2","13","3"
"","0","0","13016","13019","","","","","13","91"
"se_alces_laugh","0","","se_alces","13020","","","","","13","23"
"nebia_talk2_laugh","1","","14","13021","","0.2","","","13","3"
"iroha_wait_ziriziri_in","0","iroha_wait_ziriziri_idle","2","13022","","0.1","1","0.2","13","3"
"0","","","3.3","13023","","","","","13","93"
"nebia_talk3_in","0","nebia_talk3","14","13024","","0.2","1","0","13","3"
"vo_alces_1302","0","0","vo_alces","13025","","","","","13","21"
"……嗯？","10","1","14","13026","0.5","0","0","0","13","11"
"","0","0","0","13027","","","","","13","91"
"0","","","0","13028","","","","","13","22"
"se_alces_catch","0","","se_alces","13029","","","","","13","23"
"nebia_brow","0","nebia_brow_idle_guru","14","13030","","0.2","1","0","13","3"
"iroha_wait_brow_net","0","empty","20","13031","","0.2","1","0","13","3"
"iroha_wait_brow","0","iroha_wait_brow_talk","2","13032","","0.2","1","0","13","3"
"","0","0","0","13033","","","","","13","91"
"vo_alces_1303","0","0","vo_alces","13034","","","","","13","21"
"抓到了什麼奇怪的東西了！！\n太好了～抓到稀有昆蟲了～！！","10","1","2","13035","1.5","0","0","0","13","11"
"","0","0","0","13036","","","","","13","91"
"iroha_wait_brow_idle","1","","2","13037","","0.2","","","13","3"
"nebia_brow_idle_anger","1","","14","13038","","0.2","","","13","3"
"vo_alces_1304","0","0","vo_alces","13039","","","","","13","21"
"等等，誰是昆蟲啦～！","10","1","14","13040","0.5","0","0","0","13","11"
"","0","0","0","13041","","","","","13","91"
"0","","","0","13042","","","","","13","22"
"0","","","1","13043","","","","","13","93"
"iroha_wait_brow_escape","0","iroha_wait_brow_surprise","2","13044","","0.2","1","0","13","3"
"nebia_brow_escape","0","nebia_talk4","14","13045","","0.2","1","0","13","3"
"0","","","4","13046","","","","","13","93"
"0","","","0","13047","","","","","13","22"
"0","","","3","13048","","","","","13","93"
"","0","0","13048","13049","","","","","13","101"
"2","105","1500","2","14001","top_iroha_run_joy","1.4","-140","1","14","5"
"13","103","1150","13","14002","dokuro_run","1.4","-140","1","14","5"
"10","104","-15","10","14003","empty","1.4","-140","0","14","5"
"103111","101","-150","1","14004","idle_normal","1.37","-125","0","14","1"
"130","","","2","14005","","","","","14","13"
"130","","","13","14006","","","","","14","13"
"130","","","103111","14007","","","","","14","13"
"111","1500","-140","11","14008","","1","1","","14","31"
"112","1150","-190","11","14009","","1","1","","14","31"
"0","","","0","14010","","","","","14","91"
"se_alces_skull_chase1","0","","se_alces","14011","","","","","14","23"
"smokeR","","","111","14012","","","","","14","37"
"sweatR_Loop","","","112","14013","","","","","14","37"
"-1150","-140","7.5","2","14014","","","0","","14","2"
"-1150","-140","7.5","111","14015","","","0","","14","33"
"-1500","-140","7.5","13","14016","","","0","","14","2"
"-1500","-190","7.5","112","14017","","","0","","14","33"
"0","","","2.5","14018","","","","","14","93"
"vo_alces_1400","0","0","vo_alces","14019","","","","","14","21"
"啊哈哈～！！\n等等我啦～！！","10","1","2","14020","0.5","0","0","30","14","11"
"0","","","1","14021","","","","","14","93"
"idle_normalR_in","0","idle_normalR","103111","14022","","0.2","1","0","14","3"
"0","","","4","14023","","","","","14","93"
"se_alces_skull_chase1","0","","se_alces","14024","","","","","14","23"
"-1500","-140","0","2","14025","","","0","","14","2"
"-1500","-140","0","111","14026","","","0","","14","33"
"-1150","-140","0","13","14027","","","0","","14","2"
"-1150","-190","0","112","14028","","","0","","14","33"
"0","","","2","14029","","","","","14","4"
"0","","","13","14030","","","","","14","4"
"smokeL","","","111","14031","","","","","14","37"
"sweatL_Loop2","","","112","14032","","","","","14","37"
"1150","-140","8.2","2","14033","","","0","","14","2"
"1150","-140","8.2","111","14034","","","0","","14","33"
"1500","-140","8.2","13","14035","","","0","","14","2"
"1500","-190","8.2","112","14036","","","0","","14","33"
"0","","","1.5","14037","","","","","14","93"
"vo_alces_1401","0","0","vo_alces","14038","","","","","14","21"
"奇、奇怪～！？\n為什麼啊！？","10","1","13","14039","0.3","0","0","0","14","11"
"0","","","1.5","14040","","","","","14","93"
"idle_normal_in","0","idle_normal","103111","14041","","0.2","1","0","14","3"
"0","","","5.2","14042","","","","","14","93"
"1500","-140","0","2","14043","","","0","","14","2"
"1500","-140","0","111","14044","","","0","","14","33"
"1150","-140","0","13","14045","","","0","","14","2"
"1150","-190","0","112","14046","","","0","","14","33"
"1","","","2","14047","","","","","14","4"
"1","","","13","14048","","","","","14","4"
"smokeR","","","111","14049","","","","","14","37"
"sweatR_Loop","","","112","14050","","","","","14","37"
"-15","-140","1.8","13","14051","","","0","","14","2"
"-15","-205","1.8","112","14052","","","0","","14","33"
"se_alces_skull_dash","0","","se_alces","14053","","","","","14","23"
"0","","","1","14054","","","","","14","93"
"iroha_net_run_normal2","1","","2","14055","","0.1","","","14","3"
"335","-140","3","2","14056","","","0","","14","2"
"335","-140","3","111","14057","","","0","","14","33"
"0","","","0.8","14058","","","","","14","93"
"dokuro_talk","1","","13","14059","","0.2","","","14","3"
"0","","","112","14060","","","","","14","32"
"idle_normal_lookdown","1","","103111","14061","","0.2","","","14","3"
"vo_alces_1402","0","0","vo_alces","14062","","","","","14","21"
"明明正在被\n豐滿的大姐姐追著，\n卻一點都不高興！","10","1","13","14063","1","0","0","0","14","11"
"0","","","2.2","14064","","","","","14","93"
"iroha_net_idle_in","0","iroha_net_idle_doya","2","14065","","0.1","1","0","14","3"
"0","","","111","14066","","","","","14","32"
"0","","","0.4","14067","","","","","14","93"
"iroha_net_ziriziri","1","","2","14068","","0.2","","","14","3"
"135","-140","2.7","2","14069","","","0","","14","2"
"135","-140","2.7","111","14070","","","0","","14","33"
"0","","","1","14071","","","","","14","93"
"idle_normal_lookup","1","","103111","14072","","0.2","","","14","3"
"0","","","1.7","14073","","","","","14","93"
"iroha_net_ziriziri_idle","1","","2","14074","","0.2","","","14","3"
"","","","14063","14075","","","","","14","91"
"0","","","0","14076","","","","","14","22"
"se_alces_skull_chase2","0","","se_alces","14077","","","","","14","23"
"dokuro_turn_surprise","0","","10","14078","","0","","","14","3"
"dokuro_turn_surprise","0","dokuro_run","13","14079","","0.2","1","0","14","3"
"0","","","0.1","14080","","","","","14","93"
"iroha_net_brow","0","iroha_net_brow_idle","2","14081","","0.1","1","0","14","3"
"","","","14079","14082","","","","","14","91"
"1","","","13","14083","","","","","14","4"
"-1500","-140","2.5","13","14084","","","0","","14","2"
"-1500","-190","2.5","112","14085","","","0","","14","33"
"0","","","0.1","14086","","","","","14","93"
"idle_normalR_in","0","idle_normalR","103111","14087","","0.2","1","0","14","3"
"1","","","112","14088","","","","","14","32"
"sweatR_Loop","","","112","14089","","","","","14","37"
"0","","","0.3","14090","","","","","14","93"
"iroha_net_brow_notice","0","iroha_net_brow_notice_idle","2","14091","","0.1","1","0","14","3"
"","","","0","14092","","","","","14","91"
"1","","","111","14093","","","","","14","32"
"smokeR","","","111","14094","","","","","14","37"
"top_iroha_run_joy","1","","2","14095","","0.2","","","14","3"
"-1350","-140","2.5","2","14096","","","0","","14","2"
"-1350","-140","2.5","111","14097","","","0","","14","33"
"0","","","2.5","14098","","","","","14","93"
"se_alces_skull_chase1","0","","se_alces","14099","","","","","14","23"
"-1500","-140","0","2","14100","","","0","","14","2"
"-1500","-140","0","111","14101","","","0","","14","33"
"-1150","-140","0","13","14102","","","0","","14","2"
"-1150","-190","0","112","14103","","","0","","14","33"
"0","","","2","14104","","","","","14","4"
"0","","","13","14105","","","","","14","4"
"smokeL","","","111","14106","","","","","14","37"
"sweatL_Loop2","","","112","14107","","","","","14","37"
"1150","-140","7.5","2","14108","","","0","","14","2"
"1150","-140","7.5","111","14109","","","0","","14","33"
"1500","-140","7.5","13","14110","","","0","","14","2"
"1500","-190","7.5","112","14111","","","0","","14","33"
"0","","","1.5","14112","","","","","14","93"
"vo_alces_1403","0","0","vo_alces","14113","","","","","14","21"
"忍，救命啊──！！","10","1","13","14114","0.5","0","0","0","14","11"
"0","","","1.5","14115","","","","","14","93"
"idle_normal_in","0","idle_normal","103111","14116","","0.2","1","0.2","14","3"
"","0","0","14114","14117","","","","","14","91"
"sad_talk_dead","1","","103111","14118","","0.2","","","14","3"
"vo_alces_1404","0","0","vo_alces","14119","","","","","14","21"
"……這是因果報應啊，爸爸。","10","1","103111","14120","0.5","0","0","0","14","11"
"0","","","3.5","14121","","","","","14","93"
"se_alces_skull_chase1","0","","se_alces","14122","","","","","14","23"
"1500","-140","0","2","14123","","","0","","14","2"
"1500","-140","0","111","14124","","","0","","14","33"
"1150","-140","0","13","14125","","","0","","14","2"
"1150","-190","0","112","14126","","","0","","14","33"
"1","","","2","14127","","","","","14","4"
"1","","","13","14128","","","","","14","4"
"smokeR","","","111","14129","","","","","14","37"
"sweatR_Loop","","","112","14130","","","","","14","37"
"-1150","-140","7.5","2","14131","","","0","","14","2"
"-1150","-140","7.5","111","14132","","","0","","14","33"
"-1500","-140","7.5","13","14133","","","0","","14","2"
"-1500","-190","7.5","112","14134","","","0","","14","33"
"","0","0","14120","14135","","","","","14","91"
"sad_idle_normal","1","","103111","14136","","0.2","","","14","3"
"0","","","3.6","14137","","","","","14","93"
"idle_normalR_in","0","idle_normalR","103111","14138","","0.2","1","0","14","3"
"0","","","3.9","14139","","","","","14","93"
"0","","","0","14140","","","","","14","22"
"se_alces_skull_chase1","0","","se_alces","14141","","","","","14","23"
"-1500","-140","0","2","14142","","","0","","14","2"
"-1500","-140","0","111","14143","","","0","","14","33"
"-1150","-140","0","13","14144","","","0","","14","2"
"-1150","-190","0","112","14145","","","0","","14","33"
"0","","","2","14146","","","","","14","4"
"0","","","13","14147","","","","","14","4"
"smokeL","","","111","14148","","","","","14","37"
"sweatL_Loop2","","","112","14149","","","","","14","37"
"1150","-140","7.5","2","14150","","","0","","14","2"
"1150","-140","7.5","111","14151","","","0","","14","33"
"1500","-140","7.5","13","14152","","","0","","14","2"
"1500","-190","7.5","112","14153","","","0","","14","33"
"0","","","3","14154","","","","","14","93"
"idle_normal_in","0","idle_normal","103111","14155","","0.2","1","0","14","3"
"0","","","4.5","14156","","","","","14","93"
"se_alces_skull_chase1","0","","se_alces","14157","","","","","14","23"
"1500","-140","0","2","14158","","","0","","14","2"
"1500","-140","0","111","14159","","","0","","14","33"
"1150","-140","0","13","14160","","","0","","14","2"
"1150","-190","0","112","14161","","","0","","14","33"
"1","","","2","14162","","","","","14","4"
"1","","","13","14163","","","","","14","4"
"smokeR","","","111","14164","","","","","14","37"
"sweatR_Loop","","","112","14165","","","","","14","37"
"-1150","-140","7.5","2","14166","","","0","","14","2"
"-1150","-140","7.5","111","14167","","","0","","14","33"
"-1500","-140","7.5","13","14168","","","0","","14","2"
"-1500","-190","7.5","112","14169","","","0","","14","33"
"0","","","3.5","14170","","","","","14","93"
"idle_normalR_in","0","idle_normalR","103111","14171","","0.2","1","0","14","3"
"0","","","4","14172","","","","","14","93"
"","0","0","14141","14173","","","","","14","101"
"2","100","100","2","15001","walk_jog_talkjoy2","1.43","-130","0","15","5"
"3","101","400","3","15002","sit_readPaper","1.4","-130","1","15","5"
"0","","","0","15003","","","","","15","91"
"235","-130","0.8","2","15004","","","0","","15","2"
"0","0","0","0.5","15005","","","","","15","93"
"vo_alces_1500","0","0","vo_alces","15006","","","","","15","21"
"我去跑腿回來囉～\n苑姑姑～","10","1","2","15007","0.5","0","0","0","15","11"
"0","","","0.3","15008","","","","","15","93"
"talk_normal","1","","2","15009","","0.2","","","15","3"
"","","","15007","15010","","","","","15","91"
"0.5","","","0","15011","","","","","15","22"
"idle_normal","1","","2","15012","","0.2","","","15","3"
"0","","","1","15013","","","","","15","93"
"sit_readPaperTurn","0","sit_readPaper","3","15014","","0.2","1","0","15","3"
"0","","","0.5","15015","","","","","15","93"
"vo_alces_1501","0","0","vo_alces","15016","","","","","15","21"
"……苑姑姑～！","10","1","2","15017","0.5","0","0","0","15","11"
"0","","","0.3","15018","","","","","15","93"
"smile_normal","0","idle_normal","2","15019","","0.2","1","0","15","3"
"","0","0","15017","15020","","","","","15","91"
"0.5","","","0","15021","","","","","15","22"
"0","","","0.5","15022","","","","","15","93"
"sad_idle_surprise","1","","2","15023","","0.2","","","15","3"
"1","","","1","15024","","","","","15","93"
"sit_readPaperTurn","0","sit_readPaper","3","15025","","0.2","1","0","15","3"
"0","","","1.2","15026","","","","","15","93"
"anger_talk_pain","1","","2","15027","","0.2","","","15","3"
"vo_alces_1502","0","0","vo_alces","15028","","","","","15","21"
"苑姑姑～！！！","10","1","2","15029","0.5","0","0","0","15","11"
"","0","0","0","15030","","","","","15","91"
"0.5","","","0","15031","","","","","15","22"
"anger_idle_angerR","1","","2","15032","","0.2","","","15","3"
"1","","","1.2","15033","","","","","15","93"
"se_alces_emotion_quiet","","","se_alces","15034","","","","","15","23"
"12","1","0","3","15035","","10","0","0","15","12"
"0","","","2.5","15036","","","","","15","93"
"se_alces_emotion_notice","","","se_alces","15037","","","","","15","23"
"10","0.3","0","2","15038","","0","0","0","15","12"
"notice_in_talk2","0","notice_loop_talk2","2","15039","","0.2","1","0","15","3"
"0","","","1.4","15040","","","","","15","93"
"talk_normal_normal2","1","","2","15041","","0.2","","","15","3"
"vo_alces_1503","0","0","vo_alces","15042","","","","","15","21"
"苑姐姐。","10","1","2","15043","0.5","0","0","0","15","11"
"","0","0","0","15044","","","","","15","91"
"idle_normal","1","","2","15045","","0.2","","","15","3"
"sit_out_smile","1","","3","15046","","0.2","","","15","3"
"1","","","0.5","15047","","","","","15","93"
"sono_cool_in","0","sono_cool_talk","3","15048","","0.2","1","0","15","3"
"surprise_idle_shy","1","","2","15049","","0.2","","","15","3"
"vo_alces_1504","0","0","vo_alces","15050","","","","","15","21"
"很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","10","1","3","15051","2.2","0","0","0","15","11"
"","0","0","0","15052","","","","","15","91"
"0.5","","","0","15053","","","","","15","22"
"sono_armcrossed_in","0","sono_armcrossed_idle","3","15054","","0.2","1","0","15","3"
"0","","","0.5","15055","","","","","15","93"
"se_alces_emotion_sweat","","","se_alces","15056","","","","","15","23"
"2","1.5","0","2","15057","","0","0","0","15","12"
"talk_normal_nervous","1","","2","15058","","0.2","","","15","3"
"0","","","0.8","15059","","","","","15","93"
"sono_armcrossed_talk","1","","3","15060","","0.2","","","15","3"
"0","","","1.7","15061","","","","","15","93"
"iroha_idle_Ex0001","1","","2","15062","","0.2","","","15","3"
"sono_armcrossed_idle","1","","3","15063","","0.2","","","15","3"
"0","","","1","15064","","","","","15","93"
"0","","","0","15065","","","","","15","22"
"0","","","3","15066","","","","","15","93"
"","0","0","15066","15067","","","","","15","101"
"5","103","150","5","16001","iroha_idle_dere_glass","1.45","-160","1","16","5"
"11","150","-160","11","16002","","0","1","","16","31"
"1001","104","150","10","16003","empty","1.45","-160","1","16","5"
"3","102","1000","3","16004","sono_walk_scare","1.41","-160","1","16","5"
"1002","103","300","10","16005","empty","1.41","-160","1","16","5"
"130","110","","3","16006","","","","","16","13"
"132211","100","-50","1","16007","idle_normal","1.42","-150","0","16","1"
"1003","101","-50","10","16008","empty","1.42","-150","0","16","5"
"0","","","0","16009","","","","","16","91"
"iroha_doya_in_glass","0","iroha_doya_talk_glass","5","16010","","0.2","1","0","16","3"
"0","","","0.5","16011","","","","","16","93"
"vo_alces_1600","0","0","vo_alces","16012","","","","","16","21"
"欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","10","1","5","16013","4.9","0","0","0","16","11"
"","0","0","0","16014","","","","","16","91"
"iroha_doya_idle_glass","1","","5","16015","","0.2","","","16","3"
"surprise_talk","1","","132211","16016","","0.2","","","16","3"
"vo_alces_1601","0","0","vo_alces","16017","","","","","16","21"
"怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","10","1","132211","16018","0.8","0","0","0","16","11"
"","0","0","0","16019","","","","","16","91"
"surprise_idle","1","","132211","16020","","0.2","","","16","3"
"iroha_cool_in_glass","0","iroha_cool_talk_glass","5","16021","","0.2","1","0","16","3"
"vo_alces_1602","0","0","vo_alces","16022","","","","","16","21"
"對啊──我是苑喔。\n身材姣好對吧？","10","1","5","16023","1.6","0","0","0","16","11"
"","0","0","0","16024","","","","","16","91"
"0.5","","","0","16025","","","","","16","22"
"300","-160","4","3","16026","","","0","","16","2"
"sono_walk_scare","0","sono_armcrossed_idle","3","16027","","0.2","1","0.2","16","3"
"iroha_armcrossed_in_glass","0","iroha_armcrossed_talk_glass","5","16028","","0.2","1","0","16","3"
"0","","","0.5","16029","","","","","16","93"
"surprise2_in","0","surprise2_idle","132211","16030","","0.2","1","0","16","3"
