60ae3fb5762e791a0612cbabc8ea06df37fec222fd71e962d6ab188fdfa9f78d,e744b626509ce96daa56138e5ed921dfab0f44b02b1f9f55ced24f2e5afb921c,ec6f32c104241bf0f292081e74243b3a89c451145fae39d868256cea0fa2310e,7ea08c3bd3086995d9d3c776190a12cc3dfc6d5f33554324e49bf8a31d3b8127,e12666d025c8500dc1319c965ec1eeef347e00ac90343fb7a338c6e2c6175f88,241b41b946b1846303e0890fdaffbbdf34ece125bd6ad2f1df8ca5f213b2f263,2e2b63af16ee0af105d9a77456cff5bc24c50351d75195d7253519506a9c445a,4b200259c0185fb8934abde590558628ec9dce58cc38611aba0bd0c1f9c7d22c
"1","2","ㄓ","ㄨㄢ","指環","圓圓的環。","10060","1006002"
"1","2","ㄨ","ㄠ","珠寶","以貴金屬或稀有礦物加工成的奢侈品，通常都是亮晶晶的。","10060","1006003"
"1","1","ㄥ","ㄗ","繩子","以纖維編織而成的工具，用於捆綁。","10061","1006100"
"1","1","ㄚ","ㄥ","麻繩","用麻線等編成的結實的繩子。可以綁起各式各樣的東西。","10061","1006101"
"1","2","ㄠ","ㄥ","草繩","用草編織成的繩子，據說被蛇咬過的人會怕它十年。","10061","1006102"
"1","3","ㄨㄥ","ㄩ","空花的秘密道具","嗚呵呵呵呵。","10061","1006103"
"1","3","ㄩㄝ","ㄧㄥ","絕頂","空花要，空花要～！","10061","1006104"
"1","1","ㄨㄣ","ㄞ","盾牌","用來防止攻擊的板狀的防具。","10062","1006200"
"1","2","ㄨ","ㄩ","護具","拿來防止什麼的東西的總稱。","10062","1006201"
"1","2","ㄤ","ㄩ","防具","保護身體的裝備。","10062","1006202"
"1","2","ㄨㄤ","ㄟ","裝備","配戴在身上的功能性物品或衣物。","10062","1006203"
"1","3","ㄧ","ㄨㄣ","地獄之盾","純的必殺技。能擋下各種攻擊！","10062","1006204"
"1","1","ㄧㄢ","ㄧ","錢幣","貨幣。不是食物。","10063","1006300"
"1","1","ㄧㄣ","ㄧㄢ","金錢","「錢」的別種說法。不是食物。","10063","1006301"
"1","2","ㄠ","ㄤ","寶藏","被藏起來的貴重物品。","10063","1006302"
"1","2","ㄞ","ㄨ","財物","指貨幣或貴重的物品。","10063","1006303"
"1","3","ㄨ","ㄧ","盧幣","在蘭德索爾使用的貨幣單位。不是食物。","10063","1006304"
"1","3","ㄨㄥ","ㄩ","公會小屋購買家具","是盧幣主要的用途。也有可以食用的。","10063","1006305"
"1","1","ㄨ","ㄧㄥ","布丁","雞蛋做成的甜品。","10064","1006400"
"1","2","ㄠ","ㄧㄥ","豪華法式布丁","統率所有點心的點心中的點心。","10064","1006401"
"1","2","ㄧㄢ","ㄧㄢ","甜點","是甜的。也就是布丁。","10064","1006402"
"1","3","ㄨㄥ","ㄧㄣ","宮子的點心","所有的布丁都是宮子一個人的。","10064","1006403"
"1","1","ㄧㄤ","ㄧㄢ","項鍊","裝飾在脖子上的飾品。","10065","1006500"
"1","2","ㄨㄟ","ㄕ","墜飾","掛在脖子上的飾品。","10065","1006501"
"1","2","ㄕ","ㄧㄣ","飾品","飾品。時尚的必備道具。","10065","1006502"
"1","2","ㄡ","ㄕ","首飾","與服裝互相搭配的配件。","10065","1006503"
"1","1","ㄠ","ㄧ","稻米","稻穗。可以篩出米。","10066","1006600"
"1","2","ㄧ","ㄢ","米飯","將水稻精製後的穀物。米飯！","10066","1006601"
"1","2","ㄞ","ㄗ","麥子","麵包原料的穀物。","10066","1006602"
"1","2","ㄨ","ㄨ","穀物","人工種植的可食用植物之一，富含澱粉。","10066","1006603"
"1","1","ㄧㄤ","ㄧㄡ","醬油","由豆類製成的東國特有的醬料。","10067","1006700"
"1","2","ㄡ","ㄧㄡ","豆油","「醬油」的別種說法。豆類的醬料。","10067","1006701"
"1","2","ㄧㄠ","ㄧㄠ","調味料","用來調味。","10067","1006702"
"1","2","ㄞ","ㄧㄡ","柴魚醬油","加入鰹魚風味的醬油。","10067","1006703"
"1","1","ㄨ","ㄞ","輸送帶","用來進行流程作業的機器。","10068","1006800"
"1","2","ㄨㄥ","ㄤ","工廠","大量生產製品的設施。","10068","1006801"
"1","2","ㄥ","ㄧㄢ","生產線","工廠為了提高效率而設置的生產流水線。","10068","1006802"
"1","3","ㄧㄠ","ㄤ","鯛魚燒工廠","賭上了墨丘利財團威望的事業。要是那時候沒有爆炸的話……","10068","1006803"
"1","1","ㄧㄠ","ㄥ","吊燈","炫爛奪目又豪華的照明器具。","10069","1006900"
"1","2","ㄨ","ㄞ","燭臺","照亮黑暗的光。","10069","1006901"
"1","2","ㄥ","ㄕ","燈飾","精心設計的帶有美感的照明裝置。","10069","1006902"
"1","1","ㄧㄢ","ㄧㄢ","鹽","好鹹。","10070","1007000"
"1","2","ㄩ","ㄚ","氯化納","「鹽」的別種說法。","10070","1007001"
"1","2","ㄧㄠ","ㄧㄠ","調味料","用來調味。","10070","1007002"
"1","2","ㄧ","ㄧㄢ","低鈉鹽","鈉離子含量較低的食用鹽，據說比較健康。","10070","1007003"
"1","1","ㄩㄢ","ㄨㄛ","漩渦","會捲起激烈旋渦的潮流。","10071","1007100"
"1","2","ㄨ","ㄨ","咕嚕咕嚕","要、要被捲進去了……咕嚕咕嚕……","10071","1007101"
"1","2","ㄞ","ㄢ","海難","船隻沉沒的事故。","10071","1007102"
"1","1","ㄧㄠ","ㄢ","釣竿","釣魚用的道具。要高明的操作需要技巧。","10072","1007200"
"1","2","ㄩ","ㄦ","魚餌","幾乎是釣竿的必要配備，空有釣竿卻沒有魚餌可不容易啊。","10072","1007201"
"1","3","ㄧㄡ","ㄩ","流夏的興趣","握法跟專業級的一樣。","10072","1007202"
"1","1","ㄨㄛ","ㄗ","鍋子","煮食物用的調理器具。","10073","1007300"
"1","2","ㄚ","ㄧ","咖哩","最愛大家了。聞味道的瞬間就讓人想吃的香料魔法。","10073","1007301"
"1","2","ㄨㄣ","ㄞ","燉菜","放入肉和蔬菜燉煮的料理。能不能以這個當菜來配飯，引起了眾人討論。","10073","1007302"
"1","2","ㄨ","ㄓ","滷汁","為了讓食物入味所用的液體。","10073","1007303"
"1","2","ㄨㄥ","ㄡ","紅酒燉牛肉","加了紅酒的燉牛肉。","10073","1007304"
"1","1","ㄧㄠ","ㄢ","蹺蹺板","坐在兩邊叩咚叩咚的。","10074","1007400"
"1","2","ㄦ","ㄕ","兒童遊樂設施","放在公園裡的遊戲道具。","10074","1007401"
"1","2","ㄩ","ㄨㄢ","去公園玩","在公園集合哦！","10074","1007402"
"1","2","ㄕ","ㄥ","失衡","槓桿兩邊受力不相同的狀態，引申為相關聯的雙方差距過大。","10074","1007403"
"1","1","ㄧ","ㄧ","筆","用來畫圖或寫字的道具。","10075","1007500"
"1","2","ㄨ","ㄚ","書法","是東國的文化！","10075","1007501"
"1","2","ㄠ","ㄧ","毛筆","以動物毛製成的筆。","10075","1007502"
"1","2","ㄧㄝ","ㄗ","寫字","一定得學習。","10075","1007503"
"1","2","ㄧㄢ","ㄞ","硯臺","研墨的道具。","10075","1007504"
"1","3","ㄨㄥ","ㄨㄚ","東國文化","位於蘭德索爾的遙遠東邊的國家的文化。還有忍者、武士、富士、藝妓等。是妮諾的憧憬。","10075","1007505"
"1","1","ㄧㄚ","ㄧㄥ","啞鈴","訓練工具。","10076","1007600"
"1","1","ㄦ","ㄧ","二頭肌","看到隆起來的手臂肌肉了嗎？那就是二頭肌。","10076","1007601"
"1","2","ㄧ","ㄡ","肌肉","肌肉！","10076","1007602"
"1","2","ㄨㄢ","ㄧㄢ","鍛鍊","主要是為了提升力量的訓練。","10076","1007603"
"1","2","ㄨㄥ","ㄩㄣ","重訓","提起重物的訓練。","10076","1007604"
"1","1","ㄨㄟ","ㄨㄣ","鬼魂","是鬼喲。把布丁交出來喲。","10077","1007700"
"1","1","ㄧㄡ","ㄧㄥ","幽靈","是幽靈喲。把布丁交出來喲。","10077","1007701"
"1","3","ㄨㄥ","ㄗ","宮子","是宮子喲！把布丁交出來喲。","10077","1007702"
"1","3","ㄨ","ㄧ","無敵","是無敵的喲！把布丁交出來喲。","10077","1007703"
"1","1","ㄖ","ㄜ","日和","【破曉之星】中最愛助人的格鬥少女。","20001","2000100"
"1","3","ㄤ","ㄧㄣ","放不下心","日和的口頭禪和座右銘。","20001","2000101"
"1","1","ㄧㄡ","ㄧ","優衣","【破曉之星】中專情的純真治療師。","20002","2000200"
"1","3","ㄩㄢ","ㄩ","全體治癒","治癒一切是優衣的特技。","20002","2000201"
"1","3","ㄣ","ㄢ","真琴的兒時玩伴","似乎旁人都對此感到很意外。","20002","2000202"
"1","1","ㄧㄥ","ㄧㄥ","怜","【破曉之星】中的冷酷劍士。釣魚是她的興趣。","20003","2000300"
"1","3","ㄧ","ㄚ","騎馬","怜的隱藏特技。","20003","2000301"
"1","3","ㄧㄢ","ㄨ","劍術","她會教我她的劍術特技。在天氣好時也會去釣魚……","20003","2000302"
"1","1","ㄧ","ㄧ","禊","【小小甜心】中的惡作劇負責人。在３人之中也是活力源頭。","20004","2000400"
"1","3","ㄠ","ㄨㄟ","搗蛋鬼","說到惡作劇的技巧無人能出其右，是惡作劇專家。","20004","2000401"
"1","1","ㄛ","ㄧ","茉莉","隸屬於【王宮騎士團】。憧憬英雄的少女。","20005","2000500"
"1","3","ㄨ","ㄙ","虎虎頭號粉絲","喜愛正義英雄的火熱之心才不會輸給其他人！","20005","2000501"
"1","1","ㄧㄢ","ㄧ","茜里","【惡魔偽王國軍】的雙胞胎中，早熟的妹妹。","20006","2000600"
"1","3","ㄧ","ㄟ","依里的妹妹","雖然長得一模一樣，個性卻完全相反？","20006","2000601"
"1","3","ㄧㄠ","ㄛ","小惡魔","如字面上所述，她的可愛會迷惑人心。","20006","2000602"
"1","1","ㄨㄥ","ㄗ","宮子","【惡魔偽王國軍】中最愛布丁的幽靈。","20007","2000700"
"1","3","ㄧㄡ","ㄧㄥ","幽靈","能夠飄浮或穿越牆壁等，所做之事大概就是去偷吃布丁。","20007","2000701"
"1","3","ㄨㄟ","ㄧㄥ","最喜歡布丁","了喲～！","20007","2000702"
"1","1","ㄩㄝ","ㄩㄝ","雪","【純白之翼 蘭德索爾分部】的美貌代表。","20008","2000800"
"1","3","ㄟ","ㄨㄛ","美麗的我","真是罪過呀。","20008","2000801"
"1","3","ㄗ","ㄧㄢ","自戀","我太美了也有錯嗎？","20008","2000802"
"1","1","ㄧㄥ","ㄞ","杏奈","【暮光流星群】成員的熾炎戰鬼煉獄血盟暗黑團團長。既是暗黑騎士，也是結束終焉之戰的舊世界英雄。","20009","2000900"
"1","3","ㄧ","ㄧ","疾風之冥姬","又名為！","20009","2000901"
"1","3","ㄨㄥ","ㄧㄥ","中二病","由於是青春期，就不要管她了。","20009","2000902"
"1","1","ㄣ","ㄨ","真步","【哞哞自衛隊】中可靠又雍容華貴的公會長。","20010","2001000"
"1","3","ㄨㄥ","ㄨ","公主","據說位於某處的謎之國度，真步真步王國……真步是那裡的公主。","20010","2001001"
"1","3","ㄨ","ㄛ","咕嚕靈波","將手杖轉轉轉的可愛動作喚出的魔法威力不可小看……","20010","2001002"
"1","1","ㄧ","ㄞ","璃乃","隸屬於【拉比林斯】，自稱妹妹。努力的考生。","20011","2001100"
"1","3","ㄟ","ㄟ","妹妹","就是妹妹，儘管只是自稱，還是妹妹。","20011","2001101"
"1","3","ㄧㄠ","ㄢ","小笨蛋","就算有點呆也沒關係，希望她能健康的長大。","20011","2001102"
"1","1","ㄨ","ㄧㄣ","初音","【森林守衛】中沉睡的超能力少女。","20012","2001200"
"1","3","ㄠ","ㄩ","超能力少女","有超能力的事是祕密哦。","20012","2001201"
"1","3","ㄧㄠ","ㄧㄝ","小栞的姊姊","最愛小栞了！","20012","2001202"
"1","1","ㄧ","ㄧㄤ","七七香","【暮光流星群】中可愛到爆的最強魔法少女。","20013","2001300"
"1","3","ㄛ","ㄩ","魔法少女","使用魔法的少女。在知情的人之間，對於到幾歲前能自稱魔法少女，都有著不同的看法。","20013","2001301"
"1","3","ㄨㄟ","ㄞ","最可愛","表示無敵可愛的意思。","20013","2001302"
"1","1","ㄧㄚ","ㄧㄚ","霞","【哞哞自衛隊】中的聰明美少女名偵探。","20014","2001400"
"1","3","ㄧㄥ","ㄢ","名偵探","她解開的謎團數都數不盡，難道是因為事件在呼喚名偵探嗎……","20014","2001401"
"1","3","ㄣ","ㄢ","偵探","追求真實的高尚職業。據說偵探的身邊總會跟著助手。","20014","2001402"
"1","1","ㄟ","ㄧ","美里","【森林守衛】的公會長。不斷湧出母性的姊姊。","20015","2001500"
"1","3","ㄧㄡ","ㄕ","幼稚園的老師","連魔物也會照顧。","20015","2001501"
"1","1","ㄧㄥ","ㄞ","鈴奈","【月光學院】中不擅長讀書，個性天真爛漫的辣妹。好像學會九九乘法表了……？","20016","2001600"
"1","3","ㄠ","ㄛ","超級名模","人氣爆棚的模特兒。","20016","2001601"
"1","3","ㄚ","ㄟ","辣妹","很潮的女孩子。","20016","2001602"
"1","1","ㄧㄤ","ㄓ","香織","【哞哞自衛隊】中熱愛唱歌與舞蹈的南國少女。","20017","2001700"
"1","3","ㄧㄡ","ㄠ","琉球空手道","琉球犬矢之拳！","20017","2001701"
"1","3","ㄞ","ㄜ","嗨―呵","香織故鄉的問候。妳好呀――！","20017","2001702"
"1","1","ㄧ","ㄩ","伊緒","【月光學院】中性感的新進教師。","20018","2001800"
"1","3","ㄠ","ㄕ","老師","雖然是新來的老師，但是跟學生很親近。","20018","2001801"
"1","1","ㄟ","ㄟ","美美","【小小甜心】裡最愛撒嬌的一個。嚕啦啦～嚕啦啦～♪","20019","2001900"
"1","3","ㄨㄟ","ㄥ","最喜歡兔子先生","蹦蹦跳～♪","20019","2001901"
"1","1","ㄨ","ㄠ","胡桃","讓【咲戀育幼院】裡的愛哭鬼、膽小鬼都能打起勇氣努力的女孩。","20020","2002000"
"1","3","ㄓ","ㄩㄢ","知名女演員","雖然年紀尚輕，卻是知名演員。","20020","2002001"
"1","1","ㄧ","ㄧ","依里","【惡魔偽王國軍】中的雙胞胎，是傲嬌害羞的姊姊。","20021","2002100"
"1","3","ㄨㄤ","ㄧㄝ","雙胞胎姊姊","雖然長相相似但個性迥異。","20021","2002101"
"1","3","ㄞ","ㄧㄡ","害羞","害羞的反作用力，會讓她作出更激烈的事……","20021","2002102"
"1","3","ㄧㄢ","ㄧㄚ","天才玩家","有著華麗的操作。","20021","2002103"
"1","1","ㄧㄥ","ㄧㄣ","綾音","隸屬於【咲戀育幼院】。看起來很乖巧，不過她操作的噗吉卻意外的兇暴。","20022","2002200"
"1","3","ㄨ","ㄢ","噗吉的夥伴","一直和噗吉在一起，是一心同體。","20022","2002201"
"1","1","ㄧㄥ","ㄟ","鈴莓","【咲戀育幼院】中讓人喜歡的冒失鬼，奉獻型的女僕。","20023","2002300"
"1","3","ㄩ","ㄨ","女僕","我由衷地服侍主人。","20023","2002301"
"1","3","ㄠ","ㄕ","冒冒失失","弄壞了好多東西，糟糕了。","20023","2002302"
"1","1","ㄧㄥ","ㄧㄥ","鈴","被派遣到【伊麗莎白牧場】的護衛。並沒有在偷懶，只是在盡情享受慢活。","20024","2002400"
"1","3","ㄢ","ㄢ","懶散","雖然很散漫，該做事時還是會做……大概……一定會……","20024","2002401"
"1","1","ㄨㄟ","ㄗ","惠理子","【暮光流星群】成員。愛很沉重，非常沉重。","20025","2002500"
"1","3","ㄛ","ㄜ","破壞者","惠理子的通稱。若是為了愛，可以破壞各式各樣的東西。","20025","2002501"
"1","1","ㄧㄠ","ㄧㄢ","咲戀","【咲戀育幼院】中可靠的公會長。原本是王宮騎士團副團長。","20026","2002600"
"1","3","ㄚ","ㄚ","媽媽","雖然還不到被人稱為媽媽的年紀，也沒有孩子，但媽媽就是媽媽。","20026","2002601"
"1","1","ㄨㄤ","ㄨㄤ","望","【慈樂之音】裡不可動搖的中心。頂尖偶像。","20027","2002700"
"1","3","ㄠ","ㄧㄤ","超人氣偶像","想低調行動時很辛苦。","20027","2002701"
"1","1","ㄧ","ㄨㄛ","妮諾","【純白之翼 蘭德索爾分部】中憧憬東國的戰士，目標是統一天下！","20028","2002800"
"1","3","ㄨㄥ","ㄨㄛ","憧憬東國","最喜歡東國文化，但時常會記錯內容。","20028","2002801"
"1","3","ㄠ","ㄜ","冒牌忍者","愛讀的書是《武士道》！","20028","2002802"
"1","1","ㄣ","ㄣ","忍","隸屬於【惡魔偽王國軍】的占卜師。身邊的骷髏頭其實是她的父親。","20029","2002900"
"1","3","ㄢ","ㄕ","占卜師","說中是占卜，說不中也是占卜。","20029","2002901"
"1","1","ㄧㄡ","ㄞ","秋乃","設立【墨丘利財團】的公會長，她的經商能力能改變世界。","20030","2003000"
"1","3","ㄚ","ㄧㄝ","大小姐","充滿做生意才能的大小姐。","20030","2003001"
"1","1","ㄣ","ㄧㄤ","真陽","【伊麗莎白牧場】的會長。能夠溫和統率個性多元的公會成員的姐姐。","20031","2003100"
"1","3","ㄨ","ㄣ","牧場主人","經營牧場就交給我吧。","20031","2003101"
"1","3","ㄠ","ㄨ","搞笑藝人之路","那條路風險很高。","20031","2003102"
"1","1","ㄧㄡ","ㄧ","優花梨","【墨丘利財團】中負責財務的能幹姐姐……平常是這樣沒錯。","20032","2003200"
"1","3","ㄩ","ㄠ","女中酒豪","像優花梨那樣的大人。","20032","2003201"
"1","1","ㄧㄥ","ㄨㄚ","鏡華","【小小甜心】中年紀最小的。很努力唸書，腦袋也很聰明。不敢吃紅蘿蔔和青椒。","20033","2003300"
"1","3","ㄗ","ㄥ","資優生","是小小甜心中最認真可靠的人。","20033","2003301"
"1","1","ㄓ","ㄓ","智","【王宮騎士團】團員。是團長的親信？","20034","2003400"
"1","3","ㄩ","ㄧㄡ","御久間流","智的家裡相傳著神速劍技。奧義是阿修羅。","20034","2003401"
"1","1","ㄢ","ㄢ","栞","【伊麗莎白牧場】的成員。儘管體弱仍一心一意努力的少女。","20035","2003500"
"1","3","ㄨ","ㄟ","初音的妹妹","最喜歡姊姊了。","20035","2003501"
"1","1","ㄧ","ㄧ","碧","【森林守衛】的孤單弓箭手。雖然能和植物對話，但那樣還是很孤單。","20036","2003600"
"1","3","ㄧㄢ","ㄣ","邊緣人","孤單的一個人，咳嗽也一個人。","20036","2003601"
"1","1","ㄧㄢ","ㄜ","千歌","【慈樂之音】成員。能和精靈當朋友的風之唱喚歌姬。","20037","2003700"
"1","3","ㄤ","ㄕ","唱喚士","唱喚術師。會使用能以歌聲唱喚出精靈的幻之祕術。小心不要搞錯字。","20037","2003701"
"1","3","ㄜ","ㄧ","歌姬","演唱出的歌曲能夠使所有人著迷。","20037","2003702"
"1","1","ㄣ","ㄧㄣ","真琴","【哞哞自衛隊】的突擊隊長。愛照顧人的獸人族少女。","20038","2003800"
"1","3","ㄧㄡ","ㄢ","優衣的兒時玩伴","似乎旁人都對此感到很意外。","20038","2003801"
"1","1","ㄧ","ㄧㄚ","伊莉亞","【惡魔偽王國軍】的會長，也是傳說中的吸血鬼。為了征服世界，今天也會加油。","20039","2003900"
"1","3","ㄨㄢ","ㄨㄟ","傳說的吸血鬼","據說以前被推進了蘭德索爾裡的可怕熔爐中。","20039","2003901"
"1","3","ㄨㄥ","ㄣ","統領黑夜之人","似乎統治著夜晚。","20039","2003902"
"1","1","ㄨㄥ","ㄨㄚ","空花","【純白之翼 蘭德索爾分部】的妄想負責人。","20040","2004000"
"1","3","ㄟ","ㄨㄤ","被虐狂","淑女的嗜好……？","20040","2004001"
"1","1","ㄨ","ㄧ","珠希","【墨丘利財團】中的鯛魚燒店。但是其本尊是……喵！喵喵！","20041","2004100"
"1","3","ㄠ","ㄧㄤ","貓娘","外表像貓一樣的女孩。","20041","2004101"
"1","3","ㄨㄢ","ㄠ","幻影貓","在蘭德索爾造成騷動的謎之義賊。其真面目滿是謎團。","20041","2004102"
"1","1","ㄨㄣ","ㄨㄣ","純","【王宮騎士團】團長。其面具之下，無人可知，也無法為人所知。","20042","2004200"
"1","3","ㄨㄢ","ㄤ","團長","是非常強大的團長。","20042","2004201"
"1","1","ㄟ","ㄨㄥ","美冬","隸屬於【墨丘利財團】的打工戰士。其實是龍殺手。","20043","2004300"
"1","3","ㄕ","ㄨ","師傅","會一步步地教你哦。當然是要收費的哦。","20043","2004301"
"1","3","ㄧㄠ","ㄤ","效率至上","是個貫徹始終講究效率的人。","20043","2004302"
"1","1","ㄧㄥ","ㄧㄡ","靜流","隸屬於【拉比林斯】，自稱姐姐。交給姐姐吧。","20044","2004400"
"1","3","ㄕ","ㄛ","是姐姐喔","我是姐姐喔！！","20044","2004401"
"1","1","ㄟ","ㄧㄠ","美咲","【月光學院】的學生。好像是位成熟的淑女，也是個罪惡的女人。","20045","2004500"
"1","3","ㄥ","ㄩ","成熟的淑女","我說是成熟淑女，就是成熟淑女！","20045","2004501"
"1","1","ㄣ","ㄩㄝ","深月","隸屬於【暮光流星群】的危險科學家。熱衷於實驗。","20046","2004600"
"1","3","ㄥ","ㄧㄚ","瘋狂科學家","因實驗而犧牲的人，不計其數。","20046","2004601"
"1","3","ㄨ","ㄛ","獨眼惡魔","獨眼惡魔，不接近她才是好事。","20046","2004602"
"1","1","ㄧ","ㄚ","莉瑪","【伊麗莎白牧場】的莉瑪。其實是全公會裡最有少女心的人。","20047","2004700"
"1","3","ㄠ","ㄨㄥ","毛茸茸","有魅惑效果的毛髮。","20047","2004701"
"1","1","ㄛ","ㄚ","莫妮卡","是【純白之翼 蘭德索爾分部】的公會長也是軍人。總是被成員耍著玩的苦幹之人，是白翼的指揮官。","20048","2004800"
"1","3","ㄧㄠ","ㄡ","小鬼頭","才，才不是小孩呢！","20048","2004801"
"1","1","ㄤ","ㄧ","紡希","【慈樂之音】的成員，本業是裁縫師。她華麗的用線技巧能夠綁起各種東西。","20049","2004900"
"1","3","ㄞ","ㄕ","裁縫師","裁縫就交給我吧。","20049","2004901"
"1","3","ㄧㄥ","ㄨ","怜大人粉絲俱樂部","不會讓壞蟲子靠近怜大人的。","20049","2004902"
"1","1","ㄨ","ㄨㄟ","步未","【純白之翼 蘭德索爾分部】的祕密負責人。到處都在，卻到處都不見人影。","20050","2005000"
"1","3","ㄣ","ㄨㄤ","跟蹤狂","我、我才不是跟蹤狂呢……！","20050","2005001"
"1","1","ㄧㄡ","ㄧㄚ","流夏","【暮光流星群】的公會長。十分大方的釣客。劍術技巧也很棒。","20051","2005100"
"1","3","ㄚ","ㄡ","大姐頭","魔物也很仰慕大姐頭。","20051","2005101"
"1","1","ㄧ","ㄚ","吉塔","以成為蒼空的騎空士為目標的女孩。","20052","2005200"
"1","3","ㄤ","ㄕ","蒼空的騎空士","加入我所成立的騎空團吧！跟騎空士們一同在空中巡遊！","20052","2005201"
"1","1","ㄢ","ㄜ","貪吃佩可","【美食殿堂】的公會長。什麼都能吃得很美味。太讚了吧☆","20053","2005300"
"1","3","ㄨㄤ","ㄟ","皇家裝備","裝備後威力會大幅提升，但是好像肚子會餓。","20053","2005301"
"1","3","ㄞ","ㄚ","太讚了吧","太讚了吧☆","20053","2005302"
"1","3","ㄨㄥ","ㄨ","公主","阿斯特賴亞王家的王女。","20053","2005303"
"1","1","ㄜ","ㄨㄛ","可可蘿","隸屬於【美食殿堂】的精靈族少女。主人優先。","20054","2005400"
"1","3","ㄧㄤ","ㄠ","嚮導","接受了女神愛梅斯神諭的引路人。","20054","2005401"
"1","3","ㄨ","ㄩ","巫女","侍奉神明的女性。","20054","2005402"
"1","1","ㄞ","ㄧㄡ","凱留","順其自然地加入【美食殿堂】的謎樣貓耳少女。很不妙吧！","20055","2005500"
"1","3","ㄠ","ㄧㄠ","傲嬌","啥？完全聽不懂你在說什麼！","20055","2005501"
"1","1","ㄠ","ㄨㄟ","矛依未","與世界為敵抗戰，自稱是大罪人。天樓霸斷劍可以斬斷一切！","20056","2005600"
"1","3","ㄨㄛ","ㄨ","諾維姆","我是諾維姆！","20056","2005601"
"1","1","ㄧㄚ","ㄚ","亞里莎","發誓總有一天要成為森林守護者的精靈族少女。","20057","2005700"
"1","3","ㄧㄥ","ㄩ","精靈女","女性精靈族。","20057","2005701"
"1","3","ㄧㄢ","ㄨㄟ","見習森林守衛","要作為森林守護者獨當一面，得儘量每天投入修行。","20057","2005702"
"1","1","ㄙ","ㄨㄚ","似似花","七冠之一。千變萬化的變貌大妃。","20058","2005800"
"1","3","ㄧㄢ","ㄟ","變貌大妃","似似花的另一個名字。變貌大妃。","20058","2005801"
"1","3","ㄣ","ㄣ","分身","另一個我。","20058","2005802"
"1","1","ㄜ","ㄚ","克莉絲提娜","【王宮騎士團】的副團長，也是七冠之一。極端的享樂主義者。","20059","2005900"
"1","3","ㄕ","ㄩㄣ","誓約女君","克莉絲提娜的別名。","20059","2005901"
"1","3","ㄨ","ㄤ","副團長","又名為問題兒童。","20059","2005902"
"1","1","ㄧ","ㄧ","祈梨","隸屬於【龍族巢穴】的龍人族。臉長的很可愛，卻意外的毒舌。","20060","2006000"
"1","3","ㄨㄥ","ㄧ","龍之吐息","祈梨的特技。","20060","2006001"
"1","3","ㄢ","ㄨ","幹部","我是【龍族巢穴】的幹部，對我伏首稱臣吧！","20060","2006002"
"1","1","ㄧㄚ","ㄧㄝ","嘉夜","隸屬於【龍族巢穴】的龍人族打手。","20061","2006100"
"1","3","ㄣ","ㄨㄤ","笨蛋打架狂","幹架最行。","20061","2006101"
"1","1","ㄢ","ㄧ","帆稀","充滿謎團的【龍族巢穴】公會長、老大。","20062","2006200"
"1","3","ㄤ","ㄚ","幫派老大","頭目、首領的意思。","20062","2006201"
"1","1","ㄜ","ㄧ","克蘿依","【聖德蕾莎女子學院（好朋友社）】的一員。散發著一股認真的氣息。","20063","2006300"
"1","3","ㄧㄣ","ㄧ","陰暗系","好像並不是在生氣或是心情不好。","20063","2006301"
"1","3","ㄥ","ㄣ","聖德蕾女的狂人","聖德蕾女的狂人。那就是克蘿依。","20063","2006302"
"1","1","ㄧ","ㄦ","琪愛兒","【聖德蕾莎女子學院（好朋友社）】中負責切嚕～☆的人。","20064","2006400"
"1","3","ㄧㄝ","ㄧ","咧切嚕切嚕啵啪嗶","切嚕唎咧咧囉唎囉唎囉。","20064","2006401"
"1","3","ㄥ","ㄣ","聖德蕾女的狂人","聖德蕾女的狂人。那就是琪愛兒。","20064","2006402"
"1","1","ㄧㄡ","ㄧ","優妮","【優妮們】的公會長。天才都是孤獨的。","20065","2006500"
"1","3","ㄧㄢ","ㄨ","繭居族","躲在象牙之塔裡，每天勤奮學習。","20065","2006501"
"1","3","ㄥ","ㄣ","聖德蕾女的狂人","聖德蕾女的狂人。那就是優妮。","20065","2006502"
"2","1","ㄣ","ㄧ","人型機器","代替人類勞動的機械，人型是浪漫的表現。","10078","3007800"
"2","2","ㄛ","ㄩ","魔法機械工具","以魔法驅動的機械，可以幫助人類和戰鬥。","10078","3007801"
"2","2","ㄧ","ㄨㄢ","機關","用齒輪等零件組合而成，能進行複雜動作的架構。","10078","3007802"
"2","3","ㄠ","ㄠ","超級優妮號","喂，那個學姊又把在地獄裡焚化的名字拿出來用了。那東西明明叫好朋友X。","10078","3007803"
"2","3","ㄧㄡ","ㄨㄛ","優妮的力作","你說醜八怪臭遜廢鐵丸我可不能當作沒聽見……適可而止啊。","10078","3007804"
"2","1","ㄩㄣ","ㄨ","菌菇","生長在潮濕地區，是真菌類而不是植物。","10079","3007900"
"2","2","ㄣ","ㄩㄣ","真菌","真核生物中的一大類群，包含酵母等微生物及耳熟能詳的菇類。","10079","3007901"
"2","2","ㄛ","ㄨ","蘑菇","適合加進披薩和義大利麵的美味菇類。","10079","3007902"
