bb8f96b96d5f75c9e0e4ccd145f9f8430172baa41d8a430de573358d1b4e79c9,28ba37a92251669f40511945f127148d68d363411f20431a3381490b8ed42758,676a4a3dfe9b59a7366e508b25e1e30b01ef6736a85af2e3408cea342ea2aee3,c3d74fbb99715958d34b5fb8978ff24b86dc139866fea445e55b3c55c153f9f5,e9d27c918c9471bf0e00ba6eed03154103ae156bfd26a65a20a6c0cb2464d2a9,33ce4139336bef47f22f0c4c74a0bd08620499f1ba2ccd2961c1abdb4dec3e91,56fafcdf6df95ba23093afc41f7edd772803069588ef98941d10f905352a1e51,33a79ec52ac937a16ea7622db79420e13a14595dab89b453cf9b7d02e8342f81,dccfadf55132fa2bfc391f970f6d5be48a44932c5e38fcd05b62bb420152d5b0,ac54288dcf2dffb873c60cbd72e875b93f2b49755c2b014d231e8a91b17f5c0a,66d915d8ec031f8cdc9e5231af8baa4f05502697c81bb5561d97504e7c591df5
"103611","0.2","-220","2","","","1009804","0.33","2","420","1009804061"
"100411","0.2","-250","2","","","1009804","0.33","2","545","1009804062"
"0","","1","22","","0.2","1009804","","","0","1009804063"
"想在米粒上畫圖。","","0","103","","","1009804","","","1009804067","1009804064"
"想做大玩具。","","0","103","","","1009804","","","1009804091","1009804065"
"想做布偶。","","0","103","","","1009804","","","1009804114","1009804066"
"102011","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804067"
"103611","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804068"
"100411","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804069"
"0.1","","","93","","","1009804","","","0","1009804070"
"102011","0.2","-235","2","","","1009804","0.33","2","-200","1009804071"
"103611","0.2","-220","2","","","1009804","0.33","2","100","1009804072"
"100411","0.2","-250","2","","","1009804","0.33","2","270","1009804073"
"0.7","","","93","","","1009804","","","0","1009804074"
"102011","","1","3","","0.2","1009804","","","lsv_talk_surprise_R2","1009804075"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0427","1009804076"
"102011","0","10","11","0","0","1009804","1","1","咦咦？畫在那麼小的東西上？\n哥哥好厲害～！","1009804077"
"0","","","91","","","1009804","","","","1009804078"
"102011","","1","3","","0.2","1009804","","","lsv_idle_normal_joyR","1009804079"
"103611","0.2","0","3","","0","1009804","lsv_talk_arm_crossed_loop_joy","1","lsv_talk_arm_crossed_joy","1009804080"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0428","1009804081"
"103611","0","10","11","0","0","1009804","1","1","這需要巧手，\n以及高度的集中力吧……\n這正是職人的技術啊。","1009804082"
"0","","","91","","","1009804","","","","1009804083"
"103611","","1","3","","0.2","1009804","","","lsv_idle_arm_crossed","1009804084"
"100411","","1","3","","0.2","1009804","","","lsv_talk_bitter","1009804085"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0429","1009804086"
"100411","0","10","11","0","0","1009804","1","1","光想就覺得\n對禊來說太難了～\n……所以禊幫忙加油就好了♪","1009804087"
"0","","","91","","","1009804","","","","1009804088"
"100411","","1","3","","0.2","1009804","","","lsv_idle_bitter","1009804089"
"1009804137","","","101","","","1009804","","","","1009804090"
"102011","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804091"
"103611","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804092"
"100411","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804093"
"0.1","","","93","","","1009804","","","0","1009804094"
"102011","0.2","-235","2","","","1009804","0.33","2","-200","1009804095"
"103611","0.2","-220","2","","","1009804","0.33","2","100","1009804096"
"100411","0.2","-250","2","","","1009804","0.33","2","270","1009804097"
"0.7","","","93","","","1009804","","","0","1009804098"
"100411","0.2","0","3","","0","1009804","lsv_exactly_joy_loop","1","lsv_exactly_joy_in","1009804099"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0430","1009804100"
"100411","0","10","11","0","0","1009804","1","1","這個好！很好！\n哥哥真懂──！\n這種事很浪漫吧！","1009804101"
"0","","","91","","","1009804","","","","1009804102"
"100411","","1","3","","0.2","1009804","","","lsv_idle_wish_joy","1009804103"
"103611","","1","3","","0.2","1009804","","","lsv_talk_thinking_anger","1009804104"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0431","1009804105"
"103611","0","10","11","0","0","1009804","1","1","禊好像很喜歡呢。\n……不過大\n是多大呢？","1009804106"
"0","","","91","","","1009804","","","","1009804107"
"103611","","1","3","","0.2","1009804","","","lsv_idle_thinking_anger","1009804108"
"102011","","1","3","","0.2","1009804","","","lsv_talk_memory_dere2","1009804109"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0432","1009804110"
"102011","0","10","11","0","0","1009804","1","1","唔嗯……\n或許比城堡還要大！\n很酷呢～♪","1009804111"
"0","","","91","","","1009804","","","","1009804112"
"1009804137","","","101","","","1009804","","","","1009804113"
"102011","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804114"
"103611","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804115"
"100411","0.2","0","3","","0","1009804","lsv_idle_normal","1","lsv_choice","1009804116"
"0.1","","","93","","","1009804","","","0","1009804117"
"102011","0.2","-235","2","","","1009804","0.33","2","-200","1009804118"
"103611","0.2","-220","2","","","1009804","0.33","2","100","1009804119"
"100411","0.2","-250","2","","","1009804","0.33","2","270","1009804120"
"0.7","","","93","","","1009804","","","0","1009804121"
"103611","0.2","0","3","","0","1009804","lsv_talk_arm_crossed_loop_joy","1","lsv_talk_arm_crossed_joy","1009804122"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0433","1009804123"
"103611","0","10","11","0","0","1009804","1","1","……\n這想法不錯呢。","1009804124"
"0","","","91","","","1009804","","","","1009804125"
"103611","","1","3","","0.2","1009804","","","lsv_idle_arm_crossed_joy","1009804126"
"100411","0.2","0","3","","0","1009804","lsv_talk_surprise","1","lsv_surprise","1009804127"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0434","1009804128"
"100411","0","10","11","0","0","1009804","1","1","鏡華好像很同意！？\n嗯，但是可以理解\n布偶哪裡好啦──","1009804129"
"0","","","91","","","1009804","","","","1009804130"
"100411","","1","3","","0.2","1009804","","","lsv_idle_surprise","1009804131"
"102011","","1","3","","0.2","1009804","","","lsv_talk_joy3","1009804132"
"vo_lsv","","0","21","","","1009804","0","","vo_lsv_0435","1009804133"
"102011","0","10","11","0","0","1009804","1","1","那大家現在\n就來做嘛～\n做很可愛的布偶♪","1009804134"
"0","","","91","","","1009804","","","","1009804135"
"1009804137","","","101","","","1009804","","","","1009804136"
"0","","","91","","","1009804","","","","1009804137"
"","","","102","","","1009804","","","","1009804138"
"0","","","22","","","1009804","","","0.2","1009804139"
"0.2","","","93","","","1009804","","","","1009804140"
"102011","0","1","12","0","0","1009804","0","0","8","1009804141"
"102011","","1","3","","0.2","1009804","","","lsv_talk_guts2_joy_loop","1009804142"
"3","","","93","","","1009804","","","0","1009804143"
"102011","","1","3","","0.2","1009804","","","lsv_idle_normal_joyR","1009804144"
"103611","0","1","12","0","0","1009804","0","0","7","1009804145"
"103611","","1","3","","0.2","1009804","","","lsv_talk_surprise_kira","1009804146"
"3","","","93","","","1009804","","","0","1009804147"
"103611","","1","3","","0.2","1009804","","","lsv_idle_joy","1009804148"
"100411","0","1","12","0","0","1009804","0","0","2","1009804149"
"100411","0.2","0","3","","0","1009804","lsv_talk_cool_bitter_loop","1","lsv_talk_cool_bitter","1009804150"
"3","","","93","","","1009804","","","0","1009804151"
"100411","","1","3","","0.2","1009804","","","lsv_idle_cool","1009804152"
"1009804141","","","101","","","1009804","","","","1009804153"
"333","0","1","6","","1","1009804","1","0","1","1009804154"
"102011","","","4","","","1009804","","","1","1009804155"
"102011","","1","3","","0.2","1009804","","","lsv_run","1009804156"
"102011","","-235","2","","","1009804","0.8","0","-750","1009804157"
"103611","","","4","","","1009804","","","0","1009804158"
"103611","","1","3","","0.2","1009804","","","lsv_run","1009804159"
"103611","","-220","2","","","1009804","0.8","0","750","1009804160"
"100411","","","4","","","1009804","","","0","1009804161"
"100411","","1","3","","0.2","1009804","","","lsv_run","1009804162"
"100411","","-250","2","","","1009804","0.8","0","850","1009804163"
"0.6","","","93","","","1009804","","","","1009804164"
"102011","0","1","6","","0.2","1009804","1","0","1","1009804165"
"103611","0","1","6","","0.2","1009804","1","0","1","1009804166"
"100411","0","1","6","","0.2","1009804","1","0","1","1009804167"
"0","","","91","","","1009804","","","","1009804168"
"1","0","102","1","lsv_idle_normal","1.95","1009805","-650","-235","100411","1009805001"
"1","1","100","1","lsv_idle_normal","1.95","1009805","650","-220","102011","1009805002"
"1","1","101","1","lsv_idle_normal","1.95","1009805","750","-250","103611","1009805003"
"1","0","0","5","lsv_white_loop","1","1009805","0","0","333","1009805004"
"333","0","1","6","","0","1009805","1","0","1","1009805005"
"100411","0","1","6","","0","1009805","1","0","1","1009805006"
"102011","0","1","6","","0","1009805","1","0","1","1009805007"
"103611","0","1","6","","0","1009805","1","0","1","1009805008"
"1","","","93","","","1009805","","","0","1009805009"
"333","0","1","6","","0.8","1009805","1","0.4","1","1009805010"
"100411","","1","3","","0.2","1009805","","","lsv_run","1009805011"
"100411","","-235","2","","","1009805","1","0","-200","1009805012"
"100411","0","1","6","","0.4","1009805","1","1","1","1009805013"
"102011","","1","3","","0.2","1009805","","","lsv_walk_surprise","1009805014"
"102011","","-220","2","","","1009805","2","0","100","1009805015"
"102011","0","1","6","","0.4","1009805","1","1","1","1009805016"
"103611","","1","3","","0.2","1009805","","","lsv_walk_surprise","1009805017"
"103611","","-250","2","","","1009805","2","0","270","1009805018"
"103611","0","1","6","","0.4","1009805","1","1","1","1009805019"
"1","","","93","","","1009805","","","0","1009805020"
"100411","","1","3","","0.2","1009805","","","lsv_idle_joy_normal","1009805021"
"1","","","93","","","1009805","","","0","1009805022"
"102011","","1","3","","0.2","1009805","","","lsv_idle_normal","1009805023"
"103611","","1","3","","0.2","1009805","","","lsv_idle_normal","1009805024"
"0.6","","","93","","","1009805","","","0","1009805025"
"100411","0.2","0","3","","0","1009805","lsv_talk_guts1_loop","1","lsv_talk_guts1","1009805026"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0521","1009805027"
"100411","0","10","11","0","0","1009805","1","1","來發表設置誘餌的成果──！\n結果是……？","1009805028"
"0","","","91","","","1009805","","","","1009805029"
"100411","","1","3","","0.2","1009805","","","lsv_talk_anger_dead","1009805030"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0522","1009805031"
"100411","0","10","11","0","0","1009805","1","1","一隻也沒抓到！\n沮喪！","1009805032"
"0","","","91","","","1009805","","","","1009805033"
"100411","","1","3","","0.2","1009805","","","lsv_idle_anger1","1009805034"
"102011","","1","3","","0.2","1009805","","","lsv_talk_normal_sad","1009805035"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0523","1009805036"
"102011","0","10","11","0","0","1009805","1","1","好可惜喔～\n果然是因為誘餌數量\n太少了嗎？","1009805037"
"0","","","91","","","1009805","","","","1009805038"
"102011","","1","3","","0.2","1009805","","","lsv_idle_normal","1009805039"
"103611","","1","3","","0.2","1009805","","","lsv_talk_joy1_sad","1009805040"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0524","1009805041"
"103611","0","10","11","0","0","1009805","1","1","不過，抓到獨角仙後，\n要拿來做什麼啊？","1009805042"
"0","","","91","","","1009805","","","","1009805043"
"103611","","1","3","","0.2","1009805","","","lsv_idle_normal","1009805044"
"100411","0.2","0","3","","0","1009805","lsv_talk_arm_crossed_loop_anger","1","lsv_talk_arm_crossed_anger","1009805045"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0525","1009805046"
"100411","0","10","11","0","0","1009805","1","1","哼、哼、哼……！\n那當然是！\n……沒想過這問題呢──","1009805047"
"0","","","91","","","1009805","","","","1009805048"
"100411","","1","3","","0.2","1009805","","","lsv_idle_arm_crossed_anger","1009805049"
"102011","","1","3","","0.2","1009805","","","lsv_idle_bitter","1009805050"
"103611","","1","3","","0.2","1009805","","","lsv_talk_tsun_sad","1009805051"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0526","1009805052"
"103611","0","10","11","0","0","1009805","1","1","咦咦？\n因為禊說是為了自由研究，\n我才奉陪的耶……！","1009805053"
"0","","","91","","","1009805","","","","1009805054"
"103611","","1","3","","0.2","1009805","","","lsv_idle_wish_sad","1009805055"
"100411","","1","3","","0.2","1009805","","","lsv_talk_cool_bitter_loop","1009805056"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0527","1009805057"
"100411","0","10","11","0","0","1009805","1","1","啊、啊哈哈哈──\n……順便問一下，\n哥哥會想拿來做什麼呢？","1009805058"
"0","","","91","","","1009805","","","","1009805059"
"100411","","1","3","","0.2","1009805","","","lsv_idle_cool","1009805060"
"100411","0.2","0","3","","0","1009805","lsv_look_idle_normal","1","lsv_choice","1009805061"
"102011","0.2","0","3","","0","1009805","lsv_look_idle_normal","1","lsv_choice","1009805062"
"103611","0.2","0","3","","0","1009805","lsv_look_idle_normal","1","lsv_choice","1009805063"
"0.1","","","93","","","1009805","","","0","1009805064"
"100411","0.2","-235","2","","","1009805","0.33","2","-452","1009805065"
"102011","0.2","-220","2","","","1009805","0.33","2","420","1009805066"
"103611","0.2","-250","2","","","1009805","0.33","2","545","1009805067"
"0","","1","22","","0.2","1009805","","","0","1009805068"
"鬥獨角仙！","","0","103","","","1009805","","","1009805072","1009805069"
"寫觀察日記。","","0","103","","","1009805","","","1009805103","1009805070"
"抓它們就是一種浪漫。","","0","103","","","1009805","","","1009805127","1009805071"
"100411","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805072"
"102011","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805073"
"103611","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805074"
"0.1","","","93","","","1009805","","","0","1009805075"
"100411","0.2","-235","2","","","1009805","0.33","2","-200","1009805076"
"102011","0.2","-220","2","","","1009805","0.33","2","100","1009805077"
"103611","0.2","-250","2","","","1009805","0.33","2","270","1009805078"
"0.7","","","93","","","1009805","","","0","1009805079"
"100411","0.2","0","3","","0","1009805","lsv_exactly_joy_loop","1","lsv_exactly_joy_in","1009805080"
"103611","","1","3","","0.2","1009805","","","lsv_idle_normal","1009805081"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0528","1009805082"
"100411","0","10","11","0","0","1009805","1","1","說到獨角仙，\n果然就是這個呢！","1009805083"
"0","","","91","","","1009805","","","","1009805084"
"100411","","1","3","","0.2","1009805","","","lsv_idle_joy","1009805085"
"103611","","1","3","","0.2","1009805","","","lsv_talk_thinking_anger","1009805086"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0529","1009805087"
"103611","0","10","11","0","0","1009805","1","1","唔嗯……\n調查獨角仙有多強，\n或許能當自由研究的題目……？","1009805088"
"0","","","91","","","1009805","","","","1009805089"
"103611","","1","3","","0.2","1009805","","","lsv_idle_sad_normal","1009805090"
"102011","","1","3","","0.2","1009805","","","lsv_talk_joy1_normal","1009805091"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0530","1009805092"
"102011","0","10","11","0","0","1009805","1","1","不過，可不能讓它們\n做太過分的戰鬥喔？\n跟美美約好囉。","1009805093"
"0","","","91","","","1009805","","","","1009805094"
"102011","","1","3","","0.2","1009805","","","lsv_idle_normal_joyR","1009805095"
"103611","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_handsup_joy2","1009805096"
"100411","0.2","0","3","","0","1009805","lsv_idle_joy","1","lsv_handsup_joy","1009805097"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0531","1009805098"
"103611","0","10","11","0","0","1009805","1","1","好──！","1009805099"
"100411","0","10","11","0","0","1009805","1","1","好──！","1009805100"
"0","","","91","","","1009805","","","","1009805101"
"1009805152","","","101","","","1009805","","","","1009805102"
"100411","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805103"
"102011","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805104"
"103611","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805105"
"0.1","","","93","","","1009805","","","0","1009805106"
"100411","0.2","-235","2","","","1009805","0.33","2","-200","1009805107"
"102011","0.2","-220","2","","","1009805","0.33","2","100","1009805108"
"103611","0.2","-250","2","","","1009805","0.33","2","270","1009805109"
"0.7","","","93","","","1009805","","","0","1009805110"
"103611","0.2","0","3","","0","1009805","lsv_talk_arm_crossed_loop_joy","1","lsv_talk_arm_crossed_joy","1009805111"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0532","1009805112"
"103611","0","10","11","0","0","1009805","1","1","這我能理解。\n因為若是仔細觀察，\n自然而然就會學到東西啊。","1009805113"
"0","","","91","","","1009805","","","","1009805114"
"103611","","1","3","","0.2","1009805","","","lsv_idle_arm_crossed_joy","1009805115"
"102011","","1","3","","0.2","1009805","","","lsv_talk_joy3_blink","1009805116"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0533","1009805117"
"102011","0","10","11","0","0","1009805","1","1","我們去海邊時\n也有進行觀察吧。\n很開心呢～♪","1009805118"
"0","","","91","","","1009805","","","","1009805119"
"102011","","1","3","","0.2","1009805","","","lsv_idle_normal_joyR","1009805120"
"100411","0.2","0","3","","0","1009805","lsv_talk_guts2_anger_loop","1","lsv_talk_guts2_anger","1009805121"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0534","1009805122"
"100411","0","10","11","0","0","1009805","1","1","這樣啊，那禊應該做得到！\n好──來寫觀察日記囉──！\n目標：稱霸所有獨角仙！","1009805123"
"0","","","91","","","1009805","","","","1009805124"
"100411","","1","3","","0.2","1009805","","","lsv_idle_guts2_joy","1009805125"
"1009805152","","","101","","","1009805","","","","1009805126"
"100411","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805127"
"102011","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805128"
"103611","0.2","0","3","","0","1009805","lsv_idle_normal","1","lsv_choice","1009805129"
"0.1","","","93","","","1009805","","","0","1009805130"
"100411","0.2","-235","2","","","1009805","0.33","2","-200","1009805131"
"102011","0.2","-220","2","","","1009805","0.33","2","100","1009805132"
"103611","0.2","-250","2","","","1009805","0.33","2","270","1009805133"
"0.7","","","93","","","1009805","","","0","1009805134"
"102011","","1","3","","0.2","1009805","","","lsv_talk_surprise","1009805135"
"103611","","1","3","","0.2","1009805","","","lsv_idle_normal","1009805136"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0535","1009805137"
"102011","0","10","11","0","0","1009805","1","1","只要抓到就好了啊～？\n禊也是這樣覺得嗎？","1009805138"
"0","","","91","","","1009805","","","","1009805139"
"102011","","1","3","","0.2","1009805","","","lsv_idle_surprise","1009805140"
"100411","0.2","0","3","","0","1009805","lsv_talk_arm_crossed_loop_anger","1","lsv_talk_arm_crossed_anger","1009805141"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0536","1009805142"
"100411","0","10","11","0","0","1009805","1","1","……哼，真有眼光。\n這樣才像\n禊的哥哥嘛。","1009805143"
"0","","","91","","","1009805","","","","1009805144"
"100411","","1","3","","0.2","1009805","","","lsv_idle_arm_crossed_anger","1009805145"
"103611","","1","3","","0.2","1009805","","","lsv_talk_thinking_anger","1009805146"
"vo_lsv","","0","21","","","1009805","0","","vo_lsv_0537","1009805147"
"103611","0","10","11","0","0","1009805","1","1","有種意氣相投的感覺……！\n……浪漫也能作為\n自由研究的主題嗎？","1009805148"
"0","","","91","","","1009805","","","","1009805149"
"103611","","1","3","","0.2","1009805","","","lsv_idle_thinking_anger","1009805150"
"1009805152","","","101","","","1009805","","","","1009805151"
"0","","","91","","","1009805","","","","1009805152"
"","","","102","","","1009805","","","","1009805153"
"0","","","22","","","1009805","","","0.2","1009805154"
"0.2","","","93","","","1009805","","","","1009805155"
"100411","0","1","12","0","0","1009805","0","0","7","1009805156"
"100411","0.2","0","3","","0","1009805","lsv_surprise3_kira_loop","1","lsv_surprise3_kira","1009805157"
"3","","","93","","","1009805","","","0","1009805158"
"100411","","1","3","","0.2","1009805","","","lsv_idle_cool","1009805159"
"103611","0","1","12","0","0","1009805","0","0","11","1009805160"
"103611","0.2","0","3","","0","1009805","lsv_talk_guts1_loop","1","lsv_talk_guts1","1009805161"
"3","","","93","","","1009805","","","0","1009805162"
"103611","","1","3","","0.2","1009805","","","lsv_idle_joy","1009805163"
"102011","0","1","12","0","0","1009805","0","0","5","1009805164"
"102011","","1","3","","0.2","1009805","","","lsv_talk_wish_surprise","1009805165"
"3","","","93","","","1009805","","","0","1009805166"
"102011","","1","3","","0.2","1009805","","","lsv_idle_normal_joyR","1009805167"
"1009805156","","","101","","","1009805","","","","1009805168"
"333","0","1","6","","1","1009805","1","0","1","1009805169"
"100411","","","4","","","1009805","","","1","1009805170"
"100411","","1","3","","0.2","1009805","","","lsv_run","1009805171"
"100411","","-235","2","","","1009805","0.8","0","-750","1009805172"
"102011","","","4","","","1009805","","","0","1009805173"
"102011","","1","3","","0.2","1009805","","","lsv_run","1009805174"
"102011","","-220","2","","","1009805","0.8","0","750","1009805175"
"103611","","","4","","","1009805","","","0","1009805176"
"103611","","1","3","","0.2","1009805","","","lsv_run","1009805177"
"103611","","-250","2","","","1009805","0.8","0","850","1009805178"
"0.6","","","93","","","1009805","","","","1009805179"
"100411","0","1","6","","0.2","1009805","1","0","1","1009805180"
"102011","0","1","6","","0.2","1009805","1","0","1","1009805181"
"103611","0","1","6","","0.2","1009805","1","0","1","1009805182"
"0","","","91","","","1009805","","","","1009805183"
"1","0","102","1","lsv_idle_normal","1.95","1009806","-200","-495","122711","1009806001"
"1","1","100","1","lsv_idle_normal","1.95","1009806","100","-480","122911","1009806002"
"1","1","101","1","lsv_idle_normal","1.95","1009806","270","-510","122811","1009806003"
"1","0","0","5","lsv_white_loop","1","1009806","0","0","333","1009806004"
"333","0","1","6","","0","1009806","1","0","1","1009806005"
"122711","0","1","6","","0","1009806","1","0","1","1009806006"
"122911","0","1","6","","0","1009806","1","0","1","1009806007"
"122811","0","1","6","","0","1009806","1","0","1","1009806008"
"1","","","93","","","1009806","","","0","1009806009"
"333","0","1","6","","0.8","1009806","1","0.4","1","1009806010"
"122711","0.2","0","3","","0.2","1009806","lsv_idle_normal","1","lsv_jump2","1009806011"
"122911","0.2","0","3","","0.2","1009806","lsv_idle_normal","1","lsv_jump2","1009806012"
"122811","0.2","0","3","","0.2","1009806","lsv_idle_normal","1","lsv_jump2","1009806013"
"0.3","","","93","","","1009806","","","","1009806014"
"122711","","-235","2","","","1009806","0.75","0","-200","1009806015"
"122911","","-220","2","","","1009806","0.75","0","100","1009806016"
"122811","","-250","2","","","1009806","0.75","0","270","1009806017"
"122711","0","1","6","","0.4","1009806","1","1","1","1009806018"
"122911","0","1","6","","0.4","1009806","1","1","1","1009806019"
"122811","0","1","6","","0.4","1009806","1","1","1","1009806020"
"122711","0","0.2","12","","0","1009806","0","","6","1009806021"
"122911","0","0.2","12","","0","1009806","0","","6","1009806022"
"122811","0","0.2","12","","0","1009806","0","","6","1009806023"
"2","","","93","","","1009806","","","0","1009806024"
"122711","","1","3","","0.2","1009806","","","lsv_talk_normal","1009806025"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0621","1009806026"
"122711","0","10","11","0","0","1009806","1","1","雖然去海邊很棒，\n但在泳池玩也很開心呢。","1009806027"
"0","","","91","","","1009806","","","","1009806028"
"122711","","1","3","","0.2","1009806","","","lsv_idle_normal","1009806029"
"122811","0.2","0","3","","0","1009806","lsv_idle_normal","1","lsv_agree1","1009806030"
"122911","0.2","0","3","","0","1009806","lsv_idle_normal_joyR","1","lsv_agree2","1009806031"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0622","1009806032"
"122811","0","10","11","0","0","1009806","1","1","對呀──♪","1009806033"
"122911","0","10","11","0","0","1009806","1","1","對呀──♪","1009806034"
"0","","","91","","","1009806","","","","1009806035"
"122711","0.2","0","3","","0","1009806","lsv_talk_arm_crossed_loop_joy","1","lsv_talk_arm_crossed_joy","1009806036"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0623","1009806037"
"122711","0","10","11","0","0","1009806","1","1","既沒有危險性，\n而且也變涼爽了。\n這種程度剛剛好呢。","1009806038"
"0","","","91","","","1009806","","","","1009806039"
"122711","","1","3","","0.2","1009806","","","lsv_idle_arm_crossed_joy","1009806040"
"122911","","1","3","","0.2","1009806","","","lsv_talk_wish_joy","1009806041"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0624","1009806042"
"122911","0","10","11","0","0","1009806","1","1","鏡華\n最喜歡泳池了呢～♪","1009806043"
"0","","","91","","","1009806","","","","1009806044"
"122911","","1","3","","0.2","1009806","","","lsv_idle_wish_joy","1009806045"
"122811","0.2","0","3","","0","1009806","lsv_talk_cool_normal2_loop","1","lsv_talk_cool_normal2","1009806046"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0625","1009806047"
"122811","0","10","11","0","0","1009806","1","1","下次去大泳池裡\n盡情地游泳也不錯呢！\n那麼，游完泳後……","1009806048"
"0","","","91","","","1009806","","","","1009806049"
"122811","","1","3","","0.2","1009806","","","lsv_idle_cool","1009806050"
"122711","0.2","0","3","","0","1009806","lsv_look_idle_normal","1","lsv_choice","1009806051"
"122911","0.2","0","3","","0","1009806","lsv_look_idle_normal","1","lsv_choice","1009806052"
"122811","0.2","0","3","","0","1009806","lsv_look_idle_normal","1","lsv_choice","1009806053"
"0.1","","","93","","","1009806","","","0","1009806054"
"122711","0.2","-235","2","","","1009806","0.33","2","-452","1009806055"
"122911","0.2","-220","2","","","1009806","0.33","2","420","1009806056"
"122811","0.2","-250","2","","","1009806","0.33","2","545","1009806057"
"0","","1","22","","0.2","1009806","","","0","1009806058"
"就來吃冰淇淋吧。","","0","103","","","1009806","","","1009806062","1009806059"
"就來吃炒麵吧。","","0","103","","","1009806","","","1009806086","1009806060"
"就來喝彈珠汽水吧。","","0","103","","","1009806","","","1009806109","1009806061"
"122711","0.2","0","3","","0","1009806","lsv_idle_normal","1","lsv_choice","1009806062"
"122911","0.2","0","3","","0","1009806","lsv_idle_normal","1","lsv_choice","1009806063"
"122811","0.2","0","3","","0","1009806","lsv_idle_normal","1","lsv_choice","1009806064"
"0.1","","","93","","","1009806","","","0","1009806065"
"122711","0.2","-235","2","","","1009806","0.33","2","-200","1009806066"
"122911","0.2","-220","2","","","1009806","0.33","2","100","1009806067"
"122811","0.2","-250","2","","","1009806","0.33","2","270","1009806068"
"0.7","","","93","","","1009806","","","0","1009806069"
"122711","","1","3","","0.2","1009806","","","lsv_talk_memory_dere2","1009806070"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0626","1009806071"
"122711","0","10","11","0","0","1009806","1","1","冰淇淋……！\n很好吃呢，\n冰淇淋……真的好好吃。","1009806072"
"0","","","91","","","1009806","","","","1009806073"
"122711","","1","3","","0.2","1009806","","","lsv_idle_memory2","1009806074"
"122811","0.2","0","3","","0","1009806","lsv_talk_guts2_joy_loop","1","lsv_talk_guts2_joy","1009806075"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0627","1009806076"
"122811","0","10","11","0","0","1009806","1","1","啊──講了之後\n就變得好想吃喔！\n我們現在就去吃吧。","1009806077"
"0","","","91","","","1009806","","","","1009806078"
"122811","","1","3","","0.2","1009806","","","lsv_idle_guts2_joy","1009806079"
"122911","","1","3","","0.2","1009806","","","lsv_talk_joy3","1009806080"
"vo_lsv","","0","21","","","1009806","0","","vo_lsv_0628","1009806081"
