8904aaef4b1152bac48da4b82c13ad06d8307b5a9bc2931e14786b4a5e3654e2,d1cfa11965e74feba0e8b7de3cab4812ada768b4abbd56a2083b9ad6f6b955ec,6532204909894e1fe8726e93f33483fb6de1769ba941f5edc2f2e639b26f98e6,736d951104819e075def9accf6a6efa73d0843f18ee6616a937cbb8a377b2702,7c3461e19dc24ad95bb5f37c92867d8e847be520f68931e0dc44a01126dc796b,b436c1467de421e277223feeae4a2738f6a80e5e76b2d9c457977943c14d80ac,7bdc7f9b40fad2176ee5fae98a745dffe701799d69b9433d2b4b15edcd24181f,7d572d48d48429242671022602a62509f669e76ea0f53a0051fedf9643812cec,c95cc46b8bdbd3570f53ebf43b69f6596006db07d70dc6450d76c9db7879b42b,bfb8b188656debeba9d9782195b3bcae6493a298f35e91cbfd1cef63e495cad2,917331599bf645a9d8086073adbe1ccdf855083fbea0b2a53dcedc004287f8d4,1b434eb1097d058fd20c7426da30eb2c17dabfe759a9cb9fbf43021cbbbd0798,8eee1e0bcf00660dbe430bb9f5a522f70e79ebe0b6759304ac703ddf427169fc,4e2af8f4617b68762d86f00a59826ef2956370a3c5c861b7ae301618db6ed1be,75f30ec3098664a6a12f3e4ef3df5b1219b04bc55028d5ef9bf395c276e7f071,67418f683e023ecec5105e6a397f1aec2f076729201dd67bbca9b75d94b916f4,42016b985b0513e25416f0f7b6ae6c65f48b5f581da76e09bc7effff31073466,52577970f5e3b7f32063824360b21699438d54bd0252304a3d83f5791f6fff6e,d6bf8727919585cc80180757b74ba69cdef1cf30c9ec86845b00c8dbbac01505,985388628e42b8e19ec60cb7ee188a9d28a5ab540e1ec0b7c775ccb5627af39b,91504a4c5bdeea3c8cb9aa1ed7b7b4792415c29309f29cc224d59abf1d2b3ca9,f5d31e4a4106a9f226b878fad21f4197f00397fd9ddb535a7f3b872d68da8605
"1.3","4","200","101021","1038","bgm_M64","190","1","4","101021","-30","1","0.9","0","-70","0","0","1","10380104","200","-30","1"
"1.8","5","200","101031","1038","bgm_M55","440","1","5","101031","-30","1","1.4","0","0","0","0","1","10380105","220","0","1.6"
"0.8","1","250","101041","1039","bgm_M64","-470","1","1","101041","-30","1","0.6","0","-125","10","-30","1","10390101","210","0","0.7"
"1","2","200","101041","1039","bgm_M64","-210","1","2","101041","-30","1","0.65","0","-95","10","0","1","10390102","200","0","0.7"
"1.3","3","100","101041","1039","bgm_M64","50","1","3","101041","-30","1","0.9","-15","-120","0","-10","1","10390103","200","0","1"
"1.35","4","100","101041","1039","bgm_M64","195","1","4","101041","-30","1","0.9","0","35","0","0","1","10390104","200","0","1.3"
"1.8","5","150","101042","1039","bgm_M55","450","1","5","101042","-30","1.3","1.1","0","-55","0","0","1","10390105","210","-50","1.35"
"0.8","1","250","101161","1040","bgm_M64","-480","1","1","101161","-30","1","0.6","0","-120","10","0","1","10400101","210","0","0.85"
"1.2","2","100","101161","1040","bgm_M64","-260","1","2","101161","-30","1","0.75","0","-100","0","0","1","10400102","240","0","1.1"
"1.1","3","100","101161","1040","bgm_M64","-10","1","3","101161","-30","1","0.65","-5","65","5","-10","1","10400103","200","0","1"
"1","4","150","101161","1040","bgm_M64","190","1","4","101161","-30","1","0.9","0","-110","0","0","1","10400104","200","43","1"
"1.15","5","270","101162","1040","bgm_M55","485","1","5","101162","-30","1.3","0.9","-40","-70","-10","-45","1","10400105","280","-50","1"
"0.8","1","120","101171","1041","bgm_M64","-480","1","1","101171","-30","1","0.6","0","-120","10","0","1","10410101","210","0","0.85"
"1.2","2","120","101171","1041","bgm_M64","-260","1","2","101171","-30","1","0.75","0","-120","10","0","1","10410102","200","0","1"
"0.9","3","150","101171","1041","bgm_M64","-10","1","3","101171","-30","1","0.6","-13","0","0","-60","1.4","10410103","200","-50","0.55"
"1.2","4","100","101171","1041","bgm_M64","190","1","4","101171","-30","1","0.9","0","-110","0","0","1","10410104","200","0","1"
"1.45","5","200","101172","1041","bgm_M55","475","1","5","101172","-30","1","1","-20","-30","10","0","1","10410105","250","-50","1"
"0.8","1","100","101191","1042","bgm_M64","-480","1","1","101191","-30","1","0.6","0","-120","10","-30","1","10420101","210","0","0.7"
"1.2","2","100","101191","1042","bgm_M64","-260","1","2","101191","-30","1","0.8","0","-100","10","0","1","10420102","200","0","1"
"1.4","3","100","101451","1042","bgm_M64","-10","1","3","101191","-30","1","0.9","-15","65","0","-10","1","10420103","200","-30","1"
"1.1","4","100","101191","1042","bgm_M64","190","1","4","101191","-30","1","0.65","0","-110","0","0","1","10420104","200","0","1"
"1.3","5","200","101192","1042","bgm_M55","485","1","5","101192","-30","1","1.1","0","-70","-10","-45","1.2","10420105","280","-50","1"
"0.8","1","100","101201","1043","bgm_M64","-480","1","1","101201","-30","1","0.6","0","-120","10","0","1","10430101","210","0","0.85"
"1.2","2","100","101201","1043","bgm_M64","-260","1","2","101201","-30","1","0.75","0","-120","10","0","1","10430102","240","0","1.1"
"1.1","3","100","101201","1043","bgm_M64","-10","1","3","101201","-30","1","0.8","-15","65","0","-10","1","10430103","200","0","1"
"1","4","100","101201","1043","bgm_M64","190","1","4","101201","-30","1","0.7","0","-110","0","0","1","10430104","200","43","1"
"1.45","5","100","101202","1043","bgm_M55","475","1","5","101202","-30","1","1","-20","-30","10","-45","1","10430105","250","-50","1"
"0.8","1","100","101291","1044","bgm_M64","-480","1","1","101291","-30","1","0.6","0","-120","10","0","1","10440101","210","0","0.85"
"1.2","2","100","101291","1044","bgm_M64","-260","1","2","101291","-30","1","0.75","0","-120","10","0","1","10440102","240","0","1.1"
"2.3","3","100","101291","1044","bgm_M64","-40","1","3","101291","-30","1","1.55","-15","65","0","-10","1","10440103","200","0","2.2"
"1.2","4","100","101291","1044","bgm_M64","150","1","4","101291","-30","1","1.1","0","-110","0","0","1","10440104","200","0","1"
"1.45","5","100","101292","1044","bgm_M55","490","1","5","101292","-30","1","1.1","-20","-15","30","30","1","10440105","230","15","1"
"0.8","1","100","101301","1045","bgm_M64","-480","1","1","101301","-30","1","0.58","0","-120","10","-30","1","10450101","210","0","0.7"
"1.2","2","100","101301","1045","bgm_M64","-260","1","2","101301","-30","1","0.9","0","-120","10","0","1","10450102","200","0","1"
"1.4","3","200","101301","1045","bgm_M64","-50","1","3","101301","-30","1","0.93","0","100","-10","-10","1","10450103","200","-30","1"
"1.3","4","100","101301","1045","bgm_M64","100","1","4","101301","-30","1","0.9","0","-100","0","0","1","10450104","200","15","1"
"1.2","5","100","101302","1045","bgm_M55","470","1","5","101302","-30","1","1","-20","-55","10","-30","1","10450105","270","-15","1.1"
"0.8","1","100","101161","1046","bgm_M64","-450","1","1","101441","-30","1","0.575","0","-130","10","0","1","10460101","210","0","0.85"
"1","2","200","101161","1046","bgm_M64","-250","1","2","101441","-30","1","0.75","0","-120","10","0","1","10460102","200","0","0.7"
"1.2","3","100","101161","1046","bgm_M64","-10","1","3","101441","-30","1","0.8","-15","50","0","-10","1","10460103","200","0","1.1"
"1","4","150","101161","1046","bgm_M64","210","1","4","101441","-30","1","0.8","0","-100","0","0","1","10460104","200","43","1"
"1.2","5","100","101162","1046","bgm_M55","470","1","5","101442","-30","1","0.95","-20","-70","10","-30","1","10460105","230","-35","1.1"
"0.8","1","100","101451","1047","bgm_M64","-450","1","1","101451","-30","1","0.58","0","-130","10","-30","1","10470101","210","0","0.7"
"1.2","2","100","101451","1047","bgm_M64","-250","1","2","101451","-30","1","0.9","0","-120","10","0","1","10470102","200","0","1"
"1.4","3","100","101451","1047","bgm_M64","-20","1","3","101451","-30","1","0.9","-15","50","0","-10","1","10470103","200","-30","1"
"1","4","100","101451","1047","bgm_M64","200","1","4","101451","-30","1","0.8","0","-100","0","0","1","10470104","200","0","0.85"
"1.55","5","100","101452","1047","bgm_M55","510","1","5","101452","-30","1","1.25","0","-70","0","-50","1.2","10470105","290","-35","1.4"
"0.8","1","100","101451","1048","bgm_M64","-450","1","1","101561","-30","1","0.58","0","-130","10","-30","1","10480101","210","0","0.7"
"1.2","2","100","101451","1048","bgm_M64","-240","1","2","101561","-30","1","0.75","0","-120","0","0","1","10480102","240","0","1.1"
"0.9","3","150","101451","1048","bgm_M64","-10","1","3","101561","-30","1","0.6","-13","0","0","-60","1.4","10480103","200","-50","0.55"
"1.1","4","100","101451","1048","bgm_M64","195","1","4","101561","-30","1","0.7","0","-100","0","0","1","10480104","200","20","1"
"1.55","5","400","101452","1048","bgm_M55","460","1","5","101562","-30","1","1.25","0","-70","0","-50","1.4","10480105","290","-60","1.35"
"0.8","1","100","101001","1049","bgm_M64","-480","1","1","101001","-30","1","0.58","0","-120","10","-30","1","10490101","210","0","0.7"
"1.2","2","100","101001","1049","bgm_M64","-270","1","2","101001","-30","1","0.75","0","-120","10","0","1","10490102","200","0","1.1"
"1.4","3","200","101001","1049","bgm_M64","-25","1","3","101001","-30","1","0.9","-15","65","0","-10","1","10490103","200","-30","1"
"1.1","4","150","101001","1049","bgm_M64","200","1","4","101001","-30","1","0.9","0","-120","0","0","1","10490104","200","-30","1"
"1.3","5","200","101011","1049","bgm_M55","480","1","5","101011","-30","1","1.2","0","-40","0","0","1.2","10490105","250","0","1"
"1","1","170","101021","1050","bgm_M64","-450","1","1","101021","-30","1","0.575","0","-110","10","-30","1","10500101","210","-25","0.9"
"1.2","2","100","101021","1050","bgm_M64","-240","1","2","101021","-30","1","0.75","0","-120","0","0","1","10500102","240","0","1.1"
"0.9","3","100","101021","1050","bgm_M64","-10","1","3","101021","-30","1","0.6","-5","65","5","-10","1","10500103","200","0","0.8"
"1.1","4","100","101021","1050","bgm_M64","190","1","4","101021","-30","1","0.65","0","-110","0","0","1","10500104","200","0","1"
"1.8","5","200","101031","1050","bgm_M55","440","1","5","101031","-30","1","1.4","0","0","0","0","1","10500105","220","0","1.6"
"0.8","1","100","101041","1051","bgm_M64","-450","1","1","101041","-30","1","0.58","0","-130","10","-30","1","10510101","210","0","0.7"
"1","2","200","101041","1051","bgm_M64","-250","1","2","101041","-30","1","0.65","0","-120","10","0","1","10510102","200","0","0.7"
"1.3","3","100","101041","1051","bgm_M64","-35","1","3","101041","-30","1","0.75","-15","70","10","-10","1","10510103","200","-10","1"
"1.4","4","100","101041","1051","bgm_M64","150","1","4","101041","-30","1","1","0","-110","0","0","1","10510104","200","0","1"
"1.8","5","150","101042","1051","bgm_M55","450","1","5","101042","-30","1.3","1.1","0","-55","0","0","1","10510105","210","-50","1.35"
"0.8","1","250","101161","1052","bgm_M64","-480","1","1","101161","-30","1","0.6","0","-120","10","-30","1","10520101","210","0","0.7"
"1.2","2","100","101161","1052","bgm_M64","-260","1","2","101161","-30","1","0.75","0","-100","0","0","1","10520102","240","0","1.1"
"1.1","3","100","101161","1052","bgm_M64","-10","1","3","101161","-30","1","0.65","-5","65","5","-10","1","10520103","200","0","1"
"1.3","4","100","101161","1052","bgm_M64","240","1","4","101161","-30","1","0.8","0","-50","0","0","1","10520104","200","-30","1"
"1.15","5","270","101162","1052","bgm_M55","485","1","5","101162","-30","1.3","0.9","-40","-70","-10","-45","1","10520105","280","-50","1"
"0.8","1","120","101171","1053","bgm_M64","-480","1","1","101171","-30","1","0.5","0","-120","10","0","1","10530101","210","0","0.85"
"1.2","2","100","101171","1053","bgm_M64","-270","1","2","101171","-30","1","0.75","0","-120","10","0","1","10530102","200","0","1.1"
"2.3","3","100","101171","1053","bgm_M64","-25","1","3","101171","-30","1","1.55","-15","65","0","-10","1","10530103","200","0","2.2"
"1.5","4","100","101171","1053","bgm_M64","200","1","4","101171","-30","1","0.9","0","-100","0","0","1","10530104","200","-30","1"
"1.45","5","200","101172","1053","bgm_M55","475","1","5","101172","-30","1","1","-20","-30","10","0","1","10530105","250","-50","1"
"1","1","170","101191","1054","bgm_M64","-450","1","1","101191","-30","1","0.575","0","-110","10","-30","1","10540101","210","-25","0.9"
"1","2","200","101191","1054","bgm_M64","-250","1","2","101191","-30","1","0.65","0","-120","10","0","1","10540102","200","0","0.7"
"1.2","3","100","101191","1054","bgm_M64","-10","1","3","101191","-30","1","0.8","-15","50","0","-10","1","10540103","200","0","1.1"
"1.5","4","200","101191","1054","bgm_M64","190","1","4","101191","-30","1","1","0","-90","0","0","1","10540104","200","0","1"
"1.3","5","200","101192","1054","bgm_M55","485","1","5","101192","-30","1","1.1","0","-70","-10","-45","1.2","10540105","280","-50","1"
"0.8","1","120","101201","1055","bgm_M64","-480","1","1","101201","-30","1","0.5","0","-120","10","0","1","10550101","210","0","0.85"
"1","2","250","101201","1055","bgm_M64","-250","1","2","101201","-30","1","0.7","0","-120","0","-30","1","10550102","240","-30","1"
"1.1","3","100","101201","1055","bgm_M64","-10","1","3","101201","-30","1","0.8","-15","65","0","-10","1","10550103","200","0","1"
"1","4","100","101201","1055","bgm_M64","190","1","4","101201","-30","1","0.7","0","-110","0","0","1","10550104","200","43","1"
"1.45","5","100","101202","1055","bgm_M55","475","1","5","101202","-30","1","1","-20","-30","10","-45","1","10550105","250","-50","1"
"0.8","1","250","101291","1056","bgm_M64","-480","1","1","101291","-30","1","0.6","0","-120","10","-30","1","10560101","210","0","0.7"
"1.2","2","100","101291","1056","bgm_M64","-260","1","2","101291","-30","1","0.75","0","-100","0","0","1","10560102","240","0","1.1"
"1.4","3","100","101291","1056","bgm_M64","-35","1","3","101291","-30","1","0.9","-15","50","0","-10","1","10560103","200","-30","1"
"1.1","4","150","101291","1056","bgm_M64","190","1","4","101291","-30","1","0.9","0","-120","0","0","1","10560104","200","-30","1"
"1.45","5","100","101292","1056","bgm_M55","490","1","5","101292","-30","1","1.1","-20","-15","30","30","1","10560105","230","15","1"
"1","1","170","101301","1057","bgm_M64","-450","1","1","101301","-30","1","0.575","0","-110","10","-30","1","10570101","210","-25","0.9"
"1.2","2","100","101301","1057","bgm_M64","-270","1","2","101301","-30","1","0.75","0","-120","10","0","1","10570102","200","0","1.1"
"1.4","3","200","101301","1057","bgm_M64","-50","1","3","101301","-30","1","0.93","0","100","-10","-10","1","10570103","200","-30","1"
"1.2","4","100","101301","1057","bgm_M64","190","1","4","101301","-30","1","0.9","0","-110","0","0","1","10570104","200","0","1"
"1.2","5","100","101302","1057","bgm_M55","470","1","5","101302","-30","1","1","-20","-55","10","-30","1","10570105","270","-15","1.1"
"0.8","1","250","101441","1058","bgm_M64","-480","1","1","101441","-30","1","0.6","0","-120","10","-30","1","10580101","210","0","0.7"
"1","2","250","101441","1058","bgm_M64","-250","1","2","101441","-30","1","0.7","0","-120","0","-30","1","10580102","240","-30","1"
"1.3","3","100","101441","1058","bgm_M64","-5","1","3","101441","-30","1","0.75","-15","70","10","-10","1","10580103","200","-10","1"
"1.1","4","100","101441","1058","bgm_M64","210","1","4","101441","-30","1","0.8","0","-100","10","0","1","10580104","200","20","1"
"1.2","5","100","101442","1058","bgm_M55","470","1","5","101442","-30","1","0.95","-20","-70","10","-30","1","10580105","230","-35","1.1"
"1","1","170","101451","1059","bgm_M64","-450","1","1","101451","-30","1","0.575","0","-110","10","-30","1","10590101","210","-25","0.9"
"1","2","200","101451","1059","bgm_M64","-250","1","2","101451","-30","1","0.65","0","-120","10","0","1","10590102","200","0","0.7"
"0.9","3","150","101451","1059","bgm_M64","-10","1","3","101451","-30","1","0.6","-13","0","0","-60","1.4","10590103","200","-50","0.55"
"1","4","100","101451","1059","bgm_M64","200","1","4","101451","-30","1","0.7","0","-120","0","0","1","10590104","200","0","0.7"
"1.55","5","100","101452","1059","bgm_M55","510","1","5","101452","-30","1","1.25","0","-70","0","-50","1.2","10590105","290","-35","1.4"
"0.8","1","120","101561","1060","bgm_M64","-480","1","1","101561","-30","1","0.5","0","-120","10","0","1","10600101","210","0","0.85"
"1.2","2","100","101561","1060","bgm_M64","-270","1","2","101561","-30","1","0.75","0","-120","10","0","1","10600102","200","0","1.1"
"1.4","3","200","101561","1060","bgm_M64","-25","1","3","101561","-30","1","0.9","-15","65","0","-10","1","10600103","200","-30","1"
"1.1","4","100","101561","1060","bgm_M64","190","1","4","101561","-30","1","0.65","0","-110","0","0","1","10600104","200","0","1"
"1.55","5","400","101562","1060","bgm_M55","460","1","5","101562","-30","1","1.25","0","-70","0","-50","1.4","10600105","290","-60","1.35"
"0.8","1","250","101001","1061","bgm_M64","-480","1","1","101001","-30","1","0.6","0","-120","10","-30","1","10610101","210","0","0.7"
"1.2","2","100","101001","1061","bgm_M64","-260","1","2","101001","-30","1","0.75","0","-100","0","0","1","10610102","240","0","1.1"
"1.4","3","100","101001","1061","bgm_M64","-10","1","3","101001","-30","1","1","-15","65","0","-10","1","10610103","200","-30","1"
"1.4","4","100","101001","1061","bgm_M64","200","1","4","101001","-30","1","1","0","-110","0","0","1","10610104","200","0","1"
"1.3","5","200","101011","1061","bgm_M55","480","1","5","101011","-30","1","1.2","0","-40","0","0","1.2","10610105","250","0","1"
"0.8","1","120","101021","1063","bgm_M64","-480","1","1","101021","-30","1","0.5","0","-120","10","0","1","10630101","210","0","0.85"
"1","2","250","101021","1063","bgm_M64","-250","1","2","101021","-30","1","0.7","0","-120","0","-30","1","10630102","240","-30","1"
"1.3","3","100","101021","1063","bgm_M64","-10","1","3","101021","-30","1","0.9","0","70","0","0","1","10630103","200","0","1"
"1.2","4","100","101021","1063","bgm_M64","240","1","4","101021","-30","1","0.8","0","-70","0","0","1","10630104","200","-30","1"
"1.8","5","200","101031","1063","bgm_M55","470","1","5","101031","-30","1","1.4","0","0","0","0","1","10630105","220","0","1.6"
"1","1","170","101041","1064","bgm_M64","-450","1","1","101041","-30","1","0.575","0","-110","10","-30","1","10640101","210","-25","0.9"
"1","2","200","101041","1064","bgm_M64","-250","1","2","101041","-30","1","0.65","0","-120","10","0","1","10640102","200","0","0.7"
"1.1","3","100","101041","1064","bgm_M64","-10","1","3","101041","-30","1","0.8","-15","65","0","-10","1","10640103","200","0","1"
"1.5","4","100","101041","1064","bgm_M64","200","1","4","101041","-30","1","0.9","0","-100","0","0","1","10640104","200","-30","1"
"1.8","5","150","101042","1064","bgm_M55","450","1","5","101042","-30","1.3","1.1","0","-55","0","0","1","10640105","210","-50","1.35"
"0.8","1","250","101161","1065","bgm_M64","-480","1","1","101161","-30","1","0.6","0","-120","10","-30","1","10650101","210","0","0.7"
"1.2","2","100","101161","1065","bgm_M64","-260","1","2","101161","-30","1","0.75","0","-100","0","0","1","10650102","240","0","1.1"
"1.1","3","100","101161","1065","bgm_M64","-10","1","3","101161","-30","1","0.65","-5","65","5","-10","1","10650103","200","0","1"
"1","4","100","101161","1065","bgm_M64","200","1","4","101161","-30","1","0.8","0","-100","0","0","1","10650104","200","0","0.85"
"1.15","5","270","101162","1065","bgm_M55","485","1","5","101162","-30","1.3","0.9","-40","-70","-10","-45","1","10650105","280","-50","1"
"0.8","1","120","101171","1066","bgm_M64","-480","1","1","101171","-30","1","0.5","0","-120","10","0","1","10660101","210","0","0.85"
"1","2","250","101171","1066","bgm_M64","-250","1","2","101171","-30","1","0.7","0","-120","0","-30","1","10660102","240","-30","1"
"1.15","3","100","101171","1066","bgm_M64","0","1","3","101171","-30","1","0.8","-10","65","0","-10","1","10660103","200","0","1.1"
"1.35","4","100","101171","1066","bgm_M64","230","1","4","101171","-30","1","0.9","0","5","0","-10","1","10660104","200","0","1.3"
"1.45","5","200","101172","1066","bgm_M55","475","1","5","101172","-30","1","1","-20","-30","10","0","1","10660105","250","-50","1"
"0.8","1","250","101191","1067","bgm_M64","-480","1","1","101191","-30","1","0.6","0","-50","10","-30","1","10670101","210","0","0.7"
"1.2","2","100","101191","1067","bgm_M64","-270","1","2","101191","-30","1","0.75","0","-120","10","0","1","10670102","200","0","1.1"
"1.4","3","100","101191","1067","bgm_M64","-20","1","3","101191","-30","1","0.9","-15","50","0","-10","1","10670103","200","-30","1"
"1.5","4","200","101191","1067","bgm_M64","200","1","4","101191","-30","1","1","0","-90","0","0","1","10670104","200","0","1"
"1.3","5","200","101192","1067","bgm_M55","485","1","5","101192","-30","1","1.1","0","-70","-10","-45","1.2","10670105","280","-50","1"
"1.45","1","100","101201","1068","bgm_M64","-470","1","1","101201","-30","1","0.8","0","0","10","0","1","10680101","210","20","1.1"
"1","2","200","101201","1068","bgm_M64","-250","1","2","101201","-30","1","0.65","0","-120","10","0","1","10680102","200","0","0.7"
"1.3","3","100","101201","1068","bgm_M64","-5","1","3","101201","-30","1","0.75","-15","70","10","-10","1","10680103","200","-10","1"
"1","4","100","101201","1068","bgm_M64","190","1","4","101201","-30","1","0.7","0","-110","0","0","1","10680104","200","43","1"
"1.45","5","100","101202","1068","bgm_M55","475","1","5","101202","-30","1","1","-20","-30","10","-45","1","10680105","250","-50","1"
"1","1","170","101291","1069","bgm_M64","-450","1","1","101291","-30","1","0.575","0","-110","10","-30","1","10690101","210","-25","0.9"
"1.2","2","100","101291","1069","bgm_M64","-225","1","2","101291","-30","1","0.75","0","-25","0","0","1","10690102","240","0","1.1"
"2.3","3","100","101291","1069","bgm_M64","0","1","3","101291","-30","1","1.55","-15","65","0","-10","1","10690103","200","0","2.2"
"1.1","4","100","101291","1069","bgm_M64","190","1","4","101291","-30","1","0.65","0","-110","0","0","1","10690104","200","0","1"
"1.45","5","100","101292","1069","bgm_M55","490","1","5","101292","-30","1","1.1","-20","-15","30","30","1","10690105","230","15","1"
"0.8","1","250","101301","1070","bgm_M64","-480","1","1","101301","-30","1","0.6","0","-50","10","-30","1","10700101","210","0","0.7"
"1","2","200","101301","1070","bgm_M64","-250","1","2","101301","-30","1","0.65","0","-120","10","0","1","10700102","200","0","0.7"
"1.4","3","200","101301","1070","bgm_M64","-50","1","3","101301","-30","1","0.93","0","100","-10","-10","1","10700103","200","-30","1"
"1.1","4","150","101301","1070","bgm_M64","190","1","4","101301","-30","1","0.9","0","-120","0","0","1","10700104","200","-30","1"
"1.2","5","100","101302","1070","bgm_M55","470","1","5","101302","-30","1","1","-20","-55","10","-30","1","10700105","270","-15","1.1"
"1.45","1","100","101441","1071","bgm_M64","-470","1","1","101441","-30","1","0.8","0","0","10","0","1","10710101","210","20","1.1"
"1","2","250","101441","1071","bgm_M64","-250","1","2","101441","-30","1","0.7","0","-120","0","-30","1","10710102","240","-30","1"
"1.1","3","100","101441","1071","bgm_M64","-10","1","3","101441","-30","1","0.8","-15","65","0","-10","1","10710103","200","0","1"
"1","4","100","101441","1071","bgm_M64","200","1","4","101441","-30","1","0.7","0","-120","0","0","1","10710104","200","0","0.7"
"1.2","5","100","101442","1071","bgm_M55","470","1","5","101442","-30","1","0.95","-20","-70","10","-30","1","10710105","230","-35","1.1"
"1","1","170","101451","1072","bgm_M64","-450","1","1","101451","-30","1","0.575","0","-110","10","-30","1","10720101","210","-25","0.9"
"1.2","2","100","101451","1072","bgm_M64","-225","1","2","101451","-30","1","0.75","0","-25","0","0","1","10720102","240","0","1.1"
"1.4","3","100","101451","1072","bgm_M64","-10","1","3","101451","-30","1","1","-15","65","0","-10","1","10720103","200","-30","1"
"1.1","4","100","101451","1072","bgm_M64","210","1","4","101451","-30","1","0.8","0","-100","10","0","1","10720104","200","20","1"
"1.55","5","100","101452","1072","bgm_M55","510","1","5","101452","-30","1","1.25","0","-70","0","-50","1.2","10720105","290","-35","1.4"
"1","1","170","101561","1073","bgm_M64","-450","1","1","101561","-30","1","0.575","0","0","10","-30","1","10730101","210","-25","0.9"
"1.2","2","100","101561","1073","bgm_M64","-270","1","2","101561","-30","1","0.75","0","-120","10","0","1","10730102","200","0","1.1"
"1.1","3","100","101561","1073","bgm_M64","-10","1","3","101561","-30","1","0.65","-5","65","5","-10","1","10730103","200","0","1"
"1.4","4","100","101561","1073","bgm_M64","200","1","4","101561","-30","1","1","0","-110","0","0","1","10730104","200","0","1"
"1.55","5","400","101562","1073","bgm_M55","460","1","5","101562","-30","1","1.25","0","-70","0","-50","1.4","10730105","290","-60","1.35"
"0.8","1","250","101001","1074","bgm_M64","-480","1","1","101001","-30","1","0.6","0","-50","10","-30","1","10740101","210","0","0.7"
"1.35","2","200","101001","1074","bgm_M64","-260","1","2","101001","-30","1","0.9","0","-110","0","10","1","10740102","240","10","1.1"
"1.15","3","100","101001","1074","bgm_M64","-5","1","3","101001","-30","1","0.75","-15","70","10","-10","1","10740103","200","-10","1"
"1.2","4","100","101001","1074","bgm_M64","190","1","4","101001","-30","1","0.9","0","-110","0","0","1","10740104","200","0","1"
"1.3","5","200","101011","1074","bgm_M55","480","1","5","101011","-30","1","1.2","0","-40","0","0","1.2","10740105","250","0","1"
"1.45","1","100","101021","1075","bgm_M64","-470","1","1","101021","-30","1","0.8","0","0","10","0","1","10750101","210","20","1.1"
"1","2","200","101021","1075","bgm_M64","-250","1","2","101021","-30","1","0.65","0","-120","10","0","1","10750102","200","0","0.7"
"0.9","3","150","101021","1075","bgm_M64","-10","1","3","101021","-30","1","0.6","-13","0","0","-60","1.4","10750103","200","-50","0.55"
"1.5","4","100","101021","1075","bgm_M64","200","1","4","101021","-30","1","0.9","0","-100","0","0","1","10750104","200","-30","1"
"1.8","5","200","101031","1075","bgm_M55","470","1","5","101031","-30","1","1.4","0","0","0","0","1","10750105","220","0","1.6"
"1","1","170","101041","1076","bgm_M64","-480","1","1","101041","-30","1","0.575","0","-110","10","-30","1","10760101","210","-25","0.9"
"1","2","250","101041","1076","bgm_M64","-230","1","2","101041","-30","1","0.7","0","-20","0","-30","1","10760102","240","-30","1"
"1.4","3","100","101041","1076","bgm_M64","15","1","3","101041","-30","1","0.9","-15","-120","0","-10","1","10760103","200","-30","1"
"1.3","4","300","101041","1076","bgm_M64","200","1","4","101041","-30","1","0.8","0","40","0","-50","1","10760104","200","-60","1"
"1.8","5","150","101042","1076","bgm_M55","450","1","5","101042","-30","1.3","1.1","0","-55","0","0","1","10760105","210","-50","1.35"
"0.8","1","250","101161","1077","bgm_M64","-480","1","1","101161","-30","1","0.6","0","-50","10","-30","1","10770101","210","0","0.7"
"1.2","2","100","101161","1077","bgm_M64","-270","1","2","101161","-30","1","0.75","0","-120","10","0","1","10770102","200","0","1.1"
"1.3","3","100","101161","1077","bgm_M64","-10","1","3","101161","-30","1","0.9","0","70","0","0","1","10770103","200","0","1"
"1.5","4","200","101161","1077","bgm_M64","200","1","4","101161","-30","1","1","0","-90","0","0","1","10770104","200","0","1"
"1.15","5","270","101162","1077","bgm_M55","485","1","5","101162","-30","1.3","0.9","-40","-70","-10","-45","1","10770105","280","-50","1"
"1","1","170","101171","1078","bgm_M64","-450","1","1","101171","-30","1","0.575","0","-90","10","-30","1","10780101","210","-25","0.9"
"1.2","2","100","101171","1078","bgm_M64","-225","1","2","101171","-30","1","0.75","0","20","0","0","1","10780102","240","0","1.1"
"1.15","3","100","101171","1078","bgm_M64","0","1","3","101171","-30","1","0.8","-10","-65","0","-10","1","10780103","200","0","1.1"
"1","4","100","101171","1078","bgm_M64","230","1","4","101171","-30","1","0.65","0","0","0","-10","1","10780104","200","0","0.9"
"1.45","5","200","101172","1078","bgm_M55","475","1","5","101172","-30","1","1","-20","-30","10","0","1","10780105","250","-50","1"
