b928180eda125c3c2ef7c864c74c0cd3e60b867b264ec3a6a455b6a12503a496,dbdfd1400e12f3cf0fe01061a1ec6f69ef7f2d46042ed0ad9d3057f0e03af98f,7b10f466527db68b511e2595fe2c7f789f2dd4a4b173faba5d948877e9d7ac4d,1febaa354f4ed12834a589a650750984a20b338d74563b6d1eedb20ecb6acabe,82b2ee6d9b4dd351423051f55712f86226a6b7bf6966fd5317744a45d44a4ba5,58c98b69e31a165c712f3a2b65227a916b50ee8a48607a79c6c0b1d745758632,695ba3082c41231f72aa938f877cefaa624a4036d3c2cdc7d330052607cbcf7a,2dc0c05c3aba9702c543cc1349bb6e6f86032add87e23bd65c7dc2bd2ce2d48f,285a328867c1102392a91e70079638e0c1449ea56260140382a5275cd6db1b7e,377a57787b4c71c02119f5fd04b436720d78f7064ba1bb25a673af2138b62c67,306f1b0f136262eb1f6e55b0822f82f4b7076679367a4e9e41d001499e8899b9,3b5075a6a24407602d74f9d327fad1376cbd5fdec3dfa681a79bbf071e86f41b
"0","0","vo_ske","2","0","53","0","100590153","vo_ske_0608","1005901","0","0"
"2","0","0","1","10","54","221","100590154","0","1005901","0","0"
"0","0","0","4","0","55","0","100590155","0","1005901","2.7","1"
"1","221","0","1","10","56","385","100590156","0","1005901","0","0"
"0","0","0","4","0","57","0","100590157","0","1005901","1","1"
"0.7","0","0","1","11","58","0","100590158","0","1005901","0","0"
"0","0","0","4","0","59","0","100590159","0","1005901","1.9","1"
"1.6","0","0","1","11","60","400","100590160","0","1005901","0","0"
"0","0","0","4","0","61","0","100590161","0","1005901","4","1"
"0","0","vo_ske","2","0","62","0","100590162","vo_ske_0609","1005901","0","0"
"2","0","0","1","12","63","288","100590163","0","1005901","0","0"
"0","0","0","4","0","64","0","100590164","0","1005901","3.8","1"
"0","0","vo_ske","2","0","65","0","100590165","vo_ske_0610","1005901","0","0"
"0.7","0","0","1","13","66","189","100590166","0","1005901","0","0"
"0","0","0","4","0","67","0","100590167","0","1005901","1.4","1"
"1.7","189","0","1","13","68","340","100590168","0","1005901","0","0"
"0","0","0","4","0","69","0","100590169","0","1005901","4.2","1"
"0","0","0","4","0","1","0","100590201","0","1005902","0.8","1"
"0","0","vo_ske","2","0","2","0","100590202","vo_ske_0701","1005902","0","0"
"2.3","0","0","1","1","3","310","100590203","0","1005902","0","0"
"0","0","0","4","0","4","0","100590204","0","1005902","3.6","1"
"0","0","vo_ske","2","0","5","0","100590205","vo_ske_0702","1005902","0","0"
"0.9","0","0","1","2","6","215","100590206","0","1005902","0","0"
"0","0","0","4","0","7","0","100590207","0","1005902","1.6","1"
"0.7","215","0","1","2","8","316","100590208","0","1005902","0","0"
"0","0","0","4","0","9","0","100590209","0","1005902","1.6","1"
"0.9","0","0","1","3","10","86","100590210","0","1005902","0","0"
"0","0","0","4","0","11","0","100590211","0","1005902","1.5","1"
"1.9","86","0","1","3","12","250","100590212","0","1005902","0","0"
"0","0","0","4","0","13","0","100590213","0","1005902","3.5","1"
"0","0","vo_ske","2","0","14","0","100590214","vo_ske_0703","1005902","0","0"
"1.2","0","0","1","4","15","180","100590215","0","1005902","0","0"
"0","0","0","4","0","16","0","100590216","0","1005902","2.1","1"
"1.6","180","0","1","4","17","410","100590217","0","1005902","0","0"
"0","0","0","4","0","18","0","100590218","0","1005902","1.6","1"
"0.6","0","0","1","5","19","88","100590219","0","1005902","0","0"
"0","0","0","4","0","20","0","100590220","0","1005902","2.5","1"
"0","0","vo_ske","2","0","21","0","100590221","vo_ske_0704","1005902","0","0"
"0.7","88","0","1","5","22","194","100590222","0","1005902","0","0"
"0","0","0","4","0","23","0","100590223","0","1005902","2.4","1"
"1.1","194","0","1","5","24","410","100590224","0","1005902","0","0"
"0","0","0","4","0","25","0","100590225","0","1005902","1.1","1"
"1.5","0","0","1","6","26","119","100590226","0","1005902","0","0"
"0","0","0","4","0","27","0","100590227","0","1005902","2","1"
"1.4","119","0","1","6","28","410","100590228","0","1005902","0","0"
"0","0","0","4","0","29","0","100590229","0","1005902","2.9","1"
"0","0","vo_ske","2","0","30","0","100590230","vo_ske_0705","1005902","0","0"
"0.6","0","0","1","7","31","105","100590231","0","1005902","0","0"
"0","0","0","4","0","32","0","100590232","0","1005902","1.4","1"
"2","105","0","1","7","33","390","100590233","0","1005902","0","0"
"0","0","0","4","0","34","0","100590234","0","1005902","5.2","1"
"0","0","vo_ske","2","0","35","0","100590235","vo_ske_0706","1005902","0","0"
"1.226","0","0","1","8","36","167","100590236","0","1005902","0","0"
"0","0","0","4","0","37","0","100590237","0","1005902","1.934","1"
"1.42","167","0","1","8","38","247","100590238","0","1005902","0","0"
"0","0","0","4","0","39","0","100590239","0","1005902","1.552","1"
"0.6","247","0","1","8","40","410","100590240","0","1005902","0","0"
"0","0","0","4","0","41","0","100590241","0","1005902","0.6","1"
"1.2","0","0","1","9","42","149","100590242","0","1005902","0","0"
"0","0","0","4","0","43","0","100590243","0","1005902","3","1"
"0","0","vo_ske","2","0","44","0","100590244","vo_ske_0707","1005902","0","0"
"1","149","0","1","9","45","269","100590245","0","1005902","0","0"
"0","0","0","4","0","46","0","100590246","0","1005902","2","1"
"0.9","269","0","1","9","47","402","100590247","0","1005902","0","0"
"0","0","0","4","0","48","0","100590248","0","1005902","3.1","1"
"0","0","vo_ske","2","0","49","0","100590249","vo_ske_0708","1005902","0","0"
"1.1","0","0","1","10","50","200","100590250","0","1005902","0","0"
"0","0","0","4","0","51","0","100590251","0","1005902","2.4","1"
"0","0","vo_ske","2","0","52","0","100590252","vo_ske_0709","1005902","0","0"
"2.5","0","0","1","11","53","236","100590253","0","1005902","0","0"
"0","0","0","4","0","54","0","100590254","0","1005902","3.4","1"
"0","0","vo_ske","2","0","55","0","100590255","vo_ske_0710","1005902","0","0"
"1.4","236","0","1","11","56","410","100590256","0","1005902","0","0"
"0","0","0","4","0","57","0","100590257","0","1005902","2.1","1"
"1.3","0","0","1","12","58","302","100590258","0","1005902","0","0"
"0","0","0","4","0","59","0","100590259","0","1005902","3.2","1"
"0","0","vo_ske","2","0","60","0","100590260","vo_ske_0711","1005902","0","0"
"0.8","0","0","1","13","61","88","100590261","0","1005902","0","0"
"0","0","0","4","0","62","0","100590262","0","1005902","1.9","1"
"1.7","88","0","1","13","63","305","100590263","0","1005902","0","0"
"0","0","0","4","0","64","0","100590264","0","1005902","3.5","1"
"0","0","vo_ske","2","0","65","0","100590265","vo_ske_0712","1005902","0","0"
"1","0","0","1","14","66","188","100590266","0","1005902","0","0"
"0","0","0","4","0","67","0","100590267","0","1005902","1.9","1"
"1.6","188","0","1","14","68","420","100590268","0","1005902","0","0"
"0","0","0","4","0","69","0","100590269","0","1005902","4.1","1"
"0","0","0","4","0","1","0","100590301","0","1005903","0.8","1"
"0","0","vo_ske","2","0","2","0","100590302","vo_ske_0801","1005903","0","0"
"2.2","0","0","1","1","3","231","100590303","0","1005903","0","0"
"0","0","0","4","0","4","0","100590304","0","1005903","3.4","1"
"0","0","vo_ske","2","0","5","0","100590305","vo_ske_0802","1005903","0","0"
"0.465","0","0","1","2","6","50","100590306","0","1005903","0","0"
"0","0","0","4","0","7","0","100590307","0","1005903","0.998","1"
"1.722","50","0","1","2","8","226","100590308","0","1005903","0","0"
"0","0","0","4","0","9","0","100590309","0","1005903","3.024","1"
"0.8","226","0","1","2","10","388","100590310","0","1005903","0","0"
"0","0","0","4","0","11","0","100590311","0","1005903","0.8","1"
"0.9","0","0","1","3","12","136","100590312","0","1005903","0","0"
"0","0","0","4","0","13","0","100590313","0","1005903","2.5","1"
"1","136","0","1","3","14","263","100590314","0","1005903","0","0"
"0","0","0","4","0","15","0","100590315","0","1005903","1.8","1"
"1.2","263","0","1","3","16","388","100590316","0","1005903","0","0"
"0","0","0","4","0","17","0","100590317","0","1005903","1.2","1"
"0.828","0","0","1","4","18","0","100590318","0","1005903","0","0"
"0","0","0","4","0","19","0","100590319","0","1005903","3.156","1"
"0","0","vo_ske","2","0","20","0","100590320","vo_ske_0803","1005903","0","0"
"1.2","0","0","1","4","21","71","100590321","0","1005903","0","0"
"0","0","0","4","0","22","0","100590322","0","1005903","2.3","1"
"1.8","71","0","1","4","23","347","100590323","0","1005903","0","0"
"0","0","0","4","0","24","0","100590324","0","1005903","3.4","1"
"1.9","0","0","1","5","25","350","100590325","0","1005903","0","0"
"0","0","0","4","0","26","0","100590326","0","1005903","4.3","1"
"0","0","vo_ske","2","0","27","0","100590327","vo_ske_0804","1005903","0","0"
"1.067","0","0","1","6","28","117","100590328","0","1005903","0","0"
"0","0","0","4","0","29","0","100590329","0","1005903","1.523","1"
"0.674","117","0","1","6","30","235","100590330","0","1005903","0","0"
"0","0","0","4","0","31","0","100590331","0","1005903","2.337","1"
"0","0","vo_ske","2","0","32","0","100590332","vo_ske_0805","1005903","0","0"
"1.1","0","0","1","7","33","235","100590333","0","1005903","0","0"
"0","0","0","4","0","34","0","100590334","0","1005903","1.1","1"
"0.675","0","0","1","8","35","0","100590335","0","1005903","0","0"
"0","0","0","4","0","36","0","100590336","0","1005903","1.662","1"
"2","0","0","1","8","37","350","100590337","0","1005903","0","0"
"0","0","0","4","0","38","0","100590338","0","1005903","4.3","1"
"0","0","vo_ske","2","0","39","0","100590339","vo_ske_0806","1005903","0","0"
"1.3","0","0","1","9","40","125","100590340","0","1005903","0","0"
"0","0","0","4","0","41","0","100590341","0","1005903","2.5","1"
"1.7","125","0","1","9","42","358","100590342","0","1005903","0","0"
"0","0","0","4","0","43","0","100590343","0","1005903","1.7","1"
"0.5","358","0","1","9","44","400","100590344","0","1005903","0","0"
"0","0","0","4","0","45","0","100590345","0","1005903","3.5","1"
"0","0","vo_ske","2","0","46","0","100590346","vo_ske_0807","1005903","0","0"
"2","0","0","1","10","47","199","100590347","0","1005903","0","0"
"0","0","0","4","0","48","0","100590348","0","1005903","3.2","1"
"1.1","199","0","1","10","49","400","100590349","0","1005903","0","0"
"0","0","0","4","0","50","0","100590350","0","1005903","1.1","1"
"0.8","0","0","1","11","51","0","100590351","0","1005903","0","0"
"0","0","0","4","0","52","0","100590352","0","1005903","2.4","1"
"1.7","0","0","1","11","53","328","100590353","0","1005903","0","0"
"0","0","0","4","0","54","0","100590354","0","1005903","4.6","1"
"0","0","vo_ske","2","0","55","0","100590355","vo_ske_0808","1005903","0","0"
"0.4","0","0","1","12","56","95","100590356","0","1005903","0","0"
"0","0","0","4","0","57","0","100590357","0","1005903","2","1"
"2.3","95","0","1","12","58","250","100590358","0","1005903","0","0"
"0","0","0","4","0","59","0","100590359","0","1005903","3.2","1"
"0.9","250","0","1","12","60","380","100590360","0","1005903","0","0"
"0","0","0","4","0","61","0","100590361","0","1005903","3.2","1"
"0","0","vo_ske","2","0","62","0","100590362","vo_ske_0809","1005903","0","0"
"0.8","0","0","1","13","63","318","100590363","0","1005903","0","0"
"0","0","0","4","0","64","0","100590364","0","1005903","3.3","1"
"0","0","0","4","0","1","0","100590401","0","1005904","0.8","1"
"0","0","vo_ske","2","0","2","0","100590402","vo_ske_0901","1005904","0","0"
"1.325","0","0","1","1","3","158","100590403","0","1005904","0","0"
"0","0","0","4","0","4","0","100590404","0","1005904","2.008","1"
"1.863","158","0","1","1","5","365","100590405","0","1005904","0","0"
"0","0","0","4","0","6","0","100590406","0","1005904","3.699","1"
"0","0","vo_ske","2","0","7","0","100590407","vo_ske_0902","1005904","0","0"
"1.3","0","0","1","2","8","175","100590408","0","1005904","0","0"
"0","0","0","4","0","9","0","100590409","0","1005904","2.1","1"
"1.8","0","0","1","3","10","242","100590410","0","1005904","0","0"
"0","0","0","4","0","11","0","100590411","0","1005904","1.8","1"
"0.7","242","0","1","3","12","320","100590412","0","1005904","0","0"
"0","0","0","4","0","13","0","100590413","0","1005904","1.6","1"
"2.2","320","0","1","3","14","320","100590414","0","1005904","0","0"
"0","0","0","4","0","15","0","100590415","0","1005904","4.8","1"
"0","0","vo_ske","2","0","16","0","100590416","vo_ske_0903","1005904","0","0"
"2.3","0","0","1","4","17","252","100590417","0","1005904","0","0"
"0","0","0","4","0","18","0","100590418","0","1005904","3","1"
"0.8","252","0","1","4","19","415","100590419","0","1005904","0","0"
"0","0","0","4","0","20","0","100590420","0","1005904","1.3","1"
"2.8","0","0","1","5","21","415","100590421","0","1005904","0","0"
"0","0","0","4","0","22","0","100590422","0","1005904","4.9","1"
"0","0","vo_ske","2","0","23","0","100590423","vo_ske_0904","1005904","0","0"
"0.9","0","0","1","6","24","99","100590424","0","1005904","0","0"
"0","0","0","4","0","25","0","100590425","0","1005904","1.9","1"
"0.8","99","0","1","6","26","315","100590426","0","1005904","0","0"
"0","0","0","4","0","27","0","100590427","0","1005904","1.4","1"
"1.7","315","0","1","6","28","395","100590428","0","1005904","0","0"
"0","0","0","4","0","29","0","100590429","0","1005904","1.7","1"
"0.3","0","0","1","7","30","0","100590430","0","1005904","0","0"
"0","0","0","4","0","31","0","100590431","0","1005904","1.2","1"
"2.1","0","0","1","7","32","317","100590432","0","1005904","0","0"
"0","0","0","4","0","33","0","100590433","0","1005904","4.1","1"
"0","0","vo_ske","2","0","34","0","100590434","vo_ske_0905","1005904","0","0"
"1.3","0","0","1","8","35","123","100590435","0","1005904","0","0"
"0","0","0","4","0","36","0","100590436","0","1005904","1.9","1"
"0.59","123","0","1","8","37","311","100590437","0","1005904","0","0"
"0","0","0","4","0","38","0","100590438","0","1005904","2.656","1"
"0","0","vo_ske","2","0","39","0","100590439","vo_ske_0906","1005904","0","0"
"0.8","0","0","1","9","40","115","100590440","0","1005904","0","0"
"0","0","0","4","0","41","0","100590441","0","1005904","1.7","1"
"2.1","115","0","1","9","42","400","100590442","0","1005904","0","0"
"0","0","0","4","0","43","0","100590443","0","1005904","2.1","1"
"1.4","0","0","1","10","44","147","100590444","0","1005904","0","0"
"0","0","0","4","0","45","0","100590445","0","1005904","3.3","1"
"1.1","147","0","1","10","46","252","100590446","0","1005904","0","0"
"0","0","0","4","0","47","0","100590447","0","1005904","2.2","1"
"0.6","252","0","1","10","48","420","100590448","0","1005904","0","0"
"0","0","0","4","0","49","0","100590449","0","1005904","0.6","1"
"2.1","0","0","1","11","50","253","100590450","0","1005904","0","0"
"0","0","0","4","0","51","0","100590451","0","1005904","4.7","1"
"0","0","vo_ske","2","0","52","0","100590452","vo_ske_0907","1005904","0","0"
"0.8","0","0","1","12","53","95","100590453","0","1005904","0","0"
"0","0","0","4","0","54","0","100590454","0","1005904","1.7","1"
"1.34","95","0","1","12","55","272","100590455","0","1005904","0","0"
"0","0","0","4","0","56","0","100590456","0","1005904","1.874","1"
"0.776","272","0","1","12","57","410","100590457","0","1005904","0","0"
"0","0","0","4","0","58","0","100590458","0","1005904","2.613","1"
"0","0","vo_ske","2","0","59","0","100590459","vo_ske_0908","1005904","0","0"
"1.5","0","0","1","13","60","283","100590460","0","1005904","0","0"
"0","0","0","4","0","61","0","100590461","0","1005904","2.6","1"
"2","283","0","1","13","62","399","100590462","0","1005904","0","0"
"0","0","0","4","0","63","0","100590463","0","1005904","4.5","1"
"0","0","0","4","0","1","0","100590501","0","1005905","0.8","1"
"0","0","vo_ske","2","0","2","0","100590502","vo_ske_1001","1005905","0","0"
"0.5","0","0","1","1","3","114","100590503","0","1005905","0","0"
"0","0","0","4","0","4","0","100590504","0","1005905","1.1","1"
"1.4","114","0","1","1","5","235","100590505","0","1005905","0","0"
"0","0","0","4","0","6","0","100590506","0","1005905","2.8","1"
"0","0","vo_ske","2","0","7","0","100590507","vo_ske_1002","1005905","0","0"
"1.8","0","0","1","2","8","155","100590508","0","1005905","0","0"
"0","0","0","4","0","9","0","100590509","0","1005905","2.4","1"
"1.4","155","0","1","2","10","400","100590510","0","1005905","0","0"
"0","0","0","4","0","11","0","100590511","0","1005905","3.3","1"
"0","0","vo_ske","2","0","12","0","100590512","vo_ske_1003","1005905","0","0"
"2.224","0","0","1","3","13","264","100590513","0","1005905","0","0"
"0","0","0","4","0","14","0","100590514","0","1005905","2.769","1"
"0.869","264","0","1","3","15","415","100590515","0","1005905","0","0"
"0","0","0","4","0","16","0","100590516","0","1005905","1.635","1"
"0.6","0","0","1","4","17","99","100590517","0","1005905","0","0"
"0","0","0","4","0","18","0","100590518","0","1005905","2.2","1"
"0","0","vo_ske","2","0","19","0","100590519","vo_ske_1004","1005905","0","0"
"1.3","99","0","1","4","20","260","100590520","0","1005905","0","0"
"0","0","0","4","0","21","0","100590521","0","1005905","1.8","1"
"0.9","260","0","1","4","22","415","100590522","0","1005905","0","0"
"0","0","0","4","0","23","0","100590523","0","1005905","0.9","1"
"0.9","0","0","1","5","24","242","100590524","0","1005905","0","0"
"0","0","0","4","0","25","0","100590525","0","1005905","2.7","1"
"1.059","242","0","1","5","26","370","100590526","0","1005905","0","0"
"0","0","0","4","0","27","0","100590527","0","1005905","3","1"
"0","0","vo_ske","2","0","28","0","100590528","vo_ske_1005","1005905","0","0"
"1.2","0","0","1","6","29","261","100590529","0","1005905","0","0"
"0","0","0","4","0","30","0","100590530","0","1005905","1.7","1"
"2.1","261","0","1","6","31","397","100590531","0","1005905","0","0"
"0","0","0","4","0","32","0","100590532","0","1005905","4.5","1"
"0","0","vo_ske","2","0","33","0","100590533","vo_ske_1006","1005905","0","0"
"0.566","0","0","1","7","34","47","100590534","0","1005905","0","0"
"0","0","0","4","0","35","0","100590535","0","1005905","1.552","1"
"2.318","47","0","1","7","36","362","100590536","0","1005905","0","0"
"0","0","0","4","0","37","0","100590537","0","1005905","3.724","1"
"2.077","0","0","1","8","38","242","100590538","0","1005905","0","0"
"0","0","0","4","0","39","0","100590539","0","1005905","2.729","1"
"0.66","242","0","1","8","40","327","100590540","0","1005905","0","0"
"0","0","0","4","0","41","0","100590541","0","1005905","2.832","1"
"0","0","vo_ske","2","0","42","0","100590542","vo_ske_1007","1005905","0","0"
"0.608","0","0","1","9","43","94","100590543","0","1005905","0","0"
"0","0","0","4","0","44","0","100590544","0","1005905","1.363","1"
"1.493","94","0","1","9","45","338","100590545","0","1005905","0","0"
"0","0","0","4","0","46","0","100590546","0","1005905","2.007","1"
"0.237","338","0","1","9","47","415","100590547","0","1005905","0","0"
"0","0","0","4","0","48","0","100590548","0","1005905","0.4","1"
"1.2","0","0","1","10","49","121","100590549","0","1005905","0","0"
"0","0","0","4","0","50","0","100590550","0","1005905","2.82","1"
"0","0","vo_ske","2","0","51","0","100590551","vo_ske_1008","1005905","0","0"
"1.2","121","0","1","10","52","260","100590552","0","1005905","0","0"
"0","0","0","4","0","53","0","100590553","0","1005905","2.4","1"
"1.5","260","0","1","10","54","415","100590554","0","1005905","0","0"
"0","0","0","4","0","55","0","100590555","0","1005905","1.5","1"
"1.2","0","0","1","11","56","203","100590556","0","1005905","0","0"
"0","0","0","4","0","57","0","100590557","0","1005905","2.7","1"
"1.6","203","0","1","11","58","390","100590558","0","1005905","0","0"
"0","0","0","4","0","59","0","100590559","0","1005905","3.7","1"
"0","0","vo_ske","2","0","60","0","100590560","vo_ske_1009","1005905","0","0"
"2.9","0","0","1","12","61","345","100590561","0","1005905","0","0"
"0","0","0","4","0","62","0","100590562","0","1005905","4","1"
"1.6","0","0","1","13","63","335","100590563","0","1005905","0","0"
"0","0","0","4","0","64","0","100590564","0","1005905","3.6","1"
"0","0","vo_ske","2","0","65","0","100590565","vo_ske_1010","1005905","0","0"
"0.7","0","0","1","14","66","94","100590566","0","1005905","0","0"
"0","0","0","4","0","67","0","100590567","0","1005905","2.1","1"
"1.9","94","0","1","14","68","360","100590568","0","1005905","0","0"
"0","0","0","4","0","69","0","100590569","0","1005905","4.4","1"
"0","0","0","4","0","1","0","100590601","0","1005906","0.8","1"
"0","0","vo_ske","2","0","2","0","100590602","vo_ske_1101","1005906","0","0"
"1","0","0","1","1","3","163","100590603","0","1005906","0","0"
"0","0","0","4","0","4","0","100590604","0","1005906","1.7","1"
"0.6","163","0","1","1","5","253","100590605","0","1005906","0","0"
"0","0","0","4","0","6","0","100590606","0","1005906","1.5","1"
"0.9","253","0","1","1","7","393","100590607","0","1005906","0","0"
"0","0","0","4","0","8","0","100590608","0","1005906","1.5","1"
"1.6","0","0","1","2","9","146","100590609","0","1005906","0","0"
"0","0","0","4","0","10","0","100590610","0","1005906","3.6","1"
"0","0","vo_ske","2","0","11","0","100590611","vo_ske_1102","1005906","0","0"
"0.9","146","0","1","2","12","308","100590612","0","1005906","0","0"
"0","0","0","4","0","13","0","100590613","0","1005906","1.8","1"
"0.7","308","0","1","2","14","415","100590614","0","1005906","0","0"
"0","0","0","4","0","15","0","100590615","0","1005906","1.9","1"
"0.2","415","0","1","2","16","415","100590616","0","1005906","0","0"
"0","0","0","4","0","17","0","100590617","0","1005906","1.5","1"
"2.1","0","0","1","3","18","165","100590618","0","1005906","0","0"
"0","0","0","4","0","19","0","100590619","0","1005906","4.1","1"
"0","0","vo_ske","2","0","20","0","100590620","vo_ske_1103","1005906","0","0"
"1.7","165","0","1","3","21","387","100590621","0","1005906","0","0"
"0","0","0","4","0","22","0","100590622","0","1005906","2.5","1"
"1.197","0","0","1","4","23","179","100590623","0","1005906","0","0"
"0","0","0","4","0","24","0","100590624","0","1005906","1.72","1"
"1.735","179","0","1","4","25","347","100590625","0","1005906","0","0"
"0","0","0","4","0","26","0","100590626","0","1005906","4.154","1"
"0","0","vo_ske","2","0","27","0","100590627","vo_ske_1104","1005906","0","0"
"2.4","0","0","1","5","28","230","100590628","0","1005906","0","0"
"0","0","0","4","0","29","0","100590629","0","1005906","3.1","1"
"0.7","230","0","1","5","30","415","100590630","0","1005906","0","0"
"0","0","0","4","0","31","0","100590631","0","1005906","0.7","1"
"1.2","0","0","1","6","32","163","100590632","0","1005906","0","0"
"0","0","0","4","0","33","0","100590633","0","1005906","1.8","1"
"1.2","163","0","1","6","34","360","100590634","0","1005906","0","0"
"0","0","0","4","0","35","0","100590635","0","1005906","3.8","1"
"0","0","vo_ske","2","0","36","0","100590636","vo_ske_1105","1005906","0","0"
"0.8","0","0","1","7","37","274","100590637","0","1005906","0","0"
"0","0","0","4","0","38","0","100590638","0","1005906","1.4","1"
"1.1","0","0","1","8","39","290","100590639","0","1005906","0","0"
"0","0","0","4","0","40","0","100590640","0","1005906","2.1","1"
"1.3","290","0","1","8","41","415","100590641","0","1005906","0","0"
"0","0","0","4","0","42","0","100590642","0","1005906","1.3","1"
"0.4","415","0","1","8","43","415","100590643","0","1005906","0","0"
"0","0","0","4","0","44","0","100590644","0","1005906","1.9","1"
"1.152","415","0","1","8","45","415","100590645","0","1005906","0","0"
"0","0","0","4","0","46","0","100590646","0","1005906","1.561","1"
"1.273","415","0","1","8","47","415","100590647","0","1005906","0","0"
"0","0","0","4","0","48","0","100590648","0","1005906","3.32","1"
"0","0","vo_ske","2","0","49","0","100590649","vo_ske_1106","1005906","0","0"
"2.7","0","0","1","9","50","300","100590650","0","1005906","0","0"
"0","0","0","4","0","51","0","100590651","0","1005906","3.8","1"
"0.894","0","0","1","10","52","157","100590652","0","1005906","0","0"
"0","0","0","4","0","53","0","100590653","0","1005906","1.455","1"
"1.334","157","0","1","10","54","263","100590654","0","1005906","0","0"
"0","0","0","4","0","55","0","100590655","0","1005906","3.699","1"
"0","0","vo_ske","2","0","56","0","100590656","vo_ske_1107","1005906","0","0"
"1.7","0","0","1","11","57","210","100590657","0","1005906","0","0"
"0","0","0","4","0","58","0","100590658","0","1005906","2.8","1"
"1.364","0","0","1","12","59","218","100590659","0","1005906","0","0"
"0","0","0","4","0","60","0","100590660","0","1005906","3.365","1"
"0","0","vo_ske","2","0","61","0","100590661","vo_ske_1108","1005906","0","0"
"0.6","0","0","1","13","62","85","100590662","0","1005906","0","0"
"0","0","0","4","0","63","0","100590663","0","1005906","2.4","1"
"0","0","vo_ske","2","0","64","0","100590664","vo_ske_1109","1005906","0","0"
"1","0","0","1","14","65","125","100590665","0","1005906","0","0"
"0","0","0","4","0","66","0","100590666","0","1005906","2","1"
"1","125","0","1","14","67","266","100590667","0","1005906","0","0"
"0","0","0","4","0","68","0","100590668","0","1005906","3.5","1"
