741a8d90aadf0752c267ed84cb81490d00f72e70cc213fab05dfe35d9d2a3633,6c9c42c3d13de5613f0b87551e8bfa6abb22fa5a6e38f74aa03d7a45c2052366,0f8c5761ca693d6b802193503c3c8bcb587cd6ad526e35e5c325a426256e5a31,006299c6809942c642402a056e310b7f1ebce5ab8bfaceb609fc00e044d07c1b,b5627378d3450482a014ea195b41200957bf121bc5aea2846eccd21fdf18b8fb,b2e38f54d14204f832123bebb175528488fcc690c274696f549aef67e55f7ffc,eccaa6fdc9e4f1af2d0e230ad0e4f6c6800d86eb7b4f3fcaedbb23f416c840a0,f4cd2525c3e928c62d65a39ca11aa880561f4c7d1374f743806b24d692599fe8,32316951776b45565f9c256c9e110d29f89ab722e23a221175663e7c4d7c42d5,954f0e835d29124e1752bbc6e926b2c67956557670fe3090b77477845d1a4e08,33f6fdf0d57fb87c888a8bd697b1010b91528bee850566ed642a1c38056d9372
"1","102831","1","1.3","36","100","03_uek_cmn_idol_def_N","1360002","10","10","0"
"1","","93","","36","","","1360003","","",""
"102531","03_uek_36_suzume","3","0","36","0","","1360004","1","03_uek_36_suzume_loop","0"
"102831","03_uek_36_saren","3","0","36","0","","1360005","1","03_uek_36_saren_loop","0"
"0","","91","","36","","","1360006","","",""
"102531","呀！？要要要、\n要掉下去了～！\n大小姐～！！？？","11","","36","10","","1360007","0","0",""
"0","","91","","36","","","1360008","","",""
"102831","鈴莓，妳沒事吧！？\n這裡很高的，\n妳要小心哦。","11","","36","10","","1360009","0","0",""
"1","112531","1","1.3","37","100","01_uek_cmn_idol_def_N","1370001","-22","-118","0"
"1","112431","1","1.3","37","100","01_uek_cmn_idol_def_N","1370002","0","0","0"
"1","112631","1","1.3","37","100","01_uek_27_tamaki_loop","1370003","0","179","1"
"112631","01_uek_27_tamaki_loop","3","","37","0","","1370004","0","",""
"0","","91","","37","","","1370005","","",""
"112631","01_uek_27_tamaki_loop","3","","37","0","","1370006","0","",""
"0","","91","","37","","","1370007","","",""
"112631","01_uek_27_tamaki_loop","3","","37","0","","1370008","0","",""
"0","","91","","37","","","1370009","","",""
"112631","01_uek_cmn_pose06","3","0.5","37","1","","1370010","0","",""
"112631","啊！島村村、\n澀凜凜，妳們快看！\n星星好漂亮喔！","11","","37","10","","1370011","0","0",""
"0","","91","","37","","","1370012","","",""
"112531","01_uek_35_rei","3","","37","0","","1370013","1","01_uek_35_rei_loop",""
"112531","……成為頂尖偶像時\n所能夠見到的光景\n就是這種感覺嗎？","11","","37","10","","1370014","0","0",""
"0","","91","","37","","","1370015","","",""
"112631","01_uek_cmn_idol_def_N","3","0.2","37","1","","1370016","0","",""
"112431","01_uek_37_uduki","3","","37","0","","1370017","1","01_uek_16_uduki_loop",""
"112431","希望我們也能夠\n像那些星星一樣\n閃閃發光呢！","11","","37","10","","1370018","0","0",""
"0","","91","","37","","","1370019","","",""
"101","14","31","1","101","0","","11010001","1","30",""
"111","11","31","1","111","0","","11110001","1","150",""
"112","12","31","1","112","0","","11120001","1","150",""
"113","13","31","1","113","0","","11130001","1","125",""
