dc4cbae37bf844d36dc4bf47e063c16b1d5116d05df179dde9b35db2115ecd2b,2b1585b9e4f2c09878fa925fafdd0fd95c31e567ef2a985f3e3ba7688f71281f,adefaaad54929935d6370255055df7d0405d8f2b188960cb01da981697c10f51,58523c9dd9eb113bb137962af4dff4f439651be9af098e7fd78e653d6aa90998,d0ccfd5f64c46211ce4a282a8b85ddf9bf2460d48c776b9e904af6ea541089d1,601e238ea8d52564ac1041748c5b0068e22e22373d19e817356d0e7aea32a8c6,2f4bb94d322781eb591dd77b16ca764b01459827929b642f66c27efce1692c2e,5cd72204c6bd1eea8f026bbac39a99abd02992b76c6a267b01e4fc58d43fa4fa,b3c412602bc8718a19e30a5f26965df0f215124817800f6c31d39cd2c7c7a34e,4c39ccb9dda670254fac7156cf92d7c03ea0c52ba9983e6b3195df0d7fe6dfc5,9362bcea2648602e97ac4c624a1e771bd4a43bd5a1c6269f616ccdbe7d726f03
"0.2","1","3","311013","","","nop_talk_thinking","","311","","105111"
"0","7","11","311014","0.5","0","醫食同源……妳們知道這說法嗎？\n在祈求長壽的菜餚裡，\n會放進很多具有類似功效的食材哦。","0","311","0","105111"
"","","91","311015","","","","","311","","311014"
"0.2","1","3","311016","","","nop_idle_thinking","","311","","105111"
"0","6","11","312001","0.5","0","好棒的新年會～\n其他學校的人好像也有來，\n要不要去聊聊天呢？","0","312","0","101831"
"0.2","1","3","312002","","","nop_talk_joy1","","312","","101831"
"","","91","312003","","","","","312","","312001"
"0.2","1","3","312004","","","nop_idle_joy1","1","312","","101831"
"0","7","11","312005","0.5","0","看呀看呀美咲！\n那邊那道料理看起來超好吃的！","0","312","0","101611"
"0.2","1","3","312006","","","nop_talk_surprise_kira","","312","","101611"
"","","91","312007","","","","","312","","312005"
"0.2","1","3","312008","","","nop_idle_surprise_kira","1","312","","101611"
"0","7","11","312009","0.5","0","咦──？但那不是青菜做的嗎？\n不過，我是成熟的淑女了，\n倒也不是不敢吃啦？","0","312","0","105011"
"0.2","1","3","312010","","","nop_talk_sad","","312","","105011"
"","","93","312011","","","0","","312","","2.5"
"0.2","1","3","312012","","","nop_talk_tsun_pain","","312","","105011"
"","","91","312013","","","","","312","","312009"
"0.2","1","3","312014","","","nop_idle_sad","1","312","","105011"
"0","7","11","313001","0.5","0","真是豪華的新年會啊。\n我們的行為舉止\n也得合乎這個場合哦！","0","313","0","105331"
"0.2","0","3","313002","","0.2","nop_13_monica_talk_doya","1","313","nop_13_monica_talk_doya_loop","105331"
"","","91","313003","","","","","313","","313001"
"0.2","1","3","313004","","","nop_idle_doya","1","313","","105331"
"0","6","11","313005","0.5","0","說到年菜，就想到東國是也！\n也得向大江戶町的大家\n拜個年才行是也！","0","313","0","103031"
"0.2","1","3","313006","","","nop_talk_joy1","","313","","103031"
"","","91","313007","","","","","313","","313005"
"0.2","1","3","313008","","","nop_idle_joy1","1","313","","103031"
"0","8","11","313009","0.5","0","身處新年會的我也依然很美呢。\n啊啊，會場裡的視線\n好像都聚集過來了哦。","0","313","0","100811"
"0.2","1","3","313010","","","nop_talk_thinking","","313","","100811"
"","","91","313011","","","","","313","","313009"
"0.2","1","3","313012","","","nop_idle_thinking","1","313","","100811"
"0","8","11","313013","0.5","0","會場裡的視線……\n啊啊，輕蔑的視線落在空花身上……\n嘻嘻嘻嘻……","0","313","0","104511"
"0.2","1","3","313014","","","nop_13_kuka_talk_memory1","","313","","104511"
"","","91","313015","","","","","313","","313013"
"0.2","1","3","313016","","","nop_13_kuka_idle_memory1","1","313","","104511"
"0","6","11","313017","0.5","0","好大的會場……\n前輩會在哪呢？","0","313","0","105511"
"0.2","1","3","313018","","","nop_talk_sad","","313","","105511"
"","","91","313019","","","","","313","","313017"
"0.2","1","3","313020","","","nop_idle_sad","1","313","","105511"
"0","7","11","314001","0.5","0","嗯嗯嗯……是弟弟的氣息！\n就在附近哦，璃乃！","0","314","0","104931"
"0.2","1","3","314002","","","nop_14_shizuru_talk_thinking","","314","","104931"
"","","93","314003","","","0","","314","","2"
"0.2","0","3","314004","","0","nop_talk_guts3","1","314","nop_talk_guts3_loop","104931"
"","","91","314005","","","","","314","","314001"
"0","6","11","314006","0.5","0","是！我也認得出來哦！\n啊，就在那邊！大概吧！","0","314","0","101131"
"0.2","0","3","314007","","","nop_talk_arm_crossed","1","314","nop_talk_arm_crossed_loop","101131"
"","","93","314008","","","0","","314","","2"
"0.2","1","3","314009","","","nop_talk_joy1","","314","","101131"
"","","91","314010","","","","","314","","314006"
"0.2","1","3","314011","","","nop_idle_joy_normal","1","314","","101131"
"0","7","11","314012","0.5","0","哈哈，還是老樣子，\n是姐姐的力量和妹妹的力量呢。","0","314","0","106831"
"0.2","0","3","314013","","0","nop_talk_arm_crossed_joy","1","314","nop_talk_arm_crossed_loop_joy","106831"
"","","91","314014","","","","","314","","314012"
"0.2","1","3","314015","","","nop_idle_normal","1","314","","106831"
"0.2","1","3","314016","","","nop_idle_normal","","314","","104931"
"0.2","1","3","314017","","","nop_idle_normal","1","314","","101131"
"0","8","11","315001","0.5","0","真是美好的新年會呀。\n因為大家都很高興的樣子，\n所以精靈也很開心。","0","315","0","104211"
"0.2","1","3","315002","","","nop_talk_wish","","315","","104211"
"","","91","315003","","","","","315","","315001"
"0.2","1","3","315004","","","nop_idle_wish","1","315","","104211"
"0","6","11","315005","0.5","0","東國的新年和服好漂亮哦……\n能不能當作舞台服裝的參考呢？","0","315","0","105411"
"0.2","1","3","315006","","","nop_talk_normal","","315","","105411"
"","","93","315007","","","0","","315","","2.5"
"0.2","1","3","315008","","","nop_talk_thinking","","315","","105411"
"","","91","315009","","","","","315","","315005"
"0.2","1","3","315010","","","nop_idle_thinking","","315","","105411"
"0","5","11","315011","0.5","0","年菜非常美味唷。\n讓人吃得精神飽滿♪","0","315","0","102931"
"0.2","1","3","315012","","","nop_talk_joy1","","315","","102931"
"","","91","315013","","","","","315","","315011"
"0.2","1","3","315014","","","nop_idle_joy1","1","315","","102931"
"0.2","0","3","316001","","0","nop_16_inori_talk_doya","1","316","nop_16_inori_talk_doya_loop","106631"
"0","6","11","316002","0.5","0","這個會場和偉大的我太相配了！\n我非常中意哦！","0","316","0","106631"
"","","91","316003","","","","","316","","316002"
"0.2","1","3","316004","","","nop_16_inori_idle_doya","","316","","106631"
"0.2","1","3","316005","","","nop_talk_joy1","","316","","106531"
"0","7","11","316006","0.5","0","有幾個傢伙看起來\n能讓我打得很開心呢……\n感覺熱血沸騰起來了啊。","0","316","0","106531"
"","","93","316007","","","1","","316","","3.5"
"0.2","0","3","316008","","0","nop_talk_arm_crossed","1","316","nop_talk_arm_crossed_loop","106531"
"","","91","316009","","","","","316","","316006"
"0.2","1","3","316010","","","nop_idle_arm_crossed","","316","","106531"
"0.2","1","3","316011","","","nop_talk_normal","","316","","106731"
"0","6","11","316012","0.5","0","妳們兩個，不能亂搞事哦～？\n因為有超～多生起氣來很可怕的人\n在這裡哦～？","0","316","0","106731"
"","","91","316013","","","","","316","","316012"
"0.2","1","3","316014","","","nop_idle_normal","","316","","106731"
"0","6","11","317001","0.5","0","哇～！餐桌上擺滿了好多\n看起來很美味的料理呢孩子！\n切嚕～☆","0","317","0","110931"
"0.2","1","3","317002","","","nop_17_chieru_talk_memory","","317","","110931"
"","","93","317003","","","0","","317","","4.2"
"0.2","0","3","317004","","0","nop_17_chieru_01","1","317","nop_17_chieru_loop","110931"
"0.2","0","3","317005","","0","nop_17_chieru_01","1","317","nop_17_chieru_loop","1"
"","","91","317006","","","","","317","","317001"
"0.2","1","3","317007","","","nop_idle_joy1","","317","","110931"
"0.2","1","3","317008","","","NoItem_idle","","317","","1"
"0","5","11","317009","0.5","0","好多固體食物……嘔！\n光是看著就討厭呀……","0","317","0","111031"
"0.2","1","3","317010","","","nop_talk_normal_sad","","317","","111031"
"","","93","317011","","","0","","317","","1.5"
"0.2","0","3","317012","","0","nop_17_yuni_weppu","1","317","nop_17_yuni_weppu_loop","111031"
"","","91","317013","","","","","317","","317009"
"0","6","11","317014","0.5","0","學姐。\n妳這樣連我們都會被認為態度很差，\n可以請妳不要再開口了嗎？","0","317","0","110831"
"0.2","0","3","317015","","0","nop_17_chloe_talk_normal_anger","1","317","nop_17_chloe_talk_normal_anger_loop","110831"
"0.2","1","3","317016","","","nop_idle_sad","","317","","110931"
"","","91","317017","","","","","317","","317014"
"0.2","1","3","317018","","","nop_17_chloe_idle_normal2","","317","","110831"
"0.2","1","3","317019","","","nop_idle_normal","1","317","","111031"
"0.2","1","3","318001","","","nop_talk_joy1","","318","","114711"
"0","6","11","318002","0.5","0","每一道年菜看起來都好好吃！\n……那傢伙有沒有\n好好享受新年呢……","0","318","0","114711"
"","","93","318003","","","0","","318","","2.5"
"0.2","1","3","318004","","","nop_18_muimi_talk_thinking","","318","","114711"
"","","91","318005","","","","","318","","318002"
"0.2","1","3","318006","","","nop_18_muimi_idle_thinking","1","318","","114711"
"0.2","0","3","318007","","0","nop_18_neneka_humu","1","318","nop_idle_normal","115031"
"0","6","11","318008","0.5","0","至少在新年時節\n悠閒一下也不為過吧。","0","318","0","115031"
"","","91","318009","","","","","318","","318008"
"0.2","0","3","318010","","0","nop_talk_arm_crossed","1","318","nop_talk_arm_crossed_loop","118031"
"0","6","11","318011","0.5","0","唔……那價格能租得起\n這麼大的會場？\n妳還挺有一套的呢……！","0","318","0","118031"
"","","93","318012","","","0","","318","","2.5"
"0.2","0","3","318013","","0","nop_talk_doya","1","318","nop_talk_doya_loop","118031"
"","","91","318014","","","","","318","","318011"
"0.2","1","3","318015","","","nop_idle_doya","","318","","118031"
"0.2","1","3","318016","","","nop_18_karin_talk_normal","","318","","118511"
"0","6","11","318017","0.5","0","不不。您過獎了──","0","318","0","118511"
"","","91","318018","","","","","318","","318017"
"0.2","1","3","318019","","","nop_18_karin_idle_normal","1","318","","118511"
"0.2","1","3","401001","","","nop_talk_joy2","","401","","111831"
"","","93","401002","","","0","","401","","2"
"0.2","1","3","401003","","","nop_idle_joy_normal","","401","","111831"
"0.2","0","3","401004","","0","nop_18_neneka_humu","1","401","nop_idle_normal","112031"
"","","93","401005","","","0","","401","","2"
"0.2","1","3","401006","","","nop_16_kaya_talk_normal2_loop","","401","","120831"
"","","93","401007","","","0","","401","","2"
"0.2","1","3","401008","","","nop_16_kaya_idle_normal2","","401","","120831"
"0.2","1","3","401009","","","nop_talk_surprise1","","401","","120931"
"","","93","401010","","","0","","401","","2"
"0.2","1","3","401011","","","nop_idle_normal_joy","","401","","120931"
"0.2","1","3","401012","","","nop_talk_normal","","401","","111931"
"","","93","401013","","","0","","401","","2"
"0.2","1","3","401014","","","nop_idle_normal","","401","","111931"
"0.2","1","3","401015","","","nop_talk_joy1","","401","","120731"
"","","93","401016","","","0","","401","","2"
"0.2","1","3","401017","","","nop_idle_normal_joy","","401","","120731"
"0.2","1","3","402001","","","nop_talk_joy2","","402","","108731"
"","","93","402002","","","0","","402","","2"
"0.2","1","3","402003","","","nop_idle_joy1","","402","","108731"
"0.2","1","3","402004","","","nop_talk_joy3_blink","","402","","108831"
"","","93","402005","","","0","","402","","2"
"0.2","1","3","402006","","","nop_idle_joy_normal","","402","","108831"
"0.2","1","3","402007","","","nop_talk_normal","","402","","108931"
"","","93","402008","","","0","","402","","2"
"0.2","1","3","402009","","","nop_idle_normal","","402","","108931"
"0.2","1","3","403001","","","nop_talk_surprise_kira","","403","","102011"
"","","93","403002","","","0","","403","","2"
"0.2","1","3","403003","","","nop_idle_joy1","","403","","102011"
"0.2","1","3","403004","","","nop_talk_joy2","","403","","100411"
"","","93","403005","","","0","","403","","2"
"0.2","1","3","403006","","","nop_idle_normal","","403","","100411"
"0.2","1","3","403007","","","nop_talk_wish","","403","","103631"
"","","93","403008","","","0","","403","","2"
"0.2","1","3","403009","","","nop_idle_wish","","403","","103631"
"0.2","1","3","404001","","","nop_talk_wish_joy","","404","","101511"
"","","93","404002","","","0","","404","","2"
"0.2","1","3","404003","","","nop_idle_normal","","404","","101511"
"0.2","1","3","404004","","","nop_talk_joy2","","404","","101231"
"","","93","404005","","","0","","404","","2"
"0.2","1","3","404006","","","nop_idle_normal","","404","","101231"
"0.2","1","3","404007","","","nop_talk_surprise_kira","","404","","104011"
"","","93","404008","","","0","","404","","2"
"0.2","1","3","404009","","","nop_idle_normal","","404","","104011"
"0.2","1","3","405001","","","nop_talk_normal","","405","","103111"
"","","93","405002","","","0","","405","","2"
"0.2","1","3","405003","","","nop_idle_normal","","405","","103111"
"0.2","1","3","405004","","","nop_talk_worry","","405","","102211"
"","","93","405005","","","0","","405","","2"
"0.2","1","3","405006","","","nop_idle_worry","","405","","102211"
"0.2","1","3","405007","","","nop_05_miyako_talk_joy1","","405","","100711"
"","","93","405008","","","0","","405","","2"
"0.2","1","3","405009","","","nop_05_miyako_idle_joy1","","405","","100711"
"0.2","1","3","405010","","","nop_talk_joy1","","405","","100611"
"","","93","405011","","","0","","405","","2"
"0.2","1","3","405012","","","nop_idle_joy1","","405","","100611"
"0.2","1","3","406001","","","nop_talk_thinking","","406","","107131"
"","","93","406002","","","0","","406","","2"
"0.2","1","3","406003","","","nop_idle_arm_crossed","","406","","107131"
"0.2","1","3","406004","","","nop_talk_sad","","406","","103731"
"","","93","406005","","","0","","406","","2"
"0.2","1","3","406006","","","nop_idle_sad","","406","","103731"
"0.2","1","3","406007","","","nop_talk_joy2","","406","","100511"
"","","93","406008","","","0","","406","","2"
"0.2","1","3","406009","","","nop_idle_normal","","406","","100511"
"0.2","1","3","406010","","","nop_talk_normal","","406","","104731"
"","","93","406011","","","0","","406","","2"
"0.2","1","3","406012","","","nop_idle_normal","","406","","104731"
"0.2","1","3","407001","","","nop_talk_joy3","","407","","102831"
"","","93","407002","","","0","","407","","2"
"0.2","1","3","407003","","","nop_idle_normal","","407","","102831"
"0.2","1","3","407004","","","nop_07_kurumi_idle_bitter","","407","","102111"
"","","93","407005","","","0","","407","","2"
"0.2","1","3","407006","","","nop_idle_normal","","407","","102111"
"0.2","1","3","407007","","","nop_talk_joy2","","407","","102511"
"","","93","407008","","","0","","407","","2"
"0.2","1","3","407009","","","nop_idle_normal","","407","","102511"
"0.2","1","3","407010","","","nop_talk_joy1","","407","","102311"
"","","93","407011","","","0","","407","","2"
"0.2","1","3","407012","","","nop_idle_normal","","407","","102311"
"0.2","1","3","408001","","","nop_talk_joy1","","408","","101011"
"","","93","408002","","","0","","408","","2"
"0.2","1","3","408003","","","nop_idle_joy_normal","","408","","101011"
"0.2","1","3","408004","","","nop_talk_arm_crossed_loop","","408","","104331"
"","","93","408005","","","0","","408","","2"
"0.2","1","3","408006","","","nop_idle_arm_crossed","","408","","104331"
"0.2","1","3","408007","","","nop_talk_joy2","","408","","101711"
"","","93","408008","","","0","","408","","2"
"0.2","1","3","408009","","","nop_idle_joy1","","408","","101711"
"0.2","1","3","408010","","","nop_talk_normal","","408","","101431"
"","","93","408011","","","0","","408","","2"
"0.2","1","3","408012","","","nop_idle_normal","","408","","101431"
"0.2","1","3","409001","","","nop_talk_joy1","","409","","103311"
"","","93","409002","","","0","","409","","2"
"0.2","1","3","409003","","","nop_idle_joy1","","409","","103311"
"0.2","1","3","409004","","","nop_talk_joy1","","409","","105211"
"","","93","409005","","","0","","409","","2"
"0.2","1","3","409006","","","nop_idle_joy_normal","","409","","105211"
"0.2","1","3","409007","","","nop_talk_sad2","","409","","102611"
"","","93","409008","","","0","","409","","2"
"0.2","1","3","409009","","","nop_idle_sad2","","409","","102611"
"0.2","1","3","409010","","","nop_talk_normal","","409","","103811"
"","","93","409011","","","0","","409","","2"
"0.2","1","3","409012","","","nop_idle_normal","","409","","103811"
"0.2","1","3","410001","","","nop_talk_joy1","","410","","103231"
"","","93","410002","","","0","","410","","2"
"0.2","1","3","410003","","","nop_idle_joy1","","410","","103231"
"0.2","1","3","410004","","","nop_10_yukari_01","","410","","103411"
"0.2","1","3","410005","","","nop_10_yukari_01","","410","","11"
"","","93","410006","","","0","","410","","2"
"0.2","1","3","410007","","","nop_10_yukari_02","","410","","103411"
"0.2","1","3","410008","","","nop_10_yukari_02","","410","","11"
"0.2","1","3","410009","","","nop_talk_doya_loop","","410","","104811"
"","","4","410010","","","1","","410","","104811"
"","","93","410011","","","0","","410","","2"
"0.2","1","3","410012","","","nop_idle_doya","","410","","104811"
"0.2","1","3","410013","","","nop_talk_joy2","","410","","104611"
"","","93","410014","","","0","","410","","2"
"0.2","1","3","410015","","","nop_idle_joy_normal","","410","","104611"
"0.2","1","3","411001","","","nop_talk_wish2","","411","","102711"
"","","93","411002","","","0","","411","","2"
"0.2","1","3","411003","","","nop_idle_memory","","411","","102711"
"0.2","1","3","411004","","","nop_talk_normal","","411","","100911"
"","","93","411005","","","0","","411","","2"
"0.2","1","3","411006","","","nop_idle_arm_crossed","","411","","100911"
"0.2","1","3","411007","","","nop_talk_joy2","","411","","101311"
"","","93","411008","","","0","","411","","2"
"0.2","1","3","411009","","","nop_idle_joy_normal","","411","","101311"
"0.2","1","3","411010","","","nop_talk_normal","","411","","105111"
"","","93","411011","","","0","","411","","2"
"0.2","1","3","411012","","","nop_idle_normal","","411","","105111"
"0.2","1","3","412001","","","nop_talk_joy1","","412","","101831"
"","","93","412002","","","0","","412","","2"
"0.2","1","3","412003","","","nop_idle_joy1","","412","","101831"
"0.2","1","3","412004","","","nop_talk_joy2","","412","","101611"
"","","93","412005","","","0","","412","","2"
"0.2","1","3","412006","","","nop_idle_joy_normal","","412","","101611"
"0.2","1","3","412007","","","nop_talk_joy1","","412","","105011"
"","","93","412008","","","0","","412","","2"
"0.2","1","3","412009","","","nop_idle_joy_normal","","412","","105011"
"0.2","1","3","413001","","","nop_talk_normal","","413","","105331"
"","","93","413002","","","0","","413","","2"
"0.2","1","3","413003","","","nop_idle_normal","","413","","105331"
"0.2","1","3","413004","","","nop_talk_memory","","413","","104511"
"","","93","413005","","","0","","413","","2"
"0.2","1","3","413006","","","nop_idle_memory","","413","","104511"
"0.2","1","3","413007","","","nop_talk_joy1","","413","","103031"
"","","93","413008","","","0","","413","","2"
"0.2","1","3","413009","","","nop_idle_joy1","","413","","103031"
"0.2","1","3","413010","","","nop_talk_wish","","413","","100811"
"","","93","413011","","","0","","413","","2"
"0.2","1","3","413012","","","nop_idle_wish","","413","","100811"
"0.2","1","3","413013","","","nop_talk_sad","","413","","105511"
"","","93","413014","","","0","","413","","2"
"0.2","1","3","413015","","","nop_idle_sad","","413","","105511"
"0.2","0","3","414001","","0","nop_talk_guts2","1","414","nop_talk_guts2_loop","101131"
"","","93","414002","","","0","","414","","2"
"0.2","1","3","414003","","","nop_idle_normal","","414","","101131"
"0.2","1","3","414004","","","nop_talk_wish","","414","","104931"
"","","93","414005","","","0","","414","","2"
"0.2","1","3","414006","","","nop_idle_normal","","414","","104931"
"0.2","1","3","414007","","","nop_talk_thinking","","414","","106831"
"","","93","414008","","","0","","414","","2"
"0.2","1","3","414009","","","nop_idle_normal","","414","","106831"
"0.2","1","3","415001","","","nop_talk_wish","","415","","104211"
"","","93","415002","","","0","","415","","2"
"0.2","1","3","415003","","","nop_idle_wish","","415","","104211"
"0.2","1","3","415004","","","nop_talk_joy1","","415","","102931"
"","","93","415005","","","0","","415","","2"
"0.2","1","3","415006","","","nop_idle_joy1","","415","","102931"
"0.2","1","3","415007","","","nop_talk_normal","","415","","105411"
"","","93","415008","","","0","","415","","2"
"0.2","1","3","415009","","","nop_idle_normal","","415","","105411"
"0.2","1","3","416001","","","nop_talk_normal","","416","","106731"
"","","93","416002","","","0","","416","","2"
"0.2","1","3","416003","","","nop_idle_normal","","416","","106731"
"0.2","1","3","416004","","","nop_talk_joy2","","416","","106631"
"","","93","416005","","","0","","416","","2"
"0.2","1","3","416006","","","nop_idle_joy1","","416","","106631"
"0.2","1","3","416007","","","nop_16_kaya_talk_normal2_loop","","416","","106531"
"","","93","416008","","","0","","416","","2"
"0.2","1","3","416009","","","nop_16_kaya_idle_normal2","","416","","106531"
"0.2","0","3","417001","","0","nop_talk_arm_crossed2","1","417","nop_talk_arm_crossed_loop2","111031"
"","","93","417002","","","0","","417","","2"
"0.2","1","3","417003","","","nop_idle_normal","","417","","111031"
"0.2","1","3","417004","","","nop_talk_joy2","","417","","110931"
"","","93","417005","","","0","","417","","2"
"0.2","1","3","417006","","","nop_idle_joy_normal","","417","","110931"
"0.2","1","3","417007","","","nop_17_chloe_talk_normal2_loop","","417","","110831"
"","","93","417008","","","0","","417","","2"
"0.2","1","3","417009","","","nop_17_chloe_idle_normal2","","417","","110831"
"0.2","0","3","418001","","0.2","nop_18_neneka_humu","1","418","nop_idle_normal","115031"
"","","93","418002","","","0","","418","","2"
"0.2","1","3","418003","","","nop_talk_joy1_normal","","418","","114711"
"","","93","418004","","","0","","418","","2"
"0.2","1","3","418005","","","nop_idle_joy1","","418","","114711"
"0.2","1","3","418006","","","nop_18_karin_talk_normal","","418","","118511"
"","","93","418007","","","0","","418","","2"
"0.2","1","3","418008","","","nop_18_karin_idle_normal","","418","","118511"
"0.2","0","3","418009","","0","nop_talk_doya","1","418","nop_talk_doya_loop","118031"
"","","93","418010","","","0","","418","","2"
"0.2","1","3","418011","","","nop_idle_doya","","418","","118031"
"1.95","101","1","501001","nop_idle_joy2","0","111831","-255","501","-150","1"
"1.95","100","1","501002","nop_idle_normal","1","120731","-255","501","150","1"
"1.95","103","1","501003","nop_idle_arm_crossed","0","120831","-265","501","-320","1"
"1.95","102","1","501004","nop_idle_normal","1","111931","-265","501","320","1"
"1.95","105","1","501005","nop_idle_thinking","0","120931","-300","501","-450","1"
"1.95","104","1","501006","nop_idle_doya","1","112031","-300","501","450","1"
"","","93","501007","","","0","","501","","0.5"
"0.2","0","3","501008","","0.2","nop_01_peko_oissu","1","501","nop_talk_joy1","111831"
"","0","21","501009","","","vo_drama_10082001_001","","501","0","vo_drama_10082001"
"0","5","11","501010","0.5","0","阿囉哈～！\n大家在新年會上玩得還開心嗎？","0","501","1","111831"
"","","91","501011","","","","","501","","501010"
"","","93","501012","","","0","","501","","0.2"
"0","1","12","501013","0","0","6","0","501","0","120731"
"0","1","12","501014","0","0","8","0","501","0","111931"
"0","1","12","501015","0","0","10","0","501","0","112031"
"0","1","12","501016","0","0","7","0","501","0","120931"
"0","1","12","501017","0","0","13","0","501","0","120831"
"0.2","1","3","501018","","","nop_talk_joy1","","501","","120731"
"0.2","1","3","501019","","","nop_talk_wish3","","501","","111931"
"0.2","0","3","501020","","0","nop_talk_doya","1","501","nop_talk_doya_loop","112031"
"0.2","0","3","501021","","0","nop_talk_arm_crossed","1","501","nop_talk_arm_crossed_loop","120931"
"0.2","1","3","501022","","","nop_01_ruka_hello_long","","501","","120831"
"","","93","501023","","","0","","501","","2"
"0.2","1","3","501024","","","nop_idle_joy1","","501","","111831"
"0.3","1","3","501025","","","nop_idle_normal_joy","","501","","120731"
"0.3","1","3","501026","","","nop_idle_doya","","501","","112031"
"0.3","1","3","501027","","","nop_idle_arm_crossed","","501","","120931"
"0.3","1","3","501028","","","nop_idle_normal","","501","","120831"
"0.2","1","3","501029","","","nop_talk_normal","","501","","111931"
"","0","21","501030","","","vo_drama_10082001_002","","501","0","vo_drama_10082001"
"0","4","11","501031","0.5","0","是的，在下過得非常開心。\n料理十分美味，\n大家似乎也都很享受，\n這也讓在下感到很高興。","0","501","1","111931"
"","","93","501032","","","1","","501","","3"
"0.2","1","3","501033","","","nop_talk_joy3_dere","","501","","111931"
"","","91","501034","","","","","501","","501031"
"0.2","1","3","501035","","","nop_idle_normal_joy","","501","","111931"
"0.2","1","3","501036","","","nop_talk_sad","","501","","112031"
"","0","21","501037","","","vo_drama_10082001_003","","501","0","vo_drama_10082001"
"0","4","11","501038","0.5","0","講是這樣講，也沒妳那麼開心啦。\n妳那到底是第幾盤啊……","0","501","1","112031"
"","","93","501039","","","1","","501","","5"
"0","1","12","501040","0","0","8","0","501","0","111831"
"0.2","0","3","501041","","0.2","nop_17_chieru_swing","1","501","nop_idle_joy_normal","111831"
"","","91","501042","","","","","501","","501038"
"0.2","1","3","501043","","","nop_idle_sad","","501","","112031"
"","","93","501044","","","","","501","","0.1"
"","","4","501045","","","0","","501","","120731"
"0.2","1","3","501046","","","nop_talk_normal","","501","","120731"
"","0","21","501047","","","vo_drama_10082001_004","","501","0","vo_drama_10082001"
"0","5","11","501048","0.5","0","讓她大吃特吃的人不就是凱留嗎？\n貪吃佩可小姐吃得這麼香，\n充滿了她的作風，\n這樣很棒呢。","0","501","1","120731"
"","","93","501049","","","1","","501","","2.5"
"0","1","12","501050","0","0","4","0","501","0","112031"
"0.2","0","3","501051","","0.3","nop_surprise","1","501","nop_idle_surprise1","112031"
"","","93","501052","","","1","","501","","2"
"","","4","501053","","","1","","501","","120731"
"0.2","1","3","501054","","","nop_talk_joy1","","501","","120731"
"0.2","1","3","501055","","","nop_idle_arm_crossed","","501","","112031"
"","","91","501056","","","","","501","","501048"
"0.2","1","3","501057","","","nop_idle_joy1","","501","","120731"
"0.2","1","3","501058","","","nop_talk_joy1","","501","","111831"
"","0","21","501059","","","vo_drama_10082001_005","","501","0","vo_drama_10082001"
"0","4","11","501060","0.5","0","我們做的年菜\n好像也讓大家讚譽有加喔！","0","501","1","111831"
"","","91","501061","","","","","501","","501060"
"0.2","1","3","501062","","","nop_idle_joy_normal","","501","","111831"
"0.2","1","3","501063","","","nop_talk_normal","","501","","120831"
"","0","21","501064","","","vo_drama_10082001_006","","501","0","vo_drama_10082001"
"0","5","11","501065","0.5","0","是啊，我們吃得津津有味喔。\n就算是在東國，\n平常也吃不太到這麼豪華的菜色吧？","0","501","1","120831"
"","","93","501066","","","1","","501","","3"
"0.2","0","3","501067","","0.2","nop_talk_arm_crossed","1","501","nop_talk_arm_crossed_loop","120831"
"","","91","501068","","","","","501","","501065"
"0.2","1","3","501069","","","nop_idle_arm_crossed","","501","","120831"
"0.2","0","3","501070","","0.2","nop_talk_doya","1","501","nop_talk_doya_loop","120931"
"","0","21","501071","","","vo_drama_10082001_007","","501","0","vo_drama_10082001"
"0","4","11","501072","0.5","0","嗯！這些料理甚至能讓妾身\n取回真正的力量，實在了得。\n這都要歸功於雪菲的努力啊。","0","501","1","120931"
"","","93","501073","","","1","","501","","5"
"0.2","1","3","501074","","","nop_talk_normal","","501","","120931"
"","","91","501075","","","","","501","","501072"
"0.2","1","3","501076","","","nop_idle_normal","","501","","120931"
"0.2","1","3","501077","","","nop_talk_normal","","501","","120731"
"","0","21","501078","","","vo_drama_10082001_008","","501","0","vo_drama_10082001"
"0","3","11","501079","0.5","0","這都是因為大家有幫忙啊。\n去年真的很謝謝妳們兩位。","0","501","1","120731"
"","","93","501080","","","1","","501","","6.5"
"0.2","0","3","501081","","0.2","nop_bow","1","501","nop_idle_normal_joy","120731"
"","","91","501082","","","","","501","","501079"
"0.2","1","3","501083","","","nop_idle_normal_joy","","501","","120731"
"0.2","1","3","501084","","","nop_talk_normal","","501","","120831"
"","0","21","501085","","","vo_drama_10082001_009","","501","0","vo_drama_10082001"
"0","3","11","501086","0.5","0","妳別這麼見外。\n那都是我們自願的。","0","501","1","120831"
"","","93","501087","","","1","","501","","3"
"0.2","0","3","501088","","0.2","nop_talk_doya","1","501","nop_talk_doya_loop","120831"
"","","91","501089","","","","","501","","501086"
"0.2","1","3","501090","","","nop_idle_doya","","501","","120831"
"0.2","1","3","501091","","","nop_talk_thinking","","501","","120931"
"","0","21","501092","","","vo_drama_10082001_010","","501","0","vo_drama_10082001"
"0","4","11","501093","0.5","0","那簡直就像是在看顧幼兒的成長，\n著實相當愉快啊。","0","501","1","120931"
"","","91","501094","","","","","501","","501093"
"0.2","1","3","501095","","","nop_idle_thinking","","501","","120931"
