9ff4105762cd5e2a0513f71dbddd7eb9d97bda3be510bec6db801e00fe17e567,78ef925cb59a01745b9767d9c146fe0f922d6cc326a65dbe678a6e8b1f88d820,49677597b59a26d29cba0869501d87aa07d6975ec080dcf9eb441db0c7a6a2a1,fee98282fcc12e2e03d21dc12c9a26e6ccbfa9d3da84f7ad89f9935fa58b2d72,6a45aec62e8e63989c8314d9a404ac31dd0a4ae7808cbaf8f01467d7c8f50004,97b87aeb982a3be13b553a0d417008dd631c58e63c4cbd1e1bb6c06448ed29ec,88b8f7a5f6b7f1446db08bdc968aa7f90041f697db7daec5f345e8104f932673,6415df43de954ffd6e858b8fb530db248dfc5d7a711eb21b3df44b8abdf280ef
"712104171","100","710041705","710041701","710041704","710000417","710041702","710041703"
"712104181","100","710041805","710041803","710041802","710000418","710041804","710041801"
"712104191","100","710041905","710041903","710041902","710000419","710041904","710041901"
"712104201","100","710042002","710042001","710042003","710000420","710042005","710042004"
"712204211","100","710042105","710042103","710042104","710000421","710042102","710042101"
"712204221","100","710042205","710042204","710042202","710000422","710042201","710042203"
"712204231","100","710042305","710042301","710042302","710000423","710042304","710042303"
"712204241","100","710042405","710042401","710042402","710000424","710042404","710042403"
"712204251","100","710042505","710042503","710042504","710000425","710042502","710042501"
"712204261","100","710042605","710042604","710042602","710000426","710042601","710042603"
"712204271","100","710042705","710042701","710042702","710000427","710042704","710042703"
"712204281","100","710042805","710042801","710042802","710000428","710042804","710042803"
"712204291","100","710042905","710042903","710042902","710000429","710042904","710042901"
"712204301","100","710043002","710043001","710043003","710000430","710043005","710043004"
"712304311","100","710043105","710043101","710043102","710000431","710043104","710043103"
"712304321","100","710043205","710043203","710043204","710000432","710043202","710043201"
"712304331","100","710043305","710043301","710043302","710000433","710043304","710043303"
"712304341","100","710043405","710043404","710043402","710000434","710043401","710043403"
"712304351","100","710043505","710043501","710043502","710000435","710043504","710043503"
"712304361","100","710043605","710043601","710043604","710000436","710043602","710043603"
"712304371","100","710043705","710043701","710043702","710000437","710043704","710043703"
"712304381","100","710043805","710043801","710043802","710000438","710043804","710043803"
"712304391","100","710043905","710043901","710043904","710000439","710043902","710043903"
"712304401","100","710044002","710044001","710044003","710000440","710044005","710044004"
"712404411","100","710044105","710044101","710044102","710000441","710044104","710044103"
"712404421","100","710044205","710044201","710044202","710000442","710044204","710044203"
"712404431","100","710044305","710044304","710044302","710000443","710044301","710044303"
"712404441","100","710044405","710044401","710044402","710000444","710044404","710044403"
"712404451","100","710044505","710044503","710044502","710000445","710044504","710044501"
"712404461","100","710044605","710044601","710044602","710000446","710044604","710044603"
"712404471","100","710044705","710044703","710044704","710000447","710044702","710044701"
"712404481","100","710044805","710044804","710044802","710000448","710044801","710044803"
"712404491","100","710044905","710044904","710044902","710000449","710044901","710044903"
"712404501","100","710045002","710045004","710045003","710000450","710045005","710045001"
"712504511","100","710045105","710045103","710045102","710000451","710045104","710045101"
"712504521","100","710045205","710045201","710045202","710000452","710045204","710045203"
"712504531","100","710045305","710045301","710045304","710000453","710045302","710045303"
"712504541","100","710045405","710045401","710045404","710000454","710045402","710045403"
"712504551","100","710045505","710045501","710045502","710000455","710045504","710045503"
"712504561","100","710045605","710045601","710045604","710000456","710045602","710045603"
"712504571","100","710045705","710045704","710045702","710000457","710045701","710045703"
"712504581","100","710045805","710045801","710045804","710000458","710045802","710045803"
"712504591","100","710045905","710045901","710045902","710000459","710045904","710045903"
"712504601","100","710046002","710046001","710046003","710000460","710046005","710046004"
"712604611","100","710046105","710046103","710046104","710000461","710046102","710046101"
"712604621","100","710046205","710046201","710046202","710000462","710046204","710046203"
"712604631","100","710046302","710046301","710046305","710000463","710046304","710046303"
"712604641","100","710046405","710046403","710046402","710000464","710046404","710046401"
"712604651","100","710046505","710046501","710046502","710000465","710046504","710046503"
"712604661","100","710046605","710046601","710046602","710000466","710046604","710046603"
"712604671","100","710046702","710046701","710046705","710000467","710046704","710046703"
"712604681","100","710046805","710046804","710046802","710000468","710046801","710046803"
"712604691","100","710046905","710046901","710046902","710000469","710046904","710046903"
"712604701","100","710047005","710047001","710047003","710000470","710047002","710047004"
"712704711","100","710047105","710047101","710047104","710000471","710047102","710047103"
"712704721","100","710047205","710047203","710047204","710000472","710047202","710047201"
"712704731","100","710047302","710047301","710047305","710000473","710047304","710047303"
"712704741","100","710047402","710047401","710047405","710000474","710047404","710047403"
"712704751","100","710047505","710047503","710047502","710000475","710047504","710047501"
"712704761","100","710047605","710047604","710047602","710000476","710047601","710047603"
"712704771","100","710047705","710047702","710047704","710000477","710047703","710047701"
"712704781","100","710047802","710047801","710047805","710000478","710047804","710047803"
"712704791","100","710047905","710047903","710047902","710000479","710047904","710047901"
"712704801","100","710048005","710048002","710048003","710000480","710048004","710048001"
"712804811","100","710048105","710048101","710048102","710000481","710048104","710048103"
"712804821","100","710048202","710048201","710048205","710000482","710048204","710048203"
"712804831","100","710048305","710048304","710048302","710000483","710048301","710048303"
"712804841","100","710048405","710048404","710048402","710000484","710048401","710048403"
"712804851","100","710048505","710048504","710048502","710000485","710048501","710048503"
"712804861","100","710048605","710048601","710048602","710000486","710048604","710048603"
"712804871","100","710048702","710048701","710048705","710000487","710048704","710048703"
"712804881","100","710048805","710048804","710048802","710000488","710048801","710048803"
"712804891","100","710048905","710048904","710048902","710000489","710048901","710048903"
"712804901","100","710049005","710049004","710049003","710000490","710049002","710049001"
"712904911","100","710049105","710049101","710049102","710000491","710049104","710049103"
"712904921","100","710049205","710049203","710049204","710000492","710049202","710049201"
"712904931","100","710049302","710049301","710049305","710000493","710049304","710049303"
"712904941","100","710049405","710049403","710049402","710000494","710049404","710049401"
"712904951","100","710049505","710049501","710049502","710000495","710049504","710049503"
"712904961","100","710049605","710049601","710049602","710000496","710049604","710049603"
"712904971","100","710049705","710049701","710049704","710000497","710049702","710049703"
"712904981","100","710049805","710049801","710049804","710000498","710049802","710049803"
"712904991","100","710049905","710049903","710049902","710000499","710049904","710049901"
"712905001","100","710050005","710050004","710050003","710000500","710050002","710050001"
"713005011","100","710050105","710050101","710050102","710000501","710050104","710050103"
"713005021","100","710050202","710050201","710050205","710000502","710050204","710050203"
"713005031","100","710050302","710050301","710050305","710000503","710050304","710050303"
"713005041","100","710050405","710050403","710050402","710000504","710050404","710050401"
"713005051","100","710050505","710050501","710050504","710000505","710050502","710050503"
"713005061","100","710050605","710050601","710050602","710000506","710050604","710050603"
"713005071","100","710050705","710050704","710050702","710000507","710050701","710050703"
"713005081","100","710050805","710050801","710050804","710000508","710050802","710050803"
"713005091","100","710050902","710050901","710050905","710000509","710050904","710050903"
"713005101","100","710051002","710051001","710051003","710000510","710051005","710051004"
"713105111","100","710051105","710051101","710051102","710000511","710051104","710051103"
"713105121","100","710051205","710051203","710051204","710000512","710051202","710051201"
"713105131","100","710051302","710051301","710051305","710000513","710051304","710051303"
"713105141","100","710051405","710051401","710051404","710000514","710051402","710051403"
"713105151","100","710051505","710051501","710051504","710000515","710051502","710051503"
"713105161","100","710051605","710051603","710051602","710000516","710051604","710051601"
"713105171","100","710051705","710051701","710051704","710000517","710051702","710051703"
"713105181","100","710051805","710051801","710051802","710000518","710051804","710051803"
"713105191","100","710051902","710051901","710051905","710000519","710051904","710051903"
"713105201","100","710052002","710052001","710052003","710000520","710052005","710052004"
"713205211","100","710052105","710052101","710052102","710000521","710052104","710052103"
"713205221","100","710052205","710052203","710052204","710000522","710052202","710052201"
"713205231","100","710052302","710052301","710052305","710000523","710052304","710052303"
"713205241","100","710052405","710052401","710052402","710000524","710052404","710052403"
"713205251","100","710052505","710052504","710052502","710000525","710052501","710052503"
"713205261","100","710052605","710052601","710052604","710000526","710052602","710052603"
"713205271","100","710052702","710052701","710052705","710000527","710052704","710052703"
"713205281","100","710052805","710052801","710052804","710000528","710052802","710052803"
"713205291","100","710052905","710052901","710052902","710000529","710052904","710052903"
"713205301","100","710053002","710053001","710053003","710000530","710053005","710053004"
"713305311","100","710053105","710053104","710053102","710000531","710053101","710053103"
"713305321","100","710053205","710053201","710053202","710000532","710053204","710053203"
"713305331","100","710053305","710053301","710053304","710000533","710053302","710053303"
"713305341","100","710053405","710053403","710053402","710000534","710053404","710053401"
"713305351","100","710053502","710053504","710053505","710000535","710053501","710053503"
"713305361","100","710053605","710053601","710053602","710000536","710053604","710053603"
"713305371","100","710053702","710053704","710053705","710000537","710053701","710053703"
"713305381","100","710053805","710053803","710053804","710000538","710053802","710053801"
"713305391","100","710053905","710053904","710053902","710000539","710053901","710053903"
"713305401","100","710054002","710054001","710054003","710000540","710054005","710054004"
"713405411","100","710054105","710054104","710054102","710000541","710054101","710054103"
"713405421","100","710054202","710054204","710054205","710000542","710054201","710054203"
"713405431","100","710054305","710054301","710054304","710000543","710054302","710054303"
"713405441","100","710054402","710054401","710054405","710000544","710054404","710054403"
"713405451","100","710054505","710054501","710054502","710000545","710054504","710054503"
"713405461","100","710054605","710054601","710054604","710000546","710054602","710054603"
"713405471","100","710054702","710054704","710054701","710000547","710054705","710054703"
"713405481","100","710054805","710054801","710054804","710000548","710054802","710054803"
"713405491","100","710054905","710054903","710054904","710000549","710054902","710054901"
"713405501","100","710055002","710055001","710055003","710000550","710055005","710055004"
"713505511","100","710055105","710055103","710055104","710000551","710055102","710055101"
"713505521","100","710055202","710055204","710055205","710000552","710055201","710055203"
"713505531","100","710055305","710055303","710055304","710000553","710055302","710055301"
"713505541","100","710055402","710055401","710055405","710000554","710055404","710055403"
"713505551","100","710055505","710055504","710055502","710000555","710055501","710055503"
"713505561","100","710055605","710055601","710055604","710000556","710055602","710055603"
"713505571","100","710055705","710055704","710055702","710000557","710055701","710055703"
"713505581","100","710055805","710055804","710055802","710000558","710055801","710055803"
"713505591","100","710055905","710055901","710055904","710000559","710055902","710055903"
"713505601","100","710056002","710056001","710056003","710000560","710056005","710056004"
"713605611","100","710056105","710056103","710056104","710000561","710056102","710056101"
"713605621","100","710056205","710056201","710056204","710000562","710056202","710056203"
"713605631","100","710056302","710056301","710056305","710000563","710056304","710056303"
"713605641","100","710056402","710056401","710056405","710000564","710056404","710056403"
"713605651","100","710056502","710056501","710056505","710000565","710056504","710056503"
"713605661","100","710056605","710056603","710056602","710000566","710056604","710056601"
"713605671","100","710056705","710056701","710056704","710000567","710056702","710056703"
"713605681","100","710056802","710056804","710056801","710000568","710056805","710056803"
"713605691","100","710056905","710056901","710056902","710000569","710056904","710056903"
"713605701","100","710057005","710057001","710057002","710000570","710057003","710057004"
"713705711","100","710057105","710057101","710057102","710000571","710057104","710057103"
"713705721","100","710057202","710057201","710057205","710000572","710057204","710057203"
"713705731","100","710057305","710057303","710057304","710000573","710057302","710057301"
"713705741","100","710057402","710057404","710057405","710000574","710057401","710057403"
"713705751","100","710057505","710057501","710057502","710000575","710057504","710057503"
"713705761","100","710057605","710057603","710057602","710000576","710057604","710057601"
"713705771","100","710057702","710057703","710057705","710000577","710057704","710057701"
"713705781","100","710057805","710057801","710057804","710000578","710057802","710057803"
"713705791","100","710057902","710057901","710057905","710000579","710057904","710057903"
"713705801","100","710058005","710058004","710058003","710000580","710058002","710058001"
"713805811","100","710058105","710058101","710058102","710000581","710058104","710058103"
"713805821","100","710058205","710058203","710058204","710000582","710058202","710058201"
"713805831","100","710058305","710058304","710058302","710000583","710058301","710058303"
"713805841","100","710058405","710058401","710058402","710000584","710058404","710058403"
"713805851","100","710058505","710058501","710058504","710000585","710058502","710058503"
"713805861","100","710058605","710058603","710058604","710000586","710058602","710058601"
"713805871","100","710058705","710058703","710058702","710000587","710058704","710058701"
"713805881","100","710058805","710058801","710058804","710000588","710058802","710058803"
"713805891","100","710058905","710058901","710058902","710000589","710058904","710058903"
"713805901","100","0","710059002","710059005","710000590","710059004","710059001"
"713905911","100","710059105","710059101","710059102","710000591","710059104","710059103"
"713905921","100","710059202","710059204","710059201","710000592","710059205","710059203"
"713905931","100","710059305","710059301","710059302","710000593","710059304","710059303"
"713905941","100","710059405","710059401","710059402","710000594","710059404","710059403"
"713905951","100","710059505","710059503","710059504","710000595","710059502","710059501"
"713905961","100","710059605","710059601","710059602","710000596","710059604","710059603"
"713905971","100","710059705","710059704","710059702","710000597","710059701","710059703"
"713905981","100","710059805","710059804","710059802","710000598","710059801","710059803"
"713905991","100","710059905","710059901","710059902","710000599","710059904","710059903"
"713906001","100","0","710060005","710060004","710000600","710060002","710060001"
"714006011","100","710060105","710060101","710060104","710000601","710060102","710060103"
"714006021","100","710060205","710060201","710060204","710000602","710060202","710060203"
"714006031","100","710060305","710060301","710060304","710000603","710060302","710060303"
"714006041","100","710060405","710060401","710060402","710000604","710060404","710060403"
"714006051","100","710060505","710060504","710060502","710000605","710060501","710060503"
"714006061","100","710060605","710060604","710060602","710000606","710060601","710060603"
"714006071","100","710060705","710060701","710060704","710000607","710060702","710060703"
"714006081","100","710060805","710060804","710060802","710000608","710060801","710060803"
"714006091","100","710060905","710060901","710060902","710000609","710060904","710060903"
"714006101","100","0","710061002","710061004","710000610","710061005","710061001"
"714106111","100","710061105","710061104","710061102","710000611","710061101","710061103"
"714106121","100","710061205","710061201","710061204","710000612","710061202","710061203"
"714106131","100","710061305","710061303","710061304","710000613","710061302","710061301"
"714106141","100","710061405","710061401","710061402","710000614","710061404","710061403"
"714106151","100","710061505","710061503","710061502","710000615","710061504","710061501"
"714106161","100","710061605","710061604","710061602","710000616","710061601","710061603"
"714106171","100","710061705","710061703","710061704","710000617","710061702","710061701"
"714106181","100","710061805","710061801","710061804","710000618","710061802","710061803"
"714106191","100","710061905","710061901","710061902","710000619","710061904","710061903"
"714106201","100","0","710062001","710062004","710000620","710062002","710062005"
"714206211","100","710062102","710062103","710062105","710000621","710062104","710062101"
"714206221","100","710062202","710062204","710062205","710000622","710062201","710062203"
"714206231","100","710062305","710062303","710062304","710000623","710062302","710062301"
"714206241","100","710062405","710062401","710062404","710000624","710062402","710062403"
"714206251","100","710062505","710062503","710062504","710000625","710062502","710062501"
"714206261","100","710062605","710062604","710062602","710000626","710062601","710062603"
"714206271","100","710062705","710062701","710062702","710000627","710062704","710062703"
"714206281","100","710062805","710062804","710062802","710000628","710062801","710062803"
"714206291","100","710062905","710062901","710062904","710000629","710062902","710062903"
"714206301","100","0","710063005","710063004","710000630","710063002","710063001"
"714306311","100","710063105","710063104","710063102","710000631","710063101","710063103"
"714306321","100","710063205","710063201","710063202","710000632","710063204","710063203"
"714306331","100","710063305","710063301","710063304","710000633","710063302","710063303"
"714306341","100","710063405","710063401","710063402","710000634","710063404","710063403"
"714306351","100","710063502","710063504","710063501","710000635","710063505","710063503"
"714306361","100","710063605","710063601","710063602","710000636","710063604","710063603"
"714306371","100","710063705","710063703","710063704","710000637","710063702","710063701"
"714306381","100","710063805","710063801","710063802","710000638","710063804","710063803"
"714306391","100","710063902","710063904","710063901","710000639","710063905","710063903"
"714306401","100","0","710064005","710064004","710000640","710064002","710064001"
"714406411","100","710064104","710064101","710064103","710000641","710064102","710064105"
"714406421","100","710064205","710064201","710064202","710000642","710064204","710064203"
"714406431","100","710064305","710064304","710064302","710000643","710064301","710064303"
"714406441","100","710064405","710064403","710064404","710000644","710064402","710064401"
"714406451","100","710064505","710064501","710064502","710000645","710064504","710064503"
"714406461","100","710064605","710064604","710064602","710000646","710064601","710064603"
"714406471","100","710064705","710064703","710064704","710000647","710064702","710064701"
"714406481","100","710064802","710064804","710064805","710000648","710064801","710064803"
"714406491","100","710064905","710064901","710064902","710000649","710064904","710064903"
"714406501","100","0","710065001","710065004","710000650","710065002","710065005"
"714506511","100","710065105","710065101","710065102","710000651","710065104","710065103"
"714506521","100","710065205","710065201","710065202","710000652","710065204","710065203"
"714506531","100","710065305","710065301","710065302","710000653","710065304","710065303"
"714506541","100","710065405","710065401","710065402","710000654","710065404","710065403"
"714506551","100","710065505","710065501","710065502","710000655","710065504","710065503"
"714506561","100","710065605","710065603","710065604","710000656","710065602","710065601"
"714506571","100","710065705","710065701","710065702","710000657","710065704","710065703"
"714506581","100","710065805","710065803","710065804","710000658","710065802","710065801"
"714506591","100","710065905","710065904","710065902","710000659","710065901","710065903"
"714506601","100","0","710066005","710066004","710000660","710066002","710066001"
"714606611","100","710066105","710066101","710066104","710000661","710066102","710066103"
"714606621","100","710066205","710066201","710066204","710000662","710066202","710066203"
"714606631","100","710066305","710066301","710066302","710000663","710066304","710066303"
"714606641","100","710066405","710066403","710066402","710000664","710066404","710066401"
"714606651","100","710066505","710066504","710066502","710000665","710066501","710066503"
"714606661","100","710066605","710066603","710066604","710000666","710066602","710066601"
"714606671","100","710066705","710066701","710066704","710000667","710066702","710066703"
"714606681","100","710066805","710066801","710066802","710000668","710066804","710066803"
"714606691","100","710066902","710066903","710066905","710000669","710066904","710066901"
"714606701","100","0","710067004","710067005","710000670","710067002","710067001"
"714706711","100","710067105","710067103","710067102","710000671","710067104","710067101"
"714706721","100","710067205","710067203","710067204","710000672","710067202","710067201"
"714706731","100","710067305","710067304","710067302","710000673","710067301","710067303"
"714706741","100","710067405","710067401","710067404","710000674","710067402","710067403"
"714706751","100","710067505","710067501","710067504","710000675","710067502","710067503"
"714706761","100","710067605","710067604","710067602","710000676","710067601","710067603"
"714706771","100","710067702","710067703","710067705","710000677","710067704","710067701"
"714706781","100","710067802","710067804","710067805","710000678","710067801","710067803"
"714706791","100","710067905","710067901","710067904","710000679","710067902","710067903"
"714706801","100","0","710068004","710068005","710000680","710068002","710068001"
"714806811","100","710068105","710068104","710068102","710000681","710068101","710068103"
"714806821","100","710068205","710068204","710068202","710000682","710068201","710068203"
"714806831","100","710068305","710068301","710068302","710000683","710068304","710068303"
"714806841","100","710068405","710068402","710068404","710000684","710068403","710068401"
"714806851","100","710068505","710068501","710068502","710000685","710068504","710068503"
"714806861","100","710068605","710068604","710068602","710000686","710068601","710068603"
"714806871","100","710068702","710068703","710068705","710000687","710068704","710068701"
"714806881","100","710068805","710068804","710068802","710000688","710068801","710068803"
"714806891","100","710068905","710068901","710068904","710000689","710068902","710068903"
"714806901","100","0","710069002","710069005","710000690","710069004","710069001"
"714906911","100","710069105","710069104","710069102","710000691","710069101","710069103"
"714906921","100","710069205","710069201","710069202","710000692","710069204","710069203"
"714906931","100","710069305","710069301","710069302","710000693","710069304","710069303"
"714906941","100","710069405","710069401","710069402","710000694","710069404","710069403"
"714906951","100","710069505","710069504","710069502","710000695","710069501","710069503"
"714906961","100","710069605","710069604","710069602","710000696","710069601","710069603"
"714906971","100","710069702","710069704","710069705","710000697","710069701","710069703"
"714906981","100","710069805","710069801","710069802","710000698","710069804","710069803"
"714906991","100","710069905","710069904","710069902","710000699","710069901","710069903"
"714907001","100","0","710070004","710070005","710000700","710070002","710070001"
"715007011","100","710070105","710070102","710070104","710000701","710070103","710070101"
"715007021","100","710070205","710070201","710070204","710000702","710070202","710070203"
"715007031","100","710070305","710070301","710070304","710000703","710070302","710070303"
"715007041","100","710070402","710070403","710070405","710000704","710070404","710070401"
"715007051","100","710070502","710070504","710070505","710000705","710070501","710070503"
"715007061","100","710070605","710070603","710070602","710000706","710070604","710070601"
"715007071","100","710070705","710070701","710070704","710000707","710070702","710070703"
"715007081","100","710070805","710070803","710070804","710000708","710070802","710070801"
"715007091","100","710070905","710070904","710070902","710000709","710070901","710070903"
"715007101","100","0","710071004","710071005","710000710","710071002","710071001"
"715107111","100","710071102","710071101","710071105","710000711","710071104","710071103"
"715107121","100","710071205","710071203","710071202","710000712","710071201","710071204"
"715107131","100","710071305","710071303","710071302","710000713","710071304","710071301"
"715107141","100","710071405","710071402","710071404","710000714","710071403","710071401"
"715107151","100","710071505","710071503","710071504","710000715","710071502","710071501"
"715107161","100","710071605","710071601","710071602","710000716","710071604","710071603"
"715107171","100","710071705","710071704","710071702","710000717","710071701","710071703"
"715107181","100","710071805","710071803","710071804","710000718","710071802","710071801"
"715107191","100","710071902","710071901","710071905","710000719","710071904","710071903"
"715107201","100","0","710072001","710072005","710000720","710072002","710072004"
"715207211","100","710072105","710072101","710072102","710000721","710072104","710072103"
"715207221","100","710072205","710072204","710072202","710000722","710072201","710072203"
"715207231","100","710072302","710072301","710072305","710000723","710072304","710072303"
"715207241","100","710072405","710072401","710072402","710000724","710072404","710072403"
"715207251","100","710072502","710072501","710072505","710000725","710072504","710072503"
"715207261","100","710072605","710072601","710072602","710000726","710072604","710072603"
"715207271","100","710072705","710072704","710072702","710000727","710072701","710072703"
"715207281","100","710072805","710072801","710072802","710000728","710072804","710072803"
"715207291","100","710072905","710072903","710072904","710000729","710072902","710072901"
"715207301","100","0","710073004","710073005","710000730","710073002","710073001"
"715307311","100","710073105","710073101","710073104","710000731","710073102","710073103"
"715307321","100","710073205","710073202","710073204","710000732","710073203","710073201"
"715307331","100","710073305","710073301","710073302","710000733","710073304","710073303"
"715307341","100","710073405","710073401","710073402","710000734","710073404","710073403"
"715307351","100","710073505","710073503","710073504","710000735","710073502","710073501"
"715307361","100","710073602","710073601","710073605","710000736","710073604","710073603"
"715307371","100","710073702","710073703","710073705","710000737","710073704","710073701"
"715307381","100","710073805","710073801","710073802","710000738","710073804","710073803"
"715307391","100","710073905","710073901","710073904","710000739","710073902","710073903"
"715307401","100","0","710074001","710074005","710000740","710074002","710074004"
"715407411","100","710074102","710074103","710074105","710000741","710074104","710074101"
"715407421","100","710074202","710074204","710074201","710000742","710074205","710074203"
"715407431","100","710074302","710074304","710074305","710000743","710074301","710074303"
"715407441","100","710074402","710074401","710074405","710000744","710074404","710074403"
"715407451","100","710074505","710074503","710074504","710000745","710074502","710074501"
"715407461","100","710074605","710074603","710074602","710000746","710074604","710074601"
"715407471","100","710074705","710074701","710074704","710000747","710074702","710074703"
"715407481","100","710074805","710074801","710074804","710000748","710074802","710074803"
"715407491","100","710074905","710074904","710074902","710000749","710074901","710074903"
"715407501","100","0","710075001","710075005","710000750","710075002","710075004"
"715507511","100","710075105","710075102","710075104","710000751","710075103","710075101"
"715507521","100","710075205","710075201","710075202","710000752","710075204","710075203"
"715507531","100","710075305","710075301","710075304","710000753","710075302","710075303"
"715507541","100","710075402","710075403","710075405","710000754","710075404","710075401"
"715507551","100","710075505","710075501","710075502","710000755","710075504","710075503"
"715507561","100","710075605","710075601","710075602","710000756","710075604","710075603"
"715507571","100","710075705","710075701","710075704","710000757","710075702","710075703"
"715507581","100","710075805","710075801","710075804","710000758","710075802","710075803"
"715507591","100","710075902","710075903","710075905","710000759","710075904","710075901"
"715507601","100","0","710076002","710076005","710000760","710076004","710076001"
"715607611","100","710076102","710076104","710076101","710000761","710076105","710076103"
"715607621","100","710076205","710076204","710076202","710000762","710076201","710076203"
"715607631","100","710076305","710076301","710076304","710000763","710076302","710076303"
"715607641","100","710076402","710076404","710076405","710000764","710076401","710076403"
"715607651","100","710076505","710076503","710076502","710000765","710076504","710076501"
"715607661","100","710076605","710076604","710076602","710000766","710076601","710076603"
"715607671","100","710076702","710076703","710076705","710000767","710076704","710076701"
"715607681","100","710076805","710076801","710076802","710000768","710076804","710076803"
"715607691","100","710076902","710076903","710076905","710000769","710076904","710076901"
"715607701","100","0","710077002","710077005","710000770","710077004","710077001"
"715707711","100","710077102","710077104","710077105","710000771","710077101","710077103"
"715707721","100","710077205","710077201","710077204","710000772","710077202","710077203"
"715707731","100","710077305","710077301","710077304","710000773","710077302","710077303"
"715707741","100","710077405","710077401","710077404","710000774","710077402","710077403"
"715707751","100","710077505","710077501","710077504","710000775","710077502","710077503"
"715707761","100","710077605","710077602","710077604","710000776","710077603","710077601"
"715707771","100","710077705","710077701","710077702","710000777","710077704","710077703"
"715707781","100","710077805","710077803","710077802","710000778","710077804","710077801"
"715707791","100","710077902","710077903","710077905","710000779","710077904","710077901"
"715707801","100","710078005","710078002","710078004","710000780","710078003","710078001"
"720100701","100","720007002","720007004","720007005","720000001","720007001","720007003"
"720201101","100","720011002","720011004","720011005","720000002","720011001","720011003"
"720301301","100","720013002","720013004","720013005","720000003","720013001","720013003"
"720401501","100","720015005","720015002","720015004","720000004","720015003","720015001"
"720501701","100","720017005","720017002","720017004","720000005","720017003","720017001"
"720601901","100","720019005","720019002","720019003","720000006","720019004","720019001"
"720702101","100","720021005","720021002","720021004","720000007","720021003","720021001"
"720802301","100","0","720023003","720023004","720000008","720023001","720023002"
"720902501","100","0","720025002","720025004","720000009","720025003","720025001"
"721002701","100","720027005","720027002","720027004","720000010","720027003","720027001"
"721102901","100","720029005","720029002","720029004","720000011","720029003","720029001"
"721203101","100","720031005","720031003","720031004","720000012","720031002","720031001"
"721303301","100","720033005","720033002","720033004","720000013","720033003","720033001"
"721403501","100","720035005","720035002","720035003","720000014","720035004","720035001"
"721503601","100","720036005","720036002","720036003","720000015","720036004","720036001"
"721603701","100","720037005","720037002","720037003","720000016","720037004","720037001"
"721703801","100","720038005","720038002","720038003","720000017","720038004","720038001"
"721803901","100","720039005","720039002","720039003","720000018","720039004","720039001"
"721904001","100","720040005","720040002","720040003","720000019","720040004","720040001"
"722004101","100","720041005","720041002","720041003","720000020","720041004","720041001"
"722104201","100","720042005","720042002","720042003","720000021","720042004","720042001"
"722204301","100","720043005","720043002","720043003","720000022","720043004","720043001"
"722304401","100","720044005","720044002","720044003","720000023","720044004","720044001"
"722404501","100","720045005","720045002","720045003","720000024","720045004","720045001"
"722504601","100","720046005","720046002","720046003","720000025","720046004","720046001"
"722604701","100","720047005","720047002","720047003","720000026","720047004","720047001"
"722704801","100","720048005","720048002","720048003","720000027","720048004","720048001"
"722804901","100","720049005","720049002","720049003","720000028","720049004","720049001"
"722905001","100","720050005","720050002","720050003","720000029","720050004","720050001"
"723005101","100","720051005","720051002","720051003","720000030","720051004","720051001"
"723105201","100","720052005","720052002","720052003","720000031","720052004","720052001"
"723205301","100","720053005","720053002","720053003","720000032","720053004","720053001"
"723305401","100","720054005","720054002","720054003","720000033","720054004","720054001"
"723405501","100","720055005","720055002","720055003","720000034","720055004","720055001"
"723505601","100","720056005","720056002","720056003","720000035","720056004","720056001"
"723605701","100","720057005","720057002","720057003","720000036","720057004","720057001"
"723705801","100","720058005","720058002","720058003","720000037","720058004","720058001"
"723805901","100","0","720059002","720059005","720000038","720059004","720059001"
"723906001","100","0","720060002","720060005","720000039","720060004","720060001"
"724006101","100","0","720061002","720061005","720000040","720061004","720061001"
"724106201","100","0","720062002","720062005","720000041","720062004","720062001"
"724206301","100","0","720063002","720063005","720000042","720063004","720063001"
"724306401","100","0","720064002","720064005","720000043","720064004","720064001"
"724406501","100","0","720065002","720065005","720000044","720065004","720065001"
"724506601","100","0","720066002","720066005","720000045","720066004","720066001"
"724606701","100","0","720067002","720067005","720000046","720067004","720067001"
"724706801","100","0","720068002","720068005","720000047","720068004","720068001"
"724806901","100","0","720069002","720069005","720000048","720069004","720069001"
"724907001","100","0","720070002","720070005","720000049","720070004","720070001"
"725007101","100","0","720071002","720071005","720000050","720071004","720071001"
"725107201","100","0","720072002","720072005","720000051","720072004","720072001"
"725207301","100","0","720073002","720073005","720000052","720073004","720073001"
"725307401","100","0","720074002","720074005","720000053","720074004","720074001"
"725407501","100","0","720075002","720075005","720000054","720075004","720075001"
"725507601","100","0","720076002","720076005","720000055","720076004","720076001"
"725607701","100","0","720077002","720077005","720000056","720077004","720077001"
"725707801","100","720078005","720078002","720078004","720000057","720078003","720078001"
"731403501","100","0","730035014","730035015","730000001","730035012","730035011"
"731403502","100","730035023","730035024","730035025","730000002","730035022","730035021"
"731403503","100","730035035","730035032","730035033","730000003","730035034","730035031"
"731503601","100","0","730036011","730036012","730000004","730036014","730036015"
"731503602","100","730036025","730036024","730036023","730000005","730036022","730036021"
"731503603","100","730036035","730036034","730036033","730000006","730036032","730036031"
"731603701","100","0","730037011","730037012","730000007","730037015","730037014"
"731603702","100","730037023","730037022","730037025","730000008","730037024","730037021"
