616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4,8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89
"","0.2","3","17414","wac_birthday_idle_kyapi","1","","17414036","","110911",""
"0.01","","2","17414","180","-320","","17414037","","110911",""
"","0.2","3","17414","wac_birthday_idle_doya","1","","17414038","","111011",""
"0.01","","2","17414","320","-340","","17414039","","111011",""
"","","93","17414","","","","17414040","","0",""
"","","32","17414","1","","","17414041","","800",""
"","","93","17414","","","","17414042","","0.7",""
"","","32","17414","1","","","17414043","","702",""
"","","93","17414","","","","17414044","","0.5",""
"","","23","17414","se_sys_login_birthday_blow_candle","0","","17414045","","se_common",""
"","","32","17414","0","","","17414046","","701",""
"","","93","17414","","","","17414047","","0.4",""
"","","23","17414","se_sys_login_birthday_cracker","0","","17414048","","se_common",""
"","","32","17414","1","","","17414049","","700",""
"","","23","17414","se_sys_login_birthday_calendar_applause","0","","17414050","","se_common",""
"wac_birthday_idle_kyapi","0.2","3","17414","wac_birthday_clap","0","1","17414051","0.2","110911",""
"","","93","17414","","","","17414052","","0.1",""
"wac_birthday_idle_doya","0.2","3","17414","wac_birthday_clap","0","1","17414053","0.2","111011",""
"","","93","17414","","","","17414054","","2",""
"","","131","17414","","","","17414055","","1",""
"0","","21","17414","vo_wac_17414_000","0","","17414056","","vo_wac_17414",""
"1","0","11","17414","嗚哇這什麼，我嚇到了。\n怎麼有普通巨大的\n生鮮食品被亂放在外面啊。這裡是\n城牆耶，是新型的生化武器嗎？","10","1","17414057","0","110811","0.5"
"","","91","17414","","","","17414058","","0",""
"","0.2","3","17414","wac_birthday_idle_smile","1","","17414059","","110811",""
"","0.2","3","17414","wac_birthday_talk_sad","1","","17414060","","110911",""
"0","","21","17414","vo_wac_17414_001","0","","17414061","","vo_wac_17414",""
"1","0","11","17414","這是在掩飾害羞、還是新型的裝傻搞笑\n琪愛兒是不清楚啦，但克蘿依學姊……\n這明顯就是生日蛋糕，\n這樣裝糊塗，也太勉強了吧？","10","1","17414062","0","110911","0.5"
"","","91","17414","","","","17414063","","0",""
"","0.2","3","17414","wac_birthday_idle_sad","1","","17414064","","110911",""
"","0.2","3","17414","wac_birthday_chloe_talk_sad","1","","17414065","","110811",""
"0","","21","17414","vo_wac_17414_002","0","","17414066","","vo_wac_17414",""
"1","0","11","17414","啊？好啊，妳既然要這樣講，\n那我也要說囉。\n妳們如果想給人驚喜，\n就不能做得再高明一點嗎？","10","1","17414067","0","110811","0.5"
"","","91","17414","","","","17414068","","0",""
"","0.2","3","17414","wac_birthday_talk_smile","1","","17414069","","110811",""
"0","","21","17414","vo_wac_17414_003","0","","17414070","","vo_wac_17414",""
"1","0","11","17414","優妮學姊一早就全身奶油，\n我當然會注意到啊，要開心很難耶，\n特別是在已經竊笑過後。\n不過是無所謂啦，謝謝妳們囉。","10","1","17414071","0","110811","0.5"
"","","91","17414","","","","17414072","","0",""
"","","22","17414","","","","17414073","","0",""
"","","25","17614","bgm_M321_2C","","","17614001","","bgm_M321",""
"-1000","2","1","17614","104311","250","-70","17614002","0","1","wac_birthday_idle_normal"
"200","2","1","17614","101011","256","-270","17614003","1","1","wac_birthday_idle_wish"
"320","2","1","17614","101411","258","-310","17614004","1","1","wac_birthday_idle_smile"
"450","2","1","17614","101711","257","-290","17614005","1","1","wac_birthday_idle_kyapi"
"","","13","17614","300","","","17614006","","104311",""
"","","13","17614","300","","","17614007","","101011",""
"","","13","17614","300","","","17614008","","101411",""
"","","13","17614","300","","","17614009","","101711",""
"0","0","31","17614","501","0","1","17614010","","501",""
"0","1","31","17614","600","0","1","17614011","","600",""
"0","0","31","17614","602","0","1","17614012","","602",""
"0","0","31","17614","603","0","1","17614013","","603",""
"60","1","31","17614","604","30","1","17614014","","604",""
"0","1","31","17614","613","0","1","17614015","","613",""
"0","0","31","17614","700","0","1","17614016","","700",""
"0","0","31","17614","701","0","1","17614017","","701",""
"0","0","31","17614","702","0","1","17614018","","702",""
"0","0","31","17614","800","0","1","17614019","","800",""
"60","1","31","17614","921","30","1","17614020","","921",""
"","","93","17614","","","","17614021","","1",""
"wac_birthday_reaction_03","0.2","3","17614","wac_birthday_reaction_01","0","1","17614022","0.2","101411",""
"","","93","17614","","","","17614023","","0.1",""
"wac_birthday_reaction_04","0.2","3","17614","wac_birthday_reaction_03","0","1","17614024","0.2","101011",""
"wac_birthday_reaction_03","0.2","3","17614","wac_birthday_reaction_02","0","1","17614025","0.2","101711",""
"","","93","17614","","","","17614026","","0.3",""
"","0.2","3","17614","wac_birthday_makoto_run_01","1","","17614027","","104311",""
"3","","2","17614","0","-70","","17614028","","104311",""
"","","93","17614","","","","17614029","","2.5",""
"","","32","17614","1","","","17614030","","602",""
"","","93","17614","","","","17614031","","0.6",""
"","","32","17614","1","","","17614032","","501",""
"","","32","17614","0","","","17614033","","600",""
"","","32","17614","0","","","17614034","","613",""
"","","32","17614","0","","","17614035","","604",""
"","","32","17614","1","","","17614036","","701",""
"0.01","","33","17614","0","0","","17614037","","921",""
"wac_birthday_makoto_wish_01","0.2","3","17614","wac_birthday_makoto_blowout_02","0","1","17614038","0.2","104311",""
"0.01","","2","17614","-200","-330","","17614039","","104311",""
"","0.2","3","17614","wac_birthday_idle_wish","1","","17614040","","101011",""
"0.01","","2","17614","180","-320","","17614041","","101011",""
"","0.2","3","17614","wac_birthday_idle_smile","1","","17614042","","101411",""
"0.01","","2","17614","290","-360","","17614043","","101411",""
"","0.2","3","17614","wac_birthday_idle_kyapi","1","","17614044","","101711",""
"0.01","","2","17614","420","-340","","17614045","","101711",""
"","","93","17614","","","","17614046","","0",""
"","","32","17614","1","","","17614047","","800",""
"","","93","17614","","","","17614048","","0.7",""
"","","32","17614","1","","","17614049","","702",""
"","","93","17614","","","","17614050","","0.5",""
"","","23","17614","se_sys_login_birthday_blow_candle","0","","17614051","","se_common",""
"","","32","17614","0","","","17614052","","701",""
"","","93","17614","","","","17614053","","0.4",""
"","","23","17614","se_sys_login_birthday_cracker","0","","17614054","","se_common",""
"","","32","17614","1","","","17614055","","700",""
"","","23","17614","se_sys_login_birthday_calendar_applause","0","","17614056","","se_common",""
"wac_birthday_idle_wish","0.2","3","17614","wac_birthday_clap_to_wish","0","1","17614057","0.2","101011",""
"","","93","17614","","","","17614058","","0.1",""
"wac_birthday_idle_smile","0.2","3","17614","wac_birthday_clap","0","1","17614059","0.2","101411",""
"","","93","17614","","","","17614060","","0.1",""
"wac_birthday_idle_kyapi","0.2","3","17614","wac_birthday_clap","0","1","17614061","0.2","101711",""
"","","93","17614","","","","17614062","","2",""
"","","131","17614","","","","17614063","","1",""
"0","","21","17614","vo_wac_17614_000","0","","17614064","","vo_wac_17614",""
"1","0","11","17614","這什麼啊？蛋糕嗎？\n是有人忘記在這的……？不可能吧。\n為什麼會有這種東西啊？","10","1","17614065","0","104311","0.5"
"","","91","17614","","","","17614066","","0",""
"","0.2","3","17614","wac_birthday_idle_normal","1","","17614067","","104311",""
"","0.2","3","17614","wac_birthday_talk_wish","1","","17614068","","101011",""
"0","","21","17614","vo_wac_17614_001","0","","17614069","","vo_wac_17614",""
"1","0","11","17614","還問為什麼，今天不是\n真琴妳的生日嗎～？\n這是咱們和王子先生\n一起準備的蛋糕哦～♪","10","1","17614070","0","101011","0.5"
"","","91","17614","","","","17614071","","0",""
"","0.2","3","17614","wac_birthday_idle_wish","1","","17614072","","101011",""
"","0.2","3","17614","wac_birthday_talk_smile","1","","17614073","","101411",""
"0","","21","17614","vo_wac_17614_002","0","","17614074","","vo_wac_17614",""
"1","0","11","17614","妳是公會中對工作最有熱誠的，\n這也是對妳的犒勞喔。\n再說一次，生日快樂♪","10","1","17614075","0","101411","0.5"
"","","91","17614","","","","17614076","","0",""
"","0.2","3","17614","wac_birthday_idle_smile","1","","17614077","","101411",""
"","0.2","3","17614","wac_birthday_talk_smile","1","","17614078","","101711",""
"0","","21","17614","vo_wac_17614_003","0","","17614079","","vo_wac_17614",""
"1","0","11","17614","一直以來真的辛苦妳了～♪\n妳就多吃點美味的蛋糕，\n今後也連我們的份\n一起努力工作吧～？","10","1","17614080","0","101711","0.5"
"","","91","17614","","","","17614081","","0",""
"","0.2","3","17614","wac_birthday_idle_smile","1","","17614082","","101711",""
"","0.2","3","17614","wac_birthday_makoto_talk_smile","1","","17614083","","104311",""
"0","","21","17614","vo_wac_17614_004","0","","17614084","","vo_wac_17614",""
"1","0","11","17614","真令人開心耶，謝囉！\n……呃，等一下，\n公會的工作，大家不一起\n努力我會很困擾耶！？　","10","1","17614085","0","104311","0.5"
"","","91","17614","","","","17614086","","0",""
"","0.2","3","17614","wac_birthday_talk_doya","1","","17614087","","104311",""
"0","","21","17614","vo_wac_17614_005","0","","17614088","","vo_wac_17614",""
"1","0","11","17614","嗯，不過，今天就看在蛋糕的份上\n饒了妳們吧。\n也謝謝你特地來幫忙。\n今後也一起努力吧♪","10","1","17614089","0","104311","0.5"
"","","91","17614","","","","17614090","","0",""
"","","22","17614","","","","17614091","","0",""
"","","25","17714","bgm_M321_2C","","","17714001","","bgm_M321",""
"-1000","2","1","17714","100411","250","-70","17714002","0","1","wac_birthday_idle_normal"
"230","2","1","17714","103611","256","-270","17714003","1","1","wac_birthday_idle_doya"
"410","2","1","17714","102011","257","-310","17714004","1","1","wac_birthday_idle_smile"
"","","13","17714","300","","","17714005","","100411",""
"","","13","17714","300","","","17714006","","103611",""
"0","0","31","17714","501","0","1","17714007","","501",""
"0","1","31","17714","600","0","1","17714008","","600",""
"0","0","31","17714","602","0","1","17714009","","602",""
"0","0","31","17714","603","0","1","17714010","","603",""
"60","1","31","17714","604","30","1","17714011","","604",""
"0","1","31","17714","613","0","1","17714012","","613",""
"0","0","31","17714","700","0","1","17714013","","700",""
"0","0","31","17714","701","0","1","17714014","","701",""
"0","0","31","17714","702","0","1","17714015","","702",""
"0","0","31","17714","800","0","1","17714016","","800",""
"60","1","31","17714","922","30","1","17714017","","922",""
"","","93","17714","","","","17714018","","1",""
"wac_birthday_reaction_03","0.2","3","17714","wac_birthday_reaction_01","0","1","17714019","0.2","102011",""
"","","93","17714","","","","17714020","","0.1",""
"wac_birthday_reaction_03","0.2","3","17714","wac_birthday_reaction_01","0","1","17714021","0.2","103611",""
"","","93","17714","","","","17714022","","0.3",""
"","0.2","3","17714","wac_birthday_run_01","1","","17714023","","100411",""
"3","","2","17714","0","-70","","17714024","","100411",""
"","","93","17714","","","","17714025","","2.5",""
"","","32","17714","1","","","17714026","","602",""
"","","93","17714","","","","17714027","","0.6",""
"","","32","17714","1","","","17714028","","501",""
"","","32","17714","0","","","17714029","","600",""
"","","32","17714","0","","","17714030","","613",""
"","","32","17714","0","","","17714031","","604",""
"","","32","17714","1","","","17714032","","701",""
"0.01","","33","17714","0","0","","17714033","","922",""
"wac_birthday_wish_02","0.2","3","17714","wac_birthday_blowout_01","0","1","17714034","0.2","100411",""
"0.01","","2","17714","-200","-330","","17714035","","100411",""
"","0.2","3","17714","wac_birthday_idle_doya","1","","17714036","","103611",""
"0.01","","2","17714","180","-320","","17714037","","103611",""
"","0.2","3","17714","wac_birthday_idle_smile","1","","17714038","","102011",""
"0.01","","2","17714","320","-340","","17714039","","102011",""
"","","93","17714","","","","17714040","","0",""
"","","32","17714","1","","","17714041","","800",""
"","","93","17714","","","","17714042","","0.7",""
"","","32","17714","1","","","17714043","","702",""
"","","93","17714","","","","17714044","","0.5",""
"","","23","17714","se_sys_login_birthday_blow_candle","0","","17714045","","se_common",""
"","","32","17714","0","","","17714046","","701",""
"","","93","17714","","","","17714047","","0.4",""
"","","23","17714","se_sys_login_birthday_cracker","0","","17714048","","se_common",""
"","","32","17714","1","","","17714049","","700",""
"","","23","17714","se_sys_login_birthday_calendar_applause","0","","17714050","","se_common",""
"wac_birthday_idle_doya","0.2","3","17714","wac_birthday_clap","0","1","17714051","0.2","103611",""
"","","93","17714","","","","17714052","","0.1",""
"wac_birthday_idle_smile","0.2","3","17714","wac_birthday_clap","0","1","17714053","0.2","102011",""
"","","93","17714","","","","17714054","","2",""
"","","131","17714","","","","17714055","","1",""
"0","","21","17714","vo_wac_17714_000","0","","17714056","","vo_wac_17714",""
"1","0","11","17714","咦，這個蛋糕是……？\n該不會是要\n為禊慶生！？","10","1","17714057","0","100411","0.5"
"","","91","17714","","","","17714058","","0",""
"","0.2","3","17714","wac_birthday_idle_smile","1","","17714059","","100411",""
"","0.2","3","17714","wac_birthday_kyoka_talk_wish","1","","17714060","","103611",""
"0","","21","17714","vo_wac_17714_001","0","","17714061","","vo_wac_17714",""
"1","0","11","17714","沒錯。\n生日快樂，禊♪\n這是我和美美兩人親手做的！\n妳要多吃一點喔！","10","1","17714062","0","103611","0.5"
"","","91","17714","","","","17714063","","0",""
"","0.2","3","17714","wac_birthday_idle_wish","1","","17714064","","103611",""
"","0.2","3","17714","wac_birthday_talk_normal","1","","17714065","","100411",""
"0","","21","17714","vo_wac_17714_002","0","","17714066","","vo_wac_17714",""
"1","0","11","17714","太棒了──謝謝！\n話說回來，這蛋糕還真大耶～\n搬運很辛苦吧？","10","1","17714067","0","100411","0.5"
"","","91","17714","","","","17714068","","0",""
"","0.2","3","17714","wac_birthday_idle_normal","1","","17714069","","100411",""
"","0.2","3","17714","wac_birthday_talk_smile","1","","17714070","","102011",""
"0","","21","17714","vo_wac_17714_003","0","","17714071","","vo_wac_17714",""
"1","0","11","17714","其實美美我們自己搬不動。\n哥哥也幫了我們一把喔～♪","10","1","17714072","0","102011","0.5"
"","","91","17714","","","","17714073","","0",""
"","0.2","3","17714","wac_birthday_idle_smile","1","","17714074","","102011",""
"","0.2","3","17714","wac_birthday_talk_kyapi","1","","17714075","","100411",""
"0","","21","17714","vo_wac_17714_004","0","","17714076","","vo_wac_17714",""
"1","0","11","17714","這樣啊～欸嘿嘿～♪\n哥哥，謝謝你一直以來的照顧！\n下次想到新的惡作劇時，\n禊會第一個告訴你的！","10","1","17714077","0","100411","0.5"
"","","91","17714","","","","17714078","","0",""
"","","22","17714","","","","17714079","","0",""
"","","25","17814","bgm_M321_2C","","","17814001","","bgm_M321",""
"-1000","2","1","17814","103711","250","-70","17814002","0","1","wac_birthday_idle_normal"
"200","2","1","17814","104711","256","-270","17814003","1","1","wac_birthday_idle_doya"
"320","2","1","17814","100511","258","-310","17814004","1","1","wac_birthday_idle_smile"
"450","2","1","17814","107111","257","-290","17814005","1","1","wac_birthday_idle_normal"
"","","13","17814","300","","","17814006","","103711",""
"","","13","17814","300","","","17814007","","104711",""
"","","13","17814","300","","","17814008","","100511",""
"","","13","17814","300","","","17814009","","107111",""
"0","0","31","17814","501","0","1","17814010","","501",""
"0","1","31","17814","600","0","1","17814011","","600",""
"0","0","31","17814","602","0","1","17814012","","602",""
"0","0","31","17814","603","0","1","17814013","","603",""
"60","1","31","17814","604","30","1","17814014","","604",""
"0","1","31","17814","613","0","1","17814015","","613",""
"0","0","31","17814","700","0","1","17814016","","700",""
"0","0","31","17814","701","0","1","17814017","","701",""
"0","0","31","17814","702","0","1","17814018","","702",""
"0","0","31","17814","800","0","1","17814019","","800",""
"60","1","31","17814","923","30","1","17814020","","923",""
"","","93","17814","","","","17814021","","1",""
"wac_birthday_reaction_03","0.2","3","17814","wac_birthday_reaction_02","0","1","17814022","0.2","100511",""
"","","93","17814","","","","17814023","","0.1",""
"wac_birthday_reaction_03","0.2","3","17814","wac_birthday_reaction_05","0","1","17814024","0.2","104711",""
"wac_birthday_reaction_04","0.2","3","17814","wac_birthday_reaction_01","0","1","17814025","0.2","107111",""
"","","93","17814","","","","17814026","","0.3",""
"","0.2","3","17814","wac_birthday_run_01","1","","17814027","","103711",""
"3","","2","17814","0","-70","","17814028","","103711",""
"","","93","17814","","","","17814029","","2.5",""
"","","32","17814","1","","","17814030","","602",""
"","","93","17814","","","","17814031","","0.6",""
"","","32","17814","1","","","17814032","","501",""
"","","32","17814","0","","","17814033","","600",""
"","","32","17814","0","","","17814034","","613",""
"","","32","17814","0","","","17814035","","604",""
"","","32","17814","1","","","17814036","","701",""
"0.01","","33","17814","0","0","","17814037","","923",""
"wac_birthday_wish_01","0.2","3","17814","wac_birthday_blowout_01","0","1","17814038","0.2","103711",""
"0.01","","2","17814","-200","-330","","17814039","","103711",""
"","0.2","3","17814","wac_birthday_idle_doya","1","","17814040","","104711",""
"0.01","","2","17814","180","-320","","17814041","","104711",""
"","0.2","3","17814","wac_birthday_idle_smile","1","","17814042","","100511",""
"0.01","","2","17814","300","-360","","17814043","","100511",""
"","0.2","3","17814","wac_birthday_idle_normal","1","","17814044","","107111",""
"0.01","","2","17814","430","-340","","17814045","","107111",""
"","","93","17814","","","","17814046","","0",""
"","","32","17814","1","","","17814047","","800",""
"","","93","17814","","","","17814048","","0.7",""
"","","32","17814","1","","","17814049","","702",""
"","","93","17814","","","","17814050","","0.5",""
"","","23","17814","se_sys_login_birthday_blow_candle","0","","17814051","","se_common",""
"","","32","17814","0","","","17814052","","701",""
"","","93","17814","","","","17814053","","0.4",""
"","","23","17814","se_sys_login_birthday_cracker","0","","17814054","","se_common",""
"","","32","17814","1","","","17814055","","700",""
"","","23","17814","se_sys_login_birthday_calendar_applause","0","","17814056","","se_common",""
"wac_birthday_idle_doya","0.2","3","17814","wac_birthday_clap","0","1","17814057","0.2","104711",""
"","","93","17814","","","","17814058","","0.1",""
"wac_birthday_idle_smile","0.2","3","17814","wac_birthday_clap","0","1","17814059","0.2","100511",""
"","","93","17814","","","","17814060","","0.1",""
"wac_birthday_idle_normal","0.2","3","17814","wac_birthday_clap","0","1","17814061","0.2","107111",""
"","","93","17814","","","","17814062","","2",""
"","","131","17814","","","","17814063","","1",""
"0","","21","17814","vo_wac_17814_000","0","","17814064","","vo_wac_17814",""
"1","0","11","17814","那個，我確認一下。\n這是、這應該是\n我的生日蛋糕\n對嗎？","10","1","17814065","0","103711","0.5"
"","","91","17814","","","","17814066","","0",""
"","0.2","3","17814","wac_birthday_idle_smile","1","","17814067","","103711",""
"","0.2","3","17814","wac_birthday_talk_normal","1","","17814068","","104711",""
"0","","21","17814","vo_wac_17814_001","0","","17814069","","vo_wac_17814",""
"1","0","11","17814","嗯，沒錯。\n這是【王宮騎士團】\n與少年一起送給小智的禮物，\n慶祝妳又長了一歲。","10","1","17814070","0","104711","0.5"
"","","91","17814","","","","17814071","","0",""
"","0.2","3","17814","wac_birthday_idle_normal","1","","17814072","","104711",""
"","0.2","3","17814","wac_birthday_talk_smile","1","","17814073","","100511",""
"0","","21","17814","vo_wac_17814_002","0","","17814074","","vo_wac_17814",""
"1","0","11","17814","生日快樂！\n唉呀～我也好想快點過生日，\n成為像純和小智姐\n那樣的大人喔！","10","1","17814075","0","100511","0.5"
"","","91","17814","","","","17814076","","0",""
"","0.2","3","17814","wac_birthday_idle_smile","1","","17814077","","100511",""
"","0.2","3","17814","wac_birthday_talk_smile","1","","17814078","","103711",""
"0","","21","17814","vo_wac_17814_003","0","","17814079","","vo_wac_17814",""
"1","0","11","17814","啊哈哈，謝謝。\n雖然要稱我是大人\n好像還太早了點。\n畢竟我根本就還沒成年。","10","1","17814080","0","103711","0.5"
"","","91","17814","","","","17814081","","0",""
"","0.2","3","17814","wac_birthday_idle_smile","1","","17814082","","103711",""
"","0.2","3","17814","wac_birthday_christina_talk_doya","1","","17814083","","107111",""
"0","","21","17814","vo_wac_17814_004","0","","17814084","","vo_wac_17814",""
"1","0","11","17814","……為什麼在這種時候看向我？\n我先說清楚，你們所有人\n總有一天都會來到我這個年紀。\n你們就發著抖等著吧。","10","1","17814085","0","107111","0.5"
"","","91","17814","","","","17814086","","0",""
"","0.2","3","17814","wac_birthday_christina_idle_doya","1","","17814087","","107111",""
"","0.2","3","17814","wac_birthday_talk_smile","1","","17814088","","103711",""
"0","","21","17814","vo_wac_17814_005","0","","17814089","","vo_wac_17814",""
"1","0","11","17814","哎呀哎呀，我這真是失禮了♪\n……今天也很謝謝你。\n值得紀念的日子能有你在身邊，\n我真的很開心喔♪","10","1","17814090","0","103711","0.5"
"","","91","17814","","","","17814091","","0",""
"","","22","17814","","","","17814092","","0",""
"","","25","17824","bgm_M321_2C","","","17824001","","bgm_M321",""
"-1000","2","1","17824","106111","250","-70","17824002","0","1","wac_birthday_idle_normal"
"310","2","1","17824","107111","256","-290","17824003","1","1","wac_birthday_idle_doya"
"","","13","17824","300","","","17824004","","106111",""
"","","13","17824","300","","","17824005","","107111",""
"0","0","31","17824","501","0","1","17824006","","501",""
"0","1","31","17824","601","0","1","17824007","","601",""
"0","0","31","17824","602","0","1","17824008","","602",""
"0","0","31","17824","603","0","1","17824009","","603",""
"60","1","31","17824","604","30","1","17824010","","604",""
"0","1","31","17824","613","0","1","17824011","","613",""
"0","0","31","17824","700","0","1","17824012","","700",""
"0","0","31","17824","701","0","1","17824013","","701",""
"0","0","31","17824","702","0","1","17824014","","702",""
"0","0","31","17824","800","0","1","17824015","","800",""
"60","1","31","17824","924","30","1","17824016","","924",""
"","","93","17824","","","","17824017","","1",""
"wac_birthday_reaction_04","0.2","3","17824","wac_birthday_reaction_01","0","1","17824018","0.2","107111",""
"","","93","17824","","","","17824019","","0.4",""
"","0.2","3","17824","wac_birthday_run_01","1","","17824020","","106111",""
"3","","2","17824","0","-70","","17824021","","106111",""
"","","93","17824","","","","17824022","","2.5",""
"","","32","17824","1","","","17824023","","602",""
"","","93","17824","","","","17824024","","0.6",""
"","","32","17824","1","","","17824025","","501",""
"","","32","17824","0","","","17824026","","601",""
"","","32","17824","0","","","17824027","","613",""
"","","32","17824","0","","","17824028","","604",""
"","","32","17824","1","","","17824029","","701",""
"0.01","","33","17824","0","0","","17824030","","924",""
"wac_birthday_wish_02","0.2","3","17824","wac_birthday_blowout_01","0","1","17824031","0.2","106111",""
"0.01","","2","17824","-200","-330","","17824032","","106111",""
"","0.2","3","17824","wac_birthday_idle_doya","1","","17824033","","107111",""
"0.01","","2","17824","200","-330","","17824034","","107111",""
"","","93","17824","","","","17824035","","0",""
"","","32","17824","1","","","17824036","","800",""
"","","93","17824","","","","17824037","","0.7",""
"","","32","17824","1","","","17824038","","702",""
"","","93","17824","","","","17824039","","0.5",""
"","","23","17824","se_sys_login_birthday_blow_candle","0","","17824040","","se_common",""
"","","32","17824","0","","","17824041","","701",""
"","","93","17824","","","","17824042","","0.4",""
"","","23","17824","se_sys_login_birthday_cracker","0","","17824043","","se_common",""
"","","32","17824","1","","","17824044","","700",""
"","","23","17824","se_sys_login_birthday_calendar_applause","0","","17824045","","se_common",""
"wac_birthday_idle_doya","0.2","3","17824","wac_birthday_clap","0","1","17824046","0.2","107111",""
"","","93","17824","","","","17824047","","2.1",""
"","","131","17824","","","","17824048","","1",""
"0","","21","17824","vo_wac_17824_000","0","","17824049","","vo_wac_17824",""
"1","0","11","17824","那個……該怎麼說，\n沒想到克莉絲提娜竟然\n會為了我準備蛋糕。\n這吹的究竟是什麼風？","10","1","17824050","0","106111","0.5"
"","","91","17824","","","","17824051","","0",""
"","0.2","3","17824","wac_birthday_idle_smile","1","","17824052","","106111",""
"","0.2","3","17824","wac_birthday_talk_doya","1","","17824053","","107111",""
"0","","21","17824","vo_wac_17824_001","0","","17824054","","vo_wac_17824",""
"1","0","11","17824","小子和我商量說\n想為妳慶生。\n雖然尾狗刀那小子不在……\n但有我在，不會讓妳無聊的☆","10","1","17824055","0","107111","0.5"
"","","91","17824","","","","17824056","","0",""
"","0.2","3","17824","wac_birthday_idle_doya","1","","17824057","","107111",""
"","0.2","3","17824","wac_birthday_talk_smile","1","","17824058","","106111",""
"0","","21","17824","vo_wac_17824_002","0","","17824059","","vo_wac_17824",""
"1","0","11","17824","你們兩個……真的很謝謝你們！\n那麼我也要像個大壞蛋一樣，\n豪邁、有魄力、徹底任性地\n好好享受！","10","1","17824060","0","106111","0.5"
"","","91","17824","","","","17824061","","0",""
"","0.2","3","17824","wac_birthday_talk_doya","1","","17824062","","106111",""
"0","","21","17824","vo_wac_17824_003","0","","17824063","","vo_wac_17824",""
"1","0","11","17824","這樣總有一天，就能把今天的事\n向尾狗刀那傢伙炫耀一番！\n怎麼樣？超壞的對吧！\n他一定會很不甘心的♪","10","1","17824064","0","106111","0.5"
"","","91","17824","","","","17824065","","0",""
"","","22","17824","","","","17824066","","0",""
"","","25","18114","bgm_M321_2C","","","18114001","","bgm_M321",""
"-1000","2","1","18114","101811","250","-70","18114002","0","1","wac_birthday_idle_normal"
"230","2","1","18114","105011","256","-270","18114003","1","1","wac_birthday_idle_normal"
"410","2","1","18114","101611","257","-310","18114004","1","1","wac_birthday_idle_normal"
"","","13","18114","300","","","18114005","","101811",""
"","","13","18114","300","","","18114006","","105011",""
"","","13","18114","300","","","18114007","","101611",""
"0","0","31","18114","501","0","1","18114008","","501",""
"0","1","31","18114","600","0","1","18114009","","600",""
"0","0","31","18114","602","0","1","18114010","","602",""
"0","0","31","18114","603","0","1","18114011","","603",""
"60","1","31","18114","604","30","1","18114012","","604",""
"0","1","31","18114","613","0","1","18114013","","613",""
"0","0","31","18114","700","0","1","18114014","","700",""
"0","0","31","18114","701","0","1","18114015","","701",""
"0","0","31","18114","702","0","1","18114016","","702",""
"0","0","31","18114","800","0","1","18114017","","800",""
"60","1","31","18114","925","30","1","18114018","","925",""
"","","93","18114","","","","18114019","","1",""
"wac_birthday_reaction_03","0.2","3","18114","wac_birthday_reaction_02","0","1","18114020","0.2","101611",""
"","","93","18114","","","","18114021","","0.1",""
"wac_birthday_reaction_03","0.2","3","18114","wac_birthday_reaction_01","0","1","18114022","0.2","105011",""
"","","93","18114","","","","18114023","","0.3",""
"","0.2","3","18114","wac_birthday_run_01","1","","18114024","","101811",""
"3","","2","18114","0","-70","","18114025","","101811",""
"","","93","18114","","","","18114026","","2.5",""
"","","32","18114","1","","","18114027","","602",""
"","","93","18114","","","","18114028","","0.6",""
"","","32","18114","1","","","18114029","","501",""
"","","32","18114","0","","","18114030","","600",""
"","","32","18114","0","","","18114031","","613",""
"","","32","18114","0","","","18114032","","604",""
"","","32","18114","1","","","18114033","","701",""
"0.01","","33","18114","0","0","","18114034","","925",""
"wac_birthday_wish_04","0.2","3","18114","wac_birthday_blowout_03","0","1","18114035","0.2","101811",""
"0.01","","2","18114","-200","-330","","18114036","","101811",""
"","0.2","3","18114","wac_birthday_idle_normal","1","","18114037","","105011",""
"0.01","","2","18114","180","-320","","18114038","","105011",""
"","0.2","3","18114","wac_birthday_idle_normal","1","","18114039","","101611",""
"0.01","","2","18114","320","-340","","18114040","","101611",""
"","","93","18114","","","","18114041","","0",""
"","","32","18114","1","","","18114042","","800",""
"","","93","18114","","","","18114043","","0.7",""
"","","32","18114","1","","","18114044","","702",""
"","","93","18114","","","","18114045","","0.5",""
"","","23","18114","se_sys_login_birthday_blow_candle","0","","18114046","","se_common",""
"","","32","18114","0","","","18114047","","701",""
"","","93","18114","","","","18114048","","0.4",""
