7d0d3aeb694582b21b1f422c1ed71e8d33833112fff2fd72926f9439d9ac6aaa,bdcf5f465bf878227483b1d1331e465d5749111d4d645c804864af1946289dc8,3e918ad77029e4849b94be6891e6c759ce722e89a6b8c155535356d830ed9ce4,71bdda6e1bee810e479ea7ab794f2e1369cc279a35f812b6e32a181676a495e3,4e4a3b6a798f7cfe79c8265d2f072c86557e5786fe8a5f5252063df357a512dc,914127a92e4562ad6ee0c1ba103178bc6dd37cb012fb7a8d591806fcd12cbcc3,369ed30d629b5bbf34896d3e5e601830a9f84a6bc806d78bf086cee951dea130,e059966d9d93a2fee31619859fe336fb1e63c0d62d70bec1815779ec0519d7df,f660724cbee69b0db80544f12420465ed5d382a9efb0a5b726292705a39e99a5,226f99f8c5180868c13d458d241257227aaca0f1bd41c1ba437c629091bfb28f,9978988d6e86340e0273388919990a0323c28761f7c96548f07bf8c5946e21ff,7e40413dde3256ad55f19df2baf2c1eac4eb7ba98925c904d7ee025fb7c428be,b20520164ae315b5fb8c785f963d33a4b58738628e7df1bb96751eb67eed75e2,c68bea5ea7b8fd5dfb8e0bb9eaa1ed721ccaa5b020164f0ac4d1b74a5c2705b1,70640d73862e107653dd5871cb050f21ccc7bf08cdc3b62b3bc243cf27613b53,288cf795f5c5e601abef2609d09f912ccff10653882741bb97a1e80041fd45f8,b445064d8b0ec893a2bc97ee104a282379dcca641c24955b25abb1abca9526b0,bdf9a1f2c125e8c39c0453f54f58e8bc3f1d442ecebdeff87a2c8466955c8d59,1d9b29749e74310129dc40ad630955136dc6e0c5625a82b234b37df499789ad0,1053b3fe7575413fe84a1ff8dcd5cd70f6a8eb26d192fda7714269b5b1b65f45,f9506fcefccd270a239b7b5824a548847abe2c702a2f5a0278547b6c08b5a8fa,8eb796781179199bc8a3a3fd0315070f419a3f9174ff3481c635e4dbf5e0852e,6996b258c89ceff5abe5753e90cf250369c1892862954d47417cbc3fe09b4e5d,5ef5d92df5b3254f337ae4d8ebc58b80ec881efe6a1a9c1b2e0a84f7d75af4a0,41f7a69db475e615193374345a180cf69523a38ea6619d64ae813192ac00a2f9,192f3bb1916d715a703a6c3b37abef09d9fbe93973e1120b442681d5d9becd5f,1a356f3df6a1db400e8bd3a4af5d4e3c15e14c85ce507003d012c1078760f48a,02e2ceb83059dfb24534467893c57de503e00909fd10f23ea626d5a0b49d6297,5d683b1822bef301293f427d1835b542e7a5dc11fe0e954c4cbe5bec3f66bb01,93d9d1447682a0b607eb2be9f121aeb8ca6ee4534d45967524b8bdac5ee2ce0b,a8bcaddc1162889b6cef51db232d34ebf59491f846096912d48b23ef4af67b18,b51b8ca3b90d7ae929137e91391ef7399bfde02fd794c70bf41b8ae37dba0732,72dea7907b727a9036db5f84f5331ec2a9ad8323efd3647957854c51f28ece09,45e9b874d4f5c36e0e0cbfb3686e1bebd3ea3dda91524da8a9f3a446183c9cfa,443017bb8a2655a0d4a835d9ac3e733cbf4db1e34a74c850df76017bab4768ab,bdf33468beeb784df185a35b5ccceeea26c978430f025d22b0d412f52707b81c,e26942d8fb3a033adffdf74f17f09e06326921cd07eb736952491bf8e09659d7,2ec65c71ce5d468d973696e176d71d7e3cbe3f7f689b1959a726cd74f867f93c,ddad3c10ac8750bfce0f7f75bdeffbaf9dd06d62f69aeb9644107ea54bd0c911,94098801113eff35111a053ad7902b7e7fa367dbb188b1220136dc86cc4ba8fb,3bf92076b752f06ffe12a930bd8b4413c8aaa000453edb2f3a9e17571d6d342f,d651662e5d234485ffc19021bd23180b4b2eff6ed37a493cb6b8d49a39a14e25,8d1d53f87979af0367643610551b01dd640ab4d28f5e6223ef16c40bcea4a821,66657401b9465e119203b346469d745865bfa93a3e4ccee2bd42664f239d9aeb
"2","200000001","2","0","2","2","0","0","0","2","203801","2","10","0","0","2","0","2","2","1","0","0","3","1","600380102","44","1","2","30","0","2","0","539","2","0","2","2","2","2","0","5","10","高等獸人","2"
"3","200000001","3","0","3","3","0","0","0","3","203801","3","10","0","0","3","0","3","3","1","0","0","4","1","600380103","48","1","3","30","0","3","0","899","3","0","3","3","3","3","0","6","10","高等獸人","3"
"13","200000001","13","0","13","13","0","0","0","13","203801","13","10","0","0","13","0","13","13","1","0","0","9","1","600380113","289","1","13","30","0","13","0","1865","13","0","13","13","13","13","0","14","10","高等獸人","13"
"15","200000001","15","0","15","15","0","0","0","15","203801","15","10","0","0","15","0","15","15","1","0","0","10","1","600380115","344","1","15","30","0","15","0","2447","15","0","15","15","15","15","0","15","10","高等獸人","15"
"22","200000001","22","0","22","22","0","0","0","22","203801","22","10","0","0","22","0","22","22","1","0","0","13","1","600380122","508","1","22","30","0","22","0","4328","22","0","22","22","22","22","0","20","10","高等獸人","22"
"23","200000001","23","0","23","23","0","0","0","23","203801","23","10","0","0","23","0","23","23","1","0","0","13","1","600380123","522","1","23","30","0","23","0","4542","23","0","23","23","23","23","0","20","10","高等獸人","23"
"3","200000006","3","0","3","3","0","0","0","3","203900","3","10","0","0","3","0","3","3","1","0","0","5","1","600390003","96","1","3","30","0","3","0","349","3","0","3","3","3","3","0","5","10","惡魔加農","3"
"14","200000006","14","0","14","14","0","0","0","14","203900","14","10","0","0","14","0","14","14","1","0","0","13","1","600390014","304","1","14","30","0","14","0","740","14","0","14","14","14","14","0","14","10","惡魔加農","14"
"20","200000006","20","0","20","20","0","0","0","20","203900","20","10","0","0","20","0","20","20","1","0","0","16","1","600390020","554","1","20","30","0","20","0","1572","20","0","20","20","20","20","0","17","10","惡魔加農","20"
"22","200000001","22","0","22","22","0","0","0","22","204000","22","10","0","0","22","0","22","22","1","0","0","17","1","600400022","469","1","22","30","0","22","0","2724","22","0","22","22","22","22","0","24","10","小小格里芬","22"
"23","200000001","23","0","23","23","0","0","0","23","204000","23","10","0","0","23","0","23","23","1","0","0","21","1","600400023","521","1","23","30","0","23","0","2788","23","0","23","23","23","23","0","28","10","小小格里芬","23"
"1","200000001","1","0","1","1","0","0","17","1","204200","1","10","0","0","1","0","1","1","1","0","0","2","1","600420001","0","1","1","30","0","1","0","368","1","0","1","1","1","1","0","3","10","女中音之鳥","1"
"4","200000001","4","0","4","4","0","0","22","4","204200","4","10","0","0","4","0","4","4","1","0","0","5","1","600420004","0","1","4","30","0","4","0","420","4","0","4","4","4","4","0","4","10","女中音之鳥","4"
"13","200000001","13","0","13","13","0","0","175","13","204200","13","10","0","0","13","0","13","13","1","0","0","15","1","600420013","0","1","13","30","0","13","0","1269","13","0","13","13","13","13","0","11","10","女中音之鳥","13"
"16","200000001","16","0","16","16","0","0","206","16","204200","16","10","0","0","16","0","16","16","1","0","0","16","1","600420016","0","1","16","30","0","16","0","1562","16","0","16","16","16","16","0","11","10","女中音之鳥","16"
"22","200000001","22","0","22","22","0","0","267","22","204200","22","10","0","0","22","0","22","22","1","0","0","18","1","600420022","0","1","22","30","0","22","0","2149","22","0","22","22","22","22","0","12","10","女中音之鳥","22"
"22","200000009","22","0","22","22","0","0","0","22","204300","22","10","0","0","22","0","22","22","1","0","0","15","1","600430022","202","1","22","30","0","22","0","1676","22","0","22","22","22","22","0","11","10","毒莢花","22"
"4","200000006","4","0","4","4","0","0","43","4","204400","4","10","0","0","4","0","4","4","1","0","0","7","1","600440004","0","1","4","30","0","4","0","399","4","0","4","4","4","4","0","5","10","惡魔寶寶","4"
"16","200000006","16","0","16","16","0","0","110","16","204400","16","10","0","0","16","0","16","16","1","0","0","16","1","600440016","0","1","16","30","0","16","0","1875","16","0","16","16","16","16","0","10","10","惡魔寶寶","16"
"0","300000022","200","50","5000","0","0","0","3000","0","322500","0","0","0","0","0","0","0","0","1","0","0","350","0","610201101","3000","1","0","130","0","0","0","50000000","5000","0","0","0","0","5000","0","350","0","妖狐神荒尾‧始源","0"
"0","300000001","200","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","50","1","0","0","9999","0","610201102","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000022","200","50","5000","0","0","0","10000","0","322600","12","0","0","0","0","0","0","12","1","0","0","150","0","610201151","10000","1","0","90","0","0","0","60000000","3000","0","0","0","0","5000","0","150","0","始源‧七重冠冕","0"
"0","300000001","200","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","50","1","0","0","9999","0","610201152","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000022","300","50","0","0","0","0","10000","0","322501","0","0","0","0","2000","0","0","1000","1","0","0","150","0","610201201","10000","1","0","0","0","0","0","300000000","0","0","10000","0","0","0","0","150","0","妖狐神荒尾‧始源","10000"
"0","300000033","300","50","10000","0","0","0","10000","0","322502","10000","0","0","0","0","0","0","0","1","0","0","99999","0","610201202","10000","1","0","180","0","0","0","300000000","0","0","0","0","0","10000","0","99999","0","妖狐神荒尾‧始源","0"
"0","300000022","300","50","10000","0","0","0","10000","0","322503","0","0","0","0","0","0","0","0","1","0","0","350","0","610201203","10000","1","0","130","0","0","0","300000000","10000","0","0","0","0","10000","0","350","0","妖狐神荒尾‧始源","0"
"0","300000001","300","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","0","1","0","0","9999","0","610201204","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","50","1","0","0","9999","0","610201205","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","50","1","0","0","9999","0","610201206","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000033","300","50","20000","0","0","0","50000","0","322601","0","0","0","0","0","0","0","0","1","0","0","99999","0","610201251","50000","1","0","0","0","0","0","300000000","0","0","0","0","0","0","0","99999","0","始源‧七重冠冕","0"
"0","300000022","300","50","20000","0","0","0","50000","0","322602","0","0","0","0","50000","0","0","0","1","0","0","500","0","610201252","50000","1","0","130","0","0","0","300000000","6000","0","0","0","0","10000","0","500","0","始源‧七重冠冕","0"
"0","300000022","300","50","20000","0","0","0","50000","0","322603","18","0","0","0","0","0","0","18","1","0","0","150","0","610201253","50000","1","0","90","0","0","0","300000000","6000","0","0","0","0","20000","0","150","0","始源‧七重冠冕","0"
"0","300000001","300","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","0","1","0","0","9999","0","610201254","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","50","1","0","0","9999","0","610201255","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","0","0","0","0","0","0","216902","200","0","0","0","0","0","0","50","1","0","0","9999","0","610201256","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000022","440","50","0","0","0","0","30000","0","322504","0","0","0","0","10000","0","0","5000","1","0","0","300","0","610201301","30000","1","0","0","0","0","0","1000000000","0","0","50000","0","0","0","0","300","0","妖狐神荒尾‧始源","50000"
"0","300000033","440","50","50000","0","0","0","30000","0","322505","50000","0","0","0","0","0","0","0","1","0","0","99999","0","610201302","30000","1","0","180","0","0","0","1000000000","0","0","0","0","0","50000","0","99999","0","妖狐神荒尾‧始源","0"
"0","300000022","440","50","50000","0","0","0","30000","0","322506","0","0","0","0","0","0","0","0","1","0","0","700","0","610201303","30000","1","0","130","0","0","0","1000000000","50000","0","0","0","0","50000","0","700","0","妖狐神荒尾‧始源","0"
"0","300000001","440","300","0","0","0","0","0","0","216902","200","0","0","0","400","0","0","0","1","0","0","9999","0","610201304","0","1","0","0","0","0","0","99999999","200","0","400","0","400","0","0","9999","0","氣勢敵人","400"
"0","300000001","440","300","0","0","0","0","0","0","216902","200","0","0","0","400","0","0","50","1","0","0","9999","0","610201305","0","1","0","0","0","0","0","99999999","200","0","400","0","400","0","0","9999","0","氣勢敵人","400"
"0","300000001","440","300","0","0","0","0","0","0","216902","200","0","0","0","400","0","0","50","1","0","0","9999","0","610201306","0","1","0","0","0","0","0","99999999","200","0","400","0","400","0","0","9999","0","氣勢敵人","400"
"0","300000033","440","50","50000","0","0","0","100000","0","322604","0","0","0","0","0","0","0","0","1","0","0","99999","0","610201351","100000","1","0","0","0","0","0","800000000","0","0","0","0","0","0","0","99999","0","始源‧七重冠冕","0"
"0","300000022","440","50","50000","0","0","0","100000","0","322605","0","0","0","0","50000","0","0","0","1","0","0","1000","0","610201352","100000","1","0","130","0","0","0","800000000","9000","0","0","0","0","20000","0","1000","0","始源‧七重冠冕","0"
"0","300000022","440","50","50000","0","0","0","100000","0","322606","18","0","0","0","0","0","0","18","1","0","0","300","0","610201353","100000","1","0","90","0","0","0","800000000","9000","0","0","0","0","50000","0","300","0","始源‧七重冠冕","0"
"0","300000001","440","300","0","0","0","0","0","0","216902","200","0","0","0","400","0","0","0","1","0","0","9999","0","610201354","0","1","0","0","0","0","0","99999999","200","0","400","0","400","0","0","9999","0","氣勢敵人","400"
"0","300000001","440","300","0","0","0","0","0","0","216902","200","0","0","0","400","0","0","50","1","0","0","9999","0","610201355","0","1","0","0","0","0","0","99999999","200","0","400","0","400","0","0","9999","0","氣勢敵人","400"
"0","300000001","440","300","0","0","0","0","0","0","216902","200","0","0","0","400","0","0","50","1","0","0","9999","0","610201356","0","1","0","0","0","0","0","99999999","200","0","400","0","400","0","0","9999","0","氣勢敵人","400"
"0","200000011","300","50","10000","0","0","0","5000","0","215903","10000","0","0","0","10000","0","0","10000","1","0","0","300","0","610201401","5000","1","0","0","0","0","0","6000000","10000","0","10000","0","0","0","0","300","0","妖狐_式神1","0"
"0","200000011","300","50","10000","0","0","0","5000","0","215904","10000","0","0","0","10000","0","0","10000","1","0","0","300","0","610201402","5000","1","0","0","0","0","0","3000000","10000","0","10000","0","0","0","0","300","0","妖狐_式神2","0"
"0","200000011","300","50","10000","0","0","0","5000","0","215905","10000","0","0","0","10000","0","0","10000","1","0","0","300","0","610201403","5000","1","0","0","0","0","0","1500000","10000","0","10000","0","0","0","0","300","0","妖狐_式神3","0"
"0","200000011","255","44","255","0","0","0","0","0","607101","255","1729","0","0","255","0","0","255","6","0","0","655","3","610201451","38908","27","0","37","0","0","1","35100761","255","0","0","0","0","255","30","875","0","克莉絲提娜的闇影","0"
"0","200000011","255","41","255","0","0","0","0","0","606901","255","1365","0","0","255","0","0","255","1","0","0","890","7","610201452","31761","27","0","34","0","0","0","29668894","255","0","0","0","0","255","40","983","0","霸瞳皇帝的闇影","0"
"0","200000011","255","41","255","0","0","0","36637","0","607001","255","0","0","0","255","0","0","255","1","0","17","752","0","610201453","0","27","0","33","0","0","1","21234405","255","0","0","0","0","255","45","627","2144","似似花的闇影","0"
"0","200000011","440","50","50000","0","0","0","30000","0","215903","50000","0","0","0","50000","0","0","50000","1","0","0","300","0","610201501","30000","1","0","0","0","0","0","30000000","50000","0","50000","0","0","0","0","300","0","妖狐_式神1","0"
"0","200000011","440","50","50000","0","0","0","30000","0","215904","50000","0","0","0","50000","0","0","50000","1","0","0","300","0","610201502","30000","1","0","0","0","0","0","15000000","50000","0","50000","0","0","0","0","300","0","妖狐_式神2","0"
"0","200000011","440","50","50000","0","0","0","30000","0","215905","50000","0","0","0","50000","0","0","50000","1","0","0","300","0","610201503","30000","1","0","0","0","0","0","7500000","50000","0","50000","0","0","0","0","300","0","妖狐_式神3","0"
"0","200000011","331","44","331","0","0","0","0","0","607101","331","1947","0","0","331","0","0","331","6","0","0","1477","3","610201551","117096","35","0","37","0","0","1","132587056","331","0","0","0","0","331","30","1745","0","克莉絲提娜的闇影","0"
"0","200000011","331","41","331","0","0","0","0","0","606901","331","1565","0","0","331","0","0","331","1","0","0","1786","7","610201552","101488","35","0","34","0","0","0","116402190","331","0","0","0","0","331","40","1886","0","霸瞳皇帝的闇影","0"
"0","200000011","331","41","331","0","0","0","115888","0","607001","331","0","0","0","331","0","0","331","1","0","17","1543","0","610201553","0","35","0","33","0","0","1","78805071","331","0","0","0","0","331","45","1421","2455","似似花的闇影","0"
"0","300000022","200","50","0","0","0","0","2000","0","322900","10000","0","0","0","10000","0","0","0","1","0","0","300","0","610202101","2000","1","0","180","0","0","0","50000000","10000","0","0","0","0","10000","0","300","0","歪音之精靈","0"
"0","300000001","200","300","200","0","0","0","0","0","216903","50","0","0","0","0","0","0","0","1","0","0","9999","0","610202102","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000031","300","50","25000","0","0","0","10000","0","322901","0","0","0","0","25000","0","0","0","1","0","0","99999","0","610202201","10000","1","0","0","0","0","0","300000000","0","0","0","0","0","0","0","99999","0","歪音之精靈","0"
"0","300000022","300","50","0","0","0","0","5000","0","322902","0","0","0","0","0","0","0","25000","1","0","0","750","0","610202202","5000","1","0","0","0","0","0","300000000","25000","0","0","0","0","0","0","750","0","歪音之精靈","0"
"0","300000022","300","50","0","0","0","0","10000","0","322903","25000","0","0","0","25000","0","0","0","1","0","0","300","0","610202203","10000","1","0","180","0","0","0","300000000","25000","0","0","0","0","25000","0","300","0","歪音之精靈","0"
"0","300000001","300","300","200","0","0","0","0","0","216903","0","0","0","0","0","0","0","0","1","0","0","9999","0","610202204","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","200","0","0","0","0","0","216903","0","0","0","0","0","0","0","0","1","0","0","9999","0","610202205","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","200","0","0","0","0","0","216903","50","0","0","0","0","0","0","0","1","0","0","9999","0","610202206","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000031","440","50","50000","0","0","0","20000","0","322904","0","0","0","0","50000","0","0","0","1","0","0","99999","0","610202301","20000","1","0","0","0","0","0","800000000","0","0","0","0","0","0","0","99999","0","歪音之精靈","0"
"0","300000022","440","50","0","0","0","0","10000","0","322905","0","0","0","0","0","0","0","50000","1","0","0","1100","0","610202302","10000","1","0","0","0","0","0","800000000","50000","0","0","0","0","0","0","1100","0","歪音之精靈","0"
"0","300000022","440","50","0","0","0","0","20000","0","322906","50000","0","0","0","50000","0","0","0","1","0","0","600","0","610202303","20000","1","0","180","0","0","0","800000000","50000","0","0","0","0","50000","0","600","0","歪音之精靈","0"
"0","300000001","440","300","200","0","0","0","0","0","216903","0","0","0","0","400","0","0","400","1","0","0","9999","0","610202304","0","1","0","0","0","0","0","99999999","200","0","400","0","0","0","0","9999","0","氣勢敵人","400"
"0","300000001","440","300","200","0","0","0","0","0","216903","0","0","0","0","400","0","0","400","1","0","0","9999","0","610202305","0","1","0","0","0","0","0","99999999","200","0","400","0","0","0","0","9999","0","氣勢敵人","400"
"0","300000001","440","300","200","0","0","0","0","0","216903","50","0","0","0","400","0","0","400","1","0","0","9999","0","610202306","0","1","0","0","0","0","0","99999999","200","0","400","0","0","0","0","9999","0","氣勢敵人","400"
"0","200000011","255","41","2550","0","0","0","0","0","251600","2550","0","0","0","2550","0","0","2550","0","0","0","1536","0","610202401","9424","1","0","0","0","0","0","36898780","2550","0","0","0","0","2550","0","1024","0","狂野角鹿","0"
"0","200000011","255","41","2550","0","0","0","0","0","254800","2550","0","0","0","2550","0","0","2550","0","0","0","960","0","610202402","34315","1","0","0","0","0","0","46091856","2550","0","0","0","0","2550","0","640","0","毒蟾蜍","0"
"0","200000011","255","41","2550","0","0","0","0","0","256100","2550","0","0","0","2550","0","0","2550","0","0","0","576","0","610202403","41941","1","0","0","0","0","0","47784473","2550","0","0","0","0","2550","0","384","0","流浪之鴉","0"
"0","200000011","255","41","2550","0","0","0","37461","0","258200","2550","0","0","0","2550","0","0","2550","0","0","0","384","0","610202404","0","1","0","0","0","0","0","46732046","2550","0","0","0","0","2550","0","256","0","幼年巨蜥","0"
"0","200000011","334","41","3340","0","0","0","0","0","251600","3340","0","0","0","3340","0","0","3340","0","0","0","2010","0","610202501","28983","1","0","0","0","0","0","122105523","3340","0","0","0","0","3340","0","1340","0","狂野角鹿","0"
"0","200000011","334","41","3340","0","0","0","0","0","254800","3340","0","0","0","3340","0","0","3340","0","0","0","1257","0","610202502","105715","1","0","0","0","0","0","153796447","3340","0","0","0","0","3340","0","838","0","毒蟾蜍","0"
"0","200000011","334","41","3340","0","0","0","0","0","256100","3340","0","0","0","3340","0","0","3340","0","0","0","754","0","610202503","129223","1","0","0","0","0","0","159726218","3340","0","0","0","0","3340","0","503","0","流浪之鴉","0"
"0","200000011","334","41","3340","0","0","0","136737","0","258200","3340","0","0","0","3340","0","0","3340","0","0","0","503","0","610202504","0","1","0","0","0","0","0","156898666","3340","0","0","0","0","3340","0","335","0","幼年巨蜥","0"
"0","300000022","200","50","10000","0","0","0","10000","0","323000","10000","0","0","0","10000","0","0","10000","1","0","0","500","0","610203101","10000","1","0","130","0","0","0","50000000","10000","0","0","0","0","10000","0","500","0","巨鋼機獸‧改造蓋登","0"
"0","300000001","200","300","200","0","0","0","0","0","216904","100","0","0","0","0","0","0","0","1","0","0","9999","0","610203102","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000031","300","50","0","0","0","0","50000","0","323001","25000","0","0","0","0","0","0","0","1","0","0","99999","0","610203201","50000","1","0","0","0","0","0","300000000","0","0","0","0","0","0","0","99999","0","巨鋼機獸‧改造蓋登","0"
"0","300000022","300","50","25000","0","0","0","12500","0","323002","25000","0","0","0","0","0","0","0","1","0","0","300","0","610203202","12500","1","0","130","0","0","0","300000000","0","0","5000","0","0","50000","0","300","0","巨鋼機獸‧改造蓋登","0"
"0","300000022","300","50","25000","0","0","0","25000","0","323003","25000","0","0","0","25000","0","0","25000","1","0","0","800","0","610203203","25000","1","0","130","0","0","0","300000000","25000","0","0","0","0","25000","0","800","0","巨鋼機獸‧改造蓋登","0"
"0","300000001","300","300","200","0","0","0","0","0","216904","0","0","0","0","0","0","0","0","1","0","0","9999","0","610203204","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","200","0","0","0","0","0","216904","100","0","0","0","0","0","0","0","1","0","0","9999","0","610203205","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","300","300","200","0","0","0","0","0","216904","100","0","0","0","0","0","0","0","1","0","0","9999","0","610203206","0","1","0","0","0","0","0","99999999","200","0","0","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000031","440","50","0","0","0","0","100000","0","323004","50000","0","0","0","0","0","0","0","1","0","0","99999","0","610203301","100000","1","0","0","0","0","0","900000000","0","0","0","0","0","0","0","99999","0","巨鋼機獸‧改造蓋登","0"
"0","300000022","440","50","50000","0","0","0","25000","0","323005","50000","0","0","0","0","0","0","0","1","0","0","1000","0","610203302","25000","1","0","130","0","0","0","900000000","0","0","100000","0","0","100000","0","1000","0","巨鋼機獸‧改造蓋登","0"
"0","300000022","440","50","50000","0","0","0","50000","0","323006","50000","0","0","0","50000","0","0","50000","1","0","0","1000","0","610203303","50000","1","0","130","0","0","0","900000000","50000","0","0","0","0","50000","0","1000","0","巨鋼機獸‧改造蓋登","0"
"0","300000001","440","300","200","0","0","0","0","0","216904","0","0","0","0","400","0","0","400","1","0","0","9999","0","610203304","0","1","0","0","0","0","0","99999999","200","0","400","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","440","300","200","0","0","0","0","0","216904","100","0","0","0","400","0","0","400","1","0","0","9999","0","610203305","0","1","0","0","0","0","0","99999999","200","0","400","0","0","0","0","9999","0","氣勢敵人","0"
"0","300000001","440","300","200","0","0","0","0","0","216904","100","0","0","0","400","0","0","400","1","0","0","9999","0","610203306","0","1","0","0","0","0","0","99999999","200","0","400","0","0","0","0","9999","0","氣勢敵人","0"
"0","200000011","255","55","255","0","0","0","0","0","259900","255","1669","0","0","255","0","0","255","1","0","0","510","18","610203401","57528","1","0","47","0","0","0","88496058","255","0","0","0","0","0","30","543","0","克蘿茜的闇影","0"
"0","200000011","255","55","255","0","0","0","0","0","259901","255","1669","0","0","255","0","0","255","1","0","0","510","18","610203402","57528","1","0","47","0","0","0","70796847","255","0","0","0","0","0","30","543","0","克蘿茜的闇影","0"
"0","200000011","255","55","255","0","0","0","0","0","259902","255","1669","0","0","255","0","0","255","1","0","0","510","18","610203403","57528","1","0","47","0","0","0","53097635","255","0","0","0","0","0","30","543","0","克蘿茜的闇影","0"
"0","200000011","255","55","255","0","0","0","0","0","259903","255","1669","0","0","255","0","0","255","1","0","0","510","18","610203404","57528","1","0","47","0","0","0","35398424","255","0","0","0","0","0","30","543","0","克蘿茜的闇影","0"
"0","200000011","337","55","337","0","0","0","0","0","259900","337","2065","0","0","337","0","0","337","1","0","0","689","18","610203501","194070","1","0","47","0","0","0","268169872","337","0","0","0","0","0","30","713","0","克蘿茜的闇影","0"
"0","200000011","337","55","337","0","0","0","0","0","259901","337","2065","0","0","337","0","0","337","1","0","0","689","18","610203502","194070","1","0","47","0","0","0","214535898","337","0","0","0","0","0","30","713","0","克蘿茜的闇影","0"
"0","200000011","337","55","337","0","0","0","0","0","259902","337","2065","0","0","337","0","0","337","1","0","0","689","18","610203503","194070","1","0","47","0","0","0","160901924","337","0","0","0","0","0","30","713","0","克蘿茜的闇影","0"
"0","200000011","337","55","337","0","0","0","0","0","259903","337","2065","0","0","337","0","0","337","1","0","0","689","18","610203504","194070","1","0","47","0","0","0","107267949","337","0","0","0","0","0","30","713","0","克蘿茜的闇影","0"
