415c7653b2be7ea05da274cb28d9e153c527f7d44c5272fc0b0d2d033b99d1ee,b8524909dfe4ed3bd104c5cf0881979bfd0f6174b5f0b60f9821fbed7fd2e629,edc098bc21c87acdf8ef546a825c6f9c69ad63a311ec1d9e3fc58a650a3da1d2,b109d05c0fcf364e82c2b274a1d7548d72af9c1452be7ec477b0ff3a82b4aa44,39221369e00576858d6d8d6271d17a9cd57c460c0bf0b66582c66ac7f5f9cdb3,e572d525d22ee1905e3327f386bd8078fbbcca9e3abfecd84a4a81843a098dcc,fad93a187393e13a41abe002e015845c701efe38dd015bdbb648105d5c52635f,d5d08e5c3d7a681e3d37bfc97b862220883196ff5c43edf3ea145022a0b0eee3,bd604638b43ade941a3020bc52bade3f358c6d5b2f18a5b0594555866739ea24,44b073eaf0cfc8363673dcfbd52cf73c443c3da3b95d725dd7fa1d7e34745016,4226c31f9815f95384808a923f6e5a989864b2b3d7ca851a109e737fc22c01b5
"0","","3","1000001","3112","","0","","131120043","shock_jump",""
"","","93","0.6","3112","","","","131120044","0",""
"0.2","","3","3","3112","","1","","131120045","round_monster_idle",""
"","","93","0.4","3112","","","","131120046","0",""
"","0","2","1000001","3112","","-250","0","131120047","0",""
"","","3","1000001","3112","","1","","131120048","escape",""
"","1","2","1000001","3112","","-250","0","131120049","-600",""
"","","93","1","3112","","","","131120050","0",""
"0.2","1","6","1000001","3112","","1","0","131120051","1",""
"","","93","0.4","3112","","","","131120052","0",""
"","","113","2","3112","","","","131120053","0",""
"0","0","31","311300","3113","","345.4","1","131130001","311300",""
"","","91","0","3113","","","","131130002","",""
"0.2","","3","1000001","3113","","0","","131130003","wait_gradeUp",""
"","","32","311300","3113","","","","131130004","1",""
"","","93","0.1","3113","","","","131130005","0",""
"","","32","3","3113","","","","131130006","0",""
"","","93","0.8","3113","","","","131130007","0",""
"0","1.05","123","1.05","3113","","1.05","0","131130008","1.05",""
"","","122","5","3113","","0.5","","131130009","5",""
"","","93","1.1","3113","","","","131130010","0",""
"0","1.05","123","1.05","3113","","1.05","0","131130011","1.05",""
"","","122","10","3113","","0.5","","131130012","10",""
"","","93","0.8","3113","","","","131130013","0",""
"0.2","","3","1000001","3113","","0","","131130014","glad_dot_light",""
"","","93","0.1","3113","","","","131130015","0",""
"5","0.907","123","0.907","3113","","0.907","0.4","131130016","0.907",""
"","","93","1","3113","","","","131130017","0",""
"0.2","","3","1000001","3113","","0","","131130018","disappoint",""
"","","93","1","3113","","","","131130019","0",""
"","","113","2","3113","","","","131130020","",""
"0","0","31","311400","3114","","345.4","1","131140001","311400",""
"","","91","0","3114","","","","131140002","",""
"0","1.05","123","1.05","3114","","1.05","7.4","131140003","1.05",""
"0.2","","3","1000001","3114","","0","","131140004","wait",""
"","","32","311400","3114","","","","131140005","1",""
"","","93","0.1","3114","","","","131140006","0",""
"","","32","2","3114","","","","131140007","0",""
"","","93","3.4","3114","","","","131140008","0",""
"5","0.95","123","0.95","3114","","0.95","3.2","131140009","0.95",""
"0.1","shock_short_loop","3","1000001","3114","","0","1","131140010","shock_short_in","0"
"","","93","1.4","3114","","","","131140011","0",""
"0.2","","3","1000001","3114","","0","","131140012","disappoint",""
"","","93","0.7","3114","","","","131140013","0",""
"","","113","2","3114","","","","131140014","",""
"0","0","31","312100","3121","","345.4","1","131210001","312100",""
"","","91","0","3121","","","","131210002","",""
"0","1.05","123","1.05","3121","","1.05","7.4","131210003","1.05",""
"0.2","","3","1000001","3121","","0","","131210004","wait",""
"","","35","2","3121","","","","131210005","1",""
"","","23","se_travel","3121","","0","","131210006","se_travel_treasure_big_rock",""
"","","93","3.7","3121","","","","131210007","0",""
"","","32","312100","3121","","","","131210008","1",""
"","","122","15","3121","","0.65","","131210009","15",""
"","","93","0.5","3121","","","","131210010","0",""
"","","122","20","3121","","3.2","","131210011","20",""
"0.2","","3","1000001","3121","","0","","131210012","shock_jump_short",""
"","","91","0","3121","","","","131210013","0",""
"0","","3","1000001","3121","","1","","131210014","escape",""
"","2","2","1000001","3121","","-240","0","131210015","-880",""
"","","93","0.8","3121","","","","131210016","0",""
"","","113","2","3121","","","","131210017","",""
"0.2","","3","1000001","3122","","1","","131220001","idle",""
"0","-65","31","312200","3122","","345","1","131220002","11",""
"0","-65","31","312201","3122","","345","1","131220003","12",""
"","","91","0","3122","","","","131220004","",""
"0","1.05","123","1.05","3122","","1.05","6.8","131220005","1.05","0"
"0.2","","3","1000001","3122","","0","","131220006","wait",""
"","","35","2","3122","","","","131220007","1",""
"","","93","4","3122","","","","131220008","0",""
"0","0.95","123","0.95","3122","","0.95","0.4","131220009","0.95",""
"","","32","11","3122","","","","131220010","1",""
"","","32","12","3122","","","","131220011","1",""
"","","3","1000001","3122","","0","","131220012","arrow_panic",""
"","","93","2.7","3122","","","","131220013","0",""
"","","113","2","3122","","","","131220014","0",""
"0","0","31","6","3123","","345.4","1","131230001","6",""
"0","0","31","7","3123","","345.4","1","131230002","7",""
"0","0","31","310000","3123","","345.4","1","131230003","310000",""
"0","0","31","312300","3123","","345.4","1","131230004","312300",""
"1","0","31","990001","3123","","345.4","1","131230005","990001",""
"1.1","345","5","4","3123","reward_loop","14","-180","131230006","14","0"
"","","91","0","3123","","","","131230007","",""
"0","1.05","123","1.05","3123","","1.05","7.4","131230008","1.05",""
"0.2","","3","1000001","3123","","0","","131230009","wait",""
"","","35","2","3123","","","","131230010","1",""
"","","93","4.9","3123","","","","131230011","0",""
"","","122","30","3123","","0.4","","131230012","30",""
"","","32","312300","3123","","","","131230013","1",""
"","","32","6","3123","","","","131230014","1",""
"","","93","0.1","3123","","","","131230015","0",""
"","","32","2","3123","","","","131230016","0",""
"","","32","3","3123","","","","131230017","0",""
"","","3","1000001","3123","","0","","131230018","dotEyes_noEmotion",""
"","0","21","vo_travel_round_event","3123","","0","","131230019","vo_travel_round_event_3123",""
"","","93","2.5","3123","","","","131230020","0",""
"","","32","7","3123","","","","131230021","1",""
"","","93","0.1","3123","","","","131230022","0",""
"","","32","6","3123","","","","131230023","0",""
"","","93","0.2","3123","","","","131230024","0",""
"0","0.95","123","0.95","3123","","0.95","0.3","131230025","0.95",""
"","","32","310000","3123","","","","131230026","1",""
"","","93","0.2","3123","","","","131230027","0",""
"","","122","50","3123","","0.6","","131230028","50",""
"","","93","1.6","3123","","","","131230029","0",""
"","","113","2","3123","","","","131230030","",""
"0","0","31","312400","3124","","345.4","1","131240001","312400",""
"0","0","31","8","3124","","345.4","1","131240002","8",""
"","","35","8","3124","","","","131240003","0",""
"","","32","8","3124","","","","131240004","1",""
"1","0","31","990002","3124","","345.4","1","131240005","990002",""
"0.5","345.4","5","2","3124","empty","56","-240","131240006","3124","0"
"","","91","0","3124","","","","131240007","",""
"0","1.05","123","1.05","3124","","1.05","7.4","131240008","1.05",""
"0.2","","3","1000001","3124","","0","","131240009","wait",""
"","","35","2","3124","","","","131240010","1",""
"","","93","5.4","3124","","","","131240011","0",""
"","","32","312400","3124","","","","131240012","1",""
"","","93","0.1","3124","","","","131240013","0",""
"","","32","2","3124","","","","131240014","0",""
"0","0.95","123","0.95","3124","","0.95","0.4","131240015","0.95",""
"0.2","","3","1000001","3124","","0","","131240016","glad",""
"0","","3","3124","3124","","0","","131240017","drop",""
"","","93","0.7","3124","","","","131240018","0",""
"0.2","","3","1000001","3124","","0","","131240019","joy_short",""
"","","93","0.7","3124","","","","131240020","0",""
"0","","3","3124","3124","","0","","131240021","shock",""
"","","93","0.8","3124","","","","131240022","0",""
"0.2","","3","1000001","3124","","0","0","131240023","shock_jump_mimic",""
"","","93","2.4","3124","","","","131240024","0",""
"","","113","2","3124","","","","131240025","",""
"0","0","31","320000","3200","","345.4","1","132000001","320000",""
"0","0","31","110","3200","","345.4","1","132000002","110",""
"0","0","31","111","3200","","345.4","1","132000003","111",""
"1","0","31","990001","3200","","345.4","1","132000004","990001",""
"","","91","0","3200","","","","132000005","",""
"0","1.05","123","1.05","3200","","1.05","7.4","132000006","1.05",""
"0.2","","3","1000001","3200","","0","","132000007","wait",""
"","","35","2","3200","","","","132000008","1",""
"","","93","5.4","3200","","","","132000009","0",""
"0.2","","3","1000001","3200","","0","","132000010","glad",""
"","","32","320000","3200","","","","132000011","1",""
"","","93","1","3200","","","","132000012","0",""
"5","0.95","123","0.95","3200","","0.95","0.8","132000013","0.95",""
"","","32","110","3200","","","","132000014","1",""
"","","32","111","3200","","","","132000015","1",""
"","","93","0.1","3200","","","","132000016","0",""
"","","32","2","3200","","","","132000017","0",""
"","","32","3","3200","","","","132000018","0",""
"","","93","1.1","3200","","","","132000019","0",""
"0.2","joy_round3_loop","3","1000001","3200","","0","1","132000020","joy_round3_in","0"
"","","93","0.5","3200","","","","132000021","0",""
"","","32","998","3200","","","","132000022","1",""
"","","93","5.2","3200","","","","132000023","0",""
"","","113","1","3200","","","","132000024","",""
"0","0","31","320000","3201","","345.4","1","132010001","320000",""
"0","0","31","110","3201","","345.4","1","132010002","110",""
"0","0","31","111","3201","","345.4","1","132010003","111",""
"1","0","31","990002","3201","","345.4","1","132010004","990002",""
"","","91","0","3201","","","","132010005","",""
"0","1.05","123","1.05","3201","","1.05","7.4","132010006","1.05",""
"0.2","","3","1000001","3201","","0","","132010007","wait",""
"","","35","2","3201","","","","132010008","1",""
"","","93","5.4","3201","","","","132010009","0",""
"0.2","","3","1000001","3201","","0","","132010010","glad",""
"","","32","320000","3201","","","","132010011","1",""
"","","93","1","3201","","","","132010012","0",""
"5","0.95","123","0.95","3201","","0.95","0.8","132010013","0.95",""
"","","32","110","3201","","","","132010014","1",""
"","","32","111","3201","","","","132010015","1",""
"","","93","0.1","3201","","","","132010016","0",""
"","","32","2","3201","","","","132010017","0",""
"","","32","3","3201","","","","132010018","0",""
"","","93","1.1","3201","","","","132010019","0",""
"0.2","joy_round3_loop","3","1000001","3201","","0","1","132010020","joy_round3_in","0"
"","","93","0.5","3201","","","","132010021","0",""
"","","32","998","3201","","","","132010022","1",""
"","","93","5.2","3201","","","","132010023","0",""
"","","113","1","3201","","","","132010024","",""
"0","0","31","320000","3202","","345.4","1","132020001","320000",""
"0","0","31","320001","3202","","345.4","1","132020002","320001",""
"0","0","31","110","3202","","345.4","1","132020003","110",""
"0","0","31","111","3202","","345.4","1","132020004","111",""
"1","0","31","990003","3202","","345.4","1","132020005","990003",""
"","","91","0","3202","","","","132020006","",""
"0","1.05","123","1.05","3202","","1.05","7.4","132020007","1.05",""
"0.2","","3","1000001","3202","","0","","132020008","wait",""
"","","32","320001","3202","","","","132020009","1",""
"","","93","0.1","3202","","","","132020010","0",""
"","","32","2","3202","","","","132020011","0",""
"","","93","5.3","3202","","","","132020012","0",""
"0.2","","3","1000001","3202","","0","","132020013","glad",""
"","","32","320000","3202","","","","132020014","1",""
"","","93","1","3202","","","","132020015","0",""
"5","0.95","123","0.95","3202","","0.95","0.8","132020016","0.95",""
"","","32","110","3202","","","","132020017","1",""
"","","32","111","3202","","","","132020018","1",""
"","","93","0.1","3202","","","","132020019","0",""
"","","32","320001","3202","","","","132020020","0",""
"","","32","3","3202","","","","132020021","0",""
"","","93","1.1","3202","","","","132020022","0",""
"0.2","joy_round3_loop","3","1000001","3202","","0","1","132020023","joy_round3_in","0"
"","","93","0.5","3202","","","","132020024","0",""
"","","32","998","3202","","","","132020025","1",""
"","","93","5.2","3202","","","","132020026","0",""
"","","113","1","3202","","","","132020027","",""
"0","0","31","6","3211","","345.4","1","132110001","6",""
"0","0","31","7","3211","","345.4","1","132110002","7",""
"0","0","31","8","3211","","345.4","1","132110003","8",""
"0","0","31","111","3211","","345.4","1","132110004","111",""
"0","0","31","110","3211","","345.4","1","132110005","110",""
"0","0","31","321100","3211","","345.4","1","132110006","321100",""
"0","0","31","321101","3211","","345.4","1","132110007","321101",""
"0","0","31","321102","3211","","345.4","1","132110008","321102",""
"1.3","8000","5","3","3211","appear","55","0","132110009","13","0"
"0.89","8000","1","2","3211","03_run","56","-250","132110010","100711","1"
"","","91","0","3211","","","","132110011","",""
"0","1","6","13","3211","","1","0","132110012","1","0"
"","0","2","13","3211","","-250","0","132110013","95",""
"","0","2","100711","3211","","-250","0","132110014","1100",""
"0","1.05","123","1.05","3211","","1.05","7.4","132110015","1.05",""
"0.2","","3","1000001","3211","","0","","132110016","wait",""
"","","35","2","3211","","","","132110017","1",""
"","","93","4.9","3211","","","","132110018","0",""
"0","0.95","123","0.95","3211","","0.95","0.3","132110019","0.95",""
"","","23","se_travel","3211","","0","","132110020","se_travel_treasure_ghost_special_success",""
"","","32","8","3211","","","","132110021","1",""
"","","35","8","3211","","","","132110022","0",""
"","","32","6","3211","","","","132110023","1",""
"","","93","0.1","3211","","","","132110024","0",""
"","","32","2","3211","","","","132110025","0",""
"","","32","3","3211","","","","132110026","0",""
"0.2","","3","1000001","3211","","0","","132110027","dotEyes",""
"","","93","0.3","3211","","","","132110028","0",""
"","","3","13","3211","","0","","132110029","appear",""
"0","1","6","13","3211","","1","1","132110030","1","0"
"","","93","0.67","3211","","","","132110031","0",""
"","","3","1000001","3211","","0","","132110032","shock_jump",""
"","1","2","1000001","3211","","-250","0","132110033","70",""
"","","93","1.1","3211","","","","132110034","0",""
"","","3","1000001","3211","","1","","132110035","escape",""
"","1.2","2","1000001","3211","","-250","0","132110036","-350",""
"","","3","13","3211","","0","","132110037","march_pudding",""
"","","32","7","3211","","","","132110038","1",""
"","","93","0.1","3211","","","","132110039","0",""
"","","32","6","3211","","","","132110040","0",""
"","","93","0.3","3211","","","","132110041","0",""
"","","32","321100","3211","","","","132110042","1",""
"","","93","0.4","3211","","","","132110043","0",""
"","1.1","2","100711","3211","","-250","0","132110044","630",""
"","","93","0.9","3211","","","","132110045","0",""
"","0","21","vo_travel_round_event","3211","","1","","132110046","vo_travel_round_event_3211",""
"","","93","0.2","3211","","","","132110047","0",""
"","","3","100711","3211","","1","","132110048","03_idle","0"
"","","93","0.3","3211","","","","132110049","0",""
"0.2","03_idle","3","100711","3211","","0","","132110050","03_attack","0.2"
"","","32","321101","3211","","","","132110051","1",""
"","","3","1000001","3211","","1","","132110052","run",""
"","","4","1000001","3211","","","","132110053","0",""
"","2","2","1000001","3211","","-250","0","132110054","70",""
"","","93","0.6","3211","","","","132110055","0",""
"","","32","321102","3211","","","","132110056","1",""
"","","32","110","3211","","","","132110057","1",""
"","","32","111","3211","","","","132110058","1",""
"","","93","0.1","3211","","","","132110059","0",""
"","","32","7","3211","","","","132110060","0",""
"","","93","1.2","3211","","","","132110061","0",""
"","","32","8","3211","","","","132110062","0",""
"","","93","0.1","3211","","","","132110063","0",""
"0.2","","3","100711","3211","","0","","132110064","03_joy_short",""
"0.2","joy_round3_loop","3","1000001","3211","","0","1","132110065","joy_round3_in","0.2"
"","","32","998","3211","","","","132110066","1",""
"","","93","0.7","3211","","","","132110067","0",""
"","","3","13","3211","","1","","132110068","pudding_loop",""
"","","93","4.5","3211","","","","132110069","0",""
"","","113","1","3211","","","","132110070","",""
"0.2","","3","1000001","3212","","1","","132120001","idle",""
"0","0","31","301200","3212","","0","1","132120002","13",""
"0","0","31","101","3212","","0","1","132120003","14",""
"0","-150","31","301204","3212","","260","1","132120004","16",""
"0","-120","31","301204","3212","","320","1","132120005","19",""
"0","0","31","301205","3212","","0","1","132120006","17",""
"0","0","31","6","3212","","345.4","1","132120007","18",""
"0","0","31","301201","3212","","345.4","1","132120008","20",""
"0","0","31","301202","3212","","345.4","1","132120009","21",""
"0","0","31","111","3212","","345.4","1","132120010","111",""
"","","35","111","3212","","","","132120011","0",""
"0","0","31","110","3212","","345.4","1","132120012","110",""
"1","9340","5","1","3212","round_monster_walk","55","-234","132120013","3","0"
"","","91","0","3212","","","","132120014","",""
"0","1","6","3","3212","","1","0","132120015","1","0"
"0","0","2","3","3212","","-234","0","132120016","345","0"
"0","1.05","123","1.05","3212","","1.05","7.4","132120017","1.05","0"
"0.2","","3","1000001","3212","","0","","132120018","wait",""
"","","35","2","3212","","","","132120019","1",""
"0","0","31","301203","3212","","0","1","132120020","15",""
"0.89","9340","1","2","3212","<weapon>_run","57","-250","132120021","1000003","0"
"0.89","9340","1","2","3212","<weapon>_run","58","-290","132120022","1000004","0"
"","","93","4.3","3212","","","","132120023","0",""
"0","0.95","123","0.95","3212","","0.95","0.4","132120024","0.95",""
"","","32","21","3212","","","","132120025","1",""
"","","35","21","3212","","","","132120026","0",""
"","","23","se_travel","3212","","","","132120027","se_travel_treasure_success_monster_helper_2",""
"","","32","18","3212","","","","132120028","1",""
"","","93","0.1","3212","","","","132120029","0",""
"","","32","2","3212","","","","132120030","0",""
"0.3","1","6","3","3212","","1","1","132120031","1","0"
"","","32","13","3212","","","","132120032","1",""
"","","3","3","3212","","0","","132120033","round_monster_appear",""
"","","3","1000001","3212","","0","","132120034","back",""
"","","93","0.67","3212","","","","132120035","0",""
"0.1","","3","3","3212","","0","","132120036","round_monster_walk",""
"","1.4","2","3","3212","","-234","0","132120037","220",""
"","","32","20","3212","","","","132120038","1",""
"","","93","0.1","3212","","","","132120039","0",""
"","","32","18","3212","","","","132120040","0",""
"","","93","0.5","3212","","","","132120041","0",""
"","","4","1000003","3212","","","","132120042","1",""
"","0","2","1000003","3212","","-240","0","132120043","1545",""
"","","4","1000004","3212","","","","132120044","1",""
"","0","2","1000004","3212","","-280","0","132120045","1635",""
"","","93","0.5","3212","","","","132120046","0",""
"0.3","","3","3","3212","","0","","132120047","round_monster_attack",""
"","","93","0.5","3212","","","","132120048","0",""
"","","32","17","3212","","","","132120049","1",""
"0.1","","3","1000001","3212","","0","","132120050","back_loop",""
"","","93","0.5","3212","","","","132120051","0",""
"","0","2","1000003","3212","","-240","0","132120052","920",""
"","0.16","2","1000003","3212","","-240","0","132120053","620",""
"0.2","","3","1000003","3212","","0","","132120054","<weapon>_run",""
"","","93","0.16","3212","","","","132120055","0",""
"0.2","","3","1000003","3212","","0","","132120056","<weapon>_attack_skipQuest",""
"","","93","0.1","3212","","","","132120057","0",""
"","0","2","3","3212","","-234","0","132120058","280",""
"","","4","3","3212","","","","132120059","1",""
"0","","3","3","3212","","0","","132120060","round_monster_die",""
"","","32","16","3212","","","","132120061","1",""
"","","93","0.15","3212","","","","132120062","0",""
"","0","2","1000004","3212","","-280","0","132120063","910",""
"","0.16","2","1000004","3212","","-280","0","132120064","710",""
"0.2","","3","1000004","3212","","0","","132120065","<weapon>_run",""
"","","93","0.16","3212","","","","132120066","0",""
"0.2","","3","1000004","3212","","0","","132120067","<weapon>_attack_skipQuest",""
"","","93","0.1","3212","","","","132120068","0",""
"","","93","0.1","3212","","","","132120069","0",""
"0","","3","3","3212","","0","","132120070","round_monster_die",""
"","","32","19","3212","","","","132120071","1",""
"","","93","0.4","3212","","","","132120072","0",""
"","0","2","1000001","3212","","-240","0","132120073","20",""
"0","","3","1000001","3212","","0","","132120074","back_origin",""
"0.2","","3","1000001","3212","","0","","132120075","surprise",""
"0.2","","3","1000003","3212","","1","","132120076","<weapon>_idle",""
"","","93","0.2","3212","","","","132120077","0",""
"","","32","110","3212","","","","132120078","1",""
"","","32","111","3212","","","","132120079","1",""
"","","93","0.2","3212","","","","132120080","0",""
"0.2","","3","1000004","3212","","1","","132120081","<weapon>_idle",""
"","","93","0.46","3212","","","","132120082","0",""
"0.6","1","6","3","3212","","1","0","132120083","1",""
"","","32","18","3212","","","","132120084","1",""
"","","93","0.02","3212","","","","132120085","0",""
"","","32","20","3212","","","","132120086","0",""
"","","32","21","3212","","","","132120087","0",""
"0.2","joy_round3_loop","3","1000001","3212","","0","1","132120088","joy_round3_in",""
"","","93","0.1","3212","","","","132120089","0",""
"0","","3","1000003","3212","","0","","132120090","<weapon>_joy_short",""
"","","93","0.1","3212","","","","132120091","0",""
"0","","3","1000004","3212","","0","","132120092","<weapon>_joy_short",""
"","","93","0.9","3212","","","","132120093","0",""
"","","32","998","3212","","","","132120094","1",""
"","","93","3.8","3212","","","","132120095","0",""
"","","113","1","3212","","","","132120096","0",""
"0","0","31","321300","3213","","345.4","1","132130001","321300",""
"0","0","31","111","3213","","345.4","1","132130002","111",""
"","","35","111","3213","","","","132130003","0",""
"0","0","31","110","3213","","345.4","1","132130004","110",""
"","","91","0","3213","","","","132130005","",""
"0.2","","3","1000001","3213","","0","","132130006","wait_gradeUp",""
"","","32","321300","3213","","","","132130007","1",""
"","","93","0.1","3213","","","","132130008","0",""
"","","32","2","3213","","","","132130009","0",""
"","","93","0.8","3213","","","","132130010","0",""
"0","1.05","123","1.05","3213","","1.05","0","132130011","1.05",""
"","","122","5","3213","","0.5","","132130012","5",""
"","","93","1.1","3213","","","","132130013","0",""
"0","1.05","123","1.05","3213","","1.05","0","132130014","1.05",""
"","","122","10","3213","","0.5","","132130015","10",""
"","","93","0.8","3213","","","","132130016","0",""
"0.2","","3","1000001","3213","","0","","132130017","glad_dot_light",""
"","","93","0.1","3213","","","","132130018","0",""
"5","0.907","123","0.907","3213","","0.907","0.4","132130019","0.907",""
"","","93","1.5","3213","","","","132130020","0",""
"","","122","20","3213","","0.7","","132130021","20",""
"","","93","1.4","3213","","","","132130022","0",""
"","","32","110","3213","","","","132130023","1",""
"","","32","111","3213","","","","132130024","1",""
"","","93","1.2","3213","","","","132130025","0",""
"0.2","joy_round3_loop","3","1000001","3213","","0","1","132130026","joy_round3_in","0"
"","","93","0.3","3213","","","","132130027","0",""
"","","32","998","3213","","","","132130028","1",""
"","","93","3.8","3213","","","","132130029","0",""
"","","113","1","3213","","","","132130030","",""
"0","0","31","321400","3214","","345.4","1","132140001","321400",""
"0.89","1088","1","2","3214","05_idle","57","-240","132140002","103111","1"
"0","0","31","110","3214","","345.4","1","132140003","110",""
"0","0","31","111","3214","","345.4","1","132140004","111",""
"","","91","0","3214","","","","132140005","",""
"0","1.05","123","1.05","3214","","1.05","7.4","132140006","1.05",""
"0.2","","3","1000001","3214","","0","","132140007","wait",""
"","","32","321400","3214","","","","132140008","1",""
"","","93","0.1","3214","","","","132140009","0",""
"","","32","2","3214","","","","132140010","0",""
"","","93","3.4","3214","","","","132140011","0",""
"5","0.95","123","0.95","3214","","0.95","3.2","132140012","0.95",""
"0.2","","3","1000001","3214","","0","","132140013","shock_jump_aura",""
"","","93","0.1","3214","","","","132140014","0",""
"","0.6","2","1000001","3214","","-240","2","132140015","70",""
"","","93","0.5","3214","","","","132140016","0",""
"0","","3","103111","3214","","1","","132140017","05_run_gamestart",""
"","0.5","2","103111","3214","","-240","0","132140018","586",""
"","","93","0.5","3214","","","","132140019","0",""
"0.2","","3","103111","3214","","1","","132140020","05_idle",""
"","","93","0.5","3214","","","","132140021","0",""
"0.2","05_idle","3","103111","3214","","0","1","132140022","shinobu_exorcise","0"
"","0","21","vo_travel_round_event","3214","","0","","132140023","vo_travel_round_event_3214",""
"","","93","1","3214","","","","132140024","0",""
"","","32","110","3214","","","","132140025","1",""
"","","32","111","3214","","","","132140026","1",""
"","","93","0.1","3214","","","","132140027","0",""
"","","32","3","3214","","","","132140028","0",""
"","","93","1.1","3214","","","","132140029","0",""
"0.2","joy_round3_loop","3","1000001","3214","","0","1","132140030","joy_round3_in","0"
"0.2","","3","103111","3214","","0","","132140031","05_joy_short",""
"","","93","0.5","3214","","","","132140032","0",""
"","","32","998","3214","","","","132140033","1",""
"","","93","3.8","3214","","","","132140034","0",""
"","","113","1","3214","","","","132140035","",""
"1","0","31","321500","3215","","345.4","1","132150001","321500",""
"1","0","31","321501","3215","","345.4","1","132150002","321501",""
"0","0","31","120","3215","","345.4","1","132150003","120",""
"0","0","31","121","3215","","345.4","1","132150004","121",""
"1","0","31","990001","3215","","345.4","1","132150005","990001",""
"","","91","0","3215","","","","132150006","",""
"0","1.05","123","1.05","3215","","1.05","7.4","132150007","1.05",""
"0.2","","3","1000001","3215","","0","","132150008","wait_wakuwaku",""
"","","35","2","3215","","","","132150009","1",""
"","","93","5.2","3215","","","","132150010","0",""
"5","0.95","123","0.95","3215","","0.95","0.8","132150011","0.95",""
"","","32","120","3215","","","","132150012","1",""
"","","32","121","3215","","","","132150013","1",""
"","","93","0.1","3215","","","","132150014","0",""
"","","32","321501","3215","","","","132150015","0",""
"","","32","2","3215","","","","132150016","0",""
"","","32","3","3215","","","","132150017","0",""
"","","32","998","3215","","","","132150018","1",""
"","","93","0.4","3215","","","","132150019","0",""
"0.2","","3","1000001","3215","","1","","132150020","dance",""
"","","93","4.8","3215","","","","132150021","0",""
"","","113","1","3215","","","","132150022","",""
"0","0","31","6","3216","","345.4","1","132160001","6",""
"0","0","31","8","3216","","345.4","1","132160002","8",""
"0","0","31","110","3216","","345.4","1","132160003","110",""
"0","0","31","111","3216","","345.4","1","132160004","111",""
"0","-80","31","301600","3216","","345.4","1","132160005","301600",""
"1","0","31","990002","3216","","345.4","1","132160006","990002",""
"","","91","0","3216","","","","132160007","",""
"0","1.05","123","1.05","3216","","1.05","7.4","132160008","1.05",""
"0.2","","3","1000001","3216","","0","","132160009","wait",""
"","","35","2","3216","","","","132160010","1",""
"","","93","5.4","3216","","","","132160011","0",""
"0","0.95","123","0.95","3216","","0.95","0.4","132160012","0.95",""
"","","32","8","3216","","","","132160013","1",""
"","","35","8","3216","","","","132160014","0",""
"","","32","301600","3216","","","","132160015","1",""
"","","32","6","3216","","","","132160016","1",""
"","","32","111","3216","","","","132160017","1",""
"","","35","111","3216","","","","132160018","0",""
"","","93","0.1","3216","","","","132160019","0",""
"","","32","2","3216","","","","132160020","0",""
"","","32","3","3216","","","","132160021","0",""
"0.1","","3","1000001","3216","","0","","132160022","glad",""
"","","93","0.1","3216","","","","132160023","0",""
"","","35","8","3216","","","","132160024","1",""
"","","32","110","3216","","","","132160025","1",""
"","","23","se_travel","3216","","0","","132160026","se_travel_treasure_special_success_butterfly",""
"","","93","1.5","3216","","","","132160027","0",""
"","","32","998","3216","","","","132160028","1",""
"0.2","joy_round3_loop","3","1000001","3216","","0","1","132160029","joy_round3_in",""
"","","93","5.2","3216","","","","132160030","0",""
"","","113","1","3216","","","","132160031","",""
"0","0","31","310000","3217","","345.4","1","132170001","310000",""
"0","0","31","310001","3217","","0","1","132170002","310001",""
"0","0","31","301700","3217","","345.4","1","132170003","301700",""
"0","-115","31","301701","3217","","740","1","132170004","301701",""
"0","0","31","301702","3217","","345.4","1","132170005","301702",""
"0","0","31","120","3217","","345.4","1","132170006","120",""
"0","0","31","321700","3217","","345.4","1","132170007","321700",""
"0.44","610","5","5","3217","empty","100","-235","132170008","15","0"
"0.44","610","5","5","3217","empty","55","-235","132170009","16","0"
"","","91","0","3217","","","","132170010","",""
"0","1.05","123","1.05","3217","","1.05","7.4","132170011","1.05",""
"0.2","","3","1000001","3217","","0","","132170012","wait",""
"","","35","2","3217","","","","132170013","1",""
"","","93","5.4","3217","","","","132170014","0",""
"0","0.95","123","0.95","3217","","0.95","0.3","132170015","0.95",""
"","","32","310000","3217","","","","132170016","1",""
"","","32","310001","3217","","","","132170017","1",""
"","","93","0.2","3217","","","","132170018","0",""
"","","122","50","3217","","0.6","","132170019","50",""
"0.2","","3","1000001","3217","","0","","132170020","shock",""
"","","93","1.6","3217","","","","132170021","0",""
"","","32","301700","3217","","","","132170022","1",""
"","","93","1.2","3217","","","","132170023","0",""
"","","23","se_travel","3217","","0","","132170024","se_travel_treasure_croce_ui",""
"","","3","15","3217","","0","","132170025","punch",""
"","","3","16","3217","","0","","132170026","punch_B",""
"","","93","0.2","3217","","","","132170027","0",""
"11","1.05","123","1.05","3217","","1.05","0.1","132170028","1.05",""
"","","93","0.1","3217","","","","132170029","0",""
"0","0.95","123","0.95","3217","","0.95","0.3","132170030","0.95",""
"","","93","1","3217","","","","132170031","0",""
"","","23","se_travel","3217","","0","","132170032","se_travel_treasure_croce_door",""
