3f3f39eb36cd51fcb4c895e9510bb657f7b1573138d229e0617a0cd1f45bec08,3ad1d1cca4a3a6b4c844a4c330a2ba230764c129d139954f67e0dcb87b786d2a,e2559d313ab7c00ad43eb0e756298df38075b5f635b83c73fcef11f361591f46,e69785504afb5e4590957fe6a8d21b92f0e37c212d2ff3b2ef7f6eb89f5102cb,d05c93a34f74a86ff32d983209d77cb77a45445a9829acf93bde9dd9630bef3d,ae69474bbfe716111f494d8fb068c440c18f13a8a694423d6a81820e49b74f17,f5a1e7042194edd10ed9808f4e43338d216aa095cdbc4252b569f4de5692c637,852dfa10198f0c52dbbf27dcfb52f175b6ad32a1b943d604308d63a69dfcf59f,4aabb603ca0c6c60d6149547f288ae06acefd8c298f84b5f42ce97037e0b1946,9cb34b811ddc7756b15dfb97e6b2c446fb196568b3ee3bbd57527f12095ea861,00b8358e0ab3de054811ed6670a3e75f6f14523ea5fd1323602f63a20c409364
"","","","91","203","","","","0","12030034",""
"","","","3","203","","1","nyx_203_yukari_03","3","12030035","0.5"
"","","","3","203","","1","nyx_203_yukari_03","103431","12030036","0.5"
"","","","11","203","","10","嘿咻～多喝一點～\n嗯呵呵～麥酒可是\n無所不能的啦～♪","103431","12030037",""
"","","","91","203","","","","0","12030038",""
"","","","93","203","","","","0.1","12030039",""
"1","nyx_203_yukari_05","","3","203","","0","nyx_203_yukari_06","3","12030040","0.2"
"1","nyx_203_yukari_05","","3","203","","0","nyx_203_yukari_06","103431","12030041","0.2"
"","","","93","203","","","","0.5","12030042",""
"1","nyx_cmn_05","0.2","3","203","","0","nyx_lookup","103231","12030043","0.2"
"","","","93","203","","","","2","12030044",""
"","","","12","203","","1","1","103231","12030045",""
"","","","4","203","","","1","3","12030046",""
"","","","4","203","","","1","103431","12030047",""
"","","","3","203","","0","nyx_203_yukari_04","3","12030048","0.2"
"","","","3","203","","0","nyx_203_yukari_04","103431","12030049","0.2"
"0","0.67","","2","203","","-10","-245","3","12030050",""
"0","0.67","","2","203","","-10","-245","103431","12030051",""
"","","","93","203","","","","0.67","12030052",""
"","","","93","203","","","","0.83","12030053",""
"0","0.5","","2","203","","-10","-265","3","12030054",""
"0","0.5","","2","203","","-10","-265","103431","12030055",""
"","","","93","203","","","","0.5","12030056",""
"0","0.67","","2","203","","-10","-328","3","12030057",""
"0","0.67","","2","203","","-10","-328","103431","12030058",""
"","","","3","203","","1","nyx_cmn_04","103231","12030059","0.2"
"1","nyx_idle_sad","0.2","3","203","","0","nyx_lookup","104831","12030060","0.2"
"","","","93","203","","","","0.67","12030061",""
"0","0.67","","2","203","","-10","-330","3","12030062",""
"0","0.67","","2","203","","-10","-330","103431","12030063",""
"","","","93","203","","","","0.67","12030064",""
"1","nyx_203_yukari_06","","3","203","","0","nyx_203_yukari_05","3","12030065","0.2"
"1","nyx_203_yukari_06","","3","203","","0","nyx_203_yukari_05","103431","12030066","0.2"
"","","","93","203","","","","0.66","12030067",""
"","","","12","203","","1","12","104831","12030068",""
"","","","93","203","","","","2","12030069",""
"","","","12","203","","1","9","103431","12030070",""
"1","nyx_talk_sad","0.2","3","203","","0","nyx_lookup","104631","12030071","0.2"
"","","","4","203","","","0","3","12030072",""
"","","","4","203","","","0","103431","12030073",""
"","","","3","203","","0","nyx_203_yukari_04","3","12030074","0.2"
"","","","3","203","","0","nyx_203_yukari_04","103431","12030075","0.2"
"0","0.67","","2","203","","-10","-285","3","12030076",""
"0","0.67","","2","203","","-10","-285","103431","12030077",""
"","","","93","203","","","","0.67","12030078",""
"","","","93","203","","","","0.83","12030079",""
"0","0.5","","2","203","","-10","-265","3","12030080",""
"0","0.5","","2","203","","-10","-265","103431","12030081",""
"","","","93","203","","","","0.5","12030082",""
"0","0.67","","2","203","","-10","-202","3","12030083",""
"0","0.67","","2","203","","-10","-202","103431","12030084",""
"","","","12","203","","1","5","104631","12030085",""
"","","","93","203","","","","0.67","12030086",""
"0","0.67","","2","203","","-10","-200","3","12030087",""
"0","0.67","","2","203","","-10","-200","103431","12030088",""
"","","","93","203","","","","0.67","12030089",""
"","","","3","203","","1","nyx_203_yukari_05","3","12030090","0.2"
"","","","3","203","","1","nyx_203_yukari_05","103431","12030091","0.2"
"","","","93","203","","","","0.66","12030092",""
"","","","3","203","","1","nyx_idle_sad","104631","12030093","0.2"
"","","","12","203","","1","6","103431","12030094",""
"","","","4","203","","","0","3","12030095",""
"","","","4","203","","","0","103431","12030096",""
"","","","93","203","","","","1","12030097",""
"","","","101","203","","","","12030039","12030098",""
"28.5","121.8","1","1","204","nyx_204_mifuyu_01","110","104831","1","12040001","1.2"
"28.5","121.8","1","5","204","nyx_204_mifuyu_01","120","2","2","12040002","1.2"
"-286.1","-278","0","1","204","nyx_idle_normal","110","103431","1","12040003","1.2"
"-286.1","283.5","1","1","204","nyx_idle_normal","140","104631","1","12040004","1.2"
"-286.1","-413","0","1","204","nyx_idle_normal","110","103231","1","12040005","1.2"
"1","0","","31","204","","0","1","2","12040006","1"
"-278","109","0","5","204","nyx_yagura_up_harf","130","3","3","12040007","1.2"
"1","34","","31","204","","-111","2","14","12040008","1"
"","","","25","204","","","bgm_M347","bgm_M347","12040009",""
"","","","93","204","","","","2","12040010",""
"","","","3","204","","1","nyx_204_mifuyu_01","104831","12040011","0.2"
"","","","3","204","","1","nyx_204_mifuyu_01","2","12040012","0.2"
"","","","11","204","","10","終於……\n完成了呢……","104831","12040013","0"
"","","","93","204","","","","0.2","12040014",""
"1","nyx_204_akino_01_loop","0.2","3","204","","0","nyx_lookup","104631","12040015","0.2"
"","","","93","204","","","","0.5","12040016",""
"","","","3","204","","1","nyx_204_mifuyu_02","104831","12040017","0.2"
"","","","3","204","","1","nyx_204_mifuyu_02","2","12040018","0.2"
"","","","91","204","","","","12040013","12040019",""
"","","","11","204","","10","比起設計階段\n很明顯地增加了\n許多功能呢……","104831","12040020","0"
"","","","93","204","","","","1.5","12040021",""
"1","nyx_lookup_loop","0.2","3","204","","0","nyx_lookup","103431","12040022","0.2"
"","","","91","204","","","","12040020","12040023",""
"","","","93","204","","","","0.2","12040024",""
"","","","3","204","","0","nyx_204_akino_01","103231","12040025","0.2"
"","","","11","204","","10","很驚訝對吧！\n這正是我們點子的\n心血結晶！","103231","12040026",""
"","","","93","204","","","","1","12040027",""
"","","","3","204","","1","nyx_204_akino_02","103231","12040028","0.2"
"","","","91","204","","","","12040026","12040029",""
"","","","93","204","","","","0.5","12040030",""
"","","","11","204","","10","是啊，我是很驚訝……\n沒想到妳們竟然會\n恣意妄為成這樣子","104831","12040031","0"
"","","","93","204","","","","0.2","12040032",""
"","","0.2","3","204","","1","nyx_204_mifuyu_03","104831","12040033","0.2"
"","","0.2","3","204","","1","nyx_204_mifuyu_03","2","12040034","0.2"
"","","","93","204","","","","3","12040035",""
"","","","91","204","","","","12040031","12040036",""
"","","","3","204","","1","nyx_talk_sad","104631","12040037",""
"","","","11","204","","10","為、為什麼\n妳在發抖喵？\n美冬…","104631","12040038",""
"","","","91","204","","","","0","12040039",""
"1","nyx_204_mifuyu_05","0.3","3","204","","0","nyx_204_mifuyu_04","104831","12040040","0.3"
"1","nyx_204_mifuyu_05","0.3","3","204","","0","nyx_204_mifuyu_04","2","12040041","0.3"
"","","","11","204","","10","這不是當然的嗎！\n這一堆毫無用處的\n功能是怎麼回事！","104831","12040042","0"
"","","","93","204","","","","0.6","12040043",""
"1","nyx_idle_surprise2","0.2","3","204","","0","cmn_shock_def_N","104631","12040044","0.3"
"1","nyx_idle_sad","0.2","3","204","","0","cmn_shock_def_N","103431","12040045","0.3"
"1","nyx_idle_surprise1","0.2","3","204","","0","cmn_shock_def_N","103231","12040046","0.3"
"","","","93","204","","","","1.5","12040047",""
"","","","91","204","","","","12040042","12040048",""
"","","","11","204","","10","不管怎麼看都是\n滿滿的浪費……\n太沒有效率了……！","104831","12040049","0"
"","","","91","204","","","","0","12040050",""
"","","0.3","3","204","","1","nyx_talk_sad","103431","12040051","0.3"
"","","","11","204","","10","冷、冷靜一點\n美冬……\n這也沒有辦法嘛……","103431","12040052",""
"","","","91","204","","","","0","12040053",""
"","","","11","204","","10","看到這個\n我怎麼可能還\n冷靜得下來啦～！","104831","12040054","0"
"","","","93","204","","","","2.7","12040055",""
"","","0.3","3","204","","1","nyx_cmn_03","103431","12040056","0.3"
"1","nyx_204_mifuyu_06","0.3","3","204","","0","nyx_204_mifuyu_07","104831","12040057","0.3"
"1","nyx_204_mifuyu_06","0.3","3","204","","0","nyx_204_mifuyu_07","2","12040058","0.3"
"","","","91","204","","","","12040052","12040059",""
"","","","93","204","","","","0.5","12040060",""
"","","","4","204","","1","0","103431","12040061",""
"","","","93","204","","","","0.5","12040062",""
"","","","12","204","","1","2","103431","12040063",""
"","","","93","204","","","","1.5","12040064",""
"","","","12","204","","1","17","104631","12040065",""
"","","0.3","3","204","","1","nyx_talk_sad","104631","12040066","0.3"
"","","","93","204","","","","1.5","12040067",""
"","","","4","204","","1","1","103431","12040068",""
"","","0.3","3","204","","1","nyx_idle_sad","104631","12040069","0.3"
"","","","93","204","","","","0.2","12040070",""
"","","","12","204","","1","7","103231","12040071",""
"1","cmn_pose02_def_N","0.2","3","204","","0","nyx_talk_joy1","103231","12040072","0.3"
"","","","93","204","","","","0.1","12040073",""
"","","0.3","3","204","","1","nyx_talk_sad","103431","12040074","0.3"
"","","","93","204","","","","2","12040075",""
"","","","12","204","","1","15","104831","12040076",""
"","","","93","204","","","","2","12040077",""
"","","","101","204","","","1","12040061","12040078",""
"-277","-135","0","1","301","nyx_301_yuni_01","110","111031","1","13010001","1.2"
"1","0","","31","301","","0","1","3","13010002","1"
"1","-195","","31","301","","40","2","17","13010003","1"
"1","-195","","31","301","","40","3","18","13010004","0"
"1","-195","","31","301","","40","4","19","13010005","0"
"","","","25","301","","","bgm_M347","bgm_M347","13010006",""
"","","","93","301","","","","2","13010007",""
"","","","11","301","","10","好朋友X……\n那個真的是\n浪漫的結晶啊……","111031","13010008",""
"","","","91","301","","","1","0","13010009",""
"","","","11","301","","10","由那創新之中所獲得\n的刺激應該以有形的\n方式留存下來才對…","111031","13010010",""
"","","","91","301","","","1","0","13010011",""
"","","","93","301","","","","0.6","13010012",""
"","","","3","301","","1","nyx_103_yuni_02","111031","13010013","0.2"
"","","","11","301","","10","綜上所述\n本來我是打算來蒐集\n好朋友X的殘骸的","111031","13010014",""
"","","","91","301","","","1","0","13010015",""
"","nyx_idle_normal","0.2","3","301","","0","cmn_pose02_def_N","111031","13010016","0.2"
"","","","11","301","","10","但如果只是修理這些\n並單純組裝起來的話\n也不過是仿造品罷了","111031","13010017",""
"","","","91","301","","","1","0","13010018",""
"1","nyx_103_yuni_04","","3","301","","0","nyx_103_yuni_03","111031","13010019","0.2"
"","","","11","301","","10","我要做些個人修改\n像是將機體縮小及\n改良各種功能","111031","13010020",""
"","","","91","301","","","1","0","13010021",""
"","","","3","301","","1","cmn_pose02_def_N","111031","13010022","0.2"
"","","","11","301","","10","嗯，也就是說\n鯛魚燒加上\n麥酒……","111031","13010023",""
"","","","91","301","","","","0","13010024",""
"","","","93","301","","","","0.5","13010025",""
"","","","3","301","","1","nyx_301_yuni_03","111031","13010026","0.2"
"","","","11","301","","10","不對，說到底\n為什麼鯛魚燒和麥酒\n會被裝進去呢","111031","13010027",""
"","","","91","301","","","1","0","13010028",""
"","","","11","301","","10","……真是令人費解啊\n看來似乎有必要先從\n這點開始思考起呢","111031","13010029",""
"","","","91","301","","","1","0","13010030",""
"","","","3","301","","1","nyx_301_yuni_01","111031","13010031","0.2"
"","","","11","301","","10","這是何等的難題啊\n我那對知識的探求心\n蠢蠢欲動了起來","111031","13010032",""
"","","","91","301","","","","0","13010033",""
"","","","93","301","","","","2","13010034",""
"","","","4","301","","","1","111031","13010035",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010036","0.2"
"","1.5","","2","301","","-277","-230","111031","13010037",""
"","","","93","301","","","","1.5","13010038",""
"1","nyx_idle_normal","0.2","3","301","","0","nyx_301_yuni_02","111031","13010039","0.2"
"","","","93","301","","","","3","13010040",""
"","","","4","301","","","0","111031","13010041",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010042","0.2"
"","1.5","","2","301","","-277","-95","111031","13010043",""
"","","","93","301","","","","1.5","13010044",""
"","","","12","301","","1","12","111031","13010045",""
"1","nyx_idle_normal","0.2","3","301","","0","nyx_301_yuni_02","111031","13010046","0.2"
"","","","93","301","","","","0.4","13010047",""
"","","","32","301","","","1","3","13010048",""
"","","","93","301","","","","2.6","13010049",""
"","","","4","301","","","1","111031","13010050",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010051","0.2"
"","1.5","","2","301","","-277","-230","111031","13010052",""
"","","","93","301","","","","1.5","13010053",""
"","","","12","301","","1","13","111031","13010054",""
"1","nyx_idle_normal","0.2","3","301","","0","nyx_301_yuni_02","111031","13010055","0.2"
"","","","93","301","","","","3","13010056",""
"","","","4","301","","","0","111031","13010057",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010058","0.2"
"","1.5","","2","301","","-277","-95","111031","13010059",""
"","","","93","301","","","","1.5","13010060",""
"1","nyx_idle_normal","0.2","3","301","","0","nyx_301_yuni_02","111031","13010061","0.2"
"","","","93","301","","","","0.4","13010062",""
"","","","32","301","","","1","4","13010063",""
"","","","93","301","","","","2.6","13010064",""
"","","","4","301","","","1","111031","13010065",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010066","0.2"
"","1.5","","2","301","","-277","-230","111031","13010067",""
"","","","93","301","","","","1.5","13010068",""
"1","nyx_idle_normal","0.2","3","301","","0","nyx_301_yuni_02","111031","13010069","0.2"
"","","","93","301","","","","3","13010070",""
"","","","4","301","","","0","111031","13010071",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010072","0.2"
"","4","","2","301","","-277","165","111031","13010073",""
"","","","93","301","","","","4","13010074",""
"","","","12","301","","1","12","111031","13010075",""
"1","nyx_idle_normal","0.2","3","301","","0","nyx_301_yuni_02","111031","13010076","0.2"
"","","","93","301","","","","3","13010077",""
"","","","4","301","","","1","111031","13010078",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010079","0.2"
"","4","","2","301","","-277","-230","111031","13010080",""
"","","","93","301","","","","4","13010081",""
"","","","12","301","","1","17","111031","13010082",""
"1","nyx_idle_normal","0.2","3","301","","0","cmn_pose02_def_N","111031","13010083","0.2"
"","","","93","301","","","","4","13010084",""
"","","","4","301","","","0","111031","13010085",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010086","0.2"
"","4","","2","301","","-277","165","111031","13010087",""
"","","","93","301","","","","4","13010088",""
"0","nyx_303_yuni_01","0.2","3","301","","0","nyx_301_yuni_02","111031","13010089","0.2"
"","","","93","301","","","","2.4","13010090",""
"","","","12","301","","1","7","111031","13010091",""
"","","","93","301","","","","1.6","13010092",""
"","","","4","301","","","1","111031","13010093",""
"","","","3","301","","1","cmn_walk_def_N","111031","13010094","0.2"
"","4","","2","301","","-277","-230","111031","13010095",""
"","","","93","301","","","","4","13010096",""
"","","","12","301","","1","2","111031","13010097",""
"1","cmn_pose02_def_N","0.2","3","301","","0","nyx_301_yuni_02","111031","13010098","0.2"
"","","","93","301","","","","4","13010099",""
"","","","101","301","","","","13010071","13010100",""
"-277","4000","1","1","302","nyx_idle_normal","110","111031","1","13020001","1.2"
"-277","-200","1","5","302","NoItem","120","2","2","13020002","1.2"
"1","0","","31","302","","0","1","3","13020003","1"
"1","-240","","31","302","","-110","3","20","13020004","0"
"1.2","-195","","31","302","","40","4","21","13020005","1"
"","","","25","302","","","bgm_M347","bgm_M347","13020006",""
"","","","93","302","","","","2","13020007",""
"1","nyx_idle_normal","0.2","3","302","","0","nyx_302_yuni_01","111031","13020008",""
"","0","","2","302","","-277","-200","111031","13020009",""
"","0","","2","302","","-279","-200","2","13020010",""
"","","","11","302","","10","……噗哈～！","111031","13020011",""
"","","","93","302","","","","0","13020012",""
"","","","32","302","","","1","3","13020013",""
"","","","91","302","","","","13020011","13020014",""
"","","","11","302","","10","不行不行\n差一點就要被埋在\n這堆材料山裡了","111031","13020015",""
"","","","91","302","","","","0","13020016",""
"1","NoItem","","3","302","","0","nyx_302_yuni_02","2","13020017","0.2"
"1","nyx_idle_normal","0.2","3","302","","0","nyx_302_yuni_02","111031","13020018","0.2"
"","","","11","302","","10","只不過因禍得福，\n竟然讓我意外地找到\n一直在找的零件","111031","13020019",""
"","","","93","302","","","","5","13020020",""
"","","","4","302","","","0","111031","13020021",""
"","","","3","302","","1","nyx_cmn_03","111031","13020022","0.2"
"","","","11","302","","10","唔嗯…還真是僥倖\n事已至此，那我就\n再潛航看看吧……","111031","13020023",""
"","","","91","302","","","","0","13020024",""
"","","","3","302","","1","nyx_301_yuni_01","111031","13020025","0.2"
"","","","11","302","","10","這種名為素材潛水的\n全新探索之旅意外的\n是件挺有意義的事呢","111031","13020026",""
"","","","91","302","","","1","0","13020027",""
"","","","11","302","","10","反正萬一溺水的話\n一定會有學弟妹\n注意到我的吧","111031","13020028",""
"","","","91","302","","","1","0","13020029",""
"1","nyx_302_yuni_04","","3","302","","0","nyx_302_yuni_03","111031","13020030","0.2"
"","","","11","302","","10","沒有辦法了\n我要上啦！","111031","13020031",""
"","","","91","302","","","1","0","13020032",""
"","","","93","302","","","","1.5","13020033",""
"","","","11","302","","10","唔。鑽得太深了\n看來……要出不去了！\n快來人！快來人啊！","111031","13020034",""
"","","","91","302","","","","0","13020035",""
"","","","93","302","","","","6","13020036",""
"","","","12","302","","1","2","111031","13020037",""
"","","","93","302","","","","4","13020038",""
"","","","12","302","","1","4","111031","13020039",""
"","","","93","302","","","","4","13020040",""
"","","","101","302","","","","13020036","13020041",""
"-221.5","49","1","1","303","nyx_303_yuni_07","110","111031","1","13030001","1.2"
"1","0","","31","303","","0","1","4","13030002","1"
"","","","25","303","","","bgm_M347","bgm_M347","13030003",""
"","","","93","303","","","","2","13030004",""
"","","","11","303","","10","唔嗯，整個過程雖然\n一波三折……但最後\n總算順利完成了呢","111031","13030005",""
"","","","91","303","","","","0","13030006",""
"","","","3","303","","1","nyx_303_yuni_01_noshadow","111031","13030007","0.2"
"","","","11","303","","10","哼哼哼……最終成果\n真是讓我心滿意足……","111031","13030008",""
"","","","91","303","","","","0","13030009",""
"","","","11","303","","10","外觀的完成度\n自然是無需多言\n值得一提的是功能面","111031","13030010",""
"","","","91","303","","","","0","13030011",""
"","","","3","303","","1","nyx_303_yuni_03","111031","13030012","0.2"
"","","","11","303","","10","來試著進行一下\n動作的測試吧","111031","13030013",""
"","","","91","303","","","","0","13030014",""
"1","nyx_303_yuni_04","0.2","3","303","","0","nyx_303_yuni_02","111031","13030015","0.2"
"","","","93","303","","","","3","13030016",""
"","","","3","303","","1","nyx_303_yuni_07","111031","13030017","0.2"
"","","","11","303","","10","嗯……\n映出表情的功能\n似乎沒有問題呢","111031","13030018",""
"","","","91","303","","","","0","13030019",""
"1","nyx_303_yuni_04","0.2","3","303","","0","nyx_303_yuni_09","111031","13030020","0.2"
"","","","11","303","","10","接下來要測試\n哪一個功能呢……","111031","13030021",""
"","","","91","303","","","","0","13030022",""
"","","","93","303","","","","0.5","13030023",""
"","","","11","303","","10","總而言之先隨便按\n幾個開關……哎呀\n這個按鈕可不行呢","111031","13030024",""
"","","","93","303","","","","1.5","13030025",""
"","","","3","303","","0","nyx_303_yuni_02","111031","13030026","0.2"
"","","","93","303","","","","1","13030027",""
"1","nyx_303_yuni_05","","3","303","","0","nyx_303_yuni_06","111031","13030028","0.2"
"","","","93","303","","","","2","13030029",""
"","","","11","303","","10","……好險好險\n差一點就要\n啟動自爆裝置了","111031","13030030",""
"","","","93","303","","","","0.1","13030031",""
"","","","3","303","","1","nyx_303_yuni_08","111031","13030032","0.2"
"","","","91","303","","","","13030030","13030033",""
"","","","93","303","","","","2","13030034",""
"1","nyx_303_yuni_04","0.2","3","303","","0","nyx_303_yuni_09","111031","13030035","0.2"
"","","","93","303","","","","2","13030036",""
"1","nyx_303_yuni_03","0.2","3","303","","0","nyx_303_yuni_02","111031","13030037","0.2"
"","","","93","303","","","","1.8","13030038",""
"","","","12","303","","1","6","111031","13030039",""
"","","","93","303","","","","3.2","13030040",""
"1","nyx_303_yuni_04","0.2","3","303","","0","nyx_303_yuni_09","111031","13030041","0.2"
"","","","93","303","","","","2","13030042",""
"1","nyx_303_yuni_08","0.2","3","303","","0","nyx_303_yuni_02","111031","13030043","0.2"
"","","","93","303","","","","1.8","13030044",""
"","","","12","303","","1","2","111031","13030045",""
"","","","93","303","","","","1.2","13030046",""
"","","","101","303","","","","13030034","13030047",""
