3634fd2b6a2e06948985cfada118789ca01619e0b3f336c470fb2172c0614e26,8577257b57b222c5314505109a785d2214c74b4e6dc86097bc64290d856cd57a,de54b3c3d98133dbb1db740a72ac687d37f115f7546dad8ecb0d917f26959806,0f9fb7fc0d50e33ef3a85bd0d6bdfe8cb37499bae757fb4246e0742ab84bf5f2,98b4915c48a31ce5b4b2c77810fc84b6a191c6a9c00d35f5e30bd425d0f5acbd,ca20f31e3570bab63462494571226b08b88bbad7931e25fce184eaa2adb4f607,002e275fc6ef4c76430a3613405904950e513bc7a80298da889952f739081f66,103e61e69ad48ef0d25502caf1f7e6e9d727a77582d46fb5ea68cda39beb3fa0,caa62c1b37b2e68fc874a27105f560e7e8134629a401d2f66f5ada60f7c38e80,3745a870a8e86e37c3a6ca44d4c60d251cf5c4295a5a066fbf730492e4bae35d,b9cfd7e7831d1f08030588de330e4d25eec26fab563b85a218ca1186f6c50d9d,b7c99e9163f3329198e94371b74db38abc7300c853527115db0e47969570644c,e74c719bb0d1a51691948245cc2ceb22a27805f78131f37e8fe26ce07a35b1f4,3825505d73e582faacda01d1ded742e46e566b1a91d412f2315e5aa81b36eff7,cce6af57bb0ef908419dee2c6d2b0d17f811cffb4629ea071ce6dc11d7e25474,3d5c4e3dc1f952c2b1b5b76d208ddcae5a1fb2fef1824fd28b987911041274ae
"156","15","阿澄佳奈","44","人族","0","璃乃（奇幻）","8","拉比林斯","裁縫","3","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","112901","25","A","親人又多話的妹系少女"
"155","16","大関英里","43","精靈族","0","步未（奇幻）","4","純白之翼 蘭德索爾分部","觀察","15","","113001","7","O","何時都會一見鍾情，純情少女"
"167","25","佐藤利奈","54","人族","0","流夏（夏日）","7","暮光流星群","釣魚","13","","113101","11","B","散發人情味的帥氣「大姐頭」"
"159","17","髙野麻美","45","魔族","0","杏奈（夏日）","7","暮光流星群","寫小說","13","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","113201","5","A","相信前世的中二病患「疾風之冥姬」"
"166","18","佳村はるか","55","魔族","0","七七香（夏日）","8","暮光流星群","讀書、魔法","13","","113301","21","O","宅宅暴走的魔法少女"
"156","17","大橋彩香","46","精靈族","0","初音（夏日）","12","森林守衛","和妹妹一起玩、回籠覺、午睡、早睡","6","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","113401","24","A","為了大家使用超能力的睡美人"
"165","21","國府田マリ子","54","精靈族","0","美里（夏日）","9","森林守衛","製作繪本","6","","113501","5","O","充滿母性又溫柔，大家的「美里老師」"
"171","25","川澄綾子","50","人族","0","純（夏日）","10","王宮騎士團","格鬥技、入浴","8","","113601","25","A","看不見面容的沉著女騎士"
"150","13","浅倉杏美","42","魔族","0","茜里（天使）","11","惡魔偽王國軍","薩克斯風","7","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","113701","22","O","愛撒嬌又受大家喜歡"
"150","13","原紗友里","40","魔族","0","依里（天使）","11","惡魔偽王國軍","所有遊戲","7","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","113801","22","O","怕生的任性女孩"
"153","14","木戸衣吹","45","人族","0","紡希（萬聖節）","9","慈樂之音","裁縫","4","","113901","7","AB","最愛時尚的可愛女孩"
"163","18","早見沙織","46","魔族","0","怜（萬聖節）","1","破曉之星","讀書、騎馬、茶","2","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","114001","12","B","冷酷又率直的劍士"
"146","12","下田麻美","40","獸人族","0","茉莉（萬聖節）","11","王宮騎士團","英雄扮演遊戲","8","","114101","25","O","仰慕英雄的見習騎士少女"
"140","18","辻あゆみ","33","人族","0","莫妮卡（魔法少女）","7","純白之翼 蘭德索爾分部","逛點心店","15","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","114201","28","A","外表與內心都是孩子的異國軍人"
"149","13","茅原実里","43","人族","0","智（魔法少女）","8","王宮騎士團","劍術、戲弄長輩","8","","114301","11","A","重情義愛捉弄人的劍術少女"
"157","18","松嵜麗","45","人族","0","秋乃（聖誕節）","3","墨丘利財團","慈善事業","12","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","114401","12","AB","目標成為頂尖商人的元氣大小姐"
"156","17","堀江由衣","43","精靈族","0","咲戀（聖誕節）","10","咲戀育幼院","經營、茶會","9","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","114501","4","A","經營育幼院的庶民派溫柔大小姐"
"164","22","今井麻美","55","精靈族","0","優花梨（聖誕節）","3","墨丘利財團","隨意逛街","12","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","114601","16","A","既純情又放心不下的成熟女性"
"148","16","潘めぐみ","40","人族","0","矛依未（新年）","8","？？？","冒險、回憶故事","","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","114701","11","O","徬徨的謎樣少女"
"149","24","井口裕香","??","精靈族","0","似似花（新年）","3","？？？","模仿、藝術欣賞","","","115001","24","O","隱居在研究所，相當文靜的大姊姊"
"140","11","伊藤美来","35","精靈族","0","可可蘿（祭服）","5","美食殿堂","冥想、養育動植物","1","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","115501","11","B","仰慕主人，小小嚮導"
"158","17","種田梨沙","47","人族","0","優衣（祭服）","4","破曉之星","料理、觀察人類","2","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","115601","5","O","擅長支援戰鬥，心地善良的少女"
"152","15","水瀬いのり","41","獸人族","0","霞（夏日）","11","哞哞自衛隊","讀書、推理","10","","115701","3","AB","頭腦聰明的美少女名偵探"
"150","18","徳井青空","100","獸人族","0","莉瑪（灰姑娘）","3","伊麗莎白牧場","理毛、聊天","11","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","115801","14","A","少女心的毛茸茸生物"
"168","17","小松未可子","54","獸人族","0","真琴（灰姑娘）","8","哞哞自衛隊","做點心","10","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","115901","9","O","不輸男人的狂野義氣少女"
"155","16","内田真礼","42","獸人族","0","真步（灰姑娘）","9","哞哞自衛隊","幻想、蒐集玩偶","10","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","116001","22","O","真步真步王國的公主"
"154","17","種﨑敦美","42","精靈族","0","克蘿依（聖學祭）","8","聖德蕾莎女子學院（好朋友社）","飛鏢","16","","116201","7","O","生長在市區的陰暗系精靈族"
"156","16","佐倉綾音","46","人族","0","琪愛兒（聖學祭）","9","聖德蕾莎女子學院（好朋友社）","跳舞、卡拉OK","16","","116301","15","O","天生自由奔放的失禮現代小孩"
"142","18","小原好美","36","人族","0","優妮（聖學祭）","2","聖德蕾莎女子學院（好朋友社）","讀書","16","","116401","28","O","沉睡於書庫的小小賢人"
"145","13","藤田茜","???","龍人族","0","祈梨（時空旅行）","9","龍族巢穴","遊戲","17","","116501","29","AB","嘴上功夫一流的廢材龍娘"
"156","16","小市眞琴","???","龍人族","0","嘉夜（時空旅行）","6","龍族巢穴","格鬥技","17","","116601","25","B","專門用拳頭來交朋友的打手龍少女"
"158","13","花澤香菜","44","精靈族","0","碧（工作服）","6","森林守衛","交朋友的想像訓練","6","","116701","6","AB","嚮往「朋友」的精靈之森女孩"
"158","18","沼倉愛美","48","獸人族","0","珠希（工作服）","3","墨丘利財團","與貓咪玩耍","12","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","116801","1","AB","鋤強扶弱的貓娘"
"163","20","田所あずさ","49","人族","0","美冬（工作服）","11","墨丘利財團","傭兵等等的打工","12","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","116901","11","O","公事私事都效率至上的傭兵少女"
"154","16","橋本ちなみ","43","魔族","0","惠理子（夏日）","7","暮光流星群","實驗、裁縫、料理","13","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","117001","30","B","專情於命中注定對象的少女"
"168","18","生天目仁美","54","人族","0","靜流（夏日）","10","拉比林斯","所有家事","3","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","117101","24","O","姐姐會照顧你的呦！"
"157","17","日笠陽子","40","人族","0","望（夏日）","1","慈樂之音","看舞台劇，跳舞","4","","117201","24","B","能歌善舞的超人氣偶像"
"163","17","福原綾香","46","人族","0","千歌（夏日）","6","慈樂之音","各種樂器","4","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","117301","3","O","守護人們而歌唱的唱喚士少女"
"153","14","木戸衣吹","45","人族","0","紡希（夏日）","9","慈樂之音","裁縫","4","","117401","7","AB","最愛時尚的可愛女孩"
"166","27","三石琴乃","53","人族","0","深月（大江戶）","3","暮光流星群","研究、實驗","13","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","117501","7","A","興趣是實驗的危險科學家"
"150","14","大空直美","40","精靈族","0","雪（大江戶）","10","純白之翼 蘭德索爾分部","欣賞鏡中的自己","15","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","117601","10","AB","我比任何人都還要美麗"
"158","19","高森奈津美","53","獸人族","0","香織（萬聖節）","7","哞哞自衛隊","跳舞、空手道","10","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","117701","7","A","隨時都「船到橋頭自然直」的天真少女"
"163","16","佐藤聡美","51","人族","0","妮諾（萬聖節）","8","純白之翼 蘭德索爾分部","忍法開發","15","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","117801","31","O","東國的神祕，請告訴我！"
"167","18","上坂すみれ","48","魔族","0","鈴奈（萬聖節）","4","月光學院","時尚","14","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","117901","10","O","天真浪漫的人氣超級名模"
"160","26","Lynn","57","人族","0","克蕾琪塔","9","里士滿工商會","數錢、打壞主意","18","","118001","19","A","醒悟了忠義的女商人"
"165","20","原田彩楓","53","魔族","0","蘭法","12","憤怒‧軍團","唱歌、看書，以及寫詩","19","","118101","28","O","歌唱尋求靜寂的陰沉少女"
"159","16","鬼頭明里","??","人族","0","美空","7","憤怒‧軍團","無","19","","118201","2","A","樂觀開朗，卻趨向毀滅的活潑少女"
"152","24","洲崎綾","43","人族","0","花凜","9","？？？","處理文件、散步、桌遊","","","118501","12","A","擔任【公會管理協會】職員的親切大姐姐"
"???","??","相坂優歌","???","？？？","0","涅比亞","?","？？？","惡作劇","","","118601","?","?","在幻霧玩耍的愛惡作劇嚮導小妖精"
"162","23","伊藤静","52","魔族","0","伊緒（黑暗）","8","月光學院","看戀愛小說、戀愛劇、戀愛漫畫","14","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","119001","14","B","魅惑眾多男性的純潔女老師"
"157","18","長妻樹里","49","人族","0","空花（黑暗）","11","純白之翼 蘭德索爾分部","閱讀小說","15","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","119101","19","AB","最愛妄想！其實是個害羞少女"
"142","20","新田恵海","35","人族","0","真陽（聖誕節）","3","伊麗莎白牧場","相聲","11","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","119201","3","B","令大家歡笑的歡樂牧場主人"
"156","15","阿澄佳奈","44","人族","0","璃乃（聖誕節）","8","拉比林斯","裁縫","3","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","119301","25","A","親人又多話的妹系少女"
"130","14","雨宮天","32","魔族","0","宮子（聖誕節）","1","惡魔偽王國軍","吃布丁","7","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","119901","23","B","最愛布丁的幽靈少女"
"168","18","生天目仁美","54","人族","0","靜流（黑暗）","10","拉比林斯","所有家事","3","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","120001","24","O","姐姐會照顧你的呦！"
"147","14","近藤玲奈","???","龍人族","0","雪菲（新年）","12","美食殿堂","讀書、伸展運動","1","","120701","14","B","失去記憶的龍人族少女"
"167","25","佐藤利奈","54","人族","0","流夏（新年）","7","暮光流星群","釣魚","13","","120801","11","B","散發人情味的帥氣「大姐頭」"
"172","??","丹下桜","50","魔族","0","伊莉亞（新年）","5","惡魔偽王國軍","征服世界","7","","120901","5","A","曾經支配黑夜的最強吸血鬼"
"156","17","M・A・O","46","人族","0","貪吃佩可（超載）","3","美食殿堂","邊走邊吃、料理","1","","121001","31","O","元氣滿點的空腹少女"
"152","14","立花理香","39","獸人族","0","凱留（超載）","9","美食殿堂","和貓咪玩耍","1","","121101","2","A","倒在路旁的謎之貓耳魔法師"
"160","25","沢城みゆき","??","人族","0","拉比林斯達（超載）","7","拉比林斯","觀察人類","3","","121201","25","AB","祕密結社拉比林斯的「迷宮女王」"
"150","12","植田佳奈","40","人族","0","胡桃（舞台）","6","咲戀育幼院","看戲、扮家家酒","9","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","121301","9","B","愛哭又膽小，令人想去保護的女孩"
"120","11","久野美咲","22","魔族","0","美咲（舞台）","1","月光學院","閱讀流行雜誌、蒐集化妝品","14","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","121401","3","A","稍微有點差距的少女戀情"
"155","16","大関英里","43","精靈族","0","步未（怪盜）","4","純白之翼 蘭德索爾分部","觀察","15","","121501","7","O","何時都會一見鍾情，純情少女"
"145","13","藤田茜","???","龍人族","0","祈梨（怪盜）","9","龍族巢穴","遊戲","17","","121601","29","AB","嘴上功夫一流的廢材龍娘"
"159","17","髙野麻美","45","魔族","0","杏奈（海盜）","7","暮光流星群","寫小說","13","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","121901","5","A","相信前世的中二病患「疾風之冥姬」"
"157","18","大坪由佳","42","魔族","0","忍（海盜）","12","惡魔偽王國軍","占卜","7","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","122001","22","AB","擅長占卜的靈能少女"
"158","13","花澤香菜","44","精靈族","0","碧（露營）","6","森林守衛","交朋友的想像訓練","6","","122101","6","AB","嚮往「朋友」的精靈之森女孩"
"164","22","今井麻美","55","精靈族","0","優花梨（露營）","3","墨丘利財團","隨意逛街","12","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","122201","16","A","既純情又放心不下的成熟女性"
"149","??","釘宮理惠","41","魔族","0","班比","?","？？？","散步、做料理","","","122301","?","AB","僕從親愛的主人"
"155","16","東山奈央","44","獸人族","0","日和（夏日）","8","破曉之星","助人、打氣加油","2","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","122401","27","A","最愛幫助別人！　正向思考的格鬥少女"
"163","18","早見沙織","46","魔族","0","怜（夏日）","1","破曉之星","讀書、騎馬、茶","2","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","122501","12","B","冷酷又率直的劍士"
"158","17","種田梨沙","47","人族","0","優衣（夏日）","4","破曉之星","料理、觀察人類","2","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","122601","5","O","擅長支援戰鬥，心地善良的少女"
"118","8","小倉唯","21","精靈族","0","鏡華（夏日）","2","小小甜心","讀書","5","","122701","2","A","端莊正直的嬌小優等生"
"128","9","諸星すみれ","27","人族","0","禊（夏日）","8","小小甜心","惡作劇、探險","5","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","122801","10","O","愛好冒險的搗蛋鬼"
"117","10","日高里菜","21","獸人族","0","美美（夏日）","4","小小甜心","蒐集可愛的東西","5","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","122901","3","O","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪"
"150","??","相坂優歌","???","？？？","0","愛梅斯","?","？？？","？？？","","","123001","?","?","以全新樣貌繼續支持騎士冒險的妖精"
"155","16","内田真礼","42","獸人族","0","真步（探險家）","9","哞哞自衛隊","幻想、蒐集玩偶","10","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","123101","22","O","真步真步王國的公主"
"148","14","芹澤優","38","人族","0","綾音（探險家）","5","咲戀育幼院","能在房間裡玩的遊戲","9","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","123201","10","B","永遠跟噗吉在一起！"
"157","19","和氣杏未","55","魔族？","0","涅婭","6","憤怒‧軍團","和可愛的正太玩、購物","19","","123301","13","B","超喜歡正太♪辣妹系史萊姆女孩"
"171","25","川澄綾子","50","人族","0","純（露營）","10","王宮騎士團","格鬥技、入浴","8","","123401","25","A","看不見面容的沉著女騎士"
"144","17","小岩井ことり","42","獸人族","0","鈴（萬聖節）","1","伊麗莎白牧場","紅豆麵包","11","","123501","1","B","視玩樂與睡眠為第一的懶惰少女"
"149","13","茅原実里","43","人族","0","智（萬聖節）","8","王宮騎士團","劍術、戲弄長輩","8","","123601","11","A","重情義愛捉弄人的劍術少女"
"166","18","佳村はるか","55","魔族","0","七七香（萬聖節）","8","暮光流星群","讀書、魔法","13","","123701","21","O","宅宅暴走的魔法少女"
"165","27","たかはし智秋","??","人族","0","克莉絲提娜（狂野）","2","王宮騎士團","和強敵之間的競爭","8","","123801","7","O","自視甚高的王宮騎士團副團長"
"146","12","下田麻美","40","獸人族","0","茉莉（狂野）","11","王宮騎士團","英雄扮演遊戲","8","","123901","25","O","仰慕英雄的見習騎士少女"
"150","13","浅倉杏美","42","魔族","0","茜里（聖誕節）","11","惡魔偽王國軍","薩克斯風","7","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","124001","22","O","愛撒嬌又受大家喜歡"
"150","13","原紗友里","40","魔族","0","依里（聖誕節）","11","惡魔偽王國軍","所有遊戲","7","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","124101","22","O","怕生的任性女孩"
"171","25","川澄綾子","50","人族","0","純（聖誕節）","10","王宮騎士團","格鬥技、入浴","8","","124201","25","A","看不見面容的沉著女騎士"
"168","25","大西沙織","???","龍人族","0","帆稀（新年）","4","龍族巢穴","繪畫、讀書","17","","124501","17","O","面帶詭譎的笑容看透一切的臥龍首領。"
"165","21","國府田マリ子","54","精靈族","0","美里（新年）","9","森林守衛","製作繪本","6","","124601","5","O","充滿母性又溫柔，大家的「美里老師」"
"166","27","三石琴乃","53","人族","0","深月（新年）","3","暮光流星群","研究、實驗","13","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","124701","7","A","興趣是實驗的危險科學家"
"157","17","日笠陽子","40","人族","0","望（解放者）","1","慈樂之音","看舞台劇，跳舞","4","","124801","24","B","能歌善舞的超人氣偶像"
"156","16","小市眞琴","???","龍人族","0","嘉夜（解放者）","6","龍族巢穴","格鬥技","17","","124901","25","B","專門用拳頭來交朋友的打手龍少女"
"148","16","潘めぐみ","40","人族","0","矛依未（解放者）","8","？？？","冒險、回憶故事","","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","125001","11","O","徬徨的謎樣少女"
"158","18","沼倉愛美","48","獸人族","0","珠希（咖啡廳）","3","墨丘利財團","與貓咪玩耍","12","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","125101","1","AB","鋤強扶弱的貓娘"
"140","18","辻あゆみ","33","人族","0","莫妮卡（咖啡廳）","7","純白之翼 蘭德索爾分部","逛點心店","15","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","125201","28","A","外表與內心都是孩子的異國軍人"
"140","11","伊藤美来","35","精靈族","0","可可蘿（遊俠）","5","美食殿堂","冥想、養育動植物","1","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","125301","11","B","仰慕主人，小小嚮導"
"153","14","小清水亜美","40","獸人族","0","栞（遊俠）","11","伊麗莎白牧場","讀書、散步","11","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","125401","3","A","喜愛讀書的體弱少女"
"156","17","金元寿子","45","人族","0","吉塔（術士）","3","？？？","冒險、聊天","","","125501","10","O","夢想前往天空冒險的騎空士少女"
"145","14","種﨑敦美","39","人族","0","碧卡拉","12","？？？","製作老鼠耳朵","","","125601","4","AB","陰陽之力兼具的鼠神宮巫女"
"152","24","洲崎綾","43","人族","0","花凜（鍊金術師）","9","？？？","處理文件、散步、桌遊","","","125701","12","A","擔任【公會管理協會】職員的親切大姐姐"
"154","15","鈴木みのり","44","人族","0","莉莉（墮落）","4","幻變少女","花藝、閱讀（經典文學）、東國畫","20","","125801","29","A","懷抱贖罪之心，追求力量的妹系大和撫子"
"147","13","前田佳織里","42","人族","0","可璃亞（墮落）","11","幻變少女","做點心、照顧花朵、演奏小提琴","20","","126001","1","O","背負著難以忘懷過錯的黑色翅膀聖女"
"135","10","高尾奏音","34","獸人族","0","普蕾西亞（墮落）","3","幻變少女","吃飯","20","","126101","1","O","繼承正義靈魂的爆食系天才純真女孩"
"172","??","丹下桜","50","魔族","0","伊莉亞（祭服）","5","惡魔偽王國軍","征服世界","7","","126201","5","A","曾經支配黑夜的最強吸血鬼"
"150","14","大空直美","40","精靈族","0","雪（祭服）","10","純白之翼 蘭德索爾分部","欣賞鏡中的自己","15","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","126301","10","AB","我比任何人都還要美麗"
"170","??","長谷川育美","未換裝時252","機械人族","0","克蘿茜","11","？？？","午睡，幫助他人","","","126401","11","?","笑容滿溢！精力充沛的機械少女"
"162","??","河瀨茉希","??","天使族","0","萊拉耶爾","1","吉歐‧提格尼亞","午睡、試吃甜點新品。","","","126501","17","?","兼具溫柔與傲慢的公主。"
"149","24","井口裕香","??","精靈族","0","似似花（夏日）","3","？？？","模仿、藝術欣賞","","","126601","24","O","隱居在研究所，相當文靜的大姊姊"
"157","18","松嵜麗","45","人族","0","秋乃（夏日）","3","墨丘利財團","慈善事業","12","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","126701","12","AB","目標成為頂尖商人的元氣大小姐"
"164","22","今井麻美","55","精靈族","0","優花梨（夏日）","3","墨丘利財團","隨意逛街","12","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","126801","16","A","既純情又放心不下的成熟女性"
"165","20","原田彩楓","53","魔族","0","蘭法（夏日）","12","憤怒‧軍團","唱歌、看書，以及寫詩","19","","126901","28","O","歌唱尋求靜寂的陰沉少女"
"157","18","長妻樹里","49","人族","0","空花（夏日）","11","純白之翼 蘭德索爾分部","閱讀小說","15","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","127001","19","AB","最愛妄想！其實是個害羞少女"
"157","18","大坪由佳","42","魔族","0","忍（夏日）","12","惡魔偽王國軍","占卜","7","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","127101","22","AB","擅長占卜的靈能少女"
"152","14","立花理香","39","獸人族","0","凱留（插班生）","9","美食殿堂","和貓咪玩耍","1","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","127201","2","A","倒在路旁的謎之貓耳魔法師"
"167","18","上坂すみれ","48","魔族","0","鈴奈（插班生）","4","月光學院","時尚","14","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","127301","10","O","天真浪漫的人氣超級名模"
"156","17","堀江由衣","43","精靈族","0","咲戀（薩拉薩利亞）","10","咲戀育幼院","經營、茶會","9","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","127501","4","A","經營育幼院的庶民派溫柔大小姐"
"167","25","佐藤利奈","54","人族","0","流夏（薩拉薩利亞）","7","暮光流星群","釣魚","13","","127601","11","B","散發人情味的帥氣「大姐頭」"
"145","12","豐田萌繪","???","龍人族","0","琳德","2","？？？","與妹妹一起度過的假日","","","127701","5","?","認真又拼命的龍女僕（姊）"
"145","12","關根明良","???","龍人族","0","烏爾姆","2","？？？","偷懶，與姐姐一起度過的假日","","","127801","5","?","不認真又倦怠的龍女僕（妹）"
"156","17","M・A・O","46","人族","0","貪吃佩可（聖誕節）","3","美食殿堂","邊走邊吃、料理","1","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","127901","31","O","元氣滿點的空腹少女"
"160","26","Lynn","57","人族","0","克蕾琪塔（聖誕節）","9","里士滿工商會","數錢、打壞主意","18","","128001","19","A","醒悟了忠義的女商人"
"145","13","藤田茜","???","龍人族","0","祈梨（新年）","9","龍族巢穴","遊戲","17","","128301","29","AB","嘴上功夫一流的廢材龍娘"
"156","17","大橋彩香","46","精靈族","0","初音（新年）","12","森林守衛","和妹妹一起玩、回籠覺、午睡、早睡","6","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","128401","24","A","為了大家使用超能力的睡美人"
"152","15","水瀬いのり","41","獸人族","0","霞（新年）","11","哞哞自衛隊","讀書、推理","10","","128501","3","AB","頭腦聰明的美少女名偵探"
"155","16","東山奈央","44","獸人族","0","日和（星素）","8","破曉之星","助人、打氣加油","2","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","128701","27","A","最愛幫助別人！　正向思考的格鬥少女"
"163","18","早見沙織","46","魔族","0","怜（星素）","1","破曉之星","讀書、騎馬、茶","2","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","128801","12","B","冷酷又率直的劍士"
"158","17","種田梨沙","47","人族","0","優衣（星素）","4","破曉之星","料理、觀察人類","2","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","128901","5","O","擅長支援戰鬥，心地善良的少女"
"168","??","桑島法子","??","人族","0","厄莉絲","2","？？？","聽騎士先生說話","","","129001","15","?","在悲劇的根源盛開的美麗黑薔薇"
"142","18","小原好美","36","人族","0","優妮（冬日）","2","聖德蕾莎女子學院（好朋友社）","讀書","16","","129301","28","O","沉睡於書庫的小小賢人"
"154","17","種﨑敦美","42","精靈族","0","克蘿依（冬日）","8","聖德蕾莎女子學院（好朋友社）","飛鏢","16","","129401","7","O","生長在市區的陰暗系精靈族"
"156","16","佐倉綾音","46","人族","0","琪愛兒（冬日）","9","聖德蕾莎女子學院（好朋友社）","跳舞、卡拉OK","16","","129501","15","O","天生自由奔放的失禮現代小孩"
