a1a4cf2abe28b1b74e1db7b3829ea3652a7b843d5ec750e555ce95842d9b77c4,713d9a209ca3f3d6082b7908436aceb90670aa4dcc33c7d84a714aa175bfc04f,f510fce4e182f843acd5c463a43d463bb8e52156f463fc7ed56bf475c8120996,540a9c928a2ca315d148ae046ce56c989ccf17f5422fa7deac98d66706d25155,cfde0cb16c520325c75c9a4dcab3cea2a5f88efcf401f26259e58c1f3b7360b7,b9ef8ccc3050bea6d66544225c63b7f40d05bc62070f10473963c3e6e0af1b6a,26185802740ad7ba83d306819a327de360f53430601e7c7a27658f66c507009f,b37eb82d66a9dbc32c1a0612f2af187d24b346341343cc4b6acdabdc7ae340e1,34d0e0b2cced56862cca55b911c305b3cb04d3436421f2be18a8936126277815,aed408370ee186d06af45a7ba5196bae0055b02081e93ac2de6450ffab758031,a547593742a2f2bcd305742c0cc4aca298f6635066f931398a0a5db29238d82c,74df77c569054baaf41726fcccac5e8d5e9a7e399c2b7c653f0a3029014c0df2,deaa5ec396772910fe275103d2acb5b3c2696f13d2bbd46271fbb1909e4833bd,4cabce08ed28dce4a5021b97496649bd848779cca7d4a3586a7d60c572e5eb16,9df51822740dc8c44ced24622c42405ec35fd1ad68f5b86e562d40d1f3cbe739,bed6fc5b09a2af2b3316d2ea56f5252c3f453e33790bc21c18eafad297a23f8d
"0","0","1","1","0","201","10070","0","0","2021/11/01 16:00:00","2021/11/15 15:59:59","王城蘭德索爾","10070101","0","bgm_M486","bgm_M486"
"58","0","2","1","0","201","10070","0","0","2021/11/01 16:00:00","2021/11/15 15:59:59","某座無人島","10070102","0","bgm_M486","bgm_M486"
"0","0","3","1","0","201","10070","0","0","2021/11/01 16:00:00","2021/11/15 15:59:59","王城蘭德索爾","10070103","0","bgm_M486","bgm_M486"
"0","0","0","1","0","201","10070","0","0","2021/11/01 16:00:00","2021/11/15 15:59:59","王城蘭德索爾","10070201","0","bgm_M486","bgm_M486"
"90","0","1","1","0","201","10071","0","0","2021/11/18 16:00:00","2021/11/25 15:59:59","祈願海岸周圍","10071101","0","bgm_M380A","bgm_M380A"
"0","0","2","1","0","201","10071","0","0","2021/11/18 16:00:00","2021/11/25 15:59:59","繁星降臨的銀河","10071102","0","bgm_M380B","bgm_M380B_02"
"0","0","0","1","0","201","10071","0","0","2021/11/18 16:00:00","2021/11/25 15:59:59","繁星降臨的銀河","10071201","0","bgm_M380B","bgm_M380B_02"
"100","0","1","1","0","201","10072","0","0","2021/12/02 16:00:00","2021/12/16 15:59:59","慈樂之音夏日演唱會會場","10072101","0","bgm_M496","bgm_M496"
"0","0","0","1","0","201","10072","0","0","2021/12/02 16:00:00","2021/12/16 15:59:59","慈樂之音夏日演唱會會場","10072201","0","bgm_M496","bgm_M496"
"115","0","0","1","0","201","10073","0","0","2021/12/17 16:00:00","2021/12/24 15:59:59","海灘運動公園","10073101","0","bgm_M393","bgm_M393"
"0","0","0","1","0","201","10073","0","0","2021/12/17 16:00:00","2021/12/24 15:59:59","海灘運動公園","10073201","0","bgm_M393","bgm_M393"
"0","0","1","1","0","201","10074","0","0","2022/01/03 16:00:00","2022/01/17 15:59:59","王城蘭德索爾","10074101","0","bgm_M508","bgm_M508"
"45","0","2","1","0","201","10074","0","0","2022/01/03 16:00:00","2022/01/17 15:59:59","大江戶町","10074102","0","bgm_M508","bgm_M508"
"0","0","0","1","0","201","10074","0","0","2022/01/03 16:00:00","2022/01/17 15:59:59","大江戶町","10074201","0","bgm_M508","bgm_M508"
"80","0","1","1","0","201","10075","0","0","2022/01/19 16:00:00","2022/01/26 15:59:59","王城蘭德索爾","10075101","0","bgm_M403","bgm_M403"
"0","0","1","1","0","201","10075","0","0","2022/01/19 16:00:00","2022/01/26 15:59:59","王城蘭德索爾","10075201","0","bgm_M403","bgm_M403"
"128","0","1","1","0","201","10076","0","0","2022/02/01 16:00:00","2022/02/15 15:59:59","王城蘭德索爾","10076101","0","bgm_M520","bgm_M520"
"0","0","2","1","0","201","10076","0","0","2022/02/01 16:00:00","2022/02/15 15:59:59","王城蘭德索爾","10076102","0","bgm_M520","bgm_M520"
"0","0","1","1","0","201","10076","0","0","2022/02/01 16:00:00","2022/02/15 15:59:59","王城蘭德索爾","10076201","31","bgm_M520","bgm_M520"
"128","0","0","1","0","201","10077","0","0","2022/02/16 16:00:00","2022/02/23 15:59:59","萬聖節樂園","10077101","0","bgm_M413","bgm_M413"
"0","0","0","1","0","201","10077","0","0","2022/02/16 16:00:00","2022/02/23 15:59:59","萬聖節樂園","10077201","0","bgm_M413","bgm_M413"
"40","0","1","1","0","201","10078","0","0","2022/03/01 16:00:00","2022/03/15 15:59:59","王城蘭德索爾","10078101","0","bgm_M527","bgm_M527"
"0","0","2","1","0","201","10078","0","0","2022/03/01 16:00:00","2022/03/15 15:59:59","蘭德索爾近郊","10078102","0","bgm_M527","bgm_M527"
"0","0","0","1","0","201","10078","0","0","2022/03/01 16:00:00","2022/03/15 15:59:59","蘭德索爾近郊","10078201","0","bgm_M527","bgm_M527"
"80","0","1","1","0","201","10079","0","0","2022/03/18 16:00:00","2022/03/25 15:59:59","王城蘭德索爾","10079101","0","bgm_M421","bgm_M421"
"0","0","1","1","0","201","10079","0","0","2022/03/18 16:00:00","2022/03/25 15:59:59","王城蘭德索爾","10079201","0","bgm_M421","bgm_M421"
"70","0","1","1","0","201","10080","0","0","2022/04/01 16:00:00","2022/04/15 15:59:59","甜點大賽會場","10080101","0","bgm_M536","bgm_M536"
"0","0","0","1","0","201","10080","0","0","2022/04/01 16:00:00","2022/04/15 15:59:59","甜點大賽會場","10080201","0","bgm_M536","bgm_M536"
"60","0","1","1","0","201","10081","0","0","2022/04/18 16:00:00","2022/04/25 15:59:59","名媛初登夢想秘境會場","10081101","0","bgm_M426","bgm_M426"
"0","0","1","1","0","201","10081","0","0","2022/04/18 16:00:00","2022/04/25 15:59:59","名媛初登夢想秘境會場","10081201","0","bgm_M426","bgm_M426"
"0","0","1","1","0","201","10082","0","0","2022/05/02 16:00:00","2022/05/16 15:59:59","蘭德索爾近郊","10082101","0","bgm_M543","bgm_M543"
"0","0","2","1","0","201","10082","0","0","2022/05/02 16:00:00","2022/05/16 15:59:59","港小鎮‧大間","10082102","0","bgm_M543","bgm_M543"
"0","0","3","1","0","201","10082","0","0","2022/05/02 16:00:00","2022/05/16 15:59:59","塔帕斯海灘 周邊","10082103","0","bgm_M543","bgm_M543"
"0","0","4","1","0","201","10082","0","0","2022/05/02 16:00:00","2022/05/16 15:59:59","加托羅斯山","10082104","0","bgm_M543","bgm_M543"
"0","0","0","1","0","201","10082","0","0","2022/05/02 16:00:00","2022/05/16 15:59:59","加托羅斯山","10082201","0","bgm_M543","bgm_M543"
"100","0","1","1","0","201","10083","0","0","2022/05/19 16:00:00","2022/05/26 15:59:59","港小鎮‧大間","10083101","0","bgm_M435","bgm_M435"
"0","0","1","1","0","201","10083","0","0","2022/05/19 16:00:00","2022/05/26 15:59:59","港小鎮‧大間","10083201","0","bgm_M435","bgm_M435"
"0","0","1","1","0","201","10084","0","0","2022/06/01 16:00:00","2022/06/21 15:59:59","王城蘭德索爾","10084101","0","bgm_M552","bgm_M552_03"
"0","0","2","1","0","201","10084","0","0","2022/06/01 16:00:00","2022/06/21 15:59:59","蘭德索爾近郊","10084102","0","bgm_M552","bgm_M552_03"
"0","0","3","1","0","201","10084","0","0","2022/06/01 16:00:00","2022/06/21 15:59:59","伊麗絲樹海","10084103","0","bgm_M552","bgm_M552_03"
"0","0","4","1","0","201","10084","0","0","2022/06/01 16:00:00","2022/06/21 15:59:59","佛洛拉湖畔","10084104","0","bgm_M552","bgm_M552_03"
"0","0","0","1","0","201","10084","0","0","2022/06/01 16:00:00","2022/06/21 15:59:59","佛洛拉湖畔","10084201","0","bgm_M552","bgm_M552_03"
"40","0","1","1","0","201","10085","0","0","2022/06/08 16:00:00","2022/06/21 15:59:59","王城蘭德索爾","10085101","0","bgm_M553","bgm_M553"
"0","0","2","1","0","201","10085","0","0","2022/06/08 16:00:00","2022/06/21 15:59:59","世界之間的夾縫","10085102","0","bgm_M553","bgm_M553"
"0","0","0","1","0","201","10085","0","0","2022/06/08 16:00:00","2022/06/21 15:59:59","世界之間的夾縫","10085201","0","bgm_M553","bgm_M553"
"70","0","1","1","0","201","10086","0","0","2022/06/13 16:00:00","2022/06/25 15:59:59","蘭德索爾近郊","10086101","0","bgm_M442A","bgm_M442A"
"0","0","0","1","0","201","10086","0","0","2022/06/13 16:00:00","2022/06/25 15:59:59","蘭德索爾近郊","10086201","0","bgm_M442A","bgm_M442A"
"25","0","0","1","0","201","10087","0","0","2022/06/19 16:00:00","2022/06/25 15:59:59","精靈族之村　純淨的森林","10087101","0","bgm_M442B","bgm_M442B"
"0","0","0","1","0","201","10087","0","0","2022/06/19 16:00:00","2022/06/25 15:59:59","精靈族之村　純淨的森林","10087201","0","bgm_M442B","bgm_M442B"
"0","0","1","1","0","201","10088","0","0","2022/07/01 16:00:00","2022/07/15 15:59:59","咲戀育幼院內","10088101","0","bgm_M565","bgm_M565"
"0","0","2","1","0","201","10088","0","0","2022/07/01 16:00:00","2022/07/15 15:59:59","伊麗莎白牧場　牧場溫泉","10088102","0","bgm_M565","bgm_M565"
"0","0","0","1","0","201","10088","0","0","2022/07/01 16:00:00","2022/07/15 15:59:59","伊麗莎白牧場　牧場溫泉","10088201","0","bgm_M565","bgm_M565"
"0","0","1","1","0","201","10089","0","0","2022/07/19 16:00:00","2022/07/26 15:59:59","蘭德索爾近郊","10089101","0","bgm_M451","bgm_M451"
"0","0","2","1","0","201","10089","0","0","2022/07/19 16:00:00","2022/07/26 15:59:59","邊境之地","10089102","0","bgm_M451","bgm_M451"
"0","0","0","1","0","201","10089","0","0","2022/07/19 16:00:00","2022/07/26 15:59:59","邊境之地","10089201","0","bgm_M451","bgm_M451"
"0","0","1","1","0","201","10090","0","0","2022/08/01 16:00:00","2022/08/15 15:59:59","蘭德索爾郊外","10090101","0","bgm_M574","bgm_M574"
"0","0","2","1","0","201","10090","0","0","2022/08/01 16:00:00","2022/08/15 15:59:59","賭場大廳","10090102","0","bgm_M574","bgm_M574"
"0","0","0","1","0","201","10090","0","0","2022/08/01 16:00:00","2022/08/15 15:59:59","賭場大廳","10090201","0","bgm_M574","bgm_M574"
"91","0","1","1","0","201","10091","0","0","2022/08/19 16:00:00","2022/08/26 15:59:59","聖德蕾莎女子學院 聖學祭會場","10091101","0","bgm_M457","bgm_M457"
"0","0","0","1","0","201","10091","0","0","2022/08/19 16:00:00","2022/08/26 15:59:59","聖德蕾莎女子學院 聖學祭會場","10091201","0","bgm_M457","bgm_M457"
"0","0","1","1","0","201","10092","0","0","2022/09/01 16:00:00","2022/09/15 15:59:59","遭詛咒的海盜島","10092101","0","bgm_M582","bgm_M582"
"0","0","0","1","0","201","10092","0","0","2022/09/01 16:00:00","2022/09/15 15:59:59","遭詛咒的海盜島","10092201","0","bgm_M582","bgm_M582"
"90","0","1","1","0","201","10093","0","0","2022/09/19 16:00:00","2022/09/26 15:59:59","不同時間軸的蘭德索爾","10093101","0","bgm_M467","bgm_M467"
"0","0","2","1","0","201","10093","0","0","2022/09/19 16:00:00","2022/09/26 15:59:59","時光隧道","10093102","0","bgm_M467","bgm_M467"
"0","0","0","1","0","201","10093","0","0","2022/09/19 16:00:00","2022/09/26 15:59:59","時光隧道","10093201","0","bgm_M467","bgm_M467"
"128","0","1","1","0","201","10094","0","0","2022/10/02 16:00:00","2022/10/16 15:59:59","露營領域","10094101","0","bgm_M595","bgm_M595"
"0","0","0","1","0","201","10094","0","0","2022/10/02 16:00:00","2022/10/16 15:59:59","露營領域","10094201","0","bgm_M595","bgm_M595"
"0","0","1","1","0","201","10095","40","0","2022/10/19 16:00:00","2022/10/26 15:59:59","玩具工廠","10095101","0","bgm_M478","bgm_M478_Lofi"
"0","0","2","1","0","201","10095","0","0","2022/10/19 16:00:00","2022/10/26 15:59:59","王城蘭德索爾","10095102","0","bgm_M478","bgm_M478_Lofi"
"0","0","0","1","0","201","10095","0","0","2022/10/19 16:00:00","2022/10/26 15:59:59","王城蘭德索爾","10095201","0","bgm_M478","bgm_M478_Lofi"
"0","0","1","1","0","201","10096","0","0","2022/11/01 16:00:00","2022/11/15 15:59:59","王城蘭德索爾","10096101","0","bgm_M601","bgm_M601"
"80","0","2","1","0","201","10096","0","0","2022/11/01 16:00:00","2022/11/15 15:59:59","夏日遊戲度假村","10096102","0","bgm_M601","bgm_M601"
"0","0","0","1","0","201","10096","0","0","2022/11/01 16:00:00","2022/11/15 15:59:59","夏日遊戲度假村","10096201","0","bgm_M601","bgm_M601"
"0","0","1","1","0","201","10097","0","0","2022/11/18 16:00:00","2022/11/25 15:59:59","王城蘭德索爾","10097101","0","bgm_M486","bgm_M486"
"58","0","2","1","0","201","10097","0","0","2022/11/18 16:00:00","2022/11/25 15:59:59","某座無人島","10097102","0","bgm_M486","bgm_M486"
"0","0","3","1","0","201","10097","0","0","2022/11/18 16:00:00","2022/11/25 15:59:59","王城蘭德索爾","10097103","0","bgm_M486","bgm_M486"
"0","0","0","1","0","201","10097","0","0","2022/11/18 16:00:00","2022/11/25 15:59:59","王城蘭德索爾","10097201","0","bgm_M486","bgm_M486"
"0","0","1","1","0","201","10098","0","0","2022/12/01 16:00:00","2022/12/15 15:59:59","小小邂逅的海岸","10098101","0","bgm_M608","bgm_M608"
"0","0","2","1","0","201","10098","0","0","2022/12/01 16:00:00","2022/12/15 15:59:59","小小甜心祕密基地附近","10098102","0","bgm_M608","bgm_M608"
"0","0","3","1","0","201","10098","0","0","2022/12/01 16:00:00","2022/12/15 15:59:59","小小邂逅的海岸","10098103","0","bgm_M608","bgm_M608"
"0","0","0","1","0","201","10098","0","0","2022/12/01 16:00:00","2022/12/15 15:59:59","小小邂逅的海岸","10098201","0","bgm_M608","bgm_M608"
"100","0","1","1","0","201","10099","0","0","2022/12/19 16:00:00","2022/12/26 15:59:59","慈樂之音夏日演唱會會場","10099101","0","bgm_M496","bgm_M496"
"0","0","0","1","0","201","10099","0","0","2022/12/19 16:00:00","2022/12/26 15:59:59","慈樂之音夏日演唱會會場","10099201","0","bgm_M496","bgm_M496"
"0","0","1","1","0","201","10100","0","0","2023/01/02 16:00:00","2023/01/16 15:59:59","邁向邊境的旅程","10100101","0","bgm_M618","bgm_M618"
"30","0","2","1","0","201","10100","0","0","2023/01/02 16:00:00","2023/01/16 15:59:59","世界盡頭森林","10100102","0","bgm_M618","bgm_M618"
"0","0","0","1","0","201","10100","0","0","2023/01/02 16:00:00","2023/01/16 15:59:59","世界盡頭森林","10100201","0","bgm_M618","bgm_M618"
"0","0","1","1","0","201","10101","0","0","2023/01/19 16:00:00","2023/01/26 15:59:59","王城蘭德索爾","10101101","0","bgm_M508","bgm_M508"
"45","0","2","1","0","201","10101","0","0","2023/01/19 16:00:00","2023/01/26 15:59:59","大江戶町","10101102","0","bgm_M508","bgm_M508"
"0","0","0","1","0","201","10101","0","0","2023/01/19 16:00:00","2023/01/26 15:59:59","大江戶町","10101201","0","bgm_M508","bgm_M508"
"115","0","1","1","0","201","10102","0","0","2023/02/01 16:00:00","2023/02/15 15:59:59","蘭祭會場","10102101","0","bgm_M623","bgm_M623"
"0","0","1","1","0","201","10102","0","0","2023/02/01 16:00:00","2023/02/15 15:59:59","蘭祭會場","10102201","0","bgm_M623","bgm_M623"
"128","0","1","1","0","201","10103","0","0","2023/02/17 16:00:00","2023/02/24 15:59:59","王城蘭德索爾","10103101","0","bgm_M520","bgm_M520"
"0","0","2","1","0","201","10103","0","0","2023/02/17 16:00:00","2023/02/24 15:59:59","王城蘭德索爾","10103102","0","bgm_M520","bgm_M520"
"0","0","1","1","0","201","10103","0","0","2023/02/17 16:00:00","2023/02/24 15:59:59","王城蘭德索爾","10103201","31","bgm_M520","bgm_M520"
"0","0","1","1","0","201","10104","0","0","2023/03/01 16:00:00","2023/03/15 15:59:59","王城蘭德索爾","10104101","0","bgm_M630","bgm_M630"
"30","0","2","1","0","201","10104","0","0","2023/03/01 16:00:00","2023/03/15 15:59:59","和平活動的路途","10104102","0","bgm_M630","bgm_M630"
"0","0","0","1","0","201","10104","0","0","2023/03/01 16:00:00","2023/03/15 15:59:59","和平活動的路途","10104201","0","bgm_M630","bgm_M630"
"40","0","1","1","0","201","10105","0","0","2023/03/19 16:00:00","2023/03/26 15:59:59","王城蘭德索爾","10105101","0","bgm_M527","bgm_M527"
"0","0","2","1","0","201","10105","0","0","2023/03/19 16:00:00","2023/03/26 15:59:59","蘭德索爾近郊","10105102","0","bgm_M527","bgm_M527"
"0","0","0","1","0","201","10105","0","0","2023/03/19 16:00:00","2023/03/26 15:59:59","蘭德索爾近郊","10105201","0","bgm_M527","bgm_M527"
"110","0","1","1","0","201","10106","0","0","2023/04/01 16:00:00","2023/04/15 15:59:59","蘭德索爾 鬧區","10106101","11","bgm_M638","bgm_M638"
"0","0","0","1","0","201","10106","0","0","2023/04/01 16:00:00","2023/04/15 15:59:59","蘭德索爾 鬧區","10106201","0","bgm_M638","bgm_M638"
"70","0","1","1","0","201","10107","0","0","2023/04/17 16:00:00","2023/04/24 15:59:59","甜點大賽會場","10107101","0","bgm_M536","bgm_M536"
"0","0","0","1","0","201","10107","0","0","2023/04/17 16:00:00","2023/04/24 15:59:59","甜點大賽會場","10107201","0","bgm_M536","bgm_M536"
"45","0","1","1","0","201","10108","0","0","2023/05/01 16:00:00","2023/05/17 15:59:59","大江戶町","10108101","0","bgm_M647","bgm_M647"
"0","0","0","1","0","201","10108","0","0","2023/05/01 16:00:00","2023/05/17 15:59:59","大江戶町","10108201","0","bgm_M647","bgm_M647"
"0","0","1","1","0","201","10109","0","0","2023/05/19 16:00:00","2023/05/26 15:59:59","蘭德索爾近郊","10109101","0","bgm_M543","bgm_M543"
"0","0","2","1","0","201","10109","0","0","2023/05/19 16:00:00","2023/05/26 15:59:59","港小鎮‧大間","10109102","0","bgm_M543","bgm_M543"
"0","0","3","1","0","201","10109","0","0","2023/05/19 16:00:00","2023/05/26 15:59:59","塔帕斯海灘 周邊","10109103","0","bgm_M543","bgm_M543"
"0","0","4","1","0","201","10109","0","0","2023/05/19 16:00:00","2023/05/26 15:59:59","加托羅斯山","10109104","0","bgm_M543","bgm_M543"
"0","0","0","1","0","201","10109","0","0","2023/05/19 16:00:00","2023/05/26 15:59:59","加托羅斯山","10109201","0","bgm_M543","bgm_M543"
"85","0","1","1","0","201","10110","0","0","2023/06/01 16:00:00","2023/06/27 15:59:59","王都蘭德索爾 女神祭典","10110101","0","bgm_M659","bgm_M659"
"0","0","1","1","0","201","10110","0","0","2023/06/01 16:00:00","2023/06/27 15:59:59","王都蘭德索爾 女神祭典","10110201","0","bgm_M659","bgm_M659"
"0","0","1","1","0","201","10111","0","0","2023/06/08 16:00:00","2023/06/27 15:59:59","王都蘭德索爾 女神祭典","10111101","0","bgm_M660","bgm_M660"
"0","0","2","1","0","201","10111","0","0","2023/06/08 16:00:00","2023/06/27 15:59:59","回想樂園","10111102","0","bgm_M660","bgm_M660"
"0","0","0","1","0","201","10111","0","0","2023/06/08 16:00:00","2023/06/27 15:59:59","回想樂園","10111201","0","bgm_M660","bgm_M660"
"0","0","1","1","0","201","10112","0","0","2023/06/16 16:00:00","2023/06/29 15:59:59","王城蘭德索爾","10112101","0","bgm_M552","bgm_M552_03"
"0","0","2","1","0","201","10112","0","0","2023/06/16 16:00:00","2023/06/29 15:59:59","蘭德索爾近郊","10112102","0","bgm_M552","bgm_M552_03"
"0","0","3","1","0","201","10112","0","0","2023/06/16 16:00:00","2023/06/29 15:59:59","伊麗絲樹海","10112103","0","bgm_M552","bgm_M552_03"
"0","0","4","1","0","201","10112","0","0","2023/06/16 16:00:00","2023/06/29 15:59:59","佛洛拉湖畔","10112104","0","bgm_M552","bgm_M552_03"
"0","0","0","1","0","201","10112","0","0","2023/06/16 16:00:00","2023/06/29 15:59:59","佛洛拉湖畔","10112201","0","bgm_M552","bgm_M552_03"
"40","0","1","1","0","201","10113","0","0","2023/06/21 16:00:00","2023/06/29 15:59:59","王城蘭德索爾","10113101","0","bgm_M553","bgm_M553"
"0","0","2","1","0","201","10113","0","0","2023/06/21 16:00:00","2023/06/29 15:59:59","世界之間的夾縫","10113102","0","bgm_M553","bgm_M553"
"0","0","0","1","0","201","10113","0","0","2023/06/21 16:00:00","2023/06/29 15:59:59","世界之間的夾縫","10113201","0","bgm_M553","bgm_M553"
"108","0","1","1","0","201","10114","0","0","2023/07/02 16:00:00","2023/07/16 15:59:59","蘭德索爾 市中心","10114101","0","bgm_M668","bgm_M668"
"0","0","1","1","0","201","10114","0","0","2023/07/02 16:00:00","2023/07/16 15:59:59","蘭德索爾 市中心","10114201","0","bgm_M668","bgm_M668"
"20","0","1","1","0","201","10115","0","0","2023/07/19 16:00:00","2023/07/26 15:59:59","咲戀育幼院內","10115101","0","bgm_M565","bgm_M565"
"0","0","2","1","0","201","10115","0","0","2023/07/19 16:00:00","2023/07/26 15:59:59","伊麗莎白牧場　牧場溫泉","10115102","0","bgm_M565","bgm_M565"
"0","0","0","1","0","201","10115","0","0","2023/07/19 16:00:00","2023/07/26 15:59:59","伊麗莎白牧場　牧場溫泉","10115201","0","bgm_M565","bgm_M565"
"128","0","1","1","0","201","10116","0","0","2023/08/01 16:00:00","2023/08/15 15:59:59","遊俠集訓所周圍","10116101","0","bgm_MC017","bgm_MC017"
"0","0","0","1","0","201","10116","0","0","2023/08/01 16:00:00","2023/08/15 15:59:59","遊俠集訓所周圍","10116201","0","bgm_MC017","bgm_MC017"
"0","0","1","1","0","201","10117","0","0","2023/08/18 16:00:00","2023/08/25 15:59:59","蘭德索爾郊外","10117101","0","bgm_M574","bgm_M574"
"0","0","2","1","0","201","10117","0","0","2023/08/18 16:00:00","2023/08/25 15:59:59","賭場大廳","10117102","0","bgm_M574","bgm_M574"
"0","0","0","1","0","201","10117","0","0","2023/08/18 16:00:00","2023/08/25 15:59:59","賭場大廳","10117201","0","bgm_M574","bgm_M574"
"0","0","1","1","0","201","10118","0","0","2023/09/01 16:00:00","2023/09/15 15:59:59","跳蚤市場會場","10118101","0","bgm_MC026","bgm_MC026"
"110","0","2","1","0","201","10118","0","0","2023/09/01 16:00:00","2023/09/15 15:59:59","智慧森林周圍","10118102","0","bgm_MC026","bgm_MC026"
"0","0","0","1","0","201","10118","0","0","2023/09/01 16:00:00","2023/09/15 15:59:59","智慧森林周圍","10118201","0","bgm_MC026","bgm_MC026"
"0","0","1","1","0","201","10119","0","0","2023/09/18 16:00:00","2023/09/25 15:59:59","遭詛咒的海盜島","10119101","0","bgm_M582","bgm_M582"
"0","0","0","1","0","201","10119","0","0","2023/09/18 16:00:00","2023/09/25 15:59:59","遭詛咒的海盜島","10119201","0","bgm_M582","bgm_M582"
"45","0","1","1","0","201","10120","0","0","2023/10/01 16:00:00","2023/10/15 15:59:59","魔族的城鎮","10120101","0","bgm_MC036","bgm_MC036"
"0","0","0","1","0","201","10120","0","0","2023/10/01 16:00:00","2023/10/15 15:59:59","魔族的城鎮","10120201","0","bgm_MC036","bgm_MC036"
"128","0","1","1","0","201","10121","0","0","2023/10/18 16:00:00","2023/10/25 15:59:59","露營領域","10121101","0","bgm_M595","bgm_M595"
"0","0","0","1","0","201","10121","0","0","2023/10/18 16:00:00","2023/10/25 15:59:59","露營領域","10121201","0","bgm_M595","bgm_M595"
"0","0","1","1","0","201","10122","0","0","2023/11/01 16:00:00","2023/11/15 15:59:59","蘭德索爾近郊","10122101","0","bgm_MC046","bgm_MC046"
"110","0","2","1","0","201","10122","0","0","2023/11/01 16:00:00","2023/11/15 15:59:59","夏日的大間","10122102","0","bgm_MC046","bgm_MC046"
"0","0","1","1","0","201","10122","0","0","2023/11/01 16:00:00","2023/11/15 15:59:59","夏日的大間","10122201","0","bgm_MC046","bgm_MC046"
"0","0","1","1","0","201","10123","0","0","2023/11/17 16:00:00","2023/11/24 15:59:59","王城蘭德索爾","10123101","0","bgm_M601","bgm_M601"
"80","0","2","1","0","201","10123","0","0","2023/11/17 16:00:00","2023/11/24 15:59:59","夏日遊戲度假村","10123102","0","bgm_M601","bgm_M601"
"0","0","0","1","0","201","10123","0","0","2023/11/17 16:00:00","2023/11/24 15:59:59","夏日遊戲度假村","10123201","0","bgm_M601","bgm_M601"
"0","0","1","1","0","201","10124","0","0","2023/12/01 16:00:00","2023/12/15 15:59:59","薇‧蘭德索爾","10124101","0","bgm_MC056","bgm_MC056"
"110","0","2","1","0","201","10124","0","0","2023/12/01 16:00:00","2023/12/15 15:59:59","薇‧蘭德索爾","10124102","0","bgm_MC056","bgm_MC056"
"0","0","0","1","0","201","10124","0","0","2023/12/01 16:00:00","2023/12/15 15:59:59","薇‧蘭德索爾","10124201","0","bgm_MC056","bgm_MC056"
"0","0","1","1","0","201","10125","0","0","2023/12/18 16:00:00","2023/12/25 15:59:59","小小邂逅的海岸","10125101","0","bgm_M608","bgm_M608"
"0","0","2","1","0","201","10125","0","0","2023/12/18 16:00:00","2023/12/25 15:59:59","小小甜心祕密基地附近","10125102","0","bgm_M608","bgm_M608"
"0","0","3","1","0","201","10125","0","0","2023/12/18 16:00:00","2023/12/25 15:59:59","小小邂逅的海岸","10125103","0","bgm_M608","bgm_M608"
"0","0","0","1","0","201","10125","0","0","2023/12/18 16:00:00","2023/12/25 15:59:59","小小邂逅的海岸","10125201","0","bgm_M608","bgm_M608"
"128","0","1","1","0","201","10126","0","0","2024/01/01 16:00:00","2024/01/15 15:59:59","安布羅斯魔法學園","10126101","0","bgm_MC063","bgm_MC063"
"0","0","0","1","0","201","10126","0","0","2024/01/01 16:00:00","2024/01/15 15:59:59","安布羅斯魔法學園","10126201","0","bgm_MC063","bgm_MC063"
"0","0","1","1","0","201","10127","0","0","2024/01/17 16:00:00","2024/01/24 15:59:59","邁向邊境的旅程","10127101","0","bgm_M618","bgm_M618"
"30","0","2","1","0","201","10127","0","0","2024/01/17 16:00:00","2024/01/24 15:59:59","世界盡頭森林","10127102","0","bgm_M618","bgm_M618"
"0","0","0","1","0","201","10127","0","0","2024/01/17 16:00:00","2024/01/24 15:59:59","世界盡頭森林","10127201","0","bgm_M618","bgm_M618"
"128","0","1","1","0","201","10128","0","0","2024/02/01 16:00:00","2024/02/15 15:59:59","沙漠之國　薩拉薩利亞周圍","10128101","0","bgm_MC075","bgm_MC075"
"0","0","0","1","0","201","10128","0","0","2024/02/01 16:00:00","2024/02/15 15:59:59","沙漠之國　薩拉薩利亞周圍","10128201","0","bgm_MC075","bgm_MC075"
"115","0","1","1","0","201","10129","0","0","2024/02/16 16:00:00","2024/02/23 15:59:59","蘭祭會場","10129101","0","bgm_M623","bgm_M623"
"0","0","1","1","0","201","10129","0","0","2024/02/16 16:00:00","2024/02/23 15:59:59","蘭祭會場","10129201","0","bgm_M623","bgm_M623"
"0","0","1","1","0","201","10130","0","0","2024/03/01 16:00:00","2024/03/15 15:59:59","王城蘭德索爾","10130101","0","bgm_MC082","bgm_MC082"
"0","0","0","1","0","201","10130","0","0","2024/03/01 16:00:00","2024/03/15 15:59:59","王城蘭德索爾","10130201","0","bgm_MC082","bgm_MC082"
"0","0","1","1","0","201","10131","0","0","2024/03/18 16:00:00","2024/03/25 15:59:59","王城蘭德索爾","10131101","0","bgm_M630","bgm_M630"
"30","0","2","1","0","201","10131","0","0","2024/03/18 16:00:00","2024/03/25 15:59:59","和平活動的路途","10131102","0","bgm_M630","bgm_M630"
"0","0","0","1","0","201","10131","0","0","2024/03/18 16:00:00","2024/03/25 15:59:59","和平活動的路途","10131201","0","bgm_M630","bgm_M630"
