fe3c312b65c32e3b3ba910570a57ba7d7ecbaef2ede503b520ad352b93046220,bae271ac1082e96cf6a81154b90d326f0253560e29388d06405d8f7b5cc0a238,cc972137f0afd67a197b088d2f2473392f96247bb45cc2c82d1b7169e1c7edf2,be5763c8eed5addb93e1bfdc8a6d3a9c7a1f9e6249acbc70261158f17a44056b,0222c13c92e307733f8772906c14ee7d0b8dde0d5b996794668016e685bccaf2,a866784d41d50078a276ba6a42856e6425660a5f258f502d4e1151ccf216cf09
"對沙威瑪附加<1>HP+81%","5","1","10501081","1","81"
"對沙威瑪附加<1>HP+82%","5","1","10501082","1","82"
"對沙威瑪附加<1>HP+83%","5","1","10501083","1","83"
"對沙威瑪附加<1>HP+84%","5","1","10501084","1","84"
"對沙威瑪附加<1>HP+85%","5","1","10501085","1","85"
"對沙威瑪附加<1>HP+86%","5","1","10501086","1","86"
"對沙威瑪附加<1>HP+87%","5","1","10501087","1","87"
"對沙威瑪附加<1>HP+88%","5","1","10501088","1","88"
"對沙威瑪附加<1>HP+89%","5","1","10501089","1","89"
"對沙威瑪附加<1>HP+90%","5","1","10501090","1","90"
"對沙威瑪附加<1>HP+91%","5","1","10501091","1","91"
"對沙威瑪附加<1>HP+92%","5","1","10501092","1","92"
"對沙威瑪附加<1>HP+93%","5","1","10501093","1","93"
"對沙威瑪附加<1>HP+94%","5","1","10501094","1","94"
"對沙威瑪附加<1>HP+95%","5","1","10501095","1","95"
"對沙威瑪附加<1>HP+96%","5","1","10501096","1","96"
"對沙威瑪附加<1>HP+97%","5","1","10501097","1","97"
"對沙威瑪附加<1>HP+98%","5","1","10501098","1","98"
"對沙威瑪附加<1>HP+99%","5","1","10501099","1","99"
"對沙威瑪附加<1>HP+100%","5","1","10501100","1","100"
"對輪胎（特大）附加<1>HP+10%","1","1","20101010","2","10"
"對輪胎（特大）附加<1>HP+11%","1","1","20101011","2","11"
"對輪胎（特大）附加<1>HP+12%","1","1","20101012","2","12"
"對輪胎（特大）附加<1>HP+13%","1","1","20101013","2","13"
"對輪胎（特大）附加<1>HP+14%","1","1","20101014","2","14"
"對輪胎（特大）附加<1>HP+15%","1","1","20101015","2","15"
"對輪胎（特大）附加<1>HP+16%","1","1","20101016","2","16"
"對輪胎（特大）附加<1>HP+17%","1","1","20101017","2","17"
"對輪胎（特大）附加<1>HP+18%","1","1","20101018","2","18"
"對輪胎（特大）附加<1>HP+19%","1","1","20101019","2","19"
"對輪胎（特大）附加<1>HP+20%","1","1","20101020","2","20"
"對輪胎（特大）附加<1>HP+21%","1","1","20101021","2","21"
"對輪胎（特大）附加<1>HP+22%","1","1","20101022","2","22"
"對輪胎（特大）附加<1>HP+23%","1","1","20101023","2","23"
"對輪胎（特大）附加<1>HP+24%","1","1","20101024","2","24"
"對輪胎（特大）附加<1>HP+25%","1","1","20101025","2","25"
"對輪胎（特大）附加<1>HP+26%","1","1","20101026","2","26"
"對輪胎（特大）附加<1>HP+27%","1","1","20101027","2","27"
"對輪胎（特大）附加<1>HP+28%","1","1","20101028","2","28"
"對輪胎（特大）附加<1>HP+29%","1","1","20101029","2","29"
"對輪胎（特大）附加<1>HP+30%","1","1","20101030","2","30"
"對輪胎（特大）附加<1>HP+31%","1","1","20101031","2","31"
"對輪胎（特大）附加<1>HP+32%","1","1","20101032","2","32"
"對輪胎（特大）附加<1>HP+33%","1","1","20101033","2","33"
"對輪胎（特大）附加<1>HP+34%","1","1","20101034","2","34"
"對輪胎（特大）附加<1>HP+35%","1","1","20101035","2","35"
"對輪胎（特大）附加<1>HP+36%","1","1","20101036","2","36"
"對輪胎（特大）附加<1>HP+37%","1","1","20101037","2","37"
"對輪胎（特大）附加<1>HP+38%","1","1","20101038","2","38"
"對輪胎（特大）附加<1>HP+39%","1","1","20101039","2","39"
"對輪胎（特大）附加<1>HP+40%","1","1","20101040","2","40"
"對輪胎（特大）附加<1>HP+41%","1","1","20101041","2","41"
"對輪胎（特大）附加<1>HP+42%","1","1","20101042","2","42"
"對輪胎（特大）附加<1>HP+43%","1","1","20101043","2","43"
"對輪胎（特大）附加<1>HP+44%","1","1","20101044","2","44"
"對輪胎（特大）附加<1>HP+45%","1","1","20101045","2","45"
"對輪胎（特大）附加<1>HP+46%","1","1","20101046","2","46"
"對輪胎（特大）附加<1>HP+47%","1","1","20101047","2","47"
"對輪胎（特大）附加<1>HP+48%","1","1","20101048","2","48"
"對輪胎（特大）附加<1>HP+49%","1","1","20101049","2","49"
"對輪胎（特大）附加<1>HP+50%","1","1","20101050","2","50"
"對輪胎（特大）附加<1>HP+51%","1","1","20101051","2","51"
"對輪胎（特大）附加<1>HP+52%","1","1","20101052","2","52"
"對輪胎（特大）附加<1>HP+53%","1","1","20101053","2","53"
"對輪胎（特大）附加<1>HP+54%","1","1","20101054","2","54"
"對輪胎（特大）附加<1>HP+55%","1","1","20101055","2","55"
"對輪胎（特大）附加<1>HP+56%","1","1","20101056","2","56"
"對輪胎（特大）附加<1>HP+57%","1","1","20101057","2","57"
"對輪胎（特大）附加<1>HP+58%","1","1","20101058","2","58"
"對輪胎（特大）附加<1>HP+59%","1","1","20101059","2","59"
"對輪胎（特大）附加<1>HP+60%","1","1","20101060","2","60"
"對輪胎（特大）附加<1>HP+61%","1","1","20101061","2","61"
"對輪胎（特大）附加<1>HP+62%","1","1","20101062","2","62"
"對輪胎（特大）附加<1>HP+63%","1","1","20101063","2","63"
"對輪胎（特大）附加<1>HP+64%","1","1","20101064","2","64"
"對輪胎（特大）附加<1>HP+65%","1","1","20101065","2","65"
"對輪胎（特大）附加<1>HP+66%","1","1","20101066","2","66"
"對輪胎（特大）附加<1>HP+67%","1","1","20101067","2","67"
"對輪胎（特大）附加<1>HP+68%","1","1","20101068","2","68"
"對輪胎（特大）附加<1>HP+69%","1","1","20101069","2","69"
"對輪胎（特大）附加<1>HP+70%","1","1","20101070","2","70"
"對輪胎（特大）附加<1>HP+71%","1","1","20101071","2","71"
"對輪胎（特大）附加<1>HP+72%","1","1","20101072","2","72"
"對輪胎（特大）附加<1>HP+73%","1","1","20101073","2","73"
"對輪胎（特大）附加<1>HP+74%","1","1","20101074","2","74"
"對輪胎（特大）附加<1>HP+75%","1","1","20101075","2","75"
"對輪胎（特大）附加<1>HP+76%","1","1","20101076","2","76"
"對輪胎（特大）附加<1>HP+77%","1","1","20101077","2","77"
"對輪胎（特大）附加<1>HP+78%","1","1","20101078","2","78"
"對輪胎（特大）附加<1>HP+79%","1","1","20101079","2","79"
"對輪胎（特大）附加<1>HP+80%","1","1","20101080","2","80"
"對輪胎（特大）附加<1>HP+81%","1","1","20101081","2","81"
"對輪胎（特大）附加<1>HP+82%","1","1","20101082","2","82"
"對輪胎（特大）附加<1>HP+83%","1","1","20101083","2","83"
"對輪胎（特大）附加<1>HP+84%","1","1","20101084","2","84"
"對輪胎（特大）附加<1>HP+85%","1","1","20101085","2","85"
"對輪胎（特大）附加<1>HP+86%","1","1","20101086","2","86"
"對輪胎（特大）附加<1>HP+87%","1","1","20101087","2","87"
"對輪胎（特大）附加<1>HP+88%","1","1","20101088","2","88"
"對輪胎（特大）附加<1>HP+89%","1","1","20101089","2","89"
"對輪胎（特大）附加<1>HP+90%","1","1","20101090","2","90"
"對輪胎（特大）附加<1>HP+91%","1","1","20101091","2","91"
"對輪胎（特大）附加<1>HP+92%","1","1","20101092","2","92"
"對輪胎（特大）附加<1>HP+93%","1","1","20101093","2","93"
"對輪胎（特大）附加<1>HP+94%","1","1","20101094","2","94"
"對輪胎（特大）附加<1>HP+95%","1","1","20101095","2","95"
"對輪胎（特大）附加<1>HP+96%","1","1","20101096","2","96"
"對輪胎（特大）附加<1>HP+97%","1","1","20101097","2","97"
"對輪胎（特大）附加<1>HP+98%","1","1","20101098","2","98"
"對輪胎（特大）附加<1>HP+99%","1","1","20101099","2","99"
"對輪胎（特大）附加<1>HP+100%","1","1","20101100","2","100"
"對輪胎（大）附加<1>HP+10%","2","1","20201010","2","10"
"對輪胎（大）附加<1>HP+11%","2","1","20201011","2","11"
"對輪胎（大）附加<1>HP+12%","2","1","20201012","2","12"
"對輪胎（大）附加<1>HP+13%","2","1","20201013","2","13"
"對輪胎（大）附加<1>HP+14%","2","1","20201014","2","14"
"對輪胎（大）附加<1>HP+15%","2","1","20201015","2","15"
"對輪胎（大）附加<1>HP+16%","2","1","20201016","2","16"
"對輪胎（大）附加<1>HP+17%","2","1","20201017","2","17"
"對輪胎（大）附加<1>HP+18%","2","1","20201018","2","18"
"對輪胎（大）附加<1>HP+19%","2","1","20201019","2","19"
"對輪胎（大）附加<1>HP+20%","2","1","20201020","2","20"
"對輪胎（大）附加<1>HP+21%","2","1","20201021","2","21"
"對輪胎（大）附加<1>HP+22%","2","1","20201022","2","22"
"對輪胎（大）附加<1>HP+23%","2","1","20201023","2","23"
"對輪胎（大）附加<1>HP+24%","2","1","20201024","2","24"
"對輪胎（大）附加<1>HP+25%","2","1","20201025","2","25"
"對輪胎（大）附加<1>HP+26%","2","1","20201026","2","26"
"對輪胎（大）附加<1>HP+27%","2","1","20201027","2","27"
"對輪胎（大）附加<1>HP+28%","2","1","20201028","2","28"
"對輪胎（大）附加<1>HP+29%","2","1","20201029","2","29"
"對輪胎（大）附加<1>HP+30%","2","1","20201030","2","30"
"對輪胎（大）附加<1>HP+31%","2","1","20201031","2","31"
"對輪胎（大）附加<1>HP+32%","2","1","20201032","2","32"
"對輪胎（大）附加<1>HP+33%","2","1","20201033","2","33"
"對輪胎（大）附加<1>HP+34%","2","1","20201034","2","34"
"對輪胎（大）附加<1>HP+35%","2","1","20201035","2","35"
"對輪胎（大）附加<1>HP+36%","2","1","20201036","2","36"
"對輪胎（大）附加<1>HP+37%","2","1","20201037","2","37"
"對輪胎（大）附加<1>HP+38%","2","1","20201038","2","38"
"對輪胎（大）附加<1>HP+39%","2","1","20201039","2","39"
"對輪胎（大）附加<1>HP+40%","2","1","20201040","2","40"
"對輪胎（大）附加<1>HP+41%","2","1","20201041","2","41"
"對輪胎（大）附加<1>HP+42%","2","1","20201042","2","42"
"對輪胎（大）附加<1>HP+43%","2","1","20201043","2","43"
"對輪胎（大）附加<1>HP+44%","2","1","20201044","2","44"
"對輪胎（大）附加<1>HP+45%","2","1","20201045","2","45"
"對輪胎（大）附加<1>HP+46%","2","1","20201046","2","46"
"對輪胎（大）附加<1>HP+47%","2","1","20201047","2","47"
"對輪胎（大）附加<1>HP+48%","2","1","20201048","2","48"
"對輪胎（大）附加<1>HP+49%","2","1","20201049","2","49"
"對輪胎（大）附加<1>HP+50%","2","1","20201050","2","50"
"對輪胎（大）附加<1>HP+51%","2","1","20201051","2","51"
"對輪胎（大）附加<1>HP+52%","2","1","20201052","2","52"
"對輪胎（大）附加<1>HP+53%","2","1","20201053","2","53"
"對輪胎（大）附加<1>HP+54%","2","1","20201054","2","54"
"對輪胎（大）附加<1>HP+55%","2","1","20201055","2","55"
"對輪胎（大）附加<1>HP+56%","2","1","20201056","2","56"
"對輪胎（大）附加<1>HP+57%","2","1","20201057","2","57"
"對輪胎（大）附加<1>HP+58%","2","1","20201058","2","58"
"對輪胎（大）附加<1>HP+59%","2","1","20201059","2","59"
"對輪胎（大）附加<1>HP+60%","2","1","20201060","2","60"
"對輪胎（大）附加<1>HP+61%","2","1","20201061","2","61"
"對輪胎（大）附加<1>HP+62%","2","1","20201062","2","62"
"對輪胎（大）附加<1>HP+63%","2","1","20201063","2","63"
"對輪胎（大）附加<1>HP+64%","2","1","20201064","2","64"
"對輪胎（大）附加<1>HP+65%","2","1","20201065","2","65"
"對輪胎（大）附加<1>HP+66%","2","1","20201066","2","66"
"對輪胎（大）附加<1>HP+67%","2","1","20201067","2","67"
"對輪胎（大）附加<1>HP+68%","2","1","20201068","2","68"
"對輪胎（大）附加<1>HP+69%","2","1","20201069","2","69"
"對輪胎（大）附加<1>HP+70%","2","1","20201070","2","70"
"對輪胎（大）附加<1>HP+71%","2","1","20201071","2","71"
"對輪胎（大）附加<1>HP+72%","2","1","20201072","2","72"
"對輪胎（大）附加<1>HP+73%","2","1","20201073","2","73"
"對輪胎（大）附加<1>HP+74%","2","1","20201074","2","74"
"對輪胎（大）附加<1>HP+75%","2","1","20201075","2","75"
"對輪胎（大）附加<1>HP+76%","2","1","20201076","2","76"
"對輪胎（大）附加<1>HP+77%","2","1","20201077","2","77"
"對輪胎（大）附加<1>HP+78%","2","1","20201078","2","78"
"對輪胎（大）附加<1>HP+79%","2","1","20201079","2","79"
"對輪胎（大）附加<1>HP+80%","2","1","20201080","2","80"
"對輪胎（大）附加<1>HP+81%","2","1","20201081","2","81"
"對輪胎（大）附加<1>HP+82%","2","1","20201082","2","82"
"對輪胎（大）附加<1>HP+83%","2","1","20201083","2","83"
"對輪胎（大）附加<1>HP+84%","2","1","20201084","2","84"
"對輪胎（大）附加<1>HP+85%","2","1","20201085","2","85"
"對輪胎（大）附加<1>HP+86%","2","1","20201086","2","86"
"對輪胎（大）附加<1>HP+87%","2","1","20201087","2","87"
"對輪胎（大）附加<1>HP+88%","2","1","20201088","2","88"
"對輪胎（大）附加<1>HP+89%","2","1","20201089","2","89"
"對輪胎（大）附加<1>HP+90%","2","1","20201090","2","90"
"對輪胎（大）附加<1>HP+91%","2","1","20201091","2","91"
"對輪胎（大）附加<1>HP+92%","2","1","20201092","2","92"
"對輪胎（大）附加<1>HP+93%","2","1","20201093","2","93"
"對輪胎（大）附加<1>HP+94%","2","1","20201094","2","94"
"對輪胎（大）附加<1>HP+95%","2","1","20201095","2","95"
"對輪胎（大）附加<1>HP+96%","2","1","20201096","2","96"
"對輪胎（大）附加<1>HP+97%","2","1","20201097","2","97"
"對輪胎（大）附加<1>HP+98%","2","1","20201098","2","98"
"對輪胎（大）附加<1>HP+99%","2","1","20201099","2","99"
"對輪胎（大）附加<1>HP+100%","2","1","20201100","2","100"
"對輪胎（中）附加<1>HP+10%","3","1","20301010","2","10"
"對輪胎（中）附加<1>HP+11%","3","1","20301011","2","11"
"對輪胎（中）附加<1>HP+12%","3","1","20301012","2","12"
"對輪胎（中）附加<1>HP+13%","3","1","20301013","2","13"
"對輪胎（中）附加<1>HP+14%","3","1","20301014","2","14"
"對輪胎（中）附加<1>HP+15%","3","1","20301015","2","15"
"對輪胎（中）附加<1>HP+16%","3","1","20301016","2","16"
"對輪胎（中）附加<1>HP+17%","3","1","20301017","2","17"
"對輪胎（中）附加<1>HP+18%","3","1","20301018","2","18"
"對輪胎（中）附加<1>HP+19%","3","1","20301019","2","19"
"對輪胎（中）附加<1>HP+20%","3","1","20301020","2","20"
"對輪胎（中）附加<1>HP+21%","3","1","20301021","2","21"
"對輪胎（中）附加<1>HP+22%","3","1","20301022","2","22"
"對輪胎（中）附加<1>HP+23%","3","1","20301023","2","23"
"對輪胎（中）附加<1>HP+24%","3","1","20301024","2","24"
"對輪胎（中）附加<1>HP+25%","3","1","20301025","2","25"
"對輪胎（中）附加<1>HP+26%","3","1","20301026","2","26"
"對輪胎（中）附加<1>HP+27%","3","1","20301027","2","27"
"對輪胎（中）附加<1>HP+28%","3","1","20301028","2","28"
"對輪胎（中）附加<1>HP+29%","3","1","20301029","2","29"
"對輪胎（中）附加<1>HP+30%","3","1","20301030","2","30"
"對輪胎（中）附加<1>HP+31%","3","1","20301031","2","31"
"對輪胎（中）附加<1>HP+32%","3","1","20301032","2","32"
"對輪胎（中）附加<1>HP+33%","3","1","20301033","2","33"
"對輪胎（中）附加<1>HP+34%","3","1","20301034","2","34"
"對輪胎（中）附加<1>HP+35%","3","1","20301035","2","35"
"對輪胎（中）附加<1>HP+36%","3","1","20301036","2","36"
"對輪胎（中）附加<1>HP+37%","3","1","20301037","2","37"
"對輪胎（中）附加<1>HP+38%","3","1","20301038","2","38"
"對輪胎（中）附加<1>HP+39%","3","1","20301039","2","39"
"對輪胎（中）附加<1>HP+40%","3","1","20301040","2","40"
"對輪胎（中）附加<1>HP+41%","3","1","20301041","2","41"
"對輪胎（中）附加<1>HP+42%","3","1","20301042","2","42"
"對輪胎（中）附加<1>HP+43%","3","1","20301043","2","43"
"對輪胎（中）附加<1>HP+44%","3","1","20301044","2","44"
"對輪胎（中）附加<1>HP+45%","3","1","20301045","2","45"
"對輪胎（中）附加<1>HP+46%","3","1","20301046","2","46"
"對輪胎（中）附加<1>HP+47%","3","1","20301047","2","47"
"對輪胎（中）附加<1>HP+48%","3","1","20301048","2","48"
"對輪胎（中）附加<1>HP+49%","3","1","20301049","2","49"
"對輪胎（中）附加<1>HP+50%","3","1","20301050","2","50"
"對輪胎（中）附加<1>HP+51%","3","1","20301051","2","51"
"對輪胎（中）附加<1>HP+52%","3","1","20301052","2","52"
"對輪胎（中）附加<1>HP+53%","3","1","20301053","2","53"
"對輪胎（中）附加<1>HP+54%","3","1","20301054","2","54"
"對輪胎（中）附加<1>HP+55%","3","1","20301055","2","55"
"對輪胎（中）附加<1>HP+56%","3","1","20301056","2","56"
"對輪胎（中）附加<1>HP+57%","3","1","20301057","2","57"
"對輪胎（中）附加<1>HP+58%","3","1","20301058","2","58"
"對輪胎（中）附加<1>HP+59%","3","1","20301059","2","59"
"對輪胎（中）附加<1>HP+60%","3","1","20301060","2","60"
"對輪胎（中）附加<1>HP+61%","3","1","20301061","2","61"
"對輪胎（中）附加<1>HP+62%","3","1","20301062","2","62"
"對輪胎（中）附加<1>HP+63%","3","1","20301063","2","63"
"對輪胎（中）附加<1>HP+64%","3","1","20301064","2","64"
"對輪胎（中）附加<1>HP+65%","3","1","20301065","2","65"
"對輪胎（中）附加<1>HP+66%","3","1","20301066","2","66"
"對輪胎（中）附加<1>HP+67%","3","1","20301067","2","67"
"對輪胎（中）附加<1>HP+68%","3","1","20301068","2","68"
"對輪胎（中）附加<1>HP+69%","3","1","20301069","2","69"
"對輪胎（中）附加<1>HP+70%","3","1","20301070","2","70"
"對輪胎（中）附加<1>HP+71%","3","1","20301071","2","71"
"對輪胎（中）附加<1>HP+72%","3","1","20301072","2","72"
"對輪胎（中）附加<1>HP+73%","3","1","20301073","2","73"
"對輪胎（中）附加<1>HP+74%","3","1","20301074","2","74"
"對輪胎（中）附加<1>HP+75%","3","1","20301075","2","75"
"對輪胎（中）附加<1>HP+76%","3","1","20301076","2","76"
"對輪胎（中）附加<1>HP+77%","3","1","20301077","2","77"
"對輪胎（中）附加<1>HP+78%","3","1","20301078","2","78"
"對輪胎（中）附加<1>HP+79%","3","1","20301079","2","79"
"對輪胎（中）附加<1>HP+80%","3","1","20301080","2","80"
"對輪胎（中）附加<1>HP+81%","3","1","20301081","2","81"
"對輪胎（中）附加<1>HP+82%","3","1","20301082","2","82"
"對輪胎（中）附加<1>HP+83%","3","1","20301083","2","83"
"對輪胎（中）附加<1>HP+84%","3","1","20301084","2","84"
"對輪胎（中）附加<1>HP+85%","3","1","20301085","2","85"
"對輪胎（中）附加<1>HP+86%","3","1","20301086","2","86"
"對輪胎（中）附加<1>HP+87%","3","1","20301087","2","87"
"對輪胎（中）附加<1>HP+88%","3","1","20301088","2","88"
"對輪胎（中）附加<1>HP+89%","3","1","20301089","2","89"
"對輪胎（中）附加<1>HP+90%","3","1","20301090","2","90"
"對輪胎（中）附加<1>HP+91%","3","1","20301091","2","91"
"對輪胎（中）附加<1>HP+92%","3","1","20301092","2","92"
"對輪胎（中）附加<1>HP+93%","3","1","20301093","2","93"
"對輪胎（中）附加<1>HP+94%","3","1","20301094","2","94"
"對輪胎（中）附加<1>HP+95%","3","1","20301095","2","95"
"對輪胎（中）附加<1>HP+96%","3","1","20301096","2","96"
"對輪胎（中）附加<1>HP+97%","3","1","20301097","2","97"
"對輪胎（中）附加<1>HP+98%","3","1","20301098","2","98"
"對輪胎（中）附加<1>HP+99%","3","1","20301099","2","99"
"對輪胎（中）附加<1>HP+100%","3","1","20301100","2","100"
"對輪胎（小）附加<1>HP+10%","4","1","20401010","2","10"
"對輪胎（小）附加<1>HP+11%","4","1","20401011","2","11"
"對輪胎（小）附加<1>HP+12%","4","1","20401012","2","12"
"對輪胎（小）附加<1>HP+13%","4","1","20401013","2","13"
"對輪胎（小）附加<1>HP+14%","4","1","20401014","2","14"
"對輪胎（小）附加<1>HP+15%","4","1","20401015","2","15"
"對輪胎（小）附加<1>HP+16%","4","1","20401016","2","16"
"對輪胎（小）附加<1>HP+17%","4","1","20401017","2","17"
"對輪胎（小）附加<1>HP+18%","4","1","20401018","2","18"
"對輪胎（小）附加<1>HP+19%","4","1","20401019","2","19"
"對輪胎（小）附加<1>HP+20%","4","1","20401020","2","20"
"對輪胎（小）附加<1>HP+21%","4","1","20401021","2","21"
"對輪胎（小）附加<1>HP+22%","4","1","20401022","2","22"
"對輪胎（小）附加<1>HP+23%","4","1","20401023","2","23"
"對輪胎（小）附加<1>HP+24%","4","1","20401024","2","24"
"對輪胎（小）附加<1>HP+25%","4","1","20401025","2","25"
"對輪胎（小）附加<1>HP+26%","4","1","20401026","2","26"
"對輪胎（小）附加<1>HP+27%","4","1","20401027","2","27"
"對輪胎（小）附加<1>HP+28%","4","1","20401028","2","28"
"對輪胎（小）附加<1>HP+29%","4","1","20401029","2","29"
"對輪胎（小）附加<1>HP+30%","4","1","20401030","2","30"
"對輪胎（小）附加<1>HP+31%","4","1","20401031","2","31"
"對輪胎（小）附加<1>HP+32%","4","1","20401032","2","32"
"對輪胎（小）附加<1>HP+33%","4","1","20401033","2","33"
"對輪胎（小）附加<1>HP+34%","4","1","20401034","2","34"
"對輪胎（小）附加<1>HP+35%","4","1","20401035","2","35"
"對輪胎（小）附加<1>HP+36%","4","1","20401036","2","36"
"對輪胎（小）附加<1>HP+37%","4","1","20401037","2","37"
"對輪胎（小）附加<1>HP+38%","4","1","20401038","2","38"
"對輪胎（小）附加<1>HP+39%","4","1","20401039","2","39"
"對輪胎（小）附加<1>HP+40%","4","1","20401040","2","40"
"對輪胎（小）附加<1>HP+41%","4","1","20401041","2","41"
"對輪胎（小）附加<1>HP+42%","4","1","20401042","2","42"
"對輪胎（小）附加<1>HP+43%","4","1","20401043","2","43"
"對輪胎（小）附加<1>HP+44%","4","1","20401044","2","44"
"對輪胎（小）附加<1>HP+45%","4","1","20401045","2","45"
"對輪胎（小）附加<1>HP+46%","4","1","20401046","2","46"
"對輪胎（小）附加<1>HP+47%","4","1","20401047","2","47"
"對輪胎（小）附加<1>HP+48%","4","1","20401048","2","48"
"對輪胎（小）附加<1>HP+49%","4","1","20401049","2","49"
"對輪胎（小）附加<1>HP+50%","4","1","20401050","2","50"
"對輪胎（小）附加<1>HP+51%","4","1","20401051","2","51"
"對輪胎（小）附加<1>HP+52%","4","1","20401052","2","52"
"對輪胎（小）附加<1>HP+53%","4","1","20401053","2","53"
"對輪胎（小）附加<1>HP+54%","4","1","20401054","2","54"
"對輪胎（小）附加<1>HP+55%","4","1","20401055","2","55"
"對輪胎（小）附加<1>HP+56%","4","1","20401056","2","56"
"對輪胎（小）附加<1>HP+57%","4","1","20401057","2","57"
"對輪胎（小）附加<1>HP+58%","4","1","20401058","2","58"
"對輪胎（小）附加<1>HP+59%","4","1","20401059","2","59"
"對輪胎（小）附加<1>HP+60%","4","1","20401060","2","60"
"對輪胎（小）附加<1>HP+61%","4","1","20401061","2","61"
"對輪胎（小）附加<1>HP+62%","4","1","20401062","2","62"
"對輪胎（小）附加<1>HP+63%","4","1","20401063","2","63"
"對輪胎（小）附加<1>HP+64%","4","1","20401064","2","64"
"對輪胎（小）附加<1>HP+65%","4","1","20401065","2","65"
"對輪胎（小）附加<1>HP+66%","4","1","20401066","2","66"
"對輪胎（小）附加<1>HP+67%","4","1","20401067","2","67"
"對輪胎（小）附加<1>HP+68%","4","1","20401068","2","68"
"對輪胎（小）附加<1>HP+69%","4","1","20401069","2","69"
"對輪胎（小）附加<1>HP+70%","4","1","20401070","2","70"
"對輪胎（小）附加<1>HP+71%","4","1","20401071","2","71"
"對輪胎（小）附加<1>HP+72%","4","1","20401072","2","72"
"對輪胎（小）附加<1>HP+73%","4","1","20401073","2","73"
"對輪胎（小）附加<1>HP+74%","4","1","20401074","2","74"
"對輪胎（小）附加<1>HP+75%","4","1","20401075","2","75"
"對輪胎（小）附加<1>HP+76%","4","1","20401076","2","76"
"對輪胎（小）附加<1>HP+77%","4","1","20401077","2","77"
"對輪胎（小）附加<1>HP+78%","4","1","20401078","2","78"
"對輪胎（小）附加<1>HP+79%","4","1","20401079","2","79"
"對輪胎（小）附加<1>HP+80%","4","1","20401080","2","80"
"對輪胎（小）附加<1>HP+81%","4","1","20401081","2","81"
"對輪胎（小）附加<1>HP+82%","4","1","20401082","2","82"
"對輪胎（小）附加<1>HP+83%","4","1","20401083","2","83"
"對輪胎（小）附加<1>HP+84%","4","1","20401084","2","84"
"對輪胎（小）附加<1>HP+85%","4","1","20401085","2","85"
"對輪胎（小）附加<1>HP+86%","4","1","20401086","2","86"
"對輪胎（小）附加<1>HP+87%","4","1","20401087","2","87"
"對輪胎（小）附加<1>HP+88%","4","1","20401088","2","88"
"對輪胎（小）附加<1>HP+89%","4","1","20401089","2","89"
"對輪胎（小）附加<1>HP+90%","4","1","20401090","2","90"
"對輪胎（小）附加<1>HP+91%","4","1","20401091","2","91"
"對輪胎（小）附加<1>HP+92%","4","1","20401092","2","92"
"對輪胎（小）附加<1>HP+93%","4","1","20401093","2","93"
"對輪胎（小）附加<1>HP+94%","4","1","20401094","2","94"
"對輪胎（小）附加<1>HP+95%","4","1","20401095","2","95"
"對輪胎（小）附加<1>HP+96%","4","1","20401096","2","96"
"對輪胎（小）附加<1>HP+97%","4","1","20401097","2","97"
"對輪胎（小）附加<1>HP+98%","4","1","20401098","2","98"
"對輪胎（小）附加<1>HP+99%","4","1","20401099","2","99"
"對輪胎（小）附加<1>HP+100%","4","1","20401100","2","100"
"對加農砲附加<0>攻擊力+10%","1","2","30102010","3","10"
"對加農砲附加<0>攻擊力+11%","1","2","30102011","3","11"
"對加農砲附加<0>攻擊力+12%","1","2","30102012","3","12"
"對加農砲附加<0>攻擊力+13%","1","2","30102013","3","13"
"對加農砲附加<0>攻擊力+14%","1","2","30102014","3","14"
"對加農砲附加<0>攻擊力+15%","1","2","30102015","3","15"
"對加農砲附加<0>攻擊力+16%","1","2","30102016","3","16"
"對加農砲附加<0>攻擊力+17%","1","2","30102017","3","17"
"對加農砲附加<0>攻擊力+18%","1","2","30102018","3","18"
"對加農砲附加<0>攻擊力+19%","1","2","30102019","3","19"
"對加農砲附加<0>攻擊力+20%","1","2","30102020","3","20"
"對加農砲附加<0>攻擊力+21%","1","2","30102021","3","21"
"對加農砲附加<0>攻擊力+22%","1","2","30102022","3","22"
"對加農砲附加<0>攻擊力+23%","1","2","30102023","3","23"
"對加農砲附加<0>攻擊力+24%","1","2","30102024","3","24"
"對加農砲附加<0>攻擊力+25%","1","2","30102025","3","25"
"對加農砲附加<0>攻擊力+26%","1","2","30102026","3","26"
"對加農砲附加<0>攻擊力+27%","1","2","30102027","3","27"
"對加農砲附加<0>攻擊力+28%","1","2","30102028","3","28"
"對加農砲附加<0>攻擊力+29%","1","2","30102029","3","29"
"對加農砲附加<0>攻擊力+30%","1","2","30102030","3","30"
"對加農砲附加<0>攻擊力+31%","1","2","30102031","3","31"
"對加農砲附加<0>攻擊力+32%","1","2","30102032","3","32"
"對加農砲附加<0>攻擊力+33%","1","2","30102033","3","33"
"對加農砲附加<0>攻擊力+34%","1","2","30102034","3","34"
"對加農砲附加<0>攻擊力+35%","1","2","30102035","3","35"
"對加農砲附加<0>攻擊力+36%","1","2","30102036","3","36"
"對加農砲附加<0>攻擊力+37%","1","2","30102037","3","37"
"對加農砲附加<0>攻擊力+38%","1","2","30102038","3","38"
"對加農砲附加<0>攻擊力+39%","1","2","30102039","3","39"
