03df36b5a2a390e51fb447999af119b0ec5d89784f249754f25dc2c33d5a4fdf,1410a49752252b69e2f237b3f87d132b8498ecaad8326581e9de4e8b6281d309,6b0c22caad1d79960809e3b90b6c426274077c7a135d0f7b7dc82703e81b43e0,9c1786adff56cd72a6f7ba60faa5bbdce2504b2c1f734fa0a0790f029614cf6f,47e4d32a0a9ef1525c72f0d967f403106c1a3ac026f4c779ebc6ab73f4eb39fd,6a6f096bcc3012289a3b5d18ff73682f9896f8229988329bc17f40a6c83b06df,b3a58ba168a4c76c652c97f0e951d89506826a3d74df3ea6ef428356e9a6f02d,421f547679489c54671c8e0f60d77da23b822767ef1eadc67165d4bebd145c8d,65e773e1f675ad9afce7ec0d57ff412f5ee02d0883f44490704582fe957bf285,6f1febd313c092992569a2021d4399ae9146c32c95bc908087e67874407b5aba,7e4f639f1786a8bda3bcc4678301cbae47d607f4dc228006dea9e3b8b827f036,54469ac725d468c4ff22964f8498f3f18c9e0af187c006ff753baeeec499bd2a,5976b70d4acd742cc6aefe25d0b12d1ec18d3c91a003f843f143aa93779322a7,94d282e5add1191c24054a04a08fe2ce9f01834a52321cca1a6387b5c7e57505,3059d93a13f86e9e6a4c725af663c8333ec5fda28ee408785c3d40d52510bb57,ac6ce1128e796c5f21079b46b44f89268390a9d7b25b83b76c2ba8d07cecdb92,613fefe9ab6c15772a2b03f0f9b954c0565333c793df71f45e1a4b5f3df1910b,ed4cd90e09c9ec0f96fc13389560bacdf1d0223a582167e1e8841927ffc3ac02,55de24a099fe022a41f48264ab139a034b39bffcc9c0c5dfb8454a08757760e1,b3ee54354c453eb930c617f69d2505db254ed3cf0c66f48baaf99d120e3565a0,dcb2eda3e2203c6c50a9745cdb5970a66e040ff464b42e3c89efcd5a8bfd4991,e0fd01dbf725ec817742c5ad66a094dd07d7d8ca26f26b1cac08882aaa119159,1140b2d067e7eca377698e055e66c27b04f05f5efcb18421573d8c5f62942589,e1e2d71cbd9a8309d3212edebf2e6389e3533ad7a598f6ee82a65376f485b6fa
"1","0","21630801","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216308"
"1","0","21630901","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216309"
"1","0","21640001","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216400"
"1","0","21650101","1002","1001","1","1001","0","0","0","1","0","4","8","0","0","0","0","0","0","1002","0","1002","216501"
"1","0","21660101","1002","1002","1","1001","0","0","1001","1","0","4","9","0","0","0","0","0","0","1001","0","1001","216601"
"1001","0","21670001","1001","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","216700"
"1004","0","21680001","1003","0","1006","1001","0","0","0","0","0","6","6","0","0","0","0","0","0","1007","0","1005","216800"
"1004","0","21680101","1003","0","1006","1001","0","0","0","0","0","6","6","0","0","0","0","0","0","1007","0","1005","216801"
"1","0","21690001","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216900"
"1","0","21690101","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216901"
"1","0","21690201","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216902"
"1","0","21690301","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216903"
"1","0","21690401","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216904"
"1","0","21690501","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216905"
"1","0","21690601","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216906"
"1","0","21690701","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216907"
"1","0","21690801","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216908"
"1","0","21690901","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","216909"
"1","0","21700001","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217000"
"1002","0","21700101","1001","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217001"
"1","0","21700201","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217002"
"1","0","21700301","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217003"
"1","0","21700401","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217004"
"1","0","21700501","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217005"
"0","0","21700601","1","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","217006"
"1","0","21700701","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217007"
"1","0","21700801","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217008"
"1","0","21710001","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217100"
"1","0","21720001","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217200"
"1","0","21730001","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217300"
"1","0","21730101","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217301"
"1","0","21730201","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217302"
"1","0","21730301","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217303"
"1","0","21730401","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217304"
"1","0","21730501","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217305"
"1","0","21730601","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217306"
"1","0","21730701","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217307"
"1002","0","21730801","1004","0","1003","1004","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","1003","217308"
"1002","0","21740001","1001","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217400"
"1002","0","21750001","1001","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217500"
"1003","0","21750101","1001","0","0","1003","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217501"
"1004","0","21750201","1001","0","0","1004","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217502"
"1002","0","21750301","1001","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","217503"
"1002","0","21760101","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","217601"
"1002","0","21760201","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","217602"
"1002","0","21760301","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","217603"
"1002","0","21760401","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","217604"
"1002","0","21760501","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","217605"
"1002","0","21760601","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","217606"
"1002","0","21760701","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","217607"
"1003","0","21770001","1003","0","1003","1003","0","0","0","0","0","2","6","0","0","0","0","0","0","1002","0","1001","217700"
"0","0","21780001","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217800"
"0","0","21780101","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217801"
"0","0","21780201","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217802"
"0","0","21780301","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217803"
"0","0","21780401","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217804"
"0","0","21780501","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217805"
"0","0","21780601","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217806"
"0","0","21780701","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","217807"
"1001","0","21790001","1003","0","1002","1003","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","1002","217900"
"1001","0","21790101","1003","0","1002","1003","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","1002","217901"
"1001","0","21800101","2001","1001","1001","1002","0","0","1","1002","0","5","10","0","0","0","0","0","1001","1","0","1","218001"
"1","0","21800102","1002","1002","1","1001","0","0","1001","1","0","4","9","0","0","0","0","0","0","1001","0","1001","218001"
"1","0","21800103","1002","1002","1","1001","0","0","1001","1","0","4","9","0","0","0","0","0","0","1001","0","1001","218001"
"0","0","21810001","1001","0","0","1002","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","218100"
"0","0","21820001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","218200"
"0","0","21830001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","218300"
"1001","0","21840001","1004","0","0","1001","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","218400"
"0","0","21850001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","218500"
"0","0","25010001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250100"
"0","0","25020001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250200"
"0","0","25030001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250300"
"0","0","25040001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250400"
"0","0","25050001","1002","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250500"
"1002","0","25060001","1001","0","1001","1002","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","1002","250600"
"0","0","25070001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250700"
"0","0","25080001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250800"
"0","0","25090001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","250900"
"0","0","25100001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251000"
"0","0","25110001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251100"
"0","0","25120001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251200"
"0","0","25130001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251300"
"0","0","25140001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251400"
"0","0","25150001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251500"
"0","0","25160001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251600"
"0","0","25170001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251700"
"0","0","25180001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251800"
"0","0","25190001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","251900"
"0","0","25200001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252000"
"0","0","25210001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252100"
"0","0","25220001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252200"
"0","0","25230001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252300"
"0","0","25240001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252400"
"0","0","25250001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252500"
"0","0","25260001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252600"
"0","0","25270001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252700"
"0","0","25280001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252800"
"0","0","25290001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","252900"
"0","0","25300001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253000"
"0","0","25310001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253100"
"0","0","25320001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253200"
"0","0","25330001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253300"
"0","0","25340001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253400"
"1001","0","25350001","1001","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","253500"
"0","0","25360001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253600"
"0","0","25370001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253700"
"0","0","25380001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253800"
"0","0","25390001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","253900"
"0","0","25400001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254000"
"0","0","25410001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254100"
"0","0","25420001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254200"
"0","0","25430001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254300"
"0","0","25440001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254400"
"0","0","25450001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254500"
"0","0","25460001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254600"
"0","0","25470001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254700"
"1002","0","25480001","1001","0","0","1001","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","254800"
"0","0","25490001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","254900"
"0","0","25500001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255000"
"0","0","25510001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255100"
"0","0","25520001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255200"
"0","0","25530001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255300"
"0","0","25540001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255400"
"0","0","25550001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255500"
"1002","0","25560001","1001","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","255600"
"0","0","25570001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255700"
"0","0","25580001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255800"
"0","0","25590001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","255900"
"0","0","25600001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256000"
"0","0","25610001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256100"
"0","0","25620001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256200"
"0","0","25630001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256300"
"0","0","25640001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256400"
"0","0","25650001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256500"
"0","0","25660001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256600"
"0","0","25670001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256700"
"0","0","25680001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256800"
"0","0","25690001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","256900"
"0","0","25700001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257000"
"0","0","25710001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257100"
"0","0","25720001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257200"
"0","0","25730001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257300"
"1002","0","25740001","1001","0","1001","1001","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","1001","257400"
"0","0","25750001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257500"
"0","0","25760001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257600"
"0","0","25770001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257700"
"0","0","25780001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257800"
"0","0","25790001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","257900"
"0","0","25810001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258100"
"0","0","25820001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258200"
"0","0","25830001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258300"
"0","0","25840001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258400"
"0","0","25850001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258500"
"0","0","25860001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258600"
"0","0","25870001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258700"
"1001","0","25880001","1001","0","0","1001","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","258800"
"0","0","25890001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","258900"
"1002","0","25900001","1001","0","0","1001","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1001","259000"
"0","0","25910001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","259100"
"0","0","25920001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","259200"
"0","0","25930001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","259300"
"0","0","25940001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","259400"
"0","0","25950001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","259500"
"0","0","25960001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","259600"
"1","0","25990001","1002","1002","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1001","259900"
"1","0","25990101","1002","1002","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1001","259901"
"1","0","25990201","1002","1002","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1001","259902"
"1","0","25990301","1002","1002","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1001","259903"
"2001","0","26010101","1001","1002","2001","1002","1002","0","1001","2001","0","3","12","0","0","1001","0","0","2001","1001","0","1002","260101"
"1002","0","26020101","1002","1002","1002","2001","2001","1001","1001","2001","2001","5","17","2001","2001","1002","0","0","1002","2001","1002","1001","260201"
"1002","0","26030101","1001","1001","2001","2001","1002","0","2001","2001","1001","4","16","2001","2001","2001","0","0","1001","1002","1002","1001","260301"
"2002","0","26040101","2001","1002","2002","1001","1001","0","1001","2002","1002","9","15","1001","0","2002","0","0","2002","1001","0","1001","260401"
"0","0","26100001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","261000"
"0","0","26100101","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","261001"
"0","0","26100201","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","261002"
"0","0","26200001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","262000"
"0","0","26300001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","263000"
"0","0","26400001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","264000"
"0","0","26500001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","265000"
"0","0","26600001","1001","0","0","1001","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","266000"
"1","0","29010001","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","290100"
"1","0","29980001","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","299800"
"0","0","29990001","1","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","299900"
"1001","0","30010001","1003","0","1001","1002","0","0","0","0","0","2","6","0","0","0","0","0","0","1003","0","1003","300100"
"1001","0","30010002","1003","0","1002","1002","0","0","0","0","0","1","6","0","0","0","0","0","0","1003","0","1003","300100"
"1001","0","30010101","1004","0","1003","1002","0","0","0","0","0","3","6","0","0","0","0","0","0","1002","0","1004","300101"
"1001","0","30010201","1004","1004","1003","1002","0","0","0","1002","0","4","8","0","0","0","0","0","0","1001","0","1005","300102"
"1001","0","30010301","1001","1001","1001","1002","0","0","0","1002","0","4","8","0","0","0","0","0","0","1002","0","1003","300103"
"1001","0","30010401","1001","1001","1001","1002","0","0","0","1002","0","4","8","0","0","0","0","0","0","1002","0","1003","300104"
"1001","0","30020001","1","1001","1002","1","0","0","0","0","0","1","7","0","0","0","0","0","0","1","0","1","300200"
"1","0","30020002","1","1001","1002","1001","0","0","1","1","0","2","9","0","0","0","0","0","0","1","0","1001","300200"
"1001","0","30020101","1003","1001","1002","1003","0","0","0","0","0","1","7","0","0","0","0","0","0","1003","0","1003","300201"
"1002","0","30020201","1003","1001","1003","1004","0","0","0","1003","0","3","8","0","0","0","0","0","0","1003","0","1001","300202"
"1002","0","30020202","1005","1001","1003","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1003","0","1001","300202"
"1002","0","30020301","1003","1001","1003","1004","0","0","0","1003","0","3","8","0","0","0","0","0","0","1003","0","1001","300203"
"1002","0","30020302","1005","1001","1003","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1003","0","1001","300203"
"1002","0","30020401","1003","1001","1003","1004","0","0","0","1003","0","3","8","0","0","0","0","0","0","1003","0","1001","300204"
"1002","0","30020402","1005","1001","1003","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1003","0","1001","300204"
"1002","0","30030001","1001","0","1003","1003","0","0","0","0","0","2","6","0","0","0","0","0","0","1001","0","1001","300300"
"1002","0","30030002","1001","0","1","1","0","0","0","0","0","2","6","0","0","0","0","0","0","1001","0","1001","300300"
"1002","0","30030101","1001","1003","1001","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1002","0","1003","300301"
"1003","1","30030102","1001","1002","1001","1","1","1","1","1","1","1","7","1","1","1","1","1","1","1003","1","1002","300301"
"1002","0","30030201","1001","1003","1001","1005","0","0","0","0","0","1","7","0","0","0","0","0","0","1002","0","1004","300302"
"1","1","30040001","1","1","1001","1001","1","1","0","1001","1","1","8","1","1","1","1","1","1","1002","1","1002","300400"
"1001","1","30040002","1002","0","0","1","1","1","0","0","1","1","4","1","1","1","1","1","1","0","1","1002","300400"
"1003","0","30040101","1003","1003","1001","1001","0","0","0","1001","0","1","8","0","0","0","0","0","0","1002","0","1002","300401"
"1001","0","30040201","1003","1001","1003","1002","0","0","0","1004","0","1","8","0","0","0","0","0","0","1003","0","1004","300402"
"1001","0","30040301","1003","1001","1003","1002","0","0","0","1004","0","1","8","0","0","0","0","0","0","1003","0","1004","300403"
"1001","0","30040401","1003","1001","1003","1002","0","0","0","1004","0","1","8","0","0","0","0","0","0","1003","0","1004","300404"
"1001","1","30050001","1","1","1001","1","1","1","1","1","1","2","6","1","1","1","1","1","1","1","1","1","300500"
"1001","1","30060001","1","1","1001","1","1","1","1","1","1","2","6","1","1","1","1","1","1","1","1","1","300600"
"1001","1","30060101","1","1","1001","1","1","1","1","1","1","2","6","1","1","1","1","1","1","1","1","1","300601"
"1001","1","30060201","1002","1","1001","1002","1","1","1","1","1","2","6","1","1","1","1","1","1","1002","1","1002","300602"
"1001","1","30060301","1002","1","1001","1002","1","1","1","1","1","2","6","1","1","1","1","1","1","1002","1","1002","300603"
"1001","1","30060401","1","1","1001","1","1","1","1","1","1","2","6","1","1","1","1","1","1","1","1","1","300604"
"1001","1","30060501","1002","1","1001","1002","1","1","1","1","1","2","6","1","1","1","1","1","1","1002","1","1002","300605"
"1001","1","30060601","1002","1","1001","1002","1","1","1","1","1","2","6","1","1","1","1","1","1","1002","1","1002","300606"
"1001","1","30060701","1002","1","1001","1002","1","1","1","1","1","2","6","1","1","1","1","1","1","1002","1","1002","300607"
"1001","1","30060801","1002","1","1001","1002","1","1","1","1","1","2","6","1","1","1","1","1","1","1002","1","1002","300608"
"1001","1","30070001","1","1","1","1","1","1","1","1","1","2","6","1","1","1","1","1","1","1","1","1","300700"
"1001","0","30070101","1002","0","1002","1002","0","0","0","0","0","2","6","0","0","0","0","0","0","1002","0","1002","300701"
"1001","0","30070201","1002","0","1002","1002","0","0","0","0","0","2","6","0","0","0","0","0","0","1002","0","1002","300702"
"1001","0","30070301","1","0","1","1","0","0","0","0","0","2","6","0","0","0","0","0","0","1","0","1","300703"
"1001","0","30070401","1002","0","1002","1002","0","0","0","0","0","2","6","0","0","0","0","0","0","1002","0","1002","300704"
"1001","0","30070501","1002","0","1002","1002","0","0","0","0","0","2","6","0","0","0","0","0","0","1002","0","1002","300705"
"1","1","30080001","1","1","1","1","1","1","1","1","1","2","4","1","1","1","1","1","1","1","1","1001","300800"
"1002","1","30080101","1002","1","1","1001","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1002","300801"
"1002","1","30080201","1002","1","1","1001","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1002","300802"
"1002","1","30080301","1002","1","1","1001","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1002","300803"
"1001","1","30090001","1","1","1001","1","1","1","1","1","1","2","6","1","1","1","1","1","1","1","1","1","300900"
"1","1","30100001","1","1","1","1","1","1","1","1","1","2","4","1","1","1","1","1","1","1","1","1001","301000"
