4c6c6ce759e857206a3176e1d5e38cd11d7acfaff1093edc9de195ea0dc98675,fca0657727d33d6dd5180791f7d3cf28bafc8c3ef7b1e630932e8b5c8b084b8c,938e70b23554d9f3267f43114f710d7f3012c2f7105094ecd49c24554918876d,6781daedf30eac79ede6d789ad7dd3eb587914b8f26f334abfb19b2d147c4c92,e4341aa9de0c6a0435ebcbe672e749b9ebb2f70e6de2dfe68da38dfe2a997c6d,7f35c1f7f044bdd684402c350f36e3eace57044532b23904e8fb75c4879161a5,4adaa80d17d70103a5be0ff936fb756ef9fe38faa7cf104721cf89f850672c98,5a99cf7c8d00990443dba1f14e51c14e81ca075dbe54945a549b5d4051a5a350,989498a6e887078e7df0cbe2642a48c30465ea39e4930b5e28edefbb6467cc1f,0c5bf428dbebc0fdbd0f694e1db76df5354f35d31d1b0d2df82d10fdebabdf6f,f6491eddbb90de4844e7fd7c4ea2b4d8cb229372ddcf4343534e8dee4ab74d24
"0","7","7007","0","1","11","3","0","0.5","1","啾啾！"
"","7","7008","","","91","","","","0",""
"","7","7009","0.2","","3","1","","","1","psy_fairy_idle"
"","7","7010","0.2","","3","1","","","119931","psy_miyako_talk3"
"","7","7011","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0702"
"0","7","7012","0","1","11","5","0","1","119931","吵死了！別來妨礙人家！\n宮子正在思考究極的布丁，\n很忙的喲！"
"","7","7013","","","93","","","","3","1"
"0","7","7014","0.2","psy_miyako_arm_crossed_loop","3","0","1","","119931","psy_miyako_arm_crossed_in"
"","7","7015","","","91","","","","7012",""
"","7","7016","","","22","","","","0","0"
"","7","7017","0.2","","3","1","","","1","psy_fairy_talk"
"","7","7018","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_9903"
"0","7","7019","0","1","11","4","0","0.5","1","啾～啾～！"
"","7","7020","","","91","","","","0",""
"","7","7021","0.2","","3","1","","","1","psy_fairy_idle"
"","7","7022","0.2","","3","1","","","119931","psy_miyako_anger2"
"","7","7023","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0704"
"0","7","7024","0","1","11","5","0","0.5","119931","就算你這麼說，人家也不管喲！"
"","7","7025","","","91","","","","0",""
"","7","7026","","","22","","","","0","0"
"","7","7027","0.2","","3","1","","","119931","psy_miyako_thinking3"
"","7","7028","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0705"
"0","7","7029","0","1","11","3","0","0.5","119931","嗯～～\n不過，好像可以嘗試看看。\n因為宮子很溫柔\n才聽你的意見的喲！"
"","7","7030","","","93","","","","5","1"
"0","7","7031","0.2","psy_miyako_doya_loop","3","0","1","","119931","psy_miyako_doya_in"
"","7","7032","","","91","","","","7029",""
"","7","7033","","","22","","","","0","0"
"","7","7034","","","93","","","","1",""
"","7","7035","","","91","","","","0",""
"0","8","8001","1.7","-300","1","100","-200","psy_miyako_start","1","119931"
"1","8","8002","1.7","225","1","100","-210","psy_walk2","1","100411"
"1","8","8003","1.7","480","1","105","-220","psy_walk3","1","103631"
"1","8","8004","1.7","340","1","110","-235","psy_walk_glad","1","102011"
"","8","8005","1","0","31","0","1","","1","11"
"0","8","8006","1.7","-300","5","101","-200","psy_smoke_start","1","1"
"","8","8007","","2","2","-210","0","","100411","110"
"","8","8008","","2.2","2","-220","0","","103631","365"
"","8","8009","","2.3","2","-235","0","","102011","225"
"","8","8010","","","93","","","","2",""
"","8","8011","0.2","","3","1","","","100411","psy_idle_normal"
"","8","8012","","","93","","","","0.2",""
"","8","8013","0.2","","3","1","","","103631","psy_idle_normal"
"","8","8014","","","93","","","","0.1",""
"","8","8015","0.2","","3","1","","","102011","psy_talk_joy1"
"","8","8016","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0806"
"0","8","8017","0","1","11","5","0","0.5","102011","哥哥，我們來玩了～\n咦～？沒人在嗎？"
"","8","8018","","","91","","","","0",""
"","8","8019","0.2","","3","1","","","102011","psy_idle_joy1"
"0.2","8","8020","0","psy_miyako_talk1","3","0","1","","119931","psy_miyako_appear"
"0","8","8021","0","psy_smoke_start","3","0","0","","1","psy_smoke_appear"
"","8","8022","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0801"
"0","8","8023","0","1","11","4","0","0.5","119931","嗯？妳們找他幹嘛？"
"","8","8024","","","91","","","","0",""
"","8","8025","","","22","","","","0","0"
"","8","8026","0.2","","3","1","","","119931","psy_miyako_idle"
"","8","8027","0.2","","3","1","","","103631","psy_talk_surprise2"
"","8","8028","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0807"
"0","8","8029","0","1","11","6","0","0.5","103631","呀～！？幽靈！！"
"","8","8030","","","91","","","","0",""
"","8","8031","0.2","","3","1","","","103631","psy_idle_surprise2"
"","8","8032","0.2","","3","1","","","100411","psy_talk_joy2"
"","8","8033","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0808"
"0","8","8034","0","1","11","6","0","0.5","100411","好厲害～！\n是哥哥設下的惡作劇嗎？\n哥哥，不要躲了，趕快出來～"
"","8","8035","","","91","","","","0",""
"","8","8036","0.2","","3","1","","","100411","psy_idle_joy2"
"","8","8037","0.2","","3","1","","","119931","psy_miyako_panic2"
"","8","8038","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0802"
"0","8","8039","0","1","11","5","0","1","119931","宮子才不惡作劇喲，\n是幽靈喲。\n然後那傢伙現在不在喲。"
"","8","8040","","","93","","","","3","1"
"","8","8041","0.2","","3","1","","","119931","psy_miyako_talk2"
"","8","8042","","","91","","","","8039",""
"","8","8043","","","22","","","","0","0"
"","8","8044","0.2","","3","1","","","119931","psy_miyako_idle"
"","8","8045","0.2","","3","1","","","100411","psy_talk_wish"
"","8","8046","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0809"
"0","8","8047","0","1","11","6","0","0.5","100411","不在嗎？\n那就趁現在來惡作劇……"
"","8","8048","","","91","","","","0",""
"","8","8049","0.2","","3","1","","","100411","psy_idle_wish"
"","8","8050","0.2","","3","1","","","103631","psy_talk_anger"
"","8","8051","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0810"
"0","8","8052","0","1","11","6","0","0.5","103631","不能在店裡惡作劇吧！\n話說為什麼禊一點都不害怕？\n幽靈出現了唷？"
"","8","8053","","","91","","","","0",""
"","8","8054","0.2","","3","1","","","103631","psy_idle_anger"
"","8","8055","0.2","","3","1","","","100411","psy_talk_normal"
"","8","8056","","","4","","","","100411","0"
"","8","8057","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0811"
"0","8","8058","0","1","11","6","0","0.5","100411","因為她就像哥哥的朋友嘛，\n而且一點都不可怕。"
"","8","8059","","","91","","","","0",""
"","8","8060","","","4","","","","100411","1"
"","8","8061","0.2","","3","1","","","100411","psy_idle_normal"
"","8","8062","0.2","","3","1","","","102011","psy_talk_joy1"
"","8","8063","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0812"
"0","8","8064","0","1","11","5","0","0.5","102011","到哥哥回來之前\n一起玩吧～"
"","8","8065","","","91","","","","0",""
"","8","8066","0.2","","3","1","","","102011","psy_idle_joy1"
"","8","8067","0.2","","3","1","","","119931","psy_miyako_anger3"
"","8","8068","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0803"
"0","8","8069","0","1","11","4","0","0.5","119931","不玩。\n宮子要做布丁，很忙的！"
"","8","8070","","","91","","","","0",""
"","8","8071","","","22","","","","0","0"
"","8","8072","0.2","","3","1","","","119931","psy_miyako_idle_anger"
"","8","8073","0.2","","3","1","","","102011","psy_talk_joy2"
"","8","8074","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0813"
"0","8","8075","0","1","11","7","0","0.5","102011","做布丁？哇，感覺很好玩～\n美美也可以一起做嗎？"
"","8","8076","","","91","","","","0",""
"","8","8077","0.2","","3","1","","","102011","psy_idle_joy2"
"0","8","8078","0.2","psy_miyako_doya_loop","3","0","1","","119931","psy_miyako_doya_in"
"","8","8079","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0804"
"0","8","8080","0","1","11","5","0","0.5","119931","如果會聽宮子的話，\n讓妳們幫忙也可以喲。"
"","8","8081","","","91","","","","0",""
"","8","8082","","","22","","","","0","0"
"","8","8083","0.2","","3","1","","","119931","psy_miyako_doya_idle"
"0.4","8","8084","0.2","psy_idle_joy1","3","0","1","","102011","psy_jump"
"","8","8085","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0814"
"0","8","8086","0","1","11","6","0","0.5","102011","哇～！太好了～！"
"","8","8087","","","91","","","","0",""
"","8","8088","0.2","","3","1","","","100411","psy_talk_joy2"
"","8","8089","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0815"
"0","8","8090","0","1","11","5","0","0.5","100411","來做對哥哥惡作劇用的\n布丁吧～！"
"","8","8091","","","91","","","","0",""
"","8","8092","0.2","","3","1","","","100411","psy_idle_joy2"
"","8","8093","0.2","","3","1","","","103631","psy_talk_sad"
"","8","8094","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0816"
"0","8","8095","0","1","11","8","0","0.5","103631","怎、怎麼這樣……\n竟然要與幽靈一起做布丁……"
"","8","8096","","","91","","","","0",""
"","8","8097","0.2","","3","1","","","103631","psy_idle_sad"
"","8","8098","0.2","","3","1","","","100411","psy_talk_normal"
"","8","8099","","","4","","","","100411","0"
"","8","8100","","","4","","","","102011","0"
"","8","8101","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0817"
"0","8","8102","0","1","11","4","0","0.5","100411","鏡華不做嗎？"
"","8","8103","","","91","","","","0",""
"","8","8104","0.2","","3","1","","","100411","psy_idle_normal"
"","8","8105","0.2","","3","1","","","102011","psy_talk_joy2"
"","8","8106","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0818"
"0","8","8107","0","1","11","5","0","0.5","102011","美美想跟鏡華\n一起做布丁呢～"
"","8","8108","","","91","","","","0",""
"","8","8109","0.2","","3","1","","","102011","psy_idle_joy2"
"","8","8110","0.2","","3","1","","","103631","psy_talk_sad"
"","8","8111","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0819"
"0","8","8112","0","1","11","6","0","0.5","103631","嗚嗚……知道了啦，\n我也一起做。"
"","8","8113","","","91","","","","0",""
"","8","8114","0.2","","3","1","","","103631","psy_idle_sad"
"","8","8115","0.2","","3","1","","","119931","psy_miyako_joy1"
"","8","8116","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0805"
"0","8","8117","0","1","11","5","0","0.5","119931","太好了！\n一口氣增加了三個手下喲！"
"","8","8118","","","91","","","","0",""
"","8","8119","","","22","","","","0","0"
"","8","8120","","","93","","","","1",""
"","8","8121","","","91","","","","0",""
"0","9","9001","1.7","-300","1","100","-200","psy_miyako_idle","1","119931"
"1","9","9002","1.7","185","5","100","-220","psy_idle_normal","1","1"
"","9","9003","1","0","31","0","1","","1","11"
"","9","9004","","","93","","","","1",""
"","9","9005","0.2","","3","1","","","119931","psy_miyako_thinking4"
"","9","9006","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0901"
"0","9","9007","0","1","11","3","0","1","119931","嗯……要做出美味的布丁\n還真是難呢。\n宮子的靈感快用完了喲！"
"","9","9008","","","93","","","","6","1"
"","9","9009","0.2","","3","1","","","119931","psy_miyako_sad2"
"","9","9010","","","91","","","","9007",""
"","9","9011","","","22","","","","0","0"
"","9","9012","0.2","","3","1","","","119931","psy_miyako_talk_joy1"
"","9","9013","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0902"
"0","9","9014","0","1","11","4","0","0.5","119931","你有很多認識的人，\n拿些也許可以成為布丁靈感的\n東西過來吧！"
"","9","9015","","","93","","","","6","1"
"0","9","9016","0.2","psy_miyako_guts2_loop","3","0","1","","119931","psy_miyako_guts2_in"
"","9","9017","","","91","","","","9014",""
"","9","9018","","","22","","","","0","0"
"0","9","9019","0","0","12","1","0","0","1","11"
"0","9","9020","0.2","psy_idle_guts2","3","0","1","","1","psy_talk_guts2"
"","9","9021","","","93","","","","2",""
"","9","9022","","","4","","","","1","0"
"","9","9023","0.2","","3","1","","","1","psy_run"
"","9","9024","","3","2","-220","0","","1","1000"
"","9","9025","","","93","","","","4",""
"","9","9026","","","4","","","","1","1"
"","9","9027","0.2","","3","1","","","1","psy_item01_run"
"","9","9028","","3","2","-220","0","","1","185"
"","9","9029","","","93","","","","3",""
"0","9","9030","0.2","psy_item01_up_loop","3","0","1","","1","psy_item01_up"
"","9","9031","","","93","","","","0.5",""
"","9","9032","","","103","0","","","我拿手銬和鞭子來了。","9033"
"","9","9033","0.2","","3","1","","","119931","psy_miyako_anger2"
"","9","9034","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0903"
"0","9","9035","0","1","11","5","0","0.5","119931","你、你突然拿什麼東西過來呀！\n你是變態嗎！？\n宮子看錯你了喲！"
"","9","9036","","","91","","","","0",""
"","9","9037","","","22","","","","0","0"
"0","9","9038","0","0","12","2","0","0","1","10"
"","9","9039","0.2","","3","1","","","1","psy_item01_up_loop_talk"
"","9","9040","","","93","","","","3",""
"","9","9041","0.2","","3","1","","","1","psy_item01_up_loop"
"","9","9042","0.2","","3","1","","","119931","psy_miyako_thinking4"
"","9","9043","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_0904"
"0","9","9044","0","1","11","4","0","0.5","119931","…………咦？\n你有認識帶著手銬\n和鞭子的人？\n你真的沒問題嗎？"
"","9","9045","","","93","","","","6","1"
"","9","9046","0.2","","3","1","","","119931","psy_miyako_talk4"
"","9","9047","","","91","","","","9044",""
"","9","9048","","","22","","","","0","0"
"","9","9049","","","93","","","","1",""
"","9","9050","","","91","","","","0",""
"0","10","10001","1.7","-300","1","100","-200","psy_miyako_idle","1","119931"
"1","10","10002","1.7","1000","5","100","-220","psy_idle_normal","1","1"
"","10","10003","1","0","31","0","1","","1","11"
"","10","10004","","","93","","","","2",""
"","10","10005","0.2","","3","1","","","1","psy_item02_run"
"","10","10006","","3","2","-220","0","","1","185"
"","10","10007","","","93","","","","3",""
"0","10","10008","0.2","psy_item02_up_loop","3","0","1","","1","psy_item02_up"
"","10","10009","","","93","","","","0.5",""
"","10","10010","","","103","0","","","感覺這個可以給妳靈感唷。","10011"
"","10","10011","0.2","","3","1","","","119931","psy_miyako_anger3"
"","10","10012","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1001"
"0","10","10013","0","1","11","4","0","0.5","119931","不准再拿怪東西過來！\n……嗯？樹果？\n你拿了正常的東西過來呢！\n宮子要誇獎你喲！"
"","10","10014","","","93","","","","4","1"
"","10","10015","0.2","","3","1","","","119931","psy_miyako_talk2"
"","10","10016","","","93","","","","2.5","1"
"","10","10017","0.2","","3","1","","","119931","psy_miyako_talk_joy1"
"","10","10018","","","91","","","","10013",""
"","10","10019","","","22","","","","0","0"
"","10","10020","0.2","","3","1","","","119931","psy_miyako_thinking1"
"","10","10021","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1002"
"0","10","10022","0","1","11","5","0","0.5","119931","不過這是什麼果實來的？\n橡子還認得出來，\n但這個紅色的果實就不認得了。"
"","10","10023","","","91","","","","0",""
"","10","10024","","","22","","","","0","0"
"0","10","10025","0","0","12","3","0","0","1","6"
"","10","10026","0.2","","3","1","","","1","psy_item02_up_loop_talk"
"","10","10027","","","93","","","","3",""
"","10","10028","0.2","","3","1","","","1","psy_item02_up_loop"
"","10","10029","0.2","","3","1","","","119931","psy_miyako_sad1"
"","10","10030","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1003"
"0","10","10031","0","1","11","6","0","0.5","119931","一吃下去就會噴火的果實？\n為什麼要帶這麼危險的東西過來！\n果然你還是派不上用場～！"
"","10","10032","","","93","","","","3","1"
"","10","10033","0.2","","3","1","","","119931","psy_miyako_anger2"
"","10","10034","","","91","","","","10031",""
"","10","10035","","","22","","","","0","0"
"","10","10036","","","93","","","","1",""
"","10","10037","","","91","","","","0",""
"0","11","11001","1.7","-300","1","100","-200","psy_miyako_idle","1","119931"
"1","11","11002","1.7","1000","5","100","-220","psy_idle_normal","1","1"
"","11","11003","1","0","31","0","1","","1","11"
"","11","11004","","","93","","","","2",""
"","11","11005","0.2","","3","1","","","1","psy_item03_run"
"","11","11006","","3","2","-220","0","","1","185"
"","11","11007","","","93","","","","3",""
"0","11","11008","0.2","psy_item03_up_loop","3","0","1","","1","psy_item03_up"
"","11","11009","","","93","","","","0.5",""
"","11","11010","","","103","0","","","感覺這個可以給妳靈感唷。","11011"
"","11","11011","0.2","","3","1","","","119931","psy_miyako_talk3"
"","11","11012","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1101"
"0","11","11013","0","1","11","5","0","1","119931","三局定勝負的意思嗎？\n如果這次再不帶正常的東西過來，\n人家就把你變成布丁喲。"
"","11","11014","","","93","","","","4","1"
"","11","11015","0.2","","3","1","","","119931","psy_miyako_panic3"
"","11","11016","","","91","","","","11013",""
"","11","11017","","","22","","","","0","0"
"","11","11018","0.2","","3","1","","","119931","psy_miyako_thinking1"
"","11","11019","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1102"
"0","11","11020","0","1","11","4","0","0.5","119931","然後呢，你手上拿的紙\n是什麼？\n是美味布丁的食譜嗎？"
"","11","11021","","","91","","","","0",""
"","11","11022","","","22","","","","0","0"
"","11","11023","","","103","0","","","劇本和班表","11024"
"","11","11024","0.2","","3","1","","","119931","psy_miyako_talk4"
"","11","11025","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1103"
"0","11","11026","0","1","11","4","0","0.5","119931","……在製作布丁上\n完全派不上用場喲。\n宮子不該拜託你的。"
"","11","11027","","","91","","","","0",""
"","11","11028","","","22","","","","0","0"
"","11","11029","0.2","","3","1","","","119931","psy_miyako_sad1"
"","11","11030","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1104"
"0","11","11031","0","1","11","4","0","0.5","119931","這也跟你認識的人有關係嗎？\n你認識的人\n都是一群怪咖來的！"
"","11","11032","","","91","","","","0",""
"","11","11033","","","22","","","","0","0"
"","11","11034","0.2","","3","1","","","119931","psy_miyako_talk_joy1"
"","11","11035","","0","21","0","","","vo_minigame_1008","vo_minigame_1008_drama_1105"
"0","11","11036","0","1","11","5","0","0.5","119931","不過因為宮子很溫柔，\n就算是你那派不上用場的線索，\n人家也可以做出好吃的布丁喲！\n感恩戴德吧！"
"","11","11037","","","93","","","","5","1"
"0","11","11038","0.2","psy_miyako_doya_loop","3","0","1","","119931","psy_miyako_doya_in"
"","11","11039","","","91","","","","11036",""
"","11","11040","","","22","","","","0","0"
"","11","11041","","","93","","","","1.5",""
"","11","11042","","","91","","","","0",""
