14afbcb9d66ea3012bc157890259db94186061f47147b517abfbf4b7e3e58471,033dd9f16e49f05a0f95bc3919eb7b4dae708224402bf510a30afdc5ff0c5ee3,8d746ea35c6130d1ae2d462ad9f760a2f6fca48e284bf8d3c406ee7a67e7dd39,018d326e9d9c393a6c3aefadc8a1828d43e5c14c69d4b9cd35712968860b6772,e194102f3e2d2d42d22ab239198d0cba2f9d314f0ef0943905379fcfabf7e89c,a1c7c07cd780587363361c372dc3193af3c6c6026f16ebd8298e0e31b623e0df,7bfc86875548c7471f5f6b424127b226c16707640b0c8a2ddf76382c06da15e5
"10702","3","4","3","0","870","0"
"10702","3","5","3","0","900","0"
"10702","3","0","4","0","1050","0"
"10702","3","1","4","0","1080","0"
"10702","3","2","4","0","1110","0"
"10702","3","3","4","0","1140","0"
"10702","3","4","4","0","1170","0"
"10702","3","5","4","0","1200","0"
"10702","3","0","5","0","1350","0"
"10702","3","1","5","0","1380","0"
"10702","3","2","5","0","1410","0"
"10702","3","3","5","0","1440","0"
"10702","3","4","5","0","1470","0"
"10702","3","5","5","0","1500","0"
"10703","4","0","1","0","150","0"
"10703","4","1","1","0","180","0"
"10703","4","2","1","0","210","0"
"10703","4","3","1","0","240","0"
"10703","4","4","1","0","270","0"
"10703","4","5","1","0","300","0"
"10703","4","0","2","0","450","0"
"10703","4","1","2","0","480","0"
"10703","4","2","2","0","510","0"
"10703","4","3","2","0","540","0"
"10703","4","4","2","0","570","0"
"10703","4","5","2","0","600","0"
"10703","4","0","3","0","750","0"
"10703","4","1","3","0","780","0"
"10703","4","2","3","0","810","0"
"10703","4","3","3","0","840","0"
"10703","4","4","3","0","870","0"
"10703","4","5","3","0","900","0"
"10703","4","0","4","0","1050","0"
"10703","4","1","4","0","1080","0"
"10703","4","2","4","0","1110","0"
"10703","4","3","4","0","1140","0"
"10703","4","4","4","0","1170","0"
"10703","4","5","4","0","1200","0"
"10703","4","0","5","0","1350","0"
"10703","4","1","5","0","1380","0"
"10703","4","2","5","0","1410","0"
"10703","4","3","5","0","1440","0"
"10703","4","4","5","0","1470","0"
"10703","4","5","5","0","1500","0"
"10704","9","0","1","0","1000","0"
"10704","9","1","1","0","1200","0"
"10704","9","2","1","0","1400","0"
"10704","9","3","1","0","1600","0"
"10704","9","4","1","0","1800","0"
"10704","9","5","1","0","2000","0"
"10704","9","0","2","0","3000","0"
"10704","9","1","2","0","3200","0"
"10704","9","2","2","0","3400","0"
"10704","9","3","2","0","3600","0"
"10704","9","4","2","0","3800","0"
"10704","9","5","2","0","4000","0"
"10704","9","0","3","0","5000","0"
"10704","9","1","3","0","5200","0"
"10704","9","2","3","0","5400","0"
"10704","9","3","3","0","5600","0"
"10704","9","4","3","0","5800","0"
"10704","9","5","3","0","6000","0"
"10704","9","0","4","0","7000","0"
"10704","9","1","4","0","7200","0"
"10704","9","2","4","0","7400","0"
"10704","9","3","4","0","7600","0"
"10704","9","4","4","0","7800","0"
"10704","9","5","4","0","8000","0"
"10704","9","0","5","0","9000","0"
"10704","9","1","5","0","9200","0"
"10704","9","2","5","0","9400","0"
"10704","9","3","5","0","9600","0"
"10704","9","4","5","0","9800","0"
"10704","9","5","5","0","10000","0"
"10801","1","0","1","0","150","0"
"10801","1","1","1","0","180","0"
"10801","1","2","1","0","210","0"
"10801","1","3","1","0","240","0"
"10801","1","4","1","0","270","0"
"10801","1","5","1","0","300","0"
"10801","1","0","2","0","450","0"
"10801","1","1","2","0","480","0"
"10801","1","2","2","0","510","0"
"10801","1","3","2","0","540","0"
"10801","1","4","2","0","570","0"
"10801","1","5","2","0","600","0"
"10801","1","0","3","0","750","0"
"10801","1","1","3","0","780","0"
"10801","1","2","3","0","810","0"
"10801","1","3","3","0","840","0"
"10801","1","4","3","0","870","0"
"10801","1","5","3","0","900","0"
"10801","1","0","4","0","1050","0"
"10801","1","1","4","0","1080","0"
"10801","1","2","4","0","1110","0"
"10801","1","3","4","0","1140","0"
"10801","1","4","4","0","1170","0"
"10801","1","5","4","0","1200","0"
"10801","1","0","5","0","1350","0"
"10801","1","1","5","0","1380","0"
"10801","1","2","5","0","1410","0"
"10801","1","3","5","0","1440","0"
"10801","1","4","5","0","1470","0"
"10801","1","5","5","0","1500","0"
"10802","2","0","1","0","300","0"
"10802","2","1","1","0","360","0"
"10802","2","2","1","0","420","0"
"10802","2","3","1","0","480","0"
"10802","2","4","1","0","540","0"
"10802","2","5","1","0","600","0"
"10802","2","0","2","0","900","0"
"10802","2","1","2","0","960","0"
"10802","2","2","2","0","1020","0"
"10802","2","3","2","0","1080","0"
"10802","2","4","2","0","1140","0"
"10802","2","5","2","0","1200","0"
"10802","2","0","3","0","1500","0"
"10802","2","1","3","0","1560","0"
"10802","2","2","3","0","1620","0"
"10802","2","3","3","0","1680","0"
"10802","2","4","3","0","1740","0"
"10802","2","5","3","0","1800","0"
"10802","2","0","4","0","2100","0"
"10802","2","1","4","0","2160","0"
"10802","2","2","4","0","2220","0"
"10802","2","3","4","0","2280","0"
"10802","2","4","4","0","2340","0"
"10802","2","5","4","0","2400","0"
"10802","2","0","5","0","2700","0"
"10802","2","1","5","0","2760","0"
"10802","2","2","5","0","2820","0"
"10802","2","3","5","0","2880","0"
"10802","2","4","5","0","2940","0"
"10802","2","5","5","0","3000","0"
"10803","8","0","1","0","1000","0"
"10803","8","1","1","0","1200","0"
"10803","8","2","1","0","1400","0"
"10803","8","3","1","0","1600","0"
"10803","8","4","1","0","1800","0"
"10803","8","5","1","0","2000","0"
"10803","8","0","2","0","3000","0"
"10803","8","1","2","0","3200","0"
"10803","8","2","2","0","3400","0"
"10803","8","3","2","0","3600","0"
"10803","8","4","2","0","3800","0"
"10803","8","5","2","0","4000","0"
"10803","8","0","3","0","5000","0"
"10803","8","1","3","0","5200","0"
"10803","8","2","3","0","5400","0"
"10803","8","3","3","0","5600","0"
"10803","8","4","3","0","5800","0"
"10803","8","5","3","0","6000","0"
"10803","8","0","4","0","7000","0"
"10803","8","1","4","0","7200","0"
"10803","8","2","4","0","7400","0"
"10803","8","3","4","0","7600","0"
"10803","8","4","4","0","7800","0"
"10803","8","5","4","0","8000","0"
"10803","8","0","5","0","9000","0"
"10803","8","1","5","0","9200","0"
"10803","8","2","5","0","9400","0"
"10803","8","3","5","0","9600","0"
"10803","8","4","5","0","9800","0"
"10803","8","5","5","0","10000","0"
"10804","9","0","1","0","1000","0"
"10804","9","1","1","0","1200","0"
"10804","9","2","1","0","1400","0"
"10804","9","3","1","0","1600","0"
"10804","9","4","1","0","1800","0"
"10804","9","5","1","0","2000","0"
"10804","9","0","2","0","3000","0"
"10804","9","1","2","0","3200","0"
"10804","9","2","2","0","3400","0"
"10804","9","3","2","0","3600","0"
"10804","9","4","2","0","3800","0"
"10804","9","5","2","0","4000","0"
"10804","9","0","3","0","5000","0"
"10804","9","1","3","0","5200","0"
"10804","9","2","3","0","5400","0"
"10804","9","3","3","0","5600","0"
"10804","9","4","3","0","5800","0"
"10804","9","5","3","0","6000","0"
"10804","9","0","4","0","7000","0"
"10804","9","1","4","0","7200","0"
"10804","9","2","4","0","7400","0"
"10804","9","3","4","0","7600","0"
"10804","9","4","4","0","7800","0"
"10804","9","5","4","0","8000","0"
"10804","9","0","5","0","9000","0"
"10804","9","1","5","0","9200","0"
"10804","9","2","5","0","9400","0"
"10804","9","3","5","0","9600","0"
"10804","9","4","5","0","9800","0"
"10804","9","5","5","0","10000","0"
