d81ec813cfe10cdc377517962dc5461310952da01693c8000f24a30ffec4d11d,fe5a74418027d23f325c7ddb88007e672332c61ffd5e9da169d90e82ae82b8e9,a8869bec889b5ca2e478913bcff70eafd458b33e6453fa8886ed4381dfce5e59,b2ffbe836bd3f83a6891f9f424786bf3a58f5e5089ac80a49e07ab133ecdf06f,ad49e09715393ab8337f12ad248ce7995bec290410e3ebf8a52028e2d0dd1bb6,c2aea8f7abbef2380c43002a7bcf96169ff92f89fe617d9ad5153a70320f465b,d67f4e9366ebd515f1691461bdd3059456e9b3edf1d050bdc2718a46a91c97da,717b5fccfc87c54e8c2c6755ab40f7e2484495b8a73493360673e368eaa08792,733454fdeba4a2ec07c9a13540504b8e3d238611450ba866e43385cad6af3bc0,3f0ce621912058dacadebf428b9ef1f6c28dffab2bc7225424986fc2c322af44,56a5f688f16516acb859ab5e20506475e891dbd079a62520bd207a42dccb3d51,c61e735e6de97412b6e376bdf81a508abb7a7a2b9fcbdce79ab8db688f80443a
"0","60","0","14","1240060","24","40","0","1.189","0","1","0"
"1","61","0","0","1240061","24","0","1.189","0","0","4","0"
"0","62","0","14","1240062","24","77","0","0.235","40","1","0"
"1","63","0","0","1240063","24","0","0.235","0","0","4","0"
"0","64","0","14","1240064","24","192","0","1.729","77","1","0"
"1","65","0","0","1240065","24","0","3.529","0","0","4","0"
"3","1","0","0","1250001","25","0","1","0","0","4","0"
"0","2","vo_nyx_0701","0","1250002","25","0","0","0","0","2","vo_nyx"
"0","3","0","1","1250003","25","218","0","2.62","0","1","0"
"1","4","0","0","1250004","25","0","3.07","0","0","4","0"
"0","5","vo_nyx_0702","0","1250005","25","0","0","0","0","2","vo_nyx"
"0","6","0","1","1250006","25","385","0","1.252","218","1","0"
"1","7","0","0","1250007","25","0","1.252","0","0","4","0"
"0","8","0","2","1250008","25","0","0","0.322","0","1","0"
"1","9","0","0","1250009","25","0","0.577","0","0","4","0"
"0","10","0","2","1250010","25","345","0","2.127","0","1","0"
"1","11","0","0","1250011","25","0","2.985","0","0","4","0"
"0","12","vo_nyx_0703","0","1250012","25","0","0","0","0","2","vo_nyx"
"0","13","0","3","1250013","25","380","0","2.972","0","1","0"
"1","14","0","0","1250014","25","0","3.55","0","0","4","0"
"0","15","0","4","1250015","25","323","0","3.003","0","1","0"
"1","16","0","0","1250016","25","0","3.672","0","0","4","0"
"0","17","vo_nyx_0704","0","1250017","25","0","0","0","0","2","vo_nyx"
"0","18","0","5","1250018","25","206","0","2.06","0","1","0"
"1","19","0","0","1250019","25","0","2.34","0","0","4","0"
"0","20","0","5","1250020","25","400","0","1.44","206","1","0"
"1","21","0","0","1250021","25","0","2.486","0","0","4","0"
"0","22","vo_nyx_0705","0","1250022","25","0","0","0","0","2","vo_nyx"
"0","23","0","6","1250023","25","71","0","0.766","0","1","0"
"1","24","0","0","1250024","25","0","1.136","0","0","4","0"
"0","25","0","6","1250025","25","320","0","2.067","71","1","0"
"1","26","0","0","1250026","25","0","2.735","0","0","4","0"
"0","27","vo_nyx_0706","0","1250027","25","0","0","0","0","2","vo_nyx"
"0","28","0","7","1250028","25","375","0","3.027","0","1","0"
"1","29","0","0","1250029","25","0","3.027","0","0","4","0"
"0","30","0","8","1250030","25","0","0","0.808","0","1","0"
"1","31","0","0","1250031","25","0","1.288","0","0","4","0"
"0","32","0","8","1250032","25","385","0","1.8","0","1","0"
"1","33","0","0","1250033","25","0","2.043","0","0","4","0"
"0","34","0","9","1250034","25","190","0","1.75","0","1","0"
"1","35","0","0","1250035","25","0","2.547","0","0","4","0"
"3","36","0","0","1250036","25","0","2","0","0","4","0"
"0","37","vo_nyx_0707","0","1250037","25","0","0","0","0","2","vo_nyx"
"0","38","0","10","1250038","25","326","0","2.997","0","1","0"
"1","39","0","0","1250039","25","0","3.809","0","0","4","0"
"0","40","vo_nyx_0708","0","1250040","25","0","0","0","0","2","vo_nyx"
"0","41","0","11","1250041","25","182","0","1.538","0","1","0"
"1","42","0","0","1250042","25","0","1.671","0","0","4","0"
"0","43","0","11","1250043","25","352","0","0.893","182","1","0"
"1","44","0","0","1250044","25","0","1.738","0","0","4","0"
"3","45","0","0","1250045","25","0","3","0","0","4","0"
"0","46","vo_nyx_0709","0","1250046","25","0","0","0","0","2","vo_nyx"
"0","47","0","12","1250047","25","95","0","1.427","0","1","0"
"1","48","0","0","1250048","25","0","1.895","0","0","4","0"
"0","49","0","12","1250049","25","234","0","1.653","95","1","0"
"1","50","0","0","1250050","25","0","1.732","0","0","4","0"
"0","51","0","12","1250051","25","373","0","0.686","234","1","0"
"1","52","0","0","1250052","25","0","0.686","0","0","4","0"
"0","53","0","13","1250053","25","90","0","0.693","0","1","0"
"1","54","0","0","1250054","25","0","1.063","0","0","4","0"
"0","55","0","13","1250055","25","174","0","1.258","90","1","0"
"1","56","0","0","1250056","25","0","1.915","0","0","4","0"
"0","57","0","13","1250057","25","388","0","1.222","174","1","0"
"1","58","0","0","1250058","25","0","2.085","0","0","4","0"
"0","59","vo_nyx_0710","0","1250059","25","0","0","0","0","2","vo_nyx"
"0","60","0","14","1250060","25","200","0","2.18","0","1","0"
"1","61","0","0","1250061","25","0","3.98","0","0","4","0"
"3","1","0","0","1260001","26","0","1","0","0","4","0"
"0","2","vo_nyx_0801","0","1260002","26","0","0","0","0","2","vo_nyx"
"0","3","0","1","1260003","26","70","0","0.65","0","1","0"
"1","4","0","0","1260004","26","0","1.4","0","0","4","0"
"0","5","0","1","1260005","26","138","0","1.119","70","1","0"
"1","6","0","0","1260006","26","0","1.816","0","0","4","0"
"0","7","0","1","1260007","26","332","0","1.557","138","1","0"
"1","8","0","0","1260008","26","0","2.665","0","0","4","0"
"0","9","vo_nyx_0802","0","1260009","26","0","0","0","0","2","vo_nyx"
"0","10","0","2","1260010","26","143","0","0.776","70","1","0"
"1","11","0","0","1260011","26","0","1.608","0","0","4","0"
"0","12","0","2","1260012","26","310","0","1.562","143","1","0"
"1","13","0","0","1260013","26","0","2.562","0","0","4","0"
"3","14","0","0","1260014","26","0","2","0","0","4","0"
"0","15","vo_nyx_0803","0","1260015","26","0","0","0","0","2","vo_nyx"
"0","16","0","3","1260016","26","68","0","0.65","0","1","0"
"1","17","0","0","1260017","26","0","1.4","0","0","4","0"
"0","18","0","3","1260018","26","248","0","2.205","68","1","0"
"1","19","0","0","1260019","26","0","2.779","0","0","4","0"
"0","20","vo_nyx_0804","0","1260020","26","0","0","0","0","2","vo_nyx"
"0","21","0","3","1260021","26","283","0","0.393","248","1","0"
"1","22","0","0","1260022","26","0","0.987","0","0","4","0"
"0","23","0","3","1260023","26","370","0","0.843","283","1","0"
"1","24","0","0","1260024","26","0","0.843","0","0","4","0"
"0","25","0","4","1260025","26","263","0","1.481","68","1","0"
"1","26","0","0","1260026","26","0","2.481","0","0","4","0"
"3","27","0","0","1260027","26","0","3","0","0","4","0"
"0","28","vo_nyx_0805","0","1260028","26","0","0","0","0","2","vo_nyx"
"0","29","0","5","1260029","26","70","0","0.65","0","1","0"
"1","30","0","0","1260030","26","0","1.4","0","0","4","0"
"0","31","0","5","1260031","26","270","0","1.879","70","1","0"
"1","32","0","0","1260032","26","0","2.917","0","0","4","0"
"0","33","0","6","1260033","26","267","0","2.759","70","1","0"
"1","34","0","0","1260034","26","0","3.645","0","0","4","0"
"0","35","0","6","1260035","26","395","0","0.487","267","1","0"
"1","36","0","0","1260036","26","0","1.487","0","0","4","0"
"3","37","0","0","1260037","26","0","4","0","0","4","0"
"0","38","vo_nyx_0806","0","1260038","26","0","0","0","0","2","vo_nyx"
"0","39","0","7","1260039","26","70","0","0.65","0","1","0"
"1","40","0","0","1260040","26","0","1.4","0","0","4","0"
"0","41","0","7","1260041","26","136","0","1.003","70","1","0"
"1","42","0","0","1260042","26","0","1.452","0","0","4","0"
"0","43","0","7","1260043","26","387","0","2.373","136","1","0"
"1","44","0","0","1260044","26","0","2.6","0","0","4","0"
"0","45","0","8","1260045","26","250","0","1.23","70","1","0"
"1","46","0","0","1260046","26","0","2.23","0","0","4","0"
"3","47","0","0","1260047","26","0","1","0","0","4","0"
"0","48","vo_nyx_0807","0","1260048","26","0","0","0","0","2","vo_nyx"
"0","49","0","9","1260049","26","68","0","0.65","0","1","0"
"1","50","0","0","1260050","26","0","1.4","0","0","4","0"
"0","51","0","9","1260051","26","350","0","2.24","68","1","0"
"1","52","0","0","1260052","26","0","2.74","0","0","4","0"
"0","53","0","10","1260053","26","163","0","1.252","70","1","0"
"1","54","0","0","1260054","26","0","1.742","0","0","4","0"
"0","55","0","10","1260055","26","380","0","2.352","163","1","0"
"1","56","0","0","1260056","26","0","2.779","0","0","4","0"
"0","57","0","11","1260057","26","310","0","2.013","70","1","0"
"1","58","0","0","1260058","26","0","3.047","0","0","4","0"
"0","59","vo_nyx_0808","0","1260059","26","0","0","0","0","2","vo_nyx"
"0","60","0","12","1260060","26","242","0","1.401","70","1","0"
"1","61","0","0","1260061","26","0","1.984","0","0","4","0"
"0","62","0","12","1260062","26","390","0","2.073","242","1","0"
"1","63","0","0","1260063","26","0","2.372","0","0","4","0"
"0","64","0","13","1260064","26","240","0","1.4","70","1","0"
"1","65","0","0","1260065","26","0","2.2","0","0","4","0"
"3","66","0","0","1260066","26","0","4","0","0","4","0"
"0","67","vo_nyx_0809","0","1260067","26","0","0","0","0","2","vo_nyx"
"0","68","0","14","1260068","26","68","0","0.65","0","1","0"
"1","69","0","0","1260069","26","0","1.4","0","0","4","0"
"0","70","0","14","1260070","26","260","0","1.52","68","1","0"
"1","71","0","0","1260071","26","0","2.5","0","0","4","0"
"0","72","vo_nyx_0810","0","1260072","26","0","0","0","0","2","vo_nyx"
"0","73","0","15","1260073","26","280","0","2.7","70","1","0"
"1","74","0","0","1260074","26","0","4.5","0","0","4","0"
"3","1","0","0","1320001","32","0","1","0","0","4","0"
"0","2","vo_nyx_0901","0","1320002","32","0","0","0","0","2","vo_nyx"
"0","3","0","1","1320003","32","215","0","3.31","0","1","0"
"1","4","0","0","1320004","32","0","3.909","0","0","4","0"
"0","5","0","1","1320005","32","358","0","0.836","215","1","0"
"1","6","0","0","1320006","32","0","1.457","0","0","4","0"
"0","7","0","1","1320007","32","395","0","0.533","358","1","0"
"1","8","0","0","1320008","32","0","0.533","0","0","4","0"
"0","9","0","2","1320009","32","149","0","1.392","0","1","0"
"1","10","0","0","1320010","32","0","1.99","0","0","4","0"
"0","11","0","2","1320011","32","395","0","3.058","149","1","0"
"1","12","0","0","1320012","32","0","3.058","0","0","4","0"
"0","13","0","3","1320013","32","74","0","0.338","0","1","0"
"1","14","0","0","1320014","32","0","1.471","0","0","4","0"
"0","15","vo_nyx_0902","0","1320015","32","0","0","0","0","2","vo_nyx"
"0","16","0","3","1320016","32","268","0","2.683","74","1","0"
"1","17","0","0","1320017","32","0","3.31","0","0","4","0"
"0","18","0","3","1320018","32","375","0","0.944","268","1","0"
"1","19","0","0","1320019","32","0","0.944","0","0","4","0"
"0","20","0","4","1320020","32","89","0","1.745","0","1","0"
"1","21","0","0","1320021","32","0","2.481","0","0","4","0"
"0","22","0","4","1320022","32","306","0","1.399","89","1","0"
"1","23","0","0","1320023","32","0","2.87","0","0","4","0"
"3","24","0","0","1320024","32","0","2","0","0","4","0"
"0","25","vo_nyx_0903","0","1320025","32","0","0","0","0","2","vo_nyx"
"0","26","0","5","1320026","32","83","0","1.276","0","1","0"
"1","27","0","0","1320027","32","0","2.005","0","0","4","0"
"0","28","0","5","1320028","32","171","0","1.038","83","1","0"
"1","29","0","0","1320029","32","0","1.608","0","0","4","0"
"0","30","0","5","1320030","32","280","0","1.038","171","1","0"
"1","31","0","0","1320031","32","0","1.11","0","0","4","0"
"0","32","0","6","1320032","32","202","0","2.055","0","1","0"
"1","33","0","0","1320033","32","0","2.844","0","0","4","0"
"0","34","0","6","1320034","32","389","0","1.871","202","1","0"
"1","35","0","0","1320035","32","0","2.397","0","0","4","0"
"0","36","0","7","1320036","32","175","0","1.589","0","1","0"
"1","37","0","0","1320037","32","0","2.196","0","0","4","0"
"0","38","0","7","1320038","32","395","0","2.445","175","1","0"
"1","39","0","0","1320039","32","0","2.445","0","0","4","0"
"0","40","0","8","1320040","32","266","0","1.372","0","1","0"
"1","41","0","0","1320041","32","0","2.657","0","0","4","0"
"3","42","0","0","1320042","32","0","3","0","0","4","0"
"0","43","vo_nyx_0904","0","1320043","32","0","0","0","0","2","vo_nyx"
"0","44","0","8","1320044","32","390","0","2.066","266","1","0"
"1","45","0","0","1320045","32","0","2.066","0","0","4","0"
"0","46","0","9","1320046","32","131","0","0.916","0","1","0"
"1","47","0","0","1320047","32","0","1.42","0","0","4","0"
"0","48","0","9","1320048","32","313","0","0.71","131","1","0"
"1","49","0","0","1320049","32","0","1.561","0","0","4","0"
"0","50","0","9","1320050","32","385","0","2.191","313","1","0"
"1","51","0","0","1320051","32","0","2.191","0","0","4","0"
"0","52","0","10","1320052","32","176","0","1.377","0","1","0"
"1","53","0","0","1320053","32","0","1.833","0","0","4","0"
"0","54","0","10","1320054","32","390","0","2.749","176","1","0"
"1","55","0","0","1320055","32","0","2.749","0","0","4","0"
"0","56","0","11","1320056","32","74","0","0.753","0","1","0"
"1","57","0","0","1320057","32","0","2.093","0","0","4","0"
"0","58","vo_nyx_0905","0","1320058","32","0","0","0","0","2","vo_nyx"
"0","59","0","11","1320059","32","160","0","1.534","74","1","0"
"1","60","0","0","1320060","32","0","2.185","0","0","4","0"
"0","61","0","11","1320061","32","311","0","1.269","160","1","0"
"1","62","0","0","1320062","32","0","1.86","0","0","4","0"
"0","63","0","11","1320063","32","400","0","0.74","311","1","0"
"1","64","0","0","1320064","32","0","0.74","0","0","4","0"
"0","65","0","12","1320065","32","134","0","1.911","0","1","0"
"1","66","0","0","1320066","32","0","2.508","0","0","4","0"
"0","67","0","12","1320067","32","380","0","2.445","134","1","0"
"1","68","0","0","1320068","32","0","3.145","0","0","4","0"
"0","69","vo_nyx_0906","0","1320069","32","0","0","0","0","2","vo_nyx"
"0","70","0","13","1320070","32","116","0","0.992","0","1","0"
"1","71","0","0","1320071","32","0","2.792","0","0","4","0"
"3","1","0","0","1330001","33","0","1","0","0","4","0"
"0","2","vo_nyx_1001","0","1330002","33","0","0","0","0","2","vo_nyx"
"0","3","0","1","1330003","33","194","0","1.326","0","1","0"
"1","4","0","0","1330004","33","0","1.649","0","0","4","0"
"0","5","0","1","1330005","33","315","0","2.01","194","1","0"
"1","6","0","0","1330006","33","0","2.529","0","0","4","0"
"0","7","0","1","1330007","33","395","0","1.404","315","1","0"
"1","8","0","0","1330008","33","0","1.459","0","0","4","0"
"0","9","0","2","1330009","33","120","0","0.468","0","1","0"
"1","10","0","0","1330010","33","0","1.704","0","0","4","0"
"0","11","vo_nyx_1002","0","1330011","33","0","0","0","0","2","vo_nyx"
"0","12","0","2","1330012","33","178","0","1.337","120","1","0"
"1","13","0","0","1330013","33","0","1.337","0","0","4","0"
"0","14","0","2","1330014","33","380","0","2.128","178","1","0"
"1","15","0","0","1330015","33","0","3.666","0","0","4","0"
"0","16","vo_nyx_1003","0","1330016","33","0","0","0","0","2","vo_nyx"
"0","17","0","3","1330017","33","207","0","1.938","0","1","0"
"1","18","0","0","1330018","33","0","2.451","0","0","4","0"
"0","19","0","3","1330019","33","330","0","1.303","207","1","0"
"1","20","0","0","1330020","33","0","2.273","0","0","4","0"
"0","21","vo_nyx_1004","0","1330021","33","0","0","0","0","2","vo_nyx"
"0","22","0","4","1330022","33","150","0","1.136","0","1","0"
"1","23","0","0","1330023","33","0","1.905","0","0","4","0"
"0","24","0","4","1330024","33","265","0","1.136","150","1","0"
"1","25","0","0","1330025","33","0","1.905","0","0","4","0"
"0","26","0","4","1330026","33","395","0","2.016","265","1","0"
"1","27","0","0","1330027","33","0","2.116","0","0","4","0"
"0","28","0","5","1330028","33","128","0","1.227","0","1","0"
"1","29","0","0","1330029","33","0","1","0","0","4","0"
"0","30","vo_nyx_1005","0","1330030","33","0","0","0","0","2","vo_nyx"
"0","31","0","6","1330031","33","119","0","1.227","0","1","0"
"1","32","0","0","1330032","33","0","2.174","0","0","4","0"
"0","33","vo_nyx_1006","0","1330033","33","0","0","0","0","2","vo_nyx"
"0","34","0","6","1330034","33","395","0","3.075","119","1","0"
"1","35","0","0","1330035","33","0","3.81","0","0","4","0"
"0","36","0","7","1330036","33","120","0","1.281","0","1","0"
"1","37","0","0","1330037","33","0","2.507","0","0","4","0"
"0","38","vo_nyx_1007","0","1330038","33","0","0","0","0","2","vo_nyx"
"0","39","0","7","1330039","33","253","0","1.17","120","1","0"
"1","40","0","0","1330040","33","0","2.039","0","0","4","0"
"0","41","vo_nyx_1008","0","1330041","33","0","0","0","0","2","vo_nyx"
"0","42","0","7","1330042","33","350","0","0.757","253","1","0"
"1","43","0","0","1330043","33","0","2.139","0","0","4","0"
"3","44","0","0","1330044","33","0","2","0","0","4","0"
"0","45","vo_nyx_1009","0","1330045","33","0","0","0","0","2","vo_nyx"
"0","46","0","8","1330046","33","140","0","1.348","0","1","0"
"1","47","0","0","1330047","33","0","2.852","0","0","4","0"
"0","48","vo_nyx_1010","0","1330048","33","0","0","0","0","2","vo_nyx"
"0","49","0","9","1330049","33","30","0","0.702","0","1","0"
"1","50","0","0","1330050","33","0","0.702","0","0","4","0"
"0","51","0","9","1330051","33","162","0","1.604","30","1","0"
"1","52","0","0","1330052","33","0","2.844","0","0","4","0"
"0","53","vo_nyx_1011","0","1330053","33","0","0","0","0","2","vo_nyx"
"0","54","0","9","1330054","33","395","0","2.016","162","1","0"
"1","55","0","0","1330055","33","0","2.707","0","0","4","0"
"0","56","0","10","1330056","33","234","0","2.128","0","1","0"
"1","57","0","0","1330057","33","0","3.32","0","0","4","0"
"0","58","vo_nyx_1012","0","1330058","33","0","0","0","0","2","vo_nyx"
"0","59","0","10","1330059","33","390","0","2.38","234","1","0"
"1","60","0","0","1330060","33","0","3.338","0","0","4","0"
"3","61","0","0","1330061","33","0","3","0","0","4","0"
"0","62","vo_nyx_1013","0","1330062","33","0","0","0","0","2","vo_nyx"
"0","63","0","11","1330063","33","176","0","1.337","0","1","0"
"1","64","0","0","1330064","33","0","1.883","0","0","4","0"
"0","65","0","11","1330065","33","392","0","1.95","176","1","0"
"1","66","0","0","1330066","33","0","3.243","0","0","4","0"
"0","67","vo_nyx_1014","0","1330067","33","0","0","0","0","2","vo_nyx"
"0","68","0","11","1330068","33","392","0","0.724","392","1","0"
"1","69","0","0","1330069","33","0","0.724","0","0","4","0"
"0","70","0","12","1330070","33","131","0","0.824","0","1","0"
"1","71","0","0","1330071","33","0","1.392","0","0","4","0"
"0","72","0","12","1330072","33","390","0","3.319","131","1","0"
"1","73","0","0","1330073","33","0","4.265","0","0","4","0"
"0","74","vo_nyx_1015","0","1330074","33","0","0","0","0","2","vo_nyx"
"0","75","0","13","1330075","33","235","0","2.306","0","1","0"
"1","76","0","0","1330076","33","0","3.198","0","0","4","0"
"3","77","0","0","1330077","33","0","4","0","0","4","0"
"0","78","vo_nyx_1016","0","1330078","33","0","0","0","0","2","vo_nyx"
"0","79","0","14","1330079","33","315","0","1.713","0","1","0"
"1","80","0","0","1330080","33","0","2.607","0","0","4","0"
"0","81","0","15","1330081","33","308","0","1.66","0","1","0"
"1","82","0","0","1330082","33","0","3.16","0","0","4","0"
"3","1","0","0","1340001","34","0","1","0","0","4","0"
"0","2","vo_nyx_1501","0","1340002","34","0","0","0","0","2","vo_nyx"
"0","3","0","1","1340003","34","45","0","0.64","0","1","0"
"1","4","0","0","1340004","34","0","1.223","0","0","4","0"
"0","5","0","1","1340005","34","102","0","0.878","45","1","0"
"1","6","0","0","1340006","34","0","1.635","0","0","4","0"
"0","7","vo_nyx_1502","0","1340007","34","0","0","0","0","2","vo_nyx"
"0","8","0","1","1340008","34","280","0","1.01","102","1","0"
"1","9","0","0","1340009","34","0","2.02","0","0","4","0"
"0","10","vo_nyx_1503","0","1340010","34","0","0","0","0","2","vo_nyx"
"0","11","0","2","1340011","34","375","0","4.04","0","1","0"
"1","12","0","0","1340012","34","0","4.731","0","0","4","0"
"0","13","0","3","1340013","34","310","0","2.766","0","1","0"
"1","14","0","0","1340014","34","0","3.699","0","0","4","0"
"0","15","vo_nyx_1504","0","1340015","34","0","0","0","0","2","vo_nyx"
"0","16","0","4","1340016","34","147","0","2.338","0","1","0"
"1","17","0","0","1340017","34","0","3.085","0","0","4","0"
"0","18","vo_nyx_1505","0","1340018","34","0","0","0","0","2","vo_nyx"
"0","19","0","4","1340019","34","340","0","0.911","147","1","0"
"1","20","0","0","1340020","34","0","2.338","0","0","4","0"
"0","21","vo_nyx_1506","0","1340021","34","0","0","0","0","2","vo_nyx"
"0","22","0","5","1340022","34","147","0","1.789","0","1","0"
"1","23","0","0","1340023","34","0","2.096","0","0","4","0"
"0","24","0","5","1340024","34","370","0","1.992","147","1","0"
"1","25","0","0","1340025","34","0","3.002","0","0","4","0"
"0","26","vo_nyx_1507","0","1340026","34","0","0","0","0","2","vo_nyx"
"0","27","0","6","1340027","34","120","0","1.179","0","1","0"
"1","28","0","0","1340028","34","0","1.679","0","0","4","0"
"0","29","0","6","1340029","34","220","0","1.438","120","1","0"
"1","30","0","0","1340030","34","0","2.096","0","0","4","0"
"0","31","vo_nyx_1508","0","1340031","34","0","0","0","0","2","vo_nyx"
"0","32","0","6","1340032","34","395","0","1.679","220","1","0"
"1","33","0","0","1340033","34","0","1.679","0","0","4","0"
"0","34","0","7","1340034","34","148","0","1.032","0","1","0"
"1","35","0","0","1340035","34","0","1.833","0","0","4","0"
"0","36","vo_nyx_1509","0","1340036","34","0","0","0","0","2","vo_nyx"
"0","37","0","7","1340037","34","400","0","2.788","148","1","0"
"1","38","0","0","1340038","34","0","3.765","0","0","4","0"
"0","39","vo_nyx_1510","0","1340039","34","0","0","0","0","2","vo_nyx"
"0","40","0","8","1340040","34","59","0","0.79","0","1","0"
"1","41","0","0","1340041","34","0","1.35","0","0","4","0"
"0","42","0","8","1340042","34","236","0","2.404","59","1","0"
"1","43","0","0","1340043","34","0","3.117","0","0","4","0"
"3","44","0","0","1340044","34","0","2","0","0","4","0"
"0","45","vo_nyx_1511","0","1340045","34","0","0","0","0","2","vo_nyx"
"0","46","0","8","1340046","34","395","0","1.756","236","1","0"
"1","47","0","0","1340047","34","0","2.59","0","0","4","0"
"0","48","0","9","1340048","34","296","0","1.954","0","1","0"
"1","49","0","0","1340049","34","0","2.415","0","0","4","0"
"0","50","0","9","1340050","34","391","0","1.649","296","1","0"
"1","51","0","0","1340051","34","0","2.228","0","0","4","0"
"0","52","0","9","1340052","34","391","0","0.592","391","1","0"
"1","53","0","0","1340053","34","0","0.592","0","0","4","0"
"0","54","0","10","1340054","34","62","0","1.12","0","1","0"
"1","55","0","0","1340055","34","0","1.68","0","0","4","0"
"0","56","0","10","1340056","34","224","0","2.205","62","1","0"
"1","57","0","0","1340057","34","0","2.908","0","0","4","0"
"0","58","0","10","1340058","34","385","0","1.526","224","1","0"
"1","59","0","0","1340059","34","0","1.526","0","0","4","0"
"0","60","0","11","1340060","34","89","0","1.207","0","1","0"
"1","61","0","0","1340061","34","0","2.448","0","0","4","0"
"3","62","0","0","1340062","34","0","3","0","0","4","0"
"0","63","vo_nyx_1512","0","1340063","34","0","0","0","0","2","vo_nyx"
"0","64","0","11","1340064","34","254","0","1.624","89","1","0"
"1","65","0","0","1340065","34","0","2.294","0","0","4","0"
"0","66","0","11","1340066","34","397","0","1.405","254","1","0"
"1","67","0","0","1340067","34","0","1.405","0","0","4","0"
"0","68","0","12","1340068","34","106","0","0.746","0","1","0"
"1","69","0","0","1340069","34","0","1.822","0","0","4","0"
"3","70","0","0","1340070","34","0","4","0","0","4","0"
"0","71","vo_nyx_1513","0","1340071","34","0","0","0","0","2","vo_nyx"
"0","72","0","12","1340072","34","300","0","2.338","106","1","0"
"1","73","0","0","1340073","34","0","3.227","0","0","4","0"
"3","74","0","0","1340074","34","0","5","0","0","4","0"
"0","75","vo_nyx_1514","0","1340075","34","0","0","0","0","2","vo_nyx"
"0","76","0","13","1340076","34","120","0","1.745","0","1","0"
"1","77","0","0","1340077","34","0","2.195","0","0","4","0"
"0","78","0","13","1340078","34","293","0","1.405","120","1","0"
"1","79","0","0","1340079","34","0","2.437","0","0","4","0"
"0","80","vo_nyx_1515","0","1340080","34","0","0","0","0","2","vo_nyx"
"0","81","0","14","1340081","34","42","0","0.428","0","1","0"
"1","82","0","0","1340082","34","0","2.16","0","0","4","0"
