193c29f239b0e7a8a99ec0c7a680d4e901e15dbd79445f383fcb4be701d1faf7,0c9752c5d32643b383a422e7d0f178fa8a5f070418ea64c9db959be725a391ae,024c07ba3ec61a60ac6806bf816de66aa0e674c82dbd34114f6758a7033bb783,dedab6d48155eabf7e18dd10c7c5f3c42f5223349e3de5199c8c90e8189a114c,83280ef5c36ec99bb89baa356cf31088e05a9cedb16216457cc116e5cdaaf8e5,b153570aabacf4eb5cddeecc4b605c36c81f5c8ad54b5634c7ae18a3689cdd0b,f3c8f3b5c2530e887c901458e0c352073d62e98d97466985ce7913ca3318eef6,bcfb091caa447a9022ac70389858f75b69deef314931c804f7cdc10edaee416f,41599dd11876416941a9f10b7835f6a29fa6c4141f45be32edec10aa66d3b318,aae536f860a1152bdb60c44c37986dc42e8b93c479c601c9abc29653d635640e,5c6df65fdd631f165d7cebe93d977c6134b15b906b85b09e8e1acdf206e1db03
"11","12","氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","0","1","1.6","12020","0","1","0","10"
"91","12","","","0","","12021","","0","","0"
"3","12","luis_drink","","1","","12022","","","0.2","0"
"22","12","0.5","","0","","12023","","","",""
"93","12","0","","1.6","","12024","","","",""
"21","12","vo_alces_1202","","vo_alces","","12025","","0","","0"
"11","12","咕嚕！！","0","1","0.5","12026","0","1","0","10"
"93","12","0","","2","","12027","","","",""
"23","12","se_alces_invisible","","se_alces","","12028","","","",""
"32","12","1","","12","","12029","","","",""
"6","12","1","0","1","","12030","0","1","0.2","1"
"93","12","0","","1.8","","12031","","","",""
"2","12","250","","105111","","12032","0","2","","-190"
"2","12","250","","1002","","12033","0","2","","-190"
"3","12","mitsuki_run_dash_noface","","105111","","12034","","","0.2","1"
"3","12","mitsuki_run_dash","","1002","","12035","","","0.2","1"
"93","12","0","","2","","12036","","","",""
"3","12","mitsuki_anger_talk_noface","","105111","","12037","","","0.2","1"
"3","12","mitsuki_anger_talk","","1002","","12038","","","0.2","1"
"21","12","vo_alces_1203","","vo_alces","","12039","","0","","0"
"11","12","把妳逼入絕境了吧鍊金術師！","0","105111","0.5","12040","0","1","0","10"
"91","12","","","0","","12041","","0","","0"
"22","12","0.5","","0","","12042","","","",""
"3","12","mitsuki_look_in_noface","0","105111","","12043","1","sad_talk_anger","0.2","0"
"3","12","mitsuki_look_in","","1002","","12044","","","0.2","0"
"93","12","0","","1.5","","12045","","","",""
"21","12","vo_alces_1204","","vo_alces","","12046","","0","","0"
"11","12","……嘖，讓她逃走了嗎……","0","105111","1.2","12047","0","1","0","10"
"91","12","","","0","","12048","","0","","0"
"3","12","mitsuki_armcrossed_in_noface","0","105111","","12049","1","mitsuki_armcrossed_talk_noface","0.2","0"
"3","12","mitsuki_armcrossed_in","0","1002","","12050","1","mitsuki_armcrossed_talk","0.2","0"
"21","12","vo_alces_1205","","vo_alces","","12051","","0","","0"
"11","12","真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","0","105111","2.3","12052","0","1","0","10"
"91","12","","","0","","12053","","0","","0"
"3","12","mitsuki_ecstatic_talk_noface","","105111","","12054","","","0.2","1"
"3","12","mitsuki_ecstatic_talk","","1002","","12055","","","0.2","1"
"21","12","vo_alces_1206","","vo_alces","","12056","","0","","0"
"11","12","……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","0","105111","1","12057","0","1","0","10"
"91","12","","","0","","12058","","0","","0"
"22","12","0.5","","0","","12059","","","",""
"3","12","mitsuki_turnR_noface","0","105111","","12060","1","mitsuki_walkR_noface","0.2","0"
"3","12","mitsuki_turnR","0","1002","","12061","1","mitsuki_walkR","0.2","0"
"2","12","1050","","105111","","12062","0","5","","-190"
"2","12","1050","","1002","","12063","0","5","","-190"
"93","12","0","","4.5","","12064","","","",""
"3","12","idle_normal_Ex0001","","1","","12065","","","0.2","1"
"23","12","se_alces_invisible","","se_alces","","12066","","","",""
"32","12","0","","12","","12067","","","",""
"32","12","1","","12","","12068","","","",""
"93","12","0","","0.1","","12069","","","",""
"6","12","1","0","1","","12070","1","1","0.3","1"
"93","12","0","","1.5","","12071","","","",""
"23","12","se_alces_breath","","se_alces","","12072","","","",""
"3","12","relief_in","0","1","","12073","1","relief_idle","0.2","0"
"3","12","relief_in","","1001","","12074","","","","0"
"22","12","0","","0","","12075","","","",""
"93","12","0","","3","","12076","","","",""
"101","12","","","12076","","12077","","0","","0"
"5","15","2","0","2","walk_jog_talkjoy2","15001","-130","100","1.43","100"
"5","15","3","1","3","sit_readPaper","15002","-130","400","1.4","101"
"91","15","0","","0","","15003","","","",""
"2","15","235","","2","","15004","0","0.8","","-130"
"93","15","0","","0.5","","15005","","0","","0"
"21","15","vo_alces_1500","","vo_alces","","15006","","0","","0"
"11","15","我去跑腿回來囉～\n苑姑姑～","0","2","0.5","15007","0","1","0","10"
"93","15","0","","0.3","","15008","","","",""
"3","15","talk_normal","","2","","15009","","","0.2","1"
"91","15","","","15007","","15010","","","",""
"22","15","0.5","","0","","15011","","","",""
"3","15","idle_normal","","2","","15012","","","0.2","1"
"93","15","0","","1","","15013","","","",""
"3","15","sit_readPaperTurn","0","3","","15014","1","sit_readPaper","0.2","0"
"93","15","0","","0.5","","15015","","","",""
"21","15","vo_alces_1501","","vo_alces","","15016","","0","","0"
"11","15","……苑姑姑～！","0","2","0.5","15017","0","1","0","10"
"93","15","0","","0.3","","15018","","","",""
"3","15","smile_normal","0","2","","15019","1","idle_normal","0.2","0"
"91","15","","","15017","","15020","","0","","0"
"22","15","0.5","","0","","15021","","","",""
"93","15","0","","0.5","","15022","","","",""
"3","15","sad_idle_surprise","","2","","15023","","","0.2","1"
"93","15","1","","1","","15024","","","",""
"3","15","sit_readPaperTurn","0","3","","15025","1","sit_readPaper","0.2","0"
"93","15","0","","1.2","","15026","","","",""
"3","15","anger_talk_pain","","2","","15027","","","0.2","1"
"21","15","vo_alces_1502","","vo_alces","","15028","","0","","0"
"11","15","苑姑姑～！！！","0","2","0.5","15029","0","1","0","10"
"91","15","","","0","","15030","","0","","0"
"22","15","0.5","","0","","15031","","","",""
"3","15","anger_idle_angerR","","2","","15032","","","0.2","1"
"93","15","1","","1.2","","15033","","","",""
"23","15","se_alces_emotion_quiet","","se_alces","","15034","","","",""
"12","15","12","0","3","","15035","0","0","10","1"
"93","15","0","","2.5","","15036","","","",""
"23","15","se_alces_emotion_notice","","se_alces","","15037","","","",""
"12","15","10","0","2","","15038","0","0","0","0.3"
"3","15","notice_in_talk2","0","2","","15039","1","notice_loop_talk2","0.2","0"
"93","15","0","","1.4","","15040","","","",""
"3","15","talk_normal_normal2","","2","","15041","","","0.2","1"
"21","15","vo_alces_1503","","vo_alces","","15042","","0","","0"
"11","15","苑姐姐。","0","2","0.5","15043","0","1","0","10"
"91","15","","","0","","15044","","0","","0"
"3","15","idle_normal","","2","","15045","","","0.2","1"
"3","15","sit_out_smile","","3","","15046","","","0.2","1"
"93","15","1","","0.5","","15047","","","",""
"3","15","sono_cool_in","0","3","","15048","1","sono_cool_talk","0.2","0"
"3","15","surprise_idle_shy","","2","","15049","","","0.2","1"
"21","15","vo_alces_1504","","vo_alces","","15050","","0","","0"
"11","15","很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","0","3","2.2","15051","0","1","0","10"
"91","15","","","0","","15052","","0","","0"
"22","15","0.5","","0","","15053","","","",""
"3","15","sono_armcrossed_in","0","3","","15054","1","sono_armcrossed_idle","0.2","0"
"93","15","0","","0.5","","15055","","","",""
"23","15","se_alces_emotion_sweat","","se_alces","","15056","","","",""
"12","15","2","0","2","","15057","0","0","0","1.5"
"3","15","talk_normal_nervous","","2","","15058","","","0.2","1"
"93","15","0","","0.8","","15059","","","",""
"3","15","sono_armcrossed_talk","","3","","15060","","","0.2","1"
"93","15","0","","1.7","","15061","","","",""
"3","15","iroha_idle_Ex0001","","2","","15062","","","0.2","1"
"3","15","sono_armcrossed_idle","","3","","15063","","","0.2","1"
"93","15","0","","1","","15064","","","",""
"22","15","0","","0","","15065","","","",""
"93","15","0","","3","","15066","","","",""
"101","15","","","15066","","15067","","0","","0"
"5","16","5","1","5","iroha_idle_dere_glass","16001","-160","150","1.45","103"
"31","16","11","","11","","16002","1","-160","0","150"
"5","16","1001","1","10","empty","16003","-160","150","1.45","104"
"5","16","3","1","3","sono_walk_scare","16004","-160","1000","1.41","102"
"5","16","1002","1","10","empty","16005","-160","300","1.41","103"
"13","16","130","","3","","16006","","","","110"
"1","16","132211","0","1","idle_normal","16007","-150","-50","1.42","100"
"5","16","1003","0","10","empty","16008","-150","-50","1.42","101"
"91","16","0","","0","","16009","","","",""
"3","16","iroha_doya_in_glass","0","5","","16010","1","iroha_doya_talk_glass","0.2","0"
"93","16","0","","0.5","","16011","","","",""
"21","16","vo_alces_1600","","vo_alces","","16012","","0","","0"
"11","16","欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","0","5","4.9","16013","0","1","0","10"
"91","16","","","0","","16014","","0","","0"
"3","16","iroha_doya_idle_glass","","5","","16015","","","0.2","1"
"3","16","surprise_talk","","132211","","16016","","","0.2","1"
"21","16","vo_alces_1601","","vo_alces","","16017","","0","","0"
"11","16","怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","0","132211","0.8","16018","0","1","0","10"
"91","16","","","0","","16019","","0","","0"
"3","16","surprise_idle","","132211","","16020","","","0.2","1"
"3","16","iroha_cool_in_glass","0","5","","16021","1","iroha_cool_talk_glass","0.2","0"
"21","16","vo_alces_1602","","vo_alces","","16022","","0","","0"
"11","16","對啊──我是苑喔。\n身材姣好對吧？","0","5","1.6","16023","0","1","0","10"
"91","16","","","0","","16024","","0","","0"
"22","16","0.5","","0","","16025","","","",""
"2","16","300","","3","","16026","0","4","","-160"
"3","16","sono_walk_scare","0.2","3","","16027","1","sono_armcrossed_idle","0.2","0"
"3","16","iroha_armcrossed_in_glass","0","5","","16028","1","iroha_armcrossed_talk_glass","0.2","0"
"93","16","0","","0.5","","16029","","","",""
"3","16","surprise2_in","0","132211","","16030","1","surprise2_idle","0.2","0"
"21","16","vo_alces_1603","","vo_alces","","16031","","0","","0"
"11","16","那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","0","5","3.9","16032","0","1","0","10"
"91","16","","","16027","","16033","","0","","0"
"91","16","","","16032","","16034","","0","","0"
"22","16","0.5","","0","","16035","","","",""
"23","16","se_alces_surprise","","se_alces","","16036","","","",""
"3","16","iroha_shock_in","0","5","","16037","1","iroha_shock_loop","0.2","0"
"3","16","iroha_shock_in","","1001","","16038","","","0.2","0"
"93","16","0","","1","","16039","","","",""
"3","16","sono_armcrossed_talk","","3","","16040","","","0.2","1"
"21","16","vo_alces_1604","","vo_alces","","16041","","0","","0"
"11","16","……妳變成我的樣子打算去哪裡？\n彩羽？","0","3","1.7","16042","0","1","0","10"
"91","16","","","0","","16043","","0","","0"
"22","16","0.5","","0","","16044","","","",""
"3","16","sono_doya_in","0","3","","16045","1","sono_doya_idle","0.2","0"
"3","16","iroha_kyorokyoro","","5","","16046","","","0.2","0"
"93","16","0","","1.8","","16047","","","",""
"23","16","se_alces_dotabata","","se_alces","","16048","","","",""
"3","16","iroha_escape_in","0","5","","16049","1","iroha_escape","0","0"
"2","16","-1200","","5","","16050","0","3.5","","-160"
"32","16","1","","11","","16051","","","",""
"37","16","sweatR_Loop","","11","","16052","","","",""
"33","16","-1200","","11","","16053","0","3.5","","-160"
"93","16","0","","0.1","","16054","","","",""
"3","16","sono_notice_in_anger","","3","","16055","","","0.2","1"
"3","16","sono_notice_in_anger","","1002","","16056","","","0.2","0"
"93","16","0","","0.3","","16057","","","",""
"3","16","surprise2_turn","0","132211","","16058","1","surprise2R_idle","0.2","0"
"93","16","0","","0.4","","16059","","","",""
"3","16","run_chase","","3","","16060","","","0.2","1"
"2","16","-1050","","3","","16061","0","3.5","","-160"
"93","16","0","","2","","16062","","","",""
"3","16","sadR_idle_nervous","","132211","","16063","","","0.2","1"
"3","16","sad_idle_nervous_in","0","1003","","16064","1","sad_idle_nervous","0.2","0"
"93","16","0","","2","","16065","","","",""
"22","16","0","","0","","16066","","","",""
"93","16","0","","3","","16067","","","",""
"101","16","","","16067","","16068","","0","","0"
"5","17","5","0","5","idle_normal","17001","-190","-100","1.47","100"
"31","17","1101","","11","","17002","1","-190","0","-100"
"5","17","1001","0","10","empty","17003","-190","-100","1.47","101"
"13","17","130","","5","","17004","","","",""
"5","17","4","1","4","idle_kyapi_normal","17005","-190","125","1.43","101"
"31","17","1102","","11","","17006","1","-190","0","125"
"91","17","0","","0","","17007","","","",""
"23","17","se_alces_breath","","se_alces","","17008","","","",""
"3","17","sono_relief_in","0","5","","17009","1","sono_relief_talk","0.2","0"
"3","17","sono_relief_in","","1001","","17010","","","0.2","0"
"93","17","0","","0.5","","17011","","","",""
"21","17","vo_alces_1700","","vo_alces","","17012","","0","","0"
"11","17","唉……\n變回原本的模樣了……","0","5","2.4","17013","0","1","0","10"
"93","17","1","","3.5","","17014","","","",""
"91","17","","","17013","","17015","","0","","0"
"3","17","sono_ache_in","0","5","","17016","1","sono_tired_talk","0.2","0"
"21","17","vo_alces_1701","","vo_alces","","17017","","0","","0"
"11","17","嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","0","5","3.7","17018","0","1","0","10"
"91","17","","","0","","17019","","0","","0"
"3","17","sono_tired_idle","","5","","17020","","","0.2","1"
"3","17","jump_loop","","4","","17021","","","0.2","1"
"21","17","vo_alces_1702","","vo_alces","","17022","","0","","0"
"11","17","啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","0","4","1.4","17023","0","1","0","10"
"91","17","","","0","","17024","","0","","0"
"3","17","joy_talk_normal2","","4","","17025","","","0.2","1"
"21","17","vo_alces_1703","","vo_alces","","17026","","0","","0"
"11","17","我去全力跑步一下──！！","0","4","0.3","17027","0","1","0","10"
"91","17","","","0","","17028","","0","","0"
"3","17","iroha_joy_to_run","0","4","","17029","1","iroha_run_dash","0.1","0"
"22","17","0.5","","0","","17030","","","",""
"2","17","1200","","4","","17031","0","2.1","","-190"
"32","17","1","","1102","","17032","","","",""
"37","17","smokeL","","1102","","17033","","","",""
"33","17","1200","","1102","","17034","0","2.1","","-190"
"93","17","0","","2","","17035","","","",""
"3","17","tired_to_sad","0","5","","17036","1","sad_talk_anger","0.2","0"
"21","17","vo_alces_1704","","vo_alces","","17037","","0","","0"
"11","17","……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","0","5","4.3","17038","0","1","0","10"
"91","17","","","0","","17039","","0","","0"
"3","17","run_chase_Ex0006","","5","","17040","","","0.1","1"
"2","17","1100","","5","","17041","0","3.5","","-190"
"32","17","1","","1101","","17042","","","",""
"37","17","sweatL_Loop","","1101","","17043","","","",""
"33","17","1100","","1101","","17044","0","3.5","","-190"
"21","17","vo_alces_1705","","vo_alces","","17045","","0","","0"
"11","17","給我等等──！！","0","5","0.5","17046","0","1","0","10"
"93","17","0","","3","","17047","","","",""
"91","17","","","0","","17048","","0","","0"
"22","17","0","","0","","17049","","","",""
"93","17","0","","3","","17050","","","",""
"101","17","","","17050","","17051","","0","","0"
"5","18","5","1","5","sit_drink_loop","18001","-130","400","1.4","100"
"5","18","4","0","4","iroha_sad_lookup_surprise","18002","-145","235","1.37","101"
"91","18","0","","0","","18003","","","",""
"21","18","vo_alces_1800","","vo_alces","","18004","","0","","0"
"11","18","咕嚕……咕嚕……咕嚕！","0","5","0.5","18005","0","1","0","10"
"91","18","","","0","","18006","","0","","0"
"3","18","sit_drink_handup_in","0","5","","18007","1","sit_drink_handup_talk","0.2","0"
"93","18","0","","0.2","","18008","","","",""
"3","18","iroha_surprise_in","0","4","","18009","1","iroha_surprise_look_idle","0.2","0"
"93","18","0","","0.2","","18010","","","",""
"21","18","vo_alces_1801","","vo_alces","","18011","","0","","0"
"11","18","啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","0","5","4.2","18012","0","1","0","10"
"91","18","","","0","","18013","","0","","0"
"3","18","sit_drink_idle_in","0","5","","18014","1","sit_drink_idle","0.2","0"
"3","18","iroha_anger_talk_lookup","","4","","18015","","","0.2","1"
"21","18","vo_alces_1802","","vo_alces","","18016","","0","","0"
"11","18","欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","20","4","3.8","18017","0","1","0","10"
"91","18","","","0","","18018","","0","","0"
"3","18","iroha_anger_idle_lookup","","4","","18019","","","0.2","1"
"3","18","sit_drink_idle_notice","0","5","","18020","1","sit_drink_idle_Jitome","0.2","0"
"21","18","vo_alces_1803","","vo_alces","","18021","","0","","0"
"11","18","呵，妳還早了10年呢。\n咕噗咕噗。","0","5","3.7","18022","0","1","0","10"
"91","18","","","0","","18023","","0","","0"
"3","18","sit_drink_idle_to_yareyare","0","5","","18024","1","sit_drink_yareyare","0.2","0"
"21","18","vo_alces_1804","","vo_alces","","18025","","0","","0"
"11","18","妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","0","5","3.9","18026","0","1","0","10"
"91","18","","","0","","18027","","0","","0"
"22","18","0","","0","","18028","","","",""
"3","18","iroha_anger_to_sad","0","4","","18029","1","iroha_sad_lookup_shy","0.2","0"
"3","18","sit_drink_yareyare_to_loop","0","5","","18030","1","sit_drink_loop","0.2","0"
"93","18","0","","2","","18031","","","",""
"3","18","sit_drink_handup_in_dead","0","5","","18032","1","sit_drink_handup_idle_dead","0.2","0"
"93","18","0","","2","","18033","","","",""
"21","18","vo_alces_1805","","vo_alces","","18034","","0","","0"
"11","18","……呼～嗝！","0","5","1.2","18035","0","1","0","10"
"91","18","","","0","","18036","","0","","0"
"3","18","iroha_sad_talk_lookup","","4","","18037","","","0.2","1"
"21","18","vo_alces_1806","","vo_alces","","18038","","0","","0"
"11","18","真是糟糕的大人……","20","4","0.5","18039","0","1","0","10"
"91","18","","","0","","18040","","0","","0"
"3","18","iroha_sad_lookup_shy","","4","","18041","","","0.2","1"
"22","18","0","","0","","18042","","","",""
"93","18","0","","3","","18043","","","",""
"101","18","","","18043","","18044","","0","","0"
"5","101","1","0","1","adv_luis","101001","-140","-1.7","1.4","100"
"31","101","1","","1","","101002","1","87","1","108.3"
"5","102","1","0","1","adv_luis","102001","-140","-1.7","1.4","100"
"31","102","1","","1","","102002","1","87","1","108.3"
"5","103","1","0","1","adv_luis","103001","-140","-1.7","1.4","100"
"31","103","1","","1","","103002","1","87","1","108.3"
"5","104","2","0","2","adv_iroha","104001","-190","90","1.5","100"
"31","104","1","","1","","104002","1","37","1","200"
"5","105","2","0","2","adv_iroha","105001","-190","90","1.5","100"
"31","105","1","","1","","105002","1","37","1","200"
"5","106","2","0","2","adv_iroha","106001","-190","90","1.5","100"
"31","106","1","","1","","106002","1","37","1","200"
"5","107","3","1","3","adv_sono","107001","-130","350","1.38","100"
"31","107","10","","10","","107002","1","-18","1","475"
"31","107","1","","1","","107003","1","125","1","460"
"5","108","3","1","3","adv_sono","108001","-130","350","1.38","100"
"31","108","10","","10","","108002","1","-18","1","475"
"31","108","1","","1","","108003","1","125","1","460"
"5","109","3","1","3","adv_sono","109001","-130","350","1.38","100"
"31","109","10","","10","","109002","1","-18","1","475"
"31","109","1","","1","","109003","1","125","1","460"
"5","110","3","1","3","adv_sono","110001","-130","350","1.38","100"
"31","110","10","","10","","110002","1","-18","1","475"
"31","110","1","","1","","110003","1","125","1","460"
"5","111","1","0","1","adv_luis","111001","-140","-1.7","1.4","100"
"31","111","1","","1","","111002","1","87","1","108.3"
"37","111","special","","1","","111003","","","",""
"5","112","3","1","3","adv_sono","112001","-130","350","1.38","100"
"31","112","10","","10","","112002","1","-18","1","475"
"31","112","1","","1","","112003","1","125","1","460"
"37","112","special","","1","","112004","","","",""
"5","113","2","0","2","adv_iroha","113001","-190","90","1.5","100"
"31","113","1","","1","","113002","1","37","1","200"
"37","113","special","","1","","113003","","","",""
"5","114","2","0","2","adv_iroha","114001","-190","90","1.5","100"
"31","114","1","","1","","114002","1","37","1","200"
"37","114","special","","1","","114003","","","",""
"5","115","1","0","1","adv_luis","115001","-140","-1.7","1.4","100"
"31","115","1","","1","","115002","1","87","1","108.3"
"37","115","special","","1","","115003","","","",""
"5","116","2","0","2","adv_iroha","116001","-190","90","1.5","100"
"31","116","1","","1","","116002","1","37","1","200"
"37","116","special","","1","","116003","","","",""
"5","117","3","1","3","adv_sono","117001","-130","350","1.38","100"
"31","117","10","","10","","117002","1","-18","1","475"
"31","117","1","","1","","117003","1","125","1","460"
"37","117","special","","1","","117004","","","",""
"5","118","4","0","4","adv_iroha_kodomo","118001","-190","90","1.48","100"
"31","118","1","","1","","118002","1","37","1","200"
"37","118","special","","1","","118003","","","",""
"5","119","3","1","3","adv_sono","119001","-130","350","1.38","100"
"31","119","10","","10","","119002","1","-18","1","475"
"31","119","1","","1","","119003","1","125","1","460"
"37","119","special","","1","","119004","","","",""
"5","120","3","1","3","adv_sono","120001","-130","350","1.38","100"
"31","120","10","","10","","120002","1","-18","1","475"
"31","120","1","","1","","120003","1","125","1","460"
"37","120","special","","1","","120004","","","",""
"5","121","1","0","1","adv_luis","121001","-140","-1.7","1.4","100"
"31","121","1","","1","","121002","1","87","1","108.3"
"37","121","special","","1","","121003","","","",""
"5","122","3","1","3","adv_sono","122001","-130","350","1.38","100"
"31","122","10","","10","","122002","1","-18","1","475"
"31","122","1","","1","","122003","1","125","1","460"
"37","122","special","","1","","122004","","","",""
"5","123","5","1","5","adv_sono_otona","123001","-130","350","1.4","100"
"31","123","10","","10","","123002","1","-18","1","475"
"31","123","1","","1","","123003","1","125","1","460"
"37","123","special","","1","","123004","","","",""
"5","125","1","0","1","adv_luis","125001","-140","-1.7","1.4","100"
"31","125","1","","1","","125002","1","87","1","108.3"
"37","125","special","","1","","125003","","","",""
"5","126","4","0","4","adv_iroha_kodomo","126001","-190","90","1.48","100"
"31","126","1","","1","","126002","1","37","1","200"
"37","126","special","","1","","126003","","","",""
"5","127","2","0","2","adv_iroha","127001","-190","90","1.5","100"
"31","127","1","","1","","127002","1","37","1","200"
"37","127","special","","1","","127003","","","",""
"5","128","1","0","1","adv_luis","128001","-140","-1.7","1.4","100"
"31","128","1","","1","","128002","1","87","1","108.3"
"37","128","special","","1","","128003","","","",""
"5","129","5","1","5","adv_sono_otona","129001","-130","350","1.4","100"
"31","129","10","","10","","129002","1","-18","1","475"
"31","129","1","","1","","129003","1","125","1","460"
"37","129","special","","1","","129004","","","",""
"5","130","3","1","3","adv_sono","130001","-130","350","1.38","100"
"31","130","10","","10","","130002","1","-18","1","475"
"31","130","1","","1","","130003","1","125","1","460"
"37","130","special","","1","","130004","","","",""
"5","131","1","0","1","adv_luis","131001","-140","-1.7","1.4","100"
"31","131","1","","1","","131002","1","87","1","108.3"
"37","131","special","","1","","131003","","","",""
"5","132","2","0","2","adv_iroha","132001","-190","90","1.5","100"
"31","132","1","","1","","132002","1","37","1","200"
"37","132","special","","1","","132003","","","",""
