3fa69621f327c66a8b52caf665bbc60ac270efb3198c7d8ff1e2dfe6563f1f91,a2ee80a324c90cba5c3754f14447544256a2ef70f969ff2b13709aeb15a54ec5,7ae617f99f647b24f92b594a85e690015bead6c17d9450eb28004721ef41b0da,5c64b3dc415b927ca41c23c057a69805d6443e109dd1c396c6594006d8d9a45e,263d7715f83e1deb48baba233c7e62e87be5076c0e9c04946dfc2af81fdffdf7,55ecee53195ce25b0bf2d3ae7fa725c79cd42e923975f8ecde5483788a340977,a7b21b27fe56f6040ec4fe28a3737d121fba435c3196c9469d98b706644b26eb,9e4da6e0b0a800b923b239ad09bc4399e660b6d3d5297f99437fb2fb9d74262f,8258ae46d00a87076262ddac6a7c08c3bce64d60f4f5eaf302c0b1d14ed394c1,dd86fbf1e6e8ba7e14aa02dfff5cbb54be4b58c1f77bcff8ec2b3a87dbf3686c,e7d1bca39ca8f9fb6b5ea1b72be9d2b125d4da4302fb98b144dec6815b913182,97042e75eb67bf788d78b95958f0ba0cdfed60ae889683fa99a1cb93224016da,caaf804265409e236942622f7e4951a186cc4e2e5b6643d5eab430e073fa156e,5224665e8c76675e96a7f165e3a176a1d77ce5465581555f3c867e6855d0ccdf
"10080111","302","1","","101101","璃乃","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","4","-285","10080","51"
"10080112","312","1","","119301","璃乃（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","4","-285","10080","51"
"10080113","103","3","","100701","宮子","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","4","-285","10080","51"
"10080114","113","3","","119901","宮子（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","4","-285","10080","51"
"10080115","203","6","","103301","真陽","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","3.7","-285","10080","51"
"10080116","213","6","","119201","真陽（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","3.7","-285","10080","51"
"10080117","303","1","","101101","璃乃","8","2022/04/19 15:59:59","2022/04/01 16:00:00","5","4.4","-285","10080","51"
"10080118","313","1","","119301","璃乃（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","5","4.4","-285","10080","51"
"10080119","104","4","","100701","宮子","8","2022/04/19 15:59:59","2022/04/01 16:00:00","3","6.6","-285","10080","52"
"10080120","114","4","","119901","宮子（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","3","6.6","-285","10080","52"
"10080121","204","1","","103301","真陽","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","7","-285","10080","52"
"10080122","214","1","","119201","真陽（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","7","-285","10080","52"
"10080123","304","2","","101101","璃乃","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","4.5","-285","10080","52"
"10080124","314","2","","119301","璃乃（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","4.5","-285","10080","52"
"10080125","105","2","","100701","宮子","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","0","-285","10080","52"
"10080126","115","2","","119901","宮子（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","0","-285","10080","52"
"10080127","205","2","","103301","真陽","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","4.3","-285","10080","52"
"10080128","215","2","","119201","真陽（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","4.3","-285","10080","52"
"10080129","305","6","","101101","璃乃","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","3.2","-285","10080","52"
"10080130","315","6","","119301","璃乃（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","3.2","-285","10080","52"
"10080131","106","2","","100701","宮子","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","5.8","-285","10080","52"
"10080132","116","2","","119901","宮子（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","5.8","-285","10080","52"
"10080133","206","1","","103301","真陽","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","9.1","-285","10080","52"
"10080134","216","1","","119201","真陽（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","2","9.1","-285","10080","52"
"10080135","306","2","","101101","璃乃","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","7.2","-285","10080","52"
"10080136","316","2","","119301","璃乃（聖誕節）","8","2022/04/19 15:59:59","2022/04/01 16:00:00","1","7.2","-285","10080","52"
"10081001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","2","3.414","-416.5","10081","53"
"10081002","2","1","將任務完成，\n並獲得獎勵吧！","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","2","3.099","-416.5","10081","53"
"10081003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","2","2.801","-416.5","10081","54"
"10081004","4","2","能夠領取獎勵了！\n請檢查看看","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","2","0","-416.5","10081","54"
"10081005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","1","0","-416.5","10081","57"
"10081006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","2","5.506","-363","10081","55"
"10081007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","1","1.216","-363","10081","55"
"10081008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","1","1.539","-363","10081","56"
"10081009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190803","花凜","0","2022/04/27 15:59:59","2022/04/18 16:00:00","1","1.875","-363","10081","56"
"10081101","101","1","","114401","秋乃（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","2","5.77","-285","10081","51"
"10081102","201","1","","114501","咲戀（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","2","11.63","-285","10081","51"
"10081103","301","1","","114601","優花梨（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","2","9.42","-285","10081","51"
"10081104","102","1","","114401","秋乃（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","1","0","-285","10081","51"
"10081105","202","1","","114501","咲戀（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","1","0","-285","10081","51"
"10081106","103","1","","114401","秋乃（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","2","12.4","-285","10081","51"
"10081107","203","5","","114501","咲戀（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","1","7.13","-285","10081","51"
"10081108","104","1","","114401","秋乃（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","2","6.72","-285","10081","52"
"10081109","204","2","","114501","咲戀（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","1","4.77","-285","10081","52"
"10081110","302","7","","114601","優花梨（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","7","0","-285","10081","52"
"10081111","105","2","","114401","秋乃（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","1","5.8","-285","10081","52"
"10081112","205","1","","114501","咲戀（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","2","7.42","-285","10081","52"
"10081113","106","2","","114401","秋乃（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","1","12.02","-285","10081","52"
"10081114","206","1","","114501","咲戀（聖誕節）","8","2022/04/27 15:59:59","2022/04/18 16:00:00","2","8.75","-285","10081","52"
"10082001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","2","3.414","-416.5","10082","53"
"10082002","2","1","將任務完成，\n並獲得獎勵吧！","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","2","3.099","-416.5","10082","53"
"10082003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","2","2.801","-416.5","10082","54"
"10082004","4","2","能夠領取獎勵了！\n請檢查看看","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","2","0","-416.5","10082","54"
"10082005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","1","0","-416.5","10082","57"
"10082006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","2","5.506","-363","10082","55"
"10082007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","1","1.216","-363","10082","55"
"10082008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","1","1.539","-363","10082","56"
"10082009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190804","花凜","0","2022/05/20 15:59:59","2022/05/02 16:00:00","1","1.875","-363","10082","56"
"10082101","101","2","","120701","雪菲","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","0","-285","10082","51"
"10082102","201","1","","120902","伊莉亞","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","4.129","-285","10082","51"
"10082103","301","2","","120801","流夏","8","2022/05/20 15:59:59","2022/05/02 16:00:00","1","3.921","-285","10082","51"
"10082104","102","2","","120701","雪菲","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","0","-285","10082","51"
"10082105","202","2","","120902","伊莉亞","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","0","-285","10082","51"
"10082106","302","1","","120801","流夏","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","6.141","-285","10082","51"
"10082107","103","2","","120701","雪菲","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","0","-285","10082","51"
"10082108","203","2","","120902","伊莉亞","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","0","-285","10082","51"
"10082109","303","1","","120801","流夏","8","2022/05/20 15:59:59","2022/05/02 16:00:00","1","0","-285","10082","51"
"10082110","104","2","","120701","雪菲","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","10.062","-285","10082","52"
"10082111","204","6","","120902","伊莉亞","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","5.655","-285","10082","52"
"10082112","304","2","","120801","流夏","8","2022/05/20 15:59:59","2022/05/02 16:00:00","1","5.377","-285","10082","52"
"10082113","105","2","","120701","雪菲","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","7.125","-285","10082","52"
"10082114","205","1","","120902","伊莉亞","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","5.852","-285","10082","52"
"10082115","305","1","","120801","流夏","8","2022/05/20 15:59:59","2022/05/02 16:00:00","1","0","-285","10082","52"
"10082116","106","2","","120701","雪菲","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","6.706","-285","10082","52"
"10082117","206","1","","120902","伊莉亞","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","5.206","-285","10082","52"
"10082118","306","1","","120801","流夏","8","2022/05/20 15:59:59","2022/05/02 16:00:00","2","7.657","-285","10082","52"
"10083001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.414","-416.5","10083","53"
"10083002","2","1","將任務完成，\n並獲得獎勵吧！","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.099","-416.5","10083","53"
"10083003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","2","2.801","-416.5","10083","54"
"10083004","4","2","能夠領取獎勵了！\n請檢查看看","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-416.5","10083","54"
"10083005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","1","0","-416.5","10083","57"
"10083006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","2","5.506","-363","10083","55"
"10083007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","1","1.216","-363","10083","55"
"10083008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","1","1.539","-363","10083","56"
"10083009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190804","花凜","0","2022/05/28 15:59:59","2022/05/19 16:00:00","1","1.875","-363","10083","56"
"10083101","101","2","","105801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-285","10083","51"
"10083102","201","1","","105901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","0","-285","10083","51"
"10083103","301","4","","106001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","4.229","-285","10083","51"
"10083104","401","1","","106101","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.242","-285","10083","51"
"10083105","501","6","","107001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","6.68","-285","10083","51"
"10083106","111","2","","111801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-285","10083","51"
"10083107","211","1","","111901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","0","-285","10083","51"
"10083108","311","4","","112001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","4.229","-285","10083","51"
"10083109","411","1","","114701","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.242","-285","10083","51"
"10083110","511","6","","115001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","6.68","-285","10083","51"
"10083111","102","2","","105801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","7","6.386","-285","10083","51"
"10083112","202","2","","105901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-285","10083","51"
"10083113","302","1","","106001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.887","-285","10083","51"
"10083114","402","1","","106101","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","2.579","-285","10083","51"
"10083115","502","2","","107001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","5.001","-285","10083","51"
"10083116","112","2","","111801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","7","6.386","-285","10083","51"
"10083117","212","2","","111901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-285","10083","51"
"10083118","312","1","","112001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.887","-285","10083","51"
"10083119","412","1","","114701","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","2.579","-285","10083","51"
"10083120","512","2","","115001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","5.001","-285","10083","51"
"10083121","103","6","","105801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","6.319","-285","10083","51"
"10083122","203","4","","105901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","3","7.03","-285","10083","51"
"10083123","303","4","","106001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","4.03","-285","10083","51"
"10083124","403","1","","106101","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.337","-285","10083","51"
"10083125","503","1","","107001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","0","-285","10083","51"
"10083126","113","6","","111801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","6.319","-285","10083","51"
"10083127","213","4","","111901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","3","7.03","-285","10083","51"
"10083128","313","4","","112001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","4.03","-285","10083","51"
"10083129","413","1","","114701","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","3.337","-285","10083","51"
"10083130","513","1","","115001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","0","-285","10083","51"
"10083131","104","1","","111801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","5.629","-285","10083","52"
"10083132","204","1","","111901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","7.32","-285","10083","52"
"10083133","304","1","","112001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","6.68","-285","10083","52"
"10083134","404","2","","114701","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-285","10083","52"
"10083135","504","1","","115001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","5.223","-285","10083","52"
"10083136","105","2","","111801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","3.58","-285","10083","52"
"10083137","205","2","","111901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-285","10083","52"
"10083138","305","6","","112001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","5","4.339","-285","10083","52"
"10083139","405","5","","114701","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","5","0","-285","10083","52"
"10083140","505","1","","115001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","6.14","-285","10083","52"
"10083141","106","3","","111801","貪吃佩可","8","2022/05/28 15:59:59","2022/05/19 16:00:00","6","5.703","-285","10083","52"
"10083142","206","1","","111901","可可蘿","8","2022/05/28 15:59:59","2022/05/19 16:00:00","1","0","-285","10083","52"
"10083143","306","3","","112001","凱留","8","2022/05/28 15:59:59","2022/05/19 16:00:00","3","0","-285","10083","52"
"10083144","406","1","","114701","矛依未","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","5.753","-285","10083","52"
"10083145","506","2","","115001","似似花","8","2022/05/28 15:59:59","2022/05/19 16:00:00","2","0","-285","10083","52"
"10084001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","2","3.414","-416.5","10084","53"
"10084002","2","1","將任務完成，\n並獲得獎勵吧！","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","2","3.099","-416.5","10084","53"
"10084003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","2","2.801","-416.5","10084","54"
"10084004","4","2","能夠領取獎勵了！\n請檢查看看","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","2","0","-416.5","10084","54"
"10084005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","1","0","-416.5","10084","57"
"10084006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","2","5.506","-363","10084","55"
"10084007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","1","1.216","-363","10084","55"
"10084008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","1","1.539","-363","10084","56"
"10084009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190801","花凜","0","2022/06/25 15:59:59","2022/06/01 16:00:00","1","1.875","-363","10084","56"
"10084010","101","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","6.87","-285","10084","51"
"10084011","201","4","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","10.08","-285","10084","51"
"10084012","301","1","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","5","18.32","-285","10084","51"
"10084013","401","4","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","13.02","-285","10084","51"
"10084014","101","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","6.87","-285","10084","51"
"10084015","102","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/01 16:00:00","1","0","-285","10084","51"
"10084016","202","1","","119501","可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","16.63","-285","10084","51"
"10084017","302","3","","119601","希留耶","8","2022/06/25 15:59:59","2022/06/01 16:00:00","5","13.41","-285","10084","51"
"10084018","402","1","","119701","紫布菜","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","13.03","-285","10084","51"
"10084019","201","4","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","10.08","-285","10084","51"
"10084020","301","1","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","5","18.32","-285","10084","51"
"10084021","401","4","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","13.02","-285","10084","51"
"10084022","203","2","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","1","13.88","-285","10084","51"
"10084023","303","3","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","14.49","-285","10084","51"
"10084024","403","5","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","5","0","-285","10084","51"
"10084025","102","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/01 16:00:00","1","0","-285","10084","52"
"10084026","206","1","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","13.18","-285","10084","52"
"10084027","406","1","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","10.4","-285","10084","52"
"10084028","207","2","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","7.65","-285","10084","52"
"10084029","307","5","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","3","4.68","-285","10084","52"
"10084030","407","1","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","14.83","-285","10084","52"
"10084031","208","1","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","12.78","-285","10084","52"
"10084032","308","1","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","19.32","-285","10084","52"
"10084033","408","1","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","14.39","-285","10084","52"
"10084034","309","1","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","5","14.03","-285","10084","52"
"10084035","102","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/01 16:00:00","1","0","-285","10084","52"
"10084036","202","1","","119501","可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","16.63","-285","10084","52"
"10084037","302","3","","119601","希留耶","8","2022/06/25 15:59:59","2022/06/01 16:00:00","5","13.41","-285","10084","52"
"10084038","402","1","","119701","紫布菜","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","13.03","-285","10084","52"
"10084039","206","1","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","13.18","-285","10084","52"
"10084040","406","1","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","10.4","-285","10084","52"
"10084041","207","2","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","7.65","-285","10084","52"
"10084042","307","5","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","3","4.68","-285","10084","52"
"10084043","407","1","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","14.83","-285","10084","52"
"10084044","208","1","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/01 16:00:00","2","12.78","-285","10084","52"
"10084045","308","1","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","19.32","-285","10084","52"
"10084046","408","1","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/01 16:00:00","6","14.39","-285","10084","52"
"10084047","309","1","","106001","凱留","8","2022/06/25 15:59:59","2022/06/01 16:00:00","5","14.03","-285","10084","52"
"10085001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","2","3.414","-416.5","10085","53"
"10085002","2","1","將任務完成，\n並獲得獎勵吧！","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","2","3.099","-416.5","10085","53"
"10085003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","2","2.801","-416.5","10085","54"
"10085004","4","2","能夠領取獎勵了！\n請檢查看看","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","2","0","-416.5","10085","54"
"10085005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","1","0","-416.5","10085","57"
"10085006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","2","5.506","-363","10085","55"
"10085007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","1","1.216","-363","10085","55"
"10085008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","1","1.539","-363","10085","56"
"10085009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190801","花凜","0","2022/06/25 15:59:59","2022/06/08 16:00:00","1","1.875","-363","10085","56"
"10085010","103","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/08 16:00:00","2","12.2","-285","10085","51"
"10085011","204","1","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/08 16:00:00","6","14","-285","10085","51"
"10085012","304","4","","106001","凱留","8","2022/06/25 15:59:59","2022/06/08 16:00:00","1","9.3","-285","10085","51"
"10085013","404","4","","106401","雪菲","8","2022/06/25 15:59:59","2022/06/08 16:00:00","1","13.5","-285","10085","51"
"10085014","103","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/08 16:00:00","2","12.2","-285","10085","51"
"10085015","104","1","","119401","貪吃佩可","8","2022/06/25 15:59:59","2022/06/08 16:00:00","2","15.07","-285","10085","51"
"10085016","204","1","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/08 16:00:00","6","14","-285","10085","51"
"10085017","205","1","","105901","可可蘿","8","2022/06/25 15:59:59","2022/06/08 16:00:00","1","0","-285","10085","51"
"10085018","304","4","","106001","凱留","8","2022/06/25 15:59:59","2022/06/08 16:00:00","1","9.3","-285","10085","51"
"10085019","305","1","","106001","凱留","8","2022/06/25 15:59:59","2022/06/08 16:00:00","1","0","-285","10085","51"
