2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"2500","3043","16","304303"
"3700","3043","18","304304"
"4000","3043","13","304305"
"5300","3043","18","304306"
"5600","3043","1011","304307"
"6400","3043","1007","304308"
"7200","3043","1007","304309"
"8000","3043","1009","304310"
"8800","3043","1015","304311"
"9600","3043","1019","304312"
"10400","3043","1019","304313"
"950","3044","1011","304401"
"2200","3044","18","304402"
"2650","3044","16","304403"
"3350","3044","1019","304404"
"4650","3044","18","304405"
"5000","3044","13","304406"
"5900","3044","16","304407"
"6550","3044","1007","304408"
"7500","3044","15","304409"
"8100","3044","1019","304410"
"8950","3044","1015","304411"
"9750","3044","1007","304412"
"10550","3044","1009","304413"
"900","3045","1009","304501"
"1900","3045","16","304502"
"3000","3045","18","304503"
"3300","3045","1007","304504"
"4200","3045","1019","304505"
"4950","3045","1011","304506"
"5700","3045","1015","304507"
"6700","3045","16","304508"
"7300","3045","1019","304509"
"8200","3045","1007","304510"
"9000","3045","13","304511"
"9850","3045","15","304512"
"11100","3045","18","304513"
"800","3046","1006","304601"
"1600","3046","1006","304602"
"2400","3046","1006","304603"
"3200","3046","1009","304604"
"4000","3046","1011","304605"
"4800","3046","1009","304606"
"5600","3046","1011","304607"
"6400","3046","1007","304608"
"7200","3046","1007","304609"
"8500","3046","18","304610"
"8800","3046","1019","304611"
"10100","3046","18","304612"
"10400","3046","1019","304613"
"650","3047","1006","304701"
"1500","3047","1007","304702"
"2250","3047","1019","304703"
"3000","3047","1011","304704"
"4300","3047","18","304705"
"4600","3047","1006","304706"
"5400","3047","1019","304707"
"6250","3047","1006","304708"
"7550","3047","18","304709"
"7800","3047","1009","304710"
"8650","3047","1011","304711"
"9450","3047","1009","304712"
"10200","3047","1007","304713"
"600","3048","1019","304801"
"1400","3048","1011","304802"
"2200","3048","1009","304803"
"3050","3048","1019","304804"
"3900","3048","1007","304805"
"5200","3048","18","304806"
"5450","3048","1006","304807"
"6800","3048","18","304808"
"7100","3048","1011","304809"
"7850","3048","1007","304810"
"8600","3048","1009","304811"
"9400","3048","1006","304812"
"10250","3048","1006","304813"
"650","3049","19","304901"
"1600","3049","1019","304902"
"2250","3049","19","304903"
"3700","3049","17","304904"
"4000","3049","1009","304905"
"5300","3049","17","304906"
"5600","3049","1020","304907"
"6400","3049","1011","304908"
"7200","3049","1020","304909"
"8475","3049","4","304910"
"9275","3049","4","304911"
"9750","3049","1013","304912"
"10550","3049","1013","304913"
"1000","3050","1020","305001"
"1750","3050","1009","305002"
"2700","3050","1013","305003"
"3300","3050","1020","305004"
"4650","3050","17","305005"
"5000","3050","1011","305006"
"6250","3050","17","305007"
"7025","3050","4","305008"
"7250","3050","19","305009"
"8575","3050","4","305010"
"8750","3050","19","305011"
"9900","3050","1013","305012"
"10550","3050","1019","305013"
"950","3051","1019","305101"
"2200","3051","17","305102"
"2600","3051","1009","305103"
"3900","3051","17","305104"
"4575","3051","4","305105"
"4800","3051","19","305106"
"5800","3051","1020","305107"
"6600","3051","1011","305108"
"7200","3051","19","305109"
"8300","3051","1013","305110"
"9475","3051","4","305111"
"9950","3051","1013","305112"
"10500","3051","1020","305113"
"800","3052","1009","305201"
"1600","3052","1010","305202"
"2500","3052","16","305203"
"3950","3052","12","305204"
"4000","3052","1009","305205"
"4800","3052","1020","305206"
"6350","3052","12","305207"
"7150","3052","12","305208"
"7300","3052","16","305209"
"8000","3052","1009","305210"
"8800","3052","1020","305211"
"9700","3052","16","305212"
"10500","3052","16","305213"
"700","3053","16","305301"
"1400","3053","1010","305302"
"2300","3053","16","305303"
"3800","3053","12","305304"
"3900","3053","16","305305"
"4700","3053","1009","305306"
"5450","3053","1020","305307"
"6200","3053","1020","305308"
"7750","3053","12","305309"
"7800","3053","1009","305310"
"9400","3053","12","305311"
"9500","3053","1009","305312"
"10350","3053","16","305313"
"1450","3054","12","305401"
"1450","3054","1009","305402"
"2300","3054","1020","305403"
"3750","3054","12","305404"
"3850","3054","1020","305405"
"4650","3054","1009","305406"
"6250","3054","12","305407"
"6350","3054","16","305408"
"7150","3054","16","305409"
"8000","3054","16","305410"
"8700","3054","1009","305411"
"9500","3054","16","305412"
"10200","3054","1010","305413"
"800","3055","1014","305501"
"1600","3055","1015","305502"
"2400","3055","1007","305503"
"3200","3055","1016","305504"
"4000","3055","1017","305505"
"4800","3055","1006","305506"
"5425","3055","5","305507"
"6150","3055","14","305508"
"7050","3055","19","305509"
"8500","3055","1","305510"
"9100","3055","9","305511"
"10150","3055","3","305512"
"10900","3055","18","305513"
"950","3056","1017","305601"
"1600","3056","19","305602"
"3100","3056","3","305603"
"3800","3056","1","305604"
"4100","3056","1015","305605"
"5000","3056","1016","305606"
"5550","3056","14","305607"
"7050","3056","18","305608"
"7350","3056","1007","305609"
"8025","3056","5","305610"
"8900","3056","1006","305611"
"10050","3056","9","305612"
"10600","3056","1014","305613"
"900","3057","1015","305701"
"1525","3057","5","305702"
"3100","3057","1","305703"
"3250","3057","19","305704"
"4200","3057","1016","305705"
"4950","3057","1017","305706"
"6250","3057","3","305707"
"6600","3057","1006","305708"
"7150","3057","14","305709"
"8400","3057","9","305710"
"8950","3057","1014","305711"
"9700","3057","1007","305712"
"11000","3057","18","305713"
"1100","3058","9","305801"
"1900","3058","9","305802"
"2700","3058","9","305803"
"3400","3058","11","305804"
"4000","3058","1007","305805"
"5000","3058","11","305806"
"5800","3058","2","305807"
"6600","3058","2","305808"
"7200","3058","1019","305809"
"8500","3058","1012","305810"
"9300","3058","1012","305811"
"9700","3058","16","305812"
"10500","3058","16","305813"
"1100","3059","1012","305901"
"1650","3059","11","305902"
"2350","3059","16","305903"
"3350","3059","9","305904"
"3900","3059","1007","305905"
"5000","3059","9","305906"
"5700","3059","2","305907"
"6350","3059","16","305908"
"7400","3059","9","305909"
"7850","3059","1019","305910"
"8900","3059","11","305911"
"9650","3059","2","305912"
"10800","3059","1012","305913"
"650","3060","1007","306001"
"2000","3060","1012","306002"
"2700","3060","1012","306003"
"3400","3060","9","306004"
"4100","3060","9","306005"
"4800","3060","2","306006"
"5700","3060","9","306007"
"6500","3060","11","306008"
"7050","3060","1019","306009"
"8100","3060","11","306010"
"8700","3060","16","306011"
"9700","3060","2","306012"
"10350","3060","16","306013"
"800","3061","1001","306101"
"1350","3061","14","306102"
"2150","3061","14","306103"
"3200","3061","1003","306104"
"4150","3061","15","306105"
"5300","3061","1","306106"
"6100","3061","1012","306107"
"6550","3061","1013","306108"
"7200","3061","1020","306109"
"8000","3061","1009","306110"
"8800","3061","1009","306111"
"9600","3061","1010","306112"
"10400","3061","1003","306113"
"11200","3061","1002","306114"
"12200","3061","11","306115"
"900","3062","1010","306201"
"1850","3062","1013","306202"
"3100","3062","1","306203"
"3850","3062","1012","306204"
"3850","3062","14","306205"
"5000","3062","1003","306206"
"5800","3062","1002","306207"
"6700","3062","15","306208"
"7350","3062","1020","306209"
"8100","3062","1009","306210"
"9100","3062","11","306211"
"9500","3062","14","306212"
"10600","3062","1009","306213"
"11350","3062","1003","306214"
"12150","3062","1001","306215"
"700","3063","14","306301"
"2300","3063","1012","306302"
"2750","3063","11","306303"
"3400","3063","1003","306304"
"4700","3063","1","306305"
"4900","3063","1002","306306"
"5700","3063","1003","306307"
"6600","3063","1009","306308"
"7400","3063","1020","306309"
"8300","3063","15","306310"
"8750","3063","14","306311"
"9700","3063","1010","306312"
"10500","3063","1001","306313"
"11450","3063","1013","306314"
"12200","3063","1009","306315"
"625","3064","5","306401"
"1425","3064","5","306402"
"2150","3064","14","306403"
"3050","3064","19","306404"
"4475","3064","4","306405"
"4950","3064","1013","306406"
"6075","3064","4","306407"
"6550","3064","1013","306408"
"7700","3064","17","306409"
"8500","3064","18","306410"
"9300","3064","17","306411"
"10100","3064","18","306412"
"10550","3064","15","306413"
"11350","3064","15","306414"
"12000","3064","1009","306415"
"1100","3065","17","306501"
"1650","3065","15","306502"
"2000","3065","14","306503"
"3550","3065","17","306504"
"3950","3065","15","306505"
"5200","3065","18","306506"
"5250","3065","19","306507"
"6200","3065","1009","306508"
"7550","3065","18","306509"
"7950","3065","1013","306510"
"8475","3065","5","306511"
"9975","3065","4","306512"
"10075","3065","5","306513"
"11200","3065","1013","306514"
"12275","3065","4","306515"
"650","3066","1009","306601"
"1600","3066","1013","306602"
"2450","3066","1013","306603"
"3475","3066","4","306604"
"4375","3066","4","306605"
"4750","3066","15","306606"
"5275","3066","5","306607"
"6750","3066","17","306608"
"6850","3066","19","306609"
"8400","3066","17","306610"
"8450","3066","14","306611"
"9900","3066","18","306612"
"10125","3066","5","306613"
"11500","3066","18","306614"
"12000","3066","15","306615"
"800","3067","1016","306701"
"1600","3067","1017","306702"
"2400","3067","1006","306703"
"3200","3067","1006","306704"
"4000","3067","1009","306705"
"4800","3067","1009","306706"
"5600","3067","1009","306707"
"6400","3067","1009","306708"
"7200","3067","1020","306709"
"8000","3067","6","306710"
"8800","3067","1020","306711"
"9600","3067","6","306712"
"10400","3067","1011","306713"
"11200","3067","1011","306714"
"12200","3067","11","306715"
"1000","3068","1020","306801"
"1700","3068","1009","306802"
"2550","3068","1011","306803"
"3350","3068","1011","306804"
"4150","3068","1017","306805"
"4900","3068","1020","306806"
"5750","3068","1006","306807"
"6550","3068","6","306808"
"7400","3068","1006","306809"
"8100","3068","6","306810"
"8950","3068","1009","306811"
"9750","3068","1009","306812"
"10750","3068","11","306813"
"11300","3068","1009","306814"
"12150","3068","1016","306815"
"900","3069","1020","306901"
"1800","3069","6","306902"
"2600","3069","1016","306903"
"3300","3069","1006","306904"
"4100","3069","1011","306905"
"4950","3069","1009","306906"
"5800","3069","1020","306907"
"6600","3069","1006","306908"
"7350","3069","1011","306909"
"8150","3069","1009","306910"
"8900","3069","1017","306911"
"9700","3069","1009","306912"
"10600","3069","1009","306913"
"11400","3069","6","306914"
"12400","3069","11","306915"
"875","3070","10","307001"
"1600","3070","1007","307002"
"2475","3070","10","307003"
"3200","3070","1015","307004"
"4150","3070","15","307005"
"4800","3070","1014","307006"
"5750","3070","15","307007"
"6700","3070","9","307008"
"7700","3070","18","307009"
"8550","3070","3","307010"
"9350","3070","3","307011"
"10100","3070","18","307012"
"10400","3070","1007","307013"
"11200","3070","1004","307014"
"12000","3070","1007","307015"
"1250","3071","3","307101"
"2000","3071","3","307102"
"2200","3071","1007","307103"
"3250","3071","15","307104"
"3950","3071","15","307105"
"5200","3071","18","307106"
"5800","3071","9","307107"
"6250","3071","1014","307108"
"7050","3071","1004","307109"
"8300","3071","18","307110"
"8650","3071","1015","307111"
"9400","3071","1007","307112"
"10325","3071","10","307113"
"11050","3071","1007","307114"
"11975","3071","10","307115"
"650","3072","1004","307201"
"1400","3072","1007","307202"
"2850","3072","3","307203"
"3550","3072","3","307204"
"3900","3072","1014","307205"
"5100","3072","18","307206"
"5475","3072","10","307207"
"6275","3072","10","307208"
"7600","3072","18","307209"
"7900","3072","1007","307210"
"9000","3072","9","307211"
"9500","3072","1015","307212"
"10450","3072","15","307213"
"11100","3072","1007","307214"
"12000","3072","15","307215"
"550","3073","14","307301"
"1700","3073","16","307302"
"2150","3073","14","307303"
"3300","3073","16","307304"
"4000","3073","7","307305"
"5000","3073","2","307306"
"5600","3073","7","307307"
"6875","3073","4","307308"
"7200","3073","1009","307309"
"8000","3073","1006","307310"
"8800","3073","1006","307311"
"9600","3073","1009","307312"
"10250","3073","19","307313"
"11200","3073","6","307314"
"12000","3073","1019","307315"
"1000","3074","7","307401"
"1800","3074","1019","307402"
"2300","3074","14","307403"
"3350","3074","1006","307404"
"4200","3074","16","307405"
"4800","3074","19","307406"
"5800","3074","1009","307407"
"6500","3074","1009","307408"
"7825","3074","4","307409"
"8200","3074","7","307410"
"9050","3074","16","307411"
"9900","3074","2","307412"
"10550","3074","6","307413"
"11400","3074","1006","307414"
"11850","3074","14","307415"
"1000","3075","16","307501"
"1500","3075","14","307502"
"2500","3075","1019","307503"
"3400","3075","1009","307504"
"4050","3075","19","307505"
"5100","3075","16","307506"
"5750","3075","7","307507"
"6550","3075","7","307508"
"7150","3075","14","307509"
"8350","3075","2","307510"
"9475","3075","4","307511"
"9800","3075","1006","307512"
"10600","3075","1006","307513"
"11300","3075","1009","307514"
"12150","3075","6","307515"
"800","3076","1007","307601"
"1600","3076","1007","307602"
"2400","3076","1019","307603"
"3200","3076","1019","307604"
"4500","3076","17","307605"
"4800","3076","1020","307606"
"5600","3076","1020","307607"
"6900","3076","17","307608"
"7400","3076","11","307609"
"8200","3076","11","307610"
"9000","3076","2","307611"
"9800","3076","2","307612"
"10400","3076","1011","307613"
"11200","3076","1011","307614"
"12000","3076","1009","307615"
"1200","3077","17","307701"
"1500","3077","1007","307702"
"2700","3077","17","307703"
"3250","3077","11","307704"
"3800","3077","1019","307705"
"4700","3077","1020","307706"
"5650","3077","2","307707"
"6250","3077","1011","307708"
"7100","3077","1011","307709"
"8000","3077","2","307710"
"8600","3077","1020","307711"
"9700","3077","11","307712"
"10250","3077","1019","307713"
"11100","3077","1007","307714"
"11800","3077","1009","307715"
"1150","3078","17","307801"
"1400","3078","1007","307802"
"2750","3078","17","307803"
"3300","3078","2","307804"
"3850","3078","1020","307805"
"4600","3078","1019","307806"
"5500","3078","1020","307807"
"6400","3078","11","307808"
"7050","3078","1011","307809"
"8050","3078","11","307810"
"8900","3078","2","307811"
"9450","3078","1007","307812"
"10200","3078","1011","307813"
"11050","3078","1019","307814"
"11850","3078","1009","307815"
"1300","3079","17","307901"
"2100","3079","17","307902"
"2900","3079","1","307903"
"3200","3079","1003","307904"
"3850","3079","19","307905"
"4625","3079","5","307906"
"6100","3079","17","307907"
"6900","3079","1","307908"
"7700","3079","17","307909"
"8000","3079","1003","307910"
"8650","3079","19","307911"
"9450","3079","19","307912"
"10900","3079","1","307913"
"11025","3079","5","307914"
"12500","3079","17","307915"
"1450","3080","1","308001"
"2250","3080","17","308002"
"3100","3080","17","308003"
"3125","3080","5","308004"
"4650","3080","17","308005"
"5500","3080","17","308006"
"5600","3080","19","308007"
"6350","3080","19","308008"
"7800","3080","1","308009"
"8150","3080","1003","308010"
"8725","3080","5","308011"
"9800","3080","1003","308012"
"11000","3080","1","308013"
"11250","3080","19","308014"
"12600","3080","17","308015"
"1000","3081","1003","308101"
"1550","3081","19","308102"
"3000","3081","17","308103"
"3850","3081","1","308104"
"4700","3081","17","308105"
"4900","3081","1003","308106"
"6200","3081","17","308107"
"7050","3081","17","308108"
"7900","3081","17","308109"
"7925","3081","5","308110"
"8775","3081","5","308111"
"9600","3081","19","308112"
"11100","3081","1","308113"
"11850","3081","1","308114"
"12050","3081","19","308115"
"800","3082","1006","308201"
"1600","3082","6","308202"
"2400","3082","6","308203"
"3200","3082","1006","308204"
"4000","3082","1014","308205"
"5000","3082","2","308206"
"6075","3082","4","308207"
"6875","3082","4","308208"
"7025","3082","5","308209"
"7825","3082","5","308210"
"8650","3082","19","308211"
"9350","3082","14","308212"
"10400","3082","1008","308213"
"11200","3082","1006","308214"
"12000","3082","6","308215"
"600","3083","6","308301"
"1450","3083","1006","308302"
"2300","3083","6","308303"
"2825","3083","5","308304"
"4325","3083","4","308305"
"5175","3083","4","308306"
"5400","3083","1006","308307"
"6250","3083","6","308308"
"6850","3083","19","308309"
"7800","3083","1008","308310"
"8525","3083","5","308311"
"9450","3083","1006","308312"
"10400","3083","2","308313"
"10800","3083","14","308314"
"11900","3083","1014","308315"
"1125","3084","4","308401"
"1400","3084","1014","308402"
"2250","3084","1006","308403"
"3050","3084","6","308404"
"3650","3084","14","308405"
"4475","3084","5","308406"
"5500","3084","1006","308407"
"6300","3084","6","308408"
"6925","3084","5","308409"
"7900","3084","6","308410"
"8500","3084","19","308411"
"9700","3084","2","308412"
"10725","3084","4","308413"
"11100","3084","1008","308414"
"11850","3084","1006","308415"
"800","3085","6","308501"
"2075","3085","4","308502"
"2875","3085","4","308503"
"3350","3085","1013","308504"
"4000","3085","1020","308505"
"4800","3085","1003","308506"
"5600","3085","1010","308507"
"6400","3085","1010","308508"
"7200","3085","6","308509"
"7750","3085","14","308510"
"8950","3085","1013","308511"
"9750","3085","1013","308512"
"10875","3085","4","308513"
"11200","3085","6","308514"
"12150","3085","1013","308515"
"950","3086","1010","308601"
"1750","3086","6","308602"
"2975","3086","4","308603"
"3450","3086","1013","308604"
"4625","3086","4","308605"
"4950","3086","1020","308606"
"5850","3086","1013","308607"
"6500","3086","6","308608"
"7300","3086","1010","308609"
"8250","3086","1013","308610"
"9475","3086","4","308611"
"9800","3086","6","308612"
"10700","3086","1013","308613"
"11050","3086","14","308614"
"12200","3086","1003","308615"
"1050","3087","1013","308701"
"1700","3087","6","308702"
"3075","3087","4","308703"
"3400","3087","6","308704"
"4100","3087","1010","308705"
"5000","3087","6","308706"
"5950","3087","1013","308707"
"7075","3087","4","308708"
"7875","3087","4","308709"
"8150","3087","1010","308710"
"9050","3087","1013","308711"
"9900","3087","1013","308712"
"10600","3087","1003","308713"
"11400","3087","1020","308714"
"11900","3087","14","308715"
"800","3088","1011","308801"
"1600","3088","1004","308802"
"2400","3088","1011","308803"
"3200","3088","1004","308804"
"4000","3088","1007","308805"
"4800","3088","1011","308806"
"5750","3088","1013","308807"
"6550","3088","1013","308808"
"7200","3088","1019","308809"
"8000","3088","1019","308810"
"8950","3088","1013","308811"
"9600","3088","1007","308812"
"10400","3088","1006","308813"
"11700","3088","1012","308814"
"12000","3088","1011","308815"
"700","3089","1004","308901"
"1450","3089","1019","308902"
"2450","3089","1013","308903"
"3000","3089","1011","308904"
"3800","3089","1007","308905"
"4850","3089","1013","308906"
"5450","3089","1007","308907"
"6200","3089","1006","308908"
"7250","3089","1013","308909"
"7800","3089","1011","308910"
"8600","3089","1019","308911"
"9400","3089","1011","308912"
"10200","3089","1004","308913"
"11050","3089","1011","308914"
"12400","3089","1012","308915"
"600","3090","1007","309001"
"1500","3090","1007","309002"
"2250","3090","1019","309003"
"3050","3090","1011","309004"
"4050","3090","1013","309005"
"5100","3090","1012","309006"
"5550","3090","1013","309007"
"6300","3090","1004","309008"
"7150","3090","1013","309009"
"7850","3090","1004","309010"
"8700","3090","1011","309011"
"9450","3090","1011","309012"
"10300","3090","1011","309013"
"11000","3090","1019","309014"
"11800","3090","1006","309015"
"1000","4001","21001","400101"
"2500","4001","20001","400102"
"3000","4001","21003","400103"
"4000","4001","21004","400104"
"5000","4001","21003","400105"
"6500","4001","20001","400106"
"7550","4001","20003","400107"
"8500","4001","20001","400108"
"1200","4002","21003","400201"
"2650","4002","20001","400202"
"3200","4002","21001","400203"
"4600","4002","20001","400204"
"5650","4002","20003","400205"
"6150","4002","21003","400206"
"7100","4002","21004","400207"
"8700","4002","20001","400208"
"1150","4003","21003","400301"
"2100","4003","21001","400302"
"3100","4003","21004","400303"
"4750","4003","20003","400304"
"5700","4003","20001","400305"
"6700","4003","20001","400306"
"7150","4003","21003","400307"
"8650","4003","20001","400308"
"1000","4004","21003","400401"
"2000","4004","21001","400402"
"3500","4004","21012","400403"
"4500","4004","20001","400404"
"5500","4004","21012","400405"
"6300","4004","20009","400406"
"7300","4004","20009","400407"
"8300","4004","20009","400408"
"1400","4005","21012","400501"
"2200","4005","20009","400502"
"3100","4005","20009","400503"
"3800","4005","21003","400504"
"5350","4005","21012","400505"
"6300","4005","20001","400506"
"6900","4005","21001","400507"
"8100","4005","20009","400508"
"1350","4006","20001","400601"
"1800","4006","21003","400602"
"3350","4006","21012","400603"
"4200","4006","20009","400604"
"5200","4006","20009","400605"
"6400","4006","21012","400606"
"6850","4006","21001","400607"
"8200","4006","20009","400608"
"1000","4007","21002","400701"
"2000","4007","21003","400702"
"3550","4007","20003","400703"
"4550","4007","20003","400704"
"5000","4007","21004","400705"
"6150","4007","20015","400706"
"7150","4007","20015","400707"
"8000","4007","21004","400708"
"1250","4008","20015","400801"
"2200","4008","21003","400802"
"3200","4008","21004","400803"
"4750","4008","20003","400804"
"5150","4008","21002","400805"
"6700","4008","20003","400806"
"7200","4008","21004","400807"
"8350","4008","20015","400808"
"1150","4009","21002","400901"
"2300","4009","20015","400902"
"3250","4009","20015","400903"
"4700","4009","20003","400904"
"5650","4009","20003","400905"
"6100","4009","21004","400906"
"7100","4009","21004","400907"
"8100","4009","21003","400908"
"1150","4010","20015","401001"
"2150","4010","20015","401002"
"3500","4010","21012","401003"
"4500","4010","21012","401004"
"5500","4010","21012","401005"
"6000","4010","21004","401006"
"7000","4010","21002","401007"
"8000","4010","21004","401008"
"900","4011","21004","401101"
"1850","4011","21004","401102"
"3400","4011","21012","401103"
"3800","4011","21002","401104"
"5400","4011","21012","401105"
"6300","4011","21012","401106"
"7050","4011","20015","401107"
"8050","4011","20015","401108"
"800","4012","21002","401201"
"1800","4012","21004","401202"
"3300","4012","21012","401203"
"4050","4012","20015","401204"
"5000","4012","20015","401205"
"5850","4012","21004","401206"
"7350","4012","21012","401207"
"8350","4012","21012","401208"
"1500","4013","20001","401301"
"2500","4013","20001","401302"
"3300","4013","20009","401303"
"4550","4013","20003","401304"
"5300","4013","20009","401305"
"6000","4013","21003","401306"
"7000","4013","21001","401307"
"8150","4013","20015","401308"
"1200","4014","21003","401401"
"2450","4014","20009","401402"
"3350","4014","20015","401403"
"4650","4014","20003","401404"
"5200","4014","21001","401405"
"6650","4014","20001","401406"
"7400","4014","20009","401407"
"8700","4014","20001","401408"
"1650","4015","20001","401501"
"2250","4015","20015","401502"
"3150","4015","21001","401503"
"4150","4015","21003","401504"
"5600","4015","20001","401505"
"6500","4015","20009","401506"
"7750","4015","20003","401507"
"8400","4015","20009","401508"
"1000","4016","21001","401601"
"2000","4016","21001","401602"
"3000","4016","21003","401603"
"4150","4016","20015","401604"
"5000","4016","21003","401605"
"6500","4016","20001","401606"
"7000","4016","21003","401607"
"8500","4016","20001","401608"
"900","4017","21003","401701"
"1800","4017","21003","401702"
"2800","4017","21001","401703"
"3800","4017","21001","401704"
"5000","4017","20015","401705"
"6400","4017","20001","401706"
"7400","4017","20001","401707"
"7850","4017","21003","401708"
"800","4018","21003","401801"
"1850","4018","21001","401802"
"2900","4018","21003","401803"
"3850","4018","21003","401804"
"5050","4018","20015","401805"
"6350","4018","20001","401806"
"7350","4018","20001","401807"
"7900","4018","21001","401808"
"1500","4019","20001","401901"
"2500","4019","20001","401902"
"3500","4019","20001","401903"
"4000","4019","21003","401904"
"5000","4019","21003","401905"
"6000","4019","21002","401906"
"7150","4019","20015","401907"
"8550","4019","20003","401908"
"9000","4019","21004","401909"
"1100","4020","21004","402001"
"2150","4020","21003","402002"
"3300","4020","20015","402003"
"4600","4020","20001","402004"
"5750","4020","20003","402005"
"6650","4020","20001","402006"
"7200","4020","21003","402007"
"8650","4020","20001","402008"
"9100","4020","21002","402009"
"1300","4021","20015","402101"
"2100","4021","21003","402102"
"3700","4021","20001","402103"
"4200","4021","21004","402104"
"5150","4021","21002","402105"
"6750","4021","20003","402106"
"7650","4021","20001","402107"
"8100","4021","21003","402108"
"9650","4021","20001","402109"
"1500","4022","20001","402201"
"2300","4022","20009","402202"
"3500","4022","20001","402203"
"4550","4022","20003","402204"
"5550","4022","20003","402205"
"6550","4022","20003","402206"
"7500","4022","21012","402207"
"8500","4022","21012","402208"
"9000","4022","21004","402209"
"1400","4023","21012","402301"
"2450","4023","20003","402302"
"3300","4023","21012","402303"
"4350","4023","20001","402304"
"5450","4023","20003","402305"
"6300","4023","20001","402306"
"7150","4023","20009","402307"
"7850","4023","21004","402308"
"9400","4023","20003","402309"
"1150","4024","20009","402401"
"1850","4024","21004","402402"
"3400","4024","20003","402403"
"4400","4024","20001","402404"
"5350","4024","21012","402405"
"6400","4024","21012","402406"
"7350","4024","20003","402407"
"8350","4024","20003","402408"
"9300","4024","20001","402409"
"1000","4025","21003","402501"
"2000","4025","21003","402502"
"3000","4025","21003","402503"
"4150","4025","20015","402504"
"5500","4025","20001","402505"
"6300","4025","20009","402506"
"7550","4025","20003","402507"
"8500","4025","20001","402508"
"9000","4025","21002","402509"
"1150","4026","21003","402601"
"2600","4026","20001","402602"
"3600","4026","20001","402603"
"4650","4026","20003","402604"
"5500","4026","20009","402605"
"6350","4026","20015","402606"
"7100","4026","21003","402607"
"8150","4026","21003","402608"
"9150","4026","21002","402609"
"1100","4027","21003","402701"
"2150","4027","21002","402702"
"3300","4027","20015","402703"
"4200","4027","21003","402704"
"5650","4027","20001","402705"
"6100","4027","21003","402706"
"7700","4027","20001","402707"
"8750","4027","20003","402708"
"9500","4027","20009","402709"
"1500","4028","20001","402801"
"2550","4028","20003","402802"
"3300","4028","20009","402803"
"4000","4028","21003","402804"
"5000","4028","21004","402805"
"6000","4028","21003","402806"
"7150","4028","20015","402807"
"8150","4028","20015","402808"
"9150","4028","20015","402809"
"900","4029","21003","402901"
"1800","4029","21003","402902"
"3450","4029","20003","402903"
"4050","4029","20015","402904"
"4900","4029","21004","402905"
"5950","4029","20015","402906"
"7050","4029","20015","402907"
"8350","4029","20001","402908"
"9200","4029","20009","402909"
"850","4030","21004","403001"
"2050","4030","20015","403002"
"3300","4030","20001","403003"
"3800","4030","21003","403004"
"5350","4030","20003","403005"
"6000","4030","20015","403006"
"6800","4030","21003","403007"
"8100","4030","20009","403008"
"8950","4030","20015","403009"
"1400","5001","10001","500101"
"2300","5001","10001","500102"
"3250","5001","10003","500103"
"4075","5001","10004","500104"
"4975","5001","10004","500105"
"5225","5001","10005","500106"
"6800","5001","11012","500107"
"7700","5001","11012","500108"
"8600","5001","11012","500109"
"1650","5002","10003","500201"
"2500","5002","11012","500202"
"3300","5002","10001","500203"
"4200","5002","11012","500204"
"5200","5002","11012","500205"
"6100","5002","10001","500206"
"6975","5002","10004","500207"
"7175","5002","10005","500208"
"8775","5002","10004","500209"
"1475","5003","10004","500301"
"2450","5003","11012","500302"
"3450","5003","10003","500303"
"4275","5003","10004","500304"
"5100","5003","11012","500305"
"6000","5003","11012","500306"
"6225","5003","10005","500307"
"7900","5003","10001","500308"
"8750","5003","10001","500309"
"900","5004","11002","500401"
"1800","5004","10013","500402"
"2700","5004","10013","500403"
"3900","5004","10009","500404"
"4500","5004","11004","500405"
"5700","5004","10009","500406"
"6775","5004","10004","500407"
"7675","5004","10004","500408"
"8575","5004","10004","500409"
"700","5005","10013","500501"
"1600","5005","10013","500502"
"2500","5005","11002","500503"
"3500","5005","11004","500504"
"4775","5005","10004","500505"
"5600","5005","10009","500506"
"6575","5005","10004","500507"
"7525","5005","10004","500508"
"8200","5005","10009","500509"
"800","5006","10013","500601"
"2175","5006","10004","500602"
"2600","5006","10013","500603"
"3400","5006","11002","500604"
"4400","5006","11004","500605"
"5675","5006","10004","500606"
"6675","5006","10004","500607"
"7300","5006","10009","500608"
"8300","5006","10009","500609"
"900","5007","11003","500701"
"1950","5007","10015","500702"
"2700","5007","11003","500703"
"4075","5007","10004","500704"
"4575","5007","10010","500705"
"5875","5007","10004","500706"
"6300","5007","11003","500707"
"7675","5007","10004","500708"
"8175","5007","10010","500709"
"1575","5008","10004","500801"
"2100","5008","10015","500802"
"3275","5008","10004","500803"
"3875","5008","10010","500804"
"5175","5008","10004","500805"
"5600","5008","11003","500806"
"6450","5008","11003","500807"
"7300","5008","11003","500808"
"8325","5008","10010","500809"
"1150","5009","10015","500901"
"1975","5009","10010","500902"
"2850","5009","11003","500903"
"3700","5009","11003","500904"
"5075","5009","10004","500905"
"5550","5009","11003","500906"
"6975","5009","10004","500907"
"7825","5009","10004","500908"
