a4a08d6ba8874499c99946964b11a7a1dfbac769e36325442016908d683bc3d4,0ccef80dd38d9c9b70e1f12925259f93eec9bda35161223eff942766c5311a6f,485a3bb4799ce31dc4d2774fad20d8b0e5a8d344749f9c8a8c65dae65780acaf,1a1a076e65c262a234876e4d19c24be578e9d7368548db05032adfc45dc7fd09,62d81b9c6b579a8f3b05a7e35be9e9689bfa9b80bd7537bdd1ff397816b937fb,6e2da09074bcc25048a9e2b40aadc432fc13d009bff8cb2e471689380a6e051e,594168b35da698245136582522713828331aa1f901af14b75283be10767e180b,00849b9df2cd58d9a54773bdab7236b92f53a5c3dfcae429b1ae83cb04dd0a8a,0c1c0464d4dfe1ab2c722de2f4c85d1ce23724b19af20838cf77bf45c1d315c0,5d07111240dd6e3b362603b06e93d1ce0b05978814a29f38e5e7af484639a064,d5be661fd33badcbcb2e3737d13ff5aebd5c8e8e992784c9a897db43ab9d23fc
"","32","1104020050","1","","","10402","","","","30"
"","93","1104020051","0","","","10402","","","","0.2"
"0","6","1104020052","1","1","","10402","0","1","0","1"
"0","6","1104020053","1","1","","10402","0","1","0","2"
"0","6","1104020054","1","1","","10402","0","1","0","3"
"0","6","1104020055","1","1","","10402","0","1","0","4"
"","32","1104020056","0","","","10402","","","","0"
"","32","1104020057","0","","","10402","","","","1"
"","32","1104020058","0","","","10402","","","","2"
"","32","1104020059","0","","","10402","","","","3"
"","32","1104020060","0","","","10402","","","","5"
"","32","1104020061","0","","","10402","","","","6"
"","32","1104020062","0","","","10402","","","","10"
"","32","1104020063","0","","","10402","","","","20"
"","32","1104020064","0","","","10402","","","","50"
"","93","1104020065","0","","","10402","","","","0.3"
"0","5","1105010001","1","18","empty","10501","1","0","0","4"
"0","5","1105010002","2","36","animation","10501","1","0","0","105000"
"1","31","1105010003","10","0","","10501","0","0","","105000"
"1","31","1105010004","11","0","","10501","0","0","","105001"
"1","31","1105010005","12","0","","10501","0","0","","105002"
"1","31","1105010006","13","0","","10501","0","0","","4"
"1","35","1105010007","0","0","","10501","1","0","","13"
"0.91","31","1105010008","14","0","","10501","0","0","","103010"
"1","31","1105010009","15","0","","10501","1","0","","1"
"1","31","1105010010","16","0","","10501","0","0","","2"
"1","31","1105010011","17","0","","10501","0","0","","3"
"1","31","1105010012","19","0","","10501","0","0","","5"
"1","31","1105010013","18","0","","10501","0","0","","4"
"1","35","1105010014","0","0","","10501","1","0","","18"
"","32","1105010015","1","","","10501","","","","18"
"","91","1105010016","0","","","10501","","","","0"
"","32","1105010017","1","","","10501","","","","19"
"","32","1105010018","1","","","10501","","","","10"
"","32","1105010019","1","","","10501","","","","11"
"","93","1105010020","0","","","10501","","","","0.6"
"0","121","1105010021","0","1.3","","10501","0","1.3","","180"
"","3","1105010022","skate","0","","10501","0","","","1"
"","3","1105010023","animation","0","","10501","0","","","2"
"","23","1105010024","se_caravan_event_shefi_1","0","","10501","","","","se_caravan"
"","93","1105010025","0","","","10501","","","","0.5"
"1","121","1105010026","0","1.3","","10501","3","1.3","","-82"
"","93","1105010027","0","","","10501","","","","0.33"
"","23","1105010028","se_caravan_event_shefi_amb_1","0","","10501","","","","se_caravan"
"","93","1105010029","0","","","10501","","","","0.6"
"","21","1105010030","vo_caravan_event_008_000","0","","10501","","","","vo_caravan"
"","93","1105010031","0","","","10501","","","","0.1"
"","93","1105010032","0","","","10501","","","","0.33"
"","23","1105010033","se_caravan_event_shefi_2","0","","10501","","","","se_caravan"
"","93","1105010034","0","","","10501","","","","0.17"
"0.4","121","1105010035","0","1.3","","10501","3","1.3","","100"
"","93","1105010036","0","","","10501","","","","0.34"
"","93","1105010037","0","","","10501","","","","0.5"
"0.53","121","1105010038","0","1.3","","10501","3","1.3","","-155"
"","93","1105010039","0","","","10501","","","","0.06"
"","93","1105010040","0","","","10501","","","","0.4"
"","21","1105010041","vo_caravan_event_008_001","0","","10501","","","","vo_caravan"
"","93","1105010042","0","","","10501","","","","0.04"
"0.8","121","1105010043","0","1.3","","10501","3","1.3","","0"
"","93","1105010044","0","","","10501","","","","0.06"
"","93","1105010045","0","","","10501","","","","0.4"
"","23","1105010046","se_caravan_event_shefi_amb_2","0","","10501","","","","se_caravan"
"","93","1105010047","0","","","10501","","","","0.1"
"0.43","121","1105010048","0","1.1","","10501","3","1.1","","0"
"","32","1105010049","1","","","10501","","","","12"
"","93","1105010050","0","","","10501","","","","0.07"
"","23","1105010051","se_caravan_event_shefi_3","0","","10501","","","","se_caravan"
"","93","1105010052","0","","","10501","","","","0.43"
"","23","1105010053","se_caravan_event_shefi_4","0","","10501","","","","se_caravan"
"","93","1105010054","0","","","10501","","","","0.6"
"","23","1105010055","se_caravan_event_shefi_emote","0","","10501","","","","se_caravan"
"","93","1105010056","0","","","10501","","","","0.3"
"","21","1105010057","vo_caravan_event_008_002","0","","10501","","","","vo_caravan"
"","93","1105010058","0","","","10501","","","","0.6"
"","32","1105010059","0","","","10501","","","","18"
"","93","1105010060","0","","","10501","","","","0.7"
"","35","1105010061","1","","","10501","","","","13"
"","32","1105010062","1","","","10501","","","","13"
"","101","1105010063","1","","","10501","","","","1105010065"
"0","121","1105010064","0","1.1","","10501","0","1.1","","0"
"","35","1105010065","1","","","10501","","","","14"
"","32","1105010066","1","","","10501","","","","14"
"","32","1105010067","1","","","10501","","","","16"
"","35","1105010068","1","","","10501","","","","18"
"","24","1105010069","0.5","","","10501","","","","se_caravan_event_shefi_1"
"","24","1105010070","0.5","","","10501","","","","se_caravan_event_shefi_2"
"","24","1105010071","0.5","","","10501","","","","se_caravan_event_shefi_3"
"","24","1105010072","0.5","","","10501","","","","se_caravan_event_shefi_4"
"","24","1105010073","0.5","","","10501","","","","se_caravan_event_shefi_amb_1"
"","24","1105010074","0.5","","","10501","","","","se_caravan_event_shefi_amb_2"
"","24","1105010075","0.5","","","10501","","","","se_caravan_event_shefi_emote"
"","93","1105010076","0","","","10501","","","","0.4"
"","92","1105010077","","","","10501","","","",""
"","35","1105010078","1","","","10501","","","","17"
"","32","1105010079","1","","","10501","","","","17"
"","93","1105010080","0","","","10501","","","","0.2"
"0","6","1105010081","0","0","","10501","0.01","0","0","1"
"0","6","1105010082","0","0","","10501","0.01","0","0","2"
"","32","1105010083","0","","","10501","","","","10"
"","32","1105010084","0","","","10501","","","","11"
"","32","1105010085","0","","","10501","","","","12"
"","32","1105010086","0","","","10501","","","","14"
"","32","1105010087","0","","","10501","","","","15"
"","32","1105010088","0","","","10501","","","","16"
"","32","1105010089","0","","","10501","","","","18"
"","93","1105010090","0","","","10501","","","","0.3"
"0","5","1201010001","1","18","empty","20101","1","0","0","1"
"0","5","1201010002","2","20","empty","20101","1","0","0","2"
"0","5","1201010003","3","26","empty","20101","1","0","0","3"
"0","5","1201010004","4","27","empty","20101","1","0","0","4"
"0","5","1201010005","21","21","empty","20101","1","0","0","21"
"0","5","1201010006","22","20","empty","20101","1","0","0","22"
"0","5","1201010007","23","19","empty","20101","1","0","0","23"
"0","5","1201010008","201000","25","empty","20101","1","0","0","201000"
"1","31","1201010009","900001","0","","20101","0","0","","900001"
"1","31","1201010010","201000","0","","20101","0","0","","201000"
"","35","1201010011","0","","","20101","","0","","201000"
"1","31","1201010012","201001","0","","20101","0","0","","201001"
"1","31","1201010013","201002","0","","20101","0","0","","201002"
"1","31","1201010014","15","0","","20101","0","0","","1"
"1","31","1201010015","16","0","","20101","0","0","","2"
"1","31","1201010016","17","0","","20101","0","0","","3"
"","91","1201010017","","","","20101","","","","0"
"","32","1201010018","1","","","20101","","","","900001"
"","93","1201010019","0","","","20101","","","","0.7"
"","32","1201010020","1","0","","20101","0","","","201000"
"","32","1201010021","1","0","","20101","0","","","15"
"","93","1201010022","0","","","20101","","","","0.3"
"","23","1201010023","se_caravan_party_drama_one","0","","20101","","","","se_caravan"
"","3","1201010024","party","0","","20101","0","","","1"
"","3","1201010025","party","0","","20101","0","","","2"
"","3","1201010026","party","0","","20101","0","","","3"
"","3","1201010027","party","0","","20101","0","","","4"
"","3","1201010028","party","0","","20101","0","","","21"
"","3","1201010029","party","0","","20101","0","","","22"
"","3","1201010030","party","0","","20101","0","","","23"
"","3","1201010031","party","0","","20101","0","","","201000"
"","35","1201010032","1","","","20101","","","","201000"
"","93","1201010033","0","","","20101","","","","0.4"
"","21","1201010034","vo_caravan_party_001","0","","20101","","","","vo_caravan"
"","93","1201010035","0","","","20101","","","","0.55"
"","23","1201010036","se_caravan_party_drama_two","0","","20101","","","","se_caravan"
"","93","1201010037","0","","","20101","","","","1.1"
"","23","1201010038","se_caravan_party_drama_three","0","","20101","","","","se_caravan"
"","21","1201010039","vo_caravan_party_002","0","","20101","","","","vo_caravan"
"","93","1201010040","0","","","20101","","","","0.45"
"","32","1201010041","1","","","20101","","","","201001"
"","93","1201010042","0","","","20101","","","","1.5"
"","101","1201010043","1","","","20101","","","","1201010047"
"","24","1201010044","0.5","","","20101","","","","se_caravan_party_drama_one"
"","24","1201010045","0.5","","","20101","","","","se_caravan_party_drama_two"
"","24","1201010046","0.5","","","20101","","","","se_caravan_party_drama_three"
"","35","1201010047","1","","","20101","","","","201002"
"","32","1201010048","1","","","20101","","","","201002"
"","35","1201010049","1","","","20101","","","","900001"
"","32","1201010050","1","","","20101","","","","16"
"","93","1201010051","0","","","20101","","","","0.4"
"","92","1201010052","","","","20101","","","",""
"","35","1201010053","1","","","20101","","","","17"
"","32","1201010054","1","","","20101","","","","17"
"","93","1201010055","0","","","20101","","","","0.2"
"0","6","1201010056","0","0","","20101","0.01","0","0","1"
"0","6","1201010057","0","0","","20101","0.01","0","0","2"
"0","6","1201010058","0","0","","20101","0.01","0","0","3"
"0","6","1201010059","0","0","","20101","0.01","0","0","4"
"0","6","1201010060","0","0","","20101","0.01","0","0","21"
"0","6","1201010061","0","0","","20101","0.01","0","0","22"
"0","6","1201010062","0","0","","20101","0.01","0","0","23"
"0","6","1201010063","0","0","","20101","0.01","0","0","201000"
"","32","1201010064","0","","","20101","","","","201002"
"","32","1201010065","0","","","20101","","","","15"
"","32","1201010066","0","","","20101","","","","201001"
"","32","1201010067","0","","","20101","","","","16"
"","32","1201010068","0","","","20101","","","","201000"
"","93","1201010069","0","","","20101","","","","0.3"
"-255","1","1202010001","105811","57","empty","20201","1","-754","0","1"
"-255","5","1202010002","202000","58","empty","20201","1","-126","0","202000"
"-210","5","1202010003","100","56","idle","20201","0.43","-1000","1","100"
"-210","5","1202010004","110","55","idle","20201","0.43","-1000","1","110"
"-183","5","1202010005","1000","52","empty","20201","0.55","283","0","1000"
"-239","5","1202010006","1001","53","empty","20201","0.55","450","0","1001"
"1","31","1202010007","0","0","","20201","0","0","","202000"
"1","31","1202010008","202004","0","","20201","0","0","","202004"
"1","31","1202010009","1","0","","20201","0","0","","900001"
"1","31","1202010010","3","0","","20201","0","0","","3"
"","35","1202010011","0","","","20201","","","","3"
"","32","1202010012","1","","","20201","","","","3"
"1","31","1202010013","4","0","","20201","0","0","","6"
"1","31","1202010014","202006","0","","20201","0","0","","202006"
"1","31","1202010015","202001","0","","20201","0","0","","202001"
"1","31","1202010016","2020021","203","","20201","0","167","","202002"
"1","31","1202010017","2020022","370","","20201","0","81","","202002"
"1","31","1202010018","202003","-186","","20201","0","-25","","202003"
"1","31","1202010019","6","-372","","20201","0","-210","","900004"
"1","31","1202010020","202005","340","","20201","0","-215","","202005"
"","91","1202010021","0","","","20201","","","","0"
"","32","1202010022","1","","","20201","","","","1"
"","93","1202010023","0","","","20201","","","","0.7"
"","32","1202010024","1","","","20201","","","","0"
"","32","1202010025","1","","","20201","","","","202004"
"","3","1202010026","idle","1","","20201","0","","","1000"
"","3","1202010027","idle","1","","20201","0","","","1001"
"","23","1202010028","se_caravan_chikamiti_drama_first","0","","20201","","","","se_caravan"
"1","3","1202010029","run_stop_short","0","","20201","0","idle","0","100"
"1","3","1202010030","run_stop_short","0","","20201","0","idle","0","110"
"","2","1202010031","-372","-210","","20201","","1.5","","100"
"","2","1202010032","-372","-210","","20201","","1.5","","110"
"","3","1202010033","shortcut_run","1","","20201","0","","","105811"
"","2","1202010034","-126","-255","","20201","","1.5","","105811"
"","93","1202010035","0","","","20201","","","","0.2"
"","21","1202010036","vo_caravan_chikamichi_001","0","","20201","","","","vo_caravan"
"1","3","1202010037","awake","0","","20201","0.2","idle","0.1","1000"
"1","3","1202010038","awake","0","","20201","0.2","idle","0.1","1001"
"","93","1202010039","0","","","20201","","","","0.5"
"","32","1202010040","1","","","20201","","","","202001"
"","32","1202010041","1","","","20201","","","","2020021"
"","32","1202010042","1","","","20201","","","","2020022"
"","93","1202010043","0","","","20201","","","","0.8"
"1","3","1202010044","shortcut_surprise_in","0","","20201","0.2","shortcut_surprise_loop","","105811"
"","93","1202010045","0","","","20201","","","","1"
"","32","1202010046","0","","","20201","","","","3"
"","101","1202010047","","","","20201","","","","1202010065"
"","101","1202010048","","","","20201","","","","1202010049"
"","35","1202010049","1","","","20201","","","","3"
"","93","1202010050","0","","","20201","","","","0.2"
"","32","1202010051","0","","","20201","","","","202001"
"","32","1202010052","0","","","20201","","","","2020021"
"","32","1202010053","0","","","20201","","","","2020022"
"","24","1202010054","0.5","","","20201","","","","se_caravan_chikamiti_drama_first"
"","3","1202010055","idle","1","","20201","","","","100"
"","3","1202010056","idle","1","","20201","","","","110"
"","2","1202010057","-372","-210","","20201","","0","","100"
"","2","1202010058","-372","-210","","20201","","0","","110"
"","3","1202010059","shortcut_surprise_loop","1","","20201","0.2","","","105811"
"","2","1202010060","-126","-255","","20201","","0","","105811"
"","3","1202010061","idle","1","","20201","0.2","","","1000"
"","3","1202010062","idle","1","","20201","0.2","","","1001"
"","32","1202010063","0","","","20201","","","","2020021"
"","32","1202010064","0","","","20201","","","","2020022"
"","32","1202010065","1","","","20201","","","","202006"
"","93","1202010066","0","","","20201","","","","100"
"","101","1202010067","","","","20201","","","","1202010066"
"","101","1202010068","","","","20201","","","","1202010069"
"","32","1202010069","0","","","20201","","","","202006"
"","32","1202010070","0","","","20201","","","","2020021"
"","32","1202010071","0","","","20201","","","","2020022"
"","93","1202010072","0","","","20201","","","","0.2"
"","21","1202010073","vo_caravan_chikamichi_002","0","","20201","","","","vo_caravan"
"","23","1202010074","se_caravan_chikamiti_drama_second_one","0","","20201","","","","se_caravan"
"1","3","1202010075","shortcut_throw","0","","20201","0.1","shortcut_throw_loop","0.2","105811"
"","3","1202010076","shortcut_throw","0","","20201","","","","202000"
"","93","1202010077","0","","","20201","","","","1.2"
"","23","1202010078","se_caravan_chikamiti_drama_second_two","0","","20201","","","","se_caravan"
"1","3","1202010079","joy","0","","20201","0.1","idle","0.1","1000"
"1","3","1202010080","joy","0","","20201","0.1","idle","0.1","1001"
"","32","1202010081","1","","","20201","","","","202005"
"","93","1202010082","0","","","20201","","","","0.5"
"1","3","1202010083","shortcut_relief","0","","20201","0.1","shortcut_relief_loop","0.1","105811"
"","93","1202010084","0","","","20201","","","","1.4"
"1","3","1202010085","move_pass","0","","20201","0.1","move_pass_loop","0.1","1000"
"1","3","1202010086","move_pass","0","","20201","0.1","move_pass_loop","0.1","1001"
"","93","1202010087","0","","","20201","","","","0.1"
"","23","1202010088","se_caravan_chikamiti_drama_second_three","0","","20201","","","","se_caravan"
"","93","1202010089","0","","","20201","","","","0.3"
"","3","1202010090","shortcut_run","1","","20201","0.2","","","105811"
"0","2","1202010091","1746","-255","","20201","","3.4","","105811"
"","32","1202010092","1","","","20201","","","","202003"
"0","33","1202010093","1686","-25","","20201","","3.4","","202003"
"","3","1202010094","run","1","","20201","0.2","","","100"
"","3","1202010095","run","1","","20201","0.2","","","110"
"","32","1202010096","1","","","20201","","","","6"
"0","2","1202010097","1500","-210","","20201","","3.4","","100"
"0","2","1202010098","1500","-210","","20201","","3.4","","110"
"0","33","1202010099","1500","-210","","20201","","3.4","","6"
"","93","1202010100","0","","","20201","","","","0.6"
"","101","1202010101","","","","20201","","","","1202010102"
"","32","1202010102","1","","","20201","","","","4"
"","93","1202010103","0","","","20201","","","","0.7"
"0","6","1202010104","1","1","","20201","0","1","0","100"
"0","6","1202010105","1","1","","20201","0","1","0","110"
"","32","1202010106","0","","","20201","","","","0"
"","32","1202010107","0","","","20201","","","","202004"
"","32","1202010108","0","","","20201","","","","6"
"","32","1202010109","0","","","20201","","","","202001"
"","32","1202010110","0","","","20201","","","","2020021"
"","32","1202010111","0","","","20201","","","","2020022"
"","32","1202010112","0","","","20201","","","","202006"
"","32","1202010113","0","","","20201","","","","2020021"
"","32","1202010114","0","","","20201","","","","2020022"
"","32","1202010115","0","","","20201","","","","202003"
"","32","1202010116","0","","","20201","","","","202005"
"0","6","1202010117","1","1","","20201","0","1","0","105811"
"0","6","1202010118","1","1","","20201","0","1","0","202000"
"0","6","1202010119","1","1","","20201","0","1","0","1000"
"0","6","1202010120","1","1","","20201","0","1","0","1001"
"","24","1202010121","0.5","","","20201","","","","se_caravan_chikamiti_drama_second_one"
"","24","1202010122","0.5","","","20201","","","","se_caravan_chikamiti_drama_second_two"
"","24","1202010123","0.5","","","20201","","","","se_caravan_chikamiti_drama_second_three"
"","93","1202010124","0","","","20201","","","","1"
"-255","1","1202020001","105811","57","empty","20202","1","-126","0","1"
"-255","5","1202020002","202000","58","empty","20202","1","-126","0","202000"
"-210","5","1202020003","100","56","idle","20202","0.43","-1085","1","100"
"-210","5","1202020004","110","55","idle","20202","0.43","-1085","1","110"
"-183","5","1202020005","1000","52","empty","20202","0.55","283","0","1000"
"-239","5","1202020006","1001","53","empty","20202","0.55","450","0","1001"
"1","31","1202020007","0","0","","20202","0","0","","202000"
"1","31","1202020008","202004","0","","20202","0","0","","202004"
"1","31","1202020009","3","0","","20202","0","0","","3"
"1","31","1202020010","4","0","","20202","0","0","","6"
"1","31","1202020011","202003","-186","","20202","0","-25","","202003"
"1","31","1202020012","6","-372","","20202","0","-210","","900004"
"1","31","1202020013","202005","340","","20202","0","-215","","202005"
"","91","1202020014","0","","","20202","","","","0"
"","32","1202020015","1","","","20202","","","","3"
"","93","1202020016","0","","","20202","","","","0.2"
"","32","1202020017","1","","","20202","","","","0"
"","32","1202020018","1","","","20202","","","","202004"
"","3","1202020019","idle","1","","20202","","","","100"
"","3","1202020020","idle","1","","20202","","","","110"
"","2","1202020021","-372","-210","","20202","","0","","100"
"","2","1202020022","-372","-210","","20202","","0","","110"
"","3","1202020023","shortcut_surprise_loop","1","","20202","","","","105811"
"","2","1202020024","-126","-255","","20202","","0","","105811"
"","3","1202020025","idle","1","","20202","0.2","","","1000"
"","3","1202020026","idle","1","","20202","0.2","","","1001"
"","93","1202020027","0","","","20202","","","","0.2"
"","21","1202020028","vo_caravan_chikamichi_002","0","","20202","","","","vo_caravan"
"","23","1202020029","se_caravan_chikamiti_drama_second_one","0","","20202","","","","se_caravan"
"1","3","1202020030","shortcut_throw","0","","20202","0.1","shortcut_throw_loop","0.2","105811"
"","3","1202020031","shortcut_throw","0","","20202","","","","202000"
"","93","1202020032","0","","","20202","","","","1.2"
"","23","1202020033","se_caravan_chikamiti_drama_second_two","0","","20202","","","","se_caravan"
"1","3","1202020034","joy","0","","20202","0.1","idle","0.1","1000"
"1","3","1202020035","joy","0","","20202","0.1","idle","0.1","1001"
"","32","1202020036","1","","","20202","","","","202005"
"","93","1202020037","0","","","20202","","","","0.5"
"1","3","1202020038","shortcut_relief","0","","20202","0.1","shortcut_relief_loop","0.1","105811"
"","93","1202020039","0","","","20202","","","","1.4"
"1","3","1202020040","move_pass","0","","20202","0.1","move_pass_loop","0.1","1000"
"1","3","1202020041","move_pass","0","","20202","0.1","move_pass_loop","0.1","1001"
"","93","1202020042","0","","","20202","","","","0.1"
"","23","1202020043","se_caravan_chikamiti_drama_second_three","0","","20202","","","","se_caravan"
"","93","1202020044","0","","","20202","","","","0.3"
"","3","1202020045","shortcut_run","1","","20202","0.2","","","105811"
"0","2","1202020046","1746","-255","","20202","","3.4","","105811"
"","32","1202020047","1","","","20202","","","","202003"
"0","33","1202020048","1686","-25","","20202","","3.4","","202003"
"","3","1202020049","run","1","","20202","0.2","","","100"
"","3","1202020050","run","1","","20202","0.2","","","110"
"","32","1202020051","1","","","20202","","","","6"
"0","2","1202020052","1500","-210","","20202","","3.4","","100"
"0","2","1202020053","1500","-210","","20202","","3.4","","110"
"0","33","1202020054","1500","-210","","20202","","3.4","","6"
"","93","1202020055","0","","","20202","","","","0.6"
"","101","1202020056","","","","20202","","","","1202020057"
"","32","1202020057","1","","","20202","","","","4"
"","93","1202020058","0","","","20202","","","","0.7"
"0","6","1202020059","1","1","","20202","0","1","0","100"
"0","6","1202020060","1","1","","20202","0","1","0","110"
"","32","1202020061","0","","","20202","","","","0"
"","32","1202020062","0","","","20202","","","","202004"
"","32","1202020063","0","","","20202","","","","6"
"","32","1202020064","0","","","20202","","","","202003"
"","32","1202020065","0","","","20202","","","","202005"
"0","6","1202020066","1","1","","20202","0","1","0","105811"
"0","6","1202020067","1","1","","20202","0","1","0","202000"
"0","6","1202020068","1","1","","20202","0","1","0","1000"
"0","6","1202020069","1","1","","20202","0","1","0","1001"
"","24","1202020070","0.5","","","20202","","","","se_caravan_chikamiti_drama_second_one"
"","24","1202020071","0.5","","","20202","","","","se_caravan_chikamiti_drama_second_two"
"","24","1202020072","0.5","","","20202","","","","se_caravan_chikamiti_drama_second_three"
"","93","1202020073","0","","","20202","","","","1"
"-34","1","1900010001","105811","62","empty","90001","1","0","0","1"
"-34","1","1900010002","105911","66","empty","90001","1","0","0","1"
"-34","1","1900010003","106011","64","empty","90001","1","0","0","1"
"-34","1","1900010004","106411","64","empty","90001","1","0","0","1"
"-34","1","1900010005","118511","52","empty","90001","1","0","0","1"
"-266","5","1900010006","100","58","idle","90001","0.4","-1085","1","100"
"-266","5","1900010007","110","56","idle","90001","0.4","-1085","1","110"
"1","31","1900010008","0","0","","90001","0","0","","900000"
"1","31","1900010009","1","0","","90001","0","0","","900001"
"1","31","1900010010","3","0","","90001","0","0","","900003"
"1","31","1900010011","4","-1085","","90001","0","-266","","900004"
"1","31","1900010012","5","0","","90001","0","0","","900005"
"1","31","1900010013","9","0","","90001","0","-34","","900009"
"","91","1900010014","0","","","90001","","","","0"
"","32","1900010015","1","","","90001","","","","1"
"","93","1900010016","0","","","90001","","","","0.7"
"","32","1900010017","1","","","90001","","","","0"
"","32","1900010018","1","","","90001","","","","9"
"","3","1900010019","checkpoint_karin_idle","1","","90001","0","","","118511"
"10","29","1900010020","0","0.5","","90001","0","0","1","1"
"","23","1900010021","se_caravan_goal_amb","0","","90001","","","","se_caravan"
"","93","1900010022","0","","","90001","","","","0.9"
"","23","1900010023","se_caravan_goal_onigiri","0","","90001","","","","se_caravan"
"","93","1900010024","0","","","90001","","","","0.5"
"1","3","1900010025","run_checkpoint","0","","90001","0","idle","0","100"
"1","3","1900010026","run_checkpoint","0","","90001","0","idle","0","110"
"","32","1900010027","1","","","90001","","","","4"
"11","2","1900010028","67","-276","","90001","","2.5","","100"
"11","2","1900010029","67","-276","","90001","","2.5","","110"
"11","33","1900010030","67","-276","","90001","","2.5","","4"
"","93","1900010031","0","","","90001","","","","2"
"","23","1900010032","se_caravan_goal_chara_appear","0","","90001","","","","se_caravan"
"1","3","1900010033","checkpoint_peko_in","0","","90001","0","checkpoint_peko_loop","0","105811"
"1","3","1900010034","checkpoint_kokkoro_in","0","","90001","0","checkpoint_kokkoro_loop","0","105911"
"1","3","1900010035","checkpoint_kyaru_in","0","","90001","0","checkpoint_kyaru_loop","0","106011"
"1","3","1900010036","checkpoint_shefy_in","0","","90001","0","checkpoint_shefy_loop","0","106411"
"","140","1900010037","0","0","","90001","","","","6"
"","93","1900010038","0","","","90001","","","","1.6"
"","32","1900010039","1","","","90001","","","","5"
"","3","1900010040","checkpoint_karin_clap","1","","90001","0.2","","","118511"
"","93","1900010041","0","","","90001","","","","3"
"","29","1900010042","0","0.5","","90001","","","","0"
"","113","1900010043","","","","90001","","","","1"
"","93","1900010044","0","","","90001","","","","0.3"
"","32","1900010045","1","","","90001","","","","3"
"","93","1900010046","0","","","90001","","","","0.2"
"0","6","1900010047","1","1","","90001","0","1","0","100"
"0","6","1900010048","1","1","","90001","0","1","0","110"
"","32","1900010049","0","","","90001","","","","0"
"","32","1900010050","0","","","90001","","","","5"
"","32","1900010051","0","","","90001","","","","9"
"0","6","1900010052","1","1","","90001","0","1","0","105811"
"0","6","1900010053","1","1","","90001","0","1","0","105911"
"0","6","1900010054","1","1","","90001","0","1","0","106011"
"0","6","1900010055","1","1","","90001","0","1","0","106411"
"0","6","1900010056","1","1","","90001","0","1","0","118511"
"","93","1900010057","0","","","90001","","","","0.1"
"-34","1","1900020001","105811","62","empty","90002","1","0","0","1"
"-34","1","1900020002","105911","66","empty","90002","1","0","0","1"
"-34","1","1900020003","106011","64","empty","90002","1","0","0","1"
"-34","1","1900020004","106411","64","empty","90002","1","0","0","1"
"-34","1","1900020005","118511","52","empty","90002","1","0","0","1"
"-34","5","1900020006","900","54","empty","90002","1","0","0","900000"
"-266","5","1900020007","100","58","idle","90002","0.4","-1085","1","100"
"-266","5","1900020008","110","56","idle","90002","0.4","-1085","1","110"
"1","31","1900020009","0","0","","90002","0","0","","900000"
"1","31","1900020010","1","0","","90002","0","0","","900001"
"1","31","1900020011","2","0","","90002","0","0","","900002"
"1","31","1900020012","3","0","","90002","0","0","","900003"
"1","31","1900020013","4","-1085","","90002","0","-266","","900004"
"1","31","1900020014","5","0","","90002","0","0","","900005"
"1","31","1900020015","6","0","","90002","0","0","","900006"
"1","31","1900020016","8","0","","90002","0","0","","900008"
"1","31","1900020017","9","0","","90002","0","-34","","900009"
"","91","1900020018","0","","","90002","","","","0"
"","32","1900020019","1","","","90002","","","","1"
"","93","1900020020","0","","","90002","","","","0.7"
"","32","1900020021","1","","","90002","","","","0"
"","32","1900020022","1","","","90002","","","","9"
"","3","1900020023","checkpoint_karin_idle","1","","90002","0","","","118511"
"10","29","1900020024","0","0.5","","90002","0","0","1","1"
"","23","1900020025","se_caravan_goal_amb","0","","90002","","","","se_caravan"
"","93","1900020026","0","","","90002","","","","0.9"
"","23","1900020027","se_caravan_goal_onigiri","0","","90002","","","","se_caravan"
"","93","1900020028","0","","","90002","","","","0.5"
"1","3","1900020029","run_checkpoint","0","","90002","0","idle","0","100"
"1","3","1900020030","run_checkpoint","0","","90002","0","idle","0","110"
"","32","1900020031","1","","","90002","","","","4"
"11","2","1900020032","67","-266","","90002","","2.5","","100"
"11","2","1900020033","67","-266","","90002","","2.5","","110"
"11","33","1900020034","67","-266","","90002","","2.5","","4"
"","93","1900020035","0","","","90002","","","","2"
"","23","1900020036","se_caravan_goal_chara_appear","0","","90002","","","","se_caravan"
"1","3","1900020037","checkpoint_peko_in","0","","90002","0","checkpoint_peko_loop","0","105811"
"1","3","1900020038","checkpoint_kokkoro_in","0","","90002","0","checkpoint_kokkoro_loop","0","105911"
"1","3","1900020039","checkpoint_kyaru_in","0","","90002","0","checkpoint_kyaru_loop","0","106011"
"1","3","1900020040","checkpoint_shefy_in","0","","90002","0","checkpoint_shefy_loop","0","106411"
"","140","1900020041","0","0","","90002","","","","6"
"","93","1900020042","0","","","90002","","","","1.6"
"","32","1900020043","1","","","90002","","","","5"
"","3","1900020044","checkpoint_karin_clap","1","","90002","0.2","","","118511"
"","93","1900020045","0","","","90002","","","","3"
"","29","1900020046","0","0.5","","90002","","","","0"
"","113","1900020047","","","","90002","","","","1"
"","93","1900020048","0","","","90002","","","","0.3"
"","32","1900020049","1","","","90002","","","","2"
"","93","1900020050","0","","","90002","","","","0.4"
"0","6","1900020051","1","1","","90002","0","1","0","100"
"0","6","1900020052","1","1","","90002","0","1","0","110"
"","32","1900020053","0","","","90002","","","","5"
