bdfb6a14bbcd1ea8f3f15a19e4da31e536b81ca8d6ae0f48c94d52f71347e2f9,b7cd5db0526b6a08ccf60e54532db3065436a9e6a08579448b2274b4d6545148,dfb41b22051ebe8a16bee49509a84bc3cacf447f7037de1f5977fc358e4c9cfb,79ef6168f1a5ca99a5ab4a1d7af9ea88982c42eae81533e332e3988a5f9f253b,8bdde94dc927fcc1ee9260ff8e20074440cb0a087ba465c27137b9c7de1d9fef,f1cc913291597f6b3992760a3f29873ed44ea18ccbfdd6b20095c7f0e77f6ba1,bf404f45b843757feaa1d7e081b0256c826f64b440bd70fb5b62f86d1424e5d7,46d5cbfc06f575f5b9802f936075d85f5ed0870a3d43ffbd2444f184f896cb17
"42","0","0","4","15511","5","0","0"
"84","0","0","4","15521","5","0","0"
"126","0","0","4","15531","5","0","0"
"168","0","0","4","15541","5","0","0"
"210","0","0","4","15551","5","0","0"
"94","0","0","1","15611","2","0","0"
"188","0","0","1","15621","2","0","0"
"282","0","0","1","15631","2","0","0"
"376","0","0","1","15641","2","0","0"
"470","0","0","1","15651","2","0","0"
"42","0","0","4","15711","3","0","0"
"84","0","0","4","15721","3","0","0"
"126","0","0","4","15731","3","0","0"
"168","0","0","4","15741","3","0","0"
"210","0","0","4","15751","3","0","0"
"15","0","0","5","15811","6","0","0"
"30","0","0","5","15821","6","0","0"
"45","0","0","5","15831","6","0","0"
"60","0","0","5","15841","6","0","0"
"75","0","0","5","15851","6","0","0"
"20","0","0","2","15911","7","0","0"
"40","0","0","2","15921","7","0","0"
"60","0","0","2","15931","7","0","0"
"80","0","0","2","15941","7","0","0"
"100","0","0","2","15951","7","0","0"
"44","0","0","3","16011","3","0","0"
"88","0","0","3","16021","3","0","0"
"132","0","0","3","16031","3","0","0"
"176","0","0","3","16041","3","0","0"
"220","0","0","3","16051","3","0","0"
"1","0","0","4","16111","100","0","0"
"2","0","0","4","16121","100","0","0"
"3","0","0","4","16131","100","0","0"
"64","0","0","5","16211","1","0","0"
"128","0","0","5","16221","1","0","0"
"192","0","0","5","16231","1","0","0"
"256","0","0","5","16241","1","0","0"
"320","0","0","5","16251","1","0","0"
"42","0","0","2","16311","3","0","0"
"84","0","0","2","16321","3","0","0"
"126","0","0","2","16331","3","0","0"
"168","0","0","2","16341","3","0","0"
"210","0","0","2","16351","3","0","0"
"44","0","0","3","16411","5","0","0"
"88","0","0","3","16421","5","0","0"
"132","0","0","3","16431","5","0","0"
"176","0","0","3","16441","5","0","0"
"220","0","0","3","16451","5","0","0"
"44","0","0","5","16511","5","0","0"
"88","0","0","5","16521","5","0","0"
"132","0","0","5","16531","5","0","0"
"176","0","0","5","16541","5","0","0"
"220","0","0","5","16551","5","0","0"
"42","2","4","1","16611","3","3","5"
"84","2","4","1","16621","3","3","5"
"126","2","4","1","16631","3","3","5"
"168","2","4","1","16641","3","3","5"
"210","2","4","1","16651","3","3","5"
"20","0","0","1","16711","6","0","0"
"40","0","0","1","16721","6","0","0"
"60","0","0","1","16731","6","0","0"
"80","0","0","1","16741","6","0","0"
"100","0","0","1","16751","6","0","0"
"46","0","0","3","16811","5","0","0"
"92","0","0","3","16821","5","0","0"
"138","0","0","3","16831","5","0","0"
"184","0","0","3","16841","5","0","0"
"230","0","0","3","16851","5","0","0"
"94","0","0","4","16911","4","0","0"
"188","0","0","4","16921","4","0","0"
"282","0","0","4","16931","4","0","0"
"376","0","0","4","16941","4","0","0"
"470","0","0","4","16951","4","0","0"
"20","0","0","5","17011","6","0","0"
"40","0","0","5","17021","6","0","0"
"60","0","0","5","17031","6","0","0"
"80","0","0","5","17041","6","0","0"
"100","0","0","5","17051","6","0","0"
"46","0","0","1","17111","5","0","0"
"92","0","0","1","17121","5","0","0"
"138","0","0","1","17131","5","0","0"
"184","0","0","1","17141","5","0","0"
"230","0","0","1","17151","5","0","0"
"94","0","0","1","17211","4","0","0"
"188","0","0","1","17221","4","0","0"
"282","0","0","1","17231","4","0","0"
"376","0","0","1","17241","4","0","0"
"470","0","0","1","17251","4","0","0"
"50","0","0","2","17311","1","0","0"
"100","0","0","2","17321","1","0","0"
"150","0","0","2","17331","1","0","0"
"200","0","0","2","17341","1","0","0"
"250","0","0","2","17351","1","0","0"
"20","0","0","5","17411","7","0","0"
"40","0","0","5","17421","7","0","0"
"60","0","0","5","17431","7","0","0"
"80","0","0","5","17441","7","0","0"
"100","0","0","5","17451","7","0","0"
"42","0","0","1","17511","3","0","0"
"84","0","0","1","17521","3","0","0"
"126","0","0","1","17531","3","0","0"
"168","0","0","1","17541","3","0","0"
"210","0","0","1","17551","3","0","0"
"1","0","0","3","17611","100","0","0"
"2","0","0","3","17621","100","0","0"
"1","0","0","4","17711","101","0","0"
"2","0","0","4","17721","101","0","0"
"3","0","0","4","17731","101","0","0"
"50","0","0","1","17811","1","0","0"
"100","0","0","1","17821","1","0","0"
"150","0","0","1","17831","1","0","0"
"200","0","0","1","17841","1","0","0"
"250","0","0","1","17851","1","0","0"
"52","0","0","3","17911","1","0","0"
"104","0","0","3","17921","1","0","0"
"156","0","0","3","17931","1","0","0"
"208","0","0","3","17941","1","0","0"
"260","0","0","3","17951","1","0","0"
"44","0","0","4","18011","3","0","0"
"88","0","0","4","18021","3","0","0"
"132","0","0","4","18031","3","0","0"
"176","0","0","4","18041","3","0","0"
"220","0","0","4","18051","3","0","0"
"1","0","0","5","18111","100","0","0"
"2","0","0","5","18121","100","0","0"
"20","0","0","2","18211","6","0","0"
"40","0","0","2","18221","6","0","0"
"60","0","0","2","18231","6","0","0"
"80","0","0","2","18241","6","0","0"
"100","0","0","2","18251","6","0","0"
"92","0","0","3","18311","4","0","0"
"184","0","0","3","18321","4","0","0"
"276","0","0","3","18331","4","0","0"
"368","0","0","3","18341","4","0","0"
"460","0","0","3","18351","4","0","0"
"44","0","0","4","18411","5","0","0"
"88","0","0","4","18421","5","0","0"
"132","0","0","4","18431","5","0","0"
"176","0","0","4","18441","5","0","0"
"220","0","0","4","18451","5","0","0"
"52","0","0","1","18511","1","0","0"
"104","0","0","1","18521","1","0","0"
"156","0","0","1","18531","1","0","0"
"208","0","0","1","18541","1","0","0"
"260","0","0","1","18551","1","0","0"
"64","0","0","4","18611","1","0","0"
"128","0","0","4","18621","1","0","0"
"192","0","0","4","18631","1","0","0"
"256","0","0","4","18641","1","0","0"
"320","0","0","4","18651","1","0","0"
"94","0","0","5","18711","4","0","0"
"188","0","0","5","18721","4","0","0"
"282","0","0","5","18731","4","0","0"
"376","0","0","5","18741","4","0","0"
"470","0","0","5","18751","4","0","0"
"52","0","0","2","18811","1","0","0"
"104","0","0","2","18821","1","0","0"
"156","0","0","2","18831","1","0","0"
"208","0","0","2","18841","1","0","0"
"260","0","0","2","18851","1","0","0"
"1","0","0","3","18911","101","0","0"
"2","0","0","3","18921","101","0","0"
"3","0","0","3","18931","101","0","0"
"1","0","0","1","19011","100","0","0"
"2","0","0","1","19021","100","0","0"
"92","0","0","2","19111","4","0","0"
"184","0","0","2","19121","4","0","0"
"276","0","0","2","19131","4","0","0"
"368","0","0","2","19141","4","0","0"
"460","0","0","2","19151","4","0","0"
"20","0","0","3","19211","7","0","0"
"40","0","0","3","19221","7","0","0"
"60","0","0","3","19231","7","0","0"
"80","0","0","3","19241","7","0","0"
"100","0","0","3","19251","7","0","0"
"46","0","0","5","19311","3","0","0"
"92","0","0","5","19321","3","0","0"
"138","0","0","5","19331","3","0","0"
"184","0","0","5","19341","3","0","0"
"230","0","0","5","19351","3","0","0"
"90","2","4","1","19411","2","3","5"
"180","2","4","1","19421","2","3","5"
"270","2","4","1","19431","2","3","5"
"360","2","4","1","19441","2","3","5"
"450","2","4","1","19451","2","3","5"
"1","0","0","1","19511","100","0","0"
"2","0","0","1","19521","100","0","0"
"3","0","0","1","19531","100","0","0"
"46","0","0","3","19611","3","0","0"
"92","0","0","3","19621","3","0","0"
"138","0","0","3","19631","3","0","0"
"184","0","0","3","19641","3","0","0"
"230","0","0","3","19651","3","0","0"
"94","0","0","4","19711","2","0","0"
"188","0","0","4","19721","2","0","0"
"282","0","0","4","19731","2","0","0"
"376","0","0","4","19741","2","0","0"
"470","0","0","4","19751","2","0","0"
"46","0","0","5","19811","5","0","0"
"92","0","0","5","19821","5","0","0"
"138","0","0","5","19831","5","0","0"
"184","0","0","5","19841","5","0","0"
"230","0","0","5","19851","5","0","0"
"1","0","0","2","19911","101","0","0"
"2","0","0","2","19921","101","0","0"
"3","0","0","2","19931","101","0","0"
"94","0","0","3","20011","4","0","0"
"188","0","0","3","20021","4","0","0"
"282","0","0","3","20031","4","0","0"
"376","0","0","3","20041","4","0","0"
"470","0","0","3","20051","4","0","0"
"96","0","0","5","20111","4","0","0"
"192","0","0","5","20121","4","0","0"
"288","0","0","5","20131","4","0","0"
"384","0","0","5","20141","4","0","0"
"480","0","0","5","20151","4","0","0"
"96","0","0","1","20211","2","0","0"
"192","0","0","1","20221","2","0","0"
"288","0","0","1","20231","2","0","0"
"384","0","0","1","20241","2","0","0"
"480","0","0","1","20251","2","0","0"
"94","0","0","2","20311","4","0","0"
"188","0","0","2","20321","4","0","0"
"282","0","0","2","20331","4","0","0"
"376","0","0","2","20341","4","0","0"
"470","0","0","2","20351","4","0","0"
"1","0","0","5","20411","100","0","0"
"2","0","0","5","20421","100","0","0"
"3","0","0","5","20431","100","0","0"
"96","0","0","2","20511","4","0","0"
"192","0","0","2","20521","4","0","0"
"288","0","0","2","20531","4","0","0"
"384","0","0","2","20541","4","0","0"
"480","0","0","2","20551","4","0","0"
"96","0","0","4","20611","2","0","0"
"192","0","0","4","20621","2","0","0"
"288","0","0","4","20631","2","0","0"
"384","0","0","4","20641","2","0","0"
"480","0","0","4","20651","2","0","0"
"44","0","0","1","20711","3","0","0"
"88","0","0","1","20721","3","0","0"
"132","0","0","1","20731","3","0","0"
"176","0","0","1","20741","3","0","0"
"220","0","0","1","20751","3","0","0"
"44","0","0","2","20811","3","0","0"
"88","0","0","2","20821","3","0","0"
"132","0","0","2","20831","3","0","0"
"176","0","0","2","20841","3","0","0"
"220","0","0","2","20851","3","0","0"
"1","0","0","3","20911","100","0","0"
"2","0","0","3","20921","100","0","0"
"3","0","0","3","20931","100","0","0"
"96","0","0","4","21011","4","0","0"
"192","0","0","4","21021","4","0","0"
"288","0","0","4","21031","4","0","0"
"384","0","0","4","21041","4","0","0"
"480","0","0","4","21051","4","0","0"
"96","0","0","1","21111","4","0","0"
"192","0","0","1","21121","4","0","0"
"288","0","0","1","21131","4","0","0"
"384","0","0","1","21141","4","0","0"
"480","0","0","1","21151","4","0","0"
"96","0","0","3","21211","4","0","0"
"192","0","0","3","21221","4","0","0"
"288","0","0","3","21231","4","0","0"
"384","0","0","3","21241","4","0","0"
"480","0","0","3","21251","4","0","0"
"94","0","0","5","21311","2","0","0"
"188","0","0","5","21321","2","0","0"
"282","0","0","5","21331","2","0","0"
"376","0","0","5","21341","2","0","0"
"470","0","0","5","21351","2","0","0"
"46","0","0","2","21411","3","0","0"
"92","0","0","2","21421","3","0","0"
"138","0","0","2","21431","3","0","0"
"184","0","0","2","21441","3","0","0"
"230","0","0","2","21451","3","0","0"
"46","0","0","4","21511","5","0","0"
"92","0","0","4","21521","5","0","0"
"138","0","0","4","21531","5","0","0"
"184","0","0","4","21541","5","0","0"
"230","0","0","4","21551","5","0","0"
"96","0","0","5","21611","2","0","0"
"192","0","0","5","21621","2","0","0"
"288","0","0","5","21631","2","0","0"
"384","0","0","5","21641","2","0","0"
"480","0","0","5","21651","2","0","0"
"1","0","0","2","21711","100","0","0"
"2","0","0","2","21721","100","0","0"
"3","0","0","2","21731","100","0","0"
"96","0","0","3","21811","2","0","0"
"192","0","0","3","21821","2","0","0"
"288","0","0","3","21831","2","0","0"
"384","0","0","3","21841","2","0","0"
"480","0","0","3","21851","2","0","0"
"46","0","0","4","21911","3","0","0"
"92","0","0","4","21921","3","0","0"
"138","0","0","4","21931","3","0","0"
"184","0","0","4","21941","3","0","0"
"230","0","0","4","21951","3","0","0"
"46","0","0","1","22011","3","0","0"
"92","0","0","1","22021","3","0","0"
"138","0","0","1","22031","3","0","0"
"184","0","0","1","22041","3","0","0"
"230","0","0","1","22051","3","0","0"
"96","0","0","2","22111","2","0","0"
"192","0","0","2","22121","2","0","0"
"288","0","0","2","22131","2","0","0"
"384","0","0","2","22141","2","0","0"
"480","0","0","2","22151","2","0","0"
"90","2","4","1","22211","4","3","5"
"180","2","4","1","22221","4","3","5"
"270","2","4","1","22231","4","3","5"
"360","2","4","1","22241","4","3","5"
"450","2","4","1","22251","4","3","5"
"1","0","0","2","22311","101","0","0"
"46","0","0","1","22411","2","0","0"
"92","0","0","1","22421","2","0","0"
"138","0","0","1","22431","2","0","0"
"184","0","0","1","22441","2","0","0"
"230","0","0","1","22451","2","0","0"
"7","0","0","3","22511","6","0","0"
"14","0","0","3","22521","6","0","0"
"21","0","0","3","22531","6","0","0"
"28","0","0","3","22541","6","0","0"
"35","0","0","3","22551","6","0","0"
"46","0","0","5","22611","2","0","0"
"92","0","0","5","22621","2","0","0"
"138","0","0","5","22631","2","0","0"
"184","0","0","5","22641","2","0","0"
"230","0","0","5","22651","2","0","0"
"46","0","0","4","22711","2","0","0"
"92","0","0","4","22721","2","0","0"
"138","0","0","4","22731","2","0","0"
"184","0","0","4","22741","2","0","0"
"230","0","0","4","22751","2","0","0"
"46","0","0","5","22811","4","0","0"
"92","0","0","5","22821","4","0","0"
"138","0","0","5","22831","4","0","0"
"184","0","0","5","22841","4","0","0"
"230","0","0","5","22851","4","0","0"
"1","0","0","3","22911","101","0","0"
"46","0","0","4","23011","4","0","0"
"92","0","0","4","23021","4","0","0"
"138","0","0","4","23031","4","0","0"
"184","0","0","4","23041","4","0","0"
"230","0","0","4","23051","4","0","0"
"7","0","0","2","23111","7","0","0"
"14","0","0","2","23121","7","0","0"
"21","0","0","2","23131","7","0","0"
"28","0","0","2","23141","7","0","0"
"35","0","0","2","23151","7","0","0"
"1","0","0","5","23211","101","0","0"
"1","0","0","3","23311","100","0","0"
"46","0","0","1","23411","4","0","0"
"92","0","0","1","23421","4","0","0"
"138","0","0","1","23431","4","0","0"
"184","0","0","1","23441","4","0","0"
"230","0","0","1","23451","4","0","0"
"26","2","4","1","23511","1","3","5"
"52","2","4","1","23521","1","3","5"
"78","2","4","1","23531","1","3","5"
"104","2","4","1","23541","1","3","5"
"130","2","4","1","23551","1","3","5"
"7","0","0","4","23611","6","0","0"
"14","0","0","4","23621","6","0","0"
"21","0","0","4","23631","6","0","0"
"28","0","0","4","23641","6","0","0"
"35","0","0","4","23651","6","0","0"
"7","0","0","1","23711","7","0","0"
"14","0","0","1","23721","7","0","0"
"21","0","0","1","23731","7","0","0"
"28","0","0","1","23741","7","0","0"
"35","0","0","1","23751","7","0","0"
"46","0","0","3","23811","2","0","0"
"92","0","0","3","23821","2","0","0"
"138","0","0","3","23831","2","0","0"
"184","0","0","3","23841","2","0","0"
"230","0","0","3","23851","2","0","0"
"7","0","0","5","23911","6","0","0"
"14","0","0","5","23921","6","0","0"
"21","0","0","5","23931","6","0","0"
"28","0","0","5","23941","6","0","0"
"35","0","0","5","23951","6","0","0"
"1","0","0","3","24011","101","0","0"
"1","0","0","1","24111","101","0","0"
"7","0","0","4","24211","7","0","0"
"14","0","0","4","24221","7","0","0"
"21","0","0","4","24231","7","0","0"
"28","0","0","4","24241","7","0","0"
"35","0","0","4","24251","7","0","0"
"1","0","0","2","24311","100","0","0"
"46","0","0","4","24411","2","0","0"
"92","0","0","4","24421","2","0","0"
"138","0","0","4","24431","2","0","0"
"184","0","0","4","24441","2","0","0"
"230","0","0","4","24451","2","0","0"
"7","0","0","2","24511","6","0","0"
"14","0","0","2","24521","6","0","0"
"21","0","0","2","24531","6","0","0"
"28","0","0","2","24541","6","0","0"
"35","0","0","2","24551","6","0","0"
"1","0","0","5","24611","100","0","0"
"7","0","0","1","24711","6","0","0"
"14","0","0","1","24721","6","0","0"
"21","0","0","1","24731","6","0","0"
"28","0","0","1","24741","6","0","0"
"35","0","0","1","24751","6","0","0"
"24","2","4","1","24811","5","3","5"
"48","2","4","1","24821","5","3","5"
"72","2","4","1","24831","5","3","5"
"96","2","4","1","24841","5","3","5"
"120","2","4","1","24851","5","3","5"
"46","0","0","2","24911","2","0","0"
"92","0","0","2","24921","2","0","0"
"138","0","0","2","24931","2","0","0"
"184","0","0","2","24941","2","0","0"
"230","0","0","2","24951","2","0","0"
"7","0","0","5","25011","7","0","0"
"14","0","0","5","25021","7","0","0"
"21","0","0","5","25031","7","0","0"
"28","0","0","5","25041","7","0","0"
"35","0","0","5","25051","7","0","0"
"46","0","0","4","25111","4","0","0"
"92","0","0","4","25121","4","0","0"
"138","0","0","4","25131","4","0","0"
"184","0","0","4","25141","4","0","0"
"230","0","0","4","25151","4","0","0"
"1","0","0","3","25211","100","0","0"
"46","0","0","5","25311","2","0","0"
"92","0","0","5","25321","2","0","0"
"138","0","0","5","25331","2","0","0"
"184","0","0","5","25341","2","0","0"
"230","0","0","5","25351","2","0","0"
"7","0","0","3","25411","7","0","0"
"14","0","0","3","25421","7","0","0"
"21","0","0","3","25431","7","0","0"
"28","0","0","3","25441","7","0","0"
"35","0","0","3","25451","7","0","0"
"1","0","0","4","25511","101","0","0"
"7","0","0","4","25611","6","0","0"
"14","0","0","4","25621","6","0","0"
"21","0","0","4","25631","6","0","0"
"28","0","0","4","25641","6","0","0"
"35","0","0","4","25651","6","0","0"
"46","0","0","2","25711","4","0","0"
"92","0","0","2","25721","4","0","0"
"138","0","0","2","25731","4","0","0"
"184","0","0","2","25741","4","0","0"
"230","0","0","2","25751","4","0","0"
"1","0","0","2","25811","100","0","0"
"7","0","0","1","25911","7","0","0"
"14","0","0","1","25921","7","0","0"
"21","0","0","1","25931","7","0","0"
"28","0","0","1","25941","7","0","0"
"35","0","0","1","25951","7","0","0"
"1","0","0","4","26011","100","0","0"
"24","2","4","1","26111","3","3","5"
"48","2","4","1","26121","3","3","5"
"72","2","4","1","26131","3","3","5"
"96","2","4","1","26141","3","3","5"
"120","2","4","1","26151","3","3","5"
"46","0","0","1","26211","4","0","0"
"92","0","0","1","26221","4","0","0"
"138","0","0","1","26231","4","0","0"
"184","0","0","1","26241","4","0","0"
"230","0","0","1","26251","4","0","0"
"7","0","0","5","26311","6","0","0"
"14","0","0","5","26321","6","0","0"
"21","0","0","5","26331","6","0","0"
"28","0","0","5","26341","6","0","0"
"35","0","0","5","26351","6","0","0"
"1","0","0","2","26411","101","0","0"
"46","0","0","5","26511","2","0","0"
"92","0","0","5","26521","2","0","0"
"138","0","0","5","26531","2","0","0"
"184","0","0","5","26541","2","0","0"
"230","0","0","5","26551","2","0","0"
"1","0","0","1","26611","100","0","0"
"7","0","0","5","26711","7","0","0"
"14","0","0","5","26721","7","0","0"
"21","0","0","5","26731","7","0","0"
"28","0","0","5","26741","7","0","0"
"35","0","0","5","26751","7","0","0"
"46","0","0","3","26811","2","0","0"
"92","0","0","3","26821","2","0","0"
"138","0","0","3","26831","2","0","0"
"184","0","0","3","26841","2","0","0"
"230","0","0","3","26851","2","0","0"
"1","0","0","4","26911","101","0","0"
"46","0","0","1","27011","2","0","0"
"92","0","0","1","27021","2","0","0"
"138","0","0","1","27031","2","0","0"
"184","0","0","1","27041","2","0","0"
"230","0","0","1","27051","2","0","0"
"1","0","0","1","27111","101","0","0"
"7","0","0","3","27211","7","0","0"
"14","0","0","3","27221","7","0","0"
"21","0","0","3","27231","7","0","0"
"28","0","0","3","27241","7","0","0"
"35","0","0","3","27251","7","0","0"
"46","0","0","2","27311","4","0","0"
"92","0","0","2","27321","4","0","0"
"138","0","0","2","27331","4","0","0"
"184","0","0","2","27341","4","0","0"
"230","0","0","2","27351","4","0","0"
"24","2","4","1","27411","5","3","5"
"48","2","4","1","27421","5","3","5"
"72","2","4","1","27431","5","3","5"
"96","2","4","1","27441","5","3","5"
"120","2","4","1","27451","5","3","5"
"1","0","0","5","27511","100","0","0"
"7","0","0","4","27611","7","0","0"
"14","0","0","4","27621","7","0","0"
"21","0","0","4","27631","7","0","0"
"28","0","0","4","27641","7","0","0"
"35","0","0","4","27651","7","0","0"
"46","0","0","3","27711","4","0","0"
"92","0","0","3","27721","4","0","0"
"138","0","0","3","27731","4","0","0"
"184","0","0","3","27741","4","0","0"
"230","0","0","3","27751","4","0","0"
"1","0","0","1","27811","100","0","0"
"7","0","0","3","27911","6","0","0"
"14","0","0","3","27921","6","0","0"
"21","0","0","3","27931","6","0","0"
"28","0","0","3","27941","6","0","0"
"35","0","0","3","27951","6","0","0"
"46","0","0","5","28011","4","0","0"
"92","0","0","5","28021","4","0","0"
"138","0","0","5","28031","4","0","0"
"184","0","0","5","28041","4","0","0"
"230","0","0","5","28051","4","0","0"
"46","0","0","2","28111","2","0","0"
"92","0","0","2","28121","2","0","0"
"138","0","0","2","28131","2","0","0"
"184","0","0","2","28141","2","0","0"
"230","0","0","2","28151","2","0","0"
"1","0","0","4","28211","100","0","0"
"1","0","0","5","28311","101","0","0"
"7","0","0","1","28411","6","0","0"
"14","0","0","1","28421","6","0","0"
"21","0","0","1","28431","6","0","0"
"28","0","0","1","28441","6","0","0"
"35","0","0","1","28451","6","0","0"
"1","0","0","5","28511","100","0","0"
"7","0","0","1","28611","7","0","0"
"14","0","0","1","28621","7","0","0"
"21","0","0","1","28631","7","0","0"
"28","0","0","1","28641","7","0","0"
"35","0","0","1","28651","7","0","0"
"24","2","4","1","28711","3","3","5"
"48","2","4","1","28721","3","3","5"
"72","2","4","1","28731","3","3","5"
"96","2","4","1","28741","3","3","5"
"120","2","4","1","28751","3","3","5"
"7","0","0","5","28811","6","0","0"
"14","0","0","5","28821","6","0","0"
"21","0","0","5","28831","6","0","0"
"28","0","0","5","28841","6","0","0"
"35","0","0","5","28851","6","0","0"
"1","0","0","1","28911","101","0","0"
"46","0","0","3","29011","2","0","0"
"92","0","0","3","29021","2","0","0"
"138","0","0","3","29031","2","0","0"
"184","0","0","3","29041","2","0","0"
"230","0","0","3","29051","2","0","0"
"7","0","0","2","29111","7","0","0"
"14","0","0","2","29121","7","0","0"
"21","0","0","2","29131","7","0","0"
"28","0","0","2","29141","7","0","0"
"35","0","0","2","29151","7","0","0"
"1","0","0","3","29211","100","0","0"
"46","0","0","4","29311","4","0","0"
"92","0","0","4","29321","4","0","0"
"138","0","0","4","29331","4","0","0"
"184","0","0","4","29341","4","0","0"
"230","0","0","4","29351","4","0","0"
"7","0","0","2","29411","6","0","0"
"14","0","0","2","29421","6","0","0"
"21","0","0","2","29431","6","0","0"
"28","0","0","2","29441","6","0","0"
"35","0","0","2","29451","6","0","0"
"46","0","0","3","29511","4","0","0"
"92","0","0","3","29521","4","0","0"
"138","0","0","3","29531","4","0","0"
"184","0","0","3","29541","4","0","0"
"230","0","0","3","29551","4","0","0"
"7","0","0","3","29611","6","0","0"
"14","0","0","3","29621","6","0","0"
"21","0","0","3","29631","6","0","0"
"28","0","0","3","29641","6","0","0"
"35","0","0","3","29651","6","0","0"
"46","0","0","1","29711","2","0","0"
"92","0","0","1","29721","2","0","0"
"138","0","0","1","29731","2","0","0"
"184","0","0","1","29741","2","0","0"
"230","0","0","1","29751","2","0","0"
"7","0","0","2","29811","6","0","0"
"14","0","0","2","29821","6","0","0"
"21","0","0","2","29831","6","0","0"
"28","0","0","2","29841","6","0","0"
"35","0","0","2","29851","6","0","0"
"1","0","0","4","29911","100","0","0"
"26","2","4","1","30011","1","3","5"
"52","2","4","1","30021","1","3","5"
"78","2","4","1","30031","1","3","5"
"104","2","4","1","30041","1","3","5"
"130","2","4","1","30051","1","3","5"
"46","0","0","2","30111","4","0","0"
"92","0","0","2","30121","4","0","0"
"138","0","0","2","30131","4","0","0"
"184","0","0","2","30141","4","0","0"
"230","0","0","2","30151","4","0","0"
"1","0","0","3","30211","101","0","0"
"46","0","0","5","30311","4","0","0"
"92","0","0","5","30321","4","0","0"
"138","0","0","5","30331","4","0","0"
"184","0","0","5","30341","4","0","0"
"230","0","0","5","30351","4","0","0"
"46","0","0","3","30411","2","0","0"
"92","0","0","3","30421","2","0","0"
"138","0","0","3","30431","2","0","0"
"184","0","0","3","30441","2","0","0"
"230","0","0","3","30451","2","0","0"
"46","0","0","1","30511","4","0","0"
"92","0","0","1","30521","4","0","0"
"138","0","0","1","30531","4","0","0"
"184","0","0","1","30541","4","0","0"
"230","0","0","1","30551","4","0","0"
"7","0","0","5","30611","7","0","0"
"14","0","0","5","30621","7","0","0"
"21","0","0","5","30631","7","0","0"
"28","0","0","5","30641","7","0","0"
"35","0","0","5","30651","7","0","0"
"1","0","0","2","30711","101","0","0"
"46","0","0","4","30811","2","0","0"
"92","0","0","4","30821","2","0","0"
"138","0","0","4","30831","2","0","0"
"184","0","0","4","30841","2","0","0"
"230","0","0","4","30851","2","0","0"
"46","0","0","1","30911","2","0","0"
"92","0","0","1","30921","2","0","0"
"138","0","0","1","30931","2","0","0"
"184","0","0","1","30941","2","0","0"
"230","0","0","1","30951","2","0","0"
"46","0","0","3","31011","4","0","0"
"92","0","0","3","31021","4","0","0"
"138","0","0","3","31031","4","0","0"
"184","0","0","3","31041","4","0","0"
"230","0","0","3","31051","4","0","0"
"7","0","0","1","31111","6","0","0"
"14","0","0","1","31121","6","0","0"
"21","0","0","1","31131","6","0","0"
"28","0","0","1","31141","6","0","0"
"35","0","0","1","31151","6","0","0"
"1","0","0","2","31211","100","0","0"
"24","2","4","1","31311","3","3","5"
"48","2","4","1","31321","3","3","5"
"72","2","4","1","31331","3","3","5"
"96","2","4","1","31341","3","3","5"
"120","2","4","1","31351","3","3","5"
"7","0","0","3","31411","7","0","0"
"14","0","0","3","31421","7","0","0"
"21","0","0","3","31431","7","0","0"
"28","0","0","3","31441","7","0","0"
"35","0","0","3","31451","7","0","0"
"46","0","0","1","31511","4","0","0"
"92","0","0","1","31521","4","0","0"
"138","0","0","1","31531","4","0","0"
"184","0","0","1","31541","4","0","0"
"230","0","0","1","31551","4","0","0"
"1","0","0","4","31611","101","0","0"
"46","0","0","5","31711","2","0","0"
"92","0","0","5","31721","2","0","0"
"138","0","0","5","31731","2","0","0"
"184","0","0","5","31741","2","0","0"
"230","0","0","5","31751","2","0","0"
"46","0","0","3","31811","4","0","0"
"92","0","0","3","31821","4","0","0"
"138","0","0","3","31831","4","0","0"
"184","0","0","3","31841","4","0","0"
"230","0","0","3","31851","4","0","0"
"1","0","0","1","31911","100","0","0"
"46","0","0","2","32011","2","0","0"
"92","0","0","2","32021","2","0","0"
"138","0","0","2","32031","2","0","0"
"184","0","0","2","32041","2","0","0"
"230","0","0","2","32051","2","0","0"
"7","0","0","4","32111","6","0","0"
"14","0","0","4","32121","6","0","0"
"21","0","0","4","32131","6","0","0"
"28","0","0","4","32141","6","0","0"
"35","0","0","4","32151","6","0","0"
"7","0","0","4","32211","7","0","0"
"14","0","0","4","32221","7","0","0"
"21","0","0","4","32231","7","0","0"
"28","0","0","4","32241","7","0","0"
"35","0","0","4","32251","7","0","0"
"1","0","0","5","32311","101","0","0"
"7","0","0","2","32411","7","0","0"
"14","0","0","2","32421","7","0","0"
"21","0","0","2","32431","7","0","0"
"28","0","0","2","32441","7","0","0"
"35","0","0","2","32451","7","0","0"
"46","0","0","5","32511","4","0","0"
"92","0","0","5","32521","4","0","0"
"138","0","0","5","32531","4","0","0"
"184","0","0","5","32541","4","0","0"
"230","0","0","5","32551","4","0","0"
"24","2","4","1","32611","5","3","5"
"48","2","4","1","32621","5","3","5"
"72","2","4","1","32631","5","3","5"
"96","2","4","1","32641","5","3","5"
"120","2","4","1","32651","5","3","5"
"1","0","0","2","32711","100","0","0"
"46","0","0","3","32811","2","0","0"
