6dc045e97b55c132bcf484daf9ac4a117d8b7ace4fc64f597d641563baad5964,128942ea41d3d31474650713e73a8257cb3d3dfc87c9d77eaf3384f0a0f70fd0,75f9ee93e666f8e6e069388a75613515732052832153ebe972e93d500ca79428,a7468f5a2e62ffa360d46473c325cc0cf21667daed0b946c029283aa1998d678,4589d4e5a7a05e5575b6b4fc5a12517f2252769ae1ed2abb97e325d06c263634,b5ec5266d7ffc632f0b5586457f9edb65ebed66f3799afde54cb09e716516f26,95838124c06d6546ac563e4b3ee615cccf2d948250ac658ba7d758ba3759b09f,1712a4b7713742ddae5207f91817b9531ae702da3d36e47268bdd8032b64c20c,36263c069b8e7065b966599c4058fc7531b037daac55c20e208e5f65a5713d27,8d5c6998cc71bbabda15a0fd6135b9d27682929fe830f6c5c81966d24adb0bec,1519d490836017719c9bca4c3b4d835379e273213c4f5aebd6c6f01abdb5f92e,00dae87b36c1fa8a1a51046205041def0f07fbfc02abd4bc1373f98bbd360c13,1dba9b81041eb1761e846760270ec81dd325e4ee5b83eb9a76213189967395b2,627e789a6481c4de23ccc0d9a44e6422304b03e490d933f71c820842a0ba1684,0f7ba0e0e07635e6145ece141211b6cc14c86685ec60030dfa11686e82620b05,b4c789735c2c4b9c2be8d448f94c5bdc3de0a07a97e9c5d7fe5a1279023c929d,7a211ce00bd9a237b05edefd072a8fa5259fad7edecb3e211c321b18fae7ce81,3d2579c85b6a555983dec2e32bffe093534ea576b4785a3d603c3a03f028ec4a,dccfefc09ea88790deef2cecfedcd836127ca1b3bdec44ca6b5038636e16976c,9420b66ab24a8d5da2a94c6a2cea76495d2cf7f58538869401bf31150d6a442f,549dd35392781f1915ace1771efdd47b8ff759ef934ec4ae0d3c1c18dbba32e9,13997ce37e4c35ffb86d064cd3797f8f79262f9ffff8d44dc22e41d448a17343,431b04a272fa73ac02b3c3d54e3fafa0dc10c97fb273bb793df79e2ae5f4f5ca,005ddc855b29566dcb96a6ccd96cceafaab3114eec27a8d3d9acc8edb04346fd,0a540a71dacfb8dd46d5b5419580eba3101e99cce01e54d7ccf26ce89258c611,d116c75877fbbd23e657c15da9b55ac3fba3fac25b5495609e3cb12bfcfd0dbe,5249bfe2a7f35a137254f14c86cb8604b0ce5af5c120ac428f94d521350503e2,49fd0ecd0e71b9f09bcb8fca5533ea51aac155f691bfa065f9b16aadaeca1686,2c7f6faf9b8e13f9e9c07b2422c19b4c274995adddc3ce493c8ff8f9c1b99ee5,3ef9996bfb8a2cf942ce70642810dd412f0d3cddf981996f4da8e92765fde19c,cf5ad5349ac57b4e1c7f123df0f13e55af35418da3cd02d6efceee27f459a174,8d808385724395a0efcb7bde78c9a787a17cfa50ba07c875539a38f4bad9ef29,6a4d7b4f38dd91c7a21f07403a5479aaf8dddade060d2964a31d2e4d69e44898,c3a354161dadac3def477bf1643a4346ee9b76e67e96e7b8c87db1a3cb367887,eb201d50c0821ecba8d9f6f7fc88223a6caf7c8f26ace49a38e443867761ea70,eb44fad8e38572a2fe7c26e87464d413ded23447c4e38678314a78395d24c93e,c9d48a6f68ce249e82c47ceafffe7c0f1fe012fdb179c1fcf55b961e8a97f203,268fc797cb90bba4522ff3cf023daeb5a84e13600adf5cd98bed4dc634aaefdb,34daa67c3abeb7e76a6e849d28d9700450d32527cc91aab9ca9e63c1f05983f0,9ea3903ff0ada62643d04ee3c78d171d406d31a3c89003670772a5f4bd09e137,f7953d4fb699613b3466ad7f9320a784a63d04ca0505926f954a0803de44d536,d0d55ea05a327877ae58fafd3893600d97f8095a1a67abecdbd19b337ae253e0,cf7d178189b853d14fd796905e869df10b203cf26207904cc14ada1e75d56ee8,ff664c1cb9d91b5ad8c587d47d3351e642a738e6a3e1903cbe351048cf4eb167
"2","2","0","0","3","10","2","539","2","2","0","0","0","2","2","10","0","2","203801","0","30","1","2","0","0","2","1","2","44","高等獸人","5","200000001","2","600380102","0","0","2","0","1","2","2","0","2","2"
"3","3","0","0","4","10","3","899","3","3","0","0","0","3","3","10","0","3","203801","0","30","1","3","0","0","3","1","3","48","高等獸人","6","200000001","3","600380103","0","0","3","0","1","3","3","0","3","3"
"13","13","0","0","9","10","13","1865","13","13","0","0","0","13","13","10","0","13","203801","0","30","1","13","0","0","13","1","13","289","高等獸人","14","200000001","13","600380113","0","0","13","0","1","13","13","0","13","13"
"15","15","0","0","10","10","15","2447","15","15","0","0","0","15","15","10","0","15","203801","0","30","1","15","0","0","15","1","15","344","高等獸人","15","200000001","15","600380115","0","0","15","0","1","15","15","0","15","15"
"22","22","0","0","13","10","22","4328","22","22","0","0","0","22","22","10","0","22","203801","0","30","1","22","0","0","22","1","22","508","高等獸人","20","200000001","22","600380122","0","0","22","0","1","22","22","0","22","22"
"23","23","0","0","13","10","23","4542","23","23","0","0","0","23","23","10","0","23","203801","0","30","1","23","0","0","23","1","23","522","高等獸人","20","200000001","23","600380123","0","0","23","0","1","23","23","0","23","23"
"3","3","0","0","5","10","3","349","3","3","0","0","0","3","3","10","0","3","203900","0","30","1","3","0","0","3","1","3","96","惡魔加農","5","200000006","3","600390003","0","0","3","0","1","3","3","0","3","3"
"14","14","0","0","13","10","14","740","14","14","0","0","0","14","14","10","0","14","203900","0","30","1","14","0","0","14","1","14","304","惡魔加農","14","200000006","14","600390014","0","0","14","0","1","14","14","0","14","14"
"20","20","0","0","16","10","20","1572","20","20","0","0","0","20","20","10","0","20","203900","0","30","1","20","0","0","20","1","20","554","惡魔加農","17","200000006","20","600390020","0","0","20","0","1","20","20","0","20","20"
"22","22","0","0","17","10","22","2724","22","22","0","0","0","22","22","10","0","22","204000","0","30","1","22","0","0","22","1","22","469","小小格里芬","24","200000001","22","600400022","0","0","22","0","1","22","22","0","22","22"
"23","23","0","0","21","10","23","2788","23","23","0","0","0","23","23","10","0","23","204000","0","30","1","23","0","0","23","1","23","521","小小格里芬","28","200000001","23","600400023","0","0","23","0","1","23","23","0","23","23"
"1","1","0","0","2","10","1","368","1","1","0","0","0","1","1","10","0","1","204200","0","30","1","1","0","17","1","1","1","0","女中音之鳥","3","200000001","1","600420001","0","0","1","0","1","1","1","0","1","1"
"4","4","0","0","5","10","4","420","4","4","0","0","0","4","4","10","0","4","204200","0","30","1","4","0","22","4","1","4","0","女中音之鳥","4","200000001","4","600420004","0","0","4","0","1","4","4","0","4","4"
"13","13","0","0","15","10","13","1269","13","13","0","0","0","13","13","10","0","13","204200","0","30","1","13","0","175","13","1","13","0","女中音之鳥","11","200000001","13","600420013","0","0","13","0","1","13","13","0","13","13"
"16","16","0","0","16","10","16","1562","16","16","0","0","0","16","16","10","0","16","204200","0","30","1","16","0","206","16","1","16","0","女中音之鳥","11","200000001","16","600420016","0","0","16","0","1","16","16","0","16","16"
"22","22","0","0","18","10","22","2149","22","22","0","0","0","22","22","10","0","22","204200","0","30","1","22","0","267","22","1","22","0","女中音之鳥","12","200000001","22","600420022","0","0","22","0","1","22","22","0","22","22"
"22","22","0","0","15","10","22","1676","22","22","0","0","0","22","22","10","0","22","204300","0","30","1","22","0","0","22","1","22","202","毒莢花","11","200000009","22","600430022","0","0","22","0","1","22","22","0","22","22"
"4","4","0","0","7","10","4","399","4","4","0","0","0","4","4","10","0","4","204400","0","30","1","4","0","43","4","1","4","0","惡魔寶寶","5","200000006","4","600440004","0","0","4","0","1","4","4","0","4","4"
"16","16","0","0","16","10","16","1875","16","16","0","0","0","16","16","10","0","16","204400","0","30","1","16","0","110","16","1","16","0","惡魔寶寶","10","200000006","16","600440016","0","0","16","0","1","16","16","0","16","16"
"0","0","0","0","350","0","200","50000000","5000","0","0","0","0","0","0","0","0","0","322500","50","130","1","0","0","3000","0","1","5000","3000","妖狐神荒尾‧始源","350","300000022","0","610201101","0","0","0","0","0","5000","0","0","0","0"
"0","0","0","0","9999","0","200","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201102","0","0","50","0","0","0","0","0","0","0"
"0","0","0","0","150","0","200","60000000","5000","0","0","0","0","0","0","0","0","12","322600","50","90","1","0","0","10000","0","1","3000","10000","始源‧七重冠冕","150","300000022","0","610201151","0","0","12","0","0","5000","0","0","0","0"
"0","0","0","0","9999","0","200","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201152","0","0","50","0","0","0","0","0","0","0"
"2000","0","0","0","150","0","300","300000000","0","0","0","0","0","0","0","0","0","0","322501","50","0","1","10000","0","10000","0","1","0","10000","妖狐神荒尾‧始源","150","300000022","10000","610201201","0","0","1000","0","0","0","0","0","0","0"
"0","0","0","0","99999","0","300","300000000","10000","0","0","0","0","0","0","0","0","10000","322502","50","180","1","0","0","10000","0","1","0","10000","妖狐神荒尾‧始源","99999","300000033","0","610201202","0","0","0","0","0","10000","0","0","0","0"
"0","0","0","0","350","0","300","300000000","10000","0","0","0","0","0","0","0","0","0","322503","50","130","1","0","0","10000","0","1","10000","10000","妖狐神荒尾‧始源","350","300000022","0","610201203","0","0","0","0","0","10000","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201204","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201205","0","0","50","0","0","0","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201206","0","0","50","0","0","0","0","0","0","0"
"0","0","0","0","99999","0","300","300000000","20000","0","0","0","0","0","0","0","0","0","322601","50","0","1","0","0","50000","0","1","0","50000","始源‧七重冠冕","99999","300000033","0","610201251","0","0","0","0","0","0","0","0","0","0"
"50000","0","0","0","500","0","300","300000000","20000","0","0","0","0","0","0","0","0","0","322602","50","130","1","0","0","50000","0","1","6000","50000","始源‧七重冠冕","500","300000022","0","610201252","0","0","0","0","0","10000","0","0","0","0"
"0","0","0","0","150","0","300","300000000","20000","0","0","0","0","0","0","0","0","18","322603","50","90","1","0","0","50000","0","1","6000","50000","始源‧七重冠冕","150","300000022","0","610201253","0","0","18","0","0","20000","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201254","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201255","0","0","50","0","0","0","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","0","0","0","0","0","0","0","0","0","200","216902","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610201256","0","0","50","0","0","0","0","0","0","0"
"10000","0","0","0","300","0","440","1000000000","0","0","0","0","0","0","0","0","0","0","322504","50","0","1","50000","0","30000","0","1","0","30000","妖狐神荒尾‧始源","300","300000022","50000","610201301","0","0","5000","0","0","0","0","0","0","0"
"0","0","0","0","99999","0","440","1000000000","50000","0","0","0","0","0","0","0","0","50000","322505","50","180","1","0","0","30000","0","1","0","30000","妖狐神荒尾‧始源","99999","300000033","0","610201302","0","0","0","0","0","50000","0","0","0","0"
"0","0","0","0","700","0","440","1000000000","50000","0","0","0","0","0","0","0","0","0","322506","50","130","1","0","0","30000","0","1","50000","30000","妖狐神荒尾‧始源","700","300000022","0","610201303","0","0","0","0","0","50000","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","0","0","0","0","0","0","400","0","0","200","216902","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610201304","0","0","0","0","0","0","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","0","0","0","0","0","0","400","0","0","200","216902","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610201305","0","0","50","0","0","0","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","0","0","0","0","0","0","400","0","0","200","216902","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610201306","0","0","50","0","0","0","0","0","0","0"
"0","0","0","0","99999","0","440","800000000","50000","0","0","0","0","0","0","0","0","0","322604","50","0","1","0","0","100000","0","1","0","100000","始源‧七重冠冕","99999","300000033","0","610201351","0","0","0","0","0","0","0","0","0","0"
"50000","0","0","0","1000","0","440","800000000","50000","0","0","0","0","0","0","0","0","0","322605","50","130","1","0","0","100000","0","1","9000","100000","始源‧七重冠冕","1000","300000022","0","610201352","0","0","0","0","0","20000","0","0","0","0"
"0","0","0","0","300","0","440","800000000","50000","0","0","0","0","0","0","0","0","18","322606","50","90","1","0","0","100000","0","1","9000","100000","始源‧七重冠冕","300","300000022","0","610201353","0","0","18","0","0","50000","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","0","0","0","0","0","0","400","0","0","200","216902","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610201354","0","0","0","0","0","0","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","0","0","0","0","0","0","400","0","0","200","216902","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610201355","0","0","50","0","0","0","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","0","0","0","0","0","0","400","0","0","200","216902","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610201356","0","0","50","0","0","0","0","0","0","0"
"10000","0","0","0","300","0","300","6000000","10000","0","0","0","0","0","0","0","0","10000","215903","50","0","1","10000","0","5000","0","1","10000","5000","妖狐_式神1","300","200000011","0","610201401","0","0","10000","0","0","0","0","0","0","0"
"10000","0","0","0","300","0","300","3000000","10000","0","0","0","0","0","0","0","0","10000","215904","50","0","1","10000","0","5000","0","1","10000","5000","妖狐_式神2","300","200000011","0","610201402","0","0","10000","0","0","0","0","0","0","0"
"10000","0","0","0","300","0","300","1500000","10000","0","0","0","0","0","0","0","0","10000","215905","50","0","1","10000","0","5000","0","1","10000","5000","妖狐_式神3","300","200000011","0","610201403","0","0","10000","0","0","0","0","0","0","0"
"255","0","0","0","655","0","255","35100761","255","0","0","0","0","0","0","1729","0","255","607101","44","37","27","0","30","0","0","6","255","38908","克莉絲提娜的闇影","875","200000011","0","610201451","1","0","255","0","3","255","0","0","0","0"
"255","0","0","0","890","0","255","29668894","255","0","0","0","0","0","0","1365","0","255","606901","41","34","27","0","40","0","0","1","255","31761","霸瞳皇帝的闇影","983","200000011","0","610201452","0","0","255","0","7","255","0","0","0","0"
"255","0","0","0","752","2144","255","21234405","255","0","0","0","0","0","0","0","0","255","607001","41","33","27","0","45","36637","0","1","255","0","似似花的闇影","627","200000011","0","610201453","1","0","255","0","0","255","0","17","0","0"
"50000","0","0","0","300","0","440","30000000","50000","0","0","0","0","0","0","0","0","50000","215903","50","0","1","50000","0","30000","0","1","50000","30000","妖狐_式神1","300","200000011","0","610201501","0","0","50000","0","0","0","0","0","0","0"
"50000","0","0","0","300","0","440","15000000","50000","0","0","0","0","0","0","0","0","50000","215904","50","0","1","50000","0","30000","0","1","50000","30000","妖狐_式神2","300","200000011","0","610201502","0","0","50000","0","0","0","0","0","0","0"
"50000","0","0","0","300","0","440","7500000","50000","0","0","0","0","0","0","0","0","50000","215905","50","0","1","50000","0","30000","0","1","50000","30000","妖狐_式神3","300","200000011","0","610201503","0","0","50000","0","0","0","0","0","0","0"
"331","0","0","0","1477","0","331","132587056","331","0","0","0","0","0","0","1947","0","331","607101","44","37","35","0","30","0","0","6","331","117096","克莉絲提娜的闇影","1745","200000011","0","610201551","1","0","331","0","3","331","0","0","0","0"
"331","0","0","0","1786","0","331","116402190","331","0","0","0","0","0","0","1565","0","331","606901","41","34","35","0","40","0","0","1","331","101488","霸瞳皇帝的闇影","1886","200000011","0","610201552","0","0","331","0","7","331","0","0","0","0"
"331","0","0","0","1543","2455","331","78805071","331","0","0","0","0","0","0","0","0","331","607001","41","33","35","0","45","115888","0","1","331","0","似似花的闇影","1421","200000011","0","610201553","1","0","331","0","0","331","0","17","0","0"
"10000","0","0","0","300","0","200","50000000","0","0","0","0","0","0","0","0","0","10000","322900","50","180","1","0","0","2000","0","1","10000","2000","歪音之精靈","300","300000022","0","610202101","0","0","0","0","0","10000","0","0","0","0"
"0","0","0","0","9999","0","200","99999999","200","0","0","0","0","0","0","0","0","50","216903","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610202102","0","0","0","0","0","0","0","0","0","0"
"25000","0","0","0","99999","0","300","300000000","25000","0","0","0","0","0","0","0","0","0","322901","50","0","1","0","0","10000","0","1","0","10000","歪音之精靈","99999","300000031","0","610202201","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","750","0","300","300000000","0","0","0","0","0","0","0","0","0","0","322902","50","0","1","0","0","5000","0","1","25000","5000","歪音之精靈","750","300000022","0","610202202","0","0","25000","0","0","0","0","0","0","0"
"25000","0","0","0","300","0","300","300000000","0","0","0","0","0","0","0","0","0","25000","322903","50","180","1","0","0","10000","0","1","25000","10000","歪音之精靈","300","300000022","0","610202203","0","0","0","0","0","25000","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","200","0","0","0","0","0","0","0","0","0","216903","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610202204","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","200","0","0","0","0","0","0","0","0","0","216903","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610202205","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","9999","0","300","99999999","200","0","0","0","0","0","0","0","0","50","216903","300","0","1","0","0","0","0","1","200","0","氣勢敵人","9999","300000001","0","610202206","0","0","0","0","0","0","0","0","0","0"
"50000","0","0","0","99999","0","440","800000000","50000","0","0","0","0","0","0","0","0","0","322904","50","0","1","0","0","20000","0","1","0","20000","歪音之精靈","99999","300000031","0","610202301","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1100","0","440","800000000","0","0","0","0","0","0","0","0","0","0","322905","50","0","1","0","0","10000","0","1","50000","10000","歪音之精靈","1100","300000022","0","610202302","0","0","50000","0","0","0","0","0","0","0"
"50000","0","0","0","600","0","440","800000000","0","0","0","0","0","0","0","0","0","50000","322906","50","180","1","0","0","20000","0","1","50000","20000","歪音之精靈","600","300000022","0","610202303","0","0","0","0","0","50000","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","200","0","0","0","0","0","0","0","0","0","216903","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610202304","0","0","400","0","0","0","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","200","0","0","0","0","0","0","0","0","0","216903","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610202305","0","0","400","0","0","0","0","0","0","0"
"400","0","0","0","9999","0","440","99999999","200","0","0","0","0","0","0","0","0","50","216903","300","0","1","400","0","0","0","1","200","0","氣勢敵人","9999","300000001","400","610202306","0","0","400","0","0","0","0","0","0","0"
"2550","0","0","0","1536","0","255","36898780","2550","0","0","0","0","0","0","0","0","2550","251600","41","0","1","0","0","0","0","0","2550","9424","狂野角鹿","1024","200000011","0","610202401","0","0","2550","0","0","2550","0","0","0","0"
"2550","0","0","0","960","0","255","46091856","2550","0","0","0","0","0","0","0","0","2550","254800","41","0","1","0","0","0","0","0","2550","34315","毒蟾蜍","640","200000011","0","610202402","0","0","2550","0","0","2550","0","0","0","0"
"2550","0","0","0","576","0","255","47784473","2550","0","0","0","0","0","0","0","0","2550","256100","41","0","1","0","0","0","0","0","2550","41941","流浪之鴉","384","200000011","0","610202403","0","0","2550","0","0","2550","0","0","0","0"
"2550","0","0","0","384","0","255","46732046","2550","0","0","0","0","0","0","0","0","2550","258200","41","0","1","0","0","37461","0","0","2550","0","幼年巨蜥","256","200000011","0","610202404","0","0","2550","0","0","2550","0","0","0","0"
"3340","0","0","0","2010","0","334","122105523","3340","0","0","0","0","0","0","0","0","3340","251600","41","0","1","0","0","0","0","0","3340","28983","狂野角鹿","1340","200000011","0","610202501","0","0","3340","0","0","3340","0","0","0","0"
"3340","0","0","0","1257","0","334","153796447","3340","0","0","0","0","0","0","0","0","3340","254800","41","0","1","0","0","0","0","0","3340","105715","毒蟾蜍","838","200000011","0","610202502","0","0","3340","0","0","3340","0","0","0","0"
"3340","0","0","0","754","0","334","159726218","3340","0","0","0","0","0","0","0","0","3340","256100","41","0","1","0","0","0","0","0","3340","129223","流浪之鴉","503","200000011","0","610202503","0","0","3340","0","0","3340","0","0","0","0"
"3340","0","0","0","503","0","334","156898666","3340","0","0","0","0","0","0","0","0","3340","258200","41","0","1","0","0","136737","0","0","3340","0","幼年巨蜥","335","200000011","0","610202504","0","0","3340","0","0","3340","0","0","0","0"
