5c9f5a9afbfc5c281bd443ec24921c19a0cfa33fd09a253f5645ff1cfe16eb9f,c2c340a8b9c2a59305eb8160d4368919256f674310d65430974d7d7737f41d5e,236dcd63c0c8e12504df44ac376ea5cd0d02b0a591676ee535aa0c70b1450744,47a26fc318557f31549972e26123f89d5cc29921fa5e4129b4065eeb56bd503b,a53306212cb7a175a2eb2131232bd4d0140a5d802559c487ca2aa3905536a15e,26cbfcaaaeba891829af3b4d9fb5fdcc023bd3b0358498d60e7e1b2e627d3ba9,8f5c62470017b08f1a2253bfbf7aa8e2ee956a716c885c9420b2e52fb3f6c0c5,e0c6671f765325036bf3bdb744b7e78ed85ec00181d14dfd7c6080e01bedac0c,b5853f0ebc69fe83402975c9d2ebf8144c27327fea524d7dde4ecc619f02eaf8,6705b850ea799a2cf1192a25abd673da886091cc09df88c04e2e27636f78f037,61da5ab63fb41b6fdfae79aab606d1952323f3d6dc8d57952b881f471fe8dff8
"13212006","","","","1","32","","22","13212","",""
"13212007","","","","0","32","","11","13212","",""
"13212008","","","","vo_wac_220626_000","21","0","vo_wac_220626","13212","","0"
"13212009","0","0.5","1","大功告成！\n嗯，連我自己都覺得是傑作呢。\n我的才能真是驚人啊！","11","10","106611","13212","0","1"
"13212010","","","","","91","","0","13212","",""
"13212011","","","","vo_wac_220626_001","21","0","vo_wac_220626","13212","","0"
"13212012","0","0.5","1","呼──要是幫派的工作\n也能像這樣\n順利地進行就好了……\n我會大顯身手的，以下剋上！","11","10","106611","13212","0","1"
"13212013","","","","","91","","0","13212","",""
"13212014","","","","0","22","","0","13212","",""
"13213001","","","","wac_idle_doya","3","1","106611","13213","0.2",""
"13213002","","","","wac_no_items","3","1","111","13213","0.2",""
"13213003","","","","200","2","-340","106611","13213","","0"
"13213004","","","","200","2","-340","111","13213","","0"
"13213005","","","","0","32","","21","13213","",""
"13213006","","","","1","32","","22","13213","",""
"13213007","","","","0","32","","11","13213","",""
"13213008","","","","","91","","0","13213","",""
"13311001","0","wac_default_01","-213","106711","1","202","1","13311","2","-108"
"13311002","0","wac_default_02","-213","111","5","201","1","13311","2","-108"
"13311003","","","1","21","31","0","21","13311","1","0"
"13311004","","","1","22","31","0","22","13311","0","0"
"13311005","","","1","11","31","0","11","13311","0","0"
"13311006","","","1","500","31","0","500","13311","1","0"
"13311007","","","0","wac_paint_01","3","0","106711","13311","0.2",""
"13311008","","","0","wac_paint_02","3","0","111","13311","0.2",""
"13311009","","","","0","93","","0","13311","",""
"13311010","","","","1","32","","11","13311","",""
"13311011","","","","se_10035700_brush","23","0","se_10035700","13311","",""
"13311012","","","","300","13","","106711","13311","",""
"13311013","","","","","131","","1","13311","",""
"13312001","","","1","wac_talk_smile_in","3","0","106711","13312","0.2","wac_talk_smile_loop"
"13312002","","","","wac_no_items","3","1","111","13312","0.2",""
"13312003","","","","200","2","-340","106711","13312","","0"
"13312004","","","","200","2","-340","111","13312","","0"
"13312005","","","","0","32","","21","13312","",""
"13312006","","","","1","32","","22","13312","",""
"13312007","","","","0","32","","11","13312","",""
"13312008","","","","vo_wac_220627_000","21","0","vo_wac_220627","13312","","0"
"13312009","0","0.5","1","好，完成了──☆\n嗯嗯，這次\n成品也相當不錯呢？","11","10","106711","13312","0","1"
"13312010","","","","","91","","0","13312","",""
"13312011","","","","vo_wac_220627_001","21","0","vo_wac_220627","13312","","0"
"13312012","0","0.5","1","啊，但我很會畫畫這件事，\n要向祈梨保密唷？\n因為這樣一定比較有趣嘛～♪","11","10","106711","13312","0","1"
"13312013","","","","","91","","0","13312","",""
"13312014","","","","0","22","","0","13312","",""
"13313001","","","","wac_idle_smile","3","1","106711","13313","0.2",""
"13313002","","","","wac_no_items","3","1","111","13313","0.2",""
"13313003","","","","200","2","-340","106711","13313","","0"
"13313004","","","","200","2","-340","111","13313","","0"
"13313005","","","","0","32","","21","13313","",""
"13313006","","","","1","32","","22","13313","",""
"13313007","","","","0","32","","11","13313","",""
"13313008","","","","","91","","0","13313","",""
"13411001","0","wac_default_01","-213","101511","1","202","1","13411","2","-108"
"13411002","0","wac_default_02","-213","111","5","201","1","13411","2","-108"
"13411003","","","1","21","31","0","21","13411","1","0"
"13411004","","","1","22","31","0","22","13411","0","0"
"13411005","","","1","11","31","0","11","13411","0","0"
"13411006","","","1","500","31","0","500","13411","1","0"
"13411007","","","0","wac_paint_01","3","0","101511","13411","0.2",""
"13411008","","","0","wac_paint_02","3","0","111","13411","0.2",""
"13411009","","","","0","93","","0","13411","",""
"13411010","","","","1","32","","11","13411","",""
"13411011","","","","se_10035700_brush","23","0","se_10035700","13411","",""
"13411012","","","","300","13","","101511","13411","",""
"13411013","","","","","131","","1","13411","",""
"13412001","","","1","wac_talk_smile_in","3","0","101511","13412","0.2","wac_talk_smile_loop"
"13412002","","","","wac_no_items","3","1","111","13412","0.2",""
"13412003","","","","200","2","-340","101511","13412","","0"
"13412004","","","","200","2","-340","111","13412","","0"
"13412005","","","","0","32","","21","13412","",""
"13412006","","","","1","32","","22","13412","",""
"13412007","","","","0","32","","11","13412","",""
"13412008","","","","vo_wac_220628_000","21","0","vo_wac_220628","13412","","0"
"13412009","0","0.5","1","呵呵，今天也充分地畫了圖呢。\n和大家一起畫畫\n真的很開心呢。","11","10","101511","13412","0","1"
"13412010","","","","","91","","0","13412","",""
"13412011","","","","vo_wac_220628_001","21","0","vo_wac_220628","13412","","0"
"13412012","0","0.5","1","明天就帶孩子們\n到戶外畫圖好了。\n大家一定會很高興的♪","11","10","101511","13412","0","1"
"13412013","","","","","91","","0","13412","",""
"13412014","","","","0","22","","0","13412","",""
"13413001","","","","wac_idle_smile","3","1","101511","13413","0.2",""
"13413002","","","","wac_no_items","3","1","111","13413","0.2",""
"13413003","","","","200","2","-340","101511","13413","","0"
"13413004","","","","200","2","-340","111","13413","","0"
"13413005","","","","0","32","","21","13413","",""
"13413006","","","","1","32","","22","13413","",""
"13413007","","","","0","32","","11","13413","",""
"13413008","","","","","91","","0","13413","",""
"13511001","0","wac_default_11","-213","101211","1","202","1","13511","2","-108"
"13511002","0","wac_default_12","-213","111","5","201","1","13511","2","-108"
"13511003","","","1","21","31","0","21","13511","1","0"
"13511004","","","1","22","31","0","22","13511","0","0"
"13511005","","","1","11","31","0","11","13511","0","0"
"13511006","","","1","500","31","0","500","13511","1","0"
"13511007","","","0","wac_paint_11","3","0","101211","13511","0.2",""
"13511008","","","0","wac_paint_12","3","0","111","13511","0.2",""
"13511009","","","","0","93","","0.3","13511","",""
"13511010","","","","1","32","","11","13511","",""
"13511011","","","","se_10035700_roller","23","0","se_10035700","13511","",""
"13511012","","","","300","13","","101211","13511","",""
"13511013","","","","","131","","1","13511","",""
"13512001","","","1","wac_talk_smile_in","3","0","101211","13512","0.2","wac_talk_smile_loop"
"13512002","","","","wac_no_items","3","1","111","13512","0.2",""
"13512003","","","","200","2","-340","101211","13512","","0"
"13512004","","","","200","2","-340","111","13512","","0"
"13512005","","","","0","32","","21","13512","",""
"13512006","","","","1","32","","22","13512","",""
"13512007","","","","0","32","","11","13512","",""
"13512008","","","","vo_wac_220629_000","21","0","vo_wac_220629","13512","","0"
"13512009","0","0.5","1","呼……終於完成了～♪\n今天附近有人，\n所以不能使用超能力，\n超辛苦的……","11","10","101211","13512","0","1"
"13512010","","","","","91","","0","13512","",""
"13512011","","","","vo_wac_220629_001","21","0","vo_wac_220629","13512","","0"
"13512012","0","0.5","1","小栞也一樣辛苦嗎？\n對了！下次帶慰勞品\n去給她吧～♪","11","10","101211","13512","0","1"
"13512013","","","","","91","","0","13512","",""
"13512014","","","","0","22","","0","13512","",""
"13513001","","","","wac_idle_smile","3","1","101211","13513","0.2",""
"13513002","","","","wac_no_items","3","1","111","13513","0.2",""
"13513003","","","","200","2","-340","101211","13513","","0"
"13513004","","","","200","2","-340","111","13513","","0"
"13513005","","","","0","32","","21","13513","",""
"13513006","","","","1","32","","22","13513","",""
"13513007","","","","0","32","","11","13513","",""
"13513008","","","","","91","","0","13513","",""
"13611001","0","wac_default_01","-212.75","104011","1","202","1","13611","2","-108"
"13611002","0","wac_default_02","-212.75","111","5","201","1","13611","2","-108"
"13611003","","","1","21","31","0","21","13611","1","0"
"13611004","","","1","30","31","0","30","13611","0","0"
"13611005","","","1","11","31","0","11","13611","0","0"
"13611006","","","1","500","31","0","500","13611","1","0"
"13611007","","","1","14","31","0","14","13611","0","0"
"13611008","","","1","18","31","0","18","13611","0","0"
"13611009","","","0","wac_paint_01","3","0","104011","13611","0.2",""
"13611010","","","0","wac_paint_02","3","0","111","13611","0.2",""
"13611011","","","","0","93","","0","13611","",""
"13611012","","","","1","32","","11","13611","",""
"13611013","","","","se_10035700_brush","23","0","se_10035700","13611","",""
"13611014","","","","300","13","","104011","13611","",""
"13611015","","","","","131","","1","13611","",""
"13612001","","","1","wac_talk_sad_in","3","0","104011","13612","0.2","wac_talk_sad_loop"
"13612002","","","","wac_no_items","3","1","111","13612","0.2",""
"13612003","","","","395","2","-340","104011","13612","","0"
"13612004","","","","395","2","-340","111","13612","","0"
"13612005","","","","0","32","","21","13612","",""
"13612006","","","","1","32","","30","13612","",""
"13612007","","","","0","32","","11","13612","",""
"13612008","","","","1","32","","14","13612","",""
"13612009","","","","1","32","","18","13612","",""
"13612010","","","","0","93","","1.8","13612","",""
"13612011","","","","vo_wac_220630_000","21","0","vo_wac_220630","13612","","0"
"13612012","0","0.5","1","我的注意力跟打工時\n差不多集中呢……\n難道說畫圖\n很適合邊緣人？","11","10","104011","13612","0","1"
"13612013","","","","","91","","0","13612","",""
"13612014","","","","vo_wac_220630_001","21","0","vo_wac_220630","13612","","0"
"13612015","0","0.5","1","照這個步調努力下去，或許就能\n讓世人了解邊緣人也能派上用場，\n進而交到朋友！？\n嗯，不可能的吧……","11","10","104011","13612","0","1"
"13612016","","","","","91","","0","13612","",""
"13612017","","","","0","22","","0","13612","",""
"13613001","","","","wac_idle_sad","3","1","104011","13613","0.2",""
"13613002","","","","wac_no_items","3","1","111","13613","0.2",""
"13613003","","","","395","2","-340","104011","13613","","0"
"13613004","","","","395","2","-340","111","13613","","0"
"13613005","","","","0","32","","21","13613","",""
"13613006","","","","1","32","","30","13613","",""
"13613007","","","","0","32","","11","13613","",""
"13613008","","","","0","32","","14","13613","",""
"13613009","","","","1","32","","18","13613","",""
"13613010","","","","","91","","0","13613","",""
"13711001","0","wac_default_01","-213","105611","1","202","1","13711","2","-108"
"13711002","0","wac_default_03","-213","111","5","201","1","13711","2","-108"
"13711003","","","1","21","31","0","21","13711","1","0"
"13711004","","","1","54","31","0","54","13711","0","0"
"13711005","","","1","11","31","0","11","13711","0","0"
"13711006","","","1","501","31","0","501","13711","1","0"
"13711007","","","0","wac_paint_01","3","0","105611","13711","0.2",""
"13711008","","","0","wac_paint_03","3","0","111","13711","0.2",""
"13711009","","","","0","93","","0","13711","",""
"13711010","","","","1","32","","11","13711","",""
"13711011","","","","se_10035700_brush","23","0","se_10035700","13711","",""
"13711012","","","","300","13","","105611","13711","",""
"13711013","","","","","131","","1","13711","",""
"13712001","","","1","wac_talk_doya_in","3","0","105611","13712","0.2","wac_talk_doya_loop"
"13712002","","","","wac_no_items","3","1","111","13712","0.2",""
"13712003","","","","200","2","-340","105611","13712","","0"
"13712004","","","","200","2","-340","111","13712","","0"
"13712005","","","","0","32","","21","13712","",""
"13712006","","","","1","32","","54","13712","",""
"13712007","","","","0","32","","11","13712","",""
"13712008","","","","vo_wac_220701_000","21","0","vo_wac_220701","13712","","0"
"13712009","0","0.5","1","全心集中於每一筆！……呼。\n嗯，就我來說\n成果相當不錯嘛。","11","10","105611","13712","0","1"
"13712010","","","","","91","","0","13712","",""
"13712011","","","","vo_wac_220701_001","21","0","vo_wac_220701","13712","","0"
"13712012","0","0.5","1","而且畫圖似乎也很適合\n培養集中力。\n感覺也能提升劍技本領，\n真是一舉兩得。","11","10","105611","13712","0","1"
"13712013","","","","","91","","0","13712","",""
"13712014","","","","0","22","","0","13712","",""
"13713001","","","","wac_idle_doya","3","1","105611","13713","0.2",""
"13713002","","","","wac_no_items","3","1","111","13713","0.2",""
"13713003","","","","200","2","-340","105611","13713","","0"
"13713004","","","","200","2","-340","111","13713","","0"
"13713005","","","","0","32","","21","13713","",""
"13713006","","","","1","32","","54","13713","",""
"13713007","","","","0","32","","11","13713","",""
"13713008","","","","","91","","0","13713","",""
"13811001","0","wac_default_01","-213","105111","1","202","1","13811","2","-108"
"13811002","0","wac_default_01","-213","111","5","201","1","13811","2","-108"
"13811003","","","1","21","31","0","21","13811","1","0"
"13811004","","","1","54","31","0","54","13811","0","0"
"13811005","","","1","11","31","0","11","13811","0","0"
"13811006","","","1","501","31","0","501","13811","1","0"
"13811007","","","0","wac_paint_01","3","0","105111","13811","0.2",""
"13811008","","","0","wac_paint_01","3","0","111","13811","0.2",""
"13811009","","","","0","93","","0","13811","",""
"13811010","","","","1","32","","11","13811","",""
"13811011","","","","se_10035700_brush","23","0","se_10035700","13811","",""
"13811012","","","","300","13","","105111","13811","",""
"13811013","","","","","131","","1","13811","",""
"13812001","","","1","wac_talk_wish_in","3","0","105111","13812","0.2","wac_talk_wish_loop"
"13812002","","","","wac_no_items","3","1","111","13812","0.2",""
"13812003","","","","200","2","-340","105111","13812","","0"
"13812004","","","","200","2","-340","111","13812","","0"
"13812005","","","","0","32","","21","13812","",""
"13812006","","","","1","32","","54","13812","",""
"13812007","","","","0","32","","11","13812","",""
"13812008","","","","vo_wac_220702_000","21","0","vo_wac_220702","13812","","0"
"13812009","0","0.5","1","好，完成～♪\n呵呵，意外地畫得很好呢。\n雖然我幾乎沒有畫圖的經驗……","11","10","105111","13812","0","1"
"13812010","","","","","91","","0","13812","",""
"13812011","","","","wac_talk_smile_loop","3","1","105111","13812","0.2",""
"13812012","","","","vo_wac_220702_001","21","0","vo_wac_220702","13812","","0"
"13812013","0","0.5","1","仔細想想，這比擺弄人體\n還要簡單呢。\n感覺越來越愉快了。\n下次再多玩一點吧？","11","10","105111","13812","0","1"
"13812014","","","","","91","","0","13812","",""
"13812015","","","","0","22","","0","13812","",""
"13813001","","","","wac_idle_smile","3","1","105111","13813","0.2",""
"13813002","","","","wac_no_items","3","1","111","13813","0.2",""
"13813003","","","","200","2","-340","105111","13813","","0"
"13813004","","","","200","2","-340","111","13813","","0"
"13813005","","","","0","32","","21","13813","",""
"13813006","","","","1","32","","54","13813","",""
"13813007","","","","0","32","","11","13813","",""
"13813008","","","","","91","","0","13813","",""
"13911001","0","wac_default_bot_21","-325","102711","1","202","1","13911","2","-108"
"13911002","0","wac_default_bot_26","-325","111","5","201","1","13911","2","-108"
"13911003","","","1","56","31","0","56","13911","1","0"
"13911004","","","1","54","31","0","54","13911","0","0"
"13911005","","","1","13","31","0","13","13911","0","0"
"13911006","","","1","501","31","0","501","13911","1","0"
"13911007","","","0","wac_paint_bot_21","3","0","102711","13911","0.2",""
"13911008","","","0","wac_paint_bot_26","3","0","111","13911","0.2",""
"13911009","","","","0","93","","0","13911","",""
"13911010","","","","1","32","","13","13911","",""
"13911011","","","","se_sys_login_birthday_calendar_brush","23","0","se_common","13911","",""
"13911012","","","","300","13","","102711","13911","",""
"13911013","","","","","131","","1","13911","",""
"13912001","","","1","wac_talk_smile_in","3","0","102711","13912","0.2","wac_talk_smile_loop"
"13912002","","","","wac_no_items","3","1","111","13912","0.2",""
"13912003","","","","200","2","-340","102711","13912","","0"
"13912004","","","","200","2","-340","111","13912","","0"
"13912005","","","","0","32","","56","13912","",""
"13912006","","","","1","32","","54","13912","",""
"13912007","","","","0","32","","13","13912","",""
"13912008","","","","vo_wac_220703_000","21","0","vo_wac_220703","13912","","0"
"13912009","0","0.5","1","嘻嘻……為了那位大人，\n我在畫圖時灌注了愛……♪\n真是完美的傑作……","11","10","102711","13912","0","1"
"13912010","","","","","91","","0","13912","",""
"13912011","","","","wac_talk_wish_loop","3","1","102711","13912","0.2",""
"13912012","","","","vo_wac_220703_001","21","0","vo_wac_220703","13912","","0"
"13912013","0","0.5","1","無論是那位大人喜歡的顏色以及筆觸，\n我事前就做了一切調查……\n等不及要\n讓他欣賞了……♪","11","10","102711","13912","0","1"
"13912014","","","","","91","","0","13912","",""
"13912015","","","","0","22","","0","13912","",""
"13913001","","","","wac_idle_wish","3","1","102711","13913","0.2",""
"13913002","","","","wac_no_items","3","1","111","13913","0.2",""
"13913003","","","","200","2","-340","102711","13913","","0"
"13913004","","","","200","2","-340","111","13913","","0"
"13913005","","","","0","32","","56","13913","",""
"13913006","","","","1","32","","54","13913","",""
"13913007","","","","0","32","","13","13913","",""
"13913008","","","","","91","","0","13913","",""
"14011001","0","wac_default_bot_21","-325","101311","1","202","1","14011","2","-108"
"14011002","0","wac_default_bot_22","-325","111","5","201","1","14011","2","-108"
"14011003","","","1","56","31","0","56","14011","1","0"
"14011004","","","1","54","31","0","54","14011","0","0"
"14011005","","","1","13","31","0","13","14011","0","0"
"14011006","","","1","501","31","0","501","14011","1","0"
"14011007","","","0","wac_paint_bot_21","3","0","101311","14011","0.2",""
"14011008","","","0","wac_paint_bot_22","3","0","111","14011","0.2",""
"14011009","","","","0","93","","0","14011","",""
"14011010","","","","1","32","","13","14011","",""
"14011011","","","","se_sys_login_birthday_calendar_brush","23","0","se_common","14011","",""
"14011012","","","","300","13","","101311","14011","",""
"14011013","","","","","131","","1","14011","",""
"14012001","","","1","wac_talk_kyapi_in","3","0","101311","14012","0.2","wac_talk_kyapi_loop"
"14012002","","","","wac_no_items","3","1","111","14012","0.2",""
"14012003","","","","200","2","-340","101311","14012","","0"
"14012004","","","","200","2","-340","111","14012","","0"
"14012005","","","","0","32","","56","14012","",""
"14012006","","","","1","32","","54","14012","",""
"14012007","","","","0","32","","13","14012","",""
"14012008","","","","vo_wac_220704_000","21","0","vo_wac_220704","14012","","0"
"14012009","0","0.5","1","哼、哼、哼～！\n關於二次元的事，\n沒人能比得過我～！","11","10","101311","14012","0","1"
"14012010","","","","","91","","0","14012","",""
"14012011","","","","vo_wac_220704_001","21","0","vo_wac_220704","14012","","0"
"14012012","0","0.5","1","嗯，就我來說做得很好！\n這就是真正的牆邊大手社團……\n開玩笑的，不是啦！","11","10","101311","14012","0","1"
"14012013","","","","","91","","0","14012","",""
"14012014","","","","0","22","","0","14012","",""
"14013001","","","","wac_idle_kyapi","3","1","101311","14013","0.2",""
"14013002","","","","wac_no_items","3","1","111","14013","0.2",""
"14013003","","","","200","2","-340","101311","14013","","0"
"14013004","","","","200","2","-340","111","14013","","0"
"14013005","","","","0","32","","56","14013","",""
"14013006","","","","1","32","","54","14013","",""
"14013007","","","","0","32","","13","14013","",""
"14013008","","","","","91","","0","14013","",""
"14111001","0","wac_default_31","-85","105111","1","202","1","14111","2","-167"
"14111002","0","wac_default_41","-211","101311","1","252","1","14111","2","-64"
"14111003","0","wac_default_51","-211","100911","1","204","1","14111","2","230"
"14111004","0","wac_default_bot_81","-350","105611","1","256","1","14111","2","-330"
"14111005","0","wac_default_bot_91","-350","102711","1","259","1","14111","2","340"
"14111006","0","wac_default_32","-85","111","5","201","1","14111","2","-167"
"14111007","0","wac_default_41","-211","112","5","251","1","14111","2","-64"
"14111008","0","wac_default_52","-211","113","5","203","1","14111","2","230"
"14111009","0","wac_default_82","-350","114","5","255","1","14111","2","-330"
"14111010","0","wac_default_98","-350","115","5","258","1","14111","2","340"
"14111011","","","","300","13","","105611","14111","",""
"14111012","","","","300","13","","102711","14111","",""
"14111013","","","","300","13","","100911","14111","",""
"14111014","","","","300","13","","105111","14111","",""
"14111015","","","","300","13","","101311","14111","",""
"14111016","","","1","55","31","0","55","14111","1","0"
"14111017","","","1","16","31","0","16","14111","0","0"
"14111018","","","1","501","31","0","501","14111","1","0"
"14111019","","","0","wac_paint_31","3","0","105111","14111","0.2",""
"14111020","","","0","wac_paint_32","3","0","111","14111","0.2",""
"14111021","","","0","wac_paint_41","3","0","101311","14111","0.2",""
"14111022","","","0","wac_paint_41","3","0","112","14111","0.2",""
"14111023","","","0","wac_paint_51","3","0","100911","14111","0.2",""
"14111024","","","0","wac_paint_52","3","0","113","14111","0.2",""
"14111025","","","0","wac_paint_bot_81","3","0","105611","14111","0.2",""
"14111026","","","0","wac_paint_82","3","0","114","14111","0.2",""
"14111027","","","0","wac_paint_bot_91","3","0","102711","14111","0.2",""
"14111028","","","0","wac_paint_98","3","0","115","14111","0.2",""
"14111029","","","","0","93","","0","14111","",""
"14111030","","","","1","32","","16","14111","",""
"14111031","","","","se_sys_login_birthday_calendar_smallbrush","23","0","se_common","14111","",""
"14111032","","","","","131","","1","14111","",""
"14112001","","","","wac_idle_smile_L","3","1","105611","14112","0",""
"14112002","","","","wac_idle_smile_L","3","1","102711","14112","0",""
"14112003","","","","wac_idle_smile","3","1","100911","14112","0",""
"14112004","","","","wac_idle_doya","3","1","105111","14112","0",""
"14112005","","","","wac_idle_wish","3","1","101311","14112","0",""
"14112006","","","","wac_no_items","3","1","111","14112","0",""
"14112007","","","","wac_no_items","3","1","112","14112","0",""
"14112008","","","","wac_no_items","3","1","113","14112","0",""
"14112009","","","","wac_no_items","3","1","114","14112","0",""
"14112010","","","","wac_no_items","3","1","115","14112","0",""
"14112011","","","","-190","2","-335","105611","14112","","0"
"14112012","","","","-335","2","-360","102711","14112","","0"
"14112013","","","","190","2","-360","100911","14112","","0"
"14112014","","","","350","2","-335","105111","14112","","0"
"14112015","","","","500","2","-360","101311","14112","","0"
"14112016","","","","-190","2","-335","111","14112","","0"
"14112017","","","","-335","2","-360","112","14112","","0"
"14112018","","","","190","2","-360","113","14112","","0"
"14112019","","","","350","2","-335","114","14112","","0"
"14112020","","","","500","2","-360","115","14112","","0"
"14112021","","","","0","32","","55","14112","",""
"14112022","","","","0","32","","16","14112","",""
"14112023","","","1","wac_talk_wish_in","3","0","101311","14112","0.2","wac_talk_wish_loop"
"14112024","","","","vo_wac_220705_000","21","0","vo_wac_220705","14112","","0"
"14112025","0","0.5","1","成功了！這麼一來就完成了～！\n嗯～無論是用色還是筆觸，\n這次成果也非常出色呢～！","11","10","101311","14112","0","1"
"14112026","","","","","91","","0","14112","",""
"14112027","","","1","wac_idle_wish","3","1","101311","14112","0.2",""
"14112028","","","1","wac_talk_smile_in_L","3","0","105611","14112","0.2","wac_talk_smile_loop_L"
"14112029","","","","vo_wac_220705_001","21","0","vo_wac_220705","14112","","0"
"14112030","0","0.5","1","很棒、很棒。\n好了，既然畫也完成了，\n和大家一起快速收拾好，\n去吃飯吧。","11","10","105611","14112","0","1"
"14112031","","","","","91","","0","14112","",""
"14112032","","","1","wac_idle_smile_L","3","1","105611","14112","0.2",""
"14112033","","","1","wac_talk_doya_in","3","0","105111","14112","0.2","wac_talk_doya_loop"
"14112034","","","","vo_wac_220705_002","21","0","vo_wac_220705","14112","","0"
"14112035","0","0.5","1","哎呀？不過……\n東西好像都收完了耶？\n嗯哼哼，到底是哪來的「好孩子」\n收好的呢～？","11","10","105111","14112","0","1"
"14112036","","","","","91","","0","14112","",""
"14112037","","","1","wac_idle_doya","3","1","105111","14112","0.2",""
"14112038","","","1","wac_talk_smile_in_L","3","0","102711","14112","0.2","wac_talk_smile_loop_L"
"14112039","","","","vo_wac_220705_003","21","0","vo_wac_220705","14112","","0"
"14112040","0","0.5","1","嘻嘻……我看見了唷。\n杏奈，妳在後面\n興沖沖收拾用具的模樣……","11","10","102711","14112","0","1"
"14112041","","","","","91","","0","14112","",""
"14112042","","","1","wac_idle_smile_L","3","1","102711","14112","0.2",""
"14112043","","","1","wac_talk_doya_in_L","3","0","105611","14112","0.2","wac_talk_doya_loop_L"
"14112044","","","","vo_wac_220705_004","21","0","vo_wac_220705","14112","","0"
"14112045","0","0.5","1","哈哈，那真是幫大忙了。\n妳雖然說話方式古怪，\n但在這種地方很細心呢，\n真是好孩子。","11","10","105611","14112","0","1"
"14112046","","","","","91","","0","14112","",""
"14112047","","","1","wac_idle_smile_L","3","1","105611","14112","0.2",""
"14112048","","","","wac_talk_anger","3","1","100911","14112","0.2",""
"14112049","","","","vo_wac_220705_005","21","0","vo_wac_220705","14112","","0"
"14112050","0","0.5","1","什！別叫我好孩子！\n我只是因為沒事幹才做的，\n就想說至少用全知全能……\n嗚嗚，別用那種溫暖的眼神看我！","11","10","100911","14112","0","1"
"14112051","","","","","91","","0","14112","",""
"14112052","","","","0","22","","0","14112","",""
"14112053","","","","","111","","","14112","",""
"14113001","","","","wac_idle_smile_L","3","1","105611","14113","0.2",""
"14113002","","","","wac_idle_smile_L","3","1","102711","14113","0.2",""
"14113003","","","","wac_idle_sad_shy","3","1","100911","14113","0.2",""
"14113004","","","","wac_idle_doya","3","1","105111","14113","0.2",""
"14113005","","","","wac_idle_wish","3","1","101311","14113","0.2",""
"14113006","","","","wac_no_items","3","1","111","14113","0.2",""
"14113007","","","","wac_no_items","3","1","112","14113","0.2",""
"14113008","","","","wac_no_items","3","1","113","14113","0.2",""
"14113009","","","","wac_no_items","3","1","114","14113","0.2",""
"14113010","","","","wac_no_items","3","1","115","14113","0.2",""
"14113011","","","","-190","2","-335","105611","14113","","0"
"14113012","","","","-335","2","-360","102711","14113","","0"
"14113013","","","","190","2","-360","100911","14113","","0"
"14113014","","","","350","2","-335","105111","14113","","0"
"14113015","","","","500","2","-360","101311","14113","","0"
"14113016","","","","-190","2","-335","111","14113","","0"
"14113017","","","","-335","2","-360","112","14113","","0"
"14113018","","","","190","2","-360","113","14113","","0"
"14113019","","","","350","2","-335","114","14113","","0"
"14113020","","","","500","2","-360","115","14113","","0"
"14113021","","","","0","32","","55","14113","",""
"14113022","","","","0","32","","16","14113","",""
"14113023","","","","","91","","0","14113","",""
"14211001","0","wac_default_01","-213","101011","1","202","1","14211","2","-108"
"14211002","0","wac_default_03","-213","111","5","201","1","14211","2","-108"
"14211003","","","1","21","31","0","21","14211","1","0"
"14211004","","","1","54","31","0","54","14211","0","0"
"14211005","","","1","11","31","0","11","14211","0","0"
"14211006","","","1","501","31","0","501","14211","1","0"
"14211007","","","0","wac_paint_01","3","0","101011","14211","0.2",""
"14211008","","","0","wac_paint_03","3","0","111","14211","0.2",""
"14211009","","","","0","93","","0","14211","",""
"14211010","","","","1","32","","11","14211","",""
"14211011","","","","se_10035700_brush","23","0","se_10035700","14211","",""
"14211012","","","","300","13","","101011","14211","",""
"14211013","","","","","131","","1","14211","",""
"14212001","","","1","wac_talk_smile_in","3","0","101011","14212","0.2","wac_talk_smile_loop"
"14212002","","","","wac_no_items","3","1","111","14212","0.2",""
"14212003","","","","200","2","-340","101011","14212","","0"
"14212004","","","","200","2","-340","111","14212","","0"
"14212005","","","","0","32","","21","14212","",""
"14212006","","","","1","32","","54","14212","",""
"14212007","","","","0","32","","11","14212","",""
"14212008","","","","vo_wac_220706_000","21","0","vo_wac_220706","14212","","0"
"14212009","0","0.5","1","呵呵，又完成了♪\n一開始雖然出了點意外，\n但也能熟練地\n用尾巴尖端上色了。","11","10","101011","14212","0","1"
"14212010","","","","","91","","0","14212","",""
"14212011","","","","vo_wac_220706_001","21","0","vo_wac_220706","14212","","0"
"14212012","0","0.5","1","繪圖事業啊，\n真步真步王國也想嘗試呢。\n每天的公務是畫圖……\n呵呵，感覺會很開心呢♪","11","10","101011","14212","0","1"
"14212013","","","","","91","","0","14212","",""
"14212014","","","","0","22","","0","14212","",""
"14213001","","","","wac_idle_smile","3","1","101011","14213","0.2",""
"14213002","","","","wac_no_items","3","1","111","14213","0.2",""
"14213003","","","","200","2","-340","101011","14213","","0"
"14213004","","","","200","2","-340","111","14213","","0"
"14213005","","","","0","32","","21","14213","",""
"14213006","","","","1","32","","54","14213","",""
"14213007","","","","0","32","","11","14213","",""
"14213008","","","","","91","","0","14213","",""
