eca2d8e795a39e64cb502cf5e196f0a811abc8aae288f0f3876409ecd60a7c94,42bd94a3f4dae59de93d3713cb14f3e195f14d7fbfed22042375b517f3ccf4a0,f2dcfc469c1738814308d1a3bd8ce46b2ff12cf7079ed991900fa135b483fbf9,00df3a288d0d7e31a02c45fe644933456a987697f5edd8078859baad04ee3cf5,0cbe89560d8215c4c957eee4ccc7e5d694f01a3354794da6012e0926e5013290,56fe0ce881bf15a28fc4a7d63a7f3458c3133d13cd5e2795ac01a32e37f78d9f,75e7872d40779ddec76e0ae070c17a258c13f7ecbf0ce448fa4a8b6b141e8823,6fd2790184afe84d6be9443b74975b2de65c2260e6051485623a37d9285e5e2e,8feb3ffb333e47c0347495ff898948f98fbcf0d962dea06da2dcce86e8e2ff7a,90cec81f948ad38f73411f16d0b49ad667e74f9b71b56125e1f371fdf7cea602,c8e57bdc4e8af0018cad50fea2897f7a722396edde7995f0acb8f81455123d1d,d85c09a07597d267aaf3b6bcf942515b3de6180e9ccc195d9fcd8fa5c7546a53
"1","100590152","4","1005901","0","3.4","0","0","0","0","52","0"
"0","100590153","2","1005901","vo_ske","0","0","0","0","0","53","vo_ske_0608"
"0","100590154","1","1005901","0","0","2","10","0","221","54","0"
"1","100590155","4","1005901","0","2.7","0","0","0","0","55","0"
"0","100590156","1","1005901","0","0","1","10","221","385","56","0"
"1","100590157","4","1005901","0","1","0","0","0","0","57","0"
"0","100590158","1","1005901","0","0","0.7","11","0","0","58","0"
"1","100590159","4","1005901","0","1.9","0","0","0","0","59","0"
"0","100590160","1","1005901","0","0","1.6","11","0","400","60","0"
"1","100590161","4","1005901","0","4","0","0","0","0","61","0"
"0","100590162","2","1005901","vo_ske","0","0","0","0","0","62","vo_ske_0609"
"0","100590163","1","1005901","0","0","2","12","0","288","63","0"
"1","100590164","4","1005901","0","3.8","0","0","0","0","64","0"
"0","100590165","2","1005901","vo_ske","0","0","0","0","0","65","vo_ske_0610"
"0","100590166","1","1005901","0","0","0.7","13","0","189","66","0"
"1","100590167","4","1005901","0","1.4","0","0","0","0","67","0"
"0","100590168","1","1005901","0","0","1.7","13","189","340","68","0"
"1","100590169","4","1005901","0","4.2","0","0","0","0","69","0"
"1","100590201","4","1005902","0","0.8","0","0","0","0","1","0"
"0","100590202","2","1005902","vo_ske","0","0","0","0","0","2","vo_ske_0701"
"0","100590203","1","1005902","0","0","2.3","1","0","310","3","0"
"1","100590204","4","1005902","0","3.6","0","0","0","0","4","0"
"0","100590205","2","1005902","vo_ske","0","0","0","0","0","5","vo_ske_0702"
"0","100590206","1","1005902","0","0","0.9","2","0","215","6","0"
"1","100590207","4","1005902","0","1.6","0","0","0","0","7","0"
"0","100590208","1","1005902","0","0","0.7","2","215","316","8","0"
"1","100590209","4","1005902","0","1.6","0","0","0","0","9","0"
"0","100590210","1","1005902","0","0","0.9","3","0","86","10","0"
"1","100590211","4","1005902","0","1.5","0","0","0","0","11","0"
"0","100590212","1","1005902","0","0","1.9","3","86","250","12","0"
"1","100590213","4","1005902","0","3.5","0","0","0","0","13","0"
"0","100590214","2","1005902","vo_ske","0","0","0","0","0","14","vo_ske_0703"
"0","100590215","1","1005902","0","0","1.2","4","0","180","15","0"
"1","100590216","4","1005902","0","2.1","0","0","0","0","16","0"
"0","100590217","1","1005902","0","0","1.6","4","180","410","17","0"
"1","100590218","4","1005902","0","1.6","0","0","0","0","18","0"
"0","100590219","1","1005902","0","0","0.6","5","0","88","19","0"
"1","100590220","4","1005902","0","2.5","0","0","0","0","20","0"
"0","100590221","2","1005902","vo_ske","0","0","0","0","0","21","vo_ske_0704"
"0","100590222","1","1005902","0","0","0.7","5","88","194","22","0"
"1","100590223","4","1005902","0","2.4","0","0","0","0","23","0"
"0","100590224","1","1005902","0","0","1.1","5","194","410","24","0"
"1","100590225","4","1005902","0","1.1","0","0","0","0","25","0"
"0","100590226","1","1005902","0","0","1.5","6","0","119","26","0"
"1","100590227","4","1005902","0","2","0","0","0","0","27","0"
"0","100590228","1","1005902","0","0","1.4","6","119","410","28","0"
"1","100590229","4","1005902","0","2.9","0","0","0","0","29","0"
"0","100590230","2","1005902","vo_ske","0","0","0","0","0","30","vo_ske_0705"
"0","100590231","1","1005902","0","0","0.6","7","0","105","31","0"
"1","100590232","4","1005902","0","1.4","0","0","0","0","32","0"
"0","100590233","1","1005902","0","0","2","7","105","390","33","0"
"1","100590234","4","1005902","0","5.2","0","0","0","0","34","0"
"0","100590235","2","1005902","vo_ske","0","0","0","0","0","35","vo_ske_0706"
"0","100590236","1","1005902","0","0","1.226","8","0","167","36","0"
"1","100590237","4","1005902","0","1.934","0","0","0","0","37","0"
"0","100590238","1","1005902","0","0","1.42","8","167","247","38","0"
"1","100590239","4","1005902","0","1.552","0","0","0","0","39","0"
"0","100590240","1","1005902","0","0","0.6","8","247","410","40","0"
"1","100590241","4","1005902","0","0.6","0","0","0","0","41","0"
"0","100590242","1","1005902","0","0","1.2","9","0","149","42","0"
"1","100590243","4","1005902","0","3","0","0","0","0","43","0"
"0","100590244","2","1005902","vo_ske","0","0","0","0","0","44","vo_ske_0707"
"0","100590245","1","1005902","0","0","1","9","149","269","45","0"
"1","100590246","4","1005902","0","2","0","0","0","0","46","0"
"0","100590247","1","1005902","0","0","0.9","9","269","402","47","0"
"1","100590248","4","1005902","0","3.1","0","0","0","0","48","0"
"0","100590249","2","1005902","vo_ske","0","0","0","0","0","49","vo_ske_0708"
"0","100590250","1","1005902","0","0","1.1","10","0","200","50","0"
"1","100590251","4","1005902","0","2.4","0","0","0","0","51","0"
"0","100590252","2","1005902","vo_ske","0","0","0","0","0","52","vo_ske_0709"
"0","100590253","1","1005902","0","0","2.5","11","0","236","53","0"
"1","100590254","4","1005902","0","3.4","0","0","0","0","54","0"
"0","100590255","2","1005902","vo_ske","0","0","0","0","0","55","vo_ske_0710"
"0","100590256","1","1005902","0","0","1.4","11","236","410","56","0"
"1","100590257","4","1005902","0","2.1","0","0","0","0","57","0"
"0","100590258","1","1005902","0","0","1.3","12","0","302","58","0"
"1","100590259","4","1005902","0","3.2","0","0","0","0","59","0"
"0","100590260","2","1005902","vo_ske","0","0","0","0","0","60","vo_ske_0711"
"0","100590261","1","1005902","0","0","0.8","13","0","88","61","0"
"1","100590262","4","1005902","0","1.9","0","0","0","0","62","0"
"0","100590263","1","1005902","0","0","1.7","13","88","305","63","0"
"1","100590264","4","1005902","0","3.5","0","0","0","0","64","0"
"0","100590265","2","1005902","vo_ske","0","0","0","0","0","65","vo_ske_0712"
"0","100590266","1","1005902","0","0","1","14","0","188","66","0"
"1","100590267","4","1005902","0","1.9","0","0","0","0","67","0"
"0","100590268","1","1005902","0","0","1.6","14","188","420","68","0"
"1","100590269","4","1005902","0","4.1","0","0","0","0","69","0"
"1","100590301","4","1005903","0","0.8","0","0","0","0","1","0"
"0","100590302","2","1005903","vo_ske","0","0","0","0","0","2","vo_ske_0801"
"0","100590303","1","1005903","0","0","2.2","1","0","231","3","0"
"1","100590304","4","1005903","0","3.4","0","0","0","0","4","0"
"0","100590305","2","1005903","vo_ske","0","0","0","0","0","5","vo_ske_0802"
"0","100590306","1","1005903","0","0","0.465","2","0","50","6","0"
"1","100590307","4","1005903","0","0.998","0","0","0","0","7","0"
"0","100590308","1","1005903","0","0","1.722","2","50","226","8","0"
"1","100590309","4","1005903","0","3.024","0","0","0","0","9","0"
"0","100590310","1","1005903","0","0","0.8","2","226","388","10","0"
"1","100590311","4","1005903","0","0.8","0","0","0","0","11","0"
"0","100590312","1","1005903","0","0","0.9","3","0","136","12","0"
"1","100590313","4","1005903","0","2.5","0","0","0","0","13","0"
"0","100590314","1","1005903","0","0","1","3","136","263","14","0"
"1","100590315","4","1005903","0","1.8","0","0","0","0","15","0"
"0","100590316","1","1005903","0","0","1.2","3","263","388","16","0"
"1","100590317","4","1005903","0","1.2","0","0","0","0","17","0"
"0","100590318","1","1005903","0","0","0.828","4","0","0","18","0"
"1","100590319","4","1005903","0","3.156","0","0","0","0","19","0"
"0","100590320","2","1005903","vo_ske","0","0","0","0","0","20","vo_ske_0803"
"0","100590321","1","1005903","0","0","1.2","4","0","71","21","0"
"1","100590322","4","1005903","0","2.3","0","0","0","0","22","0"
"0","100590323","1","1005903","0","0","1.8","4","71","347","23","0"
"1","100590324","4","1005903","0","3.4","0","0","0","0","24","0"
"0","100590325","1","1005903","0","0","1.9","5","0","350","25","0"
"1","100590326","4","1005903","0","4.3","0","0","0","0","26","0"
"0","100590327","2","1005903","vo_ske","0","0","0","0","0","27","vo_ske_0804"
"0","100590328","1","1005903","0","0","1.067","6","0","117","28","0"
"1","100590329","4","1005903","0","1.523","0","0","0","0","29","0"
"0","100590330","1","1005903","0","0","0.674","6","117","235","30","0"
"1","100590331","4","1005903","0","2.337","0","0","0","0","31","0"
"0","100590332","2","1005903","vo_ske","0","0","0","0","0","32","vo_ske_0805"
"0","100590333","1","1005903","0","0","1.1","7","0","235","33","0"
"1","100590334","4","1005903","0","1.1","0","0","0","0","34","0"
"0","100590335","1","1005903","0","0","0.675","8","0","0","35","0"
"1","100590336","4","1005903","0","1.662","0","0","0","0","36","0"
"0","100590337","1","1005903","0","0","2","8","0","350","37","0"
"1","100590338","4","1005903","0","4.3","0","0","0","0","38","0"
"0","100590339","2","1005903","vo_ske","0","0","0","0","0","39","vo_ske_0806"
"0","100590340","1","1005903","0","0","1.3","9","0","125","40","0"
"1","100590341","4","1005903","0","2.5","0","0","0","0","41","0"
"0","100590342","1","1005903","0","0","1.7","9","125","358","42","0"
"1","100590343","4","1005903","0","1.7","0","0","0","0","43","0"
"0","100590344","1","1005903","0","0","0.5","9","358","400","44","0"
"1","100590345","4","1005903","0","3.5","0","0","0","0","45","0"
"0","100590346","2","1005903","vo_ske","0","0","0","0","0","46","vo_ske_0807"
"0","100590347","1","1005903","0","0","2","10","0","199","47","0"
"1","100590348","4","1005903","0","3.2","0","0","0","0","48","0"
"0","100590349","1","1005903","0","0","1.1","10","199","400","49","0"
"1","100590350","4","1005903","0","1.1","0","0","0","0","50","0"
"0","100590351","1","1005903","0","0","0.8","11","0","0","51","0"
"1","100590352","4","1005903","0","2.4","0","0","0","0","52","0"
"0","100590353","1","1005903","0","0","1.7","11","0","328","53","0"
"1","100590354","4","1005903","0","4.6","0","0","0","0","54","0"
"0","100590355","2","1005903","vo_ske","0","0","0","0","0","55","vo_ske_0808"
"0","100590356","1","1005903","0","0","0.4","12","0","95","56","0"
"1","100590357","4","1005903","0","2","0","0","0","0","57","0"
"0","100590358","1","1005903","0","0","2.3","12","95","250","58","0"
"1","100590359","4","1005903","0","3.2","0","0","0","0","59","0"
"0","100590360","1","1005903","0","0","0.9","12","250","380","60","0"
"1","100590361","4","1005903","0","3.2","0","0","0","0","61","0"
"0","100590362","2","1005903","vo_ske","0","0","0","0","0","62","vo_ske_0809"
"0","100590363","1","1005903","0","0","0.8","13","0","318","63","0"
"1","100590364","4","1005903","0","3.3","0","0","0","0","64","0"
"1","100590401","4","1005904","0","0.8","0","0","0","0","1","0"
"0","100590402","2","1005904","vo_ske","0","0","0","0","0","2","vo_ske_0901"
"0","100590403","1","1005904","0","0","1.325","1","0","158","3","0"
"1","100590404","4","1005904","0","2.008","0","0","0","0","4","0"
"0","100590405","1","1005904","0","0","1.863","1","158","365","5","0"
"1","100590406","4","1005904","0","3.699","0","0","0","0","6","0"
"0","100590407","2","1005904","vo_ske","0","0","0","0","0","7","vo_ske_0902"
"0","100590408","1","1005904","0","0","1.3","2","0","175","8","0"
"1","100590409","4","1005904","0","2.1","0","0","0","0","9","0"
"0","100590410","1","1005904","0","0","1.8","3","0","242","10","0"
"1","100590411","4","1005904","0","1.8","0","0","0","0","11","0"
"0","100590412","1","1005904","0","0","0.7","3","242","320","12","0"
"1","100590413","4","1005904","0","1.6","0","0","0","0","13","0"
"0","100590414","1","1005904","0","0","2.2","3","320","320","14","0"
"1","100590415","4","1005904","0","4.8","0","0","0","0","15","0"
"0","100590416","2","1005904","vo_ske","0","0","0","0","0","16","vo_ske_0903"
"0","100590417","1","1005904","0","0","2.3","4","0","252","17","0"
"1","100590418","4","1005904","0","3","0","0","0","0","18","0"
"0","100590419","1","1005904","0","0","0.8","4","252","415","19","0"
"1","100590420","4","1005904","0","1.3","0","0","0","0","20","0"
"0","100590421","1","1005904","0","0","2.8","5","0","415","21","0"
"1","100590422","4","1005904","0","4.9","0","0","0","0","22","0"
"0","100590423","2","1005904","vo_ske","0","0","0","0","0","23","vo_ske_0904"
"0","100590424","1","1005904","0","0","0.9","6","0","99","24","0"
"1","100590425","4","1005904","0","1.9","0","0","0","0","25","0"
"0","100590426","1","1005904","0","0","0.8","6","99","315","26","0"
"1","100590427","4","1005904","0","1.4","0","0","0","0","27","0"
"0","100590428","1","1005904","0","0","1.7","6","315","395","28","0"
"1","100590429","4","1005904","0","1.7","0","0","0","0","29","0"
"0","100590430","1","1005904","0","0","0.3","7","0","0","30","0"
"1","100590431","4","1005904","0","1.2","0","0","0","0","31","0"
"0","100590432","1","1005904","0","0","2.1","7","0","317","32","0"
"1","100590433","4","1005904","0","4.1","0","0","0","0","33","0"
"0","100590434","2","1005904","vo_ske","0","0","0","0","0","34","vo_ske_0905"
"0","100590435","1","1005904","0","0","1.3","8","0","123","35","0"
"1","100590436","4","1005904","0","1.9","0","0","0","0","36","0"
"0","100590437","1","1005904","0","0","0.59","8","123","311","37","0"
"1","100590438","4","1005904","0","2.656","0","0","0","0","38","0"
"0","100590439","2","1005904","vo_ske","0","0","0","0","0","39","vo_ske_0906"
"0","100590440","1","1005904","0","0","0.8","9","0","115","40","0"
"1","100590441","4","1005904","0","1.7","0","0","0","0","41","0"
"0","100590442","1","1005904","0","0","2.1","9","115","400","42","0"
"1","100590443","4","1005904","0","2.1","0","0","0","0","43","0"
"0","100590444","1","1005904","0","0","1.4","10","0","147","44","0"
"1","100590445","4","1005904","0","3.3","0","0","0","0","45","0"
"0","100590446","1","1005904","0","0","1.1","10","147","252","46","0"
"1","100590447","4","1005904","0","2.2","0","0","0","0","47","0"
"0","100590448","1","1005904","0","0","0.6","10","252","420","48","0"
"1","100590449","4","1005904","0","0.6","0","0","0","0","49","0"
"0","100590450","1","1005904","0","0","2.1","11","0","253","50","0"
"1","100590451","4","1005904","0","4.7","0","0","0","0","51","0"
"0","100590452","2","1005904","vo_ske","0","0","0","0","0","52","vo_ske_0907"
"0","100590453","1","1005904","0","0","0.8","12","0","95","53","0"
"1","100590454","4","1005904","0","1.7","0","0","0","0","54","0"
"0","100590455","1","1005904","0","0","1.34","12","95","272","55","0"
"1","100590456","4","1005904","0","1.874","0","0","0","0","56","0"
"0","100590457","1","1005904","0","0","0.776","12","272","410","57","0"
"1","100590458","4","1005904","0","2.613","0","0","0","0","58","0"
"0","100590459","2","1005904","vo_ske","0","0","0","0","0","59","vo_ske_0908"
"0","100590460","1","1005904","0","0","1.5","13","0","283","60","0"
"1","100590461","4","1005904","0","2.6","0","0","0","0","61","0"
"0","100590462","1","1005904","0","0","2","13","283","399","62","0"
"1","100590463","4","1005904","0","4.5","0","0","0","0","63","0"
"1","100590501","4","1005905","0","0.8","0","0","0","0","1","0"
"0","100590502","2","1005905","vo_ske","0","0","0","0","0","2","vo_ske_1001"
"0","100590503","1","1005905","0","0","0.5","1","0","114","3","0"
"1","100590504","4","1005905","0","1.1","0","0","0","0","4","0"
"0","100590505","1","1005905","0","0","1.4","1","114","235","5","0"
"1","100590506","4","1005905","0","2.8","0","0","0","0","6","0"
"0","100590507","2","1005905","vo_ske","0","0","0","0","0","7","vo_ske_1002"
"0","100590508","1","1005905","0","0","1.8","2","0","155","8","0"
"1","100590509","4","1005905","0","2.4","0","0","0","0","9","0"
"0","100590510","1","1005905","0","0","1.4","2","155","400","10","0"
"1","100590511","4","1005905","0","3.3","0","0","0","0","11","0"
"0","100590512","2","1005905","vo_ske","0","0","0","0","0","12","vo_ske_1003"
"0","100590513","1","1005905","0","0","2.224","3","0","264","13","0"
"1","100590514","4","1005905","0","2.769","0","0","0","0","14","0"
"0","100590515","1","1005905","0","0","0.869","3","264","415","15","0"
"1","100590516","4","1005905","0","1.635","0","0","0","0","16","0"
"0","100590517","1","1005905","0","0","0.6","4","0","99","17","0"
"1","100590518","4","1005905","0","2.2","0","0","0","0","18","0"
"0","100590519","2","1005905","vo_ske","0","0","0","0","0","19","vo_ske_1004"
"0","100590520","1","1005905","0","0","1.3","4","99","260","20","0"
"1","100590521","4","1005905","0","1.8","0","0","0","0","21","0"
"0","100590522","1","1005905","0","0","0.9","4","260","415","22","0"
"1","100590523","4","1005905","0","0.9","0","0","0","0","23","0"
"0","100590524","1","1005905","0","0","0.9","5","0","242","24","0"
"1","100590525","4","1005905","0","2.7","0","0","0","0","25","0"
"0","100590526","1","1005905","0","0","1.059","5","242","370","26","0"
"1","100590527","4","1005905","0","3","0","0","0","0","27","0"
"0","100590528","2","1005905","vo_ske","0","0","0","0","0","28","vo_ske_1005"
"0","100590529","1","1005905","0","0","1.2","6","0","261","29","0"
"1","100590530","4","1005905","0","1.7","0","0","0","0","30","0"
"0","100590531","1","1005905","0","0","2.1","6","261","397","31","0"
"1","100590532","4","1005905","0","4.5","0","0","0","0","32","0"
"0","100590533","2","1005905","vo_ske","0","0","0","0","0","33","vo_ske_1006"
"0","100590534","1","1005905","0","0","0.566","7","0","47","34","0"
"1","100590535","4","1005905","0","1.552","0","0","0","0","35","0"
"0","100590536","1","1005905","0","0","2.318","7","47","362","36","0"
"1","100590537","4","1005905","0","3.724","0","0","0","0","37","0"
"0","100590538","1","1005905","0","0","2.077","8","0","242","38","0"
"1","100590539","4","1005905","0","2.729","0","0","0","0","39","0"
"0","100590540","1","1005905","0","0","0.66","8","242","327","40","0"
"1","100590541","4","1005905","0","2.832","0","0","0","0","41","0"
"0","100590542","2","1005905","vo_ske","0","0","0","0","0","42","vo_ske_1007"
"0","100590543","1","1005905","0","0","0.608","9","0","94","43","0"
"1","100590544","4","1005905","0","1.363","0","0","0","0","44","0"
"0","100590545","1","1005905","0","0","1.493","9","94","338","45","0"
"1","100590546","4","1005905","0","2.007","0","0","0","0","46","0"
"0","100590547","1","1005905","0","0","0.237","9","338","415","47","0"
"1","100590548","4","1005905","0","0.4","0","0","0","0","48","0"
"0","100590549","1","1005905","0","0","1.2","10","0","121","49","0"
"1","100590550","4","1005905","0","2.82","0","0","0","0","50","0"
"0","100590551","2","1005905","vo_ske","0","0","0","0","0","51","vo_ske_1008"
"0","100590552","1","1005905","0","0","1.2","10","121","260","52","0"
"1","100590553","4","1005905","0","2.4","0","0","0","0","53","0"
"0","100590554","1","1005905","0","0","1.5","10","260","415","54","0"
"1","100590555","4","1005905","0","1.5","0","0","0","0","55","0"
"0","100590556","1","1005905","0","0","1.2","11","0","203","56","0"
"1","100590557","4","1005905","0","2.7","0","0","0","0","57","0"
"0","100590558","1","1005905","0","0","1.6","11","203","390","58","0"
"1","100590559","4","1005905","0","3.7","0","0","0","0","59","0"
"0","100590560","2","1005905","vo_ske","0","0","0","0","0","60","vo_ske_1009"
"0","100590561","1","1005905","0","0","2.9","12","0","345","61","0"
"1","100590562","4","1005905","0","4","0","0","0","0","62","0"
"0","100590563","1","1005905","0","0","1.6","13","0","335","63","0"
"1","100590564","4","1005905","0","3.6","0","0","0","0","64","0"
"0","100590565","2","1005905","vo_ske","0","0","0","0","0","65","vo_ske_1010"
"0","100590566","1","1005905","0","0","0.7","14","0","94","66","0"
"1","100590567","4","1005905","0","2.1","0","0","0","0","67","0"
"0","100590568","1","1005905","0","0","1.9","14","94","360","68","0"
"1","100590569","4","1005905","0","4.4","0","0","0","0","69","0"
"1","100590601","4","1005906","0","0.8","0","0","0","0","1","0"
"0","100590602","2","1005906","vo_ske","0","0","0","0","0","2","vo_ske_1101"
"0","100590603","1","1005906","0","0","1","1","0","163","3","0"
"1","100590604","4","1005906","0","1.7","0","0","0","0","4","0"
"0","100590605","1","1005906","0","0","0.6","1","163","253","5","0"
"1","100590606","4","1005906","0","1.5","0","0","0","0","6","0"
"0","100590607","1","1005906","0","0","0.9","1","253","393","7","0"
"1","100590608","4","1005906","0","1.5","0","0","0","0","8","0"
"0","100590609","1","1005906","0","0","1.6","2","0","146","9","0"
"1","100590610","4","1005906","0","3.6","0","0","0","0","10","0"
"0","100590611","2","1005906","vo_ske","0","0","0","0","0","11","vo_ske_1102"
"0","100590612","1","1005906","0","0","0.9","2","146","308","12","0"
"1","100590613","4","1005906","0","1.8","0","0","0","0","13","0"
"0","100590614","1","1005906","0","0","0.7","2","308","415","14","0"
"1","100590615","4","1005906","0","1.9","0","0","0","0","15","0"
"0","100590616","1","1005906","0","0","0.2","2","415","415","16","0"
"1","100590617","4","1005906","0","1.5","0","0","0","0","17","0"
"0","100590618","1","1005906","0","0","2.1","3","0","165","18","0"
"1","100590619","4","1005906","0","4.1","0","0","0","0","19","0"
"0","100590620","2","1005906","vo_ske","0","0","0","0","0","20","vo_ske_1103"
"0","100590621","1","1005906","0","0","1.7","3","165","387","21","0"
"1","100590622","4","1005906","0","2.5","0","0","0","0","22","0"
"0","100590623","1","1005906","0","0","1.197","4","0","179","23","0"
"1","100590624","4","1005906","0","1.72","0","0","0","0","24","0"
"0","100590625","1","1005906","0","0","1.735","4","179","347","25","0"
"1","100590626","4","1005906","0","4.154","0","0","0","0","26","0"
"0","100590627","2","1005906","vo_ske","0","0","0","0","0","27","vo_ske_1104"
"0","100590628","1","1005906","0","0","2.4","5","0","230","28","0"
"1","100590629","4","1005906","0","3.1","0","0","0","0","29","0"
"0","100590630","1","1005906","0","0","0.7","5","230","415","30","0"
"1","100590631","4","1005906","0","0.7","0","0","0","0","31","0"
"0","100590632","1","1005906","0","0","1.2","6","0","163","32","0"
"1","100590633","4","1005906","0","1.8","0","0","0","0","33","0"
"0","100590634","1","1005906","0","0","1.2","6","163","360","34","0"
"1","100590635","4","1005906","0","3.8","0","0","0","0","35","0"
"0","100590636","2","1005906","vo_ske","0","0","0","0","0","36","vo_ske_1105"
"0","100590637","1","1005906","0","0","0.8","7","0","274","37","0"
"1","100590638","4","1005906","0","1.4","0","0","0","0","38","0"
"0","100590639","1","1005906","0","0","1.1","8","0","290","39","0"
"1","100590640","4","1005906","0","2.1","0","0","0","0","40","0"
"0","100590641","1","1005906","0","0","1.3","8","290","415","41","0"
"1","100590642","4","1005906","0","1.3","0","0","0","0","42","0"
"0","100590643","1","1005906","0","0","0.4","8","415","415","43","0"
"1","100590644","4","1005906","0","1.9","0","0","0","0","44","0"
"0","100590645","1","1005906","0","0","1.152","8","415","415","45","0"
"1","100590646","4","1005906","0","1.561","0","0","0","0","46","0"
"0","100590647","1","1005906","0","0","1.273","8","415","415","47","0"
"1","100590648","4","1005906","0","3.32","0","0","0","0","48","0"
"0","100590649","2","1005906","vo_ske","0","0","0","0","0","49","vo_ske_1106"
"0","100590650","1","1005906","0","0","2.7","9","0","300","50","0"
"1","100590651","4","1005906","0","3.8","0","0","0","0","51","0"
"0","100590652","1","1005906","0","0","0.894","10","0","157","52","0"
"1","100590653","4","1005906","0","1.455","0","0","0","0","53","0"
"0","100590654","1","1005906","0","0","1.334","10","157","263","54","0"
"1","100590655","4","1005906","0","3.699","0","0","0","0","55","0"
"0","100590656","2","1005906","vo_ske","0","0","0","0","0","56","vo_ske_1107"
"0","100590657","1","1005906","0","0","1.7","11","0","210","57","0"
"1","100590658","4","1005906","0","2.8","0","0","0","0","58","0"
"0","100590659","1","1005906","0","0","1.364","12","0","218","59","0"
"1","100590660","4","1005906","0","3.365","0","0","0","0","60","0"
"0","100590661","2","1005906","vo_ske","0","0","0","0","0","61","vo_ske_1108"
"0","100590662","1","1005906","0","0","0.6","13","0","85","62","0"
"1","100590663","4","1005906","0","2.4","0","0","0","0","63","0"
"0","100590664","2","1005906","vo_ske","0","0","0","0","0","64","vo_ske_1109"
"0","100590665","1","1005906","0","0","1","14","0","125","65","0"
"1","100590666","4","1005906","0","2","0","0","0","0","66","0"
"0","100590667","1","1005906","0","0","1","14","125","266","67","0"
"1","100590668","4","1005906","0","3.5","0","0","0","0","68","0"
