9a3c36195902d5def95e9a7fb6553d1755aa10c702051d8fba3ef45473daf88b,49342a31f426027ee8e6a8d0f73024ca85cf1a3eb9eff1496ebf8ec0393b9d44,bdb55769b6a5e8913104195669ce2012ad7d0d87abf713c77a0eed70d4866cf3,7d913f1870dceccd1e109ba6fa347e093d6b25c3cc5cd63b3eac2bdd386211cb,be399a7d792d4c6cb78cae6c1b0e89a0f829d298399e256e53797d28e93530cb,590f5e42f1bd4f87ad4294a023aebe618deffd47e29c9a22e0ee4934256e1632,24dbbd37d6bf8f9dbc5ec23f79be1a1d316ff5808bb4ee4de989cfa72a18bbf3,2266ef61e3002ad728ad3304ae2a324a7b39134da35bd15df3e0d604be162e77,6dc6d75168237ad8e1d3fb2860adba4d222dd283a52bced84e4d1c5933b18a01,01fe468c1318e1fae6f7dfb2c1da651b86b8345e344efb3ba39716075f714051,26a5c27e899ef642fd0a48bd671b1418cba5f91ac5539102b6f1896e56e62501
"10","-130","1.4","10003","empty","10","10","5","101","0","400"
"10","-120","1.37","10004","idle_normal_talkJoy","3","3","5","102","0","270"
"10","","","10005","","0","0","91","","",""
"10","","","10006","","","1.5","93","","",""
"10","","","10007","","vo_alces_1000","vo_alces","21","0","","0"
"10","0","0","10008","4","呼……\n呼……\n……呼嚕。","2","11","3","0","1"
"10","","","10009","","","0","91","0","","0"
"10","","","10010","","","0","93","","",""
"10","","0.2","10011","","sad_talk_Ex0007","3","3","1","",""
"10","","","10012","","vo_alces_1001","vo_alces","21","0","","0"
"10","0","0","10013","2","呵呵，看起來睡得很香呢。\n……這樣會感冒喔～","3","11","10","0","1"
"10","","","10014","","","0","91","0","","0"
"10","","","10015","","0.5","0","22","","",""
"10","1","0.2","10016","","iroha_sleep_hung","2","3","0","0","iroha_sleep2"
"10","1","0.2","10017","","iroha_sleep_hung","12","3","0","0","iroha_sleep2"
"10","1","0.2","10018","","sono_hung","3","3","0","0","idle_normal_talkJoy"
"10","","","10019","","0","1.2","93","","",""
"10","","","10020","","se_alces_futon","se_alces","23","0","",""
"10","","","10021","","0","2.5","93","","",""
"10","1","0.2","10022","","iroha_sleep2_to_sleep3","2","3","0","0","iroha_sleep3"
"10","1","0.2","10023","","iroha_sleep2_to_sleep3","12","3","0","0","iroha_sleep3"
"10","","","10024","","0","0.6","93","","",""
"10","1","0.2","10025","","idle_surprise_in","3","3","0","0","idle_surprise"
"10","","","10026","","0","1.4","93","","",""
"10","","","10027","","se_alces_sleep","se_alces","23","0","",""
"10","1","0","10028","","iroha_sleep","10","3","0","0","empty"
"10","","","10029","","0","2.4","93","","",""
"10","","0.2","10030","","relief_idle_Ex0010","3","3","1","",""
"10","","","10031","","vo_alces_1002","vo_alces","21","0","","0"
"10","0","0","10032","0.5","呵呵呵♪","3","11","10","0","1"
"10","","","10033","","","0","91","0","","0"
"10","","","10034","","0","0","22","","",""
"10","","","10035","","1","3","93","","",""
"10","","","10036","","","10035","101","0","","0"
"11","-130","1.4","11001","sit_readPaper","3","3","5","100","1","350"
"11","-150","1.5","11002","empty","1","1","5","102","0","950"
"11","1","1","11003","","10","10","31","475","","-18"
"11","1","0","11004","","11","11","31","350","","-130"
"11","","","11005","","0","0","91","","",""
"11","","","11006","","1","0.5","93","","",""
"11","","","11007","","vo_alces_1100","vo_alces","21","0","","0"
"11","0","10","11008","0.5","…………\n…………","3","11","10","0","1"
"11","","","11009","","","0","91","0","","0"
"11","1","0.2","11010","","sit_readPaperTurn","3","3","0","0","sit_readPaper"
"11","","","11011","","1","1","93","","",""
"11","","","11012","","0","1","93","","",""
"11","","0.2","11013","","sit_readPaper_surprise","3","3","1","",""
"11","","","11014","","vo_alces_1101","vo_alces","21","0","","0"
"11","0","10","11015","0.5","…………\n…………","3","11","10","0","1"
"11","","","11016","","","0","91","0","","0"
"11","","","11017","","0","1","93","","",""
"11","","","11018","","se_alces_emotion_exQuestion","se_alces","23","","",""
"11","0","10","11019","","3","3","12","0.2","0","0"
"11","1","0.1","11020","","sit_readPaper_notice_in","3","3","0","0","sit_readPaper_notice_loop"
"11","","","11021","","0","1.2","93","","",""
"11","1","0.2","11022","","sit_readPaper_kira_in","3","3","0","0","sit_readPaper_kira_talk"
"11","","","11023","","vo_alces_1102","vo_alces","21","0","","0"
"11","0","0","11024","3.2","……！！\n番茄一包三顆只要150盧幣！？\n太神了吧！？","3","11","10","0","1"
"11","","","11025","","","0","91","","",""
"11","","","11026","","0.5","0","22","","",""
"11","","0.2","11027","","sit_out_readPaper_light","3","3","1","",""
"11","","","11028","","0","0.5","93","","",""
"11","","0.2","11029","","sono_walletPick_in","3","3","1","",""
"11","","","11030","","0","1.8","93","","",""
"11","1","0.2","11031","","sono_walk_quick_R_in","3","3","0","0","sono_walk_quick_R"
"11","","","11032","","1","11","32","","",""
"11","0","","11033","","1500","3","2","-130","","3.3"
"11","0","","11034","","1500","11","33","-130","","3.3"
"11","","","11035","","0","1","93","","",""
"11","1","0.2","11036","","luis_walk_furimuki_in","1","3","0","0","luis_walk_furimuki"
"11","0","","11037","","350","1","2","-150","","4"
"11","","","11038","","0","4","93","","",""
"11","1","0.2","11039","","luis_walk_to_idle","1","3","0","0","luis_sad_idle"
"11","","","11040","","se_alces_emotion_question","se_alces","23","","",""
"11","0","0","11041","","5","1","12","1.3","0","0"
"11","","","11042","","0","2.1","93","","",""
"11","","0.2","11043","","idle_normal","1","3","1","",""
"11","","","11044","","0","0","22","","",""
"11","","","11045","","0","3","93","","",""
"11","","","11046","","","11045","101","0","","0"
"12","-190","1.45","12001","luis_run_dash_pain","1","1","5","101","0","400"
"12","-190","1.45","12002","empty","1001","10","5","102","0","-85"
"12","1","","12003","","11","11","31","400","","-190"
"12","","","12004","","130","1","13","","",""
"12","-190","1.45","12005","empty","105111","1","1","102","1","1050"
"12","-190","1.45","12006","empty","1002","10","5","103","1","1050"
"12","1","0","12007","","12","12","31","-85","","-190"
"12","","","12008","","0","0","91","","",""
"12","0","","12009","","-85","1","2","-190","","1.3"
"12","0","","12010","","-85","11","33","-190","","1.3"
"12","","","12011","","1","11","32","","",""
"12","","","12012","","sweatR_run","11","37","","",""
"12","","","12013","","0","1.3","93","","",""
"12","1","0.2","12014","","luis_run_turn","1","3","0","0","anger_talk_Ex0001"
"12","","","12015","","vo_alces_1200","vo_alces","21","0","","0"
"12","0","0","12016","1","等等，為什麼\n那個人在追我啊！？","1","11","10","0","1"
"12","","","12017","","","0","91","0","","0"
"12","","0.2","12018","","sad_talk_normalR","1","3","1","",""
"12","","","12019","","vo_alces_1201","vo_alces","21","0","","0"
"12","0","0","12020","1.6","氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","1","11","10","0","1"
"12","","","12021","","","0","91","0","","0"
"12","","0.2","12022","","luis_drink","1","3","0","",""
"12","","","12023","","0.5","0","22","","",""
"12","","","12024","","0","1.6","93","","",""
"12","","","12025","","vo_alces_1202","vo_alces","21","0","","0"
"12","0","0","12026","0.5","咕嚕！！","1","11","10","0","1"
"12","","","12027","","0","2","93","","",""
"12","","","12028","","se_alces_invisible","se_alces","23","","",""
"12","","","12029","","1","12","32","","",""
"12","0","0.2","12030","","1","1","6","1","0","1"
"12","","","12031","","0","1.8","93","","",""
"12","0","","12032","","250","105111","2","-190","","2"
"12","0","","12033","","250","1002","2","-190","","2"
"12","","0.2","12034","","mitsuki_run_dash_noface","105111","3","1","",""
"12","","0.2","12035","","mitsuki_run_dash","1002","3","1","",""
"12","","","12036","","0","2","93","","",""
"12","","0.2","12037","","mitsuki_anger_talk_noface","105111","3","1","",""
"12","","0.2","12038","","mitsuki_anger_talk","1002","3","1","",""
"12","","","12039","","vo_alces_1203","vo_alces","21","0","","0"
"12","0","0","12040","0.5","把妳逼入絕境了吧鍊金術師！","105111","11","10","0","1"
"12","","","12041","","","0","91","0","","0"
"12","","","12042","","0.5","0","22","","",""
"12","1","0.2","12043","","mitsuki_look_in_noface","105111","3","0","0","sad_talk_anger"
"12","","0.2","12044","","mitsuki_look_in","1002","3","0","",""
"12","","","12045","","0","1.5","93","","",""
"12","","","12046","","vo_alces_1204","vo_alces","21","0","","0"
"12","0","0","12047","1.2","……嘖，讓她逃走了嗎……","105111","11","10","0","1"
"12","","","12048","","","0","91","0","","0"
"12","1","0.2","12049","","mitsuki_armcrossed_in_noface","105111","3","0","0","mitsuki_armcrossed_talk_noface"
"12","1","0.2","12050","","mitsuki_armcrossed_in","1002","3","0","0","mitsuki_armcrossed_talk"
"12","","","12051","","vo_alces_1205","vo_alces","21","0","","0"
"12","0","0","12052","2.3","真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","105111","11","10","0","1"
"12","","","12053","","","0","91","0","","0"
"12","","0.2","12054","","mitsuki_ecstatic_talk_noface","105111","3","1","",""
"12","","0.2","12055","","mitsuki_ecstatic_talk","1002","3","1","",""
"12","","","12056","","vo_alces_1206","vo_alces","21","0","","0"
"12","0","0","12057","1","……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","105111","11","10","0","1"
"12","","","12058","","","0","91","0","","0"
"12","","","12059","","0.5","0","22","","",""
"12","1","0.2","12060","","mitsuki_turnR_noface","105111","3","0","0","mitsuki_walkR_noface"
"12","1","0.2","12061","","mitsuki_turnR","1002","3","0","0","mitsuki_walkR"
"12","0","","12062","","1050","105111","2","-190","","5"
"12","0","","12063","","1050","1002","2","-190","","5"
"12","","","12064","","0","4.5","93","","",""
"12","","0.2","12065","","idle_normal_Ex0001","1","3","1","",""
"12","","","12066","","se_alces_invisible","se_alces","23","","",""
"12","","","12067","","0","12","32","","",""
"12","","","12068","","1","12","32","","",""
"12","","","12069","","0","0.1","93","","",""
"12","1","0.3","12070","","1","1","6","1","0","1"
"12","","","12071","","0","1.5","93","","",""
"12","","","12072","","se_alces_breath","se_alces","23","","",""
"12","1","0.2","12073","","relief_in","1","3","0","0","relief_idle"
"12","","","12074","","relief_in","1001","3","0","",""
"12","","","12075","","0","0","22","","",""
"12","","","12076","","0","3","93","","",""
"12","","","12077","","","12076","101","0","","0"
"13","-130","1.45","13001","iroha_wait","2","2","5","101","0","0"
"13","-130","1.45","13002","nebia_wait","14","14","5","102","0","0"
"13","-130","1.45","13003","iroha_wait_ziriziri_idle_empty","20","2","5","103","0","0"
"13","","","13004","","0","0","91","","",""
"13","","","13005","","0","0.1","93","","",""
"13","1","0.2","13006","","nebia_talk_in","14","3","0","0.2","nebia_talk"
"13","","","13007","","0","2.8","93","","",""
"13","","","13008","","vo_alces_1300","vo_alces","21","0","","0"
"13","0","0","13009","2","嘿～\n這裡放了各式各樣的東西呢。","14","11","10","0","1"
"13","","","13010","","","0","91","0","","0"
"13","1","0.2","13011","","nebia_talk2_in","14","3","0","0","nebia_talk2"
"13","","","13012","","0","1.6","93","","",""
"13","","","13013","","se_alces_steal","se_alces","23","0","",""
"13","","","13014","","","13011","91","0","","0"
"13","","","13015","","vo_alces_1301","vo_alces","21","0","","0"
"13","0","0","13016","1.5","呵呵♪\n要拿去做什麼惡作劇好呢♪","14","11","10","0","1"
"13","","","13017","","0","0.5","93","","",""
"13","1","0.1","13018","","iroha_wait2_in","2","3","0","0.2","iroha_wait2"
"13","","","13019","","","13016","91","0","","0"
"13","","","13020","","se_alces_laugh","se_alces","23","0","",""
"13","","0.2","13021","","nebia_talk2_laugh","14","3","1","",""
"13","1","0.1","13022","","iroha_wait_ziriziri_in","2","3","0","0.2","iroha_wait_ziriziri_idle"
"13","","","13023","","0","3.3","93","","",""
"13","1","0.2","13024","","nebia_talk3_in","14","3","0","0","nebia_talk3"
"13","","","13025","","vo_alces_1302","vo_alces","21","0","","0"
"13","0","0","13026","0.5","……嗯？","14","11","10","0","1"
"13","","","13027","","","0","91","0","","0"
"13","","","13028","","0","0","22","","",""
"13","","","13029","","se_alces_catch","se_alces","23","0","",""
"13","1","0.2","13030","","nebia_brow","14","3","0","0","nebia_brow_idle_guru"
"13","1","0.2","13031","","iroha_wait_brow_net","20","3","0","0","empty"
"13","1","0.2","13032","","iroha_wait_brow","2","3","0","0","iroha_wait_brow_talk"
"13","","","13033","","","0","91","0","","0"
"13","","","13034","","vo_alces_1303","vo_alces","21","0","","0"
"13","0","0","13035","1.5","抓到了什麼奇怪的東西了！！\n太好了～抓到稀有昆蟲了～！！","2","11","10","0","1"
"13","","","13036","","","0","91","0","","0"
"13","","0.2","13037","","iroha_wait_brow_idle","2","3","1","",""
"13","","0.2","13038","","nebia_brow_idle_anger","14","3","1","",""
"13","","","13039","","vo_alces_1304","vo_alces","21","0","","0"
"13","0","0","13040","0.5","等等，誰是昆蟲啦～！","14","11","10","0","1"
"13","","","13041","","","0","91","0","","0"
"13","","","13042","","0","0","22","","",""
"13","","","13043","","0","1","93","","",""
"13","1","0.2","13044","","iroha_wait_brow_escape","2","3","0","0","iroha_wait_brow_surprise"
"13","1","0.2","13045","","nebia_brow_escape","14","3","0","0","nebia_talk4"
"13","","","13046","","0","4","93","","",""
"13","","","13047","","0","0","22","","",""
"13","","","13048","","0","3","93","","",""
"13","","","13049","","","13048","101","0","","0"
"14","-140","1.4","14001","top_iroha_run_joy","2","2","5","105","1","1500"
"14","-140","1.4","14002","dokuro_run","13","13","5","103","1","1150"
"14","-140","1.4","14003","empty","10","10","5","104","0","-15"
"14","-125","1.37","14004","idle_normal","103111","1","1","101","0","-150"
"14","","","14005","","130","2","13","","",""
"14","","","14006","","130","13","13","","",""
"14","","","14007","","130","103111","13","","",""
"14","1","1","14008","","111","11","31","1500","","-140"
"14","1","1","14009","","112","11","31","1150","","-190"
"14","","","14010","","0","0","91","","",""
"14","","","14011","","se_alces_skull_chase1","se_alces","23","0","",""
"14","","","14012","","smokeR","111","37","","",""
"14","","","14013","","sweatR_Loop","112","37","","",""
"14","0","","14014","","-1150","2","2","-140","","7.5"
"14","0","","14015","","-1150","111","33","-140","","7.5"
"14","0","","14016","","-1500","13","2","-140","","7.5"
"14","0","","14017","","-1500","112","33","-190","","7.5"
"14","","","14018","","0","2.5","93","","",""
"14","","","14019","","vo_alces_1400","vo_alces","21","0","","0"
"14","0","0","14020","0.5","啊哈哈～！！\n等等我啦～！！","2","11","10","30","1"
"14","","","14021","","0","1","93","","",""
"14","1","0.2","14022","","idle_normalR_in","103111","3","0","0","idle_normalR"
"14","","","14023","","0","4","93","","",""
"14","","","14024","","se_alces_skull_chase1","se_alces","23","0","",""
"14","0","","14025","","-1500","2","2","-140","","0"
"14","0","","14026","","-1500","111","33","-140","","0"
"14","0","","14027","","-1150","13","2","-140","","0"
"14","0","","14028","","-1150","112","33","-190","","0"
"14","","","14029","","0","2","4","","",""
"14","","","14030","","0","13","4","","",""
"14","","","14031","","smokeL","111","37","","",""
"14","","","14032","","sweatL_Loop2","112","37","","",""
"14","0","","14033","","1150","2","2","-140","","8.2"
"14","0","","14034","","1150","111","33","-140","","8.2"
"14","0","","14035","","1500","13","2","-140","","8.2"
"14","0","","14036","","1500","112","33","-190","","8.2"
"14","","","14037","","0","1.5","93","","",""
"14","","","14038","","vo_alces_1401","vo_alces","21","0","","0"
"14","0","0","14039","0.3","奇、奇怪～！？\n為什麼啊！？","13","11","10","0","1"
"14","","","14040","","0","1.5","93","","",""
"14","1","0.2","14041","","idle_normal_in","103111","3","0","0","idle_normal"
"14","","","14042","","0","5.2","93","","",""
"14","0","","14043","","1500","2","2","-140","","0"
"14","0","","14044","","1500","111","33","-140","","0"
"14","0","","14045","","1150","13","2","-140","","0"
"14","0","","14046","","1150","112","33","-190","","0"
"14","","","14047","","1","2","4","","",""
"14","","","14048","","1","13","4","","",""
"14","","","14049","","smokeR","111","37","","",""
"14","","","14050","","sweatR_Loop","112","37","","",""
"14","0","","14051","","-15","13","2","-140","","1.8"
"14","0","","14052","","-15","112","33","-205","","1.8"
"14","","","14053","","se_alces_skull_dash","se_alces","23","0","",""
"14","","","14054","","0","1","93","","",""
"14","","0.1","14055","","iroha_net_run_normal2","2","3","1","",""
"14","0","","14056","","335","2","2","-140","","3"
"14","0","","14057","","335","111","33","-140","","3"
"14","","","14058","","0","0.8","93","","",""
"14","","0.2","14059","","dokuro_talk","13","3","1","",""
"14","","","14060","","0","112","32","","",""
"14","","0.2","14061","","idle_normal_lookdown","103111","3","1","",""
"14","","","14062","","vo_alces_1402","vo_alces","21","0","","0"
"14","0","0","14063","1","明明正在被\n豐滿的大姐姐追著，\n卻一點都不高興！","13","11","10","0","1"
"14","","","14064","","0","2.2","93","","",""
"14","1","0.1","14065","","iroha_net_idle_in","2","3","0","0","iroha_net_idle_doya"
"14","","","14066","","0","111","32","","",""
"14","","","14067","","0","0.4","93","","",""
"14","","0.2","14068","","iroha_net_ziriziri","2","3","1","",""
"14","0","","14069","","135","2","2","-140","","2.7"
"14","0","","14070","","135","111","33","-140","","2.7"
"14","","","14071","","0","1","93","","",""
"14","","0.2","14072","","idle_normal_lookup","103111","3","1","",""
"14","","","14073","","0","1.7","93","","",""
"14","","0.2","14074","","iroha_net_ziriziri_idle","2","3","1","",""
"14","","","14075","","","14063","91","","",""
"14","","","14076","","0","0","22","","",""
"14","","","14077","","se_alces_skull_chase2","se_alces","23","0","",""
"14","","0","14078","","dokuro_turn_surprise","10","3","0","",""
"14","1","0.2","14079","","dokuro_turn_surprise","13","3","0","0","dokuro_run"
"14","","","14080","","0","0.1","93","","",""
"14","1","0.1","14081","","iroha_net_brow","2","3","0","0","iroha_net_brow_idle"
"14","","","14082","","","14079","91","","",""
"14","","","14083","","1","13","4","","",""
"14","0","","14084","","-1500","13","2","-140","","2.5"
"14","0","","14085","","-1500","112","33","-190","","2.5"
"14","","","14086","","0","0.1","93","","",""
"14","1","0.2","14087","","idle_normalR_in","103111","3","0","0","idle_normalR"
"14","","","14088","","1","112","32","","",""
"14","","","14089","","sweatR_Loop","112","37","","",""
"14","","","14090","","0","0.3","93","","",""
"14","1","0.1","14091","","iroha_net_brow_notice","2","3","0","0","iroha_net_brow_notice_idle"
"14","","","14092","","","0","91","","",""
"14","","","14093","","1","111","32","","",""
"14","","","14094","","smokeR","111","37","","",""
"14","","0.2","14095","","top_iroha_run_joy","2","3","1","",""
"14","0","","14096","","-1350","2","2","-140","","2.5"
"14","0","","14097","","-1350","111","33","-140","","2.5"
"14","","","14098","","0","2.5","93","","",""
"14","","","14099","","se_alces_skull_chase1","se_alces","23","0","",""
"14","0","","14100","","-1500","2","2","-140","","0"
"14","0","","14101","","-1500","111","33","-140","","0"
"14","0","","14102","","-1150","13","2","-140","","0"
"14","0","","14103","","-1150","112","33","-190","","0"
"14","","","14104","","0","2","4","","",""
"14","","","14105","","0","13","4","","",""
"14","","","14106","","smokeL","111","37","","",""
"14","","","14107","","sweatL_Loop2","112","37","","",""
"14","0","","14108","","1150","2","2","-140","","7.5"
"14","0","","14109","","1150","111","33","-140","","7.5"
"14","0","","14110","","1500","13","2","-140","","7.5"
"14","0","","14111","","1500","112","33","-190","","7.5"
"14","","","14112","","0","1.5","93","","",""
"14","","","14113","","vo_alces_1403","vo_alces","21","0","","0"
"14","0","0","14114","0.5","忍，救命啊──！！","13","11","10","0","1"
"14","","","14115","","0","1.5","93","","",""
"14","1","0.2","14116","","idle_normal_in","103111","3","0","0.2","idle_normal"
"14","","","14117","","","14114","91","0","","0"
"14","","0.2","14118","","sad_talk_dead","103111","3","1","",""
"14","","","14119","","vo_alces_1404","vo_alces","21","0","","0"
"14","0","0","14120","0.5","……這是因果報應啊，爸爸。","103111","11","10","0","1"
"14","","","14121","","0","3.5","93","","",""
"14","","","14122","","se_alces_skull_chase1","se_alces","23","0","",""
"14","0","","14123","","1500","2","2","-140","","0"
"14","0","","14124","","1500","111","33","-140","","0"
"14","0","","14125","","1150","13","2","-140","","0"
"14","0","","14126","","1150","112","33","-190","","0"
"14","","","14127","","1","2","4","","",""
"14","","","14128","","1","13","4","","",""
"14","","","14129","","smokeR","111","37","","",""
"14","","","14130","","sweatR_Loop","112","37","","",""
"14","0","","14131","","-1150","2","2","-140","","7.5"
"14","0","","14132","","-1150","111","33","-140","","7.5"
"14","0","","14133","","-1500","13","2","-140","","7.5"
"14","0","","14134","","-1500","112","33","-190","","7.5"
"14","","","14135","","","14120","91","0","","0"
"14","","0.2","14136","","sad_idle_normal","103111","3","1","",""
"14","","","14137","","0","3.6","93","","",""
"14","1","0.2","14138","","idle_normalR_in","103111","3","0","0","idle_normalR"
"14","","","14139","","0","3.9","93","","",""
"14","","","14140","","0","0","22","","",""
"14","","","14141","","se_alces_skull_chase1","se_alces","23","0","",""
"14","0","","14142","","-1500","2","2","-140","","0"
"14","0","","14143","","-1500","111","33","-140","","0"
"14","0","","14144","","-1150","13","2","-140","","0"
"14","0","","14145","","-1150","112","33","-190","","0"
"14","","","14146","","0","2","4","","",""
"14","","","14147","","0","13","4","","",""
"14","","","14148","","smokeL","111","37","","",""
"14","","","14149","","sweatL_Loop2","112","37","","",""
"14","0","","14150","","1150","2","2","-140","","7.5"
"14","0","","14151","","1150","111","33","-140","","7.5"
"14","0","","14152","","1500","13","2","-140","","7.5"
"14","0","","14153","","1500","112","33","-190","","7.5"
"14","","","14154","","0","3","93","","",""
"14","1","0.2","14155","","idle_normal_in","103111","3","0","0","idle_normal"
"14","","","14156","","0","4.5","93","","",""
"14","","","14157","","se_alces_skull_chase1","se_alces","23","0","",""
"14","0","","14158","","1500","2","2","-140","","0"
"14","0","","14159","","1500","111","33","-140","","0"
"14","0","","14160","","1150","13","2","-140","","0"
"14","0","","14161","","1150","112","33","-190","","0"
"14","","","14162","","1","2","4","","",""
"14","","","14163","","1","13","4","","",""
"14","","","14164","","smokeR","111","37","","",""
"14","","","14165","","sweatR_Loop","112","37","","",""
"14","0","","14166","","-1150","2","2","-140","","7.5"
"14","0","","14167","","-1150","111","33","-140","","7.5"
"14","0","","14168","","-1500","13","2","-140","","7.5"
"14","0","","14169","","-1500","112","33","-190","","7.5"
"14","","","14170","","0","3.5","93","","",""
"14","1","0.2","14171","","idle_normalR_in","103111","3","0","0","idle_normalR"
"14","","","14172","","0","4","93","","",""
"14","","","14173","","","14141","101","0","","0"
"15","-130","1.43","15001","walk_jog_talkjoy2","2","2","5","100","0","100"
"15","-130","1.4","15002","sit_readPaper","3","3","5","101","1","400"
"15","","","15003","","0","0","91","","",""
"15","0","","15004","","235","2","2","-130","","0.8"
"15","","","15005","","0","0.5","93","0","","0"
"15","","","15006","","vo_alces_1500","vo_alces","21","0","","0"
"15","0","0","15007","0.5","我去跑腿回來囉～\n苑姑姑～","2","11","10","0","1"
"15","","","15008","","0","0.3","93","","",""
"15","","0.2","15009","","talk_normal","2","3","1","",""
"15","","","15010","","","15007","91","","",""
"15","","","15011","","0.5","0","22","","",""
"15","","0.2","15012","","idle_normal","2","3","1","",""
"15","","","15013","","0","1","93","","",""
"15","1","0.2","15014","","sit_readPaperTurn","3","3","0","0","sit_readPaper"
"15","","","15015","","0","0.5","93","","",""
"15","","","15016","","vo_alces_1501","vo_alces","21","0","","0"
"15","0","0","15017","0.5","……苑姑姑～！","2","11","10","0","1"
"15","","","15018","","0","0.3","93","","",""
"15","1","0.2","15019","","smile_normal","2","3","0","0","idle_normal"
"15","","","15020","","","15017","91","0","","0"
"15","","","15021","","0.5","0","22","","",""
"15","","","15022","","0","0.5","93","","",""
"15","","0.2","15023","","sad_idle_surprise","2","3","1","",""
"15","","","15024","","1","1","93","","",""
"15","1","0.2","15025","","sit_readPaperTurn","3","3","0","0","sit_readPaper"
"15","","","15026","","0","1.2","93","","",""
"15","","0.2","15027","","anger_talk_pain","2","3","1","",""
"15","","","15028","","vo_alces_1502","vo_alces","21","0","","0"
"15","0","0","15029","0.5","苑姑姑～！！！","2","11","10","0","1"
"15","","","15030","","","0","91","0","","0"
"15","","","15031","","0.5","0","22","","",""
"15","","0.2","15032","","anger_idle_angerR","2","3","1","",""
"15","","","15033","","1","1.2","93","","",""
"15","","","15034","","se_alces_emotion_quiet","se_alces","23","","",""
"15","0","10","15035","","12","3","12","1","0","0"
"15","","","15036","","0","2.5","93","","",""
"15","","","15037","","se_alces_emotion_notice","se_alces","23","","",""
"15","0","0","15038","","10","2","12","0.3","0","0"
"15","1","0.2","15039","","notice_in_talk2","2","3","0","0","notice_loop_talk2"
"15","","","15040","","0","1.4","93","","",""
"15","","0.2","15041","","talk_normal_normal2","2","3","1","",""
"15","","","15042","","vo_alces_1503","vo_alces","21","0","","0"
"15","0","0","15043","0.5","苑姐姐。","2","11","10","0","1"
"15","","","15044","","","0","91","0","","0"
"15","","0.2","15045","","idle_normal","2","3","1","",""
"15","","0.2","15046","","sit_out_smile","3","3","1","",""
"15","","","15047","","1","0.5","93","","",""
"15","1","0.2","15048","","sono_cool_in","3","3","0","0","sono_cool_talk"
"15","","0.2","15049","","surprise_idle_shy","2","3","1","",""
"15","","","15050","","vo_alces_1504","vo_alces","21","0","","0"
"15","0","0","15051","2.2","很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","3","11","10","0","1"
"15","","","15052","","","0","91","0","","0"
"15","","","15053","","0.5","0","22","","",""
"15","1","0.2","15054","","sono_armcrossed_in","3","3","0","0","sono_armcrossed_idle"
"15","","","15055","","0","0.5","93","","",""
"15","","","15056","","se_alces_emotion_sweat","se_alces","23","","",""
"15","0","0","15057","","2","2","12","1.5","0","0"
"15","","0.2","15058","","talk_normal_nervous","2","3","1","",""
"15","","","15059","","0","0.8","93","","",""
"15","","0.2","15060","","sono_armcrossed_talk","3","3","1","",""
"15","","","15061","","0","1.7","93","","",""
"15","","0.2","15062","","iroha_idle_Ex0001","2","3","1","",""
"15","","0.2","15063","","sono_armcrossed_idle","3","3","1","",""
"15","","","15064","","0","1","93","","",""
"15","","","15065","","0","0","22","","",""
"15","","","15066","","0","3","93","","",""
"15","","","15067","","","15066","101","0","","0"
"16","-160","1.45","16001","iroha_idle_dere_glass","5","5","5","103","1","150"
"16","1","0","16002","","11","11","31","150","","-160"
"16","-160","1.45","16003","empty","1001","10","5","104","1","150"
"16","-160","1.41","16004","sono_walk_scare","3","3","5","102","1","1000"
"16","-160","1.41","16005","empty","1002","10","5","103","1","300"
"16","","","16006","","130","3","13","110","",""
"16","-150","1.42","16007","idle_normal","132211","1","1","100","0","-50"
"16","-150","1.42","16008","empty","1003","10","5","101","0","-50"
"16","","","16009","","0","0","91","","",""
"16","1","0.2","16010","","iroha_doya_in_glass","5","3","0","0","iroha_doya_talk_glass"
"16","","","16011","","0","0.5","93","","",""
"16","","","16012","","vo_alces_1600","vo_alces","21","0","","0"
"16","0","0","16013","4.9","欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","5","11","10","0","1"
"16","","","16014","","","0","91","0","","0"
"16","","0.2","16015","","iroha_doya_idle_glass","5","3","1","",""
"16","","0.2","16016","","surprise_talk","132211","3","1","",""
"16","","","16017","","vo_alces_1601","vo_alces","21","0","","0"
"16","0","0","16018","0.8","怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","132211","11","10","0","1"
"16","","","16019","","","0","91","0","","0"
"16","","0.2","16020","","surprise_idle","132211","3","1","",""
"16","1","0.2","16021","","iroha_cool_in_glass","5","3","0","0","iroha_cool_talk_glass"
"16","","","16022","","vo_alces_1602","vo_alces","21","0","","0"
"16","0","0","16023","1.6","對啊──我是苑喔。\n身材姣好對吧？","5","11","10","0","1"
"16","","","16024","","","0","91","0","","0"
"16","","","16025","","0.5","0","22","","",""
"16","0","","16026","","300","3","2","-160","","4"
"16","1","0.2","16027","","sono_walk_scare","3","3","0","0.2","sono_armcrossed_idle"
"16","1","0.2","16028","","iroha_armcrossed_in_glass","5","3","0","0","iroha_armcrossed_talk_glass"
"16","","","16029","","0","0.5","93","","",""
