c518d63fc74ae42f2fe2092800a36a4b49d03ae6e4b2b81fa0208e3e9c119b26,5b3211fabb0a6dfd4a812277f3abe79d7472aa95bdffe92fc30ca432c277f470,609b5eb5c1f90f91a9060119dcabd0f6470d3cbae51ec2ddbd85bf6282d92c53,32d9bf24e2e89a6466d926afd04750027754a63d75241b117bc0578fbfe5235e,ef430d737b187193223447c8a64901ba8e7480f3198d22519b14a3553f69401b,c9db0d2330fc892cfa5fb3d93f90b3957b80edc568e9168deae91294811075af
"113601","1015006","2024/12/01 16:00:00","3002","10150015","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"113601","1015006","2024/12/01 16:00:00","3013","10150016","Boss的環境效果無效"
"107501","1015006","2024/12/01 16:00:00","3001","10150017","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"107501","1015006","2024/12/01 16:00:00","3002","10150018","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"107501","1015006","2024/12/01 16:00:00","3013","10150019","Boss的環境效果無效"
"124501","1015006","2024/12/01 16:00:00","3002","10150020","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"124501","1015006","2024/12/01 16:00:00","3013","10150021","Boss的環境效果無效"
"122801","1015006","2024/12/01 16:00:00","3001","10150022","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"122801","1015006","2024/12/01 16:00:00","3002","10150023","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"122801","1015006","2024/12/01 16:00:00","3013","10150024","Boss的環境效果無效"
"122501","1015006","2024/12/01 16:00:00","3001","10150025","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"122501","1015006","2024/12/01 16:00:00","3002","10150026","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"122501","1015006","2024/12/01 16:00:00","3013","10150027","Boss的環境效果無效"
"109901","1015206","2025/01/01 16:00:00","3003","10152001","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"109901","1015206","2025/01/01 16:00:00","3002","10152002","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"109901","1015206","2025/01/01 16:00:00","3010","10152003","戰鬥開始90秒內，大幅度提升TP上升。"
"109901","1015206","2025/01/01 16:00:00","3013","10152004","Boss的沉默無效"
"109801","1015206","2025/01/01 16:00:00","3003","10152005","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"109801","1015206","2025/01/01 16:00:00","3002","10152006","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"109801","1015206","2025/01/01 16:00:00","3010","10152007","戰鬥開始90秒內，大幅度提升TP上升。"
"109801","1015206","2025/01/01 16:00:00","3013","10152008","Boss的沉默無效"
"109701","1015206","2025/01/01 16:00:00","3001","10152009","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"109701","1015206","2025/01/01 16:00:00","3002","10152010","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"109701","1015206","2025/01/01 16:00:00","3010","10152011","戰鬥開始90秒內，大幅度提升TP上升。"
"109701","1015206","2025/01/01 16:00:00","3013","10152012","Boss的沉默無效"
"132001","1015206","2025/01/14 16:00:00","3003","10152013","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"132001","1015206","2025/01/14 16:00:00","3002","10152014","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"132001","1015206","2025/01/14 16:00:00","3013","10152015","Boss的沉默無效"
"131901","1015206","2025/01/01 16:00:00","3003","10152016","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"131901","1015206","2025/01/01 16:00:00","3002","10152017","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"131901","1015206","2025/01/01 16:00:00","3010","10152018","戰鬥開始90秒內，大幅度提升TP上升。"
"131901","1015206","2025/01/01 16:00:00","3013","10152019","Boss的沉默無效"
"122701","1015206","2025/01/01 16:00:00","3003","10152020","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"122701","1015206","2025/01/01 16:00:00","3002","10152021","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"122701","1015206","2025/01/01 16:00:00","3013","10152022","Boss的沉默無效"
"107601","1015206","2025/01/01 16:00:00","3001","10152023","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"107601","1015206","2025/01/01 16:00:00","3002","10152024","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"107601","1015206","2025/01/01 16:00:00","3013","10152025","Boss的沉默無效"
"110301","1015206","2025/01/01 16:00:00","3001","10152026","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"110301","1015206","2025/01/01 16:00:00","3002","10152027","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"110301","1015206","2025/01/01 16:00:00","3013","10152028","Boss的沉默無效"
"126601","1015206","2025/01/01 16:00:00","3003","10152029","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"126601","1015206","2025/01/01 16:00:00","3002","10152030","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"126601","1015206","2025/01/01 16:00:00","3013","10152031","Boss的沉默無效"
"113501","1015206","2025/01/01 16:00:00","3003","10152032","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"113501","1015206","2025/01/01 16:00:00","3002","10152033","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"113501","1015206","2025/01/01 16:00:00","3013","10152034","Boss的沉默無效"
"126901","1015206","2025/01/01 16:00:00","3003","10152035","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"126901","1015206","2025/01/01 16:00:00","3002","10152036","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"126901","1015206","2025/01/01 16:00:00","3013","10152037","Boss的沉默無效"
"132101","1015206","2025/01/01 16:00:00","3001","10152038","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"132101","1015206","2025/01/01 16:00:00","3002","10152039","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"132101","1015206","2025/01/01 16:00:00","3013","10152040","Boss的沉默無效"
"102901","1015406","2025/02/01 16:00:00","3001","10154001","戰鬥開始90秒內超大幅度提升物理攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力"
"102901","1015406","2025/02/01 16:00:00","3002","10154002","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"102901","1015406","2025/02/01 16:00:00","3013","10154003","Boss的麻痺無效"
"111601","1015406","2025/02/01 16:00:00","3001","10154004","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"111601","1015406","2025/02/01 16:00:00","3002","10154005","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"111601","1015406","2025/02/01 16:00:00","3010","10154006","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"111601","1015406","2025/02/01 16:00:00","3013","10154007","Boss的麻痺無效"
"117201","1015406","2025/02/01 16:00:00","3001","10154008","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"117201","1015406","2025/02/01 16:00:00","3002","10154009","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"117201","1015406","2025/02/01 16:00:00","3013","10154010","Boss的麻痺無效"
"124801","1015406","2025/02/01 16:00:00","3001","10154011","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"124801","1015406","2025/02/01 16:00:00","3002","10154012","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"124801","1015406","2025/02/01 16:00:00","3013","10154013","Boss的麻痺無效"
"132201","1015406","2025/02/01 16:00:00","3003","10154014","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"132201","1015406","2025/02/01 16:00:00","3002","10154015","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"132201","1015406","2025/02/01 16:00:00","3010","10154016","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"132201","1015406","2025/02/01 16:00:00","3013","10154017","Boss的麻痺無效"
"104201","1015406","2025/02/01 16:00:00","3003","10154018","戰鬥開始90秒內超大幅度提升魔法攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力"
"104201","1015406","2025/02/01 16:00:00","3002","10154019","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"104201","1015406","2025/02/01 16:00:00","3010","10154020","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"104201","1015406","2025/02/01 16:00:00","3013","10154021","Boss的麻痺無效"
"105401","1015406","2025/02/01 16:00:00","3001","10154022","戰鬥開始90秒內超大幅度提升物理攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力"
"105401","1015406","2025/02/01 16:00:00","3002","10154023","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"105401","1015406","2025/02/01 16:00:00","3013","10154024","Boss的麻痺無效"
"108401","1015406","2025/02/01 16:00:00","3003","10154025","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"108401","1015406","2025/02/01 16:00:00","3002","10154026","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"108401","1015406","2025/02/01 16:00:00","3013","10154027","Boss的麻痺無效"
"117301","1015406","2025/02/01 16:00:00","3003","10154028","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"117301","1015406","2025/02/01 16:00:00","3002","10154029","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"117301","1015406","2025/02/01 16:00:00","3010","10154030","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"117301","1015406","2025/02/01 16:00:00","3013","10154031","Boss的麻痺無效"
"113901","1015406","2025/02/01 16:00:00","3001","10154032","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"113901","1015406","2025/02/01 16:00:00","3002","10154033","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"113901","1015406","2025/02/01 16:00:00","3013","10154034","Boss的麻痺無效"
"117401","1015406","2025/02/01 16:00:00","3001","10154035","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"117401","1015406","2025/02/01 16:00:00","3002","10154036","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"117401","1015406","2025/02/01 16:00:00","3013","10154037","Boss的麻痺無效"
"130201","1015606","2025/03/01 16:00:00","3001","10156001","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"130201","1015606","2025/03/01 16:00:00","3010","10156002","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"130001","1015606","2025/03/12 16:00:00","3002","10156003","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力"
"130001","1015606","2025/03/12 16:00:00","3004","10156004","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力"
"129701","1015606","2025/03/01 16:00:00","3001","10156005","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力"
"129701","1015606","2025/03/01 16:00:00","3014","10156006","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"105801","1015606","2025/03/01 16:00:00","3002","10156007","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力"
"105801","1015606","2025/03/01 16:00:00","3004","10156008","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力"
"126501","1015606","2025/03/01 16:00:00","3003","10156009","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力"
"126501","1015606","2025/03/01 16:00:00","3014","10156010","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"126001","1015606","2025/03/01 16:00:00","3001","10156011","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力"
"126001","1015606","2025/03/01 16:00:00","3014","10156012","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"126101","1015606","2025/03/01 16:00:00","3003","10156013","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"126101","1015606","2025/03/01 16:00:00","3010","10156014","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"125801","1015606","2025/03/01 16:00:00","3001","10156015","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"125801","1015606","2025/03/01 16:00:00","3010","10156016","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"101801","1015806","2025/04/01 16:00:00","3011","10158001","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力"
"101801","1015806","2025/04/01 16:00:00","3011","10158002","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力"
"126501","1015806","2025/04/01 16:00:00","3003","10158003","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"126501","1015806","2025/04/01 16:00:00","3010","10158004","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"110101","1015806","2025/04/01 16:00:00","3003","10158005","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力"
"110101","1015806","2025/04/01 16:00:00","3014","10158006","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"119001","1015806","2025/04/01 16:00:00","3011","10158007","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力"
"119001","1015806","2025/04/01 16:00:00","3011","10158008","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力"
"132901","1015806","2025/04/10 16:00:00","3011","10158009","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力"
"132901","1015806","2025/04/10 16:00:00","3011","10158010","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力"
"132801","1015806","2025/04/01 16:00:00","3003","10158011","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"132801","1015806","2025/04/01 16:00:00","3010","10158012","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"105001","1015806","2025/04/01 16:00:00","3003","10158013","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"105001","1015806","2025/04/01 16:00:00","3010","10158014","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"100801","1015806","2025/04/01 16:00:00","3011","10158015","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力"
"100801","1015806","2025/04/01 16:00:00","3011","10158016","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力"
"108301","1015806","2025/04/01 16:00:00","3003","10158017","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"108301","1015806","2025/04/01 16:00:00","3010","10158018","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"121401","1015806","2025/04/01 16:00:00","3003","10158019","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力"
"121401","1015806","2025/04/01 16:00:00","3014","10158020","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"117601","1015806","2025/04/01 16:00:00","3003","10158021","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力"
"117601","1015806","2025/04/01 16:00:00","3014","10158022","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"126301","1015806","2025/04/01 16:00:00","3003","10158023","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力"
"126301","1015806","2025/04/01 16:00:00","3014","10158024","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"127901","1015806","2025/04/01 16:00:00","3002","10158025","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力"
"127901","1015806","2025/04/01 16:00:00","3004","10158026","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力"
"102801","1016006","2025/05/01 16:00:00","3010","10160001","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。"
"102801","1016006","2025/05/01 16:00:00","3010","10160002","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）"
"105301","1016006","2025/05/01 16:00:00","3001","10160003","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力"
"105301","1016006","2025/05/01 16:00:00","3014","10160004","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"110301","1016006","2025/05/01 16:00:00","3010","10160005","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。"
"110301","1016006","2025/05/01 16:00:00","3010","10160006","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）"
"114501","1016006","2025/05/01 16:00:00","3002","10160007","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力"
"114501","1016006","2025/05/01 16:00:00","3004","10160008","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力"
"127501","1016006","2025/05/01 16:00:00","3005","10160009","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。"
"127501","1016006","2025/05/01 16:00:00","3013","10160010","戰鬥開始後，\n我方全體無法行動狀態無效2次。"
"133501","1016006","2025/05/04 16:00:00","3003","10160011","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力"
"133501","1016006","2025/05/04 16:00:00","3014","10160012","戰鬥開始後，大幅恢復我方全體的ＴＰ"
"180901","1016006","2025/05/01 16:00:00","3001","10160013","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"180901","1016006","2025/05/01 16:00:00","3010","10160014","戰鬥開始90秒內，大幅度提升TP上升。"
"114201","1016006","2025/05/01 16:00:00","3005","10160015","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。"
"114201","1016006","2025/05/01 16:00:00","3013","10160016","戰鬥開始後，\n我方全體無法行動狀態無效2次。"
"125201","1016006","2025/05/01 16:00:00","3011","10160017","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力"
"125201","1016006","2025/05/01 16:00:00","3011","10160018","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力"
"133201","1016006","2025/05/01 16:00:00","3001","10160019","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"133201","1016006","2025/05/01 16:00:00","3010","10160020","戰鬥開始90秒內，大幅度提升TP上升。"
