e5fab68258878820593087b5c513aae6889814e750d97d17c2d3b9ce665e7e9a,b1c47c26b780bd01819306c3343fc0e87d71200355cf9014caaaade8fd5dbd39,90d9f84dbfbeda046c428319fe3442a03b13c5feab29b4836889bdb1280bd7ff,0f82f7758d07af8f185244d3509a3b2798579b4fb5ea8db4d6be83429f0adf10,ca9208bf2a6259a6228df4fed2c8f0cf042c3b69f8baeeddc1e45be734ea8e4b,125121bcbf516b1d5f15ffe40b708bd2baf5eb70bdbb49a1956c13c9cba2aa94,d9c2791b9dab3ab21614673230e8d2f5b6a0278276bdf8f1819e1f14f20057f5,d0305b71ab290185e06cfd000731eb9e58c71d09e04b64101c2860f83fecd8bc,78c7bf73fe0e2ad8d7c343cf2e5a19005bf06df22b03be03063772d47f249ff4,91d7831d8f59455a632b00a574ef54d954ee8e049925783b8fefac562d8a5943,823999135f6f16aa63d5e6c92d05de8d630682110cd6b5e60fbe7afab89eaea0,0c365f936b71e11aa55b87a2875b6ef78c2d9ac518ddafc6142c770f89c3d983,a95945218456438e84fc8bf546f7169c8a931fac9a03da83a97eef868cdb577a,4db8df36c805179cb8798088d601f6e70f1bac2e8e03b2935ac59abf96908643,fec265bf65f4e41990cb3224bcd5dc0a466443e5730f3351c43875bacfb5bc12,6c571a85f1b59970aeaf2393ef99f9d64529329553ecc1480cc6a9a5f2de65b0,4274a908edda8f44a55a24bf5c782ec97d177dd07ed0101b85499fdf552636d2,49081523b231a74bd0ebf4d39cf43a2375962573ca746e8e373e546b62c10477,8c71cd4d36fa211b6c6efaf5568855bde379c118d317ad94c7d91243700cb0ab,68c7e8f25bb210855297c4c0bf14f0991301d2842f42681c7055e0ec434ab59f,f6c00046acd8d6c082d0072561d3f95f07c39335da64abbf9d14576a8e5c1442,813235bc7b4008dbe88fb12405e998d2f2d81f1740017a03509b31b2c8f642ff,58950e6d4d9fd3dea86aa2c89e6f022e837ee6dc05f9a7867f092139d50f5409,9400c68846169e26ff7b6ed749562c289d55de584d81ab5808a177508bf43c7c,4aa9eb97b10357ba8357355b6059d138ffa59e7a8eb99173a1b0b00842bd674a,1482964f9aebf4e2216e6d2b09364a31a9a3601115d83127ec4a1106dc07ca8a,164505d93ab684cbd1ce3c85f163785927d2e1621c02d0ecc7a260215899f6bc,82d36aace32cbe7aeaf3cd2dd5c93d6449049d3b6b3952539c9151dd34a8780e,97d420ae5808682e980e399586261cdb169b52059f55166a6b687cb2ab68f940,08b0a8003ff2549a0dfaaa69f9249a55e63952be5f5a6536f1da104d86c72ccd,bd6752a33b9d808577d17bdd008c1d006256a802951aad0a6a24d36eaad2fa04,c15496de9d3438bb257bcb368f62fc2e68c43b808edd17f90301f48a16197a44,4ac52106264bf390be8a7f01681b4b032c65c189ded40c926781607343926f77,04482d2d02cb0bc00a45263fb0faa72be43080c4039698a44cff2164a9875be8,ac4a9f6d31d97350cb076eaa8f5fb7640e015c1dc45a2a2dcd7b1518209946f6,433f878a88ca3ece36d0fc468e093ff44292e91ce83a6b2f4f8a65404d38b5f6,6b9676b419b5303835281cb3bb4564fcc43471f3efc35adfec74093ac7130166,cf9f81d46f86b9c79f94426da649ef3934ad974d23d4d9f73bc92f3da07a2e10,8c67177cd62764d2d853a40c36740b385f5278e396b36cb6547b8610684141c2,285d96a807a15057bd958811e35757a86d90615977b7f75854aab9c6d71f218e,ab59beffd9355861ce2baa153182ddefb95e0716d7c016f66cb1ce54b24458a3,fe28801b9e504bd498c61ef026be087f2271aced52407fb70d62f22762f9edeb,201a72fe74932fcb066fc7c9f8a8bb77027eb7fde80f040c76abd2d891afa416,2abc6e620674cf10cd86bfcb6c575b6fa8257f46823ab56d68b08e122196feae,0a640af1150ddfaa0667362de395ab6ff469325841eaa7aa90e6a7d54437ff0f,12ba17e287f00b3e8655ebe7f8984036760b7faa2a05eb9a182acde817d14acb,6cebf289f13500a2a41ff687db33b223f2b00f0168539176de570bda89a54f7a,1f450b739234a6f04879736fba1bb4ff0bc27ec5f1cec25d30fef14635baca4e,c685f456dc9b88d68630f7b778bd385d48a968d9a715711522aa8e27a31ad133,9ff002622ceae9478b47ee50ed0c78578fd88736bcb5f213f1c3e0829691f505,999d80db16e1e834f17a4aee0158b1243c60c2e5c4b00ba3c8ff8d8fcb24e750,8c52a008b6df19e206e51244f78a0b437bcde4ea3e7892c3a017b6286d8c29d5,4406790b925387f81cc40b0709c8ba8f69dd8ecc6f8ef7eb653aa3e69e858f15
"馬提爾德岩峰‧南部 22-14","101632","10","bgm_M170","125372","0","9022156","10","25015","0","2019/09/17 16:00:00","0","0","0","0","0","101221407","0","90","100450","125012","2030/12/31 14:59:59","11022","-50","9022155","bgm_M170","101631","0","0","125223","101632","10","0","0","bgm_M170","211001000","bgm_M170","70","215","110220141","0","0","630","110220142","bgm_M170","11022014","110220143","110220141","0","0","bgm_M170","101633","0"
"馬提爾德岩峰‧北部 23-1","100102","10","bgm_M169","125043","0","0","10","0","0","2019/09/17 16:00:00","0","0","0","0","0","101230102","101230103","90","100450","125312","2030/12/31 14:59:59","11023","-50","0","bgm_M169","100101","0","0","125103","100102","10","0","101230105","bgm_M169","211001000","bgm_M169","0","215","110230011","0","0","-680","110230012","bgm_M169","11023001","110230013","110230011","0","0","bgm_M169","100103","0"
"馬提爾德岩峰‧北部 23-2","100038","10","bgm_M169","115073","0","0","10","0","0","2019/09/17 16:00:00","0","101230202","0","0","0","101230203","101230204","90","100050","125522","2030/12/31 14:59:59","11023","-50","0","bgm_M169","100037","0","0","125223","100038","10","0","101230201","bgm_M169","211001000","bgm_M169","60","215","110230021","0","0","-520","110230022","bgm_M169","11023002","110230023","110230021","0","0","bgm_M169","100039","0"
"馬提爾德岩峰‧北部 23-3","100102","10","bgm_M169","125013","0","0","10","0","0","2019/09/17 16:00:00","0","101230302","0","0","0","101230301","101230303","90","100450","125431","2030/12/31 14:59:59","11023","-50","0","bgm_M169","100101","0","0","125253","100102","10","0","101230304","bgm_M169","211001000","bgm_M169","40","215","110230031","0","0","-350","110230032","bgm_M169","11023003","110230033","110230031","0","0","bgm_M169","100103","0"
"馬提爾德岩峰‧北部 23-4","101672","10","bgm_M169","115133","0","0","10","0","0","2019/09/17 16:00:00","0","0","0","0","0","101230401","101230405","90","100460","125342","2030/12/31 14:59:59","11023","-50","0","bgm_M169","101671","0","0","115583","101672","10","0","101230403","bgm_M169","211001000","bgm_M169","-105","215","110230041","0","0","-480","110230042","bgm_M169","11023004","110230043","110230041","0","0","bgm_M169","101673","0"
"馬提爾德岩峰‧北部 23-5","101672","10","bgm_M169","115163","0","0","10","0","0","2019/09/17 16:00:00","0","101230503","0","0","0","101230501","101230506","90","100460","125282","2030/12/31 14:59:59","11023","-50","0","bgm_M169","101671","0","0","115613","101672","10","0","101230504","bgm_M169","211001000","bgm_M169","-175","215","110230051","0","0","-320","110230052","bgm_M169","11023005","110230053","110230051","0","0","bgm_M169","101673","0"
"馬提爾德岩峰‧北部 23-6","100015","10","bgm_M169","125193","0","0","10","0","0","2019/09/17 16:00:00","0","101230609","0","0","0","101230601","101230606","90","100020","125431","2030/12/31 14:59:59","11023","-50","0","bgm_M169","100014","0","0","115553","100015","10","0","101230605","bgm_M169","211001000","bgm_M169","-150","215","110230061","0","0","-130","110230062","bgm_M169","11023006","110230063","110230061","0","0","bgm_M169","100016","0"
"馬提爾德岩峰‧北部 23-7","101622","10","bgm_M169","125103","0","0","10","0","0","2019/09/17 16:00:00","0","101230703","0","0","0","101230701","101230704","90","100450","125372","2030/12/31 14:59:59","11023","-50","0","bgm_M169","101621","0","0","115583","101622","10","0","101230702","bgm_M169","211001000","bgm_M169","15","215","110230071","0","0","-170","110230072","bgm_M169","11023007","110230073","110230071","0","0","bgm_M169","101623","0"
"馬提爾德岩峰‧北部 23-8","101622","10","bgm_M169","115073","0","0","10","0","0","2019/09/17 16:00:00","0","101230806","0","0","0","101230802","101230803","90","100450","125342","2030/12/31 14:59:59","11023","-50","0","bgm_M169","101621","101230807","0","115613","101622","10","0","101230805","bgm_M169","211001000","bgm_M169","45","215","110230081","0","0","0","110230082","bgm_M169","11023008","110230083","110230081","0","0","bgm_M169","101623","0"
"馬提爾德岩峰‧北部 23-9","101622","10","bgm_M169","125223","0","0","10","0","0","2019/09/17 16:00:00","0","101230906","0","0","0","101230901","101230909","90","100450","125522","2030/12/31 14:59:59","11023","-50","0","bgm_M169","101621","0","0","115553","101622","10","0","101230904","bgm_M169","211001000","bgm_M169","-85","215","110230091","0","0","125","110230092","bgm_M169","11023009","110230093","110230091","0","0","bgm_M169","101623","0"
"馬提爾德岩峰‧北部 23-10","101672","10","bgm_M169","125043","0","0","10","25011","0","2019/09/17 16:00:00","0","101231003","0","0","0","101231001","101231005","90","100460","125431","2030/12/31 14:59:59","11023","-50","0","bgm_M169","101671","0","0","115583","101672","10","0","101231007","bgm_M169","211001000","bgm_M169","35","215","110230101","0","0","270","110230102","bgm_M169","11023010","110230103","110230101","0","0","bgm_M169","101673","0"
"馬提爾德岩峰‧北部 23-11","100015","10","bgm_M169","125013","0","0","10","25012","0","2019/09/17 16:00:00","0","101231107","0","0","0","101231101","101231110","90","100020","125312","2030/12/31 14:59:59","11023","-50","0","bgm_M169","100014","0","0","115613","100015","10","0","101231104","bgm_M169","211001000","bgm_M169","-130","215","110230111","0","0","385","110230112","bgm_M169","11023011","110230113","110230111","0","0","bgm_M169","100016","0"
"馬提爾德岩峰‧北部 23-12","100015","10","bgm_M169","115553","0","0","10","25013","0","2019/09/17 16:00:00","0","101231206","0","0","0","101231201","101231204","90","100020","115073","2030/12/31 14:59:59","11023","-50","0","bgm_M169","100014","0","0","115583","100015","10","0","101231203","bgm_M169","211001000","bgm_M169","-120","215","110230121","0","0","590","110230122","bgm_M169","11023012","110230123","110230121","0","0","bgm_M169","100016","0"
"馬提爾德岩峰‧北部 23-13","101672","10","bgm_M169","115583","0","0","10","25014","0","2019/09/17 16:00:00","0","101231309","0","0","0","101231301","101231310","90","100460","125193","2030/12/31 14:59:59","11023","-50","0","bgm_M169","101671","0","0","115613","101672","10","0","101231303","bgm_M169","211001000","bgm_M169","20","215","110230131","0","0","480","110230132","bgm_M169","11023013","110230133","110230131","0","0","bgm_M169","101673","0"
"馬提爾德岩峰‧北部 23-14","101632","10","bgm_M170","115613","0","9023156","10","25015","0","2019/09/17 16:00:00","0","101231404","0","0","0","101231410","101231403","90","100450","125223","2030/12/31 14:59:59","11023","-50","9023155","bgm_M170","101631","0","0","115553","101632","10","0","101231402","bgm_M170","211001000","bgm_M170","45","215","110230141","0","0","680","110230142","bgm_M170","11023014","110230143","110230141","0","0","bgm_M170","101633","0"
"雷蒂烏斯群峰‧西麓 24-1","101622","10","bgm_M169","125223","0","0","10","0","0","2019/10/15 16:00:00","0","0","0","0","0","101240102","101240103","90","100450","115133","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101621","0","0","115553","101622","10","0","101240104","bgm_M169","211001000","bgm_M169","-170","215","110240011","0","0","-700","110240012","bgm_M169","11024001","110240013","110240011","0","0","bgm_M169","101623","0"
"雷蒂烏斯群峰‧西麓 24-2","100102","10","bgm_M169","115163","0","0","10","0","0","2019/10/15 16:00:00","0","0","0","0","0","101240205","101240203","90","100050","125013","2030/12/31 14:59:59","11024","-50","0","bgm_M169","100101","0","0","115613","100102","10","0","101240202","bgm_M169","211001000","bgm_M169","-210","215","110240021","0","0","-540","110240022","bgm_M169","11024002","110240023","110240021","0","0","bgm_M169","100103","0"
"雷蒂烏斯群峰‧西麓 24-3","101622","10","bgm_M169","125253","0","0","10","0","0","2019/10/15 16:00:00","0","0","0","0","0","101240302","101240304","90","100450","115073","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101621","0","0","115583","101622","10","0","101240307","bgm_M169","211001000","bgm_M169","-150","215","110240031","0","0","-370","110240032","bgm_M169","11024003","110240033","110240031","0","0","bgm_M169","101623","0"
"雷蒂烏斯群峰‧西麓 24-4","101672","10","bgm_M169","115553","0","0","10","0","0","2019/10/15 16:00:00","0","101240403","0","0","0","101240401","101240405","90","100460","115163","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101671","0","0","125491","101672","10","0","101240406","bgm_M169","211001000","bgm_M169","-50","215","110240041","0","0","-500","110240042","bgm_M169","11024004","110240043","110240041","0","0","bgm_M169","101673","0"
"雷蒂烏斯群峰‧西麓 24-5","100038","10","bgm_M169","115613","0","0","10","0","0","2019/10/15 16:00:00","0","101240505","0","0","0","101240504","101240501","90","100020","125043","2030/12/31 14:59:59","11024","-50","0","bgm_M169","100037","0","0","125343","100038","10","0","101240502","bgm_M169","211001000","bgm_M169","20","215","110240051","0","0","-320","110240052","bgm_M169","11024005","110240053","110240051","0","0","bgm_M169","100039","0"
"雷蒂烏斯群峰‧西麓 24-6","100038","10","bgm_M169","115583","0","0","10","0","0","2019/10/15 16:00:00","0","101240607","0","0","0","101240601","101240602","90","100020","125223","2030/12/31 14:59:59","11024","-50","0","bgm_M169","100037","0","0","125373","100038","10","0","101240605","bgm_M169","211001000","bgm_M169","-90","215","110240061","0","0","-190","110240062","bgm_M169","11024006","110240063","110240061","0","0","bgm_M169","100039","0"
"雷蒂烏斯群峰‧西麓 24-7","101782","10","bgm_M169","115553","0","0","10","0","0","2019/10/15 16:00:00","0","101240703","0","0","0","101240701","101240707","90","100450","125193","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101781","0","0","125283","101782","10","0","101240705","bgm_M169","211001000","bgm_M169","30","215","110240071","0","0","-70","110240072","bgm_M169","11024007","110240073","110240071","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧西麓 24-8","101782","10","bgm_M169","115613","0","0","10","0","0","2019/10/15 16:00:00","0","101240806","0","0","0","101240807","101240802","90","100450","125013","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101781","0","0","125313","101782","10","0","101240805","bgm_M169","211001000","bgm_M169","45","215","110240081","0","0","100","110240082","bgm_M169","11024008","110240083","110240081","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧西麓 24-9","101672","10","bgm_M169","115583","0","0","10","0","0","2019/10/15 16:00:00","0","101240905","0","0","0","101240902","101240908","90","100460","125103","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101671","0","0","125462","101672","10","0","101240904","bgm_M169","211001000","bgm_M169","-125","215","110240091","0","0","50","110240092","bgm_M169","11024009","110240093","110240091","0","0","bgm_M169","101673","0"
"雷蒂烏斯群峰‧西麓 24-10","101672","10","bgm_M169","115553","0","0","10","25011","0","2019/10/15 16:00:00","0","101241002","0","0","0","101241001","101241008","90","100460","115073","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101671","0","0","125343","101672","10","0","101241004","bgm_M169","211001000","bgm_M169","-185","215","110240101","0","0","220","110240102","bgm_M169","11024010","110240103","110240101","0","0","bgm_M169","101673","0"
"雷蒂烏斯群峰‧西麓 24-11","101622","10","bgm_M169","115583","0","0","10","25012","0","2019/10/15 16:00:00","0","101241107","0","0","0","101241101","101241103","90","100450","125253","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101621","101241105","0","125373","101622","10","0","101241104","bgm_M169","211001000","bgm_M169","-20","215","110240111","0","0","295","110240112","bgm_M169","11024011","110240113","110240111","0","0","bgm_M169","101623","0"
"雷蒂烏斯群峰‧西麓 24-12","101782","10","bgm_M169","125491","0","0","10","25013","0","2019/10/15 16:00:00","0","101241203","0","0","0","101241201","101241202","90","100450","115553","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101781","0","0","125313","101782","10","0","101241204","bgm_M169","211001000","bgm_M169","-125","215","110240121","0","0","430","110240122","bgm_M169","11024012","110240123","110240121","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧西麓 24-13","101782","10","bgm_M169","125462","0","0","10","25014","0","2019/10/15 16:00:00","0","101241303","0","0","0","101241301","101241308","90","100450","115583","2030/12/31 14:59:59","11024","-50","0","bgm_M169","101781","101241306","0","125373","101782","10","0","101241304","bgm_M169","211001000","bgm_M169","-110","215","110240131","0","0","610","110240132","bgm_M169","11024013","110240133","110240131","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧西麓 24-14","101792","10","bgm_M170","125283","0","9024156","10","25015","0","2019/10/15 16:00:00","0","0","0","0","0","101241410","0","90","100450","115613","2030/12/31 14:59:59","11024","-50","9024155","bgm_M170","101791","0","0","125343","101792","10","0","0","bgm_M170","211001000","bgm_M170","45","215","110240141","0","0","680","110240142","bgm_M170","11024014","110240143","110240141","0","0","bgm_M170","101793","0"
"雷蒂烏斯群峰‧東麓 25-1","101622","10","bgm_M169","125462","0","0","10","0","0","2019/11/15 16:00:00","0","0","0","0","0","101250102","101250105","90","100450","115583","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101621","0","0","125283","101622","10","0","101250104","bgm_M169","211001000","bgm_M169","50","215","110250011","0","0","-720","110250012","bgm_M169","11025001","110250013","110250011","0","0","bgm_M169","101623","0"
"雷蒂烏斯群峰‧東麓 25-2","100102","10","bgm_M169","125313","0","0","10","0","0","2019/11/15 16:00:00","0","101250205","0","0","0","101250202","101250203","90","100020","115613","2030/12/31 14:59:59","11025","-50","0","bgm_M169","100101","0","0","125343","100102","10","0","101250206","bgm_M169","211001000","bgm_M169","120","215","110250021","0","0","-550","110250022","bgm_M169","11025002","110250023","110250021","0","0","bgm_M169","100103","0"
"雷蒂烏斯群峰‧東麓 25-3","100038","10","bgm_M169","125491","0","0","10","0","0","2019/11/15 16:00:00","0","101250302","0","0","0","101250304","101250303","90","100020","115553","2030/12/31 14:59:59","11025","-50","0","bgm_M169","100037","0","0","125373","100038","10","0","101250301","bgm_M169","211001000","bgm_M169","-20","215","110250031","0","0","-430","110250032","bgm_M169","11025003","110250033","110250031","0","0","bgm_M169","100039","0"
"雷蒂烏斯群峰‧東麓 25-4","101672","10","bgm_M169","115553","0","0","10","0","0","2019/11/15 16:00:00","0","101250405","0","0","0","101250401","101250404","90","100460","115583","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101671","0","0","115254","101672","10","0","101250403","bgm_M169","211001000","bgm_M169","-115","215","110250041","0","0","-600","110250042","bgm_M169","11025004","110250043","110250041","0","0","bgm_M169","101673","0"
"雷蒂烏斯群峰‧東麓 25-5","101622","10","bgm_M169","115583","0","0","10","0","0","2019/11/15 16:00:00","0","101250502","0","0","0","101250501","101250505","90","100450","115613","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101621","0","0","115104","101622","10","0","101250503","bgm_M169","211001000","bgm_M169","-185","215","110250051","0","0","-380","110250052","bgm_M169","11025005","110250053","110250051","0","0","bgm_M169","101623","0"
"雷蒂烏斯群峰‧東麓 25-6","100038","10","bgm_M169","115613","0","0","10","0","0","2019/11/15 16:00:00","0","101250608","0","0","0","101250601","101250606","90","100020","115553","2030/12/31 14:59:59","11025","-50","0","bgm_M169","100037","0","0","125224","100038","10","0","101250605","bgm_M169","211001000","bgm_M169","-30","215","110250061","0","0","-245","110250062","bgm_M169","11025006","110250063","110250061","0","0","bgm_M169","100039","0"
"雷蒂烏斯群峰‧東麓 25-7","101782","10","bgm_M169","125462","0","0","10","0","0","2019/11/15 16:00:00","0","101250703","0","0","0","101250701","101250704","90","100450","115583","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101781","0","0","125014","101782","10","0","101250707","bgm_M169","211001000","bgm_M169","25","215","110250071","0","0","-50","110250072","bgm_M169","11025007","110250073","110250071","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧東麓 25-8","101622","10","bgm_M169","125313","0","0","10","0","0","2019/11/15 16:00:00","0","101250808","0","0","0","101250809","101250806","90","100450","115613","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101621","101250807","0","115194","101622","10","0","101250801","bgm_M169","211001000","bgm_M169","-175","215","110250081","0","0","0","110250082","bgm_M169","11025008","110250083","110250081","0","0","bgm_M169","101623","0"
"雷蒂烏斯群峰‧東麓 25-9","101672","10","bgm_M169","125491","0","0","10","0","0","2019/11/15 16:00:00","0","101250903","0","0","0","101250907","101250905","90","100460","115553","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101671","0","0","125164","101672","10","0","101250902","bgm_M169","211001000","bgm_M169","-15","215","110250091","0","0","130","110250092","bgm_M169","11025009","110250093","110250091","0","0","bgm_M169","101673","0"
"雷蒂烏斯群峰‧東麓 25-10","101672","10","bgm_M169","125343","0","0","10","25011","0","2019/11/15 16:00:00","0","101251003","0","0","0","101251002","101251005","90","100460","115613","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101671","0","0","125074","101672","10","0","101251004","bgm_M169","211001000","bgm_M169","0","215","110250101","0","0","320","110250102","bgm_M169","11025010","110250103","110250101","0","0","bgm_M169","101673","0"
"雷蒂烏斯群峰‧東麓 25-11","101782","10","bgm_M169","125313","0","0","10","25012","0","2019/11/15 16:00:00","0","101251105","0","0","0","101251104","101251103","90","100450","115553","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101781","0","0","125134","101782","10","0","101251101","bgm_M169","211001000","bgm_M169","-175","215","110250111","0","0","270","110250112","bgm_M169","11025011","110250113","110250111","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧東麓 25-12","101782","10","bgm_M169","115254","0","0","10","25013","0","2019/11/15 16:00:00","0","101251205","0","0","0","101251207","101251201","90","100450","125283","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101781","0","0","125044","101782","10","0","101251208","bgm_M169","211001000","bgm_M169","-125","215","110250121","0","0","460","110250122","bgm_M169","11025012","110250123","110250121","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧東麓 25-13","101782","10","bgm_M169","115104","0","0","10","25014","0","2019/11/15 16:00:00","0","101251307","0","0","0","101251301","101251303","90","100450","125373","2030/12/31 14:59:59","11025","-50","0","bgm_M169","101781","0","0","125224","101782","10","0","101251308","bgm_M169","211001000","bgm_M169","25","215","110250131","0","0","515","110250132","bgm_M169","11025013","110250133","110250131","0","0","bgm_M169","101783","0"
"雷蒂烏斯群峰‧東麓 25-14","101792","10","bgm_M170","115194","0","9025156","10","25015","0","2019/11/15 16:00:00","0","0","0","0","0","101251410","0","90","100450","125343","2030/12/31 14:59:59","11025","-50","9025155","bgm_M170","101791","0","0","125014","101792","10","0","101251407","bgm_M170","211001000","bgm_M170","-75","215","110250141","0","0","660","110250142","bgm_M170","11025014","110250143","110250141","0","0","bgm_M170","101793","0"
"佩特羅大森林‧西部 26-1","100022","10","bgm_M169","125044","0","0","10","0","0","2019/12/13 16:00:00","0","0","0","0","0","101260105","101260104","90","100020","125491","2030/12/31 14:59:59","11026","-50","0","bgm_M169","100021","0","0","125074","100022","10","0","101260102","bgm_M169","211001000","bgm_M169","-20","215","110260011","0","0","-800","110260012","bgm_M169","11026001","110260013","110260011","0","0","bgm_M169","100023","0"
"佩特羅大森林‧西部 26-2","100022","10","bgm_M169","115194","0","0","10","0","0","2019/12/13 16:00:00","0","101260206","0","0","0","101260205","101260204","90","100020","125313","2030/12/31 14:59:59","11026","-50","0","bgm_M169","100021","0","0","125224","100022","10","0","101260202","bgm_M169","211001000","bgm_M169","40","215","110260021","0","0","-640","110260022","bgm_M169","11026002","110260023","110260021","0","0","bgm_M169","100023","0"
"佩特羅大森林‧西部 26-3","100022","10","bgm_M169","115254","0","0","10","0","0","2019/12/13 16:00:00","0","0","0","0","0","101260302","101260304","90","100020","125462","2030/12/31 14:59:59","11026","-50","0","bgm_M169","100021","0","0","125014","100022","10","0","101260307","bgm_M169","211001000","bgm_M169","-110","215","110260031","0","0","-580","110260032","bgm_M169","11026003","110260033","110260031","0","0","bgm_M169","100023","0"
"佩特羅大森林‧西部 26-4","100038","10","bgm_M169","115104","0","0","10","0","0","2019/12/13 16:00:00","0","101260403","0","0","0","101260401","101260405","90","100020","125373","2030/12/31 14:59:59","11026","-50","0","bgm_M169","100037","0","0","115554","100038","10","0","101260406","bgm_M169","211001000","bgm_M169","-175","215","110260041","0","0","-420","110260042","bgm_M169","11026004","110260043","110260041","0","0","bgm_M169","100039","0"
"佩特羅大森林‧西部 26-5","101622","10","bgm_M169","125134","0","0","10","0","0","2019/12/13 16:00:00","0","0","0","0","0","101260504","101260503","90","100450","125283","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101621","0","0","115584","101622","10","0","101260502","bgm_M169","211001000","bgm_M169","-30","215","110260051","0","0","-360","110260052","bgm_M169","11026005","110260053","110260051","0","0","bgm_M169","101623","0"
"佩特羅大森林‧西部 26-6","101822","10","bgm_M169","125164","0","0","10","0","0","2019/12/13 16:00:00","0","101260606","0","0","0","101260601","101260605","90","100500","125343","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101821","0","0","115614","101822","10","0","101260604","bgm_M169","211001000","bgm_M169","-50","215","110260061","0","0","-200","110260062","bgm_M169","11026006","110260063","110260061","0","0","bgm_M169","101823","0"
"佩特羅大森林‧西部 26-7","101822","10","bgm_M169","115194","0","0","10","0","0","2019/12/13 16:00:00","0","101260708","0","0","0","101260701","101260706","90","100500","125313","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101821","0","0","115554","101822","10","0","101260702","bgm_M169","211001000","bgm_M169","-170","215","110260071","0","0","-80","110260072","bgm_M169","11026007","110260073","110260071","0","0","bgm_M169","101823","0"
"佩特羅大森林‧西部 26-8","101822","10","bgm_M169","125044","0","0","10","0","0","2019/12/13 16:00:00","0","101260806","0","0","0","101260801","101260802","90","100500","125462","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101821","0","0","115584","101822","10","0","101260805","bgm_M169","211001000","bgm_M169","-30","215","110260081","0","0","20","110260082","bgm_M169","11026008","110260083","110260081","0","0","bgm_M169","101823","0"
"佩特羅大森林‧西部 26-9","101622","10","bgm_M169","125074","0","0","10","0","0","2019/12/13 16:00:00","0","101260905","0","0","0","101260901","101260902","90","100450","125373","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101621","0","0","115614","101622","10","0","101260904","bgm_M169","211001000","bgm_M169","-30","215","110260091","0","0","180","110260092","bgm_M169","11026009","110260093","110260091","0","0","bgm_M169","101623","0"
"佩特羅大森林‧西部 26-10","101672","10","bgm_M169","125224","0","0","10","25011","0","2019/12/13 16:00:00","0","101261005","0","0","0","101261001","101261002","90","100460","125283","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101671","0","0","115554","101672","10","0","101261004","bgm_M169","211001000","bgm_M169","-175","215","110260101","0","0","260","110260102","bgm_M169","11026010","110260103","110260101","0","0","bgm_M169","101673","0"
"佩特羅大森林‧西部 26-11","100172","10","bgm_M169","125014","0","0","10","25012","0","2019/12/13 16:00:00","0","101261107","0","0","0","101261101","101261105","90","100450","125343","2030/12/31 14:59:59","11026","-50","0","bgm_M169","100171","0","0","115584","100172","10","0","101261104","bgm_M169","211001000","bgm_M169","-80","215","110260111","0","0","380","110260112","bgm_M169","11026011","110260113","110260111","0","0","bgm_M169","100173","0"
"佩特羅大森林‧西部 26-12","101782","10","bgm_M169","115554","0","0","10","25013","0","2019/12/13 16:00:00","0","101261203","0","0","0","101261201","101261205","90","100450","115104","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101781","0","0","115614","101782","10","0","101261204","bgm_M169","211001000","bgm_M169","30","215","110260121","0","0","500","110260122","bgm_M169","11026012","110260123","110260121","0","0","bgm_M169","101783","0"
"佩特羅大森林‧西部 26-13","101822","10","bgm_M169","115584","0","0","10","25014","0","2019/12/13 16:00:00","0","101261308","0","0","0","101261301","101261303","90","100500","125134","2030/12/31 14:59:59","11026","-50","0","bgm_M169","101821","101261308","0","115554","101822","10","0","101261309","bgm_M169","211001000","bgm_M169","10","215","110260131","0","0","660","110260132","bgm_M169","11026013","110260133","110260131","0","0","bgm_M169","101823","0"
