c4e703a2149c15a2b9c39368c79255d0d6fd800633c62de95011401c420b5f98,e258e7c437604a286176964679f4eda3b373b1cd1f15fbeaf4f7c1dc4c422816,7b6691ce1d3655969d3b5254533b43ae8c2c7e6959cd9f709c4e3a51940ed151,1df26c44fecb596cfba4dcaa7d4feb259b0eb0fe1113dd560cf03c54cccac756,94a170e78dfcf41f2805f85f8c6f59371d49ecf0a0cfd1b493a92a2fa3815a3a,8740d864cd65419008fd4917f3ed7e194848786ec34dbea5a60b1dc0e21879f7,ea0056defb1e108450f505c947616a30589a016f0bf1a5a0a855a10b67ff4750,33ec6089d546538cddaf6b03d403fc64846589006c921c4cd6b09cf102427ca7,bd0abcd070cb91d241827b198e38972c7ceedb9ea599ce765e0d101d41df7758,43efa983a194b493de3c922c60ba61d79479f2340ca3a7123e2d98c9e6b3ac9d,231d7d28126bc7947c723ca33cb645fe24073c5f6111df4c20aa9b8201dd0664,809adb5af2721a7802ca6a175635a925d84ceba75fc44d1b174af4b680d4c0f8,9cef0ccb3e8a8587512152a4516a960b9208853cc50ea26696cec9685b48beb8,7026573fec1900f9c67427cda6b18badc7ca26a7f9906943632a4cf3b6d09fd0,69bac58802444b4ca8317eb42b7c35224fda7b4edd4ee52b59d32b99aa113f27,ea3dcc526241954a3e3191cd4f4194f236667b5b7b5f979fe8577065cbfb1d51,2feb4d234dbad5755789cbab3810b11eee6e42706638fabdaf797cc4a88214b4,3cb452088b545286e5579ece4462ccb6f91f2e4586907a3d72af6eb640abc369,5e2783d6d009f843ba931d158afb2fc17cf594808da9f1c8b02ef5bb671d690e
"270","0","0","14","0","109201","0","0","0","0","100","0","0","214","10","4","0","2","0"
"450","0","0","29","0","109201","0","0","0","0","100","0","0","405","10","5","0","2","0"
"800","0","0","42","0","109201","0","50","0","0","100","0","0","634","10","6","0","4","0"
"1395","0","0","56","0","109201","0","85","0","0","100","0","0","894","15","7","0","8","0"
"1560","0","4","63","0","109201","0","120","0","1","100","0","0","1286","30","8","0","10","0"
"1700","0","9","70","0","109201","16","155","0","2","100","0","0","1710","45","9","0","10","0"
"1970","0","14","75","0","109201","45","170","0","4","320","0","0","2175","45","10","0","13","0"
"2130","0","14","80","0","109201","90","186","0","5","540","0","0","2687","45","11","0","13","5"
"2230","0","14","85","0","109201","143","222","0","6","640","0","0","3211","45","12","0","16","11"
"2370","0","16","92","0","109201","205","242","0","6","640","0","0","3744","45","13","0","21","17"
"2510","0","18","99","0","109201","281","272","0","6","760","0","0","4324","45","14","0","25","17"
"2540","0","22","108","0","109201","351","282","0","6","880","0","0","4929","45","15","0","33","17"
"2570","0","22","116","0","109201","426","312","0","6","880","0","0","5602","45","16","0","38","17"
"2570","0","22","125","0","109201","498","342","0","6","880","0","0","6330","45","17","0","42","17"
"2570","0","22","134","0","109201","587","372","0","6","880","0","0","7114","45","18","0","48","17"
"2570","0","22","141","0","109201","720","372","0","6","880","0","0","8002","45","19","0","53","17"
"2570","0","22","155","0","109201","877","372","0","6","880","0","0","8923","45","20","0","63","17"
"2570","0","22","163","0","109201","1079","372","0","6","980","0","0","9942","45","21","0","69","17"
"2570","0","22","170","0","109201","1297","372","0","6","1080","0","0","11139","45","22","0","74","17"
"2570","0","22","186","0","109201","1481","372","0","6","1080","0","0","12462","45","23","0","80","17"
"2570","0","22","203","0","109201","1624","372","0","6","1080","0","0","13937","45","24","0","86","17"
"2570","0","22","211","0","109201","1733","372","0","6","1080","0","0","15647","45","25","0","92","17"
"3030","0","22","220","0","109201","1805","372","0","6","1080","0","0","17487","45","26","0","98","17"
"3030","0","22","228","0","109201","1850","372","0","6","1080","0","0","19522","45","27","0","104","17"
"3030","0","22","233","0","109201","1882","372","0","6","1080","0","0","21720","45","28","0","109","17"
"3490","0","22","237","0","109201","1915","372","0","6","1080","0","0","24042","45","29","0","113","17"
"3490","0","22","241","0","109201","1949","372","0","6","1080","0","0","26563","45","30","0","117","17"
"3950","0","22","245","0","109201","1983","372","0","6","1080","0","0","29142","45","31","0","121","17"
"3950","0","22","249","0","109201","2017","372","0","6","1080","0","0","31884","45","32","0","125","17"
"4450","0","22","253","0","109201","2050","372","0","6","1080","0","0","34717","45","33","0","129","17"
"4950","0","22","257","0","109201","2082","372","0","6","1080","0","0","37699","45","34","0","133","17"
"55","0","0","3","0","109301","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","109301","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","109301","0","0","0","0","100","0","0","214","10","4","0","2","0"
"450","0","0","29","0","109301","0","0","0","0","100","0","0","405","10","5","0","2","0"
"800","0","0","42","0","109301","0","50","0","0","100","0","0","634","10","6","0","4","0"
"1395","0","0","56","0","109301","0","85","0","0","100","0","0","894","15","7","0","8","0"
"1560","0","4","63","0","109301","0","120","0","1","100","0","0","1286","30","8","0","10","0"
"1700","0","9","70","0","109301","16","155","0","2","100","0","0","1710","45","9","0","10","0"
"1970","0","14","75","0","109301","45","170","0","4","320","0","0","2175","45","10","0","13","0"
"2130","0","14","80","0","109301","90","186","0","5","540","0","0","2687","45","11","0","13","5"
"2230","0","14","85","0","109301","143","222","0","6","640","0","0","3211","45","12","0","16","11"
"2370","0","16","92","0","109301","205","242","0","6","640","0","0","3744","45","13","0","21","17"
"2510","0","18","99","0","109301","281","272","0","6","760","0","0","4324","45","14","0","25","17"
"2540","0","22","108","0","109301","351","282","0","6","880","0","0","4929","45","15","0","33","17"
"2570","0","22","116","0","109301","426","312","0","6","880","0","0","5602","45","16","0","38","17"
"2570","0","22","125","0","109301","498","342","0","6","880","0","0","6330","45","17","0","42","17"
"2570","0","22","134","0","109301","587","372","0","6","880","0","0","7114","45","18","0","48","17"
"2570","0","22","141","0","109301","720","372","0","6","880","0","0","8002","45","19","0","53","17"
"2570","0","22","155","0","109301","877","372","0","6","880","0","0","8923","45","20","0","63","17"
"2570","0","22","163","0","109301","1079","372","0","6","980","0","0","9942","45","21","0","69","17"
"2570","0","22","170","0","109301","1297","372","0","6","1080","0","0","11139","45","22","0","74","17"
"2570","0","22","186","0","109301","1481","372","0","6","1080","0","0","12462","45","23","0","80","17"
"2570","0","22","203","0","109301","1624","372","0","6","1080","0","0","13937","45","24","0","86","17"
"2570","0","22","211","0","109301","1733","372","0","6","1080","0","0","15647","45","25","0","92","17"
"3030","0","22","220","0","109301","1805","372","0","6","1080","0","0","17487","45","26","0","98","17"
"3030","0","22","228","0","109301","1850","372","0","6","1080","0","0","19522","45","27","0","104","17"
"3030","0","22","233","0","109301","1882","372","0","6","1080","0","0","21720","45","28","0","109","17"
"3490","0","22","237","0","109301","1915","372","0","6","1080","0","0","24042","45","29","0","113","17"
"3490","0","22","241","0","109301","1949","372","0","6","1080","0","0","26563","45","30","0","117","17"
"3950","0","22","245","0","109301","1983","372","0","6","1080","0","0","29142","45","31","0","121","17"
"3950","0","22","249","0","109301","2017","372","0","6","1080","0","0","31884","45","32","0","125","17"
"4450","0","22","253","0","109301","2050","372","0","6","1080","0","0","34717","45","33","0","129","17"
"4950","0","22","257","0","109301","2082","372","0","6","1080","0","0","37699","45","34","0","133","17"
"55","0","0","3","0","109401","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","109401","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","11","0","109401","0","0","0","0","100","0","0","241","0","4","0","1","0"
"360","0","0","24","0","109401","0","25","0","0","100","0","0","432","0","5","0","1","0"
"710","0","0","37","0","109401","0","75","0","0","100","0","0","661","0","6","0","3","0"
"955","0","0","44","0","109401","0","145","0","0","100","0","0","974","5","7","0","5","0"
"1120","0","4","54","0","109401","0","180","0","1","100","0","0","1335","35","8","0","7","0"
"1260","0","9","61","0","109401","16","215","0","2","100","0","0","1759","50","9","0","7","0"
"1530","0","14","73","0","109401","40","230","0","4","520","0","0","2194","50","10","0","8","0"
"1690","0","14","78","0","109401","85","246","0","5","740","0","0","2706","50","11","0","8","5"
"1790","0","14","83","0","109401","138","282","0","6","840","0","0","3230","50","12","0","11","11"
"1930","0","16","90","0","109401","200","302","0","6","840","0","0","3763","50","13","0","16","17"
"2070","0","18","97","0","109401","276","332","0","6","960","0","0","4343","50","14","0","20","17"
"2100","0","22","106","0","109401","346","342","0","6","1080","0","0","4948","50","15","0","28","17"
"2130","0","22","114","0","109401","421","372","0","6","1080","0","0","5621","50","16","0","33","17"
"2130","0","22","123","0","109401","493","402","0","6","1080","0","0","6349","50","17","0","37","17"
"2130","0","22","132","0","109401","582","432","0","6","1080","0","0","7133","50","18","0","43","17"
"2130","0","22","139","0","109401","715","432","0","6","1080","0","0","8021","50","19","0","48","17"
"2130","0","22","153","0","109401","872","432","0","6","1080","0","0","8942","50","20","0","58","17"
"2130","0","22","161","0","109401","1074","432","0","6","1180","0","0","9961","50","21","0","64","17"
"2130","0","22","168","0","109401","1292","432","0","6","1280","0","0","11158","50","22","0","69","17"
"2130","0","22","184","0","109401","1476","432","0","6","1280","0","0","12481","50","23","0","75","17"
"2130","0","22","201","0","109401","1619","432","0","6","1280","0","0","13956","50","24","0","81","17"
"2130","0","22","209","0","109401","1728","432","0","6","1280","0","0","15666","50","25","0","87","17"
"2590","0","22","218","0","109401","1800","432","0","6","1280","0","0","17506","50","26","0","93","17"
"2590","0","22","226","0","109401","1845","432","0","6","1280","0","0","19541","50","27","0","99","17"
"2590","0","22","231","0","109401","1877","432","0","6","1280","0","0","21739","50","28","0","104","17"
"3050","0","22","235","0","109401","1910","432","0","6","1280","0","0","24061","50","29","0","108","17"
"3050","0","22","239","0","109401","1944","432","0","6","1280","0","0","26582","50","30","0","112","17"
"3050","0","22","247","0","109401","1983","432","0","6","1280","0","0","29168","50","31","0","120","17"
"3050","0","22","251","0","109401","2017","432","0","6","1280","0","0","31910","50","32","0","124","17"
"3550","0","22","255","0","109401","2050","432","0","6","1280","0","0","34743","50","33","0","128","17"
"4050","0","22","259","0","109401","2082","432","0","6","1280","0","0","37725","50","34","0","132","17"
"65","0","0","1","1","109501","0","0","0","0","100","2","0","11","0","2","0","2","0"
"160","0","0","6","2","109501","0","0","0","0","200","4","0","35","10","3","0","6","0"
"450","0","0","16","4","109501","0","0","0","0","250","7","0","89","20","4","0","12","0"
"1050","0","0","34","4","109501","0","0","0","0","250","7","0","182","20","5","0","19","0"
"1875","0","0","54","4","109501","0","0","0","0","250","7","0","318","20","6","0","30","0"
"2740","0","0","79","4","109501","0","0","0","0","250","33","0","438","25","7","0","47","0"
"3610","0","4","107","4","109501","0","0","0","0","250","59","0","579","40","8","0","68","0"
"4415","0","9","136","4","109501","0","0","0","0","250","59","0","797","60","9","0","84","5"
"5185","0","14","164","4","109501","5","0","0","0","350","59","0","1052","70","10","0","103","10"
"5985","0","14","201","4","109501","5","0","0","0","770","59","0","1273","94","11","0","123","10"
"6525","0","14","230","4","109501","20","10","0","0","990","59","0","1558","110","12","0","144","14"
"7065","0","17","268","6","109501","20","20","0","0","1210","59","0","1770","112","13","0","182","16"
"7185","0","17","308","6","109501","38","20","0","0","1330","59","0","2071","114","14","0","219","18"
"7325","0","17","350","6","109501","48","20","0","0","1430","59","0","2399","119","15","0","254","20"
"7525","0","17","393","6","109501","48","20","0","0","1530","59","0","2747","125","16","0","294","20"
"7705","0","17","441","9","109501","48","35","0","0","1530","59","0","3097","126","17","0","336","20"
"8110","0","17","498","12","109501","48","50","0","0","1530","59","0","3442","126","18","0","381","20"
"8755","0","17","563","12","109501","48","50","0","0","1625","59","0","3808","126","19","0","435","20"
"9340","0","17","625","12","109501","60","50","0","0","1720","59","0","4265","126","20","0","492","20"
"9960","0","17","703","12","109501","60","50","0","0","1720","59","0","4707","126","21","0","558","20"
"11275","0","17","782","12","109501","60","50","0","0","1720","59","0","5231","126","22","0","627","20"
"13050","0","17","867","12","109501","60","50","0","0","1720","59","0","5796","126","23","0","705","20"
"14575","0","17","958","12","109501","60","50","0","0","1720","59","0","6436","126","24","0","790","20"
"15870","0","17","1044","12","109501","70","50","0","0","1720","59","0","7301","126","25","0","870","20"
"17160","0","17","1119","12","109501","85","50","0","0","1720","59","0","8417","126","26","0","939","20"
"18730","0","17","1189","12","109501","95","50","0","0","1720","59","0","9652","126","27","0","1006","20"
"20495","0","17","1260","12","109501","105","50","0","0","1720","59","0","10974","126","28","0","1076","20"
"22490","0","17","1336","12","109501","115","50","0","0","1720","59","0","12379","126","29","0","1152","20"
"26875","0","17","1426","12","109501","120","50","0","0","1720","59","0","13526","126","30","0","1242","20"
"33640","0","17","1528","12","109501","120","50","0","0","1720","59","0","14400","126","31","0","1344","20"
"40775","0","17","1633","12","109501","120","50","0","0","1720","59","0","15311","126","32","0","1449","20"
"48525","0","17","1740","12","109501","120","50","0","0","1720","59","0","16278","126","33","0","1556","20"
"57055","0","17","1849","12","109501","120","50","0","0","1720","59","0","17301","126","34","0","1665","20"
"65","0","0","0","1","109601","0","0","0","0","100","20","0","0","0","2","0","2","0"
"160","0","0","0","3","109601","0","5","0","0","150","73","0","0","0","3","0","6","0"
"375","0","0","2","5","109601","0","30","0","0","320","175","0","0","0","4","0","9","0"
"800","0","0","5","11","109601","0","50","0","0","480","293","0","0","10","5","0","16","0"
"1215","0","0","6","15","109601","0","50","0","3","870","517","0","0","10","6","0","24","0"
"1535","0","0","8","19","109601","0","75","0","6","1710","780","0","0","10","7","0","30","0"
"2015","0","0","10","19","109601","0","100","0","9","2570","1097","0","0","10","8","0","38","0"
"2315","0","5","18","20","109601","0","125","0","9","3020","1480","10","0","10","9","0","49","0"
"2665","0","10","27","20","109601","0","125","0","9","3620","1900","40","0","20","10","5","54","0"
"3085","0","10","37","25","109601","0","125","0","9","4070","2346","82","0","40","11","10","54","0"
"3615","0","12","40","27","109601","0","125","0","9","4370","2837","144","0","40","12","25","59","0"
"3985","0","14","46","27","109601","0","150","0","9","4640","3362","223","0","40","13","35","65","0"
"4195","0","16","50","27","109601","0","181","0","9","4760","3972","326","0","40","14","35","70","0"
"4365","0","16","54","27","109601","0","187","0","9","4880","4634","446","0","40","15","35","75","0"
"4475","0","16","56","27","109601","0","193","0","9","4880","5337","566","0","40","16","38","83","0"
"4525","0","16","60","27","109601","0","193","0","9","4880","6081","688","0","40","17","45","89","0"
"4575","0","16","65","27","109601","0","193","0","9","4880","6900","861","0","40","18","49","92","0"
"4920","0","16","72","27","109601","0","193","0","9","4880","7762","1026","0","40","19","53","101","0"
"5365","0","16","77","32","109601","0","193","0","9","4880","8711","1176","0","40","20","53","114","0"
"5870","0","16","82","37","109601","0","193","0","9","4880","9783","1338","0","40","21","53","120","0"
"6025","0","16","90","42","109601","0","193","0","9","4880","11027","1523","0","40","22","53","131","0"
"6180","0","16","99","42","109601","0","193","0","9","4880","12437","1702","0","40","23","53","142","0"
"6270","0","16","112","42","109601","0","193","0","9","4880","13966","1859","0","40","24","53","152","0"
"6270","0","16","121","42","109601","0","193","0","9","4880","15722","1977","0","40","25","53","158","0"
"6590","0","16","130","42","109601","0","193","0","9","4880","17611","2056","0","40","26","53","164","0"
"6910","0","16","137","42","109601","0","193","0","9","4880","19642","2104","0","40","27","53","169","0"
"6910","0","16","142","42","109601","0","193","0","9","4880","21856","2137","0","40","28","53","174","0"
"7230","0","16","147","42","109601","0","193","0","9","4880","24199","2171","0","40","29","53","179","0"
"7230","0","16","152","42","109601","0","193","0","9","4880","26727","2206","0","40","30","53","184","0"
"7755","0","16","152","42","109601","0","193","0","9","4880","29355","2241","0","40","31","53","184","0"
"8280","0","16","152","42","109601","0","193","0","9","4880","32094","2276","0","40","32","53","184","0"
"8650","0","16","158","42","109601","0","193","0","9","4880","34937","2310","0","40","33","53","190","0"
"8650","0","16","164","42","109601","0","193","0","9","4880","37972","2343","0","40","34","53","196","0"
"15","0","0","0","0","109701","0","0","0","0","50","32","0","0","0","2","0","3","0"
"105","0","0","0","0","109701","0","0","0","0","100","109","0","0","0","3","0","5","0"
"255","0","0","1","0","109701","0","10","0","0","160","256","0","0","0","4","0","6","0"
"500","0","0","2","0","109701","0","30","0","0","160","473","0","0","10","5","0","9","0"
"825","0","0","4","0","109701","0","30","0","0","340","763","0","0","10","6","0","17","0"
"1205","0","0","6","0","109701","0","30","0","0","810","1102","0","0","10","7","0","23","0"
"1725","0","0","8","0","109701","0","30","0","0","1045","1485","0","0","10","8","0","31","0"
"2045","0","5","10","0","109701","0","55","0","0","1045","1932","10","0","10","9","0","40","0"
"2195","0","10","16","0","109701","0","55","0","0","1045","2434","50","0","20","10","0","47","0"
"2355","0","10","21","2","109701","0","55","0","2","1045","2956","88","0","30","11","11","51","0"
"2725","0","16","25","2","109701","0","55","0","4","1045","3486","130","0","30","12","22","57","0"
"2915","0","19","31","2","109701","0","80","0","6","1045","4034","185","0","30","13","33","65","0"
"2975","0","22","35","2","109701","0","105","0","6","1145","4675","266","0","30","14","33","70","0"
"3035","0","22","42","2","109701","0","117","0","6","1245","5350","342","0","30","15","33","76","0"
"3035","0","22","45","2","109701","0","117","0","6","1345","6081","411","0","30","16","41","82","0"
"3285","0","22","51","2","109701","0","117","0","6","1495","6817","489","0","30","17","44","89","0"
"3535","0","22","56","4","109701","0","117","0","6","1495","7639","588","0","30","18","44","95","0"
"3830","0","22","60","4","109701","0","117","0","6","1495","8590","696","0","30","19","44","99","0"
"4025","0","22","66","4","109701","0","126","0","6","1495","9657","777","0","30","20","44","105","0"
"4215","0","22","72","4","109701","0","135","0","6","1495","10813","872","0","30","21","44","112","0"
"4560","0","22","80","4","109701","0","144","0","6","1495","12107","964","0","30","22","44","123","0"
"5145","0","22","89","4","109701","0","144","0","6","1495","13514","1052","0","30","23","44","134","0"
"5800","0","22","102","4","109701","0","144","0","6","1495","15020","1128","0","30","24","44","144","0"
"6180","0","22","111","4","109701","0","144","0","6","1495","16763","1186","0","30","25","44","150","0"
"6420","0","22","124","4","109701","0","144","0","6","1495","18653","1219","0","30","26","44","158","0"
"7010","0","22","131","4","109701","0","144","0","6","1495","20668","1237","0","30","27","44","163","0"
"7310","0","22","136","4","109701","0","144","0","6","1495","22853","1258","0","30","28","44","168","0"
"7930","0","22","141","4","109701","0","144","0","6","1495","25166","1283","0","30","29","44","173","0"
"8230","0","22","146","4","109701","0","144","0","6","1495","27663","1312","0","30","30","44","178","0"
"9055","0","22","146","4","109701","0","144","0","6","1495","30261","1341","0","30","31","44","178","0"
"9980","0","22","146","4","109701","0","144","0","6","1495","32959","1370","0","30","32","44","178","0"
"10850","0","22","152","4","109701","0","144","0","6","1495","35749","1398","0","30","33","44","184","0"
"11450","0","22","158","4","109701","0","144","0","6","1495","38719","1425","0","30","34","44","190","0"
"55","0","0","3","0","109801","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","109801","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","109801","0","0","0","0","100","0","0","214","10","4","0","2","0"
"450","0","0","29","0","109801","0","0","0","0","100","0","0","405","10","5","0","2","0"
"800","0","0","42","0","109801","0","50","0","0","100","0","0","634","10","6","0","4","0"
"1395","0","0","56","0","109801","0","85","0","0","100","0","0","894","15","7","0","8","0"
"1560","0","4","63","0","109801","0","120","0","1","100","0","0","1286","30","8","0","10","0"
"1700","0","9","70","0","109801","16","155","0","2","100","0","0","1710","45","9","0","10","0"
"1970","0","14","75","0","109801","45","170","0","4","320","0","0","2175","45","10","0","13","0"
"2130","0","14","80","0","109801","90","186","0","5","540","0","0","2687","45","11","0","13","5"
"2230","0","14","85","0","109801","143","222","0","6","640","0","0","3211","45","12","0","16","11"
"2370","0","16","92","0","109801","205","242","0","6","640","0","0","3744","45","13","0","21","17"
"2510","0","18","99","0","109801","281","272","0","6","760","0","0","4324","45","14","0","25","17"
"2540","0","22","108","0","109801","351","282","0","6","880","0","0","4929","45","15","0","33","17"
"2640","0","22","119","0","109801","413","312","0","6","880","0","0","5582","45","16","0","40","17"
"2640","0","22","129","0","109801","470","357","0","6","880","0","0","6294","45","17","0","47","17"
"2640","0","22","143","0","109801","551","387","0","6","880","0","0","7046","45","18","0","56","17"
"2765","0","22","155","0","109801","674","387","0","6","880","0","0","7890","45","19","0","64","17"
"2765","0","22","158","0","109801","843","387","0","6","880","0","0","8884","45","20","0","68","17"
"2940","0","22","171","0","109801","1035","387","0","6","980","0","0","9853","45","21","0","77","17"
"3285","0","22","184","0","109801","1236","387","0","6","1080","0","0","10963","45","22","0","89","17"
"3660","0","22","206","0","109801","1400","387","0","6","1080","0","0","12199","45","23","0","102","17"
"4120","0","22","229","0","109801","1525","387","0","6","1080","0","0","13575","45","24","0","115","17"
"4120","0","22","237","0","109801","1634","387","0","6","1080","0","0","15285","45","25","0","121","17"
"4580","0","22","246","0","109801","1706","387","0","6","1080","0","0","17125","45","26","0","127","17"
"4580","0","22","254","0","109801","1751","387","0","6","1080","0","0","19160","45","27","0","133","17"
"4580","0","22","259","0","109801","1783","387","0","6","1080","0","0","21358","45","28","0","138","17"
"5040","0","22","263","0","109801","1816","387","0","6","1080","0","0","23680","45","29","0","142","17"
"5040","0","22","267","0","109801","1850","387","0","6","1080","0","0","26201","45","30","0","146","17"
"5500","0","22","271","0","109801","1884","387","0","6","1080","0","0","28780","45","31","0","150","17"
"5500","0","22","275","0","109801","1918","387","0","6","1080","0","0","31522","45","32","0","154","17"
"6000","0","22","279","0","109801","1951","387","0","6","1080","0","0","34355","45","33","0","158","17"
"6500","0","22","283","0","109801","1983","387","0","6","1080","0","0","37337","45","34","0","162","17"
"55","0","0","2","0","109901","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","6","0","109901","0","0","0","0","125","0","0","91","0","3","0","1","0"
"325","0","0","12","0","109901","0","5","0","0","175","0","0","199","10","4","0","4","0"
"505","0","0","26","0","109901","0","15","0","0","175","0","0","386","10","5","0","4","0"
"1035","0","0","45","0","109901","0","15","0","0","175","0","0","559","25","6","0","12","0"
"1395","0","0","55","0","109901","0","85","0","0","175","0","0","845","30","7","0","14","0"
"1675","0","4","73","0","109901","0","85","0","0","175","0","0","1162","75","8","0","19","0"
"2130","0","9","90","0","109901","11","100","0","0","175","0","0","1489","110","9","0","25","0"
"2640","0","14","103","0","109901","35","115","0","0","395","0","0","1877","120","10","0","30","0"
"3060","0","14","122","0","109901","58","131","0","0","735","0","0","2278","134","11","0","37","0"
"3580","0","17","145","0","109901","80","167","0","0","955","0","0","2608","143","12","0","56","0"
"3820","0","19","160","0","109901","132","199","0","0","955","0","0","3068","143","13","0","65","3"
"4020","0","21","179","0","109901","186","221","0","0","1075","0","0","3536","147","14","0","77","3"
"4110","0","23","197","0","109901","242","231","0","0","1195","0","0","4047","151","15","0","91","3"
"4140","0","25","214","0","109901","301","251","0","0","1195","0","0","4615","151","16","0","104","3"
"4140","0","25","231","0","109901","376","281","0","0","1195","0","0","5243","151","17","0","113","3"
"4140","0","25","249","0","109901","480","291","0","0","1195","0","0","5925","151","18","0","123","3"
"4140","0","25","265","0","109901","609","291","0","0","1195","0","0","6701","151","19","0","134","3"
"4140","0","25","286","0","109901","747","291","0","0","1195","0","0","7519","151","20","0","149","3"
"4140","0","25","297","0","109901","928","291","0","0","1295","0","0","8458","151","21","0","159","3"
"4140","0","25","312","0","109901","1120","291","0","0","1395","0","0","9541","151","22","0","170","3"
"4140","0","25","335","0","109901","1269","291","0","0","1395","0","0","10802","151","23","0","181","3"
"4140","0","25","360","0","109901","1385","291","0","0","1395","0","0","12194","151","24","0","193","3"
"4410","0","25","382","0","109901","1458","291","0","0","1395","0","0","13752","151","25","0","209","3"
"5410","0","25","407","0","109901","1477","291","0","0","1395","0","0","15402","151","26","0","227","3"
"6440","0","25","429","0","109901","1491","291","0","0","1395","0","0","17189","151","27","0","243","3"
"7040","0","25","446","0","109901","1505","291","0","0","1395","0","0","19183","151","28","0","258","3"
"8875","0","25","489","0","109901","1512","291","0","0","1395","0","0","20940","151","29","0","301","3"
"10790","0","25","532","0","109901","1520","291","0","0","1395","0","0","22834","151","30","0","344","3"
"12785","0","25","576","0","109901","1528","291","0","0","1395","0","0","24817","151","31","0","388","3"
"14855","0","25","621","0","109901","1536","291","0","0","1395","0","0","26890","151","32","0","433","3"
"15955","0","25","633","0","109901","1551","291","0","0","1395","0","0","29540","151","33","0","445","3"
"17555","0","25","645","0","109901","1565","291","0","0","1395","0","0","32298","151","34","0","457","3"
"50","0","0","3","0","110001","0","0","0","0","50","17","0","0","0","2","0","2","0"
"140","0","0","5","0","110001","0","10","0","0","105","80","0","0","0","3","0","3","0"
"260","0","0","7","0","110001","0","45","0","0","245","198","0","0","5","4","0","5","0"
"440","0","0","12","0","110001","0","70","0","0","495","381","0","0","10","5","0","10","0"
"675","0","0","19","0","110001","0","85","0","0","1030","625","0","0","10","6","0","17","0"
"880","0","0","31","0","110001","0","85","0","0","1870","915","0","0","10","7","0","23","0"
"1380","0","4","45","0","110001","0","85","0","0","2315","1207","0","0","10","8","0","38","0"
"1630","0","13","62","1","110001","0","85","0","0","2435","1585","25","0","10","9","0","49","0"
"1830","0","22","80","1","110001","0","85","0","0","2615","1996","70","0","20","10","5","54","0"
"2030","0","24","96","3","110001","0","85","0","0","2925","2405","107","0","30","11","20","61","0"
"2400","0","29","111","3","110001","0","85","0","2","2985","2865","140","0","30","12","35","67","0"
"2550","0","31","124","3","110001","0","110","0","4","2985","3391","189","0","30","13","48","73","0"
"2550","0","31","133","3","110001","0","135","0","6","2985","4010","258","0","30","14","51","80","0"
"2550","0","31","140","3","110001","0","135","0","6","2985","4677","337","0","30","15","54","90","0"
"2550","0","31","147","3","110001","0","135","0","6","2985","5355","394","0","30","16","62","105","0"
"2600","0","31","157","3","110001","0","135","0","6","3135","6056","474","0","30","17","65","119","0"
"2650","0","31","176","5","110001","0","135","0","6","3135","6782","575","0","30","18","65","134","0"
"2745","0","31","200","5","110001","0","135","0","6","3135","7628","685","0","30","19","65","143","0"
"2940","0","31","234","5","110001","0","135","0","6","3135","8533","774","0","30","20","65","154","0"
"3130","0","31","263","5","110001","0","135","0","6","3135","9552","877","0","30","21","65","166","0"
"3220","0","31","292","5","110001","0","135","0","6","3135","10759","974","0","30","22","65","180","0"
"3310","0","31","318","5","110001","0","135","0","6","3135","12139","1047","0","30","23","65","192","0"
"3720","0","31","345","5","110001","0","135","0","6","3135","13603","1122","0","30","24","65","202","0"
"3720","0","31","367","5","110001","0","135","0","6","3135","15306","1196","0","30","25","65","210","0"
"4040","0","31","385","5","110001","0","135","0","6","3135","17165","1246","0","30","26","65","216","0"
"4360","0","31","397","5","110001","0","135","0","6","3135","19179","1280","0","30","27","65","221","0"
"4360","0","31","405","5","110001","0","135","0","6","3135","21376","1308","0","30","28","65","227","0"
"4680","0","31","412","5","110001","0","135","0","6","3135","23701","1339","0","30","29","65","234","0"
"4680","0","31","420","5","110001","0","135","0","6","3135","26200","1371","0","30","30","65","242","0"
"5205","0","31","423","5","110001","0","135","0","6","3135","28800","1403","0","30","31","65","245","0"
"5205","0","31","432","5","110001","0","135","0","6","3135","31510","1435","0","30","32","65","254","0"
"5575","0","31","441","5","110001","0","135","0","6","3135","34325","1466","0","30","33","65","263","0"
"5575","0","31","450","5","110001","0","135","0","6","3135","37331","1496","0","30","34","65","272","0"
"55","0","0","2","0","110101","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","7","0","110101","0","0","0","0","150","0","0","78","0","3","0","2","0"
"325","0","0","16","0","110101","0","5","0","0","200","0","0","169","10","4","0","5","0"
"625","0","0","32","0","110101","0","15","0","0","200","0","0","322","10","5","0","7","0"
"1155","0","0","51","0","110101","0","15","0","0","200","0","0","495","25","6","0","15","0"
"1515","0","0","69","0","110101","0","50","0","0","200","26","0","724","30","7","0","22","0"
