c12adba6002bc093b22b19fd5e0e1a88b73a44052cf562bcd019f93d9f183c46,8627b74c98762f3a07b27f0cad1885eea0f64b357673db555f10d0d290a83ecc,5c2f7fafa21741b5f752c9f9d7bb049cd93434e4f3e43e1483d7e92feddaa9bb,908b1de0577e0a40304c4b4b62c010f11c1890d38682f39eaa3b3c8f508efa19,8aa599124deada391505016ee15b5fdec0f22a785c4c96f7d688af3dc5c78b7e,3bd96e4b9ef431c8aa3e02ee92dcdc5f82e42c0f9fcf90fe6ede6e7c3a62a24b,59507b0fd48f133186cc2bc70f6680b69da6af54e20e7c98facc76b6da7c8024,a90a3d15340feb57b696d93f62cdc6dd22e8acb2b9a94b3054c5df8692d497ac
"5100001","1","","5100","","1","1","510000101"
"5100006","1","","5100","bgm_M108_emt5100_006","1","1","510000601"
"5100007","1","","5100","","1","1","510000701"
"5102002","1","","5102","","1","1","510200201"
"5102006","1","","5102","","1","1","510200601"
"5102007","1","","5102","","1","1","510200701"
"5104000","1","","5104","","1","1","510400001"
"5104006","1","","5104","","1","1","510400601"
"5104007","1","","5104","","1","1","510400701"
"5106002","1","","5106","","1","1","510600201"
"5106007","1","","5106","","1","1","510600701"
"5106007","1","","5106","","1","1","510600702"
"5108000","1","","5108","","1","1","510800001"
"5108007","1","","5108","","1","1","510800701"
"5108007","1","","5108","","1","1","510800702"
"5108501","0","","5108","","1","1","510850101"
"5110005","1","","5110","","1","1","511000501"
"5111004","1","","5111","","1","1","511100401"
"5111004","1","","5111","","1","1","511100402"
"5111005","1","","5111","","1","1","511100501"
"5114003","1","","5114","","1","1","511400301"
"5114007","1","","5114","","1","1","511400701"
"5114007","1","","5114","","1","1","511400702"
"5116001","1","","5116","","1","1","511600101"
"5116006","1","","5116","bgm_MC019_emt5116_006","1","1","511600601"
"5116007","1","","5116","","1","1","511600701"
"5118000","1","","5118","bgm_MC027_emt5118_000","1","1","511800001"
"5118005","1","","5118","","1","1","511800501"
"5118007","1","","5118","","1","1","511800701"
"5120005","1","","5120","","1","1","512000501"
"5120006","1","","5120","","1","1","512000601"
"5120007","1","","5120","","1","1","512000701"
"5122002","1","","5122","","1","1","512200201"
"5122006","1","","5122","","1","1","512200601"
"5122007","1","","5122","","1","1","512200701"
"5124003","1","","5124","","1","1","512400301"
"5124007","1","","5124","","1","1","512400701"
"5124007","1","","5124","","1","1","512400702"
"5126000","1","","5126","","1","1","512600001"
"5126006","1","","5126","","1","1","512600601"
"5126007","1","","5126","","1","1","512600701"
"5128001","1","","5128","","1","1","512800101"
"5128006","1","","5128","","1","1","512800601"
"5128007","1","","5128","","1","1","512800701"
"5130006","1","","5130","","1","1","513000601"
"5130007","1","","5130","","1","1","513000701"
"5132005","1","","5132","","1","1","513200501"
"5132006","1","","5132","","1","1","513200601"
"5132007","1","","5132","","1","1","513200701"
"5134001","1","","5134","","1","1","513400101"
"5134006","1","","5134","","1","1","513400601"
"5134007","1","","5134","","1","1","513400701"
"5134501","0","","5134","","1","1","513450101"
"5136001","1","","5136","","1","1","513600101"
"5137002","1","","5137","","1","1","513700201"
"5137004","1","","5137","","1","1","513700401"
"5137005","1","","5137","","1","1","513700501"
"5140002","1","","5140","","1","1","514000201"
"5140007","1","","5140","","1","1","514000701"
"5140007","1","","5140","","1","1","514000702"
"5142003","1","","5142","","1","1","514200301"
"5142007","1","","5142","","1","1","514200701"
"5142007","1","","5142","","1","1","514200702"
"5144006","1","","5144","","1","1","514400601"
"5144007","1","","5144","","1","1","514400701"
"5146007","1","","5146","","1","1","514600701"
"5146007","1","","5146","","1","1","514600702"
"5148001","1","","5148","","1","1","514800101"
"5148003","1","","5148","","1","1","514800301"
"5148006","1","","5148","","1","1","514800601"
"5148007","1","","5148","","1","1","514800701"
"5150001","1","","5150","","1","1","515000101"
"5150006","1","","5150","","1","1","515000601"
"5150007","1","","5150","","1","1","515000701"
"5152000","1","","5152","bgm_RZ01_emt5152_00","1","1","515200001"
"5152000","1","","5152","bgm_MC173B_emt5152_00","1","1","515200002"
"5152006","1","","5152","","1","1","515200601"
"5152007","1","","5152","","1","1","515200701"
"5154000","1","","5154","","1","1","515400001"
"5154007","1","","5154","","1","1","515400701"
"5156000","1","","5156","bgm_M417","1","1","515600001"
"5156005","1","","5156","","1","1","515600501"
"5156007","1","","5156","","1","1","515600701"
"5158006","1","","5158","","1","1","515800601"
"5158007","1","","5158","","1","1","515800701"
"5160006","1","","5160","bgm_M423_emt5160_006","1","1","516000601"
"5160007","1","","5160","","1","1","516000701"
"5160501","0","","5160","","1","1","516050101"
"5201053","0","","5201","bgm_title2501","1","1","520100000"
"5201004","1","","5201","bgm_MC223_emt5201_004","1","1","520100401"
"5201009","1","","5201","","1","1","520100901"
"5201010","1","","5201","","1","1","520101001"
"7001000","0","","7001","","1","1","700100001"
