102071ff9fd000d78a3a790cf28fbe55fe370524233e73af2288bfd2de4d6145,f66fa1bbf41594ee4968f6f26d875c24507464493953e89e2439b28fd13066a1,bf11319ca76e231c27cd01c57aaa14f323c2139b2786bd4af7f63280a069f243,76df65d101f090425e4785eb97c0b6dbb6180688fa7690c60908c68b37b50103,4c3be26172df0d64f137675484cb08e4d85c3b17da3ebb5ec342e928a992ceb8
"-23.6","5","-2.8","13","30050307"
"-19.8","5","-1.3","13","30050308"
"-18","5","-1.2","12","30050309"
"-16.1","5","-4.1","11","30050310"
"-15.4","5","-2.2","11","30050311"
"-16.4","5","-1.9","12","30050312"
"-16.4","5","-6.1","13","30050313"
"-12","5","-14","11","30050314"
"-10.6","5","-12","11","30050315"
"-16.2","5","-7.6","12","30050316"
"-9.8","5","-7.7","11","30050317"
"-14","5","-11","13","30050318"
"-14","5","-10","13","30050319"
"-14","5","-12","13","30050320"
"-14.1","5","-14","12","30050321"
"-8.9","5","-6.4","11","30050322"
"-10.5","5","-5.9","11","30050323"
"-8.8","5","-9","11","30050324"
"-5.6","5","-9.6","12","30050325"
"-5","5","-8","12","30050326"
"-5.5","5","-6.1","12","30050327"
"-6","5","-7.9","13","30050328"
"-5.7","5","-3.7","11","30050329"
"-9","5","-2.2","12","30050330"
"-12","5","-2.2","12","30050331"
"-10","5","-0.2","12","30050332"
"-11.9","5","0.3","12","30050333"
"-13","5","-1","13","30050334"
"-10.9","5","1.2","13","30050335"
"-11","5","-3","13","30050336"
"-16","5","1","11","30050337"
"-15.3","5","3.6","11","30050338"
"-13","5","4","11","30050339"
"-14","5","3","13","30050340"
"-10.2","5","4","11","30050341"
"-8.9","5","4","12","30050342"
"-5.2","5","-0.1","12","30050343"
"-3.2","5","1","12","30050344"
"-3.3","5","4.7","11","30050346"
"-1","5","4.2","11","30050347"
"4","5","-9","13","30050348"
"7","5","-10","12","30050349"
"7","5","-8","12","30050350"
"7","5","-6","11","30050351"
"6","5","-4","11","30050352"
"0","5","-7","11","30050353"
"0","5","-5","11","30050354"
"6","5","-1","13","30050355"
"6","5","-2.3","12","30050356"
"10.8","5","4","11","30050357"
"8.5","5","6.5","12","30050358"
"6.8","5","5.8","12","30050359"
"5","5","6","13","30050360"
"2.8","5","6","11","30050361"
"2.7","5","2.1","11","30050362"
"-4","5","-12","12","30050363"
"-6","5","-12","11","30050364"
"-3","5","-10","13","30050365"
"-4","5","-11","13","30050366"
"5.6","5","1.8","11","30050367"
"15.8","5","3.5","13","30050368"
"18.6","5","0.9","13","30050369"
"18.7","5","4.1","11","30050370"
"13.5","5","0.6","12","30050371"
"14.8","5","-1","13","30050372"
"16","5","-1","13","30050373"
"15","5","-2","11","30050374"
"19","5","-2","11","30050375"
"19","5","-1","11","30050376"
"13.1","5","-7.5","12","30050377"
"13","5","-5","11","30050378"
"16","5","-9","13","30050379"
"15","5","-8","13","30050380"
"14","5","-9","12","30050381"
"15.8","5","-10","11","30050382"
"17.6","5","-10","11","30050383"
"19.5","5","-10.2","12","30050384"
"13.8","5","-13.6","12","30050390"
"10.7","5","-13.5","12","30050391"
"10.6","5","-10.7","11","30050392"
"12","5","-10","11","30050393"
"18","5","-14.1","12","30050394"
"20","5","-14","13","30050395"
"19","5","-13","13","30050396"
"21","5","-15","13","30050397"
"18.7","5","-18.2","12","30050398"
"18.7","5","-20","11","30050399"
"14.7","5","-20","12","30050400"
"13","5","-20","11","30050401"
"10.9","5","-19.9","11","30050402"
"12","5","-20","13","30050403"
"16","5","-20","13","30050404"
"14","5","-22.9","11","30050405"
"15","5","-22.8","13","30050406"
"19","5","-23","12","30050407"
"21","5","-23","11","30050408"
"22","5","-23","13","30050409"
"20","5","-23","13","30050410"
"23.6","5","-21.2","12","30050411"
"23.6","5","-18.2","12","30050412"
"-20.8","5","-5.7","991006","30050413"
"-19","5","-5.7","991006","30050414"
"-3.2","5","-0.4","11","30050416"
"-3.3","5","-2.1","12","30050417"
"-0.4","5","1","12","30050418"
"-0.5","5","-0.4","11","30050419"
"-0.5","5","-2.1","12","30050420"
"-1.8","5","1","991005","30050421"
"-1.8","5","-0.8","991005","30050422"
"-1.8","5","-2.3","991005","30050423"
"15.2","5","-13.1","991005","30050424"
"15.2","5","-15.3","991005","30050425"
"15.2","5","-17.4","991005","30050426"
"16","5","-14","13","30050427"
"16","5","-16","13","30050428"
"16","5","-18","13","30050429"
"7.8","5","-19.2","12","30050430"
"10.6","5","-22.8","13","30050431"
"9.5","5","-22.7","11","30050432"
"16.5","5","-4.8","991001","30050433"
"17.5","5","-4.8","991002","30050434"
"7.7","5","1.4","991001","30050435"
"8.3","5","1.4","991002","30050436"
"16","5","1.5","991002","30050437"
"15.6","5","1.3","991003","30050438"
"5.5","5","-17.1","991001","30050439"
"6.5","5","-17.1","991002","30050440"
"7","6","-23.6","11","30060001"
"17.2","6","-21.3","12","30060003"
"6.4","6","-21.8","13","30060005"
"8.4","6","-21.8","13","30060006"
"4","6","-21","11","30060007"
"1.6","6","-15.7","11","30060008"
"3.5","6","-16.7","11","30060009"
"1.5","6","-21.9","13","30060010"
"2.7","6","-23.7","13","30060011"
"-3","6","-23.7","13","30060012"
"-5.9","6","-22.8","12","30060018"
"-10.5","6","-21.6","11","30060019"
"-11.5","6","-19.7","13","30060020"
"-13.5","6","-19.7","13","30060021"
"-9.5","6","-19.7","13","30060022"
"-16.1","6","-23.8","12","30060023"
"-18.7","6","-23.7","11","30060024"
"-21","6","-21.8","11","30060025"
"-10.9","6","-3.8","13","30060036"
"-10.3","6","-11.1","12","30060043"
"-11.6","6","-14.3","12","30060044"
"-15.1","6","-4.8","12","30060045"
"-10","6","1.3","11","30060054"
"4.1","6","-6.3","12","30060062"
"12.7","6","-4.2","11","30060064"
"11.9","6","-2.9","11","30060065"
"15.5","6","-7.4","13","30060067"
"16.4","6","-9.7","13","30060068"
"18.1","6","-25","11","30060073"
"17.5","6","-16.7","13","30060077"
"23.4","6","-10.9","990002","30060079"
"5","6","-23.7","990001","30060080"
"-13","6","-10.6","990001","30060081"
"1.8","6","-13","11","30060083"
"10.6","6","-10.5","13","30060085"
"8.5","6","-16.7","13","30060086"
"11.6","6","-14.2","12","30060087"
"9.7","6","-14.2","12","30060088"
"-0.5","6","-3.7","13","30060089"
"0.6","6","-3.7","13","30060090"
"-6.5","6","-7.3","12","30060091"
"-5.4","6","-6.1","12","30060092"
"-6.7","6","-6.1","13","30060093"
"-5.5","6","-7.5","13","30060094"
"-10.9","6","-5.8","13","30060095"
"-11.1","6","-7.2","11","30060097"
"-19.5","6","-12.3","12","30060098"
"-19.5","6","-10.4","12","30060099"
"-18","6","-8.9","13","30060100"
"-16.5","6","-11.4","13","30060101"
"-17.4","6","-21.5","13","30060102"
"-16","6","-20.1","13","30060103"
"-17.4","6","-20.1","12","30060104"
"-2.1","6","-21.9","13","30060106"
"21.2","6","-21.9","11","30060107"
"20.3","6","-24.2","11","30060108"
"16.8","6","-1.8","12","30060115"
"1","6","-10.6","11","30060116"
"2.5","6","-10.6","11","30060117"
"9","6","0.1","13","30060118"
"7.5","6","0.1","13","30060119"
"4.8","6","-0.6","11","30060120"
"19.4","6","-1.8","12","30060121"
"21.7","6","-1.8","12","30060122"
"20.5","6","-1.7","13","30060123"
"18.1","6","-1.7","13","30060124"
"15.8","6","2.2","11","30060125"
"19.5","6","1.2","13","30060126"
"21","6","1.2","13","30060127"
"22.5","6","1.2","13","30060128"
"20","6","-11.5","13","30060130"
"-4","6","-10.1","11","30060132"
"-8","6","-22.8","12","30060135"
"-18.8","6","-13.6","11","30060137"
"-14.3","6","-11.1","11","30060138"
"-4","6","-12","12","30060139"
"10.4","6","-16.7","13","30060140"
"-12.6","6","-21.6","11","30060141"
"-25.2","6","-19","11","30060145"
"-4.8","6","-1.9","13","30060146"
"-7.2","6","-2.2","11","30060148"
"14.2","6","1.4","11","30060150"
"8.5","6","-1.7","11","30060151"
"10","6","-2.6","11","30060152"
"9.5","6","-5.2","12","30060153"
"12.5","6","-10","13","30060154"
"12.8","6","-6","13","30060155"
"16.6","6","-5.6","12","30060156"
"23","6","-7","12","30060157"
"19.7","6","-5.6","11","30060158"
"21.7","6","-5.6","11","30060159"
"5.5","6","-18.8","12","30060161"
"7.5","6","-18.7","11","30060162"
"9.5","6","-18.8","12","30060163"
"11.5","6","-18.6","11","30060164"
"13.3","6","-18.7","13","30060165"
"15.3","6","-19.4","13","30060166"
"-16","6","-21.3","12","30060167"
"-6","6","-14.8","13","30060168"
"-4.5","6","-14.8","12","30060169"
"-3","6","-14.8","13","30060170"
"-1.5","6","-14.8","12","30060171"
"-7.6","6","-13.6","11","30060172"
"-14.3","6","-8.1","11","30060175"
"-15.8","6","-6.8","11","30060176"
"-25","6","-20.6","13","30060179"
"-25.1","6","-17.4","13","30060180"
"10","6","-23.6","11","30060181"
"20.9","6","-15.9","13","30060182"
"22.9","6","-15.9","13","30060183"
"22.7","6","-12.6","11","30060184"
"7","6","-9.6","990001","30060186"
"-20.8","6","-19.7","991005","30060187"
"-20.8","6","-18.7","991005","30060188"
"-20.8","6","-17.7","991005","30060189"
"-20.8","6","-16.7","991005","30060190"
"-0.8","6","-2.8","991006","30060191"
"0.2","6","-2.8","991006","30060192"
"1.2","6","-2.8","991006","30060193"
"18.2","6","-4.7","991005","30060194"
"18.2","6","-5.7","991005","30060195"
"18.2","6","-6.7","991005","30060196"
"18.2","6","-7.7","991005","30060197"
"-7.7","6","-10.2","12","30060198"
"-8.2","6","-16.6","12","30060199"
"-10.4","6","-17","11","30060200"
"-13","6","-17.4","11","30060201"
"-4.3","6","-19","12","30060202"
"-6.2","6","-17.8","11","30060203"
"-8.1","6","-18.2","11","30060204"
"15.1","6","-21.3","12","30060205"
"11.9","6","-21.3","12","30060206"
"17.1","6","-19.4","13","30060207"
"16.2","6","-18.7","991005","30060208"
"16.2","6","-19.7","991005","30060209"
"16.2","6","-20.7","991005","30060210"
"16.2","6","-21.7","991005","30060211"
"16.2","6","-22.7","991005","30060212"
"-23.3","6","-14.1","11","30060213"
"-21.3","6","-14.1","11","30060214"
"-9.5","6","-2.8","13","30060216"
"-11.2","6","0.1","11","30060217"
"-13.9","6","-2","11","30060218"
"-7.5","6","2","12","30060221"
"-0.5","6","-1.9","13","30060222"
"0.6","6","-1.9","13","30060223"
"-1.2","6","2.9","11","30060224"
"-3.3","6","-3","11","30060225"
"-3","6","-0.1","11","30060227"
"1.7","6","3.2","11","30060228"
"4.1","6","0.7","11","30060229"
"11.6","6","1.8","12","30060230"
"19.8","6","4.2","11","30060231"
"23","6","4.2","11","30060232"
"8.9","6","-9.9","13","30060233"
"5.6","6","-10.5","13","30060234"
"4.5","6","-9.9","13","30060235"
"21.3","6","-19.5","11","30060236"
"-22","6","-19.4","13","30060243"
"-22","6","-17.4","13","30060244"
"-20","6","-18.4","13","30060245"
"-6.6","6","-20.7","991004","30060246"
"-6.6","6","-21.2","991003","30060247"
"-14.3","6","-21.6","991003","30060248"
"-14.3","6","-20.3","991004","30060249"
"-13.1","6","-5.2","991001","30060250"
"-12.7","6","-5.2","991002","30060251"
"-6.6","6","-4.2","991001","30060252"
"-5.2","6","-4.2","991002","30060253"
"2.8","6","-7.2","991002","30060254"
"1.4","6","-7.2","991001","30060255"
"5.9","6","-4.2","991001","30060256"
"6.3","6","-4.2","991002","30060257"
"17.8","6","-13.6","991003","30060258"
"17.8","6","-12.3","991004","30060259"
"4.4","6","-13.2","991001","30060260"
"5.8","6","-13.2","991002","30060261"
"19","7","-21.2","990001","30070003"
"-4","7","-21.2","990001","30070004"
"5.8","7","3","991003","30070019"
"6.1","7","3.4","991002","30070020"
"-11.2","7","-22","21","30070035"
"-8.4","7","-18.8","21","30070038"
"-15.6","7","-14","22","30070040"
"-7.4","7","-14","22","30070041"
"-10.4","7","-11.7","21","30070042"
"-19.5","7","-12.8","21","30070046"
"-21","7","-11.4","21","30070047"
"-20","7","-8.1","22","30070048"
"-18.7","7","-6.5","23","30070050"
"-13.9","7","-7.8","21","30070051"
"-10.5","7","-6.3","23","30070052"
"-5.8","7","-11","21","30070055"
"-8.5","7","-6.3","23","30070058"
"-17","7","-4.8","21","30070062"
"-12.5","7","-5","22","30070064"
"-19","7","-2.7","21","30070067"
"-15.5","7","-2.4","23","30070068"
"-18.8","7","1.2","21","30070069"
"-17.2","7","2.3","21","30070070"
"-22","7","0.4","21","30070072"
"-13.5","7","-2.4","23","30070077"
"-19","7","5.7","21","30070078"
"-17.6","7","9.2","21","30070079"
"-12.8","7","3.5","22","30070080"
"-11.7","7","9.5","21","30070081"
"-5.6","7","0","22","30070088"
"-7.6","7","7.2","21","30070090"
"1","7","0.8","23","30070096"
"2.6","7","-0.9","21","30070097"
"7.2","7","1.1","21","30070099"
"2.5","7","4.1","21","30070102"
"15.7","7","4.7","21","30070108"
"13.7","7","3.3","21","30070110"
"8.6","7","-1.7","21","30070113"
"10.8","7","-6.7","21","30070114"
"10.5","7","0.1","22","30070115"
"15","7","-5","22","30070116"
"13.9","7","-0.3","23","30070117"
"11","7","-10.6","23","30070119"
"14.9","7","-13.6","21","30070123"
"16.5","7","-19.2","23","30070124"
"12.4","7","-18.5","23","30070125"
"8.9","7","-13.9","21","30070127"
"15","7","-21.8","21","30070131"
"11.6","7","-19.3","23","30070132"
"9.5","7","-21.8","22","30070133"
"4.3","7","-21.6","21","30070134"
"0","7","-21.1","21","30070136"
"3.1","7","-19.3","23","30070137"
"5.8","7","-18.8","23","30070138"
"4.1","7","-17.2","23","30070139"
"1.9","7","-15.5","21","30070141"
"5.9","7","-14.1","22","30070143"
"0.2","7","-13.4","23","30070144"
"3.7","7","-11.4","23","30070145"
"0.7","7","-4.9","23","30070147"
"-0.6","7","-7.5","21","30070148"
"-1.2","7","-2.5","21","30070154"
"-5","7","-15.3","22","30070157"
"-5.6","7","-17.7","21","30070158"
"-1.9","7","-22","21","30070159"
"-6.8","7","-21.9","22","30070160"
"-15","7","-17.7","21","30070163"
"-15.1","7","-21.6","23","30070165"
"5.1","7","7.1","21","30070167"
"6.9","7","3.1","23","30070168"
"4.4","7","-2.3","23","30070171"
"4","7","-5","21","30070172"
"-10","7","-4.2","990001","30070173"
"-6","7","4.8","990001","30070174"
"13","7","-20.1","991001","30070179"
"13.3","7","-19.6","991004","30070181"
"-5.8","7","-7.7","991005","30070186"
"-5.8","7","-6.7","991005","30070187"
"-5.8","7","-5.6","991005","30070188"
"-5.8","7","-4.6","991005","30070189"
"-4.1","7","0","22","30070190"
"-4.1","7","1.7","22","30070191"
"-5.6","7","1.7","22","30070192"
"-4.8","7","-0.6","991005","30070193"
"-4.8","7","0.4","991005","30070194"
"-4.8","7","1.4","991005","30070195"
"-4.8","7","2.4","991005","30070196"
"17.7","7","3.3","21","30070197"
"13.3","7","4.2","991006","30070198"
"14.4","7","4.2","991006","30070199"
"15.6","7","4.2","991006","30070200"
"16.8","7","4.2","991006","30070201"
"18","7","4.2","991006","30070202"
"14.5","7","-1.2","23","30070203"
"6.8","7","-6.7","21","30070204"
"8.8","7","-5.2","21","30070205"
"11","7","-5.8","991006","30070206"
"9.8","7","-5.8","991006","30070207"
"8.6","7","-5.8","991006","30070208"
"7.4","7","-5.8","991006","30070209"
"6.3","7","-5.8","991006","30070210"
"-1.8","7","-13.4","23","30070211"
"11.1","7","6.9","22","30070212"
"15.4","7","8","22","30070213"
"17.9","7","0.3","21","30070224"
"22.3","7","-7.9","21","30070227"
"21.7","7","-18.7","21","30070232"
"17","7","-16.4","21","30070233"
"17.1","7","-9.7","21","30070234"
"22.4","7","-11.9","23","30070236"
"22","7","-16.1","22","30070237"
"15.2","7","-0.4","23","30070240"
"21.2","7","3.4","22","30070241"
"22.7","7","-3.4","22","30070245"
"-2.5","7","6.7","23","30070247"
"-1.5","7","6.6","23","30070249"
"-1.9","7","7.2","23","30070250"
"4.7","7","-11.8","23","30070254"
"4.4","7","-10.8","23","30070255"
"1.4","7","7.2","22","30070256"
"10.8","7","-18.5","23","30070257"
"-16.5","7","6.1","23","30070258"
"-6.6","7","-6.4","22","30070259"
"-5","7","-7.4","22","30070260"
"-5","7","-5.3","22","30070261"
"11.5","7","-11.5","23","30070262"
"11.9","7","-10.7","23","30070263"
"17.4","7","-18.5","23","30070264"
"-14.4","7","-21.9","23","30070265"
"-15","7","-22.2","23","30070266"
"15.8","7","-4.2","22","30070267"
"22.7","7","-12.3","23","30070268"
"-9.5","7","5.5","23","30070269"
"-9.5","7","1.6","23","30070270"
"-21.9","7","3.3","22","30070271"
"17.1","8","-22.5","990001","30080013"
"-8.2","8","-19","991004","30080074"
"-16","8","-22.5","990001","30080076"
"2.8","8","-9.4","991003","30080193"
"2.8","8","-8.3","991004","30080194"
"11.8","8","-16.6","991001","30080204"
"12.2","8","-16.6","991002","30080205"
"-8.2","8","-20.6","991003","30080209"
"-11","8","-4.5","990001","30080213"
"-6.4","8","1.7","991003","30080214"
"-6.4","8","2.2","991004","30080215"
"-22.2","8","-15.2","991001","30080221"
"-21.8","8","-15.2","991002","30080222"
"-0.2","8","-18.6","991001","30080223"
"0.2","8","-18.6","991002","30080224"
"-22.7","8","-10.6","991001","30080233"
"-21.3","8","-10.6","991002","30080234"
"12","8","-2.7","990001","30080235"
"-4.2","8","-16.7","991006","30080236"
"-5.7","8","-16.7","991006","30080237"
"-25.5","8","24.3","23","30080238"
"-25.2","8","24.5","21","30080239"
"8.5","8","-22.7","23","30080240"
"13.8","8","-20.3","21","30080241"
"5","8","-22.7","21","30080242"
"6.5","8","-22.7","23","30080244"
"-25.4","8","24.4","22","30080245"
"4.5","8","-19.2","22","30080246"
"2.9","8","-15.6","21","30080250"
"3","8","-17.8","21","30080251"
"8.2","8","-13.4","22","30080252"
"5.4","8","-11.7","23","30080254"
"3.5","8","-11.7","23","30080255"
"1.5","8","-10.8","21","30080256"
"-1.6","8","-11.2","21","30080257"
"1.5","8","-13.8","22","30080259"
"1.6","8","-21.3","22","30080260"
"1.6","8","-22.8","21","30080261"
"-0.5","8","-24","22","30080262"
"-2.7","8","-24","22","30080263"
"-4","8","-16","23","30080264"
"-5","8","-16","23","30080265"
"-6","8","-16","23","30080266"
"-4","8","-18","23","30080267"
"-5","8","-18","23","30080268"
"-6","8","-18","23","30080269"
"-7","8","-21","21","30080270"
"-5.5","8","-19.8","22","30080271"
"-9.3","8","-17.1","22","30080272"
"-12.2","8","-17.2","22","30080274"
"-10","8","-22","21","30080275"
"-12","8","-22","21","30080276"
"-14.4","8","-16.8","22","30080277"
"-16.6","8","-15.9","21","30080278"
"-19.5","8","-16","21","30080279"
"-19","8","-14","22","30080281"
"-17","8","-13","22","30080282"
"-24","8","-13.8","21","30080284"
"-23.1","8","-20.6","21","30080286"
"-23.1","8","-17.7","21","30080287"
"-20","8","-22","22","30080288"
"-22","8","-22","22","30080289"
"-23.2","8","-19.3","23","30080290"
"-23.6","8","-11.5","22","30080292"
"-20.1","8","-12.4","21","30080294"
"-19","8","-8.4","22","30080297"
"-20.7","8","-6.6","23","30080300"
"-23.7","8","-5.4","22","30080303"
"-23.8","8","-2.9","21","30080305"
"-21.8","8","-1","21","30080306"
"-18","8","-1.2","22","30080309"
"-16.1","8","-4.1","21","30080310"
"-15","8","-2.2","21","30080311"
"-16.4","8","-6.1","23","30080313"
"-10.6","8","-11.8","21","30080315"
"-16.2","8","-7.6","22","30080316"
"-14","8","-11","23","30080318"
"-14","8","-10","23","30080319"
"-14","8","-12","23","30080320"
"-14.1","8","-14","22","30080321"
"-9.7","8","-6","21","30080323"
"-8","8","-9.5","21","30080324"
"-5.8","8","-6","22","30080327"
"-4.8","8","-8.8","23","30080328"
"-5.7","8","-3.7","21","30080329"
"-9","8","-2.2","22","30080330"
"-11.8","8","-1.7","22","30080331"
"-9.8","8","0.1","22","30080332"
"-13","8","-1","23","30080334"
"-10.9","8","0.2","23","30080335"
"-10.7","8","-2.6","23","30080336"
"-16","8","1","21","30080337"
"-15.3","8","3.6","21","30080338"
"-5.9","8","2.1","23","30080340"
"-10.2","8","4","21","30080341"
"-5.2","8","-0.1","22","30080343"
"-2.9","8","0.3","22","30080344"
"-3.3","8","4.7","21","30080346"
"-1","8","4.2","21","30080347"
"4.2","8","-9.2","23","30080348"
"7","8","-10","22","30080349"
"7","8","-6","21","30080351"
"0","8","-7","21","30080353"
"0","8","-4.9","21","30080354"
"5.8","8","-2.9","22","30080356"
"10.8","8","4","21","30080357"
"3","8","2.1","21","30080362"
"-4","8","-12","22","30080363"
"-6","8","-12","21","30080364"
"-3","8","-9.6","23","30080365"
"-4.6","8","-10.5","23","30080366"
"5.6","8","1.8","21","30080367"
"15.8","8","3.5","23","30080368"
"18.7","8","0.9","23","30080369"
"18.7","8","4.1","21","30080370"
"13.5","8","0.6","22","30080371"
"15.8","8","-1","23","30080373"
"19","8","-2","21","30080375"
"22.5","8","-8.5","21","30080376"
"13.1","8","-7.5","22","30080377"
"13","8","-5","21","30080378"
"16","8","-9","23","30080379"
"15","8","-8","23","30080380"
"19.5","8","-10.2","22","30080384"
"11.1","8","-11.2","21","30080392"
"15.9","8","-13.3","23","30080395"
"14.5","8","-13.3","23","30080396"
"21","8","-15","23","30080397"
"18.1","8","-18.3","22","30080398"
"10.2","8","-19.9","21","30080402"
"15","8","-22.8","23","30080406"
"18.7","8","-23.3","22","30080407"
"21.3","8","-22.9","21","30080408"
"23.6","8","-21.2","22","30080411"
"23.6","8","-18.2","22","30080412"
"-20.6","8","-5.7","991006","30080413"
"-19.3","8","-5.7","991006","30080414"
"-2.9","8","-2.1","22","30080417"
"-0.9","8","0.3","22","30080418"
"-0.9","8","-2.1","22","30080420"
"-1.8","8","1","991005","30080421"
"-1.8","8","-0.8","991005","30080422"
"-1.8","8","-2.3","991005","30080423"
"15.2","8","-13.1","991005","30080424"
"15.2","8","-15.3","991005","30080425"
"15.2","8","-17.4","991005","30080426"
"7.8","8","-19.2","22","30080430"
"10.5","8","-22.7","23","30080431"
"16.7","8","-19.9","21","30080432"
"16.5","8","-4.8","991001","30080433"
"17.5","8","-4.8","991002","30080434"
"7.7","8","1.4","991001","30080435"
"8.3","8","1.4","991002","30080436"
"16","8","1.5","991002","30080437"
"15.6","8","1.3","991003","30080438"
"5.5","8","-17.1","991001","30080439"
"6.5","8","-17.1","991002","30080440"
"-9.2","8","-15.6","23","30080441"
"-11.3","8","-14.5","23","30080442"
"-9.3","8","-13.6","23","30080443"
"-19.7","8","-6.6","23","30080444"
"-18.7","8","-6.6","23","30080445"
"-20.7","8","-5.1","23","30080446"
"-19.7","8","-5.1","23","30080447"
"-18.7","8","-5.1","23","30080448"
"4.5","8","4.9","23","30080449"
"6.5","8","4.9","23","30080450"
"5.5","8","4.9","23","30080451"
"7.5","8","4.9","23","30080452"
"14.7","8","-9.2","23","30080453"
"9.7","8","-2.8","22","30080455"
"9.5","8","-5.6","23","30080456"
"8.4","8","-8.4","23","30080457"
"11.6","8","-7.6","23","30080458"
"14.5","8","-15.4","23","30080459"
"15.9","8","-15.4","23","30080460"
"14.5","8","-17.5","23","30080461"
"15.9","8","-17.5","23","30080462"
"21","8","-5","22","30080463"
"22.6","8","-12.6","22","30080464"
"-10.7","8","-8.4","22","30080465"
"-12.9","8","-6.9","21","30080466"
"7","9","-23.8","21","30090001"
"17.2","9","-21.3","22","30090003"
"6.4","9","-21.8","23","30090005"
"8.4","9","-21.8","23","30090006"
"4","9","-21","21","30090007"
"1.6","9","-15.7","21","30090008"
"3.5","9","-16.9","21","30090009"
"1.5","9","-21.9","23","30090010"
"2.7","9","-23.7","23","30090011"
"-3","9","-23.7","23","30090012"
"-5.9","9","-22.8","22","30090018"
"-10.5","9","-21.8","21","30090019"
"-11.5","9","-19.7","23","30090020"
"-13.5","9","-19.7","23","30090021"
"-9.5","9","-19.7","23","30090022"
"-16.1","9","-23.8","22","30090023"
"-18.7","9","-23.8","21","30090024"
"-21","9","-21.8","21","30090025"
"-10.9","9","-3.8","23","30090036"
"-10.3","9","-11.1","22","30090043"
"-11.6","9","-14.3","22","30090044"
"-15.1","9","-4.8","22","30090045"
"-10","9","1.3","21","30090054"
"4.1","9","-6.3","22","30090062"
"12.7","9","-4.2","21","30090064"
"11.9","9","-2.9","21","30090065"
"15.5","9","-7.4","23","30090067"
"16.4","9","-9.7","23","30090068"
"18.1","9","-25","21","30090073"
"17.5","9","-16.7","23","30090077"
"23.4","9","-10.9","990002","30090079"
"5","9","-23.7","990001","30090080"
"-13","9","-10.6","990001","30090081"
"1.8","9","-13","21","30090083"
"10.6","9","-10.5","23","30090085"
"8.5","9","-16.7","23","30090086"
"11.6","9","-14.2","22","30090087"
"9.7","9","-14.2","22","30090088"
"-0.5","9","-3.7","23","30090089"
"0.6","9","-3.7","23","30090090"
"-6.5","9","-7.3","22","30090091"
"-5.4","9","-6.1","22","30090092"
"-6.7","9","-6.1","23","30090093"
"-5.5","9","-7.5","23","30090094"
"-10.9","9","-5.8","23","30090095"
"-11.1","9","-7.2","21","30090097"
"-19.5","9","-12.3","22","30090098"
"-19.5","9","-10.4","22","30090099"
"-18","9","-8.9","23","30090100"
"-16.5","9","-11.4","23","30090101"
"-17.4","9","-21.5","23","30090102"
"-16","9","-20.1","23","30090103"
"-17.4","9","-20.1","22","30090104"
"-2.1","9","-21.9","23","30090106"
"21.2","9","-21.9","21","30090107"
"20.3","9","-24.2","21","30090108"
"16.8","9","-1.8","22","30090115"
"1","9","-10.8","21","30090116"
"2.5","9","-10.8","21","30090117"
"9","9","0.1","23","30090118"
"7.5","9","0.1","23","30090119"
"4.8","9","-0.6","21","30090120"
"19.4","9","-1.8","22","30090121"
"21.7","9","-1.8","22","30090122"
"20.5","9","-1.7","23","30090123"
"18.1","9","-1.7","23","30090124"
"15.8","9","2.2","21","30090125"
"19.5","9","1.2","23","30090126"
"21","9","1.2","23","30090127"
"22.5","9","1.2","23","30090128"
"20","9","-11.5","23","30090130"
"-4","9","-10.1","21","30090132"
"-8","9","-22.8","22","30090135"
"-18.9","9","-13.7","21","30090137"
"-14.3","9","-11.1","21","30090138"
"-4","9","-12","22","30090139"
"10.4","9","-16.7","23","30090140"
"-12.6","9","-21.8","21","30090141"
"-25.2","9","-19","21","30090145"
"-4.8","9","-1.9","23","30090146"
"-7.2","9","-2.2","21","30090148"
"14.2","9","1.4","21","30090150"
"8.5","9","-1.9","21","30090151"
"10","9","-2.9","21","30090152"
"9.5","9","-5.2","22","30090153"
"12.5","9","-10","23","30090154"
"12.8","9","-6","23","30090155"
"16.6","9","-5.6","22","30090156"
"23","9","-7","22","30090157"
"19.7","9","-5.8","21","30090158"
"21.7","9","-5.8","21","30090159"
"5.5","9","-18.8","22","30090161"
"7.5","9","-19","21","30090162"
"9.5","9","-18.8","22","30090163"
"11.5","9","-19","21","30090164"
"13.3","9","-18.7","23","30090165"
"15.3","9","-19.4","22","30090166"
"-16","9","-21.3","22","30090167"
"-6","9","-14.8","23","30090168"
"-4.5","9","-14.8","22","30090169"
"-3","9","-14.8","23","30090170"
"-1.5","9","-14.8","22","30090171"
"-7.6","9","-13.6","21","30090172"
"-14.3","9","-8.1","21","30090175"
"-15.8","9","-6.8","21","30090176"
"-25","9","-20.6","23","30090179"
"-25.1","9","-17.4","23","30090180"
"10","9","-23.8","21","30090181"
"20.9","9","-15.9","23","30090182"
"22.9","9","-15.9","23","30090183"
"22.7","9","-12.6","21","30090184"
"7","9","-9.6","990001","30090186"
"-20.8","9","-19.7","991005","30090187"
"-20.8","9","-18.7","991005","30090188"
"-20.8","9","-17.7","991005","30090189"
"-20.8","9","-16.7","991005","30090190"
"-0.8","9","-2.8","991006","30090191"
"0.2","9","-2.8","991006","30090192"
"1.2","9","-2.8","991006","30090193"
"18.2","9","-4.7","991005","30090194"
