2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f
"","","91","","","1007404","","0","0","1007404091",""
"","","3","0.2","","1007404","1","mhp_idle_thinking","117531","1007404092",""
"","","3","0.2","","1007404","1","mhp_sit_talk_sad2","111011","1007404093",""
"","","21","","0","1007404","0","vo_mhp_1014","vo_mhp_1007404","1007404094",""
"0.5","0","11","0","1","1007404","5","這是令人很感興趣的提議──但我拒絕。\n答應妳用那種聲音提出的邀請時，\n我不記得自己有哪次是全身而退的。","111011","1007404095","0"
"","","91","","","1007404","","0","0","1007404096",""
"","","3","0.2","","1007404","1","mhp_sit_idle_2","111011","1007404097",""
"","","3","0.2","","1007404","1","mhp_talk_anger2","117531","1007404098",""
"","","21","","0","1007404","0","vo_mhp_1015","vo_mhp_1007404","1007404099",""
"0.5","0","11","0","1","1007404","5","咦～？真無趣～！比起未知的體驗，\n居然以生命安全優先，\n這是放棄學問喔？有損賢者的威信喔？\n唉～優妮博士也就只有這點程度嗎……","117531","1007404100","0"
"","","93","","","1007404","","1","9","1007404101",""
"","","3","0.2","","1007404","1","mhp_talk_thinking","117531","1007404102",""
"","","91","","","1007404","","0","1007404100","1007404103",""
"","","3","0.2","","1007404","1","mhp_idle_thinking","117531","1007404104",""
"","","3","0.2","","1007404","1","mhp_sit_talk_anger2","111011","1007404105",""
"","","21","","0","1007404","0","vo_mhp_1016","vo_mhp_1007404","1007404106",""
"0.5","0","11","0","1","1007404","5","唔……區區的小丫頭說這什麼話！\n妳這傢伙想必是理科的吧？\n令人不快，誰還要再來這種地方啊！\n滾開，理科都要傳染過來了！我呸我呸！","111011","1007404107","0"
"","","91","","","1007404","","","0","1007404108",""
"","1","3","0.2","mhp_idle_surprise1","1007404","0","mhp_surprise","117531","1007404109","0.2"
"","","3","0.2","","1007404","0","mhp_yuni_sit_out_angry","111011","1007404110",""
"","","93","","","1007404","","","0.5","1007404111",""
"","","12","0","","1007404","1","14","111011","1007404112","0"
"","","93","","","1007404","","","0.5","1007404113",""
"","","91","","","1007404","","","0","1007404114",""
"","","3","0.2","","1007404","1","mhp_run_angry","111011","1007404115",""
"","","4","","","1007404","","1","111011","1007404116",""
"","0","2","","2.5","1007404","-220","-1000","111011","1007404117",""
"","","93","","","1007404","","0","2","1007404118",""
"","","91","","","1007404","","","0","1007404119",""
"","","3","0.2","","1007404","1","mhp_talk_sad","117531","1007404120",""
"","","21","","0","1007404","0","vo_mhp_1017","vo_mhp_1007404","1007404121",""
"0.5","0","11","0","1","1007404","7","那孩子……\n越來越像養育她長大的親人了呢……","117531","1007404122","0"
"","","91","","","1007404","","","0","1007404123",""
"","","22","","","1007404","","0","0","1007404124",""
"","","91","","","1007404","","","0","1007404125",""
"mhp_idle_normal","-240","1","1.7","-1000","1007405","100","111011","1","1007405001","0"
"mhp_sit_idle","-220","1","1.7","185","1007405","100","117531","1","1007405002","1"
"mhp_sit_idle","-200","1","1.7","365","1007405","100","117631","1","1007405003","1"
"","0.85","31","1","-154","1007405","-240","1","1","1007405004",""
"NoItem","-220","5","1.7","-200","1007405","110","11","1","1007405005","0"
"NoItem","-220","5","1.7","-200","1007405","105","12","1","1007405006","0"
"NoItem","-220","5","1.7","185","1007405","110","21","1","1007405007","1"
"NoItem","-220","5","1.7","185","1007405","105","22","1","1007405008","1"
"","0","6","0","1","1007405","1","1","11","1007405009","0"
"","0","6","0","1","1007405","1","1","12","1007405010","0"
"","0","6","0","1","1007405","1","1","21","1007405011","0"
"","0","6","0","1","1007405","1","1","22","1007405012","0"
"NoItem","-220","5","1.7","-1000","1007405","110","31","1","1007405013","0"
"","","91","","","1007405","","","0","1007405014",""
"","","3","0.2","","1007405","1","mhp_sit_talk_normal","117531","1007405015",""
"","","21","","0","1007405","0","vo_mhp_1101","vo_mhp_1007405","1007405016",""
"0.5","0","11","0","0","1007405","5","優妮，請進～","117531","1007405017","0"
"","","91","","","1007405","","","0","1007405018",""
"","","3","0.2","","1007405","1","mhp_sit_idle","117531","1007405019",""
"","","3","0.2","","1007405","1","mhp_walk","111011","1007405020",""
"","0","2","","4","1007405","-220","-200","111011","1007405021",""
"","","3","0.2","","1007405","1","NoItem","31","1007405022",""
"","0","2","","4","1007405","-220","-200","31","1007405023",""
"","","91","","","1007405","","","0","1007405024",""
"","1","3","0.2","mhp_sit_idle_2","1007405","0","mhp_sit_in_2","111011","1007405025","0.2"
"","","93","","","1007405","","0","1","1007405026",""
"","","3","0.2","","1007405","1","mhp_sit_talk_joy2","111011","1007405027",""
"","","21","","0","1007405","0","vo_mhp_1102","vo_mhp_1007405","1007405028",""
"0.5","0","11","0","1","1007405","5","嘻嘻，優妮來囉。\n小深過得還好嗎？","111011","1007405029","0"
"","","91","","","1007405","","","0","1007405030",""
"","","3","0.2","","1007405","1","mhp_sit_idle_joy2","111011","1007405031",""
"","","3","0.2","","1007405","1","mhp_sit_talk_normal","117531","1007405032",""
"","","21","","0","1007405","0","vo_mhp_1103","vo_mhp_1007405","1007405033",""
"0.5","0","11","0","1","1007405","5","哎呀，妳決定把自己之前\n氣噗噗地回去那件事\n當作完全沒發生過啊。\nOK，我明白了。","117531","1007405034","0"
"","","91","","","1007405","","","0","1007405035",""
"","","3","0.2","","1007405","1","mhp_sit_talk_wish","117531","1007405036",""
"","","21","","0","1007405","0","vo_mhp_1104","vo_mhp_1007405","1007405037",""
"0.5","0","11","0","1","1007405","4","然後呢？\n優妮今天也是來找我閒聊的嗎？","117531","1007405038","0"
"","","91","","","1007405","","","0","1007405039",""
"","","3","0.2","","1007405","1","mhp_sit_idle","117531","1007405040",""
"","","3","0.2","","1007405","1","mhp_sit_talk_sad","111011","1007405041",""
"","","21","","0","1007405","0","vo_mhp_1105","vo_mhp_1007405","1007405042",""
"0.5","0","11","0","1","1007405","5","不。我今天是以患者的身分前來。\n希望熟悉醫藥之道的妳，\n能助我一臂之力。","111011","1007405043","0"
"","","91","","","1007405","","","0","1007405044",""
"","","3","0.2","","1007405","1","mhp_sit_idle_sad","111011","1007405045",""
"","","3","0.2","","1007405","1","mhp_sit_talk_thinking","117531","1007405046",""
"","","21","","0","1007405","0","vo_mhp_1106","vo_mhp_1007405","1007405047",""
"0.5","0","11","0","1","1007405","6","哎呀，聽起來不是小事呢。\n好啊，告訴我吧。請說？","117531","1007405048","0"
"","","91","","","1007405","","","0","1007405049",""
"","","3","0.2","","1007405","1","mhp_sit_idle","117531","1007405050",""
"","","3","0.2","","1007405","1","mhp_sit_talk_sad2","111011","1007405051",""
"","","21","","0","1007405","0","vo_mhp_1107","vo_mhp_1007405","1007405052",""
"0.5","0","11","0","1","1007405","4","嗯，若要解釋說來話長，\n但講白一點就是──我很睏。","111011","1007405053","0"
"","","91","","","1007405","","","0","1007405054",""
"","","3","0.2","","1007405","0","mhp_yuni_sleep_in","111011","1007405055",""
"","1","3","0","NoItem","1007405","0","mhp_yuni_sleep_in","31","1007405056","0"
"","","21","","0","1007405","0","vo_mhp_1108","vo_mhp_1007405","1007405057",""
"0.5","0","11","0","1","1007405","6","不知道是為什麼，總之我很睏。\n不管是睡是醒，就是很睏。\n要是我有那個意思，可以睡上一輩子。","111011","1007405058","0"
"","","93","","","1007405","","1","8.2","1007405059",""
"","","3","0.2","","1007405","0","mhp_yuni_sleep_out","111011","1007405060",""
"","","3","0.2","","1007405","0","mhp_yuni_sleep_out","31","1007405061",""
"","","91","","","1007405","","","1007405058","1007405062",""
"","","3","0.2","","1007405","1","mhp_sit_idle_sad","111011","1007405063",""
"","","3","0.2","","1007405","1","NoItem_idle","31","1007405064",""
"","","3","0.2","","1007405","1","mhp_sit_talk_thinking","117531","1007405065",""
"","","21","","0","1007405","0","vo_mhp_1109","vo_mhp_1007405","1007405066",""
"0.5","0","11","0","1","1007405","5","啊～是那種問題……好的好的。","117531","1007405067","0"
"","","91","","","1007405","","","0","1007405068",""
"","","3","0.2","","1007405","1","mhp_sit_idle","117531","1007405069",""
"","","3","0.2","","1007405","1","mhp_sit_talk_sad2","111011","1007405070",""
"","","21","","0","1007405","0","vo_mhp_1110","vo_mhp_1007405","1007405071",""
"0.5","0","11","0","1","1007405","4","依我的想法，\n這肯定是叫作嗜睡症的睡眠障礙。\n主治醫師，給我一點有趣的藥水吧。","111011","1007405072","0"
"","","91","","","1007405","","","0","1007405073",""
"","","3","0.2","","1007405","1","mhp_sit_idle_sad2","111011","1007405074",""
"","","103","","","1007405","0","1007405078","活力藥水","1007405075",""
"","","103","","","1007405","0","1007405124","安眠藥水","1007405076",""
"","","103","","","1007405","0","1007405166","虛張聲勢藥水","1007405077",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_sit_out","117531","1007405078","0"
"","","93","","","1007405","","0","0.6","1007405079",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_sit_out","111011","1007405080","0"
"","","93","","","1007405","","0","0.2","1007405081",""
"","0","3","0.2","","1007405","1","mhp_walk","111011","1007405082",""
"","0","2","","1.5","1007405","-220","35","111011","1007405083",""
"","0","2","","1.5","1007405","-220","35","31","1007405084",""
"","0","2","","1.5","1007405","-220","35","11","1007405085",""
"","0","2","","1.5","1007405","-220","35","12","1007405086",""
"","","93","","","1007405","","0","0.3","1007405087",""
"","1","3","0.2","mhp_handover_loop","1007405","0","mhp_handover_in","117531","1007405088","0"
"","1","6","0","1","1007405","1","1","21","1007405089","0"
"","1","6","0","1","1007405","1","1","22","1007405090","0"
"","1","3","0.2","mhp_handover_loop","1007405","0","mhp_handover_in","21","1007405091","0"
"","1","3","0.2","mhp_item_EX0001_handover_loop","1007405","0","mhp_item_EX0001_handover_in","22","1007405092","0"
"","","93","","","1007405","","0","1.2","1007405093",""
"","1","3","0.2","mhp_handover_receive_loop","1007405","0","mhp_handover_receive_in","111011","1007405094","0"
"","1","6","0","1","1007405","1","1","11","1007405095","0"
"","1","6","0","1","1007405","1","1","12","1007405096","0"
"","1","3","0.2","mhp_receive_yuni_loop","1007405","0","mhp_receive_yuni_in","11","1007405097","0"
"","1","3","0.2","mhp_item_EX0001_receive_loop","1007405","0","mhp_item_EX0001_receive_in","12","1007405098","0"
"","","93","","","1007405","","0","0.6","1007405099",""
"","1","6","0.4","1","1007405","1","1","22","1007405100","0"
"","","93","","","1007405","","0","0.4","1007405101",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_handover_out","117531","1007405102","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_handover_out","21","1007405103","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_item_EX0001_handover_out","22","1007405104","0"
"","","93","","","1007405","","0","0.4","1007405105",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_handover_receive_out","111011","1007405106","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_receive_yuni_out","11","1007405107","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_item_EX0001_receive_out","12","1007405108","0"
"","","93","","","1007405","","","2","1007405109",""
"","","3","0.2","","1007405","1","mhp_talk_joy2","111011","1007405110",""
"","","21","","0","1007405","0","vo_mhp_1111","vo_mhp_1007405","1007405111",""
"0.5","0","11","0","1","1007405","7","哇～是和平常一樣的藥水耶～！","111011","1007405112","0"
"","","91","","","1007405","","","0","1007405113",""
"","","3","0.2","","1007405","1","mhp_idle_joy2","111011","1007405114",""
"","","3","0.2","","1007405","1","mhp_talk_worry","117531","1007405115",""
"","","21","","0","1007405","0","vo_mhp_1112","vo_mhp_1007405","1007405116",""
"0.5","0","11","0","1","1007405","5","妳這孩子真的懂嗎……\n我話先說在前頭，這算緊急處置喔？\n因為這樣只是在預支自己的體力喔？","117531","1007405117","0"
"","","91","","","1007405","","","0","1007405118",""
"","","3","0.2","","1007405","1","mhp_talk_wish2","117531","1007405119",""
"","","21","","0","1007405","0","vo_mhp_1113","vo_mhp_1007405","1007405120",""
"0.5","0","11","0","1","1007405","4","舉例來說，\n如果能充滿活力地行動一小時，\n之後就會連本帶利地確實躺平三小時。\n所以妳要小心遵守用藥處方喔？","117531","1007405121","0"
"","","91","","","1007405","","","0","1007405122",""
"","","101","","","1007405","","","1007405213","1007405123",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_sit_out","117531","1007405124","0"
"","","93","","","1007405","","0","0.6","1007405125",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_sit_out","111011","1007405126","0"
"","","93","","","1007405","","0","0.2","1007405127",""
"","0","3","0.2","","1007405","1","mhp_walk","111011","1007405128",""
"","0","2","","1.5","1007405","-220","35","111011","1007405129",""
"","0","2","","1.5","1007405","-220","35","31","1007405130",""
"","0","2","","1.5","1007405","-220","35","11","1007405131",""
"","0","2","","1.5","1007405","-220","35","12","1007405132",""
"","","93","","","1007405","","0","0.3","1007405133",""
"","1","3","0.2","mhp_handover_loop","1007405","0","mhp_handover_in","117531","1007405134","0"
"","1","6","0","1","1007405","1","1","21","1007405135","0"
"","1","6","0","1","1007405","1","1","22","1007405136","0"
"","1","3","0.2","mhp_handover_loop","1007405","0","mhp_handover_in","21","1007405137","0"
"","1","3","0.2","mhp_item_EX0002_handover_loop","1007405","0","mhp_item_EX0002_handover_in","22","1007405138","0"
"","","93","","","1007405","","0","1.2","1007405139",""
"","1","3","0.2","mhp_handover_receive_loop","1007405","0","mhp_handover_receive_in","111011","1007405140","0"
"","1","6","0","1","1007405","1","1","11","1007405141","0"
"","1","6","0","1","1007405","1","1","12","1007405142","0"
"","1","3","0.2","mhp_receive_yuni_loop","1007405","0","mhp_receive_yuni_in","11","1007405143","0"
"","1","3","0.2","mhp_item_EX0002_receive_loop","1007405","0","mhp_item_EX0002_receive_in","12","1007405144","0"
"","","93","","","1007405","","0","0.6","1007405145",""
"","1","6","0.4","1","1007405","1","1","22","1007405146","0"
"","","93","","","1007405","","0","0.4","1007405147",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_handover_out","117531","1007405148","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_handover_out","21","1007405149","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_item_EX0002_handover_out","22","1007405150","0"
"","","93","","","1007405","","0","0.4","1007405151",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_handover_receive_out","111011","1007405152","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_receive_yuni_out","11","1007405153","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_item_EX0002_receive_out","12","1007405154","0"
"","","93","","","1007405","","","2","1007405155",""
"","","3","0.2","","1007405","1","mhp_talk_anger2","111011","1007405156",""
"","","21","","0","1007405","0","vo_mhp_1114","vo_mhp_1007405","1007405157",""
"0.5","0","11","0","1","1007405","6","安眠藥水……？\n喂，給我慢著，主治醫師。\n居然讓苦惱於睡太多的患者睡得更多，\n妳這傢伙的腦子是切嚕了嗎？","111011","1007405158","0"
"","","91","","","1007405","","","0","1007405159",""
"","","3","0.2","","1007405","1","mhp_idle_sad","111011","1007405160",""
"","","3","0.2","","1007405","1","mhp_talk_worry","117531","1007405161",""
"","","21","","0","1007405","0","vo_mhp_1115","vo_mhp_1007405","1007405162",""
"0.5","0","11","0","1","1007405","6","如果得到了足夠的睡眠時間，\n卻還是沒有睡夠，原因就是出在睡得太淺。\n所以就反過來提升睡眠的品質吧。","117531","1007405163","0"
"","","91","","","1007405","","","0","1007405164",""
"","","101","","","1007405","","","1007405213","1007405165",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_sit_out","117531","1007405166","0"
"","","93","","","1007405","","0","0.6","1007405167",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_sit_out","111011","1007405168","0"
"","","93","","","1007405","","0","0.2","1007405169",""
"","0","3","0.2","","1007405","1","mhp_walk","111011","1007405170",""
"","0","2","","1.5","1007405","-220","35","111011","1007405171",""
"","0","2","","1.5","1007405","-220","35","31","1007405172",""
"","0","2","","1.5","1007405","-220","35","11","1007405173",""
"","0","2","","1.5","1007405","-220","35","12","1007405174",""
"","","93","","","1007405","","0","0.3","1007405175",""
"","1","3","0.2","mhp_handover_loop","1007405","0","mhp_handover_in","117531","1007405176","0"
"","1","6","0","1","1007405","1","1","21","1007405177","0"
"","1","6","0","1","1007405","1","1","22","1007405178","0"
"","1","3","0.2","mhp_handover_loop","1007405","0","mhp_handover_in","21","1007405179","0"
"","1","3","0.2","mhp_item_EX0003_handover_loop","1007405","0","mhp_item_EX0003_handover_in","22","1007405180","0"
"","","93","","","1007405","","0","1.2","1007405181",""
"","1","3","0.2","mhp_handover_receive_loop","1007405","0","mhp_handover_receive_in","111011","1007405182","0"
"","1","6","0","1","1007405","1","1","11","1007405183","0"
"","1","6","0","1","1007405","1","1","12","1007405184","0"
"","1","3","0.2","mhp_receive_yuni_loop","1007405","0","mhp_receive_yuni_in","11","1007405185","0"
"","1","3","0.2","mhp_item_EX0003_receive_loop","1007405","0","mhp_item_EX0003_receive_in","12","1007405186","0"
"","","93","","","1007405","","0","0.6","1007405187",""
"","1","6","0.4","1","1007405","1","1","22","1007405188","0"
"","","93","","","1007405","","0","0.4","1007405189",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_handover_out","117531","1007405190","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_handover_out","21","1007405191","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_item_EX0003_handover_out","22","1007405192","0"
"","","93","","","1007405","","0","0.4","1007405193",""
"","1","3","0.2","mhp_idle_normal","1007405","0","mhp_handover_receive_out","111011","1007405194","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_receive_yuni_out","11","1007405195","0"
"","1","3","0.2","NoItem_idle","1007405","0","mhp_item_EX0003_receive_out","12","1007405196","0"
"","","93","","","1007405","","0","2","1007405197",""
"","","3","0.2","","1007405","1","mhp_anna_ahahaStand_loop","117531","1007405198",""
"","","21","","0","1007405","0","vo_mhp_1116","vo_mhp_1007405","1007405199",""
"0.5","0","11","0","1","1007405","3","呵～呵呵，妳就把這個喝下去吧！\n這是本藥學王深月開發的萬靈藥！\n能夠發揮出所有妳想要的效果！","117531","1007405200","0"
"","","93","","","1007405","","1","2.5","1007405201",""
"","","3","0.2","","1007405","1","mhp_talk_joy1","117531","1007405202",""
"","","91","","","1007405","","","1007405200","1007405203",""
"","","3","0.2","","1007405","1","mhp_idle_joy1","117531","1007405204",""
"","","3","0.2","","1007405","1","mhp_talk_surprise2","111011","1007405205",""
"","","21","","0","1007405","0","vo_mhp_1117","vo_mhp_1007405","1007405206",""
"0.5","0","11","0","1","1007405","5","真假！深月王好強！","111011","1007405207","0"
"","","91","","","1007405","","0","0","1007405208",""
"","","3","0.2","","1007405","1","mhp_idle_surprise2","111011","1007405209",""
"","","3","0.2","","1007405","1","mhp_idle_thinking","117531","1007405210",""
"","","21","","0","1007405","0","vo_mhp_1118","vo_mhp_1007405","1007405211",""
"0.5","0","11","0","1","1007405","5","（話雖這麼說但那只是虛張聲勢的假藥。\n優妮的病名不是嗜睡症，\n單純是生性懶惰。沒辦法用藥治好的。）","117531","1007405212","0"
"","","91","","","1007405","","","0","1007405213",""
"","","3","0.2","","1007405","1","mhp_idle_normal","117531","1007405214",""
"","","3","0.2","","1007405","1","mhp_talk_wish","111011","1007405215",""
"","","21","","0","1007405","0","vo_mhp_1119","vo_mhp_1007405","1007405216",""
"0.5","0","11","","1","1007405","6","喔喔，深月老師，感激不盡！\n好，這樣就能免去因為不自覺地\n耍廢發懶而白白浪費的時間了！","111011","1007405217","0"
"","","91","","","1007405","","","0","1007405218",""
"","","3","0.2","","1007405","1","mhp_idle_joy1","111011","1007405219",""
"","","3","0.2","","1007405","1","mhp_talk_sad","117531","1007405220",""
"","","21","","0","1007405","0","vo_mhp_1120","vo_mhp_1007405","1007405221",""
"0.5","0","11","","1","1007405","5","這不好說呢。\n我只能說這全看妳自己。\n我會為妳打氣的，請多保重。","117531","1007405222","0"
"","","91","","","1007405","","","0","1007405223",""
"","","22","","","1007405","","0","0","1007405224",""
"","","3","0.2","","1007405","1","mhp_idle_normal","117531","1007405225",""
"","0","3","0.2","","1007405","1","mhp_walk_glad","111011","1007405226",""
"","","4","","","1007405","","1","111011","1007405227",""
"","0","2","","5","1007405","-220","-1000","111011","1007405228",""
"","","91","","","1007405","","","0","1007405229",""
"mhp_idle_normal","-240","1","1.7","-1000","1007406","100","111011","1","1007406001","0"
"mhp_sit_idle","-220","1","1.7","185","1007406","100","117531","1","1007406002","1"
"mhp_sit_idle","-200","1","1.7","365","1007406","100","117631","1","1007406003","1"
"","0.85","31","1","-154","1007406","-240","1","1","1007406004",""
"","1","31","0","0","1007406","0","130","30","1007406005",""
"","1","31","0","0","1007406","0","112","12","1007406006",""
"NoItem","-220","5","1.7","-200","1007406","110","11","1","1007406007","0"
"NoItem","-220","5","1.7","-200","1007406","105","12","1","1007406008","0"
"NoItem","-220","5","1.7","185","1007406","110","21","1","1007406009","1"
"NoItem","-220","5","1.7","185","1007406","105","22","1","1007406010","1"
"","0","6","0","1","1007406","1","1","11","1007406011","0"
"","0","6","0","1","1007406","1","1","12","1007406012","0"
"","0","6","0","1","1007406","1","1","21","1007406013","0"
"","0","6","0","1","1007406","1","1","22","1007406014","0"
"","","91","","","1007406","","","0","1007406015",""
"","","3","0.2","","1007406","1","mhp_sit_talk_normal","117531","1007406016",""
"","","21","","0","1007406","0","vo_mhp_1201","vo_mhp_1007406","1007406017",""
"0.5","0","11","0","0","1007406","5","優妮，請進～","117531","1007406018","0"
"","","91","","","1007406","","","0","1007406019",""
"","","3","0.2","","1007406","1","mhp_sit_idle","117531","1007406020",""
"","","3","0.2","","1007406","1","mhp_walk","111011","1007406021",""
"","0","2","","4","1007406","-220","-200","111011","1007406022",""
"","","91","","","1007406","","","0","1007406023",""
"","1","3","0.2","mhp_sit_idle_2","1007406","0","mhp_sit_in_2","111011","1007406024","0.2"
"","","93","","","1007406","","0","1","1007406025",""
"","","3","0.2","","1007406","1","mhp_sit_talk_normal","111011","1007406026",""
"","","21","","0","1007406","0","vo_mhp_1202","vo_mhp_1007406","1007406027",""
"0.5","0","11","0","1","1007406","6","嗨，深月老師，讓妳久等了啊。\n公會長優妮來了喔。","111011","1007406028","0"
"","","91","","","1007406","","","0","1007406029",""
"","","3","0.2","","1007406","1","mhp_sit_idle_2","111011","1007406030",""
"","","3","0.2","","1007406","1","mhp_sit_talk_thinking","117531","1007406031",""
"","","21","","0","1007406","0","vo_mhp_1203","vo_mhp_1007406","1007406032",""
"0.5","0","11","0","1","1007406","6","我不記得自己有特別在等妳，\n但也沒關係，歡迎來到我的診療室。","117531","1007406033","0"
"","","91","","","1007406","","","0","1007406034",""
"","","3","0.2","","1007406","1","mhp_sit_talk_normal","117531","1007406035",""
"","","21","","0","1007406","0","vo_mhp_1204","vo_mhp_1007406","1007406036",""
"0.5","0","11","0","1","1007406","4","好了，優妮──啊，失禮了，\n妳現在是有學位的啊。\n我該稱呼妳為優妮博士嗎？","117531","1007406037","0"
"","","91","","","1007406","","","0","1007406038",""
"","","3","0.2","","1007406","1","mhp_sit_idle","117531","1007406039",""
"","","3","0.2","","1007406","1","mhp_sit_talk_thinking2","111011","1007406040",""
"","","21","","0","1007406","0","vo_mhp_1205","vo_mhp_1007406","1007406041",""
"0.5","0","11","0","1","1007406","5","不，不必。\n學院為了自己的方便\n硬塞給我的名譽學位無異於暱稱。","111011","1007406042","0"
"","","91","","","1007406","","","0","1007406043",""
"","","3","0.2","","1007406","1","mhp_sit_idle_2","111011","1007406044",""
"","","3","0.2","","1007406","1","mhp_sit_talk_normal","117531","1007406045",""
"","","21","","0","1007406","0","vo_mhp_1206","vo_mhp_1007406","1007406046",""
"0.5","0","11","0","1","1007406","6","呵呵……是叫聖德蕾莎女子學院嗎？\n原本對村子外頭完全沒興趣的妳，\n如今已經是堂堂傳統名校的一分子了啊。","117531","1007406047","0"
"","","91","","","1007406","","","0","1007406048",""
"","","3","0.2","","1007406","1","mhp_sit_idle","117531","1007406049",""
"","","3","0.2","","1007406","1","mhp_sit_talk_joy1","111011","1007406050",""
"","","21","","0","1007406","0","vo_mhp_1207","vo_mhp_1007406","1007406051",""
"0.5","0","11","0","1","1007406","4","那也沒辦法。\n這副脆弱的軀體\n之所以能順利地融入社會，\n全是因為有深月老師的幫助。","111011","1007406052","0"
"","","91","","","1007406","","","0","1007406053",""
"","","3","0.2","","1007406","1","mhp_sit_talk_worry","111011","1007406054",""
"","","21","","0","1007406","0","vo_mhp_1208","vo_mhp_1007406","1007406055",""
"0.5","0","11","0","1","1007406","4","我一直想著總有一天要說出來。\n我非常感謝妳。鞠躬。","111011","1007406056","0"
"","","93","","","1007406","","1","5.5","1007406057",""
"","1","3","0.2","mhp_sit_idle_2","1007406","0","mhp_yuni_pekori","111011","1007406058","0"
"","","93","","","1007406","","0","1","1007406059",""
"","","91","","","1007406","","","1007406056","1007406060",""
"","","3","0.2","","1007406","1","mhp_sit_idle_2","111011","1007406061",""
"","","3","0.2","","1007406","1","mhp_sit_talk_memory","117531","1007406062",""
"","","21","","0","1007406","0","vo_mhp_1209","vo_mhp_1007406","1007406063",""
"0.5","0","11","0","1","1007406","5","討、討厭啦，妳怎麼突然這麼說！\n我只是在做自己的工作而已啊。","117531","1007406064","0"
"","","91","","","1007406","","","0","1007406065",""
"","","3","0.2","","1007406","1","mhp_sit_idle","117531","1007406066",""
"","","3","0.2","","1007406","1","mhp_sit_talk_sad","111011","1007406067",""
"","","21","","0","1007406","0","vo_mhp_1210","vo_mhp_1007406","1007406068",""
"0.5","0","11","0","1","1007406","4","並非如此。\n深月老師總會找個名目關照\n離開村子後孤身一人的我。","111011","1007406069","0"
"","","91","","","1007406","","","0","1007406070",""
"","","3","0.2","","1007406","1","mhp_sit_talk_wish","111011","1007406071",""
"","","21","","0","1007406","0","vo_mhp_1211","vo_mhp_1007406","1007406072",""
"0.5","0","11","0","1","1007406","5","這可能不符合「獨眼惡魔」的作風，\n但我還是想特地說出來。\n我甚至覺得，\n妳是我在蘭德索爾的新家人。","111011","1007406073","0"
"","","91","","","1007406","","","0","1007406074",""
"","","3","0.2","","1007406","1","mhp_sit_idle_wish","111011","1007406075",""
"","","3","0.2","","1007406","1","mhp_sit_talk_sad","117531","1007406076",""
"","","21","","0","1007406","0","vo_mhp_1212","vo_mhp_1007406","1007406077",""
"0.5","0","11","0","1","1007406","5","優妮……","117531","1007406078","0"
"","","91","","","1007406","","","0","1007406079",""
"","","3","0.2","","1007406","1","mhp_sit_idle_sad","117531","1007406080",""
"","","3","0.2","","1007406","1","mhp_sit_talk_thinking2","111011","1007406081",""
"","","21","","0","1007406","0","vo_mhp_1213","vo_mhp_1007406","1007406082",""
"1","0","11","0","1","1007406","4","講白一點，就是母親。","111011","1007406083","0"
"","","91","","","1007406","","","0","1007406084",""
"","","3","0.2","","1007406","1","mhp_sit_idle_thinking2","111011","1007406085",""
