db3f35990725f335f5bd7faa66134f6c3e23435355403e126262ae5543fff8f6,017ecfcc0833c850511a7c9a8d1c887cd639d505961b8804f38cedd257c2cd41,e10dfc22e3de6a81f82998e562e149b7772110c5a56015cb150b0eb18e279837,2a9feb4d8fc14c37ba102d99018503694cd6d738c37b596573f8de96094a86b0,91bbc00e9cbe5f759ecc37987bcaff8e7e049e330c31302baaea13c3a3b72f50,8ab99fa853d1462af28f13da923b11fa2469ee65f2d50f5e34d083338ddce0a8,c8551cb262b416bac36578ef45048eb99e2c3661851b4cad64b954c58488141b,4bbea1a28bf3d7ed503292c82986f970df6e1f14dde056afdbe33f47e497fe8c
"1006002","圓圓的環。","2","ㄨㄢ","指環","10060","ㄓ","1"
"1006003","以貴金屬或稀有礦物加工成的奢侈品，通常都是亮晶晶的。","2","ㄠ","珠寶","10060","ㄨ","1"
"1006100","以纖維編織而成的工具，用於捆綁。","1","ㄗ","繩子","10061","ㄥ","1"
"1006101","用麻線等編成的結實的繩子。可以綁起各式各樣的東西。","1","ㄥ","麻繩","10061","ㄚ","1"
"1006102","用草編織成的繩子，據說被蛇咬過的人會怕它十年。","2","ㄥ","草繩","10061","ㄠ","1"
"1006103","嗚呵呵呵呵。","3","ㄩ","空花的秘密道具","10061","ㄨㄥ","1"
"1006104","空花要，空花要～！","3","ㄧㄥ","絕頂","10061","ㄩㄝ","1"
"1006200","用來防止攻擊的板狀的防具。","1","ㄞ","盾牌","10062","ㄨㄣ","1"
"1006201","拿來防止什麼的東西的總稱。","2","ㄩ","護具","10062","ㄨ","1"
"1006202","保護身體的裝備。","2","ㄩ","防具","10062","ㄤ","1"
"1006203","配戴在身上的功能性物品或衣物。","2","ㄟ","裝備","10062","ㄨㄤ","1"
"1006204","純的必殺技。能擋下各種攻擊！","3","ㄨㄣ","地獄之盾","10062","ㄧ","1"
"1006300","貨幣。不是食物。","1","ㄧ","錢幣","10063","ㄧㄢ","1"
"1006301","「錢」的別種說法。不是食物。","1","ㄧㄢ","金錢","10063","ㄧㄣ","1"
"1006302","被藏起來的貴重物品。","2","ㄤ","寶藏","10063","ㄠ","1"
"1006303","指貨幣或貴重的物品。","2","ㄨ","財物","10063","ㄞ","1"
"1006304","在蘭德索爾使用的貨幣單位。不是食物。","3","ㄧ","盧幣","10063","ㄨ","1"
"1006305","是盧幣主要的用途。也有可以食用的。","3","ㄩ","公會小屋購買家具","10063","ㄨㄥ","1"
"1006400","雞蛋做成的甜品。","1","ㄧㄥ","布丁","10064","ㄨ","1"
"1006401","統率所有點心的點心中的點心。","2","ㄧㄥ","豪華法式布丁","10064","ㄠ","1"
"1006402","是甜的。也就是布丁。","2","ㄧㄢ","甜點","10064","ㄧㄢ","1"
"1006403","所有的布丁都是宮子一個人的。","3","ㄧㄣ","宮子的點心","10064","ㄨㄥ","1"
"1006500","裝飾在脖子上的飾品。","1","ㄧㄢ","項鍊","10065","ㄧㄤ","1"
"1006501","掛在脖子上的飾品。","2","ㄕ","墜飾","10065","ㄨㄟ","1"
"1006502","飾品。時尚的必備道具。","2","ㄧㄣ","飾品","10065","ㄕ","1"
"1006503","與服裝互相搭配的配件。","2","ㄕ","首飾","10065","ㄡ","1"
"1006600","稻穗。可以篩出米。","1","ㄧ","稻米","10066","ㄠ","1"
"1006601","將水稻精製後的穀物。米飯！","2","ㄢ","米飯","10066","ㄧ","1"
"1006602","麵包原料的穀物。","2","ㄗ","麥子","10066","ㄞ","1"
"1006603","人工種植的可食用植物之一，富含澱粉。","2","ㄨ","穀物","10066","ㄨ","1"
"1006700","由豆類製成的東國特有的醬料。","1","ㄧㄡ","醬油","10067","ㄧㄤ","1"
"1006701","「醬油」的別種說法。豆類的醬料。","2","ㄧㄡ","豆油","10067","ㄡ","1"
"1006702","用來調味。","2","ㄧㄠ","調味料","10067","ㄧㄠ","1"
"1006703","加入鰹魚風味的醬油。","2","ㄧㄡ","柴魚醬油","10067","ㄞ","1"
"1006800","用來進行流程作業的機器。","1","ㄞ","輸送帶","10068","ㄨ","1"
"1006801","大量生產製品的設施。","2","ㄤ","工廠","10068","ㄨㄥ","1"
"1006802","工廠為了提高效率而設置的生產流水線。","2","ㄧㄢ","生產線","10068","ㄥ","1"
"1006803","賭上了墨丘利財團威望的事業。要是那時候沒有爆炸的話……","3","ㄤ","鯛魚燒工廠","10068","ㄧㄠ","1"
"1006900","炫爛奪目又豪華的照明器具。","1","ㄥ","吊燈","10069","ㄧㄠ","1"
"1006901","照亮黑暗的光。","2","ㄞ","燭臺","10069","ㄨ","1"
"1006902","精心設計的帶有美感的照明裝置。","2","ㄕ","燈飾","10069","ㄥ","1"
"1007000","好鹹。","1","ㄧㄢ","鹽","10070","ㄧㄢ","1"
"1007001","「鹽」的別種說法。","2","ㄚ","氯化納","10070","ㄩ","1"
"1007002","用來調味。","2","ㄧㄠ","調味料","10070","ㄧㄠ","1"
"1007003","鈉離子含量較低的食用鹽，據說比較健康。","2","ㄧㄢ","低鈉鹽","10070","ㄧ","1"
"1007100","會捲起激烈旋渦的潮流。","1","ㄨㄛ","漩渦","10071","ㄩㄢ","1"
"1007101","要、要被捲進去了……咕嚕咕嚕……","2","ㄨ","咕嚕咕嚕","10071","ㄨ","1"
"1007102","船隻沉沒的事故。","2","ㄢ","海難","10071","ㄞ","1"
"1007200","釣魚用的道具。要高明的操作需要技巧。","1","ㄢ","釣竿","10072","ㄧㄠ","1"
"1007201","幾乎是釣竿的必要配備，空有釣竿卻沒有魚餌可不容易啊。","2","ㄦ","魚餌","10072","ㄩ","1"
"1007202","握法跟專業級的一樣。","3","ㄩ","流夏的興趣","10072","ㄧㄡ","1"
"1007300","煮食物用的調理器具。","1","ㄗ","鍋子","10073","ㄨㄛ","1"
"1007301","最愛大家了。聞味道的瞬間就讓人想吃的香料魔法。","2","ㄧ","咖哩","10073","ㄚ","1"
"1007302","放入肉和蔬菜燉煮的料理。能不能以這個當菜來配飯，引起了眾人討論。","2","ㄞ","燉菜","10073","ㄨㄣ","1"
"1007303","為了讓食物入味所用的液體。","2","ㄓ","滷汁","10073","ㄨ","1"
"1007304","加了紅酒的燉牛肉。","2","ㄡ","紅酒燉牛肉","10073","ㄨㄥ","1"
"1007400","坐在兩邊叩咚叩咚的。","1","ㄢ","蹺蹺板","10074","ㄧㄠ","1"
"1007401","放在公園裡的遊戲道具。","2","ㄕ","兒童遊樂設施","10074","ㄦ","1"
"1007402","在公園集合哦！","2","ㄨㄢ","去公園玩","10074","ㄩ","1"
"1007403","槓桿兩邊受力不相同的狀態，引申為相關聯的雙方差距過大。","2","ㄥ","失衡","10074","ㄕ","1"
"1007500","用來畫圖或寫字的道具。","1","ㄧ","筆","10075","ㄧ","1"
"1007501","是東國的文化！","2","ㄚ","書法","10075","ㄨ","1"
"1007502","以動物毛製成的筆。","2","ㄧ","毛筆","10075","ㄠ","1"
"1007503","一定得學習。","2","ㄗ","寫字","10075","ㄧㄝ","1"
"1007504","研墨的道具。","2","ㄞ","硯臺","10075","ㄧㄢ","1"
"1007505","位於蘭德索爾的遙遠東邊的國家的文化。還有忍者、武士、富士、藝妓等。是妮諾的憧憬。","3","ㄨㄚ","東國文化","10075","ㄨㄥ","1"
"1007600","訓練工具。","1","ㄧㄥ","啞鈴","10076","ㄧㄚ","1"
"1007601","看到隆起來的手臂肌肉了嗎？那就是二頭肌。","1","ㄧ","二頭肌","10076","ㄦ","1"
"1007602","肌肉！","2","ㄡ","肌肉","10076","ㄧ","1"
"1007603","主要是為了提升力量的訓練。","2","ㄧㄢ","鍛鍊","10076","ㄨㄢ","1"
"1007604","提起重物的訓練。","2","ㄩㄣ","重訓","10076","ㄨㄥ","1"
"1007700","是鬼喲。把布丁交出來喲。","1","ㄨㄣ","鬼魂","10077","ㄨㄟ","1"
"1007701","是幽靈喲。把布丁交出來喲。","1","ㄧㄥ","幽靈","10077","ㄧㄡ","1"
"1007702","是宮子喲！把布丁交出來喲。","3","ㄗ","宮子","10077","ㄨㄥ","1"
"1007703","是無敵的喲！把布丁交出來喲。","3","ㄧ","無敵","10077","ㄨ","1"
"2000100","【破曉之星】中最愛助人的格鬥少女。","1","ㄜ","日和","20001","ㄖ","1"
"2000101","日和的口頭禪和座右銘。","3","ㄧㄣ","放不下心","20001","ㄤ","1"
"2000200","【破曉之星】中專情的純真治療師。","1","ㄧ","優衣","20002","ㄧㄡ","1"
"2000201","治癒一切是優衣的特技。","3","ㄩ","全體治癒","20002","ㄩㄢ","1"
"2000202","似乎旁人都對此感到很意外。","3","ㄢ","真琴的兒時玩伴","20002","ㄣ","1"
"2000300","【破曉之星】中的冷酷劍士。釣魚是她的興趣。","1","ㄧㄥ","怜","20003","ㄧㄥ","1"
"2000301","怜的隱藏特技。","3","ㄚ","騎馬","20003","ㄧ","1"
"2000302","她會教我她的劍術特技。在天氣好時也會去釣魚……","3","ㄨ","劍術","20003","ㄧㄢ","1"
"2000400","【小小甜心】中的惡作劇負責人。在３人之中也是活力源頭。","1","ㄧ","禊","20004","ㄧ","1"
"2000401","說到惡作劇的技巧無人能出其右，是惡作劇專家。","3","ㄨㄟ","搗蛋鬼","20004","ㄠ","1"
"2000500","隸屬於【王宮騎士團】。憧憬英雄的少女。","1","ㄧ","茉莉","20005","ㄛ","1"
"2000501","喜愛正義英雄的火熱之心才不會輸給其他人！","3","ㄙ","虎虎頭號粉絲","20005","ㄨ","1"
"2000600","【惡魔偽王國軍】的雙胞胎中，早熟的妹妹。","1","ㄧ","茜里","20006","ㄧㄢ","1"
"2000601","雖然長得一模一樣，個性卻完全相反？","3","ㄟ","依里的妹妹","20006","ㄧ","1"
"2000602","如字面上所述，她的可愛會迷惑人心。","3","ㄛ","小惡魔","20006","ㄧㄠ","1"
"2000700","【惡魔偽王國軍】中最愛布丁的幽靈。","1","ㄗ","宮子","20007","ㄨㄥ","1"
"2000701","能夠飄浮或穿越牆壁等，所做之事大概就是去偷吃布丁。","3","ㄧㄥ","幽靈","20007","ㄧㄡ","1"
"2000702","了喲～！","3","ㄧㄥ","最喜歡布丁","20007","ㄨㄟ","1"
"2000800","【純白之翼 蘭德索爾分部】的美貌代表。","1","ㄩㄝ","雪","20008","ㄩㄝ","1"
"2000801","真是罪過呀。","3","ㄨㄛ","美麗的我","20008","ㄟ","1"
"2000802","我太美了也有錯嗎？","3","ㄧㄢ","自戀","20008","ㄗ","1"
"2000900","【暮光流星群】成員的熾炎戰鬼煉獄血盟暗黑團團長。既是暗黑騎士，也是結束終焉之戰的舊世界英雄。","1","ㄞ","杏奈","20009","ㄧㄥ","1"
"2000901","又名為！","3","ㄧ","疾風之冥姬","20009","ㄧ","1"
"2000902","由於是青春期，就不要管她了。","3","ㄧㄥ","中二病","20009","ㄨㄥ","1"
"2001000","【哞哞自衛隊】中可靠又雍容華貴的公會長。","1","ㄨ","真步","20010","ㄣ","1"
"2001001","據說位於某處的謎之國度，真步真步王國……真步是那裡的公主。","3","ㄨ","公主","20010","ㄨㄥ","1"
"2001002","將手杖轉轉轉的可愛動作喚出的魔法威力不可小看……","3","ㄛ","咕嚕靈波","20010","ㄨ","1"
"2001100","隸屬於【拉比林斯】，自稱妹妹。努力的考生。","1","ㄞ","璃乃","20011","ㄧ","1"
"2001101","就是妹妹，儘管只是自稱，還是妹妹。","3","ㄟ","妹妹","20011","ㄟ","1"
"2001102","就算有點呆也沒關係，希望她能健康的長大。","3","ㄢ","小笨蛋","20011","ㄧㄠ","1"
"2001200","【森林守衛】中沉睡的超能力少女。","1","ㄧㄣ","初音","20012","ㄨ","1"
"2001201","有超能力的事是祕密哦。","3","ㄩ","超能力少女","20012","ㄠ","1"
"2001202","最愛小栞了！","3","ㄧㄝ","小栞的姊姊","20012","ㄧㄠ","1"
"2001300","【暮光流星群】中可愛到爆的最強魔法少女。","1","ㄧㄤ","七七香","20013","ㄧ","1"
"2001301","使用魔法的少女。在知情的人之間，對於到幾歲前能自稱魔法少女，都有著不同的看法。","3","ㄩ","魔法少女","20013","ㄛ","1"
"2001302","表示無敵可愛的意思。","3","ㄞ","最可愛","20013","ㄨㄟ","1"
"2001400","【哞哞自衛隊】中的聰明美少女名偵探。","1","ㄧㄚ","霞","20014","ㄧㄚ","1"
"2001401","她解開的謎團數都數不盡，難道是因為事件在呼喚名偵探嗎……","3","ㄢ","名偵探","20014","ㄧㄥ","1"
"2001402","追求真實的高尚職業。據說偵探的身邊總會跟著助手。","3","ㄢ","偵探","20014","ㄣ","1"
"2001500","【森林守衛】的公會長。不斷湧出母性的姊姊。","1","ㄧ","美里","20015","ㄟ","1"
"2001501","連魔物也會照顧。","3","ㄕ","幼稚園的老師","20015","ㄧㄡ","1"
"2001600","【月光學院】中不擅長讀書，個性天真爛漫的辣妹。好像學會九九乘法表了……？","1","ㄞ","鈴奈","20016","ㄧㄥ","1"
"2001601","人氣爆棚的模特兒。","3","ㄛ","超級名模","20016","ㄠ","1"
"2001602","很潮的女孩子。","3","ㄟ","辣妹","20016","ㄚ","1"
"2001700","【哞哞自衛隊】中熱愛唱歌與舞蹈的南國少女。","1","ㄓ","香織","20017","ㄧㄤ","1"
"2001701","琉球犬矢之拳！","3","ㄠ","琉球空手道","20017","ㄧㄡ","1"
"2001702","香織故鄉的問候。妳好呀――！","3","ㄜ","嗨―呵","20017","ㄞ","1"
"2001800","【月光學院】中性感的新進教師。","1","ㄩ","伊緒","20018","ㄧ","1"
"2001801","雖然是新來的老師，但是跟學生很親近。","3","ㄕ","老師","20018","ㄠ","1"
"2001900","【小小甜心】裡最愛撒嬌的一個。嚕啦啦～嚕啦啦～♪","1","ㄟ","美美","20019","ㄟ","1"
"2001901","蹦蹦跳～♪","3","ㄥ","最喜歡兔子先生","20019","ㄨㄟ","1"
"2002000","讓【咲戀育幼院】裡的愛哭鬼、膽小鬼都能打起勇氣努力的女孩。","1","ㄠ","胡桃","20020","ㄨ","1"
"2002001","雖然年紀尚輕，卻是知名演員。","3","ㄩㄢ","知名女演員","20020","ㄓ","1"
"2002100","【惡魔偽王國軍】中的雙胞胎，是傲嬌害羞的姊姊。","1","ㄧ","依里","20021","ㄧ","1"
"2002101","雖然長相相似但個性迥異。","3","ㄧㄝ","雙胞胎姊姊","20021","ㄨㄤ","1"
"2002102","害羞的反作用力，會讓她作出更激烈的事……","3","ㄧㄡ","害羞","20021","ㄞ","1"
"2002103","有著華麗的操作。","3","ㄧㄚ","天才玩家","20021","ㄧㄢ","1"
"2002200","隸屬於【咲戀育幼院】。看起來很乖巧，不過她操作的噗吉卻意外的兇暴。","1","ㄧㄣ","綾音","20022","ㄧㄥ","1"
"2002201","一直和噗吉在一起，是一心同體。","3","ㄢ","噗吉的夥伴","20022","ㄨ","1"
"2002300","【咲戀育幼院】中讓人喜歡的冒失鬼，奉獻型的女僕。","1","ㄟ","鈴莓","20023","ㄧㄥ","1"
"2002301","我由衷地服侍主人。","3","ㄨ","女僕","20023","ㄩ","1"
"2002302","弄壞了好多東西，糟糕了。","3","ㄕ","冒冒失失","20023","ㄠ","1"
"2002400","被派遣到【伊麗莎白牧場】的護衛。並沒有在偷懶，只是在盡情享受慢活。","1","ㄧㄥ","鈴","20024","ㄧㄥ","1"
"2002401","雖然很散漫，該做事時還是會做……大概……一定會……","3","ㄢ","懶散","20024","ㄢ","1"
"2002500","【暮光流星群】成員。愛很沉重，非常沉重。","1","ㄗ","惠理子","20025","ㄨㄟ","1"
"2002501","惠理子的通稱。若是為了愛，可以破壞各式各樣的東西。","3","ㄜ","破壞者","20025","ㄛ","1"
"2002600","【咲戀育幼院】中可靠的公會長。原本是王宮騎士團副團長。","1","ㄧㄢ","咲戀","20026","ㄧㄠ","1"
"2002601","雖然還不到被人稱為媽媽的年紀，也沒有孩子，但媽媽就是媽媽。","3","ㄚ","媽媽","20026","ㄚ","1"
"2002700","【慈樂之音】裡不可動搖的中心。頂尖偶像。","1","ㄨㄤ","望","20027","ㄨㄤ","1"
"2002701","想低調行動時很辛苦。","3","ㄧㄤ","超人氣偶像","20027","ㄠ","1"
"2002800","【純白之翼 蘭德索爾分部】中憧憬東國的戰士，目標是統一天下！","1","ㄨㄛ","妮諾","20028","ㄧ","1"
"2002801","最喜歡東國文化，但時常會記錯內容。","3","ㄨㄛ","憧憬東國","20028","ㄨㄥ","1"
"2002802","愛讀的書是《武士道》！","3","ㄜ","冒牌忍者","20028","ㄠ","1"
"2002900","隸屬於【惡魔偽王國軍】的占卜師。身邊的骷髏頭其實是她的父親。","1","ㄣ","忍","20029","ㄣ","1"
"2002901","說中是占卜，說不中也是占卜。","3","ㄕ","占卜師","20029","ㄢ","1"
"2003000","設立【墨丘利財團】的公會長，她的經商能力能改變世界。","1","ㄞ","秋乃","20030","ㄧㄡ","1"
"2003001","充滿做生意才能的大小姐。","3","ㄧㄝ","大小姐","20030","ㄚ","1"
"2003100","【伊麗莎白牧場】的會長。能夠溫和統率個性多元的公會成員的姐姐。","1","ㄧㄤ","真陽","20031","ㄣ","1"
"2003101","經營牧場就交給我吧。","3","ㄣ","牧場主人","20031","ㄨ","1"
"2003102","那條路風險很高。","3","ㄨ","搞笑藝人之路","20031","ㄠ","1"
"2003200","【墨丘利財團】中負責財務的能幹姐姐……平常是這樣沒錯。","1","ㄧ","優花梨","20032","ㄧㄡ","1"
"2003201","像優花梨那樣的大人。","3","ㄠ","女中酒豪","20032","ㄩ","1"
"2003300","【小小甜心】中年紀最小的。很努力唸書，腦袋也很聰明。不敢吃紅蘿蔔和青椒。","1","ㄨㄚ","鏡華","20033","ㄧㄥ","1"
"2003301","是小小甜心中最認真可靠的人。","3","ㄥ","資優生","20033","ㄗ","1"
"2003400","【王宮騎士團】團員。是團長的親信？","1","ㄓ","智","20034","ㄓ","1"
"2003401","智的家裡相傳著神速劍技。奧義是阿修羅。","3","ㄧㄡ","御久間流","20034","ㄩ","1"
"2003500","【伊麗莎白牧場】的成員。儘管體弱仍一心一意努力的少女。","1","ㄢ","栞","20035","ㄢ","1"
"2003501","最喜歡姊姊了。","3","ㄟ","初音的妹妹","20035","ㄨ","1"
"2003600","【森林守衛】的孤單弓箭手。雖然能和植物對話，但那樣還是很孤單。","1","ㄧ","碧","20036","ㄧ","1"
"2003601","孤單的一個人，咳嗽也一個人。","3","ㄣ","邊緣人","20036","ㄧㄢ","1"
"2003700","【慈樂之音】成員。能和精靈當朋友的風之唱喚歌姬。","1","ㄜ","千歌","20037","ㄧㄢ","1"
"2003701","唱喚術師。會使用能以歌聲唱喚出精靈的幻之祕術。小心不要搞錯字。","3","ㄕ","唱喚士","20037","ㄤ","1"
"2003702","演唱出的歌曲能夠使所有人著迷。","3","ㄧ","歌姬","20037","ㄜ","1"
"2003800","【哞哞自衛隊】的突擊隊長。愛照顧人的獸人族少女。","1","ㄧㄣ","真琴","20038","ㄣ","1"
"2003801","似乎旁人都對此感到很意外。","3","ㄢ","優衣的兒時玩伴","20038","ㄧㄡ","1"
"2003900","【惡魔偽王國軍】的會長，也是傳說中的吸血鬼。為了征服世界，今天也會加油。","1","ㄧㄚ","伊莉亞","20039","ㄧ","1"
"2003901","據說以前被推進了蘭德索爾裡的可怕熔爐中。","3","ㄨㄟ","傳說的吸血鬼","20039","ㄨㄢ","1"
"2003902","似乎統治著夜晚。","3","ㄣ","統領黑夜之人","20039","ㄨㄥ","1"
"2004000","【純白之翼 蘭德索爾分部】的妄想負責人。","1","ㄨㄚ","空花","20040","ㄨㄥ","1"
"2004001","淑女的嗜好……？","3","ㄨㄤ","被虐狂","20040","ㄟ","1"
"2004100","【墨丘利財團】中的鯛魚燒店。但是其本尊是……喵！喵喵！","1","ㄧ","珠希","20041","ㄨ","1"
"2004101","外表像貓一樣的女孩。","3","ㄧㄤ","貓娘","20041","ㄠ","1"
"2004102","在蘭德索爾造成騷動的謎之義賊。其真面目滿是謎團。","3","ㄠ","幻影貓","20041","ㄨㄢ","1"
"2004200","【王宮騎士團】團長。其面具之下，無人可知，也無法為人所知。","1","ㄨㄣ","純","20042","ㄨㄣ","1"
"2004201","是非常強大的團長。","3","ㄤ","團長","20042","ㄨㄢ","1"
"2004300","隸屬於【墨丘利財團】的打工戰士。其實是龍殺手。","1","ㄨㄥ","美冬","20043","ㄟ","1"
"2004301","會一步步地教你哦。當然是要收費的哦。","3","ㄨ","師傅","20043","ㄕ","1"
"2004302","是個貫徹始終講究效率的人。","3","ㄤ","效率至上","20043","ㄧㄠ","1"
"2004400","隸屬於【拉比林斯】，自稱姐姐。交給姐姐吧。","1","ㄧㄡ","靜流","20044","ㄧㄥ","1"
"2004401","我是姐姐喔！！","3","ㄛ","是姐姐喔","20044","ㄕ","1"
"2004500","【月光學院】的學生。好像是位成熟的淑女，也是個罪惡的女人。","1","ㄧㄠ","美咲","20045","ㄟ","1"
"2004501","我說是成熟淑女，就是成熟淑女！","3","ㄩ","成熟的淑女","20045","ㄥ","1"
"2004600","隸屬於【暮光流星群】的危險科學家。熱衷於實驗。","1","ㄩㄝ","深月","20046","ㄣ","1"
"2004601","因實驗而犧牲的人，不計其數。","3","ㄧㄚ","瘋狂科學家","20046","ㄥ","1"
"2004602","獨眼惡魔，不接近她才是好事。","3","ㄛ","獨眼惡魔","20046","ㄨ","1"
"2004700","【伊麗莎白牧場】的莉瑪。其實是全公會裡最有少女心的人。","1","ㄚ","莉瑪","20047","ㄧ","1"
"2004701","有魅惑效果的毛髮。","3","ㄨㄥ","毛茸茸","20047","ㄠ","1"
"2004800","是【純白之翼 蘭德索爾分部】的公會長也是軍人。總是被成員耍著玩的苦幹之人，是白翼的指揮官。","1","ㄚ","莫妮卡","20048","ㄛ","1"
"2004801","才，才不是小孩呢！","3","ㄡ","小鬼頭","20048","ㄧㄠ","1"
"2004900","【慈樂之音】的成員，本業是裁縫師。她華麗的用線技巧能夠綁起各種東西。","1","ㄧ","紡希","20049","ㄤ","1"
"2004901","裁縫就交給我吧。","3","ㄕ","裁縫師","20049","ㄞ","1"
"2004902","不會讓壞蟲子靠近怜大人的。","3","ㄨ","怜大人粉絲俱樂部","20049","ㄧㄥ","1"
"2005000","【純白之翼 蘭德索爾分部】的祕密負責人。到處都在，卻到處都不見人影。","1","ㄨㄟ","步未","20050","ㄨ","1"
"2005001","我、我才不是跟蹤狂呢……！","3","ㄨㄤ","跟蹤狂","20050","ㄣ","1"
"2005100","【暮光流星群】的公會長。十分大方的釣客。劍術技巧也很棒。","1","ㄧㄚ","流夏","20051","ㄧㄡ","1"
"2005101","魔物也很仰慕大姐頭。","3","ㄡ","大姐頭","20051","ㄚ","1"
"2005200","以成為蒼空的騎空士為目標的女孩。","1","ㄚ","吉塔","20052","ㄧ","1"
"2005201","加入我所成立的騎空團吧！跟騎空士們一同在空中巡遊！","3","ㄕ","蒼空的騎空士","20052","ㄤ","1"
"2005300","【美食殿堂】的公會長。什麼都能吃得很美味。太讚了吧☆","1","ㄜ","貪吃佩可","20053","ㄢ","1"
"2005301","裝備後威力會大幅提升，但是好像肚子會餓。","3","ㄟ","皇家裝備","20053","ㄨㄤ","1"
"2005302","太讚了吧☆","3","ㄚ","太讚了吧","20053","ㄞ","1"
"2005303","阿斯特賴亞王家的王女。","3","ㄨ","公主","20053","ㄨㄥ","1"
"2005400","隸屬於【美食殿堂】的精靈族少女。主人優先。","1","ㄨㄛ","可可蘿","20054","ㄜ","1"
"2005401","接受了女神愛梅斯神諭的引路人。","3","ㄠ","嚮導","20054","ㄧㄤ","1"
"2005402","侍奉神明的女性。","3","ㄩ","巫女","20054","ㄨ","1"
"2005500","順其自然地加入【美食殿堂】的謎樣貓耳少女。很不妙吧！","1","ㄧㄡ","凱留","20055","ㄞ","1"
"2005501","啥？完全聽不懂你在說什麼！","3","ㄧㄠ","傲嬌","20055","ㄠ","1"
"2005600","與世界為敵抗戰，自稱是大罪人。天樓霸斷劍可以斬斷一切！","1","ㄨㄟ","矛依未","20056","ㄠ","1"
"2005601","我是諾維姆！","3","ㄨ","諾維姆","20056","ㄨㄛ","1"
"2005700","發誓總有一天要成為森林守護者的精靈族少女。","1","ㄚ","亞里莎","20057","ㄧㄚ","1"
"2005701","女性精靈族。","3","ㄩ","精靈女","20057","ㄧㄥ","1"
"2005702","要作為森林守護者獨當一面，得儘量每天投入修行。","3","ㄨㄟ","見習森林守衛","20057","ㄧㄢ","1"
"2005800","七冠之一。千變萬化的變貌大妃。","1","ㄨㄚ","似似花","20058","ㄙ","1"
"2005801","似似花的另一個名字。變貌大妃。","3","ㄟ","變貌大妃","20058","ㄧㄢ","1"
"2005802","另一個我。","3","ㄣ","分身","20058","ㄣ","1"
"2005900","【王宮騎士團】的副團長，也是七冠之一。極端的享樂主義者。","1","ㄚ","克莉絲提娜","20059","ㄜ","1"
"2005901","克莉絲提娜的別名。","3","ㄩㄣ","誓約女君","20059","ㄕ","1"
"2005902","又名為問題兒童。","3","ㄤ","副團長","20059","ㄨ","1"
"2006000","隸屬於【龍族巢穴】的龍人族。臉長的很可愛，卻意外的毒舌。","1","ㄧ","祈梨","20060","ㄧ","1"
"2006001","祈梨的特技。","3","ㄧ","龍之吐息","20060","ㄨㄥ","1"
"2006002","我是【龍族巢穴】的幹部，對我伏首稱臣吧！","3","ㄨ","幹部","20060","ㄢ","1"
"2006100","隸屬於【龍族巢穴】的龍人族打手。","1","ㄧㄝ","嘉夜","20061","ㄧㄚ","1"
"2006101","幹架最行。","3","ㄨㄤ","笨蛋打架狂","20061","ㄣ","1"
"2006200","充滿謎團的【龍族巢穴】公會長、老大。","1","ㄧ","帆稀","20062","ㄢ","1"
"2006201","頭目、首領的意思。","3","ㄚ","幫派老大","20062","ㄤ","1"
"2006300","【聖德蕾莎女子學院（好朋友社）】的一員。散發著一股認真的氣息。","1","ㄧ","克蘿依","20063","ㄜ","1"
"2006301","好像並不是在生氣或是心情不好。","3","ㄧ","陰暗系","20063","ㄧㄣ","1"
"2006302","聖德蕾女的狂人。那就是克蘿依。","3","ㄣ","聖德蕾女的狂人","20063","ㄥ","1"
"2006400","【聖德蕾莎女子學院（好朋友社）】中負責切嚕～☆的人。","1","ㄦ","琪愛兒","20064","ㄧ","1"
"2006401","切嚕唎咧咧囉唎囉唎囉。","3","ㄧ","咧切嚕切嚕啵啪嗶","20064","ㄧㄝ","1"
"2006402","聖德蕾女的狂人。那就是琪愛兒。","3","ㄣ","聖德蕾女的狂人","20064","ㄥ","1"
"2006500","【優妮們】的公會長。天才都是孤獨的。","1","ㄧ","優妮","20065","ㄧㄡ","1"
"2006501","躲在象牙之塔裡，每天勤奮學習。","3","ㄨ","繭居族","20065","ㄧㄢ","1"
"2006502","聖德蕾女的狂人。那就是優妮。","3","ㄣ","聖德蕾女的狂人","20065","ㄥ","1"
"3007800","代替人類勞動的機械，人型是浪漫的表現。","1","ㄧ","人型機器","10078","ㄣ","2"
"3007801","以魔法驅動的機械，可以幫助人類和戰鬥。","2","ㄩ","魔法機械工具","10078","ㄛ","2"
"3007802","用齒輪等零件組合而成，能進行複雜動作的架構。","2","ㄨㄢ","機關","10078","ㄧ","2"
"3007803","喂，那個學姊又把在地獄裡焚化的名字拿出來用了。那東西明明叫好朋友X。","3","ㄠ","超級優妮號","10078","ㄠ","2"
"3007804","你說醜八怪臭遜廢鐵丸我可不能當作沒聽見……適可而止啊。","3","ㄨㄛ","優妮的力作","10078","ㄧㄡ","2"
"3007900","生長在潮濕地區，是真菌類而不是植物。","1","ㄨ","菌菇","10079","ㄩㄣ","2"
"3007901","真核生物中的一大類群，包含酵母等微生物及耳熟能詳的菇類。","2","ㄩㄣ","真菌","10079","ㄣ","2"
"3007902","適合加進披薩和義大利麵的美味菇類。","2","ㄨ","蘑菇","10079","ㄛ","2"
"3007903","會走路的菇類。據貪吃佩可所言，燉煮後似乎意外地美味。","3","ㄨ","紅蕈菇","10079","ㄨㄥ","2"
