f3a2210bdb811b7391704a4b2cdad3f931777b748711ae740d553673726f19a8,408fd463b41e01eed99a262e0a3c31d398049bce5c85983eecd9262317c5ada4,22028a79141ae56e9cc8513c6a54c73f541f8efd37691de8854ada6143f42e50,13790c9cfa358a84ee947ebbed5e11f05a835938874036b8b591f74f100bd591,dac7c4869da35dcd0c002537496059edc9199a958a08cf46b9dfac8e71e4f2b1,5fab2da512b43e40ca3b7d91b86321b4db899c83c6c1923121ed112677bb8c21,70aee5852c7ab119e63fbc8c403686bc80b8cdd3954b6b1ab4d8928c54951c44,fc0092cbb666983de91475f6da9ad847ba16427481df35f149bdf897b02cde6c,24e3308a95c028063e1b63cd4f8fa4a3d47901f33e4e263b548e10fcd7577b35,df129dfbe525e33b4a77874b5f9a9e2d7648eb6be022a4b12a29158593215722,6c97ae7968c09583d72ac5b8b81d827d5b6e7aaf7452b71cb9cb2b666925f11e,56ea4ba7cfe3521498a245817ddddfad0a76239562779daa7bd0d615611f805b,31b498e152e20f7cb611124c55e0f2f07fc7be643aa2b8bd70de74f5e270ac99,8d9b00be92b19966d563fb04374ea789a7890e7592b4a7c04e9d9ff9ba46e4da,fac9bee81a93d5608f38f2894767a7e53988e62bf9598d8d95b687ae2e682090,5f9d88ad8a81bbe2ff5452640e782f095fc7f0a43f36c0953e94dd8baac124b4,a7721406296f8c4b1c8e51514e0ca006fa557e8809190d150ddddf5827f27318,86a0c04a3519b9fc0f80870bd67ead0d940d0bfb332dd9e00f7c8a6729bcfacf,cc982a1dd35f727548b540b7cc0858c330bf9988adef5c5d3f1017e443094bbd,8bfe8fc0d3a40c721f6c51d5654f499fdd092bae11619affc9c1b973cea605be,7f73d7db2fad83629e3d7475751d78085ef1cb41ef55b74632b57334ed9b08e5,7eae52c935b44acc0224f93e9645077af2e8fbdffb86f78732c5f4289879beaa
"200","0","1","1038","-30","1","0","101021","1","101021","-30","4","0.9","190","1.3","-70","200","bgm_M64","0","10380104","4","1"
"220","0","1","1038","0","1","0","101031","1.6","101031","-30","5","1.4","440","1.8","0","200","bgm_M55","0","10380105","5","1"
"210","-30","1","1039","0","1","10","101041","0.7","101041","-30","1","0.6","-470","0.8","-125","250","bgm_M64","0","10390101","1","1"
"200","0","1","1039","0","1","10","101041","0.7","101041","-30","2","0.65","-210","1","-95","200","bgm_M64","0","10390102","2","1"
"200","-10","1","1039","0","1","0","101041","1","101041","-30","3","0.9","50","1.3","-120","100","bgm_M64","-15","10390103","3","1"
"200","0","1","1039","0","1","0","101041","1.3","101041","-30","4","0.9","195","1.35","35","100","bgm_M64","0","10390104","4","1"
"210","0","1.3","1039","-50","1","0","101042","1.35","101042","-30","5","1.1","450","1.8","-55","150","bgm_M55","0","10390105","5","1"
"210","0","1","1040","0","1","10","101161","0.85","101161","-30","1","0.6","-480","0.8","-120","250","bgm_M64","0","10400101","1","1"
"240","0","1","1040","0","1","0","101161","1.1","101161","-30","2","0.75","-260","1.2","-100","100","bgm_M64","0","10400102","2","1"
"200","-10","1","1040","0","1","5","101161","1","101161","-30","3","0.65","-10","1.1","65","100","bgm_M64","-5","10400103","3","1"
"200","0","1","1040","43","1","0","101161","1","101161","-30","4","0.9","190","1","-110","150","bgm_M64","0","10400104","4","1"
"280","-45","1.3","1040","-50","1","-10","101162","1","101162","-30","5","0.9","485","1.15","-70","270","bgm_M55","-40","10400105","5","1"
"210","0","1","1041","0","1","10","101171","0.85","101171","-30","1","0.6","-480","0.8","-120","120","bgm_M64","0","10410101","1","1"
"200","0","1","1041","0","1","10","101171","1","101171","-30","2","0.75","-260","1.2","-120","120","bgm_M64","0","10410102","2","1"
"200","-60","1","1041","-50","1.4","0","101171","0.55","101171","-30","3","0.6","-10","0.9","0","150","bgm_M64","-13","10410103","3","1"
"200","0","1","1041","0","1","0","101171","1","101171","-30","4","0.9","190","1.2","-110","100","bgm_M64","0","10410104","4","1"
"250","0","1","1041","-50","1","10","101172","1","101172","-30","5","1","475","1.45","-30","200","bgm_M55","-20","10410105","5","1"
"210","-30","1","1042","0","1","10","101191","0.7","101191","-30","1","0.6","-480","0.8","-120","100","bgm_M64","0","10420101","1","1"
"200","0","1","1042","0","1","10","101191","1","101191","-30","2","0.8","-260","1.2","-100","100","bgm_M64","0","10420102","2","1"
"200","-10","1","1042","-30","1","0","101451","1","101191","-30","3","0.9","-10","1.4","65","100","bgm_M64","-15","10420103","3","1"
"200","0","1","1042","0","1","0","101191","1","101191","-30","4","0.65","190","1.1","-110","100","bgm_M64","0","10420104","4","1"
"280","-45","1","1042","-50","1.2","-10","101192","1","101192","-30","5","1.1","485","1.3","-70","200","bgm_M55","0","10420105","5","1"
"210","0","1","1043","0","1","10","101201","0.85","101201","-30","1","0.6","-480","0.8","-120","100","bgm_M64","0","10430101","1","1"
"240","0","1","1043","0","1","10","101201","1.1","101201","-30","2","0.75","-260","1.2","-120","100","bgm_M64","0","10430102","2","1"
"200","-10","1","1043","0","1","0","101201","1","101201","-30","3","0.8","-10","1.1","65","100","bgm_M64","-15","10430103","3","1"
"200","0","1","1043","43","1","0","101201","1","101201","-30","4","0.7","190","1","-110","100","bgm_M64","0","10430104","4","1"
"250","-45","1","1043","-50","1","10","101202","1","101202","-30","5","1","475","1.45","-30","100","bgm_M55","-20","10430105","5","1"
"210","0","1","1044","0","1","10","101291","0.85","101291","-30","1","0.6","-480","0.8","-120","100","bgm_M64","0","10440101","1","1"
"240","0","1","1044","0","1","10","101291","1.1","101291","-30","2","0.75","-260","1.2","-120","100","bgm_M64","0","10440102","2","1"
"200","-10","1","1044","0","1","0","101291","2.2","101291","-30","3","1.55","-40","2.3","65","100","bgm_M64","-15","10440103","3","1"
"200","0","1","1044","0","1","0","101291","1","101291","-30","4","1.1","150","1.2","-110","100","bgm_M64","0","10440104","4","1"
"230","30","1","1044","15","1","30","101292","1","101292","-30","5","1.1","490","1.45","-15","100","bgm_M55","-20","10440105","5","1"
"210","-30","1","1045","0","1","10","101301","0.7","101301","-30","1","0.58","-480","0.8","-120","100","bgm_M64","0","10450101","1","1"
"200","0","1","1045","0","1","10","101301","1","101301","-30","2","0.9","-260","1.2","-120","100","bgm_M64","0","10450102","2","1"
"200","-10","1","1045","-30","1","-10","101301","1","101301","-30","3","0.93","-50","1.4","100","200","bgm_M64","0","10450103","3","1"
"200","0","1","1045","15","1","0","101301","1","101301","-30","4","0.9","100","1.3","-100","100","bgm_M64","0","10450104","4","1"
"270","-30","1","1045","-15","1","10","101302","1.1","101302","-30","5","1","470","1.2","-55","100","bgm_M55","-20","10450105","5","1"
"210","0","1","1046","0","1","10","101161","0.85","101441","-30","1","0.575","-450","0.8","-130","100","bgm_M64","0","10460101","1","1"
"200","0","1","1046","0","1","10","101161","0.7","101441","-30","2","0.75","-250","1","-120","200","bgm_M64","0","10460102","2","1"
"200","-10","1","1046","0","1","0","101161","1.1","101441","-30","3","0.8","-10","1.2","50","100","bgm_M64","-15","10460103","3","1"
"200","0","1","1046","43","1","0","101161","1","101441","-30","4","0.8","210","1","-100","150","bgm_M64","0","10460104","4","1"
"230","-30","1","1046","-35","1","10","101162","1.1","101442","-30","5","0.95","470","1.2","-70","100","bgm_M55","-20","10460105","5","1"
"210","-30","1","1047","0","1","10","101451","0.7","101451","-30","1","0.58","-450","0.8","-130","100","bgm_M64","0","10470101","1","1"
"200","0","1","1047","0","1","10","101451","1","101451","-30","2","0.9","-250","1.2","-120","100","bgm_M64","0","10470102","2","1"
"200","-10","1","1047","-30","1","0","101451","1","101451","-30","3","0.9","-20","1.4","50","100","bgm_M64","-15","10470103","3","1"
"200","0","1","1047","0","1","0","101451","0.85","101451","-30","4","0.8","200","1","-100","100","bgm_M64","0","10470104","4","1"
"290","-50","1","1047","-35","1.2","0","101452","1.4","101452","-30","5","1.25","510","1.55","-70","100","bgm_M55","0","10470105","5","1"
"210","-30","1","1048","0","1","10","101451","0.7","101561","-30","1","0.58","-450","0.8","-130","100","bgm_M64","0","10480101","1","1"
"240","0","1","1048","0","1","0","101451","1.1","101561","-30","2","0.75","-240","1.2","-120","100","bgm_M64","0","10480102","2","1"
"200","-60","1","1048","-50","1.4","0","101451","0.55","101561","-30","3","0.6","-10","0.9","0","150","bgm_M64","-13","10480103","3","1"
"200","0","1","1048","20","1","0","101451","1","101561","-30","4","0.7","195","1.1","-100","100","bgm_M64","0","10480104","4","1"
"290","-50","1","1048","-60","1.4","0","101452","1.35","101562","-30","5","1.25","460","1.55","-70","400","bgm_M55","0","10480105","5","1"
"210","-30","1","1049","0","1","10","101001","0.7","101001","-30","1","0.58","-480","0.8","-120","100","bgm_M64","0","10490101","1","1"
"200","0","1","1049","0","1","10","101001","1.1","101001","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10490102","2","1"
"200","-10","1","1049","-30","1","0","101001","1","101001","-30","3","0.9","-25","1.4","65","200","bgm_M64","-15","10490103","3","1"
"200","0","1","1049","-30","1","0","101001","1","101001","-30","4","0.9","200","1.1","-120","150","bgm_M64","0","10490104","4","1"
"250","0","1","1049","0","1.2","0","101011","1","101011","-30","5","1.2","480","1.3","-40","200","bgm_M55","0","10490105","5","1"
"210","-30","1","1050","-25","1","10","101021","0.9","101021","-30","1","0.575","-450","1","-110","170","bgm_M64","0","10500101","1","1"
"240","0","1","1050","0","1","0","101021","1.1","101021","-30","2","0.75","-240","1.2","-120","100","bgm_M64","0","10500102","2","1"
"200","-10","1","1050","0","1","5","101021","0.8","101021","-30","3","0.6","-10","0.9","65","100","bgm_M64","-5","10500103","3","1"
"200","0","1","1050","0","1","0","101021","1","101021","-30","4","0.65","190","1.1","-110","100","bgm_M64","0","10500104","4","1"
"220","0","1","1050","0","1","0","101031","1.6","101031","-30","5","1.4","440","1.8","0","200","bgm_M55","0","10500105","5","1"
"210","-30","1","1051","0","1","10","101041","0.7","101041","-30","1","0.58","-450","0.8","-130","100","bgm_M64","0","10510101","1","1"
"200","0","1","1051","0","1","10","101041","0.7","101041","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10510102","2","1"
"200","-10","1","1051","-10","1","10","101041","1","101041","-30","3","0.75","-35","1.3","70","100","bgm_M64","-15","10510103","3","1"
"200","0","1","1051","0","1","0","101041","1","101041","-30","4","1","150","1.4","-110","100","bgm_M64","0","10510104","4","1"
"210","0","1.3","1051","-50","1","0","101042","1.35","101042","-30","5","1.1","450","1.8","-55","150","bgm_M55","0","10510105","5","1"
"210","-30","1","1052","0","1","10","101161","0.7","101161","-30","1","0.6","-480","0.8","-120","250","bgm_M64","0","10520101","1","1"
"240","0","1","1052","0","1","0","101161","1.1","101161","-30","2","0.75","-260","1.2","-100","100","bgm_M64","0","10520102","2","1"
"200","-10","1","1052","0","1","5","101161","1","101161","-30","3","0.65","-10","1.1","65","100","bgm_M64","-5","10520103","3","1"
"200","0","1","1052","-30","1","0","101161","1","101161","-30","4","0.8","240","1.3","-50","100","bgm_M64","0","10520104","4","1"
"280","-45","1.3","1052","-50","1","-10","101162","1","101162","-30","5","0.9","485","1.15","-70","270","bgm_M55","-40","10520105","5","1"
"210","0","1","1053","0","1","10","101171","0.85","101171","-30","1","0.5","-480","0.8","-120","120","bgm_M64","0","10530101","1","1"
"200","0","1","1053","0","1","10","101171","1.1","101171","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10530102","2","1"
"200","-10","1","1053","0","1","0","101171","2.2","101171","-30","3","1.55","-25","2.3","65","100","bgm_M64","-15","10530103","3","1"
"200","0","1","1053","-30","1","0","101171","1","101171","-30","4","0.9","200","1.5","-100","100","bgm_M64","0","10530104","4","1"
"250","0","1","1053","-50","1","10","101172","1","101172","-30","5","1","475","1.45","-30","200","bgm_M55","-20","10530105","5","1"
"210","-30","1","1054","-25","1","10","101191","0.9","101191","-30","1","0.575","-450","1","-110","170","bgm_M64","0","10540101","1","1"
"200","0","1","1054","0","1","10","101191","0.7","101191","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10540102","2","1"
"200","-10","1","1054","0","1","0","101191","1.1","101191","-30","3","0.8","-10","1.2","50","100","bgm_M64","-15","10540103","3","1"
"200","0","1","1054","0","1","0","101191","1","101191","-30","4","1","190","1.5","-90","200","bgm_M64","0","10540104","4","1"
"280","-45","1","1054","-50","1.2","-10","101192","1","101192","-30","5","1.1","485","1.3","-70","200","bgm_M55","0","10540105","5","1"
"210","0","1","1055","0","1","10","101201","0.85","101201","-30","1","0.5","-480","0.8","-120","120","bgm_M64","0","10550101","1","1"
"240","-30","1","1055","-30","1","0","101201","1","101201","-30","2","0.7","-250","1","-120","250","bgm_M64","0","10550102","2","1"
"200","-10","1","1055","0","1","0","101201","1","101201","-30","3","0.8","-10","1.1","65","100","bgm_M64","-15","10550103","3","1"
"200","0","1","1055","43","1","0","101201","1","101201","-30","4","0.7","190","1","-110","100","bgm_M64","0","10550104","4","1"
"250","-45","1","1055","-50","1","10","101202","1","101202","-30","5","1","475","1.45","-30","100","bgm_M55","-20","10550105","5","1"
"210","-30","1","1056","0","1","10","101291","0.7","101291","-30","1","0.6","-480","0.8","-120","250","bgm_M64","0","10560101","1","1"
"240","0","1","1056","0","1","0","101291","1.1","101291","-30","2","0.75","-260","1.2","-100","100","bgm_M64","0","10560102","2","1"
"200","-10","1","1056","-30","1","0","101291","1","101291","-30","3","0.9","-35","1.4","50","100","bgm_M64","-15","10560103","3","1"
"200","0","1","1056","-30","1","0","101291","1","101291","-30","4","0.9","190","1.1","-120","150","bgm_M64","0","10560104","4","1"
"230","30","1","1056","15","1","30","101292","1","101292","-30","5","1.1","490","1.45","-15","100","bgm_M55","-20","10560105","5","1"
"210","-30","1","1057","-25","1","10","101301","0.9","101301","-30","1","0.575","-450","1","-110","170","bgm_M64","0","10570101","1","1"
"200","0","1","1057","0","1","10","101301","1.1","101301","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10570102","2","1"
"200","-10","1","1057","-30","1","-10","101301","1","101301","-30","3","0.93","-50","1.4","100","200","bgm_M64","0","10570103","3","1"
"200","0","1","1057","0","1","0","101301","1","101301","-30","4","0.9","190","1.2","-110","100","bgm_M64","0","10570104","4","1"
"270","-30","1","1057","-15","1","10","101302","1.1","101302","-30","5","1","470","1.2","-55","100","bgm_M55","-20","10570105","5","1"
"210","-30","1","1058","0","1","10","101441","0.7","101441","-30","1","0.6","-480","0.8","-120","250","bgm_M64","0","10580101","1","1"
"240","-30","1","1058","-30","1","0","101441","1","101441","-30","2","0.7","-250","1","-120","250","bgm_M64","0","10580102","2","1"
"200","-10","1","1058","-10","1","10","101441","1","101441","-30","3","0.75","-5","1.3","70","100","bgm_M64","-15","10580103","3","1"
"200","0","1","1058","20","1","10","101441","1","101441","-30","4","0.8","210","1.1","-100","100","bgm_M64","0","10580104","4","1"
"230","-30","1","1058","-35","1","10","101442","1.1","101442","-30","5","0.95","470","1.2","-70","100","bgm_M55","-20","10580105","5","1"
"210","-30","1","1059","-25","1","10","101451","0.9","101451","-30","1","0.575","-450","1","-110","170","bgm_M64","0","10590101","1","1"
"200","0","1","1059","0","1","10","101451","0.7","101451","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10590102","2","1"
"200","-60","1","1059","-50","1.4","0","101451","0.55","101451","-30","3","0.6","-10","0.9","0","150","bgm_M64","-13","10590103","3","1"
"200","0","1","1059","0","1","0","101451","0.7","101451","-30","4","0.7","200","1","-120","100","bgm_M64","0","10590104","4","1"
"290","-50","1","1059","-35","1.2","0","101452","1.4","101452","-30","5","1.25","510","1.55","-70","100","bgm_M55","0","10590105","5","1"
"210","0","1","1060","0","1","10","101561","0.85","101561","-30","1","0.5","-480","0.8","-120","120","bgm_M64","0","10600101","1","1"
"200","0","1","1060","0","1","10","101561","1.1","101561","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10600102","2","1"
"200","-10","1","1060","-30","1","0","101561","1","101561","-30","3","0.9","-25","1.4","65","200","bgm_M64","-15","10600103","3","1"
"200","0","1","1060","0","1","0","101561","1","101561","-30","4","0.65","190","1.1","-110","100","bgm_M64","0","10600104","4","1"
"290","-50","1","1060","-60","1.4","0","101562","1.35","101562","-30","5","1.25","460","1.55","-70","400","bgm_M55","0","10600105","5","1"
"210","-30","1","1061","0","1","10","101001","0.7","101001","-30","1","0.6","-480","0.8","-120","250","bgm_M64","0","10610101","1","1"
"240","0","1","1061","0","1","0","101001","1.1","101001","-30","2","0.75","-260","1.2","-100","100","bgm_M64","0","10610102","2","1"
"200","-10","1","1061","-30","1","0","101001","1","101001","-30","3","1","-10","1.4","65","100","bgm_M64","-15","10610103","3","1"
"200","0","1","1061","0","1","0","101001","1","101001","-30","4","1","200","1.4","-110","100","bgm_M64","0","10610104","4","1"
"250","0","1","1061","0","1.2","0","101011","1","101011","-30","5","1.2","480","1.3","-40","200","bgm_M55","0","10610105","5","1"
"210","0","1","1063","0","1","10","101021","0.85","101021","-30","1","0.5","-480","0.8","-120","120","bgm_M64","0","10630101","1","1"
"240","-30","1","1063","-30","1","0","101021","1","101021","-30","2","0.7","-250","1","-120","250","bgm_M64","0","10630102","2","1"
"200","0","1","1063","0","1","0","101021","1","101021","-30","3","0.9","-10","1.3","70","100","bgm_M64","0","10630103","3","1"
"200","0","1","1063","-30","1","0","101021","1","101021","-30","4","0.8","240","1.2","-70","100","bgm_M64","0","10630104","4","1"
"220","0","1","1063","0","1","0","101031","1.6","101031","-30","5","1.4","470","1.8","0","200","bgm_M55","0","10630105","5","1"
"210","-30","1","1064","-25","1","10","101041","0.9","101041","-30","1","0.575","-450","1","-110","170","bgm_M64","0","10640101","1","1"
"200","0","1","1064","0","1","10","101041","0.7","101041","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10640102","2","1"
"200","-10","1","1064","0","1","0","101041","1","101041","-30","3","0.8","-10","1.1","65","100","bgm_M64","-15","10640103","3","1"
"200","0","1","1064","-30","1","0","101041","1","101041","-30","4","0.9","200","1.5","-100","100","bgm_M64","0","10640104","4","1"
"210","0","1.3","1064","-50","1","0","101042","1.35","101042","-30","5","1.1","450","1.8","-55","150","bgm_M55","0","10640105","5","1"
"210","-30","1","1065","0","1","10","101161","0.7","101161","-30","1","0.6","-480","0.8","-120","250","bgm_M64","0","10650101","1","1"
"240","0","1","1065","0","1","0","101161","1.1","101161","-30","2","0.75","-260","1.2","-100","100","bgm_M64","0","10650102","2","1"
"200","-10","1","1065","0","1","5","101161","1","101161","-30","3","0.65","-10","1.1","65","100","bgm_M64","-5","10650103","3","1"
"200","0","1","1065","0","1","0","101161","0.85","101161","-30","4","0.8","200","1","-100","100","bgm_M64","0","10650104","4","1"
"280","-45","1.3","1065","-50","1","-10","101162","1","101162","-30","5","0.9","485","1.15","-70","270","bgm_M55","-40","10650105","5","1"
"210","0","1","1066","0","1","10","101171","0.85","101171","-30","1","0.5","-480","0.8","-120","120","bgm_M64","0","10660101","1","1"
"240","-30","1","1066","-30","1","0","101171","1","101171","-30","2","0.7","-250","1","-120","250","bgm_M64","0","10660102","2","1"
"200","-10","1","1066","0","1","0","101171","1.1","101171","-30","3","0.8","0","1.15","65","100","bgm_M64","-10","10660103","3","1"
"200","-10","1","1066","0","1","0","101171","1.3","101171","-30","4","0.9","230","1.35","5","100","bgm_M64","0","10660104","4","1"
"250","0","1","1066","-50","1","10","101172","1","101172","-30","5","1","475","1.45","-30","200","bgm_M55","-20","10660105","5","1"
"210","-30","1","1067","0","1","10","101191","0.7","101191","-30","1","0.6","-480","0.8","-50","250","bgm_M64","0","10670101","1","1"
"200","0","1","1067","0","1","10","101191","1.1","101191","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10670102","2","1"
"200","-10","1","1067","-30","1","0","101191","1","101191","-30","3","0.9","-20","1.4","50","100","bgm_M64","-15","10670103","3","1"
"200","0","1","1067","0","1","0","101191","1","101191","-30","4","1","200","1.5","-90","200","bgm_M64","0","10670104","4","1"
"280","-45","1","1067","-50","1.2","-10","101192","1","101192","-30","5","1.1","485","1.3","-70","200","bgm_M55","0","10670105","5","1"
"210","0","1","1068","20","1","10","101201","1.1","101201","-30","1","0.8","-470","1.45","0","100","bgm_M64","0","10680101","1","1"
"200","0","1","1068","0","1","10","101201","0.7","101201","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10680102","2","1"
"200","-10","1","1068","-10","1","10","101201","1","101201","-30","3","0.75","-5","1.3","70","100","bgm_M64","-15","10680103","3","1"
"200","0","1","1068","43","1","0","101201","1","101201","-30","4","0.7","190","1","-110","100","bgm_M64","0","10680104","4","1"
"250","-45","1","1068","-50","1","10","101202","1","101202","-30","5","1","475","1.45","-30","100","bgm_M55","-20","10680105","5","1"
"210","-30","1","1069","-25","1","10","101291","0.9","101291","-30","1","0.575","-450","1","-110","170","bgm_M64","0","10690101","1","1"
"240","0","1","1069","0","1","0","101291","1.1","101291","-30","2","0.75","-225","1.2","-25","100","bgm_M64","0","10690102","2","1"
"200","-10","1","1069","0","1","0","101291","2.2","101291","-30","3","1.55","0","2.3","65","100","bgm_M64","-15","10690103","3","1"
"200","0","1","1069","0","1","0","101291","1","101291","-30","4","0.65","190","1.1","-110","100","bgm_M64","0","10690104","4","1"
"230","30","1","1069","15","1","30","101292","1","101292","-30","5","1.1","490","1.45","-15","100","bgm_M55","-20","10690105","5","1"
"210","-30","1","1070","0","1","10","101301","0.7","101301","-30","1","0.6","-480","0.8","-50","250","bgm_M64","0","10700101","1","1"
"200","0","1","1070","0","1","10","101301","0.7","101301","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10700102","2","1"
"200","-10","1","1070","-30","1","-10","101301","1","101301","-30","3","0.93","-50","1.4","100","200","bgm_M64","0","10700103","3","1"
"200","0","1","1070","-30","1","0","101301","1","101301","-30","4","0.9","190","1.1","-120","150","bgm_M64","0","10700104","4","1"
"270","-30","1","1070","-15","1","10","101302","1.1","101302","-30","5","1","470","1.2","-55","100","bgm_M55","-20","10700105","5","1"
"210","0","1","1071","20","1","10","101441","1.1","101441","-30","1","0.8","-470","1.45","0","100","bgm_M64","0","10710101","1","1"
"240","-30","1","1071","-30","1","0","101441","1","101441","-30","2","0.7","-250","1","-120","250","bgm_M64","0","10710102","2","1"
"200","-10","1","1071","0","1","0","101441","1","101441","-30","3","0.8","-10","1.1","65","100","bgm_M64","-15","10710103","3","1"
"200","0","1","1071","0","1","0","101441","0.7","101441","-30","4","0.7","200","1","-120","100","bgm_M64","0","10710104","4","1"
"230","-30","1","1071","-35","1","10","101442","1.1","101442","-30","5","0.95","470","1.2","-70","100","bgm_M55","-20","10710105","5","1"
"210","-30","1","1072","-25","1","10","101451","0.9","101451","-30","1","0.575","-450","1","-110","170","bgm_M64","0","10720101","1","1"
"240","0","1","1072","0","1","0","101451","1.1","101451","-30","2","0.75","-225","1.2","-25","100","bgm_M64","0","10720102","2","1"
"200","-10","1","1072","-30","1","0","101451","1","101451","-30","3","1","-10","1.4","65","100","bgm_M64","-15","10720103","3","1"
"200","0","1","1072","20","1","10","101451","1","101451","-30","4","0.8","210","1.1","-100","100","bgm_M64","0","10720104","4","1"
"290","-50","1","1072","-35","1.2","0","101452","1.4","101452","-30","5","1.25","510","1.55","-70","100","bgm_M55","0","10720105","5","1"
"210","-30","1","1073","-25","1","10","101561","0.9","101561","-30","1","0.575","-450","1","0","170","bgm_M64","0","10730101","1","1"
"200","0","1","1073","0","1","10","101561","1.1","101561","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10730102","2","1"
"200","-10","1","1073","0","1","5","101561","1","101561","-30","3","0.65","-10","1.1","65","100","bgm_M64","-5","10730103","3","1"
"200","0","1","1073","0","1","0","101561","1","101561","-30","4","1","200","1.4","-110","100","bgm_M64","0","10730104","4","1"
"290","-50","1","1073","-60","1.4","0","101562","1.35","101562","-30","5","1.25","460","1.55","-70","400","bgm_M55","0","10730105","5","1"
"210","-30","1","1074","0","1","10","101001","0.7","101001","-30","1","0.6","-480","0.8","-50","250","bgm_M64","0","10740101","1","1"
"240","10","1","1074","10","1","0","101001","1.1","101001","-30","2","0.9","-260","1.35","-110","200","bgm_M64","0","10740102","2","1"
"200","-10","1","1074","-10","1","10","101001","1","101001","-30","3","0.75","-5","1.15","70","100","bgm_M64","-15","10740103","3","1"
"200","0","1","1074","0","1","0","101001","1","101001","-30","4","0.9","190","1.2","-110","100","bgm_M64","0","10740104","4","1"
"250","0","1","1074","0","1.2","0","101011","1","101011","-30","5","1.2","480","1.3","-40","200","bgm_M55","0","10740105","5","1"
"210","0","1","1075","20","1","10","101021","1.1","101021","-30","1","0.8","-470","1.45","0","100","bgm_M64","0","10750101","1","1"
"200","0","1","1075","0","1","10","101021","0.7","101021","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10750102","2","1"
"200","-60","1","1075","-50","1.4","0","101021","0.55","101021","-30","3","0.6","-10","0.9","0","150","bgm_M64","-13","10750103","3","1"
"200","0","1","1075","-30","1","0","101021","1","101021","-30","4","0.9","200","1.5","-100","100","bgm_M64","0","10750104","4","1"
"220","0","1","1075","0","1","0","101031","1.6","101031","-30","5","1.4","470","1.8","0","200","bgm_M55","0","10750105","5","1"
"210","-30","1","1076","-25","1","10","101041","0.9","101041","-30","1","0.575","-480","1","-110","170","bgm_M64","0","10760101","1","1"
"240","-30","1","1076","-30","1","0","101041","1","101041","-30","2","0.7","-230","1","-20","250","bgm_M64","0","10760102","2","1"
"200","-10","1","1076","-30","1","0","101041","1","101041","-30","3","0.9","15","1.4","-120","100","bgm_M64","-15","10760103","3","1"
"200","-50","1","1076","-60","1","0","101041","1","101041","-30","4","0.8","200","1.3","40","300","bgm_M64","0","10760104","4","1"
"210","0","1.3","1076","-50","1","0","101042","1.35","101042","-30","5","1.1","450","1.8","-55","150","bgm_M55","0","10760105","5","1"
"210","-30","1","1077","0","1","10","101161","0.7","101161","-30","1","0.6","-480","0.8","-50","250","bgm_M64","0","10770101","1","1"
"200","0","1","1077","0","1","10","101161","1.1","101161","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10770102","2","1"
"200","0","1","1077","0","1","0","101161","1","101161","-30","3","0.9","-10","1.3","70","100","bgm_M64","0","10770103","3","1"
"200","0","1","1077","0","1","0","101161","1","101161","-30","4","1","200","1.5","-90","200","bgm_M64","0","10770104","4","1"
"280","-45","1.3","1077","-50","1","-10","101162","1","101162","-30","5","0.9","485","1.15","-70","270","bgm_M55","-40","10770105","5","1"
"210","-30","1","1078","-25","1","10","101171","0.9","101171","-30","1","0.575","-450","1","-90","170","bgm_M64","0","10780101","1","1"
"240","0","1","1078","0","1","0","101171","1.1","101171","-30","2","0.75","-225","1.2","20","100","bgm_M64","0","10780102","2","1"
"200","-10","1","1078","0","1","0","101171","1.1","101171","-30","3","0.8","0","1.15","-65","100","bgm_M64","-10","10780103","3","1"
"200","-10","1","1078","0","1","0","101171","0.9","101171","-30","4","0.65","230","1","0","100","bgm_M64","0","10780104","4","1"
"250","0","1","1078","-50","1","10","101172","1","101172","-30","5","1","475","1.45","-30","200","bgm_M55","-20","10780105","5","1"
"210","-30","1","1079","0","1","10","101191","0.7","101191","-30","1","0.6","-480","0.8","-50","250","bgm_M64","0","10790101","1","1"
"240","10","1","1079","10","1","0","101191","1.1","101191","-30","2","0.9","-260","1.35","-110","200","bgm_M64","0","10790102","2","1"
"200","-10","1","1079","0","1","0","101191","1","101191","-30","3","0.8","-10","1.1","65","100","bgm_M64","-15","10790103","3","1"
"200","-10","1","1079","0","1","0","101191","1.3","101191","-30","4","0.9","230","1.35","5","100","bgm_M64","0","10790104","4","1"
"280","-45","1","1079","-50","1.2","-10","101192","1","101192","-30","5","1.1","485","1.3","-70","200","bgm_M55","0","10790105","5","1"
"210","0","1","1080","0","1","10","101201","1.1","101201","-30","1","0.85","-470","1.35","0","100","bgm_M64","0","10800101","1","1"
