277f31c468ef444838336e9d2a8c4444130040370010b70dfc80175e531ebb60,e64aed32d4efae587dff3a289bebb5d4d73a15c0426589a3ce18876f33bbfb80,65578f82c64878ad0d8fafb6f9ab0154afdca3d3c0c80a1117c40f741f16d6c9,e934d6ddd81897da27c54eea23f61c941bcbc3652e760d893d3b24a52af08644,e8e675cbf07fc7a6d3218ebf0acb332b13da0db5bdbe2fa52fd54c150cb4e0d8,385b5b146c4fac3b24affcc23251abbc933d4f3e66c089b861218ea93e5cfa53,a59c16f663273e3e6459f6a7a2a6642297eefde5249a8609389fb4affc07831b,40445cf50860fa6637b1e86ab8848ce95eee05161c497d72a38c33665c1cb679,0becd04176ff948f041d05bb40bad895917400ee8c3c94ad5563e5df4791d0f7,50bed4ed0564f5049f0a58245374aea7f88056cb969d055c513172490285a12e,2ba7ab8e857f26ed2ea28c107dea2ace49f5384bf1965216e50632b8ea5e8a56
"93","1007005","","","","3","1007005077","","","",""
"3","1007005","","1","1","113411","1007005078","","0.2","svd_idle_thinking",""
"12","1007005","","1","","113511","1007005079","0","0","6",""
"3","1007005","","1","","113511","1007005080","","0.2","svd_talk_normal",""
"93","1007005","","","","3","1007005081","","","",""
"3","1007005","","1","","113511","1007005082","","0.2","svd_idle_normal",""
"12","1007005","","1","","113411","1007005083","0","0","9",""
"3","1007005","","1","1","113411","1007005084","","0.2","svd_talk_memory",""
"93","1007005","","","","3","1007005085","","","",""
"3","1007005","","1","1","113411","1007005086","","0.2","svd_idle_memory",""
"101","1007005","","","","1007005071","1007005087","","","",""
"6","1007005","1","1","0","333","1007005088","0","1","1",""
"4","1007005","","","","113511","1007005089","","","1",""
"3","1007005","","1","","113511","1007005090","","0.2","svd_run",""
"2","1007005","0.8","-300","0","113511","1007005091","","","-750",""
"4","1007005","","","","113411","1007005092","","","0",""
"3","1007005","","1","","113411","1007005093","","0.2","svd_run",""
"2","1007005","0.8","-300","0","113411","1007005094","","","750",""
"93","1007005","","","","0.6","1007005095","","","",""
"6","1007005","1","1","0","113511","1007005096","0","0.2","1",""
"6","1007005","1","1","0","113411","1007005097","0","0.2","1",""
"91","1007005","","","","0","1007005098","","","",""
"5","1007006","-750","100","-300","2","1007006001","0","2.08","113511","svd_idle_normal"
"5","1007006","650","100","-300","1","1007006002","1","2.08","113411","svd_idle_normal"
"5","1007006","0","0","0","3","1007006003","0","1","333","svd_white_loop"
"6","1007006","1","1","0","333","1007006004","0","0","1",""
"7","1007006","0","0","","113511","1007006005","","","2",""
"2","1007006","0.5","-300","0","113511","1007006006","","","-750",""
"6","1007006","1","1","0","113411","1007006007","0","0","1",""
"31","1007006","-40","-140","0.8","7","1007006008","","0","17",""
"34","1007006","0","0","","17","1007006009","","","2",""
"93","1007006","","","","1","1007006010","","","",""
"6","1007006","1","1","0.4","333","1007006011","0","0.8","1",""
"3","1007006","svd_idle_see_sad2","0","1","113511","1007006012","0","0.2","svd_idle_see_sad_pre2",""
"2","1007006","1.1","-300","0","113511","1007006013","","","-600",""
"93","1007006","","","","1","1007006014","","","",""
"32","1007006","","","","17","1007006015","","","1",""
"91","1007006","","","","0","1007006016","","","",""
"94","1007006","0","260","80","113511","1007006017","","","240",""
"32","1007006","","","","17","1007006018","","","0",""
"12","1007006","","1","","113511","1007006019","0","0","15",""
"3","1007006","","1","","113511","1007006020","","0.2","svd_walk_sad2",""
"7","1007006","0","2","","113511","1007006021","","","0",""
"2","1007006","2","-300","0","113511","1007006022","","","-250",""
"93","1007006","","","","2","1007006023","","","",""
"3","1007006","","1","","113511","1007006024","","0.2","svd_idle_sad",""
"93","1007006","","","","0.5","1007006025","","","",""
"91","1007006","","","","0","1007006026","","","",""
"3","1007006","","1","","113511","1007006027","","0.2","svd_talk_sad",""
"21","1007006","0","0","","vo_svd","1007006028","","","vo_svd_0621",""
"11","1007006","0","6","0","113511","1007006029","0","0","竟然連一隻魚都沒釣到……\n我還真是沒用……","1"
"91","1007006","","","","0","1007006030","","","",""
"3","1007006","","1","","113511","1007006031","","0.2","svd_idle_sad",""
"3","1007006","","1","","113411","1007006032","","0.2","svd_walk_glad",""
"2","1007006","2","-300","0","113411","1007006033","","","250",""
"6","1007006","1","1","1","113411","1007006034","0","0.4","1",""
"93","1007006","","","","2","1007006035","","","",""
"3","1007006","","1","","113411","1007006036","","0.2","svd_idle_normal",""
"93","1007006","","","","0.4","1007006037","","","",""
"3","1007006","","1","","113411","1007006038","","0.2","svd_talk_memory",""
"21","1007006","0","0","","vo_svd","1007006039","","","vo_svd_0622",""
"11","1007006","0","6","0","113411","1007006040","0","0","不過，釣魚時的弟弟\n非常帥氣呢……","1"
"91","1007006","","","","0","1007006041","","","",""
"3","1007006","","1","","113411","1007006042","","0.2","svd_idle_memory",""
"3","1007006","","1","","113511","1007006043","","0.2","svd_talk_memory",""
"21","1007006","0","0","","vo_svd","1007006044","","","vo_svd_0623",""
"11","1007006","0","6","0","113511","1007006045","0","0","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","1"
"91","1007006","","","","0","1007006046","","","",""
"3","1007006","","1","","113511","1007006047","","0.2","svd_idle_memory",""
"3","1007006","","1","","113411","1007006048","","0.2","svd_talk_normal",""
"21","1007006","0","0","","vo_svd","1007006049","","","vo_svd_0624",""
"11","1007006","0","6","0","113411","1007006050","0","0","但是，下次要由我們\n來招待弟弟！","1"
"91","1007006","","","","0","1007006051","","","",""
"3","1007006","","1","","113411","1007006052","","0.2","svd_idle_normal",""
"3","1007006","","1","","113511","1007006053","","0.2","svd_talk_sad",""
"21","1007006","0","0","","vo_svd","1007006054","","","vo_svd_0625",""
"11","1007006","0","5","0","113511","1007006055","0","0","可是釣魚比想像中的\n困難許多……\n這樣的話……","1"
"91","1007006","","","","0","1007006056","","","",""
"3","1007006","","1","","113511","1007006057","","0.2","svd_idle_sad",""
"3","1007006","svd_talk_joy2","0","1","113411","1007006058","0.2","0.2","svd_surprise",""
"21","1007006","0","0","","vo_svd","1007006059","","","vo_svd_0626",""
"11","1007006","0","6","0","113411","1007006060","0","0","……！潛水！\n潛入水中的話或許能行唷！","1"
"91","1007006","","","","0","1007006061","","","",""
"3","1007006","","1","","113411","1007006062","","0.2","svd_idle_joy2",""
"3","1007006","svd_talk_wish","0","1","113511","1007006063","0.2","0.2","svd_surprise",""
"21","1007006","0","0","","vo_svd","1007006064","","","vo_svd_0627",""
"11","1007006","0","6","0","113511","1007006065","0","0","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","1"
"93","1007006","","","","3","1007006066","","","",""
"3","1007006","svd_attack_idle","0","1","113511","1007006067","0.2","0.2","svd_attack_standby",""
"91","1007006","","","","1007006065","1007006068","","","",""
"93","1007006","","","","0","1007006069","","","",""
"3","1007006","svd_idle_normal","0","1","113511","1007006070","0.2","0.2","svd_attack_finish",""
"93","1007006","","","","0.4","1007006071","","","",""
"102","1007006","","","","","1007006072","","","",""
"93","1007006","","","","1","1007006073","","","",""
"12","1007006","","1","","113511","1007006074","0","0","11",""
"3","1007006","svd_idle_thinking","0","1","113511","1007006075","0.2","0.2","svd_cmn_think",""
"93","1007006","","","","3","1007006076","","","",""
"3","1007006","","1","","113511","1007006077","","0.2","svd_idle_thinking",""
"12","1007006","","1","","113411","1007006078","0","0","4",""
"3","1007006","svd_idle_surprise1","0","1","113411","1007006079","0.2","0.2","svd_surprise",""
"93","1007006","","","","3","1007006080","","","",""
"3","1007006","","1","1","113411","1007006081","","0.2","svd_idle_surprise1",""
"12","1007006","","1","","113511","1007006082","0","0","1",""
"3","1007006","","1","","113511","1007006083","","0.2","svd_talk_sad",""
"93","1007006","","","","3","1007006084","","","",""
"3","1007006","","1","","113511","1007006085","","0.2","svd_idle_sad",""
"12","1007006","","1","","113411","1007006086","0","0","7",""
"3","1007006","","1","1","113411","1007006087","","0.2","svd_talk_normal",""
"93","1007006","","","","3","1007006088","","","",""
"3","1007006","","1","1","113411","1007006089","","0.2","svd_idle_normal",""
"101","1007006","","","","1007006074","1007006090","","","",""
"6","1007006","1","1","0","333","1007006091","0","1","1",""
"4","1007006","","","","113511","1007006092","","","1",""
"3","1007006","","1","","113511","1007006093","","0.2","svd_run",""
"2","1007006","0.8","-300","0","113511","1007006094","","","-750",""
"4","1007006","","","","113411","1007006095","","","0",""
"3","1007006","","1","","113411","1007006096","","0.2","svd_run",""
"2","1007006","0.8","-300","0","113411","1007006097","","","750",""
"93","1007006","","","","0.6","1007006098","","","",""
"6","1007006","1","1","0","113511","1007006099","0","0.2","1",""
"6","1007006","1","1","0","113411","1007006100","0","0.2","1",""
"91","1007006","","","","0","1007006101","","","",""
"5","1007007","-250","100","-560","1","1007007001","0","2.08","113511","svd_idle_normal"
"5","1007007","250","100","-560","2","1007007002","1","2.08","113411","svd_idle_normal"
"5","1007007","0","0","0","3","1007007003","0","1","333","svd_white_loop"
"6","1007007","1","1","0","333","1007007004","0","0","1",""
"6","1007007","1","1","0","113511","1007007005","0","0","1",""
"6","1007007","1","1","0","113411","1007007006","0","0","1",""
"93","1007007","","","","1","1007007007","","","",""
"6","1007007","1","1","0.4","333","1007007008","0","0.8","1",""
"3","1007007","svd_idle_normal","0","1","113511","1007007009","0.2","0.2","svd_jump2",""
"3","1007007","svd_idle_normal","0","1","113411","1007007010","0.2","0.2","svd_jump2",""
"93","1007007","","","","0.3","1007007011","","","",""
"2","1007007","0.75","-300","0","113511","1007007012","","","-250",""
"2","1007007","0.75","-300","0","113411","1007007013","","","250",""
"6","1007007","1","1","1","113511","1007007014","0","0.4","1",""
"6","1007007","1","1","1","113411","1007007015","0","0.4","1",""
"12","1007007","","0.2","","113511","1007007016","0","0","6",""
"12","1007007","","0.2","","113411","1007007017","0","0","6",""
"93","1007007","","","","1.2","1007007018","","","",""
"91","1007007","","","","0","1007007019","","","",""
"3","1007007","","1","","113411","1007007020","","0.2","svd_idle_normal",""
"3","1007007","","1","","113511","1007007021","","0.2","svd_talk_joy2",""
"21","1007007","0","0","","vo_svd","1007007022","","","vo_svd_0721",""
"11","1007007","0","7","0","113511","1007007023","0","0","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","1"
"91","1007007","","","","0","1007007024","","","",""
"3","1007007","","1","","113511","1007007025","","0.2","svd_idle_joy2",""
"3","1007007","","1","","113411","1007007026","","0.2","svd_talk_memory",""
"21","1007007","0","0","","vo_svd","1007007027","","","vo_svd_0722",""
"11","1007007","0","6","0","113411","1007007028","0","0","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","1"
"91","1007007","","","","0","1007007029","","","",""
"3","1007007","","1","","113411","1007007030","","0.2","svd_idle_memory",""
"3","1007007","","1","","113511","1007007031","","0.2","svd_talk_joy2",""
"21","1007007","0","0","","vo_svd","1007007032","","","vo_svd_0723",""
"11","1007007","0","6","0","113511","1007007033","0","0","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","1"
"91","1007007","","","","0","1007007034","","","",""
"3","1007007","","1","","113511","1007007035","","0.2","svd_idle_joy2",""
"3","1007007","","1","","113411","1007007036","","0.2","svd_talk_sad",""
"21","1007007","0","0","","vo_svd","1007007037","","","vo_svd_0724",""
"11","1007007","0","6","0","113411","1007007038","0","0","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","1"
"91","1007007","","","","0","1007007039","","","",""
"3","1007007","","1","","113411","1007007040","","0.2","svd_idle_sad",""
"3","1007007","","1","","113511","1007007041","","0.2","svd_talk_anger",""
"21","1007007","0","0","","vo_svd","1007007042","","","vo_svd_0725",""
"11","1007007","0","7","0","113511","1007007043","0","0","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","1"
"93","1007007","","","","4.2","1007007044","","","",""
"3","1007007","","1","","113511","1007007045","","0.2","svd_talk_sad",""
"91","1007007","","","","1007007043","1007007046","","","",""
"3","1007007","","1","","113511","1007007047","","0.2","svd_idle_sad",""
"3","1007007","","1","","113411","1007007048","","0.2","svd_talk_sad",""
"21","1007007","0","0","","vo_svd","1007007049","","","vo_svd_0726",""
"11","1007007","0","5","0","113411","1007007050","0","0","沙灘排球……\n真是項殘酷的運動……","1"
"91","1007007","","","","0","1007007051","","","",""
"3","1007007","","1","","113411","1007007052","","0.2","svd_idle_sad",""
"102","1007007","","","","","1007007053","","","",""
"93","1007007","","","","1","1007007054","","","",""
"12","1007007","","1","","113511","1007007055","0","0","13",""
"3","1007007","","1","","113511","1007007056","","0.2","svd_talk_normal",""
"93","1007007","","","","3","1007007057","","","",""
"3","1007007","","1","","113511","1007007058","","0.2","svd_idle_normal",""
"12","1007007","","1","","113411","1007007059","0","0","12",""
"3","1007007","","1","1","113411","1007007060","","0.2","svd_talk_sad",""
"93","1007007","","","","3","1007007061","","","",""
"3","1007007","","1","1","113411","1007007062","","0.2","svd_idle_sad",""
"12","1007007","","1","","113511","1007007063","0","0","4",""
"3","1007007","","1","","113511","1007007064","","0.2","svd_talk_anger",""
"93","1007007","","","","3","1007007065","","","",""
"3","1007007","","1","","113511","1007007066","","0.2","svd_idle_wish",""
"12","1007007","","1","","113411","1007007067","0","0","11",""
"3","1007007","","1","1","113411","1007007068","","0.2","svd_talk_wish",""
"93","1007007","","","","3","1007007069","","","",""
"3","1007007","","1","1","113411","1007007070","","0.2","svd_idle_wish",""
"101","1007007","","","","1007007055","1007007071","","","",""
"6","1007007","1","1","0","333","1007007072","0","1","1",""
"4","1007007","","","","113511","1007007073","","","1",""
"3","1007007","","1","","113511","1007007074","","0.2","svd_run",""
"2","1007007","0.8","-300","0","113511","1007007075","","","-750",""
"4","1007007","","","","113411","1007007076","","","0",""
"3","1007007","","1","","113411","1007007077","","0.2","svd_run",""
"2","1007007","0.8","-300","0","113411","1007007078","","","750",""
"93","1007007","","","","0.6","1007007079","","","",""
"6","1007007","1","1","0","113511","1007007080","0","0.2","1",""
"6","1007007","1","1","0","113411","1007007081","0","0.2","1",""
"91","1007007","","","","0","1007007082","","","",""
"5","1007008","-650","100","-300","2","1007008001","0","2.08","113511","svd_idle_normal"
"5","1007008","650","100","-300","1","1007008002","1","2.08","113411","svd_idle_normal"
"5","1007008","0","0","0","3","1007008003","0","1","333","svd_white_loop"
"6","1007008","1","1","0","333","1007008004","0","0","1",""
"6","1007008","1","1","0","113511","1007008005","0","0","1",""
"6","1007008","1","1","0","113411","1007008006","0","0","1",""
"93","1007008","","","","1","1007008007","","","",""
"6","1007008","1","1","0.4","333","1007008008","0","0.8","1",""
"3","1007008","","1","","113511","1007008009","","0.2","svd_walk_sad",""
"2","1007008","2","-300","0","113511","1007008010","","","-250",""
"6","1007008","1","1","1","113511","1007008011","0","0.4","1",""
"3","1007008","","1","","113411","1007008012","","0.2","svd_walk_sad",""
"2","1007008","2","-300","0","113411","1007008013","","","250",""
"6","1007008","1","1","1","113411","1007008014","0","0.4","1",""
"93","1007008","","","","2","1007008015","","","",""
"91","1007008","","","","0","1007008016","","","",""
"3","1007008","","1","","113411","1007008017","","0.2","svd_idle_sad",""
"3","1007008","","1","","113511","1007008018","","0.2","svd_idle_sad",""
"93","1007008","","","","0.6","1007008019","","","",""
"3","1007008","","1","","113511","1007008020","","0.2","svd_talk_sad",""
"21","1007008","0","0","","vo_svd","1007008021","","","vo_svd_0821",""
"11","1007008","0","6","0","113511","1007008022","0","0","終於……\n要面臨結束的這天了……","1"
"91","1007008","","","","0","1007008023","","","",""
"3","1007008","","1","","113511","1007008024","","0.2","svd_idle_sad",""
"3","1007008","","1","","113411","1007008025","","0.2","svd_talk_sad",""
"21","1007008","0","0","","vo_svd","1007008026","","","vo_svd_0822",""
"11","1007008","0","6","0","113411","1007008027","0","0","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","1"
"91","1007008","","","","0","1007008028","","","",""
"3","1007008","","1","","113411","1007008029","","0.2","svd_idle_sad",""
"3","1007008","","1","","113511","1007008030","","0.2","svd_talk_sad",""
"21","1007008","0","0","","vo_svd","1007008031","","","vo_svd_0823",""
"11","1007008","0","6","0","113511","1007008032","0","0","與對一去不復返的\n夏日時光的不捨……","1"
"91","1007008","","","","0","1007008033","","","",""
"3","1007008","","1","","113511","1007008034","","0.2","svd_idle_sad",""
"3","1007008","","1","","113411","1007008035","","0.2","svd_talk_anger",""
"21","1007008","0","0","","vo_svd","1007008036","","","vo_svd_0824",""
"11","1007008","0","6","0","113411","1007008037","0","0","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","1"
"93","1007008","","","","4","1007008038","","","",""
"3","1007008","svd_idle_guts2","0","1","113411","1007008039","0.2","0.2","svd_talk_guts2",""
"91","1007008","","","","1007008037","1007008040","","","",""
"3","1007008","","1","","113411","1007008041","","0.2","svd_idle_wish",""
"3","1007008","","1","","113511","1007008042","","0.2","svd_talk_thinking",""
"21","1007008","0","0","","vo_svd","1007008043","","","vo_svd_0825",""
"11","1007008","0","6","0","113511","1007008044","0","0","說得也是……！\n這才是為了那位大人好。","1"
"93","1007008","","","","3.5","1007008045","","","",""
"3","1007008","svd_idle_guts2","0","1","113511","1007008046","0.2","0.2","svd_talk_guts2",""
"91","1007008","","","","1007008044","1007008047","","","",""
"3","1007008","","1","","113511","1007008048","","0.2","svd_idle_wish",""
"3","1007008","svd_idle_wish","0","1","113411","1007008049","0.2","0.2","svd_cmn_smile1",""
"21","1007008","0","0","","vo_svd","1007008050","","","vo_svd_0826",""
"11","1007008","0","7","0","113411","1007008051","0","0","一路順風唷！\n弟弟！","1"
"91","1007008","","","","0","1007008052","","","",""
"3","1007008","","1","","113411","1007008053","","0.2","svd_idle_wish",""
"3","1007008","","1","","113511","1007008054","","0.2","svd_talk_wish2",""
"21","1007008","0","0","","vo_svd","1007008055","","","vo_svd_0827",""
"11","1007008","0","7","0","113511","1007008056","0","0","無論何時何地，\n我們都會守護著\n大人您……！","1"
"93","1007008","","","","3","1007008057","","","",""
"3","1007008","svd_idle_wish2","0","1","113511","1007008058","0.2","0.2","svd_obsession2",""
"91","1007008","","","","1007008056","1007008059","","","",""
"102","1007008","","","","","1007008060","","","",""
"93","1007008","","","","1","1007008061","","","",""
"12","1007008","","1","","113411","1007008062","0","0","10",""
"3","1007008","","1","","113411","1007008063","","0.2","svd_talk_normal",""
"93","1007008","","","","3","1007008064","","","",""
"3","1007008","","1","","113411","1007008065","","0.2","svd_idle_normal",""
"12","1007008","","1","","113511","1007008066","0","0","12",""
"3","1007008","","1","1","113511","1007008067","","0.2","svd_talk_sad",""
"93","1007008","","","","3","1007008068","","","",""
"3","1007008","","1","1","113511","1007008069","","0.2","svd_idle_sad",""
"12","1007008","","1","","113411","1007008070","0","0","7",""
"3","1007008","svd_idle_guts2","0","1","113411","1007008071","0.2","0.2","svd_talk_guts2",""
"93","1007008","","","","3","1007008072","","","",""
"3","1007008","","1","","113411","1007008073","","0.2","svd_idle_guts2",""
"12","1007008","","1","","113511","1007008074","0","0","7",""
"3","1007008","","1","1","113511","1007008075","","0.2","svd_talk_wish",""
"93","1007008","","","","3","1007008076","","","",""
"3","1007008","","1","1","113511","1007008077","","0.2","svd_idle_wish",""
"101","1007008","","","","1007008062","1007008078","","","",""
"6","1007008","1","1","0","333","1007008079","0","1","1",""
"4","1007008","","","","113511","1007008080","","","1",""
"3","1007008","","1","","113511","1007008081","","0.2","svd_run",""
"2","1007008","0.8","-300","0","113511","1007008082","","","-750",""
"4","1007008","","","","113411","1007008083","","","0",""
"3","1007008","","1","","113411","1007008084","","0.2","svd_run",""
"2","1007008","0.8","-300","0","113411","1007008085","","","750",""
"93","1007008","","","","0.6","1007008086","","","",""
"6","1007008","1","1","0","113511","1007008087","0","0.2","1",""
"6","1007008","1","1","0","113411","1007008088","0","0.2","1",""
"91","1007008","","","","0","1007008089","","","",""
