0fd0e9770db88280d3a3f6d0fb4edd5cd8970096ced9b7ccf6d725d8b29d8c4b,6e32842081df46c43df23d989e5e19254fcadcc9c01e121b102e03dcb2a22144,19f2ee0293279d31f8a171dead5632abfcb29cb29165e649036293d6a8d597f1,d9fb607b904d5186b527ae01cb1c8dded569afcb1df29d75373f6f44ce092d09,3a6a3012acb5a4a3ee1d4d0fb8a174335aabe6625eaea7d5062ff3f713ef72b9,1a5bfc032ce1d429290b2c7e1cec1a33ad3539efa33daee2872614a11ab8861d,bf41472db6438431773dc7fdb7f31b07f0be89e332fafe42a529d2efc03dbf3d,e7ef0ebb6100c60e13ae05f3548cd38386e19dde7a5744c6a5b7e661e4905833,bc367559f83cec9eaf7db50bc9d4e15e0ce0947423e790c05871bb86c23568f1,e7e8531b2947679b01d3f4878ae7e2781d9bbcfc682e8b9b9ad256444da42c2d,8a9870072d60e78259b26ca4bf04b291faecb525745ebe2e724cf589418cb15b,f26e52914a2f41473c02fa2af85bb5d9ae36f2b833eccfcb1786fbf5e9528895,282d131a4a9078f9cff5294001208ee6fcd6124f631ebf010608b0b83358ea4e,56b6a886b0811f0857df3ba5dc1ab81990f8a927f6440ad37f4babbba0b56452,9b6bf202e6c2bb8a6c4843bffd415e8285540f589596b14d463b5d81c659b470,8df496b23ce821d9cb7e9d4a75bfee876ca06b564d61c56775ab87ed0ca7e79f,06fe21500f4ed23ba27141f2e2cc10708e4649db0ca758df61baf2ca104ea903,4ae1a3955106f746f5cb9cb30f7515fab35edfb844786715e5d052cef8928059,9e1f5b44fae52258594df21dfe12e24a5e036f0b232b2e58e6c27fbbd47574b8,02d2a374864cf440e296aabc1b906cc574b09dd73985c162a0ca7d5dec4bb7db,c47797b1d4185ef2bb10daa3e4433b27a871768997037cbd4c68c6f82bb66cc8,21ae580c2a739cc3263105f18ed4a1076075ea8d18cab1bc63176a6713924d22,12f6959f86deca7e1a6a473265496961d80e78e9a56cf4891bb6b512eede4fe2,1712d8a94a5c8c112b31d64a45478eb7dd81c107aeef01063304d18bbefeca31,c606c1f7990a704743703a99fb64d503499a243f6dd32cf896d306ec9cf54023,14fc1d767d1f0105b732f059bd29692ecc064345c5336bf4feba5f820aa69708,a97adeab7ddf3236ad251b3769469781b05efdb5846aaaa2b10707fb7f4ec5c8,3b8ec91b549239872dcc7763492666e441912c4cfd3079c15d325fc73bf8d41a,5ed8754852b00b1b3568bf63e28ddf5c532928e5bc97f61785d3a6ff75cc28b4,63e3e508b57c33c64da37042bdcc778eb039abae9dc6d28915a1da9d15a9b7a9,24d95823143a0768efa402efc501571927e219c7a6b6854c34f3b845b5229480
"22","0","0","0","1","20","0","0","0","105222","27000","105222","110","0","0","0","0","0","0","280","5","創世法杖","是世紀級大魔導士的愛用法杖。\n據說蘊含創造天地的至理，\n光是一揮就能令魔物\n點滴無存地消逝。","12","0","72","0","0","0","0","0"
"22","0","0","0","1","0","0","0","0","105223","30000","105223","118","0","0","2","0","0","0","525","5","克勞諾斯雷杖","將轟透天際的雷電之力封入的\n神聖之杖。雖是人手難以負荷的\n霸烈之杖，但每用一次都能把\n任何敵人燒毀。","14","0","80","0","0","0","0","0"
"22","0","0","0","1","10","0","0","0","105224","32000","105224","128","0","0","0","0","0","0","770","5","黑蛇龍之杖","封印著倖存於諸神大戰巨龍靈魂的\n法杖。燈籠釋放的黑暗魔光能葬送\n敵人生命並吞噬靈魂。那妖異燈火\n會隨著吞噬的靈魂越多而越光亮。","16","0","88","0","0","0","0","0"
"22","0","0","0","1","0","0","0","0","105225","32000","105225","146","0","0","0","0","0","0","600","5","月淵杖犧牲","死神從月之女神手中奪走、而被墮入\n深淵的魔法杖。據說能夠吞噬使用者\n的命運，令使用者隨著月相在生與死\n之間不斷輪迴。","10","0","94","0","0","0","0","0"
"22","0","0","0","1","20","0","0","0","105226","32000","105226","154","0","0","0","0","0","0","440","5","優雅之翠蝶杖","使用世上最美麗的靈蝶翅膀製作而成\n的法杖。翠綠翅翼生出的風和閃亮的\n鱗粉能夠擾亂敵人的知覺，連發狂的\n魔物也能不見血地制服。","0","0","100","0","0","0","0","0"
"22","0","0","0","1","0","0","0","0","105227","32000","105227","172","0","0","0","0","0","0","477","5","黑蛇之魔炎杖","雕刻著神話中記載的眾蛇霸王之魂的\n魔杖。據說釋放的業火將會毫不離身\n纏繞敵人持續焚燒，連靈魂也會一併\n化為灰燼。","12","0","106","0","0","0","0","0"
"25","0","0","0","1","0","0","0","4","105251","24000","105251","95","0","0","0","6","0","0","120","5","焰靈法杖","由愛所生的火焰女神所加持的杖。\n如燃燒般溢出的愛之光輝，\n據說不只能治癒受傷的夥伴，\n還能療癒心靈。","0","0","64","0","120","0","0","0"
"25","0","0","0","1","10","0","0","3","105252","27000","105252","92","0","0","0","0","0","2","300","5","神花之聖杖","因慈愛的精神而\n衍生出靈花結晶的聖杖。\n蘊含著無窮無盡的治癒能力，\n見杖如見女神親臨。","0","0","72","0","0","2","0","0"
"25","0","0","0","1","0","0","0","4","105253","30000","105253","100","0","0","0","0","0","0","460","5","亞特蘭提斯杖","蘊含如母親般之大海生命的聖杖。\n據說此杖一揮，無論是\n任何傷患或疾病，都能夠\n立刻痊癒。","0","0","80","0","120","3","0","0"
"25","0","0","0","1","0","0","0","4","105254","32000","105254","110","0","0","0","0","0","0","580","5","天杖星光天球","匯集了稀世的占星術師所擁有知識\n與技術的神祕法杖。天球能夠讀取\n星星的動向以引導夥伴，還能收集\n星光轉換成治癒之光並解放。","0","60","88","0","0","3","0","0"
"25","0","0","0","1","0","0","0","2","105255","32000","105255","127","0","0","0","5","0","0","1000","5","世界樹枝之杖","仿照傳說中蘊藏著許多世界的世界樹\n的樹枝其外觀所製成的法杖。從寶珠\n上散發出的生命氣息，能夠治癒世間\n萬物。","0","0","94","0","0","2","0","0"
"25","0","0","0","1","0","0","0","2","105256","32000","105256","152","0","0","0","1","0","0","425","5","炎鳥杖火束閃焰","寄宿永生之不死鳥火炎的深紅之杖。\n從杖中流淌而出的火炎，連重傷也能\n立即痊癒，據說有時連死者亦能使之\n復活。","0","0","100","0","0","1","0","0"
"25","0","0","0","1","0","0","0","5","105257","32000","105257","136","0","0","0","0","0","0","432","5","白蛇之水聖杖","受到神話中記載的治癒蛇妃所庇佑的\n聖杖。從杖中源源不絕生成的聖水，\n據說不只是傷病，連死亡的命運也能\n隨著流水帶走。","0","0","106","0","0","4","0","0"
"28","0","0","0","1","0","0","0","4","105281","24000","105281","0","0","0","3","0","32","0","349","5","魅影鎧甲","令見者迷惑心智的魔性鎧甲。\n只要看到散發出的嫋嫋紫煙，\n就會被逃不了的深層幻覺\n給迷惑。","0","100","70","0","0","6","0","0"
"28","0","0","0","1","0","0","0","6","105282","27000","105282","0","0","0","0","0","42","0","392","5","九天之鎧","以失傳的太古技術製作的鎧甲。\n賦予穿戴者隱形的翅膀，\n在戰場上縱橫無阻、穿梭自如。","0","80","77","0","0","6","0","0"
"28","0","0","0","1","0","0","0","5","105283","30000","105283","0","0","0","0","0","44","0","362","5","狂怒皇后鎧衣","支配著幽暗深山的盜賊女王所穿的\n鎧甲。穿上之後能夠變成如魔獸般\n地強韌及兇猛，在戰場上伴隨鮮血\n一同舞動的野蠻之美令人生畏。","0","80","85","0","0","7","0","0"
"28","0","0","0","1","12","0","0","6","105284","32000","105284","0","0","0","0","0","48","0","560","5","閃華舞鎧","傳說中的舞蹈士兵一族在戰場上穿著\n的輕鎧。僅僅有如同飛舞花瓣一般的\n重量，但同時強度卻能夠擋下任何的\n猛攻。","0","0","93","0","0","6","0","0"
"28","0","0","0","1","0","0","0","2","105285","32000","105285","0","9","0","0","0","70","0","795","5","麗裝靈魂玫瑰","傳說的軍國公主親自出征揮劍殺敵時\n所身穿的鎧甲。公主高貴的靈魂會在\n穿著時寄宿於身，不論是面對怎樣的\n絕望與恐怖都不會屈服。","0","0","99","0","0","8","0","0"
"28","0","0","0","1","0","0","0","4","105286","32000","105286","0","0","0","0","0","81","0","452","5","極南天之烈蒼鎧","受到掌控著南天的守護天使所庇佑的\n深藍鎧甲。既是率領正義之神使徒的\n強者之證，亦傳說被授予了守護天使\n龐大力量的恩惠。","0","0","105","0","0","6","0","0"
"28","0","0","0","1","0","0","0","5","105287","32000","105287","0","20","0","0","0","92","0","511","5","聖光百合板鎧","受到掌管純潔與威嚴的天界白百合庇\n護的白花之鎧。環繞裝備者的優雅香\n氣能夠鎮退一切不淨之物，令其獲得\n面對任何事物皆能處變不驚的氣質。","0","0","111","0","0","3","0","0"
"31","0","0","0","1","0","0","0","9","105311","24000","105311","0","0","0","0","0","0","0","511","5","蒼輝之鎧","由青翠透明的結晶製成的鎧甲。\n這種前所未見的結晶，\n以難以加工的強度著稱，\n連想要劃傷表面都做不到。","0","120","70","0","0","10","0","0"
"31","0","0","0","1","0","0","0","10","105312","27000","105312","0","0","0","0","0","0","0","401","5","聖櫻之鎧","是為拯救瀕臨危機的祖國而奮起\n的勇猛少女所穿著的鎧甲。\n具備不可思議的守護之力，\n能夠反彈任何攻擊。","0","0","77","0","100","11","0","0"
"31","0","0","0","1","0","0","0","8","105313","30000","105313","0","0","0","0","0","0","1","587","5","煌金的王鎧","從曾經極度繁榮的古代王朝遺跡中\n挖掘出的金色鎧甲。即便經過數千\n年的時光，依然散發著神聖光芒，\n其絕對的強度也絲毫未損半分。","0","50","85","0","0","12","0","0"
"31","0","0","0","1","0","0","0","10","105314","32000","105314","0","0","0","0","0","0","0","595","5","烈風俊鎧","潛藏在天與地境界間的風之守護神所\n常用的傳說中的重鎧。能夠在穿戴者\n周圍捲起銳利的烈風，令觸碰者感到\n戰慄。","0","70","93","0","0","12","0","0"
"31","0","0","0","1","0","0","0","13","105315","32000","105315","0","0","0","0","0","0","0","652","5","熾白銀之鏡鎧","鍛造之神使用神界白銀所打造的明鏡\n鎧甲。胸前那拋光過的明鏡能夠扭轉\n吸收各種魔法，再轉化為強力的光芒\n盡數射出。","0","100","99","0","50","9","0","0"
"31","0","0","0","1","0","0","0","9","105316","32000","105316","0","0","0","0","0","0","0","605","5","極北天之霸焰鎧","受到掌控著北天的守護天使所庇佑的\n深紅鎧甲。使用清除罪惡的審判之炎\n鍛造，傳說被授予了守護天使的深遠\n洞察力與敏銳見識的恩惠。","0","75","105","0","0","16","0","0"
"31","0","0","0","1","0","0","0","9","105317","32000","105317","0","0","0","0","0","0","0","580","5","霸王樹之棘針鎧","使用在死寂的大地生存萬年的霸王樹\n打造而成的碧翠之鎧。擁有能夠擊退\n所有飢渴的庇護，能在無止境的戰火\n中永遠地守護主人。","0","210","111","0","0","15","0","0"
"34","0","0","0","1","0","0","0","2","105341","24000","105341","0","0","10","0","0","34","0","509","5","神盾之衣","是畢生未嘗一敗的女騎士 \n所穿著的戰衣。\n據傳只要穿上身一次，\n在任何戰局都可以逆轉成必勝的戰果","0","100","70","0","0","4","0","0"
"34","2","0","0","1","0","0","0","10","105342","27000","105342","0","0","0","0","0","0","0","355","5","少女之服","只有一塵不染的少女，\n才能穿上的神聖服裝。\n隨著少女奉獻出無垢的祈願，\n能發揮出絕大的破邪之力。","0","160","77","0","0","6","0","0"
"34","0","0","0","1","0","0","0","4","105343","30000","105343","0","10","0","0","0","65","0","405","5","鬼焰的鬥衣","寄宿著炎之鬼神魔力的戰衣。\n只要一穿上身，其守護的業火便會\n纏繞全身，將所有降臨的災厄盡數\n燒卻。","0","0","85","0","0","5","0","0"
"34","0","0","0","1","0","0","0","4","105344","32000","105344","0","12","0","0","0","66","0","600","5","極黑冥衣","服侍冥府之王的密探穿著的戰鬥服。\n能夠將穿著者的攻擊傷害能力引發至\n極限，在影者世界的歷史上增添一筆\n新的色彩。","0","0","93","0","0","5","0","0"
"34","0","0","0","1","0","0","0","2","105345","32000","105345","0","0","5","0","0","68","0","910","5","流蒼裝碧藍迴旋曲","傳說中的舞姬穿著的服裝。\n穿上時能夠讓身體變化成如水一般，\n能用如流水一樣變化自在的動作玩弄\n敵人。","0","0","99","0","0","6","0","0"
"34","0","0","0","1","0","0","0","5","105346","32000","105346","0","0","0","0","0","62","0","500","5","極東天之碧風裝","受到掌控著東天的守護天使所庇佑的\n深綠服裝。纏繞著能驅離疫病的治癒\n之風，傳說被授予了守護天使的健康\n慈愛與獻身精神的的恩惠。","0","0","105","0","150","7","0","0"
"34","2","0","0","1","0","0","0","5","105347","32000","105347","0","12","0","0","0","68","0","471","5","白霞之純花衣","傾注著白霞的花妖精強烈祈願的淡彩\n聖衣。其中所蘊藏的幸福庇護和聖性\n能夠讓遍佈的災厄及汙穢無法靠近，\n為穿戴者帶來身心的安寧。","0","0","111","0","0","6","0","0"
"37","0","0","0","1","0","0","0","7","105371","24000","105371","20","0","0","3","0","0","0","365","5","純潔的巫女服","是將一切獻給神的巫女所穿著的裝束\n據傳能令穿戴者集神之寵愛於一身，\n得到不屈服於魔威的守護之力。","0","120","70","0","0","5","0","0"
"37","0","0","0","1","0","0","0","7","105372","27000","105372","43","0","0","0","0","0","0","370","5","女帝之袍","是由過往的偉大女帝所穿著的\n長袍。每一縷絲線都貫注了\n女帝的魔力，令穿戴者能夠\n防護任何魔法。","8","0","77","0","0","5","0","0"
"37","0","0","0","1","0","0","0","7","105373","30000","105373","48","0","0","0","0","0","0","440","5","魔導王長袍","因能使用數千魔法，而被稱為魔法\n之王的人所穿的長袍。據說有資格\n的法師穿上時，便能獲得魔法之王\n龐大的魔力與知識。","10","0","85","0","0","4","0","0"
"37","0","0","0","1","0","0","0","7","105374","32000","105374","43","0","0","0","0","0","0","782","5","爽冰天衣","據說是統治冰上世界的歷代仙女所穿\n的神祕長袍。\n一旦穿上，羽衣的光環便會將各種的\n衝擊無效化。","0","80","93","0","0","6","0","0"
"37","0","0","0","1","0","0","0","8","105375","32000","105375","46","0","0","0","0","0","0","560","5","星詠的聖靈衣","藉由觀察星象就能看穿一切的預言家\n身上所穿的長袍。穿上後便能從星星\n的軌道解讀萬物，並在災難發生之前\n提前察覺。","13","0","99","0","0","5","0","0"
"37","0","0","0","1","0","0","0","9","105376","32000","105376","52","0","0","0","0","0","0","507","5","極西天之聖導衣","受到掌控著西天的守護天使所庇佑的\n月白色法衣。充滿著引領混沌世界的\n光芒，傳說被授予了守護天使的潔淨\n祝福與啟示的恩惠。","15","0","105","0","0","4","0","0"
"37","0","0","0","1","0","0","0","9","105377","32000","105377","60","0","0","0","0","0","0","430","5","緋天之鬱金香洋裝","使用盛開於緋天的牡丹百合花瓣編織\n而成的洋裝。掌管熱情的花朵庇護能\n授予穿戴者不屈不饒的精神，令其能\n夠突破任何困境。","8","0","111","0","0","6","0","0"
"40","2","0","0","1","0","0","0","3","105401","24000","105401","0","0","0","0","0","54","0","446","5","星詠之圓盾","刻有天體圖的圓盾。\n寄宿有天上眾星的力量，\n能夠抵擋卸除任何攻擊，\n正是受到星光引導與呼喚。","0","0","70","0","0","5","0","0"
"40","0","0","0","1","0","0","0","14","105402","32000","105402","0","0","0","0","0","0","0","726","5","熾白銀之鏡盾","用神界白銀集合數千魔術製成的明鏡\n之盾。那分毫無損的光滑鏡面，就連\n禁咒都能反彈。","0","80","99","0","0","9","0","0"
"40","0","0","0","1","0","0","0","17","105403","32000","105403","0","0","0","0","0","0","0","560","5","聖圓環天上聖蓮","為混沌無序的世界帶來清淨的聖蓮華\n之圓盾。紋樣上灌注了破邪的祈念，\n就算時而捨身其巨大花朵也會在絕境\n中守護主人。","0","120","111","0","0","9","0","0"
"43","0","0","0","1","0","0","0","6","105431","27000","105431","0","10","0","0","0","30","0","380","5","煉獄脛甲","稱霸各地的戰姬被敵劍斬倒\n為止，一直穿著的軍靴。\n差一步而無法得到世界的遺憾，\n使其蘊含著絕大的魔力。","0","60","77","0","0","8","0","0"
"43","2","0","0","1","0","0","0","3","105432","32000","105432","0","0","0","0","0","70","0","560","5","天翔金靴","使用天使的羽毛製成，散發黃金光輝\n的靴子。雖然需要經過重重練習才能\n熟練使用，但是一旦穿上便能自在地\n在天空飛翔。","0","0","93","0","0","4","0","0"
"43","0","0","0","1","0","0","0","18","105433","32000","105433","0","0","0","0","0","0","0","620","5","極翼天之聖靴","天空的守護天使們賜予庇佑的戰靴。\n使用了四方天使授予祝福的羽毛組合\n製成，寄宿著能夠驅退萬象的詛咒與\n苦難的無比聖性。","0","100","105","0","0","6","0","0"
"46","0","0","0","1","0","0","0","9","105462","30000","105462","24","0","0","0","4","0","0","510","5","血紅寶石高跟鞋","以妖豔的美貌與享樂主義，令數個\n國家陷入混亂的魔女喜愛的靴子。\n光是穿上行走，便能產生出幻影，\n令見者迷惑並發狂。","0","60","85","0","0","6","0","0"
"46","0","0","0","1","0","0","0","11","105463","32000","105463","26","0","0","0","0","0","0","881","5","熾白銀之鏡靴","神界白銀與煉金術的精華結合而成的\n明鏡之靴。穿上此靴踏出步伐時能夠\n生成擁有實體的鏡像，製造出無盡的\n軍隊鎮壓敵人。","0","70","99","0","0","7","0","0"
"46","0","0","0","1","0","0","0","14","105464","32000","105464","28","0","0","0","0","0","0","580","5","薔薇之驕傲","被傳頌為薔薇公主的公主殿下愛用的\n高跟鞋。穿上後嶄露出的妖豔樣貌，\n據說就連愛之天使或者神明都能加以\n魅惑並令其墮落。","0","0","111","0","0","9","0","0"
"49","0","0","0","1","0","0","0","4","105491","30000","105491","0","0","3","0","0","60","0","305","5","皇家守衛帽子","賭上性命拯救祖國的親衛隊長所戴\n的瀟灑帽子。\n帽上的裝飾大羽毛會讓裝備者本身\n與看見之人一起獲得勇氣奮戰。","0","0","85","0","0","5","0","0"
"52","0","0","0","1","0","0","0","5","105521","24000","105521","48","0","0","0","0","0","0","370","5","忘哭之冠","滅亡於過去、已被遺忘的某國公主\n所戴的頭冠。令下一個持有者\n感到深切的哀痛為代價，\n賦予宏大的魔力。","8","100","70","0","0","3","0","0"
"52","0","0","0","1","12","0","0","10","105522","27000","105522","22","0","0","0","0","0","0","425","5","白祈之聖冠","受到庶民廣泛尊敬的聖女\n所贈送的冠冕。若穿戴者的\n心地清朗，就能發揮辟退惡賊的\n力量。","0","0","77","0","0","6","0","0"
"52","0","0","0","1","0","0","0","9","105523","32000","105523","23","0","0","2","0","0","0","830","5","幸運面紗","為了人類獻上自身的聖女愛用的繁榮\n面紗。\n據說獲此聖遺物者，就能明確的判斷\n僥倖與災厄的一切。","0","0","93","0","0","8","0","0"
"52","0","0","0","1","15","0","0","10","105524","32000","105524","36","0","0","0","0","0","0","425","5","極翼天之賢聖帽","大地的守護天使們賜予庇佑的聖帽。\n據說只會授予真正的求道者，而戴上\n此帽之人，將能接觸到天上真理展現\n之奇蹟。","0","0","105","0","0","7","0","0"
"55","0","0","0","1","0","0","0","0","105551","24000","105551","0","10","10","0","0","64","0","210","5","千歲耳環","從地齡數千年的地層\n發掘出的魔石耳環。\n其蘊藏浩大的自然之力，\n賦予佩戴者遼闊大地的加護。","0","70","67","0","0","0","0","0"
"55","0","0","0","1","25","0","0","0","105552","27000","105552","0","13","0","0","0","84","0","280","5","盛怒龍之鍊墜","蘊含龍之怒火而恆久傳承的\n神秘鍊墜。是為憤怒的化身，\n能賦予穿戴者崩山裂地的\n巨力。","0","0","74","0","0","0","0","0"
"55","0","0","0","1","0","0","0","0","105553","30000","105553","0","24","0","0","0","102","0","420","5","鬥神的荒腕","寄宿著鬥神荒魂的手環。能將大氣\n中的魔力轉換成力量，給予裝備者\n能夠擊碎群山的臂力，但必須擁有\n相應的武力才能使用。","0","0","82","0","0","0","0","0"
"55","0","0","0","1","0","0","0","0","105554","32000","105554","0","28","0","0","0","104","0","480","5","花簪焰火牡丹","活躍於爾虞我詐的戰國時代中一名\n傳說女忍者所配戴的髮簪。\n髮簪上附加的魔法能讓配戴者不論\n穿著任何華服都能擁有鬼神之力。","0","0","90","0","0","0","0","0"
"55","0","0","0","1","0","0","0","0","105555","32000","105555","0","29","3","0","0","98","0","480","5","緋龍之爪火戒","黑暗世界中傳說的暗殺者愛用的戒指\n形暗器。模仿火龍之爪所打造的刺中\n寄宿著業火，只要一刺便能連骨灰也\n不剩地完全燒盡。","0","0","96","0","0","0","0","0"
"55","0","0","0","1","0","0","0","0","105556","32000","105556","0","29","0","0","0","105","0","480","5","紅寶石玫瑰項圈","傳說中象徵戰爭女神唯一寵愛的鮮紅\n薔薇的首飾。會呼應穿戴者的鬥爭心\n閃耀出紅色的光芒，同時帶來女神的\n守護。","0","50","102","0","0","0","0","0"
"55","0","0","0","1","0","0","0","0","105557","32000","105557","0","38","0","0","0","110","0","480","5","紅鳥之號角胸針","能為戰鬥帶來勝利的喇叭造型胸針。\n做為象徵的靈鳥在遠赴戰場時，將會\n栩栩如生地來回飛舞，演奏出輕快的\n節奏，將穿戴者導向至勝利。","0","0","108","0","0","0","0","0"
"58","0","0","0","1","0","0","0","6","105581","24000","105581","0","0","0","0","0","0","0","210","5","精靈王護石","受精靈王祝福的耳飾。\n據說有涵蓋一整座森林的\n守護之力，能夠辟除任何災厄。","0","200","67","0","100","10","0","0"
"58","0","0","0","1","0","0","0","8","105582","27000","105582","0","0","0","0","2","0","0","280","5","人魚公主的靈淚","是結晶化的人魚公主流淚\n形成寶玉而製成的首飾。\n牽掛永久的思念持續放出青色光華，\n能拒絕任何詛咒。","0","60","74","0","0","12","0","0"
"58","0","0","0","1","0","0","0","10","105583","30000","105583","0","0","0","0","0","0","2","420","5","英盾王的手環","在戰亂中守護國家而被稱為英盾王\n的君主喜愛的手環。能夠吸收周遭\n的魔力展開守護的力量，利用絕對\n的防禦力成為同胞的盾牌。","0","0","82","0","0","10","0","0"
"58","0","0","0","1","0","0","0","12","105584","32000","105584","0","0","0","0","0","0","0","480","5","海龍神的髮飾","從如母親般的海洋之神身上鱗片中\n誕生的髮飾。配戴者會受到大海的\n守護，不論是怎麼樣的攻擊都能夠\n承受。","0","0","90","0","100","10","0","0"
"58","0","0","0","1","0","0","0","9","105585","32000","105585","0","0","0","0","0","0","0","480","5","神盾戒牆之氣息","寄宿著盾之女神守護的戒指。戴上時\n能夠展開長達萬里的魔力巨盾，並且\n將降臨於穿戴者面前的苦痛、邪惡與\n災難完全斷絕。","0","50","96","0","0","14","0","0"
"58","3","0","0","1","0","0","0","11","105586","32000","105586","0","0","0","0","0","0","0","480","5","艾爾芬項圈","將只在空中花園棲息的靈蝶翅膀如同\n魔法一般再現的首飾。\n靈蝶的振翅能夠扭曲因果，連致命的\n一擊也能平靜承受。","0","60","102","0","0","9","0","0"
"58","0","0","0","1","0","0","0","13","105587","32000","105587","0","0","0","0","0","0","0","480","5","翠奏之豎琴胸針","傳說之中寄宿聖樹力量並以豎琴形狀\n為象徵的胸針。聽到那能令人聯想到\n蒼翠的天界庭園般的治癒音色，不論\n任何災厄都能驅退。","0","0","108","0","0","13","0","0"
"61","0","0","0","1","0","0","0","0","105611","24000","105611","78","0","0","0","0","0","3","210","5","海神耳飾","造型如同海神手中戟的耳飾。\n色調如深海般的碧藍寶玉，\n據說能賦予平靜怒海狂濤的魔力。","8","0","67","0","0","0","0","0"
"61","0","0","0","1","0","0","0","0","105612","27000","105612","84","0","0","0","0","0","0","280","5","聖獸之祈念","清純無垢的聖獸，\n獨角獸的加持所寄宿的首飾。\n角中蘊含的聖力能提升裝備者的\n魔力，賦予靈敏的感應力。","10","140","74","0","0","0","0","0"
"61","0","0","0","1","0","0","0","0","105613","30000","105613","92","0","0","0","0","0","0","420","5","睿智手鐲","窮盡智慧後到達神的領域的賢者所\n留下的裝飾品。只有傑出的智者才\n能夠裝備，會奪取周遭的魔力無限\n地提供給使用者。","14","0","82","0","120","0","0","0"
"61","0","0","0","1","0","0","0","0","105614","32000","105614","98","0","0","0","0","0","0","480","5","細冰姬的蝴蝶結","擁有一顆冰之心的公主在理解愛情\n時，自然流出的眼淚結晶化後變成\n的緞帶。配戴之後便能自在的操縱\n冰雪。","16","30","90","0","0","0","0","0"
"61","0","0","0","1","0","0","0","0","105615","32000","105615","101","0","0","0","0","0","0","480","5","深結晶變異水晶","用從遠古的地層中採集到、含有龐大\n魔力的結晶體製成的戒指。雖然能夠\n將魔法增強百倍，但相當難以駕馭，\n只有優秀的魔法師才能使用。","20","0","96","0","0","0","0","0"
"61","0","0","0","1","10","0","0","0","105616","32000","105616","103","0","0","0","0","0","0","480","5","混沌無序項圈","據說是由混沌之神帶至地面上的魔法\n裝備。寶石內部所刻畫著的緻密立體\n魔法陣，能夠從異界汲取無窮無盡的\n魔力。","15","0","102","0","0","0","0","0"
"61","0","0","0","1","0","0","0","0","105617","32000","105617","105","0","0","0","0","0","0","480","5","蒼夜之夜曲胸針","滿溢著蒼藍夜色光輝般的胸針。優美\n的夜想曲旋律能夠祛除邪念，能夠令\n精神更加純淨，使配戴者進一步引出\n潛在的能力。","25","0","108","0","0","0","0","0"
"1","0","0","0","1","0","0","0","0","106011","34000","106011","0","21","0","0","0","191","0","680","6","輝光劍雅德瑪斯","傳說是削下初始的金剛石鍛造而成的\n寶石劍。即使經過無數歲月依然持續\n綻放出不變的光芒，並能永恆無損地\n散發光輝驅退邪魔。","0","155","112","0","0","0","0","0"
"1","0","0","0","1","0","0","0","0","106012","34000","106012","0","20","0","0","0","216","0","820","6","巧克力棒劍","甜點國度代代相傳歷史悠久的寶劍。\n擁有甜點外觀所無法想像的鋒利，是\n冒險者人人垂涎的一把利器。","0","75","118","0","0","0","0","0"
"1","0","0","0","1","0","0","0","0","106013","36000","106013","0","18","0","0","0","235","0","870","6","炎天赤日之劍","寄宿著足以孕育出陽炎的太陽光之劍。\n其內蘊含的龐大魔力能將裝備者的\n臂力提升至極限，將敵對之人\n全數燒盡。","0","55","124","0","0","0","0","0"
"4","0","0","0","1","0","0","0","0","106041","34000","106041","0","26","0","0","0","206","0","880","6","紅玉刀緋紅之月","用紅玉的結晶研磨而成，寄宿著魔性\n的妖刀。眉月狀的赤紅色刀身渴求著\n鮮血，刀刃鋒利的程度足以斬除所有\n活物的生命。","0","0","112","0","0","0","0","0"
"4","0","0","0","1","0","0","0","0","106042","34000","106042","0","37","0","0","0","216","0","880","6","霜淇淋柔刀","擁有霜淇淋刀身，甜點國度的名刀。\n刀鋒滑順而自然的弧度，讓變幻莫測\n的刀法成為可能。","0","0","118","0","0","0","0","0"
"4","0","0","0","1","0","0","0","0","106043","36000","106043","0","39","5","0","0","215","0","1200","6","薰風花散","寄宿著徐徐吹拂整片廣袤森林的\n風之刀。有如風中飛舞的花瓣般\n颯爽流暢的刀法，能毫不受阻地\n攻擊敵方要害。","0","0","124","0","0","0","0","0"
"7","0","0","0","1","0","0","0","0","106071","34000","106071","0","42","0","0","0","198","0","720","6","翠風刃翡翠銳鋒","劍中寄宿著能夠掌控風的妖精王力量\n的翡翠寶石劍。擁有能夠讓風之妖精\n服從的權能，他們所捲起的疾風足以\n將各路邪惡盡數吹散。","0","0","112","0","0","0","0","0"
"7","0","0","0","1","0","0","0","0","106072","34000","106072","0","15","0","0","0","199","0","880","6","巧克力香蕉匕首","以巧克力香蕉製成，甜點國度秘傳的\n匕首。巧克力凝固後的堅固表層配上\n香蕉的黏性刀身，塑造出歷久不衰的\n無限鋒利。","0","250","118","0","0","0","0","0"
"7","5","0","0","1","0","0","0","0","106073","36000","106073","0","12","0","0","0","212","0","1160","6","紫霧短劍","能召喚迷惑一切事物的濃霧，\n留存著禁忌咒術的短劍。只要揮動刀身\n就能滲出煙霧，隱藏裝備者的身姿，\n迷惑敵對之人。","0","0","124","0","0","0","0","0"
"10","0","0","0","1","0","0","0","4","106101","34000","106101","0","30","0","0","0","174","0","680","6","蛋白石葬魔拳套","裝飾著蘊含神力的寶石，掌控希望的\n蛋白石拳套。拳中所揮出的希望之光\n能夠葬送各種邪魔，並救贖所有陷於\n絕望中的人們。","0","0","112","0","0","2","0","0"
