350c2736ffd8ff2be936dd9a83336a11b966f198ff44a08272bdd5e65a999602,2c2a6744a5b2421f0b0f2369320b6ce4d9ef0a65d68695fea7d24ba141eea90c,f0c94135a20f189b98990741fce85056e0049410f45ae3b20da12445a838b6f0,754234af306326a46f376b4e05cad0e62b1b1fa2d5f4a4c3e24f5e5abd836053,c6f304f9098abc4b223d35127cd7b5f155d8622ec2877cc90877cbca628d997f,ea052cb414c4010a9c1b454c5e40201f50adad384f47c8365f7cadc02f5a8d87,634db7cced186011310f63e87a5f09e5a5e60b3c23cc1a9c34fccb64b0d228a5,ba5e5398feeb3a81175b35dc924d94d297de8a331fc1bb309ef892791096b8fb,1e8a477c1dc52c04e7549c0be34a8af1b55c07989d14e9b41f3d3821d6ef7b69,f6e42491ffd45fddb15491b5e8f6f6f99b782f35c736bfe874f105fb977246b0,3503863126a6fbed898c6b87e96011e5d4a55272f6c916ab7af8b7809e7fa8d7
"20211","none","","","3","","0","0","1202110009","0",""
"20211","","","","91","","","0","1202110010","",""
"20212","103","","","13","","","101411","1202120001","",""
"20212","104","","","13","","","104311","1202120002","",""
"20212","travel_topdrama_r_2000_talk_sad_loop","","","3","","0.2","101411","1202120003","1",""
"20212","vo_travel_talk_20021_00","","","21","0","","vo_travel_talk","1202120004","0",""
"20212","接下來該前進的方向是左還右……\n即使看地圖也開始搞不懂了。\n剛才還走到了死路……","0","1","11","1","0","101411","1202120005","10","0"
"20212","","","","91","","","0","1202120006","",""
"20212","travel_topdrama_r_2000_idle_sad","","","3","","0.2","101411","1202120007","1",""
"20212","travel_topdrama_r_2000_talk_cool_in_normal2","","1","3","travel_topdrama_r_2000_talk_cool_loop_normal2","0.2","104311","1202120008","0","0"
"20212","vo_travel_talk_20021_01","","","21","0","","vo_travel_talk","1202120009","0",""
"20212","我在這種時候會往前進！\n但不知道怎麼判斷就表示妳累了吧。\n來，吃點甜食休息一下吧。","0","1","11","1","0","104311","1202120010","10","0"
"20212","","","","91","","","0","1202120011","",""
"20212","travel_topdrama_r_2000_eat_in","","1","3","travel_topdrama_r_2000_eat_idle","0.2","104311","1202120012","0","0"
"20212","travel_topdrama_r_2000_eat_in","","1","3","travel_topdrama_r_2000_eat_idle","0.2","3","1202120013","0","0"
"20212","travel_topdrama_r_2000_eat_in","","","3","","0.2","101411","1202120014","0",""
"20212","travel_topdrama_r_2000_eat_in","","","3","","0.2","4","1202120015","0",""
"20212","","","","91","","","0","1202120016","",""
"20212","travel_topdrama_r_2000_eat_talk","","","3","","0","101411","1202120017","1",""
"20212","travel_topdrama_r_2000_eat_talk","","","3","","0","4","1202120018","1",""
"20212","vo_travel_talk_20021_02","","","21","0","","vo_travel_talk","1202120019","0",""
"20212","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！","0","1","11","1","0","101411","1202120020","10","0"
"20212","","","","91","","","0","1202120021","",""
"20212","travel_topdrama_r_2000_eat_idle","","","3","","0.2","101411","1202120022","1",""
"20212","travel_topdrama_r_2000_eat_idle","","","3","","0.2","4","1202120023","1",""
"20212","","","","112","","","","1202120024","",""
"20212","","","","91","","","0","1202120025","",""
"20221","102111","travel_topdrama_r_2000_idle_smile","-68","1","42","0.8","1","1202210001","101","1"
"20221","102311","travel_topdrama_r_2000_idle_smile_normal","-68","1","-42","0.8","1","1202210002","102","0"
"20221","3","travel_topdrama_r_2022_pukici","-68","5","-100","0.8","3","1202210003","103","0"
"20221","0","mana","-75","5","0","1","0","1202210004","110","0"
"20221","","","","91","","","0","1202210005","",""
"20221","0","","","93","","","10","1202210006","",""
"20221","","","","101","","","1202210006","1202210007","",""
"20221","none","","","3","","0","0","1202210008","0",""
"20221","","","","91","","","0","1202210009","",""
"20222","103","","","13","","","102111","1202220001","",""
"20222","104","","","13","","","102311","1202220002","",""
"20222","105","","","13","","","3","1202220003","",""
"20222","travel_topdrama_r_2000_talk_sad_in_dere","","1","3","travel_topdrama_r_2000_talk_sad_loop_dere","0.2","102111","1202220004","0",""
"20222","vo_travel_talk_20022_00","","","21","0","","vo_travel_talk","1202220005","0",""
"20222","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？","0","1","11","1","0","102111","1202220006","10","0"
"20222","","","","91","","","0","1202220007","",""
"20222","travel_topdrama_r_2000_idle_sad_joy","","","3","","0.2","102111","1202220008","1",""
"20222","travel_topdrama_r_2000_talk_kyapi_in","","1","3","travel_topdrama_r_2000_talk_kyapi_loop","0.2","102311","1202220009","0","0.2"
"20222","vo_travel_talk_20022_01","","","21","0","","vo_travel_talk","1202220010","0",""
"20222","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！","0","1","11","1","0","102311","1202220011","10","0"
"20222","","","","91","","","0","1202220012","",""
"20222","travel_topdrama_r_2000_talk_smile_loop","","","3","","0.2","102311","1202220013","1",""
"20222","travel_topdrama_r_2000_talk_sad_loop_dere","","","3","","0.2","102111","1202220014","1",""
"20222","travel_topdrama_r_2022_laugh","","","3","","0","3","1202220015","1",""
"20222","vo_travel_talk_20022_02","","","21","0","","vo_travel_talk","1202220016","0",""
"20222","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」","0","1","11","1","0","3","1202220017","10","0"
"20222","","","","91","","","0","1202220018","",""
"20222","","","","112","","","","1202220019","",""
"20222","","","","91","","","0","1202220020","",""
"20231","104811","travel_topdrama_r_2000_idle_doya","-68","1","42","0.8","1","1202310001","101","1"
"20231","104611","travel_topdrama_r_2000_idle_sad_surprise","-68","1","-42","0.8","1","1202310002","102","0"
"20231","0","mana","-75","5","0","1","0","1202310003","110","0"
"20231","","","","91","","","0","1202310004","",""
"20231","0","","","93","","","10","1202310005","",""
"20231","","","","101","","","1202310005","1202310006","",""
"20231","none","","","3","","0","0","1202310007","0",""
"20231","","","","91","","","0","1202310008","",""
"20232","103","","","13","","","104811","1202320001","",""
"20232","104","","","13","","","104611","1202320002","",""
"20232","travel_topdrama_r_2000_talk_doya_in_faceAnger","","1","3","travel_topdrama_r_2000_talk_doya_loop_faceAnger","0.2","104811","1202320003","0","0"
"20232","vo_travel_talk_20023_00","","","21","0","","vo_travel_talk","1202320004","0",""
"20232","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！","0","1","11","1","0","104811","1202320005","10","0"
"20232","","","","91","","","0","1202320006","",""
"20232","travel_topdrama_r_2000_idle_doya_anger","","","3","","0.2","104811","1202320007","1",""
"20232","travel_topdrama_r_2000_talk_kyapi_in_dere2","","1","3","travel_topdrama_r_2000_talk_kyapi_loop_dere2","0.2","104611","1202320008","0","0"
"20232","vo_travel_talk_20023_01","","","21","0","","vo_travel_talk","1202320009","0",""
"20232","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪","0","1","11","1","0","104611","1202320010","10","0"
"20232","","","","91","","","0","1202320011","",""
"20232","travel_topdrama_r_2000_idle_sleep","","","3","","0.2","104611","1202320012","1",""
"20232","travel_topdrama_r_2000_talk_normal_surprise","","","3","","0.2","104811","1202320013","1","0"
"20232","vo_travel_talk_20023_02","","","21","0","","vo_travel_talk","1202320014","0",""
"20232","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！","0","1","11","1","0","104811","1202320015","10","0"
"20232","","","","91","","","0","1202320016","",""
"20232","travel_topdrama_r_2000_talk_guts_in","","1","3","","0.2","104811","1202320017","0",""
"20232","","","","91","","","0","1202320018","",""
"20232","travel_topdrama_r_2000_talk_guts_loop","","","3","","0","104811","1202320019","1",""
"20232","0","","","93","","","1","1202320020","",""
"20232","","","","112","","","","1202320021","",""
"20232","","","","91","","","0","1202320022","",""
"20241","102711","travel_topdrama_r_2000_idle_memory_blink","-68","1","42","0.8","1","1202410001","101","1"
"20241","105111","travel_topdrama_r_2000_idle_normal","-68","1","-42","0.8","1","1202410002","102","0"
"20241","0","mana","-75","5","0","1","0","1202410003","110","0"
"20241","","","","91","","","0","1202410004","",""
"20241","0","","","93","","","10","1202410005","",""
"20241","","","","101","","","1202410005","1202410006","",""
"20241","none","","","3","","0","0","1202410007","0",""
"20241","","","","91","","","0","1202410008","",""
"20242","103","","","13","","","102711","1202420001","",""
"20242","104","","","13","","","105111","1202420002","",""
"20242","travel_topdrama_r_2000_talk_wish_loop","","","3","","0.2","102711","1202420003","1",""
"20242","vo_travel_talk_20024_00","","","21","0","","vo_travel_talk","1202420004","0",""
"20242","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……","0","1","11","1","0","102711","1202420005","10","0"
"20242","","","","91","","","0","1202420006","",""
"20242","travel_topdrama_r_2000_idle_wish_joy","","","3","","0.2","102711","1202420007","1",""
"20242","travel_topdrama_r_2000_humu_in","","1","3","travel_topdrama_r_2000_humu_loop","0.2","105111","1202420008","0","0"
"20242","vo_travel_talk_20024_01","","","21","0","","vo_travel_talk","1202420009","0",""
"20242","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪","0","1","11","1","0","105111","1202420010","10","0"
"20242","","","","91","","","0","1202420011","",""
"20242","travel_topdrama_r_2000_humu_loop_shy","","","3","","0.2","105111","1202420012","1",""
"20242","travel_topdrama_r_2000_talk_sad_loop_doya","","","3","","0.2","102711","1202420013","1",""
"20242","vo_travel_talk_20024_02","","","21","0","","vo_travel_talk","1202420014","0",""
"20242","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。","0","1","11","1","0","102711","1202420015","10","0"
"20242","","","","91","","","0","1202420016","",""
"20242","travel_topdrama_r_2000_idle_sad_nervous","","","3","","0.2","102711","1202420017","1",""
"20242","","","","112","","","","1202420018","",""
"20242","","","","91","","","0","1202420019","",""
"20251","100511","travel_topdrama_r_2000_hop_loop","-68","1","42","0.8","1","1202510001","101","1"
"20251","103711","travel_topdrama_r_2000_idle_doya_talkJoy1R","-68","1","-42","0.8","1","1202510002","102","0"
"20251","0","mana","-75","5","0","1","0","1202510003","110","0"
"20251","","","","91","","","0","1202510004","",""
"20251","0","","","93","","","10","1202510005","",""
"20251","","","","101","","","1202510005","1202510006","",""
"20251","none","","","3","","0","0","1202510007","0",""
"20251","","","","91","","","0","1202510008","",""
"20252","103","","","13","","","100511","1202520001","",""
"20252","104","","","13","","","103711","1202520002","",""
"20252","travel_topdrama_r_2000_hop_in","","1","3","travel_topdrama_r_2000_hop_loop","0.2","100511","1202520003","0",""
"20252","vo_travel_talk_20025_00","","","21","0","","vo_travel_talk","1202520004","0",""
"20252","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！","0","1","11","1","0","100511","1202520005","10","0"
"20252","","","","91","","","0","1202520006","",""
"20252","travel_topdrama_r_2000_hop_idle","","","3","","0.2","100511","1202520007","1",""
"20252","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","0.2","103711","1202520008","0",""
"20252","vo_travel_talk_20025_01","","","21","0","","vo_travel_talk","1202520009","0",""
"20252","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──","0","1","11","1","0","103711","1202520010","10","0"
"20252","","","","91","","","0","1202520011","",""
"20252","travel_topdrama_r_2000_tomo_henshin_in","","1","3","travel_topdrama_r_2000_tomo_henshin_loop","0.1","103711","1202520012","0","0"
"20252","travel_topdrama_r_2000_matsuri_eieio_in","","1","3","travel_topdrama_r_2000_matsuri_eieio_loop","0.2","100511","1202520013","0","0.2"
"20252","vo_travel_talk_20025_02","","","21","0","","vo_travel_talk","1202520014","0",""
"20252","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？","0","1","11","1","0","100511","1202520015","10","0"
"20252","","","","91","","","0","1202520016","",""
"20252","","","","112","","","","1202520017","",""
"20252","","","","91","","","0","1202520018","",""
"20261","105911","travel_topdrama_r_2000_idle_wish_joy","-68","1","0","0.8","1","1202610001","101","1"
"20261","0","mana","-75","5","0","1","0","1202610002","110","0"
"20261","","","","91","","","0","1202610003","",""
"20261","0","","","93","","","10","1202610004","",""
"20261","","","","101","","","1202610004","1202610005","",""
"20261","none","","","3","","0","0","1202610006","0",""
"20261","","","","91","","","0","1202610007","",""
"20262","103","","","13","","","105911","1202620001","",""
"20262","travel_topdrama_r_2000_wishToSurprise","","1","3","travel_topdrama_r_2000_talk_surprise_loop","0.1","105911","1202620002","0","0"
"20262","vo_travel_talk_20026_00","","","21","0","","vo_travel_talk","1202620003","0",""
"20262","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪","0","1","11","1","0","105911","1202620004","10","0"
"20262","","","","91","","","0","1202620005","",""
"20262","travel_topdrama_r_2000_talk_wish_loop","","","3","","0.2","105911","1202620006","1",""
"20262","vo_travel_talk_20026_01","","","21","0","","vo_travel_talk","1202620007","0",""
"20262","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。","0","1","11","1","0","105911","1202620008","10","0"
"20262","","","","91","","","0","1202620009","",""
"20262","","","","112","","","","1202620010","",""
"20262","","","","91","","","0","1202620011","",""
"20271","123011","travel_topdrama_r_2000_ames_idle_normal","-68","1","0","0.8","1","1202710001","101","1"
"20271","0","mana","-75","5","0","1","0","1202710002","110","0"
"20271","","","","91","","","0","1202710003","",""
"20271","0","","","93","","","10","1202710004","",""
"20271","","","","101","","","1202710004","1202710005","",""
"20271","none","","","3","","0","0","1202710006","0",""
"20271","","","","91","","","0","1202710007","",""
"20272","103","","","13","","","123011","1202720001","",""
"20272","travel_topdrama_r_2000_ames_talk_wish_in","","1","3","travel_topdrama_r_2000_ames_talk_wish_loop","0.2","123011","1202720002","0","0"
"20272","vo_travel_talk_20027_00","","","21","0","","vo_travel_talk","1202720003","0",""
"20272","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪","0","1","11","1","0","123011","1202720004","10","0"
"20272","","","","91","","","0","1202720005","",""
"20272","travel_topdrama_r_2000_ames_talk_yareyare","","","3","","0.2","123011","1202720006","1",""
"20272","vo_travel_talk_20027_01","","","21","0","","vo_travel_talk","1202720007","0",""
"20272","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。","0","1","11","1","0","123011","1202720008","10","0"
"20272","","","","91","","","0","1202720009","",""
"20272","travel_topdrama_r_2000_ames_idle_yareyare","","","3","","0.2","123011","1202720010","1",""
"20272","","","","112","","","","1202720011","",""
"20272","","","","91","","","0","1202720012","",""
"20281","106811","travel_topdrama_r_2000_idle_cool","-68","1","42","0.8","1","1202810001","101","1"
"20281","106911","travel_topdrama_r_2000_kaiser_idle_arm_crossed","-68","1","-42","0.8","1","1202810002","102","0"
"20281","0","mana","-75","5","0","1","0","1202810003","110","0"
"20281","","","","91","","","0","1202810004","",""
"20281","0","","","93","","","10","1202810005","",""
"20281","","","","101","","","1202810005","1202810006","",""
"20281","none","","","3","","0","0","1202810007","0",""
"20281","","","","91","","","0","1202810008","",""
"20282","103","","","13","","","106811","1202820001","",""
"20282","104","","","13","","","106911","1202820002","",""
"20282","travel_topdrama_r_2000_talk_cool_in","","1","3","travel_topdrama_r_2000_talk_cool_loop","0.2","106811","1202820003","0","0"
"20282","vo_travel_talk_20028_00","","","21","0","","vo_travel_talk","1202820004","0",""
"20282","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！","0","1","11","1","0","106811","1202820005","10","0"
"20282","","","","91","","","0","1202820006","",""
"20282","travel_topdrama_r_2000_idle_cool","","","3","","0.2","106811","1202820007","1",""
"20282","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","","1","3","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","0.2","106911","1202820008","0","0"
"20282","vo_travel_talk_20028_01","","","21","0","","vo_travel_talk","1202820009","0",""
"20282","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。","0","1","11","1","0","106911","1202820010","10","0"
"20282","","","","91","","","0","1202820011","",""
"20282","travel_topdrama_r_2000_kaiser_idle_arm_crossed","","","3","","0.2","106911","1202820012","1",""
"20282","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","0.2","106811","1202820013","0",""
"20282","vo_travel_talk_20028_02","","","21","0","","vo_travel_talk","1202820014","0",""
"20282","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！","0","1","11","1","0","106811","1202820015","10","0"
"20282","","","","91","","","0","1202820016","",""
"20282","travel_topdrama_r_2000_idle_arm_crossed","","","3","","0.2","106811","1202820017","1",""
"20282","","","","112","","","","1202820018","",""
"20282","","","","91","","","0","1202820019","",""
"30011","1000001","travel_topdrama_r_3001_idle_B","-75.6","1","-17.5","0.8","1","1300110001","51","0"
"30011","12","travel_topdrama_r_3001_idle_B","-75.6","5","-17.5","0.8","1","1300110002","50","0"
"30011","1000002","travel_topdrama_r_3001_idle_A","-56.1","1","31.4","0.8","1","1300110003","49","0"
"30011","11","travel_topdrama_r_3001_idle_A","-56.1","5","31.4","0.8","1","1300110004","48","0"
"30011","13","travel_topdrama_r_3001_idle_A","-56.1","5","31.4","0.8","2","1300110005","49","0"
"30011","0","normal","-88","5","0","1","0","1300110006","110",""
"30011","300101","","0.5","31","-43.7","1","300101","1300110007","-30.3",""
"30011","300103","","1","31","-110","1","300103","1300110008","260",""
"30011","300111","","1","31","-127","1","300111","1300110009","215",""
"30011","0","","","91","","","0","1300110010","",""
"30011","travel_topdrama_r_3001_idle_B","","","3","","0","1000001","1300110011","0","0"
"30011","travel_topdrama_r_3001_idle_B","","","3","","0","12","1300110012","0","0"
"30011","travel_topdrama_r_3001_idle_A","","","3","","0","1000002","1300110013","0","0"
"30011","travel_topdrama_r_3001_idle_A","","","3","","0","11","1300110014","0","0"
"30011","0","","","93","","","1.7","1300110015","",""
"30011","0","","","101","","","1300110011","1300110016","",""
"30011","none","","","3","","0","0","1300110017","0",""
"30011","0","","","91","","","0","1300110018","",""
"30012","300106","","1","31","-110","0","300106","1300120001","260",""
"30012","300108","","1","31","-110","0","300108","1300120002","260",""
"30012","300100","","0.4","31","92.6","0","300100","1300120003","17.3",""
"30012","300104","","0.4","31","92.6","0","300104","1300120004","0",""
"30012","","","","91","","","0","1300120005","",""
"30012","travel_topdrama_r_3001_idle_A","","","3","","0.5","1000002","1300120006","1",""
"30012","travel_topdrama_r_3001_idle_A","","","3","","0.5","11","1300120007","1",""
"30012","travel_topdrama_r_3001_idle_B","","","3","","0.5","1000001","1300120008","1",""
"30012","travel_topdrama_r_3001_idle_B","","","3","","0.5","12","1300120009","1",""
"30012","0","","","93","","","0.2","1300120010","",""
"30012","1","","","32","","","300100","1300120011","",""
"30012","0","","","93","","","2","1300120012","",""
"30012","0","","","32","","","300103","1300120013","",""
"30012","1","","","32","","","300108","1300120014","",""
"30012","1","","","32","","","300106","1300120015","",""
"30012","se_travel_top_fishing_hit","","","23","","","se_travel_top","1300120016","0",""
"30012","travel_topdrama_r_3001_1_01_A","","","3","","0","1000002","1300120017","0",""
"30012","travel_topdrama_r_3001_1_01_A","","","3","","0","11","1300120018","0",""
"30012","travel_topdrama_r_3001_1_01_B","","","3","","0.5","1000001","1300120019","0",""
"30012","travel_topdrama_r_3001_1_01_B","","","3","","0.5","12","1300120020","0",""
"30012","","","","91","","","0","1300120021","",""
"30012","0","","","32","","","300108","1300120022","",""
"30012","travel_topdrama_r_3001_1_02_A","","","3","","0","1000002","1300120023","0",""
"30012","travel_topdrama_r_3001_1_02_A","","","3","","0","11","1300120024","0",""
"30012","travel_topdrama_r_3001_1_02_B","","","3","","0.2","1000001","1300120025","0",""
"30012","travel_topdrama_r_3001_1_02_B","","","3","","0.2","12","1300120026","0",""
"30012","0","","","93","","","1","1300120027","",""
"30012","0","","","32","","","300100","1300120028","",""
"30012","","","","91","","","0","1300120029","",""
"30012","300107","","1","31","-110","1","300107","1300120030","260",""
"30012","se_travel_top_fishing_appear_box","","","23","","","se_travel_top","1300120031","0",""
"30012","travel_topdrama_r_3001_1_03_A","","","3","","","1000002","1300120032","0",""
"30012","travel_topdrama_r_3001_1_03_A","","","3","","","11","1300120033","0",""
"30012","travel_topdrama_r_3001_1_03_A","","","3","","","13","1300120034","0",""
"30012","travel_topdrama_r_3001_1_03_B","","","3","","","1000001","1300120035","0",""
"30012","travel_topdrama_r_3001_1_03_B","","1","3","travel_topdrama_r_3001_1_03_B_loop","0.2","12","1300120036","0",""
"30012","0","","","93","","","0.8","1300120037","",""
"30012","0","","","32","","","300106","1300120038","",""
"30012","","","","111","","","","1300120039","",""
"30012","","","","91","","","0","1300120040","",""
"30021","1000001","travel_topdrama_r_3001_idle_B","-75.6","1","-17.5","0.8","1","1300210001","51","0"
"30021","12","travel_topdrama_r_3001_idle_B","-75.6","5","-17.5","0.8","1","1300210002","50","0"
"30021","1000002","travel_topdrama_r_3001_idle_A","-56.1","1","31.4","0.8","1","1300210003","49","0"
"30021","11","travel_topdrama_r_3001_idle_A","-56.1","5","31.4","0.8","1","1300210004","48","0"
"30021","13","travel_topdrama_r_3001_idle_A","-56.1","5","31.4","0.8","2","1300210005","49","0"
"30021","0","normal","-88","5","0","1","0","1300210006","110",""
"30021","300201","","0.5","31","-43.7","1","300201","1300210007","-30.3",""
"30021","300203","","1","31","-110","1","300203","1300210008","260",""
"30021","300211","","1","31","-127","1","300211","1300210009","215",""
"30021","0","","","91","","","0","1300210010","",""
"30021","travel_topdrama_r_3001_idle_B","","","3","","0","1000001","1300210011","0","0"
"30021","travel_topdrama_r_3001_idle_B","","","3","","0","12","1300210012","0","0"
"30021","travel_topdrama_r_3001_idle_A","","","3","","0","1000002","1300210013","0","0"
"30021","travel_topdrama_r_3001_idle_A","","","3","","0","11","1300210014","0","0"
"30021","0","","","93","","","1.7","1300210015","",""
"30021","0","","","101","","","1300210011","1300210016","",""
"30021","none","","","3","","0","0","1300210017","0",""
"30021","0","","","91","","","0","1300210018","",""
"30022","300206","","1","31","-110","0","300206","1300220001","260",""
"30022","300208","","1","31","-110","0","300208","1300220002","260",""
"30022","300200","","0.4","31","92.6","0","300200","1300220003","17.3",""
"30022","300204","","0.4","31","92.6","0","300204","1300220004","0",""
"30022","","","","91","","","0","1300220005","",""
"30022","travel_topdrama_r_3001_idle_A","","","3","","0.5","1000002","1300220006","1",""
"30022","travel_topdrama_r_3001_idle_A","","","3","","0.5","11","1300220007","1",""
"30022","travel_topdrama_r_3001_idle_B","","","3","","0.5","1000001","1300220008","1",""
"30022","travel_topdrama_r_3001_idle_B","","","3","","0.5","12","1300220009","1",""
"30022","0","","","93","","","0.2","1300220010","",""
"30022","1","","","32","","","300200","1300220011","",""
"30022","0","","","93","","","2","1300220012","",""
"30022","0","","","32","","","300203","1300220013","",""
"30022","1","","","32","","","300208","1300220014","",""
"30022","1","","","32","","","300206","1300220015","",""
"30022","se_travel_top_fishing_hit","","","23","","","se_travel_top","1300220016","0",""
"30022","travel_topdrama_r_3001_1_01_A","","","3","","0","1000002","1300220017","0",""
"30022","travel_topdrama_r_3001_1_01_A","","","3","","0","11","1300220018","0",""
"30022","travel_topdrama_r_3001_1_01_B","","","3","","0.5","1000001","1300220019","0",""
"30022","travel_topdrama_r_3001_1_01_B","","","3","","0.5","12","1300220020","0",""
"30022","","","","91","","","0","1300220021","",""
"30022","0","","","32","","","300208","1300220022","",""
"30022","travel_topdrama_r_3001_1_02_A","","","3","","0","1000002","1300220023","0",""
"30022","travel_topdrama_r_3001_1_02_A","","","3","","0","11","1300220024","0",""
"30022","travel_topdrama_r_3001_1_02_B","","","3","","0.2","1000001","1300220025","0",""
"30022","travel_topdrama_r_3001_1_02_B","","","3","","0.2","12","1300220026","0",""
"30022","0","","","93","","","1","1300220027","",""
"30022","0","","","32","","","300200","1300220028","",""
"30022","","","","91","","","0","1300220029","",""
"30022","300107","","1","31","-110","1","300207","1300220030","260",""
"30022","se_travel_top_fishing_appear_silverbox","","","23","","","se_travel_top","1300220031","0",""
"30022","travel_topdrama_r_3001_1_03_A","","","3","","","1000002","1300220032","0",""
"30022","travel_topdrama_r_3002_03_A","","","3","","","11","1300220033","0",""
"30022","travel_topdrama_r_3002_03_A","","","3","","","13","1300220034","0",""
"30022","travel_topdrama_r_3001_1_03_B","","","3","","","1000001","1300220035","0",""
"30022","travel_topdrama_r_3001_1_03_B","","1","3","travel_topdrama_r_3001_1_03_B_loop","0.2","12","1300220036","0",""
"30022","0","","","93","","","0.8","1300220037","",""
"30022","0","","","32","","","300206","1300220038","",""
"30022","","","","111","","","","1300220039","",""
"30022","","","","91","","","0","1300220040","",""
"30031","1000001","travel_topdrama_r_3001_idle_B","-75.6","1","-17.5","0.8","1","1300310001","51","0"
"30031","12","travel_topdrama_r_3001_idle_B","-75.6","5","-17.5","0.8","1","1300310002","50","0"
"30031","1000002","travel_topdrama_r_3001_idle_A","-56.1","1","31.4","0.8","1","1300310003","49","0"
"30031","11","travel_topdrama_r_3001_idle_A","-56.1","5","31.4","0.8","1","1300310004","48","0"
"30031","15","travel_topdrama_r_3001_none","-20","5","-170","0.85","4","1300310005","52","0"
"30031","0","normal","-88","5","0","1","0","1300310006","110",""
"30031","300301","","0.5","31","-43.7","1","300301","1300310007","-30.3",""
"30031","300303","","1","31","-110","1","300303","1300310008","260",""
"30031","300311","","1","31","-127","1","300311","1300310009","215",""
"30031","0","","","91","","","0","1300310010","",""
"30031","travel_topdrama_r_3001_idle_B","","","3","","0","1000001","1300310011","0","0"
"30031","travel_topdrama_r_3001_idle_B","","","3","","0","12","1300310012","0","0"
"30031","travel_topdrama_r_3001_idle_A","","","3","","0","1000002","1300310013","0","0"
"30031","travel_topdrama_r_3001_idle_A","","","3","","0","11","1300310014","0","0"
"30031","0","","","93","","","1.7","1300310015","",""
"30031","0","","","101","","","1300310011","1300310016","",""
"30031","none","","","3","","0","0","1300310017","0",""
"30031","0","","","91","","","0","1300310018","",""
"30032","300306","","1","31","-110","0","300306","1300320001","260",""
"30032","300308","","1","31","-110","0","300308","1300320002","260",""
"30032","300300","","0.4","31","92.6","0","300300","1300320003","17.3",""
"30032","300304","","0.4","31","92.6","0","300304","1300320004","0",""
"30032","","","","91","","","0","1300320005","",""
"30032","travel_topdrama_r_3001_idle_A","","","3","","0.5","1000002","1300320006","1",""
"30032","travel_topdrama_r_3001_idle_A","","","3","","0.5","11","1300320007","1",""
"30032","travel_topdrama_r_3001_idle_B","","","3","","0.5","1000001","1300320008","1",""
"30032","travel_topdrama_r_3001_idle_B","","","3","","0.5","12","1300320009","1",""
"30032","0","","","93","","","0.2","1300320010","",""
"30032","1","","","32","","","300300","1300320011","",""
"30032","0","","","93","","","2","1300320012","",""
"30032","0","","","32","","","300303","1300320013","",""
"30032","1","","","32","","","300308","1300320014","",""
"30032","1","","","32","","","300306","1300320015","",""
"30032","se_travel_top_fishing_hit","","","23","","","se_travel_top","1300320016","0",""
"30032","travel_topdrama_r_3001_1_01_A","","","3","","0","1000002","1300320017","0",""
"30032","travel_topdrama_r_3001_1_01_A","","","3","","0","11","1300320018","0",""
