28054748d08c6d6d94dec1bde9d5208269e5aad65224bb12ff6d3c98238b0589,9f9fae77a70716baed8e94c94a3f9d0aeb14bcc6c6c2c6f6cec0614ee4d52e84,a96ab51fc0d6f5631ee547b769d1f6a7afb65514ece05c368c3019d986c24185,0e08175ccd651a83cdf2f3a6f66dabd1e2725968b7f9d1d0adc1fad4b84ef3a3,9824f83f0f24ec18e94a69f7f58f4c2ddf5034eaed1d0c258e0dc3a87e0e5cd1,e2cb900635eced9b5c910910c09eecb143a9cfd565397f49f21ad780f8bfe417,e37c9d33b465b778ddd127fb134005f5e4d7526e982d88e243059324b909655e,f01065d780d32a9be688110ad893248c40568eb6fe37e140a30b745ca0a11aef,50646da23e9ec7ca517d753412dd9d9268ae38c50ad99db30f361d112c2700be,4694c8cca22441242f0f45210ae33b462f701eb8990cda661f878485b4e183fd,20e18e29b843e6e8f80983273c04b586b9678c0bf5d4356360f12bdc5ce6a78e,d6baf1f9cd57c3e367616bedcbaea92d3877c740eb44ddd67781dd6927c6ee22,d04d0df97c306d39430ea3f765c4c97de6e02b759ed39a848c45ebda5367d2b1,e26ac75952a935ab90fac50938305eb9dbc972d1bb950eae0b19d1903a239d3f,bad5ea04843934cfcad71742d1d8bb5019e6a12f01a8c7bef3dfa1d98ddd9c01,06b2ea14e24f35a8299bd96c2ad516c691ee8fbb1238e821703b7558d7c80839,814ca8ac4da3a06b43c9a61755099de38ef8e90ed95231fa733893a7167f685c,d872d66c9b835b125756d62258ac084191c16d19a6fc96fd265ba3f124183a31,5394f897985013c1331059088438ac675630b069f4966e7f6d9495ae821a06f9,b03f9313921d213016de4743f24cb7809cb9c2d085e2f1ead7114df0eaf1a601,3d34f8bcc5af47787f38742c85736eba2abf6daf1687b5af467a2c17dfe6d4c7,fe2576df85b38ea7ea8c315eef6cd2c65dce0c2669eb0154b21a5405279c5313,2e8a841062c7806e02afc8d5b6238a75d7348842ffa582741cfb7a472afc9907,e935ce3aee747143a403af4004b2bd04a28c11204fe7b721f5534a79ceeb28ab,5a3dfad7c788cfb5a1b5316223cc81d4c56c809dd7deaa98d0d7bdf933bc642d,280ff4f3517da8f3bbc7345b98be0d96ca9cac85c8f55a5b92036f6b1baa597c,142f9cdea87682d61ef00757ee4353499d81fc70ab10f43d6ec175b7c6443a67,f61fc796ed3480717e988c3d44fcac9ad53b705bf7f33e9cd55beb2f466b4f0b,b5a7e10660b517b097e92886b49e8e3939ff21f7f30725766f8b679bd0a078f9,bcdeb93e1f2909d81bca0b55cce8f5a8bfceae2d293592c3d93c9536198ca8a5,4cf25169c9ca18dbfca46a8b3c825a9bde16043f8b9ee9ff1f39214a0aae8108,c0f59cbbfea950f39e29f2023e8858a038a3f0b8c3a1cd71c7776c221e68cfad,cd517b0d68209394692cf324623bcd023f69f40dbeb7685bb798ac3675938c7e,68dea9f7a4e0a436ee1e707d00fef78fa4a1870ffada85538147e4ca8632bcb2,58585255cafa82a9a20d9031194d3aac9b324b77ec64cc25d6f07c39f9fd6b11,9ee75c219902ab72e989a946f801dfa246822963579c449b601c2e74a7336ec2,ce9bc576e2a799ce06296236993504069b6f23d5d6126fb581022c0d96d63acd,d925909d9021170e574bc14a6acbbb7502ece3ccaf3f53f377ac01f27cb01241,6f537f409ce3170487db871492f8c00751990bb970817a682cc7e1bdc8c1a8b0,2eb16b76c7fc5f96734f283263b0339ab0e86c9ec0441e2ed9f69b1fb41a0c11
"68","1","68","0","0","68","0","10","68","179","68","0","68","61390","620090068","0","10","68","68","68","68","192","68","68","200000001","68","0","68","0","30","2424","200900","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","184","69","0","69","63224","620090069","0","10","69","69","69","69","197","69","69","200000001","69","0","69","0","30","2482","200900","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","189","70","0","70","65059","620090070","0","10","70","70","70","70","203","70","70","200000001","70","0","70","0","30","2540","200900","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","193","71","0","71","66894","620090071","0","10","71","71","71","71","208","71","71","200000001","71","0","71","0","30","2598","200900","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","4","1","0","1","304","620090101","0","10","1","1","1","1","2","1","1","200000001","1","0","1","0","30","36","200901","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","5","2","0","2","398","620090102","0","10","2","2","2","2","3","2","2","200000001","2","0","2","0","30","40","200901","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","6","3","0","3","665","620090103","0","10","3","3","3","3","5","3","3","200000001","3","0","3","0","30","44","200901","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","6","4","0","4","586","620090104","0","10","4","4","4","4","5","4","4","200000001","4","0","4","0","30","63","200901","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","7","5","0","5","650","620090105","0","10","5","5","5","5","6","5","5","200000001","5","0","5","0","30","93","200901","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","9","6","0","6","714","620090106","0","10","6","6","6","6","7","6","6","200000001","6","0","6","0","30","123","200901","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","10","7","0","7","879","620090107","0","10","7","7","7","7","8","7","7","200000001","7","0","7","0","30","152","200901","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","11","8","0","8","1043","620090108","0","10","8","8","8","8","9","8","8","200000001","8","0","8","0","30","182","200901","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","11","9","0","9","1073","620090109","0","10","9","9","9","9","10","9","9","200000001","9","0","9","0","30","195","200901","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","12","10","0","10","1103","620090110","0","10","10","10","10","10","10","10","10","200000001","10","0","10","0","30","209","200901","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","12","11","0","11","1134","620090111","0","10","11","11","11","11","10","11","11","200000001","11","0","11","0","30","222","200901","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","12","12","0","12","1164","620090112","0","10","12","12","12","12","10","12","12","200000001","12","0","12","0","30","236","200901","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","13","13","0","13","1379","620090113","0","10","13","13","13","13","11","13","13","200000001","13","0","13","0","30","260","200901","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","14","14","0","14","1594","620090114","0","10","14","14","14","14","12","14","14","200000001","14","0","14","0","30","284","200901","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","15","15","0","15","1808","620090115","0","10","15","15","15","15","13","15","15","200000001","15","0","15","0","30","308","200901","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","16","16","0","16","2023","620090116","0","10","16","16","16","16","14","16","16","200000001","16","0","16","0","30","332","200901","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","17","17","0","17","2238","620090117","0","10","17","17","17","17","15","17","17","200000001","17","0","17","0","30","356","200901","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","18","18","0","18","2453","620090118","0","10","18","18","18","18","16","18","18","200000001","18","0","18","0","30","381","200901","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","19","19","0","19","2668","620090119","0","10","19","19","19","19","17","19","19","200000001","19","0","19","0","30","405","200901","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","20","20","0","20","2883","620090120","0","10","20","20","20","20","17","20","20","200000001","20","0","20","0","30","429","200901","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","20","21","0","21","3041","620090121","0","10","21","21","21","21","17","21","21","200000001","21","0","21","0","30","442","200901","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","20","22","0","22","3199","620090122","0","10","22","22","22","22","17","22","22","200000001","22","0","22","0","30","455","200901","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","20","23","0","23","3357","620090123","0","10","23","23","23","23","17","23","23","200000001","23","0","23","0","30","469","200901","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","30","24","0","24","3335","620090124","0","10","24","24","24","24","28","24","24","200000001","24","0","24","0","30","543","200901","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","30","25","0","25","3618","620090125","0","10","25","25","25","25","28","25","25","200000001","25","0","25","0","30","570","200901","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","30","26","0","26","3902","620090126","0","10","26","26","26","26","28","26","26","200000001","26","0","26","0","30","598","200901","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","31","27","0","27","4185","620090127","0","10","27","27","27","27","28","27","27","200000001","27","0","27","0","30","625","200901","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","31","28","0","28","4468","620090128","0","10","28","28","28","28","29","28","28","200000001","28","0","28","0","30","653","200901","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","32","29","0","29","4752","620090129","0","10","29","29","29","29","29","29","29","200000001","29","0","29","0","30","680","200901","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","32","30","0","30","5035","620090130","0","10","30","30","30","30","29","30","30","200000001","30","0","30","0","30","708","200901","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","32","31","0","31","5314","620090131","0","10","31","31","31","31","29","31","31","200000001","31","0","31","0","30","716","200901","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","32","32","0","32","5592","620090132","0","10","32","32","32","32","29","32","32","200000001","32","0","32","0","30","725","200901","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","33","33","0","33","5871","620090133","0","10","33","33","33","33","29","33","33","200000001","33","0","33","0","30","733","200901","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","33","34","0","34","6149","620090134","0","10","34","34","34","34","29","34","34","200000001","34","0","34","0","30","742","200901","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","33","35","0","35","6428","620090135","0","10","35","35","35","35","29","35","35","200000001","35","0","35","0","30","750","200901","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","33","36","0","36","7022","620090136","0","10","36","36","36","36","29","36","36","200000001","36","0","36","0","30","755","200901","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","33","37","0","37","7272","620090137","0","10","37","37","37","37","29","37","37","200000001","37","0","37","0","30","763","200901","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","34","38","0","38","7523","620090138","0","10","38","38","38","38","29","38","38","200000001","38","0","38","0","30","770","200901","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","34","39","0","39","7773","620090139","0","10","39","39","39","39","29","39","39","200000001","39","0","39","0","30","988","200901","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","37","40","0","40","8502","620090140","0","10","40","40","40","40","32","40","40","200000001","40","0","40","0","30","1049","200901","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","40","41","0","41","9230","620090141","0","10","41","41","41","41","35","41","41","200000001","41","0","41","0","30","1109","200901","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","44","42","0","42","9959","620090142","0","10","42","42","42","42","38","42","42","200000001","42","0","42","0","30","1170","200901","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","47","43","0","43","10688","620090143","0","10","43","43","43","43","41","43","43","200000001","43","0","43","0","30","1230","200901","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","50","44","0","44","11416","620090144","0","10","44","44","44","44","44","44","44","200000001","44","0","44","0","30","1291","200901","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","53","45","0","45","12145","620090145","0","10","45","45","45","45","47","45","45","200000001","45","0","45","0","30","1351","200901","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","56","46","0","46","13471","620090146","0","10","46","46","46","46","50","46","46","200000001","46","0","46","0","30","1419","200901","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","60","47","0","47","14796","620090147","0","10","47","47","47","47","53","47","47","200000001","47","0","47","0","30","1487","200901","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","63","48","0","48","16122","620090148","0","10","48","48","48","48","57","48","48","200000001","48","0","48","0","30","1556","200901","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","66","49","0","49","17448","620090149","0","10","49","49","49","49","60","49","49","200000001","49","0","49","0","30","1624","200901","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","70","50","0","50","18774","620090150","0","10","50","50","50","50","63","50","50","200000001","50","0","50","0","30","1692","200901","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","73","51","0","51","20099","620090151","0","10","51","51","51","51","66","51","51","200000001","51","0","51","0","30","1760","200901","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","77","52","0","52","21425","620090152","0","10","52","52","52","52","69","52","52","200000001","52","0","52","0","30","1828","200901","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","80","53","0","53","22751","620090153","0","10","53","53","53","53","72","53","53","200000001","53","0","53","0","30","1896","200901","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","83","54","0","54","24077","620090154","0","10","54","54","54","54","76","54","54","200000001","54","0","54","0","30","1965","200901","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","87","55","0","55","25402","620090155","0","10","55","55","55","55","79","55","55","200000001","55","0","55","0","30","2033","200901","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","90","56","0","56","26728","620090156","0","10","56","56","56","56","82","56","56","200000001","56","0","56","0","30","2101","200901","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","94","57","0","57","28067","620090157","0","10","57","57","57","57","85","57","57","200000001","57","0","57","0","30","2192","200901","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","97","58","0","58","29406","620090158","0","10","58","58","58","58","88","58","58","200000001","58","0","58","0","30","2282","200901","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","101","59","0","59","30746","620090159","0","10","59","59","59","59","92","59","59","200000001","59","0","59","0","30","2373","200901","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","104","60","0","60","32085","620090160","0","10","60","60","60","60","95","60","60","200000001","60","0","60","0","30","2463","200901","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","108","61","0","61","33424","620090161","0","10","61","61","61","61","98","61","61","200000001","61","0","61","0","30","2554","200901","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","109","62","0","62","33863","620090162","0","10","62","62","62","62","99","62","62","200000001","62","0","62","0","30","2624","200901","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","110","63","0","63","34303","620090163","0","10","63","63","63","63","100","63","63","200000001","63","0","63","0","30","2694","200901","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","112","64","0","64","34742","620090164","0","10","64","64","64","64","100","64","64","200000001","64","0","64","0","30","2764","200901","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","113","65","0","65","35181","620090165","0","10","65","65","65","65","101","65","65","200000001","65","0","65","0","30","2834","200901","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","114","66","0","66","35620","620090166","0","10","66","66","66","66","102","66","66","200000001","66","0","66","0","30","2903","200901","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","115","67","0","67","36060","620090167","0","10","67","67","67","67","103","67","67","200000001","67","0","67","0","30","2973","200901","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","117","68","0","68","36499","620090168","0","10","68","68","68","68","103","68","68","200000001","68","0","68","0","30","3043","200901","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","118","69","0","69","36938","620090169","0","10","69","69","69","69","104","69","69","200000001","69","0","69","0","30","3113","200901","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","119","70","0","70","37378","620090170","0","10","70","70","70","70","105","70","70","200000001","70","0","70","0","30","3183","200901","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","120","71","0","71","37817","620090171","0","10","71","71","71","71","106","71","71","200000001","71","0","71","0","30","3253","200901","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","6","1","0","1","205","620100001","0","10","1","1","1","1","6","1","1","200000010","1","0","1","61","30","0","201000","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","6","2","0","2","228","620100002","0","10","2","2","2","2","7","2","2","200000010","2","0","2","68","30","0","201000","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","7","3","0","3","238","620100003","0","10","3","3","3","3","7","3","3","200000010","3","0","3","71","30","0","201000","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","7","4","0","4","265","620100004","0","10","4","4","4","4","8","4","4","200000010","4","0","4","79","30","0","201000","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","8","5","0","5","277","620100005","0","10","5","5","5","5","9","5","5","200000010","5","0","5","82","30","0","201000","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","8","6","0","6","290","620100006","0","10","6","6","6","6","9","6","6","200000010","6","0","6","86","30","0","201000","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","8","7","0","7","386","620100007","0","10","7","7","7","7","10","7","7","200000010","7","0","7","122","30","0","201000","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","9","8","0","8","481","620100008","0","10","8","8","8","8","10","8","8","200000010","8","0","8","141","30","0","201000","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","9","9","0","9","577","620100009","0","10","9","9","9","9","11","9","9","200000010","9","0","9","155","30","0","201000","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","10","10","0","10","673","620100010","0","10","10","10","10","10","12","10","10","200000010","10","0","10","160","30","0","201000","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","10","11","0","11","769","620100011","0","10","11","11","11","11","12","11","11","200000010","11","0","11","165","30","0","201000","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","10","12","0","12","865","620100012","0","10","12","12","12","12","12","12","12","200000010","12","0","12","171","30","0","201000","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","15","13","0","13","960","620100013","0","10","13","13","13","13","17","13","13","200000010","13","0","13","190","30","0","201000","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","15","14","0","14","1057","620100014","0","10","14","14","14","14","17","14","14","200000010","14","0","14","190","30","0","201000","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","15","15","0","15","1152","620100015","0","10","15","15","15","15","18","15","15","200000010","15","0","15","196","30","0","201000","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","15","16","0","16","1248","620100016","0","10","16","16","16","16","18","16","16","200000010","16","0","16","202","30","0","201000","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","15","17","0","17","1344","620100017","0","10","17","17","17","17","18","17","17","200000010","17","0","17","276","30","0","201000","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","15","18","0","18","1644","620100018","0","10","18","18","18","18","19","18","18","200000010","18","0","18","280","30","0","201000","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","16","19","0","19","1944","620100019","0","10","19","19","19","19","19","19","19","200000010","19","0","19","285","30","0","201000","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","16","20","0","20","2244","620100020","0","10","20","20","20","20","20","20","20","200000010","20","0","20","289","30","0","201000","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","16","21","0","21","2277","620100021","0","10","21","21","21","21","20","21","21","200000010","21","0","21","334","30","0","201000","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","16","22","0","22","2413","620100022","0","10","22","22","22","22","20","22","22","200000010","22","0","22","377","30","0","201000","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","16","23","0","23","2613","620100023","0","10","23","23","23","23","20","23","23","200000010","23","0","23","420","30","0","201000","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","24","24","0","24","2650","620100024","0","10","24","24","24","24","31","24","24","200000010","24","0","24","463","30","0","201000","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","24","25","0","25","2960","620100025","0","10","25","25","25","25","31","25","25","200000010","25","0","25","486","30","0","201000","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","25","26","0","26","3271","620100026","0","10","26","26","26","26","32","26","26","200000010","26","0","26","508","30","0","201000","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","25","27","0","27","3581","620100027","0","10","27","27","27","27","32","27","27","200000010","27","0","27","531","30","0","201000","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","25","28","0","28","3891","620100028","0","10","28","28","28","28","32","28","28","200000010","28","0","28","553","30","0","201000","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","25","29","0","29","4201","620100029","0","10","29","29","29","29","32","29","29","200000010","29","0","29","576","30","0","201000","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","26","30","0","30","4512","620100030","0","10","30","30","30","30","33","30","30","200000010","30","0","30","598","30","0","201000","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","26","31","0","31","4822","620100031","0","10","31","31","31","31","33","31","31","200000010","31","0","31","621","30","0","201000","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","26","32","0","32","5132","620100032","0","10","32","32","32","32","33","32","32","200000010","32","0","32","643","30","0","201000","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","26","33","0","33","5442","620100033","0","10","33","33","33","33","33","33","33","200000010","33","0","33","666","30","0","201000","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","27","34","0","34","5753","620100034","0","10","34","34","34","34","34","34","34","200000010","34","0","34","688","30","0","201000","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","27","35","0","35","6063","620100035","0","10","35","35","35","35","34","35","35","200000010","35","0","35","711","30","0","201000","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","27","36","0","36","6116","620100036","0","10","36","36","36","36","34","36","36","200000010","36","0","36","727","30","0","201000","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","28","37","0","37","6170","620100037","0","10","37","37","37","37","35","37","37","200000010","37","0","37","743","30","0","201000","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","28","38","0","38","6223","620100038","0","10","38","38","38","38","35","38","38","200000010","38","0","38","759","30","0","201000","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","28","39","0","39","6276","620100039","0","10","39","39","39","39","35","39","39","200000010","39","0","39","775","30","0","201000","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","34","40","0","40","8247","620100040","0","10","40","40","40","40","39","40","40","200000010","40","0","40","791","30","0","201000","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","40","41","0","41","10218","620100041","0","10","41","41","41","41","43","41","41","200000010","41","0","41","807","30","0","201000","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","41","42","0","42","10359","620100042","0","10","42","42","42","42","45","42","42","200000010","42","0","42","822","30","0","201000","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","41","43","0","43","10499","620100043","0","10","43","43","43","43","47","43","43","200000010","43","0","43","837","30","0","201000","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","42","44","0","44","10640","620100044","0","10","44","44","44","44","49","44","44","200000010","44","0","44","852","30","0","201000","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","42","45","0","45","10780","620100045","0","10","45","45","45","45","51","45","45","200000010","45","0","45","867","30","0","201000","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","43","46","0","46","10921","620100046","0","10","46","46","46","46","53","46","46","200000010","46","0","46","882","30","0","201000","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","48","47","0","47","13533","620100047","0","10","47","47","47","47","63","47","47","200000010","47","0","47","1191","30","0","201000","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","48","48","0","48","13587","620100048","0","10","48","48","48","48","63","48","48","200000010","48","0","48","1255","30","0","201000","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","51","49","0","49","13587","620100049","0","10","49","49","49","49","69","49","49","200000010","49","0","49","1255","30","0","201000","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","54","50","0","50","13587","620100050","0","10","50","50","50","50","75","50","50","200000010","50","0","50","1255","30","0","201000","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","54","51","0","51","14135","620100051","0","10","51","51","51","51","76","51","51","200000010","51","0","51","1264","30","0","201000","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","55","52","0","52","14682","620100052","0","10","52","52","52","52","76","52","52","200000010","52","0","52","1272","30","0","201000","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","55","53","0","53","15230","620100053","0","10","53","53","53","53","77","53","53","200000010","53","0","53","1281","30","0","201000","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","55","54","0","54","15777","620100054","0","10","54","54","54","54","77","54","54","200000010","54","0","54","1289","30","0","201000","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","55","55","0","55","16777","620100055","0","10","55","55","55","55","77","55","55","200000010","55","0","55","1339","30","0","201000","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","55","56","0","56","19277","620100056","0","10","56","56","56","56","77","56","56","200000010","56","0","56","1414","30","0","201000","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","55","57","0","57","21777","620100057","0","10","57","57","57","57","77","57","57","200000010","57","0","57","1489","30","0","201000","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","57","58","0","58","21777","620100058","0","10","58","58","58","58","80","58","58","200000010","58","0","58","1609","30","0","201000","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","57","59","0","59","24601","620100059","0","10","59","59","59","59","80","59","59","200000010","59","0","59","1694","30","0","201000","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","59","60","0","60","24601","620100060","0","10","60","60","60","60","83","60","60","200000010","60","0","60","1831","30","0","201000","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","59","61","0","61","27792","620100061","0","10","61","61","61","61","83","61","61","200000010","61","0","61","1928","30","0","201000","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","59","62","0","62","28195","620100062","0","10","62","62","62","62","84","62","62","200000010","62","0","62","1969","30","0","201000","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","60","63","0","63","28597","620100063","0","10","63","63","63","63","86","63","63","200000010","63","0","63","2010","30","0","201000","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","60","64","0","64","29000","620100064","0","10","64","64","64","64","87","64","64","200000010","64","0","64","2051","30","0","201000","0","1","64","0","0","64","1","64"
