172e1102527aefcd82f5778fbd2df5c66c3d2c13778ff5fbb2a0eb8d3d518489,d8f92e0919f47f3cf990649eb0491873662dd0bea0c15c15eb7d2059eb9e6641,588e88a763abc404e08d5c37dfc047e50dca678e1af44d4bd4707e81c7b94bae,bf061e2c02ba74a52019208a11cf226e8fd905c7f275c8c149be09551a3de176,fe82dce5bf557167da7d22dbf324fb444f56eeee2e658d919ab8b077bf756c8d,8c33f1b9f204ea8b45e8b7ebdb6ed4b79326350547df2ad8e9111bd6e246a0ba,befa9fcd843416e5d2fc9c048610d38bf76bf14e2455f28fbeca97afdf0fb1be,2d297b6804fb8d1766d27d4677ba264b0a06eb6c1b7c53dee5eddc359ea332a5,973066e07089532fda5f661bf6e66b69cd4c97d91697802a4f8d071e7d511637
"67","0","2","1","502012203","521","320120206","3","10"
"11","0","3","0.65","0","522","320120206","1","43.5"
"50","0","1","0.7","502012206","523","320120207","2","-98"
"72","0","2","1","502012208","524","320120207","3","0"
"13","0","3","0.65","0","525","320120207","1","49"
"30","0","1","1.2","0","526","320120208","1","10"
"40","0","1","0.9","0","527","320120209","1","40"
"-35","0","1","1.1","0","528","320120210","1","-20"
"40","0","1","0.7","502012301","529","320120306","2","-74"
"67","0","2","1","502012303","530","320120306","3","10"
"11","0","3","0.65","0","531","320120306","1","43.5"
"50","0","1","0.7","502012306","532","320120307","2","-98"
"72","0","2","1","502012308","533","320120307","3","0"
"13","0","3","0.65","0","534","320120307","1","49"
"30","0","1","1.2","0","535","320120308","1","10"
"40","0","1","0.9","0","536","320120309","1","40"
"-35","0","1","1.1","0","537","320120310","1","-20"
"40","0","1","0.7","502012401","538","320120406","2","-74"
"67","0","2","1","502012403","539","320120406","3","10"
"11","0","3","0.65","0","540","320120406","1","43.5"
"50","0","1","0.7","502012406","541","320120407","2","-98"
"72","0","2","1","502012408","542","320120407","3","0"
"13","0","3","0.65","0","543","320120407","1","49"
"30","0","1","1.2","0","544","320120408","1","10"
"40","0","1","0.9","0","545","320120409","1","40"
"-35","0","1","1.1","0","546","320120410","1","-20"
"40","0","1","0.7","502012501","547","320120506","2","-74"
"67","0","2","1","502012503","548","320120506","3","10"
"11","0","3","0.65","0","549","320120506","1","43.5"
"50","0","1","0.7","502012506","550","320120507","2","-98"
"72","0","2","1","502012508","551","320120507","3","0"
"13","0","3","0.65","0","552","320120507","1","49"
"30","0","1","1.2","0","553","320120508","1","10"
"40","0","1","0.9","0","554","320120509","1","40"
"-35","0","1","1.1","0","555","320120510","1","-20"
"40","0","1","0.7","502013101","556","320130106","2","-74"
"67","0","2","0.8","502013103","557","320130106","3","10"
"11","0","3","0.65","0","558","320130106","1","43.5"
"50","0","1","0.7","502013106","559","320130107","2","-98"
"72","0","2","0.9","502013108","560","320130107","3","50"
"13","0","3","0.65","0","561","320130107","1","49"
"30","0","1","1.2","0","562","320130108","1","10"
"40","0","1","0.8","0","563","320130109","1","40"
"-35","0","1","1.1","0","564","320130110","1","-20"
"40","0","1","0.7","502013201","565","320130206","2","-74"
"67","0","2","0.8","502013203","566","320130206","3","10"
"11","0","3","0.65","0","567","320130206","1","43.5"
"50","0","1","0.7","502013206","568","320130207","2","-98"
"72","0","2","0.9","502013208","569","320130207","3","50"
"13","0","3","0.65","0","570","320130207","1","49"
"30","0","1","1.2","0","571","320130208","1","10"
"40","0","1","0.8","0","572","320130209","1","40"
"-35","0","1","1.1","0","573","320130210","1","-20"
"40","0","1","0.7","502013301","574","320130306","2","-74"
"67","0","2","0.8","502013303","575","320130306","3","10"
"11","0","3","0.65","0","576","320130306","1","43.5"
"50","0","1","0.7","502013306","577","320130307","2","-98"
"72","0","2","0.9","502013308","578","320130307","3","50"
"13","0","3","0.65","0","579","320130307","1","49"
"30","0","1","1.2","0","580","320130308","1","10"
"40","0","1","0.8","0","581","320130309","1","40"
"-35","0","1","1.1","0","582","320130310","1","-20"
"40","0","1","0.7","502013401","583","320130406","2","-74"
"67","0","2","0.8","502013403","584","320130406","3","10"
"11","0","3","0.65","0","585","320130406","1","43.5"
"50","0","1","0.7","502013406","586","320130407","2","-98"
"72","0","2","0.9","502013408","587","320130407","3","50"
"13","0","3","0.65","0","588","320130407","1","49"
"30","0","1","1.2","0","589","320130408","1","10"
"40","0","1","0.8","0","590","320130409","1","40"
"-35","0","1","1.1","0","591","320130410","1","-20"
"40","0","1","0.7","502013501","592","320130506","2","-74"
"67","0","2","0.8","502013503","593","320130506","3","10"
"11","0","3","0.65","0","594","320130506","1","43.5"
"50","0","1","0.7","502013506","595","320130507","2","-98"
"72","0","2","0.9","502013508","596","320130507","3","50"
"13","0","3","0.65","0","597","320130507","1","49"
"30","0","1","1.2","0","598","320130508","1","10"
"40","0","1","0.8","0","599","320130509","1","40"
"-35","0","1","1.1","0","600","320130510","1","-20"
"40","0","1","0.7","502014101","601","320140106","2","-74"
"67","0","2","1","502014103","602","320140106","3","13"
"11","0","3","0.65","0","603","320140106","1","43.5"
"50","0","1","0.7","502014106","604","320140107","2","-68"
"62","0","2","0.95","502014108","605","320140107","3","30"
"13","0","3","0.65","0","606","320140107","1","29"
"10","0","1","1","0","607","320140108","1","5"
"20","0","1","0.8","0","608","320140109","1","0"
"-35","0","1","1.1","0","609","320140110","1","-20"
"40","0","1","0.7","502014201","610","320140206","2","-74"
"67","0","2","1","502014203","611","320140206","3","13"
"11","0","3","0.65","0","612","320140206","1","43.5"
"50","0","1","0.7","502014206","613","320140207","2","-68"
"62","0","2","0.95","502014208","614","320140207","3","30"
"13","0","3","0.65","0","615","320140207","1","29"
"10","0","1","1","0","616","320140208","1","5"
"20","0","1","0.8","0","617","320140209","1","0"
"-35","0","1","1.1","0","618","320140210","1","-20"
"40","0","1","0.7","502014301","619","320140306","2","-74"
"67","0","2","1","502014303","620","320140306","3","13"
"11","0","3","0.65","0","621","320140306","1","43.5"
"50","0","1","0.7","502014306","622","320140307","2","-68"
"62","0","2","0.95","502014308","623","320140307","3","30"
"13","0","3","0.65","0","624","320140307","1","29"
"10","0","1","1","0","625","320140308","1","5"
"20","0","1","0.8","0","626","320140309","1","0"
"-35","0","1","1.1","0","627","320140310","1","-20"
"40","0","1","0.7","502014401","628","320140406","2","-74"
"67","0","2","1","502014403","629","320140406","3","13"
"11","0","3","0.65","0","630","320140406","1","43.5"
"50","0","1","0.7","502014406","631","320140407","2","-68"
"62","0","2","0.95","502014408","632","320140407","3","30"
"13","0","3","0.65","0","633","320140407","1","29"
"10","0","1","1","0","634","320140408","1","5"
"20","0","1","0.8","0","635","320140409","1","0"
"-35","0","1","1.1","0","636","320140410","1","-20"
"40","0","1","0.7","502014501","637","320140506","2","-74"
"67","0","2","1","502014503","638","320140506","3","13"
"11","0","3","0.65","0","639","320140506","1","43.5"
"50","0","1","0.7","502014506","640","320140507","2","-68"
"62","0","2","0.95","502014508","641","320140507","3","30"
"13","0","3","0.65","0","642","320140507","1","29"
"10","0","1","1","0","643","320140508","1","5"
"20","0","1","0.8","0","644","320140509","1","0"
"-35","0","1","1.1","0","645","320140510","1","-20"
"40","0","1","0.7","502015101","646","320150106","2","-74"
"67","0","2","1","502015103","647","320150106","3","13"
"11","0","3","0.65","0","648","320150106","1","43.5"
"40","0","1","0.7","502015106","649","320150107","2","-74"
"67","0","2","1","502015108","650","320150107","3","10"
"11","0","3","0.65","0","651","320150107","1","43.5"
"10","0","1","1","0","652","320150108","1","5"
"20","0","1","0.8","0","653","320150109","1","0"
"-45","0","1","0.43","0","654","320150110","1","-85"
"-45","0","2","0.43","0","655","320150110","2","85"
"40","0","1","0.7","502015201","656","320150206","1","-74"
"67","0","2","1","502015203","657","320150206","2","13"
"11","0","3","0.65","0","658","320150206","1","43.5"
"40","0","1","0.7","502015206","659","320150207","2","-74"
"67","0","2","1","502015208","660","320150207","3","10"
"11","0","3","0.65","0","661","320150207","1","43.5"
"10","0","1","1","0","662","320150208","1","5"
"20","0","1","0.8","0","663","320150209","1","0"
"-45","0","1","0.43","0","664","320150210","1","-85"
"-45","0","2","0.43","0","665","320150210","2","85"
"40","0","1","0.7","502015301","666","320150306","1","-74"
"67","0","2","1","502015303","667","320150306","2","13"
"11","0","3","0.65","0","668","320150306","1","43.5"
"40","0","1","0.7","502015306","669","320150307","2","-74"
"67","0","2","1","502015308","670","320150307","3","10"
"11","0","3","0.65","0","671","320150307","1","43.5"
"10","0","1","1","0","672","320150308","1","5"
"20","0","1","0.8","0","673","320150309","1","0"
"-45","0","1","0.43","0","674","320150310","1","-85"
"-45","0","2","0.43","0","675","320150310","2","85"
"40","0","1","0.7","502015401","676","320150406","1","-74"
"67","0","2","1","502015403","677","320150406","2","13"
"11","0","3","0.65","0","678","320150406","1","43.5"
"40","0","1","0.7","502015406","679","320150407","2","-74"
"67","0","2","1","502015408","680","320150407","3","10"
"11","0","3","0.65","0","681","320150407","1","43.5"
"10","0","1","1","0","682","320150408","1","5"
"20","0","1","0.8","0","683","320150409","1","0"
"-45","0","1","0.43","0","684","320150410","1","-85"
"-45","0","2","0.43","0","685","320150410","2","85"
"40","0","1","0.7","502015501","686","320150506","1","-74"
"67","0","2","1","502015503","687","320150506","2","13"
"11","0","3","0.65","0","688","320150506","1","43.5"
"40","0","1","0.7","502015506","689","320150507","2","-74"
"67","0","2","1","502015508","690","320150507","3","10"
"11","0","3","0.65","0","691","320150507","1","43.5"
"10","0","1","1","0","692","320150508","1","5"
"20","0","1","0.8","0","693","320150509","1","0"
"-45","0","1","0.43","0","694","320150510","1","-85"
"-45","0","2","0.43","0","695","320150510","2","85"
"49","0","1","0.7","502016101","696","320160106","2","-74"
"67","0","2","0.75","502016103","697","320160106","3","13"
"11","0","3","0.65","0","698","320160106","1","43.5"
"50","0","1","0.7","502016106","699","320160107","2","59"
"62","0","2","0.9","502016108","700","320160107","3","-10"
"13","0","3","0.65","0","701","320160107","1","-49"
"10","0","1","1","0","702","320160108","1","5"
"10","0","1","0.9","0","703","320160109","1","0"
"-45","0","1","0.4","0","704","320160110","1","-85"
"-45","0","2","0.4","0","705","320160110","2","85"
"49","0","1","0.7","502016201","706","320160206","2","-74"
"67","0","2","0.75","502016203","707","320160206","2","13"
"11","0","3","0.65","0","708","320160206","1","43.5"
"50","0","1","0.7","502016206","709","320160207","2","59"
"62","0","2","0.9","502016208","710","320160207","3","-10"
"13","0","3","0.65","0","711","320160207","1","-49"
"10","0","1","1","0","712","320160208","1","5"
"10","0","1","0.9","0","713","320160209","1","0"
"-45","0","1","0.4","0","714","320160210","1","-85"
"-45","0","2","0.4","0","715","320160210","2","85"
"49","0","1","0.7","502016301","716","320160306","2","-74"
"67","0","2","0.75","502016303","717","320160306","2","13"
"11","0","3","0.65","0","718","320160306","1","43.5"
"50","0","1","0.7","502016306","719","320160307","2","59"
"62","0","2","0.9","502016308","720","320160307","3","-10"
"13","0","3","0.65","0","721","320160307","1","-49"
"10","0","1","1","0","722","320160308","1","5"
"10","0","1","0.9","0","723","320160309","1","0"
"-45","0","1","0.4","0","724","320160310","1","-85"
"-45","0","2","0.4","0","725","320160310","2","85"
"49","0","1","0.7","502016401","726","320160406","2","-74"
"67","0","2","0.75","502016403","727","320160406","2","13"
"11","0","3","0.65","0","728","320160406","1","43.5"
"50","0","1","0.7","502016406","729","320160407","2","59"
"62","0","2","0.9","502016408","730","320160407","3","-10"
"13","0","3","0.65","0","731","320160407","1","-49"
"10","0","1","1","0","732","320160408","1","5"
"10","0","1","0.9","0","733","320160409","1","0"
"-45","0","1","0.4","0","734","320160410","1","-85"
"-45","0","2","0.4","0","735","320160410","2","85"
"49","0","1","0.7","502016501","736","320160506","2","-74"
"67","0","2","0.75","502016503","737","320160506","2","13"
"11","0","3","0.65","0","738","320160506","1","43.5"
"50","0","1","0.7","502016506","739","320160507","2","59"
"62","0","2","0.9","502016508","740","320160507","3","-10"
"13","0","3","0.65","0","741","320160507","1","-49"
"10","0","1","1","0","742","320160508","1","5"
"10","0","1","0.9","0","743","320160509","1","0"
"-45","0","1","0.4","0","744","320160510","1","-85"
"-45","0","2","0.4","0","745","320160510","2","85"
