e07ea03563a2f6629ba63f3ce98614e0c1c68cc00a8e17ae5261b960386961c3,b44573c0bed67e55657fdf8c33a5298c68155e53fef3dc15adda81f05d214c50,acf0b04b7be9caaae621955da5cf47f9a72923a8bbc4ef91dc5b5ac7f609d62d,452a205d2ac0ae734062f99f4f30adcd345ddc29cc7c243526149048619aa699,383ee562f386893097ab5167a7d767191d9bc2745294995168d2663f65d96561,3eca17f0c060bb31d9984ec8931b40c5234ce59ab1bd323d7085b3c889bb8bfe,9e66727c5926294d20d9fb1e37cc791281457240d2f2807c69ace2ff44a73651,d2d92837259f232494600a827fadc3e68d45372e02c808e4d70ec5167b8a7f04,929f328b86f70cf5fe8745342127795f3fe7a62f053e7ad8cbbc25054818301a,299132c256e5295845e4078cceec50bd970d178b3aa840d25e3cd4fca4594f92,55fb7290c01c68c1523d3d667952075bc24783ff1a9ae2d2cadf9ebd27b86427
"cgg_talk_surprise1","","1","0","cgg_surprise","204","0.2","204020","102811","0","3"
"","","","","4","204","0.2","204021","102811","1.4","12"
"","","","","0","204","","204022","3","","93"
"","","","","cgg_idle_def","204","0.2","204023","102811","1","3"
"","","","","cgg_idle_reaction3","204","0.2","204024","1","1","3"
"","","","","11","204","0.2","204025","1","1.4","12"
"","","","","0","204","","204026","3","","93"
"","","","","cgg_idle_normal","204","0.2","204027","1","1","3"
"","","","","cgg_talk_joy3_blink","204","0.2","204028","102811","1","3"
"","","","","10","204","0.2","204029","102811","1.4","12"
"","","","","0","204","","204030","3","","93"
"","","","","0","204","","204031","204015","","101"
"","","","","0.5","204","","204032","0","","22"
"1","","0","0","1","204","0.1","204033","1","1","6"
"1","","0","0","1","204","0.1","204034","102811","1","6"
"","","","","0","204","","204035","0.1","","93"
"","","","","cgg_idle_normal","204","0","204036","1","1","3"
"","","","","cgg_idle_def","204","0","204037","102811","1","3"
"-420","cgg_idle_normal","-230","0","1","205","160","205001","1","100","5"
"420","cgg_idle_def","-230","1","102511","205","1.6","205002","1","100","1"
"1","","1","0","1","205","0.1","205003","1","1","6"
"1","","1","0","1","205","0.1","205004","102511","1","6"
"","","","","0","205","","205005","0.2","","93"
"0","","","","vo_minigame_1007_top_talk_11_017","205","","205006","vo_minigame_1007","0","21"
"0","0","0","0","這是為什麼啊～！？\n從剛才起就只能抽到\n同樣的周邊～！\n是冒失造成的嗎！？","205","0","205007","102511","5","11"
"cgg_idle_surprise2","","1","0","cgg_surprise2","205","0.2","205008","1","0","3"
"cgg_talk_surprise1","","1","0","cgg_surprise","205","0.2","205009","102511","0","3"
"","","","","0","205","","205010","5.5","","93"
"cgg_idle_shock","","1","0","cgg_shock","205","0.2","205011","1","0","3"
"","","1","0","cgg_talk_sad2","205","0.2","205012","102511","1","3"
"","","","","","205","","205013","205007","","91"
"","","","","0","205","","205014","0.5","","93"
"","","","","cgg_idle_def","205","0.2","205015","102511","1","3"
"","","","","cgg_idle_reaction4","205","0.2","205016","1","1","3"
"","","","","2","205","0.2","205017","1","1.4","12"
"","","","","0","205","","205018","3","","93"
"","","","","cgg_idle_normal","205","0.2","205019","1","1","3"
"","","","","cgg_idle_tsun","205","0.2","205020","102511","1","3"
"","","","","5","205","0.2","205021","102511","1.4","12"
"","","","","0","205","","205022","3","","93"
"","","","","cgg_idle_def","205","0.2","205023","102511","1","3"
"","","","","cgg_idle_surprise_sad","205","0.2","205024","1","1","3"
"","","","","1","205","0.2","205025","1","1.4","12"
"","","","","0","205","","205026","3","","93"
"","","","","cgg_idle_normal","205","0.2","205027","1","1","3"
"","","","","cgg_talk_sad2","205","0.2","205028","102511","1","3"
"","","","","15","205","0.2","205029","102511","1.4","12"
"","","","","0","205","","205030","3","","93"
"","","","","0","205","","205031","205015","","101"
"","","","","0.5","205","","205032","0","","22"
"1","","0","0","1","205","0.1","205033","1","1","6"
"1","","0","0","1","205","0.1","205034","102511","1","6"
"","","","","0","205","","205035","0.1","","93"
"","","","","cgg_idle_normal","205","0","205036","1","1","3"
"","","","","cgg_idle_def","205","0","205037","102511","1","3"
"-420","cgg_idle_normal","-230","0","1","206","160","206001","1","100","5"
"420","cgg_idle_def","-230","1","110911","206","1.6","206002","1","100","1"
"1","","1","0","1","206","0.1","206003","1","1","6"
"1","","1","0","1","206","0.1","206004","110911","1","6"
"","","","","0","206","","206005","0.2","","93"
"0","","","","vo_minigame_1007_top_talk_12_018","206","","206006","vo_minigame_1007","0","21"
"0","0","0","0","你蒐集得差不多了呢，\n我給你個稱號：\n慈樂之音差不多武士。\n所以，繼續放空抽吧！","206","0","206007","110911","6","11"
"cgg_idle_doya","","1","0","cgg_talk_doya","206","0.2","206008","1","0","3"
"","","","","cgg_talk_joy1_normal","206","0.2","206009","110911","1","3"
"","","","","0","206","","206010","2.3","","93"
"","","","","cgg_idle_surprise2","206","0.2","206011","1","1","3"
"","","","","cgg_talk_joy3_blink2","206","0.2","206012","110911","1","3"
"","","","","0","206","","206013","3.2","","93"
"cgg_idle_reaction1","","1","0","cgg_talk_handsup","206","0.2","206014","1","0","3"
"cgg_idle_guts_anger","","1","0","cgg_talk_guts_anger_NoBlink","206","0.2","206015","110911","0","3"
"","","","","","206","","206016","206007","","91"
"","","","","0","206","","206017","0.5","","93"
"","","","","cgg_idle_def","206","0.2","206018","110911","1","3"
"cgg_idle_doya","","1","0","cgg_talk_doya","206","0.2","206019","1","0","3"
"","","","","10","206","0.2","206020","1","1.4","12"
"","","","","0","206","","206021","3","","93"
"","","","","cgg_idle_normal","206","0.2","206022","1","1","3"
"","","","","cgg_talk_sad","206","0.2","206023","110911","1","3"
"","","","","5","206","0.2","206024","110911","1.4","12"
"","","","","0","206","","206025","3","","93"
"","","","","cgg_idle_def","206","0.2","206026","110911","1","3"
"cgg_idle_surprise2","","1","0","cgg_surprise2","206","0.2","206027","1","0","3"
"","","","","4","206","0.2","206028","1","1.4","12"
"","","","","0","206","","206029","3","","93"
"","","","","cgg_idle_normal","206","0.2","206030","1","1","3"
"cgg_idle_guts_anger","","1","0","cgg_talk_guts_anger","206","0.2","206031","110911","0","3"
"","","","","11","206","0.2","206032","110911","1.4","12"
"","","","","0","206","","206033","3","","93"
"","","","","0","206","","206034","206018","","101"
"","","","","0.5","206","","206035","0","","22"
"1","","0","0","1","206","0.1","206036","1","1","6"
"1","","0","0","1","206","0.1","206037","110911","1","6"
"","","","","0","206","","206038","0.1","","93"
"","","","","cgg_idle_normal","206","0","206039","1","1","3"
"","","","","cgg_idle_def","206","0","206040","110911","1","3"
"-420","cgg_idle_normal","-230","0","1","301","160","301001","1","100","5"
"420","cgg_idle_def","-230","1","105811","301","1.6","301002","1","100","1"
"1","","1","0","1","301","0.1","301003","1","1","6"
"1","","1","0","1","301","0.1","301004","105811","1","6"
"","","","","0","301","","301005","0.2","","93"
"0","","","3","vo_minigame_1007_top_talk_13_019","301","","301006","vo_minigame_1007","0","21"
"0","0","0","0","太讚了吧☆\n全部集齊囉♪\n拍手拍手拍手～☆","301","0","301007","105811","4","11"
"","","","","cgg_idle_reaction1","301","0.2","301008","1","1","3"
"cgg_talk_surprise_kira","","1","0","cgg_surprise_kira","301","0.2","301009","105811","0","3"
"","","","","0","301","","301010","1.7","","93"
"cgg_idle_nod","","1","0","cgg_talk_nod","301","0.2","301011","1","0","3"
"","","","","cgg_talk_joy1_normal","301","0.2","301012","105811","1","3"
"","","","","0","301","","301013","1.8","","93"
"cgg_idle_reaction3","","1","0","cgg_joy","301","0.2","301014","1","0","3"
"cgg_idle_def","","1","0.2","cgg_handclap_def_N","301","0.2","301015","105811","0","3"
"","","","","","301","","301016","301007","","91"
"","","","","0","301","","301017","0.5","","93"
"cgg_idle_doya","","1","0","cgg_talk_doya","301","0.2","301018","1","0","3"
"","","","","10","301","0.2","301019","1","1.4","12"
"","","","","0","301","","301020","3","","93"
"","","","","cgg_idle_normal","301","0.2","301021","1","1","3"
"cgg_talk_surprise_kira","","1","0","cgg_surprise_kira","301","0.2","301022","105811","0","3"
"","","","","7","301","0.2","301023","105811","1.4","12"
"","","","","0","301","","301024","3","","93"
"","","","","cgg_idle_def","301","0.2","301025","105811","1","3"
"","","","","cgg_idle_surprise3","301","0.2","301026","1","1","3"
"","","","","6","301","0.2","301027","1","1.4","12"
"","","","","0","301","","301028","3","","93"
"","","","","cgg_idle_normal","301","0.2","301029","1","1","3"
"","","","","cgg_idle_joy3","301","0.1","301030","105811","1","3"
"","","","","10","301","0.2","301031","105811","1.4","12"
"","","","","0","301","","301032","3","","93"
"","","","","cgg_idle_def","301","0.2","301033","105811","1","3"
"","","","","0","301","","301034","301018","","101"
"","","","","0.5","301","","301035","0","","22"
"1","","0","0","1","301","0.1","301036","1","1","6"
"1","","0","0","1","301","0.1","301037","105811","1","6"
"","","","","0","301","","301038","0.1","","93"
"","","","","cgg_idle_normal","301","0","301039","1","1","3"
"","","","","cgg_idle_def","301","0","301040","105811","1","3"
"-420","cgg_idle_normal","-230","0","1","302","160","302001","1","100","5"
"420","cgg_idle_def","-230","1","105911","302","1.6","302002","1","100","1"
"1","","1","0","1","302","0.1","302003","1","1","6"
"1","","1","0","1","302","0.1","302004","105911","1","6"
"","","","","0","302","","302005","0.2","","93"
"0","","","","vo_minigame_1007_top_talk_14_020","302","","302006","vo_minigame_1007","0","21"
"0","0","0","0","主人……\n您的蒐集實在了得，\n真不愧是您。","302","0","302007","105911","4","11"
"","","","","cgg_idle_reaction5","302","0.2","302008","1","1","3"
"","","","","cgg_talk_joy3","302","0.2","302009","105911","1","3"
"","","","","0","302","","302010","4.5","","93"
"cgg_idle_doya","","1","0","cgg_talk_doya","302","0.2","302011","1","0","3"
"","","","","cgg_talk_wish","302","0.2","302012","105911","1","3"
"","","","","","302","","302013","302007","","91"
"","","","","0","302","","302014","0.5","","93"
"","","","","cgg_idle_def","302","0.2","302015","105911","1","3"
"cgg_idle_nod","","1","0","cgg_talk_nod","302","0.2","302016","1","0","3"
"","","","","6","302","0.2","302017","1","1.4","12"
"","","","","0","302","","302018","3","","93"
"","","","","cgg_idle_normal","302","0.2","302019","1","1","3"
"","","","","cgg_talk_joy3_blink","302","0.2","302020","105911","1","3"
"","","","","7","302","0.2","302021","105911","1.4","12"
"","","","","0","302","","302022","3","","93"
"","","","","cgg_idle_def","302","0.2","302023","105911","1","3"
"","","","","cgg_idle_reaction3","302","0.2","302024","1","1","3"
"","","","","10","302","0.2","302025","1","1.4","12"
"","","","","0","302","","302026","3","","93"
"","","","","cgg_idle_normal","302","0.2","302027","1","1","3"
"cgg_idle_guts","","1","0","cgg_talk_guts","302","0.2","302028","105911","0","3"
"","","","","11","302","0.2","302029","105911","1.4","12"
"","","","","0","302","","302030","3","","93"
"","","","","0","302","","302031","302015","","101"
"","","","","0.5","302","","302032","0","","22"
"1","","0","0","1","302","0.1","302033","1","1","6"
"1","","0","0","1","302","0.1","302034","105911","1","6"
"","","","","0","302","","302035","0.1","","93"
"","","","","cgg_idle_normal","302","0","302036","1","1","3"
"","","","","cgg_idle_def","302","0","302037","105911","1","3"
"-420","cgg_idle_normal","-230","0","1","303","160","303001","1","100","5"
"420","cgg_idle_def","-230","1","106011","303","1.6","303002","1","100","1"
"1","","1","0","1","303","0.1","303003","1","1","6"
"1","","1","0","1","303","0.1","303004","106011","1","6"
"","","","","0","303","","303005","0.2","","93"
"0","","","","vo_minigame_1007_top_talk_15_021","303","","303006","vo_minigame_1007","0","21"
"0","0","0","0","哦，居然全部收齊了，\n你也挺努力的嘛，\n嗯，就誇獎你一下吧。","303","0","303007","106011","5","11"
"cgg_idle_doya","","1","0","cgg_talk_doya","303","0.2","303008","1","0","3"
"cgg_talk_surprise1","","1","0","cgg_surprise","303","0.2","303009","106011","0","3"
"","","","","0","303","","303010","3","","93"
"","","","","cgg_talk_joy1_normal","303","0.2","303011","106011","1","3"
"","","","","0","303","","303012","2.1","","93"
"cgg_idle_reaction1","","1","0","cgg_talk_handsup","303","0.2","303013","1","0","3"
"cgg_idle_doya","","1","0","cgg_talk_doya","303","0.2","303014","106011","0","3"
"","","","","","303","","303015","303007","","91"
"","","","","0","303","","303016","0.5","","93"
"","","","","cgg_idle_def","303","0.2","303017","106011","1","3"
"cgg_idle_doya","","1","0","cgg_talk_doya","303","0.2","303018","1","0","3"
"","","","","6","303","0.2","303019","1","1.4","12"
"","","","","0","303","","303020","3","","93"
"","","","","cgg_idle_normal","303","0.2","303021","1","1","3"
"cgg_talk_surprise1","","1","0","cgg_surprise","303","0.2","303022","106011","0","3"
"","","","","4","303","0.2","303023","106011","1.4","12"
"","","","","0","303","","303024","3","","93"
"","","","","cgg_idle_def","303","0.2","303025","106011","1","3"
"cgg_idle_guts2","","1","0","cgg_talk_guts2","303","0.2","303026","1","0","3"
"","","","","7","303","0.2","303027","1","1.4","12"
"","","","","0","303","","303028","3","","93"
"","","","","cgg_idle_normal","303","0.2","303029","1","1","3"
"","","","","cgg_idle_bitter","303","0.2","303030","106011","1","3"
"","","","","1","303","0.2","303031","106011","1.4","12"
"","","","","0","303","","303032","3","","93"
"","","","","0","303","","303033","303017","","101"
"","","","","0.5","303","","303034","0","","22"
"1","","0","0","1","303","0.1","303035","1","1","6"
"1","","0","0","1","303","0.1","303036","106011","1","6"
"","","","","0","303","","303037","0.1","","93"
"","","","","cgg_idle_normal","303","0","303038","1","1","3"
"","","","","cgg_idle_def","303","0","303039","106011","1","3"
"-420","cgg_idle_normal","-230","0","1","304","160","304001","1","100","5"
"420","cgg_idle_def","-230","1","106411","304","1.6","304002","1","100","1"
"1","","1","0","1","304","0.1","304003","1","1","6"
"1","","1","0","1","304","0.1","304004","106411","1","6"
"","","","","0","304","","304005","0.2","","93"
"0","","","","vo_minigame_1007_top_talk_16_022","304","","304006","vo_minigame_1007","0","21"
"0","0","0","0","好驚人喔……\n把所有周邊\n擺出來後，\n看起來很壯觀呢。","304","0","304007","106411","5","11"
"cgg_idle_doya","","1","0","cgg_talk_doya","304","0.2","304008","1","0","3"
"cgg_talk_surprise_dere","","2","0","cgg_surprise_dere","304","0.2","304009","106411","0","3"
"","","","","0","304","","304010","5.2","","93"
"","","","","cgg_talk_joy3","304","0.2","304011","106411","1","3"
"","","","","","304","","304012","304007","","91"
"","","","","0","304","","304013","0.5","","93"
"","","","","cgg_idle_def","304","0.2","304014","106411","1","3"
"","","","","cgg_idle_surprise3","304","0.2","304015","1","1","3"
"","","","","6","304","0.2","304016","1","1.4","12"
"","","","","0","304","","304017","3","","93"
"","","","","cgg_idle_normal","304","0.2","304018","1","1","3"
"","","","","cgg_talk_joy1","304","0.2","304019","106411","1","3"
"","","","","10","304","0.2","304020","106411","1.4","12"
"","","","","0","304","","304021","3","","93"
"","","","","cgg_idle_def","304","0.2","304022","106411","1","3"
"cgg_idle_doya","","1","0","cgg_talk_doya","304","0.2","304023","1","0","3"
"","","","","6","304","0.2","304024","1","1.4","12"
"","","","","0","304","","304025","3","","93"
"","","","","cgg_idle_normal","304","0.2","304026","1","1","3"
"cgg_talk_surprise_kira","","1","0","cgg_surprise_kira","304","0.2","304027","106411","0","3"
"","","","","7","304","0.2","304028","106411","1.4","12"
"","","","","0","304","","304029","3","","93"
"","","","","0","304","","304030","304015","","101"
"","","","","0.5","304","","304031","0","","22"
"1","","0","0","1","304","0.1","304032","1","1","6"
"1","","0","0","1","304","0.1","304033","106411","1","6"
"","","","","0","304","","304034","0.1","","93"
"","","","","cgg_idle_normal","304","0","304035","1","1","3"
"","","","","cgg_idle_def","304","0","304036","106411","1","3"
"-420","cgg_idle_normal","-230","0","1","305","160","305001","1","100","5"
"420","cgg_idle_def","-230","1","110911","305","1.6","305002","1","100","1"
"1","","1","0","1","305","0.1","305003","1","1","6"
"1","","1","0","1","305","0.1","305004","110911","1","6"
"","","","","0","305","","305005","0.2","","93"
"0","","","","vo_minigame_1007_top_talk_17_023","305","","305006","vo_minigame_1007","0","21"
"0","0","0","0","恭喜全部收齊！\n學長無盡漫長的\n慈樂之音好棒棒之道\n終於開始了呢。","305","0","305007","110911","5","11"
"cgg_idle_doya","","1","0","cgg_talk_doya","305","0.2","305008","1","0","3"
"","","","","cgg_talk_joy1","305","0.2","305009","110911","1","3"
"","","","","0","305","","305010","1.9","","93"
"","","","","cgg_idle_nod","305","0.2","305011","1","1","3"
"","","","","cgg_talk_joy3_dere","305","0.2","305012","110911","1","3"
"","","","","","305","","305013","305007","","91"
"","","","","0","305","","305014","0.5","","93"
"","","","","cgg_idle_def","305","0.2","305015","110911","1","3"
"cgg_idle_doya","","1","0","cgg_talk_doya","305","0.2","305016","1","0","3"
"","","","","6","305","0.2","305017","1","1.4","12"
"","","","","0","305","","305018","3","","93"
"","","","","cgg_idle_normal","305","0.2","305019","1","1","3"
"","","","","cgg_talk_joy3","305","0.2","305020","110911","1","3"
"","","","","10","305","0.2","305021","110911","1.4","12"
"","","","","0","305","","305022","3","","93"
"","","","","cgg_idle_def","305","0.2","305023","110911","1","3"
"","","","","cgg_idle_reaction3","305","0.2","305024","1","1","3"
"","","","","10","305","0.2","305025","1","1.4","12"
"","","","","0","305","","305026","3","","93"
"","","","","cgg_idle_normal","305","0.2","305027","1","1","3"
"cgg_idle_arm_crossed","","1","0","cgg_talk_arm_crossed","305","0.2","305028","110911","0","3"
"","","","","7","305","0.2","305029","110911","1.4","12"
"","","","","0","305","","305030","3","","93"
"","","","","0","305","","305031","305015","","101"
"","","","","0.5","305","","305032","0","","22"
"1","","0","0","1","305","0.1","305033","1","1","6"
"1","","0","0","1","305","0.1","305034","110911","1","6"
"","","","","0","305","","305035","0.1","","93"
"","","","","cgg_idle_normal","305","0","305036","1","1","3"
"","","","","cgg_idle_def","305","0","305037","110911","1","3"
"-420","cgg_idle_normal","-230","0","1","306","160","306001","1","100","5"
"290","cgg_idle_def","-230","1","117211","306","1.6","306002","1","100","1"
"405","cgg_idle_def","-230","1","117311","306","1.6","306003","1","101","1"
"520","cgg_idle_def","-230","1","117411","306","1.6","306004","1","102","1"
"1","","1","0","1","306","0.1","306005","1","1","6"
"1","","1","0","1","306","0.1","306006","117211","1","6"
"1","","1","0","1","306","0.1","306007","117311","1","6"
"1","","1","0","1","306","0.1","306008","117411","1","6"
"","","","","0","306","","306009","0.2","","93"
"0","","","","vo_minigame_1007_top_talk_18_024","306","","306010","vo_minigame_1007","0","21"
"0","0","0","0","謝謝你蒐集了\n我們所有的周邊♪","306","0","306011","117211","4","11"
"","","","","cgg_idle_reaction1","306","0.2","306012","1","1","3"
"","","","","cgg_talk_joy1_normal","306","0.2","306013","117211","1","3"
"","","","","0","306","","306014","2.4","","93"
"cgg_idle_reaction3","","1","0","cgg_joy","306","0.2","306015","1","0","3"
"","","","","cgg_talk_surprise_nozomi","306","0.2","306016","117211","1","3"
"","","","","","306","","306017","306011","","91"
"","","","","cgg_idle_def","306","0.2","306018","117211","1","3"
"0","","","","vo_minigame_1007_top_talk_18_025","306","","306019","vo_minigame_1007","0","21"
"0","0","0","0","居然全部蒐集到了，\n我好驚訝。\n恭喜你。","306","0","306020","117311","4","11"
"cgg_idle_doya","","1","0","cgg_talk_doya","306","0.2","306021","1","0","3"
"","","","","cgg_talk_surprise1","306","0.2","306022","117311","1","3"
"","","","","0","306","","306023","4.5","","93"
"","","","","cgg_idle_reaction5","306","0.2","306024","1","1","3"
"","","","","cgg_talk_wish","306","0.2","306025","117311","1","3"
"","","","","","306","","306026","306020","","91"
"","","","","cgg_idle_def","306","0.2","306027","117311","1","3"
"0","","","","vo_minigame_1007_top_talk_18_026","306","","306028","vo_minigame_1007","0","21"
"0","0","0","0","既然好不容易集齊了，\n那個……\n你要好好珍惜喔！","306","0","306029","117411","4","11"
"","","","","cgg_idle_surprise1","306","0.2","306030","1","1","3"
"","","","","cgg_idle_tsun","306","0.2","306031","117411","1","3"
"","","","","0","306","","306032","4.3","","93"
"cgg_idle_guts2","","1","0","cgg_talk_guts2","306","0.2","306033","1","0","3"
"","","","","cgg_talk_joy1","306","0.2","306034","117411","1","3"
"","","","","","306","","306035","306029","","91"
"","","","","0","306","","306036","0.5","","93"
"","","","","cgg_idle_def","306","0.2","306037","117411","1","3"
"","","","","cgg_idle_normal","306","0.2","306038","1","1","3"
"","","","","cgg_talk_joy1","306","0.2","306039","117211","1","3"
"","","","","10","306","0.2","306040","117211","1.4","12"
"","","","","0","306","","306041","3","","93"
"","","","","cgg_idle_def","306","0.2","306042","117211","1","3"
"","","","","cgg_talk_wish","306","0.2","306043","117311","1","3"
"","","","","7","306","0.2","306044","117311","1.4","12"
"","","","","0","306","","306045","3","","93"
"","","","","cgg_idle_def","306","0.2","306046","117311","1","3"
"cgg_idle_guts","","1","0","cgg_talk_guts","306","0.2","306047","117411","0","3"
"","","","","4","306","0.2","306048","117411","1.4","12"
"","","","","0","306","","306049","3","","93"
"","","","","cgg_idle_def","306","0.2","306050","117411","1","3"
"","","","","cgg_idle_reaction3","306","0.2","306051","1","1","3"
"","","","","6","306","0.2","306052","1","1.4","12"
"","","","","0","306","","306053","3","","93"
"","","","","0","306","","306054","306038","","101"
"","","","","0.5","306","","306055","0","","22"
"1","","0","0","1","306","0.1","306056","1","1","6"
"1","","0","0","1","306","0.1","306057","117211","1","6"
"1","","0","0","1","306","0.1","306058","117311","1","6"
"1","","0","0","1","306","0.1","306059","117411","1","6"
"","","","","0","306","","306060","0.1","","93"
"","","","","cgg_idle_normal","306","0","306061","1","1","3"
"","","","","cgg_idle_def","306","0","306062","117211","1","3"
"","","","","cgg_idle_def","306","0","306063","117311","1","3"
"","","","","cgg_idle_def","306","0","306064","117411","1","3"
