64f6785525a4e2a4551dcbc55aa059d4996a0e96ef96155200a111aa01cc6087,d5425c861da99c864fe5e210afea305cd799b49f75d7878d4abc3134429b64db,485c3c2cf8df4a8828e2992ffe5fc0fda6b369b9589593b19c2dd904562a4288,df6e25130a44e7c619cc5d221b6881a9be68b3dcfcddd8b998d5c07c4b61b9a0,40fe75212240b573a1639205371cb4b16a1ed1f81cc66e4ca8ab2c9fac39f813,8119d69e4ef9f1916aaddc72394c5aeff7bf2bea249a8282a41b94bb26300a01,db52507fe442045708c6e03ef91ef5b1dc4d5927a80a0358e0cfc1f1928c772d,e4490547d895f023c52f3699a61771a8e9085cc981c723ff765a416c7da181ec
"5098","1","1","509800001","","5098000","1",""
"5098","1","1","509800601","","5098006","1",""
"5098","1","1","509800701","","5098007","1",""
"5100","1","1","510000101","","5100001","1",""
"5100","1","1","510000601","bgm_M108_emt5100_006","5100006","1",""
"5100","1","1","510000701","","5100007","1",""
"5102","1","1","510200201","","5102002","1",""
"5102","1","1","510200601","","5102006","1",""
"5102","1","1","510200701","","5102007","1",""
"5104","1","1","510400001","","5104000","1",""
"5104","1","1","510400601","","5104006","1",""
"5104","1","1","510400701","","5104007","1",""
"5106","1","1","510600201","","5106002","1",""
"5106","1","1","510600701","","5106007","1",""
"5106","1","1","510600702","","5106007","1",""
"5108","1","1","510800001","","5108000","1",""
"5108","1","1","510800701","","5108007","1",""
"5108","1","1","510800702","","5108007","1",""
"5108","1","1","510850101","","5108501","0",""
"5110","1","1","511000501","","5110005","1",""
"5111","1","1","511100401","","5111004","1",""
"5111","1","1","511100402","","5111004","1",""
"5111","1","1","511100501","","5111005","1",""
"5114","1","1","511400301","","5114003","1",""
"5114","1","1","511400701","","5114007","1",""
"5114","1","1","511400702","","5114007","1",""
"5116","1","1","511600101","","5116001","1",""
"5116","1","1","511600601","bgm_MC019_emt5116_006","5116006","1",""
"5116","1","1","511600701","","5116007","1",""
"5118","1","1","511800001","bgm_MC027_emt5118_000","5118000","1",""
"5118","1","1","511800501","","5118005","1",""
"5118","1","1","511800701","","5118007","1",""
"5120","1","1","512000501","","5120005","1",""
"5120","1","1","512000601","","5120006","1",""
"5120","1","1","512000701","","5120007","1",""
"5122","1","1","512200201","","5122002","1",""
"5122","1","1","512200601","","5122006","1",""
"5122","1","1","512200701","","5122007","1",""
"5124","1","1","512400301","","5124003","1",""
"5124","1","1","512400701","","5124007","1",""
"5124","1","1","512400702","","5124007","1",""
"5126","1","1","512600001","","5126000","1",""
"5126","1","1","512600601","","5126006","1",""
"5126","1","1","512600701","","5126007","1",""
"5128","1","1","512800101","","5128001","1",""
"5128","1","1","512800601","","5128006","1",""
"5128","1","1","512800701","","5128007","1",""
"5130","1","1","513000601","","5130006","1",""
"5130","1","1","513000701","","5130007","1",""
"5132","1","1","513200501","","5132005","1",""
"5132","1","1","513200601","","5132006","1",""
"5132","1","1","513200701","","5132007","1",""
"5134","1","1","513400101","","5134001","1",""
"5134","1","1","513400601","","5134006","1",""
"5134","1","1","513400701","","5134007","1",""
"5134","1","1","513450101","","5134501","0",""
"5136","1","1","513600101","","5136001","1",""
"5137","1","1","513700201","","5137002","1",""
"5137","1","1","513700401","","5137004","1",""
"5137","1","1","513700501","","5137005","1",""
"5140","1","1","514000201","","5140002","1",""
"5140","1","1","514000701","","5140007","1",""
"5140","1","1","514000702","","5140007","1",""
"5142","1","1","514200301","","5142003","1",""
"5142","1","1","514200701","","5142007","1",""
"5142","1","1","514200702","","5142007","1",""
"5144","1","1","514400601","","5144006","1",""
"5144","1","1","514400701","","5144007","1",""
"5146","1","1","514600701","","5146007","1",""
"5146","1","1","514600702","","5146007","1",""
"5148","1","1","514800101","","5148001","1",""
"5148","1","1","514800301","","5148003","1",""
"5148","1","1","514800601","","5148006","1",""
"5148","1","1","514800701","","5148007","1",""
"5150","1","1","515000101","","5150001","1",""
"5150","1","1","515000601","","5150006","1",""
"5150","1","1","515000701","","5150007","1",""
"5152","1","1","515200001","bgm_RZ01_emt5152_00","5152000","1",""
"5152","1","1","515200002","bgm_MC173B_emt5152_00","5152000","1",""
"5152","1","1","515200601","","5152006","1",""
"5152","1","1","515200701","","5152007","1",""
"5154","1","1","515400001","","5154000","1",""
"5154","1","1","515400701","","5154007","1",""
"5156","1","1","515600001","bgm_M417","5156000","1",""
"5156","1","1","515600501","","5156005","1",""
"5156","1","1","515600701","","5156007","1",""
"5158","1","1","515800601","","5158006","1",""
"5158","1","1","515800701","","5158007","1",""
"5160","1","1","516000601","bgm_M423_emt5160_006","5160006","1",""
"5160","1","1","516000701","","5160007","1",""
"5160","1","1","516050101","","5160501","0",""
"5201","1","1","520100000","bgm_title2501","5201053","0",""
"5201","1","1","520100401","bgm_MC223_emt5201_004","5201004","1",""
"5201","1","1","520100901","","5201009","1",""
"5201","1","1","520101001","","5201010","1",""
"5202","1","1","520200000","bgm_MC226","5202053","0",""
"5202","1","1","520200601","","5202006","1",""
"5202","1","1","520200701","","5202007","1",""
"5203","1","1","520300000","bgm_MC234B","5203052","0",""
"5203","1","1","520300601","","5203006","1",""
"5203","1","1","520300701","","5203007","1",""
"7001","1","1","700100001","","7001000","0",""
