f6bfb9d4e7d5ef1dc88f791dc8d05fbe43661242fb27e5bb6fa2909ca4907899,4b07f5faa31754178e4d103209e128c1086520a0c6c00b83eb04ef769f848c05,c90610e7c7335f49b9ee4700642a765fffa8db7fdedc2650c1a795159e1e8a31,f3bba35b1a91572a7a42f4c9735633e9d98befe12a4d695259e1a78d85b920c6,e3630b2af47ebeb93ba7e5fcde1e44345942c27754ba15830413545d7ce2c735,2dc0b49f78ec19f0da11310efa011a9e03b7b8d4ecc139fd23fd7325ad7d88e3,82cdd9182d10ce9307e4cb9ef4200485c1a1c7ec533c12d6040e7a0e1e2a8b8c,12aa488ac081ac2de1f10a01685c5de204039045d2f8348d069af479dff71d0f,0a82967f444f8c98fbd569323b94c9057b8ed47965fc8c35a73963c4d173ffc0,3a162eac18cc2ca6be2fc9e5aba48cbaa160b69fce86689c9c4fb95831ba75ea,f0174161a205f96f1572e3e6ae71c659766c626625df9cb2400a284570f0501e,e0c4646241998a06329fd61941939fe5dea0f88a4b44ab38af6e0000da8a98c3
"1008401","0","0","10084115","10084","0","0","1008402","0","2022/06/07 12:00:00","0","10084201"
"1008402","0","0","0","10084","1008401","0","1008403","0","0","0","0"
"1008403","0","0","0","10084","1008402","0","1008404","0","0","0","0"
"1008404","0","0","0","10084","1008403","0","0","0","0","0","0"
"1008405","0","0","0","10084","1008404","0","0","0","0","0","0"
"1008501","0","0","10085115","10085","0","0","1008502","0","2022/06/14 12:00:00","0","10085201"
"1008502","0","0","0","10085","1008501","0","1008503","0","0","0","0"
"1008503","0","0","0","10085","1008502","0","1008504","0","0","0","0"
"1008504","0","0","0","10085","1008503","0","0","0","0","0","0"
"1008505","0","0","0","10085","1008504","0","0","0","0","0","0"
"1008601","0","0","10086115","10086","0","0","1008602","0","2022/06/16 12:00:00","0","10086201"
"1008602","0","0","0","10086","1008601","0","1008603","0","0","0","0"
"1008603","0","0","0","10086","1008602","0","1008604","0","0","0","0"
"1008604","0","0","0","10086","1008603","0","0","0","0","0","0"
"1008605","0","0","0","10086","1008604","0","0","0","0","0","0"
"1008701","0","0","10087115","10087","0","0","1008702","0","2022/06/22 12:00:00","0","10087201"
"1008702","0","0","0","10087","1008701","0","1008703","0","0","0","0"
"1008703","0","0","0","10087","1008702","0","1008704","0","0","0","0"
"1008704","0","0","0","10087","1008703","0","0","0","0","0","0"
"1008705","0","0","0","10087","1008704","0","0","0","0","0","0"
"1008801","0","0","10088115","10088","0","0","1008802","0","2022/07/07 12:00:00","0","10088201"
"1008802","0","0","0","10088","1008801","0","1008803","0","0","0","0"
"1008803","0","0","0","10088","1008802","0","1008804","0","0","0","0"
"1008804","0","0","0","10088","1008803","0","0","0","0","0","0"
"1008805","0","0","0","10088","1008804","0","0","0","0","0","0"
"1008901","0","0","10089115","10089","0","0","1008902","0","2022/07/22 12:00:00","0","10089201"
"1008902","0","0","0","10089","1008901","0","1008903","0","0","0","0"
"1008903","0","0","0","10089","1008902","0","1008904","0","0","0","0"
"1008904","0","0","0","10089","1008903","0","0","0","0","0","0"
"1008905","0","0","0","10089","1008904","0","0","0","0","0","0"
"1009001","0","0","10090115","10090","0","0","1009002","0","2022/08/07 12:00:00","0","10090201"
"1009002","0","0","0","10090","1009001","0","1009003","0","0","0","0"
"1009003","0","0","0","10090","1009002","0","1009004","0","0","0","0"
"1009004","0","0","0","10090","1009003","0","0","0","0","0","0"
"1009005","0","0","0","10090","1009004","0","0","0","0","0","0"
"1009101","0","0","10091115","10091","0","0","1009102","0","2022/08/22 12:00:00","0","10091201"
"1009102","0","0","0","10091","1009101","0","1009103","0","0","0","0"
"1009103","0","0","0","10091","1009102","0","1009104","0","0","0","0"
"1009104","0","0","0","10091","1009103","0","0","0","0","0","0"
"1009105","0","0","0","10091","1009104","0","0","0","0","0","0"
"1009201","0","0","10092115","10092","0","0","1009202","0","2022/09/07 12:00:00","0","10092201"
"1009202","0","0","0","10092","1009201","0","1009203","0","0","0","0"
"1009203","0","0","0","10092","1009202","0","1009204","0","0","0","0"
"1009204","0","0","0","10092","1009203","0","0","0","0","0","0"
"1009205","0","0","0","10092","1009204","0","0","0","0","0","0"
"1009301","0","0","10093115","10093","0","0","1009302","0","2022/09/22 12:00:00","0","10093201"
"1009302","0","0","0","10093","1009301","0","1009303","0","0","0","0"
"1009303","0","0","0","10093","1009302","0","1009304","0","0","0","0"
"1009304","0","0","0","10093","1009303","0","0","0","0","0","0"
"1009305","0","0","0","10093","1009304","0","0","0","0","0","0"
"1009401","0","0","10094115","10094","0","0","1009402","0","2022/10/08 12:00:00","0","10094201"
"1009402","0","0","0","10094","1009401","0","1009403","0","0","0","0"
"1009403","0","0","0","10094","1009402","0","1009404","0","0","0","0"
"1009404","0","0","0","10094","1009403","0","0","0","0","0","0"
"1009405","0","0","0","10094","1009404","0","0","0","0","0","0"
"1009501","0","0","10095115","10095","0","0","1009502","0","2022/10/22 12:00:00","0","10095201"
"1009502","0","0","0","10095","1009501","0","1009503","0","0","0","0"
"1009503","0","0","0","10095","1009502","0","1009504","0","0","0","0"
"1009504","0","0","0","10095","1009503","0","0","0","0","0","0"
"1009505","0","0","0","10095","1009504","0","0","0","0","0","0"
"1009601","0","0","10096115","10096","0","0","1009602","0","2022/11/07 12:00:00","0","10096201"
"1009602","0","0","0","10096","1009601","0","1009603","0","0","0","0"
"1009603","0","0","0","10096","1009602","0","1009604","0","0","0","0"
"1009604","0","0","0","10096","1009603","0","0","0","0","0","0"
"1009605","0","0","0","10096","1009604","0","0","0","0","0","0"
"1009701","0","0","10097115","10097","0","0","1009702","0","2022/11/21 12:00:00","0","10097201"
"1009702","0","0","0","10097","1009701","0","1009703","0","0","0","0"
"1009703","0","0","0","10097","1009702","0","1009704","0","0","0","0"
"1009704","0","0","0","10097","1009703","0","0","0","0","0","0"
"1009705","0","0","0","10097","1009704","0","0","0","0","0","0"
"1009801","0","0","10098115","10098","0","0","1009802","0","2022/12/07 12:00:00","0","10098201"
"1009802","0","0","0","10098","1009801","0","1009803","0","0","0","0"
"1009803","0","0","0","10098","1009802","0","1009804","0","0","0","0"
"1009804","0","0","0","10098","1009803","0","0","0","0","0","0"
"1009805","0","0","0","10098","1009804","0","0","0","0","0","0"
"1009901","0","0","10099115","10099","0","0","1009902","0","2022/12/22 12:00:00","0","10099201"
"1009902","0","0","0","10099","1009901","0","1009903","0","0","0","0"
"1009903","0","0","0","10099","1009902","0","1009904","0","0","0","0"
"1009904","0","0","0","10099","1009903","0","0","0","0","0","0"
"1009905","0","0","0","10099","1009904","0","0","0","0","0","0"
"1010001","0","0","10100115","10100","0","0","1010002","0","2023/01/08 12:00:00","0","10100201"
"1010002","0","0","0","10100","1010001","0","1010003","0","0","0","0"
"1010003","0","0","0","10100","1010002","0","1010004","0","0","0","0"
"1010004","0","0","0","10100","1010003","0","0","0","0","0","0"
"1010005","0","0","0","10100","1010004","0","0","0","0","0","0"
"1010101","0","0","10101115","10101","0","0","1010102","0","2023/01/22 12:00:00","0","10101201"
"1010102","0","0","0","10101","1010101","0","1010103","0","0","0","0"
"1010103","0","0","0","10101","1010102","0","1010104","0","0","0","0"
"1010104","0","0","0","10101","1010103","0","0","0","0","0","0"
"1010105","0","0","0","10101","1010104","0","0","0","0","0","0"
"1010201","0","0","10102115","10102","0","0","1010202","0","2023/02/07 12:00:00","0","10102201"
"1010202","0","0","0","10102","1010201","0","1010203","0","0","0","0"
"1010203","0","0","0","10102","1010202","0","1010204","0","0","0","0"
"1010204","0","0","0","10102","1010203","0","0","0","0","0","0"
"1010205","0","0","0","10102","1010204","0","0","0","0","0","0"
"1010301","0","0","10103115","10103","0","0","1010302","0","2023/02/20 12:00:00","0","10103201"
"1010302","0","0","0","10103","1010301","0","1010303","0","0","0","0"
"1010303","0","0","0","10103","1010302","0","1010304","0","0","0","0"
"1010304","0","0","0","10103","1010303","0","0","0","0","0","0"
"1010305","0","0","0","10103","1010304","0","0","0","0","0","0"
"1010401","0","0","10104115","10104","0","0","1010402","0","2023/03/07 12:00:00","0","10104201"
"1010402","0","0","0","10104","1010401","0","1010403","0","0","0","0"
"1010403","0","0","0","10104","1010402","0","1010404","0","0","0","0"
"1010404","0","0","0","10104","1010403","0","0","0","0","0","0"
"1010405","0","0","0","10104","1010404","0","0","0","0","0","0"
"1010501","0","0","10105115","10105","0","0","1010502","0","2023/03/22 12:00:00","0","10105201"
"1010502","0","0","0","10105","1010501","0","1010503","0","0","0","0"
"1010503","0","0","0","10105","1010502","0","1010504","0","0","0","0"
"1010504","0","0","0","10105","1010503","0","0","0","0","0","0"
"1010505","0","0","0","10105","1010504","0","0","0","0","0","0"
"1010601","0","0","10106115","10106","0","0","1010602","0","2023/04/07 12:00:00","0","10106201"
"1010602","0","0","0","10106","1010601","0","1010603","0","0","0","0"
"1010603","0","0","0","10106","1010602","0","1010604","0","0","0","0"
"1010604","0","0","0","10106","1010603","0","0","0","0","0","0"
"1010605","0","0","0","10106","1010604","0","0","0","0","0","0"
"1010701","0","0","10107115","10107","0","0","1010702","0","2023/04/20 12:00:00","0","10107201"
"1010702","0","0","0","10107","1010701","0","1010703","0","0","0","0"
"1010703","0","0","0","10107","1010702","0","1010704","0","0","0","0"
"1010704","0","0","0","10107","1010703","0","0","0","0","0","0"
"1010705","0","0","0","10107","1010704","0","0","0","0","0","0"
"1010801","0","0","10108115","10108","0","0","1010802","0","2023/05/07 12:00:00","0","10108201"
"1010802","0","0","0","10108","1010801","0","1010803","0","0","0","0"
"1010803","0","0","0","10108","1010802","0","1010804","0","0","0","0"
"1010804","0","0","0","10108","1010803","0","0","0","0","0","0"
"1010805","0","0","0","10108","1010804","0","0","0","0","0","0"
"1010901","0","0","10109115","10109","0","0","1010902","0","2023/05/22 12:00:00","0","10109201"
"1010902","0","0","0","10109","1010901","0","1010903","0","0","0","0"
"1010903","0","0","0","10109","1010902","0","1010904","0","0","0","0"
"1010904","0","0","0","10109","1010903","0","0","0","0","0","0"
"1010905","0","0","0","10109","1010904","0","0","0","0","0","0"
"1011001","0","0","10110115","10110","0","0","1011002","0","2023/06/07 12:00:00","0","10110201"
"1011002","0","0","0","10110","1011001","0","1011003","0","0","0","0"
"1011003","0","0","0","10110","1011002","0","1011004","0","0","0","0"
"1011004","0","0","0","10110","1011003","0","0","0","0","0","0"
"1011005","0","0","0","10110","1011004","0","0","0","0","0","0"
"1011101","0","0","10111115","10111","0","0","1011102","0","2023/06/14 12:00:00","0","10111201"
"1011102","0","0","0","10111","1011101","0","1011103","0","0","0","0"
"1011103","0","0","0","10111","1011102","0","1011104","0","0","0","0"
"1011104","0","0","0","10111","1011103","0","0","0","0","0","0"
"1011105","0","0","0","10111","1011104","0","0","0","0","0","0"
"1011201","0","0","10112115","10112","0","0","1011202","0","2023/06/19 12:00:00","0","10112201"
"1011202","0","0","0","10112","1011201","0","1011203","0","0","0","0"
"1011203","0","0","0","10112","1011202","0","1011204","0","0","0","0"
"1011204","0","0","0","10112","1011203","0","0","0","0","0","0"
"1011205","0","0","0","10112","1011204","0","0","0","0","0","0"
"1011301","0","0","10113115","10113","0","0","1011302","0","2023/06/24 12:00:00","0","10113201"
"1011302","0","0","0","10113","1011301","0","1011303","0","0","0","0"
"1011303","0","0","0","10113","1011302","0","1011304","0","0","0","0"
"1011304","0","0","0","10113","1011303","0","0","0","0","0","0"
"1011305","0","0","0","10113","1011304","0","0","0","0","0","0"
"1011401","0","0","10114115","10114","0","0","1011402","0","2023/07/08 12:00:00","0","10114201"
"1011402","0","0","0","10114","1011401","0","1011403","0","0","0","0"
"1011403","0","0","0","10114","1011402","0","1011404","0","0","0","0"
"1011404","0","0","0","10114","1011403","0","0","0","0","0","0"
"1011405","0","0","0","10114","1011404","0","0","0","0","0","0"
"1011501","0","0","10115115","10115","0","0","1011502","0","2023/07/22 12:00:00","0","10115201"
"1011502","0","0","0","10115","1011501","0","1011503","0","0","0","0"
"1011503","0","0","0","10115","1011502","0","1011504","0","0","0","0"
"1011504","0","0","0","10115","1011503","0","0","0","0","0","0"
"1011505","0","0","0","10115","1011504","0","0","0","0","0","0"
"1011601","0","0","10116115","10116","0","0","1011602","0","2023/08/07 12:00:00","0","10116201"
"1011602","0","0","0","10116","1011601","0","1011603","0","0","0","0"
"1011603","0","0","0","10116","1011602","0","1011604","0","0","0","0"
"1011604","0","0","0","10116","1011603","0","0","0","0","0","0"
"1011605","0","0","0","10116","1011604","0","0","0","0","0","0"
"1011701","0","0","10117115","10117","0","0","1011702","0","2023/08/21 12:00:00","0","10117201"
"1011702","0","0","0","10117","1011701","0","1011703","0","0","0","0"
"1011703","0","0","0","10117","1011702","0","1011704","0","0","0","0"
"1011704","0","0","0","10117","1011703","0","0","0","0","0","0"
"1011705","0","0","0","10117","1011704","0","0","0","0","0","0"
"1011801","0","0","10118115","10118","0","0","1011802","0","2023/09/07 12:00:00","0","10118201"
"1011802","0","0","0","10118","1011801","0","1011803","0","0","0","0"
"1011803","0","0","0","10118","1011802","0","1011804","0","0","0","0"
"1011804","0","0","0","10118","1011803","0","0","0","0","0","0"
"1011805","0","0","0","10118","1011804","0","0","0","0","0","0"
"1011901","0","0","10119115","10119","0","0","1011902","0","2023/09/21 12:00:00","0","10119201"
"1011902","0","0","0","10119","1011901","0","1011903","0","0","0","0"
"1011903","0","0","0","10119","1011902","0","1011904","0","0","0","0"
"1011904","0","0","0","10119","1011903","0","0","0","0","0","0"
"1011905","0","0","0","10119","1011904","0","0","0","0","0","0"
"1012001","0","0","10120115","10120","0","0","1012002","0","2023/10/07 12:00:00","0","10120201"
"1012002","0","0","0","10120","1012001","0","1012003","0","0","0","0"
"1012003","0","0","0","10120","1012002","0","1012004","0","0","0","0"
"1012004","0","0","0","10120","1012003","0","0","0","0","0","0"
"1012005","0","0","0","10120","1012004","0","0","0","0","0","0"
"1012101","0","0","10121115","10121","0","0","1012102","0","2023/10/21 12:00:00","0","10121201"
"1012102","0","0","0","10121","1012101","0","1012103","0","0","0","0"
"1012103","0","0","0","10121","1012102","0","1012104","0","0","0","0"
"1012104","0","0","0","10121","1012103","0","0","0","0","0","0"
"1012105","0","0","0","10121","1012104","0","0","0","0","0","0"
"1012201","0","0","10122115","10122","0","0","1012202","0","2023/11/07 12:00:00","0","10122201"
"1012202","0","0","0","10122","1012201","0","1012203","0","0","0","0"
"1012203","0","0","0","10122","1012202","0","1012204","0","0","0","0"
"1012204","0","0","0","10122","1012203","0","0","0","0","0","0"
"1012205","0","0","0","10122","1012204","0","0","0","0","0","0"
"1012301","0","0","10123115","10123","0","0","1012302","0","2023/11/20 12:00:00","0","10123201"
"1012302","0","0","0","10123","1012301","0","1012303","0","0","0","0"
"1012303","0","0","0","10123","1012302","0","1012304","0","0","0","0"
"1012304","0","0","0","10123","1012303","0","0","0","0","0","0"
"1012305","0","0","0","10123","1012304","0","0","0","0","0","0"
"1012401","0","0","10124115","10124","0","0","1012402","0","2023/12/07 12:00:00","0","10124201"
"1012402","0","0","0","10124","1012401","0","1012403","0","0","0","0"
"1012403","0","0","0","10124","1012402","0","1012404","0","0","0","0"
"1012404","0","0","0","10124","1012403","0","0","0","0","0","0"
"1012405","0","0","0","10124","1012404","0","0","0","0","0","0"
"1012501","0","0","10125115","10125","0","0","1012502","0","2023/12/21 12:00:00","0","10125201"
"1012502","0","0","0","10125","1012501","0","1012503","0","0","0","0"
"1012503","0","0","0","10125","1012502","0","1012504","0","0","0","0"
"1012504","0","0","0","10125","1012503","0","0","0","0","0","0"
"1012505","0","0","0","10125","1012504","0","0","0","0","0","0"
"1012601","0","0","10126115","10126","0","0","1012602","0","2024/01/07 12:00:00","0","10126201"
"1012602","0","0","0","10126","1012601","0","1012603","0","0","0","0"
"1012603","0","0","0","10126","1012602","0","1012604","0","0","0","0"
"1012604","0","0","0","10126","1012603","0","0","0","0","0","0"
"1012605","0","0","0","10126","1012604","0","0","0","0","0","0"
"1012701","0","0","10127115","10127","0","0","1012702","0","2024/01/20 12:00:00","0","10127201"
"1012702","0","0","0","10127","1012701","0","1012703","0","0","0","0"
"1012703","0","0","0","10127","1012702","0","1012704","0","0","0","0"
"1012704","0","0","0","10127","1012703","0","0","0","0","0","0"
"1012705","0","0","0","10127","1012704","0","0","0","0","0","0"
"1012801","0","0","10128115","10128","0","0","1012802","0","2024/02/07 12:00:00","0","10128201"
"1012802","0","0","0","10128","1012801","0","1012803","0","0","0","0"
"1012803","0","0","0","10128","1012802","0","1012804","0","0","0","0"
"1012804","0","0","0","10128","1012803","0","0","0","0","0","0"
"1012805","0","0","0","10128","1012804","0","0","0","0","0","0"
"1012901","0","0","10129115","10129","0","0","1012902","0","2024/02/19 12:00:00","0","10129201"
"1012902","0","0","0","10129","1012901","0","1012903","0","0","0","0"
"1012903","0","0","0","10129","1012902","0","1012904","0","0","0","0"
"1012904","0","0","0","10129","1012903","0","0","0","0","0","0"
"1012905","0","0","0","10129","1012904","0","0","0","0","0","0"
"1013001","0","0","10130115","10130","0","0","1013002","0","2024/03/07 12:00:00","0","10130201"
"1013002","0","0","0","10130","1013001","0","1013003","0","0","0","0"
"1013003","0","0","0","10130","1013002","0","1013004","0","0","0","0"
"1013004","0","0","0","10130","1013003","0","0","0","0","0","0"
"1013005","0","0","0","10130","1013004","0","0","0","0","0","0"
"1013101","0","0","10131115","10131","0","0","1013102","0","2024/03/21 12:00:00","0","10131201"
"1013102","0","0","0","10131","1013101","0","1013103","0","0","0","0"
"1013103","0","0","0","10131","1013102","0","1013104","0","0","0","0"
"1013104","0","0","0","10131","1013103","0","0","0","0","0","0"
"1013105","0","0","0","10131","1013104","0","0","0","0","0","0"
"1013201","0","0","10132110","10132","0","0","1013202","0","2024/04/07 12:00:00","0","10132201"
"1013202","0","0","0","10132","1013201","0","1013203","0","0","0","0"
"1013203","0","0","0","10132","1013202","0","1013204","0","0","0","0"
"1013204","0","0","0","10132","1013203","0","0","0","0","0","0"
"1013205","0","0","0","10132","1013204","0","0","0","0","0","0"
"1013206","0","0","0","10132","1013204","0","0","0","0","0","0"
"1013301","0","0","10133115","10133","0","0","1013302","0","2024/04/19 12:00:00","0","10133201"
"1013302","0","0","0","10133","1013301","0","1013303","0","0","0","0"
"1013303","0","0","0","10133","1013302","0","1013304","0","0","0","0"
"1013304","0","0","0","10133","1013303","0","0","0","0","0","0"
"1013305","0","0","0","10133","1013304","0","0","0","0","0","0"
"1013401","0","0","10134110","10134","0","0","1013402","0","2024/05/07 12:00:00","0","10134201"
"1013402","0","0","0","10134","1013401","0","1013403","0","0","0","0"
"1013403","0","0","0","10134","1013402","0","1013404","0","0","0","0"
"1013404","0","0","0","10134","1013403","0","0","0","0","0","0"
"1013405","0","0","0","10134","1013404","0","0","0","0","0","0"
"1013406","0","0","0","10134","1013404","0","0","0","0","0","0"
"1013501","0","0","10135115","10135","0","0","1013502","0","2024/05/20 12:00:00","0","10135201"
"1013502","0","0","0","10135","1013501","0","1013503","0","0","0","0"
"1013503","0","0","0","10135","1013502","0","1013504","0","0","0","0"
"1013504","0","0","0","10135","1013503","0","0","0","0","0","0"
"1013505","0","0","0","10135","1013504","0","0","0","0","0","0"
"1013601","0","0","10136110","10136","0","0","1013602","0","2024/06/07 12:00:00","0","10136201"
"1013602","0","0","0","10136","1013601","0","1013603","0","0","0","0"
"1013603","0","0","0","10136","1013602","0","1013604","0","0","0","0"
"1013604","0","0","0","10136","1013603","0","0","0","0","0","0"
"1013605","0","0","0","10136","1013604","0","0","0","0","0","0"
"1013606","0","0","0","10136","1013604","0","0","0","0","0","0"
"1013701","0","0","10137110","10137","0","0","1013702","0","2024/06/14 12:00:00","0","10137201"
"1013702","0","0","0","10137","1013701","0","1013703","0","0","0","0"
"1013703","0","0","0","10137","1013702","0","1013704","0","0","0","0"
"1013704","0","0","0","10137","1013703","0","0","0","0","0","0"
"1013705","0","0","0","10137","1013704","0","0","0","0","0","0"
"1013706","0","0","0","10137","1013704","0","0","0","0","0","0"
"1013801","0","0","10138115","10138","0","0","1013802","0","2024/06/13 12:00:00","0","10138201"
"1013802","0","0","0","10138","1013801","0","1013803","0","0","0","0"
"1013803","0","0","0","10138","1013802","0","1013804","0","0","0","0"
"1013804","0","0","0","10138","1013803","0","0","0","0","0","0"
"1013805","0","0","0","10138","1013804","0","0","0","0","0","0"
"1013901","0","0","10139115","10139","0","0","1013902","0","2024/06/18 12:00:00","0","10139201"
"1013902","0","0","0","10139","1013901","0","1013903","0","0","0","0"
"1013903","0","0","0","10139","1013902","0","1013904","0","0","0","0"
"1013904","0","0","0","10139","1013903","0","0","0","0","0","0"
"1013905","0","0","0","10139","1013904","0","0","0","0","0","0"
"1014001","0","0","10140110","10140","0","0","1014002","0","2024/07/07 12:00:00","0","10140201"
"1014002","0","0","0","10140","1014001","0","1014003","0","0","0","0"
"1014003","0","0","0","10140","1014002","0","1014004","0","0","0","0"
"1014004","0","0","0","10140","1014003","0","0","0","0","0","0"
"1014005","0","0","0","10140","1014004","0","0","0","0","0","0"
"1014006","0","0","0","10140","1014004","0","0","0","0","0","0"
"1014101","0","0","10141115","10141","0","0","1014102","0","2024/07/21 12:00:00","0","10141201"
"1014102","0","0","0","10141","1014101","0","1014103","0","0","0","0"
"1014103","0","0","0","10141","1014102","0","1014104","0","0","0","0"
"1014104","0","0","0","10141","1014103","0","0","0","0","0","0"
"1014105","0","0","0","10141","1014104","0","0","0","0","0","0"
"1014201","0","0","10142110","10142","0","0","1014202","0","0","0","10142201"
"1014202","0","0","0","10142","1014201","0","1014203","0","0","0","0"
"1014203","0","0","0","10142","1014202","0","1014204","0","0","0","0"
"1014204","0","0","0","10142","1014203","0","0","0","0","0","0"
"1014205","0","0","0","10142","1014204","0","0","0","0","0","0"
"1014206","0","0","0","10142","1014204","0","0","0","0","0","0"
"1014301","0","0","10143115","10143","0","0","1014302","0","0","0","10143201"
"1014302","0","0","0","10143","1014301","0","1014303","0","0","0","0"
"1014303","0","0","0","10143","1014302","0","1014304","0","0","0","0"
"1014304","0","0","0","10143","1014303","0","0","0","0","0","0"
"1014305","0","0","0","10143","1014304","0","0","0","0","0","0"
"1014401","0","0","10144110","10144","0","0","1014402","0","0","0","10144201"
"1014402","0","0","0","10144","1014401","0","1014403","0","0","0","0"
"1014403","0","0","0","10144","1014402","0","1014404","0","0","0","0"
"1014404","0","0","0","10144","1014403","0","0","0","0","0","0"
"1014405","0","0","0","10144","1014404","0","0","0","0","0","0"
"1014406","0","0","0","10144","1014404","0","0","0","0","0","0"
"1014501","0","0","10145115","10145","0","0","1014502","0","0","0","10145201"
"1014502","0","0","0","10145","1014501","0","1014503","0","0","0","0"
"1014503","0","0","0","10145","1014502","0","1014504","0","0","0","0"
"1014504","0","0","0","10145","1014503","0","0","0","0","0","0"
"1014505","0","0","0","10145","1014504","0","0","0","0","0","0"
"1014601","0","0","10146110","10146","0","0","1014602","0","0","0","10146201"
"1014602","0","0","0","10146","1014601","0","1014603","0","0","0","0"
"1014603","0","0","0","10146","1014602","0","1014604","0","0","0","0"
"1014604","0","0","0","10146","1014603","0","0","0","0","0","0"
"1014605","0","0","0","10146","1014604","0","0","0","0","0","0"
"1014606","0","0","0","10146","1014604","0","0","0","0","0","0"
"1014701","0","0","10147115","10147","0","0","1014702","0","0","0","10147201"
"1014702","0","0","0","10147","1014701","0","1014703","0","0","0","0"
"1014703","0","0","0","10147","1014702","0","1014704","0","0","0","0"
"1014704","0","0","0","10147","1014703","0","0","0","0","0","0"
"1014705","0","0","0","10147","1014704","0","0","0","0","0","0"
"1014801","0","0","10148110","10148","0","0","1014802","0","0","0","10148201"
"1014802","0","0","0","10148","1014801","0","1014803","0","0","0","0"
"1014803","0","0","0","10148","1014802","0","1014804","0","0","0","0"
"1014804","0","0","0","10148","1014803","0","0","0","0","0","0"
"1014805","0","0","0","10148","1014804","0","0","0","0","0","0"
"1014806","0","0","0","10148","1014804","0","0","0","0","0","0"
"1014901","0","0","10149115","10149","0","0","1014902","0","0","0","10149201"
"1014902","0","0","0","10149","1014901","0","1014903","0","0","0","0"
"1014903","0","0","0","10149","1014902","0","1014904","0","0","0","0"
"1014904","0","0","0","10149","1014903","0","0","0","0","0","0"
"1014905","0","0","0","10149","1014904","0","0","0","0","0","0"
"1015001","0","0","10150110","10150","0","0","1015002","0","0","0","10150201"
"1015002","0","0","0","10150","1015001","0","1015003","0","0","0","0"
"1015003","0","0","0","10150","1015002","0","1015004","0","0","0","0"
"1015004","0","0","0","10150","1015003","0","0","0","0","0","0"
"1015005","0","0","0","10150","1015004","0","0","0","0","0","0"
"1015006","0","0","0","10150","1015004","0","0","0","0","0","0"
"1015101","0","0","10151115","10151","0","0","1015102","0","0","0","10151201"
"1015102","0","0","0","10151","1015101","0","1015103","0","0","0","0"
"1015103","0","0","0","10151","1015102","0","1015104","0","0","0","0"
"1015104","0","0","0","10151","1015103","0","0","0","0","0","0"
"1015105","0","0","0","10151","1015104","0","0","0","0","0","0"
"1015201","0","0","10152110","10152","0","0","1015202","0","0","0","10152201"
"1015202","0","0","0","10152","1015201","0","1015203","0","0","0","0"
"1015203","0","0","0","10152","1015202","0","1015204","0","0","0","0"
"1015204","0","0","0","10152","1015203","0","0","0","0","0","0"
"1015205","0","0","0","10152","1015204","0","0","0","0","0","0"
"1015206","0","0","0","10152","1015204","0","0","0","0","0","0"
"1015301","0","0","10153115","10153","0","0","1015302","0","0","0","10153201"
"1015302","0","0","0","10153","1015301","0","1015303","0","0","0","0"
"1015303","0","0","0","10153","1015302","0","1015304","0","0","0","0"
"1015304","0","0","0","10153","1015303","0","0","0","0","0","0"
"1015305","0","0","0","10153","1015304","0","0","0","0","0","0"
"1015401","0","0","10154110","10154","0","0","1015402","0","0","0","10154201"
"1015402","0","0","0","10154","1015401","0","1015403","0","0","0","0"
"1015403","0","0","0","10154","1015402","0","1015404","0","0","0","0"
"1015404","0","0","0","10154","1015403","0","0","0","0","0","0"
"1015405","0","0","0","10154","1015404","0","0","0","0","0","0"
"1015406","0","0","0","10154","1015404","0","0","0","0","0","0"
