c54e6e41e77ff433d048938f729255d5aabb8300d826f689c0db9bbd4b5c22f9,c81e299b5e87b11ee8fa750849c7c4a3cff8eaf0b1b32cecc8b88c2bfc0f8950,0be9c2e385e27bc29a1aade642610a9eb2714a66ea8e0674d146743c93db04b1,2e72e77a2caaaf71bc1c4e54d69052dc2f4913c750234943c1995388bd4738b5,c3716b7c9a016ba4bcc3a7c11072396b7d91f8c7579b7384d20a83f6e9480afa,92d88f697e2128c7008a6e2eeedf8aaca35b4cb4bce1b33a8a7ad08d8211a27f,3041bf8ccdece387122a7dd40f3116fdc5ccbcf4f26e588bdba8c50713ee4749,90a51e0340c711696d801a13884d813e0387343ba8bc292c21c2c85fc1579e64
"512000701","1","1","","5120007","5120","","1"
"512200201","1","1","","5122002","5122","","1"
"512200601","1","1","","5122006","5122","","1"
"512200701","1","1","","5122007","5122","","1"
"512400301","1","1","","5124003","5124","","1"
"512400701","1","1","","5124007","5124","","1"
"512400702","1","1","","5124007","5124","","1"
"512600001","1","1","","5126000","5126","","1"
"512600601","1","1","","5126006","5126","","1"
"512600701","1","1","","5126007","5126","","1"
"512800101","1","1","","5128001","5128","","1"
"512800601","1","1","","5128006","5128","","1"
"512800701","1","1","","5128007","5128","","1"
"513000601","1","1","","5130006","5130","","1"
"513000701","1","1","","5130007","5130","","1"
"513200501","1","1","","5132005","5132","","1"
"513200601","1","1","","5132006","5132","","1"
"513200701","1","1","","5132007","5132","","1"
"513400101","1","1","","5134001","5134","","1"
"513400601","1","1","","5134006","5134","","1"
"513400701","1","1","","5134007","5134","","1"
"513450101","0","1","","5134501","5134","","1"
"513600101","1","1","","5136001","5136","","1"
"513700201","1","1","","5137002","5137","","1"
"513700401","1","1","","5137004","5137","","1"
"513700501","1","1","","5137005","5137","","1"
"514000201","1","1","","5140002","5140","","1"
"514000701","1","1","","5140007","5140","","1"
"514000702","1","1","","5140007","5140","","1"
"514200301","1","1","","5142003","5142","","1"
"514200701","1","1","","5142007","5142","","1"
"514200702","1","1","","5142007","5142","","1"
"514400601","1","1","","5144006","5144","","1"
"514400701","1","1","","5144007","5144","","1"
"514600701","1","1","","5146007","5146","","1"
"514600702","1","1","","5146007","5146","","1"
"514800101","1","1","","5148001","5148","","1"
"514800301","1","1","","5148003","5148","","1"
"514800601","1","1","","5148006","5148","","1"
"514800701","1","1","","5148007","5148","","1"
"700100001","0","1","","7001000","7001","","1"
