1082d8cdabc77f4a52c5c4924c319c44afc53ed0f959196efd74dab3c4b99e63,f54b646a7220e0881b86cef5eac54ef887c05d18e851705fba32f395eb47c8aa,4ac73e76b22b27362e4e5124df960be1044c38c6afe34307484c5008ab68d8ce,5cbbd11a26d2295770a48072156c552199936adfd6479bcb2d076024f8ce555c,3b9324d8c5274d5d68d3ad3c4509eceaa7994f47e47e3f35a23e37d4a707eea9,5657ec3b63e0f760834b7573b96208e2dc573c47ee3c0bcfd4aba13104bec3b3,cc1c7ab7ddb2a81c33025e747fb37665c7850429b8778bc242d37841097b47df,d45d20ff7968e76d9b41458aa4fbaacea07b1af9990956421ee8c8fa596ef960,15bb538f6be0f11aa5e4733877b429efdc2218faced64ad0659ef8d566c28fca,d0e5464835007b4d0c5d490d522238569f210094c7b0fb559ba9160beb137398,d67b38be696b7cfa6180a7940606aa67a399c7c0a8a8cf2d0150d627891f0b78
"1","","7009","","1","","0.2","","psy_fairy_idle","3","7"
"1","","7010","","119931","","0.2","","psy_miyako_talk3","3","7"
"0","","7011","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0702","21","7"
"5","1","7012","1","119931","0","0","0","吵死了！別來妨礙人家！\n宮子正在思考究極的布丁，\n很忙的喲！","11","7"
"","","7013","","3","","","","1","93","7"
"0","","7014","psy_miyako_arm_crossed_loop","119931","1","0.2","0","psy_miyako_arm_crossed_in","3","7"
"","","7015","","7012","","","","","91","7"
"","","7016","","0","","","","0","22","7"
"1","","7017","","1","","0.2","","psy_fairy_talk","3","7"
"0","","7018","0","vo_minigame_1008","","","","vo_minigame_1008_drama_9903","21","7"
"4","0.5","7019","1","1","0","0","0","啾～啾～！","11","7"
"","","7020","","0","","","","","91","7"
"1","","7021","","1","","0.2","","psy_fairy_idle","3","7"
"1","","7022","","119931","","0.2","","psy_miyako_anger2","3","7"
"0","","7023","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0704","21","7"
"5","0.5","7024","1","119931","0","0","0","就算你這麼說，人家也不管喲！","11","7"
"","","7025","","0","","","","","91","7"
"","","7026","","0","","","","0","22","7"
"1","","7027","","119931","","0.2","","psy_miyako_thinking3","3","7"
"0","","7028","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0705","21","7"
"3","0.5","7029","1","119931","0","0","0","嗯～～\n不過，好像可以嘗試看看。\n因為宮子很溫柔\n才聽你的意見的喲！","11","7"
"","","7030","","5","","","","1","93","7"
"0","","7031","psy_miyako_doya_loop","119931","1","0.2","0","psy_miyako_doya_in","3","7"
"","","7032","","7029","","","","","91","7"
"","","7033","","0","","","","0","22","7"
"","","7034","","1","","","","","93","7"
"","","7035","","0","","","","","91","7"
"100","psy_miyako_start","8001","-300","1","-200","1.7","0","119931","1","8"
"100","psy_walk2","8002","225","1","-210","1.7","1","100411","1","8"
"105","psy_walk3","8003","480","1","-220","1.7","1","103631","1","8"
"110","psy_walk_glad","8004","340","1","-235","1.7","1","102011","1","8"
"0","","8005","0","1","1","1","","11","31","8"
"101","psy_smoke_start","8006","-300","1","-200","1.7","0","1","5","8"
"-210","","8007","2","100411","0","","","110","2","8"
"-220","","8008","2.2","103631","0","","","365","2","8"
"-235","","8009","2.3","102011","0","","","225","2","8"
"","","8010","","2","","","","","93","8"
"1","","8011","","100411","","0.2","","psy_idle_normal","3","8"
"","","8012","","0.2","","","","","93","8"
"1","","8013","","103631","","0.2","","psy_idle_normal","3","8"
"","","8014","","0.1","","","","","93","8"
"1","","8015","","102011","","0.2","","psy_talk_joy1","3","8"
"0","","8016","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0806","21","8"
"5","0.5","8017","1","102011","0","0","0","哥哥，我們來玩了～\n咦～？沒人在嗎？","11","8"
"","","8018","","0","","","","","91","8"
"1","","8019","","102011","","0.2","","psy_idle_joy1","3","8"
"0","","8020","psy_miyako_talk1","119931","1","0","0.2","psy_miyako_appear","3","8"
"0","","8021","psy_smoke_start","1","0","0","0","psy_smoke_appear","3","8"
"0","","8022","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0801","21","8"
"4","0.5","8023","1","119931","0","0","0","嗯？妳們找他幹嘛？","11","8"
"","","8024","","0","","","","","91","8"
"","","8025","","0","","","","0","22","8"
"1","","8026","","119931","","0.2","","psy_miyako_idle","3","8"
"1","","8027","","103631","","0.2","","psy_talk_surprise2","3","8"
"0","","8028","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0807","21","8"
"6","0.5","8029","1","103631","0","0","0","呀～！？幽靈！！","11","8"
"","","8030","","0","","","","","91","8"
"1","","8031","","103631","","0.2","","psy_idle_surprise2","3","8"
"1","","8032","","100411","","0.2","","psy_talk_joy2","3","8"
"0","","8033","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0808","21","8"
"6","0.5","8034","1","100411","0","0","0","好厲害～！\n是哥哥設下的惡作劇嗎？\n哥哥，不要躲了，趕快出來～","11","8"
"","","8035","","0","","","","","91","8"
"1","","8036","","100411","","0.2","","psy_idle_joy2","3","8"
"1","","8037","","119931","","0.2","","psy_miyako_panic2","3","8"
"0","","8038","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0802","21","8"
"5","1","8039","1","119931","0","0","0","宮子才不惡作劇喲，\n是幽靈喲。\n然後那傢伙現在不在喲。","11","8"
"","","8040","","3","","","","1","93","8"
"1","","8041","","119931","","0.2","","psy_miyako_talk2","3","8"
"","","8042","","8039","","","","","91","8"
"","","8043","","0","","","","0","22","8"
"1","","8044","","119931","","0.2","","psy_miyako_idle","3","8"
"1","","8045","","100411","","0.2","","psy_talk_wish","3","8"
"0","","8046","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0809","21","8"
"6","0.5","8047","1","100411","0","0","0","不在嗎？\n那就趁現在來惡作劇……","11","8"
"","","8048","","0","","","","","91","8"
"1","","8049","","100411","","0.2","","psy_idle_wish","3","8"
"1","","8050","","103631","","0.2","","psy_talk_anger","3","8"
"0","","8051","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0810","21","8"
"6","0.5","8052","1","103631","0","0","0","不能在店裡惡作劇吧！\n話說為什麼禊一點都不害怕？\n幽靈出現了唷？","11","8"
"","","8053","","0","","","","","91","8"
"1","","8054","","103631","","0.2","","psy_idle_anger","3","8"
"1","","8055","","100411","","0.2","","psy_talk_normal","3","8"
"","","8056","","100411","","","","0","4","8"
"0","","8057","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0811","21","8"
"6","0.5","8058","1","100411","0","0","0","因為她就像哥哥的朋友嘛，\n而且一點都不可怕。","11","8"
"","","8059","","0","","","","","91","8"
"","","8060","","100411","","","","1","4","8"
"1","","8061","","100411","","0.2","","psy_idle_normal","3","8"
"1","","8062","","102011","","0.2","","psy_talk_joy1","3","8"
"0","","8063","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0812","21","8"
"5","0.5","8064","1","102011","0","0","0","到哥哥回來之前\n一起玩吧～","11","8"
"","","8065","","0","","","","","91","8"
"1","","8066","","102011","","0.2","","psy_idle_joy1","3","8"
"1","","8067","","119931","","0.2","","psy_miyako_anger3","3","8"
"0","","8068","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0803","21","8"
"4","0.5","8069","1","119931","0","0","0","不玩。\n宮子要做布丁，很忙的！","11","8"
"","","8070","","0","","","","","91","8"
"","","8071","","0","","","","0","22","8"
"1","","8072","","119931","","0.2","","psy_miyako_idle_anger","3","8"
"1","","8073","","102011","","0.2","","psy_talk_joy2","3","8"
"0","","8074","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0813","21","8"
"7","0.5","8075","1","102011","0","0","0","做布丁？哇，感覺很好玩～\n美美也可以一起做嗎？","11","8"
"","","8076","","0","","","","","91","8"
"1","","8077","","102011","","0.2","","psy_idle_joy2","3","8"
"0","","8078","psy_miyako_doya_loop","119931","1","0.2","0","psy_miyako_doya_in","3","8"
"0","","8079","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0804","21","8"
"5","0.5","8080","1","119931","0","0","0","如果會聽宮子的話，\n讓妳們幫忙也可以喲。","11","8"
"","","8081","","0","","","","","91","8"
"","","8082","","0","","","","0","22","8"
"1","","8083","","119931","","0.2","","psy_miyako_doya_idle","3","8"
"0","","8084","psy_idle_joy1","102011","1","0.2","0.4","psy_jump","3","8"
"0","","8085","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0814","21","8"
"6","0.5","8086","1","102011","0","0","0","哇～！太好了～！","11","8"
"","","8087","","0","","","","","91","8"
"1","","8088","","100411","","0.2","","psy_talk_joy2","3","8"
"0","","8089","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0815","21","8"
"5","0.5","8090","1","100411","0","0","0","來做對哥哥惡作劇用的\n布丁吧～！","11","8"
"","","8091","","0","","","","","91","8"
"1","","8092","","100411","","0.2","","psy_idle_joy2","3","8"
"1","","8093","","103631","","0.2","","psy_talk_sad","3","8"
"0","","8094","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0816","21","8"
"8","0.5","8095","1","103631","0","0","0","怎、怎麼這樣……\n竟然要與幽靈一起做布丁……","11","8"
"","","8096","","0","","","","","91","8"
"1","","8097","","103631","","0.2","","psy_idle_sad","3","8"
"1","","8098","","100411","","0.2","","psy_talk_normal","3","8"
"","","8099","","100411","","","","0","4","8"
"","","8100","","102011","","","","0","4","8"
"0","","8101","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0817","21","8"
"4","0.5","8102","1","100411","0","0","0","鏡華不做嗎？","11","8"
"","","8103","","0","","","","","91","8"
"1","","8104","","100411","","0.2","","psy_idle_normal","3","8"
"1","","8105","","102011","","0.2","","psy_talk_joy2","3","8"
"0","","8106","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0818","21","8"
"5","0.5","8107","1","102011","0","0","0","美美想跟鏡華\n一起做布丁呢～","11","8"
"","","8108","","0","","","","","91","8"
"1","","8109","","102011","","0.2","","psy_idle_joy2","3","8"
"1","","8110","","103631","","0.2","","psy_talk_sad","3","8"
"0","","8111","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0819","21","8"
"6","0.5","8112","1","103631","0","0","0","嗚嗚……知道了啦，\n我也一起做。","11","8"
"","","8113","","0","","","","","91","8"
"1","","8114","","103631","","0.2","","psy_idle_sad","3","8"
"1","","8115","","119931","","0.2","","psy_miyako_joy1","3","8"
"0","","8116","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0805","21","8"
"5","0.5","8117","1","119931","0","0","0","太好了！\n一口氣增加了三個手下喲！","11","8"
"","","8118","","0","","","","","91","8"
"","","8119","","0","","","","0","22","8"
"","","8120","","1","","","","","93","8"
"","","8121","","0","","","","","91","8"
"100","psy_miyako_idle","9001","-300","1","-200","1.7","0","119931","1","9"
"100","psy_idle_normal","9002","185","1","-220","1.7","1","1","5","9"
"0","","9003","0","1","1","1","","11","31","9"
"","","9004","","1","","","","","93","9"
"1","","9005","","119931","","0.2","","psy_miyako_thinking4","3","9"
"0","","9006","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0901","21","9"
"3","1","9007","1","119931","0","0","0","嗯……要做出美味的布丁\n還真是難呢。\n宮子的靈感快用完了喲！","11","9"
"","","9008","","6","","","","1","93","9"
"1","","9009","","119931","","0.2","","psy_miyako_sad2","3","9"
"","","9010","","9007","","","","","91","9"
"","","9011","","0","","","","0","22","9"
"1","","9012","","119931","","0.2","","psy_miyako_talk_joy1","3","9"
"0","","9013","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0902","21","9"
"4","0.5","9014","1","119931","0","0","0","你有很多認識的人，\n拿些也許可以成為布丁靈感的\n東西過來吧！","11","9"
"","","9015","","6","","","","1","93","9"
"0","","9016","psy_miyako_guts2_loop","119931","1","0.2","0","psy_miyako_guts2_in","3","9"
"","","9017","","9014","","","","","91","9"
"","","9018","","0","","","","0","22","9"
"1","0","9019","0","1","0","0","0","11","12","9"
"0","","9020","psy_idle_guts2","1","1","0.2","0","psy_talk_guts2","3","9"
"","","9021","","2","","","","","93","9"
"","","9022","","1","","","","0","4","9"
"1","","9023","","1","","0.2","","psy_run","3","9"
"-220","","9024","3","1","0","","","1000","2","9"
"","","9025","","4","","","","","93","9"
"","","9026","","1","","","","1","4","9"
"1","","9027","","1","","0.2","","psy_item01_run","3","9"
"-220","","9028","3","1","0","","","185","2","9"
"","","9029","","3","","","","","93","9"
"0","","9030","psy_item01_up_loop","1","1","0.2","0","psy_item01_up","3","9"
"","","9031","","0.5","","","","","93","9"
"0","","9032","","我拿手銬和鞭子來了。","","","","9033","103","9"
"1","","9033","","119931","","0.2","","psy_miyako_anger2","3","9"
"0","","9034","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0903","21","9"
"5","0.5","9035","1","119931","0","0","0","你、你突然拿什麼東西過來呀！\n你是變態嗎！？\n宮子看錯你了喲！","11","9"
"","","9036","","0","","","","","91","9"
"","","9037","","0","","","","0","22","9"
"2","0","9038","0","1","0","0","0","10","12","9"
"1","","9039","","1","","0.2","","psy_item01_up_loop_talk","3","9"
"","","9040","","3","","","","","93","9"
"1","","9041","","1","","0.2","","psy_item01_up_loop","3","9"
"1","","9042","","119931","","0.2","","psy_miyako_thinking4","3","9"
"0","","9043","0","vo_minigame_1008","","","","vo_minigame_1008_drama_0904","21","9"
"4","0.5","9044","1","119931","0","0","0","…………咦？\n你有認識帶著手銬\n和鞭子的人？\n你真的沒問題嗎？","11","9"
"","","9045","","6","","","","1","93","9"
"1","","9046","","119931","","0.2","","psy_miyako_talk4","3","9"
"","","9047","","9044","","","","","91","9"
"","","9048","","0","","","","0","22","9"
"","","9049","","1","","","","","93","9"
"","","9050","","0","","","","","91","9"
"100","psy_miyako_idle","10001","-300","1","-200","1.7","0","119931","1","10"
"100","psy_idle_normal","10002","1000","1","-220","1.7","1","1","5","10"
"0","","10003","0","1","1","1","","11","31","10"
"","","10004","","2","","","","","93","10"
"1","","10005","","1","","0.2","","psy_item02_run","3","10"
"-220","","10006","3","1","0","","","185","2","10"
"","","10007","","3","","","","","93","10"
"0","","10008","psy_item02_up_loop","1","1","0.2","0","psy_item02_up","3","10"
"","","10009","","0.5","","","","","93","10"
"0","","10010","","感覺這個可以給妳靈感唷。","","","","10011","103","10"
"1","","10011","","119931","","0.2","","psy_miyako_anger3","3","10"
"0","","10012","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1001","21","10"
"4","0.5","10013","1","119931","0","0","0","不准再拿怪東西過來！\n……嗯？樹果？\n你拿了正常的東西過來呢！\n宮子要誇獎你喲！","11","10"
"","","10014","","4","","","","1","93","10"
"1","","10015","","119931","","0.2","","psy_miyako_talk2","3","10"
"","","10016","","2.5","","","","1","93","10"
"1","","10017","","119931","","0.2","","psy_miyako_talk_joy1","3","10"
"","","10018","","10013","","","","","91","10"
"","","10019","","0","","","","0","22","10"
"1","","10020","","119931","","0.2","","psy_miyako_thinking1","3","10"
"0","","10021","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1002","21","10"
"5","0.5","10022","1","119931","0","0","0","不過這是什麼果實來的？\n橡子還認得出來，\n但這個紅色的果實就不認得了。","11","10"
"","","10023","","0","","","","","91","10"
"","","10024","","0","","","","0","22","10"
"3","0","10025","0","1","0","0","0","6","12","10"
"1","","10026","","1","","0.2","","psy_item02_up_loop_talk","3","10"
"","","10027","","3","","","","","93","10"
"1","","10028","","1","","0.2","","psy_item02_up_loop","3","10"
"1","","10029","","119931","","0.2","","psy_miyako_sad1","3","10"
"0","","10030","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1003","21","10"
"6","0.5","10031","1","119931","0","0","0","一吃下去就會噴火的果實？\n為什麼要帶這麼危險的東西過來！\n果然你還是派不上用場～！","11","10"
"","","10032","","3","","","","1","93","10"
"1","","10033","","119931","","0.2","","psy_miyako_anger2","3","10"
"","","10034","","10031","","","","","91","10"
"","","10035","","0","","","","0","22","10"
"","","10036","","1","","","","","93","10"
"","","10037","","0","","","","","91","10"
"100","psy_miyako_idle","11001","-300","1","-200","1.7","0","119931","1","11"
"100","psy_idle_normal","11002","1000","1","-220","1.7","1","1","5","11"
"0","","11003","0","1","1","1","","11","31","11"
"","","11004","","2","","","","","93","11"
"1","","11005","","1","","0.2","","psy_item03_run","3","11"
"-220","","11006","3","1","0","","","185","2","11"
"","","11007","","3","","","","","93","11"
"0","","11008","psy_item03_up_loop","1","1","0.2","0","psy_item03_up","3","11"
"","","11009","","0.5","","","","","93","11"
"0","","11010","","感覺這個可以給妳靈感唷。","","","","11011","103","11"
"1","","11011","","119931","","0.2","","psy_miyako_talk3","3","11"
"0","","11012","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1101","21","11"
"5","1","11013","1","119931","0","0","0","三局定勝負的意思嗎？\n如果這次再不帶正常的東西過來，\n人家就把你變成布丁喲。","11","11"
"","","11014","","4","","","","1","93","11"
"1","","11015","","119931","","0.2","","psy_miyako_panic3","3","11"
"","","11016","","11013","","","","","91","11"
"","","11017","","0","","","","0","22","11"
"1","","11018","","119931","","0.2","","psy_miyako_thinking1","3","11"
"0","","11019","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1102","21","11"
"4","0.5","11020","1","119931","0","0","0","然後呢，你手上拿的紙\n是什麼？\n是美味布丁的食譜嗎？","11","11"
"","","11021","","0","","","","","91","11"
"","","11022","","0","","","","0","22","11"
"0","","11023","","劇本和班表","","","","11024","103","11"
"1","","11024","","119931","","0.2","","psy_miyako_talk4","3","11"
"0","","11025","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1103","21","11"
"4","0.5","11026","1","119931","0","0","0","……在製作布丁上\n完全派不上用場喲。\n宮子不該拜託你的。","11","11"
"","","11027","","0","","","","","91","11"
"","","11028","","0","","","","0","22","11"
"1","","11029","","119931","","0.2","","psy_miyako_sad1","3","11"
"0","","11030","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1104","21","11"
"4","0.5","11031","1","119931","0","0","0","這也跟你認識的人有關係嗎？\n你認識的人\n都是一群怪咖來的！","11","11"
"","","11032","","0","","","","","91","11"
"","","11033","","0","","","","0","22","11"
"1","","11034","","119931","","0.2","","psy_miyako_talk_joy1","3","11"
"0","","11035","0","vo_minigame_1008","","","","vo_minigame_1008_drama_1105","21","11"
"5","0.5","11036","1","119931","0","0","0","不過因為宮子很溫柔，\n就算是你那派不上用場的線索，\n人家也可以做出好吃的布丁喲！\n感恩戴德吧！","11","11"
"","","11037","","5","","","","1","93","11"
"0","","11038","psy_miyako_doya_loop","119931","1","0.2","0","psy_miyako_doya_in","3","11"
"","","11039","","11036","","","","","91","11"
"","","11040","","0","","","","0","22","11"
"","","11041","","1.5","","","","","93","11"
"","","11042","","0","","","","","91","11"
