06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"187","124161","2","1","0","3","-100","0","91002","0","0.7","71060187","30600","0","6","0","710601871","5","1","40004","50","-168","0","1","0","-1","0","0.55","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124312","101501","0.7","0","333","94002","0","30","0","0","2100287"
"188","124101","1","1","0","3","-100","0","91002","0","0.7","71060188","30700","0","6","0","710601881","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124432","101501","0.7","0","333","94002","0","30","0","0","2100288"
"189","114461","3","1","0","3","-100","0","91002","0","0.7","71060189","30800","0","6","0","710601891","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124342","101501","0.7","0","333","94002","0","30","0","0","2100289"
"190","31029","4","1","0","3","-100","72060190","140000","0","0.7","71060190","30900","10","6","1","710601901","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101503","1","0","333","94002","0","1","0","0","2100290"
"191","124103","2","1","0","3","-100","0","91002","0","0.7","71070191","3","0","7","0","710701911","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114583","101511","0.7","0","333","114102","94002","30","0","0","2100291"
"192","114193","1","1","0","3","-100","0","91002","0","0.7","71070192","3","0","7","0","710701921","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114104","101511","0.55","0","333","124042","94002","30","0","0","2100292"
"193","114552","3","1","0","3","-100","0","91002","0","0.7","71070193","3","0","7","0","710701931","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124074","101511","0.7","0","333","124372","94002","30","0","0","2100293"
"194","124163","4","1","0","3","-100","0","91002","0","0.7","71070194","3","0","7","0","710701941","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114014","101511","0.7","0","333","124342","94002","30","0","0","2100294"
"195","114582","2","1","0","3","-100","0","91002","0","0.7","71070195","3","0","7","0","710701951","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124344","101511","0.7","0","333","124192","94002","30","0","0","2100295"
"196","114612","1","1","0","3","-100","0","91002","0","0.7","71070196","3","0","7","0","710701961","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.5","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114613","101511","0.7","0","333","114012","94002","30","0","0","2100296"
"197","124402","3","1","0","3","-100","0","91002","0","0.7","71070197","3","0","7","0","710701971","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114254","101511","0.7","0","333","114162","94002","30","0","0","2100297"
"198","114073","4","1","0","3","-100","0","91002","0","0.7","71070198","3","0","7","0","710701981","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124044","101511","0.7","0","333","124432","94002","30","0","0","2100298"
"199","124523","2","1","0","3","-100","0","91002","0","0.7","71070199","3","0","7","0","710701991","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114164","101511","0.7","0","333","124282","94002","30","0","0","2100299"
"200","31056","1","1","0","3","-100","0","140000","0","0.7","71070200","100000","0","7","1","710702001","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101513","1","0","333","94002","0","1","0","0","2100300"
"201","114552","3","1","0","3","-100","0","91002","0","0.7","71070201","3","0","7","0","710702011","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114104","101511","0.7","0","333","124042","94002","30","0","0","2100301"
"202","124103","4","1","0","3","-100","0","91002","0","0.7","71070202","3","0","7","0","710702021","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114014","101511","0.7","0","333","124372","94002","30","0","0","2100302"
"203","114193","2","1","0","3","-100","0","91002","0","0.7","71070203","3","0","7","0","710702031","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124074","101511","0.7","0","333","114102","94002","30","0","0","2100303"
"204","124163","1","1","0","3","-100","0","91002","0","0.7","71070204","3","0","7","0","710702041","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114583","101511","0.7","0","333","114012","94002","30","0","0","2100304"
"205","114612","3","1","0","3","-100","0","91002","0","0.7","71070205","3","0","7","0","710702051","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114613","101511","0.7","0","333","124342","94002","30","0","0","2100305"
"206","124402","4","1","0","3","-100","0","91002","0","0.7","71070206","3","0","7","0","710702061","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.5","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124044","101511","0.7","0","333","124192","94002","30","0","0","2100306"
"207","114582","2","1","0","3","-100","0","91002","0","0.7","71070207","3","0","7","0","710702071","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114164","101511","0.7","0","333","124432","94002","30","0","0","2100307"
"208","124523","1","1","0","3","-100","0","91002","0","0.7","71070208","3","0","7","0","710702081","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114254","101511","0.7","0","333","124282","94002","30","0","0","2100308"
"209","114073","3","1","0","3","-100","0","91002","0","0.7","71070209","3","0","7","0","710702091","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124344","101511","0.7","0","333","114162","94002","30","0","0","2100309"
"210","31037","4","1","0","3","-100","72070210","140000","0","0.7","71070210","100000","0","7","1","710702101","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.5","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101513","1","0","333","94002","0","1","0","0","2100310"
"211","124103","2","1","0","3","-100","0","91002","0","0.7","71080211","3","0","8","0","710802111","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114583","101521","0.7","0","333","114102","94002","30","0","0","2100311"
"212","124074","1","1","0","2","-100","0","140001","0","0.7","71080212","3","0","8","0","710802121","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","114552","94002","1","0","0","2100312"
"213","114193","3","1","0","3","-100","0","91002","0","0.7","71080213","3","0","8","0","710802131","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114104","101521","0.7","0","333","124372","94002","30","0","0","2100313"
"214","124344","4","1","0","2","-100","0","140001","0","0.7","71080214","3","0","8","0","710802141","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","124163","94002","1","0","0","2100314"
"215","114582","2","1","0","3","-100","0","91002","0","0.7","71080215","3","0","8","0","710802151","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114583","101521","0.7","0","333","124192","94002","30","0","0","2100315"
"216","124074","1","1","0","2","-100","0","140001","0","0.7","71080216","3","0","8","0","710802161","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","114612","94002","1","0","0","2100316"
"217","114073","3","1","0","3","-100","0","91002","0","0.7","71080217","3","0","8","0","710802171","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114104","101521","0.7","0","333","124282","94002","30","0","0","2100317"
"218","124344","4","1","0","2","-100","0","140001","0","0.7","71080218","3","0","8","0","710802181","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","124523","94002","1","0","0","2100318"
"219","124103","2","1","0","3","-100","0","91002","0","0.7","71080219","3","0","8","0","710802191","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114583","101521","0.7","0","333","124432","94002","30","0","0","2100319"
"220","91002","1","1","0","100","-100","0","140000","0","0","71080220","3","0","8","1","710802201","1","-1","40004","50","-101","0","1","0","99","100000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.7","299","0","140001","101523","0.7","0","0","31005","94002","1","-10","0","2100320"
"221","124163","3","1","0","3","-100","0","91002","0","0.7","71080221","3","0","8","0","710802211","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124074","101521","0.7","0","333","124042","94002","30","0","0","2100321"
"222","114104","4","1","0","2","-100","0","140001","0","0.7","71080222","3","0","8","0","710802221","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","114552","94002","1","0","0","2100322"
"223","114582","2","1","0","3","-100","0","91002","0","0.7","71080223","3","0","8","0","710802231","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124344","101521","0.7","0","333","114102","94002","30","0","0","2100323"
"224","114583","1","1","0","2","-100","0","140001","0","0.7","71080224","3","0","8","0","710802241","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","114193","94002","1","0","0","2100324"
"225","114073","3","1","0","3","-100","0","91002","0","0.7","71080225","3","0","8","0","710802251","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.55","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124074","101521","0.7","0","333","124342","94002","30","0","0","2100325"
"226","114104","4","1","0","2","-100","0","140001","0","0.7","71080226","3","0","8","0","710802261","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","114612","94002","1","0","0","2100326"
"227","124103","2","1","0","3","-100","0","91002","0","0.7","71080227","3","0","8","0","710802271","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124344","101521","0.7","0","333","114162","94002","30","0","0","2100327"
"228","114583","1","1","0","2","-100","0","140001","0","0.7","71080228","3","0","8","0","710802281","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101521","0.7","0","333","124523","94002","1","0","0","2100328"
"229","114552","3","1","0","3","-100","0","91002","0","0.7","71080229","3","0","8","0","710802291","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124074","101521","0.7","0","333","124282","94002","30","0","0","2100329"
"230","91002","4","1","0","100","-100","72080230","140000","0","0","71080230","3","0","8","1","710802301","1","-1","40004","50","-101","0","1","0","99","100000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.7","299","0","140001","101523","0.7","0","0","31013","94002","1","-10","0","2100330"
"231","114583","2","1","0","2","-100","0","91002","0","0.7","71090231","5","0","9","0","710902311","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115071","101721","0.7","0","333","124103","94002","30","0","0","2100331"
"232","115041","1","1","0","2","-100","0","140001","0","0.7","71090232","2","0","9","0","710902321","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","124074","94002","1","0","0","2100332"
"233","114104","3","1","0","2","-100","0","91002","0","0.7","71090233","5","0","9","0","710902331","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115251","101721","0.7","0","333","114193","94002","30","0","0","2100333"
"234","125101","4","1","0","2","-100","0","140001","0","0.7","71090234","2","0","9","0","710902341","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","114613","94002","1","0","0","2100334"
"235","124344","2","1","0","2","-100","0","91002","0","0.7","71090235","5","0","9","0","710902351","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115161","101721","0.7","0","333","114582","94002","30","0","0","2100335"
"236","115011","1","1","0","2","-100","0","140001","0","0.7","71090236","2","0","9","0","710902361","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","114254","94002","1","0","0","2100336"
"237","114014","3","1","0","2","-100","0","91002","0","0.7","71090237","5","0","9","0","710902371","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125371","101721","0.7","0","333","114193","94002","30","0","0","2100337"
"238","125401","4","1","0","2","-100","0","140001","0","0.7","71090238","2","0","9","0","710902381","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","114164","94002","1","0","0","2100338"
"239","124044","2","1","0","2","-100","0","91002","0","0.7","71090239","5","0","9","0","710902391","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125131","101721","0.7","0","333","124163","94002","30","0","0","2100339"
"240","91002","1","1","0","100","-100","0","140000","0","0","71090240","3","0","9","1","710902401","1","-1","40004","50","-101","0","1","0","99","100000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.7","299","0","140001","101723","1.1","0","0","31008","94002","1","0","0","2100340"
"241","114613","3","1","0","2","-100","0","91002","0","0.7","71090241","5","0","9","0","710902411","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115251","101721","0.7","0","333","114582","94002","30","0","0","2100341"
"242","125101","4","1","0","2","-100","0","140001","0","0.7","71090242","2","0","9","0","710902421","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","124074","94002","1","0","0","2100342"
"243","124344","2","1","0","2","-100","0","91002","0","0.7","71090243","5","0","9","0","710902431","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115071","101721","0.7","0","333","124103","94002","30","0","0","2100343"
"244","115041","1","1","0","2","-100","0","140001","0","0.7","71090244","2","0","9","0","710902441","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","114104","94002","1","0","0","2100344"
"245","114014","3","1","0","2","-100","0","91002","0","0.7","71090245","5","0","9","0","710902451","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115011","101721","0.7","0","333","114193","94002","30","0","0","2100345"
"246","115161","4","1","0","2","-100","0","140001","0","0.7","71090246","2","0","9","0","710902461","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","114254","94002","1","0","0","2100346"
"247","114583","2","1","0","2","-100","0","91002","0","0.7","71090247","5","0","9","0","710902471","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125131","101721","0.7","0","333","124103","94002","30","0","0","2100347"
"248","125371","1","1","0","2","-100","0","140001","0","0.7","71090248","2","0","9","0","710902481","30","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101721","0.7","0","333","114164","94002","1","0","0","2100348"
"249","124074","3","1","0","2","-100","0","91002","0","0.7","71090249","5","0","9","0","710902491","2","1","40004","50","-168","0","1","0","-1","50000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125401","101721","0.7","0","333","114193","94002","30","0","0","2100349"
"250","91002","4","1","0","100","-100","72090250","140000","0","0","71090250","3","0","9","1","710902501","1","-1","40004","50","-101","0","1","0","99","100000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.7","299","0","140001","101723","1.1","0","0","31023","94002","1","0","0","2100350"
"251","114254","2","1","0","2","-100","0","91002","0","0.7","71100251","5","0","10","0","711002511","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115071","101811","0.7","0","333","124103","94002","30","0","0","2100351"
"252","115251","1","1","0","2","-100","0","140001","0","0.7","71100252","2","0","10","0","711002521","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","114583","94002","1","0","0","2100352"
"253","114613","3","1","0","2","-100","0","91002","0","0.7","71100253","5","0","10","0","711002531","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115041","101811","0.7","0","333","114552","94002","30","0","0","2100353"
"254","125101","4","1","0","2","-100","0","140001","0","0.7","71100254","2","0","10","0","711002541","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","124044","94002","1","0","0","2100354"
"255","124284","2","1","0","2","-100","0","91002","0","0.7","71100255","5","0","10","0","711002551","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115581","101811","0.7","0","333","114582","94002","30","0","0","2100355"
"256","115161","1","1","0","2","-100","0","140001","0","0.7","71100256","2","0","10","0","711002561","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","114104","94002","1","0","0","2100356"
"257","124344","3","1","0","2","-100","0","91002","0","0.7","71100257","5","0","10","0","711002571","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125401","101811","0.7","0","333","114552","94002","30","0","0","2100357"
"258","125371","4","1","0","2","-100","0","140001","0","0.7","71100258","2","0","10","0","711002581","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","124224","94002","1","0","0","2100358"
"259","114164","2","1","0","2","-100","0","91002","0","0.7","71100259","5","0","10","0","711002591","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125341","101811","0.7","0","333","124163","94002","30","0","0","2100359"
"260","91002","1","1","0","100","-100","0","140000","0","0","71100260","3","0","10","1","711002601","1","-1","40004","50","-101","0","1","0","99","150000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.7","299","0","140001","101813","0.9","0","0","31007","94002","1","0","0","2100360"
"261","124044","3","1","0","2","-100","0","91002","0","0.7","71100261","5","0","10","0","711002611","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115041","101811","0.7","0","333","114582","94002","30","0","0","2100361"
"262","125101","4","1","0","2","-100","0","140001","0","0.7","71100262","2","0","10","0","711002621","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","114583","94002","1","0","0","2100362"
"263","124284","2","1","0","2","-100","0","91002","0","0.7","71100263","5","0","10","0","711002631","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115071","101811","0.7","0","333","124103","94002","30","0","0","2100363"
"264","115251","1","1","0","2","-100","0","140001","0","0.7","71100264","2","0","10","0","711002641","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","114613","94002","1","0","0","2100364"
"265","124344","3","1","0","2","-100","0","91002","0","0.7","71100265","5","0","10","0","711002651","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115161","101811","0.7","0","333","114552","94002","30","0","0","2100365"
"266","115581","4","1","0","2","-100","0","140001","0","0.7","71100266","2","0","10","0","711002661","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","114104","94002","1","0","0","2100366"
"267","114254","2","1","0","2","-100","0","91002","0","0.7","71100267","5","0","10","0","711002671","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125341","101811","0.7","0","333","124103","94002","30","0","0","2100367"
"268","125401","1","1","0","2","-100","0","140001","0","0.7","71100268","2","0","10","0","711002681","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101811","0.7","0","333","124224","94002","1","0","0","2100368"
"269","114583","3","1","0","2","-100","0","91002","0","0.7","71100269","5","0","10","0","711002691","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125371","101811","0.7","0","333","114552","94002","30","0","0","2100369"
"270","91002","4","1","0","100","-100","72100270","140000","0","0.7","71100270","3","0","10","1","711002701","1","-1","40004","50","-168","0","1","0","-1","150000","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","140001","101813","0.9","0","333","31053","94002","1","0","0","2100370"
"271","115071","2","1","0","2","-100","0","91002","0","0.7","71110271","5","0","11","0","711102711","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115222","101891","0.7","0","333","114613","94002","30","0","0","2100371"
"272","115552","1","1","0","2","-100","0","140001","0","0.7","71110272","2","0","11","0","711102721","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","115251","94002","2","0","0","2100372"
"273","115581","3","1","0","2","-100","0","91002","0","0.7","71110273","5","0","11","0","711102731","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115192","101891","0.7","0","333","124284","94002","30","0","0","2100373"
