a4b3bb0198f8bd335d8f5ca238dad1cd95fb838e0d932cc2181bd63796b72dff,477c600019006d29037bd04a138f4cd3cd6ce48ca23dfb36b2e4fe84f9a6760f,0c37757a753e568b3d31b905f10e36f7e9aa366bbe1483cfdb84fd92deef39e3,4959479cc82caae206f34201353f3afb911784e22eec6a7a1844c0c5bedb5f89,ec5c511858cbd1030c4e078054bf60de49f142e140630410106249f5286166b8,18201c3420d4749b019b3ef32f6013a902cd496c793374c58d87697ea7237359,5b24d28ac7651251cf5949a119b1beff661cf08caaaa5ccf4e5603191cef05d5,6fc0403b4b111fcba768ee013dbf296811af80bbd6a0619e586bb2d408b099f4
"102","bgm_M260","2015/12/17 15:00:00","13027","27.佩特羅大森林‧東部","2030/12/17 14:59:59","bgm_M260","27.佩特羅大森林‧東部"
"102","bgm_M278","2015/12/17 15:00:00","13028","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部"
"102","bgm_M278","2015/12/17 15:00:00","13029","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部"
"102","bgm_M293","2020/04/14 16:00:00","13030","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","bgm_M293","30.弗泰拉斷崖‧北部"
"102","bgm_M293","2022/07/11 16:00:00","13031","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","bgm_M293","31.弗泰拉斷崖‧南部"
"102","bgm_M339","2022/10/11 16:00:00","13032","32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","bgm_M339","32.法斯奇亞森林‧南部"
"102","bgm_M339","2023/01/10 16:00:00","13033","33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","bgm_M339","33.法斯奇亞森林‧東部"
"102","bgm_M374","2023/03/09 16:00:00","13034","34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","bgm_M374","34.迪克斯提亞岩崖‧西壁"
"102","bgm_M374","2023/06/08 16:00:00","13035","35.迪克斯提亞\n　　　　　岩崖‧東壁","2030/12/17 14:59:59","bgm_M374","35.迪克斯提亞岩崖‧東壁"
"103","bgm_MC001","2023/09/08 16:00:00","13063","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","bgm_MC001","63.阿帕雷尤街道‧西側"
"103","bgm_MC001","2023/12/07 16:00:00","13064","64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","bgm_MC001","64.阿帕雷尤街道‧東側"
"103","bgm_MC001","2015/12/17 15:00:00","13065","65.帕菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","bgm_MC001","65.帕菲之城　城鎮"
"104","bgm_MC079","2015/12/17 15:00:00","13067","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林"
"104","bgm_MC079","2015/12/17 15:00:00","13068","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","68.思索樹海"
"0","","2019/03/06 16:00:00","18001","聖跡調查冒險","2030/12/17 14:59:59","","聖跡調查冒險"
"0","","2020/01/02 16:00:00","19001","神殿調查冒險","2030/12/17 14:59:00","","神殿調查冒險"
"0","","2015/12/17 15:00:00","21001","瑪那冒險","2030/12/17 14:59:59","","瑪那冒險"
"0","","2015/12/17 15:00:00","21002","經驗值冒險","2030/12/17 14:59:59","","經驗值冒險"
