4e0288ba137d141031d7a55d054cbd1ff11e705290cccc498032de8dcb5221b1,8a410e2431500fa6ba8143ce5a092bb39fcaacbd0d4b64396caf7d1960a83970,a3d5f61209b5c1c8b148828acef9d09398a440b21773780160730b171f573fc7,a668afa7d58737dd54c4062bfbf42923c0cc1be25182c4b54148c5facfb94db4,3ea7651900dbf017713cf5cbc16de3fff86a26a29495515248876e814cc38e7d,42ab549d258241cea4661301fd6151ec51a46a4b75df6d8f613de160e1661142,f0cad9107c6795ee152f9882053bb59b046be3521bbf1b9eebbbba47e46bdebb,e2d8e72d6e237a70179c038f6fe211b336847bc52c6ec2ff5ce4a8a26419a616,68f2e02748c4f4df650edf1b4e4455f7c99da0deccb7baf328970758da2b453a,b8869e6455984070462c2f58c47f5df8ebbb9c6b32dae80147e4f530462db19d,bc2eaec74bfa2becab1b225987ea34f6742e7c58b0126ed785e54aa8dd4f76f0,b39e8ae1f1272c4ad3b702b7b2b0c2fe7b725234af390b95c0b9bf276827a0ba,5c0ad312c358a24c4199f57444566dd5f84825bb1637d6b57698f185af444b54,140e104b7379c4cc975f803b8b5012db77d993338df5796c8087c0139a4f051b,da1fa682b93bd3be7e05a94bed8a9bc40035c1772c413be2df8092515f52425e,1e70fe92152e482d67136e301d27e223bdf58857a14e262092d67995051a8c00
"15","113001","7","","43","精靈族","4","大関英里","觀察","O","步未（奇幻）","何時都會一見鍾情，純情少女","155","16","0","純白之翼 蘭德索爾分部"
"13","113101","11","","54","人族","7","佐藤利奈","釣魚","B","流夏（夏日）","散發人情味的帥氣「大姐頭」","167","25","0","暮光流星群"
"13","113201","5","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","45","魔族","7","髙野麻美","寫小說","A","杏奈（夏日）","相信前世的中二病患「疾風之冥姬」","159","17","0","暮光流星群"
"13","113301","21","","55","魔族","8","佳村はるか","讀書、魔法","O","七七香（夏日）","宅宅暴走的魔法少女","166","18","0","暮光流星群"
"6","113401","24","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","46","精靈族","12","大橋彩香","和妹妹一起玩、回籠覺、午睡、早睡","A","初音（夏日）","為了大家使用超能力的睡美人","156","17","0","森林守衛"
"6","113501","5","","54","精靈族","9","國府田マリ子","製作繪本","O","美里（夏日）","充滿母性又溫柔，大家的「美里老師」","165","21","0","森林守衛"
"8","113601","25","","50","人族","10","川澄綾子","格鬥技、入浴","A","純（夏日）","看不見面容的沉著女騎士","171","25","0","王宮騎士團"
"7","113701","22","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","42","魔族","11","浅倉杏美","薩克斯風","O","茜里（天使）","愛撒嬌又受大家喜歡","150","13","0","惡魔偽王國軍"
"7","113801","22","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","40","魔族","11","原紗友里","所有遊戲","O","依里（天使）","怕生的任性女孩","150","13","0","惡魔偽王國軍"
"4","113901","7","","45","人族","9","木戸衣吹","裁縫","AB","紡希（萬聖節）","最愛時尚的可愛女孩","153","14","0","慈樂之音"
"2","114001","12","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","46","魔族","1","早見沙織","讀書、騎馬、茶","B","怜（萬聖節）","冷酷又率直的劍士","163","18","0","破曉之星"
"8","114101","25","","40","獸人族","11","下田麻美","英雄扮演遊戲","O","茉莉（萬聖節）","仰慕英雄的見習騎士少女","146","12","0","王宮騎士團"
"15","114201","28","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","33","人族","7","辻あゆみ","逛點心店","A","莫妮卡（魔法少女）","外表與內心都是孩子的異國軍人","140","17","0","純白之翼 蘭德索爾分部"
"8","114301","11","","43","人族","8","茅原実里","劍術、戲弄長輩","A","智（魔法少女）","重情義愛捉弄人的劍術少女","149","13","0","王宮騎士團"
"12","114401","12","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","45","人族","3","松嵜麗","慈善事業","AB","秋乃（聖誕節）","目標成為頂尖商人的元氣大小姐","157","18","0","墨丘利財團"
"9","114501","4","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","43","精靈族","10","堀江由衣","經營、茶會","A","咲戀（聖誕節）","經營育幼院的庶民派溫柔大小姐","156","17","0","咲戀育幼院"
"12","114601","16","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","55","精靈族","3","今井麻美","隨意逛街","A","優花梨（聖誕節）","既純情又放心不下的成熟女性","164","22","0","墨丘利財團"
"","114701","11","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","40","人族","8","潘めぐみ","冒險、回憶故事","O","矛依未（新年）","徬徨的謎樣少女","148","16","0","？？？"
"","115001","24","","??","精靈族","3","井口裕香","模仿、藝術欣賞","O","似似花（新年）","隱居在研究所，相當文靜的大姊姊","149","24","0","？？？"
"1","115501","11","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","35","精靈族","5","伊藤美来","冥想、養育動植物","B","可可蘿（祭服）","仰慕主人，小小嚮導","140","11","0","美食殿堂"
"2","115601","5","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","47","人族","4","種田梨沙","料理、觀察人類","O","優衣（祭服）","擅長支援戰鬥，心地善良的少女","158","17","0","破曉之星"
"10","115701","3","","41","獸人族","11","水瀬いのり","讀書、推理","AB","霞（夏日）","頭腦聰明的美少女名偵探","152","15","0","哞哞自衛隊"
"11","115801","14","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","100","獸人族","3","徳井青空","理毛、聊天","A","莉瑪（灰姑娘）","少女心的毛茸茸生物","150","17","0","伊麗莎白牧場"
"10","115901","9","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","54","獸人族","8","小松未可子","做點心","O","真琴（灰姑娘）","不輸男人的狂野義氣少女","168","17","0","哞哞自衛隊"
"10","116001","22","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","42","獸人族","9","内田真礼","幻想、蒐集玩偶","O","真步（灰姑娘）","真步真步王國的公主","155","16","0","哞哞自衛隊"
"16","116201","7","","42","精靈族","8","種﨑敦美","飛鏢","O","克蘿依（聖學祭）","生長在市區的陰暗系精靈族","154","17","0","聖德蕾莎女子學院（好朋友社）"
"16","116301","15","","46","人族","9","佐倉綾音","跳舞、卡拉OK","O","琪愛兒（聖學祭）","天生自由奔放的失禮現代小孩","156","16","0","聖德蕾莎女子學院（好朋友社）"
"16","116401","28","","36","人族","2","小原好美","讀書","O","優妮（聖學祭）","沉睡於書庫的小小賢人","142","18","0","聖德蕾莎女子學院（好朋友社）"
"17","116501","29","","???","龍人族","9","藤田茜","遊戲","AB","祈梨（時空旅行）","嘴上功夫一流的廢材龍娘","145","13","0","龍族巢穴"
"17","116601","25","","???","龍人族","6","小市眞琴","格鬥技","B","嘉夜（時空旅行）","專門用拳頭來交朋友的打手龍少女","156","16","0","龍族巢穴"
"6","116701","6","","44","精靈族","6","花澤香菜","交朋友的想像訓練","AB","碧（工作服）","嚮往「朋友」的精靈之森女孩","158","13","0","森林守衛"
"12","116801","1","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","48","獸人族","3","沼倉愛美","與貓咪玩耍","AB","珠希（工作服）","鋤強扶弱的貓娘","158","19","0","墨丘利財團"
"12","116901","11","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","49","人族","11","田所あずさ","傭兵等等的打工","O","美冬（工作服）","公事私事都效率至上的傭兵少女","163","20","0","墨丘利財團"
"13","117001","30","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","43","魔族","7","橋本ちなみ","實驗、裁縫、料理","B","惠理子（夏日）","專情於命中注定對象的少女","154","16","0","暮光流星群"
"3","117101","24","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","54","人族","10","生天目仁美","所有家事","O","靜流（夏日）","姐姐會照顧你的呦！","168","18","0","拉比林斯"
"4","117201","24","","40","人族","1","日笠陽子","看舞台劇，跳舞","B","望（夏日）","能歌善舞的超人氣偶像","157","17","0","慈樂之音"
"4","117301","3","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","46","人族","6","福原綾香","各種樂器","O","千歌（夏日）","守護人們而歌唱的唱喚士少女","163","17","0","慈樂之音"
"4","117401","7","","45","人族","9","木戸衣吹","裁縫","AB","紡希（夏日）","最愛時尚的可愛女孩","153","14","0","慈樂之音"
"13","117501","7","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","53","人族","3","三石琴乃","研究、實驗","A","深月（大江戶）","興趣是實驗的危險科學家","166","27","0","暮光流星群"
"15","117601","10","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","40","精靈族","10","大空直美","欣賞鏡中的自己","AB","雪（大江戶）","我比任何人都還要美麗","150","14","0","純白之翼 蘭德索爾分部"
"10","117701","7","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","53","獸人族","7","高森奈津美","跳舞、空手道","A","香織（萬聖節）","隨時都「船到橋頭自然直」的天真少女","158","17","0","哞哞自衛隊"
"15","117801","31","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","51","人族","8","佐藤聡美","忍法開發","O","妮諾（萬聖節）","東國的神祕，請告訴我！","163","16","0","純白之翼 蘭德索爾分部"
"14","117901","10","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","48","魔族","4","上坂すみれ","時尚","O","鈴奈（萬聖節）","天真浪漫的人氣超級名模","167","17","0","月光學院"
"18","118001","19","","57","人族","9","Lynn","數錢、打壞主意","A","克蕾琪塔","醒悟了忠義的女商人","160","26","0","里士滿工商會"
"19","118101","28","","53","魔族","12","原田彩楓","唱歌、看書，以及寫詩","O","蘭法","歌唱尋求靜寂的陰沉少女","165","20","0","憤怒‧軍團"
"19","118201","2","","??","人族","7","鬼頭明里","無","A","美空","樂觀開朗，卻趨向毀滅的活潑少女","159","16","0","憤怒‧軍團"
"","118501","12","","43","人族","9","洲崎綾","處理文件、散步、桌遊","A","花凜","擔任【公會管理協會】職員的親切大姐姐","152","24","0","？？？"
"","118601","?","","???","？？？","?","相坂優歌","惡作劇","?","涅比亞","在幻霧玩耍的愛惡作劇嚮導小妖精","???","??","0","？？？"
"14","119001","14","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","52","魔族","8","伊藤静","看戀愛小說、戀愛劇、戀愛漫畫","B","伊緒（黑暗）","魅惑眾多男性的純潔女老師","162","23","0","月光學院"
"15","119101","19","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","49","人族","11","長妻樹里","閱讀小說","AB","空花（黑暗）","最愛妄想！其實是個害羞少女","157","18","0","純白之翼 蘭德索爾分部"
"11","119201","3","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","35","人族","3","新田恵海","相聲","B","真陽（聖誕節）","令大家歡笑的歡樂牧場主人","142","20","0","伊麗莎白牧場"
"3","119301","25","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","44","人族","8","阿澄佳奈","裁縫","A","璃乃（聖誕節）","親人又多話的妹系少女","156","15","0","拉比林斯"
"7","119901","23","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","32","魔族","1","雨宮天","吃布丁","B","宮子（聖誕節）","最愛布丁的幽靈少女","130","14","0","惡魔偽王國軍"
"3","120001","24","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","54","人族","10","生天目仁美","所有家事","O","靜流（黑暗）","姐姐會照顧你的呦！","168","18","0","拉比林斯"
"1","120701","14","","???","龍人族","12","近藤玲奈","讀書、伸展運動","B","雪菲（新年）","失去記憶的龍人族少女","147","14","0","美食殿堂"
"13","120801","11","","54","人族","7","佐藤利奈","釣魚","B","流夏（新年）","散發人情味的帥氣「大姐頭」","167","25","0","暮光流星群"
"7","120901","5","","50","魔族","5","丹下桜","征服世界","A","伊莉亞（新年）","曾經支配黑夜的最強吸血鬼","172","??","0","惡魔偽王國軍"
"1","121001","31","","46","人族","3","M・A・O","邊走邊吃、料理","O","貪吃佩可（超載）","元氣滿點的空腹少女","156","17","0","美食殿堂"
"1","121101","2","","39","獸人族","9","立花理香","和貓咪玩耍","A","凱留（超載）","倒在路旁的謎之貓耳魔法師","152","14","0","美食殿堂"
"3","121201","25","","??","人族","7","沢城みゆき","觀察人類","AB","拉比林斯達（超載）","祕密結社拉比林斯的「迷宮女王」","160","25","0","拉比林斯"
"9","121301","9","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","40","人族","6","植田佳奈","看戲、扮家家酒","B","胡桃（舞台）","愛哭又膽小，令人想去保護的女孩","150","12","0","咲戀育幼院"
"14","121401","3","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","22","魔族","1","久野美咲","閱讀流行雜誌、蒐集化妝品","A","美咲（舞台）","稍微有點差距的少女戀情","120","11","0","月光學院"
"15","121501","7","","43","精靈族","4","大関英里","觀察","O","步未（怪盜）","何時都會一見鍾情，純情少女","155","16","0","純白之翼 蘭德索爾分部"
"17","121601","29","","???","龍人族","9","藤田茜","遊戲","AB","祈梨（怪盜）","嘴上功夫一流的廢材龍娘","145","13","0","龍族巢穴"
"13","121901","5","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","45","魔族","7","髙野麻美","寫小說","A","杏奈（海盜）","相信前世的中二病患「疾風之冥姬」","159","17","0","暮光流星群"
"7","122001","22","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","42","魔族","12","大坪由佳","占卜","AB","忍（海盜）","擅長占卜的靈能少女","157","18","0","惡魔偽王國軍"
"6","122101","6","","44","精靈族","6","花澤香菜","交朋友的想像訓練","AB","碧（露營）","嚮往「朋友」的精靈之森女孩","158","13","0","森林守衛"
"12","122201","16","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","55","精靈族","3","今井麻美","隨意逛街","A","優花梨（露營）","既純情又放心不下的成熟女性","164","22","0","墨丘利財團"
"","122301","6","","41","魔族","12","釘宮理惠","散步、做料理","AB","班比","僕從親愛的主人","149","??","0","？？？"
"2","122401","27","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","44","獸人族","8","東山奈央","助人、打氣加油","A","日和（夏日）","最愛幫助別人！　正向思考的格鬥少女","155","16","0","破曉之星"
"2","122501","12","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","46","魔族","1","早見沙織","讀書、騎馬、茶","B","怜（夏日）","冷酷又率直的劍士","163","18","0","破曉之星"
"2","122601","5","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","47","人族","4","種田梨沙","料理、觀察人類","O","優衣（夏日）","擅長支援戰鬥，心地善良的少女","158","17","0","破曉之星"
"5","122701","2","","21","精靈族","2","小倉唯","讀書","A","鏡華（夏日）","端莊正直的嬌小優等生","118","8","0","小小甜心"
"5","122801","10","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","27","人族","8","諸星すみれ","惡作劇、探險","O","禊（夏日）","愛好冒險的搗蛋鬼","128","9","0","小小甜心"
"5","122901","3","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","21","獸人族","4","日高里菜","蒐集可愛的東西","O","美美（夏日）","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪","117","10","0","小小甜心"
"","123001","?","","???","？？？","?","相坂優歌","？？？","?","愛梅斯","以全新樣貌繼續支持騎士冒險的妖精","150","??","0","？？？"
"10","123101","22","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","42","獸人族","9","内田真礼","幻想、蒐集玩偶","O","真步（探險家）","真步真步王國的公主","155","16","0","哞哞自衛隊"
"9","123201","10","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","38","人族","5","芹澤優","能在房間裡玩的遊戲","B","綾音（探險家）","永遠跟噗吉在一起！","148","14","0","咲戀育幼院"
"19","123301","13","","55","魔族？","6","和氣杏未","和可愛的正太玩、購物","B","涅婭","超喜歡正太♪辣妹系史萊姆女孩","157","19","0","憤怒‧軍團"
"8","123401","25","","50","人族","10","川澄綾子","格鬥技、入浴","A","純（露營）","看不見面容的沉著女騎士","171","25","0","王宮騎士團"
"11","123501","1","","42","獸人族","1","小岩井ことり","紅豆麵包","B","鈴（萬聖節）","視玩樂與睡眠為第一的懶惰少女","144","17","0","伊麗莎白牧場"
"8","123601","11","","43","人族","8","茅原実里","劍術、戲弄長輩","A","智（萬聖節）","重情義愛捉弄人的劍術少女","149","13","0","王宮騎士團"
"13","123701","21","","55","魔族","8","佳村はるか","讀書、魔法","O","七七香（萬聖節）","宅宅暴走的魔法少女","166","18","0","暮光流星群"
"8","123801","7","","??","人族","2","たかはし智秋","和強敵之間的競爭","O","克莉絲提娜（狂野）","自視甚高的王宮騎士團副團長","165","27","0","王宮騎士團"
"8","123901","25","","40","獸人族","11","下田麻美","英雄扮演遊戲","O","茉莉（狂野）","仰慕英雄的見習騎士少女","146","12","0","王宮騎士團"
"7","124001","22","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","42","魔族","11","浅倉杏美","薩克斯風","O","茜里（聖誕節）","愛撒嬌又受大家喜歡","150","13","0","惡魔偽王國軍"
"7","124101","22","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","40","魔族","11","原紗友里","所有遊戲","O","依里（聖誕節）","怕生的任性女孩","150","13","0","惡魔偽王國軍"
"8","124201","25","","50","人族","10","川澄綾子","格鬥技、入浴","A","純（聖誕節）","看不見面容的沉著女騎士","171","25","0","王宮騎士團"
"17","124501","17","","???","龍人族","4","大西沙織","繪畫、讀書","O","帆稀（新年）","面帶詭譎的笑容看透一切的臥龍首領。","168","25","0","龍族巢穴"
"6","124601","5","","54","精靈族","9","國府田マリ子","製作繪本","O","美里（新年）","充滿母性又溫柔，大家的「美里老師」","165","21","0","森林守衛"
"13","124701","7","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","53","人族","3","三石琴乃","研究、實驗","A","深月（新年）","興趣是實驗的危險科學家","166","27","0","暮光流星群"
"4","124801","24","","40","人族","1","日笠陽子","看舞台劇，跳舞","B","望（解放者）","能歌善舞的超人氣偶像","157","17","0","慈樂之音"
"17","124901","25","","???","龍人族","6","小市眞琴","格鬥技","B","嘉夜（解放者）","專門用拳頭來交朋友的打手龍少女","156","16","0","龍族巢穴"
"","125001","11","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","40","人族","8","潘めぐみ","冒險、回憶故事","O","矛依未（解放者）","徬徨的謎樣少女","148","16","0","？？？"
"12","125101","1","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","48","獸人族","3","沼倉愛美","與貓咪玩耍","AB","珠希（咖啡廳）","鋤強扶弱的貓娘","158","19","0","墨丘利財團"
"15","125201","28","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","33","人族","7","辻あゆみ","逛點心店","A","莫妮卡（咖啡廳）","外表與內心都是孩子的異國軍人","140","17","0","純白之翼 蘭德索爾分部"
"1","125301","11","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","35","精靈族","5","伊藤美来","冥想、養育動植物","B","可可蘿（遊俠）","仰慕主人，小小嚮導","140","11","0","美食殿堂"
"11","125401","3","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","40","獸人族","11","小清水亜美","讀書、散步","A","栞（遊俠）","喜愛讀書的體弱少女","153","14","0","伊麗莎白牧場"
"","125501","10","","45","人族","3","金元寿子","冒險、聊天","O","吉塔（術士）","夢想前往天空冒險的騎空士少女","156","17","0","？？？"
"","125601","4","","39","人族","12","種﨑敦美","製作老鼠耳朵","AB","碧卡拉","陰陽之力兼具的鼠神宮巫女","145","14","0","？？？"
"","125701","12","","43","人族","9","洲崎綾","處理文件、散步、桌遊","A","花凜（鍊金術師）","擔任【公會管理協會】職員的親切大姐姐","152","24","0","？？？"
"20","125801","29","","44","人族","4","鈴木みのり","花藝、閱讀（經典文學）、東國畫","A","莉莉（墮落）","懷抱贖罪之心，追求力量的妹系大和撫子","154","15","0","幻變少女"
"20","126001","1","","42","人族","11","前田佳織里","做點心、照顧花朵、演奏小提琴","O","可璃亞（墮落）","背負著難以忘懷過錯的黑色翅膀聖女","147","13","0","幻變少女"
"20","126101","1","","34","獸人族","3","高尾奏音","吃飯","O","普蕾西亞（墮落）","繼承正義靈魂的爆食系天才純真女孩","135","10","0","幻變少女"
"7","126201","5","","50","魔族","5","丹下桜","征服世界","A","伊莉亞（祭服）","曾經支配黑夜的最強吸血鬼","172","??","0","惡魔偽王國軍"
"15","126301","10","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","40","精靈族","10","大空直美","欣賞鏡中的自己","AB","雪（祭服）","我比任何人都還要美麗","150","14","0","純白之翼 蘭德索爾分部"
"","126401","11","","全重量252","機械人族","11","長谷川育美","午睡，幫助他人","?","克蘿茜","笑容滿溢！精力充沛的機械少女","170","??","0","？？？"
"","126501","17","","??","天使族","1","河瀨茉希","午睡、試吃甜點新品。","?","萊拉耶爾","兼具溫柔與傲慢的公主。","162","??","0","吉歐‧提格尼亞"
"","126601","24","","??","精靈族","3","井口裕香","模仿、藝術欣賞","O","似似花（夏日）","隱居在研究所，相當文靜的大姊姊","149","24","0","？？？"
"12","126701","12","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","45","人族","3","松嵜麗","慈善事業","AB","秋乃（夏日）","目標成為頂尖商人的元氣大小姐","157","18","0","墨丘利財團"
"12","126801","16","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","55","精靈族","3","今井麻美","隨意逛街","A","優花梨（夏日）","既純情又放心不下的成熟女性","164","22","0","墨丘利財團"
"19","126901","28","","53","魔族","12","原田彩楓","唱歌、看書，以及寫詩","O","蘭法（夏日）","歌唱尋求靜寂的陰沉少女","165","20","0","憤怒‧軍團"
"15","127001","19","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","49","人族","11","長妻樹里","閱讀小說","AB","空花（夏日）","最愛妄想！其實是個害羞少女","157","18","0","純白之翼 蘭德索爾分部"
"7","127101","22","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","42","魔族","12","大坪由佳","占卜","AB","忍（夏日）","擅長占卜的靈能少女","157","18","0","惡魔偽王國軍"
"1","127201","2","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","39","獸人族","9","立花理香","和貓咪玩耍","A","凱留（插班生）","倒在路旁的謎之貓耳魔法師","152","14","0","美食殿堂"
"14","127301","10","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","48","魔族","4","上坂すみれ","時尚","O","鈴奈（插班生）","天真浪漫的人氣超級名模","167","17","0","月光學院"
"9","127501","4","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","43","精靈族","10","堀江由衣","經營、茶會","A","咲戀（薩拉薩利亞）","經營育幼院的庶民派溫柔大小姐","156","17","0","咲戀育幼院"
"13","127601","11","","54","人族","7","佐藤利奈","釣魚","B","流夏（薩拉薩利亞）","散發人情味的帥氣「大姐頭」","167","25","0","暮光流星群"
"","127701","5","","???","龍人族","2","豐田萌繪","與妹妹一起度過的假日","?","琳德","認真又拼命的龍女僕（姊）","145","12","0","？？？"
"","127801","5","","???","龍人族","2","關根明良","偷懶，與姐姐一起度過的假日","?","烏爾姆","不認真又倦怠的龍女僕（妹）","145","12","0","？？？"
"1","127901","31","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","46","人族","3","M・A・O","邊走邊吃、料理","O","貪吃佩可（聖誕節）","元氣滿點的空腹少女","156","17","0","美食殿堂"
"18","128001","19","","57","人族","9","Lynn","數錢、打壞主意","A","克蕾琪塔（聖誕節）","醒悟了忠義的女商人","160","26","0","里士滿工商會"
"17","128301","29","","???","龍人族","9","藤田茜","遊戲","AB","祈梨（新年）","嘴上功夫一流的廢材龍娘","145","13","0","龍族巢穴"
"6","128401","24","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","46","精靈族","12","大橋彩香","和妹妹一起玩、回籠覺、午睡、早睡","A","初音（新年）","為了大家使用超能力的睡美人","156","17","0","森林守衛"
"10","128501","3","","41","獸人族","11","水瀬いのり","讀書、推理","AB","霞（新年）","頭腦聰明的美少女名偵探","152","15","0","哞哞自衛隊"
"2","128701","27","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","44","獸人族","8","東山奈央","助人、打氣加油","A","日和（星素）","最愛幫助別人！　正向思考的格鬥少女","155","16","0","破曉之星"
"2","128801","12","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","46","魔族","1","早見沙織","讀書、騎馬、茶","B","怜（星素）","冷酷又率直的劍士","163","18","0","破曉之星"
"2","128901","5","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","47","人族","4","種田梨沙","料理、觀察人類","O","優衣（星素）","擅長支援戰鬥，心地善良的少女","158","17","0","破曉之星"
"","129001","15","","??","人族","2","桑島法子","聽騎士先生說話","?","厄莉絲","在悲劇的根源盛開的美麗黑薔薇","168","??","0","？？？"
"16","129301","28","","36","人族","2","小原好美","讀書","O","優妮（冬日）","沉睡於書庫的小小賢人","142","18","0","聖德蕾莎女子學院（好朋友社）"
"16","129401","7","","42","精靈族","8","種﨑敦美","飛鏢","O","克蘿依（冬日）","生長在市區的陰暗系精靈族","154","17","0","聖德蕾莎女子學院（好朋友社）"
"16","129501","15","","46","人族","9","佐倉綾音","跳舞、卡拉OK","O","琪愛兒（冬日）","天生自由奔放的失禮現代小孩","156","16","0","聖德蕾莎女子學院（好朋友社）"
"","129601","2","","39","妖魔人","4","立花日菜","照顧花卉、拔除棘刺","A","安涅默涅","繚繞孤絕香氣的花妖魔人","145","13","0","？？？"
