166543828b17950d9190737ffb8ed82e17a53b32cc2eb4700853e746b049642b,7a37838250ec5d5de9f98c44bf260084208a4540880f1cadfe0b9b3968aa7e68,05092627a1b5e23728ac8584d0f7bc420920175629eb11b5a70afdf60c364590,bcfa388abe0072f6b5de53cc2dc800d44aa8832e390e985c7a102190ee535a86,967cbc9ee6155f24cfc370e290c2627f460fd01ca561b2b47306db91f210a6e3,653656675b98a7968b24104e86729565f509e4d7442225601f4dd709bda958ad,a241ff8c6f36811dba222ac2ca0c8cacff6e7a0f91f62029db694845c416c19e,4226a70e2ec9ef9db5a2f8a530ee54873f35bcbbab311fc7920360632e55e58c,01df54d5b9b80b7acbe61962e2c829537fa88ce2b7863b78d6d94c944bf86c28,c6b258dbf26283d9d16123ac1222f58ce07b1471d602b07179bff5e58350e4dc,89b051f5705171e6a1862280fed234ba85fdcb45751a05597e7e6cc7d08a1af4,ff626e10bf61ae08b1457d24cce0cb514f5bec41ac231d83047ec98c6fbc6197,9d2cd74d4a78e0e94236526386eca229035af4aedacd4b87c93bcb6c5056b5e4,2798b248cf51908dbfad018d6f8bd80048dea6e18fff174d45eb44a4fc23253e,0fe5a72348f266148ce8ce2f8811c6c08627f1d8a2700a9b6e3da64d13a2e1a2,9fbc154fd9027cf8c1aaac0958d5494f6580c46d3396dc3312508a5332333cc1,dec981e57bdf3ceabbcebfafce9fc0cda091671fe3a1d43ef5bc3475318d7af3,0eec9b0c1a5de560d1538e9d7dd1bd91bfd20818329594c3b6d4f86738723737,6d8f82386e21b540d6df214008b37673da9a609e45340a144363044a81b13f17,c716196e87323d6b7418a3c3ecf36266df4748977d5c63ac83ffa81865ba88cc,6844932d6f58a10856d66eca683c187f47e0698a9e88b10f79d180566ed6846d,1bd589d4dc8b365fd91f107e3174673303c9410fc877cc7f0b19644ace07c004,b06a6d7028bdf4c3fbb27d0b94f846b50c752dd9799243d7c5853ea1233011fb,8c48fba8ae2c8803f3079c7cdde494e4056ce9492059e678885f4613bb31f7e3,42023f231d515d9d4967a3ad592f637f7cf7e5ac9ee340e1243c41a2858897be,fddd051fe5dd4c073c3f900aa06c4953f326719bac78993d76854501e23d831f,14531f249c3a4952be1e7c27115e7ae3e02ca27f985639542db2affe0a316351,61f4b102fb62cd2ecd945758a9598509dc7e174f7ad6c2683c1845fde061e906,3b6d4c1116d7b912d956154568142cdba46f7fbca6ac3c9501c2b9090bdef79b,b0ff59303cf58fd6e3eabfc40f62b6aa9214055515a3b2b809d2f06e7301c47a,16068688c6c5b9169d0e56f0250d5f0476642bd6be6fe0f9bad93abe13382073,e4091e495eedfea3912041b37ebdca0fa34e95eda068b92baac59ee9e9cdf4a7,5972312a19ee6e9322f757bb769b7a685a9e1aa5aa99191c322b6a22df09f06d,0211eaf41895f570dfe2ac7a7f3435763ab77ad45934b3871a1e6deeb1f893c7,de345f2229c21ea5317c040d3391d5b38d8760393acf7fec0e88e8c180362f45,84e4cca0f839677454fc75ceb4295aeb10c3ecf8a341b9c3091589d35a243578,468a6c5ed91e470085175567f72614dbdaccd0230627f176fecb1e58024c3c3d,6a01735eada64ace895030967a9ec32dcbeddd1b1a75630de4fda2758c07ffb9,f9c5b1c4edead1326131ff923a5da24a9b45d03fb70c481dbd95408ce9f3ccd4,90479a21d4b604de0cc7d3923c0ca3ab322e79cbedc25bc7d79ebbf3bbc90ba7,7093d1840fe1215809cd8c024be3a00e9ff039a798101760a92eeb50369150e0,32ea4645b7a0c9d0888381662c5e2150aef63c507d6a62f5b1d367e209d094ea,fcd5b3d8fdfea8e9e81aca4551a27c9998815042085f7aaf1c02da205d4bf7ea,4acb98db2457bb748bfcf234827cc2001fba8cd01dd282283d72bdd1ec0c95e9
"650012173","bgm_M41","20012202","240","650012117","650012121","0","54","-140","0","20012","0","101593","650012171","17","0","16","16","0","0","101591","bgm_M41","王城蘭德索爾 1-2","10","101592","20012201","1","0","0","2","bgm_M41","bgm_M41","2","5","101591","31008","bgm_M41","1","650012172","-340","bgm_M41","90","100190","0"
"650012183","bgm_M41","20012203","270","650012118","650012121","0","54","50","0","20012","0","101593","650012181","18","0","18","18","0","0","101591","bgm_M41","王城蘭德索爾 1-3","10","101592","20012201","1","0","0","2","bgm_M41","bgm_M41","2","5","101591","31043","bgm_M41","1","650012182","-180","bgm_M41","90","100200","0"
"650012193","bgm_M41","20012204","270","650012119","650012121","0","54","80","0","20012","0","101593","650012191","19","0","18","18","0","0","101591","bgm_M41","王城蘭德索爾 1-4","10","101592","20012201","1","0","0","2","bgm_M41","bgm_M41","2","5","101591","31008","bgm_M41","1","650012192","120","bgm_M41","90","100200","0"
"650012203","bgm_M41","20012205","300","650012120","650012121","0","54","-90","0","20012","0","101593","650012201","20","0","20","20","0","0","101591","bgm_M41","王城蘭德索爾 1-5","10","101592","20012201","1","0","0","2","bgm_M41","bgm_M41","2","5","101591","31043","bgm_M41","1","650012202","220","bgm_M41","90","100190","0"
"650013013","bgm_M41","20013101","120","650013101","650013124","0","0","-184","0","20013","0","100067","650013011","1","0","8","8","0","0","100065","bgm_M41","加托羅斯山 1-1","8","100066","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650013012","-985","bgm_M41","90","100050","0"
"650013023","bgm_M41","20013102","120","650013102","650013125","0","0","-29","0","20013","0","100023","650013021","2","0","8","8","0","0","100021","bgm_M41","加托羅斯山 1-2","8","100022","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100021","0","bgm_M41","1","650013022","-800","bgm_M41","90","100020","0"
"650013033","bgm_M41","20013103","120","650013103","650013126","0","0","-171","0","20013","0","100067","650013031","3","0","8","8","0","0","100065","bgm_M41","加托羅斯山 1-3","8","100066","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650013032","-573","bgm_M41","90","100050","0"
"650013043","bgm_M41","20013104","120","650013104","650013127","0","0","-63","0","20013","0","100067","650013041","4","0","8","8","0","0","100065","bgm_M41","加托羅斯山 1-4","8","100066","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650013042","-337","bgm_M41","90","100050","0"
"650013053","bgm_M41","20013105","120","650013105","650013123","0","0","93","0","20013","0","100093","650013051","5","0","8","8","0","0","100091","bgm_M41","加托羅斯山 1-5","8","100092","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650013052","-155","bgm_M41","90","100010","0"
"650013063","bgm_M41","20013106","135","650013106","650013124","0","0","-81","0","20013","0","100093","650013061","6","0","9","9","0","0","100091","bgm_M41","加托羅斯山 1-6","9","100092","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650013062","-68","bgm_M41","90","100040","0"
"650013073","bgm_M41","20013107","135","650013107","650013125","0","0","-82","0","20013","0","100093","650013071","7","0","9","9","0","0","100091","bgm_M41","加托羅斯山 1-7","9","100092","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650013072","128","bgm_M41","90","100050","0"
"650013083","bgm_M41","20013108","135","650013108","650013126","0","0","35","0","20013","0","100093","650013081","8","0","9","9","0","0","100091","bgm_M41","加托羅斯山 1-8","9","100092","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650013082","313","bgm_M41","90","100040","0"
"650013093","bgm_M41","20013109","135","650013109","650013127","0","0","-92","0","20013","0","100093","650013091","9","0","9","9","0","0","100091","bgm_M41","加托羅斯山 1-9","9","100092","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650013092","473","bgm_M41","90","100010","0"
"650013103","bgm_M41","20013110","135","650013110","650013122","0","0","0","0","20013","0","100093","650013101","10","0","9","9","0","0","100091","bgm_M41","加托羅斯山 1-10","9","100092","20013101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650013102","657","bgm_M41","90","100030","0"
"650013113","bgm_M41","20013111","150","650013111","650013124","0","0","106","0","20013","0","100093","650013111","11","0","10","10","0","0","100091","bgm_M41","加托羅斯山 1-11","10","100092","20013101","0","5013303","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650013112","837","bgm_M41","90","100030","0"
"650013123","bgm_M41","20013112","150","650013112","650013125","0","0","-165","0","20013","0","101653","650013121","12","0","10","10","0","0","101651","bgm_M41","光之裂縫 1-12","10","101652","20013102","0","0","0","0","bgm_M41","bgm_M41","1","0","101651","0","bgm_M41","1","650013122","-500","bgm_M41","90","100370","0"
"650013133","bgm_M41","20013113","150","650013113","650013126","0","0","-48","0","20013","0","101653","650013131","13","0","10","10","0","0","101651","bgm_M41","光之裂縫 1-13","10","101652","20013102","0","0","0","0","bgm_M41","bgm_M41","1","0","101651","0","bgm_M41","1","650013132","-351","bgm_M41","90","100380","0"
"650013143","bgm_M41","20013114","150","650013114","650013127","0","0","-181","0","20013","0","101653","650013141","14","0","10","10","0","0","101651","bgm_M41","光之裂縫 1-14","10","101652","20013102","0","0","0","0","bgm_M41","bgm_M41","1","0","101651","0","bgm_M41","1","650013142","-149","bgm_M41","90","100370","0"
"650013153","bgm_M41","20013115","150","650013115","650013123","0","0","-120","0","20013","0","101653","650013151","15","0","10","10","0","0","101651","bgm_M41","光之裂縫 1-15","10","101652","20013102","0","0","0","0","bgm_M41","bgm_M41","1","0","101651","0","bgm_M41","1","650013152","65","bgm_M41","90","100380","0"
"650013163","bgm_M41","20013201","240","650013116","650013121","0","54","-192","0","20013","0","101663","650013161","16","0","16","16","0","0","101661","bgm_M41","光之裂縫 1-1","10","101662","20013201","1","0","0","2","bgm_M41","bgm_M41","2","5","101661","31093","bgm_M41","1","650013162","-540","bgm_M41","90","100390","0"
"650013173","bgm_M41","20013202","240","650013117","650013121","0","54","-170","0","20013","0","101663","650013171","17","0","16","16","0","0","101661","bgm_M41","光之裂縫 1-2","10","101662","20013201","1","0","0","2","bgm_M41","bgm_M41","2","5","101661","31018","bgm_M41","1","650013172","-311","bgm_M41","90","100400","0"
"650013183","bgm_M41","20013203","270","650013118","650013121","0","54","-61","0","20013","0","101663","650013181","18","0","18","18","0","0","101661","bgm_M41","光之裂縫 1-3","10","101662","20013201","1","0","0","2","bgm_M41","bgm_M41","2","5","101661","31093","bgm_M41","1","650013182","-96","bgm_M41","90","100390","0"
"650013193","bgm_M41","20013204","270","650013119","650013121","0","54","-170","0","20013","0","101663","650013191","19","0","18","18","0","0","101661","bgm_M41","光之裂縫 1-4","10","101662","20013201","1","0","0","2","bgm_M41","bgm_M41","2","5","101661","31018","bgm_M41","1","650013192","68","bgm_M41","90","100400","0"
"650013203","bgm_M41","20013205","300","650013120","650013121","0","54","-97","0","20013","0","101663","650013201","20","0","20","20","0","0","101661","bgm_M41","光之裂縫 1-5","10","101662","20013201","1","0","0","2","bgm_M41","bgm_M41","2","5","101661","31093","bgm_M41","1","650013202","358","bgm_M41","90","100390","0"
"650014013","bgm_M41","20014101","120","650014101","650014124","0","0","-40","0","20014","0","101703","650014011","1","0","8","8","0","0","101701","bgm_M41","大江戶町 1-1","8","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014012","-1000","bgm_M41","90","100420","0"
"650014023","bgm_M41","20014102","120","650014102","650014125","0","0","-131","0","20014","0","101703","650014021","2","0","8","8","0","0","101701","bgm_M41","大江戶町 1-2","8","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014022","-868","bgm_M41","90","100420","0"
"650014033","bgm_M41","20014103","120","650014103","650014126","0","0","-75","0","20014","0","101703","650014031","3","0","8","8","0","0","101701","bgm_M41","大江戶町 1-3","8","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014032","-705","bgm_M41","90","100420","0"
"650014043","bgm_M41","20014104","120","650014104","650014127","0","0","95","0","20014","0","101703","650014041","4","0","8","8","0","0","101701","bgm_M41","大江戶町 1-4","8","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014042","-787","bgm_M41","90","100420","0"
"650014053","bgm_M41","20014105","120","650014105","650014123","0","0","115","0","20014","0","101703","650014051","5","0","8","8","0","0","101701","bgm_M41","大江戶町 1-5","8","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014052","-553","bgm_M41","90","100410","0"
"650014063","bgm_M41","20014106","135","650014106","650014124","0","0","-85","0","20014","0","101703","650014061","6","0","9","9","0","0","101701","bgm_M41","大江戶町 1-6","9","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014062","-464","bgm_M41","90","100410","0"
"650014073","bgm_M41","20014107","135","650014107","650014125","0","0","-112","0","20014","0","101703","650014071","7","0","9","9","0","0","101701","bgm_M41","大江戶町 1-7","9","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014072","-269","bgm_M41","90","100410","0"
"650014083","bgm_M41","20014108","135","650014108","650014126","0","0","92","0","20014","0","101703","650014081","8","0","9","9","0","0","101701","bgm_M41","大江戶町 1-8","9","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014082","-311","bgm_M41","90","100410","0"
"650014093","bgm_M41","20014109","135","650014109","650014127","0","0","67","0","20014","0","101703","650014091","9","0","9","9","0","0","101701","bgm_M41","大江戶町 1-9","9","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014092","-116","bgm_M41","90","100420","0"
"650014103","bgm_M41","20014110","135","650014110","650014122","0","0","-97","0","20014","0","101703","650014101","10","0","9","9","0","0","101701","bgm_M41","大江戶町 1-10","9","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014102","-9","bgm_M41","90","100410","0"
"650014113","bgm_M41","20014111","150","650014111","650014124","0","0","7","0","20014","0","101703","650014111","11","0","10","10","0","0","101701","bgm_M41","大江戶町 1-11","10","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014112","136","bgm_M41","90","100410","0"
"650014123","bgm_M41","20014112","150","650014112","650014125","0","0","-92","0","20014","0","101703","650014121","12","0","10","10","0","0","101701","bgm_M41","大江戶町 1-12","10","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014122","267","bgm_M41","90","100420","0"
"650014133","bgm_M41","20014113","150","650014113","650014126","0","0","53","0","20014","0","101703","650014131","13","0","10","10","0","0","101701","bgm_M41","大江戶町 1-13","10","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014132","362","bgm_M41","90","100420","0"
"650014143","bgm_M41","20014114","150","650014114","650014127","0","0","-92","0","20014","0","101703","650014141","14","0","10","10","0","0","101701","bgm_M41","大江戶町 1-14","10","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014142","466","bgm_M41","90","100420","0"
"650014153","bgm_M41","20014115","150","650014115","650014123","0","0","-77","0","20014","0","101703","650014151","15","0","10","10","0","0","101701","bgm_M41","大江戶町 1-15","10","101702","20014101","0","0","0","0","bgm_M41","bgm_M41","1","0","101701","0","bgm_M41","1","650014152","684","bgm_M41","90","100420","0"
"650014163","bgm_M41","20014201","240","650014116","650014121","0","54","-148","0","20014","0","101713","650014161","16","0","16","16","0","0","101711","bgm_M41","大江戶町 1-1","10","101712","20014201","1","0","0","2","bgm_M41","bgm_M41","2","5","101711","31053","bgm_M41","1","650014162","-525","bgm_M41","90","100410","0"
"650014173","bgm_M41","20014202","240","650014117","650014121","0","54","45","0","20014","0","101713","650014171","17","0","16","16","0","0","101711","bgm_M41","大江戶町 1-2","10","101712","20014201","1","0","0","2","bgm_M41","bgm_M41","2","5","101711","31045","bgm_M41","1","650014172","-353","bgm_M41","90","100410","0"
"650014183","bgm_M41","20014203","270","650014118","650014121","0","54","-18","0","20014","0","101713","650014181","18","0","18","18","0","0","101711","bgm_M41","大江戶町 1-3","10","101712","20014201","1","0","0","2","bgm_M41","bgm_M41","2","5","101711","31053","bgm_M41","1","650014182","-199","bgm_M41","90","100410","0"
"650014193","bgm_M41","20014204","270","650014119","650014121","0","54","-179","0","20014","0","101713","650014191","19","0","18","18","0","0","101711","bgm_M41","大江戶町 1-4","10","101712","20014201","1","0","0","2","bgm_M41","bgm_M41","2","5","101711","31045","bgm_M41","1","650014192","-57","bgm_M41","90","100410","0"
"650014203","bgm_M41","20014205","300","650014120","650014121","0","54","-97","0","20014","0","101713","650014201","20","0","20","20","0","0","101711","bgm_M41","大江戶町 1-5","10","101712","20014201","1","0","0","2","bgm_M41","bgm_M41","2","5","101711","31053","bgm_M41","1","650014202","253","bgm_M41","90","100420","0"
"650015013","bgm_M41","20015101","120","650015101","650015124","0","0","-205","0","20015","0","101853","650015011","1","0","8","8","0","0","101851","bgm_M41","晴雨海灘 1-1","8","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015012","-958","bgm_M41","90","100110","0"
"650015023","bgm_M41","20015102","120","650015102","650015125","0","0","-100","0","20015","0","101853","650015021","2","0","8","8","0","0","101851","bgm_M41","晴雨海灘 1-2","8","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015022","-847","bgm_M41","90","100040","0"
"650015033","bgm_M41","20015103","120","650015103","650015126","0","0","-180","0","20015","0","101853","650015031","3","0","8","8","0","0","101851","bgm_M41","晴雨海灘 1-3","8","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015032","-680","bgm_M41","90","100480","0"
"650015043","bgm_M41","20015104","120","650015104","650015127","0","0","-138","0","20015","0","101853","650015041","4","0","8","8","0","0","101851","bgm_M41","晴雨海灘 1-4","8","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015042","-520","bgm_M41","90","100110","0"
"650015053","bgm_M41","20015105","120","650015105","650015123","0","0","-25","0","20015","0","101853","650015051","5","0","8","8","0","0","101851","bgm_M41","晴雨海灘 1-5","8","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015052","-445","bgm_M41","90","100040","0"
"650015063","bgm_M41","20015106","135","650015106","650015124","0","0","-150","0","20015","0","101853","650015061","6","0","9","9","0","0","101851","bgm_M41","晴雨海灘 1-6","9","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015062","-310","bgm_M41","90","100180","0"
"650015073","bgm_M41","20015107","135","650015107","650015125","0","0","7","0","20015","0","101853","650015071","7","0","9","9","0","0","101851","bgm_M41","晴雨海灘 1-7","9","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015072","-234","bgm_M41","90","100110","0"
"650015083","bgm_M41","20015108","135","650015108","650015126","0","0","-75","0","20015","0","101853","650015081","8","0","9","9","0","0","101851","bgm_M41","晴雨海灘 1-8","9","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015082","-95","bgm_M41","90","100480","0"
"650015093","bgm_M41","20015109","135","650015109","650015127","0","0","52","0","20015","0","101853","650015091","9","0","9","9","0","0","101851","bgm_M41","晴雨海灘 1-9","9","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015092","-15","bgm_M41","90","100040","0"
"650015103","bgm_M41","20015110","135","650015110","650015122","0","0","-85","0","20015","0","101853","650015101","10","0","9","9","0","0","101851","bgm_M41","晴雨海灘 1-10","9","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015102","118","bgm_M41","90","100180","0"
"650015113","bgm_M41","20015111","150","650015111","650015124","0","0","38","0","20015","0","101853","650015111","11","0","10","10","0","0","101851","bgm_M41","晴雨海灘 1-11","10","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015112","245","bgm_M41","90","100110","0"
"650015123","bgm_M41","20015112","150","650015112","650015125","0","0","-70","0","20015","0","101853","650015121","12","0","10","10","0","0","101851","bgm_M41","晴雨海灘 1-12","10","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015122","370","bgm_M41","90","100480","0"
"650015133","bgm_M41","20015113","150","650015113","650015126","0","0","20","0","20015","0","101853","650015131","13","0","10","10","0","0","101851","bgm_M41","晴雨海灘 1-13","10","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015132","470","bgm_M41","90","100040","0"
"650015143","bgm_M41","20015114","150","650015114","650015127","0","0","-88","0","20015","0","101853","650015141","14","0","10","10","0","0","101851","bgm_M41","晴雨海灘 1-14","10","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015142","595","bgm_M41","90","100110","0"
"650015153","bgm_M41","20015115","150","650015115","650015123","0","0","0","0","20015","0","101853","650015151","15","0","10","10","0","0","101851","bgm_M41","晴雨海灘 1-15","10","101852","20015101","0","0","0","0","bgm_M41","bgm_M41","1","0","101851","0","bgm_M41","1","650015152","735","bgm_M41","90","100480","0"
"650015163","bgm_M41","20015201","240","650015116","650015121","0","54","47","0","20015","0","101863","650015161","16","0","16","16","0","0","101861","bgm_M41","晴雨海灘 1-1","10","101862","20015201","1","0","0","2","bgm_M41","bgm_M41","2","5","101861","31101","bgm_M41","1","650015162","-520","bgm_M41","90","100110","0"
"650015173","bgm_M41","20015202","240","650015117","650015121","0","54","-70","0","20015","0","101863","650015171","17","0","16","16","0","0","101861","bgm_M41","晴雨海灘 1-2","10","101862","20015201","1","0","0","2","bgm_M41","bgm_M41","2","5","101861","31050","bgm_M41","1","650015172","-325","bgm_M41","90","100180","0"
"650015183","bgm_M41","20015203","270","650015118","650015121","0","54","37","0","20015","0","101863","650015181","18","0","18","18","0","0","101861","bgm_M41","晴雨海灘 1-3","10","101862","20015201","1","0","0","2","bgm_M41","bgm_M41","2","5","101861","31101","bgm_M41","1","650015182","-90","bgm_M41","90","100040","0"
"650015193","bgm_M41","20015204","270","650015119","650015121","0","54","-105","0","20015","0","101863","650015191","19","0","18","18","0","0","101861","bgm_M41","晴雨海灘 1-4","10","101862","20015201","1","0","0","2","bgm_M41","bgm_M41","2","5","101861","31050","bgm_M41","1","650015192","28","bgm_M41","90","100110","0"
"650015203","bgm_M41","20015205","300","650015120","650015121","0","54","-90","0","20015","0","101863","650015201","20","0","20","20","0","0","101861","bgm_M41","晴雨海灘 1-5","10","101862","20015201","1","0","0","2","bgm_M41","bgm_M41","2","5","101861","31101","bgm_M41","1","650015202","302","bgm_M41","90","100480","0"
"650016013","bgm_M41","20016101","120","650016101","650016124","0","0","12","0","20016","0","100013","650016011","1","0","8","8","0","0","100011","bgm_M41","真步真步王國避暑聖地？ 1-1","8","100012","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100013","0","bgm_M41","1","650016012","-1099","bgm_M41","90","100020","0"
"650016023","bgm_M41","20016102","120","650016102","650016125","0","0","-151","0","20016","0","100013","650016021","2","0","8","8","0","0","100011","bgm_M41","真步真步王國避暑聖地？ 1-2","8","100012","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100013","0","bgm_M41","1","650016022","-978","bgm_M41","90","100020","0"
"650016033","bgm_M41","20016103","120","650016103","650016126","0","0","-27","0","20016","0","100013","650016031","3","0","8","8","0","0","100011","bgm_M41","真步真步王國避暑聖地？ 1-3","8","100012","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100013","0","bgm_M41","1","650016032","-806","bgm_M41","90","100020","0"
"650016043","bgm_M41","20016104","120","650016104","650016127","0","0","-164","0","20016","0","100016","650016041","4","0","8","8","0","0","100014","bgm_M41","真步真步王國避暑聖地？ 1-4","8","100015","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100016","0","bgm_M41","1","650016042","-615","bgm_M41","90","100020","0"
"650016053","bgm_M41","20016105","120","650016105","650016123","0","0","-181","0","20016","0","100016","650016051","5","0","8","8","0","0","100014","bgm_M41","真步真步王國避暑聖地？ 1-5","8","100015","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100016","0","bgm_M41","1","650016052","-367","bgm_M41","90","100020","0"
"650016063","bgm_M41","20016106","135","650016106","650016124","0","0","-124","0","20016","0","100016","650016061","6","0","9","9","0","0","100014","bgm_M41","真步真步王國避暑聖地？ 1-6","9","100015","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100016","0","bgm_M41","1","650016062","-36","bgm_M41","90","100020","0"
"650016073","bgm_M41","20016107","135","650016107","650016125","0","0","3","0","20016","0","100019","650016071","7","0","9","9","0","0","100017","bgm_M41","真步真步王國避暑聖地？ 1-7","9","100018","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100019","0","bgm_M41","1","650016072","-231","bgm_M41","90","100020","0"
"650016083","bgm_M41","20016108","135","650016108","650016126","0","0","110","0","20016","0","100019","650016081","8","0","9","9","0","0","100017","bgm_M41","真步真步王國避暑聖地？ 1-8","9","100018","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100019","0","bgm_M41","1","650016082","-7","bgm_M41","90","100020","0"
"650016093","bgm_M41","20016109","135","650016109","650016127","0","0","25","0","20016","0","101923","650016091","9","0","9","9","0","0","101921","bgm_M41","真步真步王國避暑聖地？ 1-9","9","101922","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","101923","0","bgm_M41","1","650016092","237","bgm_M41","90","100491","0"
"650016103","bgm_M41","20016110","135","650016110","650016122","0","0","-212","0","20016","0","100019","650016101","10","0","9","9","0","0","100017","bgm_M41","真步真步王國避暑聖地？ 1-10","9","100018","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","100019","0","bgm_M41","1","650016102","171","bgm_M41","90","100020","0"
"650016113","bgm_M41","20016111","150","650016111","650016124","0","0","-186","0","20016","0","101923","650016111","11","0","10","10","0","0","101921","bgm_M41","真步真步王國避暑聖地？ 1-11","10","101922","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","101923","0","bgm_M41","1","650016112","388","bgm_M41","90","100491","0"
"650016123","bgm_M41","20016112","150","650016112","650016125","0","0","-116","0","20016","0","101923","650016121","12","0","10","10","0","0","101921","bgm_M41","真步真步王國避暑聖地？ 1-12","10","101922","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","101923","0","bgm_M41","1","650016122","626","bgm_M41","90","100491","0"
"650016133","bgm_M41","20016113","150","650016113","650016126","0","0","11","0","20016","0","101923","650016131","13","0","10","10","0","0","101921","bgm_M41","真步真步王國避暑聖地？ 1-13","10","101922","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","101923","0","bgm_M41","1","650016132","446","bgm_M41","90","100491","0"
"650016143","bgm_M41","20016114","150","650016114","650016127","0","0","96","0","20016","0","101923","650016141","14","0","10","10","0","0","101921","bgm_M41","真步真步王國避暑聖地？ 1-14","10","101922","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","101923","0","bgm_M41","1","650016142","645","bgm_M41","90","100491","0"
"650016153","bgm_M41","20016115","150","650016115","650016123","0","0","48","0","20016","0","101923","650016151","15","0","10","10","0","0","101921","bgm_M41","真步真步王國避暑聖地？ 1-15","10","101922","20016101","0","0","0","0","bgm_M41","bgm_M41","1","0","101923","0","bgm_M41","1","650016152","840","bgm_M41","90","100491","0"
