bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"技能切入3","vo_btl_101102_cutin_003","101102","vo_btl_101102","","10110212"
"必殺技1","vo_btl_101102_skill_000_001","101102","vo_btl_101102","","10110213"
"必殺技2","vo_btl_101102_skill_000_002","101102","vo_btl_101102","","10110214"
"必殺技3","vo_btl_101102_skill_000_003","101102","vo_btl_101102","","10110215"
"戰鬥開始","vo_btl_101102_wavestart","101102","vo_btl_101102","","10110216"
"到下一波","vo_btl_101102_nextwave","101102","vo_btl_101102","","10110217"
"到最後一波","vo_btl_101102_lastwave","101102","vo_btl_101102","","10110218"
"讀取戰鬥前","vo_cmn_101102_battlestart_001","101102","vo_cmn_101102","","10110219"
"戰鬥結果1","vo_cmn_101102_battleresult_001","101102","vo_cmn_101102","","10110220"
"戰鬥結果2","vo_cmn_101102_battleresult_002","101102","vo_cmn_101102","","10110221"
"主頁1","vo_cmn_101102_mypage_001","101102","vo_cmn_101102","","10110222"
"主頁2","vo_cmn_101102_mypage_002","101102","vo_cmn_101102","","10110223"
"主頁3","vo_cmn_101102_mypage_003","101102","vo_cmn_101102","","10110224"
"主頁4","vo_cmn_101102_mypage_004","101102","vo_cmn_101102","","10110225"
"主頁5","vo_cmn_101102_mypage_005","101102","vo_cmn_101102","","10110226"
"轉蛋登場台詞","vo_cmn_101102_gacha_001","101102","vo_cmn_101102","","10110227"
"自我介紹","vo_cmn_101102_profile_001","101102","vo_cmn_101102","","10110228"
"公會小屋1","vo_room_101102_auto_001","101102","vo_room_101102","","10110229"
"公會小屋2","vo_room_101102_auto_002","101102","vo_room_101102","","10110230"
"公會小屋3","vo_room_101102_auto_003","101102","vo_room_101102","","10110231"
"公會小屋4","vo_room_101102_auto_004","101102","vo_room_101102","","10110232"
"公會小屋5","vo_room_101102_auto_005","101102","vo_room_101102","","10110233"
"點選公會小屋1","vo_room_101102_tap_001","101102","vo_room_101102","","10110234"
"點選公會小屋2","vo_room_101102_tap_002","101102","vo_room_101102","","10110235"
"點選公會小屋3","vo_room_101102_tap_003","101102","vo_room_101102","","10110236"
"點選公會小屋4","vo_room_101102_tap_004","101102","vo_room_101102","","10110237"
"勝利1","vo_btl_101201_win_001","101201","vo_btl_101201","","10120101"
"勝利2","vo_btl_101201_win_002","101201","vo_btl_101201","","10120102"
"勝利3","vo_btl_101201_win_003","101201","vo_btl_101201","","10120103"
"失敗1","vo_btl_101201_lose_001","101201","vo_btl_101201","","10120104"
"失敗2","vo_btl_101201_lose_002","101201","vo_btl_101201","","10120105"
"失敗3","vo_btl_101201_lose_003","101201","vo_btl_101201","","10120106"
"暈眩1","vo_btl_101201_retire_001","101201","vo_btl_101201","","10120107"
"暈眩2","vo_btl_101201_retire_002","101201","vo_btl_101201","","10120108"
"暈眩3","vo_btl_101201_retire_003","101201","vo_btl_101201","","10120109"
"技能切入1","vo_btl_101201_cutin_001","101201","vo_btl_101201","","10120110"
"技能切入2","vo_btl_101201_cutin_002","101201","vo_btl_101201","","10120111"
"技能切入3","vo_btl_101201_cutin_003","101201","vo_btl_101201","","10120112"
"必殺技1","vo_btl_101201_skill_000_001","101201","vo_btl_101201","","10120113"
"必殺技2","vo_btl_101201_skill_000_002","101201","vo_btl_101201","","10120114"
"必殺技3","vo_btl_101201_skill_000_003","101201","vo_btl_101201","","10120115"
"戰鬥開始","vo_btl_101201_wavestart","101201","vo_btl_101201","","10120116"
"到下一波","vo_btl_101201_nextwave","101201","vo_btl_101201","","10120117"
"到最後一波","vo_btl_101201_lastwave","101201","vo_btl_101201","","10120118"
"讀取戰鬥前","vo_cmn_101201_battlestart_001","101201","vo_cmn_101201","","10120119"
"戰鬥結果1","vo_cmn_101201_battleresult_001","101201","vo_cmn_101201","","10120120"
"戰鬥結果2","vo_cmn_101201_battleresult_002","101201","vo_cmn_101201","","10120121"
"主頁1","vo_cmn_101201_mypage_001","101201","vo_cmn_101201","","10120122"
"主頁2","vo_cmn_101201_mypage_002","101201","vo_cmn_101201","","10120123"
"主頁3","vo_cmn_101201_mypage_003","101201","vo_cmn_101201","","10120124"
"主頁4","vo_cmn_101201_mypage_004","101201","vo_cmn_101201","","10120125"
"主頁5","vo_cmn_101201_mypage_005","101201","vo_cmn_101201","","10120126"
"轉蛋登場台詞","vo_cmn_101201_gacha_001","101201","vo_cmn_101201","","10120127"
"自我介紹","vo_cmn_101201_profile_001","101201","vo_cmn_101201","","10120128"
"公會小屋1","vo_room_101201_auto_001","101201","vo_room_101201","","10120129"
"公會小屋2","vo_room_101201_auto_002","101201","vo_room_101201","","10120130"
"公會小屋3","vo_room_101201_auto_003","101201","vo_room_101201","","10120131"
"公會小屋4","vo_room_101201_auto_004","101201","vo_room_101201","","10120132"
"公會小屋5","vo_room_101201_auto_005","101201","vo_room_101201","","10120133"
"點選公會小屋1","vo_room_101201_tap_001","101201","vo_room_101201","","10120134"
"點選公會小屋2","vo_room_101201_tap_002","101201","vo_room_101201","","10120135"
"點選公會小屋3","vo_room_101201_tap_003","101201","vo_room_101201","","10120136"
"點選公會小屋4","vo_room_101201_tap_004","101201","vo_room_101201","","10120137"
"勝利1","vo_btl_101202_win_001","101202","vo_btl_101202","","10120201"
"勝利2","vo_btl_101202_win_002","101202","vo_btl_101202","","10120202"
"勝利3","vo_btl_101202_win_003","101202","vo_btl_101202","","10120203"
"失敗1","vo_btl_101202_lose_001","101202","vo_btl_101202","","10120204"
"失敗2","vo_btl_101202_lose_002","101202","vo_btl_101202","","10120205"
"失敗3","vo_btl_101202_lose_003","101202","vo_btl_101202","","10120206"
"暈眩1","vo_btl_101202_retire_001","101202","vo_btl_101202","","10120207"
"暈眩2","vo_btl_101202_retire_002","101202","vo_btl_101202","","10120208"
"暈眩3","vo_btl_101202_retire_003","101202","vo_btl_101202","","10120209"
"技能切入1","vo_btl_101202_cutin_001","101202","vo_btl_101202","","10120210"
"技能切入2","vo_btl_101202_cutin_002","101202","vo_btl_101202","","10120211"
"技能切入3","vo_btl_101202_cutin_003","101202","vo_btl_101202","","10120212"
"必殺技1","vo_btl_101202_skill_000_001","101202","vo_btl_101202","","10120213"
"必殺技2","vo_btl_101202_skill_000_002","101202","vo_btl_101202","","10120214"
"必殺技3","vo_btl_101202_skill_000_003","101202","vo_btl_101202","","10120215"
"戰鬥開始","vo_btl_101202_wavestart","101202","vo_btl_101202","","10120216"
"到下一波","vo_btl_101202_nextwave","101202","vo_btl_101202","","10120217"
"到最後一波","vo_btl_101202_lastwave","101202","vo_btl_101202","","10120218"
"讀取戰鬥前","vo_cmn_101202_battlestart_001","101202","vo_cmn_101202","","10120219"
"戰鬥結果1","vo_cmn_101202_battleresult_001","101202","vo_cmn_101202","","10120220"
"戰鬥結果2","vo_cmn_101202_battleresult_002","101202","vo_cmn_101202","","10120221"
"主頁1","vo_cmn_101202_mypage_001","101202","vo_cmn_101202","","10120222"
"主頁2","vo_cmn_101202_mypage_002","101202","vo_cmn_101202","","10120223"
"主頁3","vo_cmn_101202_mypage_003","101202","vo_cmn_101202","","10120224"
"主頁4","vo_cmn_101202_mypage_004","101202","vo_cmn_101202","","10120225"
"主頁5","vo_cmn_101202_mypage_005","101202","vo_cmn_101202","","10120226"
"轉蛋登場台詞","vo_cmn_101202_gacha_001","101202","vo_cmn_101202","","10120227"
"自我介紹","vo_cmn_101202_profile_001","101202","vo_cmn_101202","","10120228"
"公會小屋1","vo_room_101202_auto_001","101202","vo_room_101202","","10120229"
"公會小屋2","vo_room_101202_auto_002","101202","vo_room_101202","","10120230"
"公會小屋3","vo_room_101202_auto_003","101202","vo_room_101202","","10120231"
"公會小屋4","vo_room_101202_auto_004","101202","vo_room_101202","","10120232"
"公會小屋5","vo_room_101202_auto_005","101202","vo_room_101202","","10120233"
"點選公會小屋1","vo_room_101202_tap_001","101202","vo_room_101202","","10120234"
"點選公會小屋2","vo_room_101202_tap_002","101202","vo_room_101202","","10120235"
"點選公會小屋3","vo_room_101202_tap_003","101202","vo_room_101202","","10120236"
"點選公會小屋4","vo_room_101202_tap_004","101202","vo_room_101202","","10120237"
"勝利1","vo_btl_101601_win_001","101601","vo_btl_101601","","10160101"
"勝利2","vo_btl_101601_win_002","101601","vo_btl_101601","","10160102"
"勝利3","vo_btl_101601_win_003","101601","vo_btl_101601","","10160103"
"失敗1","vo_btl_101601_lose_001","101601","vo_btl_101601","","10160104"
"失敗2","vo_btl_101601_lose_002","101601","vo_btl_101601","","10160105"
"失敗3","vo_btl_101601_lose_003","101601","vo_btl_101601","","10160106"
"暈眩1","vo_btl_101601_retire_001","101601","vo_btl_101601","","10160107"
"暈眩2","vo_btl_101601_retire_002","101601","vo_btl_101601","","10160108"
"暈眩3","vo_btl_101601_retire_003","101601","vo_btl_101601","","10160109"
"技能切入1","vo_btl_101601_cutin_001","101601","vo_btl_101601","","10160110"
"技能切入2","vo_btl_101601_cutin_002","101601","vo_btl_101601","","10160111"
"技能切入3","vo_btl_101601_cutin_003","101601","vo_btl_101601","","10160112"
"必殺技1","vo_btl_101601_skill_000_001","101601","vo_btl_101601","","10160113"
"必殺技2","vo_btl_101601_skill_000_002","101601","vo_btl_101601","","10160114"
"必殺技3","vo_btl_101601_skill_000_003","101601","vo_btl_101601","","10160115"
"戰鬥開始","vo_btl_101601_wavestart","101601","vo_btl_101601","","10160116"
"到下一波","vo_btl_101601_nextwave","101601","vo_btl_101601","","10160117"
"到最後一波","vo_btl_101601_lastwave","101601","vo_btl_101601","","10160118"
"讀取戰鬥前","vo_cmn_101601_battlestart_001","101601","vo_cmn_101601","","10160119"
"戰鬥結果1","vo_cmn_101601_battleresult_001","101601","vo_cmn_101601","","10160120"
"戰鬥結果2","vo_cmn_101601_battleresult_002","101601","vo_cmn_101601","","10160121"
"主頁1","vo_cmn_101601_mypage_001","101601","vo_cmn_101601","","10160122"
"主頁2","vo_cmn_101601_mypage_002","101601","vo_cmn_101601","","10160123"
"主頁3","vo_cmn_101601_mypage_003","101601","vo_cmn_101601","","10160124"
"主頁4","vo_cmn_101601_mypage_004","101601","vo_cmn_101601","","10160125"
"主頁5","vo_cmn_101601_mypage_005","101601","vo_cmn_101601","","10160126"
"轉蛋登場台詞","vo_cmn_101601_gacha_001","101601","vo_cmn_101601","","10160127"
"自我介紹","vo_cmn_101601_profile_001","101601","vo_cmn_101601","","10160128"
"公會小屋1","vo_room_101601_auto_001","101601","vo_room_101601","","10160129"
"公會小屋2","vo_room_101601_auto_002","101601","vo_room_101601","","10160130"
"公會小屋3","vo_room_101601_auto_003","101601","vo_room_101601","","10160131"
"公會小屋4","vo_room_101601_auto_004","101601","vo_room_101601","","10160132"
"公會小屋5","vo_room_101601_auto_005","101601","vo_room_101601","","10160133"
"點選公會小屋1","vo_room_101601_tap_001","101601","vo_room_101601","","10160134"
"點選公會小屋2","vo_room_101601_tap_002","101601","vo_room_101601","","10160135"
"點選公會小屋3","vo_room_101601_tap_003","101601","vo_room_101601","","10160136"
"點選公會小屋4","vo_room_101601_tap_004","101601","vo_room_101601","","10160137"
"勝利1","vo_btl_101602_win_001","101602","vo_btl_101602","","10160201"
"勝利2","vo_btl_101602_win_002","101602","vo_btl_101602","","10160202"
"勝利3","vo_btl_101602_win_003","101602","vo_btl_101602","","10160203"
"失敗1","vo_btl_101602_lose_001","101602","vo_btl_101602","","10160204"
"失敗2","vo_btl_101602_lose_002","101602","vo_btl_101602","","10160205"
"失敗3","vo_btl_101602_lose_003","101602","vo_btl_101602","","10160206"
"暈眩1","vo_btl_101602_retire_001","101602","vo_btl_101602","","10160207"
"暈眩2","vo_btl_101602_retire_002","101602","vo_btl_101602","","10160208"
"暈眩3","vo_btl_101602_retire_003","101602","vo_btl_101602","","10160209"
"技能切入1","vo_btl_101602_cutin_001","101602","vo_btl_101602","","10160210"
"技能切入2","vo_btl_101602_cutin_002","101602","vo_btl_101602","","10160211"
"技能切入3","vo_btl_101602_cutin_003","101602","vo_btl_101602","","10160212"
"必殺技1","vo_btl_101602_skill_000_001","101602","vo_btl_101602","","10160213"
"必殺技2","vo_btl_101602_skill_000_002","101602","vo_btl_101602","","10160214"
"必殺技3","vo_btl_101602_skill_000_003","101602","vo_btl_101602","","10160215"
"戰鬥開始","vo_btl_101602_wavestart","101602","vo_btl_101602","","10160216"
"到下一波","vo_btl_101602_nextwave","101602","vo_btl_101602","","10160217"
"到最後一波","vo_btl_101602_lastwave","101602","vo_btl_101602","","10160218"
"讀取戰鬥前","vo_cmn_101602_battlestart_001","101602","vo_cmn_101602","","10160219"
"戰鬥結果1","vo_cmn_101602_battleresult_001","101602","vo_cmn_101602","","10160220"
"戰鬥結果2","vo_cmn_101602_battleresult_002","101602","vo_cmn_101602","","10160221"
"主頁1","vo_cmn_101602_mypage_001","101602","vo_cmn_101602","","10160222"
"主頁2","vo_cmn_101602_mypage_002","101602","vo_cmn_101602","","10160223"
"主頁3","vo_cmn_101602_mypage_003","101602","vo_cmn_101602","","10160224"
"主頁4","vo_cmn_101602_mypage_004","101602","vo_cmn_101602","","10160225"
"主頁5","vo_cmn_101602_mypage_005","101602","vo_cmn_101602","","10160226"
"轉蛋登場台詞","vo_cmn_101602_gacha_001","101602","vo_cmn_101602","","10160227"
"自我介紹","vo_cmn_101602_profile_001","101602","vo_cmn_101602","","10160228"
"公會小屋1","vo_room_101602_auto_001","101602","vo_room_101602","","10160229"
"公會小屋2","vo_room_101602_auto_002","101602","vo_room_101602","","10160230"
"公會小屋3","vo_room_101602_auto_003","101602","vo_room_101602","","10160231"
"公會小屋4","vo_room_101602_auto_004","101602","vo_room_101602","","10160232"
"公會小屋5","vo_room_101602_auto_005","101602","vo_room_101602","","10160233"
"點選公會小屋1","vo_room_101602_tap_001","101602","vo_room_101602","","10160234"
"點選公會小屋2","vo_room_101602_tap_002","101602","vo_room_101602","","10160235"
"點選公會小屋3","vo_room_101602_tap_003","101602","vo_room_101602","","10160236"
"點選公會小屋4","vo_room_101602_tap_004","101602","vo_room_101602","","10160237"
"勝利1","vo_btl_101701_win_001","101701","vo_btl_101701","","10170101"
"勝利2","vo_btl_101701_win_002","101701","vo_btl_101701","","10170102"
"勝利3","vo_btl_101701_win_003","101701","vo_btl_101701","","10170103"
"失敗1","vo_btl_101701_lose_001","101701","vo_btl_101701","","10170104"
"失敗2","vo_btl_101701_lose_002","101701","vo_btl_101701","","10170105"
"失敗3","vo_btl_101701_lose_003","101701","vo_btl_101701","","10170106"
"暈眩1","vo_btl_101701_retire_001","101701","vo_btl_101701","","10170107"
"暈眩2","vo_btl_101701_retire_002","101701","vo_btl_101701","","10170108"
"暈眩3","vo_btl_101701_retire_003","101701","vo_btl_101701","","10170109"
"技能切入1","vo_btl_101701_cutin_001","101701","vo_btl_101701","","10170110"
"技能切入2","vo_btl_101701_cutin_002","101701","vo_btl_101701","","10170111"
"技能切入3","vo_btl_101701_cutin_003","101701","vo_btl_101701","","10170112"
"必殺技1","vo_btl_101701_skill_000_001","101701","vo_btl_101701","","10170113"
"必殺技2","vo_btl_101701_skill_000_002","101701","vo_btl_101701","","10170114"
"必殺技3","vo_btl_101701_skill_000_003","101701","vo_btl_101701","","10170115"
"戰鬥開始","vo_btl_101701_wavestart","101701","vo_btl_101701","","10170116"
"到下一波","vo_btl_101701_nextwave","101701","vo_btl_101701","","10170117"
"到最後一波","vo_btl_101701_lastwave","101701","vo_btl_101701","","10170118"
"讀取戰鬥前","vo_cmn_101701_battlestart_001","101701","vo_cmn_101701","","10170119"
"戰鬥結果1","vo_cmn_101701_battleresult_001","101701","vo_cmn_101701","","10170120"
"戰鬥結果2","vo_cmn_101701_battleresult_002","101701","vo_cmn_101701","","10170121"
"主頁1","vo_cmn_101701_mypage_001","101701","vo_cmn_101701","","10170122"
"主頁2","vo_cmn_101701_mypage_002","101701","vo_cmn_101701","","10170123"
"主頁3","vo_cmn_101701_mypage_003","101701","vo_cmn_101701","","10170124"
"主頁4","vo_cmn_101701_mypage_004","101701","vo_cmn_101701","","10170125"
"主頁5","vo_cmn_101701_mypage_005","101701","vo_cmn_101701","","10170126"
"轉蛋登場台詞","vo_cmn_101701_gacha_001","101701","vo_cmn_101701","","10170127"
"自我介紹","vo_cmn_101701_profile_001","101701","vo_cmn_101701","","10170128"
"公會小屋1","vo_room_101701_auto_001","101701","vo_room_101701","","10170129"
"公會小屋2","vo_room_101701_auto_002","101701","vo_room_101701","","10170130"
"公會小屋3","vo_room_101701_auto_003","101701","vo_room_101701","","10170131"
"公會小屋4","vo_room_101701_auto_004","101701","vo_room_101701","","10170132"
"公會小屋5","vo_room_101701_auto_005","101701","vo_room_101701","","10170133"
"點選公會小屋1","vo_room_101701_tap_001","101701","vo_room_101701","","10170134"
"點選公會小屋2","vo_room_101701_tap_002","101701","vo_room_101701","","10170135"
"點選公會小屋3","vo_room_101701_tap_003","101701","vo_room_101701","","10170136"
"點選公會小屋4","vo_room_101701_tap_004","101701","vo_room_101701","","10170137"
"勝利1","vo_btl_101702_win_001","101702","vo_btl_101702","","10170201"
"勝利2","vo_btl_101702_win_002","101702","vo_btl_101702","","10170202"
"勝利3","vo_btl_101702_win_003","101702","vo_btl_101702","","10170203"
"失敗1","vo_btl_101702_lose_001","101702","vo_btl_101702","","10170204"
"失敗2","vo_btl_101702_lose_002","101702","vo_btl_101702","","10170205"
"失敗3","vo_btl_101702_lose_003","101702","vo_btl_101702","","10170206"
"暈眩1","vo_btl_101702_retire_001","101702","vo_btl_101702","","10170207"
"暈眩2","vo_btl_101702_retire_002","101702","vo_btl_101702","","10170208"
"暈眩3","vo_btl_101702_retire_003","101702","vo_btl_101702","","10170209"
"技能切入1","vo_btl_101702_cutin_001","101702","vo_btl_101702","","10170210"
"技能切入2","vo_btl_101702_cutin_002","101702","vo_btl_101702","","10170211"
"技能切入3","vo_btl_101702_cutin_003","101702","vo_btl_101702","","10170212"
"必殺技1","vo_btl_101702_skill_000_001","101702","vo_btl_101702","","10170213"
"必殺技2","vo_btl_101702_skill_000_002","101702","vo_btl_101702","","10170214"
"必殺技3","vo_btl_101702_skill_000_003","101702","vo_btl_101702","","10170215"
"戰鬥開始","vo_btl_101702_wavestart","101702","vo_btl_101702","","10170216"
"到下一波","vo_btl_101702_nextwave","101702","vo_btl_101702","","10170217"
"到最後一波","vo_btl_101702_lastwave","101702","vo_btl_101702","","10170218"
"讀取戰鬥前","vo_cmn_101702_battlestart_001","101702","vo_cmn_101702","","10170219"
"戰鬥結果1","vo_cmn_101702_battleresult_001","101702","vo_cmn_101702","","10170220"
"戰鬥結果2","vo_cmn_101702_battleresult_002","101702","vo_cmn_101702","","10170221"
"主頁1","vo_cmn_101702_mypage_001","101702","vo_cmn_101702","","10170222"
"主頁2","vo_cmn_101702_mypage_002","101702","vo_cmn_101702","","10170223"
"主頁3","vo_cmn_101702_mypage_003","101702","vo_cmn_101702","","10170224"
"主頁4","vo_cmn_101702_mypage_004","101702","vo_cmn_101702","","10170225"
"主頁5","vo_cmn_101702_mypage_005","101702","vo_cmn_101702","","10170226"
"轉蛋登場台詞","vo_cmn_101702_gacha_001","101702","vo_cmn_101702","","10170227"
"自我介紹","vo_cmn_101702_profile_001","101702","vo_cmn_101702","","10170228"
"公會小屋1","vo_room_101702_auto_001","101702","vo_room_101702","","10170229"
"公會小屋2","vo_room_101702_auto_002","101702","vo_room_101702","","10170230"
"公會小屋3","vo_room_101702_auto_003","101702","vo_room_101702","","10170231"
"公會小屋4","vo_room_101702_auto_004","101702","vo_room_101702","","10170232"
"公會小屋5","vo_room_101702_auto_005","101702","vo_room_101702","","10170233"
"點選公會小屋1","vo_room_101702_tap_001","101702","vo_room_101702","","10170234"
"點選公會小屋2","vo_room_101702_tap_002","101702","vo_room_101702","","10170235"
"點選公會小屋3","vo_room_101702_tap_003","101702","vo_room_101702","","10170236"
"點選公會小屋4","vo_room_101702_tap_004","101702","vo_room_101702","","10170237"
"勝利1","vo_btl_101801_win_001","101801","vo_btl_101801","","10180101"
"勝利2","vo_btl_101801_win_002","101801","vo_btl_101801","","10180102"
"勝利3","vo_btl_101801_win_003","101801","vo_btl_101801","","10180103"
"失敗1","vo_btl_101801_lose_001","101801","vo_btl_101801","","10180104"
"失敗2","vo_btl_101801_lose_002","101801","vo_btl_101801","","10180105"
"失敗3","vo_btl_101801_lose_003","101801","vo_btl_101801","","10180106"
"暈眩1","vo_btl_101801_retire_001","101801","vo_btl_101801","","10180107"
"暈眩2","vo_btl_101801_retire_002","101801","vo_btl_101801","","10180108"
"暈眩3","vo_btl_101801_retire_003","101801","vo_btl_101801","","10180109"
"技能切入1","vo_btl_101801_cutin_001","101801","vo_btl_101801","","10180110"
"技能切入2","vo_btl_101801_cutin_002","101801","vo_btl_101801","","10180111"
"技能切入3","vo_btl_101801_cutin_003","101801","vo_btl_101801","","10180112"
"必殺技1","vo_btl_101801_skill_000_001","101801","vo_btl_101801","","10180113"
"必殺技2","vo_btl_101801_skill_000_002","101801","vo_btl_101801","","10180114"
"必殺技3","vo_btl_101801_skill_000_003","101801","vo_btl_101801","","10180115"
"戰鬥開始","vo_btl_101801_wavestart","101801","vo_btl_101801","","10180116"
"到下一波","vo_btl_101801_nextwave","101801","vo_btl_101801","","10180117"
"到最後一波","vo_btl_101801_lastwave","101801","vo_btl_101801","","10180118"
"讀取戰鬥前","vo_cmn_101801_battlestart_001","101801","vo_cmn_101801","","10180119"
"戰鬥結果1","vo_cmn_101801_battleresult_001","101801","vo_cmn_101801","","10180120"
"戰鬥結果2","vo_cmn_101801_battleresult_002","101801","vo_cmn_101801","","10180121"
"主頁1","vo_cmn_101801_mypage_001","101801","vo_cmn_101801","","10180122"
"主頁2","vo_cmn_101801_mypage_002","101801","vo_cmn_101801","","10180123"
"主頁3","vo_cmn_101801_mypage_003","101801","vo_cmn_101801","","10180124"
"主頁4","vo_cmn_101801_mypage_004","101801","vo_cmn_101801","","10180125"
"主頁5","vo_cmn_101801_mypage_005","101801","vo_cmn_101801","","10180126"
"轉蛋登場台詞","vo_cmn_101801_gacha_001","101801","vo_cmn_101801","","10180127"
"自我介紹","vo_cmn_101801_profile_001","101801","vo_cmn_101801","","10180128"
"公會小屋1","vo_room_101801_auto_001","101801","vo_room_101801","","10180129"
"公會小屋2","vo_room_101801_auto_002","101801","vo_room_101801","","10180130"
"公會小屋3","vo_room_101801_auto_003","101801","vo_room_101801","","10180131"
"公會小屋4","vo_room_101801_auto_004","101801","vo_room_101801","","10180132"
"公會小屋5","vo_room_101801_auto_005","101801","vo_room_101801","","10180133"
"點選公會小屋1","vo_room_101801_tap_001","101801","vo_room_101801","","10180134"
"點選公會小屋2","vo_room_101801_tap_002","101801","vo_room_101801","","10180135"
"點選公會小屋3","vo_room_101801_tap_003","101801","vo_room_101801","","10180136"
"點選公會小屋4","vo_room_101801_tap_004","101801","vo_room_101801","","10180137"
"勝利1","vo_btl_101802_win_001","101802","vo_btl_101802","","10180201"
"勝利2","vo_btl_101802_win_002","101802","vo_btl_101802","","10180202"
"勝利3","vo_btl_101802_win_003","101802","vo_btl_101802","","10180203"
"失敗1","vo_btl_101802_lose_001","101802","vo_btl_101802","","10180204"
"失敗2","vo_btl_101802_lose_002","101802","vo_btl_101802","","10180205"
"失敗3","vo_btl_101802_lose_003","101802","vo_btl_101802","","10180206"
"暈眩1","vo_btl_101802_retire_001","101802","vo_btl_101802","","10180207"
"暈眩2","vo_btl_101802_retire_002","101802","vo_btl_101802","","10180208"
"暈眩3","vo_btl_101802_retire_003","101802","vo_btl_101802","","10180209"
"技能切入1","vo_btl_101802_cutin_001","101802","vo_btl_101802","","10180210"
"技能切入2","vo_btl_101802_cutin_002","101802","vo_btl_101802","","10180211"
"技能切入3","vo_btl_101802_cutin_003","101802","vo_btl_101802","","10180212"
"必殺技1","vo_btl_101802_skill_000_001","101802","vo_btl_101802","","10180213"
"必殺技2","vo_btl_101802_skill_000_002","101802","vo_btl_101802","","10180214"
"必殺技3","vo_btl_101802_skill_000_003","101802","vo_btl_101802","","10180215"
"戰鬥開始","vo_btl_101802_wavestart","101802","vo_btl_101802","","10180216"
"到下一波","vo_btl_101802_nextwave","101802","vo_btl_101802","","10180217"
"到最後一波","vo_btl_101802_lastwave","101802","vo_btl_101802","","10180218"
"讀取戰鬥前","vo_cmn_101802_battlestart_001","101802","vo_cmn_101802","","10180219"
"戰鬥結果1","vo_cmn_101802_battleresult_001","101802","vo_cmn_101802","","10180220"
"戰鬥結果2","vo_cmn_101802_battleresult_002","101802","vo_cmn_101802","","10180221"
"主頁1","vo_cmn_101802_mypage_001","101802","vo_cmn_101802","","10180222"
"主頁2","vo_cmn_101802_mypage_002","101802","vo_cmn_101802","","10180223"
"主頁3","vo_cmn_101802_mypage_003","101802","vo_cmn_101802","","10180224"
"主頁4","vo_cmn_101802_mypage_004","101802","vo_cmn_101802","","10180225"
"主頁5","vo_cmn_101802_mypage_005","101802","vo_cmn_101802","","10180226"
"轉蛋登場台詞","vo_cmn_101802_gacha_001","101802","vo_cmn_101802","","10180227"
"自我介紹","vo_cmn_101802_profile_001","101802","vo_cmn_101802","","10180228"
"公會小屋1","vo_room_101802_auto_001","101802","vo_room_101802","","10180229"
"公會小屋2","vo_room_101802_auto_002","101802","vo_room_101802","","10180230"
"公會小屋3","vo_room_101802_auto_003","101802","vo_room_101802","","10180231"
"公會小屋4","vo_room_101802_auto_004","101802","vo_room_101802","","10180232"
"公會小屋5","vo_room_101802_auto_005","101802","vo_room_101802","","10180233"
"點選公會小屋1","vo_room_101802_tap_001","101802","vo_room_101802","","10180234"
"點選公會小屋2","vo_room_101802_tap_002","101802","vo_room_101802","","10180235"
"點選公會小屋3","vo_room_101802_tap_003","101802","vo_room_101802","","10180236"
"點選公會小屋4","vo_room_101802_tap_004","101802","vo_room_101802","","10180237"
"勝利1","vo_btl_102001_win_001","102001","vo_btl_102001","","10200101"
"勝利2","vo_btl_102001_win_002","102001","vo_btl_102001","","10200102"
"勝利3","vo_btl_102001_win_003","102001","vo_btl_102001","","10200103"
"失敗1","vo_btl_102001_lose_001","102001","vo_btl_102001","","10200104"
"失敗2","vo_btl_102001_lose_002","102001","vo_btl_102001","","10200105"
"失敗3","vo_btl_102001_lose_003","102001","vo_btl_102001","","10200106"
"暈眩1","vo_btl_102001_retire_001","102001","vo_btl_102001","","10200107"
"暈眩2","vo_btl_102001_retire_002","102001","vo_btl_102001","","10200108"
"暈眩3","vo_btl_102001_retire_003","102001","vo_btl_102001","","10200109"
"技能切入1","vo_btl_102001_cutin_001","102001","vo_btl_102001","","10200110"
"技能切入2","vo_btl_102001_cutin_002","102001","vo_btl_102001","","10200111"
"技能切入3","vo_btl_102001_cutin_003","102001","vo_btl_102001","","10200112"
"必殺技1","vo_btl_102001_skill_000_001","102001","vo_btl_102001","","10200113"
"必殺技2","vo_btl_102001_skill_000_002","102001","vo_btl_102001","","10200114"
"必殺技3","vo_btl_102001_skill_000_003","102001","vo_btl_102001","","10200115"
"戰鬥開始","vo_btl_102001_wavestart","102001","vo_btl_102001","","10200116"
"到下一波","vo_btl_102001_nextwave","102001","vo_btl_102001","","10200117"
"到最後一波","vo_btl_102001_lastwave","102001","vo_btl_102001","","10200118"
"讀取戰鬥前","vo_cmn_102001_battlestart_001","102001","vo_cmn_102001","","10200119"
"戰鬥結果1","vo_cmn_102001_battleresult_001","102001","vo_cmn_102001","","10200120"
