46368c5995fa430c142b821035b82343f9a013b0d4523cf25878e47ca9479a8f,c12a2e342d02000d6c20853afe6902578ffe95b35161609d7fce5f9eba38bc2d,bd51045fce0307653ab6be1e9ef0aa8b96c67bf2fa5cd0a9be61b0d5f859e549,7eeb4bf46e9a0c7eabaa34181ebcdaafd6a941947b91621e809be44d6f862b92,267eb5d7d60a82f390a4f1521a65be281362f3b6aa33bf2d4c6a4b9ee652a828,a638d62afa8f434a06bd463d8ff9f06a68649cd978d9b81bf3f72ab01389142f,81098ad92057e508b33bbc9e19e1fa9c7e47364a32875b300f2a3d972928e9a5,327424a35b621f0da63efec26d8465873171672e9949fa4b9e3abceedfad92eb
"1006002","圓圓的環。","指環","2","ㄓ","1","10060","ㄨㄢ"
"1006003","以貴金屬或稀有礦物加工成的奢侈品，通常都是亮晶晶的。","珠寶","2","ㄨ","1","10060","ㄠ"
"1006100","以纖維編織而成的工具，用於捆綁。","繩子","1","ㄥ","1","10061","ㄗ"
"1006101","用麻線等編成的結實的繩子。可以綁起各式各樣的東西。","麻繩","1","ㄚ","1","10061","ㄥ"
"1006102","用草編織成的繩子，據說被蛇咬過的人會怕它十年。","草繩","2","ㄠ","1","10061","ㄥ"
"1006103","嗚呵呵呵呵。","空花的秘密道具","3","ㄨㄥ","1","10061","ㄩ"
"1006104","空花要，空花要～！","絕頂","3","ㄩㄝ","1","10061","ㄧㄥ"
"1006200","用來防止攻擊的板狀的防具。","盾牌","1","ㄨㄣ","1","10062","ㄞ"
"1006201","拿來防止什麼的東西的總稱。","護具","2","ㄨ","1","10062","ㄩ"
"1006202","保護身體的裝備。","防具","2","ㄤ","1","10062","ㄩ"
"1006203","配戴在身上的功能性物品或衣物。","裝備","2","ㄨㄤ","1","10062","ㄟ"
"1006204","純的必殺技。能擋下各種攻擊！","地獄之盾","3","ㄧ","1","10062","ㄨㄣ"
"1006300","貨幣。不是食物。","錢幣","1","ㄧㄢ","1","10063","ㄧ"
"1006301","「錢」的別種說法。不是食物。","金錢","1","ㄧㄣ","1","10063","ㄧㄢ"
"1006302","被藏起來的貴重物品。","寶藏","2","ㄠ","1","10063","ㄤ"
"1006303","指貨幣或貴重的物品。","財物","2","ㄞ","1","10063","ㄨ"
"1006304","在蘭德索爾使用的貨幣單位。不是食物。","盧幣","3","ㄨ","1","10063","ㄧ"
"1006305","是盧幣主要的用途。也有可以食用的。","公會小屋購買家具","3","ㄨㄥ","1","10063","ㄩ"
"1006400","雞蛋做成的甜品。","布丁","1","ㄨ","1","10064","ㄧㄥ"
"1006401","統率所有點心的點心中的點心。","豪華法式布丁","2","ㄠ","1","10064","ㄧㄥ"
"1006402","是甜的。也就是布丁。","甜點","2","ㄧㄢ","1","10064","ㄧㄢ"
"1006403","所有的布丁都是宮子一個人的。","宮子的點心","3","ㄨㄥ","1","10064","ㄧㄣ"
"1006500","裝飾在脖子上的飾品。","項鍊","1","ㄧㄤ","1","10065","ㄧㄢ"
"1006501","掛在脖子上的飾品。","墜飾","2","ㄨㄟ","1","10065","ㄕ"
"1006502","飾品。時尚的必備道具。","飾品","2","ㄕ","1","10065","ㄧㄣ"
"1006503","與服裝互相搭配的配件。","首飾","2","ㄡ","1","10065","ㄕ"
"1006600","稻穗。可以篩出米。","稻米","1","ㄠ","1","10066","ㄧ"
"1006601","將水稻精製後的穀物。米飯！","米飯","2","ㄧ","1","10066","ㄢ"
"1006602","麵包原料的穀物。","麥子","2","ㄞ","1","10066","ㄗ"
"1006603","人工種植的可食用植物之一，富含澱粉。","穀物","2","ㄨ","1","10066","ㄨ"
"1006700","由豆類製成的東國特有的醬料。","醬油","1","ㄧㄤ","1","10067","ㄧㄡ"
"1006701","「醬油」的別種說法。豆類的醬料。","豆油","2","ㄡ","1","10067","ㄧㄡ"
"1006702","用來調味。","調味料","2","ㄧㄠ","1","10067","ㄧㄠ"
"1006703","加入鰹魚風味的醬油。","柴魚醬油","2","ㄞ","1","10067","ㄧㄡ"
"1006800","用來進行流程作業的機器。","輸送帶","1","ㄨ","1","10068","ㄞ"
"1006801","大量生產製品的設施。","工廠","2","ㄨㄥ","1","10068","ㄤ"
"1006802","工廠為了提高效率而設置的生產流水線。","生產線","2","ㄥ","1","10068","ㄧㄢ"
"1006803","賭上了墨丘利財團威望的事業。要是那時候沒有爆炸的話……","鯛魚燒工廠","3","ㄧㄠ","1","10068","ㄤ"
"1006900","炫爛奪目又豪華的照明器具。","吊燈","1","ㄧㄠ","1","10069","ㄥ"
"1006901","照亮黑暗的光。","燭臺","2","ㄨ","1","10069","ㄞ"
"1006902","精心設計的帶有美感的照明裝置。","燈飾","2","ㄥ","1","10069","ㄕ"
"1007000","好鹹。","鹽","1","ㄧㄢ","1","10070","ㄧㄢ"
"1007001","「鹽」的別種說法。","氯化納","2","ㄩ","1","10070","ㄚ"
"1007002","用來調味。","調味料","2","ㄧㄠ","1","10070","ㄧㄠ"
"1007003","鈉離子含量較低的食用鹽，據說比較健康。","低鈉鹽","2","ㄧ","1","10070","ㄧㄢ"
"1007100","會捲起激烈旋渦的潮流。","漩渦","1","ㄩㄢ","1","10071","ㄨㄛ"
"1007101","要、要被捲進去了……咕嚕咕嚕……","咕嚕咕嚕","2","ㄨ","1","10071","ㄨ"
"1007102","船隻沉沒的事故。","海難","2","ㄞ","1","10071","ㄢ"
"1007200","釣魚用的道具。要高明的操作需要技巧。","釣竿","1","ㄧㄠ","1","10072","ㄢ"
"1007201","幾乎是釣竿的必要配備，空有釣竿卻沒有魚餌可不容易啊。","魚餌","2","ㄩ","1","10072","ㄦ"
"1007202","握法跟專業級的一樣。","流夏的興趣","3","ㄧㄡ","1","10072","ㄩ"
"1007300","煮食物用的調理器具。","鍋子","1","ㄨㄛ","1","10073","ㄗ"
"1007301","最愛大家了。聞味道的瞬間就讓人想吃的香料魔法。","咖哩","2","ㄚ","1","10073","ㄧ"
"1007302","放入肉和蔬菜燉煮的料理。能不能以這個當菜來配飯，引起了眾人討論。","燉菜","2","ㄨㄣ","1","10073","ㄞ"
"1007303","為了讓食物入味所用的液體。","滷汁","2","ㄨ","1","10073","ㄓ"
"1007304","加了紅酒的燉牛肉。","紅酒燉牛肉","2","ㄨㄥ","1","10073","ㄡ"
"1007400","坐在兩邊叩咚叩咚的。","蹺蹺板","1","ㄧㄠ","1","10074","ㄢ"
"1007401","放在公園裡的遊戲道具。","兒童遊樂設施","2","ㄦ","1","10074","ㄕ"
"1007402","在公園集合哦！","去公園玩","2","ㄩ","1","10074","ㄨㄢ"
"1007403","槓桿兩邊受力不相同的狀態，引申為相關聯的雙方差距過大。","失衡","2","ㄕ","1","10074","ㄥ"
"1007500","用來畫圖或寫字的道具。","筆","1","ㄧ","1","10075","ㄧ"
"1007501","是東國的文化！","書法","2","ㄨ","1","10075","ㄚ"
"1007502","以動物毛製成的筆。","毛筆","2","ㄠ","1","10075","ㄧ"
"1007503","一定得學習。","寫字","2","ㄧㄝ","1","10075","ㄗ"
"1007504","研墨的道具。","硯臺","2","ㄧㄢ","1","10075","ㄞ"
"1007505","位於蘭德索爾的遙遠東邊的國家的文化。還有忍者、武士、富士、藝妓等。是妮諾的憧憬。","東國文化","3","ㄨㄥ","1","10075","ㄨㄚ"
"1007600","訓練工具。","啞鈴","1","ㄧㄚ","1","10076","ㄧㄥ"
"1007601","看到隆起來的手臂肌肉了嗎？那就是二頭肌。","二頭肌","1","ㄦ","1","10076","ㄧ"
"1007602","肌肉！","肌肉","2","ㄧ","1","10076","ㄡ"
"1007603","主要是為了提升力量的訓練。","鍛鍊","2","ㄨㄢ","1","10076","ㄧㄢ"
"1007604","提起重物的訓練。","重訓","2","ㄨㄥ","1","10076","ㄩㄣ"
"1007700","是鬼喲。把布丁交出來喲。","鬼魂","1","ㄨㄟ","1","10077","ㄨㄣ"
"1007701","是幽靈喲。把布丁交出來喲。","幽靈","1","ㄧㄡ","1","10077","ㄧㄥ"
"1007702","是宮子喲！把布丁交出來喲。","宮子","3","ㄨㄥ","1","10077","ㄗ"
"1007703","是無敵的喲！把布丁交出來喲。","無敵","3","ㄨ","1","10077","ㄧ"
"2000100","【破曉之星】中最愛助人的格鬥少女。","日和","1","ㄖ","1","20001","ㄜ"
"2000101","日和的口頭禪和座右銘。","放不下心","3","ㄤ","1","20001","ㄧㄣ"
"2000200","【破曉之星】中專情的純真治療師。","優衣","1","ㄧㄡ","1","20002","ㄧ"
"2000201","治癒一切是優衣的特技。","全體治癒","3","ㄩㄢ","1","20002","ㄩ"
"2000202","似乎旁人都對此感到很意外。","真琴的兒時玩伴","3","ㄣ","1","20002","ㄢ"
"2000300","【破曉之星】中的冷酷劍士。釣魚是她的興趣。","怜","1","ㄧㄥ","1","20003","ㄧㄥ"
"2000301","怜的隱藏特技。","騎馬","3","ㄧ","1","20003","ㄚ"
"2000302","她會教我她的劍術特技。在天氣好時也會去釣魚……","劍術","3","ㄧㄢ","1","20003","ㄨ"
"2000400","【小小甜心】中的惡作劇負責人。在３人之中也是活力源頭。","禊","1","ㄧ","1","20004","ㄧ"
"2000401","說到惡作劇的技巧無人能出其右，是惡作劇專家。","搗蛋鬼","3","ㄠ","1","20004","ㄨㄟ"
"2000500","隸屬於【王宮騎士團】。憧憬英雄的少女。","茉莉","1","ㄛ","1","20005","ㄧ"
"2000501","喜愛正義英雄的火熱之心才不會輸給其他人！","虎虎頭號粉絲","3","ㄨ","1","20005","ㄙ"
"2000600","【惡魔偽王國軍】的雙胞胎中，早熟的妹妹。","茜里","1","ㄧㄢ","1","20006","ㄧ"
"2000601","雖然長得一模一樣，個性卻完全相反？","依里的妹妹","3","ㄧ","1","20006","ㄟ"
"2000602","如字面上所述，她的可愛會迷惑人心。","小惡魔","3","ㄧㄠ","1","20006","ㄛ"
"2000700","【惡魔偽王國軍】中最愛布丁的幽靈。","宮子","1","ㄨㄥ","1","20007","ㄗ"
"2000701","能夠飄浮或穿越牆壁等，所做之事大概就是去偷吃布丁。","幽靈","3","ㄧㄡ","1","20007","ㄧㄥ"
"2000702","了喲～！","最喜歡布丁","3","ㄨㄟ","1","20007","ㄧㄥ"
"2000800","【純白之翼 蘭德索爾分部】的美貌代表。","雪","1","ㄩㄝ","1","20008","ㄩㄝ"
"2000801","真是罪過呀。","美麗的我","3","ㄟ","1","20008","ㄨㄛ"
"2000802","我太美了也有錯嗎？","自戀","3","ㄗ","1","20008","ㄧㄢ"
"2000900","【暮光流星群】成員的熾炎戰鬼煉獄血盟暗黑團團長。既是暗黑騎士，也是結束終焉之戰的舊世界英雄。","杏奈","1","ㄧㄥ","1","20009","ㄞ"
"2000901","又名為！","疾風之冥姬","3","ㄧ","1","20009","ㄧ"
"2000902","由於是青春期，就不要管她了。","中二病","3","ㄨㄥ","1","20009","ㄧㄥ"
"2001000","【哞哞自衛隊】中可靠又雍容華貴的公會長。","真步","1","ㄣ","1","20010","ㄨ"
"2001001","據說位於某處的謎之國度，真步真步王國……真步是那裡的公主。","公主","3","ㄨㄥ","1","20010","ㄨ"
"2001002","將手杖轉轉轉的可愛動作喚出的魔法威力不可小看……","咕嚕靈波","3","ㄨ","1","20010","ㄛ"
"2001100","隸屬於【拉比林斯】，自稱妹妹。努力的考生。","璃乃","1","ㄧ","1","20011","ㄞ"
"2001101","就是妹妹，儘管只是自稱，還是妹妹。","妹妹","3","ㄟ","1","20011","ㄟ"
"2001102","就算有點呆也沒關係，希望她能健康的長大。","小笨蛋","3","ㄧㄠ","1","20011","ㄢ"
"2001200","【森林守衛】中沉睡的超能力少女。","初音","1","ㄨ","1","20012","ㄧㄣ"
"2001201","有超能力的事是祕密哦。","超能力少女","3","ㄠ","1","20012","ㄩ"
"2001202","最愛小栞了！","小栞的姊姊","3","ㄧㄠ","1","20012","ㄧㄝ"
"2001300","【暮光流星群】中可愛到爆的最強魔法少女。","七七香","1","ㄧ","1","20013","ㄧㄤ"
"2001301","使用魔法的少女。在知情的人之間，對於到幾歲前能自稱魔法少女，都有著不同的看法。","魔法少女","3","ㄛ","1","20013","ㄩ"
"2001302","表示無敵可愛的意思。","最可愛","3","ㄨㄟ","1","20013","ㄞ"
"2001400","【哞哞自衛隊】中的聰明美少女名偵探。","霞","1","ㄧㄚ","1","20014","ㄧㄚ"
"2001401","她解開的謎團數都數不盡，難道是因為事件在呼喚名偵探嗎……","名偵探","3","ㄧㄥ","1","20014","ㄢ"
"2001402","追求真實的高尚職業。據說偵探的身邊總會跟著助手。","偵探","3","ㄣ","1","20014","ㄢ"
"2001500","【森林守衛】的公會長。不斷湧出母性的姊姊。","美里","1","ㄟ","1","20015","ㄧ"
"2001501","連魔物也會照顧。","幼稚園的老師","3","ㄧㄡ","1","20015","ㄕ"
"2001600","【月光學院】中不擅長讀書，個性天真爛漫的辣妹。好像學會九九乘法表了……？","鈴奈","1","ㄧㄥ","1","20016","ㄞ"
"2001601","人氣爆棚的模特兒。","超級名模","3","ㄠ","1","20016","ㄛ"
"2001602","很潮的女孩子。","辣妹","3","ㄚ","1","20016","ㄟ"
"2001700","【哞哞自衛隊】中熱愛唱歌與舞蹈的南國少女。","香織","1","ㄧㄤ","1","20017","ㄓ"
"2001701","琉球犬矢之拳！","琉球空手道","3","ㄧㄡ","1","20017","ㄠ"
"2001702","香織故鄉的問候。妳好呀――！","嗨―呵","3","ㄞ","1","20017","ㄜ"
"2001800","【月光學院】中性感的新進教師。","伊緒","1","ㄧ","1","20018","ㄩ"
"2001801","雖然是新來的老師，但是跟學生很親近。","老師","3","ㄠ","1","20018","ㄕ"
"2001900","【小小甜心】裡最愛撒嬌的一個。嚕啦啦～嚕啦啦～♪","美美","1","ㄟ","1","20019","ㄟ"
"2001901","蹦蹦跳～♪","最喜歡兔子先生","3","ㄨㄟ","1","20019","ㄥ"
"2002000","讓【咲戀育幼院】裡的愛哭鬼、膽小鬼都能打起勇氣努力的女孩。","胡桃","1","ㄨ","1","20020","ㄠ"
"2002001","雖然年紀尚輕，卻是知名演員。","知名女演員","3","ㄓ","1","20020","ㄩㄢ"
"2002100","【惡魔偽王國軍】中的雙胞胎，是傲嬌害羞的姊姊。","依里","1","ㄧ","1","20021","ㄧ"
"2002101","雖然長相相似但個性迥異。","雙胞胎姊姊","3","ㄨㄤ","1","20021","ㄧㄝ"
"2002102","害羞的反作用力，會讓她作出更激烈的事……","害羞","3","ㄞ","1","20021","ㄧㄡ"
"2002103","有著華麗的操作。","天才玩家","3","ㄧㄢ","1","20021","ㄧㄚ"
"2002200","隸屬於【咲戀育幼院】。看起來很乖巧，不過她操作的噗吉卻意外的兇暴。","綾音","1","ㄧㄥ","1","20022","ㄧㄣ"
"2002201","一直和噗吉在一起，是一心同體。","噗吉的夥伴","3","ㄨ","1","20022","ㄢ"
"2002300","【咲戀育幼院】中讓人喜歡的冒失鬼，奉獻型的女僕。","鈴莓","1","ㄧㄥ","1","20023","ㄟ"
"2002301","我由衷地服侍主人。","女僕","3","ㄩ","1","20023","ㄨ"
"2002302","弄壞了好多東西，糟糕了。","冒冒失失","3","ㄠ","1","20023","ㄕ"
"2002400","被派遣到【伊麗莎白牧場】的護衛。並沒有在偷懶，只是在盡情享受慢活。","鈴","1","ㄧㄥ","1","20024","ㄧㄥ"
"2002401","雖然很散漫，該做事時還是會做……大概……一定會……","懶散","3","ㄢ","1","20024","ㄢ"
"2002500","【暮光流星群】成員。愛很沉重，非常沉重。","惠理子","1","ㄨㄟ","1","20025","ㄗ"
"2002501","惠理子的通稱。若是為了愛，可以破壞各式各樣的東西。","破壞者","3","ㄛ","1","20025","ㄜ"
"2002600","【咲戀育幼院】中可靠的公會長。原本是王宮騎士團副團長。","咲戀","1","ㄧㄠ","1","20026","ㄧㄢ"
"2002601","雖然還不到被人稱為媽媽的年紀，也沒有孩子，但媽媽就是媽媽。","媽媽","3","ㄚ","1","20026","ㄚ"
"2002700","【慈樂之音】裡不可動搖的中心。頂尖偶像。","望","1","ㄨㄤ","1","20027","ㄨㄤ"
"2002701","想低調行動時很辛苦。","超人氣偶像","3","ㄠ","1","20027","ㄧㄤ"
"2002800","【純白之翼 蘭德索爾分部】中憧憬東國的戰士，目標是統一天下！","妮諾","1","ㄧ","1","20028","ㄨㄛ"
"2002801","最喜歡東國文化，但時常會記錯內容。","憧憬東國","3","ㄨㄥ","1","20028","ㄨㄛ"
"2002802","愛讀的書是《武士道》！","冒牌忍者","3","ㄠ","1","20028","ㄜ"
"2002900","隸屬於【惡魔偽王國軍】的占卜師。身邊的骷髏頭其實是她的父親。","忍","1","ㄣ","1","20029","ㄣ"
"2002901","說中是占卜，說不中也是占卜。","占卜師","3","ㄢ","1","20029","ㄕ"
"2003000","設立【墨丘利財團】的公會長，她的經商能力能改變世界。","秋乃","1","ㄧㄡ","1","20030","ㄞ"
"2003001","充滿做生意才能的大小姐。","大小姐","3","ㄚ","1","20030","ㄧㄝ"
"2003100","【伊麗莎白牧場】的會長。能夠溫和統率個性多元的公會成員的姐姐。","真陽","1","ㄣ","1","20031","ㄧㄤ"
"2003101","經營牧場就交給我吧。","牧場主人","3","ㄨ","1","20031","ㄣ"
"2003102","那條路風險很高。","搞笑藝人之路","3","ㄠ","1","20031","ㄨ"
"2003200","【墨丘利財團】中負責財務的能幹姐姐……平常是這樣沒錯。","優花梨","1","ㄧㄡ","1","20032","ㄧ"
"2003201","像優花梨那樣的大人。","女中酒豪","3","ㄩ","1","20032","ㄠ"
"2003300","【小小甜心】中年紀最小的。很努力唸書，腦袋也很聰明。不敢吃紅蘿蔔和青椒。","鏡華","1","ㄧㄥ","1","20033","ㄨㄚ"
"2003301","是小小甜心中最認真可靠的人。","資優生","3","ㄗ","1","20033","ㄥ"
"2003400","【王宮騎士團】團員。是團長的親信？","智","1","ㄓ","1","20034","ㄓ"
"2003401","智的家裡相傳著神速劍技。奧義是阿修羅。","御久間流","3","ㄩ","1","20034","ㄧㄡ"
"2003500","【伊麗莎白牧場】的成員。儘管體弱仍一心一意努力的少女。","栞","1","ㄢ","1","20035","ㄢ"
"2003501","最喜歡姊姊了。","初音的妹妹","3","ㄨ","1","20035","ㄟ"
"2003600","【森林守衛】的孤單弓箭手。雖然能和植物對話，但那樣還是很孤單。","碧","1","ㄧ","1","20036","ㄧ"
"2003601","孤單的一個人，咳嗽也一個人。","邊緣人","3","ㄧㄢ","1","20036","ㄣ"
"2003700","【慈樂之音】成員。能和精靈當朋友的風之唱喚歌姬。","千歌","1","ㄧㄢ","1","20037","ㄜ"
"2003701","唱喚術師。會使用能以歌聲唱喚出精靈的幻之祕術。小心不要搞錯字。","唱喚士","3","ㄤ","1","20037","ㄕ"
"2003702","演唱出的歌曲能夠使所有人著迷。","歌姬","3","ㄜ","1","20037","ㄧ"
"2003800","【哞哞自衛隊】的突擊隊長。愛照顧人的獸人族少女。","真琴","1","ㄣ","1","20038","ㄧㄣ"
"2003801","似乎旁人都對此感到很意外。","優衣的兒時玩伴","3","ㄧㄡ","1","20038","ㄢ"
"2003900","【惡魔偽王國軍】的會長，也是傳說中的吸血鬼。為了征服世界，今天也會加油。","伊莉亞","1","ㄧ","1","20039","ㄧㄚ"
"2003901","據說以前被推進了蘭德索爾裡的可怕熔爐中。","傳說的吸血鬼","3","ㄨㄢ","1","20039","ㄨㄟ"
"2003902","似乎統治著夜晚。","統領黑夜之人","3","ㄨㄥ","1","20039","ㄣ"
"2004000","【純白之翼 蘭德索爾分部】的妄想負責人。","空花","1","ㄨㄥ","1","20040","ㄨㄚ"
"2004001","淑女的嗜好……？","被虐狂","3","ㄟ","1","20040","ㄨㄤ"
"2004100","【墨丘利財團】中的鯛魚燒店。但是其本尊是……喵！喵喵！","珠希","1","ㄨ","1","20041","ㄧ"
"2004101","外表像貓一樣的女孩。","貓娘","3","ㄠ","1","20041","ㄧㄤ"
"2004102","在蘭德索爾造成騷動的謎之義賊。其真面目滿是謎團。","幻影貓","3","ㄨㄢ","1","20041","ㄠ"
"2004200","【王宮騎士團】團長。其面具之下，無人可知，也無法為人所知。","純","1","ㄨㄣ","1","20042","ㄨㄣ"
"2004201","是非常強大的團長。","團長","3","ㄨㄢ","1","20042","ㄤ"
"2004300","隸屬於【墨丘利財團】的打工戰士。其實是龍殺手。","美冬","1","ㄟ","1","20043","ㄨㄥ"
"2004301","會一步步地教你哦。當然是要收費的哦。","師傅","3","ㄕ","1","20043","ㄨ"
"2004302","是個貫徹始終講究效率的人。","效率至上","3","ㄧㄠ","1","20043","ㄤ"
"2004400","隸屬於【拉比林斯】，自稱姐姐。交給姐姐吧。","靜流","1","ㄧㄥ","1","20044","ㄧㄡ"
"2004401","我是姐姐喔！！","是姐姐喔","3","ㄕ","1","20044","ㄛ"
"2004500","【月光學院】的學生。好像是位成熟的淑女，也是個罪惡的女人。","美咲","1","ㄟ","1","20045","ㄧㄠ"
"2004501","我說是成熟淑女，就是成熟淑女！","成熟的淑女","3","ㄥ","1","20045","ㄩ"
"2004600","隸屬於【暮光流星群】的危險科學家。熱衷於實驗。","深月","1","ㄣ","1","20046","ㄩㄝ"
"2004601","因實驗而犧牲的人，不計其數。","瘋狂科學家","3","ㄥ","1","20046","ㄧㄚ"
"2004602","獨眼惡魔，不接近她才是好事。","獨眼惡魔","3","ㄨ","1","20046","ㄛ"
"2004700","【伊麗莎白牧場】的莉瑪。其實是全公會裡最有少女心的人。","莉瑪","1","ㄧ","1","20047","ㄚ"
"2004701","有魅惑效果的毛髮。","毛茸茸","3","ㄠ","1","20047","ㄨㄥ"
"2004800","是【純白之翼 蘭德索爾分部】的公會長也是軍人。總是被成員耍著玩的苦幹之人，是白翼的指揮官。","莫妮卡","1","ㄛ","1","20048","ㄚ"
"2004801","才，才不是小孩呢！","小鬼頭","3","ㄧㄠ","1","20048","ㄡ"
"2004900","【慈樂之音】的成員，本業是裁縫師。她華麗的用線技巧能夠綁起各種東西。","紡希","1","ㄤ","1","20049","ㄧ"
"2004901","裁縫就交給我吧。","裁縫師","3","ㄞ","1","20049","ㄕ"
"2004902","不會讓壞蟲子靠近怜大人的。","怜大人粉絲俱樂部","3","ㄧㄥ","1","20049","ㄨ"
"2005000","【純白之翼 蘭德索爾分部】的祕密負責人。到處都在，卻到處都不見人影。","步未","1","ㄨ","1","20050","ㄨㄟ"
"2005001","我、我才不是跟蹤狂呢……！","跟蹤狂","3","ㄣ","1","20050","ㄨㄤ"
"2005100","【暮光流星群】的公會長。十分大方的釣客。劍術技巧也很棒。","流夏","1","ㄧㄡ","1","20051","ㄧㄚ"
"2005101","魔物也很仰慕大姐頭。","大姐頭","3","ㄚ","1","20051","ㄡ"
"2005200","以成為蒼空的騎空士為目標的女孩。","吉塔","1","ㄧ","1","20052","ㄚ"
"2005201","加入我所成立的騎空團吧！跟騎空士們一同在空中巡遊！","蒼空的騎空士","3","ㄤ","1","20052","ㄕ"
"2005300","【美食殿堂】的公會長。什麼都能吃得很美味。太讚了吧☆","貪吃佩可","1","ㄢ","1","20053","ㄜ"
"2005301","裝備後威力會大幅提升，但是好像肚子會餓。","皇家裝備","3","ㄨㄤ","1","20053","ㄟ"
"2005302","太讚了吧☆","太讚了吧","3","ㄞ","1","20053","ㄚ"
"2005303","阿斯特賴亞王家的王女。","公主","3","ㄨㄥ","1","20053","ㄨ"
"2005400","隸屬於【美食殿堂】的精靈族少女。主人優先。","可可蘿","1","ㄜ","1","20054","ㄨㄛ"
"2005401","接受了女神愛梅斯神諭的引路人。","嚮導","3","ㄧㄤ","1","20054","ㄠ"
"2005402","侍奉神明的女性。","巫女","3","ㄨ","1","20054","ㄩ"
"2005500","順其自然地加入【美食殿堂】的謎樣貓耳少女。很不妙吧！","凱留","1","ㄞ","1","20055","ㄧㄡ"
"2005501","啥？完全聽不懂你在說什麼！","傲嬌","3","ㄠ","1","20055","ㄧㄠ"
"2005600","與世界為敵抗戰，自稱是大罪人。天樓霸斷劍可以斬斷一切！","矛依未","1","ㄠ","1","20056","ㄨㄟ"
"2005601","我是諾維姆！","諾維姆","3","ㄨㄛ","1","20056","ㄨ"
"2005700","發誓總有一天要成為森林守護者的精靈族少女。","亞里莎","1","ㄧㄚ","1","20057","ㄚ"
"2005701","女性精靈族。","精靈女","3","ㄧㄥ","1","20057","ㄩ"
"2005702","要作為森林守護者獨當一面，得儘量每天投入修行。","見習森林守衛","3","ㄧㄢ","1","20057","ㄨㄟ"
"2005800","七冠之一。千變萬化的變貌大妃。","似似花","1","ㄙ","1","20058","ㄨㄚ"
"2005801","似似花的另一個名字。變貌大妃。","變貌大妃","3","ㄧㄢ","1","20058","ㄟ"
"2005802","另一個我。","分身","3","ㄣ","1","20058","ㄣ"
"2005900","【王宮騎士團】的副團長，也是七冠之一。極端的享樂主義者。","克莉絲提娜","1","ㄜ","1","20059","ㄚ"
"2005901","克莉絲提娜的別名。","誓約女君","3","ㄕ","1","20059","ㄩㄣ"
"2005902","又名為問題兒童。","副團長","3","ㄨ","1","20059","ㄤ"
"2006000","隸屬於【龍族巢穴】的龍人族。臉長的很可愛，卻意外的毒舌。","祈梨","1","ㄧ","1","20060","ㄧ"
"2006001","祈梨的特技。","龍之吐息","3","ㄨㄥ","1","20060","ㄧ"
"2006002","我是【龍族巢穴】的幹部，對我伏首稱臣吧！","幹部","3","ㄢ","1","20060","ㄨ"
"2006100","隸屬於【龍族巢穴】的龍人族打手。","嘉夜","1","ㄧㄚ","1","20061","ㄧㄝ"
"2006101","幹架最行。","笨蛋打架狂","3","ㄣ","1","20061","ㄨㄤ"
"2006200","充滿謎團的【龍族巢穴】公會長、老大。","帆稀","1","ㄢ","1","20062","ㄧ"
"2006201","頭目、首領的意思。","幫派老大","3","ㄤ","1","20062","ㄚ"
"2006300","【聖德蕾莎女子學院（好朋友社）】的一員。散發著一股認真的氣息。","克蘿依","1","ㄜ","1","20063","ㄧ"
"2006301","好像並不是在生氣或是心情不好。","陰暗系","3","ㄧㄣ","1","20063","ㄧ"
"2006302","聖德蕾女的狂人。那就是克蘿依。","聖德蕾女的狂人","3","ㄥ","1","20063","ㄣ"
"2006400","【聖德蕾莎女子學院（好朋友社）】中負責切嚕～☆的人。","琪愛兒","1","ㄧ","1","20064","ㄦ"
"2006401","切嚕唎咧咧囉唎囉唎囉。","咧切嚕切嚕啵啪嗶","3","ㄧㄝ","1","20064","ㄧ"
"2006402","聖德蕾女的狂人。那就是琪愛兒。","聖德蕾女的狂人","3","ㄥ","1","20064","ㄣ"
"2006500","【優妮們】的公會長。天才都是孤獨的。","優妮","1","ㄧㄡ","1","20065","ㄧ"
"2006501","躲在象牙之塔裡，每天勤奮學習。","繭居族","3","ㄧㄢ","1","20065","ㄨ"
"2006502","聖德蕾女的狂人。那就是優妮。","聖德蕾女的狂人","3","ㄥ","1","20065","ㄣ"
"3007800","代替人類勞動的機械，人型是浪漫的表現。","人型機器","1","ㄣ","2","10078","ㄧ"
"3007801","以魔法驅動的機械，可以幫助人類和戰鬥。","魔法機械工具","2","ㄛ","2","10078","ㄩ"
"3007802","用齒輪等零件組合而成，能進行複雜動作的架構。","機關","2","ㄧ","2","10078","ㄨㄢ"
"3007803","喂，那個學姊又把在地獄裡焚化的名字拿出來用了。那東西明明叫好朋友X。","超級優妮號","3","ㄠ","2","10078","ㄠ"
"3007804","你說醜八怪臭遜廢鐵丸我可不能當作沒聽見……適可而止啊。","優妮的力作","3","ㄧㄡ","2","10078","ㄨㄛ"
"3007900","生長在潮濕地區，是真菌類而不是植物。","菌菇","1","ㄩㄣ","2","10079","ㄨ"
"3007901","真核生物中的一大類群，包含酵母等微生物及耳熟能詳的菇類。","真菌","2","ㄣ","2","10079","ㄩㄣ"
"3007902","適合加進披薩和義大利麵的美味菇類。","蘑菇","2","ㄛ","2","10079","ㄨ"
