65660cdba0c02e3f7dc4da2f5497a3874d83ed1d190899100dd3b98319a16bf6,379bbc10288b46592a87b6f8c2f651b759f13b5a9dea23f64f03a4ecb107fce4,ff955942924e686fcc9b124a7422043e4776b2bd727c3b92a3ff4d4374c37873,2f11dc93896f8dbefe25124b9d2df64c5c95e5c445ee3b99c92a57322e63fca2,dce660000727f766a077f8478eb04b7e25e425d93ce775639f70f0247dbf2462,aac6ba523e20149f834d7a059ce52a524b0ef93dd3c5e91280afc55386df72e3,3671c67ab4987c3d1f96c9a7d9ac56511e2378b85a379e8e8fdfa0ae042678e4
"401701603","雷電 第2階段 單人模式","0","401701605","0","401701606","401701604"
"401701608","水之里歐斯 第2階段 單人模式","0","401701610","0","0","401701609"
"401701703","雷電 第3階段 單人模式","0","401701705","0","401701706","401701704"
"401701708","水之里歐斯 第3階段 單人模式","0","401701710","0","0","401701709"
"401703102","頑強幽靈 第1階段","0","401703104","0","401703105","401703103"
"401703202","頑強幽靈 第2階段","0","401703204","0","401703205","401703203"
"401703302","頑強幽靈 第3階段","0","401703304","0","401703305","401703303"
"401703402","頑強幽靈 第4階段","0","401703404","0","401703405","401703403"
"401703502","頑強幽靈 第1階段 單人模式","0","401703504","0","401703505","401703503"
"401703602","頑強幽靈 第2階段 單人模式","0","401703604","0","401703605","401703603"
"401703702","頑強幽靈 第3階段 單人模式","0","401703704","0","401703705","401703703"
"401704101","冰霜獵犬 第1階段","0","401704103","0","401704104","401704102"
"401704201","冰霜獵犬 第2階段","0","401704203","0","401704204","401704202"
"401704301","冰霜獵犬 第3階段","0","401704303","0","401704304","401704302"
"401704401","冰霜獵犬 第4階段","0","401704403","0","401704404","401704402"
"401704501","冰霜獵犬 第1階段 單人模式","0","401704503","0","401704504","401704502"
"401704601","冰霜獵犬 第2階段 單人模式","0","401704603","0","401704604","401704602"
"401704701","冰霜獵犬 第3階段 單人模式","0","401704703","0","401704704","401704702"
"401705102","哥布林騎兵 第1階段","0","401705104","0","0","401705103"
"401705107","野豬雙胞胎 第1階段","0","401705109","401705111","401705110","401705108"
"401705202","哥布林騎兵 第2階段","0","401705204","0","0","401705203"
"401705207","野豬雙胞胎 第2階段","0","401705209","401705211","401705210","401705208"
"401705302","哥布林騎兵 第3階段","0","401705304","0","0","401705303"
"401705307","野豬雙胞胎 第3階段","0","401705309","401705311","401705310","401705308"
"401705402","哥布林騎兵 第4階段","0","401705404","0","0","401705403"
"401705407","野豬雙胞胎 第4階段","0","401705409","401705411","401705410","401705408"
"401705502","哥布林騎兵 第1階段 單人模式","0","401705504","0","0","401705503"
"401705507","野豬雙胞胎 第1階段 單人模式","0","401705509","401705511","401705510","401705508"
"401705602","哥布林騎兵 第2階段 單人模式","0","401705604","0","0","401705603"
"401705607","野豬雙胞胎 第2階段 單人模式","0","401705609","401705611","401705610","401705608"
"401705702","哥布林騎兵 第3階段 單人模式","0","401705704","0","0","401705703"
"401705707","野豬雙胞胎 第3階段 單人模式","0","401705709","401705711","401705710","401705708"
"401706104","泰坦龍龜 第1階段","0","401706106","0","401706107","401706105"
"401706204","泰坦龍龜 第2階段","0","401706206","0","401706207","401706205"
"401706304","泰坦龍龜 第3階段","0","401706306","0","401706307","401706305"
"401706404","泰坦龍龜 第4階段","0","401706406","0","401706407","401706405"
"401706504","泰坦龍龜 第1階段 單人模式","0","401706506","0","401706507","401706505"
"401706604","泰坦龍龜 第2階段 單人模式","0","401706606","0","401706607","401706605"
"401706704","泰坦龍龜 第3階段 單人模式","0","401706706","0","401706707","401706705"
"401707105","奧爾獅 第1階段","0","401707107","0","401707108","401707106"
"401707205","奧爾獅 第2階段","0","401707207","0","401707208","401707206"
"401707305","奧爾獅 第3階段","0","401707307","0","401707308","401707306"
"401707405","奧爾獅 第4階段","0","401707407","0","401707408","401707406"
"401707505","奧爾獅 第1階段 單人模式","0","401707507","0","401707508","401707506"
"401707605","奧爾獅 第2階段 單人模式","0","401707607","0","401707608","401707606"
"401707705","奧爾獅 第3階段 單人模式","0","401707707","0","401707708","401707706"
"401708102","頑強幽靈 第1階段","0","401708104","0","401708105","401708103"
"401708202","頑強幽靈 第2階段","0","401708204","0","401708205","401708203"
"401708302","頑強幽靈 第3階段","0","401708304","0","401708305","401708303"
"401708402","頑強幽靈 第4階段","0","401708404","0","401708405","401708403"
"401708502","頑強幽靈 第1階段 單人模式","0","401708504","0","401708505","401708503"
"401708602","頑強幽靈 第2階段 單人模式","0","401708604","0","401708605","401708603"
"401708702","頑強幽靈 第3階段 單人模式","0","401708704","0","401708705","401708703"
"401709105","大胃王 第1階段","0","401709107","0","401709108","401709106"
"401709205","大胃王 第2階段","0","401709207","0","401709208","401709206"
"401709305","大胃王 第3階段","0","401709307","0","401709308","401709306"
"401709405","大胃王 第4階段","0","401709407","0","401709408","401709406"
"401709505","大胃王 第1階段 單人模式","0","401709507","0","401709508","401709506"
"401709605","大胃王 第2階段 單人模式","0","401709607","0","401709608","401709606"
"401709705","大胃王 第3階段 單人模式","0","401709707","0","401709708","401709706"
"401710102","哥布林騎兵 第1階段","0","401710104","0","0","401710103"
"401710202","哥布林騎兵 第2階段","0","401710204","0","0","401710203"
"401710302","哥布林騎兵 第3階段","0","401710304","0","0","401710303"
"401710402","哥布林騎兵 第4階段","0","401710404","0","0","401710403"
"401710502","哥布林騎兵 第1階段 單人模式","0","401710504","0","0","401710503"
"401710602","哥布林騎兵 第2階段 單人模式","0","401710604","0","0","401710603"
"401710702","哥布林騎兵 第3階段 單人模式","0","401710704","0","0","401710703"
"401711101","冰霜獵犬 第1階段","0","401711103","0","401711104","401711102"
"401711108","人馬座 第1階段","0","401711110","0","0","401711109"
"401711201","冰霜獵犬 第2階段","0","401711203","0","401711204","401711202"
"401711208","人馬座 第2階段","0","401711210","0","0","401711209"
"401711301","冰霜獵犬 第3階段","0","401711303","0","401711304","401711302"
"401711308","人馬座 第3階段","0","401711310","0","0","401711309"
"401711401","冰霜獵犬 第4階段","0","401711403","0","401711404","401711402"
"401711408","人馬座 第4階段","0","401711410","0","0","401711409"
"401711501","冰霜獵犬 第1階段 單人模式","0","401711503","0","401711504","401711502"
"401711508","人馬座 第1階段 單人模式","0","401711510","0","0","401711509"
"401711601","冰霜獵犬 第2階段 單人模式","0","401711603","0","401711604","401711602"
"401711608","人馬座 第2階段 單人模式","0","401711610","0","0","401711609"
"401711701","冰霜獵犬 第3階段 單人模式","0","401711703","0","401711704","401711702"
"401711708","人馬座 第3階段 單人模式","0","401711710","0","0","401711709"
"401712104","黑曜飛龍 第1階段","0","401712106","0","401712107","401712105"
"401712204","黑曜飛龍 第2階段","0","401712206","0","401712207","401712205"
"401712304","黑曜飛龍 第3階段","0","401712306","0","401712307","401712305"
"401712404","黑曜飛龍 第4階段","0","401712406","0","401712407","401712405"
"401712504","黑曜飛龍 第1階段 單人模式","0","401712506","0","401712507","401712505"
"401712604","黑曜飛龍 第2階段 單人模式","0","401712606","0","401712607","401712605"
"401712704","黑曜飛龍 第3階段 單人模式","0","401712706","0","401712707","401712705"
"401801102","頑強幽靈 第1階段","0","401801104","0","401801105","401801103"
"401801108","水之里歐斯 第1階段","0","401801110","0","0","401801109"
"401801202","頑強幽靈 第2階段","0","401801204","0","401801205","401801203"
"401801208","水之里歐斯 第2階段","0","401801210","0","0","401801209"
"401801302","頑強幽靈 第3階段","0","401801304","0","401801305","401801303"
"401801308","水之里歐斯 第3階段","0","401801310","0","0","401801309"
"401801402","頑強幽靈 第4階段","0","401801404","0","401801405","401801403"
"401801408","水之里歐斯 第4階段","0","401801410","0","0","401801409"
"401801502","頑強幽靈 第1階段 單人模式","0","401801504","0","401801505","401801503"
"401801508","水之里歐斯 第1階段 單人模式","0","401801510","0","0","401801509"
"401801602","頑強幽靈 第2階段 單人模式","0","401801604","0","401801605","401801603"
"401801608","水之里歐斯 第2階段 單人模式","0","401801610","0","0","401801609"
"401801702","頑強幽靈 第3階段 單人模式","0","401801704","0","401801705","401801703"
"401801708","水之里歐斯 第3階段 單人模式","0","401801710","0","0","401801709"
"401802104","劍蛇 第1階段","0","401802106","0","401802107","401802105"
"401802204","劍蛇 第2階段","0","401802206","0","401802207","401802205"
"401802304","劍蛇 第3階段","0","401802306","0","401802307","401802305"
"401802404","劍蛇 第4階段","0","401802406","0","401802407","401802405"
"401802504","劍蛇 第1階段 單人模式","0","401802506","0","401802507","401802505"
"401802604","劍蛇 第2階段 單人模式","0","401802606","0","401802607","401802605"
"401802704","劍蛇 第3階段 單人模式","0","401802706","0","401802707","401802705"
"401803102","哥布林騎兵 第1階段","0","401803104","0","0","401803103"
"401803105","雷電 第1階段","0","401803107","0","401803108","401803106"
"401803202","哥布林騎兵 第2階段","0","401803204","0","0","401803203"
"401803205","雷電 第2階段","0","401803207","0","401803208","401803206"
"401803302","哥布林騎兵 第3階段","0","401803304","0","0","401803303"
"401803305","雷電 第3階段","0","401803307","0","401803308","401803306"
"401803402","哥布林騎兵 第4階段","0","401803404","0","0","401803403"
"401803405","雷電 第4階段","0","401803407","0","401803408","401803406"
"401803502","哥布林騎兵 第1階段 單人模式","0","401803504","0","0","401803503"
"401803505","雷電 第1階段 單人模式","0","401803507","0","401803508","401803506"
"401803602","哥布林騎兵 第2階段 單人模式","0","401803604","0","0","401803603"
"401803605","雷電 第2階段 單人模式","0","401803607","0","401803608","401803606"
"401803702","哥布林騎兵 第3階段 單人模式","0","401803704","0","0","401803703"
"401803705","雷電 第3階段 單人模式","0","401803707","0","401803708","401803706"
"401804104","涅普堤利昂 第1階段","0","401804106","0","401804107","401804105"
"401804204","涅普堤利昂 第2階段","0","401804206","0","401804207","401804205"
"401804304","涅普堤利昂 第3階段","0","401804306","0","401804307","401804305"
"401804404","涅普堤利昂 第4階段","0","401804406","0","401804407","401804405"
"401804504","涅普堤利昂 第1階段 單人模式","0","401804506","0","401804507","401804505"
"401804604","涅普堤利昂 第2階段 單人模式","0","401804606","0","401804607","401804605"
"401804704","涅普堤利昂 第3階段 單人模式","0","401804706","0","401804707","401804705"
"401805101","冰霜獵犬 第1階段","0","401805103","0","401805104","401805102"
"401805108","野豬雙胞胎 第1階段","0","401805110","401805112","401805111","401805109"
"401805201","冰霜獵犬 第2階段","0","401805203","0","401805204","401805202"
"401805208","野豬雙胞胎 第2階段","0","401805210","401805212","401805211","401805209"
"401805301","冰霜獵犬 第3階段","0","401805303","0","401805304","401805302"
"401805308","野豬雙胞胎 第3階段","0","401805310","401805312","401805311","401805309"
"401805401","冰霜獵犬 第4階段","0","401805403","0","401805404","401805402"
"401805408","野豬雙胞胎 第4階段","0","401805410","401805412","401805411","401805409"
"401805501","冰霜獵犬 第1階段 單人模式","0","401805503","0","401805504","401805502"
"401805508","野豬雙胞胎 第1階段 單人模式","0","401805510","401805512","401805511","401805509"
"401805601","冰霜獵犬 第2階段 單人模式","0","401805603","0","401805604","401805602"
"401805608","野豬雙胞胎 第2階段 單人模式","0","401805610","401805612","401805611","401805609"
"401805701","冰霜獵犬 第3階段 單人模式","0","401805703","0","401805704","401805702"
"401805708","野豬雙胞胎 第3階段 單人模式","0","401805710","401805712","401805711","401805709"
"401806102","哥布林騎兵 第1階段","0","401806104","0","0","401806103"
"401806106","泰坦龍龜 第1階段","0","401806108","0","401806109","401806107"
"401806202","哥布林騎兵 第2階段","0","401806204","0","0","401806203"
"401806206","泰坦龍龜 第2階段","0","401806208","0","401806209","401806207"
"401806302","哥布林騎兵 第3階段","0","401806304","0","0","401806303"
"401806306","泰坦龍龜 第3階段","0","401806308","0","401806309","401806307"
"401806402","哥布林騎兵 第4階段","0","401806404","0","0","401806403"
"401806406","泰坦龍龜 第4階段","0","401806408","0","401806409","401806407"
"401806502","哥布林騎兵 第1階段 單人模式","0","401806504","0","0","401806503"
"401806506","泰坦龍龜 第1階段 單人模式","0","401806508","0","401806509","401806507"
"401806602","哥布林騎兵 第2階段 單人模式","0","401806604","0","0","401806603"
"401806606","泰坦龍龜 第2階段 單人模式","0","401806608","0","401806609","401806607"
"401806702","哥布林騎兵 第3階段 單人模式","0","401806704","0","0","401806703"
"401806706","泰坦龍龜 第3階段 單人模式","0","401806708","0","401806709","401806707"
"401807105","奧爾獅 第1階段","0","401807107","0","401807108","401807106"
"401807205","奧爾獅 第2階段","0","401807207","0","401807208","401807206"
"401807305","奧爾獅 第3階段","0","401807307","0","401807308","401807306"
"401807405","奧爾獅 第4階段","0","401807407","0","401807408","401807406"
"401807505","奧爾獅 第1階段 單人模式","0","401807507","0","401807508","401807506"
"401807605","奧爾獅 第2階段 單人模式","0","401807607","0","401807608","401807606"
"401807705","奧爾獅 第3階段 單人模式","0","401807707","0","401807708","401807706"
"401808104","三重岩 第1階段","0","401808106","0","401808107","401808105"
"401808204","三重岩 第2階段","0","401808206","0","401808207","401808205"
"401808304","三重岩 第3階段","0","401808306","0","401808307","401808305"
"401808404","三重岩 第4階段","0","401808406","0","401808407","401808405"
"401808504","三重岩 第1階段 單人模式","0","401808506","0","401808507","401808505"
"401808604","三重岩 第2階段 單人模式","0","401808606","0","401808607","401808605"
"401808704","三重岩 第3階段 單人模式","0","401808706","0","401808707","401808705"
"401809101","冰霜獵犬 第1階段","0","401809103","0","401809104","401809102"
"401809108","大胃王 第1階段","0","401809110","0","401809111","401809109"
"401809201","冰霜獵犬 第2階段","0","401809203","0","401809204","401809202"
"401809208","大胃王 第2階段","0","401809210","0","401809211","401809209"
"401809301","冰霜獵犬 第3階段","0","401809303","0","401809304","401809302"
"401809308","大胃王 第3階段","0","401809310","0","401809311","401809309"
"401809401","冰霜獵犬 第4階段","0","401809403","0","401809404","401809402"
"401809408","大胃王 第4階段","0","401809410","0","401809411","401809409"
"401809501","冰霜獵犬 第1階段 單人模式","0","401809503","0","401809504","401809502"
"401809508","大胃王 第1階段 單人模式","0","401809510","0","401809511","401809509"
"401809601","冰霜獵犬 第2階段 單人模式","0","401809603","0","401809604","401809602"
"401809608","大胃王 第2階段 單人模式","0","401809610","0","401809611","401809609"
"401809701","冰霜獵犬 第3階段 單人模式","0","401809703","0","401809704","401809702"
"401809708","大胃王 第3階段 單人模式","0","401809710","0","401809711","401809709"
"401810102","頑強幽靈 第1階段","0","401810104","0","401810105","401810103"
"401810202","頑強幽靈 第2階段","0","401810204","0","401810205","401810203"
"401810302","頑強幽靈 第3階段","0","401810304","0","401810305","401810303"
"401810402","頑強幽靈 第4階段","0","401810404","0","401810405","401810403"
"401810502","頑強幽靈 第1階段 單人模式","0","401810504","0","401810505","401810503"
"401810602","頑強幽靈 第2階段 單人模式","0","401810604","0","401810605","401810603"
"401810702","頑強幽靈 第3階段 單人模式","0","401810704","0","401810705","401810703"
"401811103","城堡多倫多獸 第1階段","0","401811105","0","401811106","401811104"
"401811108","人馬座 第1階段","0","401811110","0","0","401811109"
"401811203","城堡多倫多獸 第2階段","0","401811205","0","401811206","401811204"
"401811208","人馬座 第2階段","0","401811210","0","0","401811209"
"401811303","城堡多倫多獸 第3階段","0","401811305","0","401811306","401811304"
"401811308","人馬座 第3階段","0","401811310","0","0","401811309"
"401811403","城堡多倫多獸 第4階段","0","401811405","0","401811406","401811404"
"401811408","人馬座 第4階段","0","401811410","0","0","401811409"
"401811503","城堡多倫多獸 第1階段 單人模式","0","401811505","0","401811506","401811504"
"401811508","人馬座 第1階段 單人模式","0","401811510","0","0","401811509"
"401811603","城堡多倫多獸 第2階段 單人模式","0","401811605","0","401811606","401811604"
"401811608","人馬座 第2階段 單人模式","0","401811610","0","0","401811609"
"401811703","城堡多倫多獸 第3階段 單人模式","0","401811705","0","401811706","401811704"
"401811708","人馬座 第3階段 單人模式","0","401811710","0","0","401811709"
"501010601","狂怒綠龍","0","501010603","0","501010604","501010602"
"501010701","黑月守護像","0","501010703","0","501010704","501010702"
"501010705","白陽守護像","0","501010707","0","501010708","501010706"
"501010801","哥布林領主","501010806","501010803","501010805","501010804","501010802"
"501010903","波賽頓‧嵐擊之槍","0","501010907","0","501010908","501010906"
"502001114","黑月守護像","0","502001116","0","502001117","502001115"
"502001118","白陽守護像","0","502001120","0","502001121","502001119"
"502001214","黑月守護像","0","502001216","0","502001217","502001215"
"502001218","白陽守護像","0","502001220","0","502001221","502001219"
"502001314","黑月守護像","0","502001316","0","502001317","502001315"
"502001318","白陽守護像","0","502001320","0","502001321","502001319"
"502001414","黑月守護像","0","502001416","0","502001417","502001415"
"502001418","白陽守護像","0","502001420","0","502001421","502001419"
"502001514","黑月守護像","0","502001516","0","502001517","502001515"
"502001518","白陽守護像","0","502001520","0","502001521","502001519"
"502002114","黑月守護像","0","502002116","0","502002117","502002115"
"502002118","白陽守護像","0","502002120","0","502002121","502002119"
"502002214","黑月守護像","0","502002216","0","502002217","502002215"
"502002218","白陽守護像","0","502002220","0","502002221","502002219"
"502002314","黑月守護像","0","502002316","0","502002317","502002315"
"502002318","白陽守護像","0","502002320","0","502002321","502002319"
"502002414","黑月守護像","0","502002416","0","502002417","502002415"
"502002418","白陽守護像","0","502002420","0","502002421","502002419"
"502002514","黑月守護像","0","502002516","0","502002517","502002515"
"502002518","白陽守護像","0","502002520","0","502002521","502002519"
"502003114","黑月守護像","0","502003116","0","502003117","502003115"
"502003118","白陽守護像","0","502003120","0","502003121","502003119"
"502003214","黑月守護像","0","502003216","0","502003217","502003215"
"502003218","白陽守護像","0","502003220","0","502003221","502003219"
"502003314","黑月守護像","0","502003316","0","502003317","502003315"
"502003318","白陽守護像","0","502003320","0","502003321","502003319"
"502003414","黑月守護像","0","502003416","0","502003417","502003415"
"502003418","白陽守護像","0","502003420","0","502003421","502003419"
"502003514","黑月守護像","0","502003516","0","502003517","502003515"
"502003518","白陽守護像","0","502003520","0","502003521","502003519"
"502004113","狂怒綠龍","0","502004115","0","502004116","502004114"
"502004213","狂怒綠龍","0","502004215","0","502004216","502004214"
"502004313","狂怒綠龍","0","502004315","0","502004316","502004314"
"502004413","狂怒綠龍","0","502004415","0","502004416","502004414"
"502004513","狂怒綠龍","0","502004515","0","502004516","502004514"
"502005113","狂怒綠龍","0","502005115","0","502005116","502005114"
"502005213","狂怒綠龍","0","502005215","0","502005216","502005214"
"502005313","狂怒綠龍","0","502005315","0","502005316","502005314"
"502005413","狂怒綠龍","0","502005415","0","502005416","502005414"
"502005513","狂怒綠龍","0","502005515","0","502005516","502005514"
"502006113","狂怒綠龍","0","502006115","0","502006116","502006114"
"502006213","狂怒綠龍","0","502006215","0","502006216","502006214"
"502006313","狂怒綠龍","0","502006315","0","502006316","502006314"
"502006413","狂怒綠龍","0","502006415","0","502006416","502006414"
"502006513","狂怒綠龍","0","502006515","0","502006516","502006514"
"502007112","劍蛇 09層","0","502007114","0","502007115","502007113"
"502007212","劍蛇 19層","0","502007214","0","502007215","502007213"
"502007312","劍蛇 29層","0","502007314","0","502007315","502007313"
"502007412","劍蛇 39層","0","502007414","0","502007415","502007413"
"502007512","劍蛇 49層","0","502007514","0","502007515","502007513"
"502008111","哥布林騎兵 特殊地下城第1階段","0","502008113","0","0","502008112"
"502008114","雷電 特殊地下城第1階段","0","502008116","0","502008117","502008115"
"502008211","哥布林騎兵 特殊地下城第2階段","0","502008213","0","0","502008212"
"502008214","雷電 特殊地下城第2階段","0","502008216","0","502008217","502008215"
"502008311","哥布林騎兵 特殊地下城第3階段","0","502008313","0","0","502008312"
"502008314","雷電 特殊地下城第3階段","0","502008316","0","502008317","502008315"
"502008411","哥布林騎兵 特殊地下城第4階段","0","502008413","0","0","502008412"
"502008414","雷電 特殊地下城第4階段","0","502008416","0","502008417","502008415"
"502008511","哥布林騎兵 特殊地下城第5階段","0","502008513","0","0","502008512"
"502008514","雷電 特殊地下城第5階段","0","502008516","0","502008517","502008515"
"502009112","三重岩 第1階段","0","502009114","0","502009115","502009113"
"502009212","三重岩 第2階段","0","502009214","0","502009215","502009213"
"502009312","三重岩 第3階段","0","502009314","0","502009315","502009313"
"502009412","三重岩 第4階段","0","502009414","0","502009415","502009413"
"502009512","三重岩 第5階段","0","502009514","0","502009515","502009513"
"502010111","特殊地下城冰霜獵犬 第1階段","0","502010113","0","502010114","502010112"
"502010211","特殊地下城冰霜獵犬 第2階段","0","502010213","0","502010214","502010212"
"502010311","特殊地下城冰霜獵犬 第3階段","0","502010313","0","502010314","502010312"
"502010411","特殊地下城冰霜獵犬 第4階段","0","502010413","0","502010414","502010412"
"502010511","特殊地下城冰霜獵犬 第5階段","0","502010513","0","502010514","502010512"
"502011113","SP泰坦龍龜 第1階段","0","502011115","0","502011116","502011114"
"502011213","SP泰坦龍龜 第2階段","0","502011215","0","502011216","502011214"
"502011313","SP泰坦龍龜 第3階段","0","502011315","0","502011316","502011314"
"502011413","SP泰坦龍龜 第4階段","0","502011415","0","502011416","502011414"
"502011513","SP泰坦龍龜 第5階段","0","502011515","0","502011516","502011514"
"502012113","SP黑曜飛龍 第1階段","0","502012115","0","502012116","502012114"
"502012213","SP黑曜飛龍 第2階段","0","502012215","0","502012216","502012214"
"502012313","SP黑曜飛龍 第3階段","0","502012315","0","502012316","502012314"
"502012413","SP黑曜飛龍 第4階段","0","502012415","0","502012416","502012414"
"502012513","SP黑曜飛龍 第5階段","0","502012515","0","502012516","502012514"
"502013111","SP頑強幽靈 第1階段","0","502013113","0","502013114","502013112"
"502013211","SP頑強幽靈 第2階段","0","502013213","0","502013214","502013212"
"502013311","SP頑強幽靈 第3階段","0","502013313","0","502013314","502013312"
"502013411","SP頑強幽靈 第4階段","0","502013413","0","502013414","502013412"
"502013511","SP頑強幽靈 第5階段","0","502013513","0","502013514","502013512"
"502014113","SP劍蛇 第1階段","0","502014115","0","502014116","502014114"
"502014213","SP劍蛇 第2階段","0","502014215","0","502014216","502014214"
"502014313","SP劍蛇 第3階段","0","502014315","0","502014316","502014314"
"502014413","SP劍蛇 第4階段","0","502014415","0","502014416","502014414"
"502014513","SP劍蛇 第5階段","0","502014515","0","502014516","502014514"
"502015111","特殊地下城冰霜獵犬 第1階段","0","502015113","0","502015114","502015112"
"502015116","SP黑曜飛龍 第1階段","0","502015118","0","502015119","502015117"
"502015121","SP黑月守護像","0","502015123","0","502015124","502015122"
"502015125","SP白陽守護像","0","502015127","0","502015128","502015126"
"502015211","特殊地下城冰霜獵犬 第2階段","0","502015213","0","502015214","502015212"
"502015216","SP黑曜飛龍 第2階段","0","502015218","0","502015219","502015217"
"502015221","SP黑月守護像","0","502015223","0","502015224","502015222"
"502015225","SP白陽守護像","0","502015227","0","502015228","502015226"
"502015311","特殊地下城冰霜獵犬 第3階段","0","502015313","0","502015314","502015312"
"502015316","SP黑曜飛龍 第3階段","0","502015318","0","502015319","502015317"
"502015321","SP黑月守護像","0","502015323","0","502015324","502015322"
"502015325","SP白陽守護像","0","502015327","0","502015328","502015326"
"502015411","特殊地下城冰霜獵犬 第4階段","0","502015413","0","502015414","502015412"
"502015416","SP黑曜飛龍 第4階段","0","502015418","0","502015419","502015417"
"502015421","SP黑月守護像","0","502015423","0","502015424","502015422"
"502015425","SP白陽守護像","0","502015427","0","502015428","502015426"
"502015511","特殊地下城冰霜獵犬 第5階段","0","502015513","0","502015514","502015512"
"502015516","SP黑曜飛龍 第5階段","0","502015518","0","502015519","502015517"
"502015521","SP黑月守護像","0","502015523","0","502015524","502015522"
"502015525","SP白陽守護像","0","502015527","0","502015528","502015526"
"550103114","黑曜飛龍 第1階段（次元斷層）","0","550103116","0","550103117","550103115"
"550103216","黑曜飛龍 第2階段（次元斷層）","0","550103218","0","550103219","550103217"
"550103317","黑曜飛龍 第3階段（次元斷層）","0","550103319","0","550103320","550103318"
"550103417","黑曜飛龍 第4階段（次元斷層）","0","550103419","0","550103420","550103418"
"550103517","黑曜飛龍 第5階段（次元斷層）","0","550103519","0","550103520","550103518"
"550104113","涅普堤利昂 危險度1","0","550104115","0","550104116","550104114"
"550104215","涅普堤利昂 危險度2","0","550104217","0","550104218","550104216"
"550104316","涅普堤利昂 危險度3","0","550104318","0","550104319","550104317"
"550104416","涅普堤利昂 危險度4","0","550104418","0","550104419","550104417"
"550104516","涅普堤利昂 危險度5","0","550104518","0","550104519","550104517"
"550105111","劍蛇 第1階段","0","550105113","0","550105114","550105112"
"550105213","劍蛇 第2階段","0","550105215","0","550105216","550105214"
"550105315","劍蛇 第3階段","0","550105317","0","550105318","550105316"
"550105416","劍蛇 第4階段","0","550105418","0","550105419","550105417"
"550105516","劍蛇 第5階段","0","550105518","0","550105519","550105517"
"550106118","次元斷層三重岩 危險度1","0","550106120","0","550106121","550106119"
"550106220","次元斷層三重岩 危險度2","0","550106222","0","550106223","550106221"
"550106320","次元斷層三重岩 危險度3","0","550106322","0","550106323","550106321"
"550106422","次元斷層三重岩 危險度4","0","550106424","0","550106425","550106423"
"550106518","次元斷層三重岩 危險度5","0","550106520","0","550106521","550106519"
"550107141","混沌生成系統 危險度1","0","550107143","550107145","550107144","550107142"
"550107241","混沌生成系統 危險度2","0","550107243","550107245","550107244","550107242"
"550107341","混沌生成系統 危險度3","0","550107343","550107345","550107344","550107342"
"550107441","混沌生成系統 危險度4","0","550107443","550107445","550107444","550107442"
"550107541","混沌生成系統 危險度5","0","550107543","550107545","550107544","550107542"
"610017101","貝特魯吉烏斯 NORMAL","0","610017103","0","610017104","610017102"
"610017201","貝特魯吉烏斯 HARD","0","610017203","0","610017204","610017202"
"610017301","貝特魯吉烏斯 VERY HARD","0","610017303","0","610017304","610017302"
"610017401","貝特魯吉烏斯 SP1","0","610017412","0","610017413","610017411"
"610017402","貝特魯吉烏斯 SP2","0","610017422","0","610017423","610017421"
"610017403","貝特魯吉烏斯 SP3","0","610017432","0","610017433","610017431"
"610036101","盆栽小花 NORMAL","0","610036103","0","610036104","610036102"
"610036201","盆栽小花 HARD","0","610036203","0","610036204","610036202"
"610036301","盆栽小花 VERY HARD","0","610036303","0","610036304","610036302"
"610036401","盆栽小花 SP1","0","610036412","0","610036413","610036411"
"610036402","盆栽小花 SP2","0","610036422","0","610036423","610036421"
"610036403","盆栽小花 SP3","0","610036432","0","610036433","610036431"
"610053101","貝特魯吉烏斯 NORMAL","0","610053103","0","610053104","610053102"
"610053201","貝特魯吉烏斯 HARD","0","610053203","0","610053204","610053202"
"610053301","貝特魯吉烏斯 VERY HARD","0","610053303","0","610053304","610053302"
"610053401","貝特魯吉烏斯 SP1","0","610053412","0","610053413","610053411"
"610053402","貝特魯吉烏斯 SP2","0","610053422","0","610053423","610053421"
"610053403","貝特魯吉烏斯 SP3","0","610053432","0","610053433","610053431"
"610054101","被操控的雪人 NORMAL","0","610054103","0","0","610054102"
"610054201","被操控的雪人 HARD","0","610054203","0","0","610054202"
"610054301","被操控的雪人 VERY HARD","0","610054303","0","0","610054302"
"610054401","被操控的雪人 SP1","0","610054413","0","0","610054412"
"610054402","被操控的雪人 SP2","0","610054423","0","0","610054422"
"610054403","被操控的雪人 SP3","0","610054433","0","0","610054432"
"610063101","盆栽小花 NORMAL","0","610063103","0","610063104","610063102"
"610063201","盆栽小花 HARD","0","610063203","0","610063204","610063202"
"610063301","盆栽小花 VERY HARD","0","610063303","0","610063304","610063302"
"610063401","盆栽小花 SP1","0","610063412","0","610063413","610063411"
"610063402","盆栽小花 SP2","0","610063422","0","610063423","610063421"
"610063403","盆栽小花 SP3","0","610063432","0","610063433","610063431"
"610066101","爆裂‧時間儀 NORMAL","0","610066103","610066105","610066104","610066102"
"610066201","爆裂‧時間儀 HARD","0","610066203","610066205","610066204","610066202"
"610066301","爆裂‧時間儀 VERY HARD","0","610066303","610066305","610066304","610066302"
"610066401","爆裂‧時間儀 SP1","0","610066412","610066414","610066413","610066411"
"610066402","爆裂‧時間儀 SP2","0","610066422","610066424","610066423","610066421"
"610066403","爆裂‧時間儀 SP3","0","610066432","610066434","610066433","610066431"
