c2668a1149aba573813c5f885fdc2f751a7c6408ad7e18f879c812a4a4da9250,ca55361ca3ba446fcf4fc076ab412c7eeb5b140ffd730742c265dcc8020fff27,62b1f2b143e76dd8c98625af9623e24208f492adeafec1da3a14a3faf3813c9c,3b393753aec28a6ae82a82b4b2d94510c4f8ba5fc2d6d4400f5bb96907acfbce,ad2b3a9305596b76a5de188c455af414b9f4138ed696dabfa6e0ac295afe5c6c,a451a7f39cb6e6eae8df9d736bf861e5d363c40e7adc09d2b1f9fc5dfb1e641d,8e4d64a525a2efc474454cb0a71f8a17e08512ca416d4082778eaca76e4dee42
"水之里歐斯 第1階段 單人模式","0","0","401701509","0","401701508","401701510"
"雷電 第2階段 單人模式","0","401701606","401701604","0","401701603","401701605"
"水之里歐斯 第2階段 單人模式","0","0","401701609","0","401701608","401701610"
"雷電 第3階段 單人模式","0","401701706","401701704","0","401701703","401701705"
"水之里歐斯 第3階段 單人模式","0","0","401701709","0","401701708","401701710"
"頑強幽靈 第1階段","0","401703105","401703103","0","401703102","401703104"
"頑強幽靈 第2階段","0","401703205","401703203","0","401703202","401703204"
"頑強幽靈 第3階段","0","401703305","401703303","0","401703302","401703304"
"頑強幽靈 第4階段","0","401703405","401703403","0","401703402","401703404"
"頑強幽靈 第1階段 單人模式","0","401703505","401703503","0","401703502","401703504"
"頑強幽靈 第2階段 單人模式","0","401703605","401703603","0","401703602","401703604"
"頑強幽靈 第3階段 單人模式","0","401703705","401703703","0","401703702","401703704"
"冰霜獵犬 第1階段","0","401704104","401704102","0","401704101","401704103"
"冰霜獵犬 第2階段","0","401704204","401704202","0","401704201","401704203"
"冰霜獵犬 第3階段","0","401704304","401704302","0","401704301","401704303"
"冰霜獵犬 第4階段","0","401704404","401704402","0","401704401","401704403"
"冰霜獵犬 第1階段 單人模式","0","401704504","401704502","0","401704501","401704503"
"冰霜獵犬 第2階段 單人模式","0","401704604","401704602","0","401704601","401704603"
"冰霜獵犬 第3階段 單人模式","0","401704704","401704702","0","401704701","401704703"
"哥布林騎兵 第1階段","0","0","401705103","0","401705102","401705104"
"野豬雙胞胎 第1階段","0","401705110","401705108","401705111","401705107","401705109"
"哥布林騎兵 第2階段","0","0","401705203","0","401705202","401705204"
"野豬雙胞胎 第2階段","0","401705210","401705208","401705211","401705207","401705209"
"哥布林騎兵 第3階段","0","0","401705303","0","401705302","401705304"
"野豬雙胞胎 第3階段","0","401705310","401705308","401705311","401705307","401705309"
"哥布林騎兵 第4階段","0","0","401705403","0","401705402","401705404"
"野豬雙胞胎 第4階段","0","401705410","401705408","401705411","401705407","401705409"
"哥布林騎兵 第1階段 單人模式","0","0","401705503","0","401705502","401705504"
"野豬雙胞胎 第1階段 單人模式","0","401705510","401705508","401705511","401705507","401705509"
"哥布林騎兵 第2階段 單人模式","0","0","401705603","0","401705602","401705604"
"野豬雙胞胎 第2階段 單人模式","0","401705610","401705608","401705611","401705607","401705609"
"哥布林騎兵 第3階段 單人模式","0","0","401705703","0","401705702","401705704"
"野豬雙胞胎 第3階段 單人模式","0","401705710","401705708","401705711","401705707","401705709"
"泰坦龍龜 第1階段","0","401706107","401706105","0","401706104","401706106"
"泰坦龍龜 第2階段","0","401706207","401706205","0","401706204","401706206"
"泰坦龍龜 第3階段","0","401706307","401706305","0","401706304","401706306"
"泰坦龍龜 第4階段","0","401706407","401706405","0","401706404","401706406"
"泰坦龍龜 第1階段 單人模式","0","401706507","401706505","0","401706504","401706506"
"泰坦龍龜 第2階段 單人模式","0","401706607","401706605","0","401706604","401706606"
"泰坦龍龜 第3階段 單人模式","0","401706707","401706705","0","401706704","401706706"
"奧爾獅 第1階段","0","401707108","401707106","0","401707105","401707107"
"奧爾獅 第2階段","0","401707208","401707206","0","401707205","401707207"
"奧爾獅 第3階段","0","401707308","401707306","0","401707305","401707307"
"奧爾獅 第4階段","0","401707408","401707406","0","401707405","401707407"
"奧爾獅 第1階段 單人模式","0","401707508","401707506","0","401707505","401707507"
"奧爾獅 第2階段 單人模式","0","401707608","401707606","0","401707605","401707607"
"奧爾獅 第3階段 單人模式","0","401707708","401707706","0","401707705","401707707"
"頑強幽靈 第1階段","0","401708105","401708103","0","401708102","401708104"
"頑強幽靈 第2階段","0","401708205","401708203","0","401708202","401708204"
"頑強幽靈 第3階段","0","401708305","401708303","0","401708302","401708304"
"頑強幽靈 第4階段","0","401708405","401708403","0","401708402","401708404"
"頑強幽靈 第1階段 單人模式","0","401708505","401708503","0","401708502","401708504"
"頑強幽靈 第2階段 單人模式","0","401708605","401708603","0","401708602","401708604"
"頑強幽靈 第3階段 單人模式","0","401708705","401708703","0","401708702","401708704"
"大胃王 第1階段","0","401709108","401709106","0","401709105","401709107"
"大胃王 第2階段","0","401709208","401709206","0","401709205","401709207"
"大胃王 第3階段","0","401709308","401709306","0","401709305","401709307"
"大胃王 第4階段","0","401709408","401709406","0","401709405","401709407"
"大胃王 第1階段 單人模式","0","401709508","401709506","0","401709505","401709507"
"大胃王 第2階段 單人模式","0","401709608","401709606","0","401709605","401709607"
"大胃王 第3階段 單人模式","0","401709708","401709706","0","401709705","401709707"
"哥布林騎兵 第1階段","0","0","401710103","0","401710102","401710104"
"哥布林騎兵 第2階段","0","0","401710203","0","401710202","401710204"
"哥布林騎兵 第3階段","0","0","401710303","0","401710302","401710304"
"哥布林騎兵 第4階段","0","0","401710403","0","401710402","401710404"
"哥布林騎兵 第1階段 單人模式","0","0","401710503","0","401710502","401710504"
"哥布林騎兵 第2階段 單人模式","0","0","401710603","0","401710602","401710604"
"哥布林騎兵 第3階段 單人模式","0","0","401710703","0","401710702","401710704"
"冰霜獵犬 第1階段","0","401711104","401711102","0","401711101","401711103"
"人馬座 第1階段","0","0","401711109","0","401711108","401711110"
"冰霜獵犬 第2階段","0","401711204","401711202","0","401711201","401711203"
"人馬座 第2階段","0","0","401711209","0","401711208","401711210"
"冰霜獵犬 第3階段","0","401711304","401711302","0","401711301","401711303"
"人馬座 第3階段","0","0","401711309","0","401711308","401711310"
"冰霜獵犬 第4階段","0","401711404","401711402","0","401711401","401711403"
"人馬座 第4階段","0","0","401711409","0","401711408","401711410"
"冰霜獵犬 第1階段 單人模式","0","401711504","401711502","0","401711501","401711503"
"人馬座 第1階段 單人模式","0","0","401711509","0","401711508","401711510"
"冰霜獵犬 第2階段 單人模式","0","401711604","401711602","0","401711601","401711603"
"人馬座 第2階段 單人模式","0","0","401711609","0","401711608","401711610"
"冰霜獵犬 第3階段 單人模式","0","401711704","401711702","0","401711701","401711703"
"人馬座 第3階段 單人模式","0","0","401711709","0","401711708","401711710"
"黑曜飛龍 第1階段","0","401712107","401712105","0","401712104","401712106"
"黑曜飛龍 第2階段","0","401712207","401712205","0","401712204","401712206"
"黑曜飛龍 第3階段","0","401712307","401712305","0","401712304","401712306"
"黑曜飛龍 第4階段","0","401712407","401712405","0","401712404","401712406"
"黑曜飛龍 第1階段 單人模式","0","401712507","401712505","0","401712504","401712506"
"黑曜飛龍 第2階段 單人模式","0","401712607","401712605","0","401712604","401712606"
"黑曜飛龍 第3階段 單人模式","0","401712707","401712705","0","401712704","401712706"
"頑強幽靈 第1階段","0","401801105","401801103","0","401801102","401801104"
"水之里歐斯 第1階段","0","0","401801109","0","401801108","401801110"
"頑強幽靈 第2階段","0","401801205","401801203","0","401801202","401801204"
"水之里歐斯 第2階段","0","0","401801209","0","401801208","401801210"
"頑強幽靈 第3階段","0","401801305","401801303","0","401801302","401801304"
"水之里歐斯 第3階段","0","0","401801309","0","401801308","401801310"
"頑強幽靈 第4階段","0","401801405","401801403","0","401801402","401801404"
"水之里歐斯 第4階段","0","0","401801409","0","401801408","401801410"
"頑強幽靈 第1階段 單人模式","0","401801505","401801503","0","401801502","401801504"
"水之里歐斯 第1階段 單人模式","0","0","401801509","0","401801508","401801510"
"頑強幽靈 第2階段 單人模式","0","401801605","401801603","0","401801602","401801604"
"水之里歐斯 第2階段 單人模式","0","0","401801609","0","401801608","401801610"
"頑強幽靈 第3階段 單人模式","0","401801705","401801703","0","401801702","401801704"
"水之里歐斯 第3階段 單人模式","0","0","401801709","0","401801708","401801710"
"劍蛇 第1階段","0","401802107","401802105","0","401802104","401802106"
"劍蛇 第2階段","0","401802207","401802205","0","401802204","401802206"
"劍蛇 第3階段","0","401802307","401802305","0","401802304","401802306"
"劍蛇 第4階段","0","401802407","401802405","0","401802404","401802406"
"劍蛇 第1階段 單人模式","0","401802507","401802505","0","401802504","401802506"
"劍蛇 第2階段 單人模式","0","401802607","401802605","0","401802604","401802606"
"劍蛇 第3階段 單人模式","0","401802707","401802705","0","401802704","401802706"
"哥布林騎兵 第1階段","0","0","401803103","0","401803102","401803104"
"雷電 第1階段","0","401803108","401803106","0","401803105","401803107"
"哥布林騎兵 第2階段","0","0","401803203","0","401803202","401803204"
"雷電 第2階段","0","401803208","401803206","0","401803205","401803207"
"哥布林騎兵 第3階段","0","0","401803303","0","401803302","401803304"
"雷電 第3階段","0","401803308","401803306","0","401803305","401803307"
"哥布林騎兵 第4階段","0","0","401803403","0","401803402","401803404"
"雷電 第4階段","0","401803408","401803406","0","401803405","401803407"
"哥布林騎兵 第1階段 單人模式","0","0","401803503","0","401803502","401803504"
"雷電 第1階段 單人模式","0","401803508","401803506","0","401803505","401803507"
"哥布林騎兵 第2階段 單人模式","0","0","401803603","0","401803602","401803604"
"雷電 第2階段 單人模式","0","401803608","401803606","0","401803605","401803607"
"哥布林騎兵 第3階段 單人模式","0","0","401803703","0","401803702","401803704"
"雷電 第3階段 單人模式","0","401803708","401803706","0","401803705","401803707"
"涅普堤利昂 第1階段","0","401804107","401804105","0","401804104","401804106"
"涅普堤利昂 第2階段","0","401804207","401804205","0","401804204","401804206"
"涅普堤利昂 第3階段","0","401804307","401804305","0","401804304","401804306"
"涅普堤利昂 第4階段","0","401804407","401804405","0","401804404","401804406"
"涅普堤利昂 第1階段 單人模式","0","401804507","401804505","0","401804504","401804506"
"涅普堤利昂 第2階段 單人模式","0","401804607","401804605","0","401804604","401804606"
"涅普堤利昂 第3階段 單人模式","0","401804707","401804705","0","401804704","401804706"
"冰霜獵犬 第1階段","0","401805104","401805102","0","401805101","401805103"
"野豬雙胞胎 第1階段","0","401805111","401805109","401805112","401805108","401805110"
"冰霜獵犬 第2階段","0","401805204","401805202","0","401805201","401805203"
"野豬雙胞胎 第2階段","0","401805211","401805209","401805212","401805208","401805210"
"冰霜獵犬 第3階段","0","401805304","401805302","0","401805301","401805303"
"野豬雙胞胎 第3階段","0","401805311","401805309","401805312","401805308","401805310"
"冰霜獵犬 第4階段","0","401805404","401805402","0","401805401","401805403"
"野豬雙胞胎 第4階段","0","401805411","401805409","401805412","401805408","401805410"
"冰霜獵犬 第1階段 單人模式","0","401805504","401805502","0","401805501","401805503"
"野豬雙胞胎 第1階段 單人模式","0","401805511","401805509","401805512","401805508","401805510"
"冰霜獵犬 第2階段 單人模式","0","401805604","401805602","0","401805601","401805603"
"野豬雙胞胎 第2階段 單人模式","0","401805611","401805609","401805612","401805608","401805610"
"冰霜獵犬 第3階段 單人模式","0","401805704","401805702","0","401805701","401805703"
"野豬雙胞胎 第3階段 單人模式","0","401805711","401805709","401805712","401805708","401805710"
"哥布林騎兵 第1階段","0","0","401806103","0","401806102","401806104"
"泰坦龍龜 第1階段","0","401806109","401806107","0","401806106","401806108"
"哥布林騎兵 第2階段","0","0","401806203","0","401806202","401806204"
"泰坦龍龜 第2階段","0","401806209","401806207","0","401806206","401806208"
"哥布林騎兵 第3階段","0","0","401806303","0","401806302","401806304"
"泰坦龍龜 第3階段","0","401806309","401806307","0","401806306","401806308"
"哥布林騎兵 第4階段","0","0","401806403","0","401806402","401806404"
"泰坦龍龜 第4階段","0","401806409","401806407","0","401806406","401806408"
"哥布林騎兵 第1階段 單人模式","0","0","401806503","0","401806502","401806504"
"泰坦龍龜 第1階段 單人模式","0","401806509","401806507","0","401806506","401806508"
"哥布林騎兵 第2階段 單人模式","0","0","401806603","0","401806602","401806604"
"泰坦龍龜 第2階段 單人模式","0","401806609","401806607","0","401806606","401806608"
"哥布林騎兵 第3階段 單人模式","0","0","401806703","0","401806702","401806704"
"泰坦龍龜 第3階段 單人模式","0","401806709","401806707","0","401806706","401806708"
"奧爾獅 第1階段","0","401807108","401807106","0","401807105","401807107"
"奧爾獅 第2階段","0","401807208","401807206","0","401807205","401807207"
"奧爾獅 第3階段","0","401807308","401807306","0","401807305","401807307"
"奧爾獅 第4階段","0","401807408","401807406","0","401807405","401807407"
"奧爾獅 第1階段 單人模式","0","401807508","401807506","0","401807505","401807507"
"奧爾獅 第2階段 單人模式","0","401807608","401807606","0","401807605","401807607"
"奧爾獅 第3階段 單人模式","0","401807708","401807706","0","401807705","401807707"
"狂怒綠龍","0","501010604","501010602","0","501010601","501010603"
"黑月守護像","0","501010704","501010702","0","501010701","501010703"
"白陽守護像","0","501010708","501010706","0","501010705","501010707"
"哥布林領主","501010806","501010804","501010802","501010805","501010801","501010803"
"波賽頓‧嵐擊之槍","0","501010908","501010906","0","501010903","501010907"
"黑月守護像","0","502001117","502001115","0","502001114","502001116"
"白陽守護像","0","502001121","502001119","0","502001118","502001120"
"黑月守護像","0","502001217","502001215","0","502001214","502001216"
"白陽守護像","0","502001221","502001219","0","502001218","502001220"
"黑月守護像","0","502001317","502001315","0","502001314","502001316"
"白陽守護像","0","502001321","502001319","0","502001318","502001320"
"黑月守護像","0","502001417","502001415","0","502001414","502001416"
"白陽守護像","0","502001421","502001419","0","502001418","502001420"
"黑月守護像","0","502001517","502001515","0","502001514","502001516"
"白陽守護像","0","502001521","502001519","0","502001518","502001520"
"黑月守護像","0","502002117","502002115","0","502002114","502002116"
"白陽守護像","0","502002121","502002119","0","502002118","502002120"
"黑月守護像","0","502002217","502002215","0","502002214","502002216"
"白陽守護像","0","502002221","502002219","0","502002218","502002220"
"黑月守護像","0","502002317","502002315","0","502002314","502002316"
"白陽守護像","0","502002321","502002319","0","502002318","502002320"
"黑月守護像","0","502002417","502002415","0","502002414","502002416"
"白陽守護像","0","502002421","502002419","0","502002418","502002420"
"黑月守護像","0","502002517","502002515","0","502002514","502002516"
"白陽守護像","0","502002521","502002519","0","502002518","502002520"
"黑月守護像","0","502003117","502003115","0","502003114","502003116"
"白陽守護像","0","502003121","502003119","0","502003118","502003120"
"黑月守護像","0","502003217","502003215","0","502003214","502003216"
"白陽守護像","0","502003221","502003219","0","502003218","502003220"
"黑月守護像","0","502003317","502003315","0","502003314","502003316"
"白陽守護像","0","502003321","502003319","0","502003318","502003320"
"黑月守護像","0","502003417","502003415","0","502003414","502003416"
"白陽守護像","0","502003421","502003419","0","502003418","502003420"
"黑月守護像","0","502003517","502003515","0","502003514","502003516"
"白陽守護像","0","502003521","502003519","0","502003518","502003520"
"狂怒綠龍","0","502004116","502004114","0","502004113","502004115"
"狂怒綠龍","0","502004216","502004214","0","502004213","502004215"
"狂怒綠龍","0","502004316","502004314","0","502004313","502004315"
"狂怒綠龍","0","502004416","502004414","0","502004413","502004415"
"狂怒綠龍","0","502004516","502004514","0","502004513","502004515"
"狂怒綠龍","0","502005116","502005114","0","502005113","502005115"
"狂怒綠龍","0","502005216","502005214","0","502005213","502005215"
"狂怒綠龍","0","502005316","502005314","0","502005313","502005315"
"狂怒綠龍","0","502005416","502005414","0","502005413","502005415"
"狂怒綠龍","0","502005516","502005514","0","502005513","502005515"
"狂怒綠龍","0","502006116","502006114","0","502006113","502006115"
"狂怒綠龍","0","502006216","502006214","0","502006213","502006215"
"狂怒綠龍","0","502006316","502006314","0","502006313","502006315"
"狂怒綠龍","0","502006416","502006414","0","502006413","502006415"
"狂怒綠龍","0","502006516","502006514","0","502006513","502006515"
"劍蛇 09層","0","502007115","502007113","0","502007112","502007114"
"劍蛇 19層","0","502007215","502007213","0","502007212","502007214"
"劍蛇 29層","0","502007315","502007313","0","502007312","502007314"
"劍蛇 39層","0","502007415","502007413","0","502007412","502007414"
"劍蛇 49層","0","502007515","502007513","0","502007512","502007514"
"哥布林騎兵 特殊地下城第1階段","0","0","502008112","0","502008111","502008113"
"雷電 特殊地下城第1階段","0","502008117","502008115","0","502008114","502008116"
"哥布林騎兵 特殊地下城第2階段","0","0","502008212","0","502008211","502008213"
"雷電 特殊地下城第2階段","0","502008217","502008215","0","502008214","502008216"
"哥布林騎兵 特殊地下城第3階段","0","0","502008312","0","502008311","502008313"
"雷電 特殊地下城第3階段","0","502008317","502008315","0","502008314","502008316"
"哥布林騎兵 特殊地下城第4階段","0","0","502008412","0","502008411","502008413"
"雷電 特殊地下城第4階段","0","502008417","502008415","0","502008414","502008416"
"哥布林騎兵 特殊地下城第5階段","0","0","502008512","0","502008511","502008513"
"雷電 特殊地下城第5階段","0","502008517","502008515","0","502008514","502008516"
"三重岩 第1階段","0","502009115","502009113","0","502009112","502009114"
"三重岩 第2階段","0","502009215","502009213","0","502009212","502009214"
"三重岩 第3階段","0","502009315","502009313","0","502009312","502009314"
"三重岩 第4階段","0","502009415","502009413","0","502009412","502009414"
"三重岩 第5階段","0","502009515","502009513","0","502009512","502009514"
"特殊地下城冰霜獵犬 第1階段","0","502010114","502010112","0","502010111","502010113"
"特殊地下城冰霜獵犬 第2階段","0","502010214","502010212","0","502010211","502010213"
"特殊地下城冰霜獵犬 第3階段","0","502010314","502010312","0","502010311","502010313"
"特殊地下城冰霜獵犬 第4階段","0","502010414","502010412","0","502010411","502010413"
"特殊地下城冰霜獵犬 第5階段","0","502010514","502010512","0","502010511","502010513"
"SP泰坦龍龜 第1階段","0","502011116","502011114","0","502011113","502011115"
"SP泰坦龍龜 第2階段","0","502011216","502011214","0","502011213","502011215"
"SP泰坦龍龜 第3階段","0","502011316","502011314","0","502011313","502011315"
"SP泰坦龍龜 第4階段","0","502011416","502011414","0","502011413","502011415"
"SP泰坦龍龜 第5階段","0","502011516","502011514","0","502011513","502011515"
"SP黑曜飛龍 第1階段","0","502012116","502012114","0","502012113","502012115"
"SP黑曜飛龍 第2階段","0","502012216","502012214","0","502012213","502012215"
"SP黑曜飛龍 第3階段","0","502012316","502012314","0","502012313","502012315"
"SP黑曜飛龍 第4階段","0","502012416","502012414","0","502012413","502012415"
"SP黑曜飛龍 第5階段","0","502012516","502012514","0","502012513","502012515"
"SP頑強幽靈 第1階段","0","502013114","502013112","0","502013111","502013113"
"SP頑強幽靈 第2階段","0","502013214","502013212","0","502013211","502013213"
"SP頑強幽靈 第3階段","0","502013314","502013312","0","502013311","502013313"
"SP頑強幽靈 第4階段","0","502013414","502013412","0","502013411","502013413"
"SP頑強幽靈 第5階段","0","502013514","502013512","0","502013511","502013513"
"SP劍蛇 第1階段","0","502014116","502014114","0","502014113","502014115"
"SP劍蛇 第2階段","0","502014216","502014214","0","502014213","502014215"
"SP劍蛇 第3階段","0","502014316","502014314","0","502014313","502014315"
"SP劍蛇 第4階段","0","502014416","502014414","0","502014413","502014415"
"SP劍蛇 第5階段","0","502014516","502014514","0","502014513","502014515"
"黑曜飛龍 第1階段（次元斷層）","0","550103117","550103115","0","550103114","550103116"
"黑曜飛龍 第2階段（次元斷層）","0","550103219","550103217","0","550103216","550103218"
"黑曜飛龍 第3階段（次元斷層）","0","550103320","550103318","0","550103317","550103319"
"黑曜飛龍 第4階段（次元斷層）","0","550103420","550103418","0","550103417","550103419"
"黑曜飛龍 第5階段（次元斷層）","0","550103520","550103518","0","550103517","550103519"
"涅普堤利昂 危險度1","0","550104116","550104114","0","550104113","550104115"
"涅普堤利昂 危險度2","0","550104218","550104216","0","550104215","550104217"
"涅普堤利昂 危險度3","0","550104319","550104317","0","550104316","550104318"
"涅普堤利昂 危險度4","0","550104419","550104417","0","550104416","550104418"
"涅普堤利昂 危險度5","0","550104519","550104517","0","550104516","550104518"
"劍蛇 第1階段","0","550105114","550105112","0","550105111","550105113"
"劍蛇 第2階段","0","550105216","550105214","0","550105213","550105215"
"劍蛇 第3階段","0","550105318","550105316","0","550105315","550105317"
"劍蛇 第4階段","0","550105419","550105417","0","550105416","550105418"
"劍蛇 第5階段","0","550105519","550105517","0","550105516","550105518"
"次元斷層三重岩 危險度1","0","550106121","550106119","0","550106118","550106120"
"次元斷層三重岩 危險度2","0","550106223","550106221","0","550106220","550106222"
"次元斷層三重岩 危險度3","0","550106323","550106321","0","550106320","550106322"
"次元斷層三重岩 危險度4","0","550106425","550106423","0","550106422","550106424"
"次元斷層三重岩 危險度5","0","550106521","550106519","0","550106518","550106520"
"貝特魯吉烏斯 NORMAL","0","610017104","610017102","0","610017101","610017103"
"貝特魯吉烏斯 HARD","0","610017204","610017202","0","610017201","610017203"
"貝特魯吉烏斯 VERY HARD","0","610017304","610017302","0","610017301","610017303"
"貝特魯吉烏斯 SP1","0","610017413","610017411","0","610017401","610017412"
"貝特魯吉烏斯 SP2","0","610017423","610017421","0","610017402","610017422"
"貝特魯吉烏斯 SP3","0","610017433","610017431","0","610017403","610017432"
"盆栽小花 NORMAL","0","610036104","610036102","0","610036101","610036103"
"盆栽小花 HARD","0","610036204","610036202","0","610036201","610036203"
"盆栽小花 VERY HARD","0","610036304","610036302","0","610036301","610036303"
"盆栽小花 SP1","0","610036413","610036411","0","610036401","610036412"
"盆栽小花 SP2","0","610036423","610036421","0","610036402","610036422"
"盆栽小花 SP3","0","610036433","610036431","0","610036403","610036432"
"貝特魯吉烏斯 NORMAL","0","610053104","610053102","0","610053101","610053103"
"貝特魯吉烏斯 HARD","0","610053204","610053202","0","610053201","610053203"
"貝特魯吉烏斯 VERY HARD","0","610053304","610053302","0","610053301","610053303"
"貝特魯吉烏斯 SP1","0","610053413","610053411","0","610053401","610053412"
"貝特魯吉烏斯 SP2","0","610053423","610053421","0","610053402","610053422"
"貝特魯吉烏斯 SP3","0","610053433","610053431","0","610053403","610053432"
"被操控的雪人 NORMAL","0","0","610054102","0","610054101","610054103"
"被操控的雪人 HARD","0","0","610054202","0","610054201","610054203"
"被操控的雪人 VERY HARD","0","0","610054302","0","610054301","610054303"
"被操控的雪人 SP1","0","0","610054412","0","610054401","610054413"
"被操控的雪人 SP2","0","0","610054422","0","610054402","610054423"
"被操控的雪人 SP3","0","0","610054432","0","610054403","610054433"
"盆栽小花 NORMAL","0","610063104","610063102","0","610063101","610063103"
"盆栽小花 HARD","0","610063204","610063202","0","610063201","610063203"
"盆栽小花 VERY HARD","0","610063304","610063302","0","610063301","610063303"
"盆栽小花 SP1","0","610063413","610063411","0","610063401","610063412"
"盆栽小花 SP2","0","610063423","610063421","0","610063402","610063422"
"盆栽小花 SP3","0","610063433","610063431","0","610063403","610063432"
"爆裂‧時間儀 NORMAL","0","610066104","610066102","610066105","610066101","610066103"
"爆裂‧時間儀 HARD","0","610066204","610066202","610066205","610066201","610066203"
"爆裂‧時間儀 VERY HARD","0","610066304","610066302","610066305","610066301","610066303"
"爆裂‧時間儀 SP1","0","610066413","610066411","610066414","610066401","610066412"
"爆裂‧時間儀 SP2","0","610066423","610066421","610066424","610066402","610066422"
"爆裂‧時間儀 SP3","0","610066433","610066431","610066434","610066403","610066432"
"被操控的雪人 NORMAL","0","0","610081102","0","610081101","610081103"
"被操控的雪人 HARD","0","0","610081202","0","610081201","610081203"
"被操控的雪人 VERY HARD","0","0","610081302","0","610081301","610081303"
"被操控的雪人 SP1","0","0","610081412","0","610081401","610081413"
"被操控的雪人 SP2","0","0","610081422","0","610081402","610081423"
"被操控的雪人 SP3","0","0","610081432","0","610081403","610081433"
"超載力量","0","0","610085102","0","610085101","610085103"
"超載力量","0","0","610085202","0","610085201","610085203"
"超載力量","0","0","610085302","0","610085301","610085303"
"超載力量","0","0","610085411","0","610085401","610085412"
"超載力量","0","0","610085421","0","610085402","610085422"
"超載力量","0","0","610085431","0","610085403","610085432"
"爆裂‧時間儀 NORMAL","0","610093104","610093102","610093105","610093101","610093103"
"爆裂‧時間儀 HARD","0","610093204","610093202","610093205","610093201","610093203"
"爆裂‧時間儀 VERY HARD","0","610093304","610093302","610093305","610093301","610093303"
"爆裂‧時間儀 SP1","0","610093413","610093411","610093414","610093401","610093412"
"爆裂‧時間儀 SP2","0","610093423","610093421","610093424","610093402","610093422"
"爆裂‧時間儀 SP3","0","610093433","610093431","610093434","610093403","610093432"
"樂園守護者 NORMAL","0","610110104","610110102","610110105","610110101","610110103"
"樂園守護者 HARD","0","610110204","610110202","610110205","610110201","610110203"
"樂園守護者 VERY HARD","0","610110304","610110302","610110305","610110301","610110303"
"樂園守護者 SP1","0","610110413","610110411","610110414","610110401","610110412"
"樂園守護者 SP2","0","610110423","610110421","610110424","610110402","610110422"
"樂園守護者 SP3","0","610110433","610110431","610110434","610110403","610110432"
"超載力量","0","0","610113102","0","610113101","610113103"
"超載力量","0","0","610113202","0","610113201","610113203"
"超載力量","0","0","610113302","0","610113301","610113303"
"超載力量","0","0","610113411","0","610113401","610113412"
"超載力量","0","0","610113421","0","610113402","610113422"
"超載力量","0","0","610113431","0","610113403","610113432"
"顯露苦衷 埃拉＆志那都 NORMAL","0","0","610137102","0","610137101","610137103"
"顯露苦衷 埃拉＆志那都 HARD","0","0","610137202","0","610137201","610137203"
"顯露苦衷 埃拉＆志那都 VERY HARD","0","0","610137302","0","610137301","610137303"
"顯露苦衷 埃拉＆志那都 SP1","0","0","610137411","0","610137401","610137412"
"顯露苦衷 埃拉＆志那都 SP2","0","0","610137422","0","610137402","610137421"
"顯露苦衷 埃拉＆志那都 SP3","0","0","610137431","0","610137403","610137432"
"顯露苦衷 埃拉＆志那都 EX+1","0","0","610137511","0","610137501","610137512"
"顯露苦衷 埃拉＆志那都 EX+2","0","0","610137522","0","610137502","610137521"
"顯露苦衷 埃拉＆志那都 EX+3","0","0","610137531","0","610137503","610137532"
"樂園守護者 NORMAL","0","610138104","610138102","610138105","610138101","610138103"
"樂園守護者 HARD","0","610138204","610138202","610138205","610138201","610138203"
"樂園守護者 VERY HARD","0","610138304","610138302","610138305","610138301","610138303"
"樂園守護者 SP1","0","610138413","610138411","610138414","610138401","610138412"
"樂園守護者 SP2","0","610138423","610138421","610138424","610138402","610138422"
"樂園守護者 SP3","0","610138433","610138431","610138434","610138403","610138432"
"混沌生成系統 NORMAL","0","610150104","610150102","610150105","610150101","610150103"
"混沌生成系統 HARD","0","610150204","610150202","610150205","610150201","610150203"
"混沌生成系統 VERY HARD","0","610150304","610150302","610150305","610150301","610150303"
"混沌生成系統 SP1","0","610150413","610150411","610150414","610150401","610150412"
"混沌生成系統 SP2","0","610150423","610150421","610150424","610150402","610150422"
"混沌生成系統 SP3","0","610150433","610150431","610150434","610150403","610150432"
"混沌生成系統 EX+1","0","610150513","610150511","610150514","610150501","610150512"
"混沌生成系統 EX+2","0","610150523","610150521","610150524","610150502","610150522"
"混沌生成系統 EX+3","0","610150533","610150531","610150534","610150503","610150532"
"貝特魯吉烏斯 NORMAL","0","610153104","610153102","0","610153101","610153103"
"貝特魯吉烏斯 HARD","0","610153204","610153202","0","610153201","610153203"
"貝特魯吉烏斯 VERY HARD","0","610153304","610153302","0","610153301","610153303"
"貝特魯吉烏斯 SP1","0","610153413","610153411","0","610153401","610153412"
"貝特魯吉烏斯 SP2","0","610153423","610153421","0","610153402","610153422"
"貝特魯吉烏斯 SP3","0","610153433","610153431","0","610153403","610153432"
"惡毒巨蛇 NORMAL","0","610154104","610154102","0","610154101","610154103"
"惡毒巨蛇 HARD","0","610154204","610154202","0","610154201","610154203"
"惡毒巨蛇 VERY HARD","0","610154304","610154302","0","610154301","610154303"
"惡毒巨蛇 SP1","0","610154413","610154411","0","610154401","610154412"
"惡毒巨蛇 SP2","0","610154423","610154421","0","610154402","610154422"
"惡毒巨蛇 SP3","0","610154433","610154431","0","610154403","610154432"
"惡毒巨蛇 EX+1","0","610154513","610154511","0","610154501","610154512"
